veteran,SEX,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
No,F,49,-83.52925843610952,32.78571451216249,E,A,C,E,18.686624765971015,-229.9637889058458,72.34139449588201,B,C,-139.5930969726208,A,B,0
Non-Veteran,Male,22,-68.75494236646543,-41.84633428679069,B,B,B,E,89.10764042105961,131.91441204941864,-76.71977646883566,E,B,24.916310400532183,A,B,1
Veteran,Female,76,-214.79039658005655,-53.957462366752694,B,A,A,D,-93.17109033148179,-145.7792294971914,38.395750570501626,B,D,-132.23457974282564,C,E,1
Non-Veteran,Female,51,-58.63401665168513,106.45252937197576,A,C,B,D,-52.15086088672859,69.23240446780167,43.487478382421365,D,B,-48.48539227905774,D,B,0
Veteran,Non-binary,51,-67.24785970684269,136.39859506134758,D,B,A,E,-14.33732625512568,-109.34355566806207,-89.5086170945794,C,D,-36.8486713695994,E,D,0
Yes,Non-binary,89,-74.05348433211203,1.1650940048805676,A,A,D,A,-39.32881237808961,59.90483944320582,51.648543836719526,A,B,-12.479156768817932,D,C,1
Veteran,Female,27,0.5186352114997738,103.17873933686472,B,E,A,A,131.4628986428838,219.6378586616758,45.992556174635915,D,C,-22.147641877977495,A,D,0
Veteran,Other,77,-47.39814363409711,-183.0901680676154,C,C,C,C,-37.27656421891341,4.436411335962649,-68.18270188556454,C,A,97.78584871737065,E,B,1
No,Non-binary,79,95.46974009080202,201.5463316541338,E,D,D,D,12.055442653471694,159.70097945472014,-13.548196436222181,C,C,91.60458199142741,C,B,0
Veteran,Other,59,2.6515530728899304,-5.184049204733957,B,E,A,C,27.947580481102236,23.360738021339237,69.8292244778342,E,C,126.76798406236239,B,D,0
Non-Veteran,M,90,-4.132729900367194,-0.32362632335103947,B,D,C,B,-53.29528921606872,-96.89543911318013,10.1046682169528,C,E,134.6773753960732,C,B,1
Veteran,Other,61,-136.20478252107418,-81.32744355775246,A,E,E,B,-99.17121022289925,133.62131059241779,55.76987066225154,E,A,-83.7489577664621,E,E,0
No,M,98,31.18609635562376,-55.10667291083611,A,B,B,A,-80.88385468772766,80.4885981736298,69.65309788570877,D,B,-76.24305055987422,B,D,0
Yes,Female,57,76.48861041724844,74.86802926048242,A,B,E,D,-15.08057240724846,249.95928036617525,-114.50975052833716,D,E,58.15792735108454,B,E,1
Non-Veteran,Female,67,100.08299405120864,26.039884729555958,D,D,A,B,80.20922198521205,182.59958105181164,23.290118453190384,E,B,-138.9491699776285,B,E,1
Non-Veteran,Non-binary,22,121.97540463437826,-116.19594713644513,B,A,E,A,-50.32499360388879,64.06177902728982,11.646020934402165,E,D,-127.34446601499394,A,E,1
Veteran,Female,27,-226.77671143606676,43.96721179919524,B,A,E,B,-146.81644875395193,-243.06540336843074,82.44826841639596,A,A,-2.3100902352777433,A,D,0
Yes,Other,48,118.83271766859916,61.83287561400409,E,B,A,B,164.32612355443564,-258.4445918637839,17.315149665648352,D,E,173.20498820903703,B,A,0
Non-Veteran,M,27,1.3149729472913863,70.28322088954074,E,B,E,C,52.73883101763162,25.679811046406375,-74.44463989651318,C,E,51.93048822746631,E,A,1
No,F,55,-22.557952751270456,74.19701544282334,B,B,D,E,-57.964218771727396,38.254793735200366,64.05154318088347,D,C,-108.63634093362332,B,C,0
Non-Veteran,M,91,-100.89879403110409,-31.07826775926817,D,B,E,C,149.33316417121205,46.60291526072749,-32.902738385356514,E,A,-128.76756004924707,C,E,0
No,Male,18,-65.34997658392915,-106.03352525732018,D,E,E,A,73.84095494209748,5.666109269201513,133.84797281150546,E,D,138.58103835357647,A,D,1
Non-Veteran,Non-binary,70,-60.52846692167206,239.4434907995861,E,A,E,C,-28.5645919734568,-194.44622453803606,84.3455937127086,E,E,-36.575272492372626,B,C,0
No,M,56,85.89552972047947,-131.280099132648,C,D,B,C,56.035652748868195,-97.81504723179224,116.72133523461201,D,C,161.50103522064782,B,C,0
Non-Veteran,F,43,-183.12460657476728,-126.96400209063339,B,C,E,A,-73.9529175276618,26.00160352865018,-136.9133424967633,E,A,69.97470395842433,B,E,0
Veteran,Male,36,-53.332203004872724,-124.68294126676645,D,B,C,B,-62.1191118040061,-36.81734002619842,99.66325498391393,B,E,-124.37466985949794,D,E,0
Yes,Male,76,-171.2892993425236,105.05514491950703,E,A,D,E,-1.0489576595326078,-114.55566719144036,-60.961750620744546,C,A,-17.808523683018436,D,C,0
Non-Veteran,Non-binary,75,-43.16869912672022,-53.895274304673805,D,A,B,A,187.12831159501667,60.93720641860355,109.89267421360687,E,E,-72.08224063962768,B,C,1
Yes,Female,62,3.7761491977836443,-28.82301263616603,C,B,A,D,81.8720449820694,110.21392340597819,-12.898422482278212,B,C,-14.168711632452224,D,D,1
Non-Veteran,Non-binary,95,-27.35517399984729,-137.80531920127927,D,E,D,A,136.91890832721086,-18.22721336472902,118.58999718372499,B,D,59.938649399536544,A,D,0
Yes,Female,25,-54.96432441934144,-118.50803259433624,A,A,E,D,27.311794204885594,7.296611624375708,-45.84968501546427,E,A,-113.31378628093273,D,D,1
No,Non-binary,38,22.163141040902502,154.96230609580712,A,E,A,A,52.746905308052035,-85.06418707611707,-60.399410436335565,E,D,119.58012936735571,A,A,1
Veteran,Non-binary,76,76.57399124466582,-65.43759226132634,A,B,A,E,134.95818624415236,12.964363328538159,-70.85435452367271,C,E,11.708669513101185,D,D,0
Veteran,M,29,-211.7882464602524,31.606581573021465,B,B,D,E,148.2512956322366,2.639914985800719,44.34535216120581,E,D,5.894032479583953,D,A,1
Non-Veteran,Non-binary,87,-24.551550673963355,-12.649269058911175,D,B,C,A,-102.23064068128555,33.47153001460177,9.739617902473256,D,E,-162.14028486811694,D,D,0
Non-Veteran,Other,18,-53.37292224429307,154.52135416571508,D,D,E,B,185.79496659541718,-118.10067150969374,145.7559543364602,C,D,24.01530312595922,E,D,1
Non-Veteran,Other,19,-86.85798103291793,-1.8636982289702917,C,C,B,E,57.75509948969921,34.53678336160215,-39.19786226155943,B,C,6.734130333977868,D,C,1
Yes,F,88,-146.4010440104402,-103.4412250082569,C,D,D,B,-25.697042027414298,102.05410640064274,-122.07553367038986,E,D,-95.8015098624471,C,B,1
Yes,F,18,-65.53622688456039,20.737156102308155,D,B,B,B,10.223304349238948,-187.39857029744346,-88.5107722307564,A,B,-45.12344903226408,A,B,1
No,Non-binary,82,5.639155496884683,-59.75620960522784,B,B,C,D,-120.39447257004308,-92.28607524210122,119.33185793962078,D,C,83.49404013865765,C,A,1
Veteran,Other,45,-54.37816192528972,-21.785666339416064,E,E,D,E,42.23729497837948,-71.03247913670805,71.38670112779793,E,C,163.641369551038,D,A,0
Veteran,F,33,124.85064481169117,-109.48443886105686,C,A,E,B,-4.432349755459715,-160.79626159463533,4.517944708553795,D,A,100.66051188480674,C,E,0
Non-Veteran,Male,91,100.68562591539248,72.24261160158065,D,A,D,E,-159.69778952826226,53.348385219053625,29.234038821633135,D,A,6.993739046685532,E,B,0
Yes,Male,99,72.66323776904154,-43.96497475787195,B,C,D,A,182.79794842496634,-192.84469237778325,184.51463129186095,E,A,158.47033611279707,E,A,0
Veteran,Other,38,-173.14553343609174,145.09707672299294,A,D,B,D,-10.472003205073285,-28.51111331007378,80.7672801694443,C,E,-82.37128197615137,C,E,1
No,Female,34,-12.584180742068249,-65.10922672400864,C,B,C,C,131.07822809474385,-194.44806902726086,-122.31909661745968,A,B,25.680609280534526,E,A,0
No,F,99,19.810665967024004,143.91240650465826,E,C,A,D,-166.39909172197392,147.0515726161724,95.50732704133748,C,A,41.425339597653945,C,B,0
Yes,Male,88,11.000548641842139,-81.07879623793627,D,D,B,E,186.8418217228001,-101.54655175935726,-19.47311780457851,E,C,11.238525552997032,C,E,0
No,Female,48,24.126749715219898,28.112844520996088,C,D,C,E,42.45723249890296,-41.48244565776596,102.87056052074173,D,E,-6.961676826853481,B,A,0
Non-Veteran,Female,71,-11.713488315920955,44.798790944271246,B,D,D,A,64.08584475141039,1.0344046133246874,-112.22566940829356,B,E,37.13128572788969,E,B,0
Veteran,Non-binary,64,-55.14648114836126,26.667533363072216,C,D,A,A,33.80707971183293,25.72525641817488,83.75911496883988,C,B,128.50962952827672,A,B,0
No,M,75,43.23531689020177,-15.104834019506788,C,E,C,C,-116.21235298902029,-55.0485707545482,5.243382327803361,A,E,-68.3893472364429,E,E,1
Non-Veteran,Male,89,-7.839067406185982,108.59752047993183,A,C,E,E,-80.73291922320358,-76.5801978283564,82.3298928775463,C,E,-11.168017816509982,A,E,1
Non-Veteran,F,88,123.49541892900963,56.336964283834554,E,B,A,B,80.21678405085922,244.58000301351066,126.59875037036336,B,C,-91.33320587523598,A,C,1
Non-Veteran,F,41,-17.59437129700487,23.925840105819287,C,A,C,D,-39.77699289523785,11.245995688585301,11.672027372824235,D,E,-3.395456539902184,B,A,0
No,Male,63,-48.142765202803886,188.25798311016504,D,B,B,C,-114.32545599604337,41.51958489355341,-153.3948263997392,D,B,3.3856368420878087,B,A,1
Yes,F,86,6.172822053061047,40.535346434622824,E,C,E,B,44.22748894517473,204.18703869402256,-76.07016076114542,A,E,195.24402493349575,A,E,1
Non-Veteran,Male,82,-43.803188100927855,-117.86263154416794,A,C,D,D,-138.0449224606753,-197.52767624902313,-148.35675892859078,B,E,156.69331217118807,B,B,0
Veteran,Non-binary,56,-41.61061125300207,-48.66180840356887,D,D,B,E,21.33303695869175,169.5661736000699,-60.86060034443356,A,E,100.51988204157905,E,E,1
No,M,56,141.47803810179047,-9.012110758452712,C,C,A,B,38.089201762257595,-72.23840371099574,-90.85144471020672,E,D,-29.528854195843095,C,C,0
No,M,32,70.58745350135068,99.39931628951709,B,A,A,B,131.32286401656975,15.033357265237418,-9.964390179313137,B,D,102.32052496533429,A,B,1
Veteran,M,67,34.47718417019635,-49.32404509606409,D,C,C,C,151.86010886278575,129.6974199597677,-20.109279881298605,A,E,133.88520420325742,D,A,1
Yes,Other,29,-45.782802021061855,-45.978802327357016,D,C,E,A,47.18377064083889,208.17900394946997,131.76339649960158,D,D,173.23642859969794,B,A,0
Veteran,Female,77,54.757231210105196,-64.64923928397083,C,B,E,C,35.92217280230947,-8.64881517200125,65.43311660298201,B,D,-4.63738985047486,C,E,0
No,Other,35,-19.608473814728058,-28.482207062574403,D,B,A,C,-1.535193513571753,49.495818791329164,-32.14392660977087,C,A,21.211064941199922,E,E,1
Yes,Male,74,11.103585519713958,-123.68100911548635,E,C,E,A,-30.283642004813988,-17.91897014955614,48.79397684557046,D,D,35.99653182217203,C,B,1
Veteran,M,40,-12.728342961655514,-26.616151907361107,D,A,A,E,-42.87167213271389,-158.5420535392902,225.8628579208115,D,E,-118.3829179922401,E,D,0
Yes,Other,35,-53.26787747566741,60.31343136291532,A,B,A,D,108.75517576950493,-56.66472198898001,-3.9453021572171334,C,E,245.95213500001836,B,C,0
No,Other,32,58.449256043874676,-117.0416101328594,B,C,B,B,-106.78735617539927,46.22747491697442,-14.108899145883703,E,E,-15.776914793415003,C,D,1
Non-Veteran,Non-binary,77,-57.36250228865105,-74.94770088598906,A,C,E,B,-52.42556929398232,41.32479811554951,-38.3829015503864,C,D,26.614554018386993,A,E,1
Non-Veteran,Male,65,-115.40353606993705,-3.489036262381479,C,C,B,B,68.57272882777492,-17.691232612227402,68.38993421733406,E,B,-17.83567002319032,C,E,0
Yes,Female,54,-234.5859764499005,-1.3180248906496983,D,B,C,C,103.00635926528692,97.51568184153237,-82.37006501666748,B,B,-7.305448117128529,A,A,1
Non-Veteran,F,64,-54.235664580234136,302.9657366806872,E,C,D,A,89.75544463846975,-31.027501728967266,-34.485181304777754,B,C,5.607404878197304,C,A,0
Yes,F,91,109.35981054753321,92.22260128960554,C,E,D,D,165.71945504099776,56.74855607170961,-1.4229472826237501,C,C,-20.362884647746498,E,C,1
No,M,60,-88.45367927379041,-39.89648740780956,E,B,B,C,-37.552765697116655,-53.04626661992559,-74.63606139033526,B,A,134.1428780823521,D,A,1
Veteran,M,67,48.84828036906285,64.23669134466556,E,A,A,A,-6.03268907535359,-201.0915054419949,-89.30687275227996,B,E,25.205454835588842,D,C,0
Yes,F,79,12.084309943394288,260.0548428485972,D,C,C,E,-74.28554328886513,-138.2791072783722,-69.27823519116149,C,E,-31.849085158916317,C,B,0
Veteran,M,40,-156.82979485060486,-154.82524428937322,B,D,C,D,105.0279375179326,-71.25574917429658,216.47044381993211,A,B,-127.76172321383919,B,D,0
Yes,Male,23,-3.894705003775335,-80.265064668975,A,C,A,C,-10.985164768444317,-82.83882338214197,188.71059501764222,D,B,85.26460701665296,A,E,1
Veteran,Other,81,-84.9325963167883,69.81520688762977,A,C,D,D,-1.353166951483192,9.587636507940998,55.186128635088906,E,B,-46.64161255361213,E,E,1
Yes,Other,21,50.76905139250345,4.02118037192438,C,A,D,B,152.2414881788943,-85.76924317552168,-105.91255509814579,D,B,210.26320841153208,B,B,0
Yes,Male,71,84.72411821384115,144.6950364816235,C,B,C,E,-70.42545058614103,17.779949976534894,183.7783075969416,B,A,-79.20776573495797,C,D,1
Non-Veteran,Female,97,230.43218334504135,-140.3539189057292,D,C,E,B,17.599325108730586,160.28190965749445,-4.795137967481673,B,A,186.990898517011,B,A,1
Non-Veteran,Male,67,222.05442367707118,114.27822083194381,E,A,C,D,-26.95137292351864,-254.52990075524036,-67.31768694402902,A,C,129.37062884406052,D,E,1
Veteran,F,37,41.402128729355525,210.70381112613202,D,B,B,D,40.196047190119494,32.931962892552384,-73.14430793274065,C,E,-10.612902816340458,D,E,1
Yes,Female,30,-51.04750843272028,-22.75478778612629,B,C,B,D,-42.32780840166539,4.17760177376079,40.683304817190944,E,A,-30.94418431730237,C,E,1
Veteran,Female,99,-81.52490704115792,59.402385322470295,A,B,E,E,103.3672840981039,32.879603038271995,20.50646094867565,C,C,172.26485140725134,D,B,1
Veteran,F,36,56.145169365951,-123.90404684575766,A,A,E,B,-18.653575977072386,-82.43817717725457,86.00722494729057,B,D,-182.4267251150673,D,C,1
Yes,Non-binary,83,-85.99560411495676,-171.92084276689977,D,E,C,E,-12.007968825143442,21.47353578183769,18.0460279638649,B,E,28.496209303692154,E,E,0
Veteran,F,72,42.30831302272465,95.63004623593781,E,E,C,D,75.66563809255518,-1.2041337956572291,-124.11026212922368,A,B,60.49190571849308,B,E,1
Veteran,Non-binary,32,-121.99862977184029,127.70228131931054,C,E,A,E,91.201284587105,88.3705441968265,-234.65195181528554,E,B,-8.08160857158744,B,E,0
Yes,M,70,134.32179321669656,94.28503889434334,C,D,D,D,-74.59246309933576,6.017305055095471,-20.76620997762902,A,A,-86.69622912058199,B,E,1
Yes,Male,22,-13.862879179822391,77.9003408121772,D,C,E,E,27.773973892592373,32.20765950043187,227.5714895770923,D,D,175.77807761914832,B,E,1
Yes,Non-binary,20,-43.554754839767426,76.02293521614286,A,D,B,D,24.75646878886242,204.85470073979184,37.61163544166063,B,D,-72.09904866848753,D,B,1
Non-Veteran,Non-binary,88,-26.975801510082025,-65.62953580635342,B,D,C,B,18.837132834957963,-71.89589254222642,-93.82868040358804,E,D,13.732774426526277,E,D,0
Non-Veteran,M,59,154.72749676786609,-42.24077380659169,B,B,B,A,95.46420028025078,-2.0454921625148677,-75.04500937642518,D,C,51.99123002551171,D,E,0
Veteran,M,28,42.93667481487525,61.1613745867704,D,E,C,C,-42.56637276961728,64.76154753014448,-46.23562389060205,B,B,-17.988433488384878,E,D,1
Non-Veteran,M,71,81.78708357581695,-69.31850064025143,C,A,D,B,-16.11517467095112,-141.718492782938,120.42271471196734,D,B,99.9105696578771,D,E,0
No,Other,79,228.9596995409911,-44.13787623967092,D,C,B,A,-55.96838844391219,-42.32549459023616,93.69587749189873,D,B,-50.91346592396463,E,D,1
Veteran,Non-binary,88,76.22330751161671,34.8930818132558,A,A,D,D,35.217366401278866,-101.62170725760447,-48.331373387568384,D,B,29.23085010230151,C,C,0
Yes,M,71,-34.74377906376756,27.472980588975755,B,D,A,A,-149.58138081312302,-10.094748693577223,100.87438307721996,E,A,-15.589551577531655,A,D,1
No,Male,36,-34.06983047421,32.97787050670623,B,C,B,D,17.46914384026353,4.607710160475987,-138.55461764669354,B,B,-95.20747650975412,E,A,0
Yes,Male,82,-114.1493703498733,-0.07738201913338369,B,C,A,C,7.243421420591825,-63.17495520407712,17.72846013684778,A,E,-86.05663305266653,E,D,1
No,Non-binary,29,-9.85402894269897,-87.25443330669214,B,A,B,B,82.51512389942772,48.61166029321878,9.979011895068052,C,C,-22.91483281394239,A,E,1
Non-Veteran,F,89,11.736534324355748,-42.21281478350924,C,B,A,C,82.57008677554701,-124.91282551187678,-142.02985286384703,A,A,56.499034822076325,D,E,1
Non-Veteran,Non-binary,96,104.27572105071137,-117.37305114681782,B,E,C,B,-135.99774693055997,-47.41852298112679,-98.79490671325249,E,E,52.80165625699722,D,C,0
No,Other,69,-3.3416686839405325,75.04248292077324,A,E,A,D,145.05704949903227,64.8263067405424,-81.62423753971122,A,B,29.367284873898925,C,D,0
Non-Veteran,F,70,-110.63496987909527,58.05394775388743,C,E,D,E,211.76940884458304,-42.30414033992965,-15.129198017185558,A,D,-118.33036747752041,B,C,1
Yes,M,50,-34.54066437330903,-60.45079052580499,E,C,D,A,-114.88108627707247,-111.2992164732975,24.917818284857525,C,B,24.191320549271147,E,B,0
Non-Veteran,Non-binary,25,30.71209269261475,1.3286173365061045,D,B,D,C,85.84297618897023,-203.79769643313477,-187.5678146830881,D,B,134.4511551652308,D,B,0
No,M,29,101.29173558073805,-4.75852003816869,D,D,D,C,-62.07688572492934,-40.86273343497728,46.929019982115896,B,C,41.661076178623816,B,A,0
Non-Veteran,Male,35,11.668258082796418,112.74094210847558,C,B,D,C,-12.12822656761344,-132.7034564088793,119.83533928045318,E,B,115.44821604098891,C,D,0
Veteran,Male,66,137.9200394242484,36.515087700450685,B,A,A,D,159.64945508420422,93.32948279078359,78.06364296032872,D,B,-39.752570433131226,D,B,0
Veteran,Male,65,-37.902626306441825,117.83337794200706,A,E,A,B,-29.97309159401132,182.17067948893742,-29.78535353598213,C,C,-28.76340395291966,C,E,0
Non-Veteran,Female,67,-28.5302402398554,69.0001969326136,D,D,C,E,-110.12630623082822,-143.81354567382738,49.52865176153943,C,C,-86.9144367547163,E,E,1
Veteran,Male,28,-39.221982315407914,4.378453394517575,E,B,C,D,19.595519596845374,-26.36258420235176,123.27823329599845,D,D,26.5771716926674,A,A,1
Yes,Other,72,134.9546648454553,71.77748898312385,D,A,E,E,-181.34291488438444,-80.28345657646216,-71.33583455797343,C,A,19.62102400458768,A,E,0
Yes,Other,40,155.07751389763823,75.18790844875906,D,D,D,C,-84.13857753317171,-27.01006964965284,-3.38250362241592,A,B,-107.5934659274903,E,E,1
Non-Veteran,M,56,-133.38310872803493,122.61412148493642,C,C,E,E,-162.61075103560566,-31.48591699515087,258.3455697458002,B,B,170.19170621223384,C,D,0
Non-Veteran,M,56,24.54005883083743,-196.90727866181282,B,E,D,A,-162.26477694865778,30.063750419324613,-129.5564596161585,E,A,3.461319541048037,C,B,1
Non-Veteran,Male,76,-167.02562123969707,102.88225187786529,B,A,A,D,-36.08570579717801,-212.3372961608236,-71.82101224771283,C,C,62.03338534593848,E,B,0
Veteran,Other,30,-2.5092519056630818,-102.78618706377551,D,C,C,B,148.73206668848835,82.41418170802993,12.657550386889731,A,E,34.64247171454336,B,D,0
Yes,Other,93,-5.601182430286586,168.3927308100994,B,B,B,C,-51.627860839513836,138.74501397243927,18.84077030149573,E,C,-93.55281637525759,D,D,0
Non-Veteran,Male,87,39.0526556039786,-95.1434612019437,E,A,B,E,-58.87909061067298,-140.6139205801169,33.98174151339301,D,E,88.15670363383126,A,E,1
No,Non-binary,65,153.4868430562665,-34.384841117261864,D,A,E,A,65.67473057407585,-147.5954099034671,130.5660615889619,D,D,45.38320001456617,B,C,1
No,Non-binary,44,-16.65590859959723,-78.38025575988368,D,E,E,C,142.5763346476276,-7.091767273256365,153.12409921286343,E,A,68.22781800950027,A,A,1
Yes,Female,90,63.58263756892734,125.40791716558158,B,C,E,D,108.55593521613238,30.37126335197987,52.57489315390911,E,D,57.51750081069699,C,A,1
No,Male,23,6.856035735584968,79.61783085680251,B,D,E,A,21.685959081473918,-52.677925724374596,30.167640210105258,C,B,-57.80266273036302,B,A,0
Non-Veteran,Non-binary,74,24.371518601682222,-164.77337788306411,C,C,C,B,-67.61882266480367,-92.92369406716654,31.964999448141363,C,C,170.91301223803816,C,B,0
Non-Veteran,Other,48,-88.63012774954043,-27.084605555141973,A,A,E,E,108.33869649153527,102.2426791214284,135.3219120593284,B,D,71.07965190691455,D,D,1
Yes,Female,94,27.9662005152916,-166.87933810332657,B,A,C,E,246.32285839162677,-68.8111560936313,20.875456511942485,B,C,133.72082150308552,E,E,0
Non-Veteran,Non-binary,68,-149.99335089278472,-19.160635214722028,A,D,A,E,-212.41816874254204,-11.717107586885389,-17.859532350066576,A,B,121.61613338316783,E,A,0
Non-Veteran,Female,43,88.49950323385372,1.9024382957725399,C,E,C,B,82.9655315307672,7.246484387869476,-17.39047315068357,C,D,128.3028191924735,B,A,1
Non-Veteran,F,87,69.33508987353979,-131.2782098911146,D,E,C,A,-14.085028735512067,69.9129871785587,-207.11667513143982,B,E,-0.5646384696569293,A,B,1
Yes,Non-binary,56,94.60329329510554,-195.92607676897694,A,A,A,B,-66.04761531236335,107.89753449332787,-136.12041766123204,D,E,-19.511749777833455,C,A,1
Veteran,F,37,20.483246931936428,0.4525105049366281,A,E,B,C,-65.59357238916196,-4.076934793233489,50.811063474747186,A,B,41.73967840897239,C,B,1
No,Female,59,71.90851053327727,-129.2787832719826,A,C,C,A,-68.72896621172076,-45.54108673702045,162.3167384420136,C,A,-83.26247120451455,D,A,1
Yes,Male,69,-140.97802788299566,-108.6769408562273,C,D,A,D,287.61209237446496,-98.12376701305962,-138.67115585626925,D,C,111.30526150942026,C,B,1
Veteran,Male,75,87.30699305326756,165.8446632665655,E,E,B,D,-51.02288404713688,18.311008991664863,205.6583704181438,B,D,69.53992836598205,D,C,0
Veteran,Other,98,-90.35742561552149,-127.77588248630562,C,D,A,D,-123.59248153023987,124.46509777239072,-166.44063563997858,A,E,173.43007836909126,C,C,1
Yes,Non-binary,54,38.77040765253272,22.041761842906457,C,C,A,A,200.2569479184521,-119.02552375287394,116.62093497011526,D,B,-55.07023431808465,C,E,0
Veteran,Other,51,-85.28161586272606,-87.44273235670282,B,E,D,C,15.973646957823412,18.190164486535952,138.9431678579561,E,E,80.51214002950331,B,B,1
Veteran,M,19,-113.08248280822235,54.124979796475536,E,C,C,E,-25.994164841671225,-54.657010329859936,-49.63278943976175,D,C,-73.68289498226103,E,E,0
Veteran,Other,67,100.85699529851762,-84.7673546965106,D,B,D,C,228.59012947253402,-100.11427081183528,106.03929150816343,C,B,-23.568774484048618,B,B,0
Non-Veteran,Other,22,-24.93220831039664,77.80048991682008,C,D,D,E,-30.835937896604175,-1.4074425718202273,-99.77611163989413,D,A,-33.24105425276687,C,A,0
Veteran,Other,31,18.637104998930997,5.716354284346226,C,A,A,E,1.0494604704740225,3.4830174638485105,-43.68344474165134,E,E,-142.5346538852484,C,B,1
Non-Veteran,Female,82,30.794218026738047,80.26288076718902,C,C,D,E,20.657672388182007,96.6816667647654,-105.20887670569105,D,D,0.017089142056694383,E,A,1
Non-Veteran,Non-binary,99,91.50721997875605,-43.86704474509461,C,A,E,D,37.44533124550834,73.48605690075821,-207.97341020120732,D,C,-72.17723771220538,C,E,1
No,Other,77,58.74191837975926,-38.37228444643325,E,A,D,D,149.19322644852912,-211.5314959190909,233.36460813735448,E,C,-97.79883788622487,A,D,0
Non-Veteran,Male,66,-55.10906744538815,68.72524064871082,C,E,C,E,122.51700140913493,79.02559899385373,98.92186915761366,A,D,145.87527183495658,E,C,1
Veteran,F,58,103.41730254440955,29.745218884126956,C,B,B,D,151.98658353348864,108.759135963483,-81.18896150513476,C,C,83.41244888881926,D,B,0
Veteran,Female,19,-168.21505635347313,-102.83067224121547,C,A,B,C,-92.58883241845493,63.51188820124795,143.9360609323684,A,B,-48.12771274066151,C,A,1
No,Female,39,79.75228798710768,61.320138526101054,E,D,E,E,-64.43358426993238,-6.4452374164691015,-0.19705924425040613,D,D,17.203429288338388,C,B,0
Yes,F,43,-56.71573304923619,6.303869216512725,C,E,B,D,25.059579416016852,-3.583386512257215,-73.47136476047793,B,B,-95.86134592633975,D,E,1
Veteran,Other,33,105.62148412643933,26.097688443020882,D,A,B,B,17.167229375438453,102.24100943072597,-143.04298204309168,E,A,77.39633787119959,B,C,1
Yes,Male,83,62.293373384549525,-72.99744381051636,E,B,B,E,-42.19892197491108,234.65234435361376,-249.25138874119034,C,B,151.2871261165844,A,E,1
Non-Veteran,M,64,-158.26282459510776,-64.98770225623186,A,A,E,E,114.33352577844984,67.99252467782178,171.74804773969143,D,D,18.778245100311608,D,D,1
Yes,Male,69,156.9941225983747,9.97438807104309,A,C,A,B,-116.92624480902847,80.63432619648734,-79.83004576276883,D,D,62.09130493114594,D,B,0
No,Male,62,73.9755115906971,-31.74771238976159,D,B,E,A,33.47470513624982,8.025763920087488,82.3838642240641,D,A,98.96199948113812,E,A,0
Yes,M,90,-0.4945610436657301,-199.4185599466894,E,D,E,C,-191.13640650196643,65.43872983080176,103.30836013443448,E,C,-181.34734297983016,A,D,1
Yes,M,65,228.92988601811192,85.07365436589768,E,A,D,B,-49.739661474106725,20.525251196333706,-10.121628427684941,B,C,-85.88348888119395,C,D,1
No,Female,50,-170.3120439938273,97.84442275174575,A,D,A,A,59.26940562465853,-133.43625134826007,44.11271122177582,D,B,-34.91592927296511,B,A,1
Non-Veteran,Male,60,97.26428933935154,-104.32310157759287,A,D,E,D,90.49162267866457,-33.3943622207552,-191.12758698488312,C,D,74.25612234081478,E,C,0
No,Non-binary,65,-67.1411229758774,149.43879265047292,E,B,A,E,140.2380645310601,-130.47294117452304,112.87311865064538,C,C,290.5087737797628,B,A,1
Non-Veteran,M,57,134.73054070325742,-41.41880515247966,A,B,D,B,-69.93187748870827,-67.9277515164508,0.015963281235017994,C,E,-115.57439644851593,D,C,1
No,Other,68,-41.05492577506503,0.6312650655071311,B,C,E,E,48.68238987371932,38.45408096098023,-80.54794335482023,E,C,-69.48524883061317,C,A,0
Yes,Male,84,130.99906582916248,-87.69363925717113,C,A,B,B,87.68911458282527,129.32981575687572,49.29306888142519,A,B,-133.09606031726162,B,A,0
Non-Veteran,Non-binary,51,-8.965581917992802,-5.633132718969439,A,E,C,B,41.584629429060456,78.38790594222293,-45.14260390214707,B,E,-62.934460042615534,D,C,0
Yes,F,24,-188.5176482084321,51.59805419615241,C,D,A,C,-36.20182597470019,73.53076279552106,-25.280583184875887,A,B,58.804920370571445,B,C,1
No,Female,99,4.365039056303531,-144.52215240666368,E,A,C,E,-49.82933563457179,-27.246533334155448,92.74303659043164,D,C,83.4136472213122,B,B,0
No,Female,25,-35.537006132107294,36.74653187324969,A,A,E,E,13.14515173142841,9.28752262837865,114.13654686739547,E,B,178.51589511332176,D,C,1
Veteran,Female,74,-36.503308536719615,155.93270395568356,C,A,E,D,-187.3733112650926,47.86784024014643,-21.055320878913616,A,B,38.00544514286287,B,A,0
Veteran,Other,52,88.42841516848539,-35.106952450504856,A,E,E,C,176.65976783409226,-108.38670710964075,41.122828393530334,C,A,39.08809809556193,B,B,1
Veteran,F,50,-46.707441213489744,44.99506777342398,A,D,D,C,229.65958874607276,-14.032608618731777,-19.113268656210597,D,E,-24.93153816787055,E,E,1
Yes,Non-binary,50,8.16127688790062,168.69063523094187,C,A,D,D,-75.73369247724045,-128.82344578733412,-61.70765960536955,A,E,-68.0880996472688,A,B,0
