RACE,married,military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Other,Single,No,D,-110.1052915547626,A,-6.151738495936451,B,-117.95729797713915,D,86.11863936962875,1
Other,Single,No,D,84.340750760116,D,-139.95583266353674,E,25.598407650634407,D,20.48629171944749,0
Black,Single,Yes,E,-47.00788540138034,D,110.88740187835255,C,-35.49886697051505,A,-26.27512903385558,0
White,Married,Veteran,E,-88.67393755854171,D,-29.180105470283042,D,-67.70423972563326,E,-75.91345442294455,0
Black,Single,No,E,-5.949526740410625,B,20.218757799317352,B,-234.63731478548212,D,-96.81998714865831,1
African American,Widowed,No,A,39.67771482753937,E,134.53651938390843,A,195.03249348851458,E,117.4203469690617,1
Other,Widowed,Yes,E,57.286821499414444,B,110.17547462376056,A,-96.88607594757042,A,169.92307682413508,0
Black,Widowed,No,B,-33.11941301624171,E,119.49246587440344,C,-40.69772795560064,B,-38.58508689646909,1
African American,Divorced,No,C,105.01940877707068,D,182.53689026172626,C,63.86186510138603,E,-19.8430993733821,1
Other,Single,Veteran,C,78.50837833031945,B,-20.967217513593937,A,-158.6242262277247,B,-21.706583223436475,1
Black,Widowed,Yes,B,19.869129206044946,A,-115.21137416269404,E,75.00379219714775,C,41.63592355307089,1
Asian,Divorced,Veteran,A,114.18467645393788,A,196.1848656535243,D,-0.9643536070319907,C,77.3237343714073,1
Other,Married,No,C,-97.98401870738498,D,-2.2664890269902727,B,-29.234851058097107,A,-80.36251550571637,1
White,Married,Yes,C,-48.79072195076945,C,-62.898206106270024,E,53.96282455701471,C,-92.88273238831222,1
Other,Single,No,E,32.03335423286616,B,69.40816964833864,B,139.20344284095677,B,-125.158741702931,0
White,Widowed,Non-Veteran,E,218.98544225427122,E,87.55889437057606,B,193.5494106386496,C,11.62989027696813,1
African American,Widowed,Veteran,E,-55.25834369808672,E,0.3164248145554317,B,-48.363164217420135,B,145.9646289122531,1
Asian,Divorced,Yes,E,-49.09684295655387,D,117.6534974104509,C,-113.15672644991623,C,-16.0551436205618,1
Asian,Widowed,Yes,A,282.06404616197796,A,43.2080434415279,A,-39.647474461745645,C,172.33901805876798,0
Other,Single,No,C,-179.2365049874534,D,120.49036014021182,A,-119.07495505570358,C,-63.740718679088026,1
Asian,Married,Veteran,D,16.563138725802304,C,-54.11543953077796,E,-25.347121221129715,C,-54.573984910357055,0
Hispanic,Divorced,Non-Veteran,E,35.11421941353603,D,-6.780767699361744,A,123.97793381510324,A,135.1533945569139,1
White,Divorced,Yes,C,93.89869872806008,B,-186.70665651972755,D,107.3867421094419,D,-114.31218029162619,1
Hispanic,Married,Veteran,A,4.9624038836382605,A,-77.93535376907522,B,320.952694512297,C,10.013876418655899,0
African American,Widowed,Yes,C,73.30145755768655,E,-11.613705483984639,E,6.119862499255265,E,-7.075513613538057,1
Hispanic,Single,Non-Veteran,A,70.35206864804057,B,115.92521879263373,C,88.11496659875546,D,131.04962439161508,0
Other,Widowed,Veteran,E,174.41276918256753,C,121.23484115685245,D,46.329817280916735,D,101.35366362439294,0
White,Married,Yes,D,47.99230292920108,C,72.66694576846592,A,-27.92485283531507,A,-33.76257407946227,1
African American,Married,Non-Veteran,E,-60.13630815978765,C,-28.282059080407645,B,83.06732567133554,E,-22.06057649888455,0
African American,Divorced,Non-Veteran,E,-177.7266861058534,D,15.391012018235159,A,-119.91525790406135,E,74.49824972584204,1
Black,Divorced,Veteran,B,66.11546908636487,A,-163.31934363364942,E,1.6740225183585238,E,-214.68717292298035,1
Asian,Widowed,Non-Veteran,B,-135.85536262939124,A,-16.84252847017318,C,79.16443411337384,D,30.927925022754817,1
African American,Married,No,D,108.35277318537399,B,-64.46502672662172,B,-154.65633738622427,D,43.70126759189411,1
Other,Widowed,No,A,-145.66025125400347,C,91.3589052623198,C,-65.06712032002045,E,224.39553792361556,0
Black,Divorced,Yes,A,42.72426571538307,E,-99.73711272647004,C,36.411757537604885,E,-55.81810195504707,0
African American,Widowed,Non-Veteran,E,-2.103101792198646,E,68.32105474439693,A,-72.21965079473324,B,-290.4289728042372,0
Black,Married,No,C,18.12008068847498,B,-176.34414447648751,E,108.47611446016221,B,-61.6476728586826,0
Other,Widowed,Non-Veteran,A,57.603712632547314,E,-42.56293338319578,B,69.55529851980408,A,13.577840966173477,0
African American,Divorced,Non-Veteran,E,-52.03120080567282,A,-229.9116131293304,A,91.25037234197988,C,-3.349759828155556,1
Hispanic,Single,Veteran,B,-80.37127275757005,B,-25.028371265158068,B,-45.90352704051158,D,157.39979328440657,0
White,Married,Veteran,C,172.13350278947544,B,202.32598413833304,E,-104.74852025258971,B,74.33959009445454,0
Hispanic,Single,Veteran,B,-13.730870724805222,C,71.95047948241589,A,88.8407354669915,E,125.66856760908611,1
Asian,Single,Veteran,C,58.91440676696228,B,160.38588598159214,C,-12.288400225472392,E,-15.09556611145497,0
White,Widowed,Veteran,B,-93.3637816041225,E,-88.30824753970549,C,-50.31101979609866,B,-11.798425826270359,1
Hispanic,Divorced,Yes,B,8.336021771321866,D,36.50213324765496,B,-161.31061254482245,B,27.69417685276356,0
Hispanic,Widowed,Yes,D,7.162042131598044,A,-4.0447226910270935,C,-48.06714526707445,A,-143.34978359679468,1
Black,Divorced,Yes,E,-41.16756843866984,D,-98.43180985909025,C,-106.02225992861479,E,-42.558932832196994,1
White,Widowed,Yes,B,-85.0917384667479,B,153.89268734604698,C,-63.682921197773965,B,-1.252529981016529,1
Black,Single,Non-Veteran,C,7.27015344097795,A,36.37963401369742,D,86.19920766081243,B,-199.3960998553863,1
Asian,Married,Yes,A,88.28492163129599,C,2.9818534467575293,D,0.2974334442591567,A,32.50594698473477,1
White,Divorced,Non-Veteran,B,101.10237614194853,E,39.41356211946352,B,-45.307426521898456,D,22.743319145208996,1
Asian,Widowed,No,D,34.66747600248256,B,-187.57916267500542,B,-114.32121421319196,E,-80.14661768168327,1
White,Widowed,Veteran,C,100.317567616552,B,107.36421889618903,C,138.01682115218833,D,-81.2700625880447,0
White,Single,Veteran,A,127.59329389418694,B,98.16793970589195,E,-30.655708963535538,C,86.52338566102927,0
African American,Married,Yes,D,136.93855139157515,A,-34.00629901963415,C,8.560099713385533,C,-80.7024279672585,0
Black,Divorced,Non-Veteran,B,-51.71850891906081,B,-92.40662341946215,B,-145.9003772013083,B,-15.427665994666995,0
Black,Single,Veteran,A,67.55201677964135,E,101.07951510381525,A,144.24069697804904,D,-47.97692019945784,1
Other,Widowed,Yes,E,-24.83699042167473,B,-36.3903692398752,B,-79.74292879019815,C,51.74810402534465,0
Black,Married,Yes,E,123.87124810593602,B,-13.435167145791679,C,-23.59458124747048,E,177.28984541777228,1
White,Single,Non-Veteran,D,62.213434506940956,C,109.2793885824981,A,19.516732739744864,D,44.53526628748626,0
White,Divorced,Non-Veteran,D,-0.10442126215454431,E,148.8345961387121,B,-57.25198574461332,C,-136.71415014476491,0
Black,Divorced,Veteran,A,-169.45937434997467,C,-53.71811256201306,D,87.79629163623662,A,106.99972124787766,0
African American,Married,No,D,-54.27269276534427,B,-25.70256565740769,E,1.897570432140983,E,27.721916193703418,0
Asian,Single,Yes,E,73.59275147021243,B,33.210247268703114,C,80.9498893332475,B,-263.0566029443434,0
Other,Single,Yes,E,-63.48856463698287,B,-127.22044857581145,C,49.372810054738316,B,-217.40116618869806,1
Black,Divorced,Yes,C,9.043280052188187,D,-15.750508191004595,E,11.542162217342913,A,-4.039228314259052,0
White,Divorced,No,C,-150.4242430097948,B,-70.73418749656693,D,67.3843605752528,E,5.158330646181824,0
Black,Divorced,Non-Veteran,E,-20.19758129692424,A,83.6747055182629,D,116.5427167357112,D,149.30122599670273,1
Other,Married,Yes,A,-142.61675232632552,B,-22.695964337215106,D,-100.0795721773917,B,-48.03204657911494,1
Hispanic,Married,Veteran,D,151.99166917594115,A,107.48606242830027,B,147.39199266026068,A,-8.19944919516276,0
Asian,Married,Veteran,B,6.099132456412418,E,-11.233932081463982,E,23.332006981010252,D,110.52147724485512,0
African American,Married,No,C,-28.292364826963762,B,-53.17077960301694,B,51.237870322419575,D,90.93265499096373,0
White,Divorced,Non-Veteran,D,-26.090722910990934,B,80.82471181645785,D,183.09208679924146,A,-61.63926782636603,0
Other,Widowed,Yes,A,20.766790646046182,B,-135.01985846630697,D,-125.51994791904681,A,125.3861514713196,0
Asian,Single,Non-Veteran,C,55.86140764140699,E,11.750370163412944,D,-90.1346504603916,A,-15.67901738354443,0
African American,Widowed,Veteran,C,-92.80199398744266,A,-166.7156214382697,B,188.2668947560568,B,-15.977529960996822,1
African American,Married,No,D,-13.790077846895581,C,99.9599734002547,C,-179.0839215285859,B,-63.877982264277875,0
Asian,Divorced,Non-Veteran,E,-82.50636031235351,E,-71.44974815660423,C,6.295742377259191,C,-35.76105417403787,0
Black,Widowed,Yes,C,30.613305405402198,E,32.193713581184895,A,108.28672020507253,C,-66.8431513330852,1
African American,Divorced,Non-Veteran,D,140.4422575133397,E,23.064551592471975,D,-34.57910184842683,B,102.67630924550505,0
Hispanic,Divorced,Yes,C,-18.526937957259833,E,-55.25974926570987,C,-1.0492415047998924,E,-16.372252693881254,0
African American,Widowed,Non-Veteran,E,-79.64253083230824,C,-95.09183761889693,D,-24.605175909880327,D,4.9583703271996535,1
Black,Divorced,Non-Veteran,E,25.231826137242336,A,-16.216779436341746,B,-89.12344625228586,E,-32.33216075756075,0
Asian,Single,Non-Veteran,B,-84.39857009231369,A,143.86958577541574,B,-91.82713980040008,E,-21.210002776199648,0
Other,Married,Veteran,C,-51.37708787640857,A,78.85766251785275,A,198.78452163037807,C,104.2712000111976,0
African American,Widowed,Veteran,A,93.63064627212567,D,-75.42597743514561,D,124.43710242481436,E,138.3841412470388,1
Asian,Divorced,Veteran,B,-14.338332509843593,B,-70.26385389595599,E,242.77160067666102,D,-50.46394993648374,1
Hispanic,Single,Yes,C,155.21655591009852,C,-63.03064846183658,A,29.99588391636098,B,-11.347203006089906,1
African American,Widowed,Veteran,C,-23.07011491842087,D,-74.27645400012717,D,34.91872110306324,B,-102.88262130287598,1
Hispanic,Divorced,No,D,46.9766486892772,A,-89.17356558155528,E,-236.71619000589362,E,-63.626718879673064,0
Asian,Married,Non-Veteran,C,70.91384036977247,E,42.311104666493755,A,-21.690252376552948,B,94.14040402367641,0
Black,Married,Yes,E,-139.4699549274674,B,-58.29390429946761,D,24.852290029711497,E,-174.4782602678103,1
Black,Married,Veteran,D,-74.79514833639347,B,-82.03772738547556,C,-154.43904983306487,D,-126.43115275481026,1
Asian,Single,Yes,C,122.3447062367325,E,91.07564388325852,D,115.29782446945266,B,185.37599909491652,0
Black,Widowed,No,E,-80.00912489427643,D,110.09888732344699,E,-148.24904342748428,B,23.561526665421717,1
African American,Divorced,Veteran,A,158.4973198729454,C,33.60983274799724,E,-85.39266688203068,B,-86.9874186257027,0
White,Widowed,Veteran,E,96.89545908587257,B,52.84795604443406,E,-25.039930129748566,B,73.77284108805644,0
African American,Widowed,Yes,B,161.98336946982002,C,-9.93444988476942,B,116.7391368759305,C,6.3453598766713375,0
African American,Single,Veteran,A,-184.97860954954695,B,42.73951779002991,C,135.31995366617252,B,59.68074811695292,1
Asian,Widowed,Veteran,A,-52.256883880934254,C,-134.23711995538685,A,225.86460593499677,E,-38.10005439764801,0
Black,Widowed,Yes,D,-4.794246373992098,B,-35.08755300556449,C,-159.20121905505786,A,52.145212223993674,1
Asian,Married,Non-Veteran,E,-19.995778095514787,B,48.79749885618082,B,-2.5302836148772023,A,27.769252186223053,1
African American,Divorced,Yes,D,67.48595090643819,A,-90.1733808563433,A,127.4917451584884,E,-4.347648870696403,0
African American,Widowed,No,D,-92.78783239635291,E,123.4230376091852,E,123.97691378896229,C,13.64867457073959,0
African American,Widowed,No,B,42.00910737488325,E,211.41554600070114,E,108.20298391684766,A,87.37229596205435,1
African American,Widowed,Veteran,C,-134.4434803475963,B,8.863856918662755,B,127.73694294177416,D,-93.28769949469284,0
Black,Widowed,Non-Veteran,B,107.88090301902471,D,196.86946372666353,E,22.922535961567768,E,13.40369544910951,1
Asian,Widowed,Veteran,B,13.01451376859977,C,-7.193456771066839,A,-103.87686850803615,B,-253.9645212694179,1
Other,Married,Veteran,E,-65.50849028399277,B,7.177877026540909,C,147.03269817667405,C,133.603162830944,1
Other,Single,Yes,E,172.79100987201554,A,-103.46054227663323,C,-66.0802571759445,B,-58.245751233673104,1
Black,Divorced,No,B,-53.6754651980754,E,11.755483205364706,B,-13.507431066546708,D,3.72272587107169,0
White,Single,Yes,C,252.25766034324582,E,140.45416994493812,A,15.028445755250724,C,119.46543870214421,1
Other,Widowed,Yes,E,-144.2124832194708,B,20.349526349979637,A,21.31548249202371,C,220.6787281745716,0
Hispanic,Married,No,D,-78.94654466367976,E,41.1730489075968,A,-55.97729949423294,B,-4.4930028143192375,0
Other,Divorced,No,E,95.5194210004705,B,-43.96045526355173,E,-161.63619950473748,B,-282.4369794990799,0
Black,Widowed,Non-Veteran,D,-79.90513134525602,B,13.929824699448426,C,-185.9152316942547,A,91.03199240400454,1
Asian,Widowed,No,C,-24.12668539250271,C,-19.836353655986176,C,-13.364672054627095,B,-67.73808113202571,1
Hispanic,Divorced,Yes,A,103.53603187904872,E,-11.83592708151027,B,139.34663554692622,C,18.99107580139178,1
White,Widowed,Yes,C,-87.42462662813296,D,130.09808538012166,A,46.633349853732774,A,-22.596051834373775,1
Hispanic,Widowed,Veteran,E,-18.275553604827678,E,-152.7709126625285,A,45.91548294535192,D,49.42319549342524,0
African American,Single,Non-Veteran,B,-116.52260360529884,D,-59.92831296250325,E,11.380612970310773,E,-104.1962523962593,0
Hispanic,Divorced,Non-Veteran,B,71.13654186754111,E,22.027870125524434,D,133.21128535753374,E,-30.412193092176505,0
Asian,Divorced,Yes,C,-28.10080094115861,C,-180.35168974965816,D,24.935124257129125,D,-142.20082462517612,0
White,Divorced,Veteran,B,55.18716716513027,A,-55.27630156452713,D,-139.0923472374203,C,35.754252061736004,1
Hispanic,Married,Non-Veteran,B,-9.064238975468715,B,-71.58736889130071,D,70.52218427392816,D,-136.1304012333016,1
Black,Married,Yes,E,-13.781604026269692,A,3.483058030465431,D,146.45057546775263,C,-13.68878931025913,0
African American,Widowed,Yes,E,37.806005532259626,E,-98.80804615826104,D,162.99117270524278,D,9.869183300663282,1
African American,Widowed,No,C,-17.48371183330985,C,-138.9988057641013,C,-10.622620901689862,E,-75.9684897732806,1
Hispanic,Married,Non-Veteran,B,152.20768741930164,C,102.49894056757331,E,38.864095055164114,C,-0.19181157083566872,1
Black,Single,Yes,C,25.866526978158475,E,-56.51133400066611,A,-61.22791801901554,A,-24.393251645830013,0
Other,Divorced,Veteran,C,62.99188284667243,B,-42.371838539497936,A,-21.397394002096014,C,-10.230991764756768,0
African American,Divorced,Veteran,D,-103.35747412377212,B,110.59556692068051,E,158.6010144915354,B,33.21624237215606,1
Asian,Single,Non-Veteran,B,103.95489737659489,D,178.0730834666497,D,66.58894862284676,A,141.64520501624173,0
Black,Single,Yes,E,-45.02343901428626,D,18.6376706146227,B,192.8712766761867,E,14.378731530414674,1
Other,Divorced,Non-Veteran,E,63.42286717493134,E,82.80409851361861,C,-118.74578228683868,E,124.02620037586294,1
White,Married,Yes,E,-46.78789408346324,C,162.56803007212895,A,-20.3611476830032,D,136.49433388772377,0
African American,Widowed,No,E,148.57957638531641,E,181.1045646679539,B,-75.86125079044295,A,54.29243285185592,1
African American,Divorced,No,C,-57.63900557793731,E,51.03104774103861,B,-40.156530899414825,C,28.401643646151324,0
Black,Divorced,Yes,A,-153.38812598378485,B,-10.642834637860716,C,-163.60182687561831,B,195.87733830915147,0
African American,Married,No,E,-48.89692829828658,C,-99.8451616219289,E,24.95433790664981,B,-11.549048396703792,1
Black,Single,Non-Veteran,D,-7.462810129188521,E,-100.23742289073128,B,-169.9518117179867,D,-93.24358597181515,0
Other,Divorced,Yes,A,-101.32354640296441,B,-36.91247697728427,B,-26.67665142348311,B,13.392832841529692,0
Hispanic,Single,No,B,49.13795826578217,E,2.466466306954346,D,61.99221801921782,B,46.651793684263644,0
African American,Single,Non-Veteran,A,-112.89733895471463,D,8.100580640804248,B,52.80787553769192,C,104.3391594362365,0
White,Divorced,Veteran,C,-1.201075588477487,D,-78.23716212806517,D,58.7401959554897,A,25.59241061038369,0
White,Single,Non-Veteran,A,-21.919289163952904,E,-119.45319465471047,C,-86.65439317526355,A,147.32671272705198,1
Hispanic,Single,No,A,1.2504286704619774,B,124.7280363570427,C,-61.78458446368615,D,-0.7226375792785423,0
Asian,Divorced,Yes,B,34.86385760692531,A,51.036822823525476,B,-95.41020300973982,C,-266.1017811847202,1
White,Married,Non-Veteran,C,-45.527682892318154,D,-153.2846453938475,C,-182.78126720707738,C,-93.8439626006565,0
Hispanic,Single,Non-Veteran,D,-4.4447795195081286,A,267.6412726576416,E,-19.965902760518137,A,117.8431477588568,1
Hispanic,Married,Yes,D,-76.12777107802148,B,15.211493540780666,D,96.71807030828373,C,62.41030847847281,1
Hispanic,Single,Veteran,E,66.53801457413768,B,118.72023455425918,A,-12.04781295099763,E,-85.31862622312374,0
Other,Married,Non-Veteran,C,1.8509490046764852,B,54.53184093787189,C,-69.62116007544378,E,-58.65100864464843,1
Hispanic,Divorced,Yes,E,8.672361819940013,C,-105.66848882214876,E,22.10226813649282,B,-235.8300101205004,0
Hispanic,Divorced,Yes,D,-98.89803329656324,B,-13.665403898060093,E,-72.12119591937056,D,40.53477508567657,0
Black,Single,Non-Veteran,A,18.61066665384706,C,91.3917170937592,D,-172.0357791046356,B,-151.13470474247293,0
White,Divorced,No,C,63.81786527569165,A,23.374045535562455,A,154.02559758465364,D,-14.350339989752104,0
Hispanic,Widowed,Yes,B,70.02421739591233,C,91.72699668491374,D,56.08795719847334,D,-66.4630875171193,1
Black,Married,Yes,E,76.36580467816627,B,9.418365932659018,C,118.38743903270557,E,-22.091271636566745,0
Black,Divorced,Non-Veteran,C,-139.59265773516205,E,-4.407342802876326,C,7.3057881148333355,A,-2.470221330815375,0
Black,Divorced,Veteran,D,12.113297033603182,B,-7.295484449519918,D,17.16647307550709,D,95.46587115800574,1
Other,Divorced,Non-Veteran,E,96.54675786243683,D,13.484006697079764,D,22.50027255945547,A,-75.26357279102076,0
African American,Widowed,Yes,A,-96.84015009378355,E,-37.11157169669413,A,-21.331417045485992,D,69.24307339070207,1
Hispanic,Single,No,A,-23.64215896585096,A,13.371941016137617,E,-39.23865514497064,A,4.26561914909095,0
White,Divorced,Veteran,D,-9.77199118394054,A,-35.53363841314843,B,29.953801804351414,D,142.79743776555625,0
White,Divorced,Veteran,B,-1.0706649335264817,B,-96.98147567343528,B,-115.9094727765175,D,-146.31104051441827,0
Other,Widowed,No,D,172.22343991357175,A,56.78241598079698,D,-97.76252193772058,D,180.3610181576484,0
Black,Single,No,E,-40.59880521913122,D,-78.67778889810992,B,-44.46101031325825,D,-42.27513193116377,0
Black,Widowed,No,B,-89.51191607742771,A,-71.23817636493933,C,-29.85535408847133,C,-50.45301448413825,1
African American,Widowed,Yes,E,-85.81120563104186,C,-64.75041352436813,B,3.734158417334203,C,71.9090752744809,0
White,Widowed,Yes,C,-77.74791808524185,C,126.65161116668425,B,177.19616864603097,B,-81.2775369859163,1
Asian,Widowed,Veteran,D,145.0324475027152,C,204.20282805412583,D,51.15999240449523,D,-13.642869877031663,0
Hispanic,Married,Veteran,D,26.031490239851784,B,-24.11186418622404,A,-62.96666684513214,B,180.09736792303482,0
African American,Married,Non-Veteran,D,52.85328298425785,A,37.88725210415284,E,-96.42553328759023,E,-112.81975245402869,1
Other,Single,No,C,44.63171445068049,A,-63.63233342191123,E,-47.14171085325441,D,-86.28227694311688,1
Hispanic,Single,Veteran,A,-31.270206794391424,E,76.50414660823441,A,11.524934723714269,E,-194.01688429893576,0
Black,Married,No,B,55.01386842648414,B,-102.96787858933769,A,196.70236900229875,B,113.89718797280285,0
White,Married,Yes,A,-88.74759518066865,D,36.337653937536935,A,94.21377929163089,B,-207.2151383729853,0
Hispanic,Widowed,No,B,78.01999115001698,C,-139.30181735503783,D,-41.48355156443144,C,-14.66002477474359,1
Black,Single,Yes,C,60.324499244037746,E,-174.8780959262038,B,-102.03233160169174,E,54.05184280580201,1
Asian,Widowed,Yes,A,12.771241843025619,B,-52.71295088198161,E,50.86243764208067,E,59.675658259354094,0
Other,Married,Yes,A,18.177416460619845,C,-335.5101127220418,C,-53.95370317234198,E,-99.06790296087462,0
African American,Single,Yes,E,169.40282438017624,A,-211.41821929218736,A,-41.032428304433694,E,3.9408750832269033,1
Black,Divorced,Non-Veteran,C,-24.079340176266204,E,40.99430706580555,D,66.44029987330283,B,123.49953425930553,0
Black,Married,Non-Veteran,D,110.53609187428732,A,5.227354158686568,C,156.64507649993948,D,-289.7140367578811,0
Hispanic,Married,Veteran,B,-77.1877273933979,E,-48.228830355499966,B,163.50185728586854,A,227.4985398895163,1
White,Single,Non-Veteran,C,-5.854547348217604,B,-2.8759337552284414,D,-77.01518486779551,D,214.2060952357689,0
White,Married,Yes,B,93.31898297766104,C,26.529481615084638,A,-15.846870333796872,A,-59.44970355529979,1
Hispanic,Married,Veteran,B,91.57139970410876,A,-43.954637423186114,A,-142.1544750921639,A,53.03967431337174,1
Asian,Divorced,No,B,96.4265552701672,B,-27.91264366933307,D,4.565531382422311,B,61.84128759495399,0
Other,Divorced,Non-Veteran,D,-100.64967402585485,A,66.25380595007776,D,-19.977236878938015,E,79.77795045087451,0
White,Single,Yes,D,82.51578168818897,B,-147.3756019825656,D,205.84133177942095,B,-92.56249772318222,1
African American,Divorced,Yes,B,77.69123888257768,D,154.25027029979194,A,-76.2941289012581,A,-64.37611294263054,1
Asian,Divorced,Non-Veteran,B,-73.45742704899213,A,108.64362900648426,C,49.974637626741,B,45.272994305051256,1
White,Widowed,Veteran,B,88.51108558034335,D,9.980058714450857,D,152.8152305925309,A,-205.1992358201133,1
White,Single,Veteran,E,45.46496539023931,C,-43.67415551151114,B,-131.9822466917028,D,35.12812027722885,1
Asian,Divorced,Yes,B,10.976868021682904,A,-93.2268414476992,C,-66.8303381262374,E,15.644296564650217,1
Hispanic,Married,Non-Veteran,C,-37.53668608137833,B,-57.56348461270777,E,226.02875524566727,B,58.97025706769874,1
White,Single,Veteran,D,91.87863774888491,E,-89.59799518030641,D,17.449778212149344,B,-194.1996688398418,0
Black,Single,Veteran,E,-207.42855450389746,C,175.88453018324796,B,212.08206629542326,E,153.0104159984029,1
Hispanic,Married,Veteran,C,-17.32907038526374,E,105.25875167242576,B,-41.20746813141102,A,-41.78686754294462,0
White,Divorced,Non-Veteran,D,-37.38236510287994,D,-3.42708173943701,D,-53.01436393580661,B,-37.402859037083125,0
Other,Widowed,No,B,-114.9122988550334,D,72.34489615958897,B,-63.805052255538655,E,147.17759531830652,0
Black,Divorced,Non-Veteran,B,-28.651526553553214,E,181.8061420548283,B,64.3127026517968,B,-25.463828043872418,1
Hispanic,Widowed,No,A,86.71502594770446,D,39.15746009712498,B,52.428618908331025,E,54.86182376175035,0
White,Married,Yes,A,15.994202531968494,C,66.78601641598014,B,-14.61026547635984,E,-98.26483412114247,1
African American,Single,Veteran,A,100.81397013758469,D,6.9618973697989235,C,10.436478189164633,C,80.92698140552986,1
Hispanic,Married,No,E,-12.572326080513294,E,14.372449382755976,D,57.78302340771836,A,-68.88367208680273,0
Other,Married,Yes,C,-64.41675107490748,A,-13.944479971476632,C,-186.27130972218205,A,-126.59318280476633,0
Other,Widowed,No,C,-36.892845358001935,D,-204.16325243731208,C,204.52294879160334,E,-115.70293690829543,0
Other,Married,Non-Veteran,B,-261.16553321265434,D,125.90105185744822,E,-29.5658704927595,D,-174.8828410797246,1
Hispanic,Divorced,Yes,E,-191.05515754448146,C,-0.3913033699808683,D,71.13690997186983,E,85.51739704350487,0
African American,Married,Non-Veteran,A,-45.14758550785656,E,1.1309727710267967,C,170.65127021221366,D,-124.7962679892529,1
African American,Divorced,No,C,65.9925224605624,E,22.656846680063378,D,-18.691649901229532,E,106.93375906018868,0
Hispanic,Married,Veteran,C,-27.24400579120121,D,-34.029604912604654,A,-0.8758593825965866,E,36.35318207603987,0
African American,Single,Yes,D,-17.86542854691145,A,149.73013278100223,B,2.663759657182775,E,-220.9415592141562,0
White,Married,Non-Veteran,C,180.97938861908384,D,295.13347397001223,D,-3.639231148005975,C,2.6823770070994475,1
Black,Widowed,Yes,D,66.22220366551574,D,-12.36839249231514,C,-52.492230903214534,E,-62.45113583072956,0
Asian,Single,Yes,E,3.3461011356349983,C,-68.33698917224386,A,97.20726383294418,E,25.12602379579637,1
Hispanic,Widowed,No,B,-57.056000863613974,E,-27.95342544248683,D,-148.7116018741753,B,47.302270546622076,1
Asian,Married,Yes,B,57.68687399285629,A,29.05154848218586,D,231.67573092070944,C,141.4010140591971,0
Other,Single,Veteran,C,36.233990232297046,C,-102.43998110639639,A,-66.9594106545888,B,-17.068703419992335,0
Other,Divorced,No,C,18.76589916607358,D,-64.79709279370388,A,18.132410420064186,E,121.72566731523173,0
Hispanic,Single,Veteran,C,100.70244388552658,D,-174.32978726391747,E,30.846070961634265,B,-86.85487366695699,0
White,Divorced,Veteran,C,-233.27265482882135,A,-120.9736323487571,D,-82.03232383492444,B,52.281684116861705,0
Other,Divorced,Yes,A,30.805789578439146,E,-38.77623699474086,A,-36.51585979662829,B,70.07760050679944,1
Black,Single,No,D,105.83476191268637,E,49.35155738175852,E,71.16220806022947,C,52.30500029789912,1
African American,Single,Non-Veteran,D,-11.104994282500714,B,73.45173919363157,C,-31.531099020471604,D,-27.358377955086933,0
White,Married,Non-Veteran,C,113.73119363429002,A,-8.782147122337003,C,5.989801433302616,A,116.06769173487692,1
Other,Married,No,B,-120.10016415852868,D,0.46823857392587953,D,-5.503954022793849,C,-131.31778555102937,1
Black,Single,Veteran,B,30.905554945389046,A,12.376748045390338,C,56.12223102896374,B,-34.91093549710972,0
Other,Married,Veteran,A,-103.55968477264021,C,-183.65970530545735,E,76.46358525882862,A,55.066479894326825,0
Black,Widowed,Yes,D,215.22008368324234,E,104.99518791720921,A,3.4292447759225007,A,-12.435317599933482,1
White,Married,Non-Veteran,B,-21.89374160455879,B,-109.72107263996182,E,-173.84877997076072,C,-83.74957239559028,0
Black,Divorced,Non-Veteran,C,-30.402016407369594,C,17.78557787038548,C,-29.845305043974584,A,-7.347440408730314,1
Hispanic,Married,Yes,E,70.27288418607037,E,-34.49146772805493,B,81.36448737870525,D,-98.08425951943059,1
White,Single,Yes,E,3.6493692654721044,C,208.61070789970654,C,-150.30975050292878,E,93.68874604862764,1
Black,Single,Non-Veteran,C,-12.472785802603736,C,-84.72613244536043,E,-203.94681497461966,A,163.9949869932191,0
Hispanic,Married,No,E,-75.02563766744036,C,41.14596926461962,E,40.568928774665046,E,48.392519060356776,1
African American,Single,No,D,-8.325008088355247,D,-93.63256999033665,C,-131.85018610295577,A,-85.84391625021325,0
Asian,Married,Veteran,E,-63.32159253723647,B,179.78973249072126,B,140.72021861710894,C,-11.302997903529738,0
Hispanic,Married,No,C,-133.62380092633478,B,-222.54620617473395,C,39.263914176772055,E,-38.94619963902316,0
Asian,Divorced,No,B,-136.95248194389617,B,-83.70858807883461,A,-103.46793714239497,B,-45.3932176958665,1
African American,Married,Non-Veteran,D,-74.07563455713971,B,33.49764921139684,D,-91.02035518515885,C,-72.73976767282801,1
Hispanic,Single,Non-Veteran,B,101.64567711414352,D,-118.67139700127657,C,162.8542159632499,E,143.8759010472156,1
Asian,Married,No,D,127.65949345817226,A,112.52212503993302,E,171.88127942200782,E,37.19750224168703,1
Hispanic,Widowed,Veteran,B,28.899543082128847,D,-72.54813192115486,D,-53.33138622355644,B,-44.339982865188844,0
