veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Veteran,B,130.5838270424959,-37.89236546915228,104.85776056386666,A,C,21.532444778504438,A,B,A,C,80.8362533297376,D,0
Veteran,C,-1.0562134242823742,-69.96644920789376,59.74462164690891,C,E,-79.0875337162282,B,C,E,B,-118.58475608677847,A,0
Veteran,E,-116.59947477940081,-44.67666848434677,203.25745460261092,E,A,32.26453719450485,A,E,B,A,13.237165162984866,B,1
Non-Veteran,C,102.01998343525942,2.0991651889230285,24.978769879977296,E,C,-75.3799350130571,D,C,E,D,75.33022389030508,D,0
Yes,A,-140.31920618218808,-16.488612542860192,88.87037890527229,C,A,-24.759558699334036,A,E,D,C,-76.03342925538895,A,0
Yes,E,-88.36787422610686,-117.60864850165514,46.728631655317606,C,C,-51.899830949121785,C,D,B,A,170.92404318706772,A,0
Veteran,B,45.28263461946732,-20.81168715785072,158.2737356319642,B,E,-46.59189822553261,D,D,D,E,81.2289214109342,B,0
Veteran,C,-60.06817482633442,4.124087317513987,31.17651407777149,A,D,39.913165584220835,C,B,D,E,-22.71741730077597,C,0
Non-Veteran,B,-14.798416809724952,77.0622208981121,-93.75209501571736,E,A,123.58461195955772,D,B,A,E,-54.551034517219335,A,1
Non-Veteran,E,113.2676810024098,95.91161126822959,-134.75289791377483,B,D,97.82462160395322,E,A,C,B,75.18408803535587,E,0
No,E,32.49786250141853,208.43543230184073,57.709318593912364,D,A,-29.722794463675644,D,D,A,B,-44.77058300839388,C,0
Veteran,C,54.165758327369254,121.15037199852839,-64.37733544903959,B,B,-131.30154439817284,A,D,E,A,-52.837762657968334,C,0
Non-Veteran,D,66.90169492702051,89.93614945765033,24.068754154053263,E,B,120.19918580758053,A,C,B,B,17.866073871693587,B,1
No,A,-5.092140933510805,-100.10602819597145,56.22561188939629,E,C,3.147934306089209,A,A,C,E,28.27346722340318,A,1
Veteran,B,-12.485418407588385,135.7746556013947,226.26456742661344,B,B,-207.8653976676061,E,B,A,A,166.47417412680772,E,1
Yes,E,66.2124553399365,-85.45148248682082,12.424297100256501,A,C,2.5792339025960715,E,D,B,A,232.99146444842665,C,0
Non-Veteran,C,-4.631214825557682,43.080450976968045,61.85889258935527,E,A,116.8647924919687,C,D,B,E,-28.001402829158877,C,0
No,E,15.07469286586126,47.244839339890575,-27.935821228864743,D,D,4.803868054343963,E,A,B,E,-153.6517834462278,D,1
No,D,65.81799613431876,23.908981036714593,-42.95396636572154,C,D,-54.124797830375414,E,C,C,E,-232.2406750534432,D,1
No,B,5.2259875196682195,-71.50433107557511,-90.20407670711448,D,B,-10.524659734223347,D,D,D,C,226.8228283467669,E,1
Non-Veteran,A,17.742173866487683,-20.211409377179653,57.70107582530486,A,C,164.68509509827277,C,C,D,D,-143.14794372101932,E,0
Veteran,A,-116.98810279154448,-23.47366088283243,13.385019709782316,A,B,-48.606179543205705,C,C,A,C,-71.98752691637382,C,1
Non-Veteran,E,-76.9669426851443,23.78727128061646,-7.512462337436697,E,D,-17.02832250712227,E,B,A,E,16.708543498290144,B,1
No,C,5.751091534823361,79.12064945743892,-76.76921736377129,E,C,66.06362443258253,E,A,A,E,-55.3300566434321,A,0
Veteran,E,-34.97427205330999,-58.38644350028156,32.92411869419063,C,D,6.724574383809719,B,B,C,E,-263.87382328745866,E,0
Non-Veteran,C,164.94056749549904,-65.20497420325484,8.468787163434444,E,E,-193.6037282172498,B,C,D,C,-132.78942833866182,E,1
Veteran,A,-27.875156018781276,228.92967688445697,-38.06918110374388,D,C,-36.41707204461722,C,E,C,A,-98.57631208916324,C,1
Non-Veteran,E,-117.08678875057541,37.21582402273962,115.54382707036498,B,E,-11.31544545765723,E,D,E,E,-75.00354957183701,A,0
Veteran,E,-68.36550913680134,-171.08448475904135,-69.72634773334083,B,B,-72.64770966680065,A,C,A,B,-211.50055267654113,A,1
Yes,D,-73.24049279430035,66.41523375694848,5.614367546431423,C,A,11.92818966641459,A,B,D,D,38.79588884814888,E,0
No,E,-105.19750827094913,-49.618632699787796,2.170320160451492,E,D,120.4930108101773,B,C,E,B,119.92942020835653,E,1
Veteran,C,-16.27974028946118,-79.88730500439746,20.640513983816806,D,D,139.5758508551288,A,C,E,D,143.05931658264464,A,1
Veteran,E,-54.757753281871615,-67.5342537810869,-94.12775940731025,C,D,88.55252351077286,A,C,C,C,-104.71610543255767,B,1
Yes,B,57.981597545003105,4.778247508577788,-94.48412902105457,A,A,-117.61312803567021,E,E,D,B,-35.42218319162417,A,0
Non-Veteran,E,56.671027624374645,50.20948240670218,-125.60450175038365,C,B,-81.45796256016186,C,A,E,D,26.986691845898118,D,1
No,B,-19.13165929848931,195.5316102868359,71.31429124964713,B,B,-45.12511645980688,A,E,B,C,105.97233891587928,C,1
No,A,-113.38205870864432,4.38591754627912,-5.5759118990649865,B,E,40.05442827711927,D,A,D,B,-28.139751064401164,C,0
Non-Veteran,E,-37.034943881215625,-38.02918080290978,35.975768635112324,B,C,-205.2459262870513,D,A,A,D,124.66244813015643,D,1
Yes,B,121.01868223677359,104.5534420040712,-117.63462755110837,E,A,74.5927024399666,A,C,C,E,209.28724769311202,C,1
No,C,16.6702846783908,-104.71154084458432,-76.8379981649853,B,B,-36.75089678854006,D,E,E,A,-8.718338812725602,D,0
Yes,B,74.73533037775401,-41.20032145567051,63.60306269513947,E,E,-26.658590752183446,D,A,B,A,167.0471295883699,A,1
Veteran,D,156.66696923195192,-154.95981498170565,66.95575404422432,B,E,52.91446610473407,B,E,E,D,-35.40731778863147,A,1
No,A,17.3759125614485,-179.61517400337718,46.45172294187233,B,A,-31.466449153589853,A,A,A,C,-44.13248583589206,E,1
Yes,A,43.80467003595804,-76.41914795835098,-106.1781201474252,B,C,-28.01500425466472,E,A,B,B,-210.4424880496699,A,0
Veteran,E,-176.7034086969515,-137.08122130324233,-23.114139676048183,B,D,77.86667419030047,D,E,E,B,95.65218638663583,B,0
Yes,A,-60.36675140763833,47.72760645073925,119.67374334502068,B,A,-178.2151342689594,B,C,A,C,71.69221324420391,A,0
No,C,-122.66015219325021,-75.31651444066324,-3.2356438894173287,A,B,-176.8355676881632,B,E,D,D,8.3615499453145,C,0
No,A,126.3658342399791,-2.2616977062167387,-25.40436215526487,D,B,-44.165625623638405,C,B,D,C,6.472730573303812,D,1
No,B,-56.94623418455542,-3.149511212836801,-215.7517767697393,B,B,-23.711910227502436,E,D,E,E,58.51458111901046,D,1
Veteran,A,140.3764005067375,-18.527577272715803,-148.79378619872028,B,C,85.98407518619152,B,C,A,D,-200.99170096683068,C,0
Yes,A,-137.80215262491146,30.99259335897132,122.63155075449083,D,D,-109.76711295395225,E,C,E,B,-35.164909118416546,C,1
Non-Veteran,D,73.87279282173066,-64.72211998168038,-30.24733085504935,B,B,-8.411460366389003,E,C,D,A,-6.92836433275187,E,1
Non-Veteran,D,-5.664198051271354,-67.0783032916019,122.23844774873436,E,C,108.38619170477426,C,D,E,A,-39.52175910514418,B,0
Yes,A,-14.818101284177724,78.05282250270274,102.27325352238871,C,E,6.721550613162901,D,A,B,C,40.80004958465011,C,1
No,C,-4.51596965841156,61.8333152405212,-74.65459455632389,A,B,15.81382882329131,C,E,D,A,155.48870311308798,C,0
Non-Veteran,C,-77.46616763699151,-153.10048326808646,-37.911371923184326,E,D,34.81162315279752,E,D,C,E,167.1963231723429,B,0
Yes,E,195.6775163030426,-71.57936109455524,54.94662677009011,B,B,-39.88696116060495,E,D,B,E,132.44130456037738,D,1
Veteran,E,-117.59998217787468,-3.263707832767726,-111.63412905609573,C,A,-72.46958161931038,E,A,A,D,-204.44777014124935,A,0
Yes,D,-158.3176042658249,-125.77391051869482,-149.7796849820875,A,A,-3.9095045501340326,D,B,A,E,-50.971903407213716,C,1
No,B,-204.90841357454687,-46.835912201001115,-34.09317983877065,A,E,60.1190168815157,E,A,B,A,29.594196755256245,C,0
Non-Veteran,B,-96.57614581836218,54.17203917968926,-9.53295801520411,C,A,-189.82075969394728,C,B,C,D,-142.47522545596337,B,1
Non-Veteran,D,-77.20409954296444,8.148561956203118,73.47119891343507,D,B,171.18029376280447,E,C,A,E,79.15379918862048,D,1
Non-Veteran,D,-52.66603353909921,-132.6364743124014,244.86978115863414,E,E,-207.36624751926254,B,C,A,C,14.562449161002561,E,0
Non-Veteran,E,-90.31407440038642,-151.98193129226715,-27.83107476940403,E,B,87.74734919228614,C,E,C,D,20.53095321462816,A,1
Non-Veteran,E,-193.1109804602888,28.656892615355677,-43.63550573285811,B,A,38.757237678675374,A,C,E,A,-2.991742701951967,E,0
No,E,71.46911007648117,-23.707036411997564,-13.480269312398697,D,E,-108.30932477593164,C,A,A,C,71.29100549196733,D,1
Non-Veteran,D,-141.29864325861726,-49.75830107027808,180.6036863813978,D,E,39.50173527698558,C,A,A,B,52.22465158220743,E,1
No,B,188.17130329996024,60.59642775211235,36.58666575805474,E,A,136.64008469132162,B,E,B,E,1.9004730632706506,E,1
Yes,E,27.037395087655767,43.272251307727814,-65.89329229484483,E,B,42.379545848016726,D,B,E,A,2.7176963550297693,C,0
Non-Veteran,C,-97.27719211079047,-55.64996237984017,-133.79636469876755,D,C,26.78462847204541,E,B,B,C,-55.05399485236088,C,0
No,C,46.944496435875536,-42.393565252734994,-105.07484218904133,E,E,68.32880556436629,C,C,C,B,-57.89348183463148,D,0
Yes,A,-61.65077766116545,-70.65528027180626,140.72815674855667,A,A,122.89474337605188,E,D,C,C,88.41809432514454,E,1
Non-Veteran,A,95.81065754000544,-107.84302414802478,20.840504847070264,A,D,-72.00384874226243,B,D,C,A,-67.77827937668677,E,0
Non-Veteran,B,-44.98470005517151,251.6973234404889,44.343167296636445,D,A,-38.50848374567619,D,C,B,C,-60.433784332307525,D,0
Non-Veteran,B,118.91656474595081,-51.40261693235739,-60.61682080163236,D,B,-94.64410496007875,D,A,C,D,186.72950794020878,E,1
Yes,D,162.28733754555097,-97.36993028395926,66.99816177570465,C,C,6.221026368990728,D,D,B,B,-52.7323644819978,C,1
Yes,E,222.70941684043382,-55.27747931023632,-58.8329882357883,A,E,-105.34141532963484,B,A,D,D,-139.5749488392903,A,1
No,A,-40.40313694798611,33.07161974616176,38.58055780771334,B,B,-58.22562178967918,B,C,C,C,-19.554033349813885,B,1
Yes,D,-36.40976339997235,-37.432833124549276,-121.36495717704359,E,D,43.60160302075305,D,E,C,B,105.82754545084046,C,1
Veteran,C,101.46498787557951,-22.1550884294254,-57.187688090144405,E,C,50.3231158609783,E,A,E,C,61.725174551123594,A,0
Non-Veteran,A,-9.004113181385009,12.564376838123097,-117.97834768414506,D,D,-73.94005501807003,C,B,B,A,-13.920755757667822,D,0
Veteran,C,-113.06013664914798,-73.32506539542108,-54.775985921864034,C,D,-44.803939299677396,B,A,A,D,14.2334567732804,A,0
Veteran,B,8.961412244760988,-197.67216359655603,27.117658880216727,B,A,55.78013429946649,D,B,E,C,179.7174305724671,A,0
Yes,A,92.71409288992679,-76.15693514057793,-23.662187494454336,B,C,44.6311530992034,C,E,D,A,-126.15281818677254,A,1
Non-Veteran,E,-156.96799398522677,-41.80268678140843,154.2036060327156,E,C,75.36167787891146,A,E,B,B,-112.69456900406432,A,0
Non-Veteran,E,94.78768706808569,-14.68200994775588,-77.97334218365796,D,B,-132.27751760879667,C,A,E,A,47.01295149725575,E,0
Non-Veteran,D,-6.913624982754388,18.651896753182225,-87.27609874253291,D,B,-99.06264572405301,C,B,D,D,-35.12964109858151,D,0
Yes,A,90.8168416493527,56.080172316997924,127.97437075373435,C,A,-3.3260068359410138,D,B,A,E,50.21680772525298,A,1
Non-Veteran,D,-18.715427783016953,-18.014004132744894,45.844074160676584,A,D,37.39695085654542,D,E,D,B,87.24691460560003,D,1
Non-Veteran,E,43.44881997005072,-127.12068282010426,-69.21557285104208,B,B,33.90030066717119,C,D,D,B,23.843584168613685,B,0
Yes,C,-144.7314126621644,-111.06019179916674,28.351244963148396,A,A,2.7132127456544053,C,A,B,D,105.5430126513205,E,0
No,A,-38.0426043074973,72.8956578669833,-129.4625377591727,C,D,35.770238731211705,A,C,A,E,25.6942928784334,E,1
Yes,A,19.121165578414033,-48.69270977331628,-93.73620058368869,B,E,1.9091467485933635,E,C,D,C,49.20027999393973,E,1
Yes,E,-82.49285365675458,-237.60554920110607,122.12825380891066,A,B,-127.03979656484236,D,B,C,A,37.58149162681561,E,1
No,C,-29.183075368547804,10.706254467178427,-174.95684439163847,A,A,-47.48897344926778,B,E,C,C,48.82371812669732,D,0
Yes,B,-28.096920461079566,-120.31047548836598,97.15434676955293,E,A,-7.520083869761461,B,C,A,E,126.08215646224498,D,1
Non-Veteran,E,29.703758819187655,148.83833716094892,135.80925930308817,E,A,-2.8944335585036653,C,E,D,C,34.033606553314854,D,0
Yes,D,-71.55059954838742,25.961675007801666,83.58118905067512,A,B,-135.14363566830642,E,B,D,C,-112.81508351463403,A,0
Yes,E,-92.0895959876027,-137.82486947312535,19.031358819112757,C,C,154.83999097854857,D,A,C,C,0.14299417670431627,B,1
Veteran,A,19.503067933379935,-85.93808735443797,-14.769591817879649,E,A,-134.95377002241,D,A,A,E,-161.31065754011652,D,0
Non-Veteran,B,-108.59306432567104,-27.01294774705244,110.04877038579689,C,D,-44.61172043461531,E,C,B,D,-31.333229360888225,C,0
Veteran,A,10.656964737785101,25.229745193782165,68.43840712791443,B,A,-98.33701553728254,B,C,E,D,-186.64583185533814,D,0
Non-Veteran,E,-43.366059756569406,-94.31732449174528,-92.61846415306269,B,A,-143.24856235195492,C,B,E,B,124.23539121261544,D,0
Veteran,E,-162.1227772741023,82.3679331226819,-274.9811390490568,E,E,97.08023527472987,C,B,E,A,158.44722066149072,B,1
Veteran,C,108.64630619443203,115.8597014143815,60.24638639483661,C,A,231.18634530609702,C,B,A,B,149.04919092505065,E,1
Non-Veteran,E,-58.65924669599599,26.061617607147863,128.08377612578673,C,E,177.85461217619442,C,C,A,C,-38.76419548423628,A,1
Veteran,E,79.84369891870061,21.782755105614697,330.16175797666085,E,D,-107.03659862098563,A,C,D,D,-151.5540460006899,B,0
Non-Veteran,A,90.62819657206062,-185.5198054366281,57.707474439677796,B,C,-44.59996400460012,D,C,D,C,-129.01018286998024,E,1
No,D,-111.95714509434704,-217.75983365230988,-139.03284779961123,A,A,-49.26076758823682,D,C,E,A,-69.7592885552235,C,1
Veteran,A,126.47351171491485,94.64373437954599,-85.58179789810464,E,E,-49.04813241354367,C,A,B,D,-150.0382938677327,A,0
Non-Veteran,D,7.790012165329273,-170.17044596808105,16.84787919002972,A,C,-90.78359166207322,D,D,C,A,-203.42531101170874,A,1
Veteran,C,25.708160675239323,115.2692597438081,118.94096520849334,D,D,-92.95540096097778,D,C,A,E,52.812304504841755,E,0
Yes,C,-46.11937532562761,-53.90417519410268,123.65533354833535,A,C,44.27197883949306,A,D,C,A,-215.8497384957771,A,0
Veteran,A,-24.474970469723512,22.044611391274582,136.0008371790531,E,C,51.81103204104832,D,A,B,A,78.63576850333637,D,1
Veteran,C,103.38538631478455,44.42349019270763,-186.6218156733459,C,B,51.29484977594652,A,B,B,B,-31.308220127987152,D,1
Non-Veteran,E,-58.98642587358525,-56.10944806445435,-53.11517775930202,E,E,122.29445955891332,A,A,A,B,-49.273427791432496,A,0
Yes,B,90.55806458890426,-116.85845466896205,13.800399499718875,A,E,83.06249629946976,D,E,E,C,-19.226089132549163,B,1
Non-Veteran,E,-65.44771029907662,56.76032841891011,-70.8278839127668,B,A,149.9407091903274,A,D,D,D,-23.170640858342573,B,0
Non-Veteran,D,20.502601079359568,-20.70265240982419,-107.68291057159216,C,D,-214.90175359844991,A,A,D,E,172.97224737354222,A,0
Veteran,B,-53.53666735005175,-74.4621246027973,58.31978287354922,D,E,1.820100406263372,C,A,B,C,-120.06456954716667,A,0
Veteran,D,-118.41685893473984,217.3164123631476,-93.36300947665356,E,A,197.91550562332688,B,E,A,B,112.0915076336037,E,1
Yes,C,-239.7166769558358,5.539651191664677,-91.75220912806033,B,B,56.45258605186202,E,E,A,E,-37.43634398487566,C,1
Yes,E,30.72146845674161,133.11602262302685,-3.9343334350482815,C,D,85.95938373047088,C,D,A,E,116.24689613133725,D,0
No,A,-31.83481460964445,-40.12750577049503,5.923862275088607,B,D,-115.16339862366631,C,A,B,E,129.43007664546226,B,0
Non-Veteran,A,31.439602787574,76.12025260515945,58.456615758272015,C,A,-87.80553794185347,C,C,C,E,198.04827130401506,B,1
No,E,-138.0959780828698,-107.20307108725262,-0.7822619589609481,A,D,-119.64906281778079,B,A,B,D,29.63065131054579,A,0
Non-Veteran,A,-122.58973643890995,-54.06842212950186,75.43541211549412,C,A,112.64883974639068,B,E,B,B,40.89578232867841,D,0
Veteran,E,-62.060384136348844,-19.72803684255946,-5.714938234737692,A,D,2.3409230437077886,C,A,E,D,14.259902862323907,B,1
Non-Veteran,E,-9.315792307167516,95.29420442952421,194.20021858338566,A,B,211.02013368044234,C,B,D,E,-12.933033973998606,C,0
No,D,-4.436437667964544,-35.53678187518987,118.61539285617732,E,E,-36.78964552036224,B,A,E,A,147.30537703591273,B,0
Veteran,B,-32.18271694993219,-25.31130414361098,67.60236040460907,E,A,42.076711112651545,E,E,E,A,-49.05574265838892,B,0
Veteran,C,-89.89802521784263,50.25781449650509,-98.0300149824617,A,C,-39.14889689703857,B,E,A,B,202.9807199655508,D,1
Non-Veteran,D,-2.713987744283905,-152.40490593662986,-73.58979014015108,C,A,61.784442019931106,D,D,C,D,-42.483836636038255,A,0
No,B,60.68747454531779,41.10536975663002,-35.145516479662746,A,A,79.27372071172418,A,D,C,A,78.32408765481185,C,1
Veteran,C,-85.6974454392575,17.653717860439908,2.891245708509909,B,D,108.0855300908685,A,A,E,D,37.02057489045981,A,0
No,E,20.31732793909112,-67.43350877516019,42.54211329753068,A,A,251.8783947164728,B,E,B,B,71.61098140334768,D,0
Veteran,B,114.5608621194464,99.55848709817046,112.80127878934239,B,D,46.588936618646706,B,D,D,E,1.7795101691638993,E,1
No,B,178.4713570806405,51.14656120144784,-50.45029302043359,A,E,-11.905038244695255,E,B,E,B,121.94166165135358,D,1
Yes,A,45.14277935144502,67.53219590472064,-5.576564497520161,B,D,-38.19460238645068,B,C,C,A,-59.410924730653306,E,0
Non-Veteran,C,45.41993357742196,35.43214095208669,53.24739820878596,E,D,-38.87460202777335,E,A,B,D,87.9107669237141,D,1
No,E,-46.16601589866676,-38.65100919171376,144.7909044922763,E,D,3.411267617574862,B,C,C,C,131.91030030471592,A,1
Yes,D,21.20624088448573,120.89804777136126,-31.152020215985438,A,E,-32.86874468990899,C,C,B,E,-28.812890562391637,A,0
Yes,D,-62.23971641348523,-170.67125146440299,29.085775598979758,D,D,186.7399809471783,C,C,A,A,296.66261026468703,A,1
Non-Veteran,D,-273.5377947971975,-61.04055062654449,137.6568238624402,C,D,-112.61211058168958,E,B,D,B,-106.45433735015051,D,1
Yes,B,116.81873677869396,-217.89631973080867,21.73883391923965,A,C,57.45549149260617,B,E,C,D,17.53421628059192,C,1
Yes,A,177.52433389873138,15.983311511151266,-40.69458372156291,C,A,-73.90988729620517,A,B,C,D,136.09249111734152,A,1
Non-Veteran,E,111.1491303800686,33.99368132821367,-331.14952746964735,D,A,47.38524047024416,E,C,D,A,-78.95515698503455,D,1
No,C,64.96025180238863,24.893826473145904,117.99225210295583,E,E,260.45712861487175,D,D,E,B,-57.35706247524516,A,1
Veteran,C,266.5817414086838,-7.668468321676479,134.1298618688412,C,E,25.36992532182108,A,C,A,C,-123.72829553259083,A,1
Yes,C,-148.75759516717721,19.37777622613364,112.05081035346977,D,C,-87.81652293064033,D,C,B,A,-7.527710185563157,D,1
Veteran,A,-61.724763346467995,60.6908533651526,-45.143552401152135,A,B,120.27735377271603,B,C,C,B,25.38018780483155,B,0
Non-Veteran,D,-92.84686991805604,-90.04828664774618,-40.54208001860567,A,D,99.78292200567607,E,A,C,B,-143.37848376164584,D,1
Veteran,C,-142.1576389452604,48.24590877170236,59.17390766625995,B,C,-98.97517025365583,D,A,D,B,35.83285345311637,E,0
Veteran,E,-175.8095840229059,-68.22570170927105,48.78691402658677,B,A,-189.21284742117842,E,B,E,A,46.79208320574342,A,1
Non-Veteran,E,142.83736866021565,-109.82354813176869,-88.47244476447369,B,B,-55.10497410275266,C,D,D,C,125.529686487734,E,1
Non-Veteran,D,-58.008967162057644,-91.65542172834823,-8.534391145553299,B,E,49.23733762237598,A,B,B,C,13.4071512304447,B,1
Non-Veteran,B,-39.999500924699674,-169.59491234164304,-233.66846039653316,B,E,102.63054547961154,D,D,A,B,-149.7610962956431,C,0
Yes,D,-80.46191949744694,133.55804326246405,76.7765471423746,E,C,176.2736511832506,C,B,A,C,-86.3541495239598,A,1
Veteran,B,24.899493792068387,-35.88032287483296,-66.49525733944057,D,E,-111.20412951166026,C,A,C,C,40.58730709396187,D,1
Veteran,E,-3.7473094187929314,92.34250199226592,52.670579281685136,C,D,-128.2546596213409,C,D,A,E,-32.87622062624584,E,1
Yes,E,-50.02317608780953,60.770196440638756,-40.381562073814806,B,D,100.59219311758922,D,B,A,B,-38.46514905068793,C,0
Veteran,B,-62.40351258964921,-0.25183988815975755,-51.19632620839303,C,A,-175.36289474152704,B,B,A,C,184.80078902302492,D,0
Veteran,A,149.0339061620679,49.444875068552285,53.776240250340734,E,B,-107.19212366237345,C,A,D,B,54.84560501171409,E,1
Yes,B,21.54875069351095,-105.44476569777024,-30.6014686149707,D,A,-37.28469927411477,B,E,E,A,100.89150588489252,E,1
No,E,56.359171345560455,11.381984664864325,-49.05665239818602,C,A,59.97896112702893,B,E,C,E,-95.7568851780451,A,0
Veteran,D,93.0326799415619,-79.88696327582385,80.37831489420086,C,E,-31.110625739732857,D,B,E,D,-17.12077063720029,C,1
No,D,83.73025784160811,166.64963783825596,-118.2914144950669,C,E,3.359641140344934,B,D,C,D,-30.852000441676562,E,1
No,C,-43.40952260131865,84.36346693746123,-55.48164218978561,D,E,41.83747270427746,A,B,A,E,-47.40136367826698,B,0
Veteran,A,27.310928363796734,78.82097711264224,175.6120867461239,E,B,2.9896958333248245,B,E,A,D,-81.23990209341459,E,0
Non-Veteran,D,-62.9003245374134,8.478278980083621,-108.89450247908563,A,D,36.33813344556487,B,E,C,D,1.4329717303576692,A,0
Veteran,C,-15.315999117012982,-30.98648195469062,2.6873414939117506,D,D,22.515592388905485,C,A,A,C,-28.10338255309832,E,0
Yes,E,55.25730028367346,-221.35351100341381,-39.792343182679,A,D,33.90621905946107,B,B,B,E,-20.591255278713923,D,1
Veteran,B,-75.90787996745082,-89.85006249679815,-104.93813934987715,B,C,-201.0464381708628,E,D,D,D,-15.473964895068292,A,0
Veteran,B,-29.25265549384904,-54.197988380246755,-73.22499902425255,B,D,-18.87694670084177,D,A,D,D,3.929146563993545,E,1
Non-Veteran,B,44.23722055741753,-11.944463226869132,73.66321521077246,B,E,-27.29536354019854,E,E,A,B,-213.54302820429066,C,0
No,B,217.93596717170774,3.3863170063820482,-5.683861900101394,B,A,-38.62731643513335,E,C,E,B,-56.75169134455975,D,0
No,E,114.93849934994125,222.4810452870353,26.06573465599013,E,E,64.64473851511234,D,E,C,E,-8.959140173368276,C,0
Non-Veteran,B,63.18650789826198,-70.6453883901754,-12.9387675833868,E,C,115.93736612436673,B,A,C,A,122.68620507025109,C,1
Veteran,D,8.759397449018913,-87.29853540973464,102.79300515140683,D,C,-46.93933743804327,A,B,C,A,-59.23093395675952,B,0
Yes,E,-65.56705759811263,128.56381337106194,45.21635244692743,B,B,126.64042651791941,D,E,C,B,-100.46909284154466,D,0
Yes,C,-199.66441558533847,17.6575860476851,-19.59842029843039,E,A,85.75471002979667,C,E,B,B,21.942557660365487,D,0
Yes,A,-35.650080961140496,80.68629601932601,28.863641110073235,E,B,158.82286979879504,E,D,B,A,1.629108833242792,E,0
Veteran,E,16.717122931764454,49.62343934899799,-35.995121285538254,C,D,200.33464048431534,B,D,C,C,-25.797671120602683,C,0
Veteran,A,-72.9238094851304,45.617406657276376,126.80565124178662,C,D,27.42181134952184,D,E,C,E,-26.05473854245931,E,1
Veteran,A,-143.1140028248299,7.978351498733854,144.5443565123505,C,A,-95.28076627519343,C,C,D,A,167.62186975201064,A,1
Veteran,A,-156.42151885729868,-117.00042857973769,142.7242693308108,B,C,260.0441765619896,D,B,C,A,-22.825754635129243,B,0
No,D,-49.511603283839264,187.3337358503161,-35.96948361144857,C,C,-4.385630985039883,A,C,B,D,-122.49900779409609,C,0
Yes,D,34.41305966347392,17.0964597874577,-13.462898371874168,B,D,112.37251516708378,A,D,D,A,42.83367687519704,B,0
Yes,E,38.25816579139673,52.12645787834482,76.77668823114834,A,D,211.63830120586672,D,E,B,E,15.366612709845477,A,0
Veteran,B,-28.609009823283593,29.935543817272702,142.26820007642965,A,C,128.3795180317586,E,D,A,A,-95.4037512616439,D,0
No,A,111.15152031161703,97.10900285505457,92.21538794829294,D,B,-66.47611505346468,A,E,B,B,111.4001191453405,A,0
Veteran,A,-15.249709365512002,32.56025533051064,-59.72850912360255,E,E,-84.08025273732802,B,D,B,B,-8.825590886286165,D,0
Non-Veteran,B,150.2290812749085,-65.24339681401844,32.167061774400636,D,E,-130.6980442102453,A,C,E,E,-130.86424759528384,B,1
Yes,B,33.241610446948776,168.41563815718328,58.69419333006526,C,A,-196.82357234517997,B,D,A,D,13.81941273287344,C,0
Non-Veteran,E,4.518339665197364,269.0235468930121,-76.15477528248199,B,A,-48.46504122675091,D,B,D,E,49.73506579195123,C,1
Yes,A,-143.12139765634618,-0.2590629353097811,-125.13900932173343,C,E,-77.82491086668948,A,C,D,D,-55.91538895674806,E,0
Non-Veteran,D,5.302868253604173,66.79626654697385,17.433218670413957,D,D,-23.73791710656652,B,E,D,A,-259.00290456762957,C,1
Non-Veteran,C,-98.59410709646063,-11.638883618104622,39.76124702134997,D,A,-190.54098358805808,E,D,B,A,-125.72251231237543,B,1
Veteran,A,-19.0242245875423,-173.9119670523038,-70.26364848517011,E,B,65.25545362744384,B,C,D,D,10.749290891079077,E,0
No,C,-14.738064637646753,65.53925236678296,-100.45466749184197,E,B,-139.60713801832918,A,C,A,D,-41.710501849028915,C,0
No,C,-54.06526783075881,-98.13345256466516,25.099483044337834,E,E,-28.39397236956457,C,C,D,A,-84.2139479666517,C,0
No,B,214.37424488635037,-169.26125547547167,-27.69552948443047,C,C,14.162396145891071,E,A,C,A,-85.11808609758442,D,1
No,C,57.91275059172133,7.7510540023482015,-15.148121073312495,B,D,168.2830355277438,D,D,D,E,-40.557316838163516,C,1
Veteran,C,208.25532626574739,119.69495024676202,-70.54646986141431,E,D,140.92039695868115,B,B,E,D,3.783459959935371,E,1
Non-Veteran,C,-132.18570257630475,-29.36865747287147,-6.005658359092708,D,E,-69.70793051604713,A,B,A,A,-24.331460835694283,C,0
No,A,-34.962496131491925,-75.87848714157175,38.33456464534376,B,D,122.6151314847618,E,C,E,C,4.640800510793189,D,0
Non-Veteran,A,-97.02934248662056,41.25242470877287,-90.46207956649583,B,D,-118.62709261212774,B,A,E,E,-88.19788328622919,E,1
Yes,D,-9.528976094087927,102.73024945188196,-11.298467595920435,C,D,-42.16505797860319,A,B,C,A,186.5657675495382,E,1
No,D,169.94022757261973,-28.760340031096753,19.156244481669184,D,A,-176.79620269429472,E,B,B,A,5.8130726434747615,C,1
Non-Veteran,B,-322.06738337873077,112.87991876753627,-208.19761462531602,B,B,-157.22975126670138,B,A,A,C,-61.817878829486595,A,0
Veteran,B,24.08149218156161,-90.4921926187156,-142.46808234936162,B,B,71.70137337236076,B,D,D,C,127.75724068593941,D,0
Veteran,A,161.37450593406163,196.0308845840329,5.474095110174333,B,E,-17.4144900521932,B,D,D,B,-23.129363366877893,D,0
