military,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
No,Married,-122.53003464121659,A,-25.777478119756232,C,C,A,E,-62.52738940677807,0
Veteran,Divorced,98.87069022156464,E,34.855724157536564,B,A,D,B,-63.90556882664823,1
Yes,Widowed,38.87243686555072,B,31.802282950663795,C,C,E,C,-130.29403498227913,0
Non-Veteran,Widowed,-112.76975242730222,D,-85.24330478029954,D,A,E,C,30.518224005561766,0
Non-Veteran,Married,113.24886421277023,A,104.72845596453475,C,C,B,A,14.979814209713659,0
Non-Veteran,Widowed,26.22606501592848,D,-55.257829513746024,D,D,B,B,-3.248409089413553,1
Veteran,Divorced,-13.68986191190809,C,212.45087227665644,A,D,C,E,213.67915093245804,1
Veteran,Widowed,-51.41694653882393,C,-109.47560850225393,C,E,E,B,144.45419996547392,1
Non-Veteran,Divorced,87.96605047763397,D,114.78258936084151,E,D,C,A,-53.212722397615885,1
Non-Veteran,Widowed,-158.07902557158502,C,-37.51481478648424,A,B,E,D,1.875923589159189,1
No,Divorced,-50.54289542869424,D,-7.658183271131155,A,A,B,C,-62.79347846189231,1
Yes,Married,-13.065451256230986,D,-41.46023726034415,B,B,B,B,-64.90421158459384,0
Yes,Single,135.28730639393427,D,-52.99299806862424,B,D,D,D,-68.6612830979876,0
Yes,Divorced,69.09771732286607,C,-74.71461261734868,D,E,B,D,-53.69371130766532,1
Yes,Divorced,-133.2490004883993,D,29.07637263433293,A,D,D,C,5.277621066933878,1
Yes,Widowed,121.94836642734428,D,-6.937655191468727,B,D,B,C,202.22418413839623,0
Veteran,Widowed,-34.11213386753108,B,-67.5089207579816,E,A,A,A,142.7460857947493,0
Non-Veteran,Divorced,67.8456382133481,D,171.52339349287396,C,A,A,D,135.99896625747772,1
Yes,Divorced,27.669606331093345,A,-192.55848420481354,D,D,D,D,-52.95893209255712,0
Veteran,Single,104.72577068886575,B,-58.59819755222293,D,E,B,B,-11.064028283364099,0
Non-Veteran,Widowed,-162.3090509755066,D,65.08417405713523,D,C,E,E,60.41128666665128,1
Yes,Single,-55.90961342752063,B,50.477297905569294,D,C,C,E,-78.03090465198834,0
Yes,Divorced,-142.03443725113215,A,138.660407065067,A,C,A,B,57.680412904534364,0
No,Widowed,-19.593176030483995,C,67.89065570916452,D,C,C,C,-7.165957328612514,1
Non-Veteran,Divorced,-29.833246700774485,A,-34.898313790452015,E,E,E,D,212.17927127363058,0
Veteran,Married,2.603769678867688,C,-8.31273977694302,B,E,E,A,-69.19130073489087,0
Veteran,Divorced,52.937138431867666,C,152.61193527884066,E,A,D,D,-67.97609128049157,0
Veteran,Widowed,-159.57127912263556,B,206.7213258860738,D,B,B,A,-27.117913485156365,1
Non-Veteran,Divorced,-48.754134499776,B,46.12101577280588,B,B,C,D,120.3889260903801,1
Yes,Married,28.26123884202108,B,-34.51467565328336,C,D,D,B,-142.0176559975532,0
No,Divorced,45.731663733575054,C,-106.8345239982274,E,D,E,C,-122.95288028879203,0
Veteran,Widowed,-202.0910051388011,D,146.5497188489397,D,B,A,B,-52.41952569475197,1
Non-Veteran,Widowed,46.53190057599368,A,-144.28245436614796,E,D,A,D,-106.43903144238185,1
Yes,Divorced,-146.01652966616285,C,60.61121813948146,B,E,D,A,28.310396772588696,0
Yes,Single,-63.167765692370594,C,61.16462301999236,E,B,A,A,-97.2290774285164,0
Veteran,Single,19.83933617055806,C,-23.050277598972144,C,A,A,B,-15.236957423490011,0
Non-Veteran,Widowed,-194.230518765685,D,122.31826768224792,C,E,E,D,-159.5408491578085,0
Non-Veteran,Single,113.31295890665464,D,-60.980446977615976,C,A,E,C,10.02012694428012,1
Veteran,Divorced,37.032823106099215,B,136.82814144106212,E,C,B,B,17.248548877311976,0
Veteran,Divorced,15.803968674194236,C,111.55874214643133,C,B,D,D,34.48511892957028,0
Yes,Divorced,30.57760191656305,A,-68.39233559613915,A,A,A,C,21.943262093778028,1
No,Single,-9.584078827657722,A,-90.39276742271412,C,C,A,A,-31.77538849764991,1
Non-Veteran,Divorced,-78.87961452402806,C,20.206657364443657,B,D,A,E,57.69606518769653,0
Yes,Widowed,-67.34041330098901,C,80.5188615740212,A,B,E,E,171.74489499932358,0
Yes,Widowed,119.5724051364794,B,74.96156005838158,B,D,A,E,-76.94793128101526,0
Yes,Divorced,-164.57658195274806,B,43.168515144437606,D,C,B,C,-164.74015628192785,0
No,Married,24.109298040362027,A,-90.6391192028556,E,E,A,D,59.71444427843322,0
Non-Veteran,Widowed,99.33350720682522,A,11.594146259448776,B,C,A,C,39.92308498932135,0
Yes,Divorced,7.847456786363392,B,125.40170756050497,D,B,D,C,5.958432766244012,1
Non-Veteran,Single,-99.4679508435352,D,-12.805798202971005,A,D,C,C,82.1726817666102,0
Non-Veteran,Widowed,150.4239393271454,A,9.548143303205382,A,A,A,A,-49.11361665206031,0
Veteran,Married,-109.81145458384947,B,127.99386769923522,A,E,B,A,176.55869040573836,1
Yes,Single,186.3468928473582,D,-43.28346808038054,D,B,B,C,58.134636283192066,0
Veteran,Married,-73.9649840359286,C,-210.20359782173102,C,D,C,A,-52.32683394464808,0
Yes,Widowed,86.69762138704652,A,3.434132911288272,A,A,B,A,-44.16259802129211,1
Non-Veteran,Single,54.55326726234877,B,-164.22137113244028,D,A,C,C,138.4409156735834,1
Non-Veteran,Single,-99.38702010805017,C,66.07084422794195,C,E,E,D,-1.0685180479945284,0
Veteran,Married,-60.3891375884607,C,-69.25269730029184,B,E,E,E,41.801567242347275,1
Non-Veteran,Widowed,-69.71512465677972,E,-139.41314708689228,C,E,E,E,-19.827077709279113,1
Non-Veteran,Married,163.6208484365568,D,51.261579286044956,A,B,A,D,-0.09201779610031104,0
No,Married,-60.80543521157479,A,87.76637923272283,C,A,A,E,221.07960767512543,1
Non-Veteran,Divorced,211.11359763472888,E,-36.18697574799377,A,C,A,D,110.539197860433,0
Veteran,Widowed,33.130701396402635,A,-200.91600652117717,E,B,C,C,80.7723320724167,0
Non-Veteran,Widowed,-57.99111606409887,D,-111.7273909759462,E,E,A,D,74.93720128898967,0
Veteran,Widowed,40.40358284252424,E,27.99671821656684,E,C,B,E,-16.678927578504712,0
Veteran,Widowed,18.299406086763053,E,-88.89854063922814,C,B,A,A,-145.5769331998067,1
Veteran,Married,64.78343613113866,D,-100.98943546607184,D,E,D,B,15.02125883514227,0
Non-Veteran,Divorced,130.30407992473374,B,-67.14668405982252,E,C,B,B,-173.0907547248986,1
Non-Veteran,Married,-58.75853459812298,E,63.2033595650108,C,A,D,B,-64.01120817991577,1
Non-Veteran,Single,-168.92586064437515,C,-67.15193803764238,D,E,B,D,-86.50460392542546,0
Yes,Widowed,21.910856553186854,A,48.4901105217548,B,E,D,B,-87.82026184930764,0
Yes,Single,12.485185449260268,A,111.67608588787536,E,B,A,A,4.632986271343275,0
Non-Veteran,Widowed,-139.7145276228875,A,-112.35355510866138,D,A,E,A,-44.05181766305809,0
Non-Veteran,Widowed,-58.10522789737278,E,-30.729270417185443,A,D,D,B,84.0374846097716,1
No,Widowed,189.27710978775224,E,0.7452668350880173,C,B,B,A,-8.905046765413305,0
Veteran,Married,-47.591508265881046,E,87.60555971828342,D,C,C,B,-98.29236371510261,0
Veteran,Divorced,111.95982638937339,A,-94.57099934317667,C,C,C,B,85.7479062744146,1
Yes,Single,-52.35681012390189,D,-55.555419234598155,B,D,E,B,-56.627863211461985,0
No,Married,98.7281129070773,B,-84.2203286612332,D,C,A,B,14.8918407796435,1
Non-Veteran,Married,14.204361320007578,C,12.34280074613716,C,D,A,D,-55.702971005394986,1
Yes,Divorced,28.393855325421903,B,112.00050590608038,C,B,E,B,-83.73058710400522,0
Yes,Single,176.21228539138355,D,118.7905614272464,B,E,E,E,-48.473718355377244,0
No,Single,29.717574490298244,D,109.47929099276928,B,E,A,E,-12.3892214636627,0
Veteran,Single,183.87325880736157,B,-28.9339417024699,A,C,A,E,187.76294440884345,0
Non-Veteran,Single,-63.11914669806811,E,122.13702420083881,E,C,E,B,8.721327151473519,0
No,Widowed,-121.63987882131677,B,253.66393241885308,C,E,D,E,-74.64775033677945,1
Yes,Widowed,-19.525262360505437,B,36.73856827920086,C,E,B,B,195.821923444779,0
No,Widowed,-255.59616033117592,E,-40.0563503342888,D,A,B,B,-44.41032477388415,0
Veteran,Divorced,47.31290785148845,E,66.16582963231926,B,C,B,E,173.2488091782822,0
No,Widowed,152.5358752388636,D,137.3689022801259,E,C,D,A,149.81910570514623,0
Yes,Divorced,77.88582566204263,D,-15.725080067343267,A,C,B,A,158.32752555102988,0
Non-Veteran,Single,-4.441090314536433,C,15.33827300343904,B,C,E,D,49.31861382236238,0
No,Widowed,-26.52333770364357,B,176.37276404142273,B,D,E,B,-48.06862757597889,1
Non-Veteran,Divorced,115.38121948624658,B,-27.659660290728027,A,C,B,C,71.71033690154792,0
No,Single,83.85142764872117,D,34.806138737091636,A,A,B,A,-35.37480050305361,1
Veteran,Married,-76.51404975494471,D,-24.253084362296953,D,A,C,C,-227.907317864217,0
Veteran,Married,188.68112608983586,A,26.191066752635532,A,D,A,E,-4.729398602074785,0
Veteran,Widowed,11.834477875135848,D,184.0172859944192,B,E,C,C,36.68679105143464,1
Yes,Divorced,125.48436992888571,B,120.24771188808148,D,B,D,D,-108.83871797357165,1
Yes,Single,-66.91020391831252,C,27.211855095470767,B,E,A,C,-138.0581547683261,0
Yes,Divorced,49.24386602864475,A,139.3946342853643,A,D,B,C,115.49117854607995,1
Non-Veteran,Single,48.63646412281865,A,-34.85555511730726,C,C,E,E,-40.64880085538659,0
No,Single,-69.72570518857518,E,-1.7628934670139602,E,B,D,A,21.704808923107013,0
No,Divorced,71.86117597153748,E,-6.963829205748698,B,E,D,C,36.06342369408724,1
No,Divorced,155.17534894251844,E,62.64204757088482,B,A,D,A,-86.06531922661371,0
Yes,Married,-87.37674312460642,A,-152.0177308180893,D,D,A,D,28.444476396463138,0
Veteran,Widowed,54.611373930906616,C,-41.94547312953173,C,B,E,E,-184.82774158189602,1
No,Married,-12.54170889685973,E,-188.01404249193797,C,C,B,B,-84.91441954293337,1
No,Married,43.012691357182085,C,-96.5456063409704,B,C,A,D,43.99607641365529,0
Veteran,Divorced,-13.492963784261777,C,-23.3409862835832,E,D,B,B,-181.54583877642233,0
Yes,Single,100.47161754162602,C,-288.70611741741476,C,C,E,B,-130.7974179769176,0
Veteran,Divorced,26.225720392793033,A,-73.33022079540171,B,E,B,E,6.759439934755454,0
Non-Veteran,Divorced,191.42667487809024,B,57.48269127013468,E,C,C,D,30.356274256171474,1
Veteran,Widowed,5.706836048623638,A,212.9742542871809,E,D,C,D,80.72729066956046,1
Yes,Single,-46.374817758039626,A,31.93235953467309,C,C,D,A,-138.67981080888757,0
Yes,Widowed,195.8019762112719,C,-119.72307565015032,A,A,C,B,-13.452211444885565,1
No,Divorced,-56.69600238738959,C,146.33635454526055,C,E,A,B,83.96885584407279,1
Non-Veteran,Married,16.10948544688398,B,-77.95769289721176,A,E,E,A,119.16549467861878,0
Non-Veteran,Single,-94.77879947152103,A,-99.71814956342469,E,A,A,D,99.2448249043251,0
Yes,Married,-71.26238697619752,D,73.11189192933722,E,B,B,B,-154.7372634068259,0
Non-Veteran,Single,-80.27526263744484,C,70.91213356835928,C,D,A,E,-34.93192519362204,0
Yes,Single,225.3296300969831,A,-81.84644927243001,C,C,D,C,57.122632840048794,1
No,Widowed,94.23805766723667,C,116.74397182200596,E,B,D,C,-24.294002113715447,1
Yes,Married,35.64542924709322,D,61.41608864175444,E,D,A,A,-67.25613176906904,0
Yes,Married,-102.74995294009462,C,22.88624960993995,E,C,B,E,13.497670467840784,1
Non-Veteran,Single,147.49071334402933,A,38.178471016066936,C,B,E,B,-8.356342792574806,0
Non-Veteran,Single,50.83168024219263,A,-70.68439958160494,E,C,E,C,-20.552786103305426,0
Non-Veteran,Divorced,69.95682824278043,E,7.672430113340678,E,E,D,B,7.542435627951526,0
Yes,Married,249.5669617251473,B,-60.568375440439446,B,A,D,A,23.062761427789855,1
No,Widowed,55.349486248228615,D,101.40951092623823,E,C,A,B,-230.81355453795936,0
No,Widowed,-138.00947450486393,C,-19.60754179260488,E,C,B,C,-67.868892456491,1
Yes,Divorced,126.58990287250744,E,85.94370745392798,D,C,B,D,-61.15017879561,0
Non-Veteran,Divorced,175.54150501423996,A,-22.45628968961599,A,A,A,C,-8.270292356196682,0
Yes,Married,66.67828239546829,A,52.068146213946264,A,E,A,A,-107.47111544478234,0
Yes,Widowed,136.68464537457527,E,28.39548477151224,D,D,C,E,100.82208477214026,0
Veteran,Divorced,-72.23080698547825,C,117.18872619261195,D,A,C,A,-11.878832673545412,1
No,Widowed,152.11866806773244,B,-55.09899846221078,C,E,B,D,-31.805043511059694,1
Veteran,Married,22.631734979514572,B,117.01751494755254,D,B,A,B,34.64546058185575,1
No,Single,0.5519976769016588,B,172.5858628239447,A,E,C,C,-53.55237373879138,1
No,Divorced,-118.09361362057402,B,-144.72039748157994,C,D,A,E,204.88238571768957,1
No,Married,82.37636926020325,A,190.0951708814189,C,D,A,B,51.18525452202185,0
Veteran,Divorced,115.57566318629844,C,-41.50889053411532,A,C,D,A,-27.095130488984807,0
Veteran,Married,79.53763746959898,E,63.91877157839657,D,E,B,C,61.19572611677102,1
Yes,Married,43.73253855904895,B,136.92686830628404,E,D,A,C,141.63569369772875,1
Veteran,Divorced,198.39905744387306,E,72.9116989861786,A,E,A,D,-55.66524786109308,1
Yes,Widowed,-66.26814157553362,D,-62.3188316551595,A,D,C,B,-39.73821842998086,1
Veteran,Single,-172.47336125352922,B,87.05329902862616,B,D,E,B,-136.8621190512657,0
Non-Veteran,Widowed,-81.85267532378818,C,254.8704366623758,D,E,C,C,39.29213724851193,0
No,Divorced,-25.029815311719855,E,113.02511020165554,A,D,B,D,93.40483767555108,0
No,Widowed,-19.500161909837654,D,66.53987132144967,A,C,A,C,-119.77266299240068,1
Veteran,Married,216.30497235544289,C,56.60712975758882,D,C,E,D,37.85051568606338,0
Yes,Divorced,107.49341931998393,B,-108.32891576688138,E,B,E,E,187.07382754198306,0
Veteran,Widowed,-148.6018716778231,C,91.40036708748744,C,A,A,D,76.13128059141717,0
Yes,Widowed,-217.54253654626558,B,23.056965917746876,B,C,A,E,110.90202786726553,0
Veteran,Single,-172.23543119679877,A,-73.91799268685124,B,C,D,B,98.31686031571586,1
No,Single,-151.57344220538346,A,1.2161473891934784,B,B,A,B,-126.0595217147895,0
Veteran,Divorced,-21.114561525033935,D,61.008829904473686,E,D,D,C,-167.88496182683897,1
Yes,Married,87.0106395763112,E,145.2079643840842,E,E,D,B,0.4681184758891874,1
No,Divorced,-119.42446374529783,E,-227.43595160046067,A,B,A,A,18.39288650216939,1
Yes,Single,-59.6760678463522,C,194.5289649526323,D,B,E,A,-19.825754323807146,1
Yes,Divorced,-70.38206769659384,B,56.32595806585733,D,E,B,D,-183.96510990296755,0
Non-Veteran,Divorced,-60.614371678986814,D,-184.37058074639972,D,B,A,B,-109.50900291413173,0
No,Single,90.29190409653654,E,-25.735709579483522,D,B,A,E,-226.9689079812812,0
Veteran,Married,4.385058781882057,C,63.38652105135915,C,E,B,A,84.48388400424244,1
No,Single,119.2267860577093,A,-52.46892323764302,A,E,B,A,-114.88904166867565,0
No,Married,-34.77080310502074,A,161.60272899487023,C,C,E,C,-46.18880886945562,1
Non-Veteran,Widowed,-88.351448365151,B,84.29698381090496,D,B,C,A,-21.446534763316222,1
Yes,Married,82.17591045715635,B,35.475127351677635,A,E,B,A,270.04818721452716,1
Veteran,Married,25.050883692692484,A,-52.80704816768771,C,C,A,D,-19.412931124106848,0
Yes,Widowed,175.79897197666935,D,-227.72853247512725,B,C,D,D,-135.01016355102675,0
Yes,Single,26.52535537535145,A,-43.49206456114924,D,C,D,D,-103.10509240678823,0
No,Single,147.5619105749953,A,118.32192565846675,A,E,E,A,140.60927041346238,0
No,Divorced,-11.564649977363858,E,152.0605388396976,C,D,C,A,-65.24649700893163,1
Yes,Divorced,-148.5093992681068,A,-34.195977392439914,E,B,A,A,-65.64936817779,0
No,Single,-57.96819005994342,D,65.00947015570226,B,B,C,B,-1.9913653419344237,0
Non-Veteran,Divorced,-76.71557521099075,A,183.0306625310218,D,B,B,A,146.37365775896694,0
Non-Veteran,Married,-272.9018421297253,A,-150.64224674673127,E,A,A,D,62.5107391266722,1
Non-Veteran,Married,-108.54370951605921,A,111.12085815641844,E,C,D,A,24.851302172455732,1
Yes,Widowed,-9.977790921031515,D,137.9505291694838,D,A,A,E,36.62962590386715,0
Yes,Widowed,65.13791202079614,D,-177.32830150453637,D,B,A,C,73.44792395921448,0
Yes,Married,-89.42858753294054,A,-60.183445504189294,D,B,A,A,-26.024282745269666,1
Veteran,Single,58.85800403285422,D,0.8777199453111855,E,E,D,D,-96.71777256093084,1
No,Single,54.585594743414546,D,-93.66992116438855,D,D,C,E,-25.4351186899884,1
No,Widowed,4.317336094460015,D,5.275625925461264,B,D,E,A,2.946052939231916,0
Veteran,Single,160.30145476084502,D,-182.82297378826422,E,E,A,E,-146.94140956075367,1
Non-Veteran,Single,66.87453298530595,A,-104.24268580930706,E,B,B,E,85.2683973307522,0
Veteran,Single,27.805423292322235,E,101.61741538296778,B,D,E,A,-212.14314616583763,0
Non-Veteran,Single,43.418726540804435,C,96.32207470561707,E,D,D,C,-81.5898350110903,0
Veteran,Married,107.69023217593328,E,-60.42113584461529,B,D,D,C,-62.356497833500626,0
Yes,Married,-116.97740107213504,C,-132.12415205299055,B,C,E,C,10.251065664377542,0
Non-Veteran,Single,60.751918393658954,A,-66.29125251605218,A,C,D,B,30.29936113572021,0
No,Widowed,128.22918892915624,B,12.165393896100253,D,B,B,C,-116.78717940245413,1
Veteran,Divorced,161.56106664943312,D,133.46612199839234,C,D,C,A,-145.79763489737454,0
Non-Veteran,Divorced,-88.94019117420675,A,-32.79108749266137,C,B,D,C,-77.28237939352583,0
Veteran,Widowed,-44.224450928565226,D,-25.961172878237544,E,B,B,A,50.48087467305682,1
No,Single,10.06413738959186,E,-11.548398923092664,A,D,B,C,-35.565528745399185,1
Veteran,Widowed,-34.292313437865346,B,52.639572297845994,E,B,A,A,49.48607278309141,0
Yes,Single,9.677923289069723,D,-59.14276949789633,B,D,B,A,-84.85257129419114,0
No,Married,-153.3771964093239,A,2.0569490294282686,A,C,B,D,123.92158334211247,0
Veteran,Single,127.17233564826928,D,43.51371932049454,B,C,A,D,113.02056851146595,1
Veteran,Divorced,-45.1747107623647,D,152.15433460471368,D,B,B,E,-42.37866644440657,0
Veteran,Widowed,120.2353357771515,E,48.19406293677439,D,E,A,C,-84.22239833391161,0
Veteran,Single,163.07409976395684,A,14.836418638424256,D,A,B,C,211.02437792384822,1
Yes,Divorced,-66.74592757005406,B,0.36805896964346246,B,C,E,C,-19.803115622231882,1
No,Single,45.945774364129946,A,-72.84812665161262,D,C,B,D,11.983673500717822,1
Non-Veteran,Divorced,135.5918593818319,D,58.31121178176248,A,D,A,C,-48.86270771695027,0
Yes,Married,65.8907788622321,A,-89.35253354864662,E,A,E,A,-61.34791711920656,1
Non-Veteran,Single,-36.53896038941182,B,-33.52211202127269,B,A,A,B,192.35933838180677,1
Veteran,Widowed,-140.21717710798632,D,-26.116281323280543,D,A,E,D,-89.58497307350977,0
No,Married,-103.53649637118274,D,-2.752333600040547,A,C,E,E,-58.044360929474,1
No,Widowed,195.84259211772869,A,73.32558488465516,D,E,A,B,-30.964971711786603,0
No,Divorced,-210.81389240920072,C,3.7427762662492556,E,D,E,D,20.528972744311094,0
Veteran,Widowed,5.327886943376859,B,64.09461581142958,B,A,E,A,135.54439214301783,0
Yes,Married,16.456258365617092,A,237.92452440480963,D,C,B,B,1.3298813253958652,1
Yes,Widowed,-50.2130880136753,C,100.44719744905915,C,C,E,A,213.2699561283411,0
No,Single,-26.20397110866774,B,-57.910020961950984,A,A,A,D,-142.15400426769287,1
Non-Veteran,Divorced,63.24424088909355,D,-49.72330029775159,A,A,E,B,105.46052033318828,0
Non-Veteran,Widowed,-111.37865079717596,B,-3.2358011491035836,C,C,A,E,3.9094582498367316,1
Non-Veteran,Single,-133.62244218161402,A,-231.46192637840826,E,C,E,E,-14.227444577694296,1
Veteran,Single,135.0888990745766,E,-33.961135132472045,E,D,D,D,-77.64207966413187,0
Veteran,Divorced,-3.5339898169787873,E,21.617466266266806,C,D,A,D,141.00265684885537,0
Veteran,Divorced,24.4820791987678,E,178.98990642281666,A,E,D,A,-79.80864925772472,1
Yes,Married,-68.93152959332902,A,55.614879595218355,B,D,B,A,-10.28860814976316,0
Non-Veteran,Single,192.90183218610883,B,68.53325853592851,B,A,D,D,68.35514270136977,1
Yes,Widowed,23.39883465006411,C,63.81516442231477,C,D,E,A,147.05110730655798,1
Yes,Divorced,-54.27726470291729,A,119.14953370836957,B,E,E,C,153.05574886001315,1
Non-Veteran,Married,27.20553301816456,E,58.05865408395587,E,D,C,B,-196.44195418534727,1
Non-Veteran,Married,-7.452991212257418,B,-5.851639164892466,D,D,E,D,-62.93615570561241,0
Yes,Divorced,-138.8979481138123,D,-115.70144093131402,B,B,A,D,8.244746465226186,1
Veteran,Single,-183.5377825069255,A,-74.05779013365755,E,E,A,E,328.2606949898995,1
No,Single,132.38028803085956,E,-0.7116079895995607,E,A,D,E,-248.8974565512443,0
Non-Veteran,Single,-129.27406221857532,B,-151.2613382865261,D,C,D,C,-75.34101619115478,0
Veteran,Widowed,114.0153433080768,B,-31.672251503758382,D,A,C,B,113.25390701212751,0
No,Married,198.52134476300677,E,110.40486122504491,E,B,C,C,-170.546339117762,1
Yes,Widowed,-142.69242744854498,E,-164.06006031806135,D,E,E,A,-91.79739323029882,0
Non-Veteran,Married,66.10637594529325,E,-211.71520906263387,C,A,D,B,21.169708577063254,1
Veteran,Single,-38.70505886824493,A,93.13399554726202,C,E,D,B,44.087895668097396,1
No,Single,-67.21476136506598,E,105.99877324938245,C,D,E,D,-98.40128539680545,0
Veteran,Single,172.95622840056708,D,-1.3613871718196708,E,D,E,D,110.63350925197994,0
No,Widowed,27.20189788671049,A,-59.986347294625766,D,C,E,A,84.64599346402547,0
Yes,Widowed,227.56661974175393,D,97.31447738136991,D,A,A,A,42.40988941881664,0
No,Married,-88.27086176360316,D,-99.42086148904117,A,D,A,A,3.2713131426936224,0
No,Single,-25.008473071363387,A,-79.84458757076062,D,D,D,C,-33.602855951307895,1
No,Single,141.6472077704137,D,53.25763762500735,C,C,B,A,188.71938198505308,1
Non-Veteran,Divorced,29.063927726219397,A,-44.487397028317204,C,C,D,D,54.07756976656501,0
Non-Veteran,Married,125.76927391570109,A,-33.477187193323715,E,D,A,D,-57.48781625482625,0
Non-Veteran,Divorced,18.526436796072797,D,167.59888147534437,D,D,C,E,-9.979977873386158,1
No,Divorced,150.9465606206606,A,-137.48052539975646,E,D,B,D,-211.27789071673934,0
Veteran,Divorced,28.872432806886284,C,26.85063452943053,E,B,D,A,281.8628852166288,1
No,Single,-89.64762046182805,A,-10.716700001536827,D,E,E,A,183.99664659637526,0
Non-Veteran,Married,22.01675525317412,A,-92.74365293023607,A,E,D,B,-64.83836114342351,1
No,Single,-12.023924287194205,A,-17.070535263710905,D,D,B,E,-135.3591485317719,1
Veteran,Single,-76.99524761069705,B,27.61321388178601,C,E,B,C,202.1425171846926,1
Non-Veteran,Married,-199.53410024725616,E,-1.7565103520027265,B,B,D,D,-101.78174548902604,0
No,Single,-68.53332134594633,E,156.73940363871142,D,C,B,A,208.4654516035987,0
No,Divorced,25.402894951151712,C,-118.5457268749539,D,A,C,A,120.8725226922937,0
Non-Veteran,Married,4.702293301644632,A,75.00731294752991,E,A,D,D,60.08435157134586,0
Veteran,Single,71.85999319354433,A,-37.77397031827511,D,E,E,A,99.5011273879806,1
No,Widowed,66.84020607350509,E,101.46834663040232,C,C,A,B,73.45267952905519,1
Non-Veteran,Married,-12.169405745759523,C,-9.402892708704337,C,D,A,D,47.369860240557585,0
No,Married,46.967485600371795,E,-11.233222290523708,A,A,C,B,0.936615291671812,1
Non-Veteran,Widowed,2.128490769405092,D,-24.411553488146822,E,A,D,E,56.00168053403187,1
Veteran,Divorced,-51.754853097014895,D,35.47059690274609,C,A,D,B,-75.79471870860831,1
Veteran,Married,-53.53395100466707,D,73.20256649440464,A,E,C,E,-5.7082634310345295,1
Yes,Single,55.44088725078403,E,-2.1101106121206707,A,A,D,C,-115.72202809861393,0
Non-Veteran,Divorced,204.31822608741393,B,150.18079228827378,D,C,B,C,-22.548237158002628,1
Yes,Single,30.15563346565883,B,5.630082041372731,E,B,C,B,4.203501381445177,0
Veteran,Single,-267.1060376902669,D,50.41189498246478,B,B,D,E,-5.8186380645916005,1
Non-Veteran,Single,-20.168782360212635,C,196.58270314932534,A,B,C,C,-250.56035031455542,0
Veteran,Divorced,69.12208151746853,A,-78.74544928778504,E,B,C,E,10.04215162698415,0
No,Widowed,-20.3746468086142,C,74.68958878501775,B,E,C,B,-117.94486373569275,1
No,Widowed,32.945541700907945,B,-19.062009300642078,D,B,A,A,-60.28946881527866,0
Non-Veteran,Divorced,-126.51852972472216,B,103.11448282731574,E,C,B,E,-60.16459842071625,1
Non-Veteran,Widowed,-67.11918214460678,A,-125.87791737793523,B,D,B,C,-129.302343738494,1
No,Married,-8.933514302689295,B,-47.441329968923796,E,C,C,A,-81.7019044992085,1
No,Single,-54.09425049095846,E,-110.02236406004396,A,B,B,C,-32.69126872000053,0
Veteran,Divorced,-196.51070003468553,B,-84.57576880102377,C,A,A,D,87.39499868131183,0
Non-Veteran,Single,117.66587289736583,C,-1.1879540749295694,D,E,E,B,4.2511974859219075,0
No,Widowed,45.18045254925938,E,-66.02195505061508,D,C,C,E,39.818298802761085,0
Yes,Single,146.64249069608857,D,-159.01844031459794,C,C,A,A,64.10770956975607,0
Veteran,Widowed,-3.2555032417530043,D,-119.02139617561073,A,E,B,E,-60.81444853403071,1
Veteran,Widowed,52.2433312823599,D,40.810822338504046,E,C,E,B,-110.4037222303894,1
Yes,Widowed,72.00800112757541,A,18.80667996721556,A,D,E,E,-174.11393135294705,0
Veteran,Widowed,164.29125382528784,D,-247.4930179069078,B,B,C,B,29.544277547427317,1
Non-Veteran,Widowed,-219.55711553304616,C,35.25886788962886,E,A,C,B,51.74424277868197,1
No,Single,-119.9126115957333,C,-0.6728737224825446,D,A,D,A,-40.086782490297814,0
Non-Veteran,Widowed,-63.48186427989263,A,147.26125021638816,E,E,B,D,-35.929773826697456,0
Yes,Single,48.45702740675964,C,-10.159731240509414,B,D,D,B,42.79383091207703,1
Veteran,Single,-144.79260325267973,A,24.483040517456956,A,D,C,E,-78.53601863346532,0
Veteran,Widowed,78.79855599926427,A,1.894003276059036,E,C,B,A,-92.707807915488,1
No,Married,-57.68337172776341,D,-164.48266823310107,C,A,D,C,-92.0043635736605,0
No,Divorced,144.41063157720228,B,-23.84504177996304,D,A,B,D,76.14994191331614,0
Yes,Widowed,2.681649229114171,A,-53.23657895543772,D,C,B,E,-62.97195410306071,1
Non-Veteran,Married,28.59522233411504,C,-26.54794885190437,B,D,A,A,-15.012877277127007,0
No,Single,89.09536735211823,D,72.13496365022948,A,C,B,D,-66.67457569519468,1
Non-Veteran,Single,22.04904253019344,B,-135.1539620298324,A,C,C,A,-52.15720540487128,0
No,Married,9.261803514427154,B,-178.4105682810504,B,E,D,B,-42.50714764430495,1
Veteran,Divorced,68.58841341690496,C,-106.64011603327413,C,C,A,A,-230.72998425982365,0
Non-Veteran,Widowed,-6.807645763715894,B,-47.63505216380584,B,D,C,E,-32.63689829245068,1
Non-Veteran,Widowed,-38.532083028801075,D,10.89791519604818,D,A,E,A,-13.079222047916698,1
