disabled,age,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Yes,92,Other,25.969951833374488,-121.50574387376463,C,D,49.011406474148664,179.17933683610843,D,B,D,B,1
None,82,Muslim,144.3802682418112,195.83511123931845,C,E,-24.274168039395082,42.14286585717222,E,C,B,E,1
None,46,Muslim,85.36785186169351,110.43048629772203,E,D,-79.45119750197239,-42.13285731065891,B,B,D,C,1
No,85,None,-77.17363678506683,111.17411218053925,A,C,149.1862537829093,-35.84874719429704,B,B,E,D,1
Physical,85,Christian,-151.83931687654112,21.251461258991515,E,A,71.6587308628499,-47.91512430695649,D,A,E,E,0
Yes,96,Muslim,-80.07151091551054,-55.295570722911314,D,A,111.62277899921655,-87.81858053972631,A,E,E,B,0
No,85,Hindu,-80.09250665656789,-101.10711436583952,B,A,-275.0152329038321,69.26701659917828,D,C,E,E,1
None,24,Hindu,76.23409605695792,-8.998001973338384,B,A,-67.0693997290058,96.05902815509425,C,C,C,D,0
Physical,71,Muslim,-41.77668395250129,147.41985532972717,E,A,102.84561846778739,27.873343701862062,A,A,C,E,0
Yes,23,Muslim,99.43134748446867,103.20227787925143,B,A,-87.17184899939838,-34.51808286563503,B,B,E,B,1
Yes,25,Hindu,131.06784618914978,-83.07371633663891,C,C,-11.465949435482768,-60.70123675358708,D,E,D,D,0
Physical,50,Hindu,53.14723332189766,-82.68646754601946,A,D,75.65284336692632,-90.43013306306655,A,B,E,C,1
Mental,95,Jewish,-38.05450554321077,128.80621482789513,A,A,-160.08694967338778,-18.7261568642169,C,B,D,D,0
No,85,Buddhist,4.463308884051902,162.89913420484586,C,E,136.51775245462917,-104.91654385911815,A,B,E,B,1
Both,27,Jewish,-258.68269654937126,-54.53697116942641,E,A,63.14665417089738,-99.16845362537467,D,B,A,D,0
No,84,Jewish,-72.75566810786027,67.6378992974401,A,D,-62.00901878335925,0.3412222355929772,D,A,C,C,1
Mental,86,Buddhist,-50.1357748216701,-150.39024500677135,B,A,84.50605477700131,-116.29659289374352,E,C,C,E,0
Yes,49,Other,56.57483418182716,93.22736963511204,B,A,-83.68178805032058,54.90122820931439,B,C,B,B,1
No,26,Christian,35.12411562361882,-65.02356455337984,B,C,-72.19776661977883,-0.7879815858409784,B,B,E,E,0
Mental,36,Buddhist,159.60932547745682,71.6613027480987,A,E,56.85158500187275,190.8245971004981,D,D,C,D,0
Physical,69,Christian,44.74073802599627,-44.77456026696808,C,E,26.284893967086848,-136.77623436664277,B,E,A,A,0
Yes,53,Hindu,-79.42869903235928,20.37082957678181,B,D,101.60788988971233,24.563535894484687,A,D,B,B,1
No,71,Hindu,-75.88293078903014,-42.053811047169226,B,C,93.36022020164279,-37.49633405960464,D,C,D,D,0
Physical,76,None,-33.54651590405824,114.66653855033235,E,A,-119.32613935409928,-10.756684968021041,A,C,B,C,0
Physical,74,Other,199.64361730013184,132.0066446623644,E,C,-17.259178791652012,-161.7448539257523,B,B,D,A,0
None,25,Christian,25.10529389249687,1.7136386706411333,B,D,-46.77943193691806,130.7896358598533,A,E,D,E,0
No,43,Christian,15.820293364615177,118.94468639574032,C,D,-101.67649501953895,32.03419909466597,D,C,E,D,1
Both,84,None,33.37792669195501,93.99351958089359,A,B,-12.247505472057508,-93.01637383680408,E,B,A,D,1
No,68,Hindu,99.57990604745474,106.44279505140398,C,C,89.43378317066237,33.061332135941676,B,B,D,D,1
Mental,38,Buddhist,-23.149101410079272,41.08823035577629,C,A,-31.964344506997538,187.1546813879749,B,C,A,D,0
No,49,Muslim,60.07182136836507,-25.50677710936001,C,C,-115.00540414775182,-82.58682364866803,B,B,E,D,1
Yes,32,Hindu,131.72519245133773,-84.60660581206658,D,D,0.4569253872452636,-64.71360516380823,E,D,D,B,1
Mental,70,Muslim,-47.6819818660104,-246.86953253562928,B,A,-5.329223040810028,-10.413574182352425,E,C,B,C,0
Mental,34,None,53.98555716647928,-27.036477484416917,B,E,-74.47334203501043,205.243571720864,A,C,D,D,1
Physical,33,Hindu,67.55220796220412,-18.470623688931,B,D,-60.86441112660016,-122.67851900236475,E,C,B,B,0
Yes,96,Hindu,-8.414845486890634,39.25956593325532,D,A,1.486591372168095,80.65706357117006,C,D,B,D,1
Physical,23,Muslim,-94.21592886940408,-137.2040460712594,E,E,89.01928275462994,-47.98155822140364,E,E,E,D,1
No,69,Jewish,-96.53278572143321,29.723389251271527,D,E,-117.27721538938634,32.75037817538877,E,A,D,D,1
Physical,23,None,6.3602054512096,-16.122798073174483,D,A,25.25594504742477,-29.728171569504646,E,E,B,E,1
Both,63,Muslim,-213.47500179464248,80.46895670872726,E,B,-39.98339824893069,27.813338385387503,B,E,B,D,1
Mental,39,None,22.74545815992228,57.772697473110114,B,E,5.148827002807059,40.7859318534785,C,A,A,D,0
Both,62,Buddhist,-7.461926821761536,-190.5135128103502,B,E,-49.1048277745764,20.20620243951707,B,E,A,E,0
Mental,97,Hindu,16.588220719929925,7.496345538998722,E,C,-28.1769920155321,14.965559747689955,C,C,A,D,0
Mental,62,Other,-86.42162402183341,-57.78235100066376,E,C,159.47436355259427,-47.87069665989005,A,A,D,B,0
None,72,Christian,-14.203221755328604,157.84258098712988,E,D,-165.5665044490635,79.40869883865228,C,D,D,D,0
None,28,Jewish,27.952867213586636,-82.67654627572665,D,E,161.2834844714232,22.98888360772606,E,D,D,B,1
Mental,50,Hindu,-87.89084606535225,-138.17716695549655,A,D,45.96490834103983,20.063780396117355,C,E,C,C,0
Yes,70,Christian,56.074192473934744,-5.864582321313976,C,E,-148.6620076417283,-15.267633802428533,D,D,B,A,0
Physical,98,Jewish,140.44095279122405,-69.48181482662861,E,E,69.46743642565188,88.9235396951197,A,D,C,C,1
No,98,Christian,-53.503036148378435,-54.04563048102382,D,E,-35.57318716912069,-198.25103972818775,C,A,B,A,0
Both,67,Other,57.10598890096229,-137.47760732241227,B,B,-87.22253690056122,-202.35755224933158,E,C,A,B,0
Both,37,None,45.27312412021923,-94.65101263704443,E,A,31.987284706821395,64.84172229324909,A,B,B,E,0
Yes,51,Christian,-35.61385981028985,23.764337554279365,E,E,151.58936713756634,-175.51287835294494,D,A,A,E,0
Both,44,Other,-25.626215130066505,-77.88564392482498,B,A,36.37095683925119,-15.457994696631976,A,A,D,B,1
Mental,64,Muslim,146.53283203544913,-75.40261129300012,A,C,136.41584063805556,-74.39032168529343,D,D,A,E,1
Both,49,Jewish,-122.69802994123629,34.2638838751672,E,B,32.315919912316375,-229.63654182096653,C,C,E,A,1
No,30,Muslim,165.16203455060554,71.09403980735924,E,E,-10.876874563254088,37.31122911649562,B,D,B,D,0
Mental,20,Other,37.19125876480213,156.7049045347826,C,E,174.24417112115128,-108.70851109380384,A,D,D,C,1
Yes,92,Buddhist,-3.452433689886991,-126.86073890317802,B,C,11.927957840619165,-28.119192018979888,D,C,E,D,0
Both,55,Other,-46.918386267279864,164.02219536286157,C,C,-125.25031801923173,-121.90643127037211,C,D,B,E,0
None,95,None,-25.54655681135003,1.8923202962895835,E,E,-40.34888431077314,-31.906552131293815,B,E,B,D,0
Mental,91,Other,-217.24905706973504,-15.794435635910844,B,A,18.1880678508374,24.80590743524836,E,E,E,D,1
Physical,91,Jewish,63.82620558135452,-197.18484263421993,E,D,15.465879897530503,106.25927157936947,C,A,D,C,1
No,43,Buddhist,10.678163957205491,-45.40038906036392,E,D,28.20471619965026,34.06339868729183,B,C,E,A,1
No,57,Jewish,-102.20036057112954,55.905574656355405,C,A,-152.76080040541504,127.03105263133824,C,C,C,B,1
Yes,29,Muslim,54.356259393621784,85.69516312333597,E,E,40.600408514574085,28.920318922617387,C,B,E,C,0
Yes,38,Hindu,21.667986003894793,-68.22616593649346,D,E,56.98712929294306,-73.86182472504045,C,D,B,D,1
None,87,Muslim,164.10555057424355,-36.8745128443465,B,B,20.22743356733936,-154.07230061862614,E,C,E,D,1
Yes,91,Muslim,7.263645110201422,-143.4770638907549,B,B,34.013924992775436,-106.4640439665276,C,C,A,E,1
Mental,67,Muslim,-11.958190354169526,-89.58624021232423,D,D,52.344028238590646,-9.322561924895021,A,D,B,B,1
None,69,Christian,16.57622809773542,-15.865493677745565,A,B,24.172611600475477,16.35819446138543,D,A,D,B,0
Mental,99,Other,-97.77307207645816,-165.7766820906351,A,E,69.48685112078837,-131.4168872313635,E,E,D,E,0
No,91,None,-64.8886781304174,51.10156344270141,C,B,-100.23134572526624,-85.98388585536694,D,A,E,B,1
No,34,Buddhist,-242.39648856001835,129.8768117464337,E,B,88.09068713111542,-85.04129429344461,D,C,B,A,1
Yes,35,Christian,-130.93596929008802,40.49142896594768,D,B,30.809396957202512,159.7343216334884,E,B,E,C,1
None,18,Hindu,12.639933374425436,-46.296788826798604,C,A,7.796207437310517,-18.72270463153853,B,A,C,A,0
Yes,97,Muslim,61.63560529459598,-74.4488340858869,C,D,-155.23726569583084,299.29512304340625,A,C,B,A,0
No,24,Hindu,121.66340019971472,66.97872458355027,E,E,-152.50095977617443,112.76846748982025,E,E,C,C,0
Yes,84,Other,17.602571175757276,-130.40505780322022,D,E,-179.83317707698635,59.193071509333365,D,B,E,C,0
No,64,Buddhist,115.15070185178247,-87.8098299988336,A,C,104.57489302403584,-162.79552465418396,B,D,E,C,1
Yes,92,None,-38.46046332032921,122.96760657277144,D,A,229.51195440277377,19.056222048218086,E,E,D,A,0
Yes,48,Hindu,-144.55365400199142,6.202737628875257,A,D,3.8831300046581663,-131.9752129567711,A,A,B,D,1
Yes,23,Jewish,-23.557762550156358,71.19214524012408,B,E,46.231936114296694,-44.064991945851986,A,D,C,E,1
Mental,36,Other,99.07421749153545,-175.90429980732753,E,C,-8.804146281611454,37.37700696918049,E,C,E,D,1
Physical,83,Jewish,126.57890842727599,-55.48231522305977,E,A,17.5958783751288,-0.6628690872530761,D,D,D,A,1
No,81,Jewish,-106.91902574268227,-16.412082590277954,B,D,-38.76497965015081,-22.63523101441785,C,D,E,D,0
Both,71,Other,-0.2540435059062486,36.40930394690194,E,B,-8.544176245326545,-21.88031488400902,A,A,B,B,0
Yes,87,Muslim,-17.050140296480187,74.72038219066981,E,A,310.7590934002895,110.09076265282398,C,A,E,D,1
Mental,51,Hindu,65.82071174226589,60.003853617333704,B,B,-84.29966084612317,8.016199279602045,A,B,D,E,0
No,90,Jewish,45.50468121154562,1.3142308680227552,A,C,-77.85549880577238,45.3741768424821,E,C,C,D,0
Mental,77,Buddhist,244.2506463100205,-12.532381625531707,B,C,2.439084506279804,45.86027000365313,B,E,C,A,1
Physical,83,Hindu,66.68862136114106,-137.48668233448387,B,D,-64.86856914935996,4.4519717642731855,E,B,D,C,0
Mental,61,Christian,-41.560622470666104,66.6286144065614,C,C,6.9799994750847905,23.89511898649868,A,B,A,E,0
No,34,Hindu,121.28160691176053,66.00804600178675,B,B,-26.195262459015822,116.2617640533634,E,D,B,E,0
No,49,Christian,61.77891310034943,-2.0359319945316905,C,C,-95.10068344436093,340.12187841059375,E,E,A,A,1
No,71,None,-135.58558253984344,140.75682538173731,D,B,185.8838268040084,51.58440863470515,B,C,D,E,0
Yes,34,Hindu,-21.82820700967262,-175.58710026246695,B,E,-21.4860960492036,20.81913343256161,B,B,B,C,1
Yes,56,Hindu,245.67388070481334,40.89762943612288,D,D,81.36419684434793,-71.20467275709194,E,C,A,E,0
No,90,Other,165.4323703774609,-66.55590319403832,B,D,8.896108376666575,-169.39041832016835,C,D,B,B,0
None,33,Buddhist,-146.96294170260245,-139.9600856882613,E,D,-29.556909290279226,-225.10159959995391,D,A,E,C,1
None,45,Jewish,58.413625045606935,40.52046734175598,A,B,30.906859693612066,-150.3382395116739,E,C,A,B,1
Mental,63,Other,-38.37054033205039,36.435085771720715,E,C,3.5476280061741132,-26.114143052008853,C,A,C,E,0
No,69,Buddhist,-46.92039880732652,121.58530317251646,E,A,-66.70486858449382,-93.73145072692516,E,A,C,E,0
Yes,28,Jewish,-75.04271050496384,-47.14039180249434,C,A,-58.72395745243806,-85.46643736680373,D,E,C,D,1
None,59,Jewish,-20.432848150064473,-33.57146704771219,E,E,25.162340504276948,-26.116112044671567,C,E,C,D,1
No,33,Buddhist,-132.888698492558,77.00492063972739,B,A,-29.23646440105308,37.11469109047373,D,B,B,C,1
No,47,Christian,-68.97814372866718,119.207548326503,C,D,80.26309794547731,-13.239770668334552,D,A,B,C,0
Both,48,Muslim,-14.114041996663488,-36.610725282327394,E,B,94.65951574522484,64.29483878319327,A,D,E,D,0
Both,25,Other,41.40152446793129,63.98933321179905,E,A,-62.6832376897142,-0.05897480806809795,B,C,E,D,0
None,21,Jewish,185.65756119704423,-147.27130173822903,D,E,19.70777147605263,-69.79821745531184,C,C,C,E,1
No,91,Christian,93.26790852107814,31.306249876554865,C,E,15.76266153886352,46.933701540481685,B,B,E,E,1
Mental,32,Hindu,53.012252155864836,280.00839334598913,D,E,-86.26843451991132,180.60733177382122,C,C,B,C,0
None,19,Hindu,-101.28169193052744,63.674787815692405,C,D,-167.90719518955586,-9.035874048567424,A,E,E,E,0
Both,26,Christian,-9.05088586291606,-46.14552797393418,C,D,190.82604364200063,-132.0019833891493,C,A,E,E,1
Yes,66,Christian,-98.09738025931965,-33.82467946255695,A,E,-2.903157050764576,-32.03800098725142,C,E,D,A,0
None,86,Muslim,71.74320256927422,-37.87851967458326,B,C,29.809992544377273,-134.2320624720272,A,D,B,E,1
Physical,42,Buddhist,-58.02927242999738,79.40214281422024,A,C,-36.742952126569136,9.865301170579077,C,A,A,C,1
Mental,67,Muslim,157.09820542423273,46.982830631672044,D,A,-46.77819343694481,-63.69500532143532,B,B,B,B,1
Physical,44,Other,11.822697364179746,72.07856530795064,B,B,80.65701030624123,-54.948922738902816,D,C,E,D,0
No,64,Other,-7.0476652806808096,-201.4264650808042,E,E,170.72798258063324,-8.2444470230888,D,E,C,C,0
None,25,Other,182.27133972126884,-54.184122792484246,E,B,88.79327010853468,25.10959216308001,C,A,B,B,1
No,49,Hindu,-23.549562864275117,2.952742314157395,D,D,71.06641725450072,19.928639534668914,C,A,A,A,1
Mental,52,None,-89.7351904178242,-61.22872799205435,E,B,133.96586447912168,-163.69296276900675,C,D,D,E,0
Physical,78,Jewish,-9.51509563323244,-16.772853890164853,B,D,72.3620191176372,-120.29671328135481,B,C,C,C,1
No,57,Buddhist,24.054367662853526,-53.0476557695486,A,A,-6.3951753772984095,69.26888844110006,C,A,D,E,1
Both,95,Hindu,-193.24042899932988,30.15292589318137,A,C,18.72824612677061,91.27887442590654,D,E,E,D,0
No,34,Other,-79.31591340185497,4.726183694569741,D,E,21.728216762773954,114.95532319945754,B,B,D,A,1
Mental,76,Buddhist,137.1250008020258,26.15033188061734,E,A,-146.2680883091388,44.66856303693418,E,D,B,B,0
Mental,32,None,-21.92021878605613,-135.78614325988895,D,E,-32.509643549584496,-64.00460187563101,D,C,D,E,0
Yes,98,Christian,-31.40172326090408,-5.185966975141322,C,B,-261.5997132852462,-54.98052642739945,E,E,C,E,0
No,99,Jewish,66.11486572594698,-66.97668879653413,B,E,-77.21227119653929,53.54365917748277,B,D,D,B,0
No,62,Jewish,-193.94332260021685,-4.769487537282612,A,E,-46.24944666986749,-40.94803255343185,C,D,E,E,1
No,81,Muslim,-70.41088579930548,-31.247739929277984,D,D,-110.26648542272721,-0.43845767116297873,C,C,B,E,0
Yes,60,Hindu,25.855754908714008,-97.93585246222828,B,D,60.18655418938342,-92.45188344677265,E,B,E,B,0
No,89,Christian,-114.01453410744462,20.41483916500206,A,B,-39.698452452515426,105.31623815519826,D,A,D,C,1
No,53,Jewish,-17.365466004936316,-73.3618580966104,E,C,49.29294467954815,-58.02914069858469,E,B,A,C,1
Yes,91,Hindu,36.58355301521445,110.48762386478515,D,C,-7.211561698953703,77.89717590660513,D,A,D,C,0
Both,36,Muslim,-87.95201314565297,10.613304745291611,B,C,101.92929055787567,-30.533716918364366,D,A,B,A,0
Yes,60,Jewish,7.292236136483665,51.55291384054814,B,A,-59.74707451087916,14.316010052785044,C,B,A,D,1
Physical,72,Other,106.723827588067,117.51688398000397,A,E,-84.3328758089117,-51.80382977363337,E,E,A,C,0
None,93,Muslim,33.93753650815312,87.94009110555093,E,B,-1.9681024354949506,112.35531028806109,D,B,B,B,1
Mental,60,Hindu,-2.2155536826306226,-62.760729760504695,A,C,-9.716723427395669,-169.85522719885122,C,B,E,C,1
No,69,Other,14.519125539802191,-142.60014907835077,E,A,-111.48384464443062,-1.2365860799097759,B,D,A,B,0
Yes,81,None,124.0365821033024,143.89854099324185,E,B,20.5451636190323,-3.78537601404985,A,D,E,C,0
Physical,99,Christian,-107.84799244757552,-85.21634195059431,E,B,-20.948770523965386,18.230937690996946,E,C,D,D,0
Physical,22,Muslim,103.65012773691753,-185.92993150338327,A,C,107.10330278432613,-52.38184540273263,E,A,A,E,0
Physical,26,Buddhist,-118.78162967457287,-241.46231105315675,D,B,-8.448498370483096,88.89231425004598,C,A,D,C,1
Yes,62,Christian,-120.56622953763897,10.833344433713167,E,E,-128.5506426495759,21.657698770140016,A,C,A,C,1
Yes,60,Hindu,-39.227519735287125,64.18452237770592,E,B,130.29711326991597,59.552469239573846,E,D,C,B,1
No,27,Jewish,95.19142493975627,18.862495695154823,C,A,-33.3133337640645,274.4283359585126,E,E,A,E,1
Mental,48,Muslim,11.54859452442535,24.004610181151936,A,E,0.5087648150391979,18.103469400541556,C,E,A,D,0
Both,99,Hindu,156.26959561394798,65.28055419632362,A,A,-25.84617794732565,-147.0903437298736,D,C,C,B,0
Physical,30,Hindu,-84.45519313837771,-15.4380772764738,D,B,-56.26054716691423,119.70697309230927,C,A,A,B,1
No,46,Hindu,73.53791870440773,-10.349363642897448,D,A,-26.960185230895696,69.07899056756443,A,A,C,D,1
Mental,72,Hindu,-164.82383106186924,-40.303918718426345,D,E,68.05782110079397,139.73749193154535,A,A,A,C,1
Yes,68,Other,-84.58745940531283,-1.135024507060749,E,B,75.22353908115876,10.564302324953308,C,A,E,A,1
Mental,54,Other,135.38168561760392,-213.4780841612789,B,D,22.58717601374821,-85.87004213433974,E,C,E,C,1
No,77,None,-32.27938235493073,126.14587255735452,A,C,-1.865828866548952,29.58721382353006,A,D,A,B,1
None,80,Buddhist,43.326982474374034,35.22793503311391,B,B,-121.51755541922162,-12.61968933657219,E,C,D,C,0
None,48,Jewish,-55.64975482398419,40.964438114565915,E,D,-26.08412951471707,-39.905590064308136,C,E,E,A,0
Both,96,Christian,61.801671035743055,38.267745204386664,C,D,-263.52710096555705,-22.80475918134599,A,B,B,E,1
Mental,43,Buddhist,28.65002435903934,-29.964722509854496,C,A,6.528322274492279,-43.220853890258994,A,C,A,E,1
Yes,84,Buddhist,-129.6351158330782,94.4174267374465,E,D,40.96352115296643,35.54610591802201,D,E,A,C,1
No,56,Buddhist,189.66141870484506,-28.075022872592616,A,E,-55.12696540498615,147.15363388576347,C,E,C,D,0
Mental,50,Other,59.2231968069971,-113.84806481358048,D,C,-174.80248990669546,-57.63056671051865,C,B,E,C,1
Both,85,Jewish,-39.260096945343946,-60.97257030000919,A,D,45.811337863668996,5.362395592382863,B,B,E,A,0
Both,52,Jewish,-12.374842590346777,-209.06341128362794,D,B,-106.78034526824337,91.48253220587793,D,D,E,A,1
Both,32,Other,109.9594025071368,-79.12700889598908,D,D,12.050003661411383,40.48147639195538,D,A,E,B,0
Physical,82,Buddhist,-4.8572195009925885,-116.30070489538022,E,B,-65.90259241829251,138.4124195234275,E,D,C,A,0
Mental,64,Jewish,-104.62945939377737,-21.877812160082964,D,D,85.3748707486126,-92.79727404457017,A,E,A,B,0
Mental,50,Christian,-12.327955962275858,29.280105995327236,B,A,0.006724544853155513,14.015270382716144,D,E,C,B,1
None,83,Muslim,31.767365996629287,210.25529461706665,A,A,81.67918068304373,116.28812164748126,A,B,A,E,1
Mental,73,Christian,131.54203044095274,-109.66680878826497,C,D,110.09541592550364,26.487099849640927,A,C,C,C,1
None,40,Jewish,105.22844045263926,-48.2464469746341,E,C,-41.33117270317483,-16.157150021621767,A,C,C,E,1
Mental,59,Christian,-178.4858458869136,-58.73736572485262,A,B,77.00734326497279,15.54636311595902,E,B,B,A,1
Physical,44,Muslim,-157.264232842546,134.81166625394795,A,B,-37.12005542168972,-183.54993660540129,E,E,D,B,1
Mental,86,Hindu,-11.977243987115619,6.0701507864175674,A,B,145.09639544272116,9.37115187750932,C,D,C,C,1
No,74,Jewish,-53.855842201072214,26.37267672648132,A,E,142.57962830882653,201.26369198552757,E,C,A,E,1
No,91,Buddhist,284.2948100700924,-6.620097806322196,C,A,-66.2034360061015,-48.86508951816781,A,E,A,C,1
None,82,None,21.10964050305333,169.50501555501336,A,D,-13.440999012494265,86.35623623914177,A,C,A,D,0
Both,70,Muslim,2.873661002992175,109.21863872845594,B,D,49.532249115921616,95.32544198482475,A,A,B,E,1
Both,63,Buddhist,140.73288090497434,76.70882956339307,D,B,72.5777394866073,-151.56732280945502,E,D,A,B,0
Both,44,Hindu,14.631421625261282,80.86127741538776,C,B,-80.19980562802056,-82.25573811114718,C,C,C,A,0
None,81,None,-2.135448221455826,75.80909038149638,A,A,-125.61091861230007,-14.510577740819544,B,C,B,A,0
No,25,Hindu,138.0315734051814,140.7360883207407,A,B,66.86481837636715,-114.63347669496477,C,C,D,A,1
Physical,60,Other,-89.98733757647028,38.6728902761454,C,C,-19.02150687206477,32.1307833943391,C,B,C,B,1
Yes,33,Muslim,-13.847240180220568,-52.97332110355725,C,B,-23.185942729107957,6.273352452079252,A,E,C,D,0
Mental,63,Jewish,-58.77488383549664,123.27841816200815,A,D,-205.8550854477934,46.97624311999763,E,A,E,A,1
No,96,None,37.80496461697755,58.89868343943526,D,E,-42.423885999517175,164.6662041983067,B,D,B,C,1
Both,75,Muslim,189.55060902441627,-198.176126576284,D,E,-109.60352894915614,-114.91236529191835,B,D,D,D,1
Mental,93,None,-7.333975339877544,-64.54223714126574,D,E,-56.09403168900911,-128.04923600415142,B,A,C,A,1
Mental,66,Muslim,-50.49689660073295,-98.3063695321627,A,E,-25.072076130997793,51.40243188310165,A,A,E,A,0
No,81,Christian,-50.34076716048701,-169.66992613117563,E,C,-177.05033357553117,8.806701758510169,E,C,B,D,0
Yes,64,Muslim,154.12299561781344,-50.50259057978539,B,E,-47.754705892908845,69.32458599134932,D,A,C,C,1
Yes,78,Other,26.886843897179613,-1.351328534335052,E,E,131.3034293219527,-65.94026706293178,E,B,A,E,0
No,23,Hindu,-41.56234860477703,122.51466726165485,C,D,-65.92151488060956,23.04021082150082,B,E,A,D,0
No,81,Other,91.37786796241156,-12.881193177800675,C,E,-29.6584950331873,-145.7103287202666,A,C,E,A,1
Physical,49,Jewish,-91.01778438807399,-145.24352638529916,D,E,-48.949722071282764,-181.86933225419642,D,D,A,B,0
Yes,30,Muslim,108.8098150424897,-51.056640902379016,B,B,-126.15151366271276,105.6098405937746,B,B,A,D,0
None,73,None,91.67891466967558,-154.5836931462377,C,C,-81.47065078559685,96.91466694518776,A,B,A,A,0
Both,91,Jewish,-82.36920258511017,104.62048399783728,A,A,-58.15720065300988,112.11339456576022,A,C,E,A,0
Mental,74,Christian,35.54080628598513,198.61904402249033,E,D,66.99516168023979,250.9290553012149,B,B,D,C,0
None,64,None,31.030705811275904,11.630865324248717,C,A,-7.274355710920248,-13.93421248487465,B,C,B,A,1
No,38,Buddhist,98.30821973626529,116.84237130581457,E,B,-111.07714945903486,-206.60756834537045,A,C,A,B,1
Both,63,Hindu,15.144483613913698,148.310349993497,E,D,-15.918199110572598,0.128135413828642,E,B,A,A,1
Mental,69,Hindu,144.72825530369482,-24.41027197634326,C,E,-46.965367747968614,0.3802745489212475,B,A,B,A,1
Yes,41,None,122.84487664640717,118.54891010117893,B,E,-85.42776599877456,-99.54812324271654,D,A,D,A,1
Yes,51,Muslim,-49.555647542116915,-118.40217768452463,A,D,-23.75162764755813,-9.540972924044123,B,D,E,C,1
No,87,Christian,-47.47816445357426,-1.55830902564628,B,E,170.03956629097087,6.497934526656368,C,E,D,C,0
Mental,41,Jewish,148.87079862711613,46.04192765001333,A,A,-45.02553618584121,-7.8090239494325795,D,E,B,B,1
Yes,55,Other,-47.884772974403866,-108.03710015852775,B,E,100.9589626646064,-171.74534879966507,D,D,C,B,1
Yes,68,Hindu,97.10143212870624,-167.32415278209243,E,A,183.5958882165028,101.98162608696333,D,A,E,E,1
Both,84,None,49.76896079183189,-94.54204455955436,B,B,218.9602955340311,-115.67738042963825,B,D,A,E,1
Yes,88,Other,66.09159722856569,20.172614372925384,E,E,182.5689973365592,10.772525405284101,E,A,C,A,1
None,41,None,-56.114878950232594,34.573196721437284,A,A,0.8862249485094245,-111.072682146876,C,E,B,A,1
None,52,Jewish,149.00412823555237,229.89989532523407,C,E,32.88921411042101,76.37836275783675,D,E,E,E,1
None,20,Buddhist,27.766906075472853,-40.58172292160624,D,B,-218.6583819254251,214.30643807097698,C,A,B,B,1
Physical,29,Jewish,-47.74199042338762,-55.18770900203464,B,C,-21.123749210649752,-28.054842025683758,D,D,B,B,1
Yes,52,Jewish,-105.63157315220349,170.9398801020821,C,D,132.47735501288713,74.98228944345685,E,E,D,D,1
Mental,79,None,133.48456546982024,118.53501513882874,D,A,-75.11102468575392,27.592292720764267,B,E,E,C,1
Yes,86,Jewish,8.993383938723692,-5.66724777230988,D,B,90.54362476529519,-49.973932128260316,D,E,A,E,1
Mental,39,Other,-85.41459772336277,70.23563966359595,A,E,53.57166828922809,-38.65914947465252,A,B,D,E,1
No,83,Other,34.69613904659142,175.7561976446272,B,D,-27.91039031122933,-136.48191559748082,C,E,E,C,1
Mental,94,Hindu,43.32802076591122,23.364497238716172,E,E,-111.30146448857458,-244.50073417756192,B,C,A,B,1
Both,54,Hindu,-56.23349428872403,-154.4631803327017,C,A,2.0333629309682197,48.23360038683173,E,D,C,A,1
Mental,78,Buddhist,117.32964136148556,-118.83143147310807,D,A,-172.49910579557272,-6.173007749871987,A,E,B,B,1
Mental,22,Christian,-71.34912493222669,-78.39607411464097,E,D,-43.871968350690224,-14.167421305126368,B,B,E,A,1
Physical,48,Buddhist,116.77112389479014,-249.5097113417376,B,E,-138.7785845624316,-24.419444226799115,C,A,C,B,0
Yes,18,Jewish,-65.7571436658436,218.56588973489696,C,A,-244.69096834578963,165.1893223682712,B,C,A,A,0
Physical,62,Hindu,-55.49475761794097,70.07262264840767,C,B,0.7923841723720422,-151.75197714215662,E,E,A,C,1
Physical,35,Muslim,-54.99766665317044,-121.7147654963587,E,B,146.37123858007746,27.28319216887447,E,D,A,D,1
Both,26,Buddhist,33.33824662310463,80.32734850564499,B,E,9.803507025271529,-79.71024162360094,A,D,C,D,1
Mental,76,Christian,-12.778249824002977,16.64392359209255,C,E,-0.3266244897908968,-31.328753622005216,B,B,A,A,1
Both,67,Hindu,-136.21694313260008,69.96818367785042,B,D,129.90093451959777,68.81386957803616,E,B,E,C,1
Mental,80,Buddhist,17.913761474444996,193.44793572289714,A,E,-114.36300953150213,-48.597766365011054,D,B,B,A,1
Physical,90,Christian,-129.1685660738162,-8.92423067275359,E,A,-66.4772849087056,55.695408272266135,C,D,E,D,0
Both,96,Hindu,-33.79145911612837,-1.9043773418069838,C,D,-100.55044612709862,38.66236467998193,E,A,B,C,0
Yes,18,Hindu,-145.8983814485777,-173.41825342847943,C,D,121.0114020728874,-28.53454375218548,D,D,E,C,0
Physical,73,Jewish,-70.11882937624982,-79.45983986198098,C,E,-176.072940687769,28.903245271807926,A,B,C,D,1
Mental,19,Muslim,44.14900484213697,64.55627971452971,B,B,-183.67325069508172,-9.51276446933928,D,E,A,D,1
No,26,Hindu,3.525981887924645,38.67062409808828,A,D,22.908146435152872,-151.48619708590127,A,B,B,E,0
