handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
None,C,A,C,-206.0110021674471,A,25.856897304392778,C,-156.20975916472833,108.51620524278988,C,-2.1636374599510266,50.80733291832882,B,A,-129.5445190097132,C,239.8985578604577,E,6.5956307996451855,1
Yes,C,B,A,-36.157111421116625,B,-13.431906072907907,C,-267.2006793511126,-86.08924320813303,D,53.36951835162791,-75.29212034324165,E,C,-71.09605333639544,E,46.538595367843286,B,208.87186902409707,1
Both,E,B,A,66.0846227474227,C,131.1528923837343,B,182.81792257223984,181.0058407981678,E,89.56960770276085,-85.08407868843206,E,C,-77.02856560552082,A,120.44569147508264,D,-37.641320826548835,1
Yes,A,C,A,-43.76853819333788,B,68.3039312036315,C,12.53167680154208,-139.52267910177153,B,26.27758741746297,-49.37081149746885,E,D,82.35957639661387,E,-46.82894277568253,B,-126.5857350895744,0
Physical,C,A,B,19.02123379805813,A,85.1772828255383,B,-190.6387293318618,57.66800664958893,B,107.72531662515581,-30.094507863940056,A,B,240.43772675202888,D,-86.10211641414244,C,20.22290457973477,1
Physical,B,C,E,21.415477465361082,C,-67.98345890076266,E,-73.05623647082253,68.48883047414496,D,77.20895032607558,172.99480772799953,E,B,104.581786320936,C,-40.70358882370627,A,-46.21459232761021,0
No,A,A,A,-127.19242674710745,D,122.6345485817284,D,74.2866081991967,112.02751164307129,A,37.625578387151606,115.67398179464945,B,E,18.90695312940839,B,66.78419791243007,B,-140.54792071699552,0
Yes,B,B,E,-74.87035732718002,A,-23.43165801177114,C,-13.322471372485948,-19.294758630066138,A,-158.2152193011973,81.08322200481616,D,B,64.34345995350293,B,143.28341407393333,C,20.799881888567704,0
Yes,D,B,B,48.55241966864874,E,-19.82863648873987,B,15.568482558991917,-96.68258347672553,D,38.64000637530549,-174.1753843830972,C,A,-43.70798125972549,D,129.22506956244862,B,26.276815550741905,1
Both,E,C,E,71.18157108205281,C,-38.130139828541346,D,69.68336366671612,78.7300061932562,E,-13.79592546420023,-64.27532184070131,D,B,144.26294786515592,B,144.35897575465,B,15.030031965891796,0
Both,B,B,A,95.27914710340963,D,-39.49069821251761,D,118.5064595843348,-189.4953746502298,A,-22.017001537176455,19.508077429263338,C,D,8.773199060193727,C,-276.3561572654391,A,-58.16384010567654,1
No,A,E,A,53.35602986483394,E,-64.4634397703444,A,-115.35326104878081,-30.915550153280513,E,77.83572600545244,138.07789172395337,A,C,11.048099369704612,C,-27.759034817501377,B,-17.90387624956122,0
Mental,B,C,B,-14.45223045054356,D,105.79600499957374,C,41.29006689234431,-95.46515622195751,E,37.95304340842479,-80.58673100162157,D,C,-69.83277029777858,C,-31.54836202601302,B,27.376858372578905,1
Yes,D,E,D,31.959937092107943,E,61.21417250235307,C,49.95159609613715,30.001782330675347,B,-123.34354937495138,36.73331067403132,E,B,3.6241851399595855,D,-48.141293695073465,B,53.98166387102823,1
None,C,D,C,160.0123997341288,D,-53.116142696808474,B,58.626880790914505,97.36175016213039,A,13.189076569547986,-39.74199448761778,B,A,-37.261359072297104,E,-29.77304282711355,C,47.51183269089901,0
Mental,E,A,D,106.65329347333142,C,-32.06096384787568,D,-192.93488378427693,-53.922089085111935,C,-54.850284367301974,2.46234239346525,A,E,213.53944501948027,B,-133.67987100506596,E,38.02198973502239,1
No,E,B,E,-36.261750898249616,A,-58.96276871187863,E,28.122440039509446,313.0959353914154,D,45.38774124209626,-270.7031165305591,B,C,111.9772186928046,B,-81.82295630395657,E,-44.77926650198004,1
Physical,D,A,E,56.8029105849806,D,17.329934474775804,D,66.71228840307434,-34.32450450988533,C,107.83103558707398,-97.28652557147785,B,B,-36.72141949818495,C,-5.294675643951079,C,-119.13420002218756,1
Mental,D,D,A,1.364309820225929,E,136.5017918540988,C,74.33081761891785,39.3728925556107,E,-15.687037892785686,-183.88965796180355,C,C,17.832153560475493,A,-12.034085559411107,A,66.78831869615261,1
Yes,A,B,E,12.93559292488431,E,113.2328905128554,C,-138.36596467551206,-19.830450291067216,D,-114.39812319619736,-8.58071962989272,D,B,75.86132994125623,D,29.59292656367074,B,17.93701929577892,1
Mental,C,B,B,119.43278847643084,B,-28.983640665135884,C,-66.29740202914773,-63.66383887965156,C,94.83629794432142,71.28691204049663,C,A,167.87829722711103,B,37.266159575959925,C,-33.49342730913513,0
Physical,C,E,D,31.422685088268622,B,84.14665953641011,A,146.3267471501694,32.89659269792805,E,-145.6650730527017,111.13141791715691,C,D,22.09879440994364,D,-67.32747370372867,C,-27.323087991058504,0
Both,B,A,C,33.90511541352854,C,-65.54665225192213,C,-38.661586348572406,-91.43811137707775,E,235.77310029803243,103.0152762510694,E,A,90.74227985249838,C,-111.27443725976805,B,-69.82396566065457,0
No,B,B,B,97.16326802664702,C,-63.90487461997325,E,41.90108344495342,-126.28020508173063,B,-88.0958920112123,130.04942582611383,A,D,-34.584021777974144,A,39.013600346145985,A,-21.380923003389437,1
None,B,C,D,-140.39135510357698,B,-45.848490909282546,D,-50.308230641967874,64.71877274251499,A,1.630391767053299,-39.99075713734624,A,D,41.21959787650634,A,-94.80457607064413,B,-44.96367483425746,0
Both,B,A,A,129.18312666982536,E,76.89705243668263,C,-14.523429216991582,191.3088574822431,B,-81.86063259254799,-123.58043648133506,E,A,109.04836096778084,C,157.27308803993049,C,47.86369788761764,1
Physical,E,B,D,-4.377160824142058,D,-51.30967195854311,E,-156.50211114412883,182.73340672531464,C,54.85359971169549,-80.50365907232403,C,D,-79.81883352454194,B,-25.46794496847883,A,47.020855795630936,1
Mental,C,B,B,-85.61540855366277,B,128.02636016052136,A,47.70640262277735,170.08885801124708,A,-129.11545228494757,-31.643274152539608,D,D,-98.24886332446387,C,92.62634752147366,B,128.94012208807203,0
Mental,A,C,E,-208.57070734858883,C,-18.542693740515347,E,83.5486957921723,-58.276125349201024,A,68.22567731989658,-218.6733943133493,D,E,37.55729580400914,C,0.6674359166301755,D,-26.98230734887521,1
None,E,C,C,132.9302747553654,E,-216.59724020804555,A,-133.37761231529507,148.57056503251286,C,70.46607290111272,-33.839995633298436,B,B,-82.1472942413733,A,-98.20320121619062,A,-50.59443346821057,1
Both,D,B,A,-41.556398456940016,D,24.89437261729168,C,-36.06459225807008,113.63993909955848,E,-23.41860280465812,33.59343603052129,E,D,-93.25770263791114,E,-30.244442525478576,C,-10.385999942201956,0
None,C,A,C,121.90690122952714,D,55.95588747085719,B,-59.49304825459395,110.50125429029995,E,-60.02244474408889,-133.4631329788784,D,E,133.6097127685798,B,93.98780600753439,D,-115.03684797844002,1
Physical,D,B,E,5.936918729806749,A,75.4215083033594,E,-38.196945712873365,-18.985498731114976,C,111.25010425721649,28.309759520427363,C,E,-103.50841786968716,A,-139.00599065218742,D,-67.19771095381367,1
Physical,C,B,E,3.5578085289146433,C,128.2787974476093,D,-49.77316839041954,-71.7899273198513,B,-9.108150370433037,82.640659780723,B,C,-117.57922195366586,D,-47.499196095827635,E,-126.42647330878722,0
No,C,A,C,-95.02308336971883,A,-162.45363268324044,D,78.94236396798318,-144.3639712217152,C,183.21029185027157,-30.41807079788848,B,E,145.28666402116068,E,97.10111616909859,A,-11.861875682444643,1
Both,C,B,D,-1.2495046656981028,B,-88.63008932525248,E,212.18004919492546,-18.48533066131975,B,48.10212586243491,-71.80888366547654,D,E,41.52867044219055,B,73.0904509104235,A,116.62595475645054,1
Physical,E,E,E,179.31554458966184,E,-110.21859107681368,E,1.4001987376878897,24.907946394240113,B,-97.02026428131592,65.81493760319329,D,D,71.39389209774184,E,-300.070286334717,B,88.37395415270774,1
Physical,E,E,C,18.29026759739138,C,-142.14915070315803,C,-93.07624884456969,17.51159934410622,D,-191.47318576382995,47.28222907820611,A,C,57.98213850517862,D,0.7765931785981829,E,-148.34437330280096,0
Mental,E,C,C,-43.25717143231204,A,39.46115025908124,D,103.63603275535198,-123.83164073233111,C,53.97488709805227,-142.3787571750122,E,A,-58.70710211653469,C,90.47476666216139,C,-203.30641916832124,0
Yes,D,D,A,40.92861109968061,C,-34.12345820739595,D,-5.7159064858237265,-58.846006728474705,A,-19.988964356496787,44.55357048854658,C,D,-39.65318760927417,E,63.552631827146264,E,-36.15577867150429,1
Mental,A,C,D,-141.13753458131367,A,-89.83673193949969,B,-96.52713262671493,-98.18998633771736,B,-215.4626692801745,-29.737387100586304,C,A,-0.3392082179693067,E,4.70484272250022,A,-64.774047794552,1
Physical,E,E,D,108.21081450587322,E,8.154280168938447,E,-104.99045158291327,-20.876813642382093,B,40.01728603617638,-205.4715642953627,C,D,11.86820477876308,C,-79.25249543249652,C,69.84546259598463,0
No,B,E,C,-25.803407266157325,E,1.2261858002277204,C,-104.66728005150763,-197.8999948889216,A,-31.29483731665837,-65.30741749922811,B,A,31.947009071006775,D,126.51960463437555,A,97.27591830220584,1
Mental,D,B,C,124.7180186594695,C,-7.115717251642819,E,-76.25986244463606,22.17465968004975,D,89.73397594029186,-124.6783672857946,A,D,37.60074112952353,D,121.30345208623862,B,59.20530970111631,1
Mental,E,E,D,-46.31365619270529,C,-61.36709830136062,C,116.87250123373987,-41.74963203059169,E,-103.62326440119472,110.2019705445003,E,D,11.800159598480336,C,-51.99776062984838,A,-152.47563730039954,1
No,D,B,C,-272.7371804531896,D,-162.13482365286526,E,-31.732697183925513,-5.306133061194795,E,-146.9097077166792,6.322905138966483,E,B,14.034655910553544,E,-16.833813996219245,C,49.79862963946544,0
None,E,D,A,11.579818117154597,E,23.68475634349269,B,-92.84959907850114,-220.3683418664751,C,-61.096743016060316,-76.73280408094605,C,B,148.08859082206695,D,161.01297783214562,B,130.9269845905072,0
Physical,B,B,B,-88.08116804299488,B,-107.42778649265405,D,89.25170130478884,-69.15082615626929,B,202.91105185739724,61.56102340461514,A,B,123.07761511745892,A,-11.259226484469389,D,27.094541813613628,1
Yes,C,A,E,-194.9696437150641,B,-119.59943193397682,B,-25.42421197325217,25.781879768254186,E,55.97708081313789,-15.874437665743551,D,B,97.80941028993931,E,56.123786666091306,D,35.68755077253154,1
Both,A,C,A,8.095590046333212,D,54.65212461392163,D,205.80585133044536,50.11600381397234,B,50.823508446451186,-163.41169053025916,E,D,-55.68533147561615,A,45.06394568954735,A,117.62483213304687,0
Yes,B,C,E,-64.17659906575254,D,-13.437443103513571,B,148.2961573492721,130.80321481908246,B,-242.7403124900747,-37.43527203007323,C,B,74.19805391912962,D,-139.06169412960813,A,-92.9835970822069,0
Both,E,B,C,-37.18884347879876,D,35.220927410360645,E,11.170857132645047,167.07289971166009,B,128.07337227755667,65.83518863836512,E,D,90.27553916055925,A,46.87685421647692,A,23.826301614789276,1
Both,C,E,A,-46.0548631520501,A,-62.02377126587248,C,55.138640720114566,-12.751583634742293,D,-17.743374643111448,-59.02213725568425,D,C,60.7455412800744,A,29.37255107519216,B,-0.20732047319353877,0
Physical,E,D,B,74.49510901570558,C,61.85801404124109,D,21.376198025867925,-35.711847482922785,C,-60.80844057538508,-59.20699110443716,D,A,127.30856353612403,A,-78.92238748288722,B,-79.25137422929818,0
No,E,D,D,-127.72643953578799,C,-27.061609001752785,B,-107.35644987149826,-142.1711744146411,E,144.72775735137054,149.3986195154332,D,C,-22.783150673551866,A,67.44049381708356,B,-48.99238760958787,0
None,C,B,B,79.11364219275488,E,183.3836574931977,E,38.6489000278057,-125.8834187783671,E,97.9859520607869,-47.834014296905885,A,A,88.69396722365758,E,42.59811174561601,B,-40.07325043346833,0
No,D,D,B,-65.53735023643299,A,52.30123604174851,C,125.11751755724956,-126.1058128327201,C,-37.17586313804148,-40.770763571025505,C,A,41.72032299500367,E,59.47230165342054,D,106.72103983320322,0
Mental,A,C,E,-14.635126926541343,A,-61.700049279557554,E,-153.8187289287388,59.0339059900702,E,160.92811648038813,-4.32386894420013,A,D,-150.53650263983477,C,130.6492235134989,A,-45.06810945384533,1
Physical,D,D,D,-69.18928428446335,B,43.53975801919756,A,-103.80460055224925,189.26093236263412,A,-62.4162552861647,-109.80580356540783,A,B,102.5054902941393,A,42.99480836505503,D,-75.00855686737775,1
Mental,D,A,A,-20.792697233589653,E,-90.46509397110376,D,58.2243777466166,-150.80168823376795,C,33.5351830859101,-27.422920637797652,A,B,-26.444610626874,A,-6.348914509721898,C,-74.84422676755678,0
Both,C,E,D,-132.19401941882086,B,-1.432026817875552,E,-3.5043008005366563,193.46266645293468,C,-18.169559489761962,-131.76466818340734,C,A,25.14322010974608,C,177.6507117154631,D,181.84024527287622,0
None,C,C,C,30.870871292907847,D,89.63194976356846,D,130.6878223637127,-92.63752642126171,C,152.39205979211727,-22.126230106989734,A,D,24.005215337315093,B,-183.00668985335545,A,169.26623627082515,1
Physical,B,D,B,39.01277813797409,D,7.950952291662444,B,131.82833192475917,-107.04168031951345,C,-172.89418801202004,-56.32891362055471,E,B,146.3827935488758,B,90.12230184610401,D,-108.42576259316274,0
Yes,B,E,E,-29.126741787640263,A,-32.47981533636858,B,-71.80232952012763,12.75424327478189,D,85.21833215968405,80.59298613326783,B,B,-125.02248297352128,A,64.07750857718432,A,27.32781193240532,0
Physical,E,E,B,56.22208774400804,D,-175.47114012108858,E,3.549233851298333,25.636829687840272,C,-66.75973664657859,36.877073509613346,C,E,98.6216682242424,B,-29.97753663516366,C,-0.07146643188387891,0
No,B,E,E,86.90328032752123,E,-123.49562723442939,C,-173.1740579297364,-94.78880793630192,C,-79.0232379327446,-60.62367014251395,E,C,-112.26816349905766,A,-9.335815605052193,D,62.208881598707976,0
No,B,A,D,73.39410195219546,E,-16.528989148173846,B,-82.33561433197117,-2.0325656762534696,E,-25.67861898594662,156.15515157101262,C,D,68.17289704554315,C,58.04819673732153,D,9.080795967603585,1
Physical,D,E,C,10.919301918619528,C,-42.902759751400815,B,-54.35616419397212,129.13669009729665,D,103.43906224489726,-294.1146859150601,A,B,11.058955855335476,A,196.87669111902215,D,-77.70515091770534,1
Physical,D,A,C,195.8294183434476,D,76.83183448955059,E,212.41900468164414,-36.849658201553474,B,-150.5184477023338,63.6399545147693,D,C,-63.51848268749476,C,-126.09226293816627,D,8.280257288724993,1
Both,E,B,D,-63.00347002683665,B,-38.98590771469871,C,-6.589835852729189,36.346214698585044,A,-96.24160454016554,112.31764674240587,D,A,35.138498251080804,E,59.394968990234545,D,93.07182751951133,1
Yes,D,C,E,32.87254062818931,D,47.09182072193535,B,-172.3468865378666,222.18799197235103,C,5.671238496431127,66.54510973747347,B,B,-23.037400339273166,E,121.20993931796649,C,51.711018401494954,0
Physical,B,B,B,-5.899032077291177,E,-85.54340494462818,E,-17.087546824520754,-1.9472385554858036,E,-90.7835367697767,-79.5574354865846,D,D,91.57276528607979,C,49.75908196264221,B,-32.43815704426435,0
Both,E,A,D,-212.5997972549549,E,99.40196582280785,A,34.188377348704485,75.53239717110701,C,116.3521637055037,-2.7094065536436687,A,B,105.13366445351903,E,-0.8967144750373323,D,-36.00388827815537,0
Mental,B,B,E,-17.933076768860413,D,34.86133836297294,D,231.02075716734393,-30.217857510971875,E,34.473902186700194,-95.53845069423778,C,C,93.19628649854872,B,54.838585019232376,D,-182.03456634727718,1
No,D,B,A,151.92790354872966,B,22.33770803393099,E,-10.009578106043671,-88.08284542160797,E,-122.11378143680022,-14.956346354267373,D,E,-32.40894110233915,B,-23.144751482015476,B,103.5847290057105,0
Physical,D,E,E,-57.53714705744475,B,33.358059284489,E,-35.0258581102569,26.36438786670155,E,50.286845432073214,25.34468191070372,A,D,-6.3328767638094945,C,-88.8682414775542,E,25.702273416311456,0
Yes,B,A,E,-69.25188029940445,E,-20.363303421813615,D,-84.6056454864559,44.01950165412099,B,-33.17632995150474,-27.279233561597593,E,D,96.09192887649098,E,87.2623040853788,B,-105.84518163968875,0
Yes,D,C,B,47.82912110531985,B,-273.84543621256273,B,57.12866819988639,-204.92540698513088,A,80.27929477704771,-72.3147134657815,C,B,37.35135674024064,C,81.97501967574068,D,6.296309051031597,0
Yes,A,A,E,86.08769322307197,A,1.7554439003385318,A,76.61069543986159,-225.13139553848512,E,118.4767390043351,37.7660347012718,E,C,68.30116446800017,A,225.52621831650742,C,21.292279870485867,1
Physical,A,C,B,-79.62346641412884,A,-17.97945258797211,A,-170.55625919387555,7.038769508137796,A,22.268311184677543,-49.88795384461681,C,A,272.01641757533673,B,44.29853037825111,A,101.18341900969942,0
Physical,C,E,D,-70.27150015315571,A,32.937737874079644,A,-9.002692888153723,184.685943936048,D,80.38030446204478,15.32029379416538,A,D,-178.46668651729232,B,172.48949924861023,D,-142.3664893590369,0
No,D,B,E,46.414019262769735,A,-43.51067445136765,E,-1.1832520082450682,80.01364587160433,C,-15.452111143760822,-15.613106315652429,C,C,101.97988781343281,D,105.79533080901817,E,-51.886438107815515,0
Yes,E,C,A,-55.921238325091615,E,21.734478911678554,D,78.6723780968833,-74.05009346849972,C,-2.1685836538561105,6.997427029678242,B,D,-6.270128097107548,A,108.01846090914123,B,33.82656998978544,1
Both,E,E,E,-141.64608299389766,D,-110.71742125980893,D,141.8020820990938,-9.404803033126957,A,49.99254508743844,23.03663318401982,A,A,-5.2328567524717196,A,79.9681984255913,C,68.38487862328392,1
Yes,C,E,C,286.5367490509526,D,139.49191817296278,B,165.50924220506377,11.999744748292922,A,-16.65663951554276,14.940324298454351,C,C,-148.81001729706546,A,91.24959813785838,A,-101.9879660480586,0
Physical,B,A,D,-21.414659030735805,C,74.63736758842346,A,-62.246273773105145,-136.6292409434693,E,189.2054664698655,57.34629745693467,A,E,7.662616844737895,E,-168.61151898945155,C,209.72375183703505,0
No,D,B,C,-50.1540172256811,D,62.347508865961544,B,-156.12236317161893,-70.65809982756225,B,30.53137132373585,-10.143356561333222,B,C,-74.20091153226004,A,63.68024481187777,B,-77.71984060686114,0
Mental,B,C,D,62.682564250494934,C,23.892020452392657,A,-33.37507917049821,87.37477316369329,D,-87.78277544306091,72.00712550288829,D,E,150.42087466447822,B,-87.86771894866826,E,-59.3078651033653,0
None,B,A,C,167.5036369073761,C,87.40830679761498,B,127.08818998013729,184.1105904054513,B,-114.12916095644188,-37.03341990967326,D,C,39.07396524348701,D,-33.66935079766783,D,-62.42631158838881,0
Yes,C,C,C,150.74185320219132,A,-175.24031815461416,B,109.89166432359126,71.82755426819244,D,109.16391029973092,-101.98182132155715,A,E,-20.72412885008794,E,9.677664023929598,D,-48.970268888777646,1
None,B,E,D,64.31546696417963,E,31.67285804258398,D,36.43014986782813,-144.71991282869766,A,-194.33720161733504,-93.45875208077305,E,C,42.76383533413702,D,-36.632866997021935,B,191.75786424276063,0
None,D,A,D,115.87587054053326,A,49.1904605981958,D,-26.72344442465925,-178.03567515912283,A,193.4002403991387,-53.941974987041874,B,A,-25.765961015681967,C,53.854513718330935,E,-64.3574302524107,0
Yes,A,B,D,-100.58081279914563,E,68.53626806799576,E,129.3194456079394,19.355213292408738,B,-9.390276940606206,5.013634674005133,E,C,-92.7573428454154,D,50.81403752526927,D,-102.885387815784,0
Physical,D,C,B,139.07387122591334,E,-9.256936408136212,C,15.901295467794979,-216.78597619469406,B,176.08337597350706,8.204898636535484,E,C,-42.12449066381866,A,151.6403640772475,E,7.321769625622782,0
No,B,D,A,253.1672352608888,B,-5.378296048259895,E,51.575787530110375,132.47772404652414,B,146.0244961596035,42.735917370758756,B,A,-106.97706527777213,E,-37.48991907321753,E,-56.10599283139609,0
Mental,B,C,D,101.34195459261987,A,21.80504845016594,A,-30.722756441373,-118.41487449580413,C,90.1349274106947,-14.457983354615807,C,D,-61.672441041919754,A,3.84758695297633,E,-52.6769392924968,0
None,B,D,D,-122.17328570776702,A,60.91583500122917,D,3.6289681096899873,186.33469195333666,E,-100.95460264640559,85.3747054993359,C,D,-45.22717870227569,E,138.43239241838808,E,-97.97822173135698,0
Mental,B,B,E,-91.77616833081127,D,-14.558011323481153,A,103.71453830993143,-98.29431975648359,C,111.30701347618697,86.11671638001742,D,C,-6.488282431725972,A,22.51843610337132,B,119.88048201739745,1
Mental,E,C,D,45.861787691687184,A,-64.0367774445614,E,223.08999613266073,113.04241997001645,C,69.3392053388967,149.21981969278434,B,E,-194.39335678405817,B,-37.854850822161616,D,-119.01295709102293,0
Yes,B,B,E,-130.20563779879464,D,-8.282864708579474,E,9.885374680617879,53.53395180216415,E,-139.54570857015253,232.323636450101,B,A,158.73127385628712,E,59.57864695156959,E,57.2285912641981,0
No,C,C,C,-71.58653939587927,E,9.341984194794449,B,97.33034633645605,195.15249918278818,A,-190.82364110600022,31.00824928306699,E,D,-153.55674459306115,C,59.41144025611136,E,-70.46987927521361,0
Mental,A,D,A,35.72507058095293,B,-102.6122511593136,E,-122.4071425424033,85.16464193405066,C,-58.727708091615796,16.264005813895345,D,D,85.54532411868301,A,-17.631739279809413,E,-115.07430653319332,1
Mental,C,E,B,-218.03466295726244,B,-77.12976523068285,A,58.13050119497534,16.05689789502365,E,-39.1909179431855,-37.25858942089337,E,E,18.05978295080892,E,54.94829008034221,C,-69.68393850403244,0
No,A,E,A,-7.814179292094982,D,-131.04687447959392,C,-146.94204983108986,-41.32941509337114,B,-37.538660258855536,-104.25975812429394,C,D,-74.47727458304526,B,-39.98154556573129,A,-54.8268495185763,1
Yes,B,C,B,-109.35796055729571,C,135.48929961660116,E,-13.995212455706321,101.06981405350055,E,57.30778243031842,-70.570845297189,D,E,-141.14861513048155,E,77.83546708292226,B,172.9334799232795,1
Yes,B,C,B,0.1825956204490453,A,36.624952980622034,B,221.30866646258363,-175.7448674947109,A,44.3141591566149,1.746828705465625,E,C,-17.408779072085558,B,26.73464024002712,C,-91.00073574014299,0
Both,B,A,E,120.96902859601228,A,-117.07840673712397,D,-93.94110499346985,-74.31799984418761,D,85.91791362631761,112.41942793661201,B,D,-194.02071768094544,B,-85.32903489658409,D,19.607076647916443,0
None,B,A,E,-54.37565326784445,C,50.312615970996156,B,34.55496573879022,-137.18936644177714,B,57.921264808123375,-89.3120072903835,D,A,-119.39796389695789,A,-127.26701503963393,E,-231.26377901603598,0
None,C,B,E,-134.62664159883445,E,-205.23903885228157,B,133.71832043963542,-4.821361548655427,A,57.63316262167447,7.713940171703252,A,B,-94.36578245376815,A,66.58048777132532,C,102.88402318317654,0
Both,C,E,C,-3.6792190130683946,C,38.2460094914145,E,54.572219178046645,34.61010628135022,B,-72.88523209776373,132.04858845463073,A,A,-76.24541435585725,E,-111.86955521506596,B,-142.93484845402813,1
No,E,E,A,-39.7993054914753,E,-87.79385575758359,E,82.69528489696788,78.94059735039326,B,220.16306538606588,-83.1790080285441,E,D,-53.50372223992505,C,219.57393690646697,B,28.45529758284308,0
Physical,E,B,A,14.062017663952936,E,112.34006017491917,E,75.59233220261795,2.9675849456994636,C,38.720959155209805,-151.02228081598244,B,D,112.44073227693102,C,22.89902965773871,D,-152.1185067901876,1
Mental,E,D,A,225.9019929069415,C,-12.037486798942787,E,94.64026969990239,-28.1297313908122,E,52.45191423138249,190.83286112082283,A,C,47.36368526117119,B,-73.57786290238126,C,89.29329832540253,0
Mental,E,B,C,-18.44944049781329,D,-82.87410321962133,A,71.34329008852806,64.50638486162397,B,-66.58599336634099,178.72297113151913,B,E,-203.73828349466612,D,-134.68234035123928,E,-193.0329533613446,0
Mental,B,A,B,-18.221086879167284,C,-159.37719825288767,E,70.97936249421825,-193.61641825842628,E,115.1082767188238,28.13753110449728,D,A,20.188653546654745,C,-145.5215505631227,A,61.97632225259915,1
Physical,A,D,E,-20.474393672975655,D,68.78621729823293,C,73.90297200591095,-96.78750131052075,D,96.26951869327702,-21.290001032543746,B,B,-218.66564033439877,A,-112.25979788306768,D,109.12627308056537,0
Both,C,A,E,158.17164264517152,B,96.93085426195108,B,45.6964385030684,-149.1466746862058,A,20.011518584942184,88.70188052296537,D,C,-25.437280978392902,D,-181.24460186985664,E,129.84186356209634,1
Yes,C,D,C,-34.500116225428435,E,-76.02750946151978,C,18.555395038601365,-34.966605159514096,B,-41.46509779021568,16.668243720659177,C,A,61.97953712574468,D,113.03517997233546,D,58.39143122809196,1
None,D,D,E,60.251899864652444,B,67.01206095647852,B,-103.45635533655144,78.39754215064056,D,43.53326034213625,-140.89242002969738,B,C,114.21918261714319,A,63.69872065436933,E,-85.30942492053639,0
Mental,C,D,E,89.34679881596239,C,82.63694920229054,C,-39.61783361853997,12.267649572820158,C,15.651133635001388,83.03488576342397,C,D,-95.07470862272062,A,20.050181314445716,D,-18.15920022059561,0
Yes,B,E,A,-119.3649448493578,C,-90.17971928546454,B,-36.52755351394865,-40.36364111193933,E,-61.79971839315813,-72.06429838687276,E,A,-46.679255494417625,A,-22.371203735368603,D,6.8246508260184395,0
None,E,D,A,49.5779653577337,A,159.66655710743825,E,195.81551233096752,56.84068241472819,E,-147.12467501150527,-97.25340472293799,E,A,-116.58437209343253,C,-154.30895673876014,D,57.25487908087421,0
Yes,A,C,C,46.980888477552945,A,12.457660186467686,D,18.28907415194501,-2.8566087228551615,C,-95.25352169735494,68.36632828110854,B,A,99.69683438229379,B,73.7148311774879,A,153.49335266838392,1
Physical,D,D,C,-177.89785196690062,A,96.83638025684185,C,-14.13879348814007,-16.55793818761215,A,-1.8953412959367384,-217.56404803344728,C,D,-1.1330653368931454,A,-59.34119133986532,D,59.10985786702211,0
No,A,D,C,-109.72775422810963,C,107.43568090441865,A,-51.43947233187286,29.422249048605458,A,-98.46129257668242,101.47021589282159,C,E,-119.84244977012924,A,-114.54685937321925,D,-11.221760595789114,1
Both,B,C,D,-108.71477196993263,A,23.325110062332012,E,-66.4681839961898,-31.15963130109075,D,43.75544891808591,-77.78983830738187,C,C,-83.52653831978803,E,-32.73550688465636,E,170.65786245344526,0
Mental,E,A,E,-21.461305595636116,C,179.35712523898744,B,-39.48221841936546,-26.267933657828625,D,29.6887223099497,104.26824726618943,B,E,51.67582573345104,E,110.58238424542446,C,34.38636840176921,0
Mental,C,D,C,63.52881319268852,A,-104.62752584817096,B,-93.54330765970403,-43.763006561362495,A,-99.89518671919083,121.59128608353991,A,B,90.01785745177581,E,40.20645521165235,A,92.2083508705815,0
Physical,A,C,D,-89.38433147048343,B,-12.418312862448273,D,-117.54814055345886,-13.532253680881082,D,-35.79730700904987,-28.43849918634303,D,B,-75.84703238582574,C,13.526982624146475,C,53.17449869696452,0
No,C,A,E,-21.936943544265525,A,49.04594732553071,E,-9.380732392485305,187.84787728185316,D,-157.7252958542002,6.510220507967979,E,A,38.794867477548145,D,-54.970306101260476,E,50.27792227034564,0
Physical,B,E,B,-94.76082340715497,D,-77.89048608068737,A,252.16719711061194,208.24363096910088,B,74.15109522286623,128.86930540445832,C,C,57.881264417512035,C,97.54015230086578,D,24.3539615922093,0
Physical,D,C,B,61.27191959530373,D,79.33294990585415,B,-116.96277503034236,16.35270291976086,A,-13.675707780195884,154.8313036635235,B,D,86.66325225562805,E,-95.84834645903231,E,11.342818995485109,0
No,C,A,B,128.25645059280782,C,103.24504157596162,B,-69.42285062277782,170.19384753318602,D,-50.47044655479848,103.89528965444687,B,E,11.320396819478484,B,72.66853570159402,C,-52.37466833317195,0
No,C,A,C,-117.19442629235057,D,-10.595699477812863,D,243.24282589921467,-47.2013539548631,A,-1.978518563131024,-59.03844112234828,C,D,29.785693104155115,D,-93.56223104789943,C,-99.72473848231068,0
Yes,E,D,B,-0.27651175079840584,C,-8.534806306395847,C,-4.866193905109091,53.85943888179785,C,23.810492877304895,157.12347304635668,E,E,-85.76564825385167,A,9.417514214247655,C,11.828510003763117,1
None,D,D,A,21.678875367338623,C,-32.28355667983606,A,2.722529762118776,-13.086827351218,E,113.44585756341168,30.751523382482233,C,E,-35.50869583750379,B,41.03790549229408,C,-24.343857057397695,0
