Race,age_range,gender,feature_0,feature_1,feature_2,feature_3,feature_4,target
Black,36-50,Female,43.210072048513425,21.458309212902662,-103.01896704253579,11.485036455168492,E,0
African American,65+,Non-binary,-9.981993534474555,-131.59433121449698,-64.5310389286703,99.88658664593643,B,1
Asian,18-25,F,-127.50498237474632,-122.77517088581116,40.78831642646349,93.09677432454151,D,0
White,65+,Other,6.837190441526267,85.63810511026601,55.73013287399241,-72.8441631677937,D,1
Black,65+,Female,-46.77146410532182,8.48217921751669,-95.26300371285284,13.333813581330642,B,1
Hispanic,26-35,Female,-88.34403683618385,39.27714728791506,65.51924554002807,-36.79650705250207,B,0
Black,26-35,M,32.90220180869024,27.574424849555673,-24.890074413685724,44.815725389042036,E,1
Black,26-35,Other,164.82096684652095,-90.83319189513043,208.77750012819703,-49.49564428871493,C,1
White,65+,Non-binary,13.466810442149974,-83.1162364915244,79.2906097319092,-70.85848810616969,B,1
White,26-35,M,10.468474746844239,-15.630922534930985,174.59868132569883,-64.38103851696596,C,1
Black,51-65,Other,-46.29462562489289,-42.78334102307181,174.01587016870627,-17.65149396359117,D,1
African American,26-35,M,-65.42297461525087,117.55433457594495,118.29997211252112,-99.51472348136964,D,0
White,18-25,M,-78.53129051538006,-103.11112955429816,18.70263329292659,124.14739570353936,A,1
Asian,36-50,F,-144.6098941282314,9.331417267630401,-41.86140026714436,54.415015726723546,A,0
Hispanic,26-35,Non-binary,-146.5446717783357,106.7146641795367,42.093379348982744,74.25066379923636,A,0
Asian,18-25,Female,-30.733147349921673,110.74244703805832,-52.5182599167911,23.645041436689944,E,1
White,26-35,Non-binary,-6.57825312595959,15.384275673827045,-161.9399702173184,-35.99253577892884,B,1
Asian,18-25,Female,-34.856843527003385,113.14166470890461,-243.28783422505467,-40.096016729012504,A,1
Black,26-35,Other,-30.08080161449813,54.83118882465442,46.55580963299386,16.695271919319648,D,1
Asian,51-65,Other,-58.18283801043144,50.32514721295067,-53.008893381685915,-92.49353802749263,D,1
Other,18-25,Male,-45.847174396274866,-68.92767830156737,55.55571215934165,67.17478812743866,D,1
Hispanic,18-25,Other,110.11934002600174,48.9811261781793,41.80239034978516,-160.75521346318317,B,0
African American,65+,M,-11.425564656124505,-78.04059505959408,238.71474605473418,-62.78266670663321,D,0
Other,18-25,Male,117.72099679618566,23.88512171677985,-153.64425436216783,239.29590071237104,A,0
Hispanic,36-50,Other,31.090784720360386,-26.65425226342174,33.22936430856228,-136.34720207944278,D,1
African American,51-65,Non-binary,-8.974379453770585,21.13761480800904,150.1813703100849,26.366623854748877,D,1
Hispanic,51-65,Non-binary,22.89650832707169,98.74772373384903,91.87023919862791,-9.816037018355072,E,0
White,36-50,Non-binary,5.663529917696772,-110.33519201868269,213.9829822653449,-40.557662493572316,A,0
Asian,51-65,Female,-84.04558904714246,89.53396813735402,196.1057950864168,55.89762523286156,A,1
African American,26-35,Female,-207.07954900814292,-72.21677001361556,136.13683052256138,-28.187590534379435,D,0
Asian,26-35,Male,-56.72444194775691,-85.34350469369382,255.52548944586522,18.07314648221411,E,0
Asian,26-35,Other,24.45862692250244,24.26062393665996,-39.59308611268866,-113.17133585927472,E,1
Black,18-25,Other,-112.54882336833269,131.39829880816083,15.996259068369397,-20.80370865823801,A,1
Other,26-35,Non-binary,-11.565941777225444,-1.672476901245306,-105.4803919561035,38.42069009665672,D,1
Other,51-65,M,-13.434286080720877,87.16990963699101,24.547175558471015,-35.8114506889948,A,0
Black,65+,Non-binary,149.03808952270782,-127.31061036031264,5.538803508732164,-38.07931169187517,B,0
African American,65+,Non-binary,76.80154616678333,-31.733754047746814,230.0094673801649,53.14465920323731,A,1
Hispanic,26-35,Non-binary,0.24268267856740766,-22.67394679637925,-53.28797284066427,107.7415085237363,C,1
Asian,26-35,Non-binary,127.26620039000225,194.02826253565883,76.16764299392715,9.856814901118085,C,0
Black,18-25,Other,-275.87638787839103,4.987418484980095,-128.54471099633153,-15.15689292177437,D,0
Black,51-65,Non-binary,-110.09925022743685,-44.08416140601719,-130.29475372664706,-154.61800151382292,E,0
Asian,26-35,M,17.51835751033108,-153.12408280814665,-161.17068199426367,47.840865300444236,B,0
Asian,65+,Non-binary,-20.50545890088346,168.20195268638656,4.914974405562602,42.50902395593649,C,1
African American,36-50,F,143.96636587657724,78.30799633899404,176.06750771373297,-40.20466200275374,E,1
Other,51-65,Non-binary,40.80131581908871,130.831922934335,-163.36140365149205,-120.75500990691481,B,0
Hispanic,26-35,F,130.41304683583297,26.42757487248223,118.18824453334848,53.75620736301553,E,1
African American,26-35,Non-binary,40.97889070915387,-26.341957907957113,51.420149201241436,-25.855142776539275,E,0
White,26-35,Female,-55.91712965975967,-176.36256363324435,-31.494608651344468,-8.309614910708934,A,0
Black,26-35,Non-binary,-299.7295918269329,-7.004581111934731,255.50366045218814,139.2829199021742,E,0
Black,26-35,Female,146.8260390938757,-64.18299290982115,-40.76942207190437,-6.3767301277065895,C,0
Black,65+,M,44.87566754020367,-93.05840436989097,-47.28143528497936,-60.28801045000838,A,1
Asian,36-50,F,-99.03663124287615,-79.91559152389563,86.43076888963213,90.52084920287005,C,0
Other,36-50,Male,-6.583315884108459,-9.444108895366279,0.9976573767551082,40.69574102055643,C,0
Hispanic,65+,Non-binary,118.71277774325526,111.40848012115094,142.9121680103721,91.62320516831898,D,1
African American,18-25,Female,70.52719430763298,103.02419399200807,160.00608960665207,43.70152288190209,A,1
Black,18-25,Non-binary,74.43491020476951,-33.894249046258714,-33.53702700260894,-156.72913771497318,D,0
Asian,65+,M,55.3811631013016,-46.15682900513429,-272.9200956596574,29.828459929588913,A,0
Other,65+,Female,-2.1738585146309384,142.1808750796948,-138.98042862078796,37.45106318265411,C,0
White,18-25,Other,60.04659830711081,14.389754488235404,54.283988563679266,-61.804985583348646,B,0
Other,26-35,Male,150.8986461653689,9.183825644462258,-40.8201990123324,74.08031797059661,A,0
White,36-50,Non-binary,-53.691316065913774,-83.8114671774815,-0.7642186011444444,-9.089724929949847,E,0
Asian,18-25,M,99.10428739255912,-112.75446895817794,172.537929996256,-92.06364273137459,C,0
White,51-65,Male,-54.32242611834128,-30.583919506108696,55.94671876840148,-95.79201415096583,A,1
Other,36-50,Non-binary,-60.984410309417406,-17.39345224143276,-86.23499996426813,-115.97769055140887,B,1
Asian,65+,F,-17.754914083301948,17.55575746270612,205.41988689816543,-86.06541379440057,A,0
Other,51-65,Other,113.93518293550746,-86.65494210899905,-10.829025466301172,-80.22093194345874,E,1
Asian,18-25,Non-binary,5.9497207269320995,-12.631353851729674,-70.35386905706493,-23.882584964012555,E,1
African American,26-35,Female,57.42476947543135,-181.69915178206836,147.46429544987026,3.4725484469227887,B,1
Hispanic,51-65,Female,-128.57844892566982,37.00071765185989,35.89209378153265,-4.769526174854842,B,0
African American,26-35,Non-binary,53.39897891827769,20.26411003543487,-47.83961782964254,83.17650957723684,B,0
Other,36-50,Female,-48.84428225970556,-143.3322723100087,-69.16754681637492,68.92843003597655,B,0
African American,36-50,M,71.7856971730431,93.16035610680856,-25.975714625938433,90.13367040038091,C,1
African American,36-50,Other,-30.46813819416287,58.238504369669556,10.87075629834104,-104.1261694803089,B,1
Asian,26-35,Male,24.778047760858612,29.038552055297778,98.27150288570684,-75.73295754090864,D,0
African American,51-65,Male,-87.06225202595311,-17.87172223660751,90.00025207752937,-85.65024940909699,A,0
Other,26-35,F,-39.31705492503689,8.637846562484867,-7.823438945219406,-11.504850934118922,A,0
African American,18-25,Male,28.97776336639551,69.94979717785883,-28.763258409187355,101.41961614984784,D,1
Asian,65+,Female,-127.74929886506719,249.5843571368241,33.45793504960699,78.67379920258946,E,1
Asian,26-35,Non-binary,2.9760437917269034,-4.197251553589973,-62.31100970289296,35.55412751045032,B,0
African American,51-65,M,-37.61518562566103,111.10163835052514,217.82683051047127,-87.69097343277957,D,0
Other,51-65,M,43.578547113557256,11.881563038034058,-51.65875132458901,-132.09369226164333,E,0
Hispanic,26-35,F,-47.305932027577846,46.264520832190094,133.78360589966502,-6.391767353942253,B,0
Black,51-65,Non-binary,-135.62494914005794,-15.972493632439516,143.01619373625897,-45.03794601957904,D,0
Asian,51-65,F,67.82917071637632,-22.34450530199371,150.49980717907098,-22.537176934021808,A,1
Other,65+,Male,-112.20099075306405,-42.125586175326816,-0.5284021500878502,5.744365067960299,D,0
Asian,36-50,Other,69.58693792320658,-23.518876625258724,-219.48675800015081,-158.550316797871,B,0
White,51-65,Non-binary,5.499130326216745,126.79264091501219,60.55256258480798,158.8033838575542,D,0
Black,26-35,Female,168.97040024471858,-10.083389027752837,40.420261273278655,47.67845628366179,A,1
African American,65+,F,-59.90752472304405,71.47966612959415,57.62339775023821,20.46019051609802,A,0
White,36-50,Non-binary,53.165355821145276,20.66390920157177,16.94161109409109,-31.050857531170394,D,1
Black,65+,Non-binary,-271.9549263683978,-70.7416144453353,-14.691019623922424,-11.232696841487318,C,0
African American,65+,M,30.322876687352757,-49.20060503615657,74.42117301743208,46.90503081968528,A,0
White,51-65,Other,63.589389223468984,-1.9048660339556533,117.4850019918328,34.22877541100709,C,1
African American,26-35,Other,-106.67835665601146,-101.48524466661526,-16.445107440732283,-81.55003019340718,E,1
Hispanic,36-50,Male,44.487606701003315,49.38237762476644,-104.27604410768171,61.634538020500905,D,0
Hispanic,51-65,M,-140.1377819677349,-21.364558665663985,122.57625129798102,-116.26203847583896,A,1
Asian,26-35,Other,21.03534861114519,21.186680389385216,-26.355530227048785,-105.95611510313539,D,0
White,65+,F,-103.90883417625787,70.520031214262,105.58420042792358,-204.76426059776745,A,1
Black,18-25,M,-65.38403833737588,-134.67281064218307,-37.397489576305546,-15.171171630395207,B,1
Other,51-65,Non-binary,-16.280802677025306,-34.49803585774848,210.14907065571262,54.53091513520224,C,0
Hispanic,51-65,Female,-323.529013138707,-55.259773484469,10.236865992454625,79.99201721985906,D,0
Asian,36-50,M,-33.50292063366908,119.80283714044143,6.293739307913347,111.07203955841598,A,1
African American,36-50,Other,-11.73529366866924,-141.9313771263409,-135.2633937814635,-193.49842163404253,E,0
African American,51-65,Non-binary,-74.07109791538147,177.39050676967835,199.26842414705237,-63.163742422516066,E,0
White,51-65,Female,-6.29685118554903,93.02300562119468,-116.70779978042363,79.28906311525708,E,1
Other,36-50,Non-binary,-148.78958873096485,-27.096933872859235,128.91364225241918,-155.68482662215717,A,1
Asian,51-65,M,47.10294680876345,99.48015807606848,-179.70656595478178,-199.00830650513578,D,0
Other,65+,Male,90.98451946220648,-17.07277535967001,66.19581855814819,149.9023845100442,E,1
African American,36-50,Non-binary,193.32535055576102,26.67604437283062,13.608346442249028,-6.001348523592189,B,1
Asian,18-25,Non-binary,-20.665400217971076,-30.888204156616467,149.0526264671495,-4.602479738302159,C,0
White,26-35,Male,92.68221644737852,-36.942888389898265,-25.777221759899543,168.6206282383693,D,1
Asian,51-65,F,-13.051703969619158,186.0456344429475,23.970202698639014,152.0020950665259,D,1
Hispanic,18-25,Female,66.22718115878975,-127.53875873570051,-75.0972355837264,131.26060242146903,A,1
Other,18-25,M,157.56924207189064,94.00459877447899,3.1694354346866564,44.60557939383211,E,1
Other,26-35,F,46.05137263876878,15.626933622191347,-13.444301282037996,5.673039801716471,B,0
Other,36-50,Other,88.59872835900455,134.81687119322058,-187.69064220714253,-93.09328157003644,D,1
Other,36-50,Male,181.3526082144146,42.237279852865065,15.319593169025914,-110.58316523941032,E,1
Asian,18-25,Male,54.717394982245935,-35.518559050819285,-21.453782160963613,-260.5365570992563,C,1
Other,65+,Other,73.86008764690455,-240.44218412989062,-110.20442464183566,55.68811218080221,C,1
Other,18-25,Male,150.39667177388478,25.974495886553427,8.122189593299337,-44.21977009066922,D,1
White,36-50,Female,164.54399542507824,146.53652127218604,-17.019606142461924,28.769386493738963,A,1
Other,51-65,Male,40.24708171470334,45.12569378713574,228.36580002510766,38.57564737123889,B,0
African American,65+,F,76.14388566081949,-98.23744556008607,157.97053442122277,109.77710784127194,D,1
White,18-25,M,-48.164872720552616,-65.34054144115382,61.50950671264146,-140.62853650611123,B,0
Black,18-25,Non-binary,-14.303840139039197,7.984926671692443,58.13808651317031,33.57653307538099,A,0
African American,36-50,Female,66.15206968078657,-3.802386150073061,95.25122536022236,-133.63523576183775,E,0
Asian,18-25,Male,-61.747069148750235,26.822238135635228,-61.442736493722414,119.16944021055913,E,0
Other,26-35,Male,-45.98854245369625,7.494579347683608,48.832078809262185,-17.463456369809105,B,0
Hispanic,18-25,M,-47.0547268140737,-65.55899596449945,-68.52300592508755,-2.4878501069184344,C,0
Black,51-65,M,-104.7935344912756,-29.28833942608817,118.48282049205174,63.84846869725808,D,0
African American,65+,Other,264.22682859019034,-56.98711820059861,-54.91252762946439,-13.291306529137476,B,1
Asian,65+,F,103.90873604124886,-10.202285309119722,-22.80535283516048,23.555951235192413,A,0
Hispanic,18-25,M,107.31060231740315,-25.215213620464517,-2.2502665718556387,47.712110530999006,E,1
Asian,65+,Female,-180.1252111322895,125.25343924017614,-110.3760024272078,-119.38639625785189,C,0
White,18-25,Male,-16.86945057273954,-22.005604354736562,-48.79627166089865,-33.22935974551465,A,1
Other,65+,Male,137.36198834504114,101.01633134180238,-61.12434492230447,6.060599823740945,D,1
White,26-35,Male,-45.387808644767894,25.80536289912866,-219.4988959509166,134.19591747950997,A,0
Black,51-65,Male,62.7791003409414,84.36184059595068,-66.28238122429767,-52.986793845419086,D,0
Other,26-35,Non-binary,51.733679048350545,-105.19780142947566,54.182285216688086,-193.88717688375422,D,1
White,36-50,Other,206.58338668745583,55.39078265966487,8.663107721244726,142.48973707591026,B,1
African American,65+,Non-binary,-99.78978605004247,-64.97401920588452,45.48400083677923,36.84308770746465,E,0
Hispanic,18-25,Male,-99.27740302968556,-103.78986040454204,81.97731831920224,4.528178407713932,A,1
Hispanic,65+,Non-binary,-152.99726466680207,-95.81233267641278,105.90102098048692,-47.15858820412237,A,0
Hispanic,26-35,F,55.03501378634219,4.449713503872171,-20.69855773840297,-133.35130693037726,A,0
Black,18-25,Other,168.40886526023138,2.269522808163992,153.7127241272331,3.580878722054574,E,0
African American,18-25,Non-binary,-135.52833145849365,-13.416642163733847,48.26514994648559,64.54636832667832,B,0
Hispanic,18-25,Non-binary,98.24658883941389,-81.40272558382618,-242.56126506961482,73.30334351330417,D,0
White,51-65,M,106.5147962117301,-42.983751165926044,-47.058550507234756,29.303878990380948,D,0
White,51-65,Female,-95.47512805788286,-100.82055944212141,218.53867743059845,66.7444986390486,B,1
Asian,65+,Male,126.46881365146756,-102.20043379963766,-76.49619389433062,-99.6796171641614,C,0
White,65+,Non-binary,68.80796924650406,-43.74130258489683,-73.63777884326483,252.0226830240204,C,1
Asian,51-65,Other,-88.61625761899947,-14.749036135332863,90.54844192121853,165.88662901023363,A,1
White,36-50,Female,-6.319885306167669,258.639458990862,97.60714591315562,-60.16753528382507,D,0
White,51-65,Female,60.37073839144341,104.61749323542342,-211.2410874222606,119.40090082685646,D,1
Other,65+,Male,-78.95931135069907,-176.80391713918132,-17.68561147051267,-7.987414327243872,A,1
Asian,36-50,Male,1.7728523733644272,-67.0836451715744,10.61398864917687,57.44962704035284,E,1
Asian,51-65,Other,36.00619510218744,-15.799728219774478,-106.37325140191227,-16.09439714343739,E,0
African American,65+,Non-binary,104.92141614494548,-42.463913629057224,-29.37788424899405,-26.789968766625055,C,1
Asian,18-25,Non-binary,-135.39211285168085,-55.944772034242895,69.15506895862775,-161.6771282141522,B,1
Black,36-50,Other,-27.3881170037569,-136.63657432910585,108.48382243603673,-214.51960258922202,E,0
Other,18-25,Male,-31.743332456092038,150.7100296957909,-196.04023496452555,63.433627946831194,B,1
Hispanic,51-65,M,2.445047447801085,34.53775751130938,109.04830952364568,-31.39708823994288,B,0
Other,36-50,M,29.701273836599086,104.20655739171436,74.02015223154234,37.50916648988013,E,0
Hispanic,51-65,Non-binary,13.838090051856428,27.378790524860342,-33.2792208890244,81.77689693341462,C,1
Black,51-65,Other,-15.919311734910835,-108.51197421434742,94.63162935514066,80.05424371512947,A,1
White,36-50,Other,68.047668845269,-52.112416596252196,156.43678227307194,-138.64859607609532,B,0
Asian,18-25,M,-93.21268522538368,73.28546290780095,-130.1464652078232,75.34506881494268,C,0
Black,51-65,Female,-56.09057134383163,-16.33269870058731,56.433728479370174,150.00323598869923,D,0
White,65+,M,-131.81055477533025,-76.82529212977065,99.42242317287777,-16.104566092529055,A,0
White,65+,Male,191.23581143654957,34.552076429977966,-16.790205433708568,186.41087948936894,A,0
Other,18-25,Male,-202.0709320047302,63.41520614720019,169.57266230641636,-169.37170064647447,C,0
Hispanic,65+,Female,50.18299196453748,-85.60941763508934,10.342642682154668,-186.63693076685794,E,0
Asian,26-35,Non-binary,-18.696282175929042,-8.02285682242586,-38.624026825004734,34.15826486348968,B,1
White,18-25,Female,67.02972251206931,224.6625397689349,-18.064917051679434,-110.84846330681071,A,0
Hispanic,65+,F,88.88911982890748,-73.41220878734303,31.5870974659169,-93.51891856696047,A,1
Hispanic,26-35,F,-178.41144108956576,-273.4736790061314,125.29986400156447,-92.02019891680804,E,1
White,65+,M,-83.35112484484625,-76.24500797811005,-38.93034538246143,104.19916222259566,E,1
Other,36-50,Other,-93.3889989082368,15.648132487955307,175.2614486463713,-23.989148625617307,D,1
White,36-50,M,131.79458279406504,-66.93237056511711,13.746554790358473,-99.70495252119863,B,1
Hispanic,51-65,Other,69.64187383345374,32.447741986342,37.75758455402449,-18.034233709757,A,1
Asian,36-50,F,73.6923349406789,98.7737729656594,-14.911473380327386,193.88910994567493,B,1
White,65+,Male,-145.73640092176302,-45.22793499308973,95.70894321383537,72.49918837675966,C,1
Black,51-65,Non-binary,-34.36470903131432,185.37820488013074,-11.035993097824669,-39.02540212783863,D,1
Hispanic,18-25,Other,-58.06213052609929,-95.39631621065828,213.314541192776,41.33225416559652,D,1
Hispanic,26-35,M,-84.92241292161121,172.40210773119955,61.827189862712515,17.146941172593184,D,0
Black,36-50,Other,32.12989267482656,13.788323835527422,168.4285046189395,-35.22135787746747,D,1
Other,65+,Male,-108.22436737893293,-10.953398895399435,74.15250633187914,81.97107271279417,D,0
White,51-65,Female,105.22059639077838,-91.12467865385067,-78.83896615977118,63.86359983664055,E,1
Hispanic,26-35,Other,82.63192066898971,-58.65106284460002,136.7899960820704,34.99377220519141,C,1
Asian,36-50,M,-62.77234994292594,17.817904280554654,-48.76569036048547,7.0383175424001925,D,1
Hispanic,51-65,Male,39.13074325592798,-32.12919083014262,-23.92864191167769,19.49848944449567,D,1
Hispanic,18-25,M,169.63595946932452,-101.2496652707919,42.22507561687476,-110.7566759630621,C,1
Asian,51-65,Other,146.8228988570262,53.77423024602989,-6.97818817862382,208.4399940297263,C,0
White,65+,Male,79.5070181456858,66.73141755479828,-176.9251250417544,-142.00589193228132,E,0
Hispanic,26-35,Other,-65.4918389206934,154.71890777023484,53.89947421308586,-7.311934651878841,B,0
African American,65+,M,96.74195762976517,-45.741099149434675,54.713425513434174,2.569319820578571,B,1
Black,51-65,M,-145.62926055087007,18.865038125239533,-15.082239642123744,142.17939558610283,C,0
White,26-35,Female,-2.356786609727066,41.594478975615,126.04954596586018,-6.291609478216125,B,1
Black,51-65,Other,-124.52604881758336,-23.187118890317475,97.7411496334694,-38.767713156581074,B,1
Black,65+,Female,-66.91669794464252,-29.850141129485745,-17.13898191916581,-66.27490833189464,E,0
Black,51-65,M,-181.29080389423697,-49.472215228123936,95.83685669065275,-169.7858187156147,C,0
Asian,18-25,Non-binary,27.662433211509995,47.23882168679373,-17.701902309763106,-80.4781081085082,C,1
Asian,36-50,Female,42.014536141582724,158.51159738849663,33.28018939571194,-196.0206424936648,C,0
Black,65+,Non-binary,17.19206975514306,-41.25355575350953,-46.32405989093194,27.304760614388783,E,1
Asian,26-35,M,26.90850697233389,-7.691175496415736,40.13752202510287,19.745489797286965,A,0
Hispanic,26-35,Female,-48.354090736747985,174.70820896656136,-199.7822017322628,123.48099063058886,B,1
Black,26-35,Other,-91.47830069432142,101.65630628052588,149.7328478317873,99.60145754661349,B,0
Hispanic,51-65,Non-binary,193.92345599864953,-9.070927220715316,164.49833636771044,120.47852481059296,E,0
Black,65+,Non-binary,-64.62530252278191,-67.78284545981936,135.52930092814697,-39.92644765452092,D,1
Hispanic,18-25,Non-binary,-108.3896548818619,-140.70667169228733,-107.21231182398571,73.26294188823648,E,0
White,65+,M,-58.664638988563055,72.75750437903943,-238.2456257581249,244.92259377303617,B,0
Hispanic,65+,F,33.45149253126578,183.84349915705482,-122.52694932956277,12.977514910570202,A,0
Other,65+,M,-208.90616182024235,131.76037882149384,59.4188824475688,-35.21360797166185,D,1
Black,26-35,Male,-50.11474047673139,-63.30608029739796,31.889684310745082,33.446052934877635,A,1
Asian,26-35,F,-9.762775325131395,0.8529912875202819,66.8265680928396,91.64177140593283,D,0
Other,51-65,Female,-151.2802436183478,10.660864669884852,-120.62036701125061,170.62614732314327,C,0
Hispanic,65+,Other,-78.83283202437678,-8.363006761211114,91.21460743760497,-56.68157868440077,E,0
White,36-50,Female,20.13204181533696,-175.77799959854917,-90.55116871982958,-139.54276123672116,D,1
White,26-35,Male,-48.57856692447286,-297.31954771214157,-122.0906123146164,-56.76443498674259,E,0
Asian,36-50,M,-41.23871869439521,27.98977951765072,-152.62791588440612,201.54593579801002,A,1
Asian,51-65,Female,59.32925428712665,-1.8718176929315193,34.845061608162844,44.38752607049125,C,0
White,65+,Other,-39.206428474458406,55.01281088922233,15.39168602621811,37.91244571746718,B,1
White,51-65,Female,-31.8751364903122,49.574805643788075,-14.62857274653698,128.82878274639512,D,0
Black,51-65,F,125.02923838179206,85.88763637414306,-121.01282907040644,-207.0057665831431,D,0
White,65+,Other,-108.89741993620031,-74.4599653265653,9.386945346799948,-58.43396596121474,E,1
Hispanic,51-65,F,75.1304345052997,69.22083688973227,-143.52252064282095,-130.52538926662714,E,1
Asian,18-25,M,-54.03685499435904,-42.82277712125423,-69.43714784868924,33.315466218125096,E,0
African American,26-35,Other,-142.1623744544442,-100.90635986744847,45.674297707674896,142.57511591494224,A,0
White,36-50,F,-44.959055986243776,94.34963704501902,0.0862181711996425,116.55491022991771,A,1
White,18-25,Non-binary,58.39022935090552,59.86758053013865,-116.97786084611637,-228.4659393685176,D,0
Other,36-50,F,-50.25015851082989,13.610997360474569,-213.55600397743353,-2.450994170852642,A,0
African American,51-65,Male,9.753644085920042,53.99460244921992,15.293531168662028,100.51648734300771,A,1
Black,18-25,Male,172.15390397678757,100.42094007107396,18.780855014459398,147.64128499831517,D,1
Black,36-50,Male,93.94868907525498,55.30517932039736,35.89951575975443,28.67878176407279,A,0
Asian,18-25,F,-34.11407275267946,43.872093337576175,3.1128290399037963,3.4148348073157626,B,0
White,26-35,Non-binary,-88.0054422698363,121.75477025050472,-91.54122234310978,-149.56410529543268,B,1
White,36-50,M,-98.55691352361764,-5.845907635887156,-78.38331822406438,13.783322377822651,B,1
Asian,65+,Other,20.570707915357566,173.96147118125913,86.80233611967697,-8.512502500890417,C,1
Asian,36-50,Female,-75.99769680937077,-29.570648330973658,93.40998864951169,8.922190933962518,D,1
Hispanic,18-25,Female,-80.1049587950414,38.110989947115975,-53.73089564280084,-126.77090158572533,D,0
White,36-50,M,64.86968510127949,162.43560174969326,101.31966847298794,-20.524741101091575,A,0
White,51-65,Male,-53.13395854993554,49.53406002783687,38.64813609163238,66.30003617236201,D,0
African American,36-50,Other,-77.11538715826454,-72.96169940446873,-132.57668445956,7.933182176495963,C,1
Asian,51-65,Female,167.90917320233024,-55.56792645356029,-168.5047465381246,-108.26981201818488,B,1
Other,36-50,Other,84.65990527182804,-114.28132009148824,126.19343506143099,-230.218438631446,E,1
Black,51-65,Non-binary,64.53639844867777,-142.92455406567626,237.61688199478817,23.223957094045502,D,0
Hispanic,26-35,M,27.428397539214906,-115.03619165558669,33.05681803379505,-162.98008908608952,E,0
Other,18-25,Female,125.34031671572603,44.71369137046925,-105.02300601819958,58.958828594358636,A,0
Black,36-50,Female,53.71365209353895,59.00175829612569,-68.09316246141233,-61.534528737348246,B,0
Asian,65+,Male,68.0791706300225,113.74118198570054,-2.671289245900383,39.24784432914323,E,0
Black,65+,M,-37.83988007177355,-69.8276694416126,-47.57464005198421,44.525542167466774,D,1
Other,65+,F,9.007317351221754,200.97599762827883,-123.10425224028954,115.17667868386718,B,0
Asian,65+,Female,-9.254168927156142,-199.52786716835732,-138.81857133829217,-3.807665733948245,D,0
White,51-65,Male,-89.57379127089821,8.301553541276979,-20.4757581467005,-238.3573629703583,A,1
Hispanic,18-25,Non-binary,-78.13210478804906,14.845802014425205,-193.48402116702644,10.47978432713329,D,1
Hispanic,26-35,Other,-31.708955876722843,-14.969479328202647,10.32561915893216,88.98662703111474,D,0
Hispanic,51-65,Other,-63.61318054769852,94.36800206480292,-38.31635445429245,-66.72342233870066,B,1
Asian,65+,Male,3.843428295230178,-93.73038304211649,113.5218764228529,-33.32422015933609,E,1
Black,36-50,Other,23.147776985489898,8.873335911692863,-36.86790095562389,96.46685406979486,B,0
Black,36-50,Male,102.30925058815887,-247.92472946315257,-114.61827394421655,-116.59914352570738,A,1
African American,26-35,Non-binary,116.67103842923052,3.0722006035167224,-75.79964561726904,-88.95594614244412,A,0
White,51-65,F,-7.308611373381618,-5.144206742866546,-71.72367514519162,-150.10135227022764,C,0
Asian,18-25,Other,-67.9154864483864,133.9465494278787,-117.03213201601521,72.10868407947456,B,0
Asian,18-25,F,46.402713764804055,18.61329915631557,-196.5197125565887,113.63695551721462,C,0
African American,51-65,Female,94.06001997111332,10.34909362816393,96.0833080040524,-89.25241366380993,A,0
Other,51-65,Female,-166.62152376514103,256.40645609370364,-18.503598006199784,173.83378221392354,A,0
Other,65+,Female,-301.4349305749577,-88.53007925280106,177.80623440217133,-100.12022230771657,C,0
Black,51-65,F,-93.0630038492233,-14.782893236374242,-239.95637545590318,24.96005657890146,C,1
Asian,36-50,Male,141.61226854194877,5.113798059982285,-74.40632780878083,99.01361973257887,E,1
Hispanic,36-50,Non-binary,-40.307584363845066,-49.68888764841138,16.707023710331505,27.660626593186556,A,1
Asian,18-25,Other,-2.0709717783107875,-175.82599634646928,-50.51362267218929,-54.720541814965316,E,1
Asian,18-25,Male,150.76087890188575,-40.79740976770614,-87.08733981408014,6.221481947546524,D,1
African American,26-35,F,-0.09884618668572934,43.20392268766875,-163.6105433299632,-79.63269448556997,C,1
Hispanic,26-35,Other,143.14018694291758,38.68906628204288,-55.100265200916,12.625684035816262,C,1
Other,26-35,Other,-120.05556509162037,154.9310252132742,9.894699617400038,60.2878814340538,A,1
African American,36-50,Other,-93.24434378767398,93.09541114976622,79.62910130273812,-124.84492866337227,E,0
Asian,18-25,Male,101.12942844876416,-93.13832505852211,206.8620596069709,14.08675636037581,B,0
Hispanic,18-25,F,41.80408912266227,-7.01480304531215,102.855374969024,-43.408149797279286,B,0
Hispanic,36-50,Other,-71.06117447109068,-34.7007001428839,230.6921098218197,-94.39414624245667,E,1
African American,51-65,M,-43.431018898794285,-70.13319078134947,32.122902435922434,-57.245172951523585,C,0
Asian,36-50,Non-binary,-1.0186504593550667,198.00556781228988,-86.57942632745205,-52.85553901782964,E,0
White,18-25,Female,-160.70143925460764,-79.19933409073047,-109.60435143056226,-32.12928896058707,E,0
Hispanic,65+,F,20.64126325264069,-41.63245515537961,-97.64552997629154,49.98803922963068,C,1
Hispanic,26-35,Non-binary,-71.97862899442971,-49.35067349711705,97.58090344378043,133.13814372598443,B,1
Asian,18-25,M,-121.17027844518076,267.4626162789313,167.3514870152737,-203.57827517532513,B,0
Hispanic,26-35,M,-50.57589771069122,-132.77731522798112,-19.26542880286379,90.91244311576345,E,0
