Veteran,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Non-Veteran,Brazil,C,95.6797569167081,-39.340010946243844,-96.54831468678667,A,B,B,A,E,A,-1.1007472721955414,C,-16.7881092492545,A,A,-2.040469123636443,0
Yes,Other,E,-43.835922582596524,-220.52214041359724,40.07474514828341,E,E,E,D,B,B,-67.68658911459924,A,-70.58305551676038,D,E,-46.72296288879402,1
Yes,Mexico,A,-50.33818517997385,-31.584654657010024,-52.4072393025489,D,E,D,B,A,A,20.65605310872692,B,114.69126077347424,D,A,-53.69107581927789,0
Yes,Other,B,47.885789485849465,-4.269292396589446,-166.56058519418553,C,B,C,D,C,A,116.45129714147512,B,5.585403353963487,B,B,117.77034681695086,0
No,US,D,-181.8369222361394,-57.46669400065939,-25.198841857498515,D,C,E,E,D,B,91.80377177175473,B,136.57147551762483,D,A,136.38910776171357,0
No,Other,C,-53.34332585254422,70.92452506105404,88.0943523305719,E,E,E,E,C,E,116.72135768993104,E,-88.39231002820969,A,E,-6.880124008621774,1
No,Mexico,A,-103.96855487799638,-89.17396727080799,62.03041145141758,A,E,B,C,D,B,-119.1067584529353,E,-112.63465587671364,A,B,68.5914410371136,0
Yes,UK,B,62.82215062323455,-186.06374838367284,-89.66915810738901,B,B,D,C,D,B,-119.03796342156221,B,152.0961461310608,E,E,-42.0155607481596,1
Non-Veteran,Mexico,B,99.80507452216675,87.17847722119303,-74.93850715147224,C,E,A,E,A,C,-67.25333227475097,C,5.9815564921739925,A,E,-64.3880957344557,0
Yes,Brazil,A,-118.40692305915847,-69.35410188728773,22.14752374095585,A,D,B,D,D,A,-130.33457674691482,B,117.46951769247713,E,E,127.56626911194277,1
Non-Veteran,India,D,-29.686432971979247,44.70059796235149,-13.382964220967036,B,B,A,B,B,E,7.434747254469029,E,59.80561270842551,E,A,43.07478373243925,1
Yes,Mexico,E,-19.920765433353363,-49.915365337424696,-35.14985114282504,B,B,E,C,A,C,62.21120511269598,B,-33.20174862672637,C,C,4.647145116436483,1
No,Brazil,E,-56.51674260822253,-31.676897646553304,-93.52259709991422,E,E,B,B,D,B,68.32522042568753,E,40.83250154230305,B,A,-136.14933217942132,1
No,US,D,-124.97851828887569,-263.5787371705384,-83.24666824965978,E,B,C,C,C,E,49.66688981970145,D,19.25434666044731,A,D,-121.27898002047013,1
Non-Veteran,Germany,E,147.9481255741396,-52.42041494743938,-49.50943040906264,E,A,B,A,A,A,-3.142073519012397,A,-14.792792785685407,E,A,-119.26893371707823,1
No,China,E,-10.367336621867693,-158.45013010852838,185.09374013308224,C,E,D,A,E,D,59.30557558709004,B,3.788661032116389,B,B,4.162997859632382,1
No,China,A,-56.6513248172709,-34.99966986873198,-3.2474326916496183,E,E,E,D,E,D,61.926311171245715,D,35.49041194277861,B,A,30.393597258466865,1
Non-Veteran,Other,C,-2.3564932240410315,95.81100388213548,-30.00702936879634,A,C,A,B,D,C,35.06409971738958,D,-135.37958765167116,D,C,13.80458204065297,0
Veteran,US,B,106.1731933940391,-70.44656396063736,156.02968422780444,E,E,A,C,C,C,-8.170314972455536,C,85.9969083196442,C,E,-10.174000787006534,0
Veteran,US,C,-161.67019564475316,202.69410484179127,102.48952512607663,B,D,E,C,A,C,42.82568693222999,A,-218.0331516730296,B,E,-63.50222979775631,1
No,Other,A,-54.67926210218235,59.59829981336863,35.5546364221336,A,A,A,D,D,C,65.47401551613939,E,35.98127807514003,D,E,122.89143638317066,0
Veteran,Other,C,284.4695479342345,11.229293498465886,-39.11353536122444,C,C,E,A,E,E,-14.29271744027699,B,285.33856048385354,C,A,72.31548678732356,1
Yes,India,A,99.37610944782772,-131.38738878594555,-26.149086340478288,D,C,E,D,D,D,92.3613166181741,C,-97.26136360605857,C,A,-26.77588251927408,0
Yes,UK,C,-57.30376653734087,79.82277933388295,90.99753566159107,D,C,D,E,B,C,83.90011693293653,D,16.857744132633574,B,C,-24.21954263635298,0
Non-Veteran,Brazil,A,-31.624352403183458,-88.103881501556,221.1051705518475,E,D,A,C,E,D,-41.34724818834407,D,-15.39283870852534,E,A,-13.005631408052285,0
Veteran,China,B,18.73225043964141,124.73812373719309,-53.604436941573084,E,B,C,C,B,B,-24.611120685758074,A,168.4441796318342,E,D,-106.16976922910297,0
Yes,China,E,-113.06823131403982,-2.9192786316098154,-7.475015978523896,A,B,C,C,A,B,-28.861318461058495,E,148.37145792566733,B,D,-11.470351378613547,0
Veteran,Germany,A,-385.08957165132523,25.79708383025075,41.67128197431787,D,E,D,C,A,C,-135.75197720373092,C,37.80817052415622,B,E,154.09440447223076,0
Yes,Germany,D,-17.997946898610454,-155.20021437963706,201.48225441551207,E,C,A,A,C,C,37.48268619240428,C,114.21625188963009,C,C,-223.8373526118004,0
Non-Veteran,Germany,C,12.000499881893836,56.80949272941642,-52.853966708347045,D,C,E,B,D,A,-4.3571670297322225,B,-84.02413588695977,C,D,27.46573538861631,1
Veteran,Other,C,-43.57838665500148,46.604014184599194,63.0642162476481,C,C,C,B,C,C,70.83988422703355,C,161.38232552164655,C,C,30.868209882759643,1
Veteran,China,E,-129.1977128626385,48.97400724666511,-60.31839390937631,B,B,B,A,E,B,-29.569910759077995,E,199.47205389579466,D,A,-217.4934829249611,1
Veteran,US,A,49.565702731365015,169.82434010497823,-215.45412635543798,B,D,E,A,A,A,219.595896793034,D,-114.73141162229435,A,C,-94.58053947653623,1
Non-Veteran,US,E,-42.697238900036126,84.64169032334775,77.43032325608232,E,E,B,D,E,C,-156.7280776583578,D,57.77712859898182,C,C,-158.33655800028433,1
No,Germany,E,-27.94534392490237,33.88720555420819,-40.91376335592255,E,A,E,E,B,B,41.00294548629581,A,-68.0146401233141,E,D,-11.123802211338269,1
Non-Veteran,Germany,C,85.44211475430218,89.15906545449181,-63.85480103768199,A,B,B,B,C,E,-160.20061010470369,D,-147.39199093848774,B,E,27.59837011649245,1
Yes,Brazil,B,98.86005226089166,121.299897347238,-110.19532628183497,B,E,B,E,D,D,113.18494485420725,B,-141.60604016814705,E,D,117.4786520543312,0
No,US,B,110.33498378091642,-3.3870190413199377,-36.851669963663134,C,A,C,A,D,B,36.43194611794032,A,78.18115263876561,D,B,70.90487595564896,0
Veteran,Other,E,-29.68371741516758,-20.57288042637495,-185.6465867646779,A,E,D,D,A,B,138.07013635875597,B,-26.184608091063215,B,D,5.384783601078021,0
Veteran,UK,E,-121.32717983800599,-45.15614365984703,86.97680621555051,D,D,A,B,D,D,-32.64836839791527,E,158.46084067322073,C,D,22.1208929614212,1
No,UK,C,-3.9838436373302804,33.41920212689173,-98.48772368790681,D,C,D,D,C,D,219.97233676949577,D,-106.70024158491822,D,B,1.5120790577865288,0
Yes,Mexico,B,65.81220915588389,-20.03990468391747,-109.19690803029059,B,A,B,E,D,B,-81.05868981545612,B,-0.33962837672901763,D,A,-105.26623303504525,1
No,Brazil,E,-18.190943497845375,-29.308061645183148,-42.28398241661461,E,A,E,C,B,A,-55.61576154117762,E,-7.371825098710414,D,D,10.216565174435702,0
Non-Veteran,Other,A,-275.9759784473165,-63.57672603953872,-22.253589113778627,E,C,E,E,D,C,124.66334072414924,E,120.54264791706326,C,E,-76.6737118201647,0
Veteran,China,B,138.32334048509176,-80.86986873922913,6.216477219770009,C,D,B,E,E,C,49.33718278730436,D,-12.23358897742752,D,E,131.9583544786803,1
Non-Veteran,Germany,E,177.74695576730275,-45.404325705088226,141.18408353249276,A,D,D,A,B,E,131.20638677754582,C,-35.31569746413569,B,E,138.1704468723714,1
Yes,India,E,-31.867912047503744,-32.28286621987519,-74.15436056555397,C,B,A,C,C,C,-74.56740842866171,B,3.939787828645805,C,C,171.32847354964878,0
No,China,C,154.289835132917,-48.48309689393041,-22.47200606525611,B,C,E,C,D,B,13.861245397882369,D,3.7490567329291755,D,B,-60.5769611502294,1
Veteran,Brazil,A,222.5461806295877,38.71045841537919,102.95069560745489,C,A,D,C,D,C,64.70367158478561,B,25.408183505822347,E,A,-63.01262143351363,0
Non-Veteran,Other,A,-210.76132856316,-84.13184351935737,102.34292113275025,A,B,B,E,E,E,212.1409708711572,B,43.74486488183856,E,A,98.27598446793057,0
Non-Veteran,US,C,-41.532229148185,142.5375396673701,-46.123416886328684,B,D,D,B,B,B,-42.46157459535747,E,92.55648693669154,C,D,117.55363318393717,0
Veteran,China,C,-92.32044915519022,53.77471550091207,-39.73361038851394,A,B,D,E,B,B,114.06888045728383,C,21.262619721210278,E,B,-126.85719367521872,1
Yes,China,C,-0.633352774457705,138.79399657847586,112.50128836313739,B,E,E,B,E,A,122.26128633160687,A,-32.55982699787512,B,C,-79.67642972410472,0
Non-Veteran,Mexico,C,89.78092872622445,16.080338437805736,-36.17373149596612,A,A,B,C,C,A,15.294824600685777,E,9.143318569196754,E,C,16.137977348385895,1
Non-Veteran,US,D,-9.99997997728435,-83.70496976981966,61.10509261096125,A,C,E,B,B,C,-146.2032912116884,B,45.453875719329815,D,D,-75.15797302746813,1
No,US,D,25.861996866728838,-20.978848008747754,-19.200636785271328,D,D,D,B,D,A,19.5422813766569,A,74.71289541144608,E,E,54.01196308936128,0
No,India,D,93.87380666129572,198.1213017276916,-132.35660742821332,C,B,B,D,A,C,217.24230366093238,E,-13.033824294929156,B,E,-88.92096711204005,0
Non-Veteran,Brazil,A,38.916421228022884,-63.34100488690009,-34.8584134609624,B,E,C,A,C,D,223.965737533411,E,60.48959056533341,B,B,-194.2359561253855,1
Non-Veteran,India,B,78.82650597011917,-136.17681955535383,87.36336914343019,C,B,A,A,B,E,-29.23567363243989,A,34.27864572357296,B,A,-20.18872640029505,1
No,Germany,A,-47.0514972552896,60.526661038907584,18.037110338238445,C,E,B,B,D,C,-68.92132873614081,D,-23.216569668732262,D,B,48.74511306846332,1
Non-Veteran,China,D,2.7632204723463145,92.3357596613527,-192.11985689780346,A,A,E,B,A,C,97.38385088100823,B,-19.65949557749658,B,B,-129.8333981527604,1
Yes,Germany,B,-8.410140763838063,-38.55543532297246,-39.85945232656679,E,E,B,C,B,C,-19.049544922186726,B,-122.0926155369292,C,E,-182.97082260516206,1
No,Brazil,E,152.55604899553785,-132.00676154308263,44.58786990505072,C,A,B,E,D,E,23.84074589219836,E,160.1076922111676,D,A,-72.14251033361037,0
Non-Veteran,Brazil,E,-225.6633755428539,-7.559859020246333,7.950434813281522,E,A,D,E,C,D,208.1442583050137,A,45.502630236402624,B,C,72.41281877062913,1
Yes,UK,D,-134.35436918129463,66.99287223155095,88.67316054222503,B,E,D,D,D,D,-78.9875712053692,B,116.36182753762832,D,E,44.192245438706586,1
No,UK,B,-78.01425249980383,-63.93911578957356,18.798010198199293,E,B,D,A,B,E,-72.03218969044329,C,-18.976511684590278,D,D,-87.50390779448976,0
No,Other,B,-154.75342505979316,43.941613553238426,44.071475575759386,A,D,E,C,E,E,-81.7454043071718,E,-39.15880797723567,C,C,29.128997019859632,0
Veteran,UK,E,-27.285134881210798,-55.44742974688638,81.91811830468242,C,E,E,C,B,B,6.924379979110899,B,-97.3759717520782,D,A,-30.203782743853182,1
Veteran,Other,A,-100.04342781542175,163.85935343086092,35.272797547575735,B,B,E,C,B,A,-157.42632413634686,B,-8.63727578758259,E,D,37.1571132362978,1
Yes,Brazil,C,58.82967572334602,-72.67148629349907,-4.005243238983772,D,C,C,E,D,E,-2.8785428024281936,E,63.17368929524613,E,E,-296.193568320474,0
Non-Veteran,China,B,-111.83386980810246,-35.132101211480766,-41.84208249876538,D,D,B,D,B,A,46.54305202374891,D,-117.3283548832598,B,D,11.776503729847585,1
No,Mexico,B,42.613320155766246,130.36845813234424,-33.83590813301678,B,C,B,C,B,E,-45.59733455077023,A,43.111658260895695,E,B,-18.389718614516244,1
Veteran,Germany,C,17.812599001377947,134.74415533542984,-76.74471523974124,B,A,D,A,A,D,-191.36824241069914,D,-12.922168280533588,D,B,-52.292027930760696,0
Non-Veteran,Brazil,C,49.20454385622002,-129.21236548624432,-36.63999529431122,A,D,E,B,C,C,-144.03532328670437,A,-165.07653413081158,E,A,98.8285279211096,0
Non-Veteran,UK,A,-26.43529982767121,-65.11389530995552,-38.91762748574792,A,E,B,E,D,C,171.41709016227836,A,-25.651133322041492,C,C,77.32563997363707,1
Yes,Germany,B,-53.76858487628078,5.958691512186731,-71.35166195181634,E,A,A,E,B,C,-158.0041952025112,A,122.4903464931959,B,D,-47.79636064424855,1
Veteran,Brazil,E,45.24229096803209,203.6917853553806,-9.813956151426446,D,C,E,A,A,B,204.2684303628373,E,-18.61175517672426,C,C,14.802314628408075,1
Non-Veteran,Brazil,E,34.79870536633012,7.214372321008327,-50.30714538060966,C,D,C,C,D,D,29.170573986789737,A,139.9033596923074,C,B,243.8418771097794,1
Non-Veteran,India,C,1.80560905083091,-94.93698954821362,-114.53674423699842,A,B,A,A,E,D,38.77940321758471,B,-100.66608864587548,A,E,36.13308293721703,1
Yes,Other,D,176.48172557507874,-133.29998605101093,-41.61930057880511,E,A,C,E,C,E,-193.03875205666662,A,87.17902559471933,A,A,139.72960849647257,0
Non-Veteran,Mexico,B,87.62897355479178,105.49625970625935,-142.36689562407767,B,B,D,D,D,E,-69.6302486440122,A,11.85885726531894,E,A,9.822592074911485,0
Veteran,US,C,28.36692790017578,89.06791022937426,21.53927387809929,E,C,E,E,B,E,-20.693702242189577,E,48.660382911927044,C,C,175.1714749408836,0
Veteran,Mexico,C,3.879057339113518,-16.597488570192787,-98.88788250904888,B,B,D,A,D,E,68.33881153217249,E,-96.58450694262245,C,C,-79.14753899004316,0
Veteran,China,D,-44.09320102261617,-16.269722862924873,38.72317202503899,E,D,E,E,D,D,-32.28436388221786,B,2.272363983340129,D,B,8.873772572177113,1
Non-Veteran,Brazil,D,-2.3904940778649926,73.71282399985581,48.46403757402,E,C,A,C,D,D,-92.41636035275725,E,-73.4505031906553,C,E,30.794821182654097,1
Non-Veteran,Mexico,A,97.173142335219,128.3745023613278,16.637961226021645,B,C,E,C,D,B,169.5736597170946,E,74.96787593084228,E,D,156.60032791738342,0
No,Mexico,A,-10.136733774181568,-158.97898758659193,-43.70051389303893,B,A,E,C,C,E,-116.06757276030383,D,-4.4064247531700715,D,A,-105.42232987553952,0
Veteran,Mexico,B,87.45555658931302,-21.40431853819007,-7.267204832420479,A,E,D,D,B,E,-42.756501046199745,B,140.74186704508898,C,D,-144.29682349502852,0
No,US,D,136.60050071484963,-102.91602799570536,6.528115210090769,B,A,B,B,D,E,-11.145257124871302,E,-176.04252433122537,A,B,-1.7369478524342359,1
Veteran,Mexico,B,-142.3907946753875,170.15806777219498,-115.68393686915273,A,D,C,C,A,A,-65.99541780131517,D,63.68405283345763,B,B,31.658316468475707,0
Yes,US,D,13.499313641592295,-40.25969507683855,-44.25910082220356,D,D,B,C,C,D,111.05950226537644,C,122.79686533060018,B,C,-73.09544011190434,0
Yes,US,E,23.798610239021286,-71.82410820666028,42.05037088295625,D,D,C,C,D,D,69.26880231096655,C,124.42150047734894,E,C,82.42041246341772,1
Yes,Germany,E,-42.52432070146515,91.4748974778802,-17.215526545164302,A,A,A,E,C,D,69.85167503801965,D,81.29797226430247,B,B,32.8014642140891,0
Non-Veteran,UK,B,-9.339766589166794,-39.68899285855219,157.1094168839808,A,E,C,A,E,D,-101.51599343826985,B,66.67254869463136,A,E,43.505349535197766,0
Yes,Other,B,-28.899568865309426,51.18738652147384,69.97564187968504,B,B,C,E,E,E,70.17308281115699,E,145.447249668919,B,A,-48.705302926083085,1
Non-Veteran,US,C,-99.02198653921236,-44.25969243223624,-2.0681299213325346,C,E,B,B,B,D,-162.44988736298313,C,-3.8746224351760734,B,E,73.39577901212508,1
Yes,India,A,-34.199206256687006,26.526090781520583,39.15442602143278,E,C,A,D,A,D,-53.01771026966847,A,109.05262066778407,B,A,95.37110840792731,0
Veteran,US,D,-103.5353083067307,45.38597904078801,68.28921654541999,C,C,B,E,D,D,57.02164884241447,B,-132.35969858368586,C,D,-4.596269940215267,0
Veteran,India,D,-64.83498818127185,-83.53200458814094,-152.5785892820581,B,E,C,A,D,C,-8.668144537605926,E,-29.198643629034564,B,B,-22.79181396540035,0
Non-Veteran,Mexico,A,-120.50349926644557,-21.268636105915572,-105.62652463553322,D,D,D,C,B,B,49.79734227526121,B,39.55571815662063,D,E,360.2940333284627,0
Veteran,Germany,D,-95.64529930914738,99.82772592627931,-24.57762650237286,D,C,C,C,E,A,91.41652413872858,A,24.562311482849434,A,E,143.77462927150523,1
Non-Veteran,US,A,196.24176170851698,39.45737209852258,-132.50792312909465,D,B,A,C,E,C,154.26806428340086,B,-96.81518057529487,A,B,178.22629005966658,1
Yes,Mexico,E,-112.93789308278133,78.63533096361103,75.2669296563296,E,E,E,A,C,D,-144.36024069890854,B,-81.6847023672586,C,B,26.638705404518113,0
Non-Veteran,Germany,A,-41.926329766959164,96.65913063682497,154.52875534036957,A,C,E,A,E,D,-63.9572503602253,D,2.2688225911419444,B,B,170.571676666586,0
No,India,A,-13.82639572668941,9.266182503569796,27.704267440785074,B,C,C,D,C,E,100.13896882637998,E,78.27270088248885,C,C,-40.54929336052605,0
No,Germany,C,-130.58542698747164,44.267545392549636,-175.691276557373,B,A,E,D,A,D,-120.59554694388888,A,-46.40978119261947,A,D,-21.7100692067522,0
Yes,Germany,D,199.12405575155648,-76.93308089795092,-165.11817352055184,B,C,E,A,C,A,-89.17174508859256,E,-30.981138599470786,C,B,-17.86057759091904,0
Non-Veteran,Other,A,-101.21150646616005,11.672378470391113,106.02696316651115,B,C,D,E,B,C,247.08384543033327,A,45.7564527942511,A,D,78.14698756509932,1
Non-Veteran,US,C,123.34321084972126,78.95186641276246,-102.87344253033261,B,E,E,B,B,C,107.48949317773008,C,43.644355020416434,D,D,62.43832761182435,1
No,Mexico,B,85.05060112076164,-162.78769223922586,-9.8791556626016,A,E,D,D,D,E,-15.552452966072803,E,-183.0408171412351,A,A,149.41790213199988,0
Veteran,Germany,C,-133.71234908325914,10.399438654981443,-60.481583492814174,C,A,D,C,D,E,-100.07773669067785,C,57.99639034800664,A,A,18.9331272972619,1
Veteran,Other,A,-115.27072899131947,-70.06228065103168,25.111987408233823,B,C,A,E,C,B,53.440977591664605,E,22.25851185381828,A,C,-154.0294044897599,1
No,Germany,E,-89.04001113807438,84.36466183381575,181.69690572510444,E,C,A,A,B,E,-11.606873832505224,B,-12.4682970813989,E,D,0.9812251383783754,0
Veteran,US,E,135.08408462366515,-203.86247081098662,-24.27404560411059,D,E,A,C,B,B,79.59188799704579,A,4.525939857884825,E,D,-97.43926517682844,0
Non-Veteran,Germany,B,59.751490202388105,100.26555754077265,-111.69784219972144,E,B,E,B,E,D,-114.55290425997997,B,-80.20680872510881,B,E,-79.78028720336438,0
Yes,Brazil,D,-88.62393879226705,-83.73495984009955,261.1466603511372,A,E,D,D,A,C,69.06335021170061,C,42.29536445206099,A,B,93.72637726620484,0
Non-Veteran,China,E,-11.341363814509805,1.7086372120075768,35.82141315798013,C,D,B,D,A,D,-151.84176025822978,C,3.1242996089282267,B,E,-8.307691349475991,0
No,US,D,123.3070029366505,69.49361010384052,-92.59814167767301,A,C,B,E,D,E,-28.17207823035387,D,-199.52488944295072,C,B,126.9101970265704,0
Veteran,US,B,-123.62699634743655,-40.43149132065397,-123.29802569136197,B,D,D,E,B,A,-218.44661383694125,C,-20.48552614778233,C,E,60.48440171070166,1
Non-Veteran,Other,A,-49.324035905069316,57.30378793887242,12.588738811361955,A,E,C,D,A,D,-68.78423068123375,C,57.591190172458404,B,D,-124.27837351042692,1
No,India,E,85.17996184720624,178.63071682949615,96.27794197491282,C,D,A,C,E,A,46.88020279248703,E,-12.110003367834366,C,D,21.970203136854227,0
Veteran,China,A,-30.546226474529792,32.34091724011694,-86.19972389398576,C,C,A,D,D,C,53.88259301257223,A,70.13600297772734,E,E,96.88784851941675,0
Non-Veteran,UK,D,122.89863441925995,-100.6324610486083,-51.75369459289968,D,B,B,A,C,B,56.69540992495534,B,119.12505627589721,E,E,164.88999154006228,1
Yes,Germany,B,-64.25213005267103,-121.58922201395434,-147.71793778788776,B,B,E,C,C,B,-38.79738622974047,A,-91.50609646961291,C,E,-39.1383917190481,1
Yes,Brazil,B,-157.8357833965853,-69.8198299996964,37.940812267924365,A,E,C,B,C,E,56.547679339557845,D,-154.69298377095836,C,B,1.6756433970150086,0
Veteran,Brazil,D,39.31144323716004,-125.97942418043515,41.67384719226913,D,E,D,B,A,B,70.31101399568354,A,-91.32573526045871,E,B,-17.091284758063047,1
Yes,UK,C,-66.85441126858635,-85.12386036778796,-78.20507361148675,C,E,C,D,D,D,43.20634943204808,C,5.012527000657323,D,A,-6.776325647743504,1
Veteran,China,E,-10.032872204741627,28.376068111348356,90.30133859301898,A,A,E,B,D,D,-29.04425337372558,E,74.1674484699646,B,C,93.14839762288763,0
Yes,China,D,-14.878537928689578,154.8581550152675,-30.981753409677875,E,C,D,C,A,A,-9.299108419871617,E,-45.08960772930596,A,E,26.78941838179832,0
No,China,C,-76.6345283143053,76.15016107937439,58.638663294191964,E,B,A,C,D,D,4.081368340656082,E,39.2713092995599,D,D,99.0637009011721,0
Yes,US,C,-31.676091578521387,180.90361716461794,87.34099954839158,B,A,B,A,D,B,-171.3841791763642,D,112.41568437329185,A,D,-77.7278913249659,0
Non-Veteran,Other,E,46.33600938800053,158.88831549144854,41.603776850689236,B,B,C,E,E,B,-76.10554675455751,B,-46.63384960289322,D,C,-124.55332812323243,0
Veteran,India,E,-92.8976951913418,-76.70087914195297,-137.82352884670587,D,A,D,B,A,A,148.179316761832,A,36.4111130600765,B,E,-54.47584891182201,0
Veteran,UK,C,-40.399971701143755,-44.365644964566386,64.46067288416208,A,A,D,D,A,A,-69.73844148691192,B,-17.853392906849344,B,A,120.65532332217774,1
Yes,Other,B,-1.1612866456008852,120.1186926653539,91.16888626719386,E,A,E,E,D,B,-154.1524834002966,A,-44.80430341328208,C,C,132.637950690288,0
Non-Veteran,UK,B,-40.13362088108519,97.55577204328999,196.31825257592052,B,B,D,E,B,A,-49.89435259835409,D,-45.20023318344008,B,A,62.6814189046251,1
Veteran,US,B,-81.05113981848069,-98.31787687069246,113.33589528903339,C,E,B,B,D,C,-105.05456903856927,C,129.46826513402888,B,E,67.7596272105813,1
Yes,Mexico,D,-108.17802518049166,28.49327085835509,-9.184056039541824,B,C,B,A,B,C,110.70392988101186,C,-131.55319589701543,A,D,48.42838525256251,0
Non-Veteran,Mexico,B,52.724510033881245,190.95383062602255,274.7490115317186,C,D,C,B,A,D,3.7611847392114512,B,-116.0086231353721,E,D,-138.85882531599412,0
Non-Veteran,China,E,42.495392541535246,10.27288413694387,-163.3836385573662,A,D,A,D,E,A,-13.895110679048164,B,34.25212400862162,D,E,71.339870080577,1
Non-Veteran,China,E,80.87765205200955,-2.2781803831342002,68.72148359585758,E,C,B,A,C,C,14.79594613636619,E,140.41500306725612,B,E,-117.4581759410484,0
Veteran,UK,B,-20.25337361609627,-79.28876144778991,110.05110931647424,E,B,E,D,B,C,5.174643822072029,B,151.4492719122257,D,E,86.08145224758653,1
Veteran,China,A,-54.479944832129,-207.31703706029455,81.17086974015749,E,E,B,A,B,E,-109.56333858159108,E,-163.06138896319052,D,A,-38.5010105335121,1
No,US,C,27.517493831306194,-61.056347118718875,-22.846935874216925,B,B,C,D,A,B,-16.263320365848134,A,-14.65699647963448,D,E,-69.45581064017469,0
Veteran,Mexico,A,-30.26706056816832,141.27012636667257,-204.7788163377907,D,D,D,A,D,A,15.957348233894564,E,-38.17886986614476,A,E,-34.59378122103266,0
Non-Veteran,China,E,-19.89600719862863,-3.6755350466978927,51.68456186806469,D,E,E,C,E,E,-111.73658518979298,A,134.85348344701788,E,B,9.315062026970843,0
Yes,UK,B,46.926209033647105,162.93581865723067,-193.6661097673701,B,A,A,A,B,B,-39.80733530962173,E,227.59034341150942,E,E,97.01800760902552,0
No,UK,D,-79.14930547708751,50.49398576489457,146.21488125785353,D,B,B,D,D,B,93.21779294380653,A,45.38983632014417,C,B,68.53291998006455,1
Veteran,India,C,-206.78978905173423,-238.19043879911325,-169.60135118186653,D,A,B,D,B,A,201.31344012963405,C,26.143189833313546,E,B,197.48742091044784,0
No,Germany,A,240.88350994823955,154.4948335700426,129.6439199362875,D,A,C,B,A,D,185.6582975479281,A,-156.40432166425066,E,C,27.935482213324057,1
No,UK,B,-106.00974155743424,-17.907887268386787,-127.23019997476766,D,C,A,D,E,C,35.71905125281868,E,-92.12336136864553,B,C,26.258637207806572,1
No,Germany,C,-5.487270824429243,8.848101937870103,175.8293267693597,C,D,E,E,D,E,64.49347652285239,B,-133.97059362298035,D,E,-33.307467997703775,1
Veteran,China,C,83.31862661337586,-20.576459691650186,183.9742201652691,B,C,D,B,C,D,-36.50241302438885,A,69.77964063672577,B,D,109.8753947476208,1
No,China,A,-6.118396482413239,-55.75304319540134,-61.97203253677927,B,D,B,E,B,A,-119.61823774752574,A,18.361792290755194,E,B,-48.6830033492856,0
Non-Veteran,India,C,62.23748563056212,177.4890453192361,-76.30260011628694,A,C,E,B,C,D,-175.69697396391211,B,-162.1201349063444,E,D,-45.61956772769176,0
No,Mexico,B,-260.6065522839232,-152.59594786867407,-104.08584959360681,C,D,A,E,A,B,-116.12377316231594,C,-8.133880596824188,A,C,-45.49361173343619,0
No,UK,B,34.967159817741546,39.54723963091355,48.25035128554786,E,C,B,D,D,B,9.881538283586194,C,88.62279265380576,A,A,-139.28767511883174,0
Yes,US,D,-74.02516317955138,34.035773955892665,-68.15388366269045,D,E,E,D,D,E,-118.0977404993332,C,-35.33934426259122,B,E,-198.90714988300002,1
Non-Veteran,India,D,57.55872907854671,101.29970679094747,5.662577865053931,D,A,D,A,B,E,104.19470608555072,E,-36.8949290377353,E,C,137.02002957769477,0
Non-Veteran,Other,B,103.42621894609698,36.763996217547344,53.94342801104687,A,A,B,B,D,D,-18.084079415780142,C,80.3463177512909,C,A,-20.453127713096194,0
No,Brazil,D,-43.70923000966841,58.74201971821628,65.00764427879406,C,D,C,A,D,C,-123.02969073340797,C,-27.56520329591472,E,E,127.82508938969004,1
Veteran,Germany,E,-83.71416641001002,8.686833326979862,-116.18508683403385,D,B,B,E,C,D,31.258801696301486,C,151.39455317125152,B,B,-50.831382420907865,1
Yes,Brazil,E,137.38387705378568,72.71941106347596,124.5185212964309,E,E,D,C,C,E,122.15224656308654,A,67.13531391537974,D,E,47.18093225429638,1
No,Brazil,B,-36.1382066326814,114.62943486638024,53.64263459750772,B,C,B,C,C,E,58.54228645105884,B,-271.33854648174685,B,E,96.62193376878882,0
Veteran,Other,B,-78.46886915626241,-82.0372375310916,-7.082881762219312,E,C,E,A,E,B,98.33925399511145,E,72.08165857473543,A,E,-230.79244935502285,0
Veteran,Other,A,43.99078784601551,-26.793543658274054,-52.62781665355117,D,D,E,A,D,B,25.481759857747342,A,23.72910624347848,A,B,-1.980946469258672,0
Veteran,UK,C,9.486276244104994,-13.213562858626354,-53.75022996712986,D,A,A,E,B,C,6.204144503737141,C,-16.85084333315665,E,B,-15.178445607765614,1
No,China,B,11.274037302969809,-19.754102111561362,-14.086311286528433,D,C,A,D,E,A,12.142270474258492,C,-238.8604165771282,E,E,-83.32914617402156,1
Non-Veteran,Other,B,70.63923056745206,14.019848968943341,215.277095635656,A,A,B,A,D,D,57.393258471069196,B,-65.30707135289315,D,C,-123.21354381138883,0
Yes,Mexico,E,-121.86163071287235,-125.22677012227919,-192.76485734964245,C,C,D,D,B,A,-105.3058542392183,B,-91.01712550133288,B,B,102.98106151245139,0
No,US,E,-37.295945794822266,81.96008794658276,-119.88720616536624,B,A,A,D,D,C,138.65256822509477,C,-192.3822714566455,A,E,110.00851027389274,0
