disability,Race,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
None,White,Single,A,E,D,B,C,E,C,-129.88473798087412,C,-79.2308962808634,E,E,D,118.19939702658584,57.958899891336635,C,1
Yes,African American,Divorced,D,A,A,B,C,A,B,-85.12201716456016,C,171.18034845340804,C,B,A,-37.081387981718514,95.53160710422975,E,1
Both,Hispanic,Married,E,A,A,A,B,D,E,209.82125869949994,C,51.450240091123725,A,B,D,-59.82229004393427,-72.92895924757212,D,0
No,Other,Married,B,E,E,B,B,C,A,5.409768080719071,C,-9.488741307683393,D,E,C,-122.49298075818793,-71.96436809482965,D,1
Both,Asian,Widowed,D,D,E,A,D,C,D,-43.30614808596188,C,65.21630186879065,D,C,D,7.771590710955165,145.54239267969123,A,0
Mental,Other,Married,C,C,B,E,A,A,D,-9.240559491445525,A,-53.20334725975269,B,C,C,37.345704693263265,-55.00727958803668,A,0
Mental,Black,Widowed,E,E,D,D,D,D,E,-94.50017913123911,B,-58.12736770114125,D,E,C,-69.41963951236315,-111.32766002712118,B,0
Both,Asian,Widowed,A,B,A,A,E,E,A,-205.10765909193302,A,-3.8439905822004556,D,A,A,-59.68566408639203,105.59657648046088,E,1
Both,White,Single,D,E,C,D,E,D,D,-102.83050417012589,E,-104.23535212121782,E,E,D,-88.93564299179639,-121.79463270380191,E,1
Both,Other,Widowed,B,C,A,D,E,B,D,-66.6883660646826,E,40.963702996867255,E,D,A,10.753595974827228,-49.19687606557231,A,0
None,White,Married,A,D,D,A,B,A,D,94.2216721453991,D,-24.814109096087204,A,B,A,54.732706147494206,-121.76815105282913,A,1
Physical,Black,Single,E,C,D,A,E,B,D,137.55825152999574,E,-59.06147735113228,E,C,D,-65.901389144471,-108.92054393761919,B,1
No,White,Widowed,D,D,D,D,A,C,C,171.12128990906163,E,-102.54578639978821,C,A,C,-74.9128940932084,-68.7824992656491,E,1
Physical,Hispanic,Single,C,C,E,E,C,B,B,-92.61818230828025,A,14.142650168399962,D,B,E,45.12043947330432,7.9797509075782145,D,0
Mental,White,Divorced,A,C,B,A,E,B,B,-62.275501471705006,B,35.576870005452236,C,A,B,32.53841223579485,175.32069504165696,A,1
No,African American,Married,A,D,D,A,D,B,D,-101.50323836201731,B,-57.9599243421115,E,A,C,-78.38104542090242,49.58363122418361,E,1
No,Black,Widowed,E,B,B,B,D,E,C,-29.54990001061534,D,-13.083103355876025,D,A,D,-115.98029073879263,109.05917014624936,B,1
Physical,Asian,Divorced,A,D,E,B,B,A,A,56.36179248973349,A,6.769153763519628,B,E,D,-76.76318848122565,-68.60459697729469,C,0
None,Black,Widowed,D,E,E,C,E,C,D,78.12749826613258,B,168.35722703993676,A,B,D,-23.0303069131973,77.24307304149468,B,0
None,Asian,Married,B,C,B,A,A,A,A,120.8119105713483,B,-136.13644686140893,C,C,A,-152.21354003611708,-51.629192805107,E,1
Mental,Other,Divorced,E,D,B,D,A,C,E,-7.4310827563853845,A,-124.98909961343246,B,A,D,-33.562970726903565,162.6595146528746,D,0
Both,Hispanic,Married,A,C,D,B,A,C,D,-0.7833940165050238,B,-50.543476581336286,C,A,D,-76.36005933775249,168.634605889817,B,0
No,Hispanic,Widowed,C,D,D,A,D,A,B,15.430557960917607,E,154.64560357529206,E,B,A,-38.22753854704204,-74.80693827326132,A,1
Yes,Other,Divorced,A,C,D,C,B,C,B,-7.082918124952614,E,-84.61112204886993,C,A,D,112.89186919032245,-35.826885463911374,D,0
None,Other,Widowed,E,D,C,B,B,E,B,-6.654493421399116,C,78.39105216894637,D,D,C,-36.95699762668986,-68.5577262660236,E,1
None,White,Widowed,B,D,B,E,C,B,C,67.34399144867272,A,-3.5032985836497685,D,D,A,-145.82595054517793,-18.18614423484286,D,0
No,Hispanic,Married,E,C,C,C,B,A,D,-12.813100801717207,E,0.165254781683495,D,A,E,-33.52952852943167,200.3140883509057,A,1
None,Black,Married,C,C,B,D,E,E,A,-118.80589026790054,E,-3.701502407265791,C,C,D,-113.19786253265707,246.78880979019993,B,0
No,Black,Married,B,D,C,C,C,D,E,59.56210431140872,B,113.7729688758421,B,C,E,-105.66615446701424,81.72019738630613,D,1
Physical,Black,Single,E,A,E,B,E,E,E,128.31601405646728,D,-36.509476622776795,E,E,E,96.71166107746637,17.10112569918415,D,0
Yes,White,Widowed,A,A,E,D,A,C,B,-3.3629879362065442,B,255.5959260305771,B,A,D,62.363711736352556,14.510743818075616,C,1
No,Asian,Single,E,A,D,B,A,E,A,-0.49191190837367993,A,2.0063396580338226,B,A,E,-65.70077494198792,-58.671642270052324,E,1
Yes,White,Widowed,B,D,E,B,B,C,B,-156.74656478444732,D,23.337498813033736,B,D,C,142.6056269964438,157.83526419872888,E,0
No,Other,Widowed,E,E,B,D,E,C,B,-36.67289920872649,A,-13.919740471457938,B,D,B,-175.1183948096444,-11.110021976969902,B,1
Physical,Black,Widowed,B,B,A,E,D,D,E,-95.0547323675715,B,-113.9568775408172,A,E,B,-51.50052449732057,-52.00267913014408,C,1
Both,Asian,Married,B,E,A,A,C,B,A,116.83485041389248,D,4.425520021190887,B,A,E,-246.194629045306,-43.55176561086006,D,1
None,Other,Widowed,C,C,A,E,E,D,E,73.62787713290383,E,-185.4586935955273,A,B,C,77.05377272881239,-81.47801199727701,B,1
Yes,Other,Married,E,C,A,A,A,E,D,-46.77273840402729,C,43.82999168015571,A,B,A,159.28204906985866,-139.35171841810015,B,1
Yes,African American,Single,D,A,D,A,B,C,E,84.25800819604429,C,12.98521785072652,D,A,D,94.58146670559555,55.141310567736646,B,0
Both,White,Widowed,D,B,A,C,B,D,C,103.61814363002435,A,178.89075053804675,A,B,E,39.63120303275565,7.909591169939987,C,0
Physical,White,Divorced,A,A,A,C,E,A,E,-27.005388400833937,A,-76.70956741584469,A,E,A,91.64649329904056,-78.04728130751404,C,0
Both,Black,Married,A,A,C,A,A,D,C,83.99887315609637,A,-64.08152371728052,A,D,D,-53.45094050957427,-81.41697083584464,D,1
No,White,Single,E,B,A,B,D,E,C,151.39382705847268,E,-119.1600155137063,C,A,E,-180.40764244510538,100.92036050524162,B,0
Mental,African American,Married,A,D,B,B,E,A,C,-70.4576809994637,E,8.80639802100868,B,B,C,160.2788642408459,-33.09685593878666,B,0
Mental,White,Divorced,C,C,D,D,D,C,C,-139.62525187977968,B,-149.26536693447835,C,E,B,-34.64200502271867,58.54508100330632,A,0
Both,Hispanic,Single,A,B,B,E,E,E,A,180.7837839038698,D,18.9989539313507,E,C,B,73.96976745562547,159.47165382522203,C,0
None,Asian,Divorced,D,D,B,C,E,E,E,12.286594896848852,D,130.62860728523668,E,A,E,205.44929735645522,246.07055475065343,D,1
Both,Asian,Married,C,D,D,E,D,A,C,-96.33132415098537,B,111.1661635829524,A,A,A,15.0720119921772,-189.08628781374662,A,1
No,White,Divorced,A,B,D,B,E,A,A,-53.17469235267447,E,239.59448901748578,D,E,A,-65.35429877948941,10.479442717128205,B,0
Both,Black,Divorced,E,B,B,A,B,C,D,-237.46484440541363,E,-74.33869524098432,C,C,A,39.85330180614925,-80.99572661422944,A,1
No,Other,Married,A,B,D,C,E,E,A,-152.11110868052978,C,-55.10293596897659,A,B,C,-50.64264603911225,-68.01414987284582,E,1
Mental,Black,Single,D,D,A,C,D,E,C,225.0495168950206,D,49.690158909152075,D,D,E,-18.700378995039387,94.40265897323454,B,0
Physical,Hispanic,Widowed,A,E,C,E,D,E,E,1.2014496682021558,C,125.05950571860036,D,A,E,-107.6543901629781,96.60236609279748,E,1
No,Asian,Single,E,A,E,A,C,C,C,48.01619877817746,E,-95.29060188068372,A,C,E,43.62817402633533,34.901548229113786,D,1
Physical,Other,Widowed,D,B,E,C,A,D,A,136.8548091286591,C,28.569434268001732,A,C,B,-88.3445588708945,67.82869406793128,C,0
No,White,Divorced,D,C,E,B,A,D,D,-28.892984081707063,A,47.03755554552737,C,B,C,-20.181070682822657,-62.74054496006385,D,1
Mental,Hispanic,Single,E,D,D,C,C,C,E,-15.70137512563674,A,-28.62763006720942,D,A,B,-35.48045611038639,-11.500290995180398,B,1
Mental,Asian,Single,C,E,D,E,B,E,D,-182.76101398785224,C,17.978892731476112,E,B,E,177.6452749260284,-71.79872257504904,E,0
Mental,Asian,Married,A,A,A,D,B,B,B,186.5969472319836,A,182.507805770439,E,E,D,127.05132691993654,-160.51885413157018,A,0
Physical,African American,Married,C,B,D,E,C,D,B,86.40003482402562,E,-24.677726634099393,E,A,E,46.15454611943854,32.896928086574576,D,1
None,Other,Single,A,A,B,A,B,B,A,78.9595909078188,E,92.78443258197669,C,A,E,134.35548887298464,32.32926269998552,B,0
Physical,Hispanic,Divorced,A,E,B,E,B,A,A,-150.09268868354965,D,116.31630030588447,B,D,B,46.77111202795821,136.7313447074595,E,0
Mental,Hispanic,Single,B,C,D,B,D,D,E,42.06036480603535,B,-3.9103890075402026,D,D,C,-3.1896085229003606,72.41773377246297,D,0
None,African American,Married,A,B,E,E,A,B,D,54.39089962713703,B,-101.93496978056469,D,E,B,26.71550875507116,0.9681553351149527,B,0
None,Asian,Single,A,D,A,D,B,A,E,96.23996503666903,A,-153.7059465405177,D,B,A,41.29259083154705,64.28066395210483,E,0
No,African American,Married,E,A,C,D,C,A,E,46.2897476029457,B,62.61072998717534,C,A,C,-28.26194600189656,-34.98945667456246,D,1
Both,Asian,Single,E,E,A,E,E,A,A,-23.646953311276356,E,95.70565081650933,B,E,D,154.49208106960702,-93.15155315749968,A,1
No,Asian,Widowed,D,B,D,B,A,D,C,36.40689213673245,D,-42.58471058041265,D,E,E,-15.06398771882051,-25.042279738130585,B,0
None,Asian,Single,A,B,C,B,A,A,C,-2.192613057943114,C,-69.26314148064853,B,D,E,51.0971436627963,3.3366862891915567,B,0
Both,White,Divorced,A,B,B,B,A,B,D,24.11781324399424,C,105.52241364070755,B,A,B,35.13322581213995,83.88986629611409,C,0
None,Hispanic,Married,B,E,D,B,A,E,C,-52.173984196992166,C,-34.665100930651136,B,A,B,-41.2781758924467,-149.09433832978408,A,0
No,Other,Divorced,B,E,A,E,A,E,C,-63.077923661514546,E,-41.577140085900645,B,C,B,100.15342867941285,-22.416347291686098,D,0
Mental,White,Married,D,B,C,C,C,B,C,92.28235289474658,E,59.26287171839682,C,C,C,147.591062470868,74.47147931872753,D,1
None,African American,Widowed,B,D,A,B,E,A,E,195.1675165707063,C,91.01467165211777,B,C,A,72.15382931285184,15.005826738711564,E,0
No,African American,Widowed,C,E,D,E,E,D,A,-162.97202743628364,C,-121.08086835959352,E,D,C,50.69308590570471,144.0900290042573,D,0
None,White,Divorced,C,A,C,D,A,E,D,85.59231142436366,B,-228.93365196333582,A,D,C,-29.299591410181808,-102.2427710765877,A,0
Both,Other,Married,C,B,A,B,E,B,B,-196.20789114938847,E,106.25402447073633,C,B,A,29.144125242592224,-160.20755299484824,D,0
Mental,Other,Single,A,A,B,A,A,B,B,63.65407522966736,D,-55.23941388533515,D,A,C,38.78553377564396,-169.18569166698944,C,1
Physical,Hispanic,Single,A,B,A,A,D,D,B,93.076974539421,A,81.06361618170568,C,E,C,-209.62781672412044,-19.151116942421282,E,0
Mental,White,Single,D,D,C,A,D,B,D,-14.916905339063053,A,40.57929645865687,E,A,B,-212.4032039749247,52.71798978598034,A,0
Physical,Hispanic,Single,E,B,C,C,D,E,C,178.66610949158868,A,-115.73841169763439,B,A,A,137.5882346548926,236.6947581520221,E,0
Mental,African American,Single,B,A,C,A,A,A,A,41.18557059983445,E,57.68148306093147,D,E,E,82.16270741468804,41.349462404554394,E,1
No,Black,Single,D,B,A,D,E,D,A,21.331824674991047,A,-112.10783854758624,C,E,B,-9.440193848781677,-137.4279850348395,C,1
Physical,Hispanic,Married,C,E,B,B,E,E,D,-85.32576352173794,E,136.85425098014284,E,E,D,-111.12093491486831,3.7382127520498867,D,1
Yes,Hispanic,Married,E,D,B,B,D,A,C,139.87852778922445,B,65.4046144372209,E,D,E,135.47726567825342,0.4457197349794609,D,1
No,African American,Married,B,E,A,C,A,E,D,54.835917937163,D,-84.02619573093537,E,E,A,99.11062280229905,60.84824750344654,C,0
Mental,Hispanic,Married,E,C,A,D,A,E,C,-52.748422304601185,D,-109.21486102703926,D,A,D,-18.166612166240746,-25.901557609312952,C,0
Mental,Other,Widowed,B,B,D,E,B,B,D,-76.7149452569362,B,78.45739629032829,B,C,B,-45.26870386992282,-38.81478993251324,A,0
No,White,Married,B,E,C,B,C,A,C,12.752556627051415,C,-18.937319939551507,E,D,A,142.43137664149071,2.80407185089746,E,1
Mental,Black,Divorced,B,C,E,E,A,E,D,24.697586018607193,A,50.00969601757145,D,C,B,44.934093921845744,137.3850206212927,A,0
No,Asian,Widowed,B,E,C,C,B,A,E,-212.4618678436467,D,-204.75126059101646,D,D,E,-70.31935155394837,2.215375070775435,E,0
Mental,Hispanic,Widowed,C,D,A,E,C,A,D,-12.222790614825648,E,-30.512295507379903,A,A,D,-124.75565297554698,-170.8476557430383,E,0
Yes,African American,Widowed,D,D,C,C,E,A,D,-22.442612047655267,E,65.14277852785021,D,E,E,-51.45741492406783,175.63244140672086,C,0
No,African American,Widowed,C,D,D,D,D,B,A,15.045050627876916,B,81.54486072742775,C,E,C,-43.27723608951716,-98.65712669737823,C,1
Physical,Other,Widowed,D,A,C,A,E,D,D,-92.83921727523808,D,-10.75334349824611,B,C,C,-119.60388538131075,74.51392247708748,A,0
Yes,Black,Single,E,E,B,A,B,C,D,128.79547419693802,E,-121.40683803821098,D,E,D,-66.96116389406829,129.2432623857097,A,0
Both,Black,Married,C,C,C,B,C,E,C,41.00449963636609,E,-53.31869498966072,C,E,C,-156.39182687984214,16.236314790125093,E,1
Yes,White,Married,C,B,D,D,A,C,A,62.90220921701831,C,-70.55072304596108,D,B,C,-115.25459937810932,-95.0310124647964,C,0
None,White,Married,E,B,E,A,B,C,B,-130.0365800163355,A,-73.24079376871792,D,D,E,-97.05644714006654,-48.59326398619756,D,0
Both,Hispanic,Single,A,C,C,D,B,D,A,-79.43759320536881,E,-96.6042874800967,A,A,D,-88.24376339884084,32.91528540464949,E,1
Mental,White,Single,A,E,A,E,B,D,B,-29.76011897110247,A,-18.115383433711834,B,A,A,-82.08363582239961,157.79873641000796,E,0
No,Other,Divorced,E,C,D,C,A,A,C,-160.2394217204948,D,-82.26523650680507,E,C,A,-14.06101878785749,-104.47304045123582,C,0
Physical,African American,Divorced,C,D,E,A,E,A,A,75.30407561651124,A,-90.52693750562368,B,A,A,64.74865241682586,13.543537990876356,D,0
Physical,Asian,Divorced,D,C,E,A,E,E,E,5.403867855257377,C,-4.567276109701341,E,A,D,-51.60365054827012,137.13504921758138,C,1
Both,Hispanic,Divorced,E,C,A,D,E,D,D,-20.207215280780964,B,201.17037464746073,E,A,D,94.12421228516092,145.36305685781898,A,1
No,Asian,Widowed,B,B,A,A,A,B,B,212.01991428878597,E,203.34330406879553,A,B,A,18.96343213480656,1.4218012546120993,E,0
None,Asian,Single,A,E,B,C,E,A,B,32.894135830044476,C,-83.9262897075901,E,C,D,-42.33044111322003,7.824347157476369,C,1
None,African American,Divorced,D,A,B,C,D,C,D,-60.24180332133473,E,138.24763643872387,E,C,D,116.73472736339818,112.35326987436456,A,1
Mental,Hispanic,Widowed,E,A,D,D,B,B,C,-71.85139328551314,A,-31.143581755939483,C,E,D,-40.73386086278169,25.271617854055496,C,0
No,White,Married,A,C,B,A,A,E,E,91.92075507552693,B,-49.41436419472217,D,A,E,56.52626259889122,-105.96699100387403,E,1
Both,Asian,Married,B,D,D,B,D,C,B,0.9743713841782664,C,134.39286319796025,C,D,A,139.32928264027495,45.006602678564334,E,0
Yes,Other,Widowed,B,D,B,D,E,D,C,215.16071402608085,C,-70.49726773201581,C,A,E,-65.23307486852748,91.42045466467485,E,1
Yes,Black,Widowed,A,D,E,B,A,B,C,94.46814850807392,B,-87.1394740913939,D,D,A,21.831013145074653,147.90626012262217,B,0
None,White,Widowed,A,A,B,A,E,B,D,62.48818119769503,A,-82.8234627917916,E,E,C,71.27275225286604,-246.15813731132502,B,1
No,Other,Married,C,E,E,C,E,A,B,-22.274011836510887,B,-60.98936310353734,B,D,D,-52.422682174433966,44.75900764232414,D,1
Physical,Hispanic,Married,E,B,C,D,E,E,C,162.5457900640663,E,74.75872519689221,C,B,D,-90.26279315098327,131.84067978023418,A,0
Mental,African American,Widowed,A,D,E,A,C,A,C,28.49644258860153,C,134.81737887962112,C,E,E,128.26193546117213,4.239362726315085,C,1
No,Other,Single,D,B,C,C,E,B,D,14.996214686692305,E,84.00834251013886,C,B,E,41.57081186134833,-0.26882894511115607,B,0
Mental,Other,Married,E,E,B,E,D,B,A,-90.83611481978,C,-163.65744132814717,B,E,B,105.3609413802499,0.15296133954809582,C,1
Mental,Other,Divorced,D,B,D,D,C,E,B,63.226527276754275,E,-0.9165258069839576,C,E,C,-37.64483825923637,102.96389783057253,D,1
None,Asian,Divorced,C,D,C,C,E,C,A,102.30839338896554,E,-8.122881597615404,E,D,D,-133.58579802230452,-79.20734573013388,C,1
None,Hispanic,Widowed,D,E,D,C,B,A,C,-21.190967917807342,C,250.5212803215696,E,A,E,-41.414549644295,101.1950800798892,B,0
No,White,Married,A,C,D,D,C,A,A,-124.57386026429953,A,156.816855786562,B,E,E,21.325047214701797,109.62228754832995,C,1
No,White,Widowed,B,D,E,B,B,C,D,60.432553728163555,E,58.791296086081736,E,E,D,-130.95617172490722,-26.11873534059536,A,0
Yes,Other,Widowed,C,B,A,C,A,A,E,17.656625311416878,D,118.82205224860441,C,A,A,-40.21376129032744,-239.060084004764,D,1
Physical,Black,Divorced,E,E,D,E,A,A,C,-57.459081906615886,A,58.34378306549128,C,E,E,19.698760191274125,100.81646829357783,C,0
Mental,White,Divorced,A,A,E,D,E,B,B,-181.47407649818345,B,23.16289426003035,C,D,E,48.7930453802924,-5.824235311997279,A,0
No,White,Married,D,D,E,A,B,B,B,132.04316084995952,D,132.03962553645593,D,C,D,-144.31341442525536,-248.18371851447537,E,0
Mental,Black,Married,C,C,C,D,B,B,E,-19.976403048468338,C,-34.66067600198147,C,A,E,-168.0219215757026,1.5163584906991772,C,0
Both,African American,Married,E,E,C,D,D,D,B,-23.613797490266148,B,167.97711830804806,B,E,B,-77.7695215823605,25.290449704525376,B,0
Both,White,Single,B,C,B,A,E,C,A,154.3286424536994,D,-59.54004050058541,E,D,D,-37.72782077531499,99.20485304607864,D,0
Mental,White,Single,E,D,C,C,E,D,C,-223.24211118199653,A,97.12325664593973,A,C,D,-7.193468588841971,128.9971223860426,A,1
No,African American,Married,C,B,D,C,A,E,C,229.8605455189696,D,103.79888783715398,B,D,E,-50.96241983137401,81.32117253817151,E,1
No,Other,Married,C,D,A,B,B,B,A,-135.80439569413178,D,-4.269930319736685,C,C,E,169.79389433987484,-94.00515505960072,D,1
Mental,Black,Widowed,C,A,B,E,B,E,D,3.1811531306407312,A,31.02282779482778,B,C,E,-29.375174573245438,-6.396878131849003,C,0
Mental,African American,Widowed,A,D,D,D,B,D,E,-20.554148998442994,C,66.75677903819607,D,A,C,77.03821713561682,90.66011548202088,C,0
Physical,Hispanic,Single,B,D,C,B,A,E,A,225.74937025559856,A,42.45008199480989,A,D,E,-31.84243232933161,-126.86273101136666,A,0
No,African American,Married,A,B,B,A,A,D,A,-2.7641161362205438,E,146.81587446294665,C,C,E,-33.21683294028746,14.00297904671596,B,0
None,Hispanic,Single,D,C,D,C,D,D,C,38.48549255390034,B,-43.580258629162905,C,B,B,-90.14239388320442,45.34166421890085,C,1
Physical,White,Divorced,B,A,E,E,D,C,C,68.20290539089619,D,76.51557986538336,A,E,C,-61.888400594132776,50.233534747229506,B,1
Mental,Other,Single,A,A,C,A,A,C,A,-76.07892288291912,B,-185.06311347646823,E,D,A,-63.82255878371218,-26.306985967797726,B,1
Mental,Asian,Divorced,A,D,C,D,C,E,B,-12.255137869165477,D,-90.18544472606135,E,B,A,196.6846109668337,-218.8340273183151,A,0
Physical,African American,Widowed,A,A,C,D,C,E,C,23.48265461921174,B,-273.69734965058836,A,C,B,-82.23071465598147,48.51147067064251,D,0
No,Hispanic,Married,B,B,C,C,C,A,B,9.686822004848167,A,-1.4753735071904832,D,E,D,-84.57795365070197,44.77573465221804,E,1
No,Black,Divorced,D,D,D,D,C,C,C,143.90844910392747,D,-217.93435813530326,B,D,A,13.33584072402819,90.60168889580804,D,1
Yes,Asian,Widowed,B,D,C,C,C,B,E,-13.049104352304445,E,-30.2077071642126,D,B,C,-205.2422582888018,-88.9745038756136,A,0
None,Black,Divorced,A,D,A,C,C,D,D,-60.69887565442702,A,127.55698166695562,B,C,E,34.557295609371806,34.91675809847738,A,0
None,White,Divorced,B,E,C,C,E,B,C,72.97608939372961,D,90.05022650019694,A,C,C,-65.65250187638316,40.45736442493913,C,0
No,Hispanic,Single,E,E,B,D,B,C,B,73.97112318779988,B,-76.9065266128078,D,C,E,-4.366420036160557,40.14224614784339,D,1
No,Black,Divorced,D,D,A,C,B,A,E,-3.012118168722864,C,45.96707514293207,A,A,A,70.59462641161716,140.99703447149682,C,1
Yes,Asian,Widowed,E,B,D,E,E,C,A,-53.5808654550146,B,-5.676776702165075,C,E,E,-128.1387403913717,-54.08835710105916,B,1
Both,Hispanic,Divorced,B,B,A,C,D,D,E,76.72191047828909,D,-24.663355462132152,B,C,A,-57.018367393860245,-64.17259820280621,E,0
Both,Asian,Married,E,D,A,B,D,B,D,-54.983260398726856,A,12.33413750401047,C,A,B,75.29132352410133,-74.70387016540792,D,1
None,Black,Divorced,D,D,D,C,E,C,D,99.6808036515826,D,67.26603646159201,C,B,A,-67.54303269848776,-77.61848499100762,B,0
Mental,White,Divorced,C,B,C,A,E,A,A,-39.71161230417247,E,-169.21759344352523,D,A,A,-46.13162110036712,26.445274819608965,E,1
Mental,African American,Single,A,D,B,E,C,E,A,-41.57103931436021,D,-34.29794189502607,D,D,E,14.985631375190342,61.74989530618495,C,1
Yes,White,Married,C,D,D,D,C,D,C,-245.79495643547787,A,-173.9862540582199,A,D,A,-77.4411910027466,-213.24029990464467,D,0
No,Other,Divorced,B,D,E,A,C,C,C,-7.4840870935774335,A,238.17163295218,D,D,B,102.92749390601541,31.775954407484242,D,1
No,White,Single,B,A,D,C,B,D,A,70.54672201818639,D,-110.5731911366008,D,A,D,15.408078390324457,-179.22495216238488,C,0
Yes,African American,Married,D,D,A,B,A,D,A,36.8531359643864,A,-9.99069781267251,C,B,A,-4.546993437952578,-117.66824464513932,E,0
None,Hispanic,Married,E,A,E,B,E,C,D,-25.553113419558986,B,-193.40534022575977,C,D,E,206.39355616599525,60.299253279982125,E,0
Both,Black,Single,C,E,A,B,E,D,D,-15.299600726981213,E,-125.03022037525986,B,D,C,-82.04955514630093,-77.19013978339227,A,0
Yes,Other,Married,E,B,E,D,E,A,B,-86.05880556939964,E,125.08073861572298,A,B,E,-18.362911602332016,174.68629258433782,C,0
Mental,White,Divorced,D,E,A,D,A,A,D,40.417477043753955,E,-117.91770888345101,B,A,E,42.72872723413472,-155.2854513012899,B,0
None,Black,Single,C,A,E,D,D,D,D,12.960227268611149,D,-6.660161519613729,D,C,D,115.82805441615443,-64.60257496722714,C,0
None,Hispanic,Single,B,B,B,B,E,D,E,40.09726693084356,A,47.503646027219105,E,E,D,-36.174916519525816,-81.46891464250649,E,1
None,African American,Married,D,D,B,C,B,E,D,55.967473515575115,B,40.027576977739734,C,E,B,20.211179786284916,85.8512636096267,B,0
Both,African American,Widowed,A,A,B,C,E,C,C,27.32604096494119,A,70.9663609604802,D,D,C,15.831780626103345,-47.842094778513534,E,0
None,Black,Widowed,A,E,E,B,A,A,C,-11.870113730205796,D,86.53035857691965,B,E,C,34.84932431704154,143.5275935581251,A,0
Yes,Asian,Widowed,D,A,C,E,E,C,D,20.910262900195185,D,-75.32776122762117,C,A,E,20.556442114949515,-13.912557375675336,B,1
Yes,Hispanic,Widowed,A,A,D,A,B,A,B,71.256168577029,B,-44.157657533267106,B,D,A,86.92855670911086,38.80035208091602,C,1
Both,Hispanic,Married,A,B,A,C,E,B,C,3.3197675089735803,C,17.99219405730759,B,B,C,-217.34153242781002,-169.33937741171005,E,0
Both,Asian,Single,D,C,C,B,C,E,D,41.79049891080996,B,-60.33697149403,C,C,C,-35.346550990280846,7.033428733557725,D,0
None,Other,Widowed,D,D,A,C,E,A,C,-35.64532592940842,E,36.542627147636814,A,D,A,-225.98110177339413,-97.76198351262718,E,1
Physical,Black,Widowed,E,C,D,C,B,B,D,-18.13751987675363,C,-114.87044427454312,B,A,E,-0.6402109968131833,-29.21712234896888,C,0
None,Black,Divorced,D,A,A,C,B,D,D,171.04973353110057,D,-101.82929866354932,D,D,B,-100.83898148117657,-65.50221148198136,A,1
Mental,Hispanic,Divorced,B,D,A,A,D,A,B,-160.02899311385275,A,-83.23671257142668,B,C,D,-5.8221334627527295,-46.80140972653817,C,1
No,Other,Single,A,A,D,E,B,B,E,62.17537843835844,C,43.428674267413776,A,D,A,-198.81943901567328,-138.10843573440343,C,0
No,African American,Married,A,D,A,C,D,B,C,56.035868517228025,B,-10.331148304259802,E,B,A,-78.3275484554718,93.98785136893815,E,1
None,Hispanic,Divorced,A,B,A,B,E,D,B,151.26952239882385,E,37.2056489751382,D,D,B,-145.81729307378936,48.498033750038516,C,0
No,Asian,Divorced,C,D,D,E,A,C,C,88.3429115361564,C,12.22072291767627,B,C,B,3.350352083099527,21.13697338677444,A,1
Mental,White,Divorced,A,C,D,C,A,C,D,162.76072942038866,E,107.86874857676527,D,D,B,25.670635169176016,48.72366825019491,A,1
Yes,Asian,Widowed,D,B,B,B,B,C,A,-79.60623038932452,E,161.87766420468043,D,C,D,-115.78729673938267,91.83766468031968,E,1
Mental,Asian,Widowed,B,E,A,E,A,A,B,182.5663222691411,A,149.06557843646078,A,E,B,28.3665191289774,-246.09620942705567,C,1
Mental,Asian,Widowed,D,B,A,E,E,A,A,169.65547506609823,A,-45.66323061557313,A,C,B,-302.02756602251776,-44.74605813788984,B,0
No,Black,Divorced,D,A,E,A,E,A,E,-109.9759814790541,D,-9.803517966193384,A,C,C,-72.0000014776549,-248.99495908796126,D,0
None,Black,Widowed,C,A,B,D,A,E,D,-49.31726053707113,B,-168.38634515776812,A,E,A,52.27551500194966,251.72749796127243,B,1
Both,Other,Married,E,C,E,C,A,B,A,-5.313481805963046,D,122.0675134078882,D,D,E,-84.96930657349472,-44.51046529605007,B,0
No,Asian,Widowed,E,B,C,C,C,D,E,-42.73836200055922,A,-49.3237519189987,D,D,D,-64.93851435137653,164.7176830500274,A,1
None,White,Single,A,B,C,D,D,C,C,-70.4401585049253,C,-9.329185213899105,A,C,A,-102.05981111676698,-7.8006734788735805,B,1
Mental,African American,Married,E,B,E,B,A,A,D,-169.28546334771175,A,55.65082252789826,A,A,D,-50.522596267200015,-43.056252045193155,D,0
None,Black,Single,E,D,A,B,C,A,A,41.82068604508842,D,-66.59831421871932,A,A,D,-212.68334183381788,147.71203547562692,E,0
Physical,African American,Widowed,B,B,E,C,E,D,E,251.41836699375887,D,3.960306862970457,D,A,C,12.98269830284756,-84.60243583240485,D,0
None,Hispanic,Divorced,A,A,A,D,A,C,B,59.887196537086695,E,-101.37728051264317,C,E,C,-130.05593305373228,118.72658878748759,A,0
No,Black,Married,D,D,C,D,B,D,A,-52.614218507355744,D,-69.47578640997072,D,B,C,-49.49385025065842,-230.99944421148072,B,1
Mental,Black,Widowed,D,D,D,D,E,E,B,63.914838345167134,E,-54.42693021368977,E,B,B,98.55776199042717,41.4223577475622,A,0
