handicap,RACE,sexuality,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Physical,African American,Homosexual,Yes,E,18.799706042949822,A,-147.9021494667041,D,C,51.14734130846503,-13.77476704836837,E,1
Mental,Other,Homosexual,Non-Veteran,D,-49.44579015898584,C,33.91350719236228,D,A,91.57691045022361,36.07322565737776,E,1
Yes,African American,Homosexual,Veteran,A,138.03708522675194,E,-81.02674781255745,D,D,52.737801632881784,62.418323639909126,C,0
Mental,Asian,Heterosexual,Yes,C,31.875315574288344,A,-84.9057834402814,B,E,-76.28377314549219,-63.93631652259537,A,0
Mental,Black,Other,No,A,-31.5391809094972,A,-15.898498842726685,E,E,0.37314476853605977,120.90439645148008,A,1
None,Other,Homosexual,No,D,9.529765653212898,D,-143.83573152425237,D,A,98.44603205236281,-108.15284287005397,E,0
No,Hispanic,Homosexual,Veteran,C,-99.83203977299611,B,153.93319199187806,D,A,-87.31987004372338,-40.432248608735335,B,0
Mental,Other,Bisexual,Yes,D,-134.55690231488438,B,-7.490868921995493,B,C,-112.53999726063992,68.19630513345658,D,1
No,Black,Heterosexual,Yes,A,-73.83013011444093,D,-75.862210835743,A,A,127.18841600715469,52.462039733410904,B,0
Mental,African American,Heterosexual,Non-Veteran,C,47.743709313684754,A,-2.2205422884813366,B,E,-140.5382485097982,31.913530971317787,B,1
None,Asian,Other,No,C,102.15480161167578,D,-12.387936261429514,E,B,142.9501915638433,-47.828917018086074,C,0
No,Asian,Bisexual,Veteran,B,-58.999058737754865,C,77.77828641848643,D,B,-148.85894394288349,-78.18049965345828,B,1
Both,Other,Homosexual,Yes,B,-40.978921023388594,D,27.65578498516423,A,A,146.7971737731816,-43.236277803361276,C,1
Mental,African American,Other,Veteran,B,-22.24804979773883,A,-2.136490532369093,D,E,52.12704646683047,55.120305450440554,C,0
Yes,Other,Other,Yes,C,23.27696357014394,C,19.012676844903023,E,B,-14.409010641015138,-61.42158595279727,E,1
No,Hispanic,Other,Non-Veteran,B,189.25219745263186,D,-48.82150345467858,D,E,30.920816214984516,56.832600206759984,C,0
No,Black,Other,No,A,27.474978124616133,A,18.949774516149223,D,D,-16.98720274608426,-2.695982998860081,D,0
None,African American,Bisexual,Yes,C,-35.02104393597083,E,-144.30084078421507,B,E,61.236284904188906,198.5825098703691,A,1
Yes,White,Homosexual,Yes,A,-112.07543400574144,B,-168.63334871516548,D,D,-4.27436027384697,62.322258535137124,B,1
Both,Black,Homosexual,Yes,E,-63.18346351469082,E,185.22648969933925,E,E,14.846303565142291,-69.01643292506058,D,1
No,Asian,Homosexual,Yes,D,88.60837454668292,C,-35.36979546709057,B,E,-170.0259998404261,79.87431119285306,E,1
Both,Other,Heterosexual,Veteran,B,178.68236204265116,E,-51.75475893456374,E,B,-144.33541472176984,-8.784853940747594,B,1
Physical,Asian,Heterosexual,No,E,2.496402467392207,E,100.00541193487096,D,B,43.445646231438225,-125.14619552720237,E,0
Yes,Black,Bisexual,Yes,A,86.59683799246966,B,-58.4301171883618,E,A,86.02842765474458,280.6281065354662,C,0
None,Hispanic,Homosexual,Non-Veteran,D,-3.646721912921379,C,-100.84877637067339,A,E,-67.44738133456735,-47.016337408742544,B,1
No,Hispanic,Other,Yes,C,-11.571852243248081,B,72.03188993122174,B,E,-43.45639270298598,22.998587973376566,D,0
No,White,Other,Non-Veteran,C,48.42899594211378,D,-136.19583717624306,C,D,-150.7882869888209,-44.688089127377125,E,0
None,White,Bisexual,Veteran,A,76.40940407800649,E,-122.45890879646733,C,E,18.14641267156169,42.178158915686375,D,1
Yes,Asian,Other,Non-Veteran,E,-216.66463656291177,E,-118.94011282101644,A,E,-52.441689375106925,130.20525588041875,A,0
None,Asian,Homosexual,No,C,-54.52076732980389,C,-86.28037251954613,A,E,220.88594480423816,29.03130571770147,E,1
Mental,African American,Bisexual,No,C,-7.538383346578291,B,-156.7505320006076,B,D,-180.97318571532912,-91.87566378444525,A,0
No,White,Bisexual,Non-Veteran,A,-44.47908780422902,E,42.03129700837399,E,E,44.59533387345886,-37.127809099697366,E,0
None,Asian,Bisexual,Non-Veteran,A,-73.63538005227628,E,104.49300910479697,A,A,-21.011077736786937,-169.82538151387098,A,0
No,White,Homosexual,Yes,C,-5.866215435048308,E,69.89547983611556,A,D,103.086245965616,-29.17004377505367,E,0
Mental,White,Homosexual,Veteran,E,-101.6672557412623,E,-69.49234682589027,E,A,-93.58291123311368,64.03851158714448,B,1
No,African American,Homosexual,Non-Veteran,D,71.5455139235494,C,30.078668034204707,C,B,-71.38262337842598,-43.57661038682675,B,1
Yes,African American,Heterosexual,Yes,C,-57.44004145839631,E,161.397773100158,D,E,58.12222348694306,-109.05491092833724,E,1
No,Hispanic,Homosexual,Yes,C,-340.81326950630427,C,-51.57604367973849,B,B,-153.65579705593328,16.920750871836635,A,0
Both,Hispanic,Other,Veteran,B,-37.528854644367634,B,13.87793276306196,B,D,-104.54504614469975,196.85303348221126,B,1
Yes,Black,Other,Non-Veteran,E,-88.06600631054428,A,-71.02184402695431,B,A,-63.79380481107791,-38.246283084487295,A,0
Physical,Asian,Heterosexual,Veteran,D,17.660643754713497,E,-125.22812553383007,B,C,-136.33205329078515,60.06417013187245,D,1
Physical,Other,Heterosexual,Yes,A,-178.15711888868555,C,7.716510692757336,A,E,56.14528358919261,-61.2596739998645,B,0
Physical,African American,Homosexual,Non-Veteran,A,-106.11888851236952,D,-74.85758451849976,A,E,202.30491265897433,-124.28285489343752,B,1
Both,African American,Homosexual,Veteran,D,-7.896461935463504,D,32.08353513666951,C,C,-8.449800948294273,51.99144535448502,E,1
Both,Black,Heterosexual,No,C,5.503201909120817,A,-76.06389713375327,A,B,-10.242438720951027,57.905752405749034,D,0
Physical,Other,Homosexual,No,E,-17.361145530711198,C,64.30157753636607,B,E,-111.88846207675172,-150.0409563543588,E,0
None,Hispanic,Homosexual,Non-Veteran,E,3.2628279731518397,B,-53.100437873722626,E,D,60.518596001108804,-83.78119280187097,E,1
None,Hispanic,Heterosexual,Non-Veteran,A,-40.41577743506038,E,-10.578228638197485,B,E,-214.03747726428705,-136.58194410293194,E,1
None,Hispanic,Other,Non-Veteran,D,-190.0629083322665,C,-106.4605354037282,D,E,-83.15132475779755,73.50002161099238,D,0
No,Asian,Heterosexual,No,E,-52.565553675273435,B,223.52062684684248,B,D,122.28648957381839,-6.2005948718553245,B,1
No,Asian,Other,Veteran,D,-157.75429367163326,A,-37.75139875075601,B,B,19.542459177273876,75.30845783101881,D,0
Mental,Other,Other,No,D,-37.58929856293623,C,9.393160087356616,B,D,-147.53511504211494,67.5358029630965,C,0
Yes,White,Other,Yes,E,25.30344495861491,A,119.10706701358049,E,C,32.884628374121974,-66.8815766667066,B,0
Physical,African American,Other,Veteran,C,-17.60564356187774,C,54.504701679587264,C,C,63.11008819269631,35.609051257240026,D,0
Physical,Other,Bisexual,Yes,D,34.8572794765197,E,-110.60233551670284,B,D,-52.121001612759066,-72.98417410187355,B,1
Mental,Other,Heterosexual,Yes,E,67.60148617353143,B,-95.4591277967553,C,E,-205.72375134578778,-56.80204224038491,D,0
None,Hispanic,Heterosexual,Veteran,A,25.36187225886381,A,-126.59494874129109,E,E,-94.78149537804131,-162.25851817954515,C,1
No,White,Homosexual,Veteran,D,37.12863756431341,C,-46.67050570788524,E,D,11.517888482052467,50.285556030631476,E,0
Both,African American,Homosexual,Yes,C,53.97148783250923,D,-91.09104266201727,C,E,-76.47194571726948,-141.33130323293227,B,0
Both,African American,Heterosexual,No,A,-65.57937398749314,E,-6.197976554917485,A,D,-89.15514623410694,-94.84156529871905,D,0
No,Hispanic,Heterosexual,Non-Veteran,D,-66.1969219684201,A,-28.456345710758114,E,C,-101.54513993609045,-105.96485220684787,C,1
Mental,Black,Other,Veteran,B,-4.400919077745853,E,-36.19886334424301,E,E,112.18407559263979,93.43338995076684,B,1
Both,Other,Other,Veteran,D,109.38032646093461,A,21.660762879937554,A,B,-81.15444873595365,108.04903531291383,E,1
No,Black,Bisexual,Veteran,D,55.809315041221474,D,30.81050624567936,C,D,122.69942308394471,-16.80486726479525,E,0
Mental,Hispanic,Homosexual,Non-Veteran,E,50.04829215490131,E,-32.88234085615529,E,E,34.54101573099024,-54.18697489727187,E,0
Physical,Asian,Bisexual,Non-Veteran,D,-152.99371253199084,E,35.48701823045069,D,A,-3.669312516464266,-142.0722799672434,A,1
Both,White,Homosexual,No,A,51.124258633563834,D,51.555647303442996,B,C,-145.77033123336003,-42.936350907326414,D,0
Yes,Black,Heterosexual,Yes,B,196.4809561651919,E,119.73503764166544,C,D,185.73526747984417,58.26345249938847,E,1
Both,Other,Bisexual,Non-Veteran,C,120.11804457462519,A,-88.35368682181388,C,E,6.7914354886669335,218.72905190960492,B,0
Both,African American,Homosexual,No,A,-2.6024607284563994,A,-136.6158759416191,E,D,239.78046072457352,-163.9468817422562,A,1
Both,White,Other,No,C,-54.044404242703614,C,-147.71659529768922,E,D,12.109973377069663,85.74590781500389,B,1
No,African American,Other,Yes,D,115.55637375545056,A,-130.63058319997032,E,D,62.04968288128471,117.22523969776705,B,0
No,White,Heterosexual,Non-Veteran,A,84.67295814545835,B,116.51556991335063,C,B,-197.69624318974928,115.85088981687173,A,0
No,Other,Bisexual,Veteran,C,-190.94575544317001,B,-118.68803489930116,C,B,39.55230412174197,107.20794649969115,E,1
None,Black,Other,Veteran,B,-94.10692987512627,D,5.379708600361216,D,A,36.79289083067779,1.6851604618844205,D,1
Yes,Black,Heterosexual,Yes,E,-199.3749699022589,C,51.23328999038313,C,E,-28.211384137046007,-82.91461074928911,B,0
Physical,Hispanic,Heterosexual,Non-Veteran,B,-239.3426979995362,C,-104.71034270984492,B,E,-214.1109039839945,23.69283964125648,C,0
Both,Other,Homosexual,Yes,C,50.004298201484765,A,4.067425412040877,A,C,-45.60142985684205,39.88639642046654,B,0
None,Black,Bisexual,Veteran,C,101.94955045348127,B,-73.76520710018985,D,B,-197.18986472714698,96.43148583840735,E,0
Physical,Hispanic,Bisexual,Non-Veteran,E,-14.17662579822031,D,-211.80261176961451,C,B,-2.0503860285925573,2.8302877301815474,C,0
No,Hispanic,Bisexual,No,C,195.23402784188178,A,-72.74718004581567,E,A,-25.264858390004687,89.10719911851207,A,1
No,Other,Heterosexual,Yes,E,91.98748466298807,E,170.87454699455787,C,C,-5.476918847669308,-50.683465930467754,B,0
Both,Black,Bisexual,No,C,-52.01593257072437,E,-2.6918016750201694,A,B,71.38177774001095,5.847216432826249,B,1
Mental,Hispanic,Heterosexual,Veteran,A,79.56456336391594,A,88.38776361073415,E,C,83.88116955760798,94.2884196554892,A,1
No,Black,Bisexual,Veteran,D,0.38564216652612804,A,-120.2612278075907,B,B,-190.26970529881964,26.54101955137737,E,1
None,Asian,Heterosexual,Yes,E,-55.77228309714373,C,-66.06445537104197,E,B,-191.8430972987329,235.007301013703,E,0
Physical,African American,Homosexual,Yes,B,11.358083990585127,D,-40.19024388164085,B,A,-58.11090427071019,-113.81843482784777,C,0
Both,Hispanic,Bisexual,Non-Veteran,E,-22.764209980242335,D,116.09020255210447,C,A,-18.28080138275227,64.90255438319002,A,0
None,Black,Homosexual,No,B,-129.64435861890934,C,-84.36805438212377,B,D,208.95584541304726,-149.6403016258725,D,1
None,White,Heterosexual,No,A,-133.79615865503928,B,-100.20635142252303,C,E,-282.2898274189137,-34.38335829953351,A,0
Both,Hispanic,Bisexual,Veteran,E,21.766824496941904,B,-34.63828738621857,B,E,-6.591724858148175,-36.73323772891977,E,1
Physical,White,Bisexual,No,B,34.482080996515386,C,-67.3010816458789,D,E,135.02969803858815,-40.87984933907927,E,1
None,Black,Other,Veteran,B,-52.893218656343755,D,-193.24052955310813,C,E,-85.04751972726517,-22.7729741438716,A,0
None,African American,Heterosexual,No,A,-238.61364400473715,E,-4.616087832038297,E,D,-19.27156063103425,-140.187518774042,C,0
Both,White,Homosexual,Non-Veteran,C,-59.234319737034824,D,-161.42191908339004,A,C,41.52549449253332,17.946628331789743,D,0
Physical,Black,Homosexual,No,E,-25.40073429995669,A,139.18490268575934,C,C,114.17796796994482,-153.51550050625758,C,1
Physical,Other,Bisexual,No,E,12.45068019306337,A,-69.45835902443385,A,A,-69.75168046435779,-47.23304631748296,B,1
None,Hispanic,Homosexual,Yes,D,99.88312922040315,C,-12.7856467989865,E,E,10.115913234860722,21.194894833348656,B,1
No,African American,Other,No,A,-63.15351277366982,D,-12.238970174160348,D,B,-63.40173439910166,-20.039957054740608,A,0
Yes,White,Heterosexual,No,E,-119.05161065570158,A,-174.12575141194813,E,A,-254.1450438574481,-22.726824840892785,E,1
Yes,White,Other,Non-Veteran,B,52.31791502457016,C,-83.98851801220266,C,C,27.64718383504416,63.24168886000575,B,0
Physical,Asian,Heterosexual,No,D,-52.534901815407494,C,85.59263112301917,E,A,-158.96143107598374,148.26490045919982,D,0
Both,Hispanic,Bisexual,Non-Veteran,B,-32.36128818031225,C,-124.84144625647701,B,E,-135.01630073693576,-82.4914991055336,E,1
Mental,White,Homosexual,Non-Veteran,E,-215.85792044040812,C,45.80779367628453,D,D,-127.68162624653914,-73.5458456116308,C,1
Both,Black,Heterosexual,No,A,50.612318776348566,D,55.18542741781477,B,C,-142.07535325542594,-32.780624386988464,D,0
No,Other,Other,Non-Veteran,C,-98.34371474219063,C,28.617893463669258,D,E,39.43776192199929,21.0166114967805,A,0
Yes,White,Heterosexual,Yes,C,-17.476946453648278,B,-61.535240744401285,A,A,76.85681770167825,98.32020155415451,C,1
Physical,Other,Heterosexual,Non-Veteran,E,-32.56524849223725,D,62.45641388192037,A,C,-3.2133128934003032,-137.93700858411393,A,0
Physical,White,Homosexual,Veteran,E,-60.44511210176159,A,40.17518773118488,A,A,-17.374486560470125,98.59773263526176,A,0
Yes,Other,Other,Yes,E,-55.15231237687244,C,-77.97221789065718,A,C,121.75578453137943,-164.31199538843785,D,1
None,Asian,Homosexual,Non-Veteran,C,-110.79315612670855,C,88.5116952380558,D,D,-96.03499908196453,71.4251378593489,D,1
No,Black,Heterosexual,No,E,-33.78814580787042,E,89.11865206428934,B,C,108.99418984212146,-10.314256534245757,A,1
Physical,African American,Homosexual,Veteran,D,-30.4282550062873,D,-124.24539501147025,C,C,-135.82691954207246,123.60186472118548,C,1
Mental,Asian,Bisexual,No,B,-100.75992525701251,E,-126.94528970032168,A,A,8.482964213188541,-109.02011205994823,C,0
Both,African American,Other,Veteran,E,20.284022252017337,B,63.016324414899884,D,D,78.97833835235053,37.53068529762507,E,0
Physical,White,Heterosexual,Non-Veteran,B,-62.434800052824905,C,32.71013101417031,D,D,157.82076651125342,-74.03391865974245,C,1
Mental,Other,Heterosexual,No,A,94.11191939112177,B,111.20129921875565,B,A,-83.29596410253576,15.059939045465958,A,1
Mental,Hispanic,Bisexual,Yes,C,-80.10746109706378,C,52.87582247072137,A,A,-8.571489153631767,-165.8157332687685,C,0
Mental,African American,Other,Non-Veteran,A,62.50585602804767,C,-29.41972693946931,E,B,50.33370620779824,39.31803471292185,B,0
No,Hispanic,Heterosexual,No,E,3.7145791328425735,B,45.23457417493654,B,C,73.29343242351192,-146.35190981178073,D,0
Physical,White,Homosexual,Non-Veteran,B,59.58688892778727,B,27.363669767674526,E,E,-23.87851269260512,-14.694349580213881,D,0
No,Black,Heterosexual,Veteran,E,-65.79442402309134,D,69.04262754845975,B,C,-45.38937160290761,11.522373007613751,E,1
No,Hispanic,Bisexual,Veteran,B,165.52876768459944,C,146.26344573818696,C,C,6.829244847790291,-42.943148488445125,A,1
Mental,Other,Homosexual,Veteran,D,-30.54793607527964,A,54.319031365819114,A,A,-243.22604627047286,63.339083080442485,A,0
No,African American,Homosexual,Non-Veteran,D,0.9966204922902421,B,-43.34200710813294,E,B,-70.80220860633658,-139.02759544153997,E,1
Yes,African American,Bisexual,Non-Veteran,A,-36.22269294934785,A,-76.54670620585777,D,C,-152.2370467823027,12.686032935402983,D,1
No,White,Bisexual,Yes,B,-68.7562305705525,B,151.97635476821767,A,D,-44.2301803462675,83.26528977110291,D,0
None,African American,Homosexual,Yes,A,133.55070916013923,D,85.26297419871845,E,B,142.55431948492563,124.96747144841372,B,1
Yes,Hispanic,Other,No,C,43.72464724006135,B,153.5010628050378,B,A,148.35363801294838,-150.1851350491626,A,1
Mental,Asian,Other,Non-Veteran,D,-75.26565815567025,D,120.33054712091914,E,D,-198.63170983047831,41.16200166039861,B,0
Both,Hispanic,Heterosexual,Veteran,C,-4.672769717008237,B,-8.15132624363614,E,D,-2.471898304040994,49.045676471148916,B,1
No,White,Bisexual,Yes,A,-6.139869762505587,E,53.79689236421144,B,C,-72.10992651542978,-88.65090454241799,E,1
Physical,Other,Heterosexual,No,D,-177.4232955717901,D,162.67076048387338,E,B,5.560185816413723,-268.8871548267265,A,0
None,Black,Bisexual,No,E,6.468819752233471,D,144.99726434319,D,E,147.73920705162064,105.0750232823516,B,0
No,White,Other,No,B,18.348615524550986,E,-106.58705991135595,E,B,2.554998038192905,-78.11880496641257,D,1
None,Other,Heterosexual,Yes,C,-129.29713987488492,A,52.43227347905827,B,E,-94.04830060802624,16.77018922528008,C,1
Physical,Hispanic,Other,Veteran,E,-6.475271212796894,C,91.60866126747528,D,D,-125.7386329694064,94.35845887258742,A,0
Yes,African American,Other,Veteran,D,-144.61703770596168,A,106.52465871895807,E,A,93.95181270192334,-15.692101499370875,A,0
Both,Asian,Heterosexual,No,A,132.6082511998792,E,42.03877775801517,C,D,9.96876394937071,28.750680493037205,C,1
Yes,White,Heterosexual,Yes,C,22.033623006231533,C,-324.10453310521456,E,C,-133.04217035577562,1.5413651305653584,B,1
Mental,Hispanic,Heterosexual,Non-Veteran,A,-184.87729951219168,E,61.115852623705166,B,D,-7.314740732636031,40.405387753879296,C,1
Mental,African American,Heterosexual,No,E,-0.5557557022118614,A,61.878364925294186,E,C,-4.818724540062987,53.123229295869635,B,1
Both,Hispanic,Heterosexual,Non-Veteran,B,-87.42282913433044,D,-25.30644068012098,D,B,176.07057380616328,-110.8373213860518,C,0
None,Hispanic,Homosexual,Veteran,C,-41.36592594571317,B,-36.99738717264333,D,A,-11.328089915689775,-169.17262265013414,C,0
Yes,White,Homosexual,No,B,-74.30526603773207,B,-29.094335558592665,A,D,-110.20530145698784,-39.126882827324636,E,1
Both,White,Homosexual,No,A,102.80148026798774,A,75.30885475342049,D,B,6.089629531105403,-139.62798740158883,B,1
Both,Asian,Other,Veteran,C,-40.14738344598584,C,54.93368050214653,D,C,229.00174037581107,49.13468911837587,B,0
Yes,Hispanic,Bisexual,Non-Veteran,E,-89.87221514421086,C,73.75041288842488,A,B,104.18927838249775,-60.599207200225756,E,0
Both,White,Other,Non-Veteran,D,-34.61799148976192,D,9.573132869139265,E,C,10.554933835625988,-178.6695819275772,C,1
Both,Black,Heterosexual,Non-Veteran,D,105.52124758901695,C,-130.58853536225854,B,D,-105.36519473326555,-133.7128198607797,A,0
Physical,African American,Bisexual,Non-Veteran,B,-75.3570996811319,D,23.780516423193895,A,A,-162.21424654162882,-47.12775947917701,D,0
None,White,Homosexual,Non-Veteran,D,-84.68918995772606,A,-84.11366344153544,A,D,-16.227875522236328,64.34546254379265,A,0
Mental,Other,Bisexual,No,C,-142.505548090747,B,-66.51184141955943,B,C,232.85675501375152,-21.72848657989239,A,0
Both,Asian,Heterosexual,Yes,E,-60.42297789935722,D,207.95460162603834,D,E,5.089535354568348,175.33946880661938,D,1
Mental,Hispanic,Heterosexual,Veteran,E,125.91605084985524,D,93.65992213349355,A,B,-1.8176805879255866,35.13490353728608,E,0
Mental,Hispanic,Homosexual,No,C,135.4677838524071,E,-1.8223770384960511,B,D,28.596117548201473,-23.69693479224868,D,0
None,Black,Other,No,A,-144.30056133029115,E,-5.889857996603798,C,A,-68.58891899414897,-86.07022517466397,A,0
Mental,Asian,Other,Veteran,A,87.69882110797417,C,141.69219713278318,A,C,117.57961739282621,-85.54824323641076,D,1
None,White,Bisexual,No,D,28.466892166756992,A,-104.56180444197645,E,C,-101.97760642238659,-84.66765368909472,C,0
Physical,White,Homosexual,Yes,E,-2.5833108666956424,A,-50.53912981092481,E,B,-266.759923872249,101.17753808127523,C,0
Yes,Asian,Heterosexual,Non-Veteran,D,141.60907605086038,E,108.66900492420856,A,D,-24.051815247020063,47.15370171223211,B,1
No,Black,Heterosexual,Non-Veteran,C,-98.60459671233424,C,-81.18941573403555,E,D,47.28156179694595,-57.701529659757114,D,1
Yes,African American,Heterosexual,Veteran,B,90.51671565401766,D,-9.904308341280018,D,A,-207.27354516047805,227.2062817178448,C,0
No,Hispanic,Bisexual,Yes,C,-118.1027334553813,E,28.344058058008887,B,E,-125.90047759574425,-27.850266070259533,D,1
Mental,African American,Homosexual,Yes,E,214.42555646095934,D,-41.17094072354357,D,A,-149.97596207860383,93.1168089890776,E,0
Yes,Hispanic,Homosexual,Yes,B,84.43753409648708,A,137.45523823743972,B,B,35.31256232945756,46.53069478808661,A,0
Both,African American,Bisexual,Veteran,C,-66.14564096256046,D,-4.8011878281522025,C,A,77.0702735522778,158.26366364122407,B,1
Both,Hispanic,Other,Veteran,C,-34.76357465548334,C,128.72466424975244,D,D,-106.36400423220877,52.52283992695113,A,0
Both,Asian,Homosexual,Non-Veteran,D,58.02705362348388,A,2.47556548736941,D,B,-108.77585579624692,76.36377951011185,E,0
Both,Hispanic,Other,Non-Veteran,D,-54.084974988926284,B,-0.5156801630773632,D,C,89.19996033828137,29.864304345942866,B,1
Yes,African American,Heterosexual,Yes,E,-51.59139483014717,E,12.01243985012939,B,D,-26.041892992861726,-60.79379721636189,B,0
Both,Other,Heterosexual,Non-Veteran,B,-110.8937580684942,E,-57.06622035524366,E,C,-121.50161692383547,-36.14324934322911,A,1
None,African American,Homosexual,No,D,111.80997496616418,D,-22.835168527620137,B,E,237.67781252449657,-96.01474047900686,C,0
Physical,Black,Homosexual,No,A,66.91960281883033,D,64.83155896747644,C,A,224.98681014916326,6.233168725438824,D,1
Yes,Other,Bisexual,No,A,54.36300440247277,E,296.7059505607388,D,D,-69.31196273283189,-19.7740533782618,B,1
Mental,White,Homosexual,Non-Veteran,E,18.454552504696473,E,-150.67358572106778,A,A,-171.04765638356176,117.26179178815501,A,0
Yes,Asian,Homosexual,Yes,E,-157.84085836559927,E,15.70053145804415,C,B,123.41481232137961,47.04538629210479,D,0
Mental,African American,Bisexual,Veteran,C,157.03317831029662,E,86.0826399221588,B,C,-115.51837890954786,-75.61717752295985,C,1
No,Asian,Other,Veteran,B,52.89081321359382,C,160.33860639283571,B,C,-7.690708344841411,-207.33077001854352,A,1
Physical,Asian,Other,Yes,B,-160.6454157022978,B,83.13007256866891,D,A,-44.17493242000201,33.14507045321429,B,0
Yes,White,Homosexual,Yes,B,55.55573545026451,E,-58.47100924864442,E,C,-102.11525772071172,29.803174502193684,E,1
Yes,African American,Other,Veteran,E,74.02097179962539,A,2.0528034981779384,B,E,193.8915592788183,157.15892995848998,E,1
Both,Asian,Bisexual,No,E,119.99684606080534,B,-127.55934689628496,A,B,-28.738724157836725,-91.24223255874894,C,1
Mental,Black,Heterosexual,Veteran,C,25.831867689615635,A,-10.45225054316381,E,B,-75.84732409835114,-14.884044214773212,C,0
None,Asian,Bisexual,Yes,B,124.7586980186707,A,-27.25071419705461,D,E,77.9410557563677,112.24628780149541,C,1
Both,Asian,Heterosexual,Non-Veteran,A,103.70060243165094,B,-24.475255338735128,E,C,-25.795113807583014,50.83812535827761,B,0
Both,African American,Homosexual,Veteran,B,-50.81551308839204,C,63.25468229828006,A,D,-150.11213720106892,-3.216955199768664,A,1
Both,Hispanic,Bisexual,No,B,-110.18958703017188,C,31.477260840234695,B,B,-82.45512551651316,39.79727993354575,D,0
Mental,African American,Bisexual,Non-Veteran,D,-91.79304219830247,D,17.852462357880054,D,E,77.94797873553264,104.40413383791982,E,1
No,Black,Homosexual,No,C,-21.805402144289683,A,-8.220749002504846,D,C,-233.59717258031557,-13.932043201298436,E,0
Mental,Asian,Homosexual,Yes,B,45.13021052326261,A,50.17213606471588,A,A,19.798398445986727,-28.14110550585522,D,1
Mental,Black,Homosexual,Veteran,E,100.75186036262862,E,-84.66884510982815,E,D,7.640850838583536,2.9573920215799574,A,0
None,Other,Other,Non-Veteran,C,29.173706472054565,A,222.42524336142404,A,C,-86.0647080818212,-50.426146216655624,A,1
Physical,Asian,Bisexual,Yes,D,-69.56352654021065,C,-93.75308350701424,C,C,48.36593327130672,-30.535197181176155,B,0
Yes,Hispanic,Bisexual,Yes,C,-81.23405642752543,A,88.16331823862804,C,E,186.18934671422198,20.516582465828133,B,1
Mental,Asian,Other,No,C,131.6330465208188,B,69.16031625688397,A,E,59.939304949692755,-163.24914724708663,E,1
Mental,Asian,Other,Veteran,C,130.68876474428504,D,193.66698594277742,C,D,-14.930611616145208,-61.606547735196756,E,1
Mental,White,Homosexual,Yes,A,-7.182115038815723,E,108.38856411338512,A,B,-208.3927051455796,-80.58671914520569,B,1
Both,African American,Heterosexual,Veteran,B,0.5441867164440072,A,-177.54336324814247,A,B,35.72802844703574,49.970488860008054,D,0
No,Other,Homosexual,No,D,12.872419396271065,B,63.8052693279218,D,B,40.314369297188904,-147.26466206196275,C,1
Mental,White,Bisexual,Yes,C,58.95503405834985,A,-92.8677039259753,A,C,17.704584521317752,191.39967625277652,B,1
Yes,White,Other,Yes,B,138.4454715491477,A,-3.178129026247495,E,E,-97.38975286199828,-154.49193125378994,D,0
Physical,White,Heterosexual,Veteran,E,16.090190340895802,B,102.98051070670557,A,B,9.51358891312916,84.90112671479739,D,0
Physical,African American,Heterosexual,No,A,58.72980316866509,E,40.99375977226442,A,A,68.89197680209239,-240.35229098293308,A,1
Physical,Other,Other,Yes,E,-118.15145058573395,B,93.03058488857762,A,C,57.27463708892484,-45.303216454195024,A,1
None,Black,Other,Veteran,C,58.683569735249876,E,71.21561851104713,D,A,-28.630268134258678,35.59755955730194,D,0
No,Other,Heterosexual,No,D,-152.39976367458988,C,-57.68165420056835,E,A,67.07369081866362,90.72592528640313,A,1
Both,Asian,Other,Veteran,B,-1.064026117050062,B,-53.312545880158126,A,C,70.68426542135347,-31.8047839525075,C,0
None,Hispanic,Other,Non-Veteran,E,99.57834882296879,C,-28.957855279550937,D,E,-11.163258464255673,203.95335176383009,C,0
Yes,Black,Homosexual,Yes,D,-7.235443680841729,B,-6.3074868290692905,E,D,6.687411779146442,94.02200149642724,A,1
Both,Black,Homosexual,Yes,B,-245.35232934636522,D,-98.41402068440182,B,A,-296.09925376050245,46.83970517376592,E,1
Mental,Hispanic,Homosexual,Non-Veteran,D,132.5570246032224,D,22.125737055843583,B,D,-177.08241107277905,-30.221464285943746,B,1
Both,Other,Heterosexual,Veteran,E,28.012994600012934,E,59.50262435653851,D,D,-56.14788154660383,-42.09052498048684,C,1
None,Other,Heterosexual,No,A,62.39672582963339,D,28.038070917106182,D,A,123.5826802356915,-27.798921791836506,E,1
No,White,Other,Yes,B,-134.17244144933406,D,52.26815515157779,D,B,24.299758512720185,-22.79443251019389,B,1
Yes,Other,Homosexual,Yes,A,-4.582234829473493,C,-66.16627617367718,E,C,-51.24622353248842,-62.23811011040542,B,1
Both,Other,Bisexual,Yes,B,-28.071276259879586,A,-49.38409965528249,A,E,27.694090252987426,36.39396092644961,E,1
Both,Asian,Other,Veteran,D,-211.47558445810955,A,-41.032419934655046,B,B,-61.01956937334373,59.767174168268845,E,1
Both,Other,Bisexual,Non-Veteran,C,14.019308756065913,A,25.961917527201123,C,D,31.915012112943486,-25.75589073978437,E,0
Mental,African American,Heterosexual,Yes,D,31.38571990132597,E,208.65433528284635,B,C,-29.22703860188503,6.316065293785372,C,0
