military,civil_status,race,Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Yes,Widowed,White,60,C,66.96069980615185,34.48074097053701,D,E,112.46939421011834,E,1
Non-Veteran,Married,Hispanic,85,D,-186.81494448132304,33.26859378007022,D,C,56.015329177930184,B,1
No,Divorced,African American,22,B,170.8336631876954,-86.91526719765277,B,B,-198.4272122950091,A,0
No,Single,Other,71,D,66.32262277502623,47.88207230254373,D,D,37.71543885019948,C,0
Yes,Divorced,Black,69,A,-37.8598746043245,49.32261515385491,A,A,194.2266691958939,B,0
Veteran,Widowed,Black,25,C,51.27375977013055,39.48089105595039,D,D,169.98312319413614,D,1
Non-Veteran,Widowed,Other,42,D,-66.47578854307385,71.7026342343041,E,D,93.76597814645548,B,1
Non-Veteran,Widowed,Other,23,C,-30.656670257437835,52.33781076409982,E,C,-127.79312016214148,D,1
Veteran,Married,Asian,59,D,182.49140536210726,-224.11708123814827,B,C,-96.0048655115077,D,1
No,Married,Other,91,B,177.55441648657458,-37.680239083323116,E,A,-119.35913214732298,E,0
No,Widowed,Hispanic,77,A,15.739632196083054,72.90552734037874,A,D,-60.50150259206107,B,0
Veteran,Married,Asian,62,C,63.389992537653605,85.85179190032736,C,B,-124.71543023368896,C,0
Non-Veteran,Single,Black,25,E,-24.07439568894738,-63.32662778785021,B,B,-135.01283351933574,D,0
Non-Veteran,Married,Asian,79,B,198.75897245253412,-99.56517795267978,E,B,-42.65644492068973,E,0
Veteran,Widowed,Other,47,C,-287.9885668456145,6.998973630704118,E,B,-51.507482567061544,D,1
Yes,Divorced,Other,35,A,61.209594104424845,45.247227485796266,D,B,280.3242765759971,D,0
Non-Veteran,Single,White,93,D,-17.711042502122435,23.810520813632937,E,D,255.78095514939378,B,0
No,Widowed,Asian,32,A,13.526031059435267,-72.74696459084112,B,B,88.25458540820127,B,1
Yes,Married,Other,69,A,65.55645896304213,-41.20054987171214,D,D,65.5962629782699,A,1
Veteran,Married,Hispanic,92,C,37.271309282645014,124.1870707251118,B,E,-2.967811388612961,B,0
Non-Veteran,Single,Hispanic,58,B,-193.10627134168087,29.52556205312666,E,E,56.610064756004874,B,1
Yes,Single,African American,41,D,111.973180521894,32.09585786332345,C,B,70.26051778521675,C,0
Yes,Married,African American,20,C,-120.46735799973989,-26.418079747897217,E,C,16.27266060692329,A,0
No,Divorced,Other,61,E,99.80574868698659,-197.211170230184,E,E,-47.78260442097413,D,1
Non-Veteran,Widowed,Black,32,D,115.78804479299735,56.534040652474815,D,A,14.555565205056142,E,0
Veteran,Single,Hispanic,61,E,3.770348334573318,-41.11467615572467,A,A,45.560530714944065,C,0
No,Married,Hispanic,28,D,43.570847061153955,-69.62734346224006,D,E,-3.3210907679707775,C,1
No,Married,White,59,D,-100.32403208416983,203.4850085613062,E,A,-102.77537649484351,D,0
No,Married,African American,50,C,-39.96701942597702,71.03141211243066,A,A,81.70519123251549,D,1
Non-Veteran,Single,Black,29,B,18.34858530922099,25.4509232948803,C,A,47.98916100542447,A,1
Yes,Divorced,Black,57,D,-127.24205764099162,113.9064744259738,E,E,74.87352858980738,E,0
No,Single,Other,31,C,63.26747400921888,33.634785760798344,A,B,-18.559358687465828,A,0
Non-Veteran,Married,Hispanic,38,A,62.82415237510184,-75.1903689787492,E,A,-126.68212844981106,B,0
Veteran,Divorced,Other,32,C,-27.673818051736028,11.43707879235734,E,D,-67.59628096410543,A,0
No,Single,White,74,C,51.144282224325856,-86.37586195737785,D,E,-95.1960934263327,E,0
Yes,Married,Other,68,C,50.34887543691035,49.57822215342461,C,B,-19.465419223539122,A,1
Yes,Widowed,White,65,B,-70.51912064279365,-33.59354380220345,B,B,-51.219729342311624,A,1
Non-Veteran,Married,White,79,B,-42.43168378325511,-33.65094425246415,E,E,65.07362786610042,D,1
Veteran,Married,Black,90,C,3.480171436416487,77.27329416535353,E,C,16.30103935176593,C,1
Non-Veteran,Married,Hispanic,75,D,4.575796918149875,16.91418697157135,D,C,135.5961331470427,A,0
No,Widowed,Asian,57,B,-87.46090745302511,90.41826726409369,D,B,59.57033457581946,B,0
No,Widowed,Other,72,E,-52.941205224176656,175.39450802627684,C,C,68.51223292572446,D,1
Non-Veteran,Single,Other,64,C,31.682669245810423,175.9578233623493,E,E,-21.116964410828288,D,1
Veteran,Widowed,White,49,A,-115.5364103317888,152.7274896428226,B,B,203.52960519519732,A,1
Yes,Single,White,40,B,68.44991674148167,-28.89718544818661,D,D,-102.57402855963915,A,1
Non-Veteran,Married,Black,35,A,28.27856163726224,-7.690214966027677,D,B,-89.06650596387175,E,0
Veteran,Divorced,Asian,85,E,261.66755942240695,178.3869607929119,B,C,-85.45506177737181,D,0
Non-Veteran,Widowed,Asian,58,D,-11.133070305267932,-76.92841170482066,C,C,-42.45804245685355,D,0
Veteran,Widowed,African American,25,E,-9.616325649439354,82.17600711901054,B,E,-38.63379367885318,B,1
Yes,Divorced,Black,42,E,52.13117903199541,-32.97258967748821,B,E,-42.72542734559617,C,0
Yes,Divorced,White,44,C,19.64336563650596,-99.03099503889045,C,C,-63.613934306579935,B,1
Yes,Single,Other,78,A,92.31958723002731,13.527300404544452,A,B,-113.92017478994924,D,1
Veteran,Widowed,Hispanic,86,A,-39.79658844413821,36.70930145723826,A,E,114.51762699577885,D,1
Yes,Divorced,Hispanic,63,B,63.285730812190955,-80.18124529467492,A,E,159.3409376243494,E,0
No,Single,Other,74,D,27.359905051015197,-43.53582951429312,E,D,-25.957590810411375,D,0
Non-Veteran,Divorced,Black,27,E,-35.73856740638354,-65.55112095002805,A,A,81.71144196121058,E,1
Veteran,Widowed,Asian,42,A,-4.567368795548321,-54.05957953358137,E,C,42.58151050621506,B,1
Non-Veteran,Divorced,Asian,66,D,169.0568229284582,-155.92108874800553,B,D,44.38379331213219,A,1
No,Widowed,Hispanic,98,C,22.547557202099078,23.59084578711661,D,A,-83.28383813947053,D,0
No,Widowed,Asian,74,B,-32.710373099226416,-34.347730863240336,B,D,-32.81719755502435,C,1
No,Married,African American,98,D,-57.713913702544176,88.55001608058782,D,E,-55.093938565143304,A,0
Yes,Widowed,Asian,60,D,-104.40759583194807,16.178895011734117,B,B,-190.72394029227672,E,0
Non-Veteran,Married,Asian,25,C,-121.97772892292133,96.40408146840007,D,A,-98.02159377852283,D,1
No,Widowed,African American,91,D,-17.58380039173555,71.43905610080404,A,A,12.213701661500664,B,1
Non-Veteran,Single,Other,62,D,36.433851695194235,-20.54388731340478,D,A,101.09143195365584,C,0
No,Divorced,Black,34,C,-81.45371241890199,-59.72791081414841,E,C,-73.01099722423625,C,0
Veteran,Divorced,Hispanic,83,D,23.330551870408218,-85.24111963474029,E,C,45.64927031522917,A,0
Non-Veteran,Single,White,27,C,53.895183819145096,-103.56808174902864,D,E,-91.5173155542896,E,0
Yes,Single,African American,84,E,51.11151946456876,-13.298545728958183,C,A,-51.27406222425495,D,1
No,Widowed,Black,43,E,83.0706707322193,75.76796348956135,D,E,-233.68524879182414,D,0
Yes,Married,Hispanic,34,C,103.00606693202485,-141.2654356369952,B,B,89.95118306282144,A,1
Non-Veteran,Widowed,Hispanic,77,E,2.4793518523560873,-82.05362756178182,C,D,-24.020574657395343,B,1
Non-Veteran,Single,Asian,44,A,67.3374792204817,28.95911998592165,A,C,119.27531705225647,E,1
Veteran,Single,African American,42,C,102.24826886176892,-67.95202087238765,A,E,2.9647362840408737,B,1
Veteran,Married,Hispanic,19,C,-10.150110992512118,-68.60885953482881,C,D,-60.629117857542866,A,0
Non-Veteran,Married,White,27,D,23.21042271114539,-33.43831178171219,A,C,-152.59465147913824,A,0
Yes,Divorced,Black,95,C,182.1526189410355,-53.45544439997016,B,D,113.99264260312742,C,0
Non-Veteran,Married,Hispanic,83,B,-50.126765812151966,-18.877023596529384,B,C,-47.96362665717269,E,0
Yes,Married,African American,40,A,-128.70389007912067,-175.3760825512748,A,A,67.64006778683654,E,0
No,Divorced,Hispanic,97,E,47.837216602892205,-83.25048006573827,E,A,36.47372821137409,A,0
No,Married,Hispanic,43,D,-34.68517295879904,20.65647774387212,A,E,-3.604885959255232,B,1
No,Divorced,Hispanic,79,E,40.560525034700845,220.5671096968708,D,E,-47.065046214414366,C,0
Yes,Single,Hispanic,57,E,-87.62134070207867,224.83312437661374,D,B,-116.39052194417421,D,0
Veteran,Divorced,White,52,E,107.21953755039823,-33.38013635882554,C,C,-125.39942638346471,D,1
No,Single,Hispanic,62,B,65.25666196041526,-146.23837480875096,A,D,147.09631587691314,A,0
Yes,Single,White,74,B,-78.27045042801063,-79.78417389967231,E,C,40.55913472163308,A,1
Yes,Single,White,32,C,120.94276034678093,185.9688841158085,A,C,-135.4199813968989,C,1
No,Divorced,Other,40,B,185.53798892893724,16.44609593047641,C,E,81.27584547620938,A,1
No,Widowed,White,99,B,51.060950503655576,-1.0537014642840954,C,A,-6.172931185379228,D,1
Yes,Widowed,White,97,C,65.7190409447921,8.808763198191482,D,C,79.09979688533626,E,0
No,Single,African American,19,E,197.43394727041843,-121.98427196058734,C,C,-34.34692376229145,E,0
Non-Veteran,Widowed,White,20,D,137.6846586546431,-90.09767568202773,E,C,42.51986643444274,C,1
Yes,Divorced,Asian,89,D,-147.44528237107093,-4.530738506069664,D,E,-38.92623931951206,D,1
No,Married,Black,64,B,36.7262333446186,193.7369458774688,C,A,-154.3072554869399,E,1
Veteran,Single,Asian,79,A,-58.58757613935588,-180.38685500261315,B,D,-58.425055297772076,B,1
Yes,Single,Black,20,A,-46.01431865578909,118.24355214880087,C,C,-12.978994479445918,A,1
Non-Veteran,Single,White,21,E,152.67313642354063,-37.10790096311281,E,E,-150.66130125963,B,0
Yes,Divorced,Black,93,C,-23.150725586439734,104.69278334989585,E,D,-26.897882220812647,D,0
Non-Veteran,Single,White,99,E,-8.975606585964965,-91.98200892754747,A,D,121.23895850315355,E,1
Non-Veteran,Married,Hispanic,43,D,-34.91956770379738,136.07969865022557,C,B,198.2584387302374,E,0
No,Married,Black,78,E,-61.75074692668502,-79.49429454515766,A,B,-104.89852039117238,C,1
Yes,Single,White,65,A,29.826129332933064,95.14198897921734,E,B,-113.30335856544474,B,0
Non-Veteran,Widowed,Asian,62,C,-67.2662711098494,-14.465604805667201,B,D,-44.98165938054053,B,1
Yes,Widowed,African American,43,D,60.852617485813646,157.01208377646142,D,D,304.0346678034316,B,1
Yes,Widowed,White,83,A,60.91495122835552,-160.70329375459298,A,A,118.47040012753267,C,1
No,Married,Black,37,E,124.76534883667976,-31.803797230115276,C,C,-31.423935206512304,C,1
Yes,Married,Other,83,B,120.44931278235826,-19.46369683579911,B,E,-44.37757224663027,B,0
No,Single,White,78,B,-105.03396702806344,71.12047990903314,E,D,-64.04239260680833,D,0
No,Widowed,Hispanic,66,D,45.745874685383946,-14.263117054403446,E,B,170.746444613933,B,0
Veteran,Single,African American,91,D,-16.253324542452045,122.56247954677242,D,B,-91.81181182130965,C,1
Non-Veteran,Married,White,38,B,35.585872008425646,-50.99921438068111,B,B,79.19755680691634,E,1
No,Single,Black,95,C,-268.2807611133384,164.17132870626537,B,C,-11.412504632541715,B,1
Yes,Widowed,Black,31,B,51.653114188873595,36.655105494953276,D,D,21.620063636773562,B,0
Yes,Single,Hispanic,33,D,30.758181271680762,-116.79819764609654,C,B,-12.167265443369796,A,0
Non-Veteran,Divorced,African American,24,E,67.65790209034768,-83.95765263839937,C,A,-68.80463879539774,B,0
Non-Veteran,Single,African American,43,B,-113.13091226079679,-126.01629781012475,D,B,-18.529597710391265,D,1
Veteran,Single,African American,28,D,-78.6273476078389,261.09059043820895,B,C,36.20271237942337,A,1
Veteran,Divorced,African American,18,D,194.4017184503665,37.17367404401505,C,D,-207.97628101465108,E,0
Veteran,Single,Black,92,B,9.601006456863043,143.3551568998276,C,C,101.45599686831765,D,1
Yes,Married,Other,88,E,-47.3732425346513,-8.38357246048529,C,D,-169.63653220972526,E,1
Yes,Married,Black,82,D,-241.52414225976466,44.300177845384695,C,B,145.62482169931295,D,0
No,Married,Black,74,E,-58.44898635026894,-62.46081088573564,E,A,40.608823454729986,E,1
No,Married,White,98,A,-115.19053270950641,-42.12937325029513,D,C,13.038810993982885,D,0
No,Divorced,Hispanic,37,C,-101.82820170755555,-38.98408276607724,D,A,-131.1943519919364,D,0
Yes,Widowed,African American,40,A,-41.53000000311693,51.899080790203854,B,A,59.55723828389018,B,1
Veteran,Married,Hispanic,70,A,-48.220771357925734,163.9780010619478,A,A,16.71910406477448,D,0
Veteran,Widowed,Hispanic,68,B,47.26397310846992,-54.72640998157816,E,E,31.003937454240244,C,0
No,Single,African American,88,D,160.13751433771677,85.50947752175072,C,D,-78.07404034656004,D,0
Non-Veteran,Divorced,Hispanic,80,A,191.56421160553825,18.772873746166223,B,B,-32.78799468483902,A,0
Non-Veteran,Married,Hispanic,83,D,34.067629478793044,-99.64540973920428,D,E,7.899915884688381,D,0
Non-Veteran,Single,Hispanic,78,A,51.117447726245636,-25.457161471315505,B,E,-61.213101244108415,C,1
Veteran,Widowed,Black,93,C,-134.88411839783018,91.37678391754105,B,A,-136.36756005273767,E,0
Veteran,Widowed,Other,84,C,-103.97950989373008,-111.182316059006,A,C,116.30689197786398,D,0
Non-Veteran,Divorced,African American,55,C,-15.245149716772294,12.330837632367428,A,A,-115.53887843226613,C,0
Yes,Married,Asian,70,D,67.89593590258772,103.20888092512139,E,A,0.3375230979977974,B,0
Veteran,Divorced,Black,45,D,128.7668406294581,44.42314317206722,B,B,-195.5410234902708,C,1
Non-Veteran,Single,African American,30,B,119.20814761886224,-68.94106252811214,A,E,56.224253819993876,E,0
Veteran,Single,African American,32,D,25.66539982574514,-88.70701120919648,E,C,-61.20333350331249,C,1
Veteran,Divorced,Other,56,A,145.65018759883856,21.369222409746154,D,D,73.54125544434386,B,0
Non-Veteran,Widowed,Other,35,A,141.66067579574477,-149.77731155090376,D,D,221.86667293111296,E,0
Veteran,Single,White,70,A,2.134097459695917,87.03541021479109,B,C,96.83135264625064,E,0
No,Single,Asian,95,A,138.70894678297114,21.4424501038238,D,A,-89.06806428629825,D,0
Yes,Married,Hispanic,52,C,-21.37141357702761,197.8335262655819,D,D,-19.09806380455392,D,1
Non-Veteran,Widowed,African American,48,B,133.98406615570275,46.049860255042226,A,D,-110.23580044718324,D,1
Yes,Divorced,Black,95,D,110.84396455997604,10.136884250405076,E,A,26.019922455316998,C,0
Non-Veteran,Widowed,Other,94,D,41.02982620985273,96.59786361467981,B,C,-130.31600565359642,B,0
Non-Veteran,Married,White,79,A,71.87210501434303,136.70596467640016,E,B,-64.0374290915469,C,1
Non-Veteran,Married,Other,90,E,-37.65139241914851,108.93370837120881,D,B,-86.04534318461074,C,1
Veteran,Widowed,Other,56,A,-9.139078813480277,-88.09701020455515,B,E,-64.5353133108625,B,1
No,Single,African American,91,D,-78.81780759590956,-51.12563704113481,C,A,3.0775566131242837,E,0
No,Married,Hispanic,65,D,48.266862591181244,-15.03738591385288,D,E,-78.95011705776072,E,0
No,Single,Black,84,C,-139.04999947326937,183.20979133825224,B,E,225.75644381544055,D,0
Veteran,Divorced,Other,48,B,-89.59542029465736,10.701066278369922,A,A,-13.878355857664214,A,0
Veteran,Divorced,Asian,49,D,28.197953689655307,-91.4221613750494,E,D,-85.9452117871649,A,0
Veteran,Divorced,African American,35,E,26.05965597542169,79.0603088323524,C,C,235.46756839548192,E,0
Veteran,Divorced,White,93,E,59.32981315429464,124.45684670357029,C,D,-93.94461605523094,B,0
Non-Veteran,Widowed,African American,47,C,146.38058861411278,-175.33614185813306,D,C,-87.52272609028462,E,1
Yes,Married,Asian,52,E,-102.1336323595934,-76.8071499880542,C,E,132.57590607156945,D,0
Non-Veteran,Married,White,52,A,-191.1583189742738,-59.19352305587828,C,D,101.36041963833402,D,1
Yes,Divorced,Other,89,C,-116.81039953671512,-117.22957081901171,A,E,-27.434470974675428,D,0
No,Married,Black,83,C,-168.43592124202223,-57.542261612765465,E,E,20.541973720403156,B,1
Non-Veteran,Married,African American,59,E,-47.609274498227485,107.74406263320273,A,C,-49.42578968543596,D,0
Non-Veteran,Single,Other,81,D,37.634118441540835,156.58168803123033,E,E,62.69799912700677,B,1
Veteran,Widowed,White,75,D,150.76736727360566,94.48198163937937,D,B,-203.1704235368397,A,0
Non-Veteran,Married,Asian,85,C,74.30908163928753,83.99653209023246,E,D,-130.96148518140853,D,0
Veteran,Divorced,Other,98,C,25.474199686351945,-156.85456576082873,C,C,94.53332606710536,E,0
Veteran,Married,Asian,40,D,117.64756639076627,71.08172709755877,B,A,56.875697108135434,B,0
No,Divorced,Other,42,C,-22.310549652488557,-11.955867191796319,D,C,-167.03119196525765,C,0
Non-Veteran,Divorced,White,75,B,-39.285029846213654,18.61138418650687,B,B,78.17891334239803,A,1
No,Single,Hispanic,71,A,-31.126101227528125,-250.37018634964264,B,B,-11.724337374526176,D,1
Veteran,Single,White,63,E,-3.1473688637427415,69.18419062478796,D,B,92.60807591639981,C,0
Veteran,Widowed,Hispanic,40,C,-35.05244995620108,-66.97493874707324,A,A,-86.84576543975861,E,0
Non-Veteran,Widowed,Black,91,C,243.26100040445513,2.613923436302584,E,C,21.603933106524874,A,0
No,Widowed,Black,78,D,-14.653505626892887,-65.80400757028325,D,B,-35.15312909459895,B,1
Non-Veteran,Widowed,Hispanic,91,E,45.41225227647956,-121.68797680721963,B,E,-68.42839016541579,B,1
Veteran,Single,African American,41,D,13.303122065043347,-126.76644247953574,C,A,-110.37030261904444,E,1
Non-Veteran,Divorced,Black,27,A,-134.58915572162346,76.23359378506392,E,B,-189.0510667469564,A,0
No,Married,African American,38,D,11.970507962135791,-81.74582771688883,C,A,100.79826543957363,D,0
No,Single,Asian,71,B,-55.930713069508485,181.42388434871714,E,C,229.77546183301044,D,1
No,Single,Black,42,A,-121.77008456044793,107.77349103495047,B,B,-182.71403108421802,D,0
No,Single,Black,97,E,138.5604490667679,-157.22872302322583,A,A,142.45996378445147,D,1
No,Divorced,Hispanic,64,C,47.65942730142314,179.046278748818,A,D,-5.596866333196126,D,1
Yes,Married,Black,20,D,187.6067472949818,-171.48420338814822,B,C,-5.541820537746165,D,0
Non-Veteran,Divorced,Asian,91,D,-62.4060425536339,153.0010150452719,D,A,136.1723273141998,B,0
Yes,Divorced,Asian,65,D,1.903656459950316,-64.71875231608087,C,B,-184.7073283680052,C,1
No,Divorced,Hispanic,78,C,-229.1830356139507,17.99197117453376,A,B,-50.563070259243595,B,1
No,Married,African American,94,C,-31.865690792380523,144.36635238910114,A,D,80.19561923622881,A,0
Non-Veteran,Divorced,Other,59,A,41.973978154215466,4.083429424502829,E,B,41.594538628895656,E,0
Non-Veteran,Single,White,98,A,117.86020080263089,-93.1062119803214,A,C,27.215162296824452,A,0
Yes,Single,Asian,32,B,-84.42868714225689,19.809501195621685,A,C,-49.758197926621925,A,1
Veteran,Widowed,White,98,A,95.50265194634245,-55.775371427637225,A,D,33.71625468311585,B,0
Yes,Divorced,Asian,73,D,-79.53719708985602,-46.282253847046476,D,D,118.98179879915772,C,0
No,Married,Asian,80,D,32.55758289447833,15.129108782845401,E,C,-136.53919436396689,A,0
Non-Veteran,Single,Hispanic,35,D,176.03469054992271,-152.00200034721502,E,D,-71.83028405543615,D,1
No,Single,White,78,D,-66.10277257123326,52.24447002593807,C,D,-37.61870914607398,D,1
Yes,Single,Hispanic,25,C,-121.23447820729099,31.97077679309977,C,C,-76.53974584942094,B,0
No,Divorced,Other,89,C,-81.4015757649072,48.807990009756494,A,B,34.444773138605896,B,0
Veteran,Single,Other,38,C,-16.509813468748742,24.99265270069807,B,E,141.58585495168003,C,0
Yes,Divorced,Hispanic,51,D,-61.35283753109939,86.69045390115045,A,E,99.99027071931548,E,0
Yes,Married,Other,39,A,15.032017071943201,-156.3386797682512,A,D,-88.48376398983562,A,1
Non-Veteran,Single,African American,74,E,105.09594124827419,24.99717623386907,A,C,93.7448463834664,C,1
No,Married,White,34,E,93.2553294238727,46.69813501440532,B,A,27.88556885283764,B,1
Veteran,Divorced,Black,90,D,126.56662451545775,-27.5105048577995,C,A,105.02988296127027,D,1
No,Married,Asian,79,D,33.0916667829064,62.20631318973675,D,B,-1.566005881175974,E,1
Yes,Divorced,Other,35,C,-59.74417936361689,-90.19177081389016,B,D,-158.54106553016643,B,1
Non-Veteran,Divorced,Hispanic,79,E,48.911123384324696,-63.00125040825391,E,B,4.8384110981880735,C,1
Veteran,Married,White,86,D,118.80058457809103,-78.62263738504981,C,C,79.03112863171512,D,1
Non-Veteran,Divorced,Hispanic,38,A,-177.39192012428583,100.86514077257138,E,D,-34.85024807520819,C,0
Veteran,Single,White,90,A,-9.758256492830732,-32.63655948516514,C,D,117.0063261909031,E,1
Yes,Single,Hispanic,85,A,-128.23630565959687,-173.596126946522,E,C,-64.61603851088915,B,1
Non-Veteran,Divorced,Hispanic,33,D,-43.52059737931926,-118.73458359770417,A,E,-82.32559377674508,C,0
Yes,Single,Black,75,E,168.3514321219191,39.65760797020739,D,E,-28.342195757969098,C,1
Veteran,Single,Hispanic,76,C,43.08383048967312,-128.29309913378194,D,E,-28.425973276688154,B,1
Veteran,Divorced,African American,94,D,-105.82487025744581,7.3356592228161555,D,E,123.74574668574046,D,1
No,Single,African American,84,A,-15.638894995728062,7.055279344575148,C,E,-128.5905336937959,D,1
Yes,Widowed,Hispanic,93,B,46.534806870820795,-37.86515299781929,A,D,27.892597870668585,C,0
Veteran,Married,African American,90,D,-10.614718430215328,106.79664811618375,E,B,-110.78227547792766,C,0
Veteran,Married,Black,58,B,-121.58950018194349,4.216351047263312,D,D,19.39386619560482,C,1
No,Married,African American,32,C,30.375866611510816,98.2628568624976,A,E,185.3193733518708,C,1
Veteran,Married,White,62,A,-41.74805804916524,40.41634427559856,B,C,-6.644755221452618,C,0
Non-Veteran,Married,African American,31,D,-86.1966852868246,-31.289111475834545,A,C,147.14410471091085,B,0
Veteran,Married,African American,63,B,-66.7937373990005,-0.6891829704527763,B,E,128.56370699382512,B,0
Non-Veteran,Divorced,African American,51,B,0.0874701565335608,31.24546407679969,C,E,7.577942385013419,A,1
Yes,Married,Asian,82,D,-66.71575402441044,-43.19380672331946,D,A,-130.6154994439485,D,0
Non-Veteran,Single,White,28,D,62.573816995751585,-60.24603173081737,B,A,62.91948689803397,C,1
Yes,Married,Hispanic,85,E,62.14450608079296,-149.6908528761549,D,D,-56.66842733877019,C,0
Non-Veteran,Married,Asian,41,A,-20.520083309600924,27.673124896649455,C,A,49.004023088635286,E,1
Non-Veteran,Divorced,African American,94,E,-14.899182423790142,41.07862213925967,E,E,-115.75632483735647,E,0
Veteran,Widowed,African American,61,C,95.79281589478391,-92.44555769146103,C,A,-41.99217155821145,B,1
Yes,Divorced,White,62,B,140.75511467235876,-33.89338275507489,C,C,-166.13829216561038,E,1
Yes,Widowed,Black,88,E,152.03194083318942,85.80273663062819,B,C,-169.20303138039588,C,0
Yes,Widowed,Other,37,D,-106.61221601314553,-219.46256621754293,B,E,-3.280031779070771,D,0
Yes,Widowed,Other,34,E,95.35058993913877,13.268582190337305,A,B,119.74506855524383,D,1
Yes,Widowed,African American,88,D,-232.43931569384634,-64.132294465591,C,C,36.17791586187579,A,0
Non-Veteran,Widowed,Black,25,A,-41.115422906535805,119.11094946794043,C,B,-187.9539726295413,E,1
Veteran,Single,White,43,D,-82.15904205088427,16.216602758480192,C,C,173.7717309824139,E,0
Veteran,Single,Black,32,E,-3.551887496730831,-24.294006641307693,E,B,-91.09098224334606,D,1
No,Widowed,African American,97,E,-76.6982352075365,-43.789689323164176,D,E,-111.62361790265518,B,0
Yes,Married,African American,97,D,4.532062604035835,-54.804323207953374,B,B,48.55525342835595,A,0
Veteran,Widowed,Hispanic,74,D,100.53483524562144,-177.39282897966055,E,E,-39.49807051820103,B,1
No,Single,Asian,39,A,-345.77291534010703,-12.557418108045242,B,C,-37.13945095420738,A,1
Yes,Single,White,41,C,-75.16580394292609,116.07816124082572,B,E,138.46069847022306,D,1
Non-Veteran,Married,Black,56,B,69.08121472823706,-42.33420403416949,D,D,99.55902538948807,E,0
Veteran,Widowed,Black,84,D,132.15929649610663,-145.0869244322987,C,A,69.81958010034572,C,0
No,Single,Hispanic,24,B,87.84320609417834,145.43847655009088,D,A,-175.81360740547788,D,0
Veteran,Married,White,78,E,-21.213615205922967,185.3746787980447,A,B,-69.33354816092744,A,1
Yes,Divorced,African American,66,B,-42.39397288463777,81.51260940720178,E,D,-8.94627001899393,E,0
No,Divorced,Hispanic,41,A,-61.69318111927385,-0.5699009377102315,C,D,-185.22869121806016,B,1
Non-Veteran,Divorced,African American,22,D,-35.64900995734869,-138.23258739993008,B,B,-81.95625817852499,C,0
No,Widowed,Hispanic,70,A,-24.26723751818753,-12.071652150922864,E,D,23.111104595046847,C,0
No,Single,Asian,98,E,35.02713673408786,1.6039539201962432,D,A,-73.75535051975176,A,1
Yes,Widowed,Other,44,C,23.867961766560832,-146.45373738808107,B,A,-166.67377610057682,C,1
Veteran,Single,Other,39,B,-6.377977837307963,-13.2086713730032,B,B,60.96369216102767,A,0
Veteran,Married,African American,57,B,-43.405398563203725,126.84026200883716,C,B,18.134962407687812,D,0
Yes,Divorced,Other,61,E,67.90520063458396,-210.94331697402703,A,E,42.780997008791296,C,1
Veteran,Married,Other,44,A,-95.47131850378702,62.95029478208999,C,C,-51.96058506368706,C,0
No,Single,Other,28,A,90.67283577499643,-227.83428785893648,B,C,95.5239784409168,D,0
Veteran,Widowed,Asian,55,C,-98.76558542513057,-47.76808799444784,A,E,52.36141874707228,B,1
No,Single,Black,48,A,42.115255235196344,-230.57236719228064,A,B,34.476139115611176,C,1
Veteran,Single,African American,73,C,-42.47896855974441,21.21677069670487,B,B,-4.956748287314544,E,0
No,Single,Asian,65,E,-107.14092480582647,-60.170398543474256,A,C,32.221474894112355,E,0
Non-Veteran,Single,Black,99,C,46.514319402526944,10.867208147562478,D,B,-32.93147662203298,C,0
Yes,Divorced,Black,50,B,90.87924695293414,75.18964744026948,B,D,-49.12958046881688,A,0
Veteran,Married,Black,63,B,54.298355005494216,-43.9651877434086,C,A,-73.34624514194465,B,0
Non-Veteran,Widowed,Hispanic,82,D,16.53053431842079,70.36327784254458,E,E,-104.98171606491876,E,0
Yes,Single,Other,93,C,51.32336690322431,36.069438001495485,C,D,67.43165554466266,D,1
Non-Veteran,Single,Other,30,E,98.17742274408428,54.28741217177275,B,D,-62.81042792594131,C,1
No,Married,Other,49,A,-30.96534187370152,214.79757139321615,D,C,141.4764081462573,E,0
Yes,Married,White,55,D,-60.56892928857355,-31.228765645374263,A,B,140.27935222608127,A,0
Non-Veteran,Widowed,Black,98,E,60.589590089464096,-13.197131923091494,C,B,-116.5167923308803,E,0
No,Single,White,62,E,-29.75665748122219,-119.6373426162749,E,D,-78.499060437089,C,0
Veteran,Divorced,White,74,D,65.23732762550304,-40.85848389757017,A,C,-14.244818564524664,C,0
Non-Veteran,Widowed,White,66,B,42.724484267126705,44.63997274201406,A,B,-249.31295899593232,C,1
No,Widowed,Black,28,C,30.56040900679112,90.15942163624548,D,B,-24.792125870157157,D,1
Veteran,Divorced,Other,25,C,-190.30692356465164,178.76412624951712,E,D,103.5847594058697,E,0
No,Widowed,African American,31,D,-16.279642976497087,-44.86535357016964,A,A,-3.8812831220703696,B,0
Veteran,Married,African American,78,E,-4.701336803416598,-25.278180615549324,A,A,92.04993987207963,A,1
Non-Veteran,Single,Other,54,A,215.50099746792876,-26.326779956093056,D,E,-304.4476990403878,A,1
Non-Veteran,Married,Hispanic,81,C,-138.55324424266817,75.46367911360593,B,D,90.16028014237023,B,1
Yes,Widowed,Asian,98,C,0.31784828261262704,-207.70323252968268,C,A,24.32962568748234,C,0
