disability,AgeGroup,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Both,51-65,54,B,34.11962221451596,-25.71529127023825,E,63.653834357045916,-65.24552717877329,-50.83776366911844,18.128652042551316,-47.13501004667317,-199.561847118008,B,A,D,16.99898511865173,47.08691006520942,B,A,-3.214256841208855,0
None,18-25,74,B,25.270114587721928,45.76157074530672,E,46.73229151104257,-60.98834616675053,-66.87295571792447,-79.69484730572621,-92.37733049202494,-125.96148252451167,C,A,B,248.2102903347748,-23.999296769911624,E,D,72.36207893754967,1
Both,26-35,70,B,-174.05213232451695,28.029928737877803,E,201.1936857154422,-8.581842250680715,-52.14550736604957,12.719199548380288,-86.46655349708722,45.36246995906046,A,E,D,-19.02987524592126,120.19388926346168,B,B,-120.5636593946584,0
Physical,36-50,92,C,37.87106805453397,1.5595825275687,C,-10.907974719262423,-113.64335514507285,75.31420942617986,106.78889480423868,26.11010269896011,-44.035797888553745,D,E,A,-82.27757828123966,1.0398541118028606,A,D,42.8766248275785,0
No,36-50,71,E,-4.316658141170607,157.46166475244004,E,31.239190293205798,41.240825720400174,-183.20394919779145,102.67422260518451,76.60549391588187,-166.88359630793792,D,D,B,-99.77467467231745,97.91943636897038,A,B,50.58358294403852,1
Both,26-35,84,E,183.3559251822931,15.148017851987932,D,25.363919617076746,-40.62500882736385,-136.7014078470738,110.79477326365013,192.61611187485593,99.47154741510793,D,E,E,-37.94238320588851,-155.8453609783094,C,E,90.51514434261112,0
Physical,18-25,49,C,175.14650838439078,82.66410218580879,B,138.1541095882133,-10.62606236783422,30.017255175147312,-21.853380638931345,-25.303659978328962,77.96229991438125,C,E,D,79.12317116616498,128.12583390663522,A,B,81.53069901992724,0
No,26-35,83,C,98.63755988906051,-11.197411334381108,D,-132.35333327442783,48.7953201833343,-74.20459408927118,156.00810013195542,56.10812317789859,-170.13516982383726,E,B,A,21.922358404683543,-2.736129279136966,B,E,113.5982578508534,0
Physical,51-65,75,A,-91.22382098966743,-63.37413614984384,B,-190.22701623465684,162.35555122364826,169.83389464644236,24.586451584401857,55.91416799521729,-41.840816043539306,A,E,C,-48.75747340560267,-44.95926731009244,E,C,96.85180005857028,0
Physical,65+,91,D,-19.178750054100867,220.03700634991077,C,-2.130653047553319,-35.945630716447425,140.01376943691068,-135.46579098066042,70.27922839127385,-115.24440894537406,C,E,E,-65.13118616657975,-7.358712493915489,E,D,139.09934162155574,0
No,65+,23,E,27.159324071306894,-113.11658754322427,C,-130.3700277518962,91.55248424228081,12.733319101057008,162.057352337569,-230.30897467396377,16.087347119298233,E,E,E,-9.989193047864873,125.5849743798103,B,C,43.02909761950503,0
Physical,18-25,65,A,99.44310851582075,31.68848309044953,C,152.94415834498383,15.026598032127897,194.14167937150032,98.06115462694916,-239.43751892335908,120.31924898928823,A,E,C,-80.96978740325378,-61.03716048210131,A,E,73.90138262364484,1
No,26-35,98,E,-66.71548004632831,42.70338536750558,E,99.32273010146423,8.487475477835966,-129.63672291612664,-52.795512803674896,63.94803622227108,-68.67172894534667,C,C,B,-112.97202304547001,-93.69324738430643,E,D,-37.77828491778287,1
Physical,65+,33,B,-132.57750631366278,75.6271229243367,D,-150.94782150031358,22.578197181773568,97.18834673580167,-65.84273016712793,25.772627036661838,-21.545831879218298,D,B,B,2.811477617508756,-134.06852938106667,C,E,37.039947796015575,1
Yes,51-65,59,E,-84.86970500782391,49.01791717630522,C,2.162168711449965,-8.410537172251198,-11.69708154300558,-70.1474886195403,22.552040879656193,63.62390302542005,E,C,C,-72.5599401269285,51.19646961506662,E,A,28.45358664820982,1
No,26-35,27,E,88.46374684898461,-213.56024505562928,B,-29.890985337490438,62.53690236835023,125.45036385809463,138.73531172581392,162.72204417199717,-38.24680523800774,E,C,D,-42.79468912318802,-164.6127651628669,A,A,42.3379687814396,1
None,36-50,52,D,-105.1355366935668,-40.62173033889717,E,-17.60811611639273,-122.23640202736716,-49.68257600179027,-116.33134470951991,-119.7473229762874,0.19083585479290122,B,B,B,-21.30452520934487,115.09872517187945,B,C,85.21733388427735,0
Mental,65+,68,D,54.030610852927,219.3316904763447,E,48.19251548729464,44.17381493170296,-83.36983411986564,-62.46497476679852,72.13653232320534,78.26808914006584,E,D,D,24.6888224706914,84.02901149502993,C,C,-258.10314486121916,1
No,65+,80,A,-33.61342019563433,-110.12045345053212,A,-85.33772045868952,-196.14096154039564,69.39464097467048,56.46037973882896,15.525219796092196,-24.899344153949237,A,E,D,102.84419871702615,-154.83843639591367,D,A,144.69974045382253,1
Both,51-65,97,D,82.28441281251419,-167.1019909346564,D,21.449904431871868,-209.91815444850937,99.91221340222187,-9.403655599151648,53.98251568038766,50.07063592167452,A,A,A,98.95672264473096,59.0957517594661,E,C,147.9042060310165,0
Both,36-50,52,A,-71.92857995653772,-80.28131441935511,C,11.707162587383781,7.308268458105277,-202.26233210106383,-131.47178682079075,-104.17003240780156,60.6760457797442,D,D,B,-91.3660782749711,91.85853107925045,C,B,-129.83228691240507,1
Yes,26-35,22,A,152.0284377559511,3.081713355474584,D,-15.950075203956166,-95.81463440807588,-116.56347646349474,-18.475571180803588,-51.935071660193735,199.05309397545835,A,D,A,216.15467750042652,8.422119532481767,A,B,-71.73187388091576,0
Mental,18-25,61,A,29.056726810970794,87.1780122806201,A,53.341681733029866,-130.33484950826443,-16.4551277423342,-137.00772251307117,-43.23580602665603,-1.7641370352968124,B,D,C,-45.832743694825304,-154.39332926044273,C,A,-104.31324986146326,0
No,26-35,20,B,-99.04243396511453,-14.461924563707393,A,2.8471312948143686,-67.8717894590761,-172.38631613830646,-115.41964677099119,36.32343081080969,89.82628563169102,B,C,B,-103.82028789510251,-172.57945085609688,A,A,43.95862038601474,1
Mental,65+,97,D,-104.5206686724475,38.14924113700645,E,2.954891742231677,-29.59552820811739,11.546514490280588,139.42379225762426,57.776829242220515,-188.68658640618514,B,C,C,-20.384843247640543,-64.22434156294268,D,A,-52.96246370945267,0
Mental,36-50,49,E,137.8403128632831,-23.265063241153953,C,9.411504072499174,-17.11426530035289,49.6333826727919,-130.44136198260495,26.27777088676593,-65.7929228576569,D,A,B,-7.505951274351541,-120.11391825342577,A,D,124.93208507089595,1
No,26-35,43,A,-105.26239270000835,-26.788090549869885,B,-19.46150753524596,-164.16724799851713,-57.85335747000856,41.99330990024222,-46.81057222052279,-36.98897488376925,D,C,E,158.92964019277326,144.5813178945155,C,B,21.828361282357402,1
Both,65+,99,B,10.9962259589528,36.48067228501149,E,-78.7637941156938,-40.19777180998755,97.20359234341588,-123.10421547363009,-11.953481496846814,88.3971053841391,D,A,A,-33.815655553950855,-146.59443428934344,E,E,-57.43835208772835,0
No,36-50,26,E,37.06906316044552,-166.61415461434567,E,39.12484856128808,-25.791118514922175,11.03527888662897,34.16797616839575,36.9088250486442,195.17732027184854,D,A,A,-40.68296990970951,150.11673952630522,C,E,81.89353479089209,0
Both,36-50,29,A,-136.84815756674053,-129.39523226822308,B,66.4450114148991,52.909147194688146,-34.05293925047602,-61.137045626331386,55.90581913405611,7.55255733150557,D,C,D,26.97320559838291,132.45809439302715,C,D,-222.24438586543428,1
Physical,18-25,70,A,-15.251356277719077,-50.332539145564745,E,-82.0683573299179,-120.53924758312797,134.48359602058372,52.380014121126294,-17.897874281403936,175.9224686511068,D,A,A,4.30635193374189,216.75461660565523,D,D,-81.73312093691862,0
Mental,51-65,97,B,-0.4643006248774011,174.95395172698215,A,-187.2374892835458,-152.2652229708414,136.7045481143248,43.48955311082776,218.46578648015998,-170.90318646279638,B,C,C,4.640184556654963,45.58216504113645,E,B,-0.622028530246853,0
Both,18-25,56,D,37.09914586857869,-57.44717956430063,A,3.5398258007778876,79.38624491706162,-41.57248545111643,-47.576424289488955,-78.8549137444775,67.75909371918485,E,C,E,107.57336068122648,-179.7841437025638,B,C,-40.80822729158085,0
Both,26-35,49,C,-87.45695542832487,248.50376384149223,B,-33.684248682339444,-155.82077169430778,-46.24766952804791,19.369683437951327,-56.22630202272796,175.05944438385322,A,D,C,24.975606984033245,-94.68962830302617,A,B,-20.138671343292838,0
None,51-65,44,C,-306.95657553108686,111.96739178401636,D,45.488325128115314,154.3930166595821,10.014294646055111,49.18398224058021,-39.79483501284673,-167.8411072361455,B,A,A,173.5085793870588,-5.2703584306285265,A,D,83.57629575783582,0
Physical,26-35,68,E,116.16183234466575,15.488453688575508,E,-28.20712967897846,-29.817878573416134,-270.8351457180838,-21.573458608801285,57.71914775652923,-108.78531222368528,B,D,D,-29.343958282100285,-12.436326531837212,B,C,4.425845578746044,1
Yes,26-35,45,E,93.12642915919963,40.93379300568707,A,10.69057210623937,-78.32011527505036,-140.03919896875126,-37.887216938075255,11.08543105801139,89.27826557931711,A,E,D,41.17563816839967,-11.625704908315731,B,C,17.3260103952603,1
No,26-35,57,C,-148.81182723622797,18.697887822996602,C,21.847078805448287,61.97538016544979,215.47095026964712,-46.312136016025335,-216.4261968325423,33.233437831917,E,D,B,226.45574772146983,43.985883884126956,C,A,94.06558186807,1
None,65+,75,A,-73.04747868391266,96.62933113403463,E,77.49876656195012,-35.010351053200864,6.1357080764834375,38.20034905689484,-5.026243903560426,160.53133532382455,D,D,E,25.281739258345976,0.9837484524170578,B,E,122.88322349479157,0
None,65+,64,B,107.63202706102408,-28.088069982870184,A,-23.46616964157363,-133.5713261682136,46.0502788845428,40.298679605766694,-131.39814761858622,76.37152223448025,B,D,E,132.51768279050225,-121.37605504869325,A,E,120.0347694104729,1
Yes,36-50,63,B,-125.76605297377068,31.759553815804324,C,186.07669147355918,-87.0570619675769,118.28835018230548,17.605710460466906,3.6313768149970693,-134.89472234171953,A,A,E,-143.22762887225636,112.04850906002841,E,B,30.615423264857704,0
Physical,51-65,47,B,44.080368438918406,40.25114472420774,B,-210.2392851832813,134.6493517258318,-92.51984115138036,5.654244849116943,81.9110363240733,176.13737308428142,C,A,E,52.13088826859932,224.17452304433593,B,E,71.45100261833286,0
Both,18-25,40,B,-116.78461541888797,-85.17754338227283,E,24.434180127426107,-89.87674464599043,-153.30938690022862,-59.71046664415274,42.09154640828462,-113.44826914060906,E,A,E,-106.57895044972037,-50.96307826986938,E,D,-99.20787342877112,0
Both,36-50,54,D,-40.262806979139796,89.21605109509207,B,-62.35498635175125,174.74637698282643,28.28637673923286,-110.16682795166489,145.30461668565243,-110.5813296087342,E,A,B,93.36368050456235,157.11951444253566,A,A,-85.88160647318095,0
Both,51-65,43,C,-136.42426961710856,84.55131785019339,A,-80.29597215176794,26.645898883524676,167.51438724449747,114.69610539434515,139.0417412960294,94.03023506714007,A,A,C,65.11053847372368,68.12000631701652,C,A,-142.66926312310184,0
Yes,18-25,67,A,39.396624860010554,81.84119211975417,C,-119.61377510738609,-2.4117778427155447,121.87899325661289,-30.723774934843302,126.03091316070089,2.5004343625031553,E,E,B,-7.828022413605429,-140.78360040903775,D,A,-43.81744402432254,0
No,18-25,23,C,-66.53607528377788,-105.543085812232,E,-48.75969211270155,-18.456824484923512,70.53064088915043,14.585872956076598,-40.75199913952612,61.35750943597231,E,E,B,9.200315368746061,-41.27270786908494,A,D,-22.30594431790641,1
Both,26-35,19,E,37.52932204883372,-24.95660817745984,D,16.08744896224498,4.217631185601508,-111.3992648163192,72.93380152083297,-82.03292866476613,94.28556764617356,E,D,E,-131.02989235567605,-62.13262991882576,B,D,-122.99250273404618,0
Physical,51-65,56,B,100.21529999812371,-50.04499856646319,E,-65.45721454770101,-45.19751691250643,-153.40883905306495,82.79922573980461,-21.08236188490324,103.57516143019573,B,C,A,123.92057574814743,-123.01441232846362,E,B,194.20608057412338,0
Physical,65+,52,B,-1.6044184269833772,-68.81757786611806,C,-34.99234258218213,153.32852653099528,-160.95794624250436,-56.1502351657861,-187.95146691155938,47.50402393349043,D,E,D,62.95471034048363,-5.5972403864575275,A,A,-186.48224327933926,0
Both,18-25,20,C,-48.43940876849511,-101.95909552139261,D,178.83821804726952,-17.21975960519523,26.81465802650107,191.35115878983706,-27.11749429233758,1.193666134857306,A,C,A,-68.64710355531858,263.36504535910393,B,E,102.93170637880216,1
None,51-65,86,A,-108.7936731386264,-48.18098167702946,D,-103.97956760397982,50.710735506726756,-109.0768849605951,14.860008701911884,147.11614817973603,-115.67556675618779,E,E,D,30.120201887473176,81.90384863956587,E,C,279.88389165132946,1
Physical,18-25,55,D,-31.426300790473995,-53.58303982794139,C,9.846192452656163,-52.64489891292284,-82.68428515638631,11.34402260472811,-105.93660623648779,25.208038289998,D,D,A,-110.4302960890379,-2.88562394311408,C,B,-49.898913975044124,0
Both,18-25,61,E,101.33983959661698,141.5270152170116,D,143.41715965309777,-15.52684493790029,136.88483352959997,56.71145153020491,-125.98744890774165,235.3871963485735,A,C,B,152.9785095706186,193.6904286479623,E,E,11.511659795866583,1
Mental,65+,31,D,116.98853942015242,123.80030191770055,A,21.877678880370148,-211.6449355695508,-33.20718756531626,13.521951466163618,-64.09070903707462,5.912642138198718,C,C,C,-56.28930802739619,-164.6303286383761,B,A,-10.997458136668602,0
Yes,65+,31,A,-22.33188979261711,-69.08142981585955,B,-87.80504233392564,-12.53981565937902,21.724193341722252,-61.7673894676375,72.52282565380564,-13.631367598524378,A,E,E,-62.65676188855458,-62.18831165192138,A,D,97.67006867078341,1
Physical,26-35,70,C,-118.2661066193153,226.05566107720657,E,29.22373513630075,29.59795552807676,70.20963888567263,69.56238162171057,136.81930863442892,-174.27175268550582,E,E,B,104.59833016720827,73.61450416524461,A,D,24.674274386773632,1
Physical,65+,81,A,22.898100822743718,4.369185091715395,C,71.1819679502822,173.58379337648952,-74.41089733150497,61.25721380659598,117.72212370703889,-127.56259746007972,B,C,A,136.71421758068905,-28.642401363848414,C,B,150.01966264196952,0
Physical,18-25,57,C,19.393458180852395,-191.6856287691204,B,114.20110650531781,-23.79440605086681,-153.83387904306116,-159.04712604666037,-44.98147086468528,110.40486218537575,B,A,E,36.240356808052084,31.922434508563736,B,E,-32.62182754538386,0
Mental,26-35,83,C,139.37205350536505,-42.14925545626736,B,82.65835287176196,19.678821807248806,81.55977359329118,267.2191789170846,53.6137282783797,-32.39688092832314,D,D,E,-23.6385607514592,-89.08372856226227,A,C,-33.78642725612244,0
Yes,18-25,51,C,41.75844207523494,-91.96758401821566,A,84.38595044773017,-143.0025301727456,-39.44521017048133,8.629303478948264,102.6549929249577,-289.4988071674818,B,D,B,-56.154655373206694,91.4632133441376,E,A,14.867512820436247,0
Both,18-25,77,D,91.29194919796755,-79.65960485245233,D,-60.510821590132004,-72.05264214820836,-96.47217712044582,-22.47861100599411,-18.433014837170717,-54.47588433615097,A,A,B,-24.910519573904985,-97.6123029642221,D,C,-58.218940838387546,1
No,36-50,46,B,25.73561074073114,104.60492415897731,B,-44.89651750811711,1.2045317186732347,-101.18278141374341,34.377000834500585,-103.49924614123802,141.22438111700163,A,D,C,-73.94967429292545,127.36210761664081,D,C,53.423525186429174,1
Physical,26-35,35,E,70.95905154149122,-83.88148595554186,B,28.478612623839407,-15.914020721296449,1.9426122007324127,-3.1638100114604306,168.72233033602325,-46.6057035603366,E,A,B,30.323619307198186,62.1756656187602,C,D,109.68268661874481,0
No,65+,22,D,73.4555221102769,6.859855396022961,D,85.76790082122237,-34.226854414697634,-66.32522982267136,-98.35134487457191,53.06312057945364,35.877455902914576,C,A,C,16.455460268432013,-33.6854708121518,A,A,-82.55037655120834,0
None,51-65,33,B,-105.55604292897239,-54.77168273025955,E,-22.261898108074725,72.72611570387394,-96.33066665137314,-41.0996999300833,29.05939305481323,-76.26767951888063,A,A,B,-13.879095022924934,-45.052549825761325,E,E,-68.6685146724309,1
None,36-50,20,D,-126.4209364552419,-39.280601151468744,C,38.486410265698375,78.23145118825639,-25.31684570074769,-126.88478519911422,-18.219916531092217,-184.54824781310427,D,D,A,132.31383619894333,163.2693645646571,E,D,49.07179201734043,1
Physical,18-25,96,D,-53.03873667129781,28.597478089915953,B,-49.51695236715244,66.71535805356946,-74.88590357912229,-39.79218097750713,116.02655529137627,-24.95144623568715,A,E,D,51.424413481818206,0.1895235312560373,A,B,-91.74110890355904,1
Both,65+,78,E,63.736267185454764,116.9603404255205,B,-57.22579687995908,76.18198075499959,-19.468453632342705,-6.780963512955715,67.07229512844364,-113.02271758592917,A,A,E,-60.68452454748957,27.460834271859614,B,D,115.5370275293284,1
No,26-35,71,B,101.30500603400401,50.03494748931552,C,-47.08028823838138,-95.67817549406227,59.04663997514069,-34.16765024191785,77.78564170418193,89.68099623908559,E,E,A,13.313869263262514,-236.49231748518736,B,D,19.016874754516728,0
Yes,36-50,35,E,-74.26366685922795,140.31368826464325,C,-208.79798043123424,-100.80749642824387,136.0084673772944,-80.62281799564126,-82.38323592740642,54.06433440332926,C,A,B,-249.6905055216883,139.20470339647474,A,C,-32.471270493165406,0
Both,26-35,20,C,52.07846913981078,185.82919273792422,E,76.13924110161395,-33.234198953299895,8.733952818386234,20.241203672862287,86.321373562392,-60.451777055633386,D,E,C,37.42225965514087,-79.43234661470204,D,C,-51.580260007901025,0
None,51-65,62,C,-249.35496263937424,-99.01069549094491,B,50.38430621452837,71.07162239228217,64.71673089639118,51.396693359102244,131.2923315426445,30.134476865665082,D,B,B,288.3782356853959,110.66727068525108,B,E,35.787210117924985,1
Yes,18-25,78,E,54.62746336726385,118.56594757847323,D,58.32594128968491,-198.4571470646107,71.23636373890457,-153.08046833100227,-216.24891596955868,223.58593403579937,B,D,B,34.779935649199665,17.249918393402204,A,C,54.11094926177087,0
Yes,65+,48,C,-129.89140793324333,-14.314234510886322,E,-116.00896135191827,-99.72954190373629,73.13234191020473,-111.73184124505731,9.641694099074565,120.23036689461574,C,C,C,-0.5237931700979913,-69.65424957772908,D,E,-85.2669545291474,1
No,26-35,85,B,37.305190881975506,-2.213768465686739,C,8.057495364906062,111.5604947100345,-199.05356232853447,59.90943005078751,29.480708986936627,-1.6029060836008198,C,A,C,-28.83918849845949,-16.972806362553705,A,B,81.9182126282237,0
Yes,65+,25,A,-168.84051866028383,15.22459928194598,B,188.00299082092693,187.54570504402298,-261.2213567891445,33.18451704161124,26.451237724661286,7.036459451008538,E,B,A,-46.00817246644538,87.35292691475387,E,A,-59.356410189688255,1
Both,51-65,41,D,-93.7628094462555,-125.85570585592676,D,23.764250337939856,87.30535570235487,2.5699819825040073,99.91212014390634,0.768506247719102,51.88059465398518,B,E,C,-37.47956019356299,-84.7075850950843,A,E,-27.432443624055143,1
Both,18-25,27,E,-144.27197531696,-176.88097445338343,E,19.256653523984706,142.28499938824643,-118.21643054421831,56.6586248199529,-59.571412316521865,-83.746190129408,A,A,B,157.04476706394115,6.833758018800499,C,E,32.38501003441985,0
Both,18-25,27,E,-95.64652753630624,23.83521237948889,E,96.59161839875642,109.87518354607815,51.8144065876141,64.19110625339925,18.359060293503727,-242.49113135148627,E,A,B,78.03435360755721,-15.29675099533562,A,E,46.58071221979687,0
Both,18-25,68,B,-61.76516343835006,-24.456263000117097,D,-12.445872085625895,-45.06966605916425,147.92250845655875,-41.54994198631483,42.73891697976044,-182.8581745913293,A,D,B,64.54748167886643,-32.260964848755776,C,D,-62.9777917444121,1
Mental,36-50,71,E,96.44737219341386,-48.68059086710132,D,-50.10126297529454,-31.280337846450283,-155.646436517532,102.11284701710954,-105.52051701847066,-20.584267151217105,E,D,E,-130.4446417169445,42.44028055563979,C,B,-69.61163985180919,0
Yes,26-35,19,D,33.52374497934642,28.04310611500439,C,-1.9643733886209842,-4.91589200976894,84.45359743070615,-228.84648777517498,109.04844905264348,54.257348606859125,C,C,C,22.77578003331359,-83.9444668916125,D,D,-17.547267717035766,1
No,65+,69,B,-70.51369594614974,-80.76823581370938,B,-88.74543279663996,-144.91689000895178,128.757658471028,20.10803083948554,109.57481043476245,34.61358768166082,D,A,C,40.71638092171688,66.75565508297076,B,B,59.887253327915026,0
Yes,36-50,63,D,-103.0653239429121,-61.87802209458927,B,-61.202183838799954,24.701749046552443,91.16232327317513,-48.47480630194268,-77.76942405970905,127.81942319472239,B,A,B,-33.249590109705245,53.68029686437069,B,A,-125.75049750349565,0
None,36-50,95,B,151.2891614441933,-92.24905535248264,A,51.8436681784256,23.013740813906388,-65.49504737699911,-58.45071930998264,-46.399909868135744,-220.9959570877912,C,D,E,-94.56547876525492,-9.104090330413136,B,B,-111.35814616000945,0
Yes,51-65,21,D,-54.59253061329486,-83.09603348144773,D,28.988846759041344,-111.983190802977,-74.12016259847785,-43.69390486454417,227.72201433127108,-46.95880501434169,D,C,B,-38.44325687200504,-15.544000345775299,B,E,166.63256274934108,0
No,18-25,79,D,63.817333727961945,328.0869172338337,E,18.875564489688816,-113.58444329898587,135.743964133591,158.88382333172385,5.1329331306817485,-5.805328235803291,D,A,C,-91.2215255493366,-17.28516275494797,C,A,46.811885040965954,1
None,65+,34,B,-122.82220716389762,-4.596443168664997,E,20.598769708553764,203.65560351567797,-97.45084245063137,88.01391037573707,37.18359240685797,-101.50817722313586,D,C,D,-84.12386481108625,80.77500648020636,E,A,-67.5429889170396,0
No,26-35,59,E,-15.448105598913372,2.0748588630060087,E,-19.543546336668864,19.224604551818327,-209.94185355698636,-166.36355546234128,114.40142400240146,37.38168365042803,A,D,D,-154.02841895184483,-69.42620811161116,E,E,-200.11885809973893,1
Physical,18-25,66,D,-55.93920690192164,20.180248558062157,B,-31.88678226592454,-60.38995006244045,-127.50683884740828,-78.64454678902763,92.21251753746357,-21.164341307659726,E,C,C,192.33728485144718,90.02155620601746,C,E,-167.86839570252823,0
None,51-65,87,D,-40.250115694501346,178.12333835182977,E,27.229870683112644,99.67792212820699,69.20088251877496,131.8482933620457,-89.83365097407415,139.10026970397462,D,D,A,7.931427141660335,118.42406158873725,B,B,65.87526490211233,1
No,36-50,44,E,-78.69032760618933,188.79863732222208,B,9.365888518558998,86.87969617868116,102.13504747843736,26.999064866180873,-70.79907406557734,78.11512621694183,E,D,B,41.51687383312766,40.0541602233336,C,B,18.55319976691264,0
Both,51-65,84,C,1.5530291305379564,-132.47577980324226,E,-157.99341270735638,188.62852807936022,-6.199266526148625,-39.868680091693086,142.60255061566141,-69.44212901243598,E,E,C,-119.79370682331434,34.957946909832025,D,B,73.53219048279239,1
No,26-35,30,A,83.40845748542324,-178.0274956602878,D,-53.31949873753848,0.06575940456108427,-75.72808234437439,23.27469577021996,64.20126578793821,-22.53383957009374,A,A,A,22.269763079093906,-124.24412506545552,E,E,148.59877864423237,1
None,26-35,32,D,69.22741449475942,51.611612335269974,E,55.29877048444642,1.6486483763208708,47.45641850798773,74.52637128766992,125.57256096839824,-89.94523880794057,C,B,D,74.04957526167621,-11.403418757242152,A,E,-26.871229020495342,0
None,26-35,61,D,-24.60550423018635,45.235777640829475,E,21.657552664584692,-21.13191272103733,-7.006180497901819,35.75019924743124,-108.75143592345584,68.15045640352254,B,C,D,18.52197066171093,57.923828517251295,A,C,163.42316113590965,1
No,65+,29,B,-30.73836933411918,-33.63267146405133,B,-49.22942321191715,-165.91978229122145,-202.9627162270698,47.50092585540906,-115.80388179556616,-74.84020694393587,D,C,E,-51.619875310348895,77.05329887921185,C,B,-79.39776939025239,1
Physical,65+,89,B,70.62241390778271,188.9301143247914,D,-237.1518405512015,-34.413638674126354,96.26100832707453,41.21701969453475,41.61473076137661,72.94567976362303,B,D,A,-106.08019580824512,55.954505883150254,A,B,249.39874585127254,0
Mental,18-25,27,C,-52.09850703039095,71.11611416464999,C,49.188849219009384,-101.78416560899082,-16.410060385312853,90.55385166968489,194.3433995720669,40.43330249074375,A,C,C,181.59887966369917,83.55319263668468,E,D,-169.07680543747267,1
No,26-35,78,C,70.19606966356838,144.4352220830443,D,-174.14481543296267,-101.87836234279695,-38.54931749016146,95.99394950613281,174.0618722136313,-43.65260630623145,B,E,D,26.26639275861154,44.5553935806288,C,B,-3.809562601099248,1
Mental,36-50,94,C,-18.625167773383566,6.125109320028894,C,81.08533316708429,-10.163107161182896,93.6323195145927,80.13927969645108,-41.24807267893206,-140.5084697867789,C,C,C,144.4918591004507,-9.26715846455443,B,B,-25.439741374480462,1
Both,51-65,62,A,-55.31845580832181,122.57501215181638,B,-77.2237976904168,101.14063523111729,-13.613215626333265,-53.90066184656887,-139.5782659203096,-111.20920895152663,A,A,C,-126.70338236837755,122.60843033418863,B,E,-110.39725723134408,1
Physical,36-50,53,E,16.29790487454986,127.0551208195523,D,71.08924661342729,133.44886025030914,-19.872033528266375,105.46618375450727,-0.2025272696867308,3.828902114538103,C,C,D,-78.90579690762182,-125.66599624802164,C,B,115.5803334072145,1
Yes,18-25,33,A,-186.30397488153494,45.80429575540846,B,-37.53740986833975,-127.22993017502439,67.71408257119714,94.66703432025166,-183.3995864352181,122.07288662866176,B,D,D,-130.14849917568355,58.0819958048139,C,D,-77.48477027364615,0
No,65+,56,B,-77.46118998560776,33.00826479352049,B,-111.32117912603418,-5.1455096592943805,-45.02555537042352,-24.712980982371775,-48.94889353143966,-22.376354381975446,D,D,A,105.07119234463293,-15.100279468496938,B,C,-20.2016052381688,0
Yes,65+,54,B,113.43490515642189,-147.21193408381023,B,-27.108191037961493,-33.434691601610275,38.50263471435576,-20.713059406514358,-33.607846487817035,-83.47180436473812,B,B,B,-175.8052742095785,-84.51889705665596,C,B,147.61109782087374,0
None,18-25,42,E,-46.25326232374955,-62.729731276599225,E,-218.64510276575655,-4.130542897218268,-90.36013902249277,93.79968449287742,-81.24456412062545,108.11778092659982,C,A,C,-73.93369195144132,38.97108080378921,B,A,-16.83671538269489,0
Yes,65+,90,E,0.4684633272875401,-34.06010326997288,A,36.00485039538127,4.858327299083878,-1.063272300041866,-42.37262568052298,-41.22940099554512,173.9068908880858,C,D,C,-5.356549773188131,-238.3663488905147,E,A,-62.91228669561202,0
No,26-35,46,E,54.0562546746401,82.97075707392924,D,-17.54376544722654,-8.046510296432986,-32.218286622877635,-30.63121994667669,45.72161989719085,-66.10102928746694,E,A,C,144.85699085869527,-47.997745790818136,B,E,22.291816058395803,0
Mental,65+,35,B,-102.57288344694304,-7.187484995922512,E,-36.1069848212538,190.00639657180338,109.92566917229058,-55.423916401344044,-43.016128811207764,-91.39937352992737,E,B,D,3.2020207791460678,57.212350805144915,A,E,-24.486051336632148,1
Mental,51-65,31,B,146.18064425445655,-2.700939436831164,A,-28.817158868839616,139.81124964896748,-137.36221961508804,-90.77724223275537,-81.3558621812369,-17.416303548173403,A,D,D,-78.66964092631778,37.10507380442413,E,D,45.586825268566145,0
Physical,26-35,65,E,-0.868718944912939,-14.932527972524866,A,-62.23742485358477,48.76064113920422,83.40781778167809,-66.78533708182216,15.46030426210265,212.10454973337315,C,A,B,250.7507007505473,25.33937359117096,E,C,-44.43943970829332,1
Physical,18-25,88,E,-131.44135269163704,-28.940140973968205,D,-5.229852077689187,-31.272928096776543,-72.27603198045777,98.85460774145628,48.1181327899584,45.102680475898936,E,C,A,-128.7936696180338,-45.76683664913876,B,B,20.13308972709187,0
None,36-50,74,C,-20.538354326367685,134.96917578429023,C,131.7241633590571,-94.27882312675125,-16.83298104839568,54.530108274317236,-18.445507803987326,-26.829007049297648,E,B,B,139.48004935546095,-15.161998490913195,A,A,-219.30442874823095,1
Mental,26-35,18,B,-87.00258884888162,48.655492779326046,B,184.92215998193683,-13.858371007942468,25.146897509137272,-17.82108308730823,16.7993504174051,-146.79188265474735,A,C,C,112.56627939306058,-42.77170652693498,D,A,116.2328684540517,1
Both,36-50,69,A,64.3102158757418,83.86269582199503,A,81.48680526747603,-45.45622081475752,157.6631973773418,-105.37555329608787,-14.774007765086033,-0.729347414101345,B,D,B,107.17119366002056,20.880093623288644,D,C,-6.009584367735311,0
