age_group,SEX,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
65+,M,Single,E,C,A,-159.17595964910475,C,B,-19.76288598668256,0
18-25,Other,Married,E,A,C,-185.52770946374895,E,A,-82.92408397390793,1
26-35,Female,Divorced,B,D,B,-202.0096140331711,E,A,-34.01324025553507,0
36-50,Non-binary,Single,A,B,A,-51.99047877914352,A,B,21.41493608536144,0
65+,Female,Married,D,D,E,-82.9761604286846,C,B,33.38013615723134,0
65+,Non-binary,Married,C,B,E,-187.64786745001228,C,C,-114.9444311959589,1
36-50,Male,Widowed,A,C,E,22.84066827904113,B,E,-35.24980741168261,1
65+,Other,Widowed,B,C,E,-8.932766891153786,B,D,-71.77583137761386,0
26-35,Non-binary,Divorced,C,E,E,-167.55500952718276,E,B,-32.02682687068002,0
51-65,F,Single,A,A,B,-126.49576520807099,D,B,-66.54751593467385,1
51-65,Female,Single,B,B,B,149.54058903277937,E,B,183.84441744049477,1
26-35,Male,Married,C,B,B,84.0583186978081,B,A,-195.6128698069363,1
51-65,Female,Single,C,D,B,-10.725963627421295,D,E,2.940183659316862,1
51-65,Other,Married,C,B,A,90.66539505432462,A,D,-37.833513678761626,1
18-25,Male,Single,E,C,B,-23.03365727208751,D,A,46.581427486918784,0
26-35,Other,Divorced,B,B,A,139.29073524539479,E,C,-84.28266348778483,0
18-25,Female,Divorced,C,B,D,-170.10603269094324,D,D,-21.398931487995547,0
18-25,Other,Divorced,B,E,E,-65.16796242509744,E,A,102.57670399501694,1
18-25,Non-binary,Divorced,C,B,D,101.73104581743799,D,B,96.4540380975572,0
26-35,F,Single,E,A,C,129.21431757791893,C,E,-94.93701342940213,1
26-35,Non-binary,Divorced,D,E,D,23.869393111215246,D,B,-27.15551720841345,1
51-65,Non-binary,Single,A,D,A,104.94871449814723,D,C,104.4412013407326,0
36-50,Female,Married,A,B,D,56.776392174311766,C,E,34.864585685708576,0
18-25,Non-binary,Widowed,B,D,D,12.519949155045037,D,E,-61.840946647119786,1
26-35,Male,Widowed,E,E,D,-26.73795375064703,B,E,-184.1190247274978,1
36-50,Female,Widowed,D,A,C,113.49929842401525,D,C,-130.40539935875992,1
26-35,Other,Married,B,C,E,-211.63645192230186,E,A,144.93642335298435,0
26-35,Female,Divorced,A,E,D,1.1712903986743088,A,C,-3.5816277456606196,1
26-35,Other,Divorced,B,A,C,-54.27193061164881,D,E,48.20354836166747,0
18-25,Male,Widowed,C,E,E,82.38917294372777,A,C,-98.51650989885106,1
18-25,Non-binary,Divorced,E,C,C,-186.7066090093326,C,A,-264.66039355085337,0
18-25,Other,Widowed,E,E,B,-8.877136337942948,E,C,-157.43178374516393,0
36-50,M,Married,E,B,A,144.8941067866572,A,B,64.90874181733453,0
26-35,Female,Divorced,A,C,D,91.09087302131667,E,A,-164.48942711077154,0
18-25,Non-binary,Married,D,B,A,290.8505292548925,A,E,165.57192080113086,0
18-25,Non-binary,Married,C,C,A,51.4895132305643,D,C,95.1114114382682,1
65+,F,Single,B,D,E,100.65360362288092,E,D,-95.6246558239149,0
36-50,Male,Divorced,E,D,B,167.2791114732762,E,A,68.02474494811044,1
36-50,Non-binary,Married,D,A,E,-44.42411351046233,E,C,118.33531619050102,1
51-65,Female,Widowed,B,C,B,-18.095919297760197,D,A,130.0079714833666,1
51-65,M,Single,A,D,C,-113.36898832139222,D,A,187.3239728193008,1
51-65,M,Divorced,A,A,D,76.64514596647776,C,A,-6.766868129438164,0
65+,Non-binary,Married,B,D,D,1.011843199706771,A,D,-62.48845952297609,0
26-35,Male,Married,E,E,D,-20.831373846873944,E,C,-41.74557354329927,1
18-25,Female,Married,B,A,A,-74.98782937116295,C,D,-103.55787860387223,1
26-35,F,Widowed,C,A,D,46.76862627334933,B,A,-175.8800112882929,1
18-25,Female,Widowed,D,E,A,-26.582502651947156,E,E,79.53240551299207,0
51-65,Other,Widowed,E,A,A,9.415548986414866,B,E,-4.355024657337566,1
51-65,Female,Single,A,A,A,26.18728799570463,B,B,-5.248733331148281,0
51-65,Non-binary,Divorced,C,C,C,80.51553746218501,E,E,56.14609959764256,1
36-50,Female,Divorced,A,B,B,50.731074381298,E,A,-54.5514860496943,0
26-35,Other,Widowed,A,C,D,-81.60767774873402,B,D,-43.60656475539438,0
65+,Non-binary,Divorced,A,B,C,-16.09505350879134,C,E,8.153078861207783,0
18-25,Male,Single,C,E,D,-131.76611750625574,B,B,153.95614209226642,0
65+,F,Widowed,D,D,A,84.60225190684243,D,E,-62.022033253071264,0
26-35,F,Divorced,A,A,D,-64.59570066581168,D,C,25.88632180098231,0
51-65,Non-binary,Single,B,D,D,98.9658832347204,C,D,-50.94304367625727,0
36-50,M,Married,C,B,A,117.54751851559126,D,C,-91.32378554346334,0
51-65,Other,Divorced,A,B,B,117.78206934372379,A,B,148.77355585980612,1
18-25,Other,Single,A,C,C,24.248975866302114,A,E,110.12297200583114,0
18-25,Non-binary,Single,A,D,B,29.033178836663232,A,D,-147.7109008155941,0
65+,M,Divorced,D,C,A,89.27855945200051,B,D,-0.5610243632089542,1
51-65,Male,Single,A,A,A,176.20891254618144,E,C,91.84075198711147,0
65+,F,Widowed,A,D,D,100.08730128282839,D,B,-98.78780274994047,0
65+,F,Widowed,E,E,B,123.17413222186168,B,B,22.145941515926847,1
18-25,Female,Divorced,C,E,C,126.21118466177688,E,E,98.33060199244244,0
51-65,Non-binary,Single,A,D,A,-97.3402234553301,C,B,-158.06154177303875,0
26-35,Non-binary,Married,D,C,D,-23.402265816500623,B,C,60.72793236071994,0
36-50,M,Widowed,B,C,E,-16.819277996532183,D,E,-174.36226734597213,1
51-65,Other,Widowed,C,A,D,-29.616235487701996,C,D,25.715553979986833,1
26-35,Male,Married,B,C,A,287.5782226359844,E,B,-65.49709860517329,0
51-65,F,Widowed,C,A,B,9.965948637929177,D,A,46.21430913513229,1
26-35,Other,Divorced,D,B,A,188.79843251149623,A,A,-11.152366435087691,0
65+,Other,Married,A,A,D,75.48261692675658,B,B,-6.982852668944667,0
65+,Other,Widowed,A,D,B,5.50330400947657,C,C,39.61268333539881,0
36-50,Other,Divorced,C,A,E,232.53294913685406,C,E,-67.6754280685739,1
36-50,M,Married,B,C,C,104.98869445848665,C,A,16.855041077731805,1
65+,Non-binary,Divorced,B,B,E,-9.6413623731226,B,E,8.77382813439155,0
26-35,Female,Widowed,A,A,B,58.32598574659175,D,D,102.22471899600387,1
65+,F,Single,C,D,C,-104.41941104238424,B,D,97.81694150612061,0
18-25,Non-binary,Single,E,C,B,-1.4542453613591406,A,A,79.14445130074975,1
36-50,Non-binary,Single,A,B,D,121.59549397161659,E,E,37.90332195670516,0
18-25,Other,Single,A,E,C,55.15802804152976,A,A,-11.291954235696778,0
65+,M,Single,B,A,B,-99.12545459545883,B,A,63.57617778092899,1
26-35,M,Widowed,C,C,D,-25.81463779690087,D,A,6.064161261062533,0
51-65,M,Divorced,E,B,A,-110.11135628482036,A,C,11.227113911152047,0
36-50,Other,Divorced,C,D,D,7.276134163836975,D,D,-93.57194609217075,1
36-50,F,Single,B,A,B,33.00980014816437,A,E,56.77892805163688,0
65+,Non-binary,Divorced,E,E,D,101.62482993790212,B,A,-64.2239899924171,1
51-65,Other,Married,B,B,C,118.05419769615095,C,B,-169.20042264455972,0
65+,Female,Single,E,B,A,-60.16786409934659,D,A,62.6662373995218,0
65+,Non-binary,Married,D,C,C,106.14793498651068,C,D,55.525907449040965,0
65+,Female,Single,E,B,D,-16.26400284420222,E,E,-5.66810913119192,1
18-25,Other,Divorced,E,D,D,-75.70435021157715,A,D,195.4196654838619,0
26-35,F,Married,B,D,E,31.72978870414433,A,B,62.64129116657535,1
51-65,Other,Married,D,B,A,-108.97983233822366,D,D,-112.14426924414607,0
65+,Non-binary,Divorced,A,A,E,100.6411616257195,A,B,-137.0035544396395,1
65+,Male,Divorced,B,B,B,-112.94117756316749,A,A,105.58360423264801,1
18-25,Other,Widowed,C,D,B,-41.42901900700758,D,B,-51.951671211969895,0
65+,Male,Single,E,A,E,22.598297197580557,A,C,65.38532844456941,1
18-25,Male,Single,C,E,C,113.70725633085073,B,C,-57.52434369123968,1
18-25,Female,Widowed,C,B,A,-31.190812261663048,D,E,-98.9848593912758,1
26-35,Non-binary,Married,B,A,B,-17.60840507706522,C,D,-89.43527061224937,1
26-35,M,Divorced,B,E,D,-57.45518735805699,B,B,88.24289459047708,1
26-35,Non-binary,Divorced,D,D,A,125.3105358535956,E,E,28.59780621227725,1
36-50,Female,Divorced,B,B,B,12.673387915734857,E,D,79.30937474021324,0
51-65,Male,Widowed,D,C,B,-366.46397301426305,E,B,143.93698948457106,1
51-65,Non-binary,Widowed,A,B,E,-25.68701027880551,C,A,237.0039516035375,0
18-25,M,Widowed,C,B,A,-163.78772488595826,C,E,-85.26191022527934,1
36-50,M,Married,D,C,C,23.858084599177946,C,B,-42.874452038747854,0
36-50,Other,Single,D,C,A,-36.25648827499552,B,E,15.440703575827296,0
26-35,M,Widowed,A,C,E,-138.2491914226231,C,E,-68.85994552073014,1
26-35,Female,Married,A,D,B,-131.04828242804203,B,E,88.25313765071391,0
51-65,Female,Divorced,A,E,B,22.464792609925805,B,C,-9.33410090561164,0
26-35,M,Married,A,C,B,54.33355073009953,A,D,-9.542219323057957,1
18-25,Female,Single,B,B,D,-79.86247160592295,E,A,-277.0956367467066,1
51-65,Female,Divorced,B,E,C,129.48749337787723,D,C,-42.66299943236361,0
36-50,Male,Married,D,D,A,268.53223555181944,C,C,64.75142933097666,0
51-65,Other,Single,E,E,D,235.46822966497055,C,E,-215.28813506627452,1
18-25,Female,Widowed,A,C,C,41.11149334756554,B,D,-88.82730713364111,1
36-50,F,Divorced,D,B,B,99.56050119200125,E,E,38.74936415690077,1
51-65,F,Married,E,A,C,-79.15047197091502,A,C,-64.14851701434418,0
51-65,Other,Married,A,E,A,98.44670369914421,D,E,-123.32662378452342,0
26-35,F,Married,D,A,E,-14.777686220093845,C,B,168.78054531210896,0
26-35,Male,Single,E,A,E,-73.77956394279013,D,B,-116.60192945565666,1
36-50,Female,Single,D,D,A,-108.06916163503276,E,B,0.7600369687073041,1
18-25,Other,Divorced,E,D,A,133.6082048147229,D,D,-73.79542369035009,0
51-65,Female,Divorced,E,A,B,-15.368447349676511,D,C,76.22772619271811,1
51-65,Male,Married,C,B,A,67.40851575336923,C,D,267.37641173058597,1
18-25,Male,Divorced,A,D,A,-16.941172057456487,E,E,59.21530328830895,0
18-25,Other,Widowed,C,E,B,-116.32585048052573,A,C,-108.96451892855188,1
65+,F,Widowed,B,C,D,101.17662787792551,D,E,-30.42533881849226,1
65+,Non-binary,Widowed,E,E,B,36.006224733367674,C,A,97.25416707050768,0
26-35,Female,Single,C,C,B,-95.86584395475458,D,A,-16.804625263860835,1
18-25,Non-binary,Widowed,D,B,B,171.35554670462773,E,E,-5.596911915181617,0
51-65,Non-binary,Widowed,D,B,B,-43.89596309891921,A,D,108.3087577267167,1
26-35,Non-binary,Widowed,B,B,A,97.39086828741583,C,B,102.62558313918642,0
18-25,Non-binary,Divorced,C,E,D,-163.63684003458502,B,B,-5.627490633243442,1
18-25,F,Married,D,D,E,23.96508280130942,B,A,12.327543622014042,0
51-65,F,Single,B,E,D,-50.63518911217938,D,B,-25.4497610836449,1
65+,Other,Divorced,D,E,A,138.82152120542966,A,E,-63.178186450981286,0
65+,Female,Divorced,D,E,A,-89.42993179347609,C,A,127.97564352576138,0
65+,F,Divorced,B,B,D,101.53192580469646,B,D,-155.68682714922403,1
36-50,F,Married,C,E,E,21.29275147734709,E,E,72.13452022588487,1
36-50,Male,Widowed,C,D,A,128.325734807951,D,A,-191.2778156396995,0
26-35,Male,Divorced,D,D,A,9.311045828440692,D,D,-77.52662495521112,1
65+,M,Married,B,E,C,31.068878453544208,C,B,120.94657965822888,1
36-50,Male,Widowed,E,C,B,-125.94349811322276,D,C,174.64889932482706,0
18-25,F,Married,E,C,B,-124.44539753161725,E,A,95.33482414760512,1
36-50,M,Single,E,A,C,27.912996421872915,D,B,-195.21505912453753,0
65+,Non-binary,Married,C,C,E,-62.89394213770735,B,C,30.341078947991228,0
18-25,Male,Divorced,B,C,B,12.469730612955068,C,B,134.04165721643204,1
36-50,F,Widowed,D,B,A,-59.59077159328081,E,A,-84.02629120416663,1
36-50,Female,Widowed,B,B,B,-47.96002275059548,C,E,-15.673997392739599,0
51-65,Other,Married,C,D,D,101.4029057994007,D,B,27.72168572582184,0
26-35,F,Widowed,C,A,A,-38.660745719199156,C,C,-17.608303620516423,1
65+,F,Single,A,D,D,-1.536108622422558,B,A,141.57230324843786,1
18-25,F,Divorced,E,B,C,-44.15554814457853,D,D,66.99186870629245,1
36-50,Non-binary,Widowed,D,B,A,65.07028511001616,D,B,112.54561632424291,1
26-35,M,Single,B,E,E,325.35646977377206,B,D,119.31671299191609,0
26-35,Female,Divorced,D,E,B,-33.94468927192335,E,C,60.61662535141076,1
36-50,F,Married,B,E,E,-17.532507465140416,A,A,-92.6824324306694,0
51-65,Female,Single,D,C,B,185.1224665218748,A,B,17.431751340884283,1
65+,Female,Divorced,C,C,E,134.08378980447566,C,C,93.27819333207007,1
36-50,Female,Single,B,D,B,64.87867383227834,E,B,-53.99547230929409,0
18-25,Other,Married,A,E,B,-82.56972956283293,B,E,29.9539064183178,0
36-50,Male,Widowed,D,B,A,45.320993694037625,B,A,67.65459203709175,0
26-35,M,Widowed,A,B,E,-31.39499106664877,E,E,10.685103169320588,0
36-50,Non-binary,Married,B,A,B,-143.73463494092275,C,C,183.19418078174556,0
18-25,Other,Married,B,B,B,-80.01004499633495,A,E,72.82922151557499,1
51-65,Female,Divorced,B,A,D,-12.466744489585519,E,C,148.82482619871936,0
65+,Other,Widowed,D,C,C,-7.513913589977346,C,A,143.1670613812308,1
65+,Female,Married,E,D,E,100.20211724019322,D,D,-84.36742332087759,0
18-25,Other,Single,D,C,B,13.40209840768893,B,B,-161.16052360731342,0
65+,Female,Married,E,B,E,-33.48909411291901,C,B,66.93701218600398,1
26-35,Male,Widowed,E,E,B,20.104930122851933,C,C,-24.64759949146004,1
26-35,Other,Single,B,E,D,-98.32728023957762,A,B,-84.3366615260799,0
36-50,Non-binary,Single,D,D,C,-8.646970208952935,B,D,25.688951760072744,0
51-65,F,Divorced,D,E,D,-9.101273226990488,E,E,-224.61108348802185,1
26-35,F,Widowed,C,D,A,-30.93609490591456,A,A,-52.48056714342373,0
18-25,F,Married,E,D,B,-27.06601074610713,A,D,-143.66340113835548,0
65+,F,Divorced,A,A,C,-2.2858267088520345,D,C,-49.294508073297855,0
65+,Male,Single,C,E,C,71.62078390089248,B,D,-77.37829540279617,0
26-35,Non-binary,Married,C,B,B,-160.24650900413795,E,E,117.89711173375379,1
26-35,Male,Widowed,A,C,A,-90.76460608554102,C,B,149.35576148734177,1
51-65,F,Widowed,C,C,E,-61.96882516856955,A,C,78.61571739106573,0
51-65,Non-binary,Single,D,A,D,17.308555679955255,A,D,-73.91769801373198,1
26-35,Female,Divorced,B,D,C,86.8137144610933,C,B,80.43121085063646,1
18-25,Male,Single,B,C,A,-27.957180259133334,C,A,81.56909156501553,1
18-25,Male,Divorced,E,B,B,-322.5985232882857,C,E,-6.786371794592847,1
51-65,M,Widowed,E,A,C,-42.910947227616155,B,D,10.879151334303613,1
18-25,F,Single,A,A,D,-18.2175157573588,A,A,25.007010109741252,1
36-50,F,Single,D,D,C,68.93344118293395,D,B,-60.40711677835194,1
65+,Male,Single,B,A,D,-7.904020742419777,A,C,57.81353170501943,1
36-50,Non-binary,Divorced,B,E,E,-189.71740462486108,E,D,-70.54577017783495,0
51-65,M,Married,E,D,E,84.50104239465813,B,C,159.65994921791983,1
36-50,F,Married,A,D,E,100.58602870371625,B,B,-80.43676176206719,1
65+,Non-binary,Single,B,C,A,-84.09943751639814,B,B,128.05273689957463,1
36-50,F,Divorced,B,D,C,10.378607246003757,E,D,72.6559400497942,0
51-65,Other,Widowed,D,E,D,137.35391591041073,E,B,153.47808841095687,1
18-25,F,Married,C,E,A,59.05922655450438,E,C,-5.047260606459697,0
51-65,M,Married,A,B,B,-23.741018941004675,D,A,194.08895460906422,0
65+,Non-binary,Widowed,B,C,B,-61.473136874407764,A,C,-108.83033547425673,1
36-50,Non-binary,Widowed,A,E,B,-24.559031648912445,A,C,88.62219234272985,1
51-65,Other,Married,D,E,E,9.044395792387542,A,E,-36.65125906993182,1
18-25,M,Widowed,A,D,A,82.97250493862758,C,A,-270.8671847421588,1
36-50,Non-binary,Single,D,B,A,126.18006941909164,D,C,68.84667594175137,1
36-50,F,Single,E,E,D,51.85087503842757,C,D,88.1455126148712,0
26-35,Other,Divorced,B,E,D,61.59696411061633,D,A,12.349964128941593,1
65+,Non-binary,Widowed,B,C,B,-3.1084003292844278,C,C,-41.383746645901795,1
51-65,M,Widowed,A,D,A,-5.613908748365218,B,E,-54.314771002100024,1
26-35,M,Married,A,B,B,-17.05657025059209,A,B,-15.255089738135341,0
18-25,M,Widowed,C,E,C,-51.429178512297355,E,A,-10.1790874447029,1
36-50,M,Married,A,A,C,5.682927997504201,E,E,-25.684069841823675,1
36-50,M,Divorced,E,A,C,167.53471784251485,C,E,5.227333547445301,1
65+,F,Married,B,A,C,-3.7673480638512773,E,E,55.98788920579082,0
65+,F,Divorced,C,E,A,-29.289637257978868,C,A,66.05883930837061,0
26-35,Non-binary,Single,B,C,D,55.69674684252347,E,D,18.628652285387076,0
18-25,Male,Widowed,D,A,C,-57.78315368504053,D,C,32.899108287537146,0
18-25,Other,Single,E,A,D,-225.75702996015093,D,A,113.88227118862437,0
26-35,Non-binary,Widowed,B,B,E,-19.359956066985344,B,C,128.76969037840897,1
36-50,Non-binary,Divorced,E,B,E,-102.41696860428246,D,A,40.62194832126204,0
65+,Female,Single,A,A,C,-8.950553344492313,E,B,-44.60582574212489,1
36-50,Female,Widowed,D,E,A,41.088288125901975,D,D,159.1775817771717,1
26-35,Female,Single,A,A,A,-4.434106060763673,C,C,35.52625445575888,1
18-25,F,Widowed,E,B,C,155.58083680853358,C,A,-6.115945878756731,1
26-35,Non-binary,Divorced,A,E,A,71.55287510416376,E,E,58.29374010276373,0
51-65,Other,Married,A,E,E,-115.21523923559964,E,D,152.32238500579706,1
18-25,Male,Single,B,E,C,106.48395990605496,D,B,119.54298688269735,1
26-35,M,Married,E,D,B,-262.16985153238824,B,D,2.683155046761623,1
65+,Female,Widowed,A,A,E,-102.79142559004919,E,A,122.2260532109019,1
65+,Female,Divorced,E,E,E,198.90024454951728,E,B,145.11577220786498,0
51-65,M,Widowed,D,B,B,-153.49392128141977,D,B,-145.7785627416691,0
26-35,Non-binary,Married,B,E,A,140.93013068623046,B,E,51.44047093286495,0
65+,F,Divorced,A,D,E,9.570192959788528,D,E,71.56562683994817,1
51-65,Female,Widowed,C,E,E,-1.411648744816552,D,C,-66.224346777583,1
18-25,F,Widowed,B,B,A,63.545431062091154,D,D,52.88471675551012,1
51-65,Male,Widowed,D,E,A,29.292197833886135,A,A,122.39430344646054,1
51-65,Other,Single,D,B,B,5.2720676788973995,E,C,-162.8091025127985,1
65+,M,Widowed,A,A,A,-1.68537022938187,C,A,38.53826396805833,0
18-25,Male,Widowed,D,D,A,36.57143289929848,E,A,105.96960937468852,0
26-35,Male,Married,A,C,B,43.489246554106614,E,D,-57.78866925782927,1
65+,Female,Widowed,A,A,E,98.52435745737858,E,D,-6.296254643904059,0
26-35,M,Widowed,E,B,E,2.8840897070921763,C,B,-140.30084342850273,1
26-35,Non-binary,Single,B,B,E,160.13405082153548,C,E,15.180424930308224,0
36-50,M,Married,A,E,D,0.07538394230515859,D,E,-138.84041764939036,0
26-35,Female,Married,C,D,A,-37.91281957243698,C,E,101.6947076790929,0
18-25,F,Single,E,A,E,-112.67046414821974,E,B,-92.580217565131,1
26-35,Non-binary,Married,D,A,E,43.16810465954024,B,B,-259.5590767914429,1
18-25,F,Widowed,C,C,D,-30.783706935065698,E,E,32.62734159026689,1
18-25,Other,Single,D,D,C,137.32506755900567,B,E,205.00402521090965,0
65+,M,Married,E,E,D,161.3314413847203,B,D,1.163934280336746,1
51-65,Male,Widowed,B,C,D,30.690587880550662,A,A,133.79952770363317,0
65+,Other,Widowed,E,B,A,106.42998418498584,D,D,-22.247746621823595,0
18-25,Male,Married,B,B,E,-23.620437110226543,A,E,20.058876315569016,0
36-50,M,Married,B,D,B,156.8822147773913,E,A,172.28509594440393,1
18-25,Non-binary,Divorced,C,E,A,62.506682708383444,E,E,-24.315544975699787,1
65+,Female,Divorced,E,C,A,100.50485780195632,D,A,80.47278964275019,1
36-50,F,Widowed,E,A,B,49.77536649161749,E,D,130.94566578838317,0
36-50,Female,Widowed,D,B,E,-32.89077083371449,B,D,29.653083856385535,0
51-65,Male,Divorced,A,C,B,-123.54728682571445,D,D,46.76134665270872,0
18-25,M,Divorced,D,B,B,-7.078210521287744,E,D,88.19103675205629,1
36-50,M,Single,D,A,A,28.04357256871084,B,A,-4.88921098183943,0
65+,F,Married,A,D,D,-49.25854772185801,D,C,51.36763534048357,0
26-35,Female,Divorced,A,D,B,94.49207445647531,E,E,-32.076556493402556,1
26-35,M,Widowed,E,B,D,104.27352364583125,A,B,-20.354997005384686,1
18-25,F,Widowed,A,D,B,-33.30230557969559,C,D,-35.43443966913949,0
18-25,Female,Single,B,A,E,-53.87010100589277,A,E,82.40037044013393,1
51-65,F,Married,B,E,D,-31.243086743554947,A,C,-67.96015595206698,0
26-35,F,Single,B,E,E,-143.60437645867282,D,C,-25.837817982723593,0
18-25,Other,Widowed,D,A,A,-47.436324147960136,C,B,-2.336464631277811,0
18-25,Male,Widowed,C,C,A,-34.977197485471414,D,A,-28.90505204193018,1
51-65,Male,Divorced,E,C,B,-96.23655526544296,D,C,-234.10249642124424,0
26-35,M,Divorced,E,D,B,-64.88856452762428,B,B,-119.37177026548376,0
51-65,M,Widowed,A,E,D,-17.571745521587932,D,D,93.48847078688894,1
36-50,M,Widowed,B,B,B,-47.117456608618035,C,D,40.17417296729893,1
65+,M,Divorced,C,E,C,107.4371962552789,A,A,-126.75601442551252,0
51-65,Non-binary,Divorced,E,C,C,-16.14624081218516,A,A,-83.38224376571675,0
18-25,M,Single,E,D,D,-13.846208383105177,E,E,-25.624622081892472,1
18-25,M,Widowed,D,C,B,-62.305414072056124,B,B,49.576048089911566,0
36-50,Female,Single,D,E,E,-9.675005106602418,B,A,119.3173141460633,0
18-25,F,Married,B,E,A,-53.45472089202988,C,D,-170.7531867921799,0
36-50,Non-binary,Divorced,E,C,D,-196.91021510690513,A,D,-27.049780243524253,1
51-65,M,Married,C,B,B,-87.0868327896573,B,B,-161.55257875786617,1
18-25,F,Divorced,C,A,C,47.35837449784855,B,A,53.172847682874,1
65+,Other,Single,E,A,D,31.368522510886187,D,E,10.16839853614012,0
18-25,Non-binary,Single,A,A,A,5.511598021296462,B,E,-148.34664133279105,0
18-25,Non-binary,Divorced,E,C,C,47.25420390281581,C,E,-108.77983270448952,1
36-50,Non-binary,Single,A,A,C,-4.010223855113526,D,E,-0.23303746044452747,0
26-35,Male,Widowed,B,E,C,-135.79481033980332,D,D,-20.720015521327532,0
65+,F,Widowed,A,B,C,39.49382269299676,A,C,68.92063080259658,1
26-35,Female,Single,E,E,A,-67.44224457360154,D,B,-69.32722698896524,0
26-35,Female,Widowed,C,A,C,192.4587926388945,D,E,3.9844162754046195,0
26-35,Male,Divorced,A,A,B,17.65337440170599,C,E,-104.93558118346154,1
65+,Male,Single,E,C,A,123.27428688492866,D,C,-105.89301209657887,0
18-25,Non-binary,Divorced,E,D,C,38.31264939572673,D,A,59.08607115532275,1
65+,Male,Married,C,E,D,44.515444919853124,C,C,-124.54609934053313,0
51-65,F,Divorced,B,A,A,13.997797270332368,B,C,-141.74785465266964,0
26-35,Male,Widowed,B,A,D,34.105116145206175,E,E,122.55686648496011,1
65+,Female,Married,D,D,A,-125.82516957230328,C,E,-18.268465139013223,0
36-50,Male,Divorced,E,E,E,31.588928537481937,B,D,65.97043004397315,1
65+,Male,Single,E,D,B,111.8377587573725,D,B,88.06124609918177,0
36-50,M,Single,E,B,A,147.70957537699329,D,B,200.88983693849923,1
51-65,Other,Divorced,B,A,B,-11.90182916851899,E,D,-163.2333202685975,1
65+,Other,Divorced,A,B,A,72.98375046421697,B,B,-52.171095358421994,1
51-65,F,Widowed,B,A,B,-127.3836090799958,D,C,71.00970407421916,1
18-25,Female,Single,C,D,B,122.53950914995512,E,D,50.87073045131315,1
26-35,Female,Divorced,C,C,A,-44.10226708660325,E,E,2.731273537392754,0
36-50,Female,Widowed,E,B,A,59.671977155604516,D,A,30.56771553697751,0
51-65,Male,Single,E,C,A,-113.11610291031822,E,C,59.64407727363423,1
65+,Non-binary,Widowed,B,C,B,-42.04290980383042,B,D,-2.410788251879157,0
36-50,Other,Divorced,A,A,B,51.65858892389353,D,B,95.8836470239394,0
65+,F,Divorced,C,E,B,-113.26098208574837,A,B,16.776372712359564,1
51-65,M,Married,D,A,A,133.4360806553379,C,E,73.42984495087926,0
18-25,Female,Single,E,B,A,133.34706092957768,D,B,38.393565342955846,0
26-35,Other,Single,C,C,E,56.10432232552811,C,A,-35.87218231651532,1
65+,Male,Widowed,C,B,D,-71.3764968531855,B,E,75.4006078692261,1
65+,Female,Married,C,B,B,-85.430479032627,E,A,195.48096607728667,0
65+,Male,Single,D,B,A,134.29632414790473,D,A,200.40222682071925,1
51-65,M,Married,D,C,B,-80.38086027250412,C,E,-33.32294680604191,0
65+,Female,Widowed,D,B,E,-2.3936409947890853,B,D,9.901004057753607,0
65+,Female,Single,D,B,E,-59.36004209001273,E,E,122.45317222128953,1
36-50,Other,Widowed,A,B,C,11.131894214405195,A,A,124.07703593176262,1
18-25,M,Single,D,C,D,86.44537136504329,C,D,41.226958983155,0
26-35,F,Married,A,B,D,-150.03769810848576,D,B,19.143440388863844,0
65+,Female,Divorced,E,D,C,-92.03717504513132,E,E,-64.95805327571273,0
18-25,M,Married,B,D,B,30.563530583513348,A,C,-23.028594634596946,1
51-65,Non-binary,Married,A,B,C,-33.6755490015607,D,A,-55.11770340954103,0
51-65,M,Widowed,C,A,A,256.1603633208437,B,A,139.04880004036534,0
65+,F,Single,C,E,D,-15.36918856873046,D,B,4.212760797712053,1
26-35,Female,Divorced,A,C,D,-15.80619712629694,B,B,95.20961442325067,0
26-35,Male,Widowed,E,C,E,-182.77131228659255,C,C,11.261749822328795,1
65+,Other,Divorced,A,D,C,5.344886934085237,A,E,19.76199720516846,0
51-65,Other,Divorced,B,E,B,13.869916057370204,A,D,117.48310866283764,1
26-35,Male,Single,B,D,A,72.7115122884899,D,B,-117.73182042680203,1
51-65,Male,Divorced,C,C,B,-164.98887678050318,A,C,-7.065841506389099,0
51-65,M,Single,B,A,E,59.53676180268853,A,A,-41.27580377776048,1
26-35,Male,Married,D,C,D,-86.49053361446256,B,D,54.752021334668534,0
18-25,Non-binary,Divorced,D,D,A,-2.4575428029347393,B,D,26.804084940187735,0
51-65,Female,Divorced,D,C,A,81.16857060308126,E,E,-84.22721348919372,0
26-35,M,Married,B,D,E,-60.85852887212171,A,C,154.3740459227996,0
65+,Other,Divorced,D,D,A,82.34186935006664,D,E,60.90601841065649,0
65+,Female,Married,A,E,C,103.11419190822559,A,A,138.25553061413146,1
36-50,F,Widowed,B,C,C,60.78919611529051,C,B,-49.91071597649467,1
18-25,F,Widowed,E,D,C,20.34171949677944,A,C,72.51745403785065,1
18-25,M,Divorced,C,D,E,29.700227312725474,D,C,-66.44422678839295,0
18-25,Other,Single,D,A,E,62.12222935731746,D,E,-27.973361015360027,1
36-50,Male,Widowed,D,E,E,-14.954474741563423,E,A,-161.95460941315463,0
