orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Homosexual,A,-18.012698300742517,142.03041504880372,-26.639184305243674,E,108.2038595671206,E,-204.88666959890355,A,D,88.8949590487556,B,D,-10.974660200737645,-173.09021605699948,54.14526653741687,221.29387817114355,19.951941810118317,A,1
Bisexual,E,69.99437573534564,30.05696617588362,104.02421974599314,B,69.26101253232844,D,134.71792474288117,B,C,5.644125687611408,E,E,-166.84674343649831,-20.974763447396164,48.14873195835088,-70.73347691179461,-16.208437883146154,B,1
Bisexual,A,-37.1620997427607,0.22491540759976533,54.566912094930856,D,-51.43068530614781,D,-9.906804226870062,B,D,156.32631389796688,E,C,113.41268708275906,120.10302663646443,106.84543530388117,55.222611857466234,-141.00758059388764,B,0
Heterosexual,D,-58.6411294566758,170.91616134398663,-51.20328294035013,D,-76.22808860742293,E,14.433122999939163,E,B,19.77357451354926,D,B,18.420819084318634,184.97840134706277,-3.2197778555458267,-57.206035045018446,-21.20545569278954,A,0
Bisexual,D,66.0876383593014,97.08115118713613,-60.75749883620885,D,-5.4511254431412315,D,83.67761076676052,A,A,46.335615121308926,D,B,-67.88928839439731,-31.503016467478197,-115.07797041426815,63.73727718020745,93.06803382837062,E,0
Other,E,-32.33059397562243,19.015620698602376,-92.71982748227585,B,34.58794535063964,B,-136.58434087244413,D,E,154.44394878697886,B,D,145.00296915355867,78.59698862506123,155.01772439143565,-104.95481035468669,76.80359789320057,E,1
Heterosexual,A,187.15720288071654,-124.40362854548785,128.6855268255631,C,90.89674338460027,A,-110.50542422220728,A,D,-112.01501678530651,B,A,-225.73023145204948,-132.78839442061926,95.76051995550631,-56.28105756017157,-54.45655648379392,D,0
Other,B,56.751480307338944,-109.84178764689632,39.27244594392783,B,53.14359694454636,E,138.85073158586528,A,E,47.0797570521584,E,C,56.21383919044438,192.9448058983532,20.503200670621915,-47.36434588112412,51.12670477164515,B,0
Homosexual,C,14.031959860549481,-91.79712760804112,-51.148885061569985,D,131.14353394880186,A,-104.87073816081569,C,E,136.33790982496953,A,A,-257.3262168127094,123.29488173081819,-14.965983209437741,13.037895541215663,114.47958308225597,A,0
Bisexual,E,26.912873947959426,96.15349183875325,109.12651194582746,E,-64.04092542038367,B,-326.59953220523454,E,A,-139.7928610244679,B,B,-54.98154192809495,2.064345749359249,-86.95876561907919,28.325140896759716,-27.253357858089856,D,0
Other,A,97.06874937017534,-25.41640892744732,157.7887246391984,D,-71.12194970419273,C,74.63979957888166,B,B,74.04067615349382,B,B,187.06579423568817,181.79438162492633,95.98475848203324,-111.9013055446981,-98.51969839619966,A,0
Homosexual,A,68.01318658951497,-40.82563018017636,-40.80894731202139,B,31.704904963033115,A,-75.09504367743034,E,D,276.05784391257737,A,C,-223.16083710951312,-141.50018196405802,-148.57212810125156,-221.14033453275587,-30.59853381483371,E,0
Bisexual,D,60.0721182245451,11.158952808962388,-116.16672613038293,D,-214.57024611633534,A,-13.048089545272301,D,B,47.18685364166389,E,A,73.06976013796196,-55.2561535933618,-2.628073222476277,67.36748958800473,-142.77222615309873,A,1
Heterosexual,A,89.88222287482394,-85.06638827681844,-72.77296859222773,B,-41.24502729832955,B,22.262132171987226,C,E,19.607022243558152,A,E,131.30488769172098,182.10402178812438,115.55730631139545,-18.488262785197577,-162.51297218118037,C,1
Heterosexual,C,-177.75303051231975,2.7011266058956482,110.32508179293868,D,48.324369283605975,B,43.670361564272156,B,D,123.92839625616945,C,E,66.35122661690188,-92.77852376504222,126.21076424011686,-30.67573930549406,44.340545661631324,B,0
Bisexual,E,85.68057055923056,92.09739951290071,219.51041638983847,B,59.31742617738202,D,1.7076121171850096,C,B,-178.8526831957407,E,D,-69.39631900939686,-298.52357492954565,69.43151758108725,61.33314915975683,141.75171309407756,D,1
Other,C,-142.15082016644604,69.0775103805432,-28.977493353273427,A,146.47690049295616,B,85.0782289498057,D,C,44.69692044858814,B,E,-143.54998149454218,127.65038416071594,155.08414990089358,-55.43972952602184,64.03295006200119,C,0
Other,A,-30.03325264632082,-14.520296364500298,-66.63584547733986,E,218.62974795826727,B,120.99781278111755,E,A,101.34743819683936,A,C,15.534957687166173,92.87576616423283,-54.479301681629074,-245.47890708775677,36.31190427641073,A,0
Heterosexual,C,70.65067656289557,-54.399121741691495,-6.1690689737867626,B,1.5009156016006375,B,-13.272559216478058,C,C,-156.17235492671085,E,E,103.3446014690804,207.03696439402063,-68.94309879710153,-59.63157461759271,72.79184240649984,E,0
Bisexual,D,236.99541829722054,-41.56350013981712,77.48533171098745,A,-135.6356463439609,D,23.477377203840057,C,C,6.4085629271743,D,A,-96.19964648618694,48.03103073950371,-245.8449605582386,-36.738459737573145,120.7255645598945,E,0
Homosexual,A,34.4243673978777,92.73913883687356,94.79285599326491,B,105.04696790211716,E,148.21917405220142,C,C,73.69535543199198,E,B,73.15612614506881,-27.114548412697637,-26.949040503632126,-81.86435265481248,170.68288646133126,C,0
Homosexual,D,165.16868560369753,67.43975090747044,-52.29523385743082,A,-21.6067710434873,A,-225.05117965223405,D,C,31.545637151022447,D,B,-393.30669997256484,-19.860814360731002,73.25426570166215,86.08373012694977,93.3902098686356,C,1
Homosexual,D,-32.84551906907931,37.47181250809745,-7.145625730247403,C,-24.35032504849299,D,103.83639001492475,D,B,-199.72238445409405,D,E,263.67491124590686,164.77350281251276,55.44085063674979,-14.103701745210559,-22.06098932623564,C,0
Homosexual,D,-61.28372410576128,127.3802467086862,-147.80157812564266,A,136.1817853923099,A,-39.65618641200859,B,B,-138.58747275112538,E,B,-327.54220001733773,53.448812617566645,-75.53272697730664,-157.8213199259847,82.80396835747418,D,0
Bisexual,D,-2.58477427781733,172.80492583136322,-42.60644901631536,D,4.291997029786827,A,203.25757609336216,E,A,174.91009625134416,E,C,-58.40729370826894,67.79640373401452,304.6122850884918,45.99403230539863,-42.26848855736351,D,1
Homosexual,D,81.26921137642215,246.6357676369865,-69.18220789499624,B,58.22620763847498,C,49.17091275392079,D,C,-18.443343696713665,D,A,-184.21888981073369,-26.443938075350758,42.312077182976765,-115.21497276802728,29.679357901039616,D,0
Bisexual,B,40.795508291146945,34.029020143124676,27.1389986583701,E,125.38238826329244,D,-179.515845759105,B,A,-224.58019873718737,E,A,-33.28546306901614,20.779012599056667,-13.969423807927628,-0.12722121167620484,22.826708343806523,A,0
Bisexual,A,191.82127123578258,62.03386863066076,-93.08459474140976,D,114.92814404746603,B,-149.80846558378823,D,A,7.421901749819834,E,C,41.8948130103278,27.757791659308594,-29.29408815922957,-122.42014137605419,-88.90621735202177,E,0
Heterosexual,C,49.56485276520499,9.594973470670922,-47.49886766752528,A,-80.59483311377625,A,-33.81813208123926,C,B,-34.247272572782826,A,E,-89.46889149232544,36.665812441872376,-20.639730136893906,-34.542057586350175,-8.176947321175893,E,1
Heterosexual,B,96.71111516895682,-98.87895463938393,132.6524052231353,B,-122.5679441709999,C,-122.08949425686757,A,D,-21.605527078191898,A,B,-52.616690737973556,-147.77318839169075,23.167491305608277,80.7118734199456,-10.895832735747293,A,0
Homosexual,B,53.036936703195096,-108.83902150571103,151.35462058427302,B,101.93951140572395,A,74.37352377027753,E,D,-5.268085222260236,C,B,-143.40131452567582,-11.498923294694894,-218.89573520218306,164.5774234616955,162.9218412488044,A,1
Other,C,13.046222363864851,52.4977712144548,91.82221104733486,B,92.44371386572942,E,12.751333236200836,C,E,36.78521034038758,C,C,198.6825294297568,26.2388584471694,-90.03939252409351,100.43595793516329,23.054539146333415,C,1
Other,D,-73.1541527008156,29.937648587956637,206.14437550369195,D,-0.055569130878956,A,-24.740888242965088,D,B,-108.0583230343106,E,C,12.798946917072174,-193.24596406235068,-29.16881817326488,141.40497752125702,121.31970965140657,D,0
Other,D,-50.515083801931326,-27.723984076957368,42.201953545708676,E,10.948489455824738,A,-116.77903259636338,E,B,50.286383019355455,C,E,230.2157790657377,-140.89656540066656,61.70578419636533,-104.87580668006665,-207.14645546514728,C,1
Heterosexual,B,-7.443394608194842,-190.00949936913813,28.05589692106107,D,37.87985202414852,C,10.202649460377035,A,C,-79.33571959923857,A,B,-125.73264589521807,-115.64787194179185,78.40156342729465,123.60963684102823,-72.90902302903265,E,1
Heterosexual,B,-62.45794141168106,18.09723823382677,-19.58506522426147,A,23.231477095357832,B,-1.2812510501130248,D,C,173.57430055176647,E,D,180.77164249245882,132.65811419416377,32.68565340934275,-155.37069460914702,59.340203293048724,C,1
Bisexual,D,-30.70880395471509,83.21253497392223,-76.72674494080475,B,58.589158295360335,E,-58.90392235200584,D,A,3.8313891387201946,C,A,114.54941619753104,-56.56830817430735,118.30032079326772,45.88948807710425,138.5273732498868,E,1
Homosexual,B,65.05118965220412,90.30899471076262,21.343224421773037,B,45.692899173348756,E,-38.40690448725439,B,A,-204.42465876203175,A,E,33.31947772731457,-38.54158828618301,21.563851943066727,116.94734871509091,-47.841920293587044,A,0
Homosexual,D,135.30105491517418,-17.22115635174086,-37.48330800058758,D,24.337101180392334,E,5.383567212787535,C,E,-21.613752874838017,D,D,-155.5887551469997,-73.08795014858886,37.275577596092674,26.17509827110557,18.057956767784457,C,0
Homosexual,A,-137.33394048568633,-41.132924624285614,73.42610289724229,D,34.445041707911095,D,108.49123532459186,E,A,103.30795862662359,E,E,-45.06021041961138,63.29466550967956,150.16612076677828,-38.090800791442796,-180.4703735577596,E,0
Homosexual,C,-109.14599110045668,117.23798146048388,37.39113701801489,A,-111.00756882852647,A,-76.29530862093338,C,E,111.86982206875409,C,E,-119.42506489838247,17.516665745978845,55.62043920104563,-134.13579618450444,79.11290994783138,E,0
Homosexual,C,-6.16705746272484,-47.483347775898885,41.29789875792682,A,45.218358808603355,A,-85.25195523715928,D,C,145.47882621721092,A,D,65.218813224401,175.84453292346518,-24.63248304546059,66.3900094614815,-10.742199001948007,D,1
Heterosexual,D,-38.73334769270612,-44.577098303354994,-133.2393843329524,C,-167.0617670713036,B,37.39095174818654,B,B,99.67877121840341,A,B,196.6656508912207,-167.7948392139337,44.529609457267625,-83.33853281967197,-71.60364002194765,A,1
Other,C,79.8688835760157,35.3189374272406,28.13494999946984,A,-72.69386278777137,C,203.20970254196084,B,C,152.2975450190334,A,C,50.72146412805248,-76.10937928562961,5.244723766148884,-7.676963469312972,-34.10630611239093,C,0
Bisexual,A,-13.33796559580754,33.74327137376959,41.78791848948634,A,40.77377183774145,E,152.88284465459114,B,A,255.5787735869659,E,A,-154.9120427995703,-23.59424015030558,127.90252647345166,-14.61940085206801,-62.08913617235156,C,1
Other,A,-40.11457143756296,-52.83944615601924,180.0627106090496,D,-50.116343864573686,B,-29.639202733791244,C,D,237.62979116102184,C,B,81.52269420151147,91.62071035186811,-121.89009733725138,34.85717351163636,65.58833253106017,E,0
Heterosexual,D,-16.464426698080466,68.39084930444821,212.02154896101865,D,20.646957036913758,D,-179.12511703827295,B,B,81.69688093816698,A,C,149.31124976553497,52.25376811494051,6.431514860947139,48.77903755605258,62.14350622429651,C,1
Other,A,-81.33277798299335,-53.365023928979504,-51.21336267516009,A,9.79235169448262,A,-189.45152933492233,D,D,54.725384462041035,E,D,-72.0492854524857,-67.43152704617367,-197.44789619880905,106.77115871899818,238.36999053952127,E,1
Heterosexual,A,-55.01987250851893,-23.917035683979137,-2.40725525229991,C,-25.65781139528941,D,-54.69031337583809,B,E,-103.5338113275721,B,C,-181.0871258629118,28.14050825996609,36.60141394287449,174.3538975141603,34.121680301829365,D,0
Heterosexual,D,-87.05191422266677,-94.0963647517307,11.473107342122287,B,11.972419558713396,C,116.76118906096764,E,C,122.14080817798477,B,E,91.90487282111933,-131.0820652129128,-159.09356565260023,9.462616068948664,70.17036150738915,A,1
Other,C,-134.6601866356501,67.67034505659436,-27.32476417454206,A,-84.03147185777553,A,-87.90360899793562,D,B,94.07851157819046,D,C,13.636351810960882,-10.139989155640277,85.96242864330755,89.06675933881694,140.5978762683745,A,0
Bisexual,B,-123.14749953749391,95.10609784737115,-82.47450243979976,E,19.009148613978876,B,56.73948327568078,B,A,-46.92748321030143,D,B,232.4287788960683,-52.05992191019983,-130.74202980970136,-48.020592615732625,113.58121039348626,B,0
Other,B,-36.18528087210312,30.411869319193848,-102.38695050580104,B,-20.16845065706101,B,-106.19477189996127,A,B,-2.280336805456134,D,E,97.80929827243135,152.23116326718522,-24.02772879834427,-22.490525461140987,98.2493376989276,D,0
Other,C,-21.985232796437124,46.15685043069133,-105.02331408280665,C,43.83443276710488,E,167.6353662496154,A,E,98.61330393626491,C,D,61.515398344890556,-38.3853027230628,129.72491397397917,6.89621068738455,21.61470140549441,A,1
Heterosexual,C,20.908777408490547,-39.94237126413863,-90.0271423342142,B,-26.38146077036554,E,-44.8146116754934,A,B,128.9355489040805,C,A,-211.6402560914326,-135.2374490312645,195.94389755896609,61.747763315047656,38.99019184832325,D,0
Bisexual,B,27.45824242315644,31.319891639653154,30.32876332442446,A,-36.55939199019785,D,-7.112111757902524,A,A,-51.29572132689053,D,A,-121.9628578296212,-4.26642295956669,88.25614939310663,-38.60066728957968,-30.709679812061236,C,1
Homosexual,A,-2.029321044675727,-61.51156394638294,66.97146727090954,E,-28.505399792738118,B,-85.41885425732646,C,D,43.38413758011986,C,B,-22.962310907275885,-7.600614452646953,-78.69664276420377,-71.95514254085138,141.39559585697162,E,1
Other,D,-14.392922832489663,177.6927422227905,-71.00109899991853,E,-25.92603348224044,C,-18.271373903369806,C,D,-37.32682297488797,E,A,78.2616445973248,-54.63162700794457,-97.49734433205872,73.86012922749869,206.31179498661427,E,1
Homosexual,D,88.34682263512661,72.8583400891727,-197.61700283207696,A,11.966541315136528,E,-94.03843626266946,D,B,36.53583362764199,A,E,-2.667535493278668,-211.7057832355327,-108.26514087668022,22.209262228436387,22.35584623974067,E,1
Homosexual,A,34.61897514123199,50.11851355648675,60.29030693763266,A,101.49105971013879,A,-80.70344067513264,E,E,103.17728603920406,A,D,-36.93692646243829,-89.32905949885601,-1.7949236672823707,-34.57268397996189,-110.65792769347449,E,1
Homosexual,D,-202.1500606451217,229.09478038668047,-110.76479131621116,D,137.43163910197947,C,36.44744249354801,E,D,106.88855282879027,D,A,-187.19500286914513,-100.83942698004988,-44.470825215628174,32.333548036215184,81.92030103104379,C,1
Other,A,-154.55917948367747,-106.16165446558716,51.56202615474932,B,-47.58577476827631,D,-134.07159349440607,D,A,-51.32357408745472,E,E,27.130346273259658,11.188404494957235,-15.790601938146404,-59.93988499980325,-27.953978093732257,A,1
Heterosexual,E,5.468844929338113,75.20200354515578,91.06410466133535,E,-43.69381730793795,A,12.537534705841047,A,D,191.74898026963348,C,C,-22.914442565824476,65.7872998268268,12.749051842090486,68.31111992545557,-1.5255032489846716,D,1
Homosexual,B,160.80442385691566,22.62246304133303,-3.5496405508940567,B,24.01672623223702,D,120.40151085661725,A,D,71.5799513207657,B,D,-151.94514476106963,-89.46868631203102,-34.6626923288924,-48.110719794003096,20.842974534980815,C,0
Other,A,112.04324645232529,-148.5903438277416,25.696726368216176,C,179.2610206234763,A,182.30100162239702,E,A,164.92528748103976,C,E,70.78340146095296,-13.607315747696907,-11.233848345340402,-70.35702268428219,32.98400882887697,C,0
Homosexual,A,111.03652118419434,155.56163392358525,48.47909708585635,D,260.1735832712015,E,-45.85916863321187,D,A,70.84677823765881,C,D,-44.27388830630442,135.18857846560473,40.93716622029248,-79.74793307403401,-115.75973612407402,C,1
Bisexual,A,29.197820763182865,14.016704756576848,37.66428317029649,C,147.65841135048896,D,30.429072128811256,A,E,-32.846770682167694,B,D,-28.843602919526695,-105.86421166978003,-23.283925474840935,-21.169532185946384,-33.21633526442766,C,1
Homosexual,D,-47.15356778551529,27.538923156743532,-34.954661350052326,A,16.556346546833183,E,22.535669322995457,A,D,12.41615428752226,B,C,-216.34502727004866,77.33083274940688,48.717273900667486,51.85633961823205,191.7432594329922,A,0
Bisexual,B,49.05354195995608,-76.08979308980227,-36.89541547758658,B,-16.7453245543996,E,-116.67398239278404,E,E,98.30879014736983,A,C,-60.033368662409856,127.39887628949107,-142.38113604941734,-94.69895265275812,-18.20571375125193,A,0
Homosexual,A,14.0850106707417,32.73674823140566,70.20821408388679,E,-168.72499870093728,E,-50.626580852014044,B,A,-41.08137933806844,E,E,-211.1071204429139,-6.306367010638078,244.09749611434154,109.88720016970662,-8.670710602897959,D,0
Heterosexual,C,113.05776561872571,144.62062405448643,-12.96904237308832,A,14.6895523832358,D,-42.21133829063079,D,E,115.86639054201623,D,A,64.93531353854469,43.684075836437344,-40.21479665121094,-48.10201526434948,-11.403676668408286,A,0
Other,C,58.93041708639088,-83.21167879061807,33.765014223938685,D,44.568596525416474,A,-3.4755042820494895,E,A,51.53198449274895,A,C,-154.74220315584802,22.705271904478995,-42.192422868926585,155.55040169630837,-78.62973233317858,D,1
Other,A,-124.51920838635704,151.78210320000753,11.862298710270892,D,113.4003056504857,B,-117.93778846431522,E,D,38.90050801623488,A,E,-70.0215018531529,-46.88959086092415,73.7993917836149,-41.374926149519325,86.58513194425798,E,1
Heterosexual,B,-117.39043794023154,-76.93780673217717,-9.240928921200016,D,-63.53074190044228,D,-113.00610201673054,A,E,-18.5546839635086,A,B,-191.04216218783458,29.660615543006674,-257.01235030403643,-84.65638723503533,184.2319253115393,C,0
Other,E,-149.6058455514905,-73.98954588750699,-15.814452233513029,A,59.602149712631146,E,-73.8979652598793,A,C,-14.83095127676261,B,B,68.89428688321473,-111.29378287281597,72.86089882036512,49.31807545544961,-6.274035772950351,A,0
Homosexual,E,-17.256830560275837,-82.73449128539137,-141.1891724997245,D,-42.996114873632976,D,91.90529568581232,E,D,-37.80548992867872,C,C,-33.059375964446275,-103.12574322277277,45.926505581312824,13.419681240613471,-24.945854234875313,D,1
Heterosexual,E,76.89067853972735,101.12192175973863,18.214232992804458,C,13.513876652318684,D,125.26091798936359,C,E,-46.603921687165325,A,E,91.29185039747708,-105.41941465530937,0.777423662252063,10.83733901526255,21.332265444200527,C,0
Homosexual,E,16.210179089113666,23.350020758618722,-155.10341993915685,B,-112.09641157372694,E,-3.6734227000045747,C,A,-80.6779062413121,D,B,-79.71658983372126,83.65657955723033,-118.90381627947828,-81.86301584218066,-39.938049047423455,B,1
Other,C,184.65775105660657,-30.10616566540158,-208.4657508526173,B,55.3727253356169,A,-72.17103023594565,E,A,116.7055167203747,A,D,-46.71921606501101,-83.79673059148224,172.78666046495388,109.43480793594979,56.042222817078766,B,0
Homosexual,A,44.280347910163954,-3.8663483402251786,-8.867021095081501,D,-32.202389653973704,C,-192.149878883261,D,D,-264.55114789973806,E,B,-146.66937744920293,-86.34194082642367,150.5220845344344,-95.31397587414405,108.42771098162747,D,1
Heterosexual,C,81.44916330107587,-35.63928255717336,-86.3068964437728,A,-38.412244687890954,B,-40.13679987752936,B,D,119.66908264442013,A,E,-0.19610811270072212,-26.32738118455102,-13.288531400909386,-105.1048651569855,7.169448155574659,A,0
Bisexual,B,95.61602646549069,87.4669555675531,21.366078203380926,C,-115.27158793874777,D,-149.41255442475452,B,C,-43.363000875846765,A,C,-102.24438838243148,-23.16195630188126,33.250483508729864,24.03824772220684,51.568825226465044,C,1
Heterosexual,C,-32.56830119804292,53.90372743144876,-70.8058544425733,E,209.78406085567164,D,50.950110610403144,C,A,-51.57551066853351,A,E,121.96264073389133,79.5162284665493,50.3785709255304,-196.1727213117748,-18.225890157664175,B,1
Homosexual,E,28.046148224892036,20.83013196065258,-80.17760527273511,D,-132.97666767817378,E,49.906869029579724,D,C,-25.736626160703768,A,A,-35.422189309571344,22.380437762672077,132.0652508300017,-90.42515803241685,-195.19948625960689,E,0
Bisexual,D,-1.5772036046135036,69.06087986408397,246.4096426027814,E,94.9547149495569,C,-22.594651514039374,E,D,-66.62057292331112,C,A,8.78707992687647,47.987732450023266,3.0379423965879604,-258.8098521611537,-13.915835642523913,E,1
Homosexual,B,127.7778003999748,94.29784420495805,5.95545974908897,D,15.868256580189183,A,-61.6397189974789,D,D,-48.1406736074039,D,D,30.442277271242624,141.1517672850537,-131.77565942243862,-64.15862636105368,-45.56836076303622,A,1
Bisexual,B,-11.309121277989846,-78.69366350907539,-154.86195913103634,B,31.216057427267025,D,195.76322279500332,D,D,-59.24851794281123,E,D,36.065846814910465,-47.6295789724388,8.92113327582787,-219.91368226137124,32.410046020330334,B,1
Homosexual,D,-136.66924599107156,32.94304463498457,-10.51289478987965,A,-94.6459358031969,E,130.31189025690531,A,B,303.15541732062974,A,C,147.198155694836,-156.34842760719388,155.1318499332442,-70.31931978038018,-21.93278177163306,A,1
Heterosexual,C,27.31952936181618,-115.76842213289156,-61.771965201635595,A,0.5840726275777116,B,-109.91094335265518,B,C,-33.04001401849646,E,C,36.81989201316315,-56.83685412168445,-26.437174106588845,-176.913469453162,-78.89694562967904,A,1
Other,B,22.713775842607195,23.93669000169568,82.20407368943276,A,86.11381693371723,C,209.09724700522787,A,C,212.86271893034706,A,B,-146.53629331538212,50.97725273505116,137.0543296448916,75.9549820641273,-21.529107004504226,D,0
Other,C,5.932020622349348,208.31461237633388,30.610920660421282,D,-36.031119697062266,E,42.501660792112226,B,B,54.27877406273656,B,A,-158.79042049378174,172.3190317092789,46.466650191836656,-2.627016538809591,-44.623843777908995,E,1
Other,A,-53.87803895526133,-95.951323709968,-215.0542655087615,B,-78.53163779263349,B,-137.49438393067038,A,B,-7.502604996320658,D,B,56.3233194686122,-93.36358153815635,-107.26491914341577,-123.84392542812857,55.232010833869424,C,0
Other,B,187.53411594399395,189.72912161994046,-25.948768185675746,B,76.60260103118473,B,141.34346912063228,E,A,-14.095799030895098,D,E,128.72921635084248,92.68525685326057,331.16352685317605,-69.87229556215311,-67.12300285954478,E,0
Homosexual,A,2.3703979634203884,89.72055383835314,-96.84642699146812,E,90.32053079839834,E,53.060228808669294,A,E,77.72847420962327,C,A,10.155984280344324,-164.45409123782704,134.00434244953436,-99.56246733246746,2.1707535616733526,C,0
Homosexual,B,-32.905597982090654,25.105247068468273,-40.518674883661376,E,56.16877281361946,C,6.667618288293255,A,A,86.24415427671516,A,D,-3.259246261698541,-162.74355548050173,-133.81646791950453,-82.87275432287898,46.29544815645825,A,0
Heterosexual,C,37.40999844888266,140.32327885337307,-28.82662935753611,D,-184.05302635349267,D,-110.97078571043568,C,C,-88.81860707909495,B,E,59.04313178418575,5.0094605040220275,-67.55999830076122,-123.39399406720291,135.9407834134289,A,1
Other,B,-85.19200092813874,-54.24862882201009,-48.960844707132104,C,76.4723950457008,A,-50.27633194724842,C,D,77.60836956609225,A,E,69.4598514174708,90.78757701129737,75.17132335435278,-108.81265067501123,109.3152691636048,B,1
Homosexual,B,-30.220938440868434,-25.534811229471018,41.15590654218232,E,-170.7466000241557,B,-26.16784421451923,C,C,167.39299631895076,D,E,123.6924422071875,-135.41334015627896,12.721615083041089,-45.70304906131074,-29.533435672373333,A,1
Other,D,34.561906758423724,-54.745146554075575,-81.18294399416386,B,142.72676406182518,D,18.94384793191359,E,C,52.66720815370083,B,D,-188.80044900956895,-79.19433897510008,-147.83641880478115,-98.57185600840415,-236.17356668990422,B,0
Homosexual,E,77.66378964372784,-10.233457339264449,78.93598462378536,A,148.18321905908635,C,-113.15113437491782,E,B,101.78018794612382,B,A,-114.07987410162524,48.72137802283077,12.75831389959874,-134.68636048348378,-88.63152707996133,B,0
Homosexual,B,-73.1509716849697,-34.934511265483756,210.95052427686167,A,45.91081583114755,B,71.56880196731466,A,E,-197.5278236500782,E,D,14.072036360119938,-107.33882630723686,32.3951581908004,-62.648575330215984,152.68652294801782,A,1
Bisexual,B,-162.67994168641627,78.79308825344516,-106.67920439443294,E,-33.998727722899616,D,26.727538874838448,D,D,-96.0332543294575,C,E,-286.97679179477956,62.431633300344394,148.39088496281622,266.6234024612026,-118.09539217865021,D,1
Homosexual,A,156.39394371219447,-84.87022764579538,-52.27898693737316,C,0.3874856269106554,E,-25.367940261896436,D,A,-157.89328137537575,B,E,-95.75815236993299,45.83951969752026,-58.9356740608732,-168.1839815720718,-29.754162461952937,A,0
Other,E,64.48868537191797,-74.93606475682438,164.3687715836676,D,20.722119639005484,A,-35.3205319414125,A,D,-81.33232905707354,B,B,69.80786671400551,-74.75310711241667,86.61158123444679,-41.53288813733359,-22.433005246501793,B,0
Homosexual,C,34.47839046173842,-48.237359628719126,-12.360122054174134,D,55.72341544590649,A,2.2210585779456897,A,B,134.16992098555448,B,A,-89.50327853411872,-83.12413791665512,50.57199922817044,247.43141204679551,-48.30609677515182,A,1
Heterosexual,E,39.70053614164012,37.21317938165462,24.906689517490317,D,219.48112008304813,E,-43.48272324531355,D,A,159.35347095770723,B,E,43.076980247982476,159.40987817128664,12.934804907087619,-42.4913769300091,88.41241632846068,E,0
Bisexual,A,41.48982993176523,54.60347377678666,-49.35147711348847,C,31.207584308700813,A,84.97639895830893,D,B,9.230381583578076,B,D,-63.97264668928367,-35.2776696508005,102.19399135075584,-35.56419118757692,250.42182087163408,A,0
Bisexual,C,37.49364987595265,-164.6841592997999,-18.080641047989882,C,-184.51468971246092,E,-5.555711256804424,C,C,41.458080405560274,B,B,27.442165326217893,-118.46934352444201,-26.346014743697925,121.28209201415498,59.41843334426062,A,1
Other,D,23.437247682369485,-61.74237074750445,74.68553022172183,A,-104.38536421669977,E,58.519238089427525,B,E,154.3916178190937,D,E,20.500494198210315,52.2019125941725,-185.4242515383233,-35.745074148571575,58.61731938506233,C,0
Other,A,-138.46493133652467,134.4536351047341,35.60281091824518,E,-2.7950079121759392,A,-93.76657171422062,D,C,-41.43403777189022,B,B,-113.83555550083449,122.82497312135288,264.8571070045223,-79.02763751009327,-40.84354337212567,C,0
Heterosexual,C,129.4786061372768,52.77391470213265,1.3818004512629936,E,34.65804729772078,D,136.2969858814721,A,E,-187.2638860265976,C,A,-94.21509558342336,-1.3863912509725513,-47.883159257130124,-179.4716925643057,-172.5211058336605,E,0
Heterosexual,D,-83.5496689851312,-161.17537408338936,-65.07885562138928,E,-36.14074762600221,A,-180.14799848934973,B,C,11.587958797176412,D,D,-127.20220480337127,-61.51556966657766,117.2939289162872,124.12271593713655,63.50103716830125,B,1
Other,A,-68.95919043344554,-121.49049116468899,-50.318199449468636,B,-75.31123256518714,B,31.315289398386458,D,C,40.928265740053966,D,B,-84.43818583535304,-24.04879184379635,-30.884229886486203,103.9029363837319,18.066823859587096,A,1
Homosexual,C,-36.88730830122709,123.45213349577348,-53.34038202006152,A,55.830575503706385,E,105.34482979145152,E,A,93.256833204456,E,D,81.91775003069107,-81.40710658106332,-5.532350835719779,-119.84404491626523,205.01441358381155,A,1
Homosexual,C,119.33218766913069,-144.02996124523114,-58.071846305937314,E,-33.83336951107308,B,54.68928651424035,C,A,-86.35726897217152,E,A,75.15758515638777,-58.16258286526364,89.57353024626738,7.884225084866394,-81.90936004414434,A,0
Heterosexual,E,-138.42022406221713,-0.373658573047971,54.007222559686404,D,-3.2450009695172346,C,-107.4785667263914,C,D,-13.596928201115494,A,C,38.82138515721991,2.2488171812942284,-63.588993012209095,-31.248329274336534,105.62917899174889,B,0
Heterosexual,B,156.6319230687482,1.8919492657975112,-47.60515170827728,A,-164.7595329062167,E,122.92361863954567,D,B,-12.353801624343816,C,E,18.353558425061813,-146.2397376132091,-147.2810435490911,-74.39825449199685,69.1341832361188,A,0
Bisexual,C,2.7736730667117553,52.75980051017384,-40.298792453743374,A,60.658512563865486,D,-68.60395466710514,C,E,-143.81489910396502,D,D,-73.03508652780445,-89.19342469870458,-77.40424262023872,-89.88366251733058,27.017254751857543,B,0
