age_range,Veteran,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
36-50,Yes,Hindu,B,B,E,145.78106779658887,22.17570188890606,-101.67705243510542,-49.734151516097,-116.57636704522088,C,A,B,0
26-35,Yes,Hindu,E,A,B,-101.20766268652108,130.25273602980485,-188.22599442765585,75.2813725573638,189.02420118438215,A,E,D,1
65+,Veteran,None,C,C,C,32.310189540544634,-28.034927370244983,45.2454873429193,61.69823699887152,54.62130245352642,D,E,E,1
51-65,Veteran,None,A,D,A,122.31120759710403,-114.85287257968311,146.98281059396442,53.785408793113184,30.804793579304235,E,C,A,1
18-25,Veteran,Jewish,D,E,B,2.444724045354158,-3.0310584046857034,178.95906788702013,134.62146106215746,-86.68775690194505,D,D,C,1
36-50,Veteran,None,A,B,D,111.82338222760558,35.1915827471994,-169.48360987613887,-65.95970415193536,23.3268629829714,B,D,A,1
36-50,No,None,A,C,E,-89.73483454711831,-26.479428041787102,-50.93233094291125,66.48921045171835,138.2069830384091,D,B,E,1
51-65,No,Hindu,C,D,C,-76.52199619988846,29.33610643042217,-44.73957154380959,-211.01606112802114,-195.55396218512962,A,A,C,1
51-65,No,Other,C,B,D,-49.88331057293421,-46.390471509369,108.34984372896753,21.3184774476587,125.84554744279639,A,A,E,0
18-25,Veteran,Muslim,C,A,D,-106.01218264500949,100.31313261120754,97.30244026376481,86.10413693283398,-70.56624419462462,D,E,D,0
65+,Veteran,Muslim,C,D,A,42.48285223485192,58.56529045971247,54.02103277439524,-52.57122198133713,13.898587064685161,B,E,B,0
65+,Veteran,Buddhist,B,D,C,-66.03306925984549,69.73102919692104,-58.437000365486305,-23.532573035466125,89.14737740786194,A,C,E,1
18-25,No,Hindu,C,C,E,-58.854814057169726,144.54585281192584,-38.395455766028235,156.35230350569728,-100.75522152314393,C,D,A,1
51-65,No,Jewish,E,D,A,-124.50821551324707,121.8290503638799,56.63570290104882,176.74727387182034,-51.120637552813676,E,E,E,0
18-25,Yes,Other,E,A,B,0.5856868034190361,49.70356891566907,109.32790477492689,106.61125370798119,-63.297556071821106,A,E,D,0
26-35,Yes,Jewish,A,A,E,18.880314517272158,-41.166439916038186,85.73183934047309,-20.27576493176031,-117.46864353578363,B,C,A,1
18-25,No,Jewish,E,C,D,-28.650700535191554,69.88998660382816,-7.656122953286762,-3.692567213033816,28.839794512809952,E,C,E,0
65+,Non-Veteran,Muslim,B,E,E,65.74633380440692,59.68970380048694,-59.68189119923001,-78.27104757187212,158.82398509220596,C,D,A,1
51-65,Yes,Hindu,C,E,D,-130.61228442560272,-167.35771515540176,22.665997671254605,55.52817770236589,122.1441643443778,E,B,E,1
65+,Non-Veteran,Hindu,E,B,B,50.77505960833519,-23.06614144776884,117.72863845178607,193.34126032205407,-79.5883090063764,B,B,B,0
26-35,Non-Veteran,Christian,E,B,B,65.24934786004012,-154.31583480635769,6.647963590993114,-123.99699658143145,4.746829316044284,B,D,D,0
26-35,Yes,Jewish,E,C,A,-56.17175331757613,-22.845198569330837,-215.45934120762368,-153.29585523433897,-95.22786137339504,A,D,C,1
18-25,Yes,Jewish,D,D,A,-126.8864147685691,92.36850379023124,-59.44197821601617,-43.893436606547816,21.435716143374325,E,C,B,1
26-35,Yes,Other,E,C,C,100.1910873350414,-27.617474253636644,-127.31442016945908,-146.04711700448942,-87.21110169279568,A,A,B,1
18-25,Non-Veteran,Buddhist,C,D,E,148.95747877890403,-45.967850273045045,243.24397709189293,-114.06257512336767,-3.9517061468492884,A,A,A,1
65+,Veteran,Buddhist,A,B,D,-168.57227009847523,154.90304945542474,48.314933942927254,-49.79106296805851,-127.2687907258573,A,E,D,0
65+,Yes,Jewish,C,B,C,3.9211931640923883,194.19394819093108,47.95899948241802,-46.90473382114846,37.49729119993038,D,D,B,1
36-50,No,Buddhist,A,C,C,127.78450483490083,102.77579047933487,-47.270874958335234,168.551278638496,-71.28183408109136,E,E,B,0
36-50,Veteran,Buddhist,E,D,E,0.7601160918667168,16.618174358143342,218.91515380782272,57.83026172890455,-104.420550865363,D,E,E,0
65+,No,Christian,A,A,A,-228.7704789211727,-44.2379171083287,-80.43238399969684,-43.41308663529823,12.18549995409129,A,C,D,0
51-65,Non-Veteran,Hindu,E,B,E,-37.914304399101454,-68.69156010112022,-69.01585325737317,-15.980611069897623,-79.99189116050239,C,C,C,0
18-25,Yes,Muslim,D,D,A,-101.51866314257101,-119.40543352662709,104.57385305905218,251.26200462472852,-77.80207353258149,B,D,C,0
18-25,Veteran,Other,C,C,B,-175.54255296539873,26.49848255614136,-45.580939001684115,-154.91589885736465,45.91684578374433,C,B,A,0
36-50,Yes,Muslim,E,B,C,96.51414494393092,109.61711607407697,-52.04324091145101,63.71204203932225,-112.04818718252105,B,D,C,1
26-35,Yes,Other,C,E,B,99.14267901579792,68.98712228623981,-130.05862998668263,70.47872476795514,136.42717135510264,C,B,B,1
65+,Veteran,Hindu,D,B,B,-163.12741888464734,-111.34791078517141,-98.01512256905247,19.755721769813604,39.784571711036364,D,E,C,1
65+,Veteran,Other,B,C,D,-27.674216033887955,-221.54631297816948,30.757602034454578,183.7241751609787,37.25607272864937,A,A,B,1
36-50,No,Buddhist,C,C,D,-160.6078240535853,20.10012632110531,-13.881282276279213,59.13014122206947,160.44253505062477,A,A,A,1
51-65,Non-Veteran,Other,E,B,A,123.87808166762437,16.26373567317372,-29.610267083825185,110.74396277758474,12.284716849720978,B,A,A,1
36-50,Veteran,None,C,A,E,131.37721546605766,42.89485468768703,-9.890959974305646,-211.66964122945808,-113.09988684728492,B,D,B,0
65+,Veteran,Other,B,D,A,2.8958973563664667,-77.1984013539222,-50.349607527286736,-85.90201671700594,-89.14985306182803,A,C,C,0
26-35,No,Christian,C,A,B,-161.81666485538034,52.25162371453793,18.90863584064877,50.257343929165955,249.842127673602,E,A,A,0
26-35,Non-Veteran,Buddhist,C,C,B,97.18237605622275,34.26690933321928,194.3738012465004,-50.89769380908511,-22.01219295933817,D,D,D,1
65+,Non-Veteran,Buddhist,E,D,E,91.80095528806102,-36.21202901244276,103.46153702212195,22.80407027209756,114.5043814394728,D,A,C,1
18-25,Yes,Buddhist,D,E,C,11.925652904688357,25.10302634385187,-14.311189467258135,77.86854292402853,76.61768585002973,B,D,A,1
26-35,No,Jewish,D,B,A,-51.4572469359174,48.50216588408528,41.75807179966131,55.108700406908774,85.53218067570451,B,B,C,0
26-35,Veteran,Jewish,A,B,B,86.83361882992264,-69.28869020622656,-157.0068985477682,189.23872818847488,17.633564995055043,C,E,C,0
18-25,No,Hindu,A,D,A,232.92031070104971,112.87938422979387,15.188192621677102,-78.7820089599294,-5.204075022088431,A,A,D,0
18-25,Veteran,None,E,A,E,38.545214553777924,-82.91094537563272,-139.43030983634236,-150.217757687256,113.4926773698511,C,D,A,0
18-25,Veteran,Buddhist,B,D,B,12.643351407103568,-72.28727447112871,44.66905640169213,-46.3294755852692,-102.02409970826267,A,E,D,1
18-25,No,Buddhist,C,A,D,59.97130990203578,7.352041600570772,-3.984493638181625,121.67304892073804,-93.1202888345983,A,B,C,1
18-25,No,Other,B,E,A,214.2815163834154,22.33552686678338,35.87946672465455,26.587715349448715,103.66258896534546,C,A,A,0
26-35,Non-Veteran,None,A,B,A,-7.72170939109947,105.92037308833902,-21.99308094297419,-183.18308758667217,-245.42800494453653,A,C,A,0
18-25,Non-Veteran,Jewish,E,C,E,38.91267218810618,72.4967984928905,120.26850222794833,-157.04242656492403,54.04336271135052,C,A,B,1
51-65,Non-Veteran,Buddhist,C,C,D,55.47213668580958,5.749709974067756,-113.22224229373623,89.67702260827491,-156.02879963620398,A,E,E,0
18-25,Veteran,Muslim,E,A,A,20.676458869963263,50.062823450135,-16.73240554269853,88.80294151322823,-4.454061938157879,B,B,C,1
65+,No,Christian,D,E,E,31.298415520757235,-3.101822598063257,75.05646526405184,25.44412084710817,9.747381795536866,C,D,A,0
18-25,Non-Veteran,Christian,C,D,C,-27.81339889553125,-12.233081941365736,-19.86517355208791,-32.806242408684255,62.867133097878416,D,C,A,1
51-65,Yes,Jewish,D,A,D,83.17426540543667,-49.58750422536987,-76.19355389099344,-13.26386095282494,114.57973249407326,B,A,C,0
51-65,Veteran,Hindu,D,D,B,32.49688610887615,152.3060115969501,58.76995748610808,-87.70156455908771,-6.560861057333443,D,D,B,1
65+,Yes,None,C,E,E,-56.62711729308626,140.9122818126773,-107.10363574174131,-114.09621118611011,-215.4966823653681,D,B,B,1
36-50,No,Other,A,B,C,41.09409811062976,4.029462842000261,-57.72019328540316,-21.10982344196745,-147.35412132828026,B,A,A,1
18-25,Yes,Other,D,D,B,-60.342420929008746,-21.437402134990823,177.93976404140335,-77.58005198014735,51.51872286766375,C,B,A,0
26-35,Yes,Christian,A,E,A,20.82861217047414,4.062208608927915,-59.46591712673369,12.246408455968076,-4.081890168736129,D,B,C,1
65+,Non-Veteran,Jewish,B,C,A,155.41166403111762,-175.285104145766,-53.23929284192476,113.92411256737283,-18.34074318299632,E,A,A,1
65+,Yes,Jewish,E,A,C,-108.69783593796988,20.517189676442545,-70.11642942011078,-146.42061862811474,13.766414566899115,A,C,C,1
51-65,Veteran,None,A,B,C,-20.743471811062726,69.69462694624578,-156.86176937231977,-93.51593741562243,108.11963172361556,B,C,E,1
51-65,Non-Veteran,None,E,D,E,-39.2397096813878,67.40372736301798,44.900742123055814,-60.89026059300524,-15.106116262019867,D,A,D,0
26-35,Yes,Christian,A,E,A,92.23592701624128,-21.952066996008327,-145.67915758479904,129.6290819007265,-21.265707039213552,C,A,B,0
65+,Non-Veteran,Buddhist,A,B,D,-169.4647017493968,-47.40816542609986,-56.28397229119139,-320.8251200740286,-15.406966838733737,B,D,D,1
18-25,Yes,Muslim,C,C,D,136.30012675574875,134.21498077191208,-53.494021724049055,6.392238728017742,-50.91234049648706,E,D,E,1
36-50,Yes,Hindu,E,B,A,-42.18753390617187,-31.35093026317579,39.49288609681246,-70.98807498435993,-58.496220650666686,C,E,D,1
26-35,No,Other,A,C,D,-184.49174369313107,160.16105600357895,48.533468449934794,175.2663683811715,-92.26073717421544,B,A,E,0
51-65,No,Buddhist,C,B,C,-37.66452976389456,-78.38608889002226,-158.53893156914936,77.79827886204275,-25.808921996641015,B,A,D,0
26-35,Veteran,Hindu,B,E,E,18.0919832994816,32.60889543699882,-95.20177075647479,46.468699327836866,3.6701537481745055,D,C,E,1
36-50,Veteran,Muslim,D,E,B,60.67378944523622,65.2759608973,-47.164286012203874,-28.417919016183134,98.94606151819801,B,C,D,0
36-50,Yes,None,B,B,E,6.326783698426233,-42.8295305865462,50.092960321105636,47.14147670135877,42.6119178158504,A,D,A,0
26-35,Non-Veteran,Buddhist,E,A,B,31.716805794499987,311.4419482673073,1.0770525042155776,-5.827124315609191,136.8869562995979,B,C,C,0
26-35,Veteran,Christian,A,D,A,-28.52328857546927,-89.36990712743007,26.325588130601247,-94.0956285915275,30.104424780286358,C,C,A,1
36-50,Non-Veteran,Hindu,C,E,A,-231.52605968640904,-97.69976885667447,-144.0449974831705,-71.48530055876967,285.4196563135387,A,C,C,1
36-50,No,Christian,C,E,C,-104.84351184851488,101.28223849088782,-72.48971985936413,-96.48566608001028,-81.00524120953398,A,A,C,1
36-50,Non-Veteran,Buddhist,C,B,D,-12.86037933235073,14.715424005752459,-24.570164676775338,46.04258316387667,-75.84364649481381,C,A,C,0
65+,Veteran,Christian,D,D,C,-89.04189694468391,142.37249896067766,-37.28750639074887,-153.6126671155852,-177.88382004770804,A,C,D,0
51-65,Yes,Other,E,E,A,20.31055833415004,-60.19418454517114,16.137214787622057,-183.85294280122363,230.32289480733468,D,B,A,1
26-35,Veteran,Buddhist,C,C,A,-167.4800933293986,88.78744939365941,99.67502761258082,-101.51014290210296,-46.54326332478292,D,B,C,1
18-25,No,Hindu,B,D,D,210.60533385955185,-112.79008203564074,-63.78495698658049,75.49256903131625,155.6194353645755,D,A,A,1
65+,Non-Veteran,Jewish,C,B,C,-105.27571892555227,-180.08711298567596,86.58657920415096,-9.969439666234337,10.083139669771766,E,E,C,1
26-35,Non-Veteran,Christian,A,C,D,-252.35519837686917,88.95085412728167,-39.92581932612973,31.844141938525404,-30.145561984910636,D,A,A,1
26-35,Veteran,Other,D,D,A,215.36733288424733,155.74447227487315,-30.86317613277434,-23.35589190801098,-126.994985095641,A,D,B,1
51-65,Veteran,None,C,E,C,46.4068665815193,-72.25245634240436,-45.94715357108786,0.9789657224055507,174.0986039659388,E,D,C,1
36-50,No,Muslim,C,A,C,48.089427336478494,113.61855746301515,-63.93804172272155,-60.48377227805006,4.126575170628718,C,A,D,1
26-35,No,None,C,A,B,-65.29349612817961,-115.903343572155,3.754470923355952,-164.26270608669773,47.39854258343553,C,B,C,1
51-65,No,Christian,A,C,A,8.074568516385204,-93.64260071561063,74.70073153509676,123.27785108963143,31.686198096271617,B,E,D,1
51-65,Yes,Buddhist,B,E,D,218.99248404045264,105.3880047932588,-48.65354863127909,-43.77253512976838,66.27431191303151,E,C,C,0
18-25,Veteran,Muslim,C,B,B,225.02082742064863,103.39867656815723,-95.6306402990335,39.59812779708703,101.68286761611523,C,C,D,1
65+,Veteran,Buddhist,D,C,E,-49.44080115707132,95.3417422525449,120.13633917787236,31.130981201668572,68.54860907011948,E,B,A,1
51-65,No,Muslim,D,D,E,-125.97746023597993,-56.745165832014436,11.47870094176332,29.48244800697635,-1.6509091244561402,C,B,B,1
65+,No,Buddhist,C,B,D,-61.5763314685569,-86.22861967491599,0.9561585271676368,152.590755708748,95.35310303579286,D,C,C,1
18-25,Non-Veteran,Other,E,D,C,100.6322002043301,99.67386684328112,109.34946108380166,-163.05498567997293,-6.223754370208291,E,B,C,1
65+,Veteran,Buddhist,E,A,A,184.62136873058697,-69.0462954109981,-225.1672703149748,21.36940255474803,248.3060302764562,D,A,E,1
36-50,Veteran,Muslim,D,B,E,43.429278439246616,41.3174450470675,51.550584909142074,-30.079250163313414,158.24206214938482,D,D,B,0
51-65,Veteran,Muslim,D,C,D,20.189463887449396,-20.714862813243727,-25.158451257215024,32.67279481057136,21.846602534988477,B,C,A,0
18-25,Veteran,Buddhist,C,C,B,85.41538212465451,-117.20646410606275,-100.0150439775322,-2.609143355548313,143.64451788458618,A,B,A,1
51-65,Non-Veteran,Christian,D,C,A,116.20910583239166,-38.59584523541975,1.0943607143289276,2.3486350620946053,-35.86510826101141,C,E,C,1
65+,Veteran,Christian,D,D,B,207.30693121534293,20.281839034833258,176.65992178842228,3.3083017250225777,-109.72104268647254,B,A,E,0
26-35,Yes,Buddhist,B,D,B,178.79965969203738,-17.673268944268667,31.931907042853368,-92.82876223876679,61.90792206735666,E,A,E,0
51-65,Yes,Christian,C,D,E,232.0220841283644,112.66819297016268,-14.549273589420727,-90.99938944823273,37.17020368650586,B,D,B,0
65+,Non-Veteran,Christian,C,C,D,15.036362011434171,13.676390221681341,41.47136063895561,-136.6626521945427,-61.11780436059245,D,C,E,1
51-65,Veteran,None,C,E,D,-12.936450774020102,-100.218871073664,65.34461500655536,-156.5449579956959,-62.159920256400056,B,A,D,0
51-65,No,Buddhist,A,E,D,-14.75292514350564,28.859568845085388,-214.62348728083307,46.37222087759743,-26.57080183632071,B,E,B,0
26-35,Veteran,Buddhist,C,C,B,-33.10207275367853,-20.573611237778035,-17.961538743497687,95.57731625063244,7.243536345173306,B,D,D,0
36-50,Veteran,Buddhist,E,E,C,287.51362136647435,4.493202486518008,-178.24833416549174,-60.97706047330206,58.54669577269067,B,B,B,1
26-35,Non-Veteran,Buddhist,D,D,B,137.71051372025485,225.43034123464477,-139.85729462688207,158.3262110625175,0.9939609351380385,E,A,B,0
26-35,Veteran,None,C,D,B,-140.29900834208902,-89.60495910845594,-34.73609591339107,-123.51121141080652,-174.54629525802088,A,E,B,1
65+,No,Other,D,D,C,-49.957051596234066,207.28350005696865,102.52122579071849,-147.336669616589,187.16713599724815,C,A,E,0
36-50,No,Other,A,B,D,-113.48409560331538,-58.54714584186529,-134.41088509871147,81.12483546865418,-12.381157285251291,C,C,B,1
51-65,No,Jewish,C,C,D,50.59950574814731,-56.92410804616799,48.21052091756103,-64.57749497589094,16.145865960786146,D,D,B,1
51-65,No,Buddhist,E,D,C,61.240422529344215,-157.51531591049888,-9.53850105677216,74.18009843642002,-118.66130603531022,E,B,B,1
18-25,Veteran,None,A,B,B,-99.7076771105951,95.29782306750248,-4.059388166711126,-32.49728523541929,-6.717326539271704,D,C,A,0
36-50,Veteran,Muslim,E,D,D,73.89009779144688,-156.59617248107293,-43.80861886455914,16.61361735140329,-39.34980710201284,B,D,A,1
51-65,Veteran,Jewish,B,E,B,5.362895576305916,-107.4668497691873,-11.058652274243789,23.501676074114457,54.28293240292599,B,C,A,1
51-65,Yes,Muslim,D,C,B,30.52542881620831,-53.362829742255535,-19.909384241070256,117.68207104153996,-14.305891835934126,E,B,A,0
36-50,Yes,Christian,E,B,C,45.224141169298946,-37.09552710074743,230.38911237358369,162.68713418073926,-13.596716476726773,C,C,A,0
26-35,Veteran,Jewish,C,C,D,286.0757886518122,-85.52679320200033,104.63169955942328,145.3828768299151,154.94437296423945,E,C,A,0
36-50,Veteran,Jewish,A,A,E,132.25677061959524,17.706037309135642,-45.88682945026182,41.5773977702188,-4.714166489198084,E,C,E,1
26-35,Veteran,Buddhist,A,E,D,-230.85205477287616,-80.51210573851442,73.0536947564177,90.43391554132606,-123.82015390995508,A,D,B,0
51-65,Veteran,Hindu,D,A,A,68.55658731154584,63.281205964002716,48.40578732919658,-218.0389787189699,106.9143482502469,C,A,A,0
36-50,Yes,Muslim,A,A,E,63.526415906091316,168.76187732301779,-50.79766388674473,-68.24762188293147,53.51938144349981,B,D,B,1
51-65,Non-Veteran,Hindu,D,C,E,-46.79209549912232,90.44117604471367,-86.30937878639774,139.54868154338033,20.071911497201423,C,D,E,0
26-35,Veteran,Christian,B,A,B,-16.84740247549902,-14.989076966942841,41.151197009226635,131.2533943094914,40.729792829409284,A,D,D,1
65+,Veteran,Buddhist,C,E,A,37.353753135724425,-59.98064405803416,171.37055512994283,120.72539845275733,32.31561898870866,A,C,B,1
51-65,Veteran,Jewish,B,D,B,-235.51988228850047,63.839381532225204,4.814270095988321,-142.91557865955548,123.60498568862808,D,B,A,1
51-65,Veteran,Buddhist,D,A,D,20.215484992623903,-219.2043100072255,40.886325190064035,-52.60038740528279,-101.64564253669508,C,D,B,0
26-35,Yes,Buddhist,A,D,C,51.39846352594177,111.19750859524025,-52.92333995592698,67.04545851017392,41.46283980923962,A,B,A,0
26-35,Veteran,Hindu,C,A,A,-94.23160275755687,45.411039758950544,215.17397892741147,44.06338686420922,-6.454269607699413,D,E,A,0
18-25,Non-Veteran,Jewish,D,D,A,-105.09172411537457,34.632202287881746,119.8070691609201,53.62103980220557,155.8707583268404,B,D,C,0
51-65,No,Muslim,E,D,C,-99.83481900975745,-5.860877308860882,31.958862806709536,54.19506528232997,101.8402056348097,B,A,D,0
26-35,No,Christian,D,D,B,101.2961055277109,92.8663270595265,88.39817621416096,-5.308705600114234,5.391828345603152,A,E,E,0
51-65,Non-Veteran,Hindu,A,B,A,97.91526177091797,54.364311885305696,116.70556691332652,-28.808146751530785,28.423356152967365,B,C,A,1
51-65,Veteran,Muslim,E,C,E,-96.29474988378533,-34.6369612928817,-155.2321566798622,61.572629687829675,220.59086376000008,E,B,E,0
36-50,Veteran,Buddhist,C,E,B,157.635223052879,89.61194987677219,-63.51320075656665,61.16662622494468,-51.03668035682596,D,B,E,0
36-50,No,Hindu,A,C,A,-123.04818962056643,-200.71223645284385,-88.23951426342235,-52.03482465233571,-46.49256836734689,E,E,A,0
65+,No,Christian,D,C,E,-48.46289196925859,95.79893608028848,-61.723217931056695,63.9743856833361,-27.51555717605382,D,D,E,1
26-35,Veteran,None,D,D,D,74.80566005824576,-27.10022583204978,65.51458881776578,30.838634455432285,187.60164773833424,B,A,A,0
18-25,No,Jewish,C,E,A,8.145404870136751,46.369036929572005,-192.53666295940275,14.70513613801413,-277.4441899282553,E,E,D,1
26-35,Yes,None,A,C,C,-49.88487949548572,47.303798332886565,-44.21290113360799,-80.3091174009933,-25.48990147225374,E,A,D,1
65+,Veteran,None,E,A,E,37.41452093456881,-37.62523881237532,174.65503910117073,-72.84429914713179,105.00069403795595,C,D,E,1
36-50,Veteran,Jewish,D,A,E,137.34798578045385,-204.22089816622565,73.51558958883355,-30.490805937858273,-47.32480406283881,E,D,B,0
26-35,Yes,Buddhist,A,C,C,-101.91266301941162,-100.57979681584108,-89.5831057314993,33.80803579858955,55.75578273219025,B,E,B,0
51-65,Veteran,Hindu,C,B,E,-59.62033730989111,291.91064670637644,159.7722334411155,-27.245350756328556,6.482501225100617,D,B,D,1
65+,No,Jewish,C,D,D,27.52352827208826,54.000046348907816,195.18218399610646,53.9343106447188,144.42376073600843,E,D,C,1
26-35,No,None,A,E,A,-18.357545339375765,-76.24109633906674,-3.6226457846207927,-19.269904733017064,-86.24462104571981,A,A,D,0
65+,No,Christian,C,B,A,-15.428238684370871,-16.322903309011114,-6.28600905273988,80.20109677212221,-47.789086564654205,B,D,B,1
26-35,Non-Veteran,Buddhist,D,A,B,70.3977496557599,-11.63277022194776,129.0872469879831,-105.54711253139163,-61.0885228518424,B,C,C,1
26-35,Veteran,Buddhist,D,C,C,-284.95173233212665,274.10694422924024,-32.37142143740952,15.1067990564835,-81.86353175659812,A,D,D,0
65+,Non-Veteran,Buddhist,D,D,C,-19.42023452136512,37.74784269903252,-85.13129905322663,-23.611458364773902,43.01021622062371,D,D,D,0
36-50,Non-Veteran,Hindu,C,B,D,-68.02456683110621,46.65327068901675,-144.22240643974277,115.69195484723416,-157.50615305864966,D,C,D,1
26-35,No,Muslim,B,A,B,127.61942603128014,33.42695449673179,31.98474696259035,-239.09638834943468,-58.71474348606264,E,E,C,0
65+,Veteran,None,A,D,D,-18.052309743919782,75.5206178594151,17.93520509693486,173.68410073677117,-18.825303659791885,C,A,C,0
51-65,Non-Veteran,Jewish,D,A,D,-70.77442824271026,-72.04563219452987,9.42536850994747,-154.78654366192293,19.0993871852991,D,D,D,1
18-25,Veteran,Jewish,C,D,B,-207.45282359594705,200.55267186880795,17.29824222801702,-141.532225594833,-187.98947908562235,A,B,C,0
18-25,Non-Veteran,Hindu,A,A,C,97.57099170115079,-125.43011890592102,259.59306075388633,30.67949616081851,-41.059174141136744,C,D,E,0
51-65,Yes,Muslim,C,E,E,70.05939370009695,-50.21613580807206,41.17470405531595,294.96382766083394,56.03944701791801,B,B,A,0
18-25,No,Buddhist,D,B,E,-3.6510355400903824,-29.224812482397887,-11.640645103792593,5.837521642255107,39.6598968271605,E,C,D,1
36-50,Yes,Hindu,B,D,B,73.54533176349669,-11.940196003422928,250.41428772219027,-63.53297481050857,28.00383781405822,A,C,E,0
18-25,Veteran,Muslim,E,D,A,127.7810226538106,14.210329965265073,-63.310229647442675,29.984263126443526,-20.061570448903794,D,D,E,0
65+,Non-Veteran,Buddhist,E,D,B,-78.81825345571633,44.025958512859155,-174.3239781774197,213.177459406099,31.75734901960796,D,B,A,0
36-50,Non-Veteran,None,B,A,C,-69.98985860262835,18.240751510936544,-130.0630170081283,-98.32929510167868,141.6003366198296,A,A,D,0
26-35,Veteran,Other,E,B,B,11.410313513227056,13.641681885604285,-17.066497704510844,55.668595914858074,13.35733515418965,E,A,C,1
36-50,No,Christian,D,C,E,96.21836714561329,-112.03677934899441,19.048213315309347,-171.7651399509632,-205.4713902180135,E,C,A,0
18-25,Yes,Jewish,B,C,E,-0.18794428828485488,111.02931000706948,-6.786278686176457,-97.98388900911546,-174.78966324933018,B,A,E,0
36-50,No,Hindu,E,B,C,32.46075350766711,38.86158818550938,-29.970899121676347,70.00339506580217,-47.08210326495704,E,A,E,0
18-25,No,None,E,D,A,-31.09465158866375,-10.321300715804403,-160.95535349433334,48.71278999207559,-60.788485512346256,B,D,E,1
36-50,Yes,Other,C,D,C,142.775312673085,-28.73943550472877,102.92684168298136,64.18806458764206,-26.15555351875348,C,C,A,0
18-25,Yes,Jewish,E,C,E,-37.572811578091795,-191.89235088999655,-115.55004132772106,-160.40636455141356,-137.71768384307248,C,C,D,1
26-35,Veteran,None,D,A,D,135.75830827164486,-46.21234993574211,-118.81304849449296,-161.78515613783412,78.7864924708916,A,B,E,0
26-35,Veteran,Hindu,C,A,C,9.486959961842544,-42.22488673951851,-72.09373865052882,42.697208749079174,50.692323008085026,A,D,C,1
65+,Non-Veteran,Hindu,C,C,A,-32.25758697505821,26.753973753816236,4.840291485738601,-104.17958826755351,-106.11330771660663,C,A,C,0
18-25,No,None,B,D,C,-176.07327149548811,72.05454565323937,-32.00633120350969,-28.447459977552487,-20.82345437329861,B,C,E,1
65+,Veteran,Buddhist,E,E,C,41.59222296178749,252.65514271349616,-89.41656781785925,118.22748341036868,124.82299584759562,B,B,A,0
26-35,Veteran,Muslim,A,A,E,47.64500215863226,-51.524929506489435,-12.453650195801687,131.483413563996,148.19025846573288,B,B,A,0
51-65,Non-Veteran,Other,A,A,C,91.43581299175307,30.18627561437751,93.42594779463525,19.662365320349114,-102.8103398654189,A,D,A,1
26-35,Yes,Muslim,B,D,B,-2.014205806340683,-101.83204092180782,79.6628677163761,21.950229030963968,-24.46511921037977,A,E,B,1
26-35,Veteran,None,C,C,E,54.82418314440884,155.15466137831194,69.00632563095155,-179.3945266515253,-5.01744016431895,B,B,E,1
65+,No,Buddhist,A,A,D,-35.00497633735555,1.008587555936972,-9.818517712468111,-147.91725379863533,-39.35986309896054,C,C,D,0
36-50,No,Other,A,A,E,96.98053174179927,26.136201632232737,96.93864809555548,40.752030385906316,-59.769296114261735,C,B,C,0
26-35,Non-Veteran,Muslim,A,E,D,71.96148219753212,-49.71308122076676,-27.675227016416788,48.81429532273993,157.0298002816656,A,C,E,1
18-25,Non-Veteran,Muslim,B,D,D,73.99076748658119,-32.506112451149264,4.068881571268222,164.34411825886755,12.28972646813444,C,A,A,1
26-35,Non-Veteran,Hindu,C,E,C,69.64705082635045,142.74692435744134,81.51951291762346,-118.49240832209745,-230.43896593026125,B,C,E,0
18-25,No,Christian,D,E,A,0.6492896348910492,154.47495909163462,-291.29259300147316,27.55820283049465,19.032311964897612,B,A,B,0
65+,No,Other,C,B,E,213.82333978617288,90.40663699627017,191.50984565487582,-88.7855888434104,72.45108906104825,D,C,C,0
51-65,Non-Veteran,Christian,E,C,D,48.15956965740822,-49.687717140654605,92.01873178120185,-1.5897926893142709,-28.78056025987043,D,C,C,0
26-35,No,Hindu,E,C,E,138.23736732979552,78.09221584141034,-206.52534602349192,-46.411861577138474,-168.38408558082833,B,A,B,0
26-35,Non-Veteran,Christian,E,D,A,-86.83955874144674,-146.30154597108057,-222.40684772018597,151.6107883468118,-101.7250463738423,E,C,B,0
26-35,No,None,C,A,A,-97.39081160210233,-138.30440292838736,41.51347954169715,93.39432906028668,34.03563877822423,C,E,D,1
51-65,Non-Veteran,Muslim,D,A,E,-105.68621835279993,32.86476614805333,91.8986000764909,44.866948355437465,-10.244513314171044,B,A,C,0
51-65,Yes,None,B,D,B,14.586728096102537,134.93253780182823,120.10695212623143,71.82499289588563,-80.39518843003698,B,D,A,0
51-65,Non-Veteran,Christian,C,D,D,-78.05680383971499,-193.9778885685079,123.09568531668063,208.2208622675371,-53.389292625647144,B,C,C,0
65+,No,Other,A,A,E,-86.70462999132201,134.67555229870987,-235.28383384848485,-105.55937487703686,15.198472487498234,C,A,A,0
65+,Yes,Muslim,B,A,C,158.46549162455747,-49.13515273704517,197.89293207278124,105.1330672997808,42.19711204697469,E,A,D,1
