SEX,ethnicity,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Female,Black,130.0316730295598,D,14.691290721290068,A,-27.832406883069194,-80.31410695632941,-14.01024938371048,43.83862479524444,C,E,5.969527886685171,-60.597855482476305,108.48248335501411,68.45631226516115,C,A,1
M,Asian,31.481021155878825,A,-60.56053347528621,B,167.44094184038374,90.48169101984188,-107.88249228828974,-154.59326718572376,B,B,-114.18019026534472,-50.781682692768406,84.17364454894395,8.00766545585152,D,B,1
F,Other,68.28613162775598,A,-110.52209791593839,D,56.332915433055575,192.5937908333104,120.73431972167523,70.67897732909292,C,B,-27.74308842772701,23.146734430653847,-18.084176627514786,-45.227218238573876,A,D,1
Male,African American,-10.317272293393877,E,17.050950647764466,D,-139.19908285736147,-2.279392410865791,67.57139247456514,-51.38537383272106,D,B,68.04670326971166,66.03780578007813,-42.130919734452746,35.80296753271986,E,D,1
Female,African American,114.64684296611154,D,-80.78390543213733,D,40.89725513384765,-61.886135986317434,-101.22073528451705,-88.78563584963995,C,C,-81.53966015629388,-88.8725845276259,-5.6730771918096465,-19.527336111497696,C,B,1
F,Asian,43.28180009928065,D,-84.70905634534574,B,-155.9315263682803,3.8204152615684226,-77.03296425611822,-31.66679240713366,E,E,-109.4070624255862,196.49709398009574,26.590535942476627,12.654036603349297,E,E,0
M,African American,-37.871351553809376,A,-36.00995141805813,C,150.6417779578865,45.02334846459803,106.77255489801797,197.9540634140777,E,B,-12.736833589866544,-113.66490055141303,34.96844884435189,106.51171324250535,E,A,0
Female,Hispanic,-71.41310017484957,B,-7.861331852873265,B,101.52460808658337,-32.291009222083744,60.31225373125536,-28.56544013697174,A,D,-165.3829898348284,-111.62244387157418,73.23258403822848,103.70194271060309,D,D,0
Male,African American,153.79773772172572,D,-49.446900568895806,D,-14.453508182828422,-18.220541643880605,41.1525758585884,-71.05917331498887,E,A,-17.901881883132027,-65.15134355927623,-156.24087822543643,-155.047720515187,D,B,0
F,Asian,44.83110779490217,A,-263.2679482783144,B,88.43874473072923,96.36927553314167,-37.402034611748185,-148.7823762536592,A,D,84.7366390639947,-45.18318668798065,238.77969053895782,165.95238783757455,A,D,0
M,African American,93.37938532559836,B,-14.850325266208564,E,-148.3439259102886,-7.7991543484002435,-4.033605854798499,-31.18040862560263,C,B,-69.88590075134572,133.6157308890229,94.05295193985008,55.411615231342196,C,E,1
M,Other,-18.2369367837705,A,-21.54205673467107,E,60.41381945348968,-34.61579445132136,200.74812732995633,72.92406007895494,A,D,-9.083726580367273,40.24596018814767,-94.8590961155542,9.57080636644935,E,E,0
Other,Black,143.8123765902139,D,97.36682464215265,A,43.81676522188821,-98.45923617682007,11.144386715038765,21.29565330842543,E,D,140.8094855153457,86.32846957020107,123.40194139491743,-22.51802935391208,A,E,0
Non-binary,White,-149.61662907219605,C,-237.3842811837248,E,-26.977574278836975,232.56635111685955,-219.76393558260094,112.31227941783861,C,D,2.177971364851947,-165.36121579401467,-69.62416293275092,-88.05649454727286,C,D,1
Male,Other,117.36309317429019,E,5.791127861401849,C,41.66185136947284,-95.26407525516443,72.8216253823535,251.14646074854377,A,A,228.38980997752589,-120.47783382211496,-39.40097168166274,-108.00665567616142,E,B,1
M,Black,42.99084370456318,C,-18.006057211509788,D,-51.64856498858315,-15.31596687705622,145.36394281285027,-17.273347270384303,E,E,-39.87365392225979,8.72355385223001,5.421546355183927,1.639706000288014,D,D,0
M,Hispanic,166.47910868696013,C,-43.521970131161154,D,91.37259549959954,-49.56905281307222,32.62883942339832,-20.68587218320377,D,C,94.262700780664,140.40580905218903,48.46012023241608,-114.71449261610039,A,C,1
Other,African American,-19.1780551904849,B,96.30703796428008,A,15.242048697827695,-39.16490583530356,2.003084252245102,-67.42168151289873,D,D,-28.917131745695702,85.37124295414912,-31.004879871138108,63.01488981632176,A,E,0
Female,Asian,-72.80245555708082,B,-68.39637038646941,E,-184.74120085749288,123.69058279911236,31.367062803294765,-54.31930444882376,B,E,-38.76474183542844,35.94858410542493,150.38869384005923,-107.5543929185276,B,D,0
Male,Asian,37.65577137319694,B,56.382896898869504,C,-89.73116395342048,51.70964801268283,-24.833894739073358,-11.375396323358022,C,C,-243.4697124103942,179.915443827324,119.49295472679454,-9.138083067315439,E,C,1
Male,African American,157.56419207203595,D,41.75200863354584,B,-3.540128364194828,7.564482911363951,23.646156441380654,-19.552899781111144,C,E,102.35333123703043,-77.3840607544278,7.92505876139376,-68.12653300782951,A,A,1
Other,Other,-67.66776930873667,D,-99.78212207294564,A,18.482298358569697,38.781768658399386,198.31254182397896,36.518394208559236,D,C,-121.78014894864884,-272.2051443688394,16.426795505457015,-88.53151409707809,E,B,0
F,Other,-169.6364336852933,D,-140.55507052162787,D,-12.797180320668852,5.118398315753209,-279.7365229643666,-53.41604452576573,A,B,16.743870745479928,-90.15310497141368,202.48821661932328,-50.759616976415344,D,B,0
Male,Hispanic,-44.6884989980601,B,-28.638217140979332,C,-131.46570007402042,106.37093813531581,-74.02709563328222,-47.09501632334327,E,D,-56.540904673537696,-99.89420475397841,58.901674124618665,-65.0006557736989,B,B,0
Other,Asian,-30.690340787872856,E,96.35557497560704,E,58.39044768163665,-21.73787674257547,69.68973776311344,-23.951246914969637,D,E,60.71234671459445,-170.4932292594466,20.410768296733885,-181.6549060596103,C,C,1
Female,Black,205.54892761343407,C,154.7863245039033,B,-147.6555573890119,42.78117501998329,198.36938518897054,58.99049521558298,E,E,54.392723922915884,-81.02561269579573,10.51021899037529,-31.813980783038254,E,E,0
F,Other,-196.5818036444059,A,230.49798187676777,C,74.06910467547632,-29.853402428334146,-136.33986620777773,63.41335864577415,C,A,155.82043202438643,-39.38374933818468,8.10149913803291,114.97720592709051,C,B,1
Male,Black,-46.25505933894213,D,-78.04634379114025,C,-110.9913246125032,116.66896588177202,-122.17255829909186,27.047604328620462,A,B,-96.33287047877513,53.15816838986074,-8.63140777959195,-83.38778814467115,B,C,1
Female,Other,148.4560566110728,E,89.28389375741719,B,44.58350452226903,72.19810232043223,0.206668245721191,75.85189033888604,C,A,8.29601870206958,-35.26973596641424,-2.3493082989364327,-85.95859244700674,C,C,0
Other,Black,72.34644154384485,B,71.0141956250614,C,-141.2726017324027,-17.623226091301174,-196.2157482519701,66.10842826166511,A,D,41.19601652484198,-172.56445069767378,69.17794127020623,-1.7722888024033108,B,B,0
M,Other,37.88992996316443,B,-63.838055689577075,B,220.34020618545313,-107.28715239714082,102.95077170252974,-39.3661466223385,E,C,-17.534306929956884,-10.965389768700149,7.805093548567115,105.46814877596154,E,B,1
Other,Asian,2.870648545373737,C,126.78068738761313,B,1.3932122346084668,34.356264255388744,197.1400014785543,18.757591988404027,A,E,-150.3079748337435,-145.28562734959732,79.53659497944145,-85.38445726812873,E,B,1
Non-binary,Black,88.14476143419583,E,141.96958537118175,A,-36.26116922801527,110.45902037303176,115.58553750040114,168.29890163378255,C,C,65.28806901238634,-85.56615745335623,187.44198084731306,-76.33277885370613,D,C,0
Non-binary,Other,-87.57024895222607,C,128.39473289125993,B,132.52330891778416,-99.5099215288237,189.1314599538705,-54.83684473220987,E,A,73.85284143232553,37.023471600645756,111.52704334461703,114.6557511908585,A,D,1
Non-binary,White,-51.25420243800776,D,56.61885899802589,E,-69.1065438498331,-118.7759193196915,-72.18648892488744,-115.7519175811809,E,C,67.06037603681213,19.955465404816064,-90.86745306286716,-95.69240221002337,A,D,0
M,African American,120.14422254341086,B,92.33618091200226,C,155.8697613060211,-184.8522833405431,-13.190062682304696,88.58779827843848,C,E,1.7851273738013318,53.624450665132116,-7.948975532307243,98.90514959670234,C,B,1
F,Other,3.8303768371282203,D,-59.184244072579716,E,72.84771851842258,99.3949623960186,-119.62254847203494,-102.84157196428048,D,E,-66.65221299503243,-115.47153505288301,24.241237204025857,45.64124045154463,D,E,1
Non-binary,Hispanic,26.96472633241068,C,-168.28546410590394,B,-117.20216422960144,-155.73985354014818,-66.02928903714677,77.26869502297394,D,D,-21.243817058391585,-91.20468328242649,103.4015965838732,-94.66775592294722,E,C,1
Male,Black,-117.46824936852684,C,-95.51054913055417,A,95.15537163429555,-15.959744891464744,-26.650012896615678,59.60193563018499,D,D,-181.24947890409464,41.9278829125058,120.19701331305039,-22.55868566031954,A,D,0
Female,African American,-103.53935786045805,E,179.09514628170234,B,-63.11173351875543,-60.356166770359664,-26.186666284842097,-56.721418337631405,E,A,137.71360434968256,-78.72211259786353,97.1058986987001,13.646264748822242,C,A,1
Female,Black,31.905710818343547,B,-163.4490481373631,A,-150.77358319165927,113.47863900454749,67.92361724700949,102.08424914686695,C,B,-52.48349183221567,92.47246061028638,108.52789036755881,18.371037012242038,D,A,1
F,African American,-54.72685480213211,B,-32.368557125347266,C,-157.10240876841956,92.6584039925734,68.93822638325317,-67.73406462995091,A,C,17.15878029288444,-27.76514763982191,23.484494658349018,55.16503724057345,B,D,1
Non-binary,Hispanic,-150.4835994707844,E,-23.456382680872334,C,-126.01695655905196,111.54883882760625,-11.025444929367346,45.978821357013985,C,E,42.16916295016935,-32.19599837816192,-55.55521240966029,-150.70072831029157,D,C,0
Other,Hispanic,132.0981455484608,E,259.49485856983404,B,12.099892710638565,-59.86621385175837,48.083383808627964,-153.71457747390252,A,A,21.02043056703606,91.13083510596252,-4.509637713561934,2.2099067443864326,D,B,0
F,Black,73.93323500604393,E,78.06322123857055,D,-15.440474827044426,49.8451163984403,80.98159617154175,189.36248982857683,B,E,20.656309456327936,5.664701610129606,51.881507723786434,174.347045814285,A,C,0
F,Other,-4.2765529353495735,D,-5.200511270527734,B,-43.03943917686157,33.39399517476564,1.3087328423055768,41.632229597399814,A,D,176.29861973575865,172.8282307493199,-22.601931915537076,138.0189343361814,E,A,0
M,Black,-51.26118504778015,A,25.064117738601077,E,228.24216788733702,-159.22482233014975,-146.79901562034306,-7.900440143527751,D,A,100.07795281701917,35.86517489069256,-33.97839257662728,-92.39869974943566,C,C,0
M,African American,40.827017637400886,D,-189.02345233155785,D,-81.90552724366216,97.5487296723875,-43.148778041453184,127.58876869076083,C,A,-29.078198753606184,-144.8432852314483,-81.6332560645746,-47.988102081474004,D,E,0
Female,Black,103.02312202813837,A,94.89841421092822,A,10.145374435945676,22.519868733125563,-58.94723361679547,64.47039011957386,E,A,-29.614508426709364,153.5096696341021,-79.36041817331771,166.5012312055661,B,D,1
F,African American,137.21258213769823,B,-72.93119271567643,B,-0.5181163759691403,-7.184200735192031,79.32630186164259,27.437590260976023,D,E,-172.61030288314694,-84.84666287386483,-63.61215125357865,-79.63719338824788,A,D,1
Male,Asian,76.8138091477365,E,-81.7808530242061,D,-53.006595306428416,196.6334065009902,-49.02683439012666,29.786956321416348,A,B,-230.4468429967359,-18.972188935299826,162.30270563772683,-244.29244183659605,D,A,0
Male,Asian,-111.16723885615139,A,204.79487225057977,B,52.14248040873647,-24.538572879704464,17.911138774800456,231.05279110319907,E,E,222.61841029061492,49.98487203173654,120.86699110054539,-103.4944242869997,C,B,1
F,Other,80.01152362556661,E,-140.18367629556852,B,321.6437379139753,-57.74284139954583,49.59070228734761,16.310020907413453,E,D,3.8043698120826788,20.13281603234994,3.7908137649603533,116.37387518328252,B,C,0
F,White,-96.51817141359808,A,-212.33387805328368,C,36.98595682879599,-93.34402228107088,93.81507057558427,-71.72778864488085,D,C,34.03869188255702,119.39507874568989,-207.31673812159553,-165.85561371307685,C,B,0
M,White,35.509069997266586,C,108.63075220533548,B,-10.10914406479001,-69.32715577429637,-101.90437164721,9.169358289795957,D,C,13.068765827971852,-6.813382027592368,25.321413932209534,159.00547709260366,C,C,1
F,Hispanic,-103.38365487988541,D,57.48685799910498,B,172.57296265223908,-97.89492811610168,168.93221132289855,-61.438837001533166,C,E,152.2751098285088,-92.9059621086052,0.2506901684666336,-63.590269178528956,A,C,0
Female,African American,-21.22468654096892,B,38.38253350879679,C,-109.1488094020721,202.13098409465366,61.584014169501856,75.71681908779136,A,B,31.099317293571936,-12.473165294766893,51.840298643530666,-30.819602129702268,D,B,0
Non-binary,African American,-83.55940769707956,D,-16.35277686593384,A,122.22395413690448,140.53581234028246,-114.93738317768126,44.28875262667728,B,D,141.94752689104305,151.51604976559432,46.12173954542014,12.12147831702902,C,C,0
Non-binary,Other,-102.678143090147,D,-22.409012269437223,E,-69.29842857882788,37.963798936261504,-40.825745234318184,-40.717329183480885,B,D,160.7132043054542,-72.60577630367366,26.994516720669036,57.90343190856615,D,B,1
M,Asian,-38.598441921206444,E,-127.85347242826089,E,25.126947886929145,124.53306534931521,-34.53890304256302,14.085848935564993,A,A,25.263178485443593,-74.20013590276547,148.39475698592466,41.64868389986404,D,D,1
Other,White,-163.60719616143308,B,205.87340841933894,B,56.55435944865083,-139.59072062009542,51.29492935540383,-51.41784349963917,E,E,7.454502807053016,-74.92439014348072,-94.88576520192557,-27.685833692010792,A,E,0
Male,Asian,-38.14903405608285,C,-75.32941662215268,D,32.06825290959491,197.48811758482816,-3.525361839320946,-134.67671023660947,A,E,40.86232978058394,-121.37886370051245,-86.07070596498382,-28.109000860988786,D,C,1
Male,Asian,-197.75177403269944,C,-63.27345074505285,B,-102.84191733262887,49.42004494625075,14.65116282122914,-83.17492922174273,D,A,76.3085116478862,-9.032416681770753,-5.5046427967772695,131.1350573367975,D,A,0
Female,White,-34.34025478423842,A,142.3349789355739,C,48.9726653800044,-15.570429808395078,-143.65223335047816,-16.412788600320592,B,A,-5.271039111786798,-208.30532950406786,-57.08954044848525,52.65109592553047,A,A,1
M,Hispanic,-3.3293136956042533,D,113.43630305865105,D,93.97651919153877,140.764880488023,-3.151912945070623,-90.00041623749858,A,D,-88.67840467684205,-84.72189768505747,-66.55889402977452,-53.09197620506072,E,C,1
Non-binary,African American,110.51944422400848,E,-125.74131046364847,E,94.1097823238985,204.75688909359627,86.25456920566816,-95.24574890480454,C,E,-25.395557893223685,75.18063183148644,-46.47191819334806,-90.2324203037996,E,B,1
M,Asian,-92.02466031662267,D,-14.021503690375836,E,-2.9232246956676833,-218.6899245052615,-35.99973251055144,160.2822725706194,C,D,19.830921677493166,78.694799214527,-1.6493813705485045,70.17879297144921,B,A,0
Other,Hispanic,-88.73087518704932,C,-78.71018700051359,A,39.71205273431195,-78.95635698863586,-66.91264304275464,-28.523944203724056,C,B,-133.58596889448734,-77.39220719942959,-57.77580815207308,53.21705070050563,C,E,1
Non-binary,Black,21.422992312407153,C,-92.04932157084164,C,71.41293789409593,-222.0475568538286,-173.46543188676037,-90.30926033150993,E,A,-80.74770263035805,11.588682128896226,-100.763051490939,-130.6059860321546,B,B,1
F,Black,41.719799475860405,E,85.6138387271012,E,-38.98206470535533,-74.25460378842808,128.61324924048802,-42.582077817593394,B,D,43.81366400810883,36.20252335448159,-36.608872324715094,100.64698064525659,B,D,0
Female,Hispanic,76.7950129051889,B,-10.737135396550809,C,85.95789798617159,-140.5926964867411,3.300095297486474,-77.29767138336024,D,C,156.84983888588846,-37.81038001792254,65.32213268829132,85.69557982696114,C,E,0
Non-binary,Asian,-125.46209688472922,C,-9.643043948939786,C,49.610995976212294,-1.550260391213572,-9.918544621432202,-139.11906157346795,B,A,110.76241398997277,74.66264620526002,126.26101088474124,15.085567946311768,B,C,0
F,White,-159.05611827259668,D,-160.53719939278616,B,-94.87872253713459,141.23803313657092,31.3886192020625,-56.00946872909114,E,C,25.670141544514813,-25.413907910729357,63.8827853159386,105.72560833872097,C,D,1
F,White,-16.975958416289664,D,-89.10937688642039,D,-54.49402657562551,-48.82924416125876,-46.162900713838916,-67.08412055034965,E,E,-44.79055912558154,-92.57075518437752,68.9857337449759,-25.36175648673083,E,D,0
F,Other,-144.47911098488152,B,19.27150759263892,C,45.63122559692426,65.13104125135615,203.225641439414,10.785382846222715,D,C,19.170149361946837,-19.337153081239023,-152.11004980623167,106.55748214276359,B,E,0
Non-binary,African American,75.90226012743399,C,-92.50204137123394,C,94.31786661540335,132.91687367693902,42.748366740065244,-77.349430939444,D,C,-75.99175460505337,-83.18438446135697,104.42489760052479,62.207024026414004,E,D,0
M,Black,191.5794035989318,D,-123.93590683553643,C,-57.770442969303836,-3.286073622830732,-180.51221313140115,157.5169268726176,A,B,-109.57530725769378,-3.2869351983942106,91.61246221297927,107.45712520779446,E,C,0
Non-binary,Black,-94.42490632683041,A,-131.42880380800332,B,11.936544521894904,-28.697861725670954,32.81287587669885,6.22614082617984,E,C,-24.18451654132145,-195.62814531132557,24.069841870122264,148.51599182852397,B,C,1
F,Hispanic,172.52266783748195,A,-26.646869310030098,C,126.37459932048674,-52.780207808667775,266.4594140134423,-47.83422768637295,A,B,19.050227839856344,141.28180510614104,32.89471143801348,-66.90388272233963,E,E,0
M,African American,-82.10561876496307,C,-217.25097367918775,E,-115.6287886528257,2.640152575264431,-37.979844643182496,-72.55147568815113,B,C,-31.036498342346462,140.06267712361097,-71.93376958248552,90.64983299213485,D,A,1
Non-binary,African American,-11.616544947644107,D,-9.059014095491214,E,-84.72469970038006,-86.9892668792176,26.29427441616884,79.78913187154274,B,B,-13.477855199674815,-30.975111413605322,-18.29514548483229,-85.24118233515952,B,A,1
F,White,-7.396645680127585,A,121.6370838838757,B,33.29841599846919,67.62546004467023,-9.491012096425004,74.62181460119042,E,B,74.71717777798995,-73.75835971967108,-43.71985323167216,124.90891488805171,E,A,1
F,Asian,-192.90508637037328,D,53.055191167299185,D,50.54803775015838,47.82776905933021,-21.15299933290441,10.566002538895265,A,D,12.27184284642763,161.57781952080933,77.09894604418133,-84.61254247147174,C,E,0
Other,White,-35.64806171255003,C,84.4072855876562,C,-21.465463186203372,142.9614012889084,-144.16688379736098,148.00621265424542,D,A,-29.850707291036677,-171.70157937670086,103.60502389196647,48.48357909188683,D,B,0
Other,Asian,-45.27055970654348,C,97.01352453419744,C,-29.247022406671974,-103.0678164843366,-192.272008435269,-84.89807907776485,E,A,-22.305517058971,-27.995288085155913,-12.196512858942546,12.500151083328523,A,B,1
F,Hispanic,81.20150981948989,C,-126.53051179002807,E,129.46722595710506,-177.10866002656508,-18.507319224278014,-2.4110178427354763,A,C,-47.42432259784263,176.52470793054786,40.76660688172187,-21.490500562054905,B,B,0
M,Other,40.441774674609164,C,-102.94433417994948,B,101.54997664429868,60.53121132720614,44.368488682482834,77.91235543549519,B,E,-62.76570669987623,-93.82983926624432,42.60175602198689,-71.37485374467516,A,C,0
F,White,156.979078859104,E,250.592828296089,D,-117.8377798747934,-117.39810726685074,95.12379959947413,-144.42250967560713,E,E,-249.5068271028634,85.341926794013,96.03914933573635,-76.91059852595482,A,B,1
M,Other,-6.026211660892441,E,59.56024844965325,B,1.0139286652143589,132.6803259701072,-73.20707303821288,-91.024931203386,B,E,-63.63519243158191,15.165426408205837,-202.2489618050728,-59.029384404755305,E,D,0
M,Black,-78.28419234907733,D,-15.29347454001967,A,208.10650293127213,147.06876372240677,14.849801806080812,47.43743391888281,B,A,-87.60992614339493,-38.698678687495935,-77.386056153875,222.44890036083328,E,C,0
Other,White,55.337309755162615,A,7.714008054796212,A,-90.24649444690121,-20.441152530965777,143.21508427332535,76.3550620651246,D,A,78.40662392155349,-30.79955266339252,10.62333558730837,-29.649955744409233,C,A,0
M,Asian,-47.0900697254701,B,12.347519318792127,A,-3.734897505718497,-19.125544029461654,162.87737112092836,144.72294436094361,E,A,226.0861063782571,7.700111775946309,-301.4190866098048,74.69548999292128,B,A,1
Female,Asian,-13.125244347319216,D,-43.86848753165258,B,-61.48207266972321,-51.06129852386503,-80.20386200391326,6.140419448097403,B,E,-127.54960133420354,-197.26437975474602,82.1077385138698,3.4683217894232268,D,B,1
Other,Hispanic,71.540700262667,A,31.440924178008494,E,-161.08557617627076,-13.747393141958902,61.91527979375186,56.73004985996856,E,D,-227.16871832591337,-239.82383978120706,-56.17003623923205,134.84829027305,B,A,1
F,African American,25.0668802404314,A,180.3514725794868,B,-147.472418871402,57.281331810650435,-109.52337559390841,-13.371624124392806,C,D,156.9012012808246,-44.54738685382781,63.77720589963158,216.8904627660568,A,D,0
Other,Other,135.6289036527479,D,-181.904197299764,E,-5.0630938369911105,60.138904320926045,-175.5950847158708,99.40803542065883,A,D,-97.63924803301424,-147.333456247073,-84.68237133611677,-115.67144108583251,E,C,0
Non-binary,Black,-180.02530376282033,A,23.257273053683832,E,158.03092163366844,36.4824824491638,-166.62659364704734,-50.083531633153676,D,D,30.993680605516143,-150.15882668020407,17.609543409623072,77.31417444988932,A,E,1
Male,Hispanic,-12.204361319251458,C,60.928412341591596,A,-47.27822688052456,-95.3799230084199,-184.3778909520332,-42.05231367758028,B,E,-10.97884033087345,143.49769484297403,-17.12505383997597,119.64621073036679,A,E,0
Male,Black,45.02038600621452,A,193.0044994894976,E,-172.63317117619442,-2.983922582118282,92.33548170754788,-380.1649612803923,E,B,-366.0870744487577,53.49274575552735,-156.18975745517244,-97.48999373777714,D,E,0
Non-binary,Hispanic,-215.0140723932397,D,66.86566958847169,C,-35.54522797757796,41.35989468511177,134.0192725425742,38.96290042698865,E,A,165.7275429923661,-40.28752985140174,108.8789885276767,28.638459689612915,C,E,0
Other,White,69.2934571341539,E,153.43792507816082,C,-89.91761752228985,-27.455485802473067,95.4067308363649,141.15144269322707,B,D,-20.51240429970971,0.8960232444261443,-21.709598623350264,-58.44208283375163,D,D,1
Non-binary,African American,-119.7231006546693,D,103.95252031487749,E,-37.10632026990139,-30.365746781104026,171.31968056130736,-58.30060863443921,D,A,-51.30563221516389,99.822040598223,12.788296079876261,-52.32747263806565,D,A,0
M,Black,-144.42893964342744,E,-82.79458410480557,D,-252.9312469391735,17.756945479615297,-199.10881499150608,-85.67623562174639,A,E,-41.467760726844055,-24.40807839901258,89.23080220667757,12.956295343615501,D,B,0
Female,Other,-38.78931071333966,E,47.56750469355294,C,-67.70523810611174,-133.03502085077764,-93.82002647594561,213.8276049173118,A,E,8.949807323352019,-95.03158168458509,-16.74525169534768,250.78159108865617,C,A,1
F,Asian,213.86941647979083,C,148.3380876185728,A,21.099692050534863,-46.81425657426388,48.76616881057651,-78.02013157229011,E,C,-90.65296252064104,-49.46489452475764,-30.960289963777242,-79.80592132926158,A,D,0
Male,Hispanic,-159.61177779099106,A,-18.105790404818254,D,-44.05854718962079,-30.915405224460287,-84.13859440215967,3.2482896975050823,C,B,-103.41062736143034,-111.9703680039142,-96.59840665987001,-25.25706806245507,A,B,0
M,Hispanic,63.80679391404067,A,84.30525323786215,C,-123.76978414132805,-50.9597908790893,110.96800754831841,137.23842224689577,E,A,-31.980959894167942,-88.41011966809,-59.629845713527686,0.21364768343707738,A,A,1
F,African American,281.8628342710104,A,-127.28194053865371,E,-107.8295554029,-28.993108650792752,-15.740553910935473,-49.819214467080876,E,A,78.17736338239514,75.10807869784831,17.045084854198407,61.289558526058066,B,B,1
Non-binary,Black,107.98444017053586,C,109.2892068521262,E,0.4172286547921494,-2.241613805292669,43.28099340494041,124.01355976289226,E,A,-133.9284713337955,-11.56168320778251,-1.0882434417236153,92.46947790746695,B,A,0
Male,Other,-46.053886987708026,C,45.430070658189884,A,-58.12859455120029,44.962205265758264,46.61100927415629,-70.89254999736666,E,A,-136.1133911630154,213.24084096299987,-20.67311855797414,-10.784543559526623,A,A,1
Female,Black,116.63385788633069,C,-118.05564198769906,D,13.136152417312541,32.08043898866143,102.97738022510718,-69.49640451675371,B,B,51.01701099444439,-87.53938393677163,-34.40862692985262,13.407022958859308,E,C,0
Male,African American,-172.3265733330393,C,-84.4880864916303,B,116.30721510843316,21.28311396821142,-54.82016761562646,-22.717791363493927,C,B,156.5420524310272,-96.46757982036632,-147.9909701048607,-182.04756348111144,A,D,1
Non-binary,Other,149.15037928515616,C,91.87147802302447,A,-32.09927383760691,113.5167855045697,-117.10538595536563,-54.39105283976945,B,A,183.8437109966265,200.82172288257337,139.15641289708475,133.29322183711434,E,D,0
M,Hispanic,37.09794963784389,B,-140.65290783396577,A,-18.397150505904857,33.097550771013196,-169.42551451566737,-163.17301255638284,B,C,-45.26278179767937,-43.43979938492535,-88.213750679054,11.848765133839118,B,C,1
Male,Black,114.3741247454691,B,-55.03272707456275,B,-57.00491962735761,100.50933346228526,1.0175127995135842,45.72047079866684,D,E,-137.639312045058,-33.30425989517623,372.21124606291016,18.11632987586237,C,C,1
F,African American,-191.5495557409913,B,105.55663227088607,D,27.086310795685804,-49.22757703629912,-108.8266778271739,47.13681090718161,A,A,-123.27609470647964,-36.642224834605685,17.362998203593072,-85.86172547876004,E,E,0
Other,African American,33.161250172014874,B,-175.09785200178254,A,-61.86589741000724,-10.632262008514928,145.04983084555792,150.29222928138174,B,A,-5.428406097042855,132.5914704910773,237.44985705826468,22.669616433032317,B,E,1
M,Other,-79.6601402163335,E,-32.49697805055417,E,79.63429639876661,115.62358345633822,95.57945133865914,-83.38611371100723,E,C,-38.99058437554366,-28.17971103846585,-104.73459534980962,101.50116547566972,A,C,0
F,Asian,111.95506238380273,D,33.61849480187304,D,65.13723056526534,-154.49221218020674,60.216955575808974,-59.96912788448836,C,D,-147.5092310167165,-29.79085190395815,19.56814852615598,-79.02361395579958,B,E,1
Other,Black,80.83031631636686,B,-118.98735582630748,B,14.81743111783398,22.477930624147703,-192.63709787794792,-133.4337850180899,C,D,-68.55063142654348,57.414931047374154,-180.15245236588996,59.18235923014025,E,E,1
F,Hispanic,-64.5340870474336,E,-16.59558705530955,B,58.860520632953474,-98.30039180077249,-122.48961433800672,84.09618474099297,E,C,-26.616961510664545,-94.94273765562514,100.66818137940285,43.12686955492304,A,C,0
Non-binary,Asian,2.999731792595104,D,-104.47654050308883,B,23.313078093799138,-48.68849864509752,-48.82003953750483,-50.72875091221783,C,E,166.46674551722293,75.03395057424791,-94.97364838878597,-45.63126820338808,A,D,0
Other,Asian,120.10262990917163,E,110.21956026979352,E,-11.791050074856454,80.30013900812939,43.40986053757697,30.616450383085812,E,C,136.1352583844531,-16.227181550872054,64.41665593010977,6.30547210416863,E,B,1
F,African American,-327.63656981695766,D,186.08409743541003,E,-40.40175144867254,-61.02047867678749,-191.48065481643067,192.3938532510702,D,D,126.52282929999701,31.051229115402094,-83.16708248175996,-74.68186103514294,D,A,0
Non-binary,White,24.93569267559287,D,-250.56857652193023,E,218.60353906116745,18.238349744329813,-172.68856267451787,-67.07467431314672,A,C,-70.54418872483234,17.574989277162544,-83.43305620762698,-106.62557320506598,E,C,0
M,Hispanic,-139.80412898668197,E,-29.972285707115233,A,123.65823079520996,-56.17084831977108,-104.77328499713055,-79.29249062045966,D,C,9.8956994831254,-60.21858298822128,189.8111381222736,81.31855837373759,C,B,0
Other,African American,-6.334193134872333,A,-14.955670595320807,E,-145.4784631323497,32.10090211793245,97.3611211705427,20.20085461371221,C,C,225.405937513197,-113.42008614530195,3.132855667511816,-40.572656931844655,A,A,1
Other,White,-115.537106283757,D,97.71453728482025,E,-16.34700976964936,109.19349455548995,32.576464679095345,117.24707030290136,E,C,-173.57415229833174,-215.605206951087,-87.40309525447128,-116.01508221630976,A,A,0
M,Hispanic,38.13920441753027,B,100.31291764163615,E,-128.11400524181255,117.18848600136835,43.45059765624504,-60.34923709840808,A,D,54.55355979044248,-20.858455817466762,133.39155680794187,-108.74873453950613,A,D,1
M,White,-40.05883917321975,D,83.22794631389594,C,52.655141827253026,-126.74157682694916,-43.59490686276278,77.22988679678845,C,C,150.36207138919252,92.75103827925987,-67.04373688712391,2.634186971024572,B,D,0
Non-binary,Hispanic,82.85439614973777,B,7.837211088586662,A,-34.23789996077593,-89.90508510332268,-92.05830381368963,-13.810294312343382,C,B,20.175810897265652,158.05692010922988,38.20404322175383,141.7389676227345,C,B,1
