Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Other,C,B,185.22752027207542,D,-11.417870730380743,A,A,1
Brazil,B,C,105.18200930782855,D,75.89706953481358,A,E,0
US,C,C,110.04464721273754,C,-142.68573268285195,A,D,0
China,C,A,-146.90522895979254,A,-15.79577317894915,A,E,1
Brazil,B,C,61.45009116620015,E,-70.12830733119802,A,C,1
UK,E,A,89.21493141042663,C,-65.92574370303159,B,E,0
Mexico,E,B,-133.25713881119512,D,-142.17055390288337,A,D,0
UK,D,C,144.9779936588252,C,100.67998258351408,C,A,1
Mexico,C,C,91.95471279486686,D,-103.86785638862293,E,B,0
Brazil,C,D,28.924695365360293,A,31.25680672336478,C,C,1
US,D,A,-155.12135642087523,A,76.93859910779122,A,C,0
US,E,E,116.34061502087852,B,-127.81514005413965,B,E,1
China,B,A,121.08806446129232,C,-120.69551509956007,A,D,1
Germany,D,B,82.42990743139987,E,36.43641349457696,A,B,1
UK,E,C,100.7338346422766,A,-81.71670839821421,B,E,0
US,B,C,175.0136933928504,B,24.814246302172368,C,A,0
India,A,B,166.23369723921604,D,68.1209089648162,B,D,1
India,C,D,278.1049293536016,B,19.004192205048778,A,E,0
Germany,A,B,-48.182868775633025,D,-129.5472219860078,D,A,1
Mexico,C,E,-64.83669552627907,C,-77.22277930536488,D,C,1
US,E,D,139.09480373898012,D,-177.97344340629658,C,E,1
US,A,A,-16.70331390600341,A,4.756823249193001,C,E,1
Mexico,C,A,221.49637173375396,E,-37.82918398573911,B,C,1
Other,E,E,96.35506413472802,B,-42.42247279497446,C,A,1
US,B,A,96.44989847566887,A,-67.08713734159723,C,A,0
India,E,A,17.567849135461145,C,11.25505665658759,E,A,1
Brazil,C,E,69.37867420320262,B,2.362326589527469,D,E,1
Germany,D,B,-27.8026166615855,D,20.289972802682392,C,A,0
US,C,E,-32.955543327459736,A,61.29359254904927,D,D,0
Other,D,C,-4.353515545183276,A,-94.21437734666672,A,E,1
US,E,A,12.328979521335699,C,91.74990895009927,B,D,0
US,A,B,8.037131577815613,B,-38.092378526496724,C,B,1
Other,D,E,27.904525421970682,A,118.06083616188448,E,B,0
Mexico,C,D,7.236366635353826,C,88.88066625706993,D,E,0
China,A,E,161.8758465190632,C,-4.267858181249028,A,D,1
Germany,C,D,41.75194454486106,E,31.84823894269479,E,A,1
US,A,C,-18.258639818492874,E,-58.106380436679494,D,D,0
India,D,C,-21.223804410574235,E,-134.46824449758137,A,A,1
Brazil,D,C,63.75244595162045,D,-97.36680905806837,E,E,0
China,A,B,60.34693717380043,B,-83.76788757512688,B,C,0
Brazil,B,C,-73.12731318892138,B,145.19395234406284,D,C,0
Germany,A,C,113.50614510844746,E,130.03360474910158,A,D,1
China,D,B,-65.36846862685559,B,-113.00531418443485,A,D,1
UK,E,D,107.71025794783095,E,125.11770497886805,C,E,1
UK,C,C,36.17686289967894,D,-103.83589247742711,B,D,1
India,C,D,-40.062946808455585,D,232.50141301494546,B,C,1
Other,D,E,29.43847135651396,B,-90.05284128610714,B,E,0
China,C,D,105.96318145639675,E,6.581520079207757,A,C,0
Mexico,D,B,-77.77151596836835,C,31.45632959521568,C,C,1
US,A,A,26.10948758135494,E,122.88512333797065,E,B,0
Germany,E,A,70.12105973196473,B,-39.81284158878919,D,E,0
Mexico,D,B,78.47932659438199,D,68.21931999293757,D,E,1
Other,A,E,-94.86644916091159,E,-1.1222396777634533,B,A,1
Mexico,E,E,40.78439799812807,E,-50.26599035234074,E,A,1
US,C,C,15.748126579473078,C,-13.179101611433985,B,B,1
Mexico,D,D,40.394743211637355,E,-121.56427993866603,B,E,0
US,A,B,96.62362029863446,E,14.605372837477503,E,D,1
China,E,B,-106.8687953603052,C,-7.835798775751182,B,D,1
China,E,A,33.830830733305376,D,-73.01830650883204,D,C,1
Germany,A,B,3.727487939523324,E,-110.7381982511511,B,C,0
China,A,E,117.47875450934406,C,-15.98282987956911,D,C,1
US,A,D,29.232079989826577,A,3.196972870905282,A,A,0
India,C,D,124.35876823597332,E,123.26821306653544,E,E,0
UK,C,C,65.06398873684066,B,-47.22853400815004,B,C,1
Germany,B,C,-38.06591296144965,B,5.848911744172562,D,E,0
India,E,D,-135.19387881620526,A,-21.636162332193276,D,B,1
Other,B,D,-147.36113679351394,A,16.412573535185974,B,A,0
Other,C,A,-104.3451363093872,C,62.93198015764142,B,E,1
China,C,A,-86.82096261319153,B,-112.03228425668941,E,E,0
China,C,C,52.77379290814085,C,52.38571349485073,A,A,1
China,B,B,-53.49993289017982,E,78.52692424366974,C,A,0
UK,B,B,177.48102195311242,B,-138.57001998015537,C,C,0
Other,B,E,-113.77338256036977,A,152.996602890562,B,E,0
US,E,E,38.44082980685688,D,-45.69714534906768,B,C,0
US,C,E,-73.22652887195134,B,-59.38241850775277,E,A,0
Brazil,D,A,-103.99052395023838,D,140.64658199575902,D,B,1
Mexico,C,C,-11.77487104620902,E,188.73771237106396,B,D,1
Mexico,A,D,130.40129111191254,B,116.65723460534028,D,E,1
India,A,C,-2.0816436782165626,A,-69.29590887374303,E,A,1
Mexico,D,E,-199.56296960190932,B,-190.88189937197268,E,B,1
Mexico,A,B,145.8259620243902,D,69.41839021102462,E,A,1
Germany,C,E,-64.2987572073599,A,11.880046690722661,A,A,1
India,B,C,145.8414890823868,A,99.07172328580181,B,B,1
Germany,B,A,113.60691681224833,E,345.1985765364258,A,D,1
Mexico,D,A,95.37824329608604,E,123.23660452179719,A,E,0
Other,A,B,208.83798885891966,C,-101.64013331824631,D,B,1
US,D,C,-109.31344922508288,E,59.898556151136795,D,A,0
India,A,E,3.897024762436732,B,-82.2651183798673,C,E,0
US,C,A,-1.4011513396830042,D,-193.1984657962454,C,E,0
China,D,B,-60.69959234856046,A,-38.80191677249169,A,A,1
US,A,D,5.3122845422148215,D,128.83558006230075,C,B,0
China,E,B,107.08635461104055,D,-15.049684982407104,A,B,0
Germany,C,C,-49.781778318204964,E,-39.087890318084185,A,B,0
India,B,A,-52.45955906915363,E,176.9525756297672,D,A,0
India,A,D,51.68861880088465,A,93.17514460329028,C,D,1
Mexico,B,C,-240.8567184680136,A,-150.70739733262022,B,C,1
UK,C,B,162.66915903251206,C,33.58391280335933,D,E,1
US,C,A,-33.38740675383672,A,-68.38520590429826,E,B,0
US,A,C,-129.66328980375908,B,-35.60271304300158,C,D,0
Other,E,B,101.61758935616814,C,-9.862673852415703,B,E,0
US,A,B,-42.69067244121258,A,68.74967396114226,A,E,1
Mexico,E,C,22.950625162685306,C,-42.02949727645936,E,B,0
Mexico,A,B,73.20222084085914,D,-17.700211057109588,E,A,1
Other,E,D,58.849713757661945,A,24.53021366868202,B,B,0
US,C,D,-144.15541912739087,A,173.81027856859262,E,E,1
Germany,A,E,208.81483392909743,B,-72.3750765257375,C,E,0
Mexico,D,A,-65.63845478244005,C,-47.562435752479686,A,A,0
India,B,A,135.27893927525426,B,-64.17993811098943,D,D,1
India,A,D,-39.92970501140013,C,100.19002629290871,B,A,1
Brazil,A,D,-100.04349580963074,E,46.381186331759025,A,B,1
Germany,B,B,30.036291139445233,D,-51.944231863780644,E,A,0
Mexico,B,A,-3.306391156862142,B,19.78432293704836,A,A,1
US,D,E,-55.45343051875741,D,-48.98134734321924,B,B,0
UK,B,D,144.5777286270209,D,0.6742944467977549,D,C,0
India,C,C,13.133774613987386,A,-29.904333919390652,D,B,0
Other,E,D,-70.1041249127334,A,63.40723770325154,A,E,0
Brazil,A,D,-26.201045085206953,A,17.495861671688125,A,E,1
Germany,E,C,-235.9578664882649,C,-24.017348500407625,D,E,0
Germany,C,B,103.81400594842398,E,-29.145317079033916,A,B,0
Mexico,C,C,112.44997082118329,D,47.671187522864095,D,C,0
UK,B,C,-19.23916633870586,C,275.49919857034865,A,B,0
Other,A,D,7.933291138172002,A,3.945625136844074,D,E,0
China,B,E,-6.8790587304073965,C,-33.06679004677023,C,D,1
India,D,B,113.39327041880665,A,87.71824680513359,A,E,1
China,B,A,96.70466157984808,B,107.77881903268671,B,A,1
China,B,C,-73.62054007504301,C,54.35497006323501,C,C,0
India,C,A,-3.007780403364193,C,53.13663025215229,E,A,1
US,B,A,-90.50767836261518,D,71.58034349989444,D,A,0
Mexico,C,E,-179.6808309855231,A,-74.10425325805588,B,C,1
Germany,C,A,12.842754255743769,A,109.93131775910598,E,B,1
Mexico,B,E,-143.22382196190694,A,-52.05535337064159,B,C,1
Germany,D,D,-12.587864930041176,C,250.55731390157504,B,E,1
Germany,D,D,27.085450115886207,C,-98.37316810151478,D,A,0
China,A,D,29.525437110392343,B,29.856752700288936,B,B,1
Germany,D,B,108.95015091851958,D,-43.93118050177065,E,D,1
US,E,D,46.602632308913385,C,81.11251668242873,E,D,1
India,A,B,34.080245756071236,B,-30.79042446215646,D,E,0
China,D,C,67.92694470881224,D,-2.453758151122394,C,A,1
China,B,E,23.548328808404236,A,-41.1664429813905,E,E,0
Germany,E,A,-87.49400520248986,C,31.262368727000094,B,D,0
Other,B,A,-18.270906541310776,A,-61.138719087905216,C,A,1
Brazil,C,C,81.08009295460927,A,57.47525298310718,A,C,0
UK,E,E,14.308930940288084,C,-45.40140063668692,A,D,1
China,C,A,6.390093236166654,E,-70.20791158794827,B,A,1
Brazil,D,D,-19.421084189050323,E,-37.67750940580873,A,D,0
Germany,D,B,67.09275586816852,D,-45.638181681411815,A,D,0
China,A,E,-112.11336145727742,D,101.44108373197662,B,E,0
Brazil,C,D,112.40174760709027,D,-79.01736276173837,C,D,1
Other,D,B,99.62227024956945,C,52.63204582767237,C,E,1
China,A,C,-18.74152789557766,B,39.64524263210741,D,A,1
Other,E,D,155.11096472635654,D,26.688771421529694,A,A,1
Brazil,B,A,2.5189406476095977,A,-27.354616294024463,A,D,1
India,E,E,-216.67174817193322,A,3.8925748642449567,A,D,0
Mexico,C,D,106.85216848593457,D,-139.4648674988031,E,D,1
Mexico,B,C,-61.87489271284783,A,-66.87733057444754,D,D,1
Germany,A,C,13.408124022233661,A,104.00233243262953,E,B,1
Germany,D,C,8.543156275941929,B,-121.15028042099236,D,A,1
Other,E,C,-62.900431996763075,A,-109.9111211778004,B,B,0
US,E,C,-203.1298824213286,B,-128.54913815086854,B,E,0
Mexico,E,C,111.07949767039138,A,-65.26816322808673,A,A,1
Germany,A,D,-101.39493571827039,D,-79.53720189040021,D,B,1
Brazil,E,E,-145.67927617961482,C,-20.86709075151498,C,E,0
UK,D,A,42.11634049281962,B,-12.436685545060232,C,C,1
China,E,D,46.17652030329329,E,17.43024141142611,C,C,0
UK,E,C,6.86285671446628,D,-36.01162982099977,D,B,0
US,A,A,-136.6890136556827,B,-83.58219362035017,E,B,0
China,D,A,78.91183180128594,A,28.99976727940264,E,A,1
Mexico,E,C,43.88060736513771,A,170.51818158411848,E,D,0
Mexico,D,B,-25.877446780080305,B,-56.5210060404686,E,C,0
India,D,C,36.16526550056407,B,156.03251232464532,B,B,1
Other,D,C,-86.75158549196028,E,135.12613514673558,C,D,0
US,C,B,-87.92962430626694,C,-56.078910818857,E,C,0
UK,C,E,-44.77263366907211,C,-65.22987283170578,E,C,0
UK,A,E,-167.18907119582406,D,32.997412944590565,D,C,1
China,D,A,63.47102266717858,A,-106.2054667341059,B,D,0
China,E,E,-158.93012005887758,E,-85.85482597090557,B,E,1
Mexico,C,C,23.428197182091225,A,-51.946357596420846,D,E,1
UK,A,A,-56.50402745501534,C,21.52623860185719,B,D,1
UK,D,B,-70.73664486762378,A,-6.209608374368885,D,A,1
Brazil,A,D,45.01715200875812,E,37.82316320053846,D,B,0
Germany,D,E,83.89780391172917,B,39.39535763675361,B,A,1
India,C,A,-156.25625006691993,A,-83.38601533731045,B,B,1
Germany,C,E,35.765673315270256,B,13.916541971260665,C,C,0
Mexico,B,B,-122.5615850385374,B,52.76339598696953,E,C,1
US,D,C,73.19010371272249,E,-77.41513638645257,A,A,1
China,C,E,49.94706658320005,B,-30.211791845852247,A,C,1
India,A,C,-44.19470023788663,C,70.76720841615092,E,C,0
Brazil,D,A,10.596613009186848,C,-30.669561746584247,A,D,0
Other,B,D,-56.371275931019426,E,-31.871158069090004,E,C,0
UK,E,C,-150.03859673585026,A,-96.89739125881331,D,E,0
India,A,D,-170.14982827944823,D,116.41283646833902,A,D,1
Brazil,E,B,-132.75200549099446,D,-68.19276604516496,B,A,0
Brazil,B,A,30.25092595278161,A,106.20100200368083,C,B,1
Other,B,D,-23.317879431236328,A,87.89463183227248,C,D,1
China,D,B,-29.050517446224582,C,-24.545923173415414,C,E,1
US,C,B,-49.47756174799085,E,-82.8816115420176,A,B,0
Mexico,E,E,-91.09117554540725,A,-3.671969322211622,E,B,0
UK,E,A,185.07382328880283,E,-204.0506489731359,E,B,1
UK,D,D,-102.71810448787969,B,-50.38750228817618,B,B,0
Germany,B,A,-131.20317380355775,A,86.09811174258576,C,B,0
UK,D,B,113.98860689858299,C,-31.411216955878164,A,E,1
Other,E,C,-36.54864044442604,A,73.43969479595962,A,A,0
Brazil,A,E,-8.892303085720258,D,9.922926248880579,D,A,0
UK,C,E,31.88563828738578,B,20.54354664123036,A,E,0
India,C,D,49.45879760181762,C,-84.45831300518887,A,D,0
UK,B,E,-100.24549741560351,A,6.565554188199592,C,C,0
India,D,D,74.20470421232916,D,-167.65764904556633,E,C,1
India,B,C,179.72692134375924,B,33.72992997630349,B,B,0
Brazil,E,D,26.788763543724194,A,-54.68249867700356,A,B,0
UK,A,D,166.8721197884324,C,64.09553082622156,A,B,1
Germany,C,D,-26.537787549301704,D,48.28180483198924,A,C,1
China,B,D,-136.87889392139965,D,-50.43379177356935,B,C,0
China,A,C,-121.45450228388066,B,76.37339459148951,E,D,1
US,C,A,27.109474078715945,C,91.04004894854232,B,D,0
Brazil,E,B,-109.71229540941982,A,-109.47648502314435,C,E,0
Germany,E,E,-61.26221383984694,E,-16.57313209381987,A,D,1
Brazil,C,C,90.62311195845582,C,-11.494489812522817,A,A,1
Brazil,E,E,15.692812392584973,E,-45.37243558923979,E,B,1
Brazil,D,B,235.25603466542753,A,-10.985251840796316,E,C,0
China,A,B,41.10669241155876,E,98.1776139555844,B,E,1
Germany,E,B,4.021601743476514,B,8.641189916189235,B,E,1
Germany,D,B,110.72224323054289,D,86.94949076546767,A,E,0
Germany,E,B,107.74372384430096,C,6.125024091581529,B,C,0
India,C,C,-70.10099726665902,D,78.6044714211223,C,D,1
UK,C,C,17.551134751731677,C,54.88279204828547,D,A,0
Brazil,D,B,-32.60317675140717,A,-46.69408375277366,E,A,1
UK,A,A,-4.4306215040901495,E,75.20853382030158,A,D,0
US,E,E,-19.704739856219778,B,-136.3721702780121,C,A,0
China,B,D,69.73526417326995,E,-16.60378836118295,C,A,0
Brazil,C,E,-91.96972901990051,B,47.367355232511635,D,A,0
Germany,D,C,22.75594313724618,E,-113.89129204793068,C,D,0
India,E,D,-100.5325667681025,E,-27.06128936543778,A,D,1
Other,B,E,-71.84304713931157,D,97.94370778930482,E,A,0
Other,B,D,-187.21126129491913,B,-50.81286283315968,A,A,1
Other,E,D,197.24923713664276,B,18.838697892640567,D,B,0
Germany,A,B,26.89310513259055,D,-97.58209693342015,C,A,0
Germany,D,D,-127.27919164719022,C,-60.03690003879952,E,D,1
China,A,D,-41.975110300734435,D,27.858113422756976,D,B,1
Other,A,E,-88.5449955282463,B,54.83452872444799,C,A,0
China,C,C,-57.61034422231849,E,35.546373933245505,E,B,0
Mexico,B,E,6.726999238722284,D,17.118156308935735,D,C,0
India,C,E,-40.13812614678854,E,3.198772608768591,D,E,0
Germany,B,D,-117.63607489033541,E,-76.53467594224136,A,E,0
Other,B,D,66.54288787617043,C,-63.83459519094343,D,E,0
China,E,E,154.7572791471309,E,-70.45287654091997,A,D,1
China,D,B,60.7444299997937,E,-131.75875261809057,D,B,1
India,C,B,-35.97450403781251,B,-32.859592697482796,E,E,1
China,C,E,191.02427501468483,B,150.0592948164846,D,A,0
Brazil,C,E,51.932617205609766,C,-79.00708978767803,C,C,1
Brazil,E,B,-125.06818191086917,D,90.85518466087213,E,B,1
Brazil,C,D,-111.3460283979636,C,-82.66987584008876,B,D,0
UK,D,D,126.62316932047133,B,-129.78567997207324,B,C,1
India,B,B,127.23271385516513,B,152.56595045372566,C,A,1
China,C,B,-82.50999261577093,C,64.25370710335552,E,D,1
Other,B,B,-0.7618280070965042,B,54.35088140203401,C,A,0
India,B,D,216.76317437461674,C,23.739120963110143,D,D,0
Mexico,D,D,152.40797638101705,B,-138.3788980234668,D,E,0
Brazil,C,E,-94.56166104494369,D,38.84826551877531,A,E,1
Germany,E,B,5.693234186245667,A,26.999440962015164,C,C,0
UK,B,B,183.21084547121836,C,86.65336700792375,C,D,1
India,D,C,-141.4520235522103,C,27.384762207554548,B,A,1
India,A,C,10.557144233161178,C,-229.40240448737396,A,A,0
Brazil,B,E,31.725883859889333,B,128.46571386885225,C,E,1
Mexico,A,E,-173.85488656205231,E,-24.70412654151182,D,C,0
Other,B,C,-8.480919266226685,D,36.60316971463112,B,E,1
India,A,E,-67.46422484225444,C,-110.59338536218095,E,D,1
India,A,B,-47.3649349201654,A,181.41170571675335,C,E,1
Germany,E,C,310.4975649293568,D,93.97180933002343,B,B,0
UK,B,D,-33.7259747612286,D,118.94321675086863,E,C,1
Brazil,A,C,98.03062368081382,C,133.34908977137988,D,A,1
Other,C,C,-27.586453038615893,E,-37.493627013512494,C,E,1
UK,D,B,79.86224548700802,A,84.62719017256781,C,B,0
Brazil,D,B,21.348196147451077,E,-56.777878786684774,A,E,1
Brazil,C,C,59.921393236097806,D,152.83353696954413,E,E,0
US,C,E,114.60565704215466,C,153.0108990184918,A,D,1
US,A,B,-81.78965330001068,A,-15.659195452337398,A,A,0
US,B,C,161.97077673732733,E,-140.10858972759758,C,E,1
US,A,E,29.45686743849698,B,-162.27239069156428,A,D,1
Other,C,D,-60.09721529255708,C,-182.48975821273729,D,C,0
US,B,B,3.8203357347684492,A,-148.1314127381341,B,D,1
Germany,A,E,-34.1040711102155,D,-101.78018810782135,E,D,0
Other,C,B,-219.69462045526623,B,-50.710572717161384,A,D,1
Mexico,D,A,15.370501902105238,A,-35.881707416147535,D,E,0
Other,D,E,130.55538196925133,D,-16.01339439207051,B,B,0
Germany,B,D,-61.44523818228854,A,-221.05875113429056,A,D,1
China,B,A,-117.00056697869417,C,160.67741603968088,D,A,0
Mexico,E,B,10.5484127426774,D,-22.81987144461045,A,A,1
Mexico,D,C,67.07148517328136,A,106.30494669868484,B,D,1
UK,A,C,-138.3345540928124,B,4.45689205626283,C,C,0
China,A,D,-76.78436256051823,D,-26.15312989733798,C,B,1
Germany,A,E,-20.471869312379468,C,22.905330089611628,E,A,1
UK,D,B,101.71781344219364,C,169.34994600112805,C,B,1
UK,D,C,161.82565853419982,B,-107.31010571096668,C,B,1
Germany,B,C,53.65724176668964,D,84.32577687074303,D,B,1
UK,D,B,46.96139669368222,D,30.06036936746253,A,C,1
US,D,A,-121.03741139198443,D,-128.8449551157059,C,A,1
UK,D,A,22.343362418852692,D,131.49050193494244,B,B,1
US,B,D,46.95249510698532,E,-18.671340314781464,E,A,0
Germany,A,C,95.4722067423956,A,86.89154321265148,C,B,0
UK,C,B,-113.41523207271725,C,-14.189023086277402,A,A,1
Brazil,B,B,48.105135566238424,D,59.90480674884914,E,E,0
Other,E,D,81.84935163095658,C,13.865715454318245,E,A,1
Mexico,D,E,-179.78575458816778,B,-69.38897183696639,A,C,0
India,A,A,128.93759089211662,B,35.52496251712903,A,E,1
Other,E,C,93.34767899104789,D,62.83515793338365,E,E,0
Brazil,A,D,-110.46857325164596,B,142.284726138369,E,E,0
UK,B,E,-29.171848877656636,B,-24.394081236262167,E,B,1
Other,E,C,-67.95323218901488,B,-20.410581557300407,C,D,1
Germany,E,A,177.60175728224493,E,-106.9705420830162,D,E,0
Other,A,C,68.95789689289253,B,12.412568157860347,A,E,1
Brazil,B,E,-20.922255649187274,D,-97.30712465238992,D,E,1
UK,D,E,15.331689989444836,A,-16.7960761126632,B,E,1
Mexico,E,D,-0.1779292044897243,C,-51.507685478704666,E,A,0
Mexico,C,D,-41.46559281913611,A,-59.94724054933137,C,E,1
India,E,C,-27.55906463332125,C,54.65571203191543,A,B,0
Germany,C,E,-175.44543708894506,D,-163.30081421598953,B,D,0
US,A,A,102.8139710925482,E,-61.65444708530693,D,E,1
US,C,E,-66.98221667116204,D,88.42337395416958,B,A,0
Other,E,C,38.49422046514112,E,-9.077277538988747,C,B,1
UK,A,A,-64.3522929561404,E,-82.6883241805882,A,E,1
India,E,C,136.1308692291065,B,-55.13738794682727,D,B,0
Germany,A,E,-84.13994818624954,E,-84.54388713460149,E,E,0
China,B,A,124.4096271070036,D,35.12691716581054,B,C,1
Germany,C,B,-14.704114508128828,A,-156.13347333639766,D,D,0
US,A,E,105.0417939454871,A,-130.55949404059086,E,D,1
UK,D,C,22.454621853737542,C,134.24581742232334,C,E,0
India,E,C,50.414647446300854,D,-150.20286720809906,B,C,0
Germany,C,E,-4.171048261484614,D,-94.96413615315377,B,D,0
Other,A,E,-73.22936941939625,D,-71.48902710324299,E,C,1
China,A,C,-53.670223097861104,E,37.78707812731187,E,C,1
US,C,C,79.13643709706689,C,91.4541076126356,D,D,1
UK,A,A,91.74557818893646,B,58.422145376848164,E,E,1
US,C,C,-119.50408383265608,C,-140.36256201323656,C,E,0
China,A,E,22.241493756560434,B,29.620020079651653,B,A,1
Germany,B,C,45.44719572992372,A,126.62678265327665,A,C,1
Other,A,E,15.245449084135917,A,-3.305872424431492,E,D,0
Mexico,E,B,42.16512007710585,C,27.19462254002658,C,E,1
Other,D,A,109.90948887901443,B,111.00874796798304,D,E,1
India,D,A,-167.63137669570057,A,22.788248621626213,A,B,1
Germany,B,E,84.40623657333963,E,-194.37808626375707,B,C,1
UK,A,D,-232.76536424152653,D,-35.747832358135526,A,E,1
Other,A,E,143.4537833892648,D,-18.24181907497239,A,E,1
Mexico,D,A,-10.621835646096187,E,127.50633194037174,A,B,1
Germany,B,C,55.16389788670504,A,-61.28682945650906,D,D,0
India,E,D,-66.01610223549412,B,7.149153726425688,C,B,1
Brazil,B,C,127.29741184936063,D,5.535324781553903,A,E,0
Brazil,C,D,16.2692230062558,D,48.20432716639675,E,E,0
China,E,C,-65.70503094963497,C,23.166785522171647,A,E,1
Mexico,A,D,-95.65517956815744,D,-25.712460654962204,D,C,0
Other,E,A,30.773161811218223,E,3.5783280694608957,A,A,0
China,D,A,66.73046878726555,A,-102.65391765291842,E,C,1
Other,E,D,-22.67135013947529,D,42.91109221353114,A,C,0
Other,A,B,-9.503104583087058,C,-52.166333454679034,A,D,0
Germany,C,C,-114.32534090404371,D,41.49997723839902,A,C,1
China,D,D,-174.70207651914183,D,2.240372498571982,A,E,1
Other,A,D,-17.016584120821786,D,76.99815357888372,D,E,0
China,D,D,-101.13527816607429,E,-106.09368546240985,A,C,0
China,C,E,-92.44187559415082,E,-109.6231142695085,A,D,0
China,E,B,72.07868476145266,E,58.680488880503546,C,B,1
China,B,B,164.3908114881434,D,85.36910261472661,A,B,0
Germany,A,B,-89.29184264645973,B,-92.67545509000527,E,A,0
Mexico,A,C,-5.027425301610953,E,16.82132962804791,D,C,0
India,D,D,-25.867421568187858,B,-44.64086481787602,D,C,1
UK,A,C,78.61783329898805,E,11.281425684079265,A,D,0
Mexico,E,D,-48.51352000645367,B,-32.29915767398985,E,A,1
China,E,C,-149.126415111759,A,-25.605314676762642,A,B,1
Other,E,C,69.86564515966411,A,95.69751630432336,E,B,0
Brazil,C,D,28.583149287875575,C,37.35622877951667,C,E,1
US,E,E,-36.07998289994428,E,-89.75531890211974,B,E,1
India,E,A,-171.05700752067546,B,-41.651700038458635,B,B,1
Germany,D,D,-56.614982673576144,B,-30.853637711545733,C,A,0
Other,D,A,-149.25454465138327,B,11.351540575841762,E,B,1
China,D,D,61.69123215465589,B,137.94417253895742,B,D,1
India,C,B,-51.90424838114961,C,2.081821976739936,E,B,0
Mexico,D,A,-39.21916872129034,D,57.07937962218467,C,A,1
Mexico,A,A,35.382481971769884,D,-96.1748575315099,D,E,0
Brazil,D,B,-23.18697549542034,A,44.23624918973243,A,D,0
Mexico,D,B,-197.21188475777245,B,-137.06071319660245,A,B,0
Mexico,A,E,74.10482685182235,B,28.524751293435386,C,D,0
Brazil,C,A,128.06432017729205,B,181.1327773957289,B,B,1
US,B,B,-112.52607602075955,B,-73.96477506699235,C,E,0
US,B,A,82.96268934128017,D,-52.08077026796979,A,A,1
Mexico,C,E,207.27850336777794,C,-26.624949712027508,A,E,1
China,C,B,41.86061176536999,D,-70.80750154837797,A,D,1
China,B,C,48.64092274393025,C,-80.29753781531544,D,D,1
China,D,A,-139.48389381090962,D,111.8506067788033,D,A,1
Germany,C,D,8.222923109007612,B,-31.267628173570355,C,C,1
Germany,C,E,-22.361393757225727,C,-76.7635731770637,B,C,1
Germany,C,C,1.385512083044727,E,-109.2718418391041,D,C,1
India,D,C,90.29883222806066,A,-57.69765279486057,B,A,1
Germany,D,A,-6.278457472818334,D,-146.32596118466017,E,D,1
US,E,A,-53.18583408171921,B,0.9233147892377225,C,E,1
Other,C,B,57.728158480034274,D,-43.25503575139512,E,E,1
Brazil,E,A,-155.77065392017272,C,130.0214504879692,C,E,0
US,C,E,-49.562904431717584,B,-57.412987859619456,D,E,0
Mexico,E,D,-142.40612286538635,E,42.747381883705806,C,E,0
Mexico,E,C,-109.53207139202242,D,-50.92772544745374,B,C,1
Mexico,A,E,-42.525270476649254,A,54.659128894653385,E,E,1
Other,A,C,48.70730681137394,D,-148.57850138516363,D,E,1
UK,B,C,180.08254176086558,C,-175.48327357360378,C,B,1
Other,B,B,234.15766811843613,C,2.0538844380053303,D,B,1
India,B,C,-55.332478135697116,B,111.64842568959585,A,B,1
China,D,E,-141.6322838021129,A,-70.88223724869309,C,D,1
Germany,D,E,-138.1742746955067,E,-43.42583511080587,E,E,0
Mexico,A,E,-66.82147354238694,E,27.295165689657026,C,D,1
Germany,C,D,-70.69734388509283,D,-151.70944865237067,C,C,0
US,A,D,136.7359063505053,D,-83.12663995085899,E,E,0
Other,C,B,79.3832513048831,A,38.603114850929835,B,D,0
UK,C,E,56.54769327669465,B,100.56298818277783,B,E,0
Other,A,E,-107.33121612418314,A,-199.46938091859616,D,B,0
Mexico,E,A,101.4136937920505,A,100.4618290148318,C,A,1
Mexico,E,C,-9.919594878698573,C,98.63961233825465,B,C,0
Germany,A,D,-168.9333649958735,B,152.57021116359516,C,A,0
Mexico,D,B,163.19112235663476,C,187.0492779588756,C,D,1
Germany,B,B,-93.63226911160871,C,-22.053720090123367,D,C,0
China,A,C,-112.31725123205601,A,-145.64990846375164,E,D,0
Brazil,A,C,15.413355858814167,D,128.28036682843575,C,D,0
India,B,A,-63.554316096691174,A,-44.186464296520505,B,E,0
Mexico,C,B,192.9996223329582,A,70.72347971110732,B,C,1
UK,C,A,-189.57144340783216,D,-19.238225442198328,B,E,0
China,C,C,-24.81379930407513,E,115.76527503118011,C,C,1
Germany,C,A,-37.32769673597477,E,18.144202509161612,B,A,1
Germany,A,D,-38.57518062276139,D,230.34702698349517,C,B,1
Other,D,C,107.32938870708865,A,-83.80800324162931,B,D,1
China,E,B,-74.55241732395267,C,7.844089126260685,C,A,1
Mexico,E,E,65.49881600039777,D,92.01406914482997,C,A,0
China,E,E,-74.25448995986277,D,-20.605056783577854,C,E,0
Germany,E,A,-70.51237269824215,E,2.697115180409504,C,E,1
China,E,E,5.672071656347643,B,-27.409996169480692,B,E,1
India,D,E,60.426804615650994,B,94.73909510114007,D,D,1
UK,B,E,15.832811406624705,D,135.25020356282548,D,D,0
Brazil,D,B,26.890384405745998,B,24.086151738696408,B,C,1
