age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
65+,D,13.75531971016954,37.00999345974654,-122.62217933673666,2.6432319019446404,-51.75654908010431,D,B,-5.130369937271808,D,A,D,E,E,1
51-65,C,42.84681521472311,195.34007980649056,12.628386194447714,100.24168635595719,78.67478905644425,C,C,73.11341851497482,B,E,D,E,B,0
36-50,E,87.32867759551003,128.10524998571933,-247.60301334614522,54.54688729448064,86.19811973320984,E,E,126.0654100806543,B,C,B,B,C,1
26-35,A,65.55825075092679,-187.68118288370093,-17.283948655929375,-17.27480488389642,89.98468366499046,D,D,35.01335075934747,E,A,A,A,D,0
51-65,A,-112.38627734326259,99.62861084409809,-114.05162225462367,157.58572953721276,41.52698118748662,E,B,205.85534943574862,B,E,E,C,A,1
18-25,C,-155.63839745405645,-57.305683723041454,-135.53266802043018,-57.225619168437994,-124.4704141844953,B,E,43.20524229160378,C,B,B,C,B,0
65+,B,117.68723986301598,58.56840956054761,103.74616419214908,-32.895831972836795,63.94313159305314,E,D,-82.10126869844706,D,C,C,D,C,0
18-25,B,-13.662523574840653,-28.221463630825145,-148.7534128846876,16.093538024241187,-116.63495878559809,C,B,157.38586812848501,E,D,C,C,D,0
65+,B,101.99073197103947,-141.14918680860845,-0.020963638168484997,-72.22257859024566,-140.95982719316186,C,A,65.73686920425342,B,B,E,C,E,1
18-25,C,114.94247498047065,222.65402321872267,101.66219219486308,162.45761402844096,-19.504792559853946,D,C,45.94627460030699,C,C,D,E,C,1
36-50,E,9.914579551570457,11.214982840706911,-127.08563524653762,171.59706964655155,70.54887989206203,A,B,-31.805256692806484,A,A,E,E,E,1
51-65,C,-156.89713742052024,-45.701232454071885,58.40162748369748,245.2112250423224,-185.8999167242275,B,C,34.52443848058541,A,A,A,B,B,0
18-25,D,-10.23837654500997,66.8717754669611,-49.34180744213904,53.417965461118136,29.864218297618557,D,E,-150.1553820229461,D,E,C,A,B,0
26-35,E,-150.96321893843984,-260.5428928376878,288.26661649257204,-74.98883177932869,-16.28943127254197,C,D,-81.95039934890967,B,A,C,E,E,1
51-65,D,202.75273531069837,-5.425359704213574,105.29918338849794,-83.94952275203707,-7.601888999077546,C,B,170.5673103826871,D,B,B,B,D,0
36-50,A,47.86735517465285,65.69985675055209,19.326502862932827,-76.39652535363626,33.42001234858641,E,A,46.52533393893283,C,D,C,B,A,1
36-50,E,-45.35409018727303,123.76504140620163,127.38123324248957,-45.059455506671995,-163.66695611509846,D,D,6.938937533587203,D,C,E,E,D,1
26-35,A,-66.1218882238385,7.278110853778498,-9.5787273721963,-147.7254058614123,16.106789531165646,A,C,-79.19120551752479,D,A,E,C,A,0
36-50,E,-70.30525337499672,19.10578334863259,53.591511059267226,-13.97256859627039,-32.51395655657474,C,D,-32.52069603410826,C,A,C,A,D,1
26-35,D,-231.89780283372247,-51.32372782966018,65.54737093692428,29.506867948427164,49.490262014059574,D,E,95.04271742852649,C,B,D,D,E,1
36-50,B,-37.640565810180085,50.118820959416844,-2.891027082782154,-51.86716554903956,-80.58846765554605,B,E,177.00354607813492,E,E,B,B,C,1
51-65,E,-135.20516018086806,98.44531461791554,52.19485825414112,117.29934882015523,63.98187660397922,B,A,28.92676042063756,E,E,A,B,D,0
36-50,C,-42.16314666548405,-76.3529883992137,-48.0509812090813,-171.2904891768915,114.03830622429696,E,E,-48.67638915465669,C,D,B,E,C,1
51-65,C,-31.177535829803688,73.99420896101535,26.732738658862914,50.42524530033913,-30.348263983261788,D,E,32.43727450250562,A,B,B,D,B,1
65+,A,-99.1203950705894,-17.949618254220166,-40.160838957634304,-86.30255446532442,-11.352565624279915,E,C,17.58539356190731,E,E,D,C,D,0
36-50,E,51.981909995406625,-42.95015959523473,-98.16488562249971,-131.13110116718315,-182.2613633349369,D,E,76.11469685189472,A,E,A,B,D,0
26-35,A,45.84372795084076,-31.867301114038384,24.00553898089239,-78.70784812984304,-123.88930089468646,D,D,-101.18454780230283,C,B,B,A,C,0
36-50,B,-51.039709904304345,-95.36068245734315,-152.5363041698146,-68.82108711116746,85.24161253150116,E,A,87.97639319442389,C,C,B,B,A,1
51-65,A,-15.88104482150778,48.88306374861079,-88.45861530495831,149.5690040106133,0.387741017571336,E,A,-67.37733242756741,E,E,D,A,D,1
51-65,B,101.17613317616754,-4.647428496376267,110.09444985719642,19.946587447604124,33.99118366175997,E,E,190.9660799458414,C,A,D,C,D,1
51-65,B,71.2118386353018,148.8676992760282,127.19111908226365,-205.24502199042988,104.27398116878544,B,D,43.49516892944757,E,A,E,C,B,1
51-65,C,-9.372015727816045,105.26595854805186,48.45184776474558,-26.489166425257842,-25.183839659526313,D,D,-62.873869661504,C,D,E,A,A,1
36-50,E,-2.867116780070752,110.91057761856722,-2.789813310615819,112.10948401172563,79.97953741665536,B,D,-109.29680165848052,E,E,C,C,E,0
18-25,D,79.93148586026156,24.38397089897242,61.38248779997612,45.325635708257295,-6.569248924623603,B,D,-112.93670585240932,B,B,B,D,B,0
36-50,A,1.786645488313118,190.34338248623885,273.7066411019893,-82.47207746531234,45.677767952150624,E,B,-193.98147180077353,C,B,C,D,C,1
18-25,C,221.33681515265863,2.4254397090417523,174.38094167502746,7.185074720369984,-2.7145176804907316,B,E,0.8976597639972566,C,A,C,E,C,1
26-35,A,25.797754133950384,7.38776557717169,-195.01408348760668,-94.59860779432258,-46.51936157649796,E,A,91.2952607550532,A,E,E,B,A,1
18-25,A,342.2159626095902,26.143150549802456,24.10883533633793,22.202627196592157,-69.22551454112474,A,D,66.03998281904398,E,C,E,C,A,0
65+,A,11.621250218922999,113.4029612775335,-90.81985023461974,-157.04701704418991,-75.97013383890956,B,B,-222.58857008872067,E,A,D,E,D,1
51-65,D,52.391876493711486,-87.6623795317767,-93.61129674259722,-154.04156020119885,25.907345467296427,B,C,-22.43461081098333,A,E,D,A,D,1
18-25,C,1.2459554546843195,257.60454557976965,48.174974610652185,44.23769074377974,37.12900074920664,A,B,-60.733651297146665,D,D,E,E,A,0
26-35,C,-97.35653376436882,-13.311089619453098,2.9707123435379734,46.191205226986646,153.80619264044847,D,B,109.55940611609263,B,B,E,E,B,1
65+,A,-170.36337827850824,-77.46460370682317,63.02026200922786,-34.08632576317241,22.720665257791374,C,C,88.44857313173704,B,E,A,A,A,0
51-65,E,186.76996070054196,-4.3132847440812165,50.077128613957214,-26.87822189609252,25.53148523062697,D,E,28.12692680416854,A,E,B,D,A,1
65+,D,29.632693743539424,-35.4803020721695,19.316151824857904,-89.50862213480288,-185.18857554703786,A,A,16.787325616150802,E,E,B,C,E,1
65+,D,47.368890293350475,-158.32971106930518,47.603361202665624,-152.72801621970927,-30.62967448776228,C,A,-53.0781702510666,C,E,B,E,B,0
26-35,D,4.239181152848075,-39.053097675711,84.3534151296087,-53.71325767291464,-172.89779578696073,E,B,-115.46431501489349,B,D,E,B,D,0
36-50,E,-77.40247199213847,-2.9075241947900285,104.41154567119226,-74.97075514946918,-37.392782485084005,C,A,51.508819727847865,E,D,A,D,C,1
51-65,D,56.05083263831803,-47.901010362227346,-43.75573201192187,-0.24889999181699793,-61.89282263224194,E,A,59.72265666005233,B,D,A,C,A,0
51-65,D,-125.97844620885397,95.40975060574654,-4.4614436097463885,55.14943465038306,169.65730601133134,B,A,-109.11568138675901,B,C,C,B,A,1
18-25,A,4.905290819327219,-117.74107005069543,85.43392348973448,-142.4641086252403,-3.220816228828104,A,B,89.17398925754654,C,E,E,D,A,1
26-35,C,2.349833200177575,-41.55395992567998,31.452429854647974,30.234660882855678,10.954861467147134,E,B,-96.89788212099435,B,B,C,E,A,1
36-50,A,-115.94924404924983,24.913946892120187,70.79309139206673,-11.378640155343824,35.61542008481082,C,E,-113.44271238254935,E,C,C,C,E,1
26-35,B,22.223605939055226,7.743627478655088,54.00411561509514,-52.84236802353621,68.25325947529883,E,E,88.74692652249503,A,D,C,C,B,0
26-35,D,153.80839354653372,150.6763247086986,-62.54323070757305,-89.57655380666203,-1.9530324311609055,A,D,-7.456268549184253,D,D,D,E,A,0
65+,D,-220.3663588396236,26.48351272745663,-205.85652581290628,-36.66985578855635,0.26609516416898327,D,A,24.611662830638554,A,A,B,E,D,0
65+,D,24.146861804614343,-132.08961224317477,-126.10128625548991,124.02606964069543,-19.948401689959734,C,B,126.31344545401477,E,D,D,E,A,0
36-50,B,-170.6276637762481,171.31266358550312,187.02363143110304,-210.0536219411499,183.74543341811543,E,B,35.2113987971315,B,A,E,E,B,0
36-50,E,-90.61280325842309,-67.53288562191157,-8.507037538450318,10.883917315997452,195.54484921420448,E,D,25.343209235587327,D,D,B,E,C,1
26-35,D,-67.8880889790767,174.86583278234087,-22.19241647368168,-57.7757377085145,-152.2009578234514,E,B,140.7048171358947,A,A,E,A,C,1
26-35,E,12.488031691110121,-88.2589463608907,73.85461315297258,122.02289824847871,-209.09719511082153,D,A,-127.88535130669412,D,D,B,D,D,0
18-25,C,234.39914436976227,62.72624502748919,20.81997719065415,8.758184202059462,67.30069638220701,A,C,53.60267380890341,B,D,C,A,A,0
18-25,D,14.728712268777716,-12.918105434935887,2.3211563745470416,-188.3527822337908,-3.3420889434500953,D,E,-106.20387662495803,C,A,D,A,E,0
51-65,D,27.709212886398515,-180.6788983771836,-117.95059804920622,-11.304198711601204,-22.882238625431413,C,C,64.00468882282064,A,D,B,B,A,1
51-65,B,49.5527689713818,0.69685331271138,39.38506319071108,-258.42538348582934,5.48998789087388,A,D,57.61227759942228,B,C,E,B,D,1
36-50,B,21.34954703470163,0.9173138556132089,-225.50830317862486,105.88178364742471,169.14180234680842,E,E,-67.95366151070365,E,C,E,B,E,0
65+,B,-33.88413519535657,170.31692756252295,41.29574456743864,18.12126072329235,45.80828250591112,E,B,-38.03046892892219,A,C,B,D,C,0
51-65,A,43.88386887477782,-106.46819276755231,62.69468097417605,-28.167054980880913,-136.82088890188123,C,A,24.929837867775234,E,D,B,A,A,1
36-50,D,52.22573517996205,-41.030065838463514,15.684300523564657,23.80218979086429,93.49026658132077,A,B,-110.8555857489526,A,E,E,C,E,1
65+,C,-70.33268383274726,127.96282550516867,134.06180716809507,11.34413999056132,35.70495957317631,E,A,140.37607100906442,A,D,D,B,A,0
65+,D,51.873106942158984,-121.79806266685449,-108.50315574484945,51.0525234865764,56.043145389461216,C,A,60.088440278794195,C,E,B,C,B,1
26-35,D,120.59324471031812,54.05407101571108,117.73178638083938,215.2614159775154,15.618585205996693,E,B,-30.888124769092062,B,E,E,B,C,0
65+,D,-152.01784836407012,45.76327530125066,-8.096984925632539,-108.42647458267247,28.974137468807328,C,C,-89.02317247065564,D,C,A,C,E,0
18-25,D,-20.4620712825212,-145.51468720922918,-116.26241145000309,102.65501424544235,169.5994018001765,A,A,36.75092254454928,B,A,E,D,A,1
18-25,C,-63.181383392002225,-272.1430291261354,103.80935159856226,66.6908683986559,127.30308399889248,A,A,45.81435444919909,E,E,A,A,D,0
18-25,B,11.177783259753468,-107.62302222750495,-7.070359937738675,-121.94244173393867,-40.10924337654013,E,D,-18.0426441839582,E,A,E,A,B,1
26-35,C,106.27826287522504,53.80732373428373,8.026331387766065,-26.08923869783069,46.38496649806379,E,D,58.12870517187714,B,D,A,C,B,0
36-50,C,-131.57738432776003,-142.15691427213122,22.24173709055151,-113.9441594447205,78.48196721059784,D,B,44.52445162044925,A,B,D,A,A,1
26-35,A,-102.3815551635839,75.24507315303208,22.48204010591389,132.88497650024274,-29.6047060410812,E,C,9.913441319520974,E,A,D,C,A,1
36-50,B,-21.532246416592006,52.89336067673091,245.20643288539284,11.358092604655697,8.755081683250168,A,D,4.378350499140718,C,A,E,D,D,0
65+,D,-144.29965499755923,13.886620737812406,54.823003520060794,-7.340997139067474,-68.46953832100533,D,C,121.48441894315076,B,C,C,B,C,0
51-65,C,-54.52062506885371,-153.8993892736285,-135.64036427229667,115.35394835893764,8.85810911454878,D,C,-91.67734291184142,D,D,D,B,A,0
65+,E,-23.314501918469173,25.590499750668634,-35.026520887878945,-104.2581214598104,-86.11460977740317,A,E,75.47750668799983,B,E,D,E,D,0
26-35,D,90.32613954636412,-10.376838556565922,-51.51068095357929,20.952640314873825,57.91315599218858,E,A,-54.75826257958416,A,A,E,B,B,1
18-25,A,115.53867418608161,-107.78192341002897,-95.38533592969549,-131.3124836286977,76.52436341576397,A,B,77.60864535857705,B,A,E,D,D,0
18-25,E,85.71152960159094,3.638425787148335,47.79799100411734,-21.19164793040358,157.48797967180715,D,E,21.602926862922025,C,C,C,E,A,0
36-50,B,-143.8058287380086,34.48528932253998,-11.720734800081981,-18.55830108911011,56.10120574971737,C,D,139.7382578567188,B,B,D,B,C,0
26-35,B,-178.49614854127321,-7.876645241383756,-0.8728286641047472,56.43314893610296,15.472115932083788,D,C,-68.92156813402805,C,C,C,B,E,0
18-25,B,17.357191498408127,-57.97828566920877,-139.04656626413828,-88.80088585045533,60.74229577910996,E,C,-3.591948932311488,B,E,E,A,B,0
18-25,D,-69.31845047919708,34.30242082429108,29.08174169652456,-101.60870624855127,40.511093160740536,C,B,83.14760239963871,A,A,C,E,B,1
51-65,C,124.02857764844133,-46.063256957623636,181.41695494736823,-40.628635909513875,-29.65173225489905,E,C,11.96147105885641,C,B,E,E,D,1
36-50,D,-148.8295142264813,-89.5967222920199,-20.59230202876844,17.301329762907503,1.951123598971741,C,E,-168.05416808783943,E,E,D,C,B,1
65+,A,73.38071641177764,-32.070237279226475,-12.917757994082008,-143.06048720055384,-0.719513114825139,D,A,57.46233376901435,A,D,A,A,D,0
51-65,D,-43.60438722094304,125.87906379287472,-84.59972957305102,-6.2672956080659485,11.04852405677889,C,D,68.81535941515884,D,D,D,B,C,1
36-50,B,-144.13600285427611,149.8765980099339,10.750065991621168,-69.97226056185666,-129.22727008830034,D,E,-46.56291012763472,E,B,B,C,E,0
36-50,D,-52.78063892456688,-38.76860588073237,128.73529959813567,188.79740266207193,21.82060917911738,E,B,122.45195508242254,D,E,D,A,B,1
18-25,D,143.99772806912358,-83.25155739120413,-73.80586746819554,-56.4822070884467,-24.723347995998036,D,E,-59.51444397275677,A,E,B,B,B,1
51-65,B,-26.188221590880474,67.5467712257215,20.81504874265946,90.27538268749524,91.55974651895012,E,E,-68.30626512488256,D,D,D,D,E,1
51-65,A,-126.90271459109074,40.205728221124126,38.14274982633124,-62.44869494390455,70.86870748660631,D,E,83.0162306740814,B,A,E,E,E,0
26-35,E,39.54801675037037,-95.70652775895681,-208.9914668571436,36.30390672953714,137.18794950555213,A,E,-10.999586410256013,B,A,A,A,B,1
18-25,C,263.1963315474683,104.26736647553176,-48.65680716220245,23.997672281062737,92.57817952783323,E,E,-11.398396570019703,B,C,E,B,C,1
18-25,C,-13.451651090909225,-84.58408287047374,-16.414914745323024,21.40265022939248,-104.88338053867527,C,B,-108.46341162744444,D,E,C,A,B,0
36-50,B,-43.94286659327271,174.32362285202905,69.74915324862,-88.63483898633855,-87.68680008899537,C,B,-31.929510798360266,A,C,B,C,C,1
51-65,A,-216.4107481553652,14.45401862348593,-67.48705873182112,209.086544528279,-121.14539676450458,B,C,54.22536313879388,C,E,C,C,A,1
65+,E,-26.941837864951374,-41.00578627548116,-67.50499856822107,-126.84633938341578,-100.66506811710723,C,A,128.0568435119637,D,D,A,A,D,0
26-35,C,18.14514495092931,-100.93741269274554,-19.158392391555427,-81.04898469156582,-46.3940111702419,E,B,85.8874730870982,C,C,D,C,E,1
51-65,E,-65.85399750358464,21.59536745345754,-19.6355978249072,50.23433231589989,-59.27279708634521,A,E,71.06160314137273,A,A,D,D,A,0
36-50,C,-33.785458101666975,101.15044548352824,67.42820023334744,37.17663762566797,54.71849292708717,C,B,9.181315535393578,C,B,C,A,D,1
36-50,A,-44.069879789888766,-225.32162917470805,172.53604063384904,150.89172666706673,21.825410935069264,A,E,-100.57491448318518,D,D,B,C,D,0
51-65,D,-177.63439704021295,-26.58736707337087,84.98830944542769,16.935167351079166,59.651204036991764,C,E,-135.70629589332853,C,A,C,B,A,0
18-25,A,0.6520048606067548,-51.83884027326269,-34.25923937823719,-234.108241584744,-66.2036649368438,C,B,1.7518099206736364,C,A,E,D,D,0
65+,C,-2.507793812960495,145.3888966603914,-25.905118136055492,57.31373094818159,-80.46462541650487,D,D,11.652261100107268,E,E,A,B,E,0
51-65,B,25.772636962148383,124.84190840831562,81.23282660742437,-22.32965969658068,-29.27595048667662,D,D,126.3721006027359,B,A,C,C,A,1
18-25,B,-51.558325401583836,9.864697811705419,-34.7995031468216,124.11513416614088,50.11620568749786,A,B,181.39556975913885,A,A,B,A,C,0
36-50,B,179.97488317737566,-0.17853338874901656,83.92470805113311,-45.54091936384167,-107.83404250742863,E,E,46.691595014256784,B,B,C,E,D,0
51-65,D,86.20573323870533,41.4156106958267,-186.86610043590224,182.07501137344266,-63.89946866043682,E,C,-209.57416786342606,A,C,E,A,D,1
51-65,B,-228.0053541380489,-0.1565423119738158,30.459507384283686,-10.424792093638517,30.11840635846168,D,A,0.09531853538533325,D,C,D,D,A,1
36-50,A,43.40158859564624,104.03826512464418,-26.60820804567069,133.72104102430097,-58.4658240729808,D,A,40.26801621735635,C,D,D,C,D,1
51-65,E,-8.247944530520526,167.67992899562137,32.837960902991654,-156.1409307568561,-0.4858622073161586,E,A,-117.06024246775672,D,C,A,E,C,1
65+,E,-51.56725214079847,180.71897547249085,-77.47610290453937,138.10432299814786,-31.662061061270702,C,E,173.78135492956093,D,B,D,E,A,0
65+,B,-62.839387350385834,48.8721217082068,191.7457306441512,107.12810400400217,270.80333644081264,B,E,161.8915757358307,E,D,D,A,A,0
51-65,A,-51.686051548951994,73.6049119908712,150.6843637043185,29.842217658861408,28.44326621656347,A,D,-71.17563574140215,C,A,C,C,A,1
65+,E,12.878820027397019,59.63506375462264,-9.307798456612296,22.88138178362904,-13.421873462330833,E,B,86.66501700620971,D,C,E,D,D,1
36-50,B,104.88883550272749,71.73747222865666,-6.014081817395199,16.49704287478737,70.73915176109476,B,E,84.60615389261874,B,C,A,E,A,0
65+,B,-82.15242229903859,58.23212519596817,-239.94938684377024,176.13079753459263,90.07396458092394,B,A,-46.32419216147019,D,A,B,E,A,0
18-25,A,73.48418423096645,51.53676580704168,-145.0167202426943,-204.02647262896733,-55.27012122528651,C,E,-64.23888043579868,C,E,C,D,A,0
18-25,E,-66.30829640327819,-59.30887124798158,-0.4506686030623864,156.1692906762653,-157.39032676059284,A,B,-15.56249300900193,D,C,A,C,A,1
36-50,E,-88.13691610331946,-28.2833596647906,-139.77247689576407,124.17255337182971,134.02756156944358,E,E,53.45729045670423,E,B,C,B,B,0
18-25,A,-81.21105965321146,11.860597559502335,-173.57010027740637,-38.23565186033463,56.551042478453574,C,C,107.30563782289092,E,E,D,B,B,1
26-35,C,43.84870523713355,-204.6017229674408,20.95146859745229,-129.09263486855508,5.579825800112547,B,D,-226.019846186489,B,D,B,C,C,1
51-65,B,11.448371945861608,-78.91797509109992,26.74714983089163,-80.88370374066646,6.345488388056779,C,D,34.41409201309506,A,D,D,E,C,0
26-35,D,-51.606995792913445,120.88524010962698,95.05980475649514,-46.750496579763606,90.08455181017388,A,A,110.84026396756168,B,A,C,B,A,0
65+,D,-107.42298699390788,10.926053134385661,179.45434689193618,105.91971803543959,85.76819016628112,A,D,52.00061848402196,B,D,C,C,D,1
18-25,B,3.1599979146769255,80.08785877735161,-9.903046149880954,128.06076705238328,152.41877394685548,C,A,100.8302714195027,D,E,B,E,E,0
65+,A,6.253127306160196,5.050473250120369,137.3922253562754,20.654706765972936,40.748472547518546,A,A,6.7022357628053655,C,C,A,C,E,0
26-35,C,-114.22938525058592,169.52962417818395,-96.01918325511804,-3.229422764467919,20.879958607104392,D,E,-61.89122766206322,B,E,B,C,D,0
26-35,C,-140.56355857024107,-204.4205182863883,-196.09217680166057,0.9992365624763463,87.624564630242,B,B,-125.83184953807509,C,D,A,A,B,1
51-65,B,65.89775736429301,134.56732511418355,3.676852716581687,-26.205270508366308,94.63175029182825,A,B,-8.365290126733575,D,E,B,E,B,0
18-25,E,34.475253802177136,33.28407460901015,-13.002200085953646,-113.70866247123048,-188.88130659790968,D,D,-77.83227298726683,E,C,E,D,A,1
65+,D,-142.54542857316045,92.11098574074359,74.03260763335288,-338.4639438331402,-69.97455378452774,D,B,-179.395579594934,D,C,B,B,D,1
18-25,C,-43.30750593396387,-56.45168571281586,136.66848962480455,67.00428274510088,-102.2822978814159,E,C,-129.56980625214777,C,E,B,C,B,1
26-35,A,-101.73293607398193,-55.618058175893545,-42.07391209997647,152.2403145303716,-72.80234385830614,D,E,143.31638409539326,B,C,C,E,D,0
18-25,A,-70.95829910232956,-60.395149756186825,83.85992644543481,5.902502037322384,-192.16644613881925,C,C,-5.719660071681846,C,D,C,A,E,0
36-50,B,-55.61231509393979,119.68761287176417,25.05245407629876,82.05140786253031,106.84538385616442,C,B,245.02784691485346,D,C,E,A,E,0
51-65,E,137.70068153269509,-111.64904205428687,-51.08313575932487,35.32582386086614,9.94112364083442,E,D,129.75536194738103,A,E,C,E,D,0
18-25,E,66.67480293269541,105.10101306338709,99.4486867278528,-53.1001428770957,182.440759794516,C,A,-16.238676019269473,A,D,B,E,D,0
18-25,A,1.3419368865606105,-111.09003956786174,-23.714283506064053,-53.85912294632794,151.37782706351507,E,A,189.9662635152791,D,E,E,B,C,1
51-65,A,119.08851716704898,7.649802845054639,32.880037116452684,-35.9393572389693,-91.13623184469927,B,B,226.08778999137687,D,B,E,A,E,1
65+,E,63.11846047625511,5.408979936800503,12.230689048848545,12.455397820925096,-7.963333160134724,C,E,109.98650502976209,C,E,B,D,B,1
26-35,E,142.77923169726435,-36.72001557246672,-12.854416959021487,-151.93805485686258,199.3738405716107,B,A,176.22537695797885,A,E,D,A,C,1
36-50,A,25.941435258327637,-150.47066110100127,-205.78943835455487,52.96273699847244,45.41934779643779,C,D,70.06335156682513,D,E,E,D,C,0
26-35,A,-82.45807933371078,52.98868805261808,-47.63554537602369,-104.55325552485975,-121.99729199352582,B,A,48.331188098128806,C,A,A,B,A,0
51-65,A,147.10982709645194,122.75175752105523,133.025281238952,-61.64495074541926,-83.31206976687105,D,C,116.93208773805262,D,B,B,A,A,0
26-35,A,-51.17182488245108,-176.3119422572184,-17.218628166784562,-1.846568236308072,28.521650199724824,D,D,-42.61308763906928,D,A,E,E,D,1
36-50,C,-64.58061388663104,0.8077661976832807,-5.987071844557952,-44.38074887961116,-26.099281280686785,E,D,123.2270734300815,B,B,D,A,D,1
36-50,C,-79.1055742435545,20.552462385653616,90.25647631574408,-77.25605015640093,86.2949022059772,B,B,-5.689523028018827,B,B,C,A,C,1
51-65,E,-0.16058392051119985,147.46971880446614,-1.3534772828837962,-33.605086524403454,37.8314095438213,D,A,-109.61148492481941,C,D,E,A,E,0
18-25,B,42.52233724226187,50.605758479970866,-154.97805969380525,30.231306634949394,92.63352759184767,D,A,195.15755550045603,B,C,D,D,A,0
18-25,B,-67.51748918286326,172.13450586265623,70.08336319671565,-30.876668606555068,-68.342682724466,E,C,-89.52275861143688,B,B,A,A,B,0
26-35,D,-29.89258353064672,-114.8400864817113,75.21898377521752,162.26226290974205,-271.8246778691008,E,E,123.27848055101924,B,D,E,E,D,0
18-25,A,-67.94940332881218,20.316530583390556,21.638205664133668,224.8910778638892,-167.1240478152972,A,E,-214.2733162288618,A,D,B,C,B,1
65+,A,5.502258334470573,144.83581609107645,-48.2231065515402,-17.581029660107276,-21.14318871985766,B,E,0.336425359397291,D,A,A,D,E,0
26-35,B,-17.081456661355247,10.964885039699983,27.952526666966378,-91.87780351131251,33.05180595338222,B,A,10.62927652504645,B,B,C,E,E,1
51-65,C,-88.39545282448644,-67.7057252173633,-146.61014117526997,2.995726697650916,1.3027520272704123,D,B,-158.57617487043944,D,D,D,A,C,0
51-65,C,71.66943452715209,-166.23305831941002,24.05835660106332,-1.133132052147866,-9.613539428485423,A,D,228.11968390706636,B,A,D,D,D,0
36-50,E,80.66753935382133,-17.41887270942957,-4.912750204798786,-9.336469825809276,-24.608743011241266,D,E,15.634894782644729,D,B,C,E,B,1
51-65,C,-55.34989025594519,92.08644345472801,111.66317499408218,-56.7148475030422,-55.17150268184303,C,A,0.843342747391964,E,B,A,E,A,0
51-65,D,-81.17389337390318,-23.99427404219144,55.87996207750694,-17.890349317260146,-110.14880209734035,C,D,42.48089006551072,D,D,E,C,C,1
51-65,E,43.7323557059896,45.624972494285224,-134.73154822803215,116.94703487630333,2.683034739688546,E,E,-104.50222274946728,B,D,D,C,B,1
26-35,E,-128.63674908421564,11.016230999012322,-100.16169560941645,60.6955672037309,-20.331449284848148,C,E,-42.71131688336362,A,B,B,E,A,1
65+,A,175.61694214157257,81.16703859228156,-49.56495832614935,40.87878536037988,-103.18302779072846,D,C,145.26482019075127,C,C,B,C,C,0
26-35,D,19.05515953108809,117.72541316121665,-84.51153290691796,-58.845912283038885,-24.816472451900317,C,E,-33.79876273733548,C,D,E,E,D,0
26-35,B,-88.4099465902734,85.99666812367673,-149.20630325692045,-81.03714058649581,1.775915141800985,D,A,56.6838534506524,A,B,D,D,D,1
36-50,A,-14.70296225050256,27.617578735316112,-64.85826242529814,135.46436076884459,-8.964167932493568,D,A,25.694660890417836,C,E,A,B,A,0
65+,E,-88.13322288306583,-72.80001880256931,39.03290811430382,110.75555333143781,53.52544723005973,E,D,5.370556373444549,D,B,C,A,E,0
26-35,D,-47.74651678678524,-19.65906680419697,-93.93263170236982,-105.12132665705167,-37.149421569914686,A,E,-93.39818352610244,D,A,E,D,B,1
36-50,C,-226.50656144867796,52.265353284468986,16.262855905847804,46.725431154614974,35.86387119728849,D,B,-37.57287531505062,E,D,B,B,D,0
51-65,C,-79.11496235617366,48.244356551595,-84.87900240082783,-79.0162229883666,-210.53352275643027,E,D,3.713710195126759,C,C,E,D,A,0
36-50,B,-154.81518315397574,-127.09689616049182,-13.028513527918212,-163.49242283466882,-31.62732226765918,A,D,-128.47759914938388,D,E,E,E,B,1
18-25,C,-101.12507200441885,18.375620916077185,-53.41994806261956,-12.16422814108753,-2.5968444179646384,D,E,-17.41680126661942,C,A,C,D,A,1
18-25,E,103.00502557549787,-22.07189116166527,86.73665390345626,96.36012085445645,-43.26625602119915,C,C,-227.49140706419547,A,C,B,D,C,0
18-25,C,-133.40774905756402,-43.31145996799496,157.26878050553276,174.82006592945655,-133.39351295249563,C,E,103.21165308948747,B,B,C,C,A,1
36-50,E,-119.44083545630326,128.22302997241312,-82.96787136063072,45.28853458677718,33.26741504876365,C,A,99.5372699702748,C,C,C,A,A,0
36-50,A,37.74487436490978,62.00731049961742,21.938790629388613,-3.525127360057824,41.970039877944416,D,B,-26.53053693522939,E,C,C,D,D,0
18-25,E,35.89015810927095,-28.55755032502393,-7.436382185855052,79.80597108019806,106.0086548124667,E,C,104.1986195939376,E,B,B,C,C,1
51-65,A,28.892358994404155,-38.57562712777364,124.79643393986994,75.91768725837582,-241.36211455548997,A,B,46.98471606090475,E,B,E,C,C,0
51-65,E,45.85433937136171,-92.11784475354456,34.65543583168899,-42.76652588756267,80.01481550364143,E,B,54.87832673416763,B,A,C,A,A,0
26-35,A,15.417149780320708,33.75536106215378,42.32076237519345,43.652325632393115,36.29569471575787,A,C,-103.93245279127336,A,E,A,E,D,1
26-35,D,75.24435034208469,-107.04729210595019,76.28722898161519,-113.45701680858107,-169.19286004750268,B,E,-18.152991450042503,D,C,A,B,C,0
36-50,C,12.833113614482528,100.75034018329299,-142.24630598279535,78.23148302185649,125.38686083853077,D,E,127.69879567204315,D,C,A,C,E,1
65+,C,17.16228111321759,-80.88910898557764,-102.77241520540888,31.043806877895562,-72.34541467235938,C,C,-69.41954455287772,D,E,A,C,C,0
