Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Muslim,A,A,D,E,D,E,187.79378102961914,-266.3580746585681,35.68065404364154,C,0
Other,E,B,B,A,E,B,-55.06224672852266,-42.67495834797316,30.319618710003933,A,0
Buddhist,A,E,D,D,C,B,152.08887232903322,-7.092955118043051,-100.58664699932018,B,1
Hindu,E,C,A,D,A,E,95.70137150788295,16.879087485825057,-149.0028006682437,C,0
Other,E,D,D,C,D,D,73.05577118773526,90.77109040815084,-41.87314873982208,C,1
Other,C,C,E,B,D,E,-165.3232961304839,67.83885885011556,-269.94204118267277,D,0
Christian,C,E,E,A,E,A,4.97100715380684,-37.62729205882259,-42.76168443607194,A,0
Hindu,C,A,E,B,E,B,94.3376482542141,159.8717658673775,-53.05676961889715,A,1
Muslim,C,D,B,E,C,B,39.09222738971438,-117.1113351549507,41.032785646373085,A,1
Christian,C,B,E,B,C,E,152.79866151109988,138.84943649064815,-29.544141486354945,D,1
Christian,B,A,C,E,A,C,-32.62779459567931,-37.56428926108059,-18.416453011839685,C,0
Buddhist,A,E,A,A,B,A,-175.95473785995233,138.67461290568318,-85.29835826985155,B,1
Buddhist,A,C,A,A,E,B,94.47790881772102,78.76564454611642,73.77879060922369,A,0
Buddhist,E,D,A,E,A,E,-137.41803046626436,134.0360177167787,-190.19234974677886,D,0
Hindu,D,E,E,B,E,C,-125.26514989360298,-33.886626990155136,53.91434213735731,E,1
None,A,C,D,A,D,C,6.918699676756155,67.52269324863367,134.22389796895112,A,1
Christian,E,E,C,E,A,D,92.28826584523307,54.58175885348876,-86.47150187038906,E,1
None,E,E,B,B,B,A,-7.521696562833756,35.177032342832746,128.22738987732697,D,1
Muslim,D,A,E,B,D,C,115.90634499266086,-76.20924428413917,-85.57668087015986,D,0
None,D,B,C,D,E,D,-221.2957139999435,127.46695522235787,-66.93547676425158,A,0
Hindu,B,B,C,E,D,A,67.36407675606354,92.43337324460215,-40.33381742505171,A,1
Buddhist,D,B,B,D,D,D,91.88521925175492,-19.691372373579462,-289.2358066921779,D,0
Jewish,D,E,E,C,A,D,-17.49622906881162,-210.36645212549683,130.82525131290618,A,1
Other,E,C,E,A,C,B,-148.30181862404513,22.504316260667608,-122.74094063414202,C,1
Other,A,B,A,B,B,A,25.67801938492385,-143.31917564601997,32.3370284889096,D,1
Christian,C,B,D,D,D,A,-74.8382637667053,-51.322804174103965,32.76390732657188,A,0
Muslim,E,B,A,D,D,E,95.32014959412903,-214.19783759163772,68.81230346302912,B,0
Christian,E,D,A,B,A,E,54.01404458014479,186.87820009589242,-7.40743661553014,D,0
Other,B,E,E,E,B,A,19.637634947107838,40.78479940069673,-54.76727417812699,D,0
Jewish,D,E,B,B,D,D,-22.304118040013474,-104.4223791464766,9.624546089425055,E,0
Buddhist,D,B,E,D,C,D,71.09247051185793,84.1367889364263,-202.17145410693686,E,0
Christian,B,A,B,D,B,D,-157.82131602989907,-44.1758083341415,-48.03529867620226,A,0
Hindu,D,D,A,B,D,A,-58.361780736338,-100.25921399473943,-121.22911580410738,C,0
Muslim,E,B,A,B,A,C,-11.889584063862118,22.024971149227028,-73.11127176607629,B,0
Buddhist,E,B,C,A,E,A,-48.760135996110094,-73.27189243008803,-138.33973469585843,B,1
Hindu,B,A,E,D,A,B,-41.06159371255295,208.66823205618505,52.21838421213534,C,0
Christian,D,A,B,D,C,B,76.70992152563845,-35.11262530092322,36.075253930541116,C,1
Jewish,D,B,E,C,E,B,-55.464440960058894,-56.92668238728879,162.94057505547005,C,1
Buddhist,B,D,B,A,C,A,93.95235417247868,-72.34932971575016,105.01720467638422,A,0
Buddhist,E,E,D,D,D,A,-5.520024721149793,-81.48496174343467,-94.57073388458427,A,1
None,D,E,A,C,B,C,202.9432977698356,-21.51342046554974,5.665232748960451,E,0
Other,D,C,B,E,E,B,-47.639269609348936,-41.287671192667666,-19.765123642925097,B,0
Hindu,C,C,A,D,E,D,-132.45975716582834,92.84353958819261,32.106028247584625,E,1
Hindu,C,A,D,D,E,C,27.661151440801746,128.59215458679313,-38.301683147764685,B,0
None,B,B,E,D,A,B,5.87042582308594,3.204019190853344,-212.60053740046433,A,0
Muslim,C,A,B,E,C,D,-151.90314478323182,114.95821377517414,22.579345775826255,A,0
Other,A,E,A,B,A,D,167.15000190678978,-39.774044182471854,-39.695201384703346,B,0
Jewish,D,E,B,D,A,C,27.046551194102857,191.85608577874734,-19.53800893892976,A,0
Muslim,E,C,B,D,C,D,3.965359117827142,127.3952156493215,189.11376965186747,B,1
Buddhist,D,A,C,D,A,C,111.0646195678239,55.62620949376663,-162.1598985533381,C,0
Hindu,C,D,B,D,A,E,-19.299130024150493,99.3451473563058,-54.74354086780099,C,0
None,C,B,E,E,E,A,26.641501571142562,-93.62253062742082,-49.33610108311767,E,0
Muslim,B,A,C,A,C,D,29.76504338834961,12.061896072300604,37.912823760057535,B,1
Buddhist,E,A,C,D,C,C,184.40195598264935,149.37782146825174,-8.881414554030865,A,1
Hindu,B,D,B,A,B,B,217.61721233612658,114.76042559686037,14.775443862311233,A,0
Jewish,A,B,D,C,D,E,97.18496770070703,-27.178569071541318,73.87896856204954,A,1
Other,D,B,E,A,A,C,83.12118217116594,-141.0099066946521,-183.71801031095058,C,1
Christian,B,A,E,D,B,D,23.18082770357809,-43.217747415581556,-24.45295327294802,B,0
None,A,A,A,D,E,E,-35.85021895258886,6.273723400391891,79.87269717335249,E,0
Jewish,C,A,A,A,A,D,-13.528231139719512,36.386763230861305,-11.42381838024176,B,0
Other,A,A,C,C,D,D,-152.53769429237946,-63.1358092221674,83.45736111782448,E,1
Muslim,B,D,D,B,E,B,-99.53988932024758,-17.997178868637956,-98.50868050366084,D,0
None,C,C,D,D,A,A,-43.941292766305374,85.80306244342978,-159.0270190761064,B,0
Muslim,C,C,E,B,D,E,7.542694910348315,37.69338844826531,-63.82726982446929,E,0
Hindu,C,E,E,E,C,C,-70.29327766575263,33.05881500387559,29.408867985075098,C,1
Christian,B,D,D,D,E,B,150.6906761642194,-209.28719212352033,109.99983776612794,D,1
Other,E,C,D,C,C,E,-10.575702867284951,-6.923851868406282,-118.08662099529525,B,0
Muslim,B,B,B,C,E,C,-34.39387164625155,212.03942487400317,-80.0857376563465,B,1
None,A,C,A,B,B,D,12.633873990067427,39.88486322296521,-59.15796173492113,A,1
Other,A,C,C,E,B,D,-46.755173114403995,-18.727616244942364,105.79207674177009,B,1
Jewish,B,D,D,D,E,D,97.60644776049283,-21.111342738571896,-51.51536211675467,A,0
Jewish,C,A,A,A,C,A,-63.72388070253581,9.266933470301765,-118.38061896083443,C,0
Christian,B,B,C,E,B,D,29.84046394792096,-3.8931533121198716,-78.71973738049086,E,1
Christian,C,D,B,A,A,A,-93.30234005262221,-262.86046179079796,110.71503933855125,E,0
Hindu,B,B,A,D,C,B,28.188561807116645,184.61523071313889,118.6209719360538,D,1
Muslim,E,A,C,A,E,B,-37.99572430069277,-99.00008991634449,92.32373795383324,D,1
Hindu,B,D,D,C,C,A,8.937636994267042,47.50756590762439,5.627160097328363,B,0
Jewish,D,C,B,E,E,D,-81.87734918053258,115.94500616860381,129.49247644510368,C,1
Muslim,A,B,E,E,B,B,-58.33703485286021,16.87105803060101,-34.64321920385717,A,1
Jewish,A,B,C,A,C,C,-19.30498509067552,103.5888543117875,58.13819279579221,C,1
None,C,E,E,C,D,D,-7.245989532275743,49.32874127805583,176.54592300138515,D,1
Buddhist,C,B,C,D,D,A,130.21901098812262,-90.9848917125781,39.756221701360374,C,0
Muslim,E,B,B,A,E,B,-40.51254039387941,42.199291101181565,-15.470979103791956,D,0
Buddhist,A,D,A,C,D,C,233.21364771796914,119.54887733537953,-165.5036901338212,A,0
Other,E,D,B,C,B,E,-47.428099840982554,96.07742433538357,-39.330205132662435,C,0
Muslim,E,B,A,E,E,B,14.68370389781885,-95.10803577563487,89.20721962411419,D,1
Buddhist,B,B,C,B,C,B,106.49460878971806,43.02254590180512,134.93009690033338,B,1
Muslim,C,D,C,C,A,E,-183.25391870371564,129.78548537086226,-11.404566094385228,C,1
Other,A,B,A,E,C,A,-99.48735440917426,-52.27351986628774,-73.62621901843947,E,1
Muslim,E,D,E,C,C,C,-116.32708944081156,154.07268186650768,-89.71423914488643,D,0
Christian,D,D,E,B,B,B,-55.3543692640686,-54.1312686802418,-166.43043515285495,B,0
Buddhist,D,D,E,B,A,B,40.79088740309494,20.943125400633836,30.13536699359987,E,1
Buddhist,B,E,D,C,E,D,33.42786319555051,-35.39862987024564,-119.44617940383526,B,1
Muslim,D,C,D,A,E,B,-175.1622489517905,-50.213439504836444,-108.87572108581934,E,1
Other,C,D,B,B,C,E,-33.75476193112856,87.53118980275232,-61.79176831381099,A,1
None,E,B,A,E,E,A,57.00006883693626,-98.58473185064324,-86.29046426937134,E,1
None,B,B,E,C,A,B,-37.983780647606764,101.5299585455699,1.2055455308970664,B,0
None,E,E,D,B,B,A,-28.96279005996948,-83.64014980886802,-47.63409198664692,D,0
Hindu,D,A,E,E,E,C,-7.571401049879109,31.487091521407574,111.44866172695708,A,1
Hindu,C,B,A,B,B,B,-55.45056087201581,93.59276587839717,-103.36615011092405,B,0
None,D,A,D,D,B,E,25.484196878348936,132.9093226178355,25.856763558992053,A,0
Hindu,C,D,D,A,C,B,131.01166890771168,-4.954861093462094,-29.725449082629595,E,1
None,D,E,E,E,C,D,53.98342943007437,-189.36816079823143,-53.39755447739075,E,1
Buddhist,D,B,A,C,B,D,12.352162898649222,99.31165484687281,80.19270663404052,D,0
Jewish,C,E,C,A,A,D,-68.74473216526106,-37.55829963353784,221.9922281164004,D,1
Buddhist,C,A,D,A,B,E,-87.01526236605925,43.70687274213762,-78.3470522813981,E,0
None,A,D,A,A,E,B,16.43961117127661,42.296589591521155,32.775280466864764,D,0
None,A,A,B,A,A,E,-6.913723403650537,48.959358402246075,29.565520873637187,E,1
Buddhist,C,E,A,C,A,D,-161.17965609447052,175.3621872410096,-86.1545227475963,B,0
None,E,C,D,E,D,C,6.317481556962057,-52.640692929862084,19.408627374684194,C,1
Christian,D,E,E,A,A,C,37.815280746158464,123.95362764344553,-72.9580125173425,A,1
Jewish,E,B,E,A,A,A,-207.56746264729787,-108.841514858877,-153.1915833821529,C,0
None,E,A,E,D,B,E,-45.342651856308514,-40.60178184561031,-33.32810362433706,B,0
None,B,D,D,B,B,D,-40.65364492801874,-174.44306433656388,-234.02152936741652,C,1
Buddhist,C,D,A,D,C,D,-8.866475203746992,67.32098234299919,-2.081903566576365,D,1
Buddhist,C,B,B,B,A,E,-86.24736955355267,90.97301458029648,32.50932448619727,D,1
Muslim,B,E,A,A,C,D,42.10220387190696,7.353932370401395,-223.83654370872986,A,0
Muslim,C,D,C,D,C,C,-2.4486903297580844,-13.902517354286251,-219.3005801655466,D,0
None,E,C,B,C,A,B,-25.726854048497028,50.18062072582104,-41.17809921442993,C,0
Hindu,C,A,B,E,B,A,8.226668850295004,30.13800587496607,-89.31939700492248,A,1
Other,C,D,A,D,E,E,65.62922087046803,-135.90349406722444,-39.5128903122683,E,0
None,D,C,B,E,E,D,-27.189691303892904,-59.430050998079864,-35.37760625260251,A,0
Muslim,D,E,E,A,E,C,-13.087374526435406,255.9745060590824,200.997953167735,B,1
Jewish,A,B,B,D,C,C,-81.99870480018335,-61.628524890839095,8.725317857527942,D,0
Christian,D,A,D,A,D,C,-56.69923626134435,-137.4560632095999,-13.398156216949115,A,1
Buddhist,C,E,C,B,D,E,181.4973129423446,22.675227536211477,7.530855988502755,A,0
Jewish,E,C,C,E,B,B,-56.18470201092042,13.139407040240004,239.2839023513564,E,0
Christian,C,E,C,A,B,B,103.91061491681714,46.8421916053181,-3.82233569119794,D,0
Buddhist,A,C,B,D,D,A,107.65471409581819,95.2147798335251,-28.67455773852447,D,0
None,B,D,A,E,A,C,92.67628445379107,-158.5393421778113,-54.761825532259245,B,0
None,A,C,E,D,E,B,129.07739799734063,64.42674940056764,-79.42353171395555,B,1
Buddhist,D,D,E,D,B,E,153.2180639517949,5.875627510023016,103.94691526568216,D,1
Muslim,D,D,C,A,C,C,33.30129324447611,-54.088128939398864,132.05587475264667,E,1
Other,E,A,A,A,B,E,-90.81899274480092,-32.01945397465512,-106.78548926623372,A,1
Other,D,C,D,B,B,A,-80.45611623990911,-18.09787406208627,-149.35553019872262,B,1
Other,B,B,C,C,C,D,-58.000128112950954,-17.440447726157885,348.93841708420916,A,0
Buddhist,A,B,D,C,B,C,-67.5608733609504,105.78110409742945,0.38244387649355593,A,1
Jewish,E,B,E,A,D,E,-61.506064297679316,21.758745502534907,-48.62531609379271,E,1
None,E,A,E,A,A,B,21.66377602544791,-39.841415289059654,149.35398794258506,C,1
Jewish,D,C,C,A,E,E,-17.72362484913976,118.24535507428794,-105.08797232755349,C,0
Other,E,A,E,E,C,A,-216.20513173365546,80.1849056184511,-30.9705278710335,A,1
Buddhist,B,C,C,C,E,C,-120.70747296066801,-29.49116050180301,-52.41838756125626,A,0
Jewish,C,B,B,C,D,E,121.26153390496664,84.05501328261028,33.95335579883816,E,0
Hindu,D,E,D,D,C,D,23.139238990160642,-58.96886815814748,183.63765181283267,A,1
Hindu,A,E,D,C,E,A,3.639077163592691,-35.41919598740484,-56.090549358474675,E,1
Christian,D,D,E,D,D,D,130.0147121998937,-38.7358728074244,2.703021755877175,D,1
Other,C,B,A,D,C,C,67.97871022395732,-14.49961376612002,-57.25424478723965,A,0
Other,B,C,A,A,B,E,-68.94027605730493,-132.37171253840017,3.9105089209948694,B,1
Buddhist,B,D,E,B,B,C,141.36124650397278,193.4577287619055,-34.85112428839566,C,1
Hindu,B,B,B,C,C,D,-85.86828123353516,36.436274403767634,-78.64660181794544,E,1
Buddhist,D,C,B,C,C,B,-78.98107512387416,69.41937737537646,80.11594428957946,C,0
Other,E,D,A,E,B,E,77.59105788181792,-48.053404023240425,22.327394794164423,B,0
Hindu,B,E,E,E,B,D,-162.0131304884401,-107.08586770644149,120.11409612393827,B,0
Christian,C,B,A,B,E,C,96.12182834448416,-145.29154226429745,-83.3714633190469,C,1
Other,D,A,B,D,C,C,68.39428590332058,-67.04920381013021,-33.34300823961674,B,1
Hindu,E,C,A,D,D,E,-129.7898882427339,165.0661564795606,64.7457332625091,C,1
Hindu,D,C,B,B,A,A,-145.5973692559821,-65.21191660118768,64.0697847185597,D,0
Buddhist,D,A,E,E,E,B,97.48181196046566,63.30592016047887,-8.673625122877445,E,1
Jewish,B,C,E,B,C,A,48.75099173239261,96.4004851060937,-73.99339569517032,E,1
Other,D,C,A,C,E,B,24.89926440480622,4.203869010136064,-41.94552197984981,A,0
Jewish,C,C,D,D,C,D,86.42395655745052,7.226426781820676,97.17629376290917,A,1
Jewish,B,C,B,B,D,D,42.19535669088616,19.71557314720317,-63.25372650965186,A,0
None,A,C,A,D,B,E,-137.25872068561551,102.91100138651885,30.56762253734675,D,1
None,E,E,C,C,A,C,-35.90302711045244,-133.1012349764699,100.86677538323772,E,0
Muslim,A,D,D,A,C,C,54.849018542406405,-38.05584723512574,-85.69758716560223,A,0
Hindu,D,A,B,A,E,C,77.70970846883992,-21.893849196669652,257.3362442444365,D,0
Buddhist,C,A,E,E,C,E,3.7472087858926537,-157.19324069226104,42.124770143144055,B,1
Hindu,C,B,A,D,E,D,58.848106875099916,-97.1710327421805,146.45795979133712,D,0
Jewish,C,D,C,B,E,E,85.5553776923536,-224.05698195118643,142.97959968384833,C,0
Other,D,B,E,A,C,A,-194.78106300181307,-26.269242743085385,-53.07565489645629,B,0
Christian,D,D,A,A,D,D,18.74410827755823,-135.0372627789896,36.64075863952773,E,0
Christian,D,C,C,B,C,A,8.918249928252168,-136.30660933899102,-0.07496510373920898,D,0
Buddhist,D,B,B,D,C,B,0.883904010570926,111.17876821059247,-10.774973442444837,E,1
None,C,D,C,D,A,D,73.35061533953497,-55.48932325557685,27.054933006040503,E,0
Buddhist,B,B,C,D,C,E,-128.68469175529023,-63.97273333422595,-25.96361924789369,A,1
Other,A,C,D,A,B,B,28.630516749509127,141.76689083676735,-51.941076356121066,A,1
Christian,A,B,D,E,B,C,-154.43343442425933,-38.05454142154636,-44.266478294453606,A,1
Buddhist,B,D,C,E,C,C,5.234302620839681,1.249609694397834,112.78400538010041,D,1
Buddhist,A,E,E,C,D,E,29.45156173070082,11.581515913921058,144.56981788592557,A,0
Jewish,E,B,B,D,B,C,-196.42013066741907,-75.39213024292567,133.3800402455204,E,0
None,D,C,A,D,C,C,156.20376162133653,-85.24429699597651,-117.89742065465019,A,0
Christian,B,B,B,A,B,D,14.920526397240472,-30.458740059764743,-42.80870931058524,A,0
Hindu,E,A,D,A,C,A,34.56109944937077,51.00783836244337,-140.89695930271571,D,0
Buddhist,A,A,B,D,B,C,-81.16848765077197,84.50830703631033,168.31927278573298,D,1
Christian,A,B,C,A,C,E,-34.59920797586631,-100.10634395777949,-86.05139513077971,E,0
Muslim,A,D,C,C,B,D,112.11971601172822,-52.74627475372755,30.290948473620094,E,0
Buddhist,E,E,B,A,E,A,136.35697025233208,47.98796775454937,-110.48417590266335,C,0
Jewish,B,E,A,C,A,D,7.091216481815403,63.411072365251464,-46.142803518308675,C,1
Other,C,A,E,B,C,E,-146.1685706218781,-26.36590972993934,-14.539339756938585,E,0
Muslim,C,C,C,A,B,B,56.130902903851876,146.44920519357666,-100.95455692548929,A,0
None,E,C,A,E,D,A,-4.987021051508703,-10.5748957122893,-58.35896519676215,D,1
None,C,C,C,E,C,A,180.41447902292697,19.062562706845547,6.9268428306929986,C,0
Hindu,E,D,E,B,C,D,23.877075620924394,150.52815615022374,-130.1474435108745,C,0
Hindu,C,C,B,C,E,B,-40.6889834403261,-82.70688707978748,-135.4088037577305,D,0
Christian,D,D,A,A,C,E,-117.86764892467806,-36.04071114801848,50.46948054071224,B,0
Jewish,C,B,A,D,E,B,-129.57896802399358,-142.2953965160998,-230.32395542804056,B,0
Muslim,D,C,E,D,E,E,-202.75290621340469,26.98839591877628,-134.4949917667242,E,1
Christian,A,D,E,A,D,B,136.97070304535183,-11.76496566647957,-42.21373979616332,C,0
Muslim,A,C,E,E,C,E,-26.582272516562778,244.31118106789648,-118.69663483254294,E,1
Jewish,C,B,B,E,A,E,-98.83687264831066,15.226544099737696,20.204200127217238,D,0
None,A,A,A,C,A,E,-157.5246336178034,120.97865440503543,-84.1503217358255,C,1
Buddhist,E,B,B,A,E,B,142.54379201727295,60.140002370800126,13.290879268661444,C,1
None,B,B,A,E,A,D,-26.66511549153241,-46.83464571170754,-131.57431472029816,D,1
Buddhist,B,E,C,C,B,B,-157.18300932952602,-4.292126846751957,98.00733707819451,B,0
Christian,B,B,D,B,C,A,-40.29095671123446,58.80005025375462,-109.38136834737435,C,1
Other,B,C,C,B,A,E,130.77234554105314,95.12259720186769,85.31494642192155,E,0
None,A,C,E,C,C,D,28.419809642583783,102.51623879742773,-106.85627756150981,E,0
Buddhist,A,B,C,C,A,D,-67.3981642469995,-122.22344824395721,19.209146105401544,D,0
Jewish,E,B,D,C,D,D,165.78676036379858,70.18073436973576,46.469621510989676,D,0
Other,C,E,E,E,A,B,121.17901538038221,109.76483406288429,-78.51722670694224,D,0
None,B,E,C,E,A,C,90.92083274114214,-153.5572225510816,42.4593091160278,E,1
Jewish,C,A,D,A,E,A,25.25614740906086,-12.031691626753242,-83.88511184483455,D,1
Christian,B,D,E,B,A,B,-18.02735956201884,-81.68656059944354,-139.6496231913462,A,0
Jewish,A,B,C,C,B,E,-58.44125240146845,4.394268893353165,54.41920559564293,E,0
Buddhist,B,E,B,D,D,C,1.7173424510362065,58.843018713726295,-101.77365166105736,E,0
Other,A,C,E,B,E,E,-3.2131697639133843,99.852061249764,-88.48284151845363,A,1
Muslim,D,D,B,D,E,C,-30.32338514324422,-156.32751870074384,143.16558755709576,D,1
Buddhist,D,E,D,C,D,A,-12.869086781625072,7.058997450280202,-64.30541438842756,E,1
Other,E,D,E,D,D,D,-59.71135792248323,-159.49946043489228,37.77335156250155,D,0
Other,B,B,E,C,D,A,86.76838946993963,-3.6844133172154327,61.14400441619582,D,1
Buddhist,D,E,B,E,B,D,-82.56731571728344,47.01158191511862,-122.204560291726,A,1
Hindu,A,E,D,A,A,A,-32.98899266086347,-77.78973575331413,61.77004351082361,B,1
Buddhist,B,A,B,C,E,E,-35.30532017103288,76.46823043397978,2.7516051684819085,D,1
Muslim,A,B,E,C,C,B,-83.42603696446021,93.63981043810082,-126.07144380116458,A,1
Muslim,B,E,D,D,C,A,-111.54747121236423,81.28288963773133,40.5283995847723,B,1
Jewish,C,B,A,C,A,C,48.57526399640321,-91.0772344993083,145.46373962415743,A,0
Hindu,A,D,D,D,B,D,158.72949966164708,-195.50732193769693,-101.1907604756153,C,1
Hindu,E,B,E,B,A,C,3.877765092486735,159.7123430874431,-155.35352696937696,D,1
None,D,C,B,D,B,C,151.41791422138346,20.66280500374257,-70.57796145175061,B,0
Hindu,C,C,E,A,B,D,24.896829831036836,-109.47350140420463,75.58619134370899,D,0
Christian,D,D,A,A,D,C,-73.0030393443852,28.033591958762514,105.67390001958763,B,0
Buddhist,E,A,E,D,A,C,49.33658750524173,51.205880227540256,-73.16374302362155,A,1
Other,C,C,B,A,C,B,46.287241380542966,-0.02773031559225585,-89.84431790941623,A,0
Jewish,B,C,D,D,C,B,14.925189812095654,112.21875846017102,23.658777490599554,C,0
None,C,C,E,E,C,B,-65.77244662817435,47.591464300955785,-102.53439670223294,D,0
Muslim,C,C,D,A,C,A,6.127108865744395,-49.98608689901942,-51.142070592772,B,0
Christian,B,C,E,C,B,E,-98.94395234187239,158.85029309467146,-65.01885486790664,B,1
Buddhist,D,E,C,D,C,A,138.75507685661245,69.10310739933468,25.8190450533388,C,0
Other,C,A,E,B,A,D,-23.560002525133346,47.55208663223355,176.9204116485272,E,0
Buddhist,A,E,C,C,D,C,-73.3631145887313,-3.0411493517045387,8.747481370523767,C,0
Jewish,B,D,A,A,A,A,92.5641748769168,80.40121451353943,24.974802587106126,B,1
Other,D,A,B,C,D,C,-89.27621406365115,-76.37084170224742,-128.8981910090128,D,1
Jewish,C,E,C,D,B,D,-39.453562413908735,-15.432987730829966,-63.509371923654754,D,1
Christian,B,E,A,A,C,B,-23.10673687963962,4.761202733033627,45.897864768051406,C,1
Muslim,C,E,B,E,B,E,-26.23828025153967,-8.964806238758115,57.29613430306518,B,1
Hindu,B,D,E,B,B,D,41.65941689603853,114.1917958274889,-31.17097312570054,B,1
Jewish,B,E,E,C,C,A,-30.15027193687445,77.43389276846683,-63.68195743005948,C,0
Jewish,A,D,C,E,C,C,-35.59488934794363,0.38355500308379176,-182.00753897214474,B,1
Buddhist,C,A,B,A,E,E,92.22036173811054,17.84327778358545,13.08797675084846,C,1
Muslim,D,C,B,E,E,E,0.5389498453887668,-18.89627410555527,88.61628551213882,B,0
Muslim,C,B,B,A,C,D,116.24212504866433,-74.01284316945923,1.2174114854274733,B,1
Buddhist,E,A,D,A,D,E,14.342135579303363,71.61994623480521,77.36000968419414,C,0
Jewish,C,D,C,E,E,E,-43.49351455184474,109.84180218410671,-95.03861471378688,A,0
Hindu,D,A,C,B,B,A,-182.31986705109966,-83.83158877752152,122.36795035319412,C,0
Other,E,D,E,B,A,D,41.30591184842833,-40.363190099810296,-68.21620427308083,D,0
None,A,E,C,A,C,C,-120.42180206768374,-36.86692069562626,-124.28169182672488,C,0
Muslim,A,C,A,E,E,A,-68.23745969505316,138.75741748469807,20.263644612881667,A,0
None,B,B,B,E,B,C,-83.74444656036827,-55.169480159153984,-154.23327979655392,D,1
Muslim,A,B,A,A,E,D,-66.81532821196765,199.21580492706192,-43.880730898727435,B,1
None,C,B,E,D,B,D,114.57029154239234,-28.04391217920459,61.268533074988184,C,0
Christian,D,E,E,D,A,D,-162.95567730437241,-30.193098607709718,132.7410945639905,E,0
None,C,B,D,B,D,C,125.80073501887476,28.83437603450309,49.56345904088666,A,0
Buddhist,A,D,E,B,A,D,63.1482992234551,1.6367851495970518,-13.046493144227902,B,1
Christian,C,A,A,E,D,B,-54.30237210133766,-96.23155618617236,0.8307278469894451,E,1
Buddhist,A,E,A,E,C,C,74.72900495237816,-91.37527325163639,149.98938179941297,B,0
Buddhist,B,E,A,A,E,D,-76.21715287608521,-110.87350769637308,-100.15433170490668,C,1
Christian,B,E,E,C,E,A,56.892561870908075,-96.23378819554458,184.30838694761513,C,0
Christian,A,C,D,A,A,E,107.9724220775387,111.2737794000624,-186.2031324985824,A,1
Jewish,D,A,D,D,A,D,75.00246369851531,-86.18414868764506,-247.07455597296124,C,0
Christian,E,C,D,B,E,C,107.50845606654462,90.69692729919116,52.722635208214406,E,1
Hindu,E,C,D,B,D,C,-71.70415139286942,-56.2281622396593,-159.71388836646895,D,0
Buddhist,C,C,C,E,B,E,-51.27345566797787,133.54721549123065,109.98629374679223,E,1
Buddhist,D,B,C,D,D,C,-69.13915010382627,246.7787294980479,87.94293219035976,A,0
Hindu,A,B,B,B,E,D,37.990465035109935,-40.48993815353896,-5.824720098048547,C,1
None,C,E,C,A,A,B,44.177086128345,156.7257345843671,-100.18969136586624,E,1
Christian,E,D,C,C,B,D,-66.59450072897341,25.955268946499977,-14.505235461238557,B,1
Jewish,E,C,D,D,C,A,39.436409181148335,40.9548192352253,-43.471684157953874,E,0
Hindu,A,E,D,A,C,B,23.38168978224011,-72.91318360921396,-108.9916527817,A,0
Hindu,B,E,A,A,D,E,111.15524841852138,21.579266441266036,37.5586188157674,B,1
None,D,C,C,E,C,D,-122.20059437036608,-130.56064310456364,-5.470055418867186,C,1
Christian,E,C,E,B,C,C,-153.46631409041657,7.44838520072226,47.7857094753243,D,0
None,E,C,A,A,E,B,47.86272256564679,16.277435729795926,-63.11301693140784,A,1
Muslim,C,A,A,E,A,E,-49.41821693510383,-33.69523912799793,1.1320538544291052,B,0
Hindu,A,A,C,C,D,C,24.05247492733763,102.43215272933486,-45.34115451691349,D,0
Buddhist,E,A,C,C,C,B,102.22035497614857,-58.31712648565499,-18.34683859634929,B,1
Muslim,E,B,A,D,B,D,-105.69974271620612,22.22466972771419,63.892243840636894,A,1
Christian,D,B,C,B,B,E,108.41675965824966,106.06240199822912,20.507442103335414,E,0
None,B,A,E,D,C,C,-66.84564067102042,-52.59735209074936,-66.92937781988122,C,1
Christian,A,C,E,E,E,A,134.98350374282165,17.99125406284061,-55.429749659022285,A,1
Other,E,B,B,E,C,D,-64.00716055257611,-79.3996517014571,36.40555024720092,B,0
Other,A,C,C,C,B,B,-65.98479968674646,-89.15101832005075,-123.33997888795535,C,0
Buddhist,C,D,C,A,A,E,-128.8681468424859,7.69139182397421,-71.99427409837698,C,1
Hindu,B,E,E,B,B,D,-158.25376879008186,129.7876035171958,-138.2859959220358,B,0
Jewish,A,D,C,C,C,D,5.994546764519387,-22.448506435415304,-51.7244605110937,D,1
Other,E,B,B,E,A,A,67.43551653568443,-110.34156578488394,-175.21378135369528,A,1
Jewish,D,D,A,A,D,D,14.173461370654255,36.678126393218434,11.649390922933721,D,1
None,D,C,E,B,C,B,-121.46598040470171,-228.95064653306125,24.245912343928858,E,1
Muslim,A,A,A,C,E,A,96.22467093729419,-79.60214610234758,93.86660752980774,C,0
Muslim,B,C,A,D,D,C,-273.2768719239247,92.80689283858545,-41.20413692680841,D,1
Hindu,C,C,C,D,E,A,36.74196004931506,-23.49935509034949,-56.198372082078585,C,0
Buddhist,A,D,B,B,B,A,-50.901282886143115,-93.83104057121335,-138.59425917145504,B,1
Jewish,B,C,E,E,C,B,-12.314833113825395,155.98487400800317,-143.83604264347144,C,1
Jewish,E,B,C,C,C,D,-121.49947432813417,14.44840738888214,-111.51710500410101,E,0
