nation,civil_status,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Germany,Single,94,C,-108.49953038845925,E,40.07584817465564,A,-41.937000989761565,C,67.53084058456848,B,D,15.327073154306078,1
India,Single,94,E,51.226546233896954,D,57.26075728172295,E,-60.32235703913747,E,169.2225652302789,E,D,-104.75172436860389,0
UK,Divorced,26,C,63.41118887427189,D,-59.721326330018876,A,-7.275145037896198,A,-28.328197802579076,E,D,-214.22906669831386,1
Brazil,Divorced,68,E,38.895040592297946,C,138.61901675172697,B,-81.11127728558282,D,-92.81463265237055,B,A,-60.06708063697984,0
US,Single,22,E,14.11208264664616,A,-84.32668855729789,B,-18.172177283103004,C,-152.60884123005732,C,A,13.496818975584027,0
UK,Divorced,61,A,-174.75393633633954,C,-107.25805243039493,D,210.68101815036263,B,-102.50780064053919,D,D,-6.062046588025323,1
Mexico,Married,49,C,-88.43774146488428,A,-80.63017860153828,C,65.78119518267572,B,-25.443733443101546,C,A,-41.147217305448876,1
US,Married,73,B,-139.11140953585078,E,-220.75617263598483,C,55.70514444811092,E,87.72087357414928,C,D,82.17915606700663,1
China,Divorced,32,D,98.82572513334317,D,-33.780059463196494,D,13.148253676481621,D,121.45142237906686,C,A,56.56816204146102,1
US,Divorced,50,C,79.93787944578834,B,-34.357561954548146,E,37.47000844570336,B,89.85441390711524,C,A,-11.557082805116313,1
China,Divorced,65,A,-143.63542785871087,A,-270.36922922368,E,88.52758112022747,E,109.60433795044173,E,C,-32.8911841119608,0
Germany,Widowed,92,A,243.27422557598553,D,34.6703728211338,A,102.60426222369443,E,106.35833165820023,A,E,-14.631860919783133,0
China,Divorced,97,E,90.25349825011855,B,12.22748994103888,C,100.43752269848089,B,-27.90919673402273,A,C,30.777644297710093,0
China,Married,29,E,-146.3832559523987,D,-10.884370360649392,B,10.979463371426311,C,-20.555931879221625,D,B,131.71982052520644,1
US,Divorced,74,D,93.21456924190483,C,38.05454748873107,C,-130.03544431066499,D,115.40681411030364,E,E,-1.0772431302726633,1
US,Divorced,80,D,150.24472384981433,D,-116.62694623206642,B,-84.12321780164541,A,113.17413034643775,B,D,-100.56698666104988,0
Germany,Widowed,32,C,93.49295393297811,C,129.41415324682163,E,60.6588412225895,D,-37.85252569392167,C,D,33.6979833419386,0
Brazil,Single,56,D,-50.17879605754998,D,23.032634420004108,B,130.407104191061,C,74.21149452874332,D,C,74.14881119959827,0
UK,Married,20,C,-90.0215292298,E,-180.2154090564017,B,105.29690407959768,E,12.147543745676312,A,C,9.908663034202236,0
China,Divorced,57,E,10.48322929848898,C,113.24489129400214,C,143.0795085798708,D,245.94343182981433,B,E,44.25110398132632,0
Brazil,Widowed,72,A,-50.44355141654001,E,-32.900952820290755,D,-122.57579461455211,D,68.37713151228168,E,C,-10.531933862714036,1
UK,Single,95,A,-30.72371135019573,C,57.239870968088745,B,-102.40940880343672,E,60.78433713887414,D,E,52.16467264709886,1
Brazil,Married,23,E,11.221587657758562,B,88.8796671817638,D,-5.179891862566913,C,137.070674418143,D,C,0.9276898710761576,0
Mexico,Married,54,A,-49.966289261710415,C,-21.422881404919607,B,53.39264790809284,C,102.36737954471945,E,C,56.188425557481814,1
US,Divorced,55,D,126.39929300047923,D,117.35590110464065,D,-87.69714902573011,A,-194.16433508428756,B,E,-77.06725054986566,1
China,Married,45,C,116.08793475860179,A,-81.02354979457051,C,24.225824325456234,A,-5.315553325956939,B,D,85.31434608496279,0
UK,Married,58,C,180.618386897772,C,75.36658089145534,C,60.89127382365961,E,84.63302965543419,C,C,66.99010137561702,0
Germany,Divorced,91,E,-146.126644999258,E,-20.45601486131986,C,-163.68809610555505,D,12.08841642888875,E,A,225.08267107674675,0
Other,Widowed,88,E,-59.49581917336272,E,-148.23324896269204,C,66.68735375242673,C,-123.03453136367628,B,E,-13.688171529629939,1
Germany,Widowed,67,E,69.29351687646957,D,158.0568701088386,B,-93.7478158585191,A,-88.50636560824452,E,E,38.0146045259516,0
US,Divorced,75,A,-96.38683858808508,C,-11.342614343041028,A,-12.773395900467808,B,53.06607743488539,C,E,185.1339982809685,0
Mexico,Single,54,C,84.10248148285554,A,13.546556247519165,B,-29.432526858528547,A,-50.3802861446261,C,A,-104.8817106636466,1
China,Divorced,76,C,-59.58342973479011,A,-199.45713743165288,D,30.004226286833095,B,62.111493578031265,E,C,-52.06957811144801,0
China,Single,86,E,45.950180647837946,B,-98.18149320775211,B,59.75348817710202,A,-110.54811250321004,D,B,102.96924178094675,1
UK,Single,79,B,171.86687127614147,B,76.68495287363075,B,89.7495417511295,E,84.54434476559122,A,A,229.5555282178936,1
US,Married,43,E,-203.60568303764373,B,-104.55045043694705,B,16.162121551269596,E,59.1146552530049,E,B,-0.3516558217744654,0
Germany,Single,61,C,236.86938274444782,C,17.224354730955554,E,-47.03863486255669,E,-180.38877308230065,E,C,9.981190247634455,1
China,Widowed,88,D,40.73031722055418,B,-12.524341832808553,D,-6.707312062941254,E,47.99714887992931,E,C,171.09906326662295,1
China,Single,20,B,13.078533778781104,D,15.003609748312503,B,-164.4378412129251,E,-131.85707642482197,C,D,47.613646709144774,1
India,Divorced,74,E,-26.02820367573039,A,0.8444283097974219,E,30.463702808858834,E,-165.89090886115997,B,E,-26.315132817786523,1
India,Divorced,51,A,-224.85920053066087,C,-27.971990288774094,B,-146.44522271914803,E,33.35699424338916,B,E,18.079636234436197,1
Germany,Divorced,88,B,137.3225496617968,D,-57.54458166355333,A,193.25418125001508,A,-80.7799947904019,A,D,-110.99052838947003,1
Mexico,Single,41,E,-242.0618130720416,C,122.0701438617739,B,106.23019369061998,E,50.86782449183247,C,D,-120.32941229399248,0
Brazil,Widowed,74,E,146.9833336172859,E,-122.10182376854371,C,-74.21178020905677,A,-99.65729111081976,C,D,-93.5949610945789,1
UK,Widowed,48,B,-61.523690370279574,E,70.11993704102797,E,4.3554310931742855,C,-81.54157143855801,E,C,-67.8317945429101,0
Other,Married,99,B,-102.44222293037235,A,160.57899701245847,B,12.994984657568786,C,-80.56443096241391,C,D,-89.67281988635332,1
Other,Married,91,B,-138.52253128150548,D,153.6212502003104,A,-194.83181494081262,B,-60.41104297890608,A,A,104.32814576620338,0
Germany,Divorced,55,C,-47.750971405358236,D,-135.32194665078143,A,90.19459987569101,B,-20.96613042776435,E,A,179.08832173459803,0
UK,Single,88,A,262.879845190989,E,124.35741568298555,A,66.17850971689964,D,-36.487422164379325,D,E,-118.43255920707563,0
US,Widowed,32,B,5.265782180171522,B,-134.32191451242744,D,-53.56117661544797,E,-222.33757978690235,B,E,48.349945658557814,1
India,Widowed,22,C,-149.27500852298678,E,-70.56944907057056,B,-76.90364535658169,C,-196.25623516500605,D,B,43.05156775807234,1
Brazil,Married,88,B,57.76371173927393,D,-123.17222322090456,B,10.850816037930002,C,58.33697849651678,E,B,106.86885692293895,1
India,Widowed,59,D,103.12489771416782,D,-175.72917866564407,E,40.04683662888623,B,8.62020196203968,B,E,48.002624483415744,1
China,Widowed,97,D,-89.76604720290361,E,-86.08243638411606,A,-42.85612224564016,D,137.48673239183788,C,B,-0.782321978733682,1
India,Married,27,A,145.186740470034,A,100.79419197411707,D,191.38116616402786,A,195.77515765310523,E,C,-110.1777842570894,0
Brazil,Divorced,80,D,-154.878907904133,B,192.48525814148007,E,54.29987438525967,D,-118.29358543174362,C,C,30.12777412985075,1
India,Divorced,55,E,-39.93201903312102,E,-184.64047594459458,C,38.844727956625626,A,80.11609702435429,E,E,-38.91596175026688,0
Brazil,Divorced,58,B,-123.5960716712938,B,-94.80111692782779,E,-83.65172947957586,B,-69.93421755739479,B,E,66.50501752380346,0
Mexico,Divorced,57,A,83.72810940174021,C,59.55951742251398,D,191.4523499529109,A,162.73444330493078,A,A,59.572142010674746,0
Germany,Single,49,B,20.63497635892217,B,-19.473113583004125,E,-117.25667394726034,C,99.15737368144264,E,A,-132.02908825953224,0
Other,Married,72,E,14.246875539388409,E,-9.486389780708244,A,80.26114312735913,D,-116.49331659787964,A,C,115.0672028451171,1
China,Widowed,57,D,-11.546221286071678,E,40.93188688443447,E,-2.043823352700262,D,-75.77979653962478,E,B,92.14929848149615,0
Other,Widowed,93,C,81.30940316425118,B,75.5526944277633,D,28.346453201745565,A,-89.16720959910506,B,C,83.65127217801856,0
UK,Single,24,C,36.095165243606004,E,47.96951723363081,D,255.20506672528018,C,-33.9290645587376,D,D,-151.06910730324265,1
Germany,Widowed,46,D,-58.98022904686543,C,-59.023027971268036,D,142.89961523282855,D,134.00398598614322,A,B,151.91461260696016,0
Mexico,Divorced,82,C,-190.49302241447467,A,263.80287342102974,C,-95.70926625703277,C,-38.31621731601006,B,A,63.21156484485117,1
China,Widowed,78,E,-157.31271599828648,B,-45.54039005666159,D,38.11928174716102,C,12.52829446548035,A,B,-63.86665692270177,1
US,Married,92,E,78.81996949680354,A,35.36064066494579,E,-43.542618769191286,D,-141.2859578948122,E,D,41.86621876382182,1
India,Single,76,C,67.0338944458943,C,-65.88729901157916,B,91.37901442605092,A,139.75354275565937,B,C,-87.63595874175078,1
Germany,Divorced,82,A,79.66671584585241,A,-66.66851411585198,E,171.15828134016468,A,-54.60837650711764,E,D,-56.46813805105978,0
China,Single,69,A,-139.05256844324884,A,-43.41155712457127,D,18.441682179338102,C,-106.2797256589016,E,A,-78.41230059467479,0
India,Single,62,E,147.6100941336295,A,-18.476889179794483,B,-34.24948843215979,A,-172.71683061658075,E,E,54.65114046400883,0
India,Married,19,E,35.69207075401512,B,69.58395655387034,C,128.8326498765766,A,91.56828680402009,D,E,-49.86675003498229,0
Germany,Single,37,B,-163.58534669726447,B,-152.20949774153527,A,-80.77637292610459,C,8.273284307093427,C,D,-104.35011472362106,1
Mexico,Single,29,D,-91.4525987337118,B,-54.54524149357772,B,160.8221303343251,D,-73.30326242993043,E,A,63.913328829001316,0
UK,Married,48,C,-50.52223529380326,B,87.05831898788279,A,60.84755168607894,E,-58.844375794179584,D,D,-26.470374325439717,0
Mexico,Married,18,E,147.99614973485865,C,169.2944724526526,A,96.05134739346643,E,86.42773220923343,A,C,89.57759776577252,0
Germany,Single,98,B,-224.31974866395686,A,43.86052298888434,C,-100.81905399804691,E,27.597320676678073,E,D,77.86010392047132,1
Mexico,Single,24,D,-207.20462327066693,B,181.76699284075525,C,-89.10944588341017,B,-30.612383746594478,D,E,12.432913583152933,0
Mexico,Divorced,72,E,-19.3089695160949,D,-99.79398301265076,E,-5.7781777734940425,C,160.90864899443517,C,E,-164.91284790477098,0
Other,Single,92,B,98.4155801561104,B,-41.264349819962135,A,155.7406471707565,D,5.856902038872977,A,B,42.58580464865514,0
US,Married,94,A,-140.8819780135685,A,81.54938735793988,D,66.55707513252939,D,54.85997934050298,D,D,-88.23201873383712,0
India,Single,30,D,179.01222297404277,B,165.3610436784535,A,67.41348524541263,C,41.205228885439034,A,C,18.30978293790496,0
Brazil,Married,55,E,-65.53218755095249,E,-82.09411675154148,E,138.59826292846748,A,-0.30485650800340935,B,E,-16.900918935964473,1
China,Married,88,A,-45.842910747372294,E,-113.94261424462921,C,25.51473217661006,A,-91.60772578312361,D,A,35.968398796448795,0
Mexico,Divorced,19,B,-102.42972691139742,E,-70.93537100717751,A,-174.3354496701174,A,-134.98828934237625,C,A,-110.8643546203858,0
India,Married,42,A,9.73610327227596,D,-99.75803951902716,D,129.36415114662518,B,-107.0390432270862,D,A,-42.96147044538832,1
Other,Single,80,A,-5.826186363032561,C,-110.45237605898268,B,38.894875457455974,E,-108.09596325470156,C,A,-28.442825318868874,0
Germany,Widowed,76,C,-163.5250780330556,A,135.77163849227455,D,21.11791552794181,C,-70.01603957383949,A,B,16.119466229685926,1
Germany,Divorced,49,B,-133.1008074622843,A,12.557615159781726,A,55.63400127078884,B,-58.09383928055561,D,B,-110.56736421873887,0
Brazil,Widowed,35,A,-35.65645771191047,E,55.48271257939206,D,96.87172487420955,A,-102.82987284925528,C,B,-56.37173557063666,0
UK,Married,43,E,-52.63247909063827,B,8.913710685098295,A,177.11963662499983,A,-64.4812399284355,B,B,-11.817906381544873,0
UK,Single,29,C,-66.09838622009526,B,206.45992291942764,E,82.25991620495171,D,88.90827860860969,D,B,-18.64500537144133,0
Other,Single,85,A,118.80415466592437,A,-135.66952233575432,C,77.60220094184163,E,-83.3245339103272,B,A,-32.32180089430211,0
China,Single,36,A,124.59160475677828,A,83.6233614063742,B,-73.28867856087216,E,-2.450627727543403,B,A,111.81203845964427,1
China,Divorced,32,B,-19.291542063309812,C,52.80202265028965,A,184.93463974706773,D,33.170020168844005,C,D,169.52076068930282,0
Other,Divorced,93,D,-49.995197115398874,D,35.63980593787265,E,2.027087371024633,B,-50.86824281892368,A,A,-86.68139694086837,0
China,Widowed,37,D,-37.953313653715426,D,39.127858445515216,E,10.491236671793558,A,95.52426661571079,C,E,211.6002375990852,0
Brazil,Married,33,E,-45.164147983687975,E,92.52809472703787,A,-154.9946797714417,D,220.25673705945601,B,E,4.047272149882356,1
Germany,Single,51,C,219.2459725244412,C,-153.33365198755112,D,40.05161761303254,E,-81.03292133435595,C,D,-50.076403212885936,1
Mexico,Divorced,95,D,-83.78241085669713,A,-0.23059478352308138,D,-86.34189276630946,D,118.76761410886829,C,E,72.52843981963682,0
Mexico,Divorced,88,C,-118.60418169456754,B,65.93955168924836,A,-59.00273036225604,E,-38.780588263541105,B,E,8.841841060624128,0
Brazil,Married,89,C,8.014523675826453,A,-68.09311621616342,D,-8.467537006702823,A,110.17966766777496,E,D,-73.74453317384439,0
Mexico,Single,19,D,150.07579899115166,A,-180.33106202836194,C,45.59933808254322,D,108.6637409634458,A,C,-109.06655233165506,0
US,Married,73,D,103.51495381121647,B,-180.27669534111507,E,-29.861033904982897,C,22.046613013187663,C,B,-25.401822718042986,0
UK,Divorced,46,E,18.941958027050582,C,318.9695262305062,A,-139.66076816269398,B,107.9495729926339,B,B,-66.97297257396066,1
Other,Married,57,E,-106.603861910528,C,-54.843014597878046,E,209.3463820251302,D,23.986826870274193,A,C,10.956101576081787,1
Mexico,Married,88,D,-77.67793422863006,D,-57.69319337738417,B,101.17645869652301,E,68.56674476760259,A,E,21.01094436247486,0
UK,Single,49,A,-66.79876148102356,A,-14.013195132299966,E,221.4389581917915,A,-83.44104451226472,C,D,48.88854164019372,1
Other,Married,50,B,51.27097939297344,A,37.85722800631103,D,-15.732845260352713,E,-125.99249225221489,B,D,-248.236621456659,0
Other,Widowed,55,B,-7.756459677830583,E,-40.53114613859102,E,77.41328725763398,E,-77.74686402835913,E,A,-10.384589305839159,0
India,Widowed,99,B,-53.72902936289128,D,-27.942126653478557,D,-136.0160691555823,C,138.94901985188187,A,C,101.91752537887749,0
US,Widowed,99,A,41.48325145072135,E,-214.39047094065882,C,-99.17613074965624,C,12.769130485638994,E,C,122.9250931518493,1
Germany,Divorced,62,A,-163.83849760325523,D,-4.857678620048747,D,71.96876550836278,A,-195.9715582839746,A,E,-114.58770430231588,1
Germany,Divorced,22,D,40.21817943271012,E,7.501052342551073,B,123.00008867857571,C,49.45435571930225,B,B,35.33868784194629,1
Germany,Widowed,32,A,-24.27405340489708,E,-8.591600835225865,A,137.4615161272985,B,43.33417898740882,C,A,-37.86001304238735,0
China,Married,26,D,-146.9222734879167,D,23.411665649633466,A,-16.712237254191646,D,157.93234841728923,B,C,80.98285352915863,0
UK,Married,25,B,31.929372191450394,B,-12.574671372890808,D,-46.413940673097656,C,-14.51683334530679,D,A,6.969861677842269,0
US,Divorced,42,B,-68.19745624691389,A,29.37439018017675,D,72.02237281814743,C,249.58749900426733,B,E,-36.324638039024784,0
Germany,Married,31,D,-19.486466992799713,D,62.23256945551719,B,-28.890164011310855,C,130.5686057341001,A,E,107.82120932676268,0
UK,Single,69,D,-117.68350730723805,B,-7.247131735066967,C,-65.14807435865087,E,106.03139633675403,A,A,132.12879326246514,0
Brazil,Married,60,A,15.636731873630172,B,10.788515625569502,C,36.29102507974657,D,60.24497643839661,B,B,-62.18285445776029,0
India,Divorced,29,E,-68.4997500446352,D,-99.19120129795922,E,96.46623592562116,A,-119.43490992051737,C,E,36.78577364669196,0
Other,Married,66,D,89.34362577111706,D,-16.348106871097425,D,-15.046248062559256,D,-185.20298300903337,A,E,0.9293568588796706,1
China,Divorced,47,A,-0.44221891642659505,C,-176.1758200183674,E,3.115226064760096,D,-43.346395399519615,D,D,-120.35563696343223,1
Brazil,Divorced,39,A,278.39434303435115,E,-13.036995030880796,C,133.2726680584325,B,-0.7430805222328579,A,E,-128.17152913004625,0
Brazil,Divorced,94,C,128.91998542488682,D,-80.64661329006891,A,36.261373483207066,B,50.751452703542995,E,B,132.11308076949084,0
UK,Divorced,79,B,135.4857440828959,D,85.37117835669189,E,109.39569016980096,C,-164.95607962873825,D,E,154.89391926858158,1
US,Single,31,A,-34.18169982297803,A,94.95649494869367,B,25.167005973141027,D,-44.92941106064162,D,C,-108.86413779866413,0
Germany,Widowed,48,D,39.448631879165774,D,-45.9624748940877,E,-32.01612842223703,A,-41.61936937284322,D,A,-156.82694472942725,0
Mexico,Married,94,D,-38.93463230853037,A,-5.813196183699395,C,10.4755841470487,A,-191.10885275279233,C,E,158.01656493945353,1
US,Divorced,68,B,136.1195809336497,D,-119.66730230757724,D,93.32741204973509,D,-1.0743912731913015,A,A,176.23527878883272,1
India,Widowed,84,A,214.26417272933355,B,-8.841534114195985,C,-71.79419061087275,B,70.61024910284446,C,C,-187.81325725835563,1
Mexico,Single,57,C,279.83148786333254,A,33.2912748725308,A,-19.634047391357957,A,58.853021727084055,B,C,96.42804069548932,1
Other,Widowed,69,B,-129.15599359799864,E,132.2214440273438,E,-103.2688988138323,D,-109.52927358644253,B,E,30.61738386380161,0
China,Widowed,33,C,34.81796930125074,A,-15.002819868161774,B,87.63309448996935,B,145.9122409103594,B,D,118.83132781477008,0
Other,Married,71,A,149.3075522933608,D,245.82590427253498,A,70.62274320165095,E,174.48002351357098,D,C,-39.67421800752989,1
China,Widowed,33,E,-127.02508627246654,E,-42.834336647050925,B,-186.4654269511611,D,-100.71375018666282,C,A,209.03561796287042,0
Germany,Widowed,69,D,10.133743202572045,C,-32.64408604843048,C,219.52727806242453,B,202.91502633942216,A,B,4.746080618215478,0
Germany,Single,66,A,104.29088378421258,C,-242.25524291164126,A,47.60734814236397,E,-78.19501455427563,C,D,81.84441652618467,0
Other,Divorced,37,D,-115.14311193020303,A,-23.879130695331796,A,-75.20721292480998,A,-174.12098401140287,A,A,-91.4421921001569,1
Other,Married,87,D,-15.433590541228876,D,-20.76692184642572,A,27.08125048812956,B,1.7721114434339134,E,A,-27.87281717365723,0
Other,Single,54,A,-49.43421305830963,D,-31.254719851458013,E,55.982470534642246,A,224.20489710208588,A,B,42.465856820270744,1
Germany,Divorced,31,A,94.2976808638772,A,-201.35733709728032,C,-24.373626685579733,E,-61.41554502920008,A,B,-118.58046035089154,0
UK,Divorced,26,A,-103.65091995792869,D,-23.32722121328524,C,-75.132326862209,C,120.76155444064773,D,E,13.250899043492979,1
UK,Divorced,25,A,-106.33080919147966,D,89.60401380234143,C,-164.90915294349512,B,203.77017377258088,D,D,303.56731888023097,0
Mexico,Widowed,19,E,-61.12753413457518,E,31.384727012169737,B,84.55630030032518,C,-47.06619908484439,C,B,8.43851692594472,1
Other,Widowed,98,E,206.00985781318494,D,-93.13446309447875,A,58.27861441001496,C,72.79686906987529,E,C,-198.315862889868,0
Mexico,Widowed,55,B,-148.58743870024404,A,22.061201198045268,D,31.85511220072818,D,-9.409771889139261,E,E,-58.603525462021025,1
Other,Divorced,91,D,-28.402014577750368,D,148.39477550080605,C,-169.28131570200188,C,72.54177337845074,C,C,42.47612565204808,0
India,Single,52,C,40.29961842523802,C,160.95128292863635,C,41.873906161390465,C,-33.005965438371504,C,D,25.350438015504746,1
India,Married,56,E,-87.29245515989147,A,-38.72983737759428,A,-145.30420042148552,D,216.81713494824658,B,A,94.95156358404859,1
India,Single,37,E,-164.74235574000738,D,46.18309589195208,B,-200.07179075545972,E,-72.80393434422643,A,A,-5.00502283003579,1
UK,Widowed,22,A,120.71201253050543,B,-79.31533282848525,B,-128.94066554965602,C,-40.98921317402866,B,E,73.08068570198053,0
China,Divorced,97,B,-196.7302502824729,A,48.556426907660764,A,-8.806501828219522,B,66.38850506636032,A,D,-130.7802107450847,1
Brazil,Married,80,A,-75.21330601095828,B,-32.48819780811306,E,-9.601487755425168,B,-116.98450604687073,E,A,-7.387790045297536,1
Germany,Widowed,43,E,-129.80035672101224,B,146.90112298318172,B,-12.67089958517017,D,-232.45664806108306,A,B,-182.2007220006745,0
UK,Single,77,E,13.574330276126002,C,28.469393215407557,D,97.64434415581572,D,-50.615719168116044,E,D,-83.22402936932778,0
Mexico,Single,80,D,29.754167690068616,B,-146.71848511818774,C,-53.79700845955906,C,7.480357927320391,B,C,-191.4218481858899,0
Mexico,Divorced,23,D,-103.06315907185162,D,-118.67042420812457,D,44.62637886742989,C,210.09294879117863,A,B,-88.19377671748607,0
Other,Married,20,E,137.29302334849967,A,-309.7519354264979,C,-94.91273531121561,E,-143.03696665156127,C,C,-6.868063959628157,0
India,Married,71,D,-50.923683287033086,A,183.60159689539176,B,-134.3646412366335,E,-64.8891830945942,A,C,64.61208626862734,1
Mexico,Divorced,22,B,22.768570578914815,D,-0.9396316141614464,A,25.66856029255366,E,127.34926944836818,E,C,119.31716820271036,0
India,Divorced,34,C,26.039968808941268,A,65.74785721209979,D,-45.04046615302435,D,332.54486659680236,B,B,100.88263184633668,1
Other,Divorced,95,B,-24.249371257552674,D,-170.13859725989514,A,156.9517059427327,A,145.76483161055924,B,C,116.23945190956447,0
India,Single,35,E,139.55537618976953,E,50.28027788314587,D,-101.49676199009396,D,-7.319946715102728,B,B,147.79281753658975,1
Other,Widowed,33,A,-47.62936607808947,A,-92.74669776433262,A,-53.74438461804218,D,-3.7416007521407084,D,A,-113.96586713471,1
Mexico,Single,49,C,123.31073835040772,A,-200.7561526213112,B,50.332172124108574,C,43.02733623175506,E,B,179.39168093924144,1
Brazil,Single,37,B,108.20030904035906,A,42.957469488527046,C,-98.03655882050961,E,-49.49408231716428,D,E,53.76519286640335,0
India,Widowed,56,A,209.9830751320947,E,-55.97655875024734,D,81.86157319402861,D,-79.86794035880976,E,D,67.74532647902018,0
Germany,Divorced,22,A,177.68462083330218,E,54.93087058798637,B,158.4389320696387,A,-135.59627439684957,C,E,178.16824421481573,0
UK,Divorced,43,E,-122.18109648478428,C,72.35982942964057,E,64.40172305793466,A,-100.29858425841007,C,A,13.849161564692661,0
Germany,Divorced,68,C,-7.26352830363885,D,-18.94736188958286,C,-201.01662385931039,E,2.930385706252649,E,C,51.785443914413996,0
Brazil,Single,78,E,-74.65687805172585,B,44.32422084801667,C,-9.950974042385933,A,104.0397935310683,D,B,-71.90882365425986,1
China,Widowed,51,C,204.5141834472547,D,62.11386890358423,B,-242.9296680882533,B,-147.86847091310895,E,C,2.360658788196245,0
India,Divorced,52,D,-54.61957054999604,B,112.60006577013553,C,66.64369318991704,A,-0.6462722110362112,E,C,11.623991404534788,1
China,Widowed,22,E,-104.03002960775392,D,-164.2663274888393,B,29.81244522871415,E,5.126664249725634,D,B,-40.91264992120601,1
US,Single,68,B,-17.048610105222973,B,1.2896170002166942,B,-68.10922246701531,A,275.10783604086123,C,D,279.7789189114837,1
India,Married,31,D,16.142987485219436,E,-110.27505080171589,E,83.81808120353026,A,-31.722016285275924,D,A,-52.85872648816421,1
China,Widowed,70,B,27.966131744943635,C,13.422733459502084,D,229.61911519289055,A,-130.3531736272368,A,C,-97.66543310969429,0
UK,Single,53,C,-155.80719603473335,A,127.46545380437529,E,-129.51651303866757,C,-89.3442363495491,E,C,-320.0882535602098,1
Other,Widowed,65,A,46.84974154229622,A,-14.684602126659446,A,227.47605833495288,A,-64.57247794672068,D,E,51.352015793225924,0
India,Married,69,C,88.93182566411883,D,64.52786591413087,B,-34.538088494175184,B,-162.96431528168748,A,E,6.919080356403641,1
Brazil,Married,84,D,80.88886635524044,C,24.77640679149192,B,-0.2841839846236301,C,74.41188085105928,D,A,182.9944075306921,1
UK,Divorced,70,D,-48.30196091141822,A,-233.10150419279023,C,56.299570095122995,E,-180.0073303465021,A,A,-35.86907808237709,0
US,Widowed,61,E,64.03570458308245,C,-140.54618182910136,B,-150.23634913213888,A,-55.58052239238284,A,E,123.91930582035616,0
US,Single,74,B,6.596683748408943,C,-241.4317247612837,E,-84.62450888606044,B,-69.2328957069399,C,B,-133.70042428699426,0
Other,Single,97,C,-8.854200054993044,A,14.950105429250476,E,-103.11297564275736,C,76.11360140196494,C,A,-238.98160346769131,0
UK,Married,83,D,130.9471446051488,C,47.901584662429606,A,-21.199734695677954,E,-137.18600891805067,C,B,0.1926661996202106,0
India,Single,42,A,-69.74984885942972,C,98.21953723970157,E,90.38138310193146,D,-23.915779843711025,B,D,-207.89401182397373,0
Mexico,Married,65,B,25.41176308240524,D,12.449234334568011,B,-127.95204353483702,A,299.49522874887435,E,D,174.88671558653718,1
Brazil,Widowed,45,C,152.07223646075866,E,70.88117190399106,D,131.65294982304422,B,109.16373614303652,E,A,140.99850242712805,1
Mexico,Divorced,58,C,-54.690638337128696,D,-22.33935427635057,E,-15.157065453528205,B,62.21283165769079,B,A,-48.35043344976146,1
Brazil,Married,81,A,7.294346682786138,B,52.556028434233305,D,-79.24851341825328,A,166.70665325462707,B,E,-87.48217553252753,1
Other,Married,52,C,-61.72981635579773,E,-262.3129354842823,E,-42.30096515496673,D,-68.2657370287425,E,B,-102.42518430988056,1
Germany,Widowed,41,A,-122.11303553942498,A,44.15321866518962,B,-44.04076215653475,B,86.62151270615755,C,B,-151.39437603326843,0
India,Married,72,B,110.3275154443085,C,111.57749142739858,A,14.573260117773174,E,-87.44081436789935,D,B,115.02176572692322,1
UK,Divorced,84,E,58.27083383503988,C,-2.8938724953740023,D,69.17087559202186,A,-112.88361344427776,B,E,-34.41983073299255,0
US,Divorced,65,C,-80.79520111076194,E,130.84162908189364,B,-49.86954333114223,E,135.2028763771268,D,E,60.680019500072945,0
Other,Single,30,C,-120.92301415863321,B,9.294846340064513,A,2.471886077899035,A,-28.866818665712724,E,B,-13.00644720156607,0
Brazil,Widowed,27,E,-60.147049632092234,A,-62.595225274750334,E,16.720409892097056,E,62.14047696208392,B,D,-15.07900730110563,0
Other,Widowed,98,D,-89.65506749360898,E,20.07649716581717,E,10.915366804044293,B,200.66165317578637,D,B,163.96051254597276,0
Other,Divorced,34,D,120.03138625329315,E,-43.78269048716773,B,-67.6228789123856,B,119.90636077629534,C,B,-103.88266440347651,1
US,Single,27,D,-167.33810592994817,C,77.982441978312,D,-93.19250758313325,E,-17.87571181205547,E,D,-18.063688957381103,0
US,Single,62,E,-82.0969078857001,E,-126.84378906999689,E,85.1305461930003,A,49.43976841523285,B,B,-264.9976931823978,0
UK,Single,29,B,41.93395356343771,D,85.57412318031867,E,-7.345991018121516,A,33.604928185485655,E,B,133.26440514856398,1
China,Widowed,89,B,-66.77525157251486,B,-108.533250400711,B,-56.366478222218696,B,-125.027034538741,C,D,-123.21723104629064,0
India,Divorced,58,E,-88.29801698049215,C,86.44251982011923,B,-14.407857297130604,C,-91.01377650876634,A,A,-198.133596911317,1
Mexico,Single,55,E,125.87972782318751,B,48.76803833011567,C,142.69630878469616,D,-36.844975150192845,D,C,-45.53375216942966,1
China,Divorced,21,B,169.34338785726197,D,-12.00905915394544,E,-42.309620701017394,D,-26.558042669702296,A,C,16.612342158555425,0
Other,Single,74,B,-112.59652313911424,A,-67.80067218091095,C,74.91310067998982,B,-102.24569146227947,D,C,6.936753683177316,1
