ethnic_group,country,Age,feature_0,feature_1,feature_2,feature_3,feature_4,target
Hispanic,China,62,B,A,-1.604064564440285,A,A,1
Black,Mexico,77,C,B,-65.23585814767883,C,E,1
Asian,Mexico,29,B,D,-100.41849454191774,E,D,0
White,Mexico,53,C,A,-268.66648501234357,E,A,1
White,UK,55,C,C,5.1708471278751595,D,A,1
Asian,Other,62,C,D,64.07337868288687,C,E,0
White,US,49,C,D,-129.2878539605276,C,B,1
Other,Other,67,D,B,21.65012485942762,A,A,1
Asian,Germany,68,E,E,-63.43426400210426,E,B,0
Black,Other,32,B,A,126.30838357823279,E,D,0
African American,Germany,56,C,E,19.36994313639522,E,D,1
Hispanic,India,22,E,C,-102.89827800061775,C,A,1
White,Other,60,B,D,40.161987705265226,E,C,1
Black,UK,29,B,D,-14.895146166022291,E,C,0
Hispanic,UK,27,E,B,38.66090048800097,D,E,1
African American,Mexico,20,D,B,-103.06336308934938,B,E,0
Black,China,53,D,C,-86.11970028695401,B,C,0
Black,Other,45,C,E,81.39845184588519,D,E,1
White,Other,37,E,B,90.30883314055755,C,A,1
Other,Germany,28,D,E,-44.57143444767693,D,C,1
African American,US,62,D,A,99.47505319880435,A,B,1
African American,China,52,B,E,26.792830675021467,D,D,0
African American,US,36,E,C,-83.1205003037938,B,A,0
Black,India,65,E,D,78.36392907069316,A,E,1
Asian,Germany,19,B,C,-170.6472095856487,E,A,1
Hispanic,Other,21,A,E,-180.50095833215926,B,C,0
Hispanic,India,64,A,A,50.1164469580606,B,C,1
African American,Mexico,36,C,A,-63.512676101898016,D,A,0
Hispanic,US,77,D,D,41.11810319198758,A,A,0
Asian,India,38,B,C,-174.89849819684804,E,C,0
White,Mexico,30,C,B,-108.96079296345033,E,B,0
Other,India,76,B,B,89.52989113115638,C,E,0
Asian,UK,57,E,A,105.78980026575817,B,C,1
White,US,56,B,C,80.1611379603204,D,A,0
Other,Mexico,20,C,A,72.38499155114462,B,B,0
African American,UK,74,E,A,23.712482196176218,C,D,1
Hispanic,US,66,C,D,111.30092576750776,E,D,1
Other,Brazil,56,E,B,-46.1840295773658,C,A,0
Hispanic,Other,45,E,A,13.757673931424755,C,C,1
Other,US,64,A,D,-120.08159963912581,D,A,1
African American,UK,18,C,C,36.76110912622054,E,A,1
White,Mexico,57,A,B,34.74632612195922,B,E,1
African American,Other,32,C,A,-56.65077169917818,E,A,0
Hispanic,Other,25,C,B,-91.19740814741853,A,B,0
Asian,China,51,E,D,-87.30518982311992,C,C,1
White,Brazil,22,D,C,21.409073062473976,D,E,0
Other,Mexico,25,B,E,132.2342688667039,B,A,1
Asian,Other,22,A,A,17.498416454393492,C,C,1
Other,UK,60,D,B,-31.72792960429244,A,B,1
Black,Brazil,79,D,B,-62.76832653182826,B,C,1
Asian,UK,18,C,D,42.99936809190443,E,C,1
Hispanic,Mexico,67,B,B,114.00524145766326,E,B,0
Asian,Germany,51,C,E,52.029333680067744,C,D,1
White,Brazil,48,E,E,-93.25844753341805,E,B,1
Hispanic,India,60,C,D,53.83643795362828,C,C,0
Other,India,39,E,B,92.58435265293514,B,B,1
Hispanic,Brazil,74,B,A,139.8899644212393,A,C,1
African American,China,19,E,B,-73.19677360370596,D,C,1
Hispanic,Mexico,62,E,B,10.215467046984717,C,A,0
Black,UK,22,E,D,55.313633837603135,E,B,0
Asian,Mexico,63,E,E,51.368791361984265,A,D,1
Other,Brazil,27,B,E,-19.45135374661375,B,E,0
Black,Brazil,78,E,C,39.22245462929156,A,C,1
White,US,68,A,C,-57.42376854378202,E,C,0
Asian,India,62,B,A,4.673818872688625,B,E,0
White,India,69,E,E,-150.22681950914222,E,C,1
Black,US,63,A,D,55.107102853460574,C,C,1
Black,US,30,C,E,-105.14620004857653,D,C,1
African American,India,66,A,D,-8.040246050849662,A,A,1
Other,India,19,A,B,5.929829783699811,B,B,1
African American,Mexico,60,C,C,93.62451984768103,E,D,0
White,US,31,C,E,8.2129405783485,E,D,1
Hispanic,Brazil,58,A,C,93.08058515977152,D,D,1
African American,Mexico,76,B,C,-195.5476145948505,E,C,1
Asian,UK,24,D,C,-64.34433920586562,A,A,0
Black,UK,57,E,A,66.1420920983701,E,A,0
African American,Mexico,22,C,A,71.83873328234299,C,C,0
Other,UK,79,E,C,-43.624540257208814,E,B,1
Asian,US,63,A,B,218.0285803567325,C,A,0
White,China,76,C,B,-130.83391434645765,C,B,1
African American,Brazil,59,B,B,203.8502899686679,E,C,1
Other,Brazil,64,B,D,-36.25477078338811,D,A,0
Asian,Mexico,19,E,E,56.0727795929032,A,A,1
Black,Other,73,A,B,-89.22748773364043,C,B,1
African American,Brazil,74,A,E,-33.730975049368645,D,A,0
Black,US,67,E,B,-114.72570369909745,D,B,1
Black,Other,78,A,E,46.95666593528863,A,C,0
Other,India,68,A,A,-174.4084883364107,A,C,0
African American,India,49,A,B,7.02194399916602,E,D,1
Asian,Mexico,71,C,A,6.916483529136176,B,E,1
White,UK,52,D,A,86.86249719214838,B,B,0
Black,Brazil,72,E,A,-187.64885792888967,E,D,1
Black,Brazil,70,B,D,22.13437590020674,B,B,1
Hispanic,Other,76,D,C,-11.08998995346381,C,A,1
Black,Germany,79,C,A,-65.45832557636587,C,E,1
White,Other,77,A,B,13.348929550380099,A,B,1
Asian,UK,67,D,D,-3.985174869414788,D,A,0
Other,US,29,B,D,24.081992575853185,C,A,1
African American,Brazil,39,A,A,-43.79559386906687,B,B,0
White,Germany,22,C,A,-25.305428333671465,E,D,0
White,Germany,47,A,D,-21.326316477484873,E,A,1
Other,Mexico,42,E,C,-4.158692184905495,C,D,1
Black,Other,31,D,A,-17.927838491988116,D,A,1
African American,Mexico,29,C,A,-98.37630410913317,B,E,1
African American,Mexico,45,C,D,32.615175679274365,E,C,1
Black,US,78,C,B,-259.25628338769627,C,D,1
Other,Mexico,26,D,B,-160.30496456563972,D,A,1
African American,Other,50,E,A,-92.62604789500843,D,D,1
Hispanic,India,33,B,D,115.34044595044381,D,E,0
African American,Brazil,65,B,B,-86.04518046377436,D,D,0
Hispanic,UK,29,B,D,-70.98365191940759,B,E,1
White,Mexico,34,E,B,-199.08059909879782,D,D,1
African American,India,70,B,E,47.31486825766794,A,A,1
Asian,UK,68,D,E,248.1216001489679,A,C,1
African American,India,71,C,B,-54.933057606768685,D,A,0
Other,US,57,C,C,-62.288299925117144,C,E,0
Hispanic,Other,75,C,C,54.21539464606181,E,B,0
Other,Brazil,75,E,C,-3.588732167731585,E,E,1
Hispanic,Other,45,D,E,81.41965141899016,B,D,1
Hispanic,Other,31,A,B,-66.16368054280912,D,A,0
Hispanic,US,70,A,E,46.69345247176114,A,D,1
Black,China,73,C,A,40.262708431452396,E,D,1
Black,UK,56,B,C,-79.21908560108317,C,A,0
African American,Mexico,32,E,D,173.96662115773776,B,C,1
White,US,22,D,D,-57.792020251127795,E,B,0
Black,India,57,D,A,101.09023521802575,E,E,1
Asian,China,53,A,B,32.923353813022274,C,A,1
Asian,Brazil,70,D,C,9.360384478084164,E,D,1
Black,US,57,C,B,38.55282804201954,B,B,1
Other,Other,50,E,B,-32.00134597483834,D,D,0
White,Germany,74,D,E,-98.21941909314646,B,D,1
Asian,Germany,66,E,B,-158.1168842713196,A,C,1
African American,Brazil,20,A,A,45.33844180774672,C,A,0
African American,India,18,B,A,-162.98995293724536,B,E,0
Black,India,55,A,C,-155.23616123240024,B,D,1
Black,Germany,65,A,B,-139.14685161120568,D,C,1
Black,Germany,66,D,B,-44.9783344438317,E,D,1
White,Other,62,A,D,8.566178663847367,D,A,1
Asian,Mexico,21,B,E,161.07803064173658,D,A,1
Other,India,28,C,D,47.63635474796612,D,A,1
Other,India,22,D,A,38.7199823825774,E,A,1
Black,Other,63,D,B,29.69537154186368,A,B,0
African American,China,64,B,D,-24.724688837800834,C,A,1
Hispanic,UK,61,A,E,-126.68315232247751,C,C,0
Other,India,32,D,B,-143.39672262563806,E,D,1
Hispanic,Mexico,39,D,C,-51.0133577672961,C,B,1
Black,US,54,C,D,9.667509223683592,D,E,1
White,Mexico,34,E,B,-69.96293547761732,D,B,0
Other,Brazil,21,C,E,-170.08465933071733,E,E,1
White,India,65,E,E,-132.80328454912603,E,B,1
White,UK,57,E,C,-88.38598251697252,E,B,1
African American,Germany,79,A,A,-33.41057972919083,D,A,0
African American,China,48,A,C,-142.68056701733153,A,A,1
Hispanic,UK,69,C,C,70.35297639542519,E,D,0
Black,Mexico,46,D,A,65.75222978600651,B,B,0
Other,UK,37,B,A,-20.701180437689494,B,C,0
White,Other,52,C,D,-20.568253438666044,D,C,1
African American,US,20,E,C,-30.265771777415125,C,E,0
White,Other,66,D,C,71.73157390227675,A,C,0
Other,Other,67,B,C,41.70437079489831,B,E,0
African American,China,31,B,B,33.74809640443692,B,E,1
Black,Germany,37,D,E,-162.48860479144355,C,A,1
Hispanic,China,32,C,B,-117.06444294028935,A,E,0
African American,US,57,C,C,-204.77481913382684,B,B,1
White,US,64,B,E,23.729597328696297,A,B,1
White,Mexico,48,E,D,-128.07168587284156,B,D,0
White,Germany,28,C,E,-13.151112167566653,E,A,1
Other,Other,64,C,E,-106.24893476029231,C,B,0
Black,Other,47,C,D,24.067276858012367,E,A,1
Hispanic,Other,44,B,B,-8.57096147488515,A,A,0
Hispanic,Brazil,61,D,D,-197.12857125914084,E,B,1
Black,US,36,E,A,22.40655536652222,B,C,1
Other,India,58,B,E,-185.3512825373999,D,A,0
Black,UK,67,D,E,72.88372278186243,A,D,0
Black,India,38,C,B,-237.60599860439933,D,D,1
Black,Brazil,23,B,C,154.26779585209667,E,B,1
Black,Germany,49,B,A,210.18851041399893,D,D,1
Black,US,40,E,B,231.56142130545638,A,D,0
Asian,Other,60,D,C,70.1250489209784,A,B,0
White,Brazil,22,A,D,125.29058034769405,D,D,0
Hispanic,Germany,56,D,D,210.05598305242233,E,B,1
Black,UK,76,D,D,-45.22837152773745,E,C,0
Other,Other,54,D,C,-83.4658281970303,A,D,1
White,US,44,C,D,67.09099625213283,D,D,1
Hispanic,UK,32,B,D,58.2831560668411,E,E,1
African American,Brazil,27,B,A,87.5511020783695,A,A,0
Other,China,31,C,A,-22.875330817348086,D,D,1
Asian,Brazil,48,A,C,60.43576574156223,D,A,1
Hispanic,Mexico,42,B,A,120.54398182775552,E,A,0
Black,Brazil,20,D,B,104.08335752595808,E,A,0
White,Mexico,44,E,C,134.99063874293162,C,C,1
White,UK,40,D,C,-116.07724291468864,B,B,0
Hispanic,Germany,24,B,E,107.05045513965877,B,C,0
Hispanic,Brazil,58,E,E,124.76818524542628,E,A,1
Other,UK,47,C,A,111.88863707957837,C,B,0
White,Other,60,A,E,-41.27888721193959,C,B,1
Asian,Mexico,28,E,D,119.71984998430705,E,E,1
Asian,US,42,D,B,-78.80659128752879,B,D,1
Other,Germany,44,E,D,45.16258210586309,A,A,1
Asian,China,22,A,B,-77.91025989276442,C,B,1
Other,Brazil,79,D,A,7.979176641497535,C,E,0
Asian,US,64,E,E,-17.004493449837433,E,C,1
African American,Other,31,B,B,-72.5835649180998,E,D,0
Black,India,67,C,C,-18.045995405857308,B,A,0
Hispanic,US,79,D,B,12.300272354631879,D,B,0
Black,US,76,E,E,-63.00448800778318,E,A,0
White,US,65,E,C,-36.86444946844554,C,C,0
Black,UK,50,B,D,-39.71480800552168,D,B,0
White,Other,53,A,A,21.080196422963237,E,B,1
Asian,Mexico,20,B,C,-51.75231662853973,A,D,1
African American,China,61,B,E,-27.814543263888435,D,C,1
Other,Mexico,58,E,C,18.664749296019036,C,B,1
White,Other,68,E,C,-57.83275363633064,C,D,1
Asian,Mexico,43,D,B,20.387299803565075,A,B,1
African American,India,55,D,A,-13.024417838703329,C,D,0
White,UK,71,C,D,54.69342816072549,A,A,1
Other,India,25,A,A,-153.40517842722605,B,D,1
Other,Brazil,65,E,E,-82.75330362462525,D,C,0
Black,India,38,A,D,16.195578737591262,C,A,0
Asian,Brazil,45,B,D,-200.84346542509385,B,B,0
African American,Brazil,36,B,E,82.90263022923561,B,D,0
Hispanic,China,35,C,B,26.368088681514852,C,D,1
Black,Other,25,E,A,-57.1843483503226,D,A,0
African American,Mexico,76,E,E,-128.32186999638725,C,D,1
African American,Germany,20,A,C,89.78428771354007,A,A,1
African American,Brazil,59,D,D,-139.3784875841575,A,C,0
African American,Germany,19,A,E,160.00442681054005,A,E,0
Hispanic,UK,60,B,D,-181.68579206043,C,E,0
White,US,53,D,E,42.54195537766925,A,B,1
Black,Other,44,A,B,42.25811474015739,A,C,0
Black,US,65,C,D,2.1749244115148456,E,E,0
Hispanic,Brazil,34,A,C,-0.11368822198834741,A,B,1
African American,UK,58,D,E,-114.83305158512619,E,D,1
African American,China,22,E,D,-90.7006991053636,E,E,1
Black,UK,65,C,A,-16.9065649482764,A,A,1
White,Mexico,74,D,E,41.57089894903822,D,C,1
African American,UK,37,B,A,-54.3553596635421,E,A,0
Black,China,69,E,B,22.483681787673536,C,D,0
Other,Mexico,20,D,C,154.57540029698575,B,C,1
Asian,India,60,A,E,-83.93143921598124,D,C,0
African American,US,54,B,E,-140.24007549202523,A,E,0
Asian,UK,74,E,C,15.090932802292977,E,C,1
Black,Germany,77,A,A,-90.76962540850315,B,B,0
African American,Brazil,53,B,C,-3.4091448056124176,B,B,1
African American,Germany,46,B,A,133.0909216007718,E,A,0
African American,Brazil,67,C,D,-74.8280372552539,E,B,1
Other,Germany,29,C,B,238.0977748108534,C,D,0
Black,India,78,E,C,95.9861282703847,E,E,0
Hispanic,UK,28,A,A,56.90994459838434,C,E,1
Hispanic,Mexico,52,E,E,18.104930865421416,E,E,0
White,China,54,B,B,-13.292565244253082,B,B,0
Other,Mexico,73,A,B,-54.82705686705661,D,B,1
Hispanic,Mexico,79,C,B,58.062376280768135,A,E,0
Other,China,58,A,C,-86.36721774596715,D,D,1
Black,Mexico,31,E,A,83.46943643391786,E,C,1
Black,Mexico,55,A,B,62.40909433054327,D,A,0
African American,US,26,C,C,104.61503883792538,B,D,0
Black,India,71,E,B,62.93548718429671,D,B,0
Other,UK,74,D,B,-29.92657930365014,D,A,1
White,India,69,A,C,80.9078160451947,B,C,0
Black,US,52,C,A,-125.94747835419531,C,B,0
White,India,34,A,E,0.008270314520756192,D,D,0
Black,Brazil,33,D,E,-0.5867575394986334,D,D,0
Asian,UK,33,B,C,-63.83885955860167,E,B,1
White,India,21,D,E,51.44968251684799,C,A,0
Black,Germany,59,D,B,118.45990824902117,A,D,0
Black,UK,70,D,E,63.00584324878669,E,E,0
Asian,China,67,C,A,71.8693966700181,A,A,0
Asian,Other,77,D,C,74.12944824513377,E,B,1
Hispanic,UK,60,B,E,28.08375930444793,A,C,1
African American,Mexico,73,A,D,-113.1077563890524,E,D,1
Asian,Germany,54,B,A,-11.803045644860605,C,D,1
Other,Mexico,41,A,E,-94.31420450617163,B,B,0
Hispanic,UK,61,A,D,131.8011360920543,D,B,0
Other,UK,34,E,C,-115.27737636976715,E,A,1
Hispanic,Other,26,D,E,-10.467903830963888,D,C,0
African American,Brazil,25,C,E,30.939059020220185,E,D,1
Other,Brazil,39,D,A,-200.48236040515425,E,A,1
Hispanic,Brazil,51,E,C,-110.52993321277873,A,E,0
Other,China,47,B,B,-27.5096206755577,B,D,0
Hispanic,China,50,A,B,112.76744799989729,C,D,1
Black,Other,63,C,B,67.43801026520032,E,E,1
Black,Other,26,A,C,42.41219106153134,C,C,0
African American,Germany,35,D,A,-9.558216789653146,E,A,0
Hispanic,Mexico,38,D,C,136.554418793607,E,B,0
African American,US,77,C,C,147.36411262402027,A,B,0
Other,Mexico,67,A,E,-82.21196312867302,E,A,0
White,Brazil,55,B,B,142.66439039953417,C,D,1
African American,UK,65,B,D,35.34650788035669,B,A,0
Other,Other,58,D,B,163.50062160969728,B,B,0
White,Germany,54,A,B,135.41505534944602,B,B,1
White,India,19,D,C,-29.45800538404931,A,C,0
White,Brazil,52,A,A,60.54179578749104,D,E,0
Hispanic,Brazil,48,C,E,94.81526785263783,C,E,1
African American,Other,41,D,C,-33.18136981390862,A,B,0
African American,Brazil,40,A,D,80.03097998697294,A,B,0
Other,UK,26,B,B,-78.47224942467848,D,E,1
White,UK,72,E,D,-138.58640124231385,D,B,0
Other,Mexico,41,C,C,-13.187238147605054,C,D,0
White,Germany,25,E,C,59.992728321358726,A,E,1
Black,US,44,A,C,48.54653271621296,B,C,0
White,US,62,D,B,146.97926961418776,D,D,0
Other,China,32,E,C,225.75729479213993,D,A,0
Hispanic,Germany,25,C,D,183.40823725326436,B,C,1
Black,Other,78,A,B,-22.43242538495348,D,E,1
Other,UK,61,D,B,26.784738090355138,B,E,0
Hispanic,Mexico,65,D,C,43.90955121043789,C,E,0
White,Mexico,36,C,A,-56.44711170059904,C,D,1
Black,China,32,B,E,151.54417529171968,E,E,0
Other,China,33,D,E,-11.921590706067844,B,C,1
White,UK,72,C,A,44.49592526383909,D,E,0
White,China,26,B,C,39.404026687449246,B,A,1
Other,Brazil,66,E,E,-63.73747557124848,A,E,1
Other,India,44,E,B,-76.8480883274698,E,B,1
Hispanic,US,34,A,A,-33.81812558978712,E,E,1
Asian,UK,71,A,A,34.927800590842054,B,E,1
Asian,Mexico,47,B,A,-55.950241777075206,A,C,1
Asian,Germany,39,A,B,47.496499818430365,B,A,1
White,Mexico,62,C,B,50.840866744015266,A,B,1
White,Germany,74,B,E,68.76487315836772,A,C,0
African American,India,57,C,D,-69.42934204494101,E,B,0
White,Germany,18,E,B,36.91317340136646,C,B,0
Other,UK,61,C,A,-56.19488132961262,D,B,0
White,China,27,D,D,110.74685980291751,A,E,1
African American,Mexico,64,D,C,-19.16998485696454,A,A,0
African American,UK,65,A,B,-70.28758107912627,D,A,0
African American,Other,49,B,A,-165.49927989593667,D,A,1
Asian,Brazil,60,C,B,84.31803368006777,A,A,1
Asian,UK,65,B,D,-35.144730662738176,E,A,0
Asian,India,76,E,D,-138.6535897732582,D,D,0
Hispanic,UK,70,B,B,154.39436585628346,B,D,0
Black,UK,57,C,C,-17.18062302268003,A,E,0
Hispanic,UK,60,C,E,25.430224455389826,A,C,1
African American,India,20,E,C,-17.51708697899547,D,C,1
Black,Mexico,52,C,C,3.0390580020592575,B,D,0
Asian,Mexico,73,B,D,-38.82321942090439,C,C,0
Hispanic,US,64,D,A,-22.089690012716794,E,B,0
Other,China,76,B,D,19.135722290300816,B,D,0
Hispanic,India,45,B,B,-106.74385533995525,B,E,0
White,US,26,D,D,-48.74442123879908,E,C,0
Hispanic,India,38,C,D,34.65369583593147,E,B,0
Hispanic,Mexico,63,E,E,128.8105675114741,E,E,1
Hispanic,Other,33,E,C,-53.070353533813375,D,D,1
Hispanic,UK,52,B,A,178.7749001329029,B,B,0
Black,US,21,D,C,-85.61923817609728,D,E,0
African American,Other,79,A,D,-119.17624188772132,C,B,1
Other,Brazil,71,B,A,-129.02868889136744,C,B,1
Other,Mexico,70,A,B,-11.407024789289256,B,E,1
African American,Germany,28,D,A,53.66216132396765,E,C,1
Asian,China,60,D,D,-6.01366148257547,D,B,1
Black,Germany,60,B,A,-0.05869243100683692,D,A,1
Other,UK,79,B,A,-95.77530922991222,E,C,1
African American,Germany,50,C,E,-10.649817177725053,D,A,0
African American,Germany,22,E,A,-16.882995046474136,D,B,0
Black,India,40,A,A,-78.89098600026449,D,D,0
African American,Brazil,66,D,B,241.0650711810861,E,D,1
Hispanic,Mexico,68,A,D,184.5008992305032,E,C,1
Other,China,29,D,A,21.47046396654692,A,A,0
Other,Other,68,A,E,-122.74939581648567,B,C,0
White,India,62,E,E,-92.13820858441761,E,A,1
African American,Brazil,66,A,E,85.48189040677647,E,C,1
African American,Germany,34,A,B,12.612242534385079,D,D,1
African American,India,24,B,D,79.5176722888144,B,D,0
Hispanic,Germany,44,C,E,-86.85580253246638,E,B,1
Hispanic,India,21,E,E,93.42838789148344,D,E,1
Other,China,64,E,D,36.73634981527155,B,D,1
Hispanic,Brazil,47,A,C,109.00902132816242,C,B,0
Asian,Brazil,69,E,E,-44.898788463446806,B,A,0
Black,UK,53,D,E,-89.51932260539512,E,A,0
White,Mexico,26,E,C,42.39096129700847,E,B,0
White,Brazil,41,A,A,83.2388360020947,B,D,1
White,Other,52,A,A,74.34703595213628,B,E,1
Asian,Other,47,B,D,-49.0477825433962,C,B,0
Asian,US,27,A,B,-169.26648803696511,A,D,1
White,Brazil,71,A,E,-20.29818292921086,A,D,1
Other,Brazil,58,E,E,-53.889220297966936,B,E,1
African American,Brazil,74,A,E,-71.60799413727567,D,A,1
Black,Brazil,38,C,E,118.16370772022763,E,B,1
Other,Brazil,79,C,B,-4.147826446325167,A,E,0
Asian,Mexico,18,D,B,-60.040246853664456,B,E,0
Hispanic,China,20,A,B,-62.65545729062373,D,B,1
Black,India,54,B,C,40.18519660371743,E,C,0
Black,India,43,B,C,-2.471962559266768,C,D,0
Hispanic,Other,77,E,C,63.42033153505484,E,E,0
Hispanic,China,21,C,D,-16.38617853021047,C,C,1
Black,Brazil,24,D,C,5.082705633502441,D,A,0
White,Mexico,44,C,D,-33.51332031140245,C,E,0
White,Brazil,36,C,C,8.839658654419306,D,B,0
Other,Other,69,A,D,-153.93134967096364,A,D,0
Hispanic,Germany,43,B,C,53.2160782833733,E,B,0
Hispanic,Brazil,57,C,B,65.58076150339319,A,C,1
Black,Other,32,E,E,-68.19278570376402,D,C,1
Asian,US,65,A,A,11.387028485399126,E,C,0
Hispanic,US,19,B,D,-17.52425350495285,D,C,0
Other,UK,68,B,E,87.41686601919059,D,D,0
White,Other,25,C,A,-73.87057462508724,B,D,0
African American,UK,67,D,E,-11.9456937967318,D,A,1
White,Germany,54,A,D,-38.69246634927038,E,C,0
Black,Germany,42,A,B,90.61920152866315,D,B,1
Asian,Germany,30,B,C,-48.807828938454385,A,B,1
Black,Brazil,74,C,D,-77.80063802493153,B,A,0
Hispanic,UK,28,A,A,-19.796471841097688,B,C,1
White,Other,78,A,B,45.38754642766335,E,E,1
African American,Other,53,A,A,167.77118393617286,A,E,0
Asian,China,21,D,C,109.31158618620518,E,C,0
African American,Mexico,58,C,B,125.44079259948442,C,B,1
Asian,China,78,C,B,-1.1808457060111561,B,D,1
White,Germany,77,B,A,148.1806151420946,B,A,0
White,China,33,A,A,42.89247510880145,E,D,1
White,India,26,E,A,18.477989873327942,A,D,1
Hispanic,China,47,A,B,164.7929742299103,E,D,1
Asian,China,63,E,C,87.17568012747365,B,C,0
Asian,UK,31,A,B,-58.51145054336201,B,E,1
Hispanic,Brazil,43,A,C,-19.110149615242392,E,E,1
Black,India,79,E,A,-38.954376072901056,B,B,1
Other,India,52,D,B,13.595652000861413,C,B,1
White,Other,37,D,C,-12.135102893087138,B,E,0
Asian,India,45,E,E,216.08017692731744,C,C,0
Hispanic,Germany,49,A,D,-73.09109422498983,E,D,1
Black,China,54,D,A,137.16420098608833,B,E,1
African American,Brazil,32,A,E,85.36698428458116,A,E,0
Black,Other,27,B,C,32.83236738557777,D,A,0
White,India,38,A,A,-201.34772252666343,D,E,1
Hispanic,India,68,E,A,8.628563104077815,D,A,1
Other,Other,24,E,D,77.23363243769404,A,B,0
White,India,44,B,D,106.21549096044612,A,D,0
African American,UK,50,D,E,37.78688593421143,B,C,1
Hispanic,Brazil,20,E,A,14.166546081961545,C,E,0
Hispanic,Germany,79,D,B,128.11237571748615,E,A,1
Other,UK,47,B,B,42.70737761751935,E,E,1
Asian,UK,49,E,E,116.2983516992288,A,A,1
Black,Mexico,54,D,C,-28.29161927897859,D,C,1
Asian,US,63,B,C,-28.2242226816899,E,B,0
African American,Brazil,59,E,E,-160.76425124908923,E,E,0
Other,Brazil,18,C,B,-77.38982678073093,A,C,0
African American,India,69,E,D,-95.40946280497849,A,C,0
White,US,26,C,E,-182.69173858885563,A,B,1
Hispanic,UK,78,D,A,2.173494926107341,A,C,0
Other,Germany,70,B,D,111.38014086742078,A,D,1
Hispanic,UK,55,D,C,-41.0590264780893,D,B,0
White,Germany,53,A,A,-173.09968896239988,A,C,1
White,Mexico,43,C,D,2.8025656698303583,C,D,0
Hispanic,Germany,29,E,B,-38.88823384739748,C,D,0
Hispanic,US,53,C,D,-128.19606465833218,B,A,0
African American,India,23,D,A,85.14729304401139,D,D,0
Asian,US,66,D,D,-42.788642290013456,A,A,1
African American,UK,22,C,A,45.95579218632397,A,D,1
Black,China,22,A,B,-28.676309132354366,D,A,0
Other,Brazil,30,C,A,-48.75214604314053,B,B,1
White,India,40,E,A,50.96430511496132,C,C,1
Asian,Germany,69,D,B,1.8562906352505817,A,C,0
African American,Brazil,32,C,C,-22.060684649096928,D,E,1
Black,China,70,D,B,-98.94104101601545,A,C,0
Black,Mexico,25,A,D,-10.658846801128512,A,B,0
Other,China,36,B,B,-75.48992255406121,D,A,0
Asian,US,48,E,A,115.89611316965585,C,B,1
White,Other,63,C,A,128.59735057938818,D,B,1
African American,UK,76,A,B,-63.699654826232724,A,A,0
Black,Mexico,28,C,B,168.40760354661535,B,D,0
Hispanic,Mexico,65,B,B,63.94691232302582,E,D,1
Hispanic,US,27,B,C,190.43307585864423,E,D,0
Black,Brazil,19,A,D,22.31888914828008,C,B,0
African American,Brazil,27,D,C,17.272841281144675,B,C,1
Other,Other,71,C,A,8.058928713357542,B,C,1
African American,India,48,B,D,-23.02596078059632,E,D,1
Asian,Brazil,60,C,E,-52.103283698867855,E,D,1
White,Germany,47,C,E,89.65695570131018,C,B,0
White,Brazil,36,B,A,-0.10249732639049632,A,E,0
Hispanic,Germany,39,E,B,-51.406817782904746,E,A,0
Asian,UK,79,C,D,-145.5541226581761,A,E,1
Asian,India,79,B,D,33.41750508193426,C,D,1
Hispanic,Mexico,27,E,D,-14.806552319566931,D,B,1
African American,Mexico,75,C,D,-25.29518990227066,D,D,1
White,Germany,25,B,B,34.62768067676743,E,A,1
Black,China,47,C,E,-125.22387982008085,C,A,1
African American,US,78,D,C,40.72910783132935,B,C,1
White,UK,30,A,A,134.91833071907274,C,E,1
White,India,35,D,A,19.080590133690237,A,E,1
Black,UK,24,D,E,74.92419052846617,D,E,0
Black,China,44,A,C,-49.521828949736104,C,B,0
Hispanic,Germany,76,D,A,-123.4160056502529,C,A,1
Other,Germany,75,C,A,6.340734786907229,E,D,0
Black,Germany,41,E,E,-48.694745946967686,C,B,0
Black,US,32,A,A,-60.397909869622715,B,A,1
African American,Other,76,D,B,-103.64580325407795,C,D,1
Asian,US,66,C,E,-163.5500477404223,A,D,0
African American,Other,79,E,D,94.64537323634033,A,E,0
Asian,India,51,E,D,-61.122266879809715,D,C,0
White,UK,37,C,C,3.8797708672225477,C,D,1
Other,US,60,B,B,-28.70027261147158,A,A,1
Hispanic,Germany,28,A,E,174.71693413955077,D,D,0
African American,Mexico,65,B,D,-164.61800000548465,D,D,1
Black,US,27,A,A,10.215749996139301,B,B,0
African American,Mexico,69,C,B,64.08784278950553,B,C,1
Hispanic,Germany,39,E,B,51.74690778028182,C,D,0
Other,India,29,B,B,65.39774572466406,A,E,1
Hispanic,Mexico,22,D,E,-61.43229162239019,A,E,0
African American,China,64,C,C,-123.71576434393643,D,C,1
Asian,China,26,D,B,-187.97483811425857,B,E,1
Other,US,27,A,D,-65.66350462579929,B,E,0
Asian,UK,37,D,D,-86.62477628022837,A,E,1
Other,Brazil,66,B,D,38.20565629255617,C,E,1
Other,UK,69,C,D,18.65523969309713,D,E,0
Hispanic,UK,70,D,B,2.3438266981654414,B,B,1
Black,China,40,A,B,-5.134492890611077,C,B,0
White,China,75,A,A,68.03178189476623,A,A,0
Other,Brazil,74,C,E,0.945453114432829,E,C,0
Hispanic,China,47,A,B,-141.05723808394686,E,A,0
Asian,US,65,C,C,13.775911824959863,B,C,0
African American,China,41,D,A,-5.00664653227659,A,E,0
