veteran,gender,nation,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Non-Veteran,Other,UK,76,D,-91.75493225666952,A,B,170.48094779708507,-6.27965602586515,124.03267664781912,A,E,1
Yes,Female,India,74,A,15.661949784938816,D,D,-47.78638736420537,21.395506578491737,-50.15388072979277,D,C,0
Yes,F,China,45,E,-59.29944294511338,B,B,18.442317649592365,17.19496754638716,-177.8822533920644,A,A,0
No,M,Other,48,D,-4.811067919828302,C,B,36.72100226218538,-36.90671723519866,-3.2850736237260447,B,E,1
Veteran,Other,Brazil,54,A,-18.820619795005104,C,C,-102.29851748977465,149.6285327810345,58.542902202612645,B,B,0
Veteran,Male,UK,35,B,193.36572140225056,C,E,124.3935000092955,102.76330062298902,-19.022241876764234,E,D,0
Veteran,M,India,27,E,-123.31471031070048,D,A,48.10791890393003,43.7096519841972,-31.152776738066812,B,D,0
Non-Veteran,Non-binary,India,66,A,-81.34362184942552,C,C,98.40162062834338,22.24653565433504,8.728287972821787,C,D,0
Yes,M,China,36,B,-129.87764134021594,A,C,-201.246290768296,49.38111734046713,31.919804665554132,E,C,1
Veteran,Female,Brazil,50,A,-99.1602689099791,B,E,-67.7797592279546,-123.01122764984282,136.5648581851383,E,D,0
No,Female,China,74,E,101.47735912890919,A,A,-147.4233346193227,-110.25753394072302,22.036610459659624,C,C,1
No,Male,Germany,62,B,-106.42585734952368,A,B,-106.11369879233953,134.57818721088537,-86.5085144028702,C,B,0
Non-Veteran,Other,Other,51,D,0.5717235066751899,C,C,73.56831027103422,-15.875944226726855,83.24311569655333,B,E,0
Yes,Male,India,78,E,-65.66079607371177,B,C,52.55433037819158,-129.64137257791847,68.18170409906948,A,A,0
Veteran,M,Other,20,D,-9.994472498178872,D,C,13.775908630833822,-103.82314573270625,-147.316457318892,D,A,0
No,F,Germany,46,A,-94.54413000384412,B,D,162.50536513461424,-45.21368805908036,35.76726890758752,D,C,0
Veteran,Male,India,75,E,-124.61318232695831,E,D,-96.7259448253491,-53.72135356229442,187.61720415980338,D,B,1
Yes,Female,Brazil,64,B,96.17083412062556,E,B,-141.80631305179466,-119.24051708465,51.397626579631485,A,D,1
Veteran,Male,US,21,A,57.08923003498233,D,B,14.345198851041147,-71.0530842287133,29.666748366473094,A,E,0
Non-Veteran,F,US,66,E,186.34696082188273,A,E,91.22244894728875,-24.366578026276446,11.71360523343352,A,C,1
Yes,Non-binary,India,77,B,2.300592106003015,B,B,232.85549653165933,77.27173159480483,-3.565892504235714,A,A,0
Non-Veteran,Other,UK,64,A,-2.8136412687984556,B,C,-31.631188760632728,-153.92463479796226,66.66379381619382,B,D,0
Non-Veteran,Non-binary,Mexico,26,A,35.57647355376637,C,B,35.40242072149344,12.989954711793505,-11.276910970589345,D,B,1
No,Male,US,78,A,132.95781246189176,C,D,118.46317826828093,37.333357678338935,15.53301311066181,A,C,0
Non-Veteran,Non-binary,Brazil,56,B,-112.92284851731196,A,E,46.56810496770208,-121.44213374339563,-59.25395025919392,B,C,0
No,Other,Germany,20,A,-71.27937661330465,D,B,-121.50002569543143,-96.42316705364925,118.59814064552087,E,C,1
No,Male,Germany,34,D,-59.42626966463599,C,C,-45.40997611517114,-54.750568926430965,-130.48632337817324,D,D,0
Veteran,F,Germany,32,B,176.9003793411372,D,D,-101.10114245389501,196.59466744829382,-148.40831180059953,B,A,0
Veteran,M,Germany,50,D,157.21384742855412,C,E,-42.20946536204588,141.6720999382799,-122.75054047044505,B,E,1
Non-Veteran,F,China,59,A,34.31047068207849,C,E,-3.7387698568332857,-116.87496842746059,74.1617338841155,E,C,0
No,F,Other,69,A,124.57294608098309,E,C,88.30457122001964,-80.29366839031195,-13.369561184777892,C,A,0
Non-Veteran,Other,Brazil,78,E,146.58818257229322,C,B,-40.35466950543738,-45.662574126757065,45.47285629888979,A,B,0
Non-Veteran,F,Mexico,51,C,9.98944198525235,D,E,21.731851248671603,-28.86152822223434,-72.02535811159422,B,A,1
Yes,Female,US,44,E,-94.91694912979136,B,A,-13.629327027370044,-26.831731401395377,-20.901981510207065,D,A,1
Non-Veteran,M,Other,68,A,-31.145161502387257,D,A,-7.538765685145389,-34.44462439473931,148.9057328330656,D,D,0
Non-Veteran,Male,UK,29,C,107.23406828563216,D,E,-93.94579700917322,80.03722578557183,72.72423171735115,D,E,1
Non-Veteran,Female,Germany,77,B,76.59599284496029,C,A,108.21480362147878,-70.89423909264713,155.51707650539703,C,D,1
Non-Veteran,M,Brazil,31,E,14.014011922704018,B,E,8.008313196330336,40.240006299798885,365.50705929061996,C,A,1
Non-Veteran,Male,Other,55,C,2.406392531349329,B,C,-139.78387692189375,-24.814787936808912,48.82355613158285,A,D,1
Yes,F,Brazil,26,B,119.23038212669326,B,C,94.17501274094627,223.1584172633747,-55.004070863262285,E,B,1
Yes,Female,Mexico,36,C,-57.87792741980553,D,D,-135.1426437644216,58.011625714844186,-63.094770283812764,C,D,1
Non-Veteran,Female,Mexico,45,C,42.60932747199866,B,C,-30.53027793889958,-82.89694471834032,-62.113177209262695,E,B,1
Veteran,F,Brazil,57,D,86.90822111497422,A,A,-88.62634793293711,100.1116431347741,-107.00934148495503,D,C,1
Yes,Other,India,53,A,100.12270269714605,C,C,-63.19048363061095,-203.251064433907,-63.66048020933317,C,C,1
Veteran,F,Mexico,68,B,127.3282209211132,A,A,38.55479509707164,-82.71470279532423,64.54584009536842,E,A,1
Veteran,Female,Mexico,53,C,0.20764919117488204,C,B,10.36133120221024,-76.50986348785311,82.91287014494837,D,D,1
Non-Veteran,Female,US,53,A,91.12488290309314,E,E,17.28760474620587,-24.3877479096269,-99.31457347659116,E,A,0
Non-Veteran,Non-binary,US,41,B,41.64418407043783,C,B,-118.09410074973168,-31.20383847305792,-106.13801922504487,D,D,1
No,Female,UK,27,E,6.551429605840007,D,E,208.69609995400168,-69.96488402704745,-149.1396968068971,D,B,1
No,M,India,23,D,-22.621304261776736,C,D,-177.8853962623558,62.17719277472269,-50.33178229787537,B,C,0
Yes,F,UK,62,D,89.02219127008874,C,E,-0.2538373871114038,183.98416363013627,-235.27149539183497,A,C,0
Yes,F,UK,26,D,113.47050134407839,B,D,-76.47393831888525,16.352282054810193,156.55094161800153,A,E,0
Veteran,Other,Other,43,A,2.6321538395435136,C,C,-97.17471820781667,-37.33695404260586,-11.135609447459755,E,C,0
Non-Veteran,Non-binary,Brazil,56,A,-74.04980436554004,C,C,36.737254274635845,104.68574267333794,-60.88330714038944,B,A,0
Yes,M,China,64,D,90.35277945322919,D,E,14.433332799953757,190.8628073348878,83.93969979891847,B,B,1
Yes,F,Germany,69,B,101.39459765066034,E,B,61.20876148055381,62.50170462361947,74.25156149511314,B,B,0
Veteran,Female,UK,47,D,-20.053873382373776,D,A,76.74030969531046,-76.73308330573052,117.17954075703074,C,D,0
Veteran,Other,UK,44,C,-27.417919562997856,B,A,-94.73058806083634,84.80085715346634,-41.213927041719806,B,E,0
Yes,M,UK,51,B,-44.70171715866853,C,D,80.08638667814533,-67.17174294232314,19.40720122039032,E,E,1
No,M,Other,78,A,-19.076185903116485,D,B,-148.94866099395526,165.46062449128237,97.99123443290031,C,D,0
No,F,China,55,D,145.08321341983932,A,A,-61.41586919058357,-51.336964937162186,-38.42099243371157,B,A,1
Non-Veteran,Non-binary,US,39,A,21.994816551389125,A,C,-115.00672750266286,24.4191600154696,56.04573844490894,E,B,1
Non-Veteran,Male,Mexico,36,C,143.4132712471869,D,E,-19.179956392007774,102.30761149778552,57.86664630757781,B,E,0
Yes,Other,US,51,C,198.2651125164147,B,B,4.0669202991864335,-80.17365176188936,30.8627589769166,C,A,0
Yes,Non-binary,US,44,B,-77.35174724450876,E,C,-132.38972291862865,57.832317189992885,-30.74689855677465,D,E,1
Non-Veteran,Male,Mexico,76,A,239.09963136517857,D,A,-12.660875636660096,117.31020601601006,122.11244715315294,C,A,1
Veteran,Non-binary,UK,42,C,-120.4077600624413,A,E,-17.796769495471786,-7.357693962967671,107.88290417533024,C,C,0
Yes,Other,India,34,B,94.20520832764612,B,C,-72.78467391309059,-99.3154015760147,-144.82814809230013,E,C,1
No,F,Mexico,75,C,92.8252456259417,A,C,58.32173515787065,91.18465365250604,140.32304789583137,E,E,1
No,Male,China,69,B,-22.155049687616827,A,C,121.9026185360411,-34.756059930062904,32.211145095236915,D,E,0
Yes,Other,Germany,66,B,-36.29747366949626,C,C,134.4122094214251,-54.631045723093266,-12.311450451172147,B,C,1
Veteran,Non-binary,UK,23,D,-92.38414088878024,D,C,-2.755782364725262,-127.20109479439697,-164.20806960674204,D,D,1
No,Non-binary,US,31,D,230.95396364677737,E,A,-52.066274665515635,-172.35352210052605,54.56476617014777,B,B,0
Veteran,Non-binary,Brazil,63,A,-26.78721404507536,A,A,-157.11027479221116,178.9561523794232,86.11206556838638,D,D,1
Veteran,F,Brazil,57,E,-115.36486613201664,D,D,-29.913597618643152,-91.5707587531938,-210.7253531345556,E,D,0
Yes,M,UK,77,B,-21.651724328359016,A,D,5.230308143814795,95.32862598031454,38.781546561781916,C,C,0
Non-Veteran,Non-binary,Germany,25,B,-88.65391675112807,D,D,-24.389855871077888,69.76364499156679,166.23002649616186,A,E,0
Veteran,Female,Germany,45,C,128.69902122698272,D,D,175.4599400026127,-135.68754234702956,44.141351993089636,B,A,0
No,Male,Brazil,40,D,31.957657629553783,A,C,14.48807067178907,-180.43772652429027,-45.71906333362806,E,C,0
Yes,Non-binary,US,62,D,-178.53097220624588,E,E,-71.45771530293887,89.18368148539416,43.945063996114605,B,C,0
No,Male,China,22,B,63.77174444371497,E,A,59.1488222231606,61.37111446425938,-202.62280746777108,E,C,1
Non-Veteran,Other,US,73,A,-64.6722812433941,C,B,169.87772125235082,-70.20399091950405,21.11093277952701,C,B,0
Non-Veteran,Female,UK,28,C,-30.201457298540248,A,C,58.791621101663424,56.897026844263834,6.042076248142713,A,A,1
Yes,Male,Brazil,68,D,101.63521895404335,C,C,117.96411064595327,2.2884026252981013,173.88866816109564,E,B,1
Veteran,Other,Mexico,29,C,121.20065800296784,E,D,-4.222556064088177,162.49902397540072,67.54343724560931,B,D,1
Yes,M,India,32,D,-102.46684919543907,E,C,92.38516051996942,135.3795193909736,-169.9786749324815,D,B,1
No,F,UK,67,D,43.7619486672149,B,E,32.12977645028111,120.84657171058295,-56.45725664968001,B,C,1
No,F,US,51,C,14.740843792893113,E,A,-0.35796907406179057,-47.52869025199594,-145.5111362711554,E,B,1
Yes,Other,Germany,24,C,-268.62327128667295,D,A,219.44920087201822,8.001604631186822,185.5476154952587,B,B,0
No,F,Mexico,33,B,39.02527506505137,E,D,48.07402176354002,-101.51812454876111,-50.65294126353971,C,C,1
Veteran,Non-binary,Brazil,64,C,90.81053331021683,C,C,-97.75434474986959,93.79173132422675,102.97050260121932,E,E,0
No,Other,India,78,C,41.4277008734989,B,A,-130.81846214612466,19.02251335967177,161.4389942246203,B,B,1
Veteran,F,Other,33,D,179.30907562559605,B,D,-53.65786140725483,-86.61823823969665,-9.005570034742043,A,D,0
Yes,F,China,34,C,88.53352683400685,E,E,-3.9522209003939004,-243.93993414793903,-61.41167583291406,C,C,0
Yes,Male,UK,44,D,41.21290952286718,C,B,125.8637017877176,-129.24109283216794,-38.60475045182181,E,E,1
Non-Veteran,M,China,31,D,-90.28284862971032,C,D,119.00695033588002,-71.9878244047625,-3.950291672906323,C,E,0
Veteran,Male,India,65,E,-33.68943130961646,E,B,33.58685069840659,-30.4251848948664,-39.42540505926323,E,A,1
Yes,F,Germany,68,B,41.198366590810906,B,A,66.81578879587126,54.65144261101008,165.40832097082497,B,A,0
No,Male,India,67,B,-91.18516290326859,E,A,86.21014441966288,-64.43736021581489,-62.2616754452369,A,D,0
No,Female,China,69,C,-131.82672819936056,E,E,10.333135701814902,-74.0501938024424,-4.538189713308898,B,B,1
Veteran,Male,Other,48,C,-120.61596981545193,C,B,135.47386414339084,98.72909956848174,47.96584821287041,D,E,1
Veteran,Male,Brazil,30,D,74.15244193476252,B,B,135.29143369133268,-113.02854177173384,3.263847132297242,A,A,0
Yes,Male,US,26,D,19.29845328011293,E,B,-77.14418954183895,84.92168731134467,-57.094746763933415,B,A,1
Yes,M,Germany,38,B,51.83303233125341,A,A,19.49677173682258,16.064690811213893,142.63916272973484,E,D,0
Veteran,Female,UK,55,B,-151.36765573201578,B,C,-182.0302776759259,-131.87854772937965,-1.4275503713977904,B,E,0
No,Other,Other,45,E,48.47308603253468,D,E,105.25213931946942,101.03911147677485,10.973432687481782,E,C,0
Non-Veteran,Female,China,66,A,-8.359891894400072,D,D,85.45194011652748,-115.89824761509564,-0.1661305968235471,D,D,0
Yes,M,Other,44,A,164.0238395878392,C,A,142.65003675663905,57.44089417886498,-162.45274058382486,C,E,1
No,Non-binary,Other,69,B,20.264521471084223,B,B,156.3909364685384,114.41399963510064,130.9132738426762,D,D,1
No,Other,India,36,E,49.8868356573221,B,A,63.06825937770697,156.0516759025217,-81.24226547786898,D,D,0
Veteran,Non-binary,Other,21,C,-66.65861199602526,D,D,-21.896664750984836,-64.63706588051356,-30.2286574438608,B,E,1
Veteran,M,India,31,B,-36.0690769836203,A,B,-34.63573725490686,36.11409069671769,-60.417934097068404,D,E,0
Non-Veteran,Male,Germany,74,C,10.340352082578564,C,D,-8.629408274680072,-31.83845912356909,-117.55999171222342,B,E,0
No,Other,Other,39,C,-97.83637117562658,C,B,-81.81841116158785,80.26126214722443,-17.10203626736715,B,E,1
Non-Veteran,Other,India,42,B,93.536385695977,E,D,89.58683775079018,-62.72145134860088,-238.83145852986027,C,D,0
Non-Veteran,Female,UK,64,B,-10.761056268156276,B,B,-108.88336025394798,-17.72228550559769,11.90240532379461,B,C,0
Yes,Other,Other,61,C,65.36020654347946,E,C,-18.128867852338864,-137.53664116972396,20.837892027518954,E,D,1
No,Female,Mexico,25,B,221.34003694220664,A,E,-169.95983972692065,-86.87281390535524,-155.45500650001526,B,A,0
Non-Veteran,Non-binary,UK,79,C,-33.07986907953142,A,E,160.30273484811457,-80.09816621638541,-28.748291765647078,E,C,1
Veteran,F,US,18,D,6.397016567794823,A,A,28.018147357994888,-8.524856534145263,-30.129869790003422,A,B,0
Yes,M,US,31,A,-78.89575811440383,E,A,128.26887148557304,-38.88707804965614,-56.5064821240409,E,D,0
Non-Veteran,Female,Germany,64,C,-50.8058601098225,A,B,-96.9582835206348,56.778527070902825,-109.81169939914695,C,C,1
No,F,Germany,49,E,48.20702320843914,B,D,-133.23109138101788,-55.0300514615789,56.51727854336659,E,C,0
No,Other,Germany,35,D,-150.99063510439555,C,B,-189.02336876441603,-111.00940246951656,-42.61548094056064,E,D,1
Veteran,Male,China,41,B,-120.65940563394403,E,C,-120.9899116877533,169.48977054188984,13.639445334315239,B,E,0
Non-Veteran,F,US,64,A,10.071972028654882,A,D,-13.063696413516485,-33.39524135091318,-30.67650358534124,C,E,1
Veteran,F,UK,57,A,17.157041278198715,A,A,173.06850366311704,41.98385635569401,-0.8344298380011497,D,E,1
Veteran,M,Brazil,72,E,-56.68521632534277,E,D,163.0598452939606,82.70119488595058,20.549394979879782,D,E,1
Non-Veteran,Other,Germany,71,E,98.8549159897012,A,B,120.09377922699538,-31.288745416532578,136.38918702809616,B,A,0
Non-Veteran,F,Germany,47,B,-30.285311007063044,E,E,-81.82104615842155,-42.10352917510969,85.96846774299027,A,A,0
Veteran,F,Mexico,55,B,64.9231689570381,D,D,15.04737538184166,110.23977802265416,25.73252615389364,B,A,1
Yes,Female,Germany,51,E,-26.22928427113425,C,E,38.81985191360241,-19.645560836461176,100.72215718974773,B,E,0
Veteran,F,US,49,A,-229.22591763586806,B,C,-46.28997933481941,32.87786466210551,-33.54579399728511,B,C,1
Yes,Male,UK,70,C,-98.53729989664896,A,E,9.739599302700434,-79.74309669976599,-87.29319102113216,D,D,0
Yes,Male,US,35,C,159.38179746175118,C,B,96.95031741167786,-140.53688302005182,89.05364323374792,B,C,1
Non-Veteran,M,US,44,E,63.52262462580115,B,B,-54.82120946677519,24.12365082641403,-153.31092259734473,C,E,0
No,Non-binary,Brazil,22,A,-45.1234442040993,D,C,-50.3006240289531,-85.90916274205543,-140.73931410668627,D,B,0
Veteran,Male,Germany,71,B,-93.97184362459598,C,A,-1.7395804470309795,81.12653451692489,-51.09497502364403,C,E,0
Non-Veteran,Female,Other,24,D,-75.64561119182692,B,A,44.95389421642217,-105.70422077172019,-36.370363466697114,D,E,1
Non-Veteran,Non-binary,Brazil,33,E,-280.28185159358327,E,B,-152.5295752237609,20.82554317602936,-83.97472491909798,B,C,1
Non-Veteran,Male,China,77,E,1.8557940936690207,D,C,-45.013887044927536,126.48791701264909,6.739820115230222,E,E,1
Yes,Female,US,59,C,177.32470208274103,C,E,-42.37054505656775,12.654395743571346,-78.60401318428283,D,E,0
Non-Veteran,Male,India,69,E,-62.39478012045836,D,C,38.72035846847704,74.5139357672935,-5.693007496795115,A,D,0
No,Non-binary,India,41,D,-87.91265391511482,E,C,-20.687318508871545,151.01536933051807,-20.408489186543342,C,D,0
Veteran,Non-binary,US,32,B,134.9286205374392,E,A,12.816176849556763,145.40876020692343,48.502902495810545,A,D,1
Veteran,M,UK,26,D,89.03483428686248,D,A,183.84419275866668,-141.1595241471137,197.63120957864865,B,A,0
No,M,US,21,D,100.8577530540969,A,E,-59.6279378100749,-39.447549935086215,112.27224774910285,E,C,1
Non-Veteran,Other,Germany,26,C,-18.86955854001389,E,C,-138.27548196009926,96.63652442628174,-38.51343888089932,E,A,1
Non-Veteran,Female,UK,24,B,108.09571901961348,D,B,10.432934100016816,-7.232588047755681,-97.3707528049528,C,C,0
No,Non-binary,Mexico,21,C,-154.06278899196565,C,D,59.2541724377569,102.393775896389,12.423170443494095,A,C,0
Yes,Other,Other,57,C,-21.21885420711943,B,B,112.85650678549896,-31.893340190535024,-84.82992654852552,D,B,1
Non-Veteran,M,UK,70,C,-39.0479257467375,C,C,112.56101140435715,132.55112759897395,-154.49818269924825,C,C,0
Veteran,F,Brazil,71,D,-100.61059054270443,E,C,44.5700696962467,-93.61742260057234,-148.25947294657294,C,A,0
No,Female,Brazil,41,B,-51.73035551996051,C,C,65.96330669843873,-60.19803273352865,-15.054612937150644,E,A,0
Non-Veteran,F,Other,49,D,123.93742970787522,B,E,-70.85974529917809,-1.6519927041337807,130.65925195871642,B,E,0
Veteran,Male,Other,59,A,-115.2268407972982,A,B,54.22814343094187,96.57416042014579,-52.957274161995294,D,C,1
Yes,Non-binary,Mexico,33,A,9.46441353585304,A,D,11.062670367624584,-34.04586630869829,10.579534852785914,E,E,1
Yes,Other,Brazil,46,A,-69.85737443377604,C,B,-81.76013663969862,50.210532182480996,220.55370540711735,C,B,1
Non-Veteran,Female,Mexico,78,C,15.039543861231037,A,E,-1.7669254759283086,121.90644911770994,-74.45471697392921,D,D,1
No,Other,UK,34,D,-15.387775860587894,E,E,-136.84446851240216,87.98147303561112,-62.98766926655216,E,A,1
Veteran,F,US,65,B,66.77235167494511,D,D,25.55316275204681,-57.727531021265236,-41.62726306650798,E,E,1
No,M,US,67,A,-99.24316430938087,E,A,-29.870244283757362,149.20140081292078,-225.99836206949783,E,D,0
Yes,Non-binary,UK,54,B,81.18222915776829,C,D,-27.539524420279598,-98.71701248874457,123.73129750120606,A,A,1
Veteran,F,US,32,B,111.00341028761314,D,E,-6.918976467170404,211.15336699667188,66.65716215077052,A,C,1
Yes,Other,UK,68,D,-44.65876432160898,E,E,-44.676193809171295,45.4959297253324,98.89863786025919,D,A,0
Yes,Male,UK,45,B,132.0507300161998,A,D,-55.402189333402106,3.139924073523775,-83.17727523480659,E,D,0
Non-Veteran,Male,Mexico,47,A,77.46369423861941,A,B,-130.00877086904498,-110.03699009318592,-123.81275098108686,D,C,1
Yes,F,India,67,D,-103.90355190418438,B,B,63.20502986416919,-198.07245822261942,108.11740269469428,A,D,0
No,Female,China,37,B,188.6696406526322,D,B,-118.77624389310584,-4.959571803238021,-128.00318917553707,E,C,1
Veteran,Female,Brazil,73,A,147.00506732637987,C,D,-139.519331842868,-5.856482909602334,233.52192585805676,D,A,0
Yes,Male,Other,62,A,-39.2484888612356,E,A,13.092305391723963,-82.18853264918177,-150.71421950576465,D,E,1
Non-Veteran,M,India,44,C,92.69970327145658,D,C,147.0308792180506,-113.1607621520372,70.22809365580251,E,A,1
Non-Veteran,Male,Mexico,49,B,-49.64529311939137,E,E,-117.89815463235627,221.7569492857503,-254.86899411413862,B,E,0
No,Non-binary,US,24,E,59.24555457120317,C,C,-97.98402022078723,-30.691990780600964,-137.88044983177713,E,B,1
Non-Veteran,Female,China,56,B,-9.454222908042944,E,C,50.470392022948865,-45.452461374916616,55.30960536846861,C,E,1
No,Male,UK,47,D,30.08400583143794,B,A,-115.53451715402463,-17.069100670706078,25.881182315334726,C,E,1
Veteran,M,US,39,C,-197.7695768611826,D,D,173.49637603335927,-94.49632453625746,7.501866804028752,E,C,0
Non-Veteran,M,China,41,D,-90.30420504355827,A,D,35.73219671928462,51.382353845634654,-14.901882167652664,A,D,0
No,Male,China,61,D,46.91251843889851,D,B,77.28752390878992,-6.08822956756407,8.968180049218466,A,D,0
No,M,Brazil,57,E,124.66361520339603,A,D,166.1716890118343,51.258686495038376,-93.67220835966357,D,A,1
Non-Veteran,Female,US,28,E,14.965552107191149,E,C,166.11603256588796,44.12018187058041,39.21142965021715,D,C,0
Veteran,M,Germany,35,A,109.16145731756156,A,B,-234.28641391561516,146.71261370498195,61.71067272722242,D,E,1
Veteran,F,US,36,C,-28.708961677947304,D,A,-103.91037274735847,51.758967900686336,-24.22531509673566,D,C,0
Yes,Non-binary,Germany,71,E,-34.05761523821501,A,A,5.866321291065702,178.79219024225367,7.630644673907792,A,B,0
Yes,Other,China,68,A,-102.21211756934588,A,A,-61.69998739226722,-91.36819893014005,55.22840423512198,B,B,0
No,Other,China,57,E,98.58953551323559,A,D,32.75837264592262,-19.276779721015817,108.80353602624409,E,A,1
No,Female,Mexico,29,E,-107.66573687434659,A,C,-78.7856486716428,-147.68234499207668,-63.49033756423608,C,D,1
No,M,China,79,A,227.96725229918988,D,A,133.7144754000591,-207.05588293275903,23.00027937925342,C,C,1
No,Non-binary,China,70,E,84.94735843082233,B,E,-79.11765012518562,54.61054488070931,17.54571464151402,B,A,0
No,Male,Other,74,D,-63.93005338947994,A,D,-12.222544289580057,159.25817572397165,38.505677627762644,D,A,0
Yes,Other,Mexico,25,B,-175.10865087701404,C,B,-48.87653570321417,-76.27116509978366,-6.5196958238930165,A,A,0
Veteran,F,Germany,37,B,159.50082451486523,A,B,39.70320055732668,39.75853642168788,-123.59958931557895,B,D,1
Veteran,Other,Germany,24,E,26.301713153122623,B,E,86.7187126433287,43.592387014059646,110.03331998145549,C,B,1
Non-Veteran,Other,India,43,D,9.712709767200097,E,E,-68.18153356735671,-123.4149799296568,-92.39185215608917,D,D,0
Veteran,M,Germany,55,A,128.0353956379731,C,D,-25.544624032141005,-27.338683702962335,140.8659011364291,D,D,1
Non-Veteran,Non-binary,Mexico,22,A,-106.43476598143889,C,C,60.93464483740046,-45.27098418960687,-101.48645954727033,B,A,1
Veteran,Non-binary,Mexico,67,D,7.59456060793965,C,D,-106.55960141671493,-10.215537340325529,-42.910135998627666,B,B,1
No,F,India,59,D,-73.70567898867655,D,A,13.124552296409531,68.21202458327022,-81.908037299913,C,A,1
Non-Veteran,F,Mexico,76,D,-112.84468918037796,E,B,61.35033174941324,-159.28832636726767,-105.0028781052062,A,E,0
Non-Veteran,M,Other,22,C,53.267314832841215,B,A,175.8985012510319,-94.47780092810086,52.27647984393868,B,D,0
No,Other,UK,27,A,208.15482802824664,A,B,104.34730774869575,14.369696533495436,-99.16835769813041,E,E,1
No,F,Germany,75,C,-92.07087762012719,C,D,-71.76329486219988,86.54930755930286,-37.67475782128998,A,D,1
No,Female,India,71,A,147.09542800160273,B,A,-5.216241693874833,38.257078332094935,2.952407767421834,E,D,1
Veteran,Male,Other,56,E,106.86881385086187,C,A,58.39053300371192,90.00931590366359,-57.67582534647676,E,D,0
Non-Veteran,F,Mexico,70,B,-85.49293530407289,C,E,-210.48174422027276,109.94215719187655,72.25564861744364,D,A,0
Veteran,Other,Germany,39,B,-20.651025646374425,A,C,63.78295471675528,-104.32116939660206,-36.924483469443835,C,D,0
Non-Veteran,Other,UK,71,D,183.31118140694565,C,C,129.67628816000672,-219.82591955882907,73.25287586175563,E,C,1
Yes,Male,UK,37,B,-40.12284699454463,D,B,-14.053337427978892,114.05574248740076,119.72097927835259,A,C,1
No,Male,China,32,A,-3.5053484457083486,D,A,211.33889893643976,102.73906809444546,132.74028525073342,B,E,1
Yes,Other,Mexico,39,A,-139.25069578436793,A,A,-102.60851358479117,204.50950617589797,107.32704623994395,C,B,1
Yes,Other,Brazil,70,E,36.72476621989919,A,E,202.7120635850801,123.97436514073704,-34.88838886239016,D,E,0
Yes,Male,Germany,32,E,165.0631985442,C,B,-183.82303042041542,-62.08695118669687,109.21425977843458,D,E,1
No,M,US,54,C,40.691025488627425,C,B,-33.496461508835985,8.853544377393924,-78.300249340277,C,C,1
Veteran,Non-binary,China,73,A,19.869721798066045,B,D,63.43495484266617,73.57698721101796,81.93760686045717,E,E,1
Yes,Male,India,44,D,42.055231235753446,C,A,-111.60894883992943,-5.7964410869311065,196.33369367270836,A,D,1
Yes,Non-binary,China,52,D,-123.18956718042664,B,E,-0.8835277631442974,-31.541238948832767,-174.76174871759417,E,C,0
Non-Veteran,Other,India,20,D,-6.648912811275287,C,B,-53.72820490650469,67.45214605580514,-65.60695155455218,B,D,0
No,Non-binary,Germany,54,B,-98.98405519694896,B,A,-135.60986537577222,46.531207776319825,1.508012034639995,A,B,1
Yes,Non-binary,India,30,C,-67.34519267174215,C,C,-108.34680096637699,-4.743153160674756,-30.5815680164746,A,D,1
Veteran,M,Brazil,31,B,-87.86295846933912,A,A,-5.41482743830453,-96.22647870244923,-73.96723171249118,C,A,0
No,F,US,30,D,-181.220929722213,C,B,-19.411979429051115,216.96812539616462,-205.45182385319652,C,A,1
Veteran,Male,China,78,E,-9.098363431247877,A,A,-106.02978475780311,36.56834223092074,-6.622136500889591,E,D,0
Veteran,Other,Other,51,D,-57.237855918103506,C,E,-41.590434827012864,-51.19877563785601,23.92189758237218,C,B,1
Yes,Male,Mexico,41,A,-1.5460145957896148,B,C,164.56844589639874,93.04957435160534,-50.38534332081605,E,C,0
Veteran,Other,Brazil,46,C,32.181840559554956,D,C,-63.898568000172375,-62.41155348277426,37.106210638334794,A,A,0
No,Female,Germany,61,E,-69.209834976345,D,A,-34.93233938842838,118.58096229807347,-25.003974578138944,B,E,1
Yes,F,Mexico,20,B,-45.80743993093957,E,B,-51.24545019344938,-210.09608623556252,66.83714959315361,B,B,1
No,Female,US,41,C,-58.37057582726736,A,E,-62.6350953110702,56.001227377408924,38.64855078938024,A,E,1
Non-Veteran,Male,Mexico,31,E,175.802279947174,A,C,-50.590116825950474,-6.230228175493859,94.3290006713099,E,D,0
Non-Veteran,Male,Other,74,E,13.551453990022836,D,D,68.27447192338548,-52.59032252201048,154.62658194732796,D,B,1
No,Non-binary,UK,55,B,-5.074184788304104,A,B,-35.04177121804865,33.04331227631681,-137.3507508833387,E,E,1
No,Non-binary,China,62,C,-112.4792076202035,C,D,188.0185011139596,161.92590042240525,72.81357636688962,D,A,0
Yes,Female,US,48,A,199.52024216026126,B,D,33.982157383260706,-84.45381053710348,163.0594754795298,A,B,1
No,Non-binary,India,18,B,64.34354328676721,B,E,-55.31326773150552,159.96084633861346,21.874121131711576,A,D,1
Veteran,Non-binary,Brazil,51,A,84.81369946667144,A,E,102.87301005320725,26.919717335488485,-67.24759391314961,E,E,1
