religion,Veteran,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
None,Yes,Divorced,-121.78483517793445,A,-38.37357713569162,B,-60.6204388320591,E,D,D,B,153.74897818038352,D,1
None,Non-Veteran,Divorced,102.91173158777885,A,-22.539310123376133,B,164.44043389224447,D,A,B,B,173.66141634306248,D,1
Buddhist,No,Divorced,-156.8557944375678,B,24.441746842484104,A,-4.943468369785131,E,B,A,D,63.297497120097425,B,0
None,Yes,Married,73.61184333398279,B,-58.720335065451465,C,42.78659928931825,B,C,C,E,44.15076294033001,A,1
Muslim,Yes,Married,-43.002858925561746,A,37.9282917587861,C,2.920886277784046,D,A,D,B,163.05419022466612,B,1
Muslim,No,Single,1.0108628313335066,C,67.29673532961122,A,99.51002979000695,B,E,C,D,77.37744413377338,A,0
Jewish,Veteran,Married,15.77243913369192,A,-18.553010774674785,C,-228.0908754984384,B,D,E,D,56.757769460738906,C,1
Other,Veteran,Divorced,11.566148774106985,E,54.21727972108228,C,-219.64081193562092,C,D,D,D,-45.699828610211625,D,1
Jewish,Veteran,Married,-91.01380557221076,B,70.80443765059593,A,79.87567255675468,D,A,B,A,106.47995148844365,D,0
Muslim,Veteran,Divorced,-94.45077977403199,A,-34.45081675139847,A,-9.558383822280412,E,C,E,E,65.59677215198062,A,0
Christian,No,Widowed,-20.716395603394165,B,-133.32410324210136,A,110.98103145939422,A,C,C,A,-184.33807349399584,E,0
Christian,No,Married,-184.37626087794087,B,100.42142177680142,A,22.199629977811945,D,D,D,B,-120.25438665019557,D,1
Jewish,No,Single,-91.77799213586289,E,55.21583457350761,C,28.401267300672206,D,B,A,C,89.02340757644178,A,1
Jewish,No,Divorced,-166.99256785030684,B,-155.49788388078713,C,15.453774144957928,E,B,B,C,-219.62833221803274,B,0
Muslim,No,Widowed,28.77361357590881,A,-76.68390624287763,E,14.394977559850638,D,A,C,A,-28.53145720988551,D,1
Hindu,Non-Veteran,Widowed,28.634571094086624,D,-62.965671635563204,C,-59.163731009023735,D,A,D,D,-10.49922045033714,B,1
Jewish,No,Single,43.65320854225413,A,-131.18020236596587,A,-17.72618977615647,E,B,A,D,27.759060990535918,B,1
Jewish,Non-Veteran,Married,-293.09201724319627,D,77.55783603935859,A,-70.02548488456183,E,E,A,D,66.87541839511495,D,1
Jewish,No,Widowed,-78.77751077310919,A,92.85966656331406,A,-80.20893514184517,D,D,D,B,-112.46563709841386,E,0
Jewish,Yes,Divorced,-89.80059088291324,C,-39.30965360325738,E,194.9497378731453,D,B,B,C,62.02176019028103,D,1
Hindu,Yes,Divorced,-31.408500153986736,D,-110.41634222515188,D,86.36582581216639,C,A,E,C,15.224242645494945,B,1
Christian,Veteran,Single,34.18581287006097,A,-97.54565446437908,A,-69.93579716509751,C,B,E,D,-98.68426281172246,C,1
Christian,Veteran,Single,-93.50067327312743,B,52.7844950824184,A,-74.45338141484609,E,E,A,A,-85.6725844508591,C,1
Buddhist,No,Married,88.94528185845905,B,-8.450163371827767,A,-84.8013389444377,A,A,D,E,-31.11733744650668,E,0
Muslim,Non-Veteran,Widowed,-22.05723589277948,D,-90.9882342130492,B,-53.68139162014537,E,A,D,C,65.55779282731763,D,1
Other,Non-Veteran,Single,51.59019039049183,B,-124.6078652490991,C,-88.3459374083845,D,E,D,A,-15.72639994576176,A,0
Jewish,Yes,Single,105.78080158310176,A,96.0995103379611,C,130.2950504718563,C,D,C,D,-92.19408849567546,B,1
Hindu,No,Widowed,174.4194561319806,D,-38.17049179395012,A,139.48084171964564,D,E,A,A,205.6876277049103,E,1
None,Yes,Widowed,-108.83288551881442,A,-136.34506005595915,E,-1.9326850270840923,B,C,D,D,-134.32720084987088,A,1
Christian,Yes,Divorced,97.24666744119578,B,85.57131141010669,B,31.947655554679287,C,C,E,E,139.16884608552726,A,1
Hindu,Veteran,Single,192.02110562848947,C,107.76238158334932,C,-118.66560464167426,B,D,A,B,110.53439256421143,D,0
Other,No,Widowed,-5.989632891083799,D,-58.66488720318181,C,74.36597508552317,B,E,B,D,-57.73351890099625,C,1
Hindu,Veteran,Widowed,-45.826272612714305,B,29.6329915493368,A,-194.8130609664261,E,D,C,B,13.095940073063423,C,1
None,No,Married,14.823644348687132,A,11.992574038007826,C,-69.49241315341978,D,C,A,C,43.429448039540034,D,0
None,Veteran,Married,-36.929655043893064,D,-95.09408066198027,E,71.38404176991158,D,D,C,D,-34.23612613468064,C,1
Hindu,Yes,Married,106.84452060663641,E,9.496147152583244,D,25.62182720690705,A,A,E,B,1.6091242368919303,E,0
Jewish,Non-Veteran,Divorced,-153.14881010321497,E,-12.738397725923473,D,188.3492048384741,E,C,A,D,-101.5649548718709,E,1
Christian,Yes,Single,-136.73302141268272,C,-80.62915464622414,C,-46.292002461397395,C,B,D,C,-34.17856354494443,C,1
None,No,Widowed,-52.12929935192905,B,78.85932457662052,C,-78.1738936155387,B,E,C,E,76.0426972865121,B,1
None,Non-Veteran,Married,-0.129496402830835,A,112.33947941263737,A,-56.22681874044725,E,B,A,C,74.31311219130835,C,0
Christian,No,Widowed,-103.76096935839615,B,6.2677144655999095,C,-31.142167139032722,E,B,A,A,34.97225563250182,B,0
None,Non-Veteran,Divorced,-48.88310303119617,D,118.35397924435473,E,105.62113259109638,A,A,C,C,2.8966630561405933,A,0
Muslim,Yes,Single,-43.804736974600125,A,-101.05478318928411,C,-91.49130973269718,A,B,A,E,17.231837275046704,D,1
Hindu,Veteran,Divorced,21.62619546588587,B,258.0968514934016,E,34.37279029384733,E,B,B,E,-39.55203001901548,A,0
Other,Veteran,Single,23.22385874667688,A,59.875354766590306,A,-170.30769786014497,C,B,A,B,100.45980485238424,A,1
Hindu,Veteran,Widowed,13.779908134406613,B,29.896940781243348,E,-75.64397093661975,D,A,D,A,-39.94220934143624,A,0
Jewish,Veteran,Single,67.20386942779506,B,238.8314949896819,A,72.66267556393431,C,A,D,C,-16.70193380470953,B,0
Buddhist,Non-Veteran,Divorced,-74.13915804161088,B,57.955066811325715,C,-165.83114003128603,C,D,A,C,29.184603606264137,C,1
Hindu,Non-Veteran,Single,-149.18644229042496,A,57.05749953685408,E,156.71617030232773,C,A,A,B,-22.767154203447653,A,0
Jewish,Yes,Divorced,-99.84111266229375,C,-7.66030418468803,E,18.45538367488523,A,C,B,D,-128.261736651155,B,1
None,Veteran,Married,-148.8804106573063,E,-87.70187584837232,C,-189.09373112818483,E,B,D,C,112.41876824069583,D,0
Muslim,Yes,Married,28.388900820631534,A,-176.86355382322262,C,233.31507927745508,D,E,E,C,-141.70619026696411,E,0
Hindu,Veteran,Widowed,99.7625584581664,D,-13.348739178730137,E,-58.77192032114288,B,D,B,A,-166.18837359951132,B,1
Jewish,Yes,Single,-6.7177177906031424,D,72.80935385993666,E,67.36335513139076,C,E,E,E,48.396939707728016,B,0
None,Yes,Single,-56.130997779945226,C,85.45588291723413,E,75.72103812558565,A,C,A,C,8.568608277902774,B,0
Muslim,Yes,Single,-53.126400173835776,D,98.82876356798289,B,-49.75663716691757,A,D,C,B,104.28503762638928,E,0
Christian,No,Divorced,-63.14337974109705,D,18.473425323180173,C,-51.573592318179266,E,E,E,A,110.41411942119268,B,1
Christian,Non-Veteran,Widowed,67.16656962176546,B,91.4867916638319,B,-54.22725723567482,E,B,E,B,44.407703889336055,C,1
Christian,Non-Veteran,Widowed,115.07614817929388,A,76.79627981835324,D,46.11913528797068,C,E,D,A,-39.923533174396724,B,1
Muslim,Yes,Widowed,44.23669914363237,B,-78.40731107379645,B,-24.301130157650945,C,E,D,E,126.39947794750239,D,0
Other,Yes,Married,213.14964899668075,D,-194.98962595579547,B,18.891567953626147,B,B,D,E,-251.84835998092302,D,1
Jewish,No,Married,-17.848593720282295,E,-7.295158133532962,B,-3.4699119070436684,B,E,D,E,-145.4644482568853,A,1
Muslim,Non-Veteran,Single,51.21919641864263,B,-74.33992027575013,E,-146.41583280602885,D,B,C,A,-37.910053454762995,E,0
Jewish,Yes,Married,105.71213333720368,E,104.06653273863738,E,40.51157040613061,D,A,B,B,-15.0294017229139,B,0
Muslim,Non-Veteran,Divorced,2.246206584020945,B,35.26342424901618,B,-46.548361206476145,A,D,C,C,66.57232085338603,C,1
Jewish,Yes,Widowed,-150.045485318713,B,2.0635182472579388,C,87.44447663118845,B,C,C,A,-6.072654967141157,B,1
Hindu,Yes,Divorced,-114.31707462473533,A,2.665574451195862,C,-1.436184844819506,D,A,D,E,-230.80520674933604,D,0
Other,No,Married,91.36641542672679,C,68.01060027369675,A,122.05763285238046,E,A,E,B,113.73226015884113,A,0
Other,Non-Veteran,Divorced,65.76143419585841,B,96.5834519962811,E,3.5214290072328187,C,E,D,D,-158.89383188222598,A,0
Hindu,Yes,Widowed,3.6694136968137148,A,-66.31459155803341,A,53.88435663428071,B,D,A,E,-68.3908447223886,B,1
Other,Non-Veteran,Divorced,-1.8637147564225025,E,-43.10255528638105,E,-104.25797519511484,A,E,B,C,-3.374466344086845,E,0
Buddhist,Veteran,Married,-83.67567794532668,D,61.24121321635682,E,11.331425628913308,B,A,B,C,178.50254346101414,E,1
Hindu,No,Widowed,-63.38556009931177,C,63.25959560860953,E,-93.53545992854818,E,B,D,E,162.6161686990762,D,1
None,Veteran,Married,-48.42317874346747,B,106.72166172326799,B,-47.46596853299971,C,A,B,D,49.96366864754635,A,1
Other,Non-Veteran,Married,-113.81201913681798,C,-37.2825620036495,D,38.74203114524735,B,D,D,D,112.81004040507977,C,1
Buddhist,No,Married,79.61892089442746,C,38.78299814884688,C,-136.7492817708735,E,B,A,D,71.18730664530617,B,1
Hindu,Yes,Married,124.18192293020076,D,118.34844832571957,B,47.39296652227514,B,E,D,A,2.337554996299218,A,0
Buddhist,Yes,Married,37.215481321989834,C,134.50166793159286,E,102.1210932929002,A,E,C,C,-175.6395100135931,C,1
Jewish,Veteran,Widowed,28.454866115066608,B,37.36887856684272,B,-146.9449708376615,C,B,D,A,-6.611776777566678,D,1
Muslim,Veteran,Divorced,71.00736556814749,A,-142.0627395442851,E,-84.80092398646755,C,C,A,A,10.282906526912663,C,0
Hindu,No,Single,18.50652943033418,A,-124.0489770040254,E,-70.53961674613683,C,D,B,E,2.520106548172838,B,0
Other,Yes,Divorced,96.94859251135915,B,23.629619545303527,B,31.851196859006304,E,B,D,B,-133.21153801897282,C,1
None,Yes,Widowed,43.63403784365723,D,40.31512045771335,C,111.24871040549755,B,A,D,E,188.0482448190356,C,1
None,No,Divorced,-34.03979436671354,C,-41.48862654233239,E,81.27224621428489,C,E,B,D,-78.27865407401885,C,1
None,Veteran,Married,13.42173907290075,E,157.93069216709023,A,-124.75740852336543,C,E,A,E,-62.71275990205337,C,0
Buddhist,No,Divorced,135.95551947262186,A,-0.9785818178846358,A,11.744163649142308,E,E,B,E,-84.34614704284547,B,0
None,No,Single,-32.49092171885339,A,66.97332094797191,E,-23.723709874654432,A,D,D,A,-17.776786798829853,E,1
Hindu,No,Widowed,22.80282353427153,B,-76.51814780816652,C,-20.285410748834526,E,B,C,C,29.85464995210943,A,0
Other,No,Divorced,-16.730760356514597,C,60.42251718553155,A,41.874539720858564,E,D,E,E,-164.29104337353644,C,1
Hindu,No,Widowed,132.55921859207567,E,-90.29688984318275,A,-12.000195617469798,A,A,D,C,32.89429389360105,D,0
None,Non-Veteran,Widowed,133.36905533559607,D,-130.89306933406502,B,54.93383729922794,A,D,E,A,-71.93269938200224,D,1
Christian,Yes,Widowed,80.23250086788141,A,44.70757656240411,B,-36.4099583728829,C,B,B,B,58.145943055793595,B,0
Muslim,No,Widowed,-102.13653662003802,E,49.35152499548189,B,-66.53840462744695,E,B,A,E,49.10916168643413,D,1
None,Non-Veteran,Married,115.8524323833393,D,105.62705769854763,D,73.96318601919015,D,A,C,B,99.64261149017737,E,0
Jewish,Non-Veteran,Married,85.39040068681922,D,-6.081083700598555,A,-126.65328454957576,A,C,A,B,-6.796609157103341,C,0
Buddhist,No,Married,-90.77300257915837,D,13.429920310397176,A,-140.35863966729002,D,D,A,D,-171.5662642104189,E,0
Other,Yes,Widowed,-5.622161570336912,E,9.85231022392885,B,-120.82644277251183,E,D,A,A,-26.54151115645299,E,1
Christian,Veteran,Divorced,55.98727379819829,D,13.94260574504922,A,-15.01556886112511,A,C,E,B,-100.93614427278672,D,0
Hindu,Non-Veteran,Widowed,-83.53820384741547,D,55.64821611081637,E,246.88276373095914,D,B,C,A,-62.60617730649231,A,0
Hindu,No,Married,-150.6799281925226,C,75.7996927047588,C,-111.130028922538,B,C,B,E,29.19274245415952,C,1
Jewish,Yes,Single,99.47215499245232,E,133.1018123041405,A,-62.77321612075054,C,A,D,A,68.10044273971994,A,1
Buddhist,Yes,Married,25.33846909356295,E,-112.61928163893839,A,-2.8645941985798973,C,E,E,C,-18.99907282576061,E,0
Christian,Yes,Widowed,55.44019907561033,E,-152.88702693330674,B,-118.27692384274282,A,B,B,D,79.18877190196211,D,1
Jewish,Veteran,Widowed,145.25544180810525,B,153.61400931436717,E,45.869923814251315,C,D,D,D,83.72684212344255,C,0
Muslim,Veteran,Divorced,-6.61146181834495,D,-4.685807194223132,A,72.12952049972866,A,D,E,C,182.7543106054601,D,1
Buddhist,Yes,Divorced,57.31606108634717,B,48.33668801143258,B,230.80256027170913,C,B,B,B,5.888476186311819,D,1
Other,No,Married,78.88890477839176,D,12.876088651517792,A,-36.26828465431913,A,C,B,E,-142.9476894075452,E,0
None,Yes,Widowed,-59.28472867991405,C,4.003158690655706,D,-2.2358334704341543,C,A,D,E,-22.3378063318217,A,0
Christian,Veteran,Single,-127.19287022127676,A,-137.7486936359947,D,-112.217693000415,C,E,B,B,68.94114495546279,B,1
Jewish,Non-Veteran,Married,110.26292002158624,D,155.840979625633,D,-75.00930532828824,C,B,A,C,12.047511194916972,E,1
Hindu,Veteran,Single,78.34209653218552,D,-72.93504381793682,D,3.079914776886784,B,D,D,B,326.52511940243767,D,1
None,Non-Veteran,Widowed,273.5710969376088,D,45.429841640904215,E,-22.11710485284368,B,B,A,B,-25.324521723514653,C,0
None,Non-Veteran,Widowed,-94.67082862508227,B,67.89234742464114,D,-107.58440273463317,D,E,C,A,0.5447586365572837,A,0
Muslim,Non-Veteran,Married,151.62503853749482,C,102.95900808189504,D,5.138877969338862,D,C,B,D,-49.805971830497484,A,1
Christian,Yes,Married,-94.5377507447132,D,-67.28548824696463,C,143.90078302835673,A,C,A,B,-57.46377942025773,B,1
Buddhist,No,Single,-179.26611853116015,E,-78.55307931864154,C,147.90732380144962,A,C,B,A,135.28290774448524,D,0
None,Non-Veteran,Divorced,37.68026903364673,C,-51.87780262040293,B,-22.36362733535045,E,E,D,B,156.75294516242826,D,0
None,Yes,Divorced,-36.491044515750396,E,-30.31639406788606,D,-16.169330642911213,B,E,B,D,107.65802666679325,D,1
Christian,Veteran,Widowed,-62.99716748162073,B,-60.19955950763689,C,71.47563450537771,B,B,A,A,71.43259722895145,E,1
Jewish,Non-Veteran,Married,-104.16399726588075,C,-269.5165584080388,C,190.78202407979754,D,A,D,D,-88.73854197534672,E,1
Christian,Yes,Single,46.859803643107874,D,78.53467203417756,A,81.7971248861324,E,A,E,B,117.66344299287657,E,0
Hindu,Yes,Single,-121.7130324604981,D,211.40463904137854,B,43.67880069303712,B,A,A,D,119.2378099140313,C,1
Hindu,Non-Veteran,Single,104.99610133023761,A,6.879300751856535,B,13.808122280584442,E,B,B,D,-134.8231455943435,A,0
Other,No,Widowed,-113.27212415481902,C,284.8020087835745,C,20.881300783267744,B,C,C,D,71.4672651523827,D,0
Christian,Non-Veteran,Widowed,-61.35794061103862,C,-4.2789484475555914,C,6.7439262377881075,B,A,C,B,74.50026716469667,B,1
Muslim,Veteran,Widowed,56.80937295403021,A,-96.77845748879183,E,153.5456989408377,B,E,C,C,-67.4307718611274,D,1
Christian,Veteran,Single,-98.81476084786947,A,-69.34024216829849,B,-57.124881248402026,A,C,E,D,109.5156341779062,E,1
None,Veteran,Married,8.862777742758556,B,-61.28410804156119,E,-35.33632566008432,C,A,E,C,18.891529556072875,D,0
Christian,Veteran,Married,67.8296759559599,A,267.79529126968487,E,175.32012624173285,C,A,C,C,41.74256009566834,E,1
Jewish,Yes,Married,98.66733732124078,E,-30.36458922426231,E,0.23774682560865,A,E,C,A,-12.668137462357521,C,1
Christian,Veteran,Single,22.12091106063753,A,78.20958328999943,A,218.38607624942847,D,E,C,C,-47.05115679433837,D,1
Hindu,Veteran,Single,-116.63975496082422,B,10.507264322862572,D,-48.553384842090594,D,D,A,E,-102.26712036875887,B,0
None,Veteran,Divorced,-44.7308132961782,D,-38.44440738614501,A,44.382209826501736,B,C,E,C,36.3698328634169,E,0
Hindu,Veteran,Widowed,-85.12943351284696,C,-169.7925082001631,B,-157.4973471958724,B,C,D,A,-34.492839891580836,D,1
Muslim,Yes,Widowed,-142.51280251230557,D,-47.594851045407594,C,-179.48293004841912,D,B,E,D,37.76799550951222,A,1
Other,Non-Veteran,Married,-34.50761633575976,D,94.18341214272566,A,-18.82907110020844,C,E,C,B,-100.412984804301,E,0
None,No,Widowed,-72.33748106009543,D,153.1091919742512,B,69.40318569427228,D,D,E,D,-17.220646774374565,C,0
Christian,Non-Veteran,Widowed,-23.885472809769215,E,-19.909332549970856,B,-99.11319874879463,E,D,E,B,-80.18403754317667,A,1
Buddhist,No,Widowed,78.78600681509698,A,-132.764119234319,B,-193.6276244373874,E,E,B,A,8.471066684071237,D,0
Jewish,No,Single,-49.90539861775391,B,35.70437381386925,B,-54.97059486778325,A,A,B,A,-43.903697385349105,D,0
Other,Non-Veteran,Married,-72.74067293695381,E,-136.74098899351264,B,75.18583433279181,D,A,B,E,23.48541311037513,E,0
Buddhist,No,Widowed,-182.2928649112113,D,-75.27675124717018,D,6.355932446140095,A,D,C,D,45.54985225865247,A,0
Muslim,No,Single,-69.08909035233305,B,25.813020748989263,E,15.511518281332851,A,D,A,D,-51.93078117566146,B,0
Christian,No,Single,117.5191019756777,D,115.79800946840851,B,53.31240125296636,E,E,A,E,-157.09881075975997,B,0
None,No,Divorced,-172.89723486311942,A,-42.38502285369179,E,87.56736548123092,C,C,B,D,10.735836193596214,B,1
Jewish,Yes,Divorced,7.063994272245068,B,43.045163625891654,A,-55.02264631339534,B,C,C,D,49.855527660843165,E,0
Christian,Non-Veteran,Married,-234.4808218298755,C,-205.90326836200043,D,-25.81234781762382,D,A,B,C,210.4923718162136,C,1
Other,No,Widowed,-134.86908009030657,A,-142.24650394912607,B,-110.46800403736272,D,D,E,B,-5.0179287354936655,A,0
Other,Veteran,Married,105.1615764328341,B,205.20314687991691,B,48.37255299881531,B,C,B,A,120.57084856275435,C,1
Jewish,Non-Veteran,Widowed,-35.06701989148987,A,74.01653718906378,A,33.408781362252284,C,B,E,E,63.910299414481756,D,0
Christian,Veteran,Single,-18.674871137427726,A,43.4732380500005,B,41.856070020270465,B,C,E,E,-10.472121251748048,E,1
Jewish,No,Divorced,-193.02139603822738,C,91.36794690058682,E,4.72468925560592,B,E,D,D,14.916424510815471,E,1
Muslim,No,Widowed,-196.23706397238152,E,30.810620274079653,C,114.77348226251667,B,D,D,B,-123.86194460138475,E,1
Christian,Non-Veteran,Widowed,-3.9172771241772453,B,30.113747867707293,A,68.93879787693197,A,D,A,E,186.1416313618054,C,1
Buddhist,No,Married,-64.23679940079208,C,184.14958329897192,B,22.04623872467379,E,C,B,E,-126.29665574937223,E,1
Other,Non-Veteran,Married,-132.2429117946117,E,94.39884576755216,A,155.23971886097053,D,D,A,B,83.61141357135872,C,1
Buddhist,Veteran,Married,-151.43386257531844,A,-214.7208929079254,E,-221.91123564975146,E,B,A,A,-153.68395393064287,A,1
None,Yes,Widowed,-170.21608529474767,D,-224.83016253644456,C,53.5527814480333,A,D,B,B,55.14969429367233,B,0
Christian,Veteran,Divorced,25.214313379417263,D,-138.57590272138128,E,-164.85775323288726,E,C,A,E,25.708263627018184,E,0
Buddhist,Yes,Married,241.4423991756352,A,-103.77189280537429,B,83.59557352785767,E,A,E,D,83.27153251483904,D,1
Buddhist,No,Single,-68.44736827225375,C,-36.66347794674806,C,73.5882225920591,E,B,C,B,-22.42298517330443,A,1
Buddhist,Veteran,Divorced,80.90204641664617,B,-51.826779892316445,D,61.6181838092011,B,E,A,C,-22.001531182723813,C,1
Other,Yes,Divorced,13.323180099937911,B,-90.83355715448168,A,205.06283710167827,D,E,E,E,80.94561311130423,A,0
Buddhist,Yes,Widowed,63.181535380713804,C,-113.7865239869625,A,144.02999009013845,B,C,C,C,48.96913235329497,E,0
Buddhist,Non-Veteran,Single,-216.3104987790877,D,-188.69019192807005,B,8.78136846268887,A,D,E,C,49.812147724915775,B,0
Christian,Non-Veteran,Widowed,29.48825582402298,C,-17.610460974701716,C,-48.55138981207629,A,C,E,B,147.0569277747345,A,0
Christian,Veteran,Single,-291.3683578236695,B,11.72681877209459,D,-141.19675108078934,A,E,E,B,180.0754229790023,B,1
Other,Non-Veteran,Married,62.94998929421995,B,-104.64078322530206,B,46.890640454965634,E,B,D,B,27.3793919692858,C,0
Muslim,No,Single,-6.958645259567017,C,-86.89165990548628,B,-58.010590252603635,A,B,A,A,204.8463759365548,C,1
None,Non-Veteran,Divorced,-44.926012395638054,E,104.23941060646453,C,-27.386524825935105,B,B,E,C,-90.98911515735251,A,1
Other,Yes,Divorced,-140.57651932974179,E,-38.22320145388215,B,-158.27749122321538,D,B,E,D,216.1406195438169,D,1
Jewish,Veteran,Divorced,-69.02866712374359,D,134.3687005331777,C,8.070975828069788,E,C,D,D,-51.95101983897719,D,1
Muslim,No,Married,50.46972676739069,A,-52.45551554418759,A,127.9225045013224,E,C,B,A,-27.588192275092904,E,0
Jewish,Non-Veteran,Widowed,178.21179113047654,D,55.791855181339415,C,66.84522530184728,D,E,E,E,-3.806223513356995,D,0
Hindu,Yes,Single,-11.80432137262624,E,-61.170608417871264,A,128.09599735254537,B,A,A,A,8.362750082795005,B,0
Other,Yes,Widowed,-61.89633206113365,B,-73.56126267392142,C,-205.12932348527104,B,A,B,E,-15.42579451975261,B,0
Muslim,Yes,Divorced,56.60716311263001,D,-58.37644449516597,C,-175.2874992569571,B,C,E,A,-56.04735478398014,E,0
Other,No,Married,38.59306558638573,D,56.679017270869025,E,-6.025075756856917,C,A,A,C,-9.554161546415607,A,1
None,Veteran,Married,-89.16314018702644,B,210.9380512250666,E,41.659204691796646,A,B,E,E,103.60218700089494,C,0
Hindu,Yes,Widowed,1.205491070323862,D,-45.935239657789005,C,109.64978936717584,B,D,A,B,-102.94877402487823,C,0
Jewish,Yes,Single,-46.09902003288321,B,59.01664856180576,D,-71.77937786693715,B,D,B,D,-28.730582161397862,A,0
Buddhist,Non-Veteran,Single,-33.8841638133459,E,-160.22227015062168,A,-18.42896988131509,B,B,E,E,5.547641523944171,E,1
Muslim,Yes,Widowed,-38.10653374005543,E,188.04339594448902,B,182.7018005383052,C,B,B,D,16.016679893860328,D,1
None,Veteran,Married,-176.53784985872224,A,178.43130602753934,C,55.32648000072119,A,E,B,E,222.04379744867134,C,1
Muslim,Yes,Single,31.61876764452543,A,57.88279788743355,C,96.952481590979,A,D,B,C,-105.99767183375431,B,1
Jewish,Non-Veteran,Single,-128.04974835730357,B,118.40782221602446,B,177.84583376350923,E,B,A,B,13.71672800991919,E,0
Other,Veteran,Divorced,84.35370769328499,C,63.95495847373842,D,-6.771866905558173,C,A,B,E,157.91585959877986,C,1
Hindu,No,Widowed,50.14397248435903,E,95.5797433212469,D,-73.86919089458821,E,D,B,E,-113.80083534719736,A,1
Jewish,No,Widowed,125.29988203071937,A,38.35814443645269,D,-34.52587801988252,A,B,C,B,-99.31447839669039,B,0
Buddhist,Non-Veteran,Married,105.75069656143019,E,-165.83237747329895,B,93.2212083177419,B,D,E,D,-56.08942387322683,D,1
None,Yes,Widowed,-131.8770687291268,B,89.7535818729793,E,-74.12860241537656,B,E,B,A,-138.40730710685747,B,0
Jewish,No,Single,4.277033112059822,E,-144.29338461262807,C,-246.25053967582483,D,B,B,A,2.1422114181402616,E,1
Jewish,No,Widowed,128.0064456402919,D,89.27273671914901,E,-137.47396982076597,A,D,C,C,24.455747005536647,B,1
Buddhist,Yes,Divorced,-60.20053381162569,A,16.87102183181897,A,-16.447116656322237,E,D,D,B,171.51327859380447,A,0
Jewish,Veteran,Married,-64.41025253753274,B,24.67410812825888,C,-83.61692483606228,C,D,E,A,61.565178853498324,E,0
Other,Yes,Widowed,-27.522585359690805,C,-101.79579093489247,D,71.7879108755781,B,D,D,C,-71.69327061904156,E,0
Muslim,Non-Veteran,Single,256.3039450341694,B,11.28791427242444,C,-53.53802035761538,C,C,D,A,-83.66046222869423,D,1
Christian,Non-Veteran,Divorced,29.505039364544487,A,-147.03163410400188,A,-13.850456466156356,D,A,C,A,-186.86681184361188,E,0
Buddhist,No,Divorced,-45.12258977025081,C,-66.57956982593446,B,-22.876311804672252,E,B,B,C,103.34950484759291,B,0
Buddhist,No,Divorced,-113.60026695001308,E,-7.974264801889198,E,-96.43027784675814,A,E,A,C,-19.928937418083382,A,0
None,Non-Veteran,Single,7.8937989039189915,A,-31.04723682168447,B,188.78976317108152,B,C,D,C,-126.22771085553799,C,0
Hindu,No,Single,31.795048868617837,C,-210.95647496431158,C,24.971870797941108,D,B,C,B,-49.05534165475795,C,1
Muslim,Yes,Divorced,24.93420475251491,B,85.99959738036293,C,81.89455610255003,E,A,B,B,-57.78736309031539,A,1
Christian,No,Married,46.38797079925401,C,-138.50762121774466,E,-68.4519877413985,E,B,B,C,-80.7240382689306,B,1
Muslim,No,Married,29.354768148772266,E,188.03434286373007,A,-118.75533307413897,E,A,C,D,22.88031760201514,D,1
Buddhist,Yes,Widowed,-19.31632574112605,A,212.19980935253724,E,79.64957263084946,A,E,A,A,-60.254858982350775,A,1
Christian,Yes,Single,-12.262169989941436,E,192.7514187307703,B,-203.20685958148758,A,B,E,D,44.44250092909879,B,1
Jewish,Non-Veteran,Married,73.40524316983722,B,8.865739381835173,E,24.930796278959097,B,A,C,E,-57.91112930132659,A,0
Jewish,No,Widowed,24.54413283247113,D,-125.79455826328623,B,-22.426969938582875,C,C,A,D,-8.103323149455989,B,1
Buddhist,Non-Veteran,Single,-11.23487131937127,D,18.089316249922526,E,108.34180828674258,A,C,A,A,20.653766992424767,C,0
Muslim,Non-Veteran,Widowed,122.73902485874227,E,-20.944391341043026,C,88.54776930196307,A,D,B,E,120.74768471993434,E,0
Other,No,Widowed,-134.28263389534985,D,-212.67147751185226,B,-28.292337146360058,A,A,D,C,167.5668321936144,A,0
Buddhist,No,Single,27.949796224654406,B,-13.771204202647516,C,7.671786144012915,A,E,C,D,55.593335032045864,C,0
Muslim,Non-Veteran,Divorced,203.30703013369518,E,182.87082735857032,C,50.10450411341958,B,A,D,C,140.25418412285404,D,0
None,No,Married,175.92270567391344,A,-83.48760510446844,C,159.66907537195067,E,D,D,E,68.9822713642534,C,1
Christian,Non-Veteran,Divorced,20.229742779710723,D,-70.87091065652363,A,-139.19525540294885,E,B,D,B,-130.5435255651658,D,0
Hindu,Non-Veteran,Single,89.80743463448009,D,-8.393631074697769,C,21.612732871236325,A,A,A,A,21.354509107993863,A,0
Buddhist,No,Single,-41.08558833029441,D,-90.5610504550923,A,175.03785036483487,D,C,E,E,-52.771750237124714,C,1
Other,No,Divorced,-3.675407484640765,C,-234.2685493218547,A,-88.05174689566826,E,B,C,E,149.828091317568,B,0
Buddhist,No,Divorced,138.99885721519288,E,-175.69841513543096,D,69.3235959488805,E,B,A,A,-18.890702575916347,C,0
Buddhist,No,Divorced,6.237637233487442,D,113.9419463209786,D,-97.16786786202259,B,D,B,C,-49.04323817690462,D,0
