religion,sexual_orientation,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Other,Other,No,-14.938853889030018,B,B,E,-48.2931749441723,-190.99087123377797,C,E,-108.01338190796703,41.91687075967902,A,E,A,1
Christian,Bisexual,Yes,166.96312400610137,B,D,B,112.4638920030217,8.056244920701637,A,A,-63.13348346759794,-13.031847338893579,B,B,B,0
Hindu,Other,None,-92.31132576009679,E,C,B,-56.50094892280828,45.141189294721215,C,B,43.08194435562041,64.44513692392117,A,D,B,1
Muslim,Heterosexual,Mental,68.95402857265384,A,B,E,-178.8865614522039,338.8993251517955,B,E,-62.698639998492375,-33.43831316296353,C,B,C,1
Muslim,Heterosexual,None,94.45079118470196,E,C,D,95.79255056677553,-104.66030289440103,D,D,-39.26857361083227,31.66712201556301,A,A,C,0
Other,Heterosexual,Yes,1.7675845451974377,E,E,B,-3.0871748432523196,-148.8439438401398,E,A,-49.296864273175416,22.218150479216902,B,C,B,0
Christian,Homosexual,Mental,25.460824914827786,B,D,C,-17.146604111320055,-206.4175904103759,E,B,129.2676871050431,74.46543962123152,E,A,E,1
Jewish,Bisexual,Physical,-56.46272660460638,D,B,C,44.2621603887515,-137.11853960295727,C,B,47.379990254855755,71.0621071788564,E,B,A,1
Hindu,Other,Both,111.92159260110732,D,E,A,-55.17423985249666,31.477325147911323,E,E,-100.83649132744466,70.9501397904708,B,E,C,1
Hindu,Heterosexual,Mental,-71.47521771508512,B,D,B,-67.3098037222876,-83.82087134429082,B,D,81.2905967805478,-30.76190361674909,D,A,B,1
None,Bisexual,Mental,-113.11996364363557,C,C,B,7.648888314533993,-95.76231939201453,C,A,59.61037660564544,49.740847005229796,D,C,C,0
Christian,Heterosexual,Physical,91.03244057622216,B,A,C,28.828769133163284,-109.53392504594584,E,E,92.23877401528313,-18.030283795225923,A,D,C,1
Christian,Heterosexual,None,19.62372578202561,E,E,B,-47.72043328948623,165.48360478335613,C,E,-169.12076309027162,3.8198610535520476,D,C,C,1
Hindu,Bisexual,Mental,114.5974523723255,E,E,B,-67.5563976561601,-3.6434481714791347,C,E,-109.92689341225879,67.78312905853542,E,C,A,0
None,Homosexual,No,-64.29945247068744,A,E,C,-17.708864579020414,-50.38453240615615,C,B,2.9597586555716338,114.31020290641638,A,A,E,0
Jewish,Other,Yes,-107.27869222089824,A,A,A,-33.33994829479369,-34.39496128010302,B,D,-93.26892148841638,-74.46062419710681,B,C,E,0
Muslim,Bisexual,Mental,119.56116660752683,C,D,A,256.34946928653795,32.93484369255724,C,E,133.24091415540602,-42.83038014556054,E,A,C,0
Muslim,Homosexual,Yes,17.029217707319923,E,E,A,52.72586959122777,-164.53442353450185,D,D,8.509258252114723,-27.202106057233138,C,D,C,0
None,Homosexual,Physical,-19.375301295024897,B,E,C,-60.63338690424982,53.78419496046721,A,A,179.34491916970777,15.787419253447416,D,A,E,0
Hindu,Bisexual,No,-112.25053806914732,D,C,E,50.77565953076084,68.29988463311035,C,A,-27.243753193195392,-73.24143881938694,D,B,B,0
Christian,Homosexual,Mental,-129.24806668473988,E,D,E,35.56825798434232,108.81189419803896,E,D,-172.19656388013092,95.8712106385638,D,D,B,0
Muslim,Other,None,38.1765871408379,E,E,C,-57.3114131796028,-6.072758925639004,B,A,-69.70485303169274,-92.31440984213106,E,D,B,1
Muslim,Other,Physical,-44.46490916558635,C,B,A,120.08091386925295,-66.18744728377462,A,B,-21.15753823059714,-78.24965026860202,D,E,D,0
Other,Homosexual,Yes,84.43222671757425,A,E,C,-86.69838076830676,56.62724733238166,D,C,29.16141699049514,184.54922453778295,D,A,A,1
Muslim,Bisexual,None,138.87827537359922,E,A,A,44.9387963917507,-122.2623604197928,A,E,14.38567123819587,-45.87294015618419,D,C,B,0
Other,Bisexual,Mental,43.580763407580086,D,D,E,-111.85912203903344,53.15750942305465,E,C,57.45394078385247,-81.51774077913178,B,C,D,1
Muslim,Other,None,142.0919545750979,D,A,E,-196.7999342990204,131.84995144903306,B,C,-25.614094525880954,-131.7663347254096,D,A,A,1
Buddhist,Heterosexual,None,-46.05448513333406,D,A,B,206.31002985762748,-159.19292277507284,B,D,-108.27628446467143,-1.760800576087857,B,D,A,1
Other,Other,Mental,95.5483233404589,E,C,C,94.53385812203705,-71.61793146309041,A,E,-35.27909021724399,125.34257727566941,C,A,C,1
Buddhist,Bisexual,Physical,21.580338501064098,A,B,A,235.5374316936612,-27.467811688551,E,C,137.0288323414342,20.28869732505697,E,B,D,0
None,Homosexual,Both,-101.7234175508506,C,E,D,59.744385721535146,-55.41486193790083,C,D,153.85412370544202,-56.58468217181413,B,C,B,1
Hindu,Homosexual,Yes,-91.32279239179358,B,A,B,-66.63579021592334,-60.39134443927331,E,A,27.903422006484853,-104.31221214088586,C,B,C,0
Jewish,Homosexual,Both,28.201182009614207,E,E,C,-86.9318126734675,-4.5241598698754215,E,A,-153.95098480615675,-178.8075253576646,D,B,A,0
Muslim,Other,Mental,4.36739996618082,A,C,E,-4.701490823002371,-84.51388002562001,A,B,41.756734964023664,-179.45863996267758,B,A,D,0
Buddhist,Homosexual,Both,66.11198411785229,E,B,C,-68.70489897864122,123.30498715014807,D,D,102.84490516701584,114.3849159001299,E,E,E,1
Hindu,Heterosexual,No,-203.59676724284728,A,A,B,55.42839434153175,-166.3164033437733,B,D,82.11804054028207,-18.050813450986656,A,C,E,1
Jewish,Heterosexual,None,-52.23103560975794,D,A,B,-25.7730188829021,-73.2640164934981,D,D,20.80735342793361,165.54931752085167,D,C,E,1
Christian,Homosexual,Mental,-26.061873656239115,E,D,D,-52.8611429344323,-4.491746321338665,D,A,166.54397479815572,-88.08190364080382,C,E,A,1
Other,Heterosexual,Physical,115.39056018035423,A,A,B,-58.58488163152933,39.66163671630394,C,C,-206.11499402695165,-144.4884185207616,A,E,A,1
Muslim,Homosexual,Yes,-150.2053713115313,D,B,B,-85.82635454376808,83.48156741989683,C,D,8.334144337646494,117.64217042653225,A,E,B,0
Jewish,Other,Both,-37.70814655444623,D,C,D,23.340701911317574,61.510150952742926,D,D,-0.25529831041901574,-153.805663652056,D,C,B,0
Other,Other,Yes,91.58168221035503,A,D,D,72.23753400150687,18.175077233357587,A,B,118.42232950980399,-4.773039099525348,E,E,D,0
Muslim,Homosexual,Mental,-39.26904722304537,B,D,C,46.737713131887574,-26.09518966435706,D,B,219.6362190961097,-59.62913925648448,D,E,A,1
Christian,Heterosexual,None,78.91856197048878,C,B,D,81.46995299936701,45.39787441012287,A,A,-35.682122276698216,-42.28430436229101,D,E,D,1
Other,Bisexual,No,3.989636805532098,B,E,B,-54.2972130848509,-177.72485661929792,C,B,-14.944998189139236,0.09567443987529423,A,D,A,0
Christian,Other,Yes,-51.55122726719681,A,D,E,118.97866451575727,82.10889532913536,D,A,64.47164100308524,63.08100898755215,C,E,C,1
Buddhist,Homosexual,Physical,-22.778264423170665,C,A,A,-11.644511918848833,48.5481590860797,B,C,12.03783520905321,-61.07686616214308,E,D,A,1
None,Heterosexual,No,26.526997677764573,E,B,D,-1.9682280343772574,-56.6680586336167,C,C,-115.25299094780155,-9.36641182191632,B,B,D,1
Other,Bisexual,None,-56.03623811433811,B,E,A,-229.14228183952977,-116.231698661657,D,B,26.457311700948182,-108.89783856638944,D,D,A,1
Other,Bisexual,Yes,33.46151319548327,C,A,D,21.75244491102929,105.98684000578214,A,D,60.573723673096936,34.422601844122816,D,A,A,0
Christian,Homosexual,Physical,64.61992464476249,E,A,A,134.59786102274265,145.83265718808914,E,A,188.06758193453058,-3.177456048514135,D,B,A,0
None,Other,No,57.834257580849936,B,A,C,-48.33616062963264,206.88648290900588,B,C,-50.30547035782861,-70.45702658270453,D,B,B,0
Christian,Bisexual,No,204.6543278490001,C,B,D,-62.323201432178756,-113.34564115083549,D,B,-38.33930359769174,-7.528986648696511,B,C,A,1
Buddhist,Other,Yes,116.97201719811893,E,A,E,-194.19546968899786,-83.40226080558662,E,B,-141.0136600475562,-136.62866716126322,B,E,D,1
Buddhist,Heterosexual,Both,96.32882170970608,B,E,E,-10.796405457654238,26.7020101644779,A,D,-66.88553110596956,-27.29738887997612,C,D,A,0
Hindu,Homosexual,No,-215.91323749577748,A,E,A,-91.232913567469,120.42578354783215,B,D,34.96158612230578,66.7050915903472,C,A,E,0
Buddhist,Homosexual,Physical,-9.398526919341448,E,E,E,-95.42887030204467,-102.63904445977514,B,C,-11.845247378030773,-213.82807287591353,A,C,B,0
Other,Homosexual,Mental,137.69383815556776,E,A,A,-46.23572830099533,49.080324696420995,D,A,10.749523635461971,134.61589071562116,A,E,C,1
Buddhist,Other,Mental,56.68076664890579,B,B,C,148.50886441976493,35.17085844955744,E,E,120.03317649358536,13.102365384014178,C,A,A,1
Hindu,Other,Physical,-9.686086078357437,C,C,E,-86.49391758554317,-35.700924500132395,E,D,-55.94133537130658,81.83842247687834,D,E,D,0
Muslim,Homosexual,Mental,-160.0294094960263,C,D,A,-9.495728939427758,-7.860377995287528,A,E,-38.25097697295927,70.30695144703898,D,D,E,0
Christian,Homosexual,None,17.387912000266862,A,D,A,-59.43512247123594,62.18577061602052,D,D,82.74041502542521,0.25319633081348747,C,A,A,0
Christian,Other,None,42.890759590702395,C,D,D,-67.2895514558891,63.86754643186201,B,B,-126.25914200850268,71.42010629975701,D,C,E,1
Hindu,Other,Mental,69.58156374154514,B,A,C,-54.935627042503576,-35.41789729350062,E,A,-137.88967901430692,-47.52526986532704,A,E,D,0
Buddhist,Heterosexual,Both,88.4160553191332,D,A,C,-8.005899997926115,-75.10764028304449,D,C,-71.4230423062191,130.61269997344215,E,C,B,0
Hindu,Bisexual,Both,133.60385423615574,B,E,E,-7.9807540546774804,12.464665030150162,A,E,-73.36384544913399,45.80272610415092,A,D,E,1
Muslim,Homosexual,Both,-73.81066813139563,D,C,E,166.6282655099289,1.4247760162538992,D,B,-48.68595409353796,1.6864333325283722,D,A,A,0
Other,Bisexual,None,15.447141286209492,B,D,A,123.08046067406164,-151.2408521216028,B,E,-123.2496531673775,110.69406499675732,A,A,C,0
Hindu,Homosexual,Mental,30.660859053608142,B,C,D,26.641656184637625,70.35223155735507,C,A,45.57760913267661,-2.4632641141349922,D,A,E,1
Buddhist,Bisexual,Physical,58.43581695222911,B,C,D,-157.08495428529807,-69.27178793803523,A,A,13.24468396606458,106.74315731958959,D,B,C,1
Other,Heterosexual,Physical,56.03942550358255,A,D,A,95.21776482545812,75.39980269871108,B,A,-63.40228241058485,-69.57454683487482,D,C,C,1
Muslim,Homosexual,Both,-78.85837822002611,E,E,E,-32.42100878153884,-33.90461185352951,B,E,-94.3357399336908,-112.36865086064549,E,B,B,1
Hindu,Heterosexual,Physical,-61.377211456987865,E,C,A,-95.76991331517144,1.4178503071660715,A,E,-39.072664693664755,27.16903066095947,C,A,D,1
None,Other,Mental,-168.34638442138655,A,A,D,-19.546620857317073,40.91449914055714,D,C,-34.36890214706318,-25.366254081688407,D,D,C,0
Christian,Homosexual,Both,-66.60289306970712,A,B,B,18.150675886871653,51.249556727978074,D,A,83.28026971293211,9.36150941221941,A,B,B,0
None,Heterosexual,Mental,14.618961349593604,B,E,C,173.3546207579372,-2.8479508140018366,E,C,114.05645736534203,16.148520564790488,E,C,B,1
Hindu,Other,No,-10.849749118089557,E,D,E,74.36640922163275,87.50104386335543,B,B,69.53974639316056,95.74211557634906,B,B,E,0
Hindu,Other,Mental,7.970780053937807,C,E,E,2.699751989052091,-139.50281962039156,C,B,-202.36881618680837,-2.846679478059706,C,C,A,0
Other,Homosexual,None,-187.82031427764707,C,D,E,117.5766332986145,44.44908119268433,E,C,89.17352996916183,147.27755855535787,C,D,E,0
Buddhist,Homosexual,None,29.430219092752296,C,B,E,-21.960886901166905,-213.65618177864874,E,C,34.739443777006265,93.07293147671841,B,B,A,0
Jewish,Heterosexual,No,-157.63214461862657,D,D,A,31.11245692019579,-6.186138162413611,D,A,-40.38617183006224,124.27827592987639,B,B,A,0
Hindu,Other,Physical,2.0847546830854142,D,B,A,-31.11500499341224,114.14897106855138,D,D,97.75644893998144,-19.018136822084116,C,C,C,0
Jewish,Bisexual,No,-12.252695439841025,B,B,B,-191.00871365250106,105.79695541685446,C,E,18.702363211564922,-120.64406954565557,E,C,B,0
Muslim,Heterosexual,Physical,-52.18275794908433,E,D,A,-12.742286823089191,-14.402122583199645,E,B,45.648520629023245,-42.96428540921594,D,A,E,1
Jewish,Heterosexual,None,131.7987057560617,A,C,D,-17.720046855009123,70.57578774398269,B,C,11.76599641801211,-164.93673328743307,E,B,E,1
Muslim,Other,No,-140.326482526098,B,D,B,-75.55214405300185,23.49345108555151,C,B,-242.44672159215335,141.2367610232578,E,E,C,1
Christian,Homosexual,None,-35.22007406408124,A,C,B,-93.25794698173576,-0.23850772167673748,A,D,-41.06415376166178,18.564814142806057,C,C,D,1
Jewish,Other,Mental,116.92518183180876,D,B,B,-77.23595883068069,28.13893826301463,E,B,-23.868298972480442,48.66139866678365,A,D,D,0
Christian,Heterosexual,Physical,-70.75707053140317,B,C,A,96.75714003016596,4.127951535423807,C,D,-39.57470295035113,-128.15595241095286,B,E,A,0
Other,Other,Yes,87.47318200927856,C,A,E,203.26226821377156,22.86851996084334,C,B,64.17735795373267,19.399216576912263,E,B,C,1
Hindu,Heterosexual,None,51.42828261144847,B,B,B,-26.556205025259434,-75.6041516073943,A,B,313.91113912901824,-193.43184533780837,E,B,C,1
Jewish,Heterosexual,Mental,-126.18549035018715,C,A,B,3.7764352131260885,122.47909631270531,B,C,-88.84751743247871,-55.46584987962062,E,E,B,1
Hindu,Bisexual,Mental,138.92050018409537,B,E,C,25.489512941554302,-174.5942777470166,A,E,98.92314984306053,1.754852402735266,B,A,B,1
None,Heterosexual,Yes,190.82417491651557,C,A,D,14.313417909228049,-37.26752334080534,D,C,49.4008121435764,-127.44342962737471,B,B,C,0
Muslim,Other,None,134.7755041113871,C,E,B,276.26960124157927,104.42514141244914,D,C,-122.98359657407052,111.06569799215262,E,A,B,1
Other,Other,No,25.44411245852942,D,B,E,121.96423163781948,139.01544294951088,B,C,-0.8850705380073944,-143.0897750570432,B,C,C,1
Other,Heterosexual,Yes,-105.87878531693006,D,E,A,53.471648177491126,22.946105015117624,D,C,-34.727039947207345,-48.836488546822125,B,C,C,1
Buddhist,Homosexual,Mental,72.71086617601678,C,D,E,-91.83209229307559,205.8428258590991,C,C,-36.97872614387354,-61.87869142128671,D,A,D,1
Christian,Homosexual,Mental,207.02686388953566,D,A,A,-217.92079186305875,-65.09806901811136,D,E,-61.8063381399215,-60.45789073612984,B,A,D,0
Other,Homosexual,Both,16.58887087304847,C,D,E,-198.54799611051564,-2.861397871502735,A,A,47.71968041811607,-92.64194235901404,E,D,A,0
Jewish,Heterosexual,Mental,-66.72754203246876,E,B,D,21.34007923723913,-13.271763135003534,B,D,27.818162763066294,35.418833926344846,B,E,B,1
Muslim,Homosexual,No,27.688052756716647,E,D,C,119.68763845201052,102.26871269206275,D,C,175.5099500416195,-27.176986885423943,C,E,E,1
None,Homosexual,No,35.31117225014654,C,D,E,90.48185545475835,-86.51784139512245,C,A,126.11675186586073,41.987961565324674,E,D,A,0
None,Homosexual,None,-35.28398722889095,C,C,A,-35.13838482871144,-93.82195513137084,E,A,128.01385473644967,39.686434476242226,E,A,D,0
Hindu,Heterosexual,Both,-43.88565980842363,E,A,D,-99.88107572173024,9.320377389127264,A,D,-49.400667925630934,38.66670020226127,D,C,D,0
Christian,Bisexual,Both,-115.43501043174274,B,E,E,-114.83906091235498,-173.89584608442752,D,A,-55.59813546182215,-183.15686592764135,D,E,E,0
Other,Homosexual,Physical,-34.53165839181728,E,E,C,-0.839308614552826,-178.42103982560872,B,C,40.9097052522889,142.092187491869,A,C,C,1
Hindu,Other,Yes,-22.960526050077455,C,A,A,36.9314111154022,94.68993267026852,D,B,122.94194557848004,129.872175187526,B,C,B,1
Jewish,Other,Mental,49.87322776357018,E,B,C,5.340205169058955,94.67418760662191,C,A,-3.551564661317107,55.09385938752781,A,A,B,1
Other,Homosexual,Both,-118.92527423977566,A,C,D,-9.465687577246607,-144.4765804295324,E,A,-127.13076404986548,-191.49121287249667,D,E,E,0
Christian,Other,No,-30.15873970765906,B,B,D,127.30298025586586,50.29554288944746,E,A,3.2632096475424914,-5.433214136147532,A,E,E,0
None,Heterosexual,Mental,-159.53198888771107,D,E,D,45.124413604723344,-97.93287870171285,C,D,-7.119561986735586,-14.743549230816969,E,D,B,1
Christian,Homosexual,Mental,-90.27323392550124,C,B,B,40.23839600893119,-49.19415945836673,E,A,177.61336435990705,59.31753272450362,D,E,A,1
Muslim,Other,Both,61.74854695994954,E,B,E,195.75053145038723,11.345943742483126,E,D,-2.6898748459267217,-20.892039310880108,D,C,A,1
Jewish,Other,Mental,-53.700281720450164,D,C,A,-160.21714341657582,266.842894342635,A,D,159.14315336039317,-138.58823955031076,B,B,C,0
Hindu,Bisexual,No,-48.034898833203485,E,E,A,94.72631401335919,23.157135729836316,E,A,-15.963964210516657,-15.818528143320739,B,D,A,1
Buddhist,Other,Physical,25.33631995072299,A,A,C,-91.88617894170929,15.727926799083363,D,A,-38.80555015515716,105.0085247944821,E,C,D,0
Other,Heterosexual,Both,130.40559159375528,B,E,B,-71.95651232062906,159.1139030733054,B,A,25.485426371460424,56.7355425367256,D,E,E,0
None,Heterosexual,Yes,-20.38583499866356,C,E,B,-57.41161320443625,-62.09471043386803,A,E,108.79989656436146,-36.38431130177533,A,D,C,0
None,Homosexual,Yes,-168.7209245573751,A,E,E,-77.50567631357279,39.64373122744828,D,B,-92.01835117293145,-18.495947978966388,E,E,E,0
Muslim,Homosexual,Physical,32.525398575386085,D,B,A,29.848332654240732,8.263230759097969,A,E,-20.541098635426344,-13.349458510179666,B,E,A,1
Buddhist,Heterosexual,No,-66.18334818574768,E,E,A,-98.47071892083447,-133.43632306874892,E,D,-154.6074535823137,69.26531972777042,D,A,C,0
Muslim,Heterosexual,Physical,-67.48136182280143,A,A,E,44.68490849157883,-31.306694678318063,A,C,-57.371157042424684,-50.50708746027765,D,D,C,0
Christian,Heterosexual,Both,45.13210241663067,E,A,C,56.13250082156692,-104.76860046546939,C,E,-111.72608467545064,93.04348243974941,D,D,B,0
Christian,Homosexual,No,-71.36413700245866,D,C,C,-30.665856319366792,-24.17021359568732,E,B,-76.81876844675116,-72.13841283889869,B,C,C,1
None,Homosexual,Both,-25.197121725213538,A,B,D,40.07508318310589,-57.276254632190216,B,E,-69.97964047047559,-189.6973605711692,C,A,C,1
None,Other,Mental,-4.401514892817484,E,A,A,-123.73079313607458,-94.88661085598525,C,D,-32.34373624102301,76.62297116775854,D,D,A,1
Jewish,Heterosexual,Physical,-34.67515411534965,A,B,E,81.78798002369892,-137.83616394730498,C,E,9.740985764764362,-83.69396079259047,E,C,C,1
Christian,Heterosexual,Yes,74.55999147908355,B,C,C,72.69074663627903,144.55634998573794,B,C,5.7328423259782015,31.16167158138125,C,A,D,0
Hindu,Heterosexual,No,12.531787614010673,D,E,E,150.0494825357849,63.34739292819024,E,C,-118.58839420173798,47.48275129411631,A,E,A,1
Jewish,Bisexual,No,65.43537816711732,C,D,D,-17.41715797667353,68.76441649749599,D,E,-47.387134791000605,22.25589875112108,C,C,B,0
None,Bisexual,No,-54.46415276536312,D,E,E,75.82586176279484,-38.81520858714633,C,B,105.10884234303643,19.66326639492716,D,E,E,0
None,Other,Mental,-122.9914929159531,A,B,C,-39.068224352225,-123.77572849968439,B,E,-31.360325240311553,134.72892906278386,D,A,A,1
Muslim,Heterosexual,Yes,66.36395177333655,D,C,B,0.34874508868904963,-103.45677429544897,A,B,157.6186380944931,105.96600083156125,D,A,A,1
Buddhist,Homosexual,Yes,128.6504522639581,D,E,A,73.09039526935983,-158.40159037313052,E,A,-151.11438911803015,-142.43890066025966,A,B,E,1
Christian,Homosexual,None,3.8580971746856063,B,C,C,90.41399645448098,45.3484628800045,E,E,-132.0082447058597,-80.16742284677449,E,B,A,1
Muslim,Heterosexual,Both,-116.19069334828754,C,B,D,-202.47955344270835,22.528631120035,D,E,3.4667902858376918,-29.391945899781565,C,E,B,0
Muslim,Homosexual,Both,-62.421945809347065,D,B,D,-23.124527845858893,-45.37993293692922,C,C,5.689938269061144,174.21934371638616,D,C,D,1
Other,Heterosexual,No,-41.42204533847569,B,A,B,25.36730771487618,24.61764508838887,A,A,115.7816984495724,55.89488669351928,A,C,B,0
Buddhist,Bisexual,Mental,74.21914475104478,A,B,A,33.49510568368134,-70.9056245217346,C,C,-2.0964219666191957,23.152314534906903,D,C,A,1
Other,Bisexual,Mental,-151.96307768625664,C,B,C,-142.9900698129143,-178.3580030955704,A,E,22.471743645982283,6.859400422510982,B,D,C,1
Christian,Other,No,125.60079843273985,B,A,C,-19.227159085045095,-10.970926743924673,D,E,-123.65959644713863,133.4747199167953,B,E,A,1
Jewish,Other,Both,10.887498556623838,D,E,B,-82.32614799513661,-79.96808999598137,C,A,-76.85744538799439,-49.39957465629807,B,E,B,0
Muslim,Bisexual,Both,79.0083495639787,A,E,B,19.05095440325845,-133.27588783499328,C,A,-14.932704238849675,83.1537947467889,A,D,A,1
Hindu,Homosexual,Mental,-28.464389998742163,C,E,C,220.11786086986808,-34.88682609255524,E,B,58.12624856720409,79.88829237899809,E,D,D,0
Hindu,Other,Physical,90.55063823045906,E,D,D,6.371569796787792,-18.523902415938505,D,B,86.77511022067232,-11.18690060157986,B,D,B,0
Muslim,Other,Both,113.44320478672296,A,B,B,33.11404497089608,-75.73195525227788,B,C,60.39018599833395,67.08438990510435,A,D,C,1
Buddhist,Bisexual,No,-38.47554475975173,D,C,A,-155.5413930128769,141.97749184635876,D,D,-72.44335811075715,43.90094819785047,B,A,E,1
Other,Other,Mental,-43.34935226707065,D,C,C,14.426165482836076,-172.33879910397968,A,C,-151.84845967409208,-175.19278384939872,B,C,B,1
Jewish,Homosexual,Both,-156.93995580394017,B,B,C,-43.15034378792729,-63.85038562802529,B,D,48.66823772549475,-115.12444880875059,B,B,A,1
Other,Heterosexual,None,-137.3398152986909,E,E,C,-121.96372904687117,84.06397349106904,D,E,-202.65999678080763,-32.76910288402398,C,E,B,1
Buddhist,Homosexual,No,6.340452964955174,E,B,C,-159.43658898775536,-83.16092392749252,B,E,-21.605809591265,-62.38181451042626,A,E,D,1
Hindu,Homosexual,Yes,-129.04232477216357,A,A,D,-117.02215896892234,-155.50886387425498,B,C,-29.584830911613675,194.59072974805022,D,C,C,0
Buddhist,Bisexual,Both,113.82428872330519,E,B,A,45.34602512370656,-260.0725310636564,B,C,-9.493978959272866,-57.425005013384045,D,D,D,1
Other,Homosexual,None,-83.52586228839805,E,E,A,-36.876928889089896,-69.97903539680999,D,A,-144.41095581119058,-39.75537639764671,C,D,B,1
Other,Homosexual,None,-67.07150995013352,C,C,D,60.44917088177269,-29.359787570276026,B,D,-101.9090496196152,94.72994210803171,D,D,C,1
Muslim,Other,Both,34.51232830929769,B,C,B,42.118099577412615,121.85338849561604,E,A,181.56625150907578,164.3184410909329,B,B,D,1
None,Bisexual,Physical,-51.28274479898769,D,C,B,-3.386899363235443,-29.055938143589945,E,D,43.589156173850085,67.21897916496674,A,B,A,0
Muslim,Other,Mental,-106.03816984187766,A,B,B,87.14385238892073,78.18192184896581,E,E,-53.328506027595935,-38.59052172496667,A,B,B,0
Muslim,Other,Both,-1.0209719660130807,C,C,E,53.653425732719064,64.39844409445668,E,E,149.1149005314902,-19.059816668202124,E,A,A,0
Hindu,Heterosexual,No,0.41131823848330856,C,D,A,124.17666333864443,-154.8740332632629,E,D,-17.196219990158884,-152.8462903481025,D,E,C,0
Other,Homosexual,Yes,-3.7598244123587934,C,B,B,-10.568798787976332,20.146063529807403,D,A,-85.14607483552919,51.13608622450951,B,E,E,0
Hindu,Homosexual,Physical,-115.11432182008154,E,D,B,-69.04817686976223,263.58176276783183,D,C,156.74828629410368,-72.53025276135403,A,A,A,0
Muslim,Homosexual,No,11.772453640385407,B,B,C,158.36145906480803,184.5073024691932,C,D,204.24253108480238,-87.77756500955226,E,D,D,0
Hindu,Heterosexual,Physical,92.58851946829509,E,B,A,115.2646902305148,45.52358252800714,A,C,-121.02488227616686,42.927582632483514,C,A,D,0
Other,Homosexual,Both,-54.94030285235105,E,B,D,-118.20714973531574,287.4890117650949,D,B,1.0886706388690226,6.613325263742325,D,C,E,1
Muslim,Heterosexual,Yes,-41.284216085307094,C,D,C,-30.878556642104265,192.56771463839863,E,B,-157.0746240254529,-172.6040393868126,E,E,D,0
Muslim,Homosexual,Both,-147.78576428326133,E,A,B,112.21273431888883,55.61631081768491,B,A,-64.02153800008085,-5.310612109145096,C,E,D,0
Buddhist,Homosexual,Mental,55.82143863916951,E,D,A,128.5583301750748,10.841104046385334,C,B,-9.334918236365395,27.830413657996463,E,E,C,0
None,Heterosexual,No,-169.00655870677753,B,B,C,-125.32912510690038,-59.15714805422149,E,B,-31.656087742180244,100.12822759894509,A,E,B,1
None,Other,None,-86.22981823566242,A,D,C,-40.291687131704066,10.422590465389584,C,D,-182.33621015265868,7.449281590167539,A,E,C,1
Christian,Heterosexual,Mental,-128.56201966774967,B,D,C,155.18685700782478,33.35392621688308,B,A,23.858984666940692,121.8663378632892,B,D,C,1
Jewish,Heterosexual,No,8.727120264286329,A,B,A,41.002935076078266,55.866369554029326,E,E,-5.6271046148233035,164.9020116639777,C,A,A,1
Hindu,Bisexual,Yes,20.23005583106159,D,A,E,110.09264789257887,10.72176042547218,C,A,-19.545716323237098,-26.904510394657333,E,B,E,1
Other,Other,Mental,67.24168431569983,C,A,E,-131.56978117508714,36.43393050863745,D,E,81.72456621568976,-116.61977197605206,B,E,B,0
Hindu,Homosexual,No,-12.126973576406325,A,A,B,-134.4459505006621,98.82673010187487,D,A,-47.0030720250171,-7.262474579657165,D,E,E,1
Other,Heterosexual,Both,-84.74194723144346,A,D,A,105.83264432390544,24.596508362800993,E,C,64.08426537137969,4.148615502665848,D,C,B,0
Jewish,Heterosexual,Yes,10.580521445394062,E,C,B,-88.33754846971635,-69.579148049019,B,E,-39.24815578038169,-5.910925729479464,D,D,A,1
Buddhist,Homosexual,Physical,-67.0097710744783,C,D,C,-117.71622633429817,16.053753760230016,B,B,88.53997536570432,-200.52094970670237,D,D,A,1
Other,Bisexual,Yes,13.127516419260079,B,C,C,-71.70888765313612,-43.0338030717543,A,D,-113.03085274362505,194.7272949377716,C,C,A,1
Jewish,Homosexual,Mental,-212.04755565280178,C,E,C,-161.71147549194055,-78.93101670540102,B,D,79.70885173574682,-104.58582086378078,C,B,B,0
Jewish,Other,Yes,52.41762048292718,B,B,E,-137.0006912722463,-87.39073771148097,D,B,60.567874111458586,-190.95914668292872,A,C,B,0
None,Homosexual,None,-1.924001147044398,B,B,E,120.88057204314708,-59.69470487303198,B,B,-176.9321220156398,70.8363361743895,A,B,D,0
Buddhist,Bisexual,Both,-50.322365310379254,B,D,B,19.29730436101028,26.698465750719798,B,D,63.314180428055835,-89.20892229623624,C,E,D,0
Christian,Bisexual,Mental,-79.3642315065056,D,D,D,209.7317797866399,-94.51203416334545,B,B,-31.831486709780815,57.83881482329407,E,D,E,1
Hindu,Heterosexual,Yes,-69.70104643317984,C,A,C,-63.73898343039567,50.83684286225334,A,B,16.168427375031253,107.91754160479346,B,E,A,0
Jewish,Heterosexual,No,163.9967480941797,A,C,C,40.833217745054014,35.231768524557815,D,E,148.95935754420208,-112.85958065502442,B,D,B,0
Other,Heterosexual,None,84.27967982120916,E,C,A,97.47094987360498,10.485203878988857,D,D,94.8098633346395,256.4766013211971,C,D,E,0
