Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Non-Veteran,A,B,D,72.18491795522158,A,203.31215190255648,-72.60992307310626,2.772343793548458,-2.849442681705022,-5.785547168103283,-46.593723762642405,D,B,-158.70635258292484,C,0
Non-Veteran,C,E,A,14.329288293639591,D,-189.12316814051658,160.95422788168574,29.050703261506207,4.474246972966741,114.51274830606388,-94.97654604532538,A,E,70.14520403236493,D,0
Veteran,D,C,C,20.936815403537658,C,106.51737368130077,37.34614133219601,-82.04888903830935,-32.01163180774602,87.51012126473098,101.11530226722931,D,A,53.519404846380894,A,1
Non-Veteran,A,E,C,-19.590226700766117,A,30.950234887128307,91.67517939953377,161.75025014183203,-31.03726572009822,173.13399856255327,-68.72414839742225,C,A,195.99779875676657,A,0
Veteran,B,A,A,130.31343247065118,C,109.18001944981397,-105.9021253652084,63.953287531366485,-16.176464514425906,93.96166747383482,30.430750557619746,A,A,19.775424705503035,D,1
Yes,C,B,E,7.467296792277746,C,-182.15558113800296,147.76001632766562,-120.76555495000882,-138.00278782170247,187.7284870077006,-45.60091061282676,D,C,-199.7848718867069,C,0
Non-Veteran,B,E,A,-51.412171310739865,C,14.247848745504596,-20.23919290762508,236.47489223737614,-189.37581939618119,175.96687807084612,-30.494018958430114,D,C,-128.07451329762176,B,1
Veteran,D,E,D,140.1821891128287,C,136.65919052856992,-34.39316911562704,-56.535785644206356,-16.694395687374897,-0.12043665962597992,-125.64212291753122,D,C,47.14886355055127,D,0
Yes,B,A,B,20.084528639385315,C,86.11747642898936,-68.02459138544798,-71.80164417522175,-35.89280717050566,-109.72839313889733,88.66234858484788,E,C,42.9120701206508,C,0
Veteran,C,C,D,-17.954673464831604,E,-166.67065734279458,-167.6638570580431,-65.3827568950134,34.299111421946584,112.02036740636562,-194.79017348171382,A,D,47.18605032632883,B,1
Non-Veteran,C,D,C,25.454676897601715,A,119.18802064913147,-40.607374207622996,107.09154877185621,65.13801164085716,69.45107039716197,-151.88631864973158,C,C,150.90529204991722,B,1
Veteran,B,C,E,-136.01460433645812,E,-69.51145088134999,-25.425746166140588,-47.12757137993812,-134.0526663442092,-86.22047767465611,-61.01370335351437,D,A,0.7837624985881491,A,0
Veteran,A,B,E,-54.95692720356868,D,78.04603010234263,265.64738507478665,-163.08289058160605,7.363859698594713,57.383671448585574,208.99730963594217,A,E,21.402382615823207,A,0
No,C,B,C,-134.5410379804172,A,-187.84320469074507,-24.3571348219512,-76.07790933226877,32.61401685795473,-84.01440881754297,34.12698693993216,C,D,42.647019200938544,D,1
Veteran,E,A,E,64.33697565857929,B,-131.3345156699707,-51.7727784650825,-133.90689360869234,-35.26432334386945,-95.87426384575336,109.71940560027082,B,E,-150.45678152404003,D,1
No,E,B,A,-30.57149954306825,E,1.446121238836854,-31.775716490154327,51.01068302241993,97.61405164051979,2.85446609527657,16.294541456618354,A,C,-151.90772832944845,B,0
Non-Veteran,A,C,B,0.30619823351495834,D,80.78882051711959,-156.2158572181512,57.55542668471978,47.82247972322792,161.82166876832324,148.06115902969123,A,A,114.78408956855705,C,0
Veteran,C,D,E,-25.199622029171405,D,-103.20699458243257,-275.17877304363213,86.91243983383708,82.57944997789943,-97.71368596496613,-58.01398815791797,A,A,-35.546239593706694,A,0
Yes,A,B,D,-93.91215149788869,B,138.51924150732768,-62.48257856421212,-130.09944893858977,-9.98140740525603,159.0194570018878,48.96724402688558,E,E,-63.0524293771752,E,0
Veteran,A,B,D,8.388819300086467,C,24.747497953402682,89.81676833871317,-73.56012723296962,24.922933768332875,-109.98259134229838,80.66244922244036,B,C,-16.154971991630028,A,0
Non-Veteran,C,D,E,-17.433280629553654,B,257.255787140561,-74.36936492381766,51.16622403042537,31.703685467364874,22.57154031817982,27.163135242230098,E,A,90.41389539092208,A,1
Non-Veteran,B,C,A,-122.19721213486889,E,-104.44676375614179,-84.335151276244,-105.85988004397564,-193.9728449078464,-17.245884145139133,65.65670553447667,B,A,10.041942081753295,A,0
Veteran,A,E,E,187.51075730028978,A,-1.1514270042449866,173.7278732920393,-81.53374091284805,38.76622056245361,45.31589497502716,39.52113450211364,B,B,30.03405123249828,D,1
Non-Veteran,D,A,D,46.79443754103339,C,0.7237717769039202,18.45816607996045,99.50385552615549,202.10368442454651,-13.411706817299901,-36.34616196772385,C,C,292.6100413679729,C,0
Yes,B,C,A,115.87777232796732,D,166.93579989590046,-11.995687035341142,-127.29879615747572,49.263755902271214,-157.69679226904995,-67.39917851044991,B,C,189.5233433434379,B,0
Yes,B,D,A,25.50315050594759,A,70.72123147873008,22.423900289605868,6.784830293483511,-166.7235853003563,146.2069131857393,-64.8641406810121,D,C,-25.009060914454633,D,0
Non-Veteran,D,D,E,-63.13165814118315,E,70.08464211160876,-106.41179160061654,-31.61066203675019,65.8205404909735,-213.69930952408458,7.915906873394821,D,B,-7.25603988511567,D,1
Yes,D,E,C,-38.39920373404187,C,-55.03205294398015,-128.11702653493086,62.59351149296343,22.04216717306079,135.78270281182577,-41.39060311006442,B,C,-84.12846886963978,D,0
Non-Veteran,C,B,D,-78.0783447156331,A,153.34091221498954,-184.74517382051818,-74.71299695525407,-27.240250463746342,-42.30043938328057,75.9538201695595,E,C,-49.305437943456354,B,1
Veteran,B,A,E,-33.84860567601878,A,123.30728432819475,87.40611412945266,105.46655797851368,82.80357953162208,103.7442501271524,-78.04401162811322,E,D,76.80843421500595,B,1
Yes,C,D,D,-5.709638807671874,B,52.88174252218699,-80.98030164738901,-76.11574743453411,-72.1410695556107,-32.58105692751093,-21.441347642124256,C,E,10.833491566138822,D,1
Non-Veteran,A,C,C,-64.2451287486067,A,2.969502089442863,34.88238106803435,-178.3484545927541,-148.371850034626,181.46205274177703,189.1858545187788,B,B,-1.6007692043059376,C,0
Non-Veteran,C,D,B,-66.65227506928456,B,157.41150068125646,-144.76855448167706,-61.89298105964131,46.822618051785945,-58.78481386165817,-206.0409029037323,A,D,-150.25153460963304,A,1
Yes,B,A,B,-43.70588460098566,A,215.0715856521053,-1.2254175862606702,-55.06627989646322,27.626493826870796,-87.92764919189989,-20.576923346803227,C,E,-106.02687190084032,B,0
Veteran,E,E,D,-64.25591982851024,D,-54.415660903006504,-5.936649237839606,-25.70643789335395,173.59591058430058,-5.99177076108578,96.3337785342808,B,A,-4.152900204289263,A,1
Veteran,D,D,E,-48.288402352041295,E,-18.214141013830147,-14.330607998379058,-33.611845241993294,92.70314116346033,-105.2504701096092,-26.22735444390899,C,D,-25.582443227024022,D,0
Non-Veteran,D,C,E,-40.74574136052953,A,7.116291064908442,94.90264604693294,5.475719766839118,-56.44455324126416,-110.17033609966613,-154.96644465224347,D,D,11.837631996838594,A,0
Yes,B,C,C,202.07094340178898,C,185.04227810904425,-61.07606921028758,91.6210615331484,-29.484698407496346,39.50650386583538,88.5398080043421,D,B,62.25923309951836,D,0
Veteran,E,B,C,-111.5812012368325,D,38.11673168426737,11.084924143660487,126.66216306513856,173.84709359708262,-113.91072745661069,-42.784954872033566,E,A,-65.7169632558523,C,1
No,D,E,E,-209.49433458785705,C,38.387049823339545,-17.746049629494916,-3.522838131801572,114.32983898711416,96.72505904264655,63.248608921294434,B,E,160.22369791285726,A,1
No,D,D,C,-209.78875612697885,E,73.58124446877699,41.290151239832035,-74.59196792740204,99.43949449284037,284.8755479164428,-42.30549255048073,B,D,12.309480411632924,A,0
Non-Veteran,B,A,A,-11.841610700710046,E,80.31000563099482,-176.7943809848042,-55.58989551337579,-11.248635512643567,-54.7841944332325,-57.596546016978124,B,B,-14.750628204533669,D,1
Non-Veteran,C,A,B,70.6156980940524,C,-170.89940795366707,-80.58856405554964,63.47087261409673,172.4046836851807,45.31412121483017,178.2263308188505,B,D,-160.2634218193746,C,1
Yes,A,B,A,65.31157320145775,E,-226.16216702302378,-65.42396021116467,-15.118124129150123,166.369515856572,14.140475517759054,-95.76062406966412,E,B,-155.62961586839702,A,0
Non-Veteran,D,D,B,-72.89722157648073,E,-28.72871968508295,-80.57803982680221,-58.11607142068846,-131.2150551024626,43.510299533329906,101.82437923715315,A,C,24.59429540892935,C,1
No,C,A,A,-18.53020197626027,C,53.52710940597568,44.351385653434036,-44.28269465838673,-12.548800634865254,-37.706310808100156,-44.771574853688726,D,B,64.92583277024357,A,0
Yes,B,D,E,-110.26251653829257,C,72.41249273016051,-25.444581152961348,-73.11377424481648,-95.48059693923156,-40.42938117022627,199.0234097981136,D,E,-141.09714946530016,B,1
Non-Veteran,E,E,B,-84.3037877265219,D,106.55444839580409,-43.615380246960626,-207.17991408462714,-98.56833212316927,-135.47895268126044,-47.409367175990866,E,A,-68.52408256714487,A,0
Veteran,E,A,E,60.53248728606686,C,47.51026791773877,151.7495774102659,87.82456941845157,41.335001015899685,230.8435423537058,-284.35505792534343,C,B,-87.422728325767,E,0
Veteran,B,E,E,-235.58881003468497,D,-93.73949779372519,-56.48989189070143,-61.36885528552958,-26.08327696723834,-64.26985382731927,-121.79473833891197,E,D,22.259540522332106,C,0
Veteran,D,A,E,-227.3093351663027,A,-54.912979621722315,141.36391009199502,-86.92027149635456,91.64044727246349,-4.597891215846772,-111.0528744200592,A,E,-90.3727860108105,C,1
Veteran,E,D,E,17.00411525569135,D,47.88304443974668,90.0462501634333,-126.19277852296773,-4.233463388270461,-32.8809444098584,60.67903217698968,E,A,31.713149878406487,B,0
Yes,B,B,B,145.4872014933925,B,198.16598043302912,67.07936830679448,104.53171853679697,9.0536340724348,-72.1625357512447,-80.61849228935507,A,E,-10.004343550379954,E,1
Veteran,B,D,E,9.496484809777577,D,-50.0644393602518,-53.14513029980152,-18.44409981869658,-83.90526692768483,-140.0604783585118,0.8851769192879669,C,B,-112.92544607817683,D,0
Veteran,D,D,A,100.13183965317252,B,-250.573537539761,-184.70127980887193,33.88985769963731,199.74872302343954,-4.0415442013059995,-203.29525794246464,E,C,91.3341715886812,D,0
Veteran,C,E,B,13.796825323637501,B,40.656864850258856,-115.18360904987878,-49.94149445882252,38.934733479013026,67.17190261469227,-212.53109137645401,A,B,178.31670971288997,D,1
No,B,C,D,-90.48276434186535,A,23.875247058690857,63.44683472108461,-32.96341076009364,-12.896471154564951,64.3544240795756,-233.86252485224531,C,D,-134.0276822059646,C,0
Veteran,B,C,C,93.83513599891926,D,-7.446436181710056,95.20958761011023,116.63759551740429,66.13827674402197,-38.10281532327636,25.45236028965131,E,A,-69.986578556302,E,0
Veteran,B,C,B,73.44378166778274,C,170.4195293322797,188.6126002291529,-75.6017053504972,-113.889564899108,65.37292793606127,92.43010799921048,D,B,34.84706168956879,E,1
No,B,D,C,-64.48357365428262,E,-43.08224510023659,-96.89912502530727,154.33359958768298,-83.59650803805717,158.81456350560273,-65.40442675510968,E,D,-100.86605738552925,A,1
Veteran,A,A,D,26.544218607420373,B,47.30979397300865,96.33520447047927,-68.74133300752625,130.90337698201353,-8.460766850062404,-79.10438876644224,E,A,58.58832756800659,B,0
Yes,D,B,A,101.48027443740206,A,9.764625021623823,178.3276669376188,30.93403465935427,-189.15152119213303,-101.998045242808,44.393179541505596,C,D,-71.68808460273802,C,1
Yes,E,D,E,-56.35425028983406,A,78.91414118071344,175.21599786115692,299.6185900094147,61.482513528451065,17.381804534376926,47.40410204866865,A,B,62.54269530101436,B,0
No,A,A,D,86.2519464035332,D,96.65732537285733,74.497163748901,-126.74901493016742,-71.1651560756612,37.386322124139575,74.31242903194317,E,A,-245.17524696443292,E,0
Yes,A,E,E,-30.116662063380417,A,71.31950334888124,6.706286722240713,78.60624172765048,34.65164343052653,-104.55763375638374,-55.07036319639027,A,E,41.42966561169878,E,1
Veteran,D,E,E,54.74153419550887,E,-13.205032081864648,-97.67936415868044,-77.19239667909457,30.281039372812174,81.58512165407366,-9.27684710551727,D,E,77.4611468449068,E,1
Yes,A,C,E,-285.66734926476386,A,-54.269812292889654,-98.88249077870056,-58.0802529684175,1.3884019933337237,69.67840463884805,0.6483224846007904,D,C,-88.43290806363984,B,0
No,B,D,C,-127.90132101857714,E,100.49857069979522,54.95821073204282,0.882669421090643,92.64457820748325,182.92576310894182,-4.9214283927463205,C,C,20.42354995428607,E,1
Non-Veteran,A,B,A,100.38123212986353,B,7.056374285948222,-142.42011515559605,-3.3857535780344685,-78.81952717874958,-129.14960831218372,55.66318801175553,B,C,-79.6416452814049,C,0
Veteran,E,E,E,101.80525792855804,E,-1.1245910728843083,161.74239581471127,115.35026626315963,108.37856823939542,-2.309354493274638,-174.46080470176264,A,C,-48.59763176684133,C,1
Yes,C,B,C,13.125530345813024,E,-15.829380877061396,21.277024920305205,-24.716797871345648,22.861128178096195,-26.69431642047437,11.035659867604505,E,B,40.24586986829493,E,1
No,B,D,D,-116.080530721152,A,-150.43436960730753,12.07673182825139,80.69585082350497,-24.943737047579077,-184.27484058038374,-106.29898616381954,E,D,4.28590567105052,B,0
Yes,E,D,C,121.34374367604678,C,-20.421092518287825,77.45959696405144,91.53416124333046,31.91787463450815,17.72661656745223,30.444112904062255,B,B,74.47876610233673,C,0
Non-Veteran,B,E,E,228.03900450169897,B,-141.23220590072287,38.10639952378886,9.810591893681519,-22.38243150137954,81.39129072095285,138.09220986091154,E,B,92.28963075103904,C,0
No,D,A,B,-75.461644733113,B,169.6506496410608,15.500540317895043,-112.27587825524117,-64.70516747277743,158.94653825521624,-46.02893117811296,D,D,-60.72724798733682,B,1
No,D,D,A,183.60236538043347,E,-84.64487265540393,57.36503719313569,-71.86288608638687,-46.434255777420475,109.48398184231853,-99.30782111552087,E,B,18.612829430468146,C,1
Non-Veteran,E,D,E,-78.1294353994902,A,-181.3265579199139,-76.19922519115615,22.033636848079073,-180.63822698698405,-53.69486831077855,111.35510180695327,D,C,155.53540089469914,C,0
Yes,E,A,E,162.315407053199,E,-93.45137107161257,35.14611147192584,69.36701485064862,-85.57294043220713,-25.658341097675645,-79.98483173644306,E,A,30.25479809162913,B,0
Yes,D,A,C,81.39768643149903,E,-108.22024079046709,-58.15496972475776,-103.09995672527027,165.2080226075532,-160.6722290112311,-241.9273689493573,E,B,-190.319556312298,E,1
Yes,E,A,E,33.595196759031374,D,-65.93135401462634,86.28073667579068,33.76462478299199,92.82528841236123,29.202743983440676,-90.29196230937848,B,A,-4.213531370620057,E,1
Yes,A,C,D,31.877741585152407,E,22.529733765110883,-87.98948484809156,-32.096203703680324,-78.923421188393,-11.190751911748666,132.23201588790081,E,B,1.3141164006581036,A,0
No,C,C,C,-65.62242255735832,D,52.12133774151416,49.587272809426665,-135.23747415860336,-50.5270575622122,114.06621109519767,-90.76850968920246,A,A,41.30562026429099,D,1
Veteran,A,E,B,-181.67425117234112,D,-120.95763000246097,52.77180299532538,-141.14117346268574,3.6949299409834246,-65.43734316325754,-138.3564546288361,B,C,77.13467405903856,C,0
Veteran,C,B,D,78.30250964440846,E,16.55873266056367,-94.9569894750141,-59.76331223052141,-20.611906218312683,-143.5430319926082,119.95157963103607,D,B,272.09810075257,C,1
Non-Veteran,C,A,A,22.79906750817411,C,12.149190275536982,-102.87541294881046,-30.545314944495296,-139.1786235615763,136.07089422179547,34.56619423067184,E,C,130.7307174160018,C,0
Yes,C,D,D,-134.76582224425567,E,-86.70702145302836,156.71576565447901,-193.92137266516872,58.03042490922594,-46.7524938107564,119.21898848844901,E,A,-13.353411888751532,D,0
No,C,A,D,120.0765578016988,D,167.11570024439743,-12.088550740928024,-184.59868811155638,-58.53273535664623,9.093644187558743,41.6158477657674,E,A,-117.41859815595103,E,1
Veteran,B,E,C,61.34940647642391,A,-59.520029788918215,69.98419048226538,-254.67855080330435,-170.98118573990538,-130.70893705114747,-135.73530343114155,E,E,-193.5741305378917,A,1
Non-Veteran,D,A,A,190.68177418086123,A,130.7711053360997,267.9250478236145,-54.95886688628476,-166.69160210524677,-70.98150352170109,-109.72320230215198,E,B,-16.784777206803863,C,0
No,A,B,D,-101.31335552065441,A,-9.353155286709997,103.98262976383681,-73.6481310025138,-160.42783906708286,135.99792241135665,-179.72595349298857,B,D,-48.44872300552909,D,1
Veteran,D,E,C,-33.79750463915027,E,73.24657884485465,74.34266933120041,-75.96173303623748,195.4661281109923,3.163015015971616,87.31694158508823,B,A,-83.65687767385965,E,1
Veteran,E,C,A,-37.364979135230236,A,30.048258187316897,10.298886720951932,3.435778216308105,-92.82882064821169,48.240446033070086,27.763261387564846,A,E,163.29772671894293,D,1
Yes,C,E,B,-2.7179363451459606,E,-163.18770301375963,-37.363186282579576,-25.545028506136358,-110.02929086325317,44.41375649293964,160.12835707000158,D,C,-157.08547464325576,A,1
Non-Veteran,C,D,E,43.2289125180011,E,-49.795361941104424,25.592104855863628,38.13333804470789,-240.94098532055165,-23.36721198335045,166.83780743157763,A,E,-165.04431938580854,D,1
Non-Veteran,E,E,C,28.947672253419004,A,-152.46186472590185,-66.04604738174432,53.60408808170549,-101.07426987688083,-190.00946845501744,8.38739524444479,D,B,46.963221219187254,B,0
Veteran,D,D,D,221.0606031381604,A,171.39471146137143,-28.962730449463724,139.24507785713755,16.27092183341519,122.9665046118174,-69.3421923745131,B,C,81.88556289814795,D,1
No,C,B,E,138.2714390075344,A,71.87224582712524,4.142447946062484,-117.72426021813796,-19.56803819752981,32.820014744413925,100.2463730884264,A,C,54.65926123576587,B,0
Non-Veteran,E,E,E,-67.69220608905687,D,61.740106498062,-19.79744678575409,48.6194972662946,-79.13842368064279,166.99765532350673,10.436742288647471,A,E,-72.06559115905115,B,1
Yes,B,E,D,-282.07579942252505,E,10.789549582196242,1.7971617753641829,26.554594392995558,3.82436360290656,73.97069287717582,117.25193349578369,D,C,-47.509690974529015,A,1
Yes,D,C,D,25.0816381040326,A,-188.5608816524203,32.255457125867565,-14.868064871228146,27.60577709658701,-55.44101702381128,91.28469724673819,D,E,-154.51105041817374,B,1
Veteran,D,D,E,25.141771480875835,C,46.389178851903665,20.851360478002256,56.694852590584546,-13.475939341567097,-90.8573275605588,1.4356535591895996,C,B,0.6912396655481842,E,1
Yes,E,E,D,-243.12438862370755,A,-6.617321333906753,23.23325293628314,-72.09059206165276,57.078059577772954,153.80479561077075,141.48493794924866,E,D,-64.43246254786004,E,0
Non-Veteran,C,B,E,66.9891369979167,E,-51.01979240801552,-89.2170549058589,-16.593737266679444,117.23249189365788,-122.72653103778717,-43.942265496459505,B,D,-64.53069683470135,D,0
No,C,C,C,-95.67990435771164,C,-14.765434698524881,-94.89044691913666,-115.48122979805137,117.58092585964937,-259.20501311310124,80.25688243836197,A,E,-24.761293728983016,B,1
Veteran,C,B,A,-5.838835339349352,B,-10.725724103781715,55.865522279227896,-65.67717972364579,-178.20500157211092,-63.9476043563986,-62.15093532842603,A,C,-211.2487523556394,D,0
No,C,A,A,16.62846997852633,E,172.55690279952407,157.31029504113627,212.00923324904727,205.3242433278152,40.84133193787,58.20474945117229,C,B,64.42561389433807,B,0
Non-Veteran,A,C,C,-102.61387219276578,A,-88.5617316545981,68.67213158282095,-20.433012409698417,43.552782641037695,123.95449907871642,-112.63500224972418,B,A,0.3290143026167967,D,0
No,C,E,B,-95.95617471240948,D,-176.05965186041402,133.73801310815963,-48.69584686356909,5.191442425272084,-49.87016752919975,67.49272415036887,E,B,-63.30979986075861,D,1
Veteran,A,B,E,-45.667574079720154,A,-187.78778348897413,48.930069590187415,-112.63606032843153,-90.24554041783685,-64.7954602225216,-62.601028371748754,A,E,-111.28747692336599,A,1
Veteran,C,A,B,1.314074504621965,A,-109.81299432778684,-129.4557111245627,-95.73052758112158,-72.75822767078492,-60.74926635218071,-34.60307695039877,B,A,149.6127656661309,E,0
No,D,B,B,-202.80139436525033,A,97.68900912336957,1.878795433710149,1.8664889317850788,105.80797316971866,-99.04709075398367,21.45635851143695,A,E,27.912878719399263,C,0
Non-Veteran,C,E,D,-184.13414145662915,E,-32.268292902037324,-121.30290940927222,74.63376200079514,-13.545373987333614,254.73291183127924,-58.209305645016805,D,D,70.1467790658423,E,0
No,D,C,D,-91.16084300955595,A,90.01443655298793,-94.59404033361875,-86.65522005726626,-218.42227021954668,-69.50301795032233,-54.78488310982812,D,D,-106.03091521897284,C,1
Non-Veteran,B,B,E,-122.01486467982696,B,-4.398282026761351,81.31700309316118,-97.54241737741994,-5.076647112213983,-14.185172138410627,-74.3038565991036,B,E,49.652263938641795,E,0
No,D,C,E,-36.511189316808604,B,-28.348325084847424,-21.875242208682558,-40.28797627281459,-10.530431804522035,-117.77939882705131,-2.6022468994031156,B,A,-8.292135981683677,C,1
Yes,E,C,B,24.610026111283833,B,241.45459407447163,132.07478580973827,155.56725045231025,21.92296032108111,5.083212049059776,65.57530412003395,E,B,-53.065835489084435,D,1
Yes,C,A,E,14.0376960720536,A,130.25155629418742,309.4858526338255,42.67639259974688,70.6352547499044,22.949028063505015,-158.45763852163986,B,A,50.64934236351759,C,0
No,E,D,E,-0.7170011135283605,C,179.05185577352972,16.41743975271807,29.37721820109976,128.90902739624534,12.70547650742426,64.76061044340186,B,E,33.64235950331755,B,1
Veteran,C,D,D,20.028968924623282,B,-0.1323466096273138,50.416926535771914,-161.19269162839126,-81.30750801546249,-37.667129840715965,-5.322308439448876,B,C,92.11137462048468,A,1
No,B,C,B,-131.92545366848708,C,-53.40000016995434,-90.19272773990744,-51.60263994271174,16.236755562120237,121.15124790701022,-46.75033629367284,D,C,202.07166312153237,C,0
No,B,E,C,28.012784805635732,B,-29.098953354338867,-75.89533344269563,-74.15994248252578,18.482975077277764,91.3789168781214,102.80648769575727,C,B,-98.67500764937162,E,1
Yes,E,D,E,-38.8069047004587,B,132.68562328421103,123.51017146306764,38.66558513006385,151.29540714905903,-39.864912286558685,14.720593509946234,A,C,24.773524460512718,C,1
No,A,B,E,-43.065803089571716,E,-113.26147983584869,94.62472294061257,49.86429990266804,11.615136403900241,-73.80596227889379,-13.879785311153114,B,A,-47.969998897698176,E,0
Non-Veteran,E,D,B,180.70402736108832,A,25.514827804373,-27.631992941555556,-134.11366962855186,47.13298400065371,70.77102068317983,-99.07602365909987,C,E,52.801154262861985,E,0
Veteran,B,C,C,-56.64432325823767,B,69.9622331230479,-79.12362987705828,1.2658359923158748,-130.08786799051737,-37.0290036255714,-94.94166768017874,D,A,85.28189406014832,A,0
Veteran,A,D,B,3.106111100437874,B,145.74582612252462,-10.744299211660586,-10.624983038182506,-101.2435171287249,234.6430606433191,80.00766694554258,E,B,-46.396034589751,B,1
No,C,C,C,-40.37926163705336,A,-6.23160849310523,-152.70492649589943,105.47827233054807,-8.423568075784916,-33.53981544766409,50.693629396862285,E,E,25.288131679502722,A,0
No,C,E,C,71.64838178012815,D,-24.412432760643313,93.15569318107995,-72.00229471761524,69.07664989222333,4.444641502466064,90.33993351564152,B,D,-40.42113802569767,C,0
Non-Veteran,E,A,B,9.306053363276183,D,173.45720859255118,164.47571694473356,85.44825039173894,23.90327285481787,-10.982890965334416,-143.2203245909085,B,A,-36.95992741938419,D,0
Veteran,A,E,A,44.83801196514639,E,74.84943738839272,108.04413630346912,-11.010540356774552,-34.081174179918115,-44.66401767395028,-29.398411145240495,C,E,43.49433246820672,C,0
Non-Veteran,E,C,A,164.44480014616755,C,-11.83806426142127,-87.29268481224352,-154.6708492120029,-53.59108570502096,27.279512331961552,181.91623291990803,E,A,16.12359726170499,D,0
Veteran,B,B,A,-71.50422455360788,D,19.20072633481187,68.42458104304286,55.43269949612648,-94.09884889065474,211.78219682747098,56.284212573910466,C,C,55.98052180350045,D,1
Veteran,B,E,D,29.470670152071456,B,27.926454773995168,-29.982079033492294,32.12055844276685,4.978175975089929,-1.2223730514503641,-28.498498858205572,C,D,-43.83467009020501,B,0
Veteran,B,E,C,-54.01149485302859,B,3.569036412900914,69.51953928639128,-40.71803217349487,114.34368654980256,54.28813292268334,-148.77729604057467,A,B,89.35612614357868,B,0
No,E,E,C,-37.71350114909981,B,-39.064509430199024,23.31266530114435,-6.5124158202630165,72.75006997205179,-132.62180973004484,150.73027596234297,A,B,-90.54086666614639,C,1
Non-Veteran,A,D,D,-4.998564767153367,C,103.61426020869577,137.63453425699743,-18.735728591597383,97.77964361200449,83.32053998330777,-76.55461017413036,C,C,3.0063201620733464,D,1
Non-Veteran,E,D,C,-83.3909144725291,C,18.727613549590856,92.84599687942963,-112.19398781378793,36.785984004369645,11.048311182142863,-107.42795475422689,D,C,-10.68256681531452,E,1
Veteran,C,D,D,15.114915589514261,D,29.63911444554069,47.03206591043323,-59.81912924338274,-24.00060341237684,48.02256710122203,-39.972712917871895,E,E,61.06759441942407,D,1
Yes,E,D,B,-21.256573775296015,B,80.91431396079132,4.519672427980943,7.996996104339791,121.2682034329321,-129.9305613489916,-58.47664094038429,C,A,170.20451468710144,B,1
Yes,B,C,B,-44.771431851471746,A,24.65611535860268,97.9111912359947,-117.09959281660107,62.341684532096664,102.3937517351947,-76.48375829015825,A,A,14.970397865122912,C,1
Yes,B,B,E,113.01974525347673,D,87.29795959450719,93.84300592517752,-63.89441793203168,20.542706403328996,181.07014224519594,-16.281737284041096,C,C,151.90137406553964,A,0
Veteran,E,C,D,133.7773479273295,B,-40.012493136801005,268.4580343718763,-84.72490057468802,-98.12827058353994,42.075666248762936,42.499337998035585,B,B,-36.77042763975461,E,0
Non-Veteran,A,A,E,-21.77144237619155,B,-36.24132121919842,-84.01774649208586,-234.51951829652393,-13.264416059749326,20.094346538111196,29.70385123993268,B,A,99.20567240512207,B,1
No,A,E,D,9.406218819095196,E,-104.9398211630921,192.84553660714573,3.271215955037114,-6.657339135110171,20.18213778265303,68.13996329762503,C,D,-18.362974746064616,C,0
Veteran,A,D,C,42.74951924694349,C,-93.47004698391878,-291.6955251756081,42.751946931107874,-17.53785555610327,58.155299744888254,52.15403885757913,B,E,-21.856825251243958,A,1
Non-Veteran,B,E,E,25.23400922183297,C,123.20375762351563,96.23128146468703,53.6268895433493,23.85656376621685,68.32599790068242,21.883775421545508,B,C,-14.514381355106714,D,1
Yes,E,C,C,42.90843910407798,A,97.08900355224603,-82.26208037804804,187.72507553044466,-19.864848464637717,8.28298307224429,-105.28953178814848,A,B,35.54559786676869,E,0
Yes,D,E,A,-5.552599191727426,B,11.256668935369992,-190.63317550921735,-116.199938307739,71.68772671311517,172.25651824784916,47.813655941487724,E,E,3.5802554461020715,A,1
Yes,B,A,C,-153.85136975923325,E,203.0577445503122,-53.9676428131643,-45.7420139360818,0.5475403380063601,36.42901168241831,144.16609491989345,A,C,-65.84654198418266,A,1
No,D,D,B,125.09191971918628,A,45.90287938361979,-16.345989904869036,103.48380574650977,-187.54815596146116,56.710949392857714,18.384007643234636,D,B,-52.50174291647427,A,0
Non-Veteran,B,D,E,-49.607237752598444,D,35.60438025927341,-10.940316261637978,-2.4053000567225817,28.27696922470811,-99.94795229122066,-4.2305953125053914,C,C,20.105201095894742,A,0
No,D,A,D,-71.69321155524463,C,-28.522725358706357,39.02016002760762,29.937073519058544,130.65269902495208,-110.70391602092562,216.835354730753,B,B,-158.48983014444187,B,1
No,D,B,E,-2.5456912158152374,A,135.0121682282543,-48.466284589239706,58.672359704898454,-19.537474617555738,-8.96438752142276,-66.68204143266145,E,D,-0.2977956400963789,B,0
Yes,A,D,C,-51.36837979677947,D,73.27681166960934,103.67525834282473,-24.33394529122292,30.132242670396575,90.29724161435331,90.90824780818927,A,A,-62.09498978522166,B,1
Non-Veteran,C,D,E,-72.75319217921968,D,-126.95521184145176,-80.15563653367408,-21.24699794924984,-215.03031611067865,165.4629209018246,196.88350714203585,A,C,97.11350103362932,A,1
Veteran,E,E,B,-12.5365743080345,E,-99.84965893431298,-118.6707015428788,-0.35162415845172623,23.45984585557405,40.89775388294994,77.93163599163444,E,C,-29.1112688418111,E,1
