Age,age_group,Disability,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
72,65+,Physical,Homosexual,E,E,3.0202732987035508,4.422196334126095,-39.962360779200566,E,B,68.65087394668673,D,7.297629918862938,D,200.5819748422298,A,C,A,1
68,18-25,Mental,Other,C,A,-91.71873428705851,14.963016921475136,136.09601814570675,C,A,94.69165204225372,E,82.75668118208382,C,-49.0354395517297,B,A,A,0
57,36-50,No,Heterosexual,B,D,-37.52722985124273,61.883275505178204,35.05771548393092,B,C,145.82872260566694,D,88.31215320972686,C,130.46776596395878,D,D,E,0
88,18-25,Both,Heterosexual,B,A,-52.781247484757344,-263.8276224807931,191.19655760283638,B,A,-107.79845969623152,A,-216.8151315157112,B,-43.13925110974704,B,E,D,1
95,51-65,No,Homosexual,A,C,49.12830460221699,31.590876029323894,20.27339260718326,A,A,-66.75081972685261,C,113.68334054882381,B,155.89716071692536,A,A,E,0
75,51-65,Physical,Homosexual,D,B,36.039647515928806,-153.3914086881655,-127.0819174706225,A,C,131.3578716457519,A,-120.2496682760336,E,84.52853099109194,A,B,A,1
68,65+,Mental,Bisexual,D,C,-139.0292239191111,-51.39039561049462,9.421282353933675,E,D,-56.21526676952687,D,94.89116620660243,C,20.659583547951236,D,D,B,1
18,65+,Both,Bisexual,E,B,69.33512589436917,1.533050406755056,-61.628274652111294,A,D,-116.03973149978688,D,-71.62418495674376,B,0.9540427168384765,A,D,E,0
88,18-25,Mental,Bisexual,D,D,-78.00801104863352,-38.51575714749062,-54.70419609665296,B,C,27.72243920659899,A,54.71071020649554,C,44.50146299301549,E,A,B,1
80,18-25,Both,Bisexual,D,B,-197.06890699109786,33.90959277082501,43.13172496677377,C,E,136.3713672670771,E,182.8090569605024,C,-57.364047903489734,D,C,B,1
55,26-35,Physical,Bisexual,C,C,17.417278556586826,-133.09293448050008,-179.64875640751873,A,A,-220.59836847650013,D,7.918266634495845,A,-33.768380251459206,D,D,C,0
26,51-65,Yes,Other,C,A,163.9058023146633,137.90596943253576,-41.03940918649906,C,A,65.99048520560508,A,219.83756783952032,E,144.34514489851568,D,E,A,0
87,36-50,None,Bisexual,A,E,-17.285761752764238,-32.73241513963826,-40.93458129430459,E,B,79.07351250647714,D,-63.78653054496949,A,37.56571847878687,A,D,C,1
89,51-65,No,Heterosexual,D,B,149.30050033447037,-107.12163877488217,57.89866995416103,A,B,-137.13437966140089,D,-59.78150247247688,B,-209.9341391911053,C,B,E,0
23,26-35,Both,Other,A,A,-40.94941859770668,29.180885962373708,-98.16880157557576,E,B,42.17479932431384,A,-83.84364761302527,E,50.38722120217173,E,E,A,1
75,18-25,Both,Bisexual,A,B,-85.49126129851308,88.88260748571518,-238.08653212635238,D,C,-59.74362752786016,A,-1.2166353851374843,D,-177.78303682242282,D,E,E,1
41,26-35,Mental,Homosexual,A,E,116.34361226196548,-77.76731072374169,92.60236968724341,D,E,-8.213607528275277,C,89.57392257441408,C,-52.40812079954647,A,E,B,1
89,26-35,Physical,Homosexual,C,D,21.58966580287807,-86.92132125473637,-86.27230522503902,A,A,165.248635719719,C,120.17439603312965,E,-11.35007644931984,D,D,A,1
29,18-25,Both,Homosexual,A,C,68.47634461416308,-270.3860296218127,4.389900312747297,B,E,-28.982610877068556,D,-56.8862816161422,E,-49.624402223312785,C,E,A,1
21,26-35,None,Other,E,C,90.74096745493108,-203.93402220742968,-98.42715530470939,C,E,34.840849754878676,A,-74.14191961714643,D,-56.23968565382812,E,A,B,1
48,36-50,No,Other,C,C,-14.495156208922982,121.16102714802818,-35.95028962286475,D,E,-18.791447017452043,C,-4.75422736864513,C,133.33814626905067,A,D,B,1
85,36-50,Mental,Heterosexual,A,D,18.754925894209055,-105.77725805651295,152.85930477465575,C,B,-16.450056259128512,A,-19.36160264850937,D,139.9743523607479,A,E,C,0
44,26-35,Both,Bisexual,A,B,-92.26558508449526,129.84234964938796,170.32283898520225,C,C,174.92347190133935,B,172.36678006214296,D,34.00952943813335,C,C,E,0
99,36-50,Both,Other,B,C,-13.2428377213156,-54.73937368906693,209.45616133356876,A,A,27.067731198404292,B,-157.33467700146602,D,-28.314109287506557,D,C,A,0
42,18-25,No,Bisexual,B,C,-20.165594078159135,-77.13939691401619,145.63463397453177,C,C,-36.61407034856224,C,57.02264039914194,B,-156.28530426391367,A,C,C,1
61,26-35,Mental,Other,A,A,138.16218665328643,-182.2944453603081,-6.659668399285024,B,D,142.4996601945091,D,-40.58827572753006,C,17.582904852044535,D,E,B,1
53,26-35,No,Heterosexual,D,B,-114.52001323469946,69.22089064159051,-142.77277986145006,C,A,82.68229535168257,D,-102.8740919600279,C,-89.14284015207616,E,D,B,1
21,65+,None,Other,E,A,100.82049550393548,139.77516871492048,-190.5353380455104,E,D,24.95554482102295,B,-19.431081470877707,E,89.20615403561436,A,A,E,1
21,51-65,None,Bisexual,B,E,129.3278428731638,47.78438579286109,-70.80130229735614,D,E,184.4423175041425,B,40.99067755550325,A,-2.7927243689627868,B,D,A,1
36,36-50,No,Other,E,D,-142.25509970235845,-15.90039666651333,-25.976016716109168,B,D,31.149455196221314,C,-153.1763506406601,E,152.95224117028593,B,A,A,0
40,51-65,Mental,Bisexual,E,C,-33.57747920944346,180.62161406656736,-62.92283202990412,D,D,76.7933879703104,E,-24.301085757442557,B,-54.73937413600193,B,A,A,1
48,65+,Yes,Bisexual,C,B,-63.73288495223866,-29.038202619522497,-279.99010098445723,C,E,68.11411047288955,D,-64.36806147956734,A,16.679408657929677,B,E,C,1
43,65+,Mental,Heterosexual,A,E,122.11330016247781,264.6771951678228,-133.16922049876746,B,E,0.34874861490406084,A,-89.12361182538353,A,-85.79788861085575,E,E,B,1
58,51-65,No,Other,B,A,154.05656862657816,-30.06365292776761,49.5103659558455,D,B,46.30752111411764,E,-19.393248637474606,E,-25.294379974516495,C,C,D,0
85,65+,Mental,Other,D,D,163.34332522031843,51.952162899784746,220.81046020169617,B,D,27.472823838811628,E,-131.89512174837373,C,84.60454416546703,C,A,D,1
30,65+,Yes,Heterosexual,D,B,-42.35781423001658,20.284132918845376,157.23317561452401,E,C,-135.1518074261325,E,74.24735208140031,B,84.47470868066826,B,A,E,1
23,26-35,Mental,Other,B,B,40.69756649039581,-7.6346646553818776,-110.19117845246775,D,D,12.072648883393256,C,113.80728289961839,D,209.04623584267082,E,C,C,0
38,18-25,Both,Heterosexual,B,C,-87.62171645542404,5.493167107630674,-180.87805670085237,A,A,-71.29677895049707,E,22.95908654051302,C,-0.30671846528307634,A,E,E,0
86,65+,Both,Other,E,B,46.48037887585046,-66.83139727753982,-98.14204480184196,E,A,48.23217502791878,C,7.566045096009431,D,2.328841888620528,C,C,C,0
22,36-50,No,Bisexual,C,D,49.20841684248363,108.87998280813326,-40.18419703200792,E,D,-74.30649610664953,D,69.24799832351573,D,-184.2184047888076,D,D,D,1
34,18-25,Physical,Bisexual,A,C,-65.10936752512849,137.15392122106488,-83.04855763330885,E,B,-69.09752559880415,E,83.22724720862391,C,63.426948697505445,E,E,B,1
78,26-35,No,Homosexual,C,A,101.81210821901561,50.828570467819404,48.30465662481982,A,A,14.518559036890405,E,-33.180142399799976,D,159.41614496514242,C,A,B,1
51,65+,No,Bisexual,E,A,32.31519947266577,-15.188027195379314,111.151249069511,E,E,83.55242816754682,A,-19.329486010924388,E,23.91001653319742,A,C,E,1
48,36-50,None,Heterosexual,B,A,94.81603405133205,111.27553456527004,-30.231132739293404,B,B,-70.98098595981592,A,-63.111259129775256,C,15.471492443990051,C,E,B,1
67,51-65,Mental,Homosexual,D,E,39.56917717826935,162.01565190129594,26.33991504334425,A,E,78.75347508407539,D,288.89752260992844,B,120.03937452914546,D,A,B,1
93,18-25,No,Other,A,D,-88.7455586506205,172.24180286484753,26.631984637259187,C,A,146.5341013410129,E,-85.90445914834997,C,-12.269279313658071,C,A,D,1
43,18-25,Mental,Homosexual,B,E,53.056065142695154,6.929886700453302,-88.76451744549878,D,C,-24.010667845123844,E,45.969595500412616,B,159.50655885717606,D,A,A,1
86,18-25,None,Other,C,D,-97.14301571699492,-31.652217127184045,22.28614369960868,E,A,-26.55535978412112,D,28.38837388540356,B,120.28698127810927,C,B,D,1
38,18-25,No,Heterosexual,D,B,-70.78379155855558,-100.50749645318882,-92.248132171999,E,D,3.357789896017724,D,112.02780656658933,E,214.78517620346142,A,A,B,1
73,51-65,Physical,Homosexual,E,A,-15.785466116982555,158.84445276543863,3.325538702635749,C,E,-19.964409971649545,E,-29.930370944382123,C,64.6214827400468,E,C,A,0
78,36-50,Physical,Bisexual,E,C,-184.08466364862116,151.38375104099546,118.622825841935,D,D,152.74470476605413,B,-39.16816999616469,A,-138.85412091955044,A,A,C,1
25,65+,Both,Heterosexual,B,A,66.95381433792991,56.72211355684242,-122.51549100137034,C,D,161.04721292853588,C,37.37584579246745,C,-96.06431772208614,D,C,D,1
38,36-50,None,Other,E,B,11.517466931455116,136.99590261068982,-101.8326097874155,A,C,43.12051601856593,A,7.830851529605446,D,-60.57994343579156,B,B,A,0
82,51-65,No,Homosexual,A,D,53.18185702268323,156.32528415376171,13.46765603745499,B,E,-17.543506721401982,B,33.77522103000024,E,-34.05844991068641,D,A,B,1
35,36-50,None,Homosexual,A,D,-43.12878856846585,105.02157140739132,-53.62705320206748,B,A,107.03056920131908,B,-33.00203579851874,A,68.53027141586142,A,A,D,1
18,65+,Physical,Heterosexual,A,A,5.254535736261165,-120.20536563419921,28.1718184140059,C,A,-84.18724682536279,C,-46.18015325376671,D,42.378587106873695,C,E,C,0
86,51-65,Both,Other,D,B,-26.604287870071165,193.05694600566264,-44.75523891547016,B,C,-58.26254311629467,A,-17.360229083565066,D,-46.43500595098979,A,E,A,1
71,26-35,No,Homosexual,A,B,152.8287909104657,-137.24747506644806,217.80307595771208,E,C,-85.73753748990259,A,-41.779387713482116,E,69.27191882559468,E,B,B,0
61,65+,No,Heterosexual,A,C,57.670892868405275,110.1884757799107,-193.72727498754895,A,E,-90.65587690470605,A,-148.35943528926805,C,202.00478310302742,B,D,C,0
36,26-35,No,Bisexual,C,C,75.82347258782194,35.16469422904975,-39.4876964989067,A,B,49.09840459337944,A,-56.319451417225466,C,42.24265299770177,A,D,A,1
20,65+,Physical,Other,B,C,-17.048584742337404,24.35831850898289,-26.375871516396206,B,A,10.806921129967366,B,-45.913621685393984,B,-97.5046292626015,C,D,B,0
28,26-35,No,Heterosexual,A,D,-19.211058277204263,-50.97484903069663,-28.866378005521128,A,B,-118.73987403385814,E,-128.71966183686544,A,41.68306030536812,A,D,B,0
92,65+,Mental,Heterosexual,D,E,25.051749283751036,146.9542890401911,76.50747081016277,A,C,144.3519443593962,C,20.978687893567763,C,-89.28956447242601,C,D,D,0
70,36-50,No,Bisexual,D,C,0.12090800121016643,20.63331412500459,49.93555055433,A,D,61.143830363324206,D,18.264710027142968,E,-24.288270194121562,B,E,D,0
85,26-35,Yes,Bisexual,B,A,-88.09415251257467,-12.919536939371689,16.106686704625822,B,E,79.83967590573303,B,-100.48274903521555,E,-49.56332639153059,E,A,E,0
63,51-65,Both,Bisexual,C,B,-73.7999467778058,-16.188293845174954,-133.3282839849879,B,B,162.68914673825344,E,-233.97022988138048,B,6.566228044141834,B,C,A,1
38,26-35,None,Other,C,A,-11.474964085239256,-117.66055331910432,170.1129781502148,C,A,-110.41480666821981,D,-95.61446344536,B,40.61931675714817,E,A,E,0
74,36-50,None,Homosexual,B,A,-109.07709739225768,-128.01080074044881,-11.478186139591624,B,E,163.10704306065517,B,-9.867493937284031,D,-51.94160578571577,E,C,A,0
32,18-25,No,Homosexual,D,E,46.670739014699095,59.87857669621831,38.70321234417898,E,E,111.56763454584913,D,-163.35315852003788,B,110.06885877067857,E,C,D,0
66,65+,Yes,Homosexual,A,C,90.26433189982221,23.431559029819404,212.72571726653896,C,D,36.30228988515859,D,67.62619528538167,E,-140.37872316495194,C,B,E,1
69,65+,Yes,Bisexual,B,D,-36.05550588019026,62.712132361334326,122.44695405336859,D,A,124.49451453165166,A,0.5437679474675136,E,51.22665315596529,D,A,B,0
23,51-65,None,Other,E,C,-95.39772871543568,-30.11939300512072,-18.212036172613047,A,E,-51.06917477089694,E,63.02266048160543,E,177.25379192254138,E,E,E,1
63,65+,No,Other,A,A,-8.021793337812182,227.37683546499113,231.13488840573802,D,D,84.34668170092621,E,11.894406552532882,A,126.9085813262817,A,C,A,1
55,26-35,Both,Homosexual,B,A,-103.43355725608893,3.1046905448262376,112.31926746461272,E,C,-230.23860274779668,D,-108.8049856894695,C,-196.68567205922486,A,B,C,0
63,26-35,Yes,Other,A,D,-75.35860044238875,-35.782498318840986,-58.770200149072195,D,E,-63.73366375853039,C,-50.90073066225016,A,307.5470372178396,C,A,D,0
45,36-50,Physical,Homosexual,C,B,-123.60320775635391,-152.64556166760238,-86.40437004398119,B,D,33.75907248675308,E,62.22592060451764,B,140.93372391064446,B,A,D,0
22,65+,No,Bisexual,D,B,14.390779500657015,-28.969357074395308,-43.99543064661175,C,A,51.59185663189801,E,138.46327885876144,E,196.76360324094222,E,D,D,0
76,18-25,Physical,Heterosexual,A,C,-165.59486372718817,118.0043487300658,-43.06110253769527,E,E,3.578775389446847,C,35.28543475756491,A,-20.419189562621106,E,A,C,0
81,36-50,Physical,Homosexual,D,D,44.27407856333183,-45.467933509611754,112.9974514859434,A,B,49.31878491898665,A,2.355622743277821,B,-93.52576292146415,D,D,C,0
75,18-25,None,Bisexual,A,E,-37.48022206358765,-285.7666405329178,-0.27334614529461504,E,B,154.7482675547517,D,91.8830628698564,C,31.287378355126418,C,E,D,0
54,18-25,None,Other,B,B,157.67695777313014,-134.39137026118834,-37.34206270517939,A,E,-56.495471103017266,A,-135.63754486400939,E,-51.31061775640077,C,A,D,1
56,26-35,Yes,Other,E,E,-19.361433572709366,67.3969742364061,-161.89636420129145,A,E,-28.50848455605073,B,-15.914159235277411,B,-108.936620765867,D,B,A,0
48,26-35,Mental,Homosexual,D,C,145.04879112634598,-124.29690832794644,-116.45676005735261,A,D,74.01672588180487,B,-162.37211220403321,B,-210.5915712562279,C,E,E,1
35,51-65,Physical,Homosexual,D,A,-42.15817225901901,-24.869271816303694,-183.587319884954,C,C,-25.230613144310304,A,63.52126957246904,A,130.83409208173714,D,D,D,1
66,51-65,Yes,Homosexual,E,D,-85.65100520822158,-160.94697927520792,71.70650100323488,E,E,140.98020111683059,B,-22.1714890046928,A,116.30622462436389,E,A,D,1
93,26-35,No,Heterosexual,A,C,53.532321359820166,-94.55769579541318,77.98761133480181,C,C,-36.45487778244895,A,-217.57127082011118,E,-156.29945991453488,A,E,B,1
94,36-50,Yes,Heterosexual,D,B,-25.078799403296298,81.09978456321284,15.392138403962685,C,A,-0.03462402052616212,D,88.32531641752553,D,35.50774947266416,B,E,E,0
40,26-35,Mental,Bisexual,C,C,-9.341609884206859,-83.84610226679996,62.31337358360427,D,B,-18.34873707719778,C,33.25200021120834,C,117.4605139461159,D,C,E,1
26,65+,No,Other,C,B,-158.64060580368132,-69.86041786738129,-10.466286214556792,B,C,151.4746663953651,A,-101.12600082959958,C,184.85624980956018,B,D,C,0
91,65+,Physical,Homosexual,C,E,-147.00192911785808,-16.55850322138106,-70.45306596646881,D,B,95.09308375247359,B,-97.29703655614847,A,20.269466582023856,B,B,C,0
52,18-25,No,Bisexual,E,A,-60.25363848602555,77.78423552123665,181.5531453567348,B,D,-67.63021088107998,A,164.10226053990618,A,-149.7094010881162,D,D,B,1
67,36-50,Yes,Bisexual,E,A,-148.92870349811292,-13.667453147207558,-22.269314111346457,B,A,-34.1459372779324,A,241.09890970723654,C,-60.126328424540354,E,B,A,0
67,26-35,None,Homosexual,D,D,-14.039951616542764,-59.551538251289685,229.5774800985059,B,C,53.25203352944595,B,377.3344900991479,A,-13.900249129242054,B,C,E,0
27,51-65,No,Other,D,C,193.57736799260337,45.7899287260007,28.810825225405633,B,B,139.20412317049733,E,15.272819339398058,C,78.83055612042841,A,E,B,0
72,26-35,Physical,Other,C,D,-88.49465294729687,55.55548843433235,-8.562184629465321,D,B,99.03097976016723,E,-43.128477861233414,E,-50.84331076018708,B,C,E,0
37,18-25,Yes,Other,A,C,116.48157304022737,-124.5450092597401,2.0899391406753196,A,C,13.660592522032648,E,28.39910032022009,D,6.247685514260026,B,B,D,0
95,51-65,Physical,Other,D,A,46.821092169116945,-32.508946250410574,-83.69323253407705,C,C,-69.75160530244176,A,-66.90683582495156,B,-166.217075604606,C,C,B,1
62,65+,Mental,Heterosexual,B,E,66.07571938386275,141.19954373492254,42.412352055862186,D,D,3.2597736030622673,E,-84.92135203464403,C,-103.9199421662506,B,E,D,1
54,26-35,Mental,Homosexual,C,E,-11.611693562936697,54.31628023237695,198.74877573244413,B,E,24.396477418508848,C,107.9100731570085,C,-45.12172406628441,B,C,A,0
84,26-35,None,Bisexual,A,C,-192.02240421647582,-1.418204702160561,14.635846338532716,E,A,-155.61625898070685,D,106.78238113373553,D,50.451165095605845,C,C,D,1
89,51-65,Physical,Heterosexual,D,E,30.297118442590893,-161.99583034248136,-48.60471164171221,D,C,49.03517074782845,B,15.863503307000922,C,43.15192154291246,D,D,C,0
96,26-35,Both,Homosexual,C,C,151.90420345175536,-136.35889219791505,-108.74129105190318,E,E,-59.55343356362568,B,31.936987158420504,D,105.96359446467191,D,E,D,0
22,26-35,Both,Bisexual,C,E,-41.40292861804562,-128.74807010222523,-11.739856809320797,C,B,-88.25711324770619,B,31.701917702022993,E,19.674057497621565,D,A,B,0
89,65+,None,Other,B,B,107.29772647492499,136.14682705288934,-127.43411254872836,A,E,-133.38590290169046,C,49.19597037499373,C,-91.37456821469621,C,D,B,0
43,51-65,Mental,Other,A,D,-17.198890469010585,-139.91516046283704,-15.505564626086931,C,A,53.9657294559054,D,26.183195236439587,D,-44.25321393658016,C,A,A,1
89,18-25,Yes,Homosexual,E,D,15.294391639915759,-36.52173375747241,120.97760946665763,A,E,21.69400892293522,E,-4.110354580242628,A,114.44579735239542,E,E,C,1
23,51-65,Mental,Other,B,C,84.74608237555297,187.990383120427,-97.01121022015877,D,B,-134.0446131574911,C,31.46701938391217,B,81.28265227584885,D,E,B,1
96,51-65,Physical,Other,C,A,47.47102898828711,-113.61577720610039,-51.0928742677406,A,A,-10.135543021958407,B,-109.37171488340553,E,-51.02091860910769,A,D,D,0
72,26-35,Both,Bisexual,C,C,110.70742864318655,61.215527179443775,-17.823349471099018,C,C,213.94452171542056,B,-75.24300207205592,C,-99.03791088438948,E,A,B,0
63,65+,Yes,Bisexual,A,B,98.58286408734531,-39.42960702227766,-167.9114011306862,E,D,-157.3211407726303,D,-191.2868230607518,C,117.90046584158382,B,D,B,0
48,51-65,Yes,Heterosexual,D,A,39.824172951579065,-21.791431493300045,-77.99137226812302,E,D,5.766589368017726,D,120.77938397435923,A,-47.018050080396776,D,C,D,1
35,65+,Yes,Bisexual,C,C,74.7870267844346,117.22347000549664,-31.356515844453014,D,D,-193.20111272478138,E,29.459252784080615,A,42.30050558172637,A,B,E,1
92,65+,Both,Bisexual,D,C,-30.564225790017808,-63.671426398769384,33.17343052014806,C,D,-36.43388277006374,B,259.3878388430353,B,-169.8055785126338,D,D,C,1
64,65+,None,Other,C,E,19.18208856613203,-210.37605223686518,-23.259421358994217,B,B,189.384847337349,D,-16.4761783932108,A,-82.00708070077545,A,C,C,1
30,65+,Mental,Other,C,B,-4.615826587198142,-40.195954096814305,-12.316806226058837,A,E,51.042020616068385,E,-27.956897372559443,E,5.34071371764436,C,C,B,1
58,51-65,Physical,Bisexual,E,B,250.10243045569553,-46.85383860200923,142.83648206236356,B,E,-108.8196592827793,C,69.77100698793929,D,-58.674307368381285,D,A,A,0
34,51-65,Mental,Homosexual,C,B,82.88596765554765,-71.7731709971957,-52.278195559670394,C,C,-24.151549362301846,A,157.21518688649462,C,-40.52241054344808,C,C,C,1
27,65+,Yes,Other,C,E,121.52838828540955,-24.129363519600368,38.22835668954889,D,E,-22.42555955910517,E,33.71394590794047,B,22.313889948762363,B,E,C,0
75,18-25,Physical,Homosexual,B,E,-3.606037628385636,-215.04709745774954,-27.80769776583479,D,D,-46.432636554084624,D,60.45723362047014,B,133.77639083735977,B,B,C,1
84,36-50,Physical,Heterosexual,A,E,-245.44671017703533,18.198612963498366,-216.12619375254863,B,A,-63.59994427620344,A,-206.8989697323247,E,18.52881554620413,D,C,D,1
39,36-50,No,Homosexual,B,E,114.11791924599551,-14.155096555647905,118.75006609795737,E,C,-219.84670423460858,C,-85.47763477003006,C,-150.78517870586444,A,D,B,0
93,36-50,Both,Homosexual,B,C,-76.00572959332223,-60.481663719381594,-123.29696230679477,C,B,-11.416346769605411,B,9.805016583128602,B,-47.74041455514932,C,E,D,0
68,65+,No,Heterosexual,E,C,-9.239774053411523,70.20263520220493,22.9145427426904,A,C,95.90875497297847,D,35.73263906610805,A,-91.30121085330937,C,A,B,1
76,36-50,None,Heterosexual,A,A,-61.75128505614875,-112.47130321946169,121.68839526082486,E,D,-65.35087056888838,B,-233.33686557063692,C,133.35856205827355,E,E,A,1
68,18-25,Physical,Bisexual,A,D,-74.76450264086355,136.61202040932713,6.117797487625497,B,C,49.63125463095107,E,-148.17487844987681,D,-78.76447858533068,E,B,B,0
93,18-25,Yes,Homosexual,C,C,16.651566241713383,39.485520332762796,-86.5328618805264,E,A,-87.4401941351355,E,51.75612305265249,D,102.94411042389812,C,B,C,0
74,36-50,No,Heterosexual,B,A,-243.39706132175016,72.50231253389558,-62.65441304782716,E,B,-132.23257745649505,A,-43.15334726219935,E,-68.82929609954708,E,A,C,0
66,36-50,Physical,Heterosexual,C,E,18.1009310764765,111.36622551963163,77.56278917512505,E,E,-122.26828475195903,D,166.43843566590354,D,-67.53184423559259,B,E,D,1
18,65+,None,Heterosexual,C,A,-30.028398014575842,-54.82419521437954,84.48096393678513,A,B,19.309664394319658,E,-31.012802114972025,A,143.85111389511383,A,B,A,1
93,36-50,Mental,Bisexual,D,D,64.14036782628843,21.600671717611934,-4.628358697861643,D,E,-96.57868458511972,E,-113.95541693057105,C,-110.28301149283293,B,D,E,0
77,65+,Both,Other,C,C,-134.58685329186443,60.638204703093336,12.36978416938287,D,E,-63.88105726731526,A,-179.97295319266746,A,69.4365642736395,B,C,D,0
60,36-50,None,Bisexual,A,C,38.282642060926115,-99.84289087321854,-3.6099914984134793,E,D,-52.94711201949792,C,32.5843824834822,E,45.32910399538147,A,C,E,0
18,36-50,None,Heterosexual,D,E,-161.24726296543318,-1.3172231930789393,96.89532110171224,D,A,8.394418723516907,E,127.90644714835797,A,-34.465962958120635,B,A,C,1
76,65+,Physical,Homosexual,E,B,-105.45196375556911,93.93883217787462,-126.44307483640196,B,A,25.717612609405045,C,138.9883883012203,A,244.86953657588856,D,E,D,1
91,36-50,Yes,Homosexual,C,C,35.790176956926764,-266.8507518941418,-88.01474736146442,A,B,-61.578326379289706,B,101.85342253921445,B,0.10606161377976926,E,A,B,1
36,26-35,None,Other,D,C,111.62772344273502,-21.638161418066666,-166.78640157763405,C,D,-217.46219543506035,E,10.865601648110003,A,-53.61038427615843,D,D,A,0
93,65+,Mental,Heterosexual,E,C,-53.7118901186018,90.74469642369549,-56.849151097942865,C,D,-71.46456082419637,C,96.62864403324954,A,43.76337969191771,C,C,E,0
43,18-25,No,Heterosexual,A,E,26.238815993117964,36.23110830548379,82.92197891547266,A,E,-58.15860077446814,D,-18.642561608450077,A,185.45557320588074,E,B,C,1
58,26-35,Physical,Other,D,E,-168.83923715913684,75.43210357569612,-106.09320665613049,C,E,76.32152281797147,C,-62.17395572938075,B,-15.543133010184754,C,B,B,0
27,26-35,Yes,Heterosexual,A,A,-37.351995888953724,113.10608947249253,27.19251930598949,D,A,-17.141312800664167,D,-107.65528466814978,D,-258.16687567008734,E,E,B,1
60,65+,Both,Homosexual,A,E,47.98545227390804,173.5703884028274,-79.39765103286017,A,A,-1.2704282727054745,D,-76.40347573967637,C,-13.639043103382381,C,A,C,0
41,36-50,Physical,Bisexual,A,A,181.91477348552237,92.32202776500552,175.9823922442998,C,B,51.59062680690458,B,-51.080428396303525,C,-141.0078534852955,C,A,D,1
77,36-50,Yes,Homosexual,B,C,-27.224676750884612,-174.43483015608473,75.61518637306818,D,D,-30.694586708574633,A,135.451141897493,E,-170.39493689122625,C,C,C,0
87,65+,None,Other,B,D,154.06891610795125,9.137022689269457,-30.3863395208325,E,B,-39.257410546684866,C,-74.34773668960514,E,-131.77704991989165,B,C,A,1
69,26-35,Physical,Bisexual,A,E,90.62200390765398,29.740011357833612,-71.9159207253386,B,D,-78.50019189430569,C,73.60714708668841,A,-79.59340321012661,E,D,E,1
63,51-65,Mental,Other,E,E,36.64232671697685,-6.897174993975954,-43.17614246688015,D,D,-260.04555886396463,C,-106.32281886535715,D,-36.957652235788075,E,E,E,1
27,18-25,None,Bisexual,E,C,9.874250836508095,130.9797956522144,19.798367378448745,B,C,-74.34808344836034,E,17.942532140459953,E,-36.494405312373544,D,D,B,1
56,65+,None,Other,D,C,-147.39758526468017,-175.4742459789352,112.7523198062313,E,C,91.01324685102007,C,-132.56257318084246,E,42.88078152491646,A,A,D,0
44,18-25,No,Other,A,B,89.02578625365707,83.41583733471293,-181.05722064697983,E,C,-19.80114225832202,A,-46.15395247947767,B,132.67399537609796,D,B,E,0
54,65+,No,Bisexual,A,B,58.70218691540655,-55.714274419560994,54.91224486415677,C,C,-138.18530661329774,B,6.8319768179613245,A,106.10626465438358,B,A,D,1
62,18-25,No,Bisexual,D,B,24.132790929338864,-52.480668386140735,-70.84882465009963,B,D,12.828391769512557,D,-178.39741702771988,B,10.938831389028946,B,D,A,0
32,65+,Yes,Heterosexual,E,D,46.465328480927035,-26.261154853964726,-71.8888577807472,B,A,-216.29643408037458,B,-133.0429787525675,B,-146.3131668926803,D,B,B,1
35,26-35,None,Homosexual,D,E,-138.60980131922298,52.43179910050003,-216.38333428761604,E,C,37.936428509697144,C,86.16105754963476,B,119.92135256968017,D,D,E,1
79,51-65,Physical,Heterosexual,C,A,10.677236863230812,0.533718474004682,-101.7353010371911,B,E,186.64706484762706,C,23.06759740248644,A,-6.111159899772608,A,A,D,0
47,51-65,None,Homosexual,E,A,-222.05674641354136,118.53806796335328,1.3725527137655644,C,B,-115.68608750663063,B,63.20646034156263,D,-13.158776036420718,A,C,D,0
56,51-65,None,Homosexual,D,A,-52.87913656780786,56.717238122467336,-11.082355072585976,B,D,50.21867792403769,A,-58.11902717279508,E,-197.0328155781276,D,D,B,0
51,18-25,None,Bisexual,B,E,-83.84430028679985,130.55463722615423,-60.60457232935096,E,A,-189.56291830022792,C,69.25596502625928,C,24.468245586982036,A,B,C,0
24,65+,No,Bisexual,C,C,62.38740373881225,90.15654573669437,81.08797682227514,C,B,48.116395198375116,D,37.384969513573196,C,86.95829257862209,A,B,B,1
21,18-25,No,Heterosexual,A,B,37.464955956373316,136.93771596790526,104.53074511385549,C,A,-4.888283073913002,C,46.01199014105254,E,18.757529100643318,D,B,A,0
54,36-50,No,Other,E,A,94.46652555979746,-96.31428962464949,40.80666203021456,D,C,-7.2847292811481115,B,45.371167800231426,C,-70.18319797250088,A,A,A,1
40,26-35,None,Other,E,D,-217.6904408719247,-137.49295276726662,-57.04879594349488,B,C,-28.31197135327832,A,-53.293237065007126,A,187.74057055321398,E,B,B,1
26,65+,Both,Bisexual,B,C,51.05257416193775,135.34227855680783,-48.67671764493712,D,D,-49.1029833269293,A,-39.292771716351275,D,49.02918375520385,A,A,B,0
33,26-35,No,Homosexual,A,A,91.26362559856761,202.75628006795418,-3.1088272728281803,D,B,-25.813377981891467,E,-97.8458899373402,C,-116.65082025572526,D,B,E,1
