country,religion,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
India,Hindu,Single,-20.4056375482267,B,A,75.31537450680028,D,122.90151938333767,C,-64.0384405791735,53.57709381001814,C,E,-162.97535423093217,E,A,1
Other,Muslim,Widowed,81.85003299915869,A,C,23.851203394417205,C,37.119424050410124,C,-210.97498543896043,-18.07307683829874,B,B,211.3782028635389,B,B,0
US,Jewish,Married,0.8267275836375834,A,B,-23.457339667169094,A,-7.483568936646683,C,-119.96342916365832,26.92353287246477,E,D,-35.340516553732435,A,B,1
UK,Other,Widowed,-183.06663965513457,B,D,-137.51265378044877,A,-88.3235115616919,A,-146.3620248103821,130.49045020542601,B,C,30.71261653264312,A,B,0
UK,Jewish,Single,-192.10286645221288,C,B,-86.77258442740073,C,-92.66232562981445,E,-63.39846064594782,-4.515622848910016,C,B,-205.6812380915097,E,D,0
UK,Other,Widowed,204.16787573977095,E,A,150.89622056698553,B,-96.89542455266589,E,57.28273785741121,33.92892559826032,B,E,229.99279570463554,D,D,1
China,Christian,Married,0.2639880335999896,D,C,13.365791031927332,E,134.23114707339965,A,-51.22545212101812,2.2840524099840156,B,E,43.0165093843985,E,D,1
US,Christian,Married,-40.662504831061646,E,B,-36.84736874907528,A,80.96427542094838,D,130.2813539787719,23.387287840976892,A,B,73.89923101153198,C,E,0
US,Christian,Divorced,-114.57557704352095,B,B,54.04578083831267,B,-126.13166379278336,E,-63.57671367483984,-33.897972785141924,D,C,-17.089122986001158,C,B,0
India,Christian,Widowed,30.731577926344002,A,B,-71.38138678424731,E,54.66816911783805,C,16.3403010467235,58.56998381635465,D,D,-16.264997433650294,D,E,1
India,None,Single,-41.29842008273784,C,C,-65.73656447404846,E,21.890274140623074,B,-33.929333236466334,-102.39063049144193,C,D,175.50280341853025,D,B,0
US,Christian,Married,109.6341095386254,A,D,157.51176270152695,A,-26.284023019469576,C,142.2956375973561,-21.43279306811264,A,E,-47.59706261093339,C,C,1
China,Muslim,Married,-24.06199455568312,B,B,-92.28005595933787,B,23.673361435878125,B,-40.30510919237166,16.71097371353641,C,D,-146.34580576147334,C,A,0
China,Hindu,Married,42.14325860329689,A,D,-5.024561683206116,E,99.89085524634217,C,43.853689467303994,225.92014602568554,E,C,74.5308315742303,A,B,1
China,Other,Single,30.501957610322133,E,D,-213.7390713444592,E,-37.82688842475038,E,53.34089418647937,109.26276050836698,B,C,104.77784398388181,C,B,1
India,Christian,Widowed,-77.24820288431363,B,B,15.298212737671872,D,228.49251026152913,D,73.82373383106635,61.618170592291946,B,E,-49.695488047159806,B,D,1
Germany,Christian,Single,-55.05182462654324,A,D,-28.321712946574873,E,181.15601073341531,B,23.964192087547527,-3.498342951764191,A,D,-28.776774412260046,B,A,0
Other,None,Single,-186.957234822355,B,A,33.62291546496978,B,101.46278070931058,A,-88.41217852367006,-118.8418430621126,E,E,-109.63897350967918,B,B,1
UK,None,Married,9.413457858250354,B,A,36.15512226094982,B,6.755995266952344,C,56.662657494403746,206.2780828212988,B,A,66.7568704497324,E,A,1
China,None,Divorced,-60.359593627588296,C,C,-233.43994606015687,B,15.823129078918683,E,38.97709049523795,61.66430995402861,C,C,62.63211328814483,A,A,1
Germany,Buddhist,Widowed,75.33643782896551,A,D,-127.02530491851472,D,82.25336192537573,B,39.50559098660779,-15.317427490847473,D,B,117.34337159417541,C,A,1
India,Other,Single,3.089797880346067,A,D,46.05320837965104,B,-51.16224763800854,A,86.4951118154387,-187.42235787798657,E,D,26.55996351974345,D,E,1
UK,Muslim,Married,-83.32397634884865,A,C,-182.10965019291547,C,-3.8363328404591974,C,75.70364282331576,0.8924255135587894,B,C,96.99601905824595,C,B,0
China,Other,Married,-46.82901726832269,E,B,206.42879666325192,E,1.4901208107954844,A,9.621538570107822,270.8991534069748,C,E,19.445628237491995,D,C,0
Mexico,Hindu,Widowed,-11.187976939373169,E,C,-30.46329983341437,D,-47.62402115290095,A,-28.61025952205576,-68.57470289000737,C,B,59.178693979911856,C,E,1
UK,Christian,Divorced,-67.66557049336673,C,E,137.9517546520355,E,-260.7202090140664,B,111.43057089828503,-99.67851406111575,D,B,-13.933832224484677,A,D,0
Other,Muslim,Divorced,2.703835446885393,B,A,-153.0075072627342,A,83.4599874314742,E,97.35153212183465,-23.6682963793285,C,C,-42.08735344268252,B,C,1
Brazil,Christian,Single,115.8699609467367,A,E,95.84332310413976,E,-21.616418967707588,C,-21.7000007074196,159.07083703536262,A,E,25.475646423901587,D,E,0
US,Jewish,Divorced,115.42189847075402,E,E,-33.25673421173805,C,161.3796516884348,E,21.92261719548709,41.76993215852246,E,E,27.44368079765078,B,A,0
Mexico,None,Divorced,37.38045035963126,A,C,45.70020746547673,A,125.29280531588765,E,-4.863405798477874,-195.6570722469661,B,E,-1.8512201887782391,B,E,1
US,Hindu,Single,79.10701428288813,D,D,90.97801022055461,B,-57.151235555261415,B,-109.85244449941298,235.59562318365167,D,D,-180.76167564946283,D,B,1
Brazil,None,Divorced,34.017803084242104,E,C,-83.6904148818104,E,53.3116424389835,B,12.110691638876167,98.92490152113392,B,A,9.320591350389197,E,A,0
Other,Jewish,Divorced,37.307453325901896,C,C,-139.7230731792645,D,-137.07101177637168,C,33.163060200998245,26.86110691807851,E,D,88.14251808015543,E,B,0
India,Muslim,Widowed,-71.2508035145707,B,B,107.05288128467956,B,55.31542498646556,E,69.18820360026781,-57.662262146681265,E,C,134.6521630442563,C,B,0
US,Other,Single,12.197682062745784,C,C,-77.09362723337078,E,101.22610127578935,B,-60.455894623929666,-118.73326045620978,E,D,0.9827473874513977,B,A,1
UK,Buddhist,Single,-35.25751096182381,E,A,18.369739277964527,E,145.1078364427921,D,32.092078900815785,87.6742814233887,C,B,-26.581260428868475,C,E,0
Other,None,Divorced,37.36969793588259,A,A,-11.716425490996537,C,-91.1791248501039,A,23.48274554427404,68.10620108478122,A,C,127.66399175597631,D,E,1
Mexico,Muslim,Divorced,-180.0718507887516,C,A,62.29454073872777,D,-75.53746909626427,A,-34.961130447006504,-41.893220992043965,E,E,-111.16712695217532,B,E,0
India,None,Widowed,120.61754026496934,D,B,-60.63923266052736,B,-198.0305585402958,B,130.40568849073983,-112.10166962947308,D,E,77.73818497358245,C,C,0
China,Jewish,Widowed,29.25900762171879,C,A,-158.70672587275214,B,-33.85280019859822,D,-150.51349198612814,-8.718628154013821,E,B,2.4136373243450677,A,E,0
India,Hindu,Widowed,66.44662386106222,A,C,-153.62196062301595,E,119.65172714472523,D,-47.388871048044585,-111.28107488353226,C,B,14.042172912976847,B,E,1
Brazil,Hindu,Single,-16.173214065464478,D,A,-117.67004211194296,D,-19.682499293074404,C,30.0725309474345,-6.333664603642833,C,D,-98.01395454368968,A,C,1
China,Other,Single,-63.280209496773345,C,A,-34.29029801685209,B,13.475858929460497,D,-94.36161990908415,129.37860532345627,C,D,65.39407393268455,E,E,0
Mexico,Jewish,Single,143.724701551424,D,A,53.25836071958857,A,77.83566656583425,A,-24.13961454080361,120.87652429530308,E,D,-60.28537440629576,B,A,1
US,Hindu,Married,-36.249527993741275,A,B,-34.02028639332393,A,-5.30116477224227,A,73.71932116481823,97.97593856348655,B,B,-55.30169841988103,B,A,1
India,Jewish,Married,301.95096494150107,B,A,-121.06221050799422,B,72.19129872888313,D,-78.10380056131555,-80.83744052930113,D,E,121.0560695979702,C,C,1
China,Muslim,Divorced,-48.73257670044881,E,B,-141.80226244802887,C,175.50484078197013,B,64.07022008045429,-29.026103019340212,C,B,-168.5200887519155,A,C,0
Germany,Christian,Single,65.39525043578313,A,E,-107.28383644221564,B,-155.80149673917288,B,-194.05660446573748,76.28010532152442,A,D,-31.0187885166918,E,C,1
Germany,Buddhist,Widowed,70.14103789210819,C,C,-37.612134196580186,D,-130.4650540359841,E,36.28035516485511,168.08396104790117,C,D,81.52911555570161,D,E,1
Brazil,None,Widowed,71.71368836700283,A,E,15.006379972912256,A,9.605850823960248,C,-51.376589349640426,23.86711837637684,E,C,288.2892138020808,E,B,1
Other,None,Single,40.46174773682776,A,A,2.102859183180053,D,-193.64297087535027,D,48.42245204423614,-70.35408832964724,D,A,31.189111915851647,D,E,1
UK,None,Single,112.73350043384151,C,C,59.63298320191947,B,34.92761161272943,E,109.78605952485752,230.11594997884458,D,C,29.3869741297818,A,A,0
Germany,None,Married,17.902010611724364,A,E,-45.37583793749083,D,-11.778969995940198,B,-94.19916390052146,84.52121118429218,D,A,-196.94501303948468,C,C,0
China,Jewish,Single,113.95652358059793,B,E,116.09136702074198,C,-161.90643953786287,B,11.644027153376364,-162.77324325399965,D,A,-31.91380828341973,D,E,1
Germany,Jewish,Divorced,7.401329184430012,A,D,35.974520273729716,D,27.047839909823757,B,23.531350934448902,-56.8843584038058,D,E,41.92398385961944,C,D,1
China,None,Married,40.82886007262851,A,C,129.57215093276176,A,-31.36066033199286,D,-126.43330702111358,116.73773706450316,B,A,-94.26783451033313,C,C,1
Mexico,Jewish,Widowed,139.43213215222318,D,A,18.598945192941592,D,19.01380096550468,D,65.50904483534553,85.83713860014494,A,B,9.824700537732978,A,C,0
India,Christian,Divorced,103.8423505275756,D,D,114.24428117311902,D,61.06339139994663,D,76.15524570454455,175.13753832044458,A,D,198.1241443514087,E,C,1
Germany,Buddhist,Divorced,173.77194365631462,B,E,25.12432383683368,A,-43.891271256169354,E,-46.16175181022524,37.12036949039499,D,A,119.37202340803337,D,E,0
Germany,None,Divorced,-7.158229108962585,D,C,187.243895865114,A,-185.22793653436665,A,42.674007844200936,27.130652395235415,A,C,25.335042646453715,E,D,0
Germany,Muslim,Married,113.90582264959386,A,B,-277.5985898616975,B,-73.41399655242401,E,-54.640731687645285,17.92049329934387,A,A,-49.559563711091954,C,B,0
UK,Christian,Divorced,-37.189183702020266,A,E,-116.92146960335172,B,58.14643571160154,C,192.09208503942776,-124.54376147717112,C,A,69.87801785528568,E,B,0
Other,Jewish,Married,-101.09250297221367,D,B,-170.91343219185828,E,-111.05705113415394,C,-74.05859112782629,-147.47839609164336,A,E,-12.94083095373392,C,B,1
Other,Other,Single,93.36705273247371,C,B,33.832707719832335,A,-7.106398345866369,A,106.83188632823197,-30.30143474384771,C,A,-19.103897623871596,D,B,0
India,Christian,Divorced,46.81356129084093,B,D,163.86466310588207,A,-17.84128153052638,E,95.6354701792352,-4.909731041482667,E,C,-169.97463121670404,E,D,0
Mexico,Other,Widowed,123.01099649554132,C,A,-8.71375340094554,B,11.000218230465421,B,172.39676269248935,253.1281931947991,D,C,184.00895302774558,A,C,0
Brazil,Jewish,Single,207.33538903351612,D,E,60.87174331998304,C,-52.541595810148,B,-173.50713428293938,-31.049530280300964,E,D,-8.520522266155998,A,A,1
Germany,Muslim,Divorced,77.73550756629122,E,D,131.19622482112038,E,57.4290749059723,C,9.895434700759163,-207.4804737339043,C,D,9.063579755698026,D,D,0
Other,Other,Married,133.60123589353628,C,B,51.55103882501373,E,-146.53777818154578,E,27.58264555491392,134.9139452870763,B,D,58.329823500002874,D,B,1
India,Muslim,Single,-49.282919352762875,C,D,107.38552832091399,A,38.85529133432109,B,1.7177163313634902,35.88936237703571,C,E,-12.838470387248499,D,E,0
US,Muslim,Married,-37.3015755066512,A,A,-98.84389309355197,C,29.66538818231762,D,176.80903352149735,121.7279718854045,D,B,31.27887270912204,D,E,0
Mexico,Jewish,Widowed,136.18092256144638,B,A,10.839760442630652,A,-4.504054144295141,C,-47.26636747797646,-239.63224312904822,D,C,-4.779739574546901,B,D,0
Other,Muslim,Divorced,-125.55039614028642,E,B,-9.217471378596215,C,152.85835682956358,A,-103.53957446920555,39.190008014555886,A,D,45.142309144689406,D,E,0
China,Hindu,Divorced,-23.07664977137415,B,C,20.691886123427423,D,67.2082253974153,D,90.47663871874934,63.44437019245135,A,B,-194.26050062170174,C,A,1
China,Jewish,Single,29.401735902958663,D,A,-143.66737887256878,B,-144.6590547790678,D,3.3668602688164975,-14.746414704490697,A,D,227.6384731629895,B,A,0
India,Other,Divorced,-9.136820139806218,B,E,65.42056107036112,B,36.80003631959635,B,4.683950774761617,22.726842512217075,B,B,50.604741695557465,C,D,1
Other,Muslim,Divorced,-36.33435081141957,B,E,13.426813496944456,A,-63.87387732730141,C,-49.3031153568133,-166.72371262016387,C,C,28.475949013988338,A,B,1
Brazil,Muslim,Married,-16.21697574234369,E,A,-57.07300735476717,C,42.62328750148523,B,120.05076441682058,-80.42885002008448,A,E,-206.43592902814177,B,C,1
Brazil,Hindu,Married,-86.92076922478591,C,A,-208.2320094968129,E,51.658742642125524,A,-340.00296500447473,-25.10827653401741,A,D,25.67824878515424,D,D,0
India,Jewish,Divorced,-78.33865113987846,A,D,19.998353599023407,B,118.27490161993354,E,-200.904455321889,139.47810284754237,E,E,-137.73146253149747,D,C,1
Mexico,Hindu,Divorced,-129.39856007524298,B,D,22.706371624230158,B,-0.18859729219294605,B,-13.212549241695006,12.049414180058198,E,A,-20.278737704889544,C,E,1
China,None,Married,159.74344073408366,D,B,-43.341996229179024,C,-140.18357062786095,C,-6.349268246306332,50.04705715686174,D,B,-99.0947766865528,A,E,1
Brazil,Jewish,Widowed,-43.88399662236878,A,A,-179.5693805406209,C,-126.61947849985175,A,-190.81953256114537,-70.59253939106755,B,A,-24.771915364127533,D,C,0
Germany,Hindu,Divorced,97.26746687376333,D,A,32.237535017324525,A,-232.47940957579485,B,-99.08771149098185,-46.97361507877469,A,C,59.175839068671344,D,A,1
Brazil,Other,Widowed,-112.65595107017393,D,C,-56.91027242296522,C,43.857399638055675,B,-30.177506638841145,-136.7431895828955,A,C,-27.316378513769447,A,C,0
Mexico,Christian,Divorced,-20.41199905273059,D,C,-15.064477437602115,B,-64.92566352904066,D,-64.49583676749255,-71.39419748741332,D,A,-28.453649681601572,C,A,1
Mexico,Christian,Single,-9.326569983746396,C,D,103.67693797307685,A,-146.07434356810532,C,2.5291931372270837,-93.03033676084075,D,C,224.47434707516737,C,D,0
India,Christian,Widowed,-42.82268279879982,D,E,-120.20872643852421,D,-120.71021569511642,A,119.00697658767037,-88.77882563950257,E,E,52.92378202803012,D,E,1
US,Jewish,Single,38.858103325958645,B,B,74.72276358447249,A,-2.6740372188549344,B,-115.76168850591351,-107.83880755397142,E,A,-109.45922020078393,E,E,1
US,None,Married,-36.277871578586364,A,B,114.02228803173324,B,114.71579844162329,C,20.849791508241378,-94.35007498663086,E,E,-87.83706313318558,E,A,1
Mexico,Other,Single,67.47087978609146,A,B,-264.3031496393241,D,-18.565070226598536,B,-53.45034045550858,-99.8883396553308,A,C,234.83673926876958,B,B,0
India,None,Divorced,-27.07402763547167,E,E,-14.919056011406278,E,18.30557082698446,C,-93.37335404272615,-191.74035020837493,B,E,-3.912534960085998,B,D,0
Mexico,Jewish,Married,-63.6075629758806,C,D,-113.80724840289098,E,52.890621538498436,E,-13.658517330928774,-153.47265957372866,E,B,-21.69581479350654,B,D,0
US,Christian,Married,125.39935091560565,A,B,-57.095620108140174,C,-45.72218881520631,D,-62.72456258373733,-132.8891807510142,B,A,-32.47802389937203,D,E,1
Brazil,Other,Divorced,-233.2513504156975,A,B,-72.56711558929959,B,28.635721682010985,A,26.725842836349667,78.14092872191154,A,E,-56.867935999757634,B,B,0
US,Jewish,Single,196.88919382160327,E,B,172.21681408468422,C,-75.7489215387024,B,156.90999342875176,-129.44343363658044,D,D,37.50657257429808,E,B,0
UK,Christian,Divorced,52.778574887002506,E,D,-138.93726672686114,C,112.37988278076739,A,89.35308222326843,-16.674858453557523,A,D,-157.3959747787821,D,B,0
Germany,Hindu,Widowed,155.6995816171888,A,A,6.987350993663681,A,68.54069016656042,A,-45.43385425203584,40.24746913330442,A,A,-72.81679569781264,C,D,0
Germany,Buddhist,Divorced,-66.51073745404025,C,C,-130.68108134139715,D,17.92562315435171,E,-29.388238662876255,174.49858329838912,C,B,-119.47325085027522,D,D,0
India,Jewish,Married,40.96404169909451,E,D,-284.47823322065665,D,17.48608756093506,B,-149.09960357901642,-97.12979255579405,D,A,83.38365365815989,C,E,1
US,Other,Widowed,69.02482154513177,C,E,-11.720628299430699,B,24.60704995218964,E,-37.72336697474298,-66.70716892461883,C,A,-41.945768679396615,B,E,0
US,Hindu,Divorced,163.63786765971844,C,E,-5.8256619532956675,D,29.935296501218673,D,22.037912256877444,66.6531872991028,A,A,-170.39605754594086,D,C,0
US,Buddhist,Married,77.31886900174601,E,C,45.26854691570208,C,0.3767782341897574,D,-169.55343543526212,126.20911460147597,C,A,-72.20471141756012,B,C,1
India,Other,Divorced,-20.961976650499402,E,C,-67.61891284297474,E,-50.106120112726174,A,0.10294524332535972,43.77584188870103,A,A,105.07510302666093,B,E,0
Mexico,Other,Single,-224.98859564679265,D,E,93.01520492628853,B,136.57440553945736,E,226.19590701317912,103.88677340622854,D,B,-53.67348404385711,A,C,0
Brazil,Christian,Married,189.4079354792147,C,E,117.22683480759821,C,53.589741851661664,A,-17.68369288218803,156.81075308886133,E,E,-22.918242682485722,A,C,1
China,None,Married,98.68847629717521,D,A,-193.0389844447844,E,164.64210873863107,C,-84.5915095450836,145.34891166128787,E,A,99.93257793321447,E,D,0
UK,Hindu,Married,-38.197988624687405,D,E,173.48164275115937,D,-34.25359289616862,D,-85.64732546563056,180.20812281137063,A,E,89.24859362768977,D,E,1
Other,Hindu,Widowed,-2.784270901598225,D,C,-34.71249516282777,C,211.17498209234626,D,-8.602254653895072,-99.18650621537535,E,E,-59.15792721360178,E,C,0
India,Christian,Widowed,-69.91700124742772,A,B,40.428960700240204,D,52.435397854952214,C,-150.58165545233106,46.159143386326114,E,E,-118.0984905122546,E,A,1
Mexico,Christian,Widowed,-21.020688590247243,B,A,153.72800841948273,D,-77.71035251010045,C,-83.62946487186814,116.96935304547709,D,E,-22.728302998943548,D,A,1
Other,Jewish,Widowed,130.69603209959485,B,E,-184.98665856741184,E,-76.46121979112876,E,-97.19586721178702,15.338749801382079,A,D,-58.29540406413217,B,D,0
Other,Buddhist,Divorced,24.05278952756144,E,A,-149.44741593177554,B,-166.43827137156336,E,46.7518525726237,121.47583367918666,E,E,24.575389946495797,B,A,1
US,None,Widowed,62.744208541352855,E,E,-8.234262515587115,D,170.80673841099744,A,15.819009316405491,-110.81119123450647,E,C,-62.472518129747215,B,A,1
India,Buddhist,Widowed,-133.51940609181787,B,C,-123.58767322124031,A,157.0886559089663,C,-149.08240378185326,29.921562519695826,D,B,-56.89465900502155,D,A,0
Other,Other,Divorced,28.446220721808995,D,D,-243.32656267088683,B,-104.75881748867721,B,-40.428976673459275,46.72198674601816,B,A,169.1189548517156,D,C,1
Brazil,Christian,Single,-246.20082927518973,D,B,106.77432344443147,B,-47.6973990701998,B,-99.03428949008753,87.19564258503357,A,E,110.51415079502827,C,D,1
Brazil,None,Married,-6.48782638968494,A,C,145.28576014430118,D,204.9852150710787,E,-83.96301061571594,105.67581442910812,A,D,65.5734861658932,B,D,1
Brazil,Hindu,Single,132.7940374057058,C,C,18.682025926517532,E,-168.64926977218195,B,-92.54858272869848,-143.78262981300261,C,B,-58.844377574374796,E,E,0
Mexico,Other,Divorced,-134.70409030677894,C,E,-0.8882668759483693,E,-208.20455351159106,A,49.841099981205694,64.43593068654843,C,C,-70.11972172529791,B,D,0
Germany,Buddhist,Widowed,150.43535943734875,A,D,-25.967882819069242,D,-126.6014487510756,B,-112.60857536638345,109.51027545011843,D,E,138.99770631832985,B,A,0
Brazil,Muslim,Divorced,-37.35014210160208,C,D,82.80421467370428,C,124.68212885134085,A,29.193353503128694,-93.18249631486404,E,B,-8.127559958040026,E,B,0
Mexico,Buddhist,Married,-41.464700175962285,B,D,254.14048219393365,C,-28.26683127000786,E,-20.19890026050145,58.60365346389086,D,E,-199.84142159152282,C,D,0
Other,Hindu,Single,201.17902600150597,E,B,15.713880975661823,D,-6.297704700171357,A,9.107590047804385,-73.28053552311611,E,D,33.17236041816905,D,A,0
India,Buddhist,Single,17.87821459992366,B,D,22.927732084968984,A,-21.177794748540503,B,-118.73657871008581,-21.786768723231855,A,E,52.49851951454265,C,E,0
Other,Buddhist,Divorced,-5.9340805356201285,B,B,171.9126220527472,C,50.88527214593468,B,-57.423041999024385,39.87479238945089,D,E,-59.76287800155852,C,A,0
Brazil,Hindu,Widowed,-101.52328327431444,D,A,-87.96642520930791,E,-168.25174012734897,C,-24.989711905226,53.19263985845206,E,E,-30.62705213378376,D,C,0
US,Buddhist,Widowed,99.14061955856482,D,B,32.55663303393564,B,-2.6318816468373982,C,116.16118028002064,-143.61864694327764,D,A,55.98826587555932,C,E,1
UK,None,Single,-40.18600607795354,D,A,-70.65324707993703,E,-34.19535191163598,C,38.86074859962692,23.150997855253472,A,E,-60.69532394811156,C,E,1
India,Muslim,Widowed,-76.47406240915494,D,C,-95.49767327980202,E,110.43840023716807,E,-78.69934230815527,-217.53524721382325,D,E,-87.44383067382323,C,E,1
Germany,Buddhist,Widowed,200.97246344516049,C,B,-98.47336003804887,C,-172.98497591216068,C,116.0545467722355,-19.420585418953063,A,B,-38.40872444542212,D,D,1
Brazil,Muslim,Single,16.263986436015728,B,E,24.606394196804757,C,126.24386681346036,E,106.81741658529961,34.624215696350284,D,D,-146.20062009605078,A,B,1
Other,Buddhist,Widowed,-91.96595879155534,B,D,32.51444656885596,C,-80.09708338047845,A,99.33542013226571,162.09892415267907,C,C,-41.947970246616705,E,A,1
UK,Muslim,Widowed,-172.5357503914033,C,E,73.36483037934333,B,-164.5590504054062,E,179.32485260569922,107.68355694266285,D,C,-225.80033528492845,A,A,1
India,None,Single,-171.38994300795585,D,A,65.93566024966798,D,40.31804221228642,D,70.73252958464586,127.72986710501382,E,A,172.09319442410083,B,D,0
India,None,Married,-12.876914927877051,A,D,103.49505534150127,B,155.3051535012047,D,-213.66216248402603,-112.8049286334936,C,E,85.2483883261079,A,C,1
Brazil,Hindu,Widowed,-225.56359719265632,C,A,-3.1195092809388605,A,-189.344160712992,E,15.168412357159342,-23.393920070680903,D,C,64.54300012629128,E,A,1
Brazil,Buddhist,Widowed,32.54937288564287,A,B,-24.385777954579474,A,55.86910087840648,D,-43.896847940507925,22.56831613305052,D,C,72.645726145047,D,E,1
India,Buddhist,Divorced,10.21274489676242,B,C,-61.636629668739104,B,103.08143710937729,D,10.141837716113287,85.46938260041973,D,C,17.430909951989847,D,A,0
UK,Jewish,Widowed,-63.164365596019024,A,A,-72.71428711980302,E,96.10933464627378,D,23.141802981116452,44.86862006990716,B,E,63.91244171063393,D,D,0
US,Hindu,Single,12.553820262583457,B,A,127.95251276283162,B,62.891546734641615,C,69.47182450076735,-47.8740158912025,A,C,-32.57175574302203,A,C,0
UK,Muslim,Divorced,57.74932787827917,B,A,-62.991128346574776,B,-29.730524515651936,B,-49.52921736793925,-10.582405574506023,A,A,-85.47226113779483,C,B,0
India,Jewish,Married,121.97748574962507,B,D,-53.089726642043345,E,-9.035020984856835,A,-83.2025089013246,21.821712020782314,B,A,149.2940251310554,B,E,0
US,Other,Married,-1.3546817398928457,C,A,8.907534960344814,C,1.8396319762927427,A,201.54538298894497,-3.348646269640648,D,D,91.87055840130111,B,C,1
Germany,Other,Married,109.27471961982442,C,C,-127.94307419859332,E,235.1785198982665,E,-48.03512017520547,82.03450297260407,D,E,-263.3401702370715,B,A,1
Mexico,Jewish,Divorced,20.624929442714528,B,E,-154.5718686093059,C,114.64359473408872,E,-149.45211360732299,-52.33643428237988,A,C,66.34474151716677,C,B,1
US,Muslim,Married,-107.06676862884893,A,B,-64.11860691168408,A,-37.09641890696967,E,47.56275273845294,-189.0431624409164,E,D,23.042016082155687,E,B,1
Mexico,Other,Single,-80.0742594498367,A,D,17.425472518150016,D,65.91793831378295,A,-261.44392745095234,72.71357063468247,C,C,-94.13514833938271,E,C,0
Germany,Buddhist,Divorced,-29.925106445555038,E,E,-165.24251280427936,C,18.189581493951696,C,-41.8223288186806,99.8221660420442,A,A,-235.6004685335721,D,B,0
Other,None,Single,-3.346197050804796,E,E,-36.689465282302194,A,43.65700250393091,C,26.644052578785814,-49.37123058312287,E,E,94.74146533866912,C,D,0
Other,Hindu,Single,-189.91649565551168,B,D,-83.67323320130677,C,110.7778980311775,D,81.69504450095383,-199.62728264909683,D,A,159.67846990854005,D,C,1
Other,Muslim,Widowed,-164.93288872908198,E,B,5.721269441409229,B,119.51945363191803,C,-20.6722826408741,-18.134833269670214,E,E,-59.97840577111893,E,A,1
US,Jewish,Widowed,-213.52045833391355,D,C,135.1709534769778,E,82.52540390313143,E,-69.77652163151706,17.872851510840007,B,C,-263.5804118089504,B,E,1
Germany,None,Single,-216.86785496165822,C,D,-93.51488542010676,C,-59.482038305605954,D,-18.64676808278886,-20.10933196955055,B,B,37.360793418302215,D,A,0
China,Muslim,Single,94.11910474592945,E,B,53.36278397902577,A,48.68434791297243,E,-63.21744321612254,31.49040743419132,A,D,-3.577549401873566,E,C,1
China,Jewish,Married,73.62297521374668,D,E,-14.40410425036169,E,119.02825665708683,D,-17.16444684836968,133.53763868197325,C,D,-55.77271324122537,E,D,0
US,Buddhist,Divorced,60.5110332702697,A,C,98.6884845454854,D,-34.90107899416834,C,270.3730529065727,-93.31363154627512,C,D,52.98510118514859,B,C,0
Germany,Other,Single,-83.94582024711319,E,D,112.80873769475947,E,23.040550268666284,A,136.99927774126147,-7.94099520409812,D,E,-134.24425520116904,B,B,0
Brazil,Buddhist,Single,122.9796904459642,C,B,-163.4628406395892,D,-45.51170662023819,C,73.01726551641183,-199.7705987558448,C,D,-88.65594445850628,D,A,1
Other,None,Widowed,-120.07934381585656,E,A,29.504552762884796,D,22.84005474954692,C,-70.36231025029996,176.76407437494214,D,D,-4.779232488071682,A,D,0
Germany,Muslim,Divorced,90.743596367199,A,A,5.578718318866357,B,194.11176287707832,A,-46.857298844345635,-156.52460502773764,A,E,117.09878148232116,B,D,1
US,Buddhist,Single,112.25043304620871,E,B,-90.52745652872979,B,-96.36505378631969,A,48.85026346327912,30.365325762305485,B,D,30.2716383240072,C,E,0
China,Hindu,Widowed,121.54443786742122,C,A,-141.72839662205894,C,259.5877861525073,B,52.446307211689536,41.9978247290921,A,A,64.38138576287992,D,C,1
Other,Buddhist,Divorced,165.7868704796681,E,D,-184.35015536076372,E,-82.74132982106904,A,-9.374035349076577,-51.76685934999469,C,B,141.72276457892238,B,A,0
China,Buddhist,Married,164.57577005597707,E,B,-21.73795313241355,E,31.03624311013189,C,51.26717783449387,30.87385991362964,B,E,27.73564462242117,D,B,1
Germany,Hindu,Divorced,61.725115882907765,D,E,60.18619242515374,E,75.94860244888663,E,-14.60330560592972,-11.814315786722341,C,B,77.46201887838163,B,D,1
Mexico,Hindu,Single,103.48669003269725,C,C,-19.712295083660283,E,56.94547994432344,A,-92.94277099155673,27.440122618309186,A,B,-65.2263769552463,B,D,0
India,Muslim,Widowed,10.075453776857161,C,A,-15.279972243833246,E,82.60343057234539,B,81.73357127888839,-18.632373785428754,D,C,-63.434041360574625,A,B,0
Germany,Buddhist,Married,-21.751157470321832,C,A,261.22776300855776,C,21.10271112429445,B,-53.973018064035585,17.23635722037567,E,C,75.77348628808689,D,A,0
UK,Muslim,Married,-91.36994619044772,C,E,80.48045625215346,E,18.73266934380722,D,-145.0659647851194,-124.0586447325115,C,C,105.93412120494867,E,B,1
Brazil,Jewish,Married,109.16842367714396,D,D,-75.34990063407591,A,-68.73939147638475,D,-91.65631761938167,-52.69133837699852,A,D,91.26901815624431,B,D,0
Mexico,Other,Single,61.022218981189766,B,A,27.648627915323466,C,-86.08908499549268,D,-103.92751446727945,-12.931885401270124,E,C,-96.78320647642464,D,B,1
