disabled,civil_status,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Both,Married,Female,A,B,A,A,D,A,-214.94576117724446,-10.971118097938927,168.31910726761205,E,E,B,-44.54683985870106,39.78390444769068,C,C,160.49477345679497,-1.3363868758100845,50.91112395747476,1
None,Married,Other,B,D,E,E,D,B,-69.72610441509815,7.668731159772579,-19.48952183978522,D,A,E,156.41378442327198,88.6990389846977,A,C,130.9309496713481,140.28457842170485,121.65789011999996,0
None,Married,Female,C,B,C,B,A,C,-73.11688356997826,157.885678691518,166.44538576151936,D,C,E,44.4353634367267,125.60249531879369,A,B,29.747490372081742,-31.292127628187128,37.59629454197213,0
No,Divorced,Male,E,B,C,A,E,E,48.802797424791336,-119.814368629125,116.91324324842385,D,B,C,-4.285237398771669,-88.05629129163226,B,E,-64.15274504103942,87.27390953085536,82.09304074971251,0
None,Married,F,B,D,A,D,A,D,-106.28648201694327,-66.07027141633284,29.701735250899414,C,C,A,2.548515824523683,80.0797302946631,D,E,-103.50480753763645,-33.447853370136805,-225.36082738077937,1
Mental,Married,Non-binary,D,B,D,B,D,A,43.98623525316548,43.678747707576335,-110.33802025596593,B,B,A,82.84989767044713,38.60604734599382,A,D,-47.33294555151351,-0.3775963088380873,9.526125921159208,1
Physical,Widowed,M,C,B,A,E,B,B,115.0226540829764,28.36444312077515,-214.1879867360971,B,D,C,157.0896148842474,-124.99639036025243,C,A,-142.58257571443932,-238.7922796605303,16.88015104926113,1
Mental,Married,Other,C,B,C,C,D,A,141.2675088455859,170.17142177370204,41.50486198215249,B,D,B,-51.712198683887934,13.363270638248812,D,A,-69.95037079725286,152.42988063857587,-133.67869800795887,0
Mental,Widowed,Non-binary,C,D,E,C,C,E,30.395171787626435,2.1950152166374726,47.567772979721575,E,C,D,-48.79437453111376,-121.61805868984068,E,C,93.71739391010094,42.85786422096949,71.804993593761,0
Mental,Married,F,D,D,C,B,C,D,-44.0479222360504,-116.84893153872144,-4.906420017834394,D,B,C,27.804928360157007,-40.38276332409788,E,C,-45.97752503252083,71.00505705706078,-46.47572217836895,1
Physical,Widowed,Other,E,C,A,E,A,E,-21.14915519685857,169.50888823699785,-91.2793443422379,E,D,A,55.3896721479855,46.238547884765666,E,D,-90.45784384929283,-169.54709299263408,122.00219678297222,1
None,Widowed,Non-binary,A,C,E,D,A,E,32.368271565438874,-145.63295663357266,-47.56916719293575,E,C,E,-201.57863131795014,-129.06899773387946,C,B,55.45475909410498,23.858140064958043,7.7808715381844085,1
Mental,Divorced,Male,C,E,B,C,D,B,101.36314884038369,-105.69349005226802,-115.16938532737393,D,A,A,126.19750627466982,-123.0766195093857,C,D,-35.1447292545054,99.72063907415554,-86.15203086554848,0
None,Divorced,F,D,A,A,D,E,C,-6.457924750875059,28.47618633840105,-183.54950714026742,D,E,C,12.041614502785288,46.59549687415904,C,E,9.449990834348467,23.659140439962577,-12.127270290199254,0
Physical,Married,Non-binary,D,B,B,D,C,B,-106.72209413358085,70.87725440482684,186.57412004220865,A,E,C,53.28023222871453,15.714685945668244,E,B,252.53324781372274,-38.410857975196336,-154.62484527063503,0
Both,Divorced,M,C,D,B,C,D,C,60.64702389693666,75.2161077587228,157.98458523293007,A,C,C,-8.84231392252421,-9.660292657093962,C,C,66.9388229945886,13.144709763651235,-21.06220058707924,1
None,Widowed,Other,B,B,B,D,D,C,-18.792803147110522,39.74858212746699,-90.70528914504588,E,C,E,102.8889383795369,117.54836267994826,D,C,81.77516029986528,-57.77890972414427,32.027356561492454,0
No,Single,Non-binary,C,A,E,C,A,D,131.32408276729356,-90.55319296784204,-18.139718521122255,D,C,A,-73.09489877003716,-17.973408816653254,B,D,77.16000604411481,-194.43925946532133,94.06751854623003,1
No,Married,Female,C,D,D,C,E,E,151.09602553339195,102.87776162917339,58.43139638834541,E,E,B,136.17622757756632,119.1282767073407,D,C,125.54785179659255,249.39213833495063,63.46557424317153,1
Mental,Divorced,Non-binary,E,C,E,D,D,A,-45.93173945557795,-69.45674658439258,112.73175410844303,A,E,E,-107.56415328393847,-51.9298628552869,C,B,-53.96115257082028,54.36505420064401,54.599568302187805,1
None,Married,Male,D,A,B,B,E,C,-75.63758956194273,-179.5859807489821,204.8826839131662,A,C,D,34.487151295980674,-120.02559344407231,C,B,-96.06516627099595,56.433149406182025,37.28114587353431,1
Physical,Divorced,Other,A,E,E,A,E,E,-218.42481732378408,34.57117721988806,50.52550486548161,D,E,C,111.72650471674619,-0.6418806449007831,D,D,-17.437867201586336,-101.26547434114579,-59.73907909979469,1
Yes,Single,Other,B,E,E,B,A,C,-158.70062541033266,191.1975132470079,112.55484463566381,E,B,D,-29.759582281223206,-66.93136462136508,B,A,6.329734619471407,145.31350398440793,-175.4402964346808,1
No,Married,Other,B,C,D,A,E,C,73.78343360000102,-11.542103226077241,48.16366601027277,A,D,C,-150.37634387362598,-63.66875876567353,D,B,-16.160455564755605,95.75378702399102,72.88522005606481,1
Mental,Married,M,B,C,D,D,D,C,-71.79656003358767,89.05500761299837,109.5790202283645,A,A,D,9.286932149693454,83.04389390311503,B,C,-59.41210984073895,-80.90349729506559,26.981189758221962,0
Both,Single,Other,E,C,C,C,C,C,-85.16809947734055,157.88628797136067,-13.146126745279716,A,C,C,-16.02322920976313,-0.3393740128224194,E,A,84.16361206541485,117.90990400650112,229.7608205339104,1
No,Widowed,Male,D,E,D,C,A,A,61.70054466494551,32.53323310691007,17.417664606961186,B,D,C,178.3916450888298,81.9323994944467,D,B,-53.10742141186209,-14.25521630073549,107.20401677308845,0
Mental,Divorced,Male,D,E,A,A,D,A,144.68278355926142,-84.15788129608076,162.29104646630304,D,A,B,-116.33491581185056,57.67081120630954,C,A,19.000834644550473,103.39449601876932,-64.56654350991215,0
Both,Married,Male,A,C,A,B,B,D,76.33982789128744,-36.126103888578946,74.68083849969068,A,C,A,-206.68923371497092,-89.6615319528195,B,D,-30.95284810715216,-80.9289592708942,-27.406605188398718,0
Yes,Widowed,Non-binary,B,C,C,E,E,B,23.23725113069154,70.65556029497196,112.39341100548326,A,D,D,-12.938414441413663,122.50126824762486,D,B,172.32936284323748,-13.886521535713184,173.1184846664894,0
Yes,Divorced,Non-binary,D,C,C,E,E,E,95.38478667763796,-48.204933981614026,-52.56138947422524,D,A,A,126.384314152172,47.030666859382904,C,A,40.033108937017005,-147.5490567579917,79.03414466934753,0
None,Married,Female,E,A,D,D,A,A,133.94991223094357,-137.00654386557608,-225.91778206658105,E,E,E,51.7708184991576,1.7908840636637156,C,C,-203.8462885215359,244.3529384520625,115.2836666207067,0
Both,Married,Non-binary,C,D,E,C,B,E,72.2369324788002,66.55451822438319,-113.66194920763921,B,D,E,-22.059523608477935,-58.64720140530147,A,A,-52.37519956959431,-138.04773377879877,-147.4044441966979,0
None,Widowed,F,D,D,C,E,B,A,131.41609320479947,-143.7664047071045,110.63264784045556,A,A,B,-90.44639832436977,-69.31679948974109,C,A,-131.92024016992326,-37.10842076238065,-35.975843274534725,1
None,Single,Female,B,C,A,C,D,C,-24.039036875343193,72.98380122811952,-57.26086390564616,D,A,B,158.58591416842998,16.0284468014147,C,A,39.26999075909129,18.2697403942926,-148.0858802848369,0
Physical,Married,M,E,C,D,E,E,B,-103.87751916013927,167.36688510675023,114.58683056316016,E,D,B,-4.095186520711884,143.2194326182581,C,E,16.019571832946085,-42.31843385695118,38.66221797956458,0
Mental,Married,Other,A,D,A,B,A,C,155.66256350888548,62.89542320102165,-47.289123416191956,D,B,D,-44.574078631901656,-45.61905594764236,C,E,-60.455364829346024,-95.9871475954995,26.462733626614753,0
Physical,Married,F,D,C,C,E,E,D,55.25569538641689,57.44651708675777,7.99661569157247,E,B,B,12.176266763004177,119.5455568396063,A,A,-2.4444860983459127,60.67622624019688,88.30248458328477,0
Yes,Married,F,D,A,C,D,A,D,111.68811961337488,17.493092329324345,-78.52876179441519,D,E,A,-121.72080569585884,-33.44397531542679,A,D,-79.47539398157754,-51.80499959579996,40.16110167246796,0
Mental,Divorced,Female,C,D,E,A,C,D,-33.389303488993136,94.56730328835087,175.05905210899542,D,C,B,-125.01138958620723,-116.71026265758138,E,C,-14.714164828028869,0.18803173010438287,57.06876954639779,0
None,Divorced,F,B,D,A,B,C,D,64.05585865834773,-115.19644144811419,-234.99851547725328,E,C,B,-45.7260681685658,6.69609851655473,E,A,-134.84267566448835,58.663951732527806,-63.26669922122079,1
No,Single,F,C,C,A,D,C,A,63.906090968888115,-17.77522559632903,259.17023537252584,E,D,C,43.58075045960981,4.846675282577731,D,A,61.61609064477561,49.83881646587232,12.979003847374507,0
No,Married,Non-binary,B,B,B,C,D,B,-127.78216000290683,82.625556332041,-114.26083883478012,C,E,B,-122.28913696007213,-9.19096557847759,E,C,-134.5353402742473,-125.15574723256653,-149.43192827675279,0
None,Married,Female,E,A,A,D,C,A,-7.857751494422824,-94.07950464848234,15.217729213875367,C,A,C,-62.11040535737913,10.78607907357257,C,E,2.9114212269889554,-37.39241272505584,209.08090410324775,1
Yes,Single,F,D,A,B,A,D,D,98.43221450254903,-94.52125318002327,-201.01202338610977,B,E,A,-16.539258320387866,97.64379893175587,B,C,35.30283073938899,-97.4966938581251,-52.009442439267886,0
Both,Divorced,Female,D,A,B,B,D,E,29.601227520071998,-38.16346866986031,140.41159718113724,D,B,C,-33.33515627357489,-29.452556624802096,D,D,-6.805469075494777,25.964501894004844,-87.03012366877567,0
Yes,Married,F,C,A,B,D,B,E,-5.604518365440421,171.72583515903142,-96.07656161159974,D,D,B,-130.49537977965838,-11.415369678611327,C,B,45.901755516052916,108.41965534157208,187.9597135828829,1
Mental,Married,Non-binary,C,A,A,E,B,B,-122.09534959301051,17.622499120764882,-0.38159555028900966,E,C,D,4.064055642180535,-26.542075084377377,C,B,-34.83440440704971,-85.30826630795306,-4.87439510760928,1
Physical,Widowed,M,D,E,D,D,B,A,-53.91694832045398,-94.19305783957562,-37.90351714622842,C,A,A,-70.37401494148622,-76.27431481790204,D,B,-29.719134067763026,8.024377426566355,54.7952266803654,0
No,Widowed,Male,C,D,D,C,B,A,-140.64957116210863,7.1341702998400995,-58.81330357149288,C,D,B,-92.56304613900565,117.42237491019347,C,B,-284.26131129207846,38.78955224280522,75.56005901387823,1
None,Widowed,M,E,C,E,A,B,A,8.89327981087785,-73.46240119390043,-29.90657691584581,C,D,B,2.3828006469221146,-1.9142183020185868,D,B,-61.51735243472801,153.65476384908746,-75.55182123065211,0
None,Single,Other,D,C,C,A,D,D,22.208105179671122,-37.76466346325776,36.802335005943036,C,D,A,-24.828336545070222,114.96982579583697,B,D,71.19103737398082,-72.69500708727043,-148.9445015113724,1
No,Married,Other,B,A,A,C,D,C,107.55294329380621,-55.32968655580211,-109.53833926121578,C,C,B,-223.5936863257802,-78.74632174247142,E,B,-170.88910205386944,41.16867684109186,-146.99024848989325,0
No,Married,Female,B,E,E,C,A,B,103.66308845007043,-43.474524082279515,-87.58578597146668,E,B,D,-155.84847598561998,77.48167339434882,D,D,-48.58882403854061,-118.78020762846066,9.964566971236973,0
Mental,Divorced,M,E,B,C,A,A,D,86.03118909247365,-43.05005162824847,-172.3178405910194,E,C,E,-92.55640135785465,-8.191173932482556,B,C,-29.600419596684517,112.31661454712017,60.82363720920883,1
Both,Single,Female,C,C,C,E,A,E,-41.50696585375989,-82.26454469925028,-108.57158567952163,A,D,B,116.92941707523855,-48.28261750191455,E,B,47.876277506518896,76.18954968990298,-94.22590218757519,1
Physical,Widowed,Male,B,E,C,E,E,C,46.816148448456566,-44.578768050546714,134.94934948356143,D,D,D,-166.6762762192905,99.70868605168732,C,A,-92.17431972518476,28.359301492416243,217.76553230488497,1
None,Married,Other,A,A,C,A,A,A,19.730691941132207,-74.2351290825623,79.95409962585384,A,A,C,107.56724799774433,-0.13724694892754383,C,B,-124.83953739426434,-32.98346962737952,-25.56549809134741,1
Mental,Married,Other,A,D,E,E,D,A,-78.16006637291156,-43.3548035954688,-154.7240561548694,B,C,C,199.98391222804298,-142.98255808081797,D,A,50.94499306325716,23.268714208255815,-97.9750524593486,0
None,Married,M,A,A,D,C,B,B,-11.519231457077325,49.5440044344041,-17.38249520769347,E,A,A,-38.18002618091486,1.826269092317962,A,D,-153.26055691687705,-46.42396526760166,-127.02647047450064,1
None,Widowed,Other,E,C,D,A,E,A,51.27120561326042,123.76466411781426,-12.839892770515076,D,D,B,-17.66439466484998,64.51733313687478,E,B,25.52926812788381,-44.53801886071274,13.008663146053411,1
Yes,Married,Non-binary,C,E,E,E,D,A,-127.37683147905956,22.29740622055047,20.8513209040876,B,C,A,-33.52253278407901,79.03059410967629,A,C,136.36398300824774,140.34420194223708,127.4479172930723,0
Physical,Married,Female,C,E,B,A,A,B,-199.10246125359822,117.97813202664516,-71.99903512568534,B,B,B,30.617369486447593,14.090966222455473,D,A,-43.34577584846791,-38.24232299835195,55.72952860043321,1
Physical,Divorced,M,B,B,C,C,B,A,215.06139782250108,1.5588956628622408,-150.72740124456453,B,D,E,147.87238795962713,64.06895878870132,E,D,201.6084228500914,-34.886545039831795,112.20010805701499,1
Mental,Divorced,Male,A,B,D,E,E,C,36.59591406402211,6.908737209567846,-37.61128931477043,A,A,A,55.26893051852313,-205.38167913089853,C,D,-233.07165117113829,28.181124077771862,77.1433312073939,0
Yes,Married,Other,E,E,A,B,C,B,31.219215640827887,50.80461725060116,25.813357517591296,A,C,E,-128.29005230579727,99.56876024452474,C,C,-150.96050388804164,-41.44199201735157,-62.874697653692415,0
Yes,Married,Female,E,E,D,D,E,A,121.66686665009856,146.12675264106338,-126.81784426808886,A,B,B,-48.12600951163877,144.8588361422482,D,D,-42.644041596126904,-94.28908244367457,-59.817895059753425,0
No,Married,M,C,B,E,C,C,A,68.83292969210018,-199.7337234948717,-38.10488702993255,D,E,B,13.005684186897684,46.1878440597704,E,C,73.21396499033584,-20.415454596700105,-33.59974795909212,1
None,Widowed,Non-binary,E,E,D,E,C,E,-106.88861102741794,-1.7346770357649928,155.59634097019028,E,B,E,-14.783726701700864,101.0742072702541,A,A,-243.6767149766499,-238.8233461008492,-38.00224151112446,1
None,Single,M,B,C,E,B,C,C,42.94551843948675,71.24240626257009,189.712961283701,D,C,C,-35.39402232670999,-149.1351738323748,A,E,-27.56232236115837,-117.99854541429504,-6.761335874406098,0
Mental,Divorced,Other,D,E,A,B,D,D,196.24714968072658,-119.17174076654189,193.8990522064938,B,C,C,7.9327890572285895,-50.537937614059246,E,B,69.84062931588926,82.36052353450778,65.29348068657282,1
Yes,Married,M,D,C,E,C,E,A,-64.5808504809122,-49.93004004581166,-14.568007238777305,A,C,B,-166.28767012499878,-13.568833758159643,B,D,0.5652571731031811,61.113165187234785,68.35300709556626,1
Yes,Single,F,D,E,B,B,A,D,-109.44465764592725,-119.50974261128195,-143.74860576974294,B,E,E,-9.595843317929976,-20.301649131926595,E,D,-114.79685302014519,39.84695027979024,22.35803999436158,0
Physical,Divorced,F,A,C,C,D,C,C,196.1593145263005,35.45970647376564,21.514415669307827,A,C,B,36.8522072766441,133.61899280489422,D,E,-92.19842884926238,-16.237111938072054,-16.029034165052035,1
Yes,Widowed,Male,E,C,D,C,D,A,283.50777791126666,54.69274414228054,-204.45213754679008,E,A,D,-163.04165969951333,-82.8539330448428,C,B,-15.414913595081453,22.113581339185853,-40.52814539391006,1
Mental,Divorced,Female,C,D,A,C,C,D,-80.69774770876103,34.98757308616131,-89.44339717743624,D,A,B,-30.297584793624015,3.196596381689816,B,E,52.97204016714285,-4.187098488810717,-106.02189512567439,0
No,Married,M,C,C,C,A,C,D,106.80200550527006,8.661628228984164,-59.59187218944623,A,B,A,-32.85635134817127,61.35174772971222,D,B,194.44399962749944,126.9320498988451,-47.45780498788321,1
Yes,Divorced,Female,E,C,A,A,D,B,-110.60505373239182,87.15664707650635,3.62769173245139,C,E,B,-50.59567314915815,-190.8331531355006,D,B,25.1611651193147,75.48347210716044,-56.35279569531749,1
None,Widowed,M,C,C,C,E,A,E,82.47975161150403,-39.70242180789764,149.02563977415016,B,C,D,219.8927547579381,-97.61874393985191,D,B,-39.4489471214257,52.10091501117283,-27.877046123683613,0
Mental,Widowed,Male,A,C,D,A,B,C,-34.6956778991148,-99.80841941769992,22.60040184528112,B,C,B,-32.80845113522847,21.72367671796031,D,D,-189.45677147293716,55.974323161975036,93.22490626793791,0
Both,Divorced,F,D,B,A,A,A,E,28.922514441569998,107.13315654371665,73.39105119643806,C,C,D,51.73727418433035,-49.70550909280357,E,D,214.31446369004087,-121.42855944448986,-47.195480764556486,1
Mental,Divorced,Other,D,A,B,C,E,D,-30.184434586833873,-35.009468494463434,-68.94075805901564,A,E,D,-88.77905129329746,-49.55447296873608,D,D,34.25356960328189,143.28775790215423,22.805313777370127,1
Both,Married,F,B,C,A,D,A,C,-37.26945224167366,-15.852917524547195,-95.5962081725237,C,C,C,-81.20670241441931,46.296378131261086,D,D,3.995261263158583,-146.71722480301108,-33.748009181647696,1
No,Divorced,F,A,D,A,A,A,C,-118.85328547073846,-63.10433155153632,-78.74542331448295,B,D,E,43.073854063999185,63.64960539343434,E,B,41.53278139694958,-47.62831686161197,-110.09053630470798,0
No,Widowed,Other,E,A,E,E,C,C,7.733969433760955,-121.87054422254508,-0.5023736311533659,C,B,B,-39.12214080632333,-154.7242981912648,C,A,-75.91667734769649,-4.941251141999604,61.57759680831345,1
Mental,Widowed,Female,B,B,E,E,D,B,-9.3136618845921,-68.83430928825493,-90.86892387921928,A,C,A,-153.8757936374232,-181.82150792938506,D,C,106.4534528447328,54.93111802088192,10.671465602516047,0
Both,Widowed,F,A,E,E,E,C,B,-188.9514592511328,-69.77275619586646,-104.35546166812848,D,A,C,-139.4019176021146,128.25897878402924,E,B,-36.65999595480639,60.34306107634087,-61.51120452677104,1
None,Divorced,Female,C,C,A,A,E,D,159.38996252011418,51.986694064404816,166.1801616558322,B,B,A,22.74955751462235,-47.669008492567,E,A,86.74315540419069,-9.938783114456767,89.38864377038934,0
Yes,Married,F,D,E,C,C,D,E,22.683689665797097,199.2928590924025,-84.44910719104136,C,B,C,98.70953192183485,64.74822418083048,B,D,-2.030013103582869,107.69620589986526,-33.341149070359535,1
None,Married,F,A,B,D,B,D,B,180.21562139769293,37.19511102648304,-56.22656364223167,C,C,D,107.31467977781955,-72.95763020821681,A,B,-10.78039716481605,117.95807064096195,73.09946321349119,1
Mental,Divorced,Male,C,D,D,B,A,A,-95.93523858020421,-192.77613565574657,71.99387654043062,C,A,E,215.9038915917802,8.918301508823244,B,C,-4.988027487291965,-17.907056958722052,75.9606103686608,1
None,Divorced,F,E,C,D,C,C,E,-125.36358401996549,-23.453618317244345,25.257865630448606,E,D,A,-151.94400207952575,-74.98957817291102,D,A,-11.912347336447857,120.96579215800496,3.382032259673249,0
Mental,Divorced,F,C,A,D,C,C,B,127.84681338831835,27.669546109524074,-75.06385301593687,A,E,E,194.84784764829354,-111.57736417809674,B,D,-1.3506550125699721,98.21987416472187,-72.7050957279988,1
Both,Single,F,B,E,A,E,A,C,18.08331150723203,50.2481742732544,-56.46631231241423,E,D,B,-99.0672365879889,38.86038317927743,E,E,144.84168575983284,72.45594244899219,91.58009530718317,1
No,Divorced,Non-binary,C,B,B,A,C,D,-40.64445170707545,-83.04901167410996,193.56630261625259,B,E,E,-126.22955981325646,-30.91992595137859,E,A,-57.46881891707114,136.03919925934235,33.4219087086434,0
Yes,Married,Male,B,A,E,E,D,D,56.51878086180721,38.797627467911745,-81.26453672985568,A,A,A,19.992411557047458,41.63176461683838,C,B,20.661970852970786,-176.15963493185035,101.59364176536867,1
Physical,Widowed,Male,A,A,E,D,E,D,214.01360928529613,-83.16173158152637,147.02675471409088,D,D,A,-112.09054995617176,87.63746393264489,E,E,-167.95752198204417,-117.0284004683409,23.76418257041357,0
Yes,Divorced,Other,B,B,A,C,B,C,-83.27245345797714,160.04471982174965,44.91782910446566,D,D,A,-178.77456677402967,63.51736939218754,D,B,-125.58044416018302,-50.55058850781964,-45.560836268508105,1
Physical,Widowed,Other,D,C,D,D,E,D,81.05693080423055,-20.191591677414223,-49.33874192286369,E,E,C,3.7645718667542347,4.6306533420056235,D,A,5.039658914743224,68.57377365636326,-20.309667703802077,1
None,Married,M,D,C,B,D,E,D,-130.63188687058783,225.70979410275928,20.885554447366133,C,E,C,-109.45262283871999,144.08714482451288,B,C,55.18620766219924,-164.96890380993406,74.02523779088547,0
None,Single,Male,B,D,E,A,D,E,-85.66623543338603,110.32683714007095,-35.460512314920734,D,C,C,49.87638980947541,-173.4788453341817,E,C,-124.49295275670764,-82.11021430575649,44.099212817549784,0
Both,Single,M,D,C,C,E,C,A,-46.784735782147045,-157.42005398978017,77.62942798082808,E,E,D,-119.67809536652993,62.2830981642708,A,A,74.40254621393993,-155.85751981596803,-36.771680741594096,0
None,Divorced,Other,B,E,D,D,D,A,-93.0076790452043,22.99610880842477,184.17251504134597,A,E,E,-325.2479182839643,-52.71294076019748,C,B,23.952833623088353,45.17167500206,114.21335880244288,1
Yes,Divorced,Non-binary,A,A,A,B,C,D,-117.11715396659983,-126.62617358358261,-140.6209376667061,D,B,E,-282.92026510263065,-4.579482213163402,D,C,94.41562136314468,114.27236563997593,42.16164832765643,1
No,Divorced,M,E,D,D,C,E,D,68.20057873092483,54.1747659754798,-96.13935745932196,E,D,E,-77.84228238684896,-52.546007479262514,A,A,-63.17701425094777,-1.605169818503905,22.245999541769592,1
Both,Single,M,E,E,D,B,C,B,-2.9767619352236574,-229.71014337772897,-18.7061678454404,A,A,C,-3.9080207607698627,19.466433992847147,C,A,-120.28816623306007,46.091246991363846,59.26930184769487,1
Both,Divorced,M,D,E,B,D,D,A,6.084152136874096,-148.40538292150976,-98.82080958545346,C,E,A,154.67123964059516,23.366731253433908,A,C,-21.852335456799295,-102.4179220798346,115.7879141229536,1
No,Divorced,M,E,A,B,B,C,B,-16.715262929654966,-78.71628506735465,-10.89997784667199,A,B,A,235.1161203872402,-23.549387980752908,A,B,92.85189416171728,168.21211462456114,97.81042192339844,1
Physical,Widowed,Non-binary,E,B,C,C,D,B,-12.638556886528729,-98.01056174437275,125.98196563658517,A,B,E,207.71857777402568,-80.4341835896858,B,D,10.3143680871067,6.770905266090664,108.14787659090412,1
None,Divorced,Female,C,B,A,A,A,B,-110.33228387403207,-72.8171345201987,-157.47830501427288,B,B,D,11.65870598268891,324.48629695438774,B,A,36.86928743117266,35.84293495387021,-151.20330663799686,0
Mental,Married,Male,D,E,A,B,E,E,229.99354793341388,33.6019573533249,-91.11585830086389,D,B,E,6.88642240511359,-38.48347674012075,E,B,239.81762783880907,-71.29563032337066,-139.2051808875881,0
No,Married,Other,D,D,E,C,D,E,-220.9447329904231,-58.36799398708652,-242.53547809859998,E,E,B,106.01010568790952,-18.082400731774808,E,B,-36.50811226839091,-21.574079239320593,-117.16858436293664,1
None,Single,F,E,E,B,A,E,C,137.07499845898462,-74.22667031621798,-0.615042239925786,C,B,A,42.52619213321845,-6.8633511031629055,A,E,57.838380058692785,-149.16415969108317,68.07680316743023,0
Yes,Single,M,C,D,E,A,A,D,-78.48951361953489,145.09170479828276,13.946524588426076,E,B,C,-63.1825907644228,-38.15395750426291,A,A,-127.92496227214166,-275.9911967413794,86.61236679639217,1
No,Divorced,Female,E,B,D,A,D,D,-182.46186890175434,180.4882827271537,74.77868247144457,C,D,C,12.848012996494873,110.16896447119231,A,E,-226.17757741776114,-169.77035730138388,63.817360997088045,0
Both,Widowed,Female,B,C,C,A,C,A,-121.07001037933003,-110.68539386047507,-45.18680113897167,E,D,C,72.10518130556164,194.2834383974382,C,A,-21.17236899210322,81.95652415275447,-91.27163704563498,0
Mental,Single,Non-binary,D,B,A,A,C,A,-69.22474584675565,2.5674130241175814,112.64369632132434,A,C,E,-146.72395133387673,99.87312201291849,B,A,214.20784453957228,-11.02095527064825,-76.49711854728936,1
Yes,Widowed,Other,D,E,C,D,E,C,-126.94867901342536,-32.856128333351045,161.3222197785938,E,B,E,-35.10032093987399,132.20909277142613,C,B,-31.131719923015165,93.24096582713725,28.158755148990306,1
Mental,Married,F,A,B,E,A,C,D,-77.60713478389438,-83.62720082739835,-127.14450170368107,A,A,D,-251.56232579480533,-118.85565721173793,B,D,-52.95629327875035,-13.769510467331687,-39.11268364694468,1
None,Divorced,M,A,E,E,C,B,D,-60.90100054711917,23.440817580742173,-14.607542413928687,A,D,C,-17.052217596679807,151.5573343671391,E,E,22.239815471954078,-68.41209115071956,82.84574124671882,0
Mental,Divorced,Male,B,C,A,E,D,E,36.63956345366856,71.05024363287576,-35.785309926288704,D,A,B,65.53437717038054,-50.105051285589795,B,E,235.9211439222549,105.51830488062208,-45.73125966028146,0
Mental,Married,Female,D,E,D,E,D,D,161.04792776685326,-130.32415774009613,-86.32799918469797,D,A,B,9.927999622076918,-9.268759489699164,A,B,33.05666600234593,45.01427747265756,-196.32149870268668,1
No,Divorced,Other,E,E,D,C,E,E,-85.03815535412406,8.207947538786128,-12.667197592308083,E,A,A,-82.01214462034405,116.10853229619389,D,A,130.42547546177536,-75.85969029361065,-132.402353812956,1
Physical,Widowed,Non-binary,A,D,D,B,D,E,49.72662069649799,-88.86889566324736,-51.615700910608176,A,A,E,3.1007955918986716,91.76280292799144,D,C,-94.26231883858271,19.480112339981854,-93.83191442593865,0
Physical,Divorced,F,B,C,C,E,E,C,93.81285858079065,-8.466415374771024,136.05241457557636,D,D,D,65.46541553852136,125.56280556760417,A,E,69.51136998945582,9.62626216627352,-159.9583829597068,1
No,Married,F,E,A,B,D,E,D,82.8051227726106,6.585800828721121,14.293979813978968,C,B,A,-173.1865795502026,-102.90637963391242,C,C,13.194697707250358,-7.093360658511062,9.155029314012415,0
Yes,Married,Male,C,C,A,C,A,B,-69.74050036725905,-30.030506063538343,-132.93059725997662,A,C,E,127.92522969433566,13.88798685082763,D,D,-28.063564635102917,-43.16043273577933,-42.8485116052297,1
No,Divorced,M,E,A,E,D,B,E,70.8056724592956,110.82160334950673,132.65391046647866,D,B,E,-30.88350769334205,91.78538239400001,A,E,-19.926792281067474,-139.41787975940542,90.86290773842879,1
Physical,Single,F,B,C,D,D,D,D,69.5093930696637,154.5485657855537,-37.82977563895196,B,A,B,61.81714723410197,-96.33954863952987,C,A,30.538237157699267,23.015458522807837,-21.052021345025075,1
Both,Single,Male,C,C,C,C,A,D,4.090889445236693,24.194978741336374,-3.3465242353022755,C,D,E,-223.69998731354013,-122.09449506714299,D,B,18.18468868786471,-79.64103280590128,-338.5296312415955,0
Mental,Divorced,Non-binary,C,A,A,D,E,C,153.18546447730824,34.01220382293435,6.949069678171635,A,B,C,12.90999869712607,-64.1634138548012,C,A,-84.53268012390959,4.848770727873023,71.41024789839587,1
Physical,Divorced,Male,D,B,B,E,C,C,-127.80680882439637,190.58878592976936,-82.20035532572619,E,C,C,-130.87409941220454,-36.48352700418568,E,D,162.70689864120237,72.89922010298271,-80.76771681431096,1
Mental,Married,Other,C,B,A,D,B,B,186.04459795215328,42.8637077147537,-10.971892087513682,C,A,B,45.15279897236603,52.730312152374836,B,C,34.08618611538443,-44.41638682919529,12.387064717871457,0
Physical,Married,Non-binary,E,E,E,B,A,D,-137.67116986581826,-71.67745308872023,-26.153517406147213,C,D,E,17.398776202852584,-116.38855002363877,D,B,25.54933674815213,242.12860904409675,-25.161506284826846,0
Physical,Widowed,M,B,A,D,C,C,D,43.60808449118409,-145.19463395050497,12.668279338178909,E,D,B,-95.11668034872545,48.49009891470165,B,D,-15.77419908259503,-223.25323427195093,112.37282313801904,1
