sexual_orientation,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Bisexual,Other,103.83549820695654,120.30699046888978,D,147.97789997273398,C,-28.83208697578202,D,E,C,B,-73.94332309941846,154.09910355023246,-28.81605127253537,E,D,1
Other,M,214.61145844597996,-11.104167354332171,C,-92.74043916287741,D,139.6405057336926,A,A,C,E,1.9886120838534829,-99.66624548398386,68.23631746728827,B,A,1
Other,Male,-17.832117307488986,-48.02157437759251,A,129.06594523338572,E,109.95476710230518,B,D,E,D,-28.976819918517112,-114.85383351859045,42.9824288664894,A,D,0
Heterosexual,Male,-58.1050086707968,-75.89484334552387,E,-80.66819352883066,D,63.6993650588154,B,C,B,C,130.98865503466394,109.66822221640258,53.90759048421606,E,B,1
Bisexual,F,64.19232824141615,-9.003899621008697,C,19.651377706204716,D,71.61838933687275,C,A,A,E,80.44082598496536,68.58259219000456,105.13556546196835,B,B,1
Bisexual,Non-binary,-161.06495370232972,-92.0000312475567,E,4.581941035809345,E,129.22486540573334,E,D,D,C,205.41331668553923,42.814647544918685,48.12499174000011,B,E,0
Heterosexual,M,13.234016545485883,106.04243609014294,C,-154.69285499409375,E,-135.0827272164727,E,E,E,D,-60.067704910390276,-0.4733428504308645,161.9668626099184,D,E,1
Heterosexual,M,75.77074963596844,-126.25421974395941,A,128.40547278302822,B,19.234524521769565,D,D,D,E,-156.03809007562478,-30.167217525485075,-121.09632654431657,C,A,1
Bisexual,F,115.31551018937876,-8.816221441522686,A,34.75235459410953,D,74.1909129644066,B,E,B,B,28.79593847960833,-76.39592177041344,114.1842964940744,D,B,0
Homosexual,Female,-56.40097156434089,-118.24595166988472,A,-27.56025262900108,B,-106.62547073886736,A,D,A,E,88.68691851406375,284.3064947843539,66.9547661934807,A,D,0
Bisexual,Non-binary,40.40868576447768,-34.11843019970549,E,-141.42060591846365,B,-129.22743765700247,B,B,C,E,52.08339813430437,-218.35684704245978,-148.2777358822442,D,E,0
Bisexual,F,9.183577831526536,-9.592958060466069,B,23.541479106368097,D,161.28455544042626,D,E,B,E,230.61689311284476,181.79255334548515,-60.46793456620253,C,D,0
Bisexual,Male,1.5737231959889755,-26.169250628774904,E,24.997846416950658,A,-138.09379100159418,B,B,B,E,-220.85649966483376,-9.096230098461069,-29.224164838588113,E,E,1
Other,Non-binary,-27.448271543460258,-64.99700168667599,D,-53.460158351020716,A,135.67782624130916,A,B,E,C,47.11410502130467,-6.242535305736332,160.87176982479744,A,A,1
Other,Other,41.929836682214756,83.03216803181036,A,42.95680854282583,E,115.70280163522403,A,E,B,E,-7.943990582437613,-117.67871915156766,283.3645439477131,B,E,0
Bisexual,Other,-125.4745470593017,-121.52086950253391,E,217.09458591986487,E,34.643048607205664,B,B,D,D,-132.6253220574165,127.18706449326804,95.48851812258474,E,A,1
Homosexual,Female,-69.22835589108945,-195.1922108323582,D,-112.87817895355572,D,-12.747019202791174,D,D,E,A,304.7308146941679,85.07341439062819,21.647497231645126,B,E,1
Other,M,32.077209704778184,38.76859891660498,D,-147.69882647521973,A,-57.763051588821,C,B,E,A,80.60500447829732,323.6102663963256,63.2797578885151,E,E,0
Other,F,-67.96705749082234,73.21494592938869,A,120.01530635090232,C,-176.14756038963893,D,D,E,E,-64.70133313174485,35.84378565409519,28.786211127492916,E,C,0
Bisexual,M,7.9073675090016655,39.69820881365674,A,72.7620695003461,C,20.91708636751149,E,C,E,A,-63.76247273914022,-104.47005726025434,-100.4856524286986,C,A,0
Bisexual,Non-binary,10.681565051937518,-27.235723259655337,E,63.71059500734404,E,-18.581729268745384,D,B,A,E,12.850653743073234,-75.46715257533411,35.64471027679742,A,D,0
Bisexual,Female,-4.97914095735044,106.13784266027899,A,-80.48859624532797,D,-31.421953652188623,B,C,D,E,-64.4984812539489,-76.81732472574244,-223.57095730643067,A,E,0
Homosexual,F,112.04069828449539,101.97496957214294,E,-46.541456797177595,A,72.31121077772575,C,D,E,E,84.5358123357791,0.3966895680600099,-45.658210504462005,A,B,1
Heterosexual,M,197.81237805677893,-87.06210891931653,B,127.45853117228873,A,-17.962193232526367,C,E,E,B,94.33363043134587,-5.208573085236145,-167.05641703096438,E,A,0
Other,M,-106.49460900709435,25.099565325440587,C,-101.27560876439607,C,-127.05850006445925,A,E,C,E,-62.85774955036617,135.66440108803124,110.11749496150402,E,C,1
Heterosexual,M,-111.33488476918517,-146.99588478246554,D,81.72414932643137,C,81.94103063636571,A,A,A,B,-105.39991476237142,25.87023780582274,70.16626577483754,B,B,1
Heterosexual,Female,62.1272990451437,-74.7899317897698,B,-98.025620610382,B,164.83257834249102,B,E,B,C,-31.79931562635767,78.48349861784773,-23.961837242443167,C,A,0
Other,Other,-56.55907435002455,128.92286753188228,C,162.03853297717674,C,225.9220485826158,A,E,C,E,149.4468144739075,68.25108752428423,57.839791786045204,E,D,0
Homosexual,F,-149.64917109663978,-157.38940560470198,A,-9.843357185561603,B,86.35000400647225,A,E,E,E,-102.07498872169406,-106.98841182144501,46.58809409896993,B,C,1
Heterosexual,Male,-110.15838373152059,10.06755489418787,D,-83.82673070532152,B,12.577021317326093,A,C,E,B,199.53789968685606,135.41271829349074,81.42020344694004,E,D,0
Other,Female,4.1512445234101785,8.366114644137305,C,-106.46065606498037,B,165.63262298405738,E,C,B,E,31.6953245490947,32.5547416989522,127.94485333042009,E,E,0
Bisexual,Other,16.87127249600786,43.4733983195717,B,-157.2095828443327,A,-145.1563750499553,A,C,C,C,-39.19241045438479,22.175071234546355,126.57096796038697,D,C,0
Homosexual,Non-binary,16.363668491296437,19.405313413797067,A,-23.365022460640237,D,149.62232704370422,A,A,A,B,-98.61225912222655,-159.2476901248416,138.55130041734898,C,E,0
Homosexual,Female,-40.983797246724286,13.506695815157254,A,-25.096740383118338,D,-2.376965527724467,E,A,D,A,-78.72562529833681,-189.3504052096229,-24.9822729508534,C,D,0
Homosexual,Male,-12.459306965158587,176.52027840641568,A,14.148050727402836,A,-138.00300289052717,D,D,C,C,-193.12240580563605,59.14519350840154,97.81072692059725,B,D,0
Homosexual,Female,-10.655178476153731,183.2078000429068,A,2.525581769483232,E,-142.2841245163706,B,D,D,D,-136.47607884614223,100.08961838958868,-200.63659824611486,E,D,1
Other,Male,-25.003671987070597,39.73914319138195,C,-155.4912565045574,E,-80.61399288838473,A,C,E,A,61.18231435697534,-73.46853734123752,-9.681694355910118,E,D,0
Heterosexual,Female,130.66395448815928,-16.09060839175734,C,-142.22219700764435,B,3.6600929212582756,A,A,D,E,-77.48081295278773,108.79262126281071,38.33198394810037,A,D,0
Heterosexual,M,38.32666888354949,-20.84679140461857,A,22.587145251887648,B,39.01631775125413,E,E,C,B,147.41030488461217,179.8134074917647,205.06841149182787,E,E,1
Heterosexual,Other,167.80999984853582,28.581895623167792,B,-8.727836800416073,A,-19.18703823577917,A,C,C,B,51.66433171664434,-29.685572405330735,27.87619504568935,E,A,1
Heterosexual,M,-213.13409078800117,-111.89322372278427,D,41.23733302320288,E,-84.7289065137007,B,D,E,D,-151.08716008634698,-163.03742001190594,-2.1320513311673923,A,A,0
Heterosexual,M,7.4813408052519375,-5.267366619970078,B,-135.12332809547755,D,-90.63871177810017,C,D,A,D,55.98880667067385,21.225670379611607,71.1311038364265,C,D,0
Bisexual,Male,-115.68015245847778,72.30960271566566,D,-37.422283522046406,C,5.834682402059342,D,C,C,A,88.02658299899937,53.00575194561655,47.366564285257176,C,A,1
Heterosexual,Female,-48.5203160548384,177.28871221935046,E,129.79506109091147,A,62.16846361402768,B,B,B,E,73.50783783331178,4.936366940850833,49.05510581341402,C,A,1
Bisexual,Female,138.73227544720035,79.46165404581672,B,138.68010249647637,B,-35.055626902264414,A,C,A,D,-9.569108826745666,242.06878200382044,-169.12683841347507,C,C,1
Heterosexual,Male,-37.33956770505406,85.69813295598877,E,23.082251587468757,C,-99.07937939560918,B,D,A,A,44.5580719975163,66.74035136116309,-45.170316457027425,E,A,0
Heterosexual,Other,162.58496934447595,108.21774737037724,C,148.15608584433988,D,67.9017233285937,E,A,A,A,-51.749576102344655,-60.8465849027143,-30.683183530796782,A,B,0
Bisexual,Non-binary,3.127637777782982,20.95340334391563,B,121.99255727169414,E,240.6812727516557,B,A,C,E,204.19593926427223,239.18720228695852,84.33460832900798,A,D,0
Bisexual,Male,13.702266320342089,-50.59824425456427,D,-118.16116957526334,A,-195.21197413261763,C,C,D,C,-70.0393458682089,119.4383441303237,-95.01689541501156,D,A,0
Homosexual,Female,237.94809700394737,-159.42197329489775,B,-16.3672506773063,B,116.38820744674658,A,A,D,C,-48.06298669005977,-216.90722929268128,18.739050467582704,A,D,1
Homosexual,Female,-18.61550616299967,15.403502850326165,A,-6.838856161217412,C,46.530006399415626,A,C,C,E,-64.30922297193413,-162.413731639719,5.489383295032643,B,C,1
Other,Non-binary,197.9659381171955,87.64230913333942,E,-92.16804400708068,D,-90.45139151891543,D,A,C,C,8.441182163279045,84.43581970568323,-74.07584329564236,E,D,0
Bisexual,Other,114.35930721504053,-17.44942384826366,D,39.27184988222132,E,-69.94395557956193,A,E,D,C,1.3273660491967887,18.733765983139026,-159.55652509214588,C,B,1
Bisexual,Male,-79.46209968770751,21.94835478397135,E,-149.38609487221407,A,-218.5287728174484,E,D,D,B,136.27429924878763,-149.6481011628827,-51.32931920754342,C,C,1
Other,Non-binary,-52.9372649810195,-16.997748546073915,D,-52.99318049324352,E,-270.650478101141,A,A,C,D,163.41535821097568,-13.790889149545349,-154.7800476008531,B,E,0
Heterosexual,Male,43.276159438114306,-83.15893755378583,A,231.86626626991895,B,-34.087553147986824,E,E,E,C,183.11188067108966,-20.973959714379312,-15.393374595943712,D,D,0
Bisexual,Non-binary,-164.59492327384487,-97.94722496459141,C,-179.6644011458589,B,-22.09664674964882,A,A,D,A,42.98187647178448,155.7990797644383,54.69307846120151,A,A,1
Heterosexual,Other,121.47394401279838,-32.28631091634359,A,97.59995782841203,A,4.4763201414724385,B,D,B,A,54.724974118486,128.515176445352,-23.840784949918625,C,A,1
Other,Non-binary,-91.45380013645288,60.768735187197166,E,55.408573376100115,D,-168.48219855795003,E,E,A,A,-261.48123093901813,-3.3508330280353484,-157.12389035673385,E,B,1
Other,M,-117.32325094538376,-58.78851309005919,A,-24.008419353836572,E,12.149229842827696,B,C,D,C,-0.824209804339698,69.93523163063968,-84.82515565034426,D,A,0
Other,F,8.87716068493596,223.70682602670283,E,80.38471091649996,E,-188.7973968997651,E,B,E,E,-66.158158084762,26.257437246811204,-42.9986116025262,B,B,1
Homosexual,F,-0.8380208341988759,29.470349929029105,B,-51.025786616813306,E,-13.990923031648947,B,D,B,B,-56.32967068852604,177.1021029124835,61.683446449898625,A,C,0
Homosexual,Non-binary,92.59362670470975,-6.9071179225465755,E,-23.295457747712405,E,-63.60401627596196,E,C,A,C,-160.87269895691603,-14.482835238809253,-8.435051797642123,E,C,1
Heterosexual,Female,54.97206611979758,6.608949145482352,B,-43.2781018347304,E,-96.99823989856056,A,E,E,A,23.65542213878962,20.166787464604273,83.78551884457575,B,A,1
Heterosexual,F,-7.2896693672546435,-10.205268004021248,E,48.726681512847726,E,112.84100116677946,E,D,D,E,-71.8553682273,-61.356266638386714,-105.8944654389521,B,B,0
Homosexual,Other,-92.25546707686362,-25.816147685017032,C,79.24404718453751,C,-38.98456613362076,E,D,B,E,-54.80544069022968,44.37042399699584,129.2726516734369,A,A,0
Heterosexual,F,-10.300378046166193,-54.309459129283724,D,-24.660811848178106,C,111.92892148954469,C,C,E,E,-14.071410636471935,104.3191269811623,9.51518285903889,C,B,1
Bisexual,Male,-75.87207400605321,-36.556174000842226,A,-26.61641481806432,E,122.01104748927465,E,B,A,E,-5.955532074376457,133.49680673192262,73.7134547445636,E,A,0
Homosexual,Non-binary,11.416947627140289,82.58405516974724,D,-16.916680440774492,A,-5.217628840187937,E,C,D,E,11.907460418366991,109.2452915124755,-111.52610109313255,E,C,1
Homosexual,Non-binary,-169.6721232440171,-114.78149835200682,C,26.89504919372025,C,45.3458572395645,C,C,B,A,-39.21652999697368,-85.29092274321275,91.0606282053779,B,B,0
Bisexual,F,-111.37899934220306,108.42006680755428,A,96.25406852324971,C,-43.31109254197196,D,D,D,B,-60.48526078760098,36.267380965474786,59.41605171509954,C,E,0
Heterosexual,Other,-27.079383678637715,-76.94945297993448,E,16.660018529714087,A,-158.2315229077244,C,A,B,B,90.08558848749736,-222.42876136875887,-74.81701114284166,C,B,1
Other,Non-binary,-128.36414259723634,49.32138002262998,D,56.542335118759176,A,-44.35422974736009,D,D,C,A,-62.02157517075483,75.1945112939502,-5.14951184866558,A,D,0
Homosexual,Other,-298.9466690246291,110.82243743494126,A,-56.89704273832421,D,47.6596062803139,E,D,E,A,-55.64773635343631,38.96453170780071,33.38069032479708,E,E,1
Heterosexual,Other,93.84540539982012,-186.86330246208098,C,-32.91826847299264,C,-35.86930328434176,D,C,C,B,-183.45915605294994,-101.03992705215785,158.6653108951082,E,A,1
Other,Other,148.69894113529176,0.03541663694304705,D,-171.0851214062894,D,-206.01266855172128,E,A,B,B,13.51387416136642,-69.06463366107393,-10.752949235109057,D,A,1
Homosexual,F,-120.94288611565902,-98.18425360395968,E,23.212301546432553,C,29.358517999760547,E,A,E,A,-32.16216215442053,77.82599308706456,-21.04838768197993,C,A,1
Bisexual,Male,-40.64068675306817,23.357362803348668,B,104.20973985908559,B,-275.29600631102545,B,D,D,B,-26.774491350037948,205.658085202848,-160.10324418713324,D,C,1
Bisexual,Non-binary,9.81077594838362,141.92828520900719,C,-151.61320359635914,A,28.716148439631933,B,E,D,C,-94.44860484473423,-13.103040989627166,-206.62235121660956,D,A,1
Heterosexual,Non-binary,11.706722823719748,-155.864859447116,A,128.53215215771328,B,-25.473573358678326,A,C,A,B,161.12887322376187,11.43874908339227,76.2219527145852,B,D,1
Homosexual,Male,-8.911857119635087,106.04269983814874,A,-15.181820197603823,C,-20.276854480454084,B,A,C,E,107.69374498082725,-81.01920080145884,35.47728038828082,A,E,0
Other,Female,8.430062925886569,80.34628376795592,B,82.91705834341356,D,-43.98002623074539,C,E,E,E,-171.5446940396104,46.41122872244738,69.35532631815924,A,A,0
Other,Male,-137.56370085714633,4.042626296024742,E,1.3498278127194685,C,44.66624371832113,E,D,B,B,166.68132911766847,103.0895292870676,-2.6624278588792682,E,D,1
Other,Female,226.80016517733975,71.05834204993121,A,-91.07840289129625,B,98.24318544605617,B,D,A,E,77.51092656830714,-130.25227204190077,-52.7089603022461,D,B,1
Homosexual,Non-binary,17.547243711704862,107.85602971419014,B,60.518627140599214,D,285.4922019928259,D,A,E,D,-8.654063796170467,202.2724905431867,23.894340565132154,D,E,1
Bisexual,Other,-248.46999229911137,232.3653779184545,E,123.01404494080603,E,-215.83109733542975,E,C,C,D,12.465296538736775,117.41314712817817,-165.03655773346844,B,C,1
Other,F,-27.826773640436915,42.900245211420945,D,17.52406894108,A,-66.5716836906639,C,E,C,C,82.05123087517534,207.48875674909328,92.55518831625626,E,C,0
Bisexual,Female,22.593611024591304,-124.79091497195785,E,104.41750731428156,D,100.76720207275525,B,A,A,D,-84.98341248755477,30.442023689456732,162.26738719876462,E,D,1
Homosexual,F,-94.75503505454802,-6.644481630498644,A,-95.56126852178963,B,63.24241429985984,D,C,D,B,-7.816273318430255,-63.37380977917996,-103.36602229693904,D,C,0
Heterosexual,Non-binary,94.27886694888055,-98.1219133642966,E,-4.161908746429324,E,9.220084050702468,B,C,E,B,-134.88897031702683,-95.92840455828173,-145.75660962149487,B,E,0
Bisexual,Other,-74.59734507144037,-111.58640158692306,D,128.04143213318386,D,-155.3373207318444,E,D,B,E,-44.31190118932848,-37.57081367874573,-60.62575758424644,C,A,1
Heterosexual,Other,47.24734048556097,-75.84755667628912,D,-23.840042837544175,A,121.15706475310284,B,E,B,C,-54.78442522481486,183.35555644146817,-11.10125376587673,B,E,1
Bisexual,Non-binary,-1.2404203880603064,83.82357976329945,A,-14.484207366350402,C,-83.04405917655377,B,B,B,C,116.12792887156797,-27.311054490429832,74.11246287905908,D,D,0
Bisexual,Other,242.22358456246488,-26.14613963255925,C,100.45742947464194,D,-16.7939836951372,E,D,C,B,110.70599658270946,-39.75657871572669,-186.90219272500534,C,B,1
Heterosexual,Female,60.85232344200815,204.89140764497384,D,27.14427596767649,B,20.544645037697844,D,E,A,B,12.31545451829954,-68.97858080544943,-94.11321953517835,C,C,0
Other,M,22.429914563935938,-30.56247941739806,A,-54.38938934444069,D,137.66902020456527,C,E,A,D,-215.8877721888503,86.9847350886472,59.14241092322124,C,B,1
Other,Other,27.469877146783173,-191.05747588345022,A,-73.86467182041005,B,-89.97834546918129,C,B,A,D,1.395046595812156,119.43590250466261,145.71329179411472,C,B,1
Heterosexual,Other,-51.61231232827904,-59.772645519719205,D,-11.894998162193593,C,83.9681832652888,C,E,A,C,-115.16029979925486,55.815327418365015,-50.35324673113636,C,D,1
Bisexual,Male,55.3751420463931,-39.060495209308456,A,55.96432973342539,A,159.79959684013667,D,C,C,D,55.442698064028306,-16.364900235572605,-95.4480865232544,C,B,0
Other,Other,-83.61704226870127,-85.9244572219504,E,36.84324584210364,A,59.734103335698364,B,A,E,D,126.61393170371144,102.98079104259092,86.51438308403344,B,B,0
Other,Male,62.08776873433184,49.90802809517738,A,-34.711458363970024,C,117.10873994867093,D,B,B,D,64.30297870082997,-42.66244291058907,45.55589128560003,B,B,0
Heterosexual,Other,-41.826739148059985,8.81681236025381,E,-146.8649601381392,D,52.81306359571607,B,B,C,A,-31.28398469214136,-190.42168455178944,64.97374759965106,C,A,1
Homosexual,M,64.33501185693218,15.481113529972596,B,129.33656152538765,C,-99.87633729128659,E,B,D,B,-20.567947169628287,-92.64905993301068,34.69840444145729,E,B,1
Other,Non-binary,-75.48098588253977,190.73289321041068,D,-36.49101986250316,A,21.48354916658374,B,A,B,C,161.69968582077937,-1.4025293019674194,-41.774903904595426,C,D,0
Other,Other,52.12494304802967,-102.81183222753647,B,311.85161959714924,D,-24.236127147434992,A,A,C,C,28.545337764486035,-79.09424716864154,-27.101522204119544,C,E,1
Heterosexual,M,65.00868156454402,148.23518057890658,E,161.66596082608433,E,-21.663802964687324,B,E,E,E,52.564942440163854,75.55179650335103,117.36997313849378,D,E,0
Heterosexual,Non-binary,-55.875184735106075,-7.402910759252196,A,89.52711882621621,A,-56.796497869655305,C,E,C,A,109.03892762346052,43.84767604193717,-52.42295244411971,D,C,1
Bisexual,M,103.27772850043175,-46.02804645314916,D,-71.82465983223373,B,-14.731823352249668,D,B,C,E,67.79096147297942,-62.11659699755212,-128.18498840198768,B,A,0
Other,Other,26.958785818602582,-56.90399288885516,C,10.906553730260956,D,-110.49077614247238,E,A,B,C,147.00492055552692,-129.1981118196902,-115.83712290801805,D,D,0
Bisexual,Other,-61.75561737067531,-87.7116599247783,C,-39.393699670014605,E,-54.89505382019884,D,E,E,D,74.77654703163626,75.71899487850384,94.02529528648245,A,B,1
Homosexual,F,237.73274533746508,-169.18276127376097,D,94.25709251174202,D,-20.783378517331315,A,D,A,E,-39.44939573904717,119.6219420418478,59.330652602590014,C,B,0
Heterosexual,Female,16.942267211622845,-95.84095821443066,C,-90.94132660173969,E,140.86820442692283,E,E,A,C,99.01915638073459,-18.811893085062994,-13.055274556008866,C,C,1
Bisexual,M,-54.17596757277039,87.35656066753104,E,-135.18714530030132,A,-86.68144500925165,D,B,D,A,65.03422006176943,-93.66617454040099,75.52949421084226,A,E,1
Heterosexual,Non-binary,107.43374527823089,-252.12876055934322,D,-128.95936747401177,E,-88.35001259816602,C,D,A,C,-162.72923146162313,107.99055644504082,-223.81199489394567,E,C,1
Other,M,-78.4808056073721,-79.39881394122771,C,40.71972979722337,C,105.75274767567787,B,B,D,B,-215.954988561436,-82.2742195652222,19.240218104455977,B,B,0
Heterosexual,F,-111.2001162113385,55.854324597949855,B,39.29865193029104,E,-96.17836881966724,B,E,B,E,2.540925604545855,-174.4268890972908,70.1246326026604,E,B,1
Heterosexual,Male,-35.62192861892756,15.283987102741362,B,26.485168437610223,A,-7.329468084837421,E,B,D,B,-47.89287323443178,-47.40061186080851,-127.56735274383514,A,B,0
Other,Female,88.07621185098436,-42.64562620743597,C,110.67337093687941,D,-71.82614253788145,B,C,C,D,-17.610643904375916,91.58613092275027,-154.43543584549923,A,E,1
Heterosexual,Non-binary,-185.4224897321173,-25.18480883107183,C,69.46562411792267,C,192.86512395885939,B,B,A,C,-5.198234771915417,10.00655966385316,59.53033479959091,C,A,1
Homosexual,Non-binary,2.5917383614733733,119.93420991985337,B,70.22953289211658,E,75.80321078659034,D,E,E,C,-45.61338054955762,46.69998636904159,-55.08275109107015,E,B,0
Other,Male,-243.89467168000505,-88.17573791117246,C,-48.93155895291806,C,-47.52894469229206,E,A,E,B,-39.95071750690139,-107.49613216451932,54.089906239176244,A,A,0
Homosexual,F,-32.340227663525674,-10.204939889592096,B,-98.30147767513493,D,-14.241048201400123,E,B,B,C,-63.88944742650213,-76.40042554714181,-37.040199222319835,B,E,0
Other,Other,49.844730598645825,97.10786983323622,D,-45.91625346511554,E,173.21928259170042,E,E,E,D,-83.60811488837768,-25.274692807779324,-70.10148399879667,D,E,0
Heterosexual,F,54.28360468366522,-99.83840122488034,D,55.47437340080976,C,5.399838596085131,E,C,E,E,102.50908760816661,132.76479944205894,-30.11734838722131,B,A,1
Homosexual,Female,-149.58682585930865,-112.53425333779144,A,-63.01447682043533,D,191.33305536871535,C,E,B,D,-212.2200466504525,-83.25238818161628,-76.10006538794636,B,A,0
Heterosexual,Female,72.31734505029038,286.46172053463175,E,243.01214062437361,D,103.85380209395976,C,B,A,E,189.35997475776972,124.46597637477075,-66.05441513742743,E,E,1
Other,Other,-124.17642156791943,-60.395288056700856,A,32.869349451221275,B,-66.52996617533154,D,B,E,A,148.86849217194623,35.47513639644442,-98.08858788178668,E,B,0
Heterosexual,Female,55.64337616996068,85.80619783140503,C,87.2470844302047,D,-148.0594632852381,E,E,E,E,-79.74870854881182,-169.30893299056817,-166.68182269166343,D,D,0
Heterosexual,Other,-13.74313660946664,6.149197776848399,A,-54.01479187061386,C,66.15343638983445,E,A,C,B,187.16317950638,-90.81119789916364,-70.46225869274451,A,B,0
Other,M,-8.11722946370316,-149.6379477864599,A,70.54525822630762,C,-143.9485575997408,A,D,B,A,-182.3780493939591,29.73497294134335,37.803342323213045,E,C,0
Other,M,36.62351435013183,-98.10632412129114,D,-2.66060737653971,C,119.43271787590015,A,C,C,B,61.09317962452098,198.43099632346588,99.4135718896373,B,D,0
Heterosexual,F,-14.45413794784693,-164.9669185646648,C,44.39411552846499,D,62.66687138916646,A,A,C,E,-165.04187980398822,-136.71379808123666,-110.07858521236207,C,B,1
Heterosexual,Other,-110.74268034827064,52.26140376593818,C,45.8573106949194,E,-97.39678981081532,B,C,E,B,-14.12656375984216,-0.2505465027647342,-60.27456585034231,D,E,0
Heterosexual,Other,-62.85469041398423,2.88666037881345,D,-42.85895344932969,D,27.122928708600437,B,E,B,D,-138.42413771555974,-51.973462984651505,157.7132269116096,B,E,1
Bisexual,Non-binary,-94.89184902924988,102.26822090833585,E,-19.725568899921655,A,167.49440759227204,B,B,E,B,93.34462607575583,97.28930357032367,53.72924672820466,D,A,0
Heterosexual,F,-52.2209443753171,29.34252291098054,C,110.42940587728948,C,-40.997771834023844,D,A,A,A,-186.84634494935815,-73.0851783813498,8.027096678756935,E,E,0
Other,M,-38.48652824125015,-52.36045571861917,E,-6.923720855812128,E,-65.32264254949055,A,A,C,D,-70.89266868801961,-5.702649255926037,-44.973126932009286,C,C,0
Homosexual,Male,-61.89392988124801,128.05001832786274,A,48.04051005839072,E,72.74746581178073,C,D,A,D,-166.44974268031814,21.9406835873752,58.32065740005644,E,C,1
Bisexual,F,47.93874076074315,28.94048118248081,C,68.02143822225278,B,-29.97519441392942,C,E,A,E,-65.79593278674436,29.02759252483154,-120.01672445797591,C,B,1
Homosexual,Non-binary,-25.420981731187364,-116.02744375800187,A,-128.58480287277982,E,-45.293934446376646,D,B,E,B,-62.47961292051551,18.36813294907762,59.25847812050426,B,A,1
Heterosexual,Female,37.15145332086301,-44.98507172730234,C,-35.242086573517476,D,91.9058393688502,A,C,B,D,-66.60000496493265,-82.82419773929077,-128.3867164912734,D,B,1
Bisexual,F,-16.870722247606587,162.46507702109898,B,-32.188892194276534,C,-173.09416102943877,D,C,B,B,4.964648936301192,108.76128138330171,-128.22020870025796,A,E,1
Heterosexual,Male,53.4578386018286,36.828982157249996,C,-46.806568749671705,D,10.131065723474125,B,D,E,B,13.613001804072288,32.602433671218776,84.72998122060804,C,D,0
Bisexual,Other,131.269763513589,-6.0497601799577065,C,25.35677159607854,E,-158.26245207140096,E,A,C,A,-75.39674299105131,105.41581266319096,17.334173563222187,B,C,1
Homosexual,Non-binary,36.735029452634365,-9.151047104208004,A,-129.5923806839818,C,102.26047708929175,E,A,D,A,64.4543271544084,31.967587843732193,54.061648907844564,A,B,0
Homosexual,Male,-19.853308161743755,-6.836115027335864,D,-31.730389309911278,B,10.484523463001159,E,E,C,A,57.80301239134925,-36.42544683577153,70.67014432567255,E,D,1
Homosexual,Female,57.343924583913285,43.187421812980546,B,63.681217927793284,E,-93.93238134451794,E,B,A,C,4.59809078371446,129.83197172343597,-83.2082621785349,C,E,1
Homosexual,Non-binary,-57.25644705153587,-9.209576088632538,B,23.63942894192325,A,-8.173048516271145,E,B,C,C,190.54232772497937,92.41276635198494,129.36625224058707,D,A,0
Homosexual,Non-binary,-202.99189494672274,-160.18725787783515,B,-107.64141522796993,E,-98.54705978690829,D,B,C,D,67.5526546145191,-29.878564361778086,-72.41995985793453,C,B,0
Other,Non-binary,-108.66814598764411,55.053099700058674,C,-19.563749215090834,B,-106.13719051056789,B,E,C,D,-54.47112137563995,77.1995541120499,60.349124770116035,A,C,0
Heterosexual,F,-21.152740671896584,5.715550608759819,B,-7.7818429509787945,E,-101.03318082320776,A,E,C,B,-278.0203517729728,28.792415681401163,65.7581698655272,D,B,1
Heterosexual,Other,32.27255094292888,-57.55772286397664,D,138.4074764550364,C,119.3377035420385,A,C,B,C,-34.27179955676334,18.59396960427254,-0.02542970741626706,D,A,0
Homosexual,Male,-9.35388893313268,-79.63469976418587,E,-54.98480933912884,B,-225.14564531415274,B,C,B,C,-58.002012619631536,65.97185654930936,-219.31708757480308,B,E,1
Homosexual,F,-108.01614191843866,-21.685323878774792,B,-88.42245156130282,A,-96.56010926362343,D,D,D,A,-58.943417776405305,-4.86569610723764,2.3107774375253727,C,B,1
Other,Other,-21.6688435569901,-4.913819043569672,E,-52.48961512117961,A,19.598296900749233,A,E,A,B,-55.044944135281305,-207.5111801217562,24.305146045065264,A,B,1
Heterosexual,M,152.57793514366054,-139.14993702961704,E,-209.7539823086922,B,45.22382760635104,A,D,B,D,4.08833401207971,-14.642799549402863,-26.88969478485344,A,E,0
Other,Non-binary,-27.138018379738423,165.7574493968419,E,-109.57627345670882,B,0.3637902978758508,C,D,B,E,54.854381160077125,-26.79357005499129,-40.76219685535409,E,E,1
Bisexual,M,-19.550980965340386,132.83514071462608,D,86.28002313848266,D,92.78376159518974,E,C,A,E,51.74023302180431,108.26395838851239,136.8120810951725,B,E,0
Homosexual,Male,-107.72858717079241,94.65725987022779,D,93.22069258111695,C,-117.5867213392185,C,D,B,E,143.83694327686106,-36.30169339813561,-92.11606703752763,C,D,1
Other,Male,-158.8442230362422,-136.70347828915683,C,-20.24536900792876,C,1.7622927699522968,D,B,A,C,128.05862689810746,-92.20518138747539,-129.43528361562912,C,C,0
