AgeGroup,ethnicity,military,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
18-25,Hispanic,Yes,Buddhist,E,D,C,A,174.98592414614592,-139.7129639913193,A,154.70423141652202,-237.32365093766072,E,A,1
65+,Hispanic,No,Hindu,D,B,D,E,-53.198821824825416,137.0459047629887,C,-67.87717564623678,184.35397790427177,C,E,0
65+,Black,No,Jewish,B,D,E,A,38.242283968172515,-89.93818588480416,D,55.448024042438284,-40.607300920281425,B,A,1
51-65,Asian,Veteran,Buddhist,E,A,A,B,69.50199867316323,-129.99505548403874,B,93.47468692373184,-109.55261661040501,A,B,0
51-65,Other,Veteran,Other,A,C,C,D,64.48207141144864,-120.62028817334954,E,-142.3656527280083,37.83571809338815,D,E,1
51-65,Black,Veteran,Christian,E,E,E,C,-12.059799309466577,97.60262389619051,D,-161.80811923797523,88.96221600417759,D,A,0
18-25,Asian,No,Muslim,A,D,B,D,-152.7016619037179,-33.84856201286415,A,-31.336598575463682,-120.1999921299166,A,B,1
65+,Black,Veteran,Buddhist,E,C,C,D,73.94963782761108,-156.58345235444403,E,72.48276044123834,-68.22083030809033,A,B,0
26-35,Asian,Veteran,Christian,E,C,A,A,-25.84977290440173,133.85219699355645,B,94.01334883923133,24.920617803238837,B,D,1
26-35,White,No,Hindu,E,D,C,E,160.36502567069678,-86.06711529802502,D,41.93358840253427,65.41667492565628,C,A,0
36-50,Other,Veteran,Jewish,C,D,D,B,-79.60531088041782,71.8313891966681,A,-64.10914707062338,-53.62991946465227,B,E,1
26-35,African American,Yes,None,E,D,B,B,32.75915069415467,24.986052683334265,A,27.276847401770837,96.98643144686272,B,A,0
51-65,White,Non-Veteran,Buddhist,E,E,B,E,-57.712229961110474,51.58984460827239,B,44.84153621850549,-9.982470239379834,D,D,0
36-50,White,Non-Veteran,Hindu,E,C,D,B,16.816719048902122,-131.69370066384496,B,3.7042897504436176,30.27231797391202,A,D,1
26-35,African American,Veteran,Christian,B,D,C,B,195.07200076113827,-134.89893811374324,E,-103.55650350024968,-69.1914164364404,E,C,0
36-50,Other,Non-Veteran,Christian,B,B,A,D,160.60015799299944,116.68845893659064,A,-19.785090725788383,-187.58078759340887,B,A,1
51-65,White,Yes,None,A,C,C,C,68.45106465574429,2.27916532307156,A,32.41489913993702,-89.66694077977867,E,A,0
18-25,Hispanic,Non-Veteran,Hindu,E,E,E,C,-96.67724619787518,-138.33172372518027,E,-54.871903971877614,112.82144717298455,D,A,0
51-65,African American,Yes,Other,A,C,B,A,-1.3320658351481482,-72.61942566905714,C,121.84724266789271,-31.760697469882654,A,A,1
26-35,Other,No,Hindu,A,C,A,C,-63.06918064463915,-9.99752941898394,E,-74.95377932567968,-22.099021940636,A,C,1
51-65,Black,No,None,C,D,E,D,46.36885784363171,22.511542568228375,B,-5.915724612384278,65.45356687491874,D,A,0
36-50,African American,Yes,Christian,B,C,E,A,-142.51634378568258,22.131413144256108,C,-68.1921919418372,20.235305827223527,A,A,0
26-35,Black,Veteran,Other,B,A,D,A,3.1792525026628558,-45.126559556359965,B,59.94533044239147,140.55854386433978,C,B,0
36-50,White,Veteran,Christian,C,B,D,C,-47.626030085183544,112.4781242246154,E,99.71965371709788,104.67047351415599,B,B,1
51-65,White,Veteran,Christian,D,A,C,C,-37.13180608528576,15.411923900669441,D,81.14665674489588,-5.661937012963933,B,C,1
26-35,Other,Veteran,Buddhist,C,D,D,C,200.6163515229695,-67.2936548203551,E,-7.785840033930616,85.91232942614468,B,A,0
65+,Asian,No,Buddhist,E,E,E,C,-88.43807476733134,-7.096643166464456,B,14.573741525164186,18.471368861356453,E,A,1
36-50,White,Veteran,Buddhist,C,C,E,E,-101.51098910705625,-12.556641400571102,C,190.51765460762405,141.28685839288988,A,D,1
18-25,Black,Yes,Other,E,E,B,B,102.17100089174691,145.4867369348226,A,-105.7837218880442,-102.08353028082622,B,C,0
36-50,White,No,Other,A,A,B,B,-142.82795046016403,141.3290252798399,C,127.33901782911252,76.37277562046336,D,C,0
26-35,African American,Veteran,Buddhist,E,E,A,A,-43.58404370571859,-90.72495401428552,B,93.15267304291248,-47.298301156554885,D,B,0
51-65,African American,No,Christian,C,D,B,E,-49.82081559371675,52.70258475348029,B,-62.96802432822912,-178.92822993245377,E,B,1
26-35,Asian,Yes,Jewish,A,E,C,B,-103.91705054476068,83.4698802580271,D,-67.73361817190252,-57.56178144963352,B,D,1
36-50,White,Yes,Hindu,E,A,E,C,-98.56487354166667,-7.028211344911655,B,-33.24986443428003,-45.500887990104644,A,A,0
65+,Other,Veteran,Buddhist,E,B,E,B,132.85649375935327,-12.480189770883856,E,92.79774660085177,110.43626681782483,B,D,1
51-65,Other,Veteran,Jewish,A,C,B,B,35.5411930733117,13.75946906156911,D,3.1669588941696922,37.42709915911393,E,A,1
18-25,Asian,Non-Veteran,Muslim,D,B,D,E,-218.09438287913446,51.85448317637788,B,-261.59929790457863,75.3776945703478,A,A,1
18-25,Hispanic,No,Other,A,B,B,B,12.883483311608648,-0.02621488096886118,A,100.10953766234448,-8.402327451456284,A,E,0
26-35,Asian,Non-Veteran,Jewish,B,E,B,E,-94.3108004509464,-21.92002485302698,E,-7.559099791271086,26.49974310804901,A,A,0
36-50,African American,No,Hindu,B,C,E,A,73.0439126172922,-12.19952985288156,D,-124.80055321370027,80.22036053070688,C,E,1
18-25,Other,No,Hindu,C,B,D,A,-150.83069096166076,34.83273019264861,E,126.88645758569974,30.090073693197915,B,B,1
26-35,Asian,No,Hindu,A,C,E,B,38.79441891418758,30.6802932755632,D,-16.960241000760217,-7.0929955152916015,C,D,0
51-65,Other,Non-Veteran,Jewish,B,D,D,B,48.36712314481751,-92.12563899250299,E,169.26401905742475,-16.383802638321008,E,B,0
18-25,Asian,Non-Veteran,Buddhist,D,C,B,E,-189.55816426666468,-14.48772190221404,A,-23.56615881745312,149.81197690320352,B,C,1
65+,African American,Yes,Hindu,C,B,E,B,-65.62410791408568,-154.78468129234153,D,51.320369892546694,-154.66415171272104,A,B,0
65+,Asian,Veteran,Jewish,E,A,D,B,-29.15399373999923,156.2164938452267,E,-116.9830321875348,47.81844598325124,C,A,1
65+,Hispanic,Yes,Buddhist,E,E,A,B,116.63703766829796,35.229683795679996,C,-107.54307895259363,-99.17559578509412,D,E,0
26-35,Asian,Non-Veteran,Other,B,C,D,D,-57.71934588841783,-19.543132164162376,A,19.39431346304498,-129.63621865200997,D,A,1
36-50,African American,Non-Veteran,Christian,D,C,C,D,32.01809210377033,82.40521413574861,A,14.918817289277452,-24.01233324769859,E,B,1
36-50,Hispanic,Non-Veteran,Jewish,A,D,A,C,109.02652086369291,-42.22254586151133,D,34.64711003947089,81.12402854862478,A,A,1
36-50,Asian,Veteran,Muslim,B,D,B,E,-53.09480130457915,136.57029096510982,B,20.173354922158225,-74.77307216820245,A,B,0
51-65,Hispanic,Veteran,Hindu,B,D,E,D,-52.76322107444654,-15.996669642227326,A,68.05314690002581,-47.007936387888094,D,A,0
51-65,Hispanic,No,Christian,D,C,E,E,4.5470966189737405,58.15570890144883,C,-121.65452718194996,-94.06332117063498,A,A,1
51-65,Hispanic,Non-Veteran,Christian,B,D,C,E,-17.946848387185018,100.91090291474075,A,-22.150440837789922,-159.64231603158404,C,D,0
26-35,Hispanic,Veteran,Hindu,C,D,C,A,143.63671836338722,-33.521466972875224,E,114.40181250459236,-78.73474542114684,C,E,0
18-25,Black,Non-Veteran,Hindu,A,E,E,C,-92.49580352256788,4.689722328556351,D,78.19502239022833,12.197236506205526,B,B,0
18-25,Hispanic,Non-Veteran,Jewish,E,A,E,C,-38.925035254300724,108.50805032155321,E,-226.85024780906642,75.62559817604529,C,B,0
65+,Other,Non-Veteran,Buddhist,D,C,E,C,-127.87857185840103,-122.4136089133992,A,-41.587342655889245,-69.67387730975562,C,B,1
36-50,Black,Veteran,Muslim,A,C,B,C,-130.9340329486345,-47.83796106338411,A,40.45695126065214,-8.58851010117425,E,E,0
65+,Black,No,Jewish,E,E,D,D,187.38229920067585,5.673208505175449,D,-108.68430202263934,-161.26370679685985,E,C,0
65+,Other,Veteran,Other,A,E,B,C,72.0322031318925,-31.749499468021025,B,-80.12686865947536,6.754978223365848,D,E,0
26-35,Black,Non-Veteran,Buddhist,E,B,E,D,-35.612106178819644,-40.42262105691659,C,-4.434128524464014,-36.34386436493931,E,E,1
36-50,Asian,No,Other,A,C,E,D,18.60816189157021,-25.704401289432916,A,17.44390017107577,108.12984703801641,B,D,0
65+,African American,No,Jewish,D,A,C,D,2.777059227423964,-67.63907661337102,B,30.301836876639687,45.99394944309614,E,B,0
36-50,Asian,Veteran,Jewish,B,D,A,A,-30.91987687324393,389.0121607075398,C,-35.23708255490633,110.88513673705629,D,A,1
51-65,African American,Yes,Buddhist,E,B,E,E,53.1133879489379,-30.862411837087272,A,30.000185427030097,-70.2608589237794,C,C,0
18-25,Black,Yes,Jewish,C,A,A,E,-74.55055283742917,-99.61381994826992,E,99.23121075475541,139.8898149029389,A,A,1
65+,Other,Non-Veteran,None,B,E,D,A,141.63014672399302,-14.063703855435106,D,192.19846526159853,102.05356213748595,C,D,1
26-35,Black,Veteran,Christian,E,E,D,E,84.26310355850852,41.56110103128067,E,-5.202900279993885,48.85796726807845,E,D,1
36-50,Black,Yes,Christian,D,B,A,E,-98.30240538863929,-110.13242209359618,E,-3.9454378228153515,-109.00873439986513,A,A,1
65+,Other,No,None,A,E,A,A,-44.21469467412844,-93.98469584093164,E,-106.20753127285684,6.7428868676938345,C,A,1
36-50,White,Veteran,None,B,C,A,D,-26.526931828433035,51.53499655421992,E,4.841930037524476,197.32525052552893,B,C,0
26-35,Black,No,Muslim,A,A,D,B,-205.1887823035425,-215.738049926422,E,10.47813956135039,-147.09575297292298,B,B,1
18-25,Asian,Yes,Muslim,B,E,C,E,-49.67616457554983,-60.12003583610592,B,178.27305725635884,-144.3374677030299,E,C,0
18-25,White,Yes,Christian,B,E,D,A,-91.5569669169531,131.4264746024348,A,60.36243804989388,-197.5737013393711,D,B,1
36-50,African American,Veteran,Buddhist,C,D,A,D,181.91131775444114,154.53209437760106,E,-30.996313872815627,-9.890910316705122,A,E,1
26-35,Hispanic,Yes,Muslim,B,D,A,C,-95.79232773372836,23.279923705565604,A,90.22645753583298,50.69991958781358,E,C,1
65+,Black,Non-Veteran,None,E,C,B,B,91.74705553239943,-3.937739066797525,E,-74.53417274367278,-6.233206034377616,E,E,0
26-35,Hispanic,Veteran,Jewish,D,C,D,B,-62.114234156325864,-39.42802766871107,E,-123.98292219249736,-109.93650611539,B,A,0
51-65,Hispanic,Non-Veteran,Hindu,E,C,D,E,49.12610567067871,-83.18070905964991,E,-14.948958885744142,120.35588476465189,C,C,1
51-65,African American,Veteran,Christian,A,E,D,C,154.70345034713145,53.96387618536429,C,-0.345022670986515,-146.9985728061655,B,E,0
65+,Asian,Non-Veteran,Buddhist,D,E,C,E,68.3924983959815,62.55063534280665,E,-152.238014680823,52.54324874861507,E,D,0
65+,African American,Non-Veteran,Other,E,E,B,E,-166.22389226316093,-152.41215096748581,A,34.19209960620939,0.45191630707236585,C,A,1
36-50,Black,Veteran,Jewish,B,A,E,D,-132.87011269109522,-48.59207856476642,A,138.16055146247484,-150.31378361741434,C,B,1
65+,Other,Veteran,Muslim,C,E,C,C,-58.276652370661544,100.67044957377959,B,199.82139979567575,-9.780286754825417,D,A,0
65+,African American,Yes,Other,C,B,B,C,-220.93108932727375,121.3900016587409,A,69.7692337541492,12.911214722773634,B,E,0
26-35,Hispanic,No,Jewish,C,C,A,A,-103.32384145490308,-193.33516913779977,E,3.2801916294222493,117.71115817561197,D,A,1
36-50,African American,Non-Veteran,Hindu,D,B,A,C,-57.33999934704029,-88.7130337649901,D,34.1491132567341,-135.3530366862717,E,D,1
51-65,Asian,Non-Veteran,Christian,B,A,E,D,39.518624021704746,3.3606653989968924,E,113.26826986185712,163.8264103729002,D,C,0
18-25,Black,Yes,Muslim,B,C,E,A,105.98167605452619,-18.162217694351177,D,-88.75083658256658,88.54760751798375,D,E,1
36-50,White,Yes,Other,E,E,E,A,-10.742710235597597,321.7498203919153,E,-20.08109725646031,-108.89451228064506,B,E,0
26-35,Asian,Non-Veteran,Christian,B,A,A,B,-142.99857133442575,-175.19476416311574,A,36.778599736240665,7.542015550383139,B,A,1
36-50,Other,Yes,Muslim,A,E,C,A,19.910256975975933,-127.60811951577173,D,86.7491015189176,-96.67751164025601,E,B,1
18-25,White,Non-Veteran,Christian,E,B,C,B,-25.100569192136724,49.028488221840306,E,30.619171840017906,-55.17541111952664,C,E,0
36-50,Asian,Veteran,Other,B,B,D,D,-84.17632468923088,58.2004394582019,A,39.87485215131239,-17.089916891509198,E,C,0
65+,Asian,No,Muslim,B,C,C,C,-65.8412210596732,-35.72443373759629,E,9.920866961234983,94.85599481339541,E,D,1
26-35,Other,No,Muslim,B,D,A,C,-66.74775923270829,-109.13901104671302,D,31.8000012947803,-26.824126962916576,C,C,1
65+,African American,No,Jewish,D,A,E,A,-23.043268908795017,-58.1853216460916,C,56.06669984400402,-159.0656053075028,E,E,0
51-65,Asian,Veteran,Muslim,B,B,C,D,-37.599767626445136,11.670968905440523,A,-43.04684424305991,-21.779328714336962,D,C,1
51-65,White,Non-Veteran,Buddhist,E,E,B,B,-12.606582560863686,87.45980546215881,A,-135.16057776496962,105.8168957811171,C,A,0
65+,Asian,No,Buddhist,D,D,E,B,111.50753165078339,-57.01860170380064,D,43.580807328752144,168.34235745079852,D,A,1
18-25,Hispanic,Non-Veteran,Jewish,E,C,D,A,37.53425579196551,-22.669952443468652,B,78.61203108774455,104.39939826823866,C,E,1
18-25,Other,Non-Veteran,Buddhist,C,C,C,A,2.4422115781005846,-78.74976292102149,D,88.64200435020003,84.71175779245434,E,A,1
51-65,Hispanic,Non-Veteran,Muslim,E,D,B,C,-58.62239780662743,26.996275966913835,E,-91.61320915486444,89.2004106836292,B,B,1
26-35,White,Non-Veteran,Muslim,B,E,E,D,81.05580477398087,-113.60400500981794,E,-44.624206018395796,83.94690411306797,D,E,0
18-25,Asian,No,Jewish,D,C,C,C,15.497202522683102,-18.266403037352724,B,-28.517360756577354,-60.30942165088374,E,D,1
26-35,White,Veteran,Buddhist,C,C,B,D,146.93965790653942,-57.04209039288135,C,53.59189046621433,178.32143867742346,E,B,1
65+,Asian,No,Hindu,D,D,B,D,83.37306750207203,141.39483464104435,D,-140.89843727979328,-14.196221951347617,D,E,1
65+,Asian,Non-Veteran,Christian,D,A,C,E,189.5022940900641,-34.97205893655375,D,115.88531254796762,-14.86836393531942,E,A,1
51-65,White,No,Muslim,A,A,C,A,-151.5279556920188,-102.5136137033315,D,45.74229528933898,20.980933647622095,A,B,1
18-25,Asian,Yes,Buddhist,B,E,C,D,110.58665181124599,-61.987490112772,C,14.148460759116332,88.1802578293794,B,E,1
36-50,White,Yes,Other,D,E,C,D,-78.78169880482777,144.78008278706974,E,-37.47137270965655,-22.027716104481314,D,A,1
18-25,African American,Veteran,None,A,E,E,C,26.651388984498748,-25.060007387347927,D,-55.30067899715604,-2.5653428118327652,E,A,1
36-50,Hispanic,Yes,Other,B,E,B,A,-19.316756505595976,28.881830557017356,E,-10.562230715039394,-262.44674337569984,A,A,0
51-65,Asian,No,Hindu,B,D,C,C,33.76034406793302,5.836809855879474,E,-57.953638680174194,9.49795641643675,C,E,0
51-65,Other,Yes,Hindu,C,A,A,D,137.89666934860375,140.26044796440428,C,-148.6396589875139,-117.60814416513732,A,D,1
18-25,Other,No,Hindu,B,D,A,B,5.165190429160941,-79.74563270861795,D,-52.02975236079679,-181.48144669700704,E,C,1
51-65,Asian,No,Buddhist,B,B,D,E,-236.6151949878338,77.23561887201909,C,85.83017958624414,23.875507510208934,D,A,0
65+,Other,No,Hindu,C,C,E,D,62.565385133542094,67.81459885839311,C,-63.639325545270495,-110.22657241585172,A,C,0
65+,White,Non-Veteran,Christian,D,C,A,D,22.925869545482147,41.24623566994245,C,83.91814454159342,-211.33528203371452,A,D,1
65+,White,Yes,None,D,C,E,D,19.43734828932633,-26.61006022230319,B,66.69777087344112,-38.02822880286571,B,C,1
26-35,Asian,Veteran,Buddhist,C,A,A,E,-226.63911695603187,122.69541947428311,D,135.6777880444839,-80.31992023618338,B,A,0
65+,African American,Yes,Buddhist,C,E,A,A,-60.29526505002657,152.1575721497608,C,-57.196826556306036,74.62444458960734,E,C,0
18-25,African American,No,Buddhist,C,D,C,B,84.05403416882525,66.451371110193,B,10.814150682872336,162.49008916757032,B,C,0
18-25,White,Non-Veteran,Muslim,B,B,C,E,-16.495672189506617,236.27184777178266,E,122.03891568495011,-33.00593884725304,D,D,0
51-65,African American,Non-Veteran,Other,B,B,C,B,-39.50008918231994,-85.32812312598526,C,119.38237481340599,-132.32342382160965,A,D,1
65+,Other,Non-Veteran,Other,B,B,E,A,8.98250923822323,-43.7053325901697,E,-51.31518521240513,-38.433196124733,B,E,1
65+,African American,Yes,Hindu,C,D,E,B,167.68578349967834,-119.1417009177265,B,-70.72053995911128,1.4327903992146638,A,B,1
65+,Other,Yes,Jewish,A,E,B,A,14.381393156298827,100.50286853845624,B,94.33108960998995,52.050408632493514,E,B,1
18-25,African American,No,Other,C,E,B,C,-78.13244408299079,58.48753423633832,E,-137.82622934172616,-21.124237391413715,E,C,1
65+,Black,Veteran,Hindu,C,C,A,D,-31.56889577187333,-63.083921069259695,E,48.60176794295054,2.9910877136793648,E,A,1
26-35,Hispanic,Non-Veteran,Other,B,B,E,C,45.743570142754194,-114.14470481375191,B,-326.8404830410819,-40.97001544340935,D,E,1
65+,White,Non-Veteran,Buddhist,E,A,B,E,-13.396573980450107,69.67011455583896,B,120.91033581283983,-77.82310854394179,B,A,0
51-65,African American,No,None,E,A,A,B,-15.673728943652982,15.915373167999292,D,4.85130730548503,-233.40791514509655,E,D,0
18-25,African American,Non-Veteran,Other,E,D,B,B,153.7510383854403,137.12970339571444,D,-48.08070327109726,-78.38485950234872,C,E,1
18-25,Other,Non-Veteran,Muslim,A,A,C,D,105.49907815685313,95.40891961238273,A,-5.0784540613750755,89.76219365815595,A,C,1
26-35,Black,Yes,Hindu,E,B,D,E,26.614434802348104,-42.55355871892464,A,-9.373028669323928,43.16868904547888,B,C,0
36-50,Asian,Veteran,Buddhist,E,E,B,D,-119.74008987960502,55.95717882500756,C,45.81905310463974,176.85422999176475,A,D,1
36-50,Other,Non-Veteran,Hindu,B,C,B,D,-15.995375204243631,50.38081926668205,D,71.880572190199,-57.061913114446625,A,C,1
36-50,Black,Yes,Buddhist,C,B,A,B,118.84458962582308,55.998359925217876,E,-23.474304680127368,80.01526188329726,B,C,0
18-25,African American,Veteran,Christian,B,C,B,C,36.56181251517654,-60.51742587571304,B,-58.43035396900201,189.44142189155392,A,E,1
36-50,Hispanic,Yes,Hindu,C,C,A,C,-37.564274327995506,-35.51678587712539,D,41.63250912175637,-86.07179450044217,C,E,1
36-50,Asian,Non-Veteran,None,E,D,E,C,55.800997405571664,-81.50160622660628,A,117.50884045342896,-5.4004651219661834,D,E,1
51-65,Hispanic,No,Buddhist,B,C,B,D,70.03802657013398,238.9968192141446,A,-19.476202965541,-105.89336326602078,A,D,0
18-25,White,No,Muslim,E,D,D,C,-63.95925164948463,-29.391983174483045,B,126.99984263020399,-60.10347455763115,E,C,1
51-65,Other,Yes,Muslim,B,C,E,E,39.98856022502571,56.371755696525305,A,-1.6429754026934325,-79.9694496055057,B,C,0
26-35,Hispanic,No,Christian,C,E,C,A,-79.95024952377564,-58.20632878239363,A,-41.04185462106476,88.95714009298071,C,A,0
36-50,Other,No,Jewish,A,B,B,D,-15.633245797869055,-38.75058140738324,B,51.582197154872055,61.664609801717994,A,E,1
51-65,White,No,Jewish,E,E,D,E,-101.58994768348053,52.53746616019571,C,-26.431053325833016,87.97879116714778,C,E,1
36-50,Hispanic,Veteran,None,E,B,A,C,-100.83518700001244,-119.15693709400155,D,-210.35395579453652,-98.396307731187,B,D,1
65+,Hispanic,Non-Veteran,None,B,B,A,D,22.566219320600293,40.25021561355923,A,35.61793815634573,-152.2627736945073,A,C,1
65+,Other,Veteran,Hindu,B,D,E,E,63.38473850999071,-83.843017565284,B,210.2249184916421,123.08206163000013,B,E,1
18-25,Asian,Veteran,Jewish,B,D,B,D,44.86168305203538,21.73027942838914,E,172.5842088780443,13.792663383882003,B,A,1
51-65,Hispanic,No,None,D,A,A,D,143.07081646880243,89.24722401194249,A,-56.78538806880008,87.73403001259682,E,B,1
18-25,Hispanic,Non-Veteran,Jewish,A,C,E,A,45.980341034060395,-118.24833337641685,E,-218.02571901600282,38.110922072851636,C,D,1
51-65,Asian,No,Buddhist,A,D,A,E,16.496213378076057,41.8688519628248,B,-153.22992015299204,-173.04192378139268,D,C,1
18-25,African American,Veteran,Other,B,D,C,D,170.01353762502242,-11.319522258297683,A,-28.184332613422423,130.8549531084257,D,B,1
36-50,Hispanic,Yes,Other,A,D,D,A,124.15654432571695,-109.21473481805822,D,92.49460550015,16.352757557451437,A,B,1
65+,Black,Non-Veteran,Other,E,C,B,C,6.932457141641455,-79.1329246488685,C,81.76482542389222,24.288979948053438,B,D,1
65+,Other,Yes,Buddhist,E,E,A,B,55.39107556399445,-24.69627834398614,A,21.014037993702306,-37.99814384768716,D,C,0
18-25,White,No,None,D,C,E,E,-11.041916952503852,100.15938932383148,C,-17.682333714476773,-172.09151731277865,C,C,1
36-50,Other,Yes,Hindu,E,A,D,E,24.0076555620458,39.95134073116442,B,34.071921799384704,-3.5469074185395124,D,D,0
18-25,White,Non-Veteran,Other,C,D,A,A,124.80206090316047,124.58860155016671,D,-138.5384684736762,19.718409340027634,B,B,0
65+,African American,No,Muslim,D,C,D,B,164.78867995000644,-38.52726024821023,A,92.44823212950027,1.0467101538190302,A,B,1
36-50,African American,Yes,Other,E,B,B,C,-39.01252316746297,101.1635770525028,A,-64.85137418943577,67.24422607328346,A,E,1
18-25,Black,No,None,D,B,A,A,-21.630708162049554,66.93978575242275,D,32.28784770754722,-133.21612388330482,B,D,0
65+,Other,Veteran,None,B,D,B,D,193.16298756600472,230.78354273621403,A,-177.91572676875745,118.22064079248284,E,E,0
65+,Hispanic,Yes,Muslim,E,D,C,A,-66.7414209611648,-34.00563257963395,A,50.20848727047813,-69.84141232327539,B,E,1
18-25,Hispanic,No,Christian,B,D,D,C,101.0473535179823,-48.60692313398587,C,40.989808424499905,88.63809850166749,C,D,0
36-50,African American,Non-Veteran,Hindu,E,A,B,D,-75.61751790948583,-124.27930618190062,E,104.41757772069835,-83.13277196746904,E,A,1
18-25,African American,Yes,Jewish,A,D,E,C,-191.67892996578402,-28.378807433457194,E,-53.17858896078372,114.59269271337611,B,A,0
65+,African American,No,None,D,B,D,C,-90.96103586569065,-173.4524189341314,B,37.25858740708909,-77.24057399189337,A,B,1
51-65,Asian,No,Jewish,A,E,A,C,-109.56639555187115,-186.6430901714357,A,10.793736134109764,-46.412959200886725,E,C,1
18-25,African American,Yes,Muslim,C,B,D,A,6.462517711365836,121.71369283926772,D,-40.86076226542305,71.47717698503699,C,C,0
36-50,Other,No,Christian,A,E,E,D,-63.86786289016258,91.18005760857824,B,19.214261422551278,73.04973728210592,A,A,1
65+,Asian,Non-Veteran,Jewish,B,D,E,E,12.37225575033829,85.92179334756838,D,49.834194288212444,-78.14687008759363,A,E,0
51-65,African American,Non-Veteran,Hindu,B,D,C,E,-0.11799051101270842,-97.04285871928215,E,9.520773441298651,-176.27879946525437,C,B,1
26-35,Asian,Non-Veteran,Jewish,E,C,B,C,-124.9139890844826,-126.56950632229615,D,-58.794784467026275,31.545680283316678,E,A,1
18-25,Hispanic,Non-Veteran,Other,E,E,B,E,26.69688278203085,-68.2799758826657,C,-12.039012326225093,-102.40437670017603,C,A,1
65+,Black,Yes,None,C,A,E,A,204.73732874332197,44.095197191006925,A,-24.08425534980073,-18.125717110934954,B,B,1
18-25,Other,Yes,Muslim,A,C,C,E,-31.791528606254992,-44.87347457820267,A,-147.6581780175057,100.83304913075307,C,B,1
36-50,Asian,No,Buddhist,A,E,D,C,17.12919818428723,9.084561331431605,C,125.06203835825274,29.88808043605108,C,D,0
36-50,Other,Veteran,Other,A,E,C,C,86.07268149445213,122.86833738330907,A,-18.59742434358399,29.19614017492083,D,B,1
36-50,African American,No,Other,B,E,A,D,130.664520936859,-20.797023800705947,A,120.64623567560318,-134.06670069668053,C,B,0
36-50,Asian,No,Christian,E,A,D,B,159.9195284752988,-172.22403008641686,E,-80.48951330579442,-216.52850461939028,A,E,1
26-35,Black,No,Buddhist,D,A,B,E,-39.75037673721375,-91.14492679918374,A,37.593058755169686,-93.19560003209172,D,B,0
51-65,White,Veteran,Jewish,E,D,B,C,49.812462429475424,-23.440161151436083,A,49.99190336405582,164.30360658110422,D,B,0
51-65,African American,No,Christian,D,C,E,D,-164.9901928661579,89.46818079048924,E,-8.833904305737118,96.03661963131493,B,D,1
18-25,Asian,Yes,Hindu,B,A,C,C,-11.921161597887595,-268.8884226576496,E,80.68807141094457,5.138002708246766,D,A,1
65+,Hispanic,Yes,Jewish,C,B,D,D,-48.36790413067649,98.19715023613989,A,133.1753979338076,75.4806663368486,C,B,1
51-65,Black,Veteran,Hindu,B,B,A,E,-89.70297631593108,119.739583771974,A,-151.06960478507185,107.4681317441929,B,C,1
26-35,White,No,Buddhist,C,C,C,D,132.31215700915374,158.63921822087036,D,-93.44304072229767,87.46550052181139,D,A,1
51-65,Asian,Non-Veteran,Hindu,D,B,B,B,107.86740769084292,-63.072961924286766,E,75.81564332361539,-184.60676391162266,B,B,1
18-25,Black,Veteran,None,C,C,A,C,84.78876522842188,19.866960774510424,B,122.06248427683076,-34.72365131634502,B,D,1
65+,Asian,Yes,Other,C,E,B,D,98.84137599657556,-51.63195160523267,D,104.04639972936576,-101.93628031581198,A,B,0
51-65,Asian,Non-Veteran,Buddhist,A,B,B,A,-23.842072660082554,105.12460794962473,A,-57.56311800143876,140.0487513636365,E,E,0
51-65,Black,Yes,Christian,C,D,E,C,61.02423339893113,-89.83362650799933,D,-10.539977265921175,146.91185664896,E,D,1
51-65,African American,Yes,Christian,A,B,B,A,-87.25034052749957,3.1614269284257293,D,188.4674091940802,-152.8192365684458,E,A,0
18-25,Hispanic,No,Jewish,E,D,C,B,-92.76472714532284,-51.0021158986131,E,-104.536137484468,-122.89251227520914,C,C,1
18-25,African American,Yes,Other,D,D,A,D,-49.175692711950816,-13.558263515398373,D,52.499871051601865,94.43818176850579,C,D,1
18-25,White,Non-Veteran,Buddhist,C,B,B,B,263.59226836712037,-57.63591889185735,A,90.4451342395764,-58.814735235156476,D,C,1
51-65,Black,Veteran,Other,B,B,D,D,54.47564747643984,22.704709795342957,D,-221.2075936017025,-108.20778823583528,B,C,1
65+,Black,Yes,Jewish,B,D,D,B,-60.80536845393225,53.55035114013651,A,-40.37302849360926,48.3625915561876,D,D,0
65+,Hispanic,No,None,B,B,D,C,-23.314962616871586,-41.760482287204546,A,-35.00850843773684,-101.31268009250942,E,B,1
51-65,Hispanic,No,Christian,A,C,B,D,-127.29280876544603,-130.71900467312574,A,72.12709066015239,-64.77916915538252,C,B,1
26-35,Other,Non-Veteran,Christian,A,B,C,B,69.80862741491799,-34.46363384978066,D,-41.48952627968866,-28.177381313491328,C,B,0
26-35,Hispanic,Yes,None,D,E,E,E,-74.73856875949069,-45.155742796842766,B,72.1310082795849,14.071450089219189,E,C,1
65+,Asian,Yes,None,D,C,C,A,84.80956968846078,-87.27953961396686,D,-106.47205000786751,-141.99509704108073,A,D,0
26-35,Hispanic,No,Buddhist,D,A,B,B,-22.246079792519176,38.14626400187329,B,-18.994231087075374,-35.25080108036618,A,E,0
