age_range,country,Veteran,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
18-25,UK,Non-Veteran,Bisexual,144.5607799888322,D,C,-75.05790419035831,23.48553853057688,A,-21.70150340375278,E,78.96987836133114,A,A,D,-124.07429947785306,E,91.83899948172622,D,B,0
18-25,UK,Yes,Homosexual,-94.49323601650055,C,D,23.171503506068706,42.93574773012231,E,40.12339745730611,C,-25.06767419851309,D,D,A,-98.28866745902495,D,22.161652790682755,E,E,0
65+,Brazil,Veteran,Homosexual,-129.03374451774621,A,E,108.19989854810086,-23.989993458719987,C,-57.33335461030894,C,-79.04148861638008,C,E,B,143.44855648458193,A,155.0398437041182,E,B,0
36-50,UK,No,Bisexual,-4.097677747220915,C,A,64.23563951648647,-63.18588548067261,A,-5.234941956881791,B,-61.947276138849936,C,D,D,98.8399685743395,A,13.178182648680215,B,D,0
36-50,Brazil,Veteran,Heterosexual,-149.2513059364671,A,E,36.58423524492558,147.6796444006434,A,63.08799242106945,D,130.75270968599466,C,A,B,-18.56948276427911,D,22.162564547428985,D,C,1
18-25,Other,No,Bisexual,-50.2282685402847,C,A,167.75304027586049,107.5669421770336,A,119.15158148593746,E,64.82458007609387,D,E,A,89.69007596316207,E,130.89708104968403,A,B,0
26-35,Germany,Veteran,Bisexual,-17.959616818618763,A,C,39.614729655328844,-44.42369762527244,B,-23.01200064942539,A,-33.30835845494605,C,D,A,104.96620053798118,B,-4.05354996310016,C,A,0
18-25,UK,No,Homosexual,-12.139680412542633,C,A,155.90742123417996,-1.47758860176834,E,-18.111189061206836,B,-124.9398783407179,B,B,A,154.7912644531504,C,-65.40074549455218,A,D,0
18-25,India,Non-Veteran,Heterosexual,-57.49812601156932,B,E,-116.11654843637682,96.00541176930294,C,129.90804500226412,E,30.723433028902708,C,B,D,224.18004697493393,B,-93.49185075886778,D,C,1
65+,India,Non-Veteran,Heterosexual,-20.45430999892462,B,B,-136.46847163089794,-22.86798301033557,E,33.912453489655896,E,87.62998091317652,C,D,A,-31.0807378529207,A,8.852592952452015,D,D,0
26-35,India,Veteran,Bisexual,242.09221939819318,A,B,71.14356440518651,-131.5053495079113,D,-25.442173180128414,A,-165.08473666460148,C,D,A,-20.187253183735297,E,131.06309289075583,C,C,1
51-65,Germany,Veteran,Homosexual,185.11533769317805,C,A,-142.6937212842242,-3.245614867134236,A,32.10598099886921,C,123.43540453599367,C,E,A,172.5154974625287,E,193.20758356992906,D,D,0
18-25,UK,No,Other,43.42684653991173,D,D,37.646782984310065,48.78563591484132,C,-25.304438864605743,E,151.4449701744379,D,A,B,-3.2845498759811527,E,-270.4391208020648,C,A,0
51-65,Brazil,Non-Veteran,Heterosexual,-127.45335404353165,D,D,-205.565080505977,49.71014329084396,A,-8.9233277402627,D,242.1784765888189,B,E,D,-158.5128749665007,D,-91.23027850612941,A,A,0
36-50,India,Yes,Bisexual,125.44220157203434,A,C,25.855846972475426,-57.20055602180606,C,150.04045098797013,C,25.985554564956843,A,D,E,-77.66179114815806,B,160.77518892713346,C,D,1
26-35,China,Veteran,Homosexual,37.31518073864461,A,E,-30.073960223395062,-79.06733986313395,E,-33.72045547197037,E,100.52678342431702,E,E,C,27.575085714213316,D,-102.65320286650285,A,C,0
26-35,US,Yes,Heterosexual,-36.29918930061912,A,D,-18.900452705826076,6.972159278680998,B,86.3299225983254,A,23.80969569764806,C,E,B,89.62599647940218,A,10.20603005539134,C,E,0
36-50,Other,Yes,Other,-7.627001783090853,E,E,-36.35796535997673,-129.41358263507814,E,-109.31920373519458,E,-128.9243121398814,A,B,D,20.09629212582328,E,-16.53964940950751,A,A,1
26-35,US,Veteran,Heterosexual,-85.4315604959676,B,D,59.22780950737312,-114.72354590413659,B,100.04369009260354,E,-80.86669272023155,E,E,A,28.507761906158848,E,228.85684543644618,C,B,1
26-35,India,Non-Veteran,Bisexual,70.18441275008995,E,D,-135.03651287292746,17.292472112349593,B,-87.4488869945734,E,19.13274336288207,C,A,A,58.5913087748011,B,-6.823658197572844,D,D,1
51-65,US,Non-Veteran,Homosexual,-128.99280231056466,C,E,36.814088531409865,99.28402952045255,C,11.757695399728812,D,-40.8680111877482,A,E,E,-19.8937992576815,A,-7.337103567645671,B,C,0
65+,US,Veteran,Heterosexual,-89.59909569112021,B,C,-24.833557447028635,66.15687507017918,D,57.77776045568744,A,-157.07020182697855,B,E,C,-163.7802048201675,C,-61.09970921209299,A,C,1
51-65,India,Yes,Other,7.790134126386825,A,B,-15.313258051848438,-109.82201922219059,B,26.443102588484386,E,6.978183187226458,B,B,C,157.78654427431582,D,17.842845935979685,A,C,1
51-65,Other,No,Heterosexual,190.61811479874956,A,E,83.95436416421114,-55.12093746440541,E,-48.90644282368228,C,44.87884016526181,E,A,C,-104.62336195429877,B,100.99216193583729,D,C,1
26-35,Mexico,No,Homosexual,152.69876563519438,B,E,131.80941570628033,31.89157160860608,D,-71.34710110935143,C,4.1922060364992255,D,C,B,118.41633491261334,E,278.17921517906,B,D,0
26-35,Germany,Yes,Homosexual,-80.7142179504036,B,B,1.855674068902993,219.81054303107393,C,59.533972773357,C,292.38121640480335,A,A,C,37.805385999812955,A,-8.192575584692673,A,A,1
36-50,Germany,Veteran,Bisexual,-155.55202529916068,B,C,96.87191345367859,127.46998272410133,E,118.44439420216115,B,46.02894598187374,D,C,E,171.80253455486306,E,175.92258618366174,C,A,1
18-25,Brazil,Veteran,Other,59.11892809650029,C,D,-180.93978723123948,60.38257113229465,B,126.91062868490341,B,104.07741934099337,D,B,C,133.1739955050097,B,-139.55940526308513,B,D,1
26-35,Mexico,Veteran,Heterosexual,24.923092240220416,B,B,126.7818120024589,115.78411727394074,D,-62.02856229626806,D,92.02409020791251,A,C,A,-41.016687949887285,A,-1.8039636387738662,A,A,0
51-65,India,Non-Veteran,Other,-84.94190043413809,A,C,-27.250572636842595,121.59106037185535,C,-50.60052061252927,C,-136.7312907420533,C,E,D,96.57871319893817,E,200.94070168313633,E,C,1
65+,US,Non-Veteran,Bisexual,-10.795246535730321,A,A,-89.84911305823904,-177.83309371999314,C,-184.61438207246442,E,37.724209703226315,D,D,A,-146.3205798455384,C,218.17555939932384,B,A,1
36-50,UK,No,Heterosexual,95.17986487337882,A,E,-74.69569884875003,105.47741224312723,E,-76.2901862123914,E,-2.302878061318254,B,D,A,-112.93235806909819,B,57.10904299233809,E,E,0
36-50,Other,Non-Veteran,Homosexual,-251.57274815713836,A,C,17.28925705024596,17.22908149120059,B,40.03770016130026,A,-162.040527451053,A,A,D,-72.64204217008735,E,-137.71372889523278,B,D,0
36-50,Mexico,Yes,Other,-150.9470084563857,A,B,-41.88386251632044,-18.54419929579694,A,-53.97686220241148,C,69.40901965284888,C,C,B,-40.95558406583097,D,-142.32464757179918,D,C,1
26-35,China,Yes,Homosexual,37.459137236980766,E,D,-56.10607394101551,64.65423203773479,D,-15.712673973391103,B,-0.21477055372436546,E,A,B,64.16937537778196,E,-17.628148971270356,E,C,1
51-65,UK,Non-Veteran,Homosexual,91.14030434284206,B,E,33.42424485216692,-251.25403272711787,A,96.10121996484041,A,-7.295133949871622,A,D,C,110.72658664948266,C,40.139980016496885,D,C,1
36-50,Brazil,Veteran,Homosexual,94.10392732879022,D,D,-83.43023525879111,28.95986055615978,E,58.19081503986238,E,-123.79328745843654,B,A,C,112.37752623531534,D,87.10307035584037,B,E,1
51-65,Brazil,No,Homosexual,97.89976282679199,D,B,-42.45054176356351,133.1340110566502,D,-176.3548723919146,B,30.420838227575718,A,E,E,73.2336408233163,C,-4.3818409957844775,E,C,1
26-35,US,Veteran,Homosexual,91.87140956143179,D,A,156.20885628256858,-48.24083496298078,E,79.70737830352243,E,138.51574538630348,B,B,B,15.167361181453002,E,105.25518313578924,B,C,0
26-35,India,No,Homosexual,67.56800496897213,B,B,-41.626926610262956,52.86613288598332,C,104.40570109864598,B,79.33488182205035,A,E,D,70.48563461784848,D,-92.59811695865892,D,D,0
51-65,China,Yes,Bisexual,57.383712411774646,B,D,39.027644565279815,30.3169071987752,C,-63.99212552928417,C,65.42747150753343,B,A,C,-41.26121980230455,B,176.25996648264092,C,B,0
65+,UK,Veteran,Heterosexual,36.637544415981196,D,C,20.07103257091909,107.50042332855921,E,-52.07162502611234,B,-168.5364521145107,D,E,D,42.319801737177876,E,-78.49618082129601,B,B,0
18-25,Other,Veteran,Heterosexual,8.289518976611589,A,E,-6.104743422835885,21.680725486455277,B,-18.94888557823596,C,44.83132784008307,E,E,B,75.64617385742498,D,-47.18607644867831,C,B,0
26-35,China,Veteran,Heterosexual,-198.0892686033305,A,A,-10.949670849947976,-2.342412380329862,A,110.89133744654971,E,-119.89506846440081,D,E,A,36.3536031250264,D,14.913224912286147,A,E,1
36-50,Brazil,Yes,Bisexual,61.34244161226437,A,D,13.496807748539,-30.49988147110755,C,65.64549491710412,A,-74.49760945347317,E,D,C,-81.96667753274134,A,-6.1426062715027525,B,B,0
26-35,Germany,Non-Veteran,Homosexual,-122.5519656066246,B,E,111.13350304493699,-20.224380134711435,E,-55.614804538937626,B,-73.58079892095523,E,C,B,-86.9783253225354,B,-85.24231674428174,D,D,0
18-25,US,Non-Veteran,Bisexual,121.51442942933062,B,D,-116.5923890593311,-127.06619565775816,E,-33.0404537619856,B,-112.7686742524999,C,A,A,-34.76112746220764,E,-7.570833613526062,E,A,1
18-25,India,Non-Veteran,Heterosexual,286.1936359051056,A,E,188.494134898886,77.63889302753968,D,-9.250783558543606,C,-31.96288945382736,C,B,C,-113.2830563144823,D,86.67808698039136,A,C,0
26-35,Mexico,Non-Veteran,Other,111.41337237721231,D,B,-35.17357030154882,111.69775913178108,C,-79.26594327419451,B,40.72075799424191,D,A,B,-54.39167516724245,B,216.45354024229871,A,E,0
51-65,China,No,Other,-196.37637174857988,C,B,-34.24352253225336,-87.60648477711716,E,113.01417701347319,B,85.06278896590817,B,D,C,-111.64559742291733,E,86.66842380955848,B,A,1
18-25,UK,No,Heterosexual,278.21565993460433,C,A,-16.605974653173888,-6.637158462725328,A,41.880747717736746,E,178.40863959893886,C,C,C,-3.088980454200976,B,7.316936024325614,E,A,1
51-65,India,Yes,Bisexual,137.4998342846414,C,C,-121.34782362354353,-109.25360415713634,B,14.519741730555205,C,-40.87907466466482,D,C,C,104.09133293026689,B,88.08713726557536,C,A,1
36-50,US,Yes,Heterosexual,-123.03055282863613,D,C,235.65662083049608,-35.17233521545455,C,-38.19430886632432,D,70.11034330243653,E,E,E,82.20275304999215,D,193.2401931196368,C,D,0
26-35,Germany,Veteran,Homosexual,-9.783817935852777,C,A,-1.2117548213497447,107.32687965004529,D,-40.980428890317924,A,105.6429165942391,A,B,B,-81.82418224197963,E,107.78679499298387,A,C,1
26-35,China,Yes,Heterosexual,75.41317642430356,E,D,-83.19575008538713,20.13723759146267,E,8.260538127727967,D,84.94419302054443,E,B,B,-14.04456891094423,B,-17.126788264704278,C,B,0
36-50,Other,Yes,Other,-121.214514147801,B,D,8.41132372632348,-25.785954228527974,D,185.12471497348014,E,97.61886622792909,D,A,B,62.863028383103426,A,130.43666744713101,A,D,1
51-65,Germany,Veteran,Bisexual,-76.09826215734729,B,A,-50.91869215017943,67.11458536611964,B,9.67064796978741,B,-122.26878052737146,B,C,B,34.639270482217974,D,-57.585800196496585,A,A,1
36-50,India,Non-Veteran,Heterosexual,127.90989316250558,D,D,-107.05899529867729,-41.14330213462012,A,-30.715407662631243,D,109.5688306906593,B,A,B,-28.472900348993047,C,-5.722808144904873,D,A,0
18-25,Other,No,Other,-64.66193682398308,A,B,87.36027219123109,-55.75176588762613,B,133.01913777482153,C,87.60231215007413,D,E,A,-49.20363285663445,C,36.72490680249133,A,E,1
65+,China,No,Other,-7.096279181678705,B,B,76.33489879319036,-66.31565909055813,B,-408.39042492249223,E,-2.2433311765698116,A,E,E,-189.36118406295472,A,-61.06851661966346,B,E,0
18-25,India,Non-Veteran,Heterosexual,-59.847584599834015,C,A,54.18236319001527,-30.45245563692034,D,77.79944892415679,C,12.258256433739371,D,A,C,-101.46202000238776,D,-34.84366609077793,B,B,0
65+,US,No,Other,2.200651395656564,C,D,113.20537682000926,-8.082708834655733,C,-30.289495138851596,E,29.03959860948701,B,B,D,-65.39929437382206,B,79.43352766603282,A,E,1
51-65,US,Yes,Heterosexual,-39.913070050522826,A,A,-299.0026130645355,-33.396830158712085,A,-49.9192154459937,E,-26.583870459260083,E,A,B,-151.97528805056527,C,102.97902323192878,E,B,1
36-50,Germany,Veteran,Homosexual,-77.76587921390346,D,E,57.4951413324198,-5.138130146979453,A,-21.640218377874906,A,56.32812118014373,D,C,B,43.21263647921559,A,182.94484346226943,E,C,1
26-35,US,No,Bisexual,106.74830403783169,A,E,172.28675748187504,-4.809616269526606,B,101.4986107072039,C,-166.79978565313442,C,D,A,126.25494413871994,B,161.14860609414538,C,E,1
36-50,China,No,Other,-23.796557122910983,C,A,-5.32154560644231,-7.176152947950213,A,37.83023648158109,E,-70.61474839730589,B,A,C,-115.15413854965328,A,3.40059868437228,E,B,1
65+,Brazil,No,Homosexual,-4.502064310231422,B,C,-84.56661258886757,-75.08606182963841,D,52.522609544819574,D,23.869907691743492,A,B,E,-48.627739213271916,D,70.32531098723662,A,A,1
26-35,China,Yes,Homosexual,133.06583560380315,A,B,36.4350752077456,-161.02329277006686,C,-20.582158639426716,C,63.71908299927351,D,A,B,-71.87669159033088,D,-108.25932877657678,E,D,0
51-65,Germany,Yes,Heterosexual,-33.131928449234856,B,A,-10.398305216750218,128.16256926285814,A,129.0550429992278,B,-124.62903419299518,C,D,D,49.14641806160503,D,9.575619350397135,A,D,0
65+,Brazil,No,Homosexual,-54.63582783478137,C,E,147.059750533098,-151.810614088327,C,20.427084949707268,B,3.5913883288259534,A,D,B,-203.48249724838766,C,77.81355483311285,D,D,0
65+,US,Non-Veteran,Homosexual,-183.16706910404622,A,A,29.503513103505302,65.98001122031731,A,5.842887014427956,B,-55.140192641811225,B,D,A,104.0848029791641,C,-17.20624103892236,B,A,1
65+,India,Veteran,Bisexual,183.80208707044517,A,B,27.25219466618189,25.659925210135764,C,-50.45140935030534,E,44.552016040541396,C,B,D,-139.16754240664494,C,-52.7280081341124,C,C,0
36-50,Brazil,No,Bisexual,104.6117515247841,A,B,-139.94728627642658,53.804636790785686,B,203.69965935307275,D,-3.0790020414094994,D,A,D,84.2417630048714,B,167.46431356771132,B,E,1
18-25,Other,Non-Veteran,Other,17.214565804056704,B,E,91.53669849324612,-126.86460558492614,D,174.71712760158525,C,62.681096845325456,A,D,A,-88.24050793009938,D,78.37188507234795,D,A,1
26-35,US,No,Heterosexual,132.42143981520616,A,D,-148.18117087902252,51.34677430566569,E,-43.96115696540963,D,-140.79205010143198,D,C,C,107.0542305954992,C,-61.740804558772,E,E,0
65+,Mexico,Yes,Heterosexual,-113.62141390292837,A,A,-36.42852591823954,-152.87225757102053,E,-128.88932389923482,A,-75.93776526785668,C,E,C,58.884625503096984,B,-157.5691465086465,C,A,1
36-50,US,Yes,Bisexual,36.50186986033018,A,A,-96.41965737437039,54.924602500762866,D,4.917023991404985,A,87.89181989360154,A,E,D,46.635742462754095,A,-99.82350627767188,B,C,0
18-25,US,Yes,Homosexual,93.46448416195365,E,B,68.4642551630296,-16.1378900403597,D,-77.84097580339703,E,-68.90348149909678,B,D,D,87.91746202424623,A,118.737127609872,D,E,0
36-50,Mexico,Non-Veteran,Bisexual,-12.427520418873092,B,B,94.71395042470778,-34.14045264637835,E,-3.39947331601706,A,90.33172028450134,D,C,A,-104.65855263087683,C,-169.84939906306394,E,D,0
18-25,Mexico,Non-Veteran,Homosexual,-28.494900458148376,E,C,59.589823817898456,72.23638161041059,E,-51.706096876583985,C,285.4391966107003,E,D,E,-64.99369025151091,A,-122.41255437773515,E,D,1
65+,Germany,Yes,Homosexual,-181.61376078138193,E,B,-193.30056096163298,-141.13812527674386,D,148.56585940715485,C,23.987978102964924,A,C,E,-112.78641093279278,C,-126.437862118463,D,C,1
18-25,China,No,Bisexual,29.02852051632471,B,E,-94.6813281904968,-183.11895941459647,D,216.0020098353837,E,10.831324993408534,C,D,B,-81.19791508581154,A,148.7906096837789,C,B,1
18-25,Brazil,Yes,Other,-9.785398803352548,D,E,94.76669575132574,-152.11467047171726,A,-45.832293616251604,A,-100.88892249473382,B,B,C,-23.490844834701445,E,-36.24250915662891,A,C,0
26-35,China,Veteran,Homosexual,48.83320277838105,A,A,124.04797091327906,-46.48998462397309,D,-57.53207794369647,B,150.7181625777727,E,B,D,-19.94653483886169,B,110.92990882971759,B,C,0
51-65,Brazil,Yes,Homosexual,68.22622123398777,D,D,-54.250203293219336,9.705264590875663,C,-91.83233152652295,B,20.92070535435586,E,C,B,44.04075362229634,B,55.11091187712559,B,A,0
51-65,Mexico,Yes,Heterosexual,142.14612594407868,B,A,21.142880166435653,-49.06846417394217,B,-23.496965646517395,A,-60.37545305813045,C,D,A,-186.18823590964556,A,-84.97056698022567,A,A,0
36-50,US,Veteran,Other,-109.03640339405685,E,E,-117.61647165716451,53.73101139734988,B,20.293210667568335,A,-7.884789007604918,C,D,E,96.11157210714171,E,35.858808383182975,B,C,0
65+,India,Yes,Other,-67.88184938015934,D,C,-70.08357248709702,266.1525959508409,C,143.5265338051204,D,-174.90839538260354,C,D,C,-18.471887624500305,B,90.92112871679905,C,E,0
18-25,China,Non-Veteran,Other,-152.61939691448322,C,C,-85.36449743271854,-18.212813878885846,B,-76.98641991240174,B,-128.92313391704295,C,E,E,11.59450255277427,D,-140.7083775304264,C,E,0
36-50,India,Veteran,Other,112.7746883120009,A,D,98.73131049196637,95.2525157762891,E,152.8815695242605,B,79.2016820953469,D,B,E,-67.70745815000132,A,87.3053868183678,B,E,1
18-25,UK,Yes,Heterosexual,-21.215620944263268,C,A,55.69619469660139,150.49558784016597,B,-12.1128416928748,A,28.67491412873199,B,B,B,30.46777308279823,B,136.60271871930325,A,E,1
65+,Brazil,Veteran,Heterosexual,38.39524596220277,C,B,58.435723068176216,43.47478143552436,E,-92.10744254809505,D,45.994404405024504,E,B,D,-61.2624958117039,B,85.95834413587043,A,C,0
65+,China,No,Other,124.07105247766775,A,E,19.549033109741266,-137.2423482879468,B,-119.31087065051199,D,-207.06395625523314,B,D,A,-90.65181379125727,C,112.10484049582175,E,D,0
36-50,India,Veteran,Bisexual,30.934868226109323,C,C,-57.269937770825294,-9.765111972249969,E,-39.9617188800843,D,-46.59903530868688,D,E,D,-207.87015304566214,A,122.90488288591837,B,D,1
26-35,Germany,Veteran,Homosexual,-12.95673440630386,A,A,-93.77067971832189,74.73145207071532,D,63.91368926425272,C,-49.731825674374534,E,E,C,107.02445046475317,C,-86.98636667721442,B,D,1
51-65,Germany,Veteran,Heterosexual,147.06897940493073,D,D,7.271463402502038,-61.488035844369094,A,129.00624313533453,C,113.3249385264091,A,C,D,129.06931916908792,A,17.28560562472972,C,B,1
65+,China,Yes,Other,54.469387297501406,A,E,64.06131047780535,4.529099611373137,A,70.92926367288467,B,188.2759082005112,B,D,E,-51.87882817344154,E,63.83315333798606,D,C,0
18-25,US,Veteran,Heterosexual,-6.503879049064374,D,A,-31.26952569268562,-88.8387916993087,E,-43.914683329055876,B,-108.42690499547791,C,D,E,-241.43693477060154,E,-40.72620561404624,C,B,1
65+,Other,No,Other,2.6638733758507636,E,B,-237.96881976396972,153.01111266782155,D,-55.45431844762931,A,-44.01926902466331,E,B,E,-54.01975976261938,A,67.19555857506595,E,A,1
36-50,India,Veteran,Other,-10.150735607609333,D,A,89.23944637049425,49.73700575142356,B,-38.706816869394245,C,-7.1001950125026,B,E,E,46.182678060178155,D,24.560844244797575,D,C,0
51-65,US,Non-Veteran,Bisexual,-100.8547170821589,D,E,167.6304128303246,44.96789525222072,A,57.217681266742396,C,-64.73443232848398,C,D,E,-152.5822268053944,E,-21.801551490524236,C,B,0
51-65,UK,No,Other,31.636295447628644,E,D,120.25494665702978,96.7015643988584,D,-12.163850363528091,C,15.376303716141388,A,C,B,118.58599373196914,D,-95.31506622931967,E,D,1
51-65,China,Non-Veteran,Heterosexual,76.79843659914654,B,B,-49.45796741770993,-42.230604572105456,E,153.82805357854045,E,132.07904618503696,B,B,C,0.4041233353656297,A,-25.35214032971614,C,B,1
26-35,Other,Non-Veteran,Bisexual,120.98355266446379,E,D,-109.03192395669012,13.297631651333994,E,-3.397970168637613,D,129.35274228851398,A,A,B,17.733792374839226,D,-100.69473493928412,B,B,1
18-25,Germany,No,Homosexual,-62.47653432887568,B,A,-215.21204190529838,19.780760749977073,A,-86.43310356468909,E,87.25302111758526,C,B,D,20.59553100688192,E,-58.58211069924012,D,A,1
36-50,UK,Non-Veteran,Heterosexual,30.48718988258299,C,D,77.15175194380073,59.8992228972827,E,93.35411592746719,E,-79.21321324149005,A,D,B,-159.4203957560246,D,-145.45840233197106,B,A,1
26-35,Germany,No,Other,92.54411710885233,A,C,32.93888174890131,-61.53849646612998,A,-3.713529774492677,B,-59.1299334593205,C,E,D,-8.880618103300678,A,107.65571432984697,C,A,1
51-65,China,Veteran,Bisexual,54.182929569159825,D,C,33.65341305604183,0.9502052337758846,C,-11.947734780369,A,14.52555232441519,E,A,D,168.65211785034703,C,-0.36190325915454385,B,D,1
26-35,UK,Non-Veteran,Other,-161.87871643282742,D,C,80.37422618414368,-146.03958252085482,A,-104.94086016307716,B,24.137546416573727,E,C,E,17.86173089045746,B,-10.156368874162029,E,B,0
51-65,Other,Non-Veteran,Homosexual,95.98104481290069,C,C,-61.2872299914739,-109.32333476398715,A,-107.06831147296462,A,117.11870103220059,D,E,C,-168.50120692791725,D,-40.790035926257424,C,E,1
65+,Germany,Non-Veteran,Heterosexual,54.54052427625137,D,E,-31.207240355016847,-36.6351707132662,B,51.171773822885804,B,62.80690924923241,A,A,D,4.530074926223344,E,-154.95966970402856,D,C,0
18-25,Germany,Veteran,Bisexual,-46.390747628535976,C,D,-30.54846923368591,-24.54516061481835,D,26.46671257246221,D,-169.71584949422504,E,D,A,76.48207884981095,D,-40.242349650230906,D,E,1
36-50,Other,Veteran,Homosexual,-39.61280013897247,D,B,74.26285396534847,-52.411476378524604,E,48.45145647335594,E,-42.08240144116219,E,A,D,-111.05157239904959,D,-71.54405127752086,A,D,1
36-50,UK,Yes,Bisexual,-136.99155320452707,C,B,-174.19121209760226,-57.328452142646505,D,157.4226688401233,B,-19.612574675925813,B,A,E,-224.26759560968455,B,180.30876101472762,C,A,0
36-50,US,Non-Veteran,Heterosexual,36.05118582758414,D,C,72.40111266831413,41.15241639867079,D,10.211472552790795,C,-32.19590215761608,A,A,A,-12.439140879071132,D,227.2508859822938,B,E,1
51-65,Brazil,No,Heterosexual,-92.07718825556923,E,A,-92.46168761219198,-39.98821479428104,E,82.366538264732,C,-113.40551342892986,B,A,B,36.993101122376835,D,109.60039836838837,A,B,0
65+,Other,Non-Veteran,Heterosexual,-63.36088801831961,E,E,-88.54928635050594,-75.64249096239325,D,86.51821433714211,C,-123.84217026334285,A,A,A,32.467488239517444,D,-20.21791137325981,C,E,1
36-50,US,Yes,Heterosexual,-61.35755233135608,C,D,47.3772347532655,-37.706275164016986,D,128.92540996533532,A,175.37175776646126,A,B,D,57.90652882131649,D,58.14313225606279,A,B,0
18-25,China,Veteran,Homosexual,90.37091068858003,E,C,-94.68829222326025,-97.18378309372827,B,-125.65373288997566,A,-9.53853500617503,B,D,E,-165.5383072670245,B,-49.68313933637508,D,C,1
51-65,Other,No,Bisexual,204.45375004811203,C,D,-164.54408358143624,-32.765243326690516,A,-172.05054743854785,E,168.6260551043214,C,A,E,51.57895568833061,D,162.32944717840059,B,C,0
26-35,China,Yes,Heterosexual,-16.55413315417347,E,C,-22.536382979210856,-166.75672457688287,D,167.76815242235548,D,197.1573922226359,C,E,E,-150.2057317141171,B,-80.7154339502446,E,D,1
36-50,US,No,Homosexual,-51.877829341366265,D,B,145.6514876431243,133.67163788267715,B,56.860342186774126,A,179.19409325795036,A,B,D,-40.67293567952133,D,53.13907442893847,C,D,0
18-25,Brazil,Non-Veteran,Heterosexual,-74.14439677273027,C,A,205.0776360790629,52.117586961003745,D,-111.63503601243102,D,25.319667222787334,A,E,C,-0.9591941524602781,C,114.27176485827843,A,E,0
26-35,Mexico,No,Bisexual,-13.473071022595093,C,E,-66.15308817855833,64.26238640079251,E,130.26498746246355,A,-137.9508599480949,A,B,E,-8.107890323983423,D,51.154652759920396,B,B,0
26-35,US,Non-Veteran,Bisexual,-211.39122723210778,A,A,-130.50706098367112,35.10504794129011,D,-77.19981909927617,B,-218.9421502561621,C,E,D,-17.26450012557589,D,296.3619103997061,C,A,0
51-65,Brazil,No,Other,-184.38121368923254,E,D,-121.54445000070126,114.56328826736227,A,-41.32568139964391,E,-90.10502959493373,C,C,E,-59.56728235036408,D,-154.26684882962567,D,A,1
18-25,US,Veteran,Homosexual,17.789997008736716,C,A,-45.35760666152511,50.38037910930571,C,77.69722586639493,A,-59.95683484734479,A,C,B,-76.85698677886977,E,79.99254348997714,C,D,1
26-35,US,Non-Veteran,Heterosexual,125.14053941192394,A,D,-59.91726579531337,46.90858145699773,E,101.35228075349548,C,-145.44924421504277,C,B,A,76.26265451136118,C,43.83010415739365,D,E,1
65+,Mexico,No,Bisexual,-0.8993377113748846,A,C,61.411435290139025,23.05925335364912,A,49.72810817622554,A,13.223297090707419,E,C,E,-84.87795628907365,E,21.163224002693312,C,D,0
18-25,US,Veteran,Bisexual,-12.389401413241155,E,B,-47.75994243829546,-87.91752037281778,E,25.357001390406474,C,113.64024815617778,A,D,A,114.42880346286539,B,-80.49643281331507,C,B,0
18-25,Brazil,Yes,Other,-24.840091077825306,B,A,62.82231587409879,49.04765878266369,C,37.93157658999895,A,-32.59994390304349,C,C,D,-118.79698248560607,A,-21.851335246277937,B,B,1
18-25,India,Yes,Bisexual,40.12681074554007,C,A,-334.8382756281236,-3.1966613874884318,C,-11.897452195640255,D,94.99256186724197,D,D,B,-5.654419474890238,E,167.10479749600864,A,B,0
18-25,India,Yes,Bisexual,27.490549359833032,E,C,31.211209643450292,-42.93261019692811,E,-7.9561744616541406,D,31.340964048770743,B,E,A,-175.04066994546918,B,-101.72853696083939,C,B,1
36-50,Germany,No,Other,-134.12842680736185,D,E,-172.2524415279894,-100.63426829268553,D,-15.578445842021132,A,-52.83242347592763,E,E,D,-2.850883847669423,B,-30.254404157649528,A,C,0
36-50,China,No,Homosexual,4.679376976186937,D,E,-9.104625402603508,-35.860631528451194,B,-21.813255073535004,D,18.636244087546952,D,A,D,94.50427488642559,C,59.65050319495371,E,C,1
26-35,India,Non-Veteran,Other,-73.30270889963371,C,D,101.70753650658114,90.5008346907907,C,27.40057620970773,E,-12.737998076774746,D,A,B,108.90994014384363,E,8.800355779570404,D,E,0
18-25,India,No,Homosexual,21.225942337465533,C,A,40.10889111263711,-133.88937769959227,D,108.08327771798203,A,-12.900016569886441,D,D,D,-11.06815875574122,B,119.04924938442252,D,A,1
51-65,Other,Veteran,Homosexual,-102.20438224618067,C,B,-132.24650132301298,112.77158663030255,B,160.93434600622763,B,207.9174162567222,D,E,C,-64.19802525782389,C,183.22970491365896,A,C,0
51-65,China,Non-Veteran,Bisexual,-34.94270322395758,B,A,14.30238672685204,66.13552127110837,E,165.85996420553258,B,42.98488324363502,E,E,B,24.41987133064509,C,17.919269523462443,E,C,1
36-50,China,Non-Veteran,Bisexual,122.42580215387366,B,D,-95.92169975599948,103.54418889411694,A,6.511292503660861,B,-116.22740536193858,A,A,A,-91.43442108289929,C,99.35119439126204,E,B,0
