Religion,ethnic_group,AGE,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Jewish,African American,62,No,123.68159269409267,B,D,B,-10.588892876018862,56.413194734773256,20.293673415500596,-95.33917019330836,C,-161.11911494238836,-55.32938559179896,A,B,B,D,-39.245271177310514,0
Jewish,African American,59,Yes,96.15467379352546,B,A,E,27.16294111317868,105.93791899697027,115.30493576103397,-96.74638745432418,A,51.691696886715896,-63.8536570207332,E,C,D,D,-29.614202613733966,0
Other,African American,39,Veteran,-86.95636577024256,D,D,A,-9.749373587295164,88.85421493171607,132.6418708188577,-13.754072820914637,E,-86.72678980260388,49.2819214833756,E,D,A,D,-158.2952878057969,0
Hindu,Other,46,Yes,80.19347872737093,B,E,B,-78.9866346956554,174.13463922758987,-139.73902902314788,98.83568986671438,B,96.71554852692617,-66.50450412856092,C,B,A,C,-83.68482785888314,0
Christian,Hispanic,67,Non-Veteran,79.37154231017173,A,D,D,-278.64950853475557,55.23666095257313,-113.01724814524847,-45.395720932064805,D,204.5960084162617,183.69666389850286,D,D,B,C,-62.96490085443869,0
Hindu,Black,41,No,7.107155883960097,E,D,E,16.23939346643185,144.03831229012377,61.47157016810208,-132.28587641283588,D,-70.59808847261232,180.74276039058753,E,B,D,C,101.77684522466966,0
Other,Asian,72,Veteran,40.270685306312984,D,B,E,-49.34883407213109,-140.39065063821988,-9.024453421638153,8.63054197426926,E,-100.5083778953926,-151.53431727450726,A,A,D,D,-97.31746784125532,1
Jewish,Black,28,Yes,-94.41339776506044,B,E,B,89.45183433676081,96.42918075122029,43.08637453560753,-27.235205106589326,E,-3.6332936689329487,128.95312933042302,A,E,D,C,-3.8946026139926238,0
Christian,Asian,60,Yes,-186.46653790699338,C,A,E,52.209474071892714,91.34055576913717,11.741205254853066,-109.89845798434008,A,-10.111074695969341,36.12698009822319,E,A,C,B,-114.52743454146143,0
Other,Asian,49,Non-Veteran,-17.68662674372861,D,B,B,-31.280205961663178,94.36809138017898,93.04399479952502,-97.87128417682086,D,-34.09754682496993,32.08687998170474,C,A,D,D,-5.814185329677649,1
Hindu,Asian,34,Veteran,-78.88649575733056,D,E,B,-4.260515775568252,34.671368576303074,-209.12205109723052,-39.45331697779,D,-115.70142796751864,-152.57716705587626,D,A,B,D,-36.72724969381912,0
Other,Black,36,No,125.98158009810707,A,D,A,-83.57654088309285,178.88629756377102,-75.87510569272324,-97.18932505537866,C,96.1239676083141,-152.75649115385386,D,D,D,C,24.262686132045562,1
Buddhist,African American,72,Non-Veteran,146.68278480170108,C,B,A,-73.67235111250638,93.69109513401912,-58.24639487184861,17.808376545400844,C,-35.35834171112656,-213.88639854457972,B,C,E,B,-82.84929802492415,1
Buddhist,Hispanic,38,Non-Veteran,-55.698756008953644,A,C,B,140.42688436615333,0.1468277935289692,-27.370709561070996,-12.717358420964867,A,-151.3389545142171,6.748368609501419,D,C,E,C,-22.749842762107995,0
Buddhist,Hispanic,36,Veteran,96.96798199607926,B,E,C,118.2472534083237,88.28728539348919,-41.23460958186057,160.0291075789729,C,59.81158534595272,-85.55186041779001,E,D,E,A,122.46167645114407,1
Christian,Other,34,Yes,140.83654261515625,E,C,D,-175.91934201646364,-81.14885448516468,83.32706496849613,-47.09065146267655,B,-73.85736893331524,11.870160768262261,D,B,B,D,-203.57814506618962,0
Jewish,Hispanic,27,No,-89.03844822851387,C,B,C,13.92300301501119,-243.64986079769687,-79.23256488046324,16.6907622736705,C,-9.822378866365861,141.43313671474695,B,A,B,C,21.978396252687023,1
Muslim,White,74,Veteran,5.723545829830004,C,E,B,-69.17073459620423,-62.32903855639926,6.137559588601708,4.535537107667312,C,-110.38039293424957,-7.875488702585338,A,D,D,D,-217.27081960312825,1
Muslim,White,60,No,-99.41172442551799,B,E,D,-18.1645806336224,-172.03256896523465,-71.8165641827804,67.91563700341791,E,149.85500382247432,32.61493011883173,A,C,B,E,173.69651760157444,0
Jewish,Asian,62,Veteran,-110.66410952135794,B,B,B,-107.70590326678662,81.69386726493588,-111.93179539079765,-103.14086863323517,C,-28.552424987885793,-48.122817033769095,C,A,B,D,137.36356829873372,0
Buddhist,Hispanic,28,No,13.780724686662754,E,D,B,46.8359868863488,-56.749606614844325,162.47069610589472,27.01410074770657,D,30.346271326308376,88.3850350121917,E,D,A,D,-85.53168386024296,0
Hindu,Hispanic,28,No,-104.95469436791947,D,C,B,76.5743069975216,236.01750110785113,-41.50761192554181,92.75694239437262,D,-29.32275025465104,71.0009765358529,E,E,C,D,-91.7525199613617,0
Buddhist,White,71,Non-Veteran,26.354612719922056,E,C,B,-119.46823451729914,55.04033698937633,-159.41560839861035,-25.43967552880439,C,84.7084862509489,111.65958564812126,D,D,D,E,0.10336196680168386,0
Muslim,White,62,Non-Veteran,18.370069468179125,C,E,B,-197.5951089253788,-302.7725586060928,129.33995907583966,110.06943315794852,D,7.528063170154156,135.44285119554493,D,D,C,D,75.00087522822473,1
Other,White,46,No,43.635464449124726,C,D,E,-2.405363915381994,243.19098033476712,-156.11144664638027,2.749354406520759,A,-59.63030352440028,108.37136732116291,E,D,D,A,-4.792824817955917,0
Other,Black,28,No,48.850664367859466,D,E,D,-79.61333490001645,134.841979842251,69.51317047082081,-83.66564810762253,E,101.4613668076729,-54.5144808696883,A,B,B,B,130.59936772157974,0
None,Black,26,Non-Veteran,-91.90227922401439,E,D,C,-93.78771419750618,45.36894028942903,-80.48124676091987,-140.74844014712858,C,-131.15493976279055,53.15970751686771,A,D,E,E,76.11572466397216,0
Buddhist,Other,20,Veteran,11.369552323264022,B,B,C,63.022799649847514,121.7602982323641,-84.11154254389042,38.8097518913341,B,2.4033607013836233,-178.59690179914887,C,D,B,E,-80.02954104054145,0
Other,Asian,70,No,73.8766394987459,B,E,D,126.54815699522376,-132.37862084279416,-211.00812965840353,-47.174803142893836,D,-44.48276132873234,156.0988266283904,B,E,D,C,13.371925303394155,0
Christian,Black,20,Veteran,-66.0891679081372,A,A,C,-19.288941587024024,-54.79370423801571,102.35426693857302,-81.35845082413873,A,153.68400850712078,-14.102356114514583,C,E,E,E,-161.6523206483708,1
None,Hispanic,22,Non-Veteran,55.50170680042812,E,B,D,11.727651296115644,-6.8785778179146355,-51.098680183304204,-91.78542083612336,A,3.871710876325448,-179.25825272785764,E,E,B,E,-49.48594457999059,0
Jewish,White,46,No,38.02831404064901,A,B,A,-96.06649868464113,-224.3826168590493,-3.265042883131312,-155.18455170543254,C,-138.40092202754496,14.828222901560304,C,A,A,A,-27.70259474254846,1
Muslim,White,34,Veteran,39.26390663630651,E,C,E,58.570475873705675,9.643454945633781,-11.363120186923476,-100.95742791109092,E,3.270488839995913,107.30461361942072,D,C,C,E,24.842222407304867,0
None,Asian,72,No,-121.3784204698008,C,B,E,-14.733782107869931,-367.0061983374315,6.87790566996417,-87.97232783520764,B,215.82145114641307,50.137892631882096,A,A,C,E,39.23632638658505,0
Other,African American,26,Yes,24.023326875089033,E,E,E,102.62984922646483,115.76947363943634,2.656865820609208,96.24265938944536,D,11.093132040364873,-34.68227385702158,A,E,A,E,-75.37937794638016,1
Christian,Black,32,Non-Veteran,-33.55710305683131,B,D,A,-18.5894438404757,-90.91850083272438,11.133221250046912,15.287275733188006,B,-112.8135772347355,188.24863925016444,D,E,A,E,229.7594095420025,1
None,White,32,Non-Veteran,-98.07561216140263,C,C,B,219.6377483671684,10.814004013164322,0.6861638542134121,-220.93571269521374,B,-175.89800828620974,-7.943920785984582,A,D,B,C,60.578855221036264,1
Jewish,Other,32,No,-9.259907914082753,A,B,D,108.76093233259935,67.51207206893703,-63.61615136952078,18.511488774894616,D,-60.08483804596856,179.3624290842805,A,D,B,D,50.73618418364981,0
Muslim,African American,39,No,13.365698533978307,B,A,A,82.11149920942444,-83.20356337027489,77.7376677265817,13.100794361331157,B,45.108471621133575,-101.35039525270363,E,E,D,D,92.5215474949457,0
Muslim,Black,52,Veteran,99.27040517534071,A,C,D,-1.8609004209945637,-89.99350302054391,30.78349486302015,-20.461610262801923,D,-51.0818932206329,-48.853773647039795,B,C,E,E,-27.17217004501895,1
Christian,White,57,No,-34.866734423051206,E,A,B,-25.384195692576895,-38.783966663073926,-14.659126275393389,46.78348486798548,D,-12.719941425260876,-23.867927165864035,D,B,A,B,33.477179703497846,0
Other,Other,47,Veteran,97.78645630743694,D,D,B,24.446246668518814,-83.01506363636022,87.95945824296253,-32.85224747691524,E,-22.46215489439679,-191.76313395430492,D,A,D,E,-84.83618593213096,1
Buddhist,Asian,26,Non-Veteran,0.8488961073232257,B,A,E,-129.3447368604474,40.10101004680324,-52.979254319796844,94.94515981962289,D,29.63193813564926,-28.322285496221646,B,E,E,B,51.980740046127316,0
Jewish,Black,39,No,-45.18725937060831,C,D,C,15.065795586007413,34.171509008634146,-28.196142291966254,4.311373662922775,E,-67.98839202537866,-49.982229755723125,D,E,C,A,157.08659242279452,1
Hindu,Black,77,No,-62.52425133639945,E,D,B,67.21802102822596,33.91727949343151,191.1976529226025,-115.28665721111027,A,59.142193592613935,89.97147592853896,C,D,B,A,-79.90469879242042,1
Muslim,Asian,35,Yes,-53.36632118600828,B,C,C,35.59805555985501,-121.42204218863151,15.42852579878378,32.920488604488824,E,75.7790370407878,200.7172335163416,D,D,C,E,-54.614402976160434,0
Muslim,Other,29,No,141.4234563309924,C,C,B,216.3156385831886,13.631623795997719,16.40959454793801,77.38153722745726,E,8.222896242081333,-17.849178265108854,A,D,D,E,213.72159317387386,1
Buddhist,Asian,59,Non-Veteran,-10.359681310995486,B,A,D,55.26377765693663,-90.29448207565973,-44.87018020832179,56.42395038842858,E,-19.90890167175633,15.845403998611538,B,B,C,E,116.48094784179844,0
Christian,Black,75,Yes,56.419030244139854,B,D,E,10.642193092831551,70.06221765405924,5.344432041858453,-30.70001641849853,D,-11.048609429835949,4.682231243448793,D,A,C,A,-40.39664473439613,0
None,Black,31,Veteran,21.79563764039641,D,E,B,-46.190390867305,-20.12152997674871,168.85241764727883,-82.49459063740257,C,68.86300973076659,-133.892123859661,E,C,C,D,19.142672623206607,0
Buddhist,Hispanic,78,Non-Veteran,91.40249003035817,C,D,E,183.35399270659326,-66.17185385785933,111.53324292563826,-93.55396787928814,A,-115.10211160904842,-10.384097044716787,D,C,D,B,-226.65913768135505,1
Buddhist,Asian,67,Veteran,-40.855724111897565,A,E,A,60.845114199099136,-54.57444579184829,-116.32832383275434,-89.22935386758967,C,-74.56151716051764,-28.5522650829365,E,B,D,B,115.6616691646548,1
None,Hispanic,37,Non-Veteran,-65.61972886370788,E,C,D,86.27027729602072,-52.51006594848933,92.35108469873965,12.269780111786922,C,-111.15596994604499,222.6702199789504,C,B,A,E,-107.08942224482341,0
Other,Asian,19,Non-Veteran,41.01076568610711,E,C,B,113.02983625569638,-67.52461144631195,-150.5639274727835,85.6990398276513,D,-64.75669538738377,9.165436635060043,D,E,C,B,-87.12512085107679,0
Other,African American,42,Veteran,-15.070969896743053,C,C,D,134.519760275642,-55.34777344458317,-117.40844088391242,-21.94823788198106,D,-69.06602550991818,139.92523827719234,E,B,B,B,98.03327616401765,0
None,Asian,51,Non-Veteran,-27.267403034966815,B,D,E,-41.579982839597996,-38.80326647116155,49.880523365799334,61.48766831302546,A,-88.50296728362387,-101.57313802763268,C,A,B,E,275.1921071208209,1
Hindu,Black,30,Non-Veteran,111.19864980911748,A,C,A,13.20564399071479,-71.71175929906089,55.555822797254805,137.71388504061272,A,48.84186433230695,50.66351849399647,E,B,D,B,-51.643298429379705,0
None,White,18,Yes,-175.0871291050802,C,D,C,6.9169027951238125,-57.514290987115125,-23.043431133107326,73.71211660729574,D,-55.62221169586877,7.542937827144648,A,D,A,D,61.474073829076104,0
None,Black,34,Yes,103.2061463547213,E,E,C,41.47973789656868,56.75397539037409,128.73161852444022,82.76290095768456,C,142.70601948245724,110.29200570392821,E,B,E,B,48.19413649666029,1
Other,Other,66,Yes,-106.26537507224323,A,C,C,65.85966697815682,-67.08895801023388,121.95968160716811,-7.701475852784675,A,38.322795074573015,-38.24639633094793,D,E,D,C,96.36585071692599,1
None,Hispanic,33,Non-Veteran,-152.89664068064357,B,B,A,117.84738935160783,-114.35609093934642,-58.43242327139393,229.85359192625396,A,40.934807401177224,25.33237149022537,C,E,A,B,28.306956734170047,0
Buddhist,African American,53,No,-1.6651070891053155,E,E,D,41.54788817879807,195.960754627937,-185.07362599526365,-2.2423606954199293,D,-114.64130461068982,68.7489006639654,E,D,A,A,41.29234984411728,1
Jewish,White,47,Yes,145.81607111290162,E,D,C,-88.37693928221805,99.58042220147381,-3.018527540945296,6.0209701320688644,B,-73.8845986718364,90.74057713384673,B,A,D,A,94.61548417117339,0
Buddhist,African American,41,No,133.3939359390896,D,E,B,13.498822452905145,-171.24587785919104,-109.94880679977106,35.277015173379596,D,-27.760456526986687,209.38218631003056,D,C,A,E,93.75529794362444,1
Hindu,Black,18,Yes,5.219076781091874,C,A,D,63.81131568120375,110.90157645874503,33.58370981661993,-63.95543616188532,C,-3.2089056695182974,-0.3382868410733304,C,B,A,C,90.83819170692628,0
None,Hispanic,28,Non-Veteran,22.807301298804198,A,C,E,159.40054751157655,35.7085602737007,35.66805525882716,-119.43592898977784,C,124.5956392925011,84.34711389713209,E,D,A,A,-129.8072123771266,0
Hindu,Asian,43,Yes,203.30685108060095,C,D,E,29.379580620800926,148.8909027613462,-138.6186342563856,-21.51816848087872,A,-115.60486023297159,221.6032571850317,B,B,B,C,121.19845847300992,0
None,Asian,19,Yes,92.6108058427097,B,A,A,80.97648880838882,-141.38137210803941,51.31318308799819,-185.84212548039335,E,76.69788333889261,-151.40850037037845,C,E,C,D,-53.00168535387934,0
Hindu,Hispanic,25,Yes,52.45530608555651,C,A,A,2.9045991969514686,35.49007779677087,127.12245769284746,191.15606060393566,B,261.0238496648702,-84.2363850785135,D,B,B,C,158.46780277390585,1
Christian,Other,23,No,-30.762796582365354,A,B,A,-44.152854446942584,-112.38984169222827,-193.50133975447878,47.99234911829666,B,-150.19615977212484,20.661300833353014,C,C,E,D,37.15500358023453,0
Christian,White,65,Yes,-98.40507693408291,A,E,D,41.338596483231896,87.68939034239668,-12.728819702326966,12.088192510437825,E,-22.634876627065843,48.06005945228325,D,E,C,B,95.6247398702608,1
Buddhist,White,65,Non-Veteran,-150.3382259016826,A,B,B,148.40961962094133,-86.41464000176217,15.66083981117267,-49.08611281873529,A,-17.90002728529048,71.22334506462703,C,C,C,E,69.3325842793535,1
Christian,African American,64,Veteran,-23.802583435490718,A,A,A,27.088347998478024,112.24621735579984,46.48308973776628,157.01032533938232,C,136.46277873584214,-155.85836182773758,E,B,C,D,71.24535566780523,1
Other,Black,44,Non-Veteran,11.552188049127592,D,A,B,-104.00503628434362,34.56883638206799,-90.70579759339488,-44.65603796902495,C,-21.911116134846313,97.78670685213827,C,B,A,B,24.437880565656673,1
Jewish,African American,26,Yes,0.37153827110926907,C,D,B,-12.441870807696006,-55.578977804097484,-24.256156056733914,129.82064144536386,E,-183.05130929604556,177.18744974022147,A,B,C,A,23.22257077465755,0
Christian,Hispanic,61,Non-Veteran,-38.25020245516602,C,E,B,-96.02782213730292,-70.35815824989079,-81.77844313732294,137.13326075945488,D,-100.34275680869239,33.659828232821994,B,D,A,C,-144.879682118989,0
Muslim,Black,34,Veteran,-75.30452961259418,D,C,D,3.604557764478886,-37.6490081961923,25.727282242673375,-35.92872236664571,E,71.88599528430989,-25.650681370142426,D,E,C,D,-116.9631745368935,1
Jewish,Hispanic,55,Veteran,54.70336778167677,A,D,A,-255.93925142488652,-33.90911039105984,30.18156827904636,74.31764536345591,B,-74.93714246642523,-79.23814576166677,B,B,A,C,-2.77372476099948,1
Muslim,White,24,Veteran,117.2318082680872,C,B,D,-191.3633841924347,-2.2615663674128603,-101.41364220811676,-5.720877895184731,B,1.683900780610073,-138.57907277150895,D,D,A,E,-58.77756512187159,0
Hindu,Hispanic,32,No,-76.61206524822258,A,A,B,-4.891827154877854,-66.32560890705366,-241.85950173267167,-38.67949549111751,A,59.93568614333577,-146.61419018151355,D,A,C,B,49.542320766805034,1
None,White,43,Veteran,60.5422606309143,E,E,B,28.638401190087865,-118.06665334036317,121.28114782557597,7.4931345432899725,A,261.9461919587326,-30.230521226299157,B,A,C,C,8.052244594401099,0
Jewish,Black,79,Non-Veteran,41.541544040717724,B,B,B,53.37079038704131,-77.44954761121896,-40.95994974305803,-94.15663476030515,E,145.99388862527954,-114.38990232647402,E,E,C,D,-82.09232673896008,1
Other,Hispanic,21,Veteran,40.70445271088744,C,B,D,78.82756070053952,-23.8414330080683,31.186740964816543,-107.02562562959666,E,-21.52225712275193,11.546135508756798,B,D,C,B,195.44426684538232,1
Muslim,Other,23,Yes,74.61535503573172,A,A,C,-44.834005162645866,-114.9531732512614,-76.711594794852,143.8119067560803,A,-38.18676939104585,-96.25937852951948,C,D,B,D,-132.47363357755356,1
Hindu,Hispanic,26,No,-115.92841786319174,A,E,B,42.91477653704748,-94.76320057127145,24.32243136042918,-160.92687108176966,E,-26.856606576495718,107.40152251827244,E,A,E,E,-165.2643467550176,0
Christian,Hispanic,29,Yes,-80.54349695807737,B,B,A,85.70953149664915,-83.71872591863638,-52.670393144442954,-18.282005815645746,A,-181.51338787451226,212.2864008782983,C,A,B,C,24.23098226695674,0
None,African American,53,Yes,92.09827570509636,C,E,E,-2.1689338439996604,7.9292323648233545,27.65199733377422,-13.326214591749011,A,53.383485590541426,43.681650542002345,C,A,D,B,-140.7616540813978,0
Christian,White,35,Veteran,113.46117973209864,E,D,A,14.687611963876272,164.2351979880854,16.633899732783487,-115.48038531027389,C,-16.048411958213773,-27.963700811452696,B,E,A,C,-17.709399296967433,1
Hindu,African American,31,Yes,22.593860392062766,D,B,E,-39.76195616897812,-40.30653347185289,212.0764310217783,-99.09659239776687,D,24.951699386905016,-139.25908009175942,D,A,B,B,27.230913091490184,0
Buddhist,White,67,Veteran,-85.02307931634343,A,A,A,19.185948095738752,149.5450600846385,-66.10448497811448,186.19312354841747,E,78.69663460872776,143.10440108579155,B,B,A,A,-79.03176094902314,1
Other,African American,48,Non-Veteran,28.391789591905837,C,B,A,40.53164588100971,-43.18121460211289,-140.07260647275527,3.1773152994879124,E,88.69420984933313,155.29606281785536,B,E,B,B,79.3872936628025,0
Hindu,African American,64,Yes,-64.9974803513884,A,B,D,198.24629070157715,-88.47567030266453,8.40526621178401,33.42976599633484,A,-64.01322804547877,38.249855411464026,D,A,C,E,80.63336478898893,0
Muslim,Hispanic,28,Non-Veteran,92.14725504641716,C,D,A,-2.5835799478825137,-98.59094945530808,153.21184499806685,-7.32875440671627,C,132.14771633038507,-16.350714129192323,A,D,C,D,91.39164895628802,0
Hindu,African American,24,Non-Veteran,-188.61853139726435,A,A,E,126.5065135831245,-99.66964031387988,161.0822504275236,-83.31407359686386,C,89.61108481697235,68.40041485501544,E,B,A,D,52.94240790747444,0
Other,African American,25,No,-13.000570207146842,D,D,E,37.80466619045192,-77.74525967043368,-49.749768945669075,-175.9866372175487,C,1.4099125610018,131.29403001155745,E,C,E,A,98.0399267175562,0
Muslim,Black,48,Non-Veteran,16.881084719406644,D,A,A,-89.90129434243131,-33.513465994780454,128.27829659453235,-100.50838382859028,D,165.03169362765007,-36.688019232829205,C,E,B,C,12.676091322345012,1
Jewish,African American,54,Yes,-25.14772665634078,A,D,D,74.8514691443963,8.314072911380723,-13.949389875296008,-127.52484413294196,C,-67.65293864220777,-1.5584803116348356,D,C,A,D,-137.37301020594649,0
None,Hispanic,37,No,-19.578143283847798,D,D,D,-80.23509948712744,-7.270840612404128,-4.484411412156239,-36.542165226649736,D,-34.04156992662591,77.94772390577856,D,D,B,E,-117.09262401503993,1
Buddhist,African American,49,Non-Veteran,100.86823296353329,D,B,A,-3.996233803326047,91.15807132782213,19.109372934352848,147.76259914150194,A,-158.3407171030487,-0.665917493995549,B,A,D,A,-56.512556602509726,1
None,Black,31,Veteran,60.71462191504573,A,C,C,75.64342823252859,-71.20072506781436,-45.25974017375414,168.1553354923694,A,48.221633023464236,73.78156066883096,A,C,C,B,65.2102183693681,1
Muslim,White,69,Non-Veteran,1.6047907506833239,D,B,D,28.36745783340719,21.666977162019176,-21.35202467507603,117.17279852454901,D,140.85364166092958,-133.70083780631526,C,E,B,C,-55.76904242672981,0
None,Asian,31,Yes,-4.209366275899368,E,D,B,-184.4271074212668,58.225547199268114,-68.01028040834247,-22.23869626547454,A,-24.34189769891138,46.54797142961438,A,B,D,D,73.12286274167191,0
Other,White,65,Veteran,-11.482689889794878,E,A,E,-142.77557021965916,17.947860231881172,167.15740202190042,149.03386534105033,A,1.5202065776190683,86.87163960309675,D,E,D,D,-10.71786610818313,1
Hindu,White,27,Yes,94.51115923547995,B,A,B,-124.00222182330891,94.21156014439667,120.07258404087848,-9.287527671393027,B,-105.81283226462273,38.09190327694101,B,A,E,B,53.81042774928614,1
Christian,Asian,49,No,-207.5037518428279,D,B,E,58.21883000946967,110.13741560289061,-203.7291493698654,-138.11574397812714,A,57.49557963976076,178.7761594054047,D,B,C,B,10.854221284269125,0
Hindu,White,53,Yes,159.11368851806054,B,A,D,-28.784577788838728,-57.620549608384906,18.79873866085351,26.62978486316934,A,71.0315943154098,-37.94248238035218,C,A,B,E,-56.106919153941405,1
Christian,White,22,Yes,-111.10539651444363,A,B,B,145.3171947646481,-36.8949430396639,204.12386467450708,-185.1924678097983,A,36.51711681610089,100.28779320355122,A,C,D,A,-96.60658393602822,0
Muslim,Asian,51,Non-Veteran,-109.55840928599694,A,E,D,29.656837635501077,-32.22173928401839,-9.735500393313961,73.59344588225711,C,68.88475912008954,-137.43314044562825,C,A,A,C,-53.089179093470904,1
Jewish,Hispanic,21,Veteran,-7.20110690845957,B,C,D,120.61206071052841,190.48102336352468,29.483621992494047,65.08644395710108,C,-169.2567962703914,-10.623606952062486,B,E,E,D,-153.9766684044549,0
Buddhist,Asian,73,No,9.43224125715366,B,D,A,39.986469990110905,-26.64354521831354,-235.312347872078,198.56673338871173,D,84.06432217092684,-95.58433986071918,B,A,A,C,-13.648782424103132,0
Other,White,18,Non-Veteran,-78.5421789421729,D,E,D,106.71330456425017,-33.02717571985761,20.311480706650798,87.83688323536481,E,-4.942766774889409,66.96848903392915,B,D,B,A,21.868121683915113,1
Jewish,African American,53,Veteran,-3.351434280128175,C,E,B,14.721719212977243,-139.58159372354166,22.234729983963323,355.02570000421844,B,19.977902836041135,-67.63638092219966,E,E,E,A,-191.59435862475817,0
Muslim,Hispanic,55,No,-48.68668954831282,C,B,E,-100.70936921273021,77.13255629033117,-123.61959181245399,2.460190585261437,E,47.47157061071496,14.311014363331488,C,A,D,B,33.50515021671348,0
Hindu,African American,77,Non-Veteran,-34.79211268524465,B,B,E,-90.67729230399974,212.0439214431324,36.205522996457454,-10.52717889253666,C,109.90439974300426,-73.42694046441528,D,E,B,B,-117.62231916434982,0
None,African American,28,Non-Veteran,-125.39085064807414,C,B,B,-33.75071397120013,177.9444195925811,23.192249460870784,-250.5249150342868,E,-59.92743704167511,-105.95865064296702,C,B,B,C,31.83217181639901,1
Muslim,Asian,35,No,88.73992537011434,E,A,B,33.148198435071045,4.414067602099258,-48.71756100124385,-73.07589094310399,E,-46.99362986822175,91.91676611022534,B,D,D,A,204.05468908102594,0
Muslim,White,20,Veteran,26.878047591230953,D,C,A,-37.13851686549784,80.2272076245007,133.3704439702025,76.70715030045105,D,-18.820203973204233,-53.04140736759694,C,C,D,B,16.80612611410855,0
Jewish,White,75,Yes,87.78213701324093,E,A,C,52.143576885030896,-178.90179522102667,192.04652623051808,217.4754427013908,D,96.87056677597678,239.63935683368626,C,E,C,B,-35.00359851422667,1
Jewish,Asian,55,Non-Veteran,-62.20661163226908,C,E,E,-56.04253008758982,63.37327342986384,-69.09103808428131,28.826854366768323,B,-88.14241282973731,-131.71642038510228,D,E,A,E,-17.92767328455636,1
Muslim,African American,48,No,-31.757624364136188,D,C,E,79.34986002615855,180.33432855272852,72.20860424139352,-116.88400594250416,C,80.39568887010978,13.118060930210278,A,D,E,B,107.7022968736726,0
Christian,Other,19,No,312.17389878282404,E,B,C,-27.092567055185484,-246.31759424592596,-132.77954568716171,34.8043816895006,B,83.58600587721196,-34.14088488100677,E,C,C,E,114.6861630587136,0
Hindu,Black,68,No,40.69133965659108,A,B,E,165.1397861223157,-88.12620995316817,79.49045928396595,119.68556530182343,A,54.57836396797781,-32.5027578502667,D,C,A,A,18.37427808203817,0
Other,White,65,Veteran,59.97273228473119,B,B,E,-62.84216504112188,45.753983192547715,41.085143220211314,44.550830216568414,C,-204.80285739312026,-172.65002289192907,A,E,E,D,-62.44156668134241,0
Buddhist,Black,33,Non-Veteran,-83.62662734356579,D,A,C,73.62159299422625,-41.98338885065706,-83.45863518183022,-48.39668869238159,E,54.68241847887126,49.07517064760942,B,A,C,B,154.16246952337,0
Muslim,White,72,Yes,-86.13099952946702,C,A,A,-106.78498464777293,-207.84552508392684,-157.4226629933591,1.499305954164167,E,64.67828807928085,84.74217735297023,A,D,C,E,146.09037072121706,0
Muslim,Other,74,Yes,35.152689112173114,C,E,E,-73.86618682177503,-187.10686105205485,102.60451109002405,-31.197258099766508,B,21.233401806647755,155.84925463468323,C,C,E,E,-43.958596750836676,0
Buddhist,Black,47,Yes,18.99068901343345,D,E,B,-66.87937339708972,69.03391699456695,66.27743191192926,120.7041847145306,B,85.48063006020651,23.373520175979785,A,B,C,D,-218.77962337169015,0
Buddhist,African American,50,Non-Veteran,-92.2168877032096,D,E,E,-59.58258951672853,-151.70286244742377,-58.89303925776783,32.340613677915556,A,50.237249289906636,-189.67335413470815,D,A,C,D,-41.21799018104611,1
Hindu,Asian,57,No,-68.68904106129466,D,D,D,-102.7212405594877,13.59435441135698,100.29822318685369,23.20083998380971,B,146.37282420539879,14.071448993596796,B,D,B,C,-52.3876844524502,0
Other,White,48,No,-46.26902426226205,E,C,E,-214.31842219846214,4.537577652232489,1.8163359758807882,170.6504902062511,B,-18.767549508930443,-96.61526147974865,C,D,C,B,55.55396626104915,1
Jewish,Black,35,No,119.51280702196385,A,E,A,-114.82751694630167,145.08932831449835,-241.84368034050928,-94.78110926792239,B,38.991428098528466,207.72769134219442,D,D,C,D,59.84379794903874,1
Christian,Black,34,Yes,-47.126898412301394,D,A,C,15.787676247932438,-107.46885175407732,106.50653263353024,-24.821785179474965,A,-99.51250272731974,88.68434986448868,B,E,E,E,65.24548559639524,1
None,Other,29,Non-Veteran,85.04510736605505,B,E,E,12.722357376894175,-34.315413028492806,-25.254079065615105,-57.63714276869859,B,-287.95448343112054,9.75815081313332,B,B,D,D,26.634295498532058,1
Jewish,Hispanic,35,Yes,4.227707998529344,B,D,B,105.7386948518092,-10.125129690009064,-154.03002312873323,258.87849991636773,E,-56.69777691241188,-109.21350774781212,B,D,B,C,-102.07057138374,1
Muslim,White,75,Veteran,79.78178646336423,A,E,B,62.09256498157192,42.285579819389646,25.571960655597437,-73.84538146330793,A,-145.91496637898183,-105.72647017168994,D,E,E,D,38.95825465076494,1
Muslim,Other,62,No,24.553743398107752,C,E,A,41.275793248879324,41.74185670745763,-70.7475081268365,4.433823464722312,B,-12.44114774291409,155.71170092742207,B,D,E,B,127.44545075813181,1
Muslim,African American,42,Veteran,-130.51581528525566,A,D,E,43.84269882683983,76.29421044232213,84.32105044777587,50.47465926782358,E,84.99896150181326,10.777889162634377,E,D,E,D,-3.484280117934209,1
Hindu,Asian,45,No,-2.5476893155156572,B,A,B,-247.52732893914367,-100.30737909137153,0.1129373942771831,-68.14323906096256,D,7.3528715836321,35.418639145072305,D,D,B,A,46.00381506774762,1
