nation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
China,A,D,B,D,B,D,E,A,8.195960745162726,90.66850078403549,B,0
Mexico,B,E,E,B,C,B,E,A,-49.09882611638917,-95.25114213650022,E,0
India,D,D,E,B,C,B,D,D,146.67374327930168,46.92624116099518,E,1
China,A,E,D,D,A,C,E,E,-136.60214677216663,-6.706415733921102,E,1
China,C,A,B,B,D,D,B,C,-22.1933277198872,181.31738683455467,E,1
Germany,E,D,A,D,A,D,D,A,103.54799762507672,-38.91456250588134,E,1
China,C,C,A,D,C,B,D,A,-166.82750929975697,106.76743148314907,B,1
Mexico,C,E,D,E,B,C,A,A,-113.3525350930078,3.789022831061082,C,0
Mexico,D,D,B,B,D,B,A,A,-30.661315888220553,18.807042478407293,A,0
China,A,C,E,C,A,D,E,C,70.93611211982812,9.037510934005413,A,1
Brazil,A,D,C,B,C,D,E,A,-116.0183086949754,58.19593083218356,A,1
Mexico,E,E,A,B,E,B,C,B,-44.41409629582708,-25.550985517751734,A,1
Brazil,B,C,C,E,A,C,B,E,52.765252099591706,-7.199813835094418,C,1
China,A,E,A,B,B,C,B,A,-22.091030932151774,-240.8244278160571,C,1
Other,C,B,A,D,A,E,E,E,41.255694293982145,139.13162339302897,D,1
Mexico,C,D,D,D,E,A,B,B,-143.63035400931324,-155.1177545277162,C,1
China,B,B,E,A,A,B,B,D,168.61538167719686,101.059029767476,C,1
UK,B,D,C,D,D,E,C,E,-164.2934822539411,5.4033635446457104,B,1
Other,A,B,C,B,B,D,B,C,67.97856862649068,256.02271733933975,D,0
Other,A,A,A,B,B,B,E,D,-61.06324746192158,89.98852423053941,E,0
Other,A,D,B,E,E,A,C,A,150.89622246874802,136.3159127339264,B,0
China,E,E,D,A,E,C,E,D,218.2571061233204,29.846188486030734,A,1
UK,B,E,D,C,A,D,A,B,20.13463602386779,-186.19170689283257,B,0
Other,B,C,A,B,E,E,C,E,35.816577272165084,4.916470651193991,B,1
Other,A,D,D,C,A,E,B,E,39.770101957587926,-69.31447126884754,E,1
UK,A,A,E,A,B,C,E,C,46.48594830315197,71.12829212872657,A,1
Mexico,A,C,C,E,A,C,E,E,42.53477441490551,-64.37388574257146,B,1
India,E,A,A,B,D,B,B,C,-19.510385235014112,-99.93952712735208,D,0
Germany,B,B,C,C,A,E,A,D,52.35723658819048,-42.25647711020233,D,0
Mexico,D,C,B,A,B,A,B,D,-25.31059604480202,83.02867262303563,A,0
Germany,E,C,E,A,D,C,A,B,-26.699982026534308,-135.64458048920943,E,1
Germany,D,A,A,E,C,B,E,E,-65.595684667411,-73.4520442305801,A,1
Other,C,C,A,B,D,B,A,D,-113.00625006186,117.12061631098625,B,1
India,B,E,B,D,B,E,E,A,-71.78563101891675,262.8087904649481,E,1
Germany,D,E,A,E,C,E,A,D,46.491698162427355,260.84267892367075,A,0
Mexico,B,E,B,B,B,B,D,E,-63.78824591788792,52.67587563686159,B,0
China,E,D,E,E,E,A,E,D,36.8423079532436,140.63730088640077,B,1
US,A,C,B,E,A,C,B,A,-0.0016503977240288536,-19.330137870910864,E,1
Mexico,B,D,E,D,E,D,A,E,-62.881937707372934,37.51663872994623,A,0
Mexico,A,D,D,A,D,A,B,E,79.87163009238287,-2.277644855907694,B,0
India,C,A,B,C,E,E,C,B,23.240729273982865,38.995691733644016,D,1
UK,C,E,D,B,A,C,A,A,82.08043960710214,39.71518823758592,A,1
India,E,A,C,E,E,A,D,B,-10.970534501771468,34.116509263226405,B,0
Mexico,B,B,E,E,A,D,C,E,27.304170598017706,-115.0295185635269,E,1
India,B,E,B,C,A,A,B,C,-36.886657076138576,-81.21293046843415,E,0
China,A,B,C,B,A,E,C,D,-117.06423422715461,-0.009521735163562244,A,0
Germany,A,C,D,A,A,D,D,C,8.01498180283686,25.259608723823895,C,0
Mexico,E,E,D,B,C,C,A,C,-47.47091562744733,57.20440136796389,E,1
India,B,C,A,A,E,C,A,B,-95.1399707753361,29.33433935472165,E,1
UK,B,D,B,B,D,B,A,D,16.688361601794064,14.195242614903677,D,1
Other,A,A,E,C,D,A,E,E,61.06477283160733,77.66089365210942,C,1
Germany,E,C,C,E,E,D,B,A,92.36303670153649,-63.24474905172052,A,1
Germany,E,B,B,E,D,E,C,A,21.71598461883029,15.47301008791867,D,1
UK,A,A,E,E,B,A,E,D,194.2302084103921,168.18908626608123,E,1
Other,A,D,B,A,C,B,D,D,62.728017768136546,-215.09441637600574,C,1
UK,D,C,C,B,E,C,C,C,58.749786516878764,2.028902826426075,C,0
Mexico,A,C,D,A,D,B,D,D,-35.12300328802476,-34.20042903899335,B,1
Other,C,C,E,E,D,D,D,C,-1.9362522262010278,-40.81773871928096,E,0
China,D,A,E,E,C,A,E,D,103.1128722699837,-63.00829782108705,B,0
Other,E,E,D,E,B,E,D,E,-111.73973092756712,-198.1970703271864,B,1
Mexico,E,D,D,E,C,C,C,E,-166.72555981967415,128.39720092639968,A,0
US,E,C,E,B,C,C,A,A,104.0645741563302,109.0831877557003,A,1
Other,A,A,E,B,C,A,E,B,-129.49406976684566,-243.9224496725941,B,0
Brazil,D,B,A,E,B,B,D,A,5.435053873694561,111.41592876104389,C,1
Germany,E,B,B,C,E,D,A,C,-11.140065583372182,-68.44803596181741,A,1
Brazil,C,B,B,D,D,E,B,C,31.38358102767207,-54.96364636216591,D,0
India,E,D,E,D,A,D,B,B,129.0350976180626,277.844861285234,C,0
US,E,D,B,E,A,D,C,E,69.38628078468614,-68.82197812924761,B,1
China,C,C,B,E,C,B,A,B,28.03234719227985,-55.84481895518893,B,0
China,A,D,E,C,E,C,C,C,-35.17746320512143,-156.05640903685182,D,1
UK,B,C,D,B,D,C,E,D,-25.62011950652014,35.51578363045535,C,1
Germany,D,B,E,D,B,B,D,D,-72.45354850699948,236.86997923410198,E,1
Germany,A,C,A,C,A,E,D,E,221.29867452854853,-144.95875690730978,B,1
Germany,A,C,D,C,A,B,B,A,195.36255131563777,-73.3784398061723,A,1
Brazil,E,C,D,D,C,B,C,A,14.536551180762169,137.71864572598403,B,1
Other,A,C,B,C,D,E,A,B,150.84209567920328,43.62745101085178,E,0
India,B,E,A,B,A,A,E,C,22.411699628003163,-20.407590480298417,B,0
Other,C,A,E,C,A,D,D,A,111.54404700155803,-25.368656275481733,D,1
Germany,D,E,D,D,B,C,B,E,32.81134227877463,-164.94216062911548,A,1
Brazil,D,D,A,A,A,A,B,C,-22.78193893491718,103.8999131316172,D,0
Germany,A,C,C,E,D,B,E,C,46.941833492043045,47.06194098633587,A,0
Germany,B,E,B,C,E,A,B,A,-163.65267637211633,-0.9617215907309764,D,1
Brazil,A,D,D,E,C,C,E,E,-74.31929055529697,25.80131783005404,B,1
UK,C,B,E,D,E,C,D,D,0.17339701972376811,58.38045558487024,A,1
Germany,D,B,B,C,B,C,D,C,-30.882507142217484,143.03402339726296,E,0
Brazil,D,B,D,B,C,E,A,A,-10.021689128222908,146.36797522470187,E,1
India,C,A,D,C,D,E,D,D,27.878200276492155,69.60338191839551,B,1
Other,E,D,D,D,D,B,E,E,149.81101569298949,-229.41901580549754,E,1
India,C,C,E,A,C,A,E,A,-124.08823097490946,124.31617653046429,C,1
UK,D,C,B,D,C,A,E,B,-9.912661746491484,-97.98874145489165,D,1
China,E,E,A,C,C,E,C,E,-201.14665081218632,176.31633696083037,E,1
Brazil,D,D,B,A,C,B,A,E,-65.12755876572123,-119.64099091745939,B,1
Other,B,B,A,B,C,C,A,A,70.65993882861939,-21.894890421543042,C,0
India,E,A,E,B,B,E,C,C,210.27486008557506,-56.83664321839173,A,1
Other,D,E,C,C,E,A,D,C,-75.84213377395767,-86.66493283450207,E,0
Germany,E,C,A,C,D,A,C,B,-210.12258943039944,-72.72612293036275,A,0
Brazil,C,C,A,E,B,C,A,B,-7.700895857285113,-76.3293262773945,D,1
Germany,E,C,B,B,E,A,E,E,221.52480611806564,244.73393606347958,E,1
Brazil,B,B,B,B,C,D,B,E,42.497465754111765,-30.916216605487723,D,1
China,B,B,E,B,C,D,E,A,-7.862059734376537,-57.059035475634815,B,0
India,B,B,B,E,A,C,C,B,7.0017747661276815,-139.01514630333006,D,0
Mexico,B,E,A,E,B,C,C,E,100.84390167603536,-80.40201002211049,C,1
UK,B,A,A,A,D,C,B,C,-54.086539608868314,-18.391436206723466,E,0
China,D,A,E,D,D,E,B,E,-89.86839163349046,-280.52929641171687,E,0
India,D,D,B,C,B,C,E,D,48.1536870842981,-70.43789472588767,C,0
India,D,A,C,C,C,B,E,B,105.00744814225757,47.776114103551734,E,0
Germany,C,C,D,E,C,C,E,A,-2.8389210101998335,-60.208095790432324,C,1
Brazil,A,A,D,E,A,E,C,A,137.4681545309645,44.040534097615094,C,1
India,E,A,A,E,B,D,A,D,-132.41161312737725,40.24696974248162,A,0
China,E,C,B,B,D,D,D,B,-48.72484409246948,116.60580398454962,B,0
Other,B,A,C,A,A,D,A,A,-133.76198725045154,42.603901189837416,E,1
UK,E,B,A,C,C,D,C,C,19.420094727077338,-129.72841707425192,D,1
Brazil,B,D,C,E,C,D,D,A,-57.30081982350631,-60.982737100016216,A,1
India,C,E,B,D,E,D,D,C,-124.62821365922461,79.74845781718967,D,0
Germany,A,B,D,B,D,E,D,A,9.212636084666173,-94.0622200416212,E,0
Other,B,C,D,B,E,E,D,B,102.71172745481367,-125.9324732949207,D,0
Germany,E,B,A,E,A,B,D,C,-175.27063241645052,7.488409845688788,E,1
US,C,D,E,E,D,A,C,E,-119.29147135926009,76.14929330871239,A,1
US,D,A,A,C,C,D,C,B,-52.51969173160237,134.275759653148,E,0
India,E,D,A,E,A,C,C,B,227.07079704004295,60.47158018049409,B,0
Germany,E,E,D,E,B,D,A,D,-93.38303267080732,-123.55062915860327,D,0
UK,E,C,C,E,B,E,C,E,95.9245318765358,-56.388554965326044,A,0
UK,D,A,D,D,A,B,E,C,-120.86361397438962,-95.9220895571039,A,1
UK,A,C,B,C,C,C,A,B,-32.457068880601334,-129.0746659954447,D,1
UK,E,E,C,D,A,B,B,A,58.57232861028769,95.67141449173474,A,0
UK,B,B,C,E,A,C,B,B,114.837418101614,-83.53561502809225,C,0
China,D,C,A,C,E,D,E,D,-246.40422470339988,-60.25018754307685,E,0
Other,E,E,B,C,D,E,D,E,45.59409707148253,127.81448368465217,A,0
Brazil,E,E,B,E,A,E,D,A,54.91805909493777,121.39517663950636,B,0
US,B,D,B,C,C,A,C,E,-46.679217739094696,54.32885602140458,B,0
UK,D,A,A,B,B,E,A,E,6.812176023642458,6.888789339930851,D,0
UK,A,E,B,D,A,C,C,E,-67.93887612542005,79.46372290665873,A,1
US,C,A,A,E,E,C,A,A,-30.954162288942932,-41.09970366825511,C,1
Other,C,D,E,E,B,E,E,B,46.18573149212766,-29.36474704995237,B,1
Mexico,E,B,D,B,C,B,E,E,104.62281703386552,136.82374594698945,C,1
Brazil,C,C,A,E,E,E,B,B,-146.63625368962477,63.891440575790845,A,0
UK,C,A,E,A,E,E,A,E,97.92671629717677,64.8913563780043,A,0
Mexico,E,B,B,B,D,D,C,E,-356.74666155825264,-63.68741533833347,D,1
Other,E,C,A,E,E,D,C,C,-147.89182761067093,-56.400669945362026,B,0
China,B,D,C,D,B,D,C,B,33.453116597790746,101.38595049332872,B,0
Mexico,B,E,C,E,B,D,E,D,-11.398765376545635,182.20844980765577,E,1
US,D,D,D,E,D,D,B,E,-1.6027338717696782,-12.254044172705692,D,1
Germany,E,C,D,A,E,B,C,A,168.86005692039726,115.49994265084551,B,1
UK,B,B,A,E,A,B,A,A,-76.20507160160876,202.2386697550346,D,1
UK,C,A,C,C,C,E,E,B,-50.52373862351072,-218.37059167869964,D,0
Mexico,D,D,B,A,A,C,A,A,15.724654681740668,86.89230947331554,A,0
Brazil,D,A,B,C,D,B,C,D,99.03791860908613,-30.002906205082997,A,0
Mexico,D,C,A,A,C,D,C,B,-78.74118191048699,95.72218788801642,D,0
Other,E,A,B,C,C,C,C,A,22.685955517559456,113.69807160696801,A,1
UK,B,D,B,A,A,B,C,C,-51.442480042162266,-83.600012265306,D,0
China,D,E,E,B,B,C,E,C,-7.1573335493732,15.625632034986081,C,0
Germany,C,C,D,B,C,E,B,C,46.92403074681003,126.54310863264722,E,0
India,E,D,D,C,D,B,A,E,-73.51048210215495,61.21666712017024,A,1
US,B,D,B,D,D,B,E,A,4.089078557351748,-225.76138039350698,A,1
Mexico,B,E,A,B,B,A,B,B,-51.298898922974914,219.74236670407709,D,1
Other,A,C,A,C,A,A,E,D,86.62202252225268,12.816499852150926,A,0
UK,D,E,E,C,D,B,E,C,161.90187428990407,-60.23811732556597,A,1
Other,E,C,C,E,C,D,C,D,166.1048914784933,66.10878005297297,D,1
US,A,B,D,C,E,E,B,E,165.91163999906306,16.650754492467822,B,0
Other,A,E,B,E,A,C,B,A,-177.302106432622,-23.36879448492227,A,1
Germany,D,A,D,C,D,B,C,A,39.474638435634404,87.26841882778366,E,0
Other,A,D,C,B,E,B,B,D,75.98532827118476,-60.3314658796123,D,0
Brazil,E,C,B,B,D,E,C,C,58.82321995767572,3.2422833581302934,D,0
Mexico,E,C,D,E,A,E,C,A,78.55201065751217,69.2159354814111,E,1
Brazil,D,D,A,A,D,A,C,B,-45.719862417458074,11.94312262219699,D,0
UK,A,E,D,A,D,E,A,E,-93.01666969332612,-126.39806994839186,E,0
India,B,B,D,B,B,E,A,C,-38.12879071120182,-125.21083674860121,E,0
Other,D,A,D,A,C,A,C,D,21.68399956889517,-281.63908583027086,B,1
Mexico,D,E,D,C,B,D,A,C,-103.16677610689224,-79.7844034385136,A,0
Germany,D,D,B,B,B,C,B,E,-73.18640003695793,84.22466223501246,D,1
US,B,D,D,B,E,E,D,D,169.15084925746513,-203.88566473782555,D,0
UK,C,B,E,A,E,D,B,C,54.54144331832721,-93.26336290230206,A,0
China,C,A,E,B,A,C,E,E,-150.38590203667349,25.6970493565395,B,0
Germany,A,A,C,E,E,A,B,C,-100.56638683134886,112.86458432602275,E,0
Other,C,B,E,B,D,B,C,C,-51.36274115343136,127.71468214797498,C,1
Brazil,B,A,D,E,B,B,C,E,73.0317504147651,-7.832757992224942,E,1
US,B,B,D,D,B,C,D,D,133.49038862515187,-32.165640798639274,D,0
UK,C,D,D,B,C,C,E,B,-63.49418995550188,46.64800587251081,B,1
UK,C,D,B,A,C,C,A,C,22.415071292943527,-206.89726847590046,A,1
Mexico,B,E,B,A,B,D,B,A,-100.57167372214819,77.71564183163892,A,0
China,B,D,A,C,C,D,C,C,-57.83754509721418,-209.47042354070985,C,1
Germany,D,B,A,D,B,C,D,D,69.74924860081508,-18.532916550832283,A,0
UK,D,E,A,B,B,E,C,B,78.82500892676582,-16.27223068515691,A,0
China,E,A,E,D,E,A,A,B,-29.894353221195363,126.22726899976733,B,1
Other,A,E,C,D,C,C,E,A,-147.96612510412626,-2.830215782453306,A,1
India,E,E,C,D,A,D,A,E,66.31754862801344,-7.200164323888303,B,1
Mexico,C,C,C,D,D,D,A,A,209.08657624785252,78.6006907739589,D,1
UK,E,B,D,B,B,B,B,A,127.83600169637586,72.01000815734724,A,0
India,D,A,B,A,B,B,D,D,-36.64395255542935,231.93973090642328,B,0
UK,D,B,C,D,A,C,B,E,-41.35503856588018,140.3086958311164,E,1
Germany,C,C,E,C,E,E,A,C,44.37644423349811,30.741282572119754,D,0
UK,A,E,C,B,D,E,C,D,175.90687278320684,30.974894481505764,E,0
US,E,B,B,B,C,C,D,C,112.62012875982154,-177.07696901390898,D,0
UK,D,C,D,B,D,E,E,B,-61.62149780215947,127.02635334373633,B,1
Germany,B,B,D,A,C,A,C,C,233.04531083967467,76.57259915469699,E,1
India,B,A,D,E,C,D,C,E,-195.4624726742761,-124.84343195737549,D,0
Other,A,D,E,A,B,B,C,E,-36.27505760743786,-17.494410172429422,C,0
US,D,C,A,A,A,B,D,C,104.79291284110235,-6.117447981690134,E,0
India,E,A,D,B,C,A,C,D,180.48725896193054,39.58668835177616,A,1
Brazil,B,A,A,E,E,D,B,D,56.08927860142234,-170.71134025728426,C,0
Germany,A,B,C,B,A,E,E,A,-95.52539168682024,45.94768921913787,C,1
India,D,A,C,E,B,C,B,C,-1.528049116896384,123.25277209543945,B,0
India,A,D,D,A,C,E,E,B,-126.3834538920037,-2.089804416108048,E,0
China,E,A,A,B,B,A,E,A,90.59497339108087,36.13463919285306,C,1
Brazil,A,D,E,A,D,B,D,B,229.50618607199726,118.28804711103137,B,1
Other,A,B,B,C,E,E,A,B,51.39530515551224,-125.1217075164588,C,0
US,B,B,D,A,B,C,E,B,86.97333941754644,22.248968212494617,C,0
India,B,B,A,E,B,E,D,B,21.666077308606173,-207.13251886424865,B,0
India,A,A,A,D,B,E,D,A,89.35247862158032,72.53001791157261,C,1
Germany,B,E,D,A,E,E,E,B,-22.61096919837736,-21.898718822973073,A,1
UK,A,B,C,C,D,D,E,C,27.301154253591015,-15.025760079622996,C,0
US,A,E,E,C,B,B,C,C,-37.0635143009033,14.475063352132068,B,0
Brazil,C,D,D,C,B,D,D,A,-12.778240275074298,-12.963265009613067,E,0
UK,D,C,E,C,A,C,C,C,73.24203340461543,7.997748778630319,C,1
Other,A,A,B,A,A,E,C,E,-96.57814939629348,97.84650467127308,C,1
US,E,A,A,A,C,D,B,A,-67.53782683967398,-25.926105503097972,D,0
Germany,B,D,A,E,E,E,E,A,22.179579213984304,103.96121094641049,E,0
UK,E,A,C,C,B,C,B,B,171.51931525114506,-9.012141671597753,E,0
UK,C,D,D,C,A,C,D,C,15.796020274695465,-121.87351407620493,C,1
Other,D,B,B,D,D,A,B,B,97.32492992226632,-134.8545715274132,E,0
China,D,B,C,D,D,D,E,B,89.40832877052323,-24.485687299096032,D,0
US,A,D,A,B,C,C,E,A,179.71282088142,54.94603031505987,D,1
US,C,C,E,E,A,B,E,C,26.261696097386228,-105.26636745900826,B,0
UK,A,E,E,C,C,C,C,E,192.2726358621612,-118.23959979261957,A,0
India,C,B,A,B,A,A,A,D,-12.75603070268404,129.12884144431385,C,1
Brazil,D,C,C,C,E,C,A,D,-93.29219692830713,249.89457903490356,C,0
Mexico,D,C,C,A,E,D,A,C,-116.92237890838354,49.398748778907034,D,0
UK,A,D,A,B,C,C,C,E,-34.894552683651106,231.25976848523803,A,0
Brazil,B,A,A,B,B,D,D,A,-214.7062156153273,27.706470428573827,C,1
US,B,C,E,E,E,A,A,B,-14.949175321603079,45.55170906080813,A,0
US,E,C,A,E,C,D,B,A,19.736416068348493,38.443262965236826,B,1
India,B,C,D,D,D,D,B,E,136.3603028946809,-72.41145053923836,E,0
Germany,A,A,A,B,D,D,D,E,-92.04226592961163,-145.58576595703224,A,1
Mexico,C,A,C,A,B,B,A,A,-91.10317385044013,-148.1481208684561,D,1
Brazil,D,A,A,D,B,B,D,A,-5.13097828007212,138.97243134899634,A,0
Germany,A,A,C,D,C,C,C,C,-81.85213355469713,20.334482450619966,D,1
India,B,C,B,D,B,A,E,A,-239.24928162358964,-24.72914162650916,A,1
India,B,B,D,B,A,B,A,E,233.89950216589708,57.11753143096283,D,1
Other,C,B,A,D,B,E,B,C,1.3037248473176344,118.18133349364108,C,1
China,E,B,A,B,C,A,B,D,139.8081679538827,45.194524775657044,E,1
Germany,E,E,E,B,B,D,B,E,9.77818629203577,62.1089796950421,C,1
Brazil,E,B,D,D,C,A,E,C,114.40149336793523,-16.122548973668845,D,1
Mexico,A,B,D,D,A,E,A,C,-34.642695465592716,-9.53276323744918,D,0
Mexico,B,A,B,A,E,A,B,C,-150.0215629156324,-112.94231763851383,A,1
China,B,D,D,D,C,B,B,D,16.426201267248388,35.27283320031424,C,1
Mexico,D,B,E,B,B,D,C,B,77.19396227477911,26.824229114927334,A,0
China,E,E,C,A,C,C,B,A,-34.5777843038223,150.295180498434,B,1
Other,B,A,D,D,B,B,B,C,40.542905912711774,-29.2921345414802,A,0
Brazil,D,C,B,D,C,E,B,D,-22.50384537140463,76.31020063506764,B,0
Germany,C,E,D,C,D,B,A,B,3.5232496769340482,78.43853078110212,C,1
Brazil,B,E,E,C,D,E,D,C,138.15281190275945,66.1618396810146,C,1
Mexico,B,A,A,B,B,A,D,B,25.426638921667227,14.03801668570424,D,1
Brazil,C,A,C,B,B,E,A,E,153.0065261031266,28.72189657921078,D,0
US,E,E,D,A,C,B,B,D,154.0423356695364,-97.56140847248308,E,0
Brazil,C,A,E,D,C,A,A,C,73.06559555558547,-27.35244550424218,B,0
Germany,D,A,A,D,E,A,B,D,-59.132514667217286,-111.24375905014901,B,1
Mexico,C,B,E,B,B,A,A,E,15.319040275232599,-38.32775255119643,B,0
US,B,A,C,D,D,E,C,B,-87.59796311421793,-184.04061525763572,B,0
China,D,A,C,D,B,B,A,A,-15.69135602860992,18.581364590211944,B,1
Other,A,A,D,D,B,E,E,B,-2.7628344526225943,-20.10178475872516,A,1
Mexico,A,D,A,E,E,A,B,C,-69.23914085012069,-83.20163788123865,A,0
India,A,B,C,A,D,E,E,C,-63.990375743496074,108.09142760059109,D,1
Mexico,E,B,B,C,E,C,D,A,82.14389008589254,-97.24875784958056,C,0
India,E,E,C,B,D,C,D,A,67.22707649600355,-6.30444516911319,C,1
Germany,E,C,B,E,B,C,E,C,-5.853363998058919,-155.28949668552536,C,0
India,D,A,B,B,D,A,E,E,10.51213479744323,-29.016278905125176,D,0
China,A,C,B,C,E,E,D,D,-213.94293515577556,-149.6282775961887,C,0
Other,E,C,A,D,D,E,E,D,-6.389358666387873,115.3596771520698,D,0
US,C,E,C,D,B,E,E,B,15.395630750815107,-112.86796927492043,C,0
Brazil,D,A,C,C,D,E,D,E,52.76992454828594,-24.814457953086556,B,1
Germany,B,C,A,B,D,D,A,A,72.03678311846211,-172.98118071254808,A,0
Germany,C,E,B,D,B,A,C,D,-17.430009788286466,-41.87059360288153,A,0
Mexico,A,A,C,D,A,D,C,B,-77.4634830129645,88.76641634481224,C,0
China,D,C,A,B,D,C,A,A,-5.154092682654489,24.85768522050721,A,0
UK,D,E,C,A,C,D,C,E,-175.03796251958335,-129.98461554265415,D,0
India,C,E,E,C,E,B,B,B,193.91207715176716,6.772763612096476,D,0
Mexico,C,C,B,C,A,B,A,B,-157.54607469102368,-15.51219982255535,A,0
Mexico,C,D,C,E,B,E,B,A,61.40917996089461,71.33906234908952,E,1
China,B,E,E,E,D,D,B,A,-161.97183113572166,76.47262448132166,E,0
Mexico,A,A,C,C,C,B,B,C,-106.42092839877226,0.4189277963577245,C,1
China,E,C,C,E,E,C,C,B,14.631751146434006,-124.41643836619775,E,0
UK,A,B,B,D,D,B,E,C,2.31681541552985,-123.55817269147475,E,1
India,C,D,C,E,A,D,A,C,-29.522325848687263,11.322867114831348,E,0
China,B,D,B,B,D,E,D,C,57.141557284649956,73.60467328832924,E,1
UK,B,E,E,D,E,C,E,C,-9.08516708142178,-22.45530899496169,E,0
UK,E,B,D,C,E,A,A,A,-139.97663887499584,17.8321117630515,A,1
Other,B,C,C,C,C,E,A,A,21.22388774878683,140.74404127054706,E,1
Mexico,C,A,B,B,D,B,E,B,13.180254778071324,-86.04097311026536,E,1
UK,B,D,D,C,D,C,B,C,127.09306521128406,-87.51761431409841,E,0
Brazil,C,E,C,A,D,C,B,A,60.51668031813996,104.56606139697035,E,1
Mexico,B,D,D,C,C,C,A,A,-99.38697757635457,-9.628447400889257,C,1
China,C,A,E,B,B,B,B,D,81.69008910742254,-151.63685458944417,E,1
Other,B,D,E,B,C,C,A,B,-53.778509164722344,-90.62767776763732,A,1
Germany,D,D,E,D,D,E,E,B,-73.99981347225825,53.12983524311424,C,0
UK,A,C,B,B,A,D,D,C,127.84174450780459,34.61972842643002,D,1
Other,B,E,B,E,A,D,D,D,62.11417903235069,33.8534412085361,A,1
Other,B,C,C,D,C,E,B,A,-90.54472208170516,51.61583062611855,D,0
Mexico,B,B,D,E,E,E,E,C,-90.79469329921676,150.75656155830197,B,0
US,E,E,E,A,D,A,C,E,89.81616222527721,-52.83262135179553,D,0
India,E,D,D,C,C,A,A,C,-37.43078046868258,-122.74224330448536,D,1
US,B,D,D,A,B,A,C,D,-172.38136233723725,3.7609663034886256,B,1
Brazil,A,C,C,E,A,E,A,D,34.86906688607034,-13.791793120888737,E,0
UK,E,B,B,E,D,B,B,A,-35.87070684765106,1.1379354975566887,A,1
US,D,D,A,D,C,B,E,B,33.72898233957925,195.8211258874288,D,1
Germany,C,D,B,C,D,D,C,A,-52.6231984145909,38.32672322639913,D,0
US,D,C,B,E,B,D,E,B,116.65301562371393,24.3962284592255,C,1
China,A,D,C,A,C,A,B,B,185.64929142518815,119.2372129217612,D,1
Brazil,B,B,B,C,E,E,E,E,70.05832099774483,44.76326504085241,D,0
India,A,A,A,D,A,A,D,D,55.53769629922988,-26.36218772207289,E,1
Germany,A,A,C,B,C,A,D,A,-21.91945443799123,-146.71940929765393,B,1
UK,E,C,E,C,C,D,E,C,-69.11730188015804,71.74716652977831,E,1
UK,D,C,E,D,D,A,C,A,163.09287003495947,6.55946491114969,D,0
UK,D,B,D,C,E,A,D,B,137.31103901485167,13.073240162952088,E,0
Other,B,E,C,C,B,A,B,C,133.19389945355672,-280.57971922453874,D,1
India,C,C,B,B,B,A,B,C,183.8402940126833,-24.8157601697234,D,1
Mexico,E,B,E,E,C,B,D,C,164.059608372471,58.54109317521379,E,1
China,C,D,D,D,B,B,A,D,-92.95729453865208,10.290188864697146,C,1
UK,B,C,A,E,B,A,E,B,-65.81448451869221,-40.1154033848468,D,1
India,A,C,E,B,D,A,A,E,101.53395868249493,-116.40555978767605,E,1
China,E,E,B,E,D,C,E,C,68.70588874621707,101.5999749039616,C,1
India,E,B,D,E,B,B,E,A,-85.09481108284608,-71.79789360894641,D,1
China,B,C,E,D,B,E,E,A,-19.239444829847002,-9.250886050526429,C,0
China,C,A,B,B,B,C,B,A,62.831305430459885,204.8418536031588,A,1
Other,C,B,D,B,B,B,D,B,17.98350449660159,-151.36152161341175,E,1
Mexico,C,B,E,A,C,E,B,B,39.06034376409213,-36.767150081471954,A,0
US,A,E,D,E,D,A,B,A,95.26659606755875,113.12026780433915,B,0
Germany,B,A,D,C,D,B,D,E,-9.111363695450452,-403.1896081470732,A,1
UK,C,B,B,D,B,E,C,E,44.17096092293741,-130.20901925767575,D,1
Brazil,C,E,E,A,D,C,C,D,-13.899342298599743,-57.502141435284805,A,1
India,B,E,E,A,E,B,A,C,58.80296791856453,109.28992494893271,E,1
UK,E,A,C,C,D,D,B,C,-154.46950902308004,-68.71426009986902,A,1
Germany,C,E,C,C,B,E,E,C,-20.38548709467296,-75.5630092979416,A,1
Other,E,D,D,A,E,E,B,E,83.79111151832112,-72.87660366029104,B,1
Brazil,B,A,C,E,D,C,A,E,-127.86371075410064,-118.62569729448234,D,1
India,B,B,A,E,C,B,B,E,73.28613174408436,-15.088723446689265,E,1
China,C,D,A,E,A,B,B,B,-86.98857769125362,49.97179312811631,C,0
Mexico,B,E,B,E,E,E,A,D,45.899968735486134,145.3924072680869,D,0
India,A,C,E,C,A,D,B,A,119.57294423928728,29.596332646011014,B,0
Brazil,B,A,B,A,E,D,C,D,79.68193207574498,-49.76080548218359,D,1
Brazil,C,D,B,E,C,C,A,A,-10.54525554286462,52.771226526343916,C,1
Brazil,C,E,E,C,B,A,B,D,8.416952229034766,-99.02208467577503,B,1
Mexico,A,A,E,C,B,D,D,A,-48.842056820801126,57.60823998377854,E,0
Brazil,C,B,E,A,E,A,B,E,-62.26204759516607,-5.63221716527107,D,0
Germany,D,C,D,E,B,D,A,D,148.8256308138217,204.48253042333317,B,1
Germany,D,C,D,D,C,B,C,E,-145.5407117232654,-53.41463353937085,E,0
India,A,E,B,D,A,E,D,C,-128.39480524014834,-23.924072248875717,B,1
