Gender,civil_status,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
M,Divorced,Other,B,-116.26883916574064,33.93000758847831,C,-75.39014424266027,-29.21489497990837,4.153301059122989,D,34.74775002712002,B,-24.84419981052372,130.2097108967279,A,A,40.45128306503499,-23.81986092222219,-37.758720421464695,0
Male,Widowed,Hindu,E,-64.02979158279734,11.899145475776937,B,138.03020315272948,-10.636761503465141,84.7381310158926,A,85.0590766434237,C,115.40164636002301,32.61830715520777,B,C,5.673431247442017,182.31348522733018,-96.7849735393275,1
Non-binary,Widowed,Christian,A,-28.78131090215021,-93.24886717374898,D,73.13803572093249,111.79153588525423,-166.17980570132946,D,-34.29718632163181,E,118.22803736840122,-269.721175433786,C,E,10.370848195573448,119.93976489326792,35.65720261161383,1
Female,Divorced,Muslim,D,77.89210164035713,119.30406967387921,E,-53.31800858068808,12.428378124495367,168.71586806031402,A,-38.19596564472816,B,39.43162008308377,-67.15332155641195,C,C,74.34374373957688,-49.862656936994625,-203.8075399043619,1
Other,Widowed,Jewish,D,-71.7837833697806,60.665949751519854,A,94.9631083276449,178.01772131953805,-125.28034489432407,B,-62.8290967056922,B,64.81946236924952,-25.45188550452737,D,E,67.35805303824081,158.41019476046378,-126.48424149429631,0
Male,Widowed,Hindu,A,-10.332235634319348,-165.83879574880964,A,-87.07956862803907,-5.35945082301794,71.65410866518206,D,-134.5772697740998,A,-87.0731265151921,-69.40685042493942,E,D,-46.69185395547625,-50.13235710250087,-62.76176372567747,1
Non-binary,Widowed,Other,B,-118.16076634174237,-105.06785196345474,A,144.39707994969822,-3.572961381430785,197.26073625324017,C,79.89940432580272,A,-71.770189565792,29.105834846372208,E,A,-46.73252492822973,51.06757731144707,-27.216497912262223,0
Male,Divorced,Buddhist,A,66.49125226430557,-171.21223644164297,B,-117.62564143148,-42.953237613717576,-58.227302952556805,D,82.75662396346462,E,39.32874177627036,-113.7264891033265,A,E,-71.68026788838735,134.58882577774028,-167.28993660285806,1
F,Divorced,Hindu,B,-82.92578423045794,115.01538546201266,B,-139.48707330425833,106.50808853870069,-102.72321161523064,D,-13.291802774231456,D,-16.82487456241525,-40.58993790471775,D,C,132.5875541661125,-64.1070080987132,-1.0632531672321568,1
M,Widowed,Muslim,D,-31.94779313332662,1.7555718361147075,D,-58.6094029210464,-36.95150853457926,140.0664084036949,E,154.94310564769305,E,-245.19851701406944,73.67940492380477,E,A,52.14035731741592,18.304848548285836,-59.37795570563912,1
Other,Widowed,Other,B,78.57826847658173,-192.64824721228325,A,49.46715483290004,24.217112600270408,49.40057546055949,B,-1.8441562689491795,B,8.920765293181244,66.60257788346861,A,D,-144.24114479656086,13.636075827148261,-141.28395589554043,0
M,Widowed,Jewish,A,145.33219201980688,77.64011037374507,C,-123.61920256078109,-148.70259039265966,41.377210315545966,A,29.22686210469454,E,33.59789477435894,13.506004287487993,D,D,149.91869858553676,98.58070475579461,-4.432453979899228,1
Male,Divorced,Hindu,E,-16.176030105917246,42.13123272122046,E,-68.60259935875919,-66.90202933015858,-55.233317992218545,E,-33.751852882216845,E,-0.15370827395180675,-146.22740437632535,B,E,180.8158560672639,133.25047157985097,8.941278794974828,0
Female,Married,None,D,44.392286943286585,10.436537218169903,C,67.69600017046275,33.24344595858729,-108.48753235440665,D,41.296337711895944,E,-57.32148680152236,58.86209049287907,D,D,51.943894951272775,129.3298486505185,-9.362695761954495,0
F,Divorced,Muslim,D,139.3857500236559,72.27071692473568,A,-7.987894912244734,104.30262433343273,-128.4503968932498,D,19.136208113117846,B,-72.8310127410714,25.198451866260367,A,B,-35.69230840663331,-63.12296873432328,-44.55917011784916,0
Other,Divorced,Other,E,76.61133942241646,139.53728683541715,C,142.9916318498775,164.23867875451091,-67.90156151988039,D,-23.567976241252815,A,-120.47545184563317,53.522377265757136,B,E,-12.611382131286996,-103.44394062515721,-120.39394742516203,1
F,Divorced,Buddhist,C,35.22432976068006,-73.06723034147053,B,47.937045640786295,-9.802412511429395,-24.75106914229241,D,113.12847527605423,A,-0.6755187461886122,129.68098769144143,D,D,195.02912377270806,-107.67636368105036,-73.10504132016263,1
M,Married,Jewish,C,30.70564617192295,-7.115210495695033,A,-127.76165421715203,91.30445067376951,-117.157981942037,D,-61.63625888768494,E,82.93857548613978,43.811366467651034,A,A,-22.79212416488232,-76.91322874683738,-11.091032481283246,1
Female,Divorced,Other,A,17.59672372998876,3.746619510376577,C,-65.08916885363507,97.84472527823326,95.25256733295942,D,52.42325970937728,A,-175.36306151371872,-16.209110535932794,E,E,4.676250270740072,73.96247465454852,8.268228096776758,0
M,Widowed,Muslim,B,140.6467923639372,38.49891524703894,B,114.92261002182798,-53.798297959441314,43.10277836283999,D,138.15311143057215,D,238.15565558592954,67.41361730420181,D,C,155.91726624654328,67.03182380860049,-110.11153594152756,0
M,Widowed,Jewish,C,-97.75936316149648,-26.18427816109857,A,-1.3850904446901176,-8.419934941058884,-93.58215155461657,E,148.6399489061386,D,-22.628391227648077,37.10105089172377,C,B,-54.14616416079067,63.10135279208764,-125.07345944531312,0
Male,Widowed,None,A,-17.18576870453583,-78.52376568242912,D,-67.57240409180119,102.28899759072591,38.625868373693706,A,130.74330112636713,A,62.332920985819214,161.9242567591659,B,C,6.151269999099662,-151.94223241020603,112.6459973338552,0
Other,Single,Buddhist,B,120.64138899400858,-108.68199800116152,E,-51.204712391833695,-108.8953434477647,-14.715084917237387,A,-31.49504071883592,E,-37.93524074933457,172.17717952845882,A,B,-18.38777277975608,137.4440563235551,119.00646857926245,0
Other,Single,Other,D,-108.612143418141,143.4746670030143,E,150.16230413703198,-86.68084091103435,-205.8278456782078,B,-36.898434205935224,D,38.257930739820225,-21.823068861524778,B,D,-141.53674070660458,16.96366962733234,137.52052373366203,1
Female,Single,Other,A,17.497898366107435,52.81404368266032,E,-13.368286549161725,-92.6569465450446,35.40145466645986,A,-105.36505534343144,C,-45.03685432631156,113.6223280396383,A,B,23.57565404251228,-24.108062773039286,26.73981916893073,1
Other,Widowed,Buddhist,D,14.89006054472175,63.33624371707683,A,-96.47841847012272,-59.62951886321094,-94.19837636582005,A,163.66191977735386,A,97.90829060399052,85.07616032012935,A,E,-50.56421669819451,124.80608090148718,-126.05781050674234,0
Other,Divorced,Hindu,C,18.531187810960628,27.418949970179202,A,128.63222708668206,111.49045537310485,108.35446886905001,E,-95.99677779341538,D,-83.76584913063238,-106.9751722697702,B,B,-2.114254732183843,24.383972217821803,82.67027871556678,1
F,Widowed,Hindu,E,-106.97933808875189,5.674866201285444,B,-89.11367218760184,-62.702814632137994,-19.17315885985515,D,-22.67658266452234,A,-76.63451573865476,-75.83910107828818,A,C,-155.45331964005564,-54.20986231993352,259.3321646380806,1
M,Widowed,Other,B,-268.20375014027485,57.90076724465817,D,93.57919932247135,70.17361514962131,-86.47974069846565,B,34.23227463763705,C,70.72203662885863,-137.27136902033112,B,B,77.66452772556781,-35.01021620507635,137.09769582013678,0
M,Married,Buddhist,D,-62.09216295270949,32.935942282560546,C,-78.86393697453991,-200.33263326290034,-5.0222592215434805,B,-109.35006137449197,A,-8.004322169029598,189.5109976011663,C,D,-40.86899624711755,-46.940527578476264,39.76038050066874,0
Non-binary,Widowed,Muslim,E,51.40777407555355,21.880408004277783,E,-33.74123137128849,-67.36096520998245,29.25597530421409,B,34.48174242761693,E,-26.676747491153556,68.65316443535264,A,C,-59.92869777136978,-50.08154732903836,-59.293051440375386,0
Female,Widowed,Other,D,-50.83223611345014,85.14701205294564,E,-15.342238136010389,-105.27669253657041,78.29518157331113,A,152.97588679193947,A,-161.88205691176802,-121.89768418059958,D,D,-64.73651830188926,80.39664744391328,-125.85615502150364,1
Male,Single,Christian,D,71.78124323922535,88.51303264063301,A,-110.91758609036675,-40.81738448426851,-176.23686515335436,C,21.52951281170724,B,114.65200771154593,95.40538352979982,D,C,163.49988551285156,-66.61078724305034,51.79168775982883,0
M,Single,Christian,D,67.3092754014343,-132.40238832612874,B,-129.75717597587416,-116.34882090801099,-69.08666607921904,D,-8.522437708024224,A,46.68035546472545,24.85180466253375,B,C,95.86867453875692,76.7291117104696,-53.2520278864862,1
Other,Single,Muslim,C,-39.921372856436165,-69.98699036251112,B,27.739016547448163,25.072049609338155,148.30202690505166,D,-194.47167592589537,A,122.84572316157806,34.25862943340247,C,A,214.5285063977584,-194.12079759830237,79.74792948182309,1
Non-binary,Married,Buddhist,D,43.884354486081094,-175.95680478331818,D,16.58308279742445,-121.21071783967543,245.9809484072389,A,-202.19898737407945,A,87.7976485729741,-49.4052820605512,C,B,91.88615267851107,32.00190041030198,99.24820516980314,1
Other,Single,Hindu,E,26.819727445677632,3.518617313561877,A,100.5278061697076,98.96921559991405,131.2096862514686,C,51.904805305482704,E,-6.863137870756157,-93.0708597178656,E,A,167.2015098128763,-18.230514922475184,-4.064772769227643,1
Female,Married,Buddhist,E,-93.21889064094339,-74.0194071361829,E,-126.5091339568309,-8.48949946885561,-17.755093880559983,C,59.1373012805279,D,-14.3365385207043,-103.09530467012442,A,B,38.98759070627798,-18.304493289870596,125.27851183566396,0
M,Divorced,None,C,-102.16509239029948,-245.98346939607643,A,126.90799654033509,-68.36630638931078,-45.288193200877366,C,-116.61978705667902,D,-50.477598430919414,-131.43142229492955,A,E,-3.3239438353475417,186.16076631301954,4.442870301207843,1
Other,Divorced,Other,C,35.40090728220577,-184.54478117560393,B,-65.69840204754075,11.680498595259007,112.7597908304929,D,180.2421217647305,C,-53.638970379775856,145.2969779637625,C,D,163.98671957922443,-110.60231491022809,38.6913446146102,1
Female,Single,Hindu,E,5.7787781302991466,-8.411749555433989,A,14.165235582603799,-108.53442606734734,73.12756184496023,E,5.0645574253484416,A,-87.41218451638409,-93.8864462204583,A,D,37.15958232924954,111.83291362275769,-133.03085264315104,0
M,Widowed,Hindu,B,67.39529569415724,64.9801868619318,E,-257.6850170091236,36.715318629834435,192.0992305559936,C,18.7560547620668,A,-127.55719301819259,19.62070254223947,D,A,48.371566465061136,110.87075344556948,-49.163271227967726,1
Other,Married,Muslim,E,57.621005587728845,104.99762483842623,C,139.59145877200302,-12.053876529428889,-120.0136861152996,E,39.65254477418251,D,-98.45306585102671,30.140451657939987,C,D,6.764590557559558,-113.64278919090205,-66.32147510950867,1
F,Divorced,Jewish,E,162.79754320966697,13.577439607555103,C,84.00688907169244,78.89266375093034,-96.65753771270266,D,100.17989331864679,C,128.12951428927994,-60.33244538818751,B,A,175.25684903989745,-110.70444131887581,-106.51109405923951,1
Female,Widowed,None,B,57.87189378977353,66.5553404911412,C,-148.5138200975574,-18.31391558610223,-99.81918752582057,E,-63.87130281613399,C,-53.47599752261923,36.58908127408691,E,A,-56.38861235566724,17.44648985200996,-101.39295130238948,0
M,Divorced,Hindu,A,34.74984666326459,-67.9234814337959,A,-9.892138452925979,59.22382226812199,57.30892324489384,E,-104.53935247460086,E,-41.72517071261343,87.48648651154801,E,D,-51.333650287168275,92.3267488518036,-13.751660854092343,1
Non-binary,Married,None,B,-1.5743283494916729,33.811865936127276,D,98.6399794495632,48.703439029228875,224.94272921508602,E,78.85895922250683,E,149.65133245524478,148.1417045426791,A,D,-107.52598578178534,49.02550546393124,-112.1527251222254,1
M,Married,Christian,B,19.234074922735754,-14.900385069517446,B,-143.45449734140482,126.49463008756034,85.51709899924991,C,-176.48037388827225,C,115.52227549895575,-66.81570928378174,A,B,57.6536380751677,-98.65231519307598,1.7512130098487722,0
Other,Widowed,Hindu,A,192.59403392448982,51.76299520021824,A,61.23640062610727,-39.00057068693126,-2.43625449213021,E,69.70113946462277,C,-137.1061760499139,80.01481820418128,D,B,-19.363233091761757,137.3418697912781,45.831072233723404,1
Other,Widowed,Other,B,-86.58558276630389,-209.33499990646087,C,-107.06965795723758,92.89552159197638,8.957591270168425,A,-26.450080907717727,D,68.10698429325947,48.92804919264304,E,E,-23.10775057520028,86.78107298887946,-234.5127455196566,0
Non-binary,Single,Jewish,D,30.726024928975658,-122.97793238719859,C,28.867536873779564,-26.70853164813332,-77.4137631353909,D,-164.05245529080204,C,-26.486943782015377,-98.99377648986581,E,B,132.14546767487965,-14.928614604143513,80.45906666617114,1
Male,Married,None,D,42.93694447342107,91.10685681793322,B,182.85590065688834,-58.23506371930791,-83.32187925228321,B,19.959320392261997,E,-9.48491715726609,-63.00659160113528,D,A,-113.93656379556889,198.56605540870464,108.50414305391747,1
Other,Divorced,Buddhist,C,-79.56818929367651,35.90528329294652,D,-19.942512647546813,73.3681789800241,-28.107361133088965,D,32.56301434785735,E,-66.6153728426769,71.41441113921454,D,D,-112.40235524063836,52.38338321806738,137.05498903925343,1
F,Single,Muslim,E,130.02919726814986,106.07958180219799,D,-68.0125207486385,-218.3744377832031,-78.25526757660816,E,12.342274618723433,C,55.281990124422144,-40.84325410411133,E,D,101.60058260234695,-71.93546401723228,-55.15666231807778,0
Female,Married,Christian,C,61.18500845759679,-29.666168840930958,C,41.024673477438625,-53.65887678649269,-1.9062850847756971,B,-14.731470326867846,A,5.181599870669683,51.297323501713656,A,B,10.21547802154396,-80.6146477475221,-30.84254788634614,1
Non-binary,Divorced,Muslim,A,-28.623642885587202,-1.2445333010875204,C,1.9548961830063185,113.69266625784293,53.179629702550216,B,-4.86298113910451,D,88.67988793224991,98.22974689951381,B,C,12.206339596179614,-40.2577047453825,-83.2410180670067,0
Non-binary,Single,None,A,80.54906012535905,-38.88621031204211,B,-50.5963264730946,-124.80092291583236,-71.7306597751162,C,38.15737776774039,C,212.653791568928,-97.9113067247279,D,C,97.67321331934289,39.56076886344918,20.23336397772279,1
F,Single,Hindu,D,161.46476388318408,113.59911514651229,E,169.44512927689206,100.46292638691709,-4.252337077096951,A,-47.24765163515003,D,-140.62080216505103,-68.25702044356917,B,B,-171.3625595387166,125.49601586765759,121.6699855485859,1
M,Divorced,Buddhist,A,-43.95527648992278,180.3181533393665,C,-161.36665915341794,-52.81943089718061,32.128970018054,C,54.73391258613874,A,16.976556207611207,-30.647505927653985,B,A,-5.882156929611425,-23.467992912793186,177.5378071589135,0
Non-binary,Divorced,Hindu,D,-6.44570992367748,-3.7864529671761895,C,2.2291723065469555,-1.196649462834765,101.41649577385216,C,-46.19031456466026,B,-43.014610667892484,101.39870588196811,C,D,47.244821209031734,187.53976683746765,36.82651271585285,1
M,Married,None,D,97.90370762409873,0.16919857786319215,E,26.153511919462197,48.45863831669939,-97.26169811037617,A,64.35402996054349,B,81.30682443843385,9.75096967579992,B,B,-116.34162040706852,-41.43466453656482,-73.93051245135067,1
Male,Widowed,Jewish,C,26.55195430380167,36.33587733154287,D,-68.78531832271484,-0.7577255297877177,-86.00976723721764,E,-97.39924051857773,E,160.80772996098867,-69.75303358093934,C,A,51.50113591658868,-75.19822983840133,-150.76423361415178,0
Female,Widowed,None,C,28.179592331769893,-135.23472041717827,B,-131.95067650724764,-81.35620619908079,-106.9767186892446,B,-153.1190115586614,D,13.326451105275439,46.09472075272479,C,E,78.55447129931503,78.07876511884886,9.82048542003302,0
Other,Divorced,Jewish,B,-10.757410385608436,169.44980711434988,A,43.47125041331124,147.91417578517235,16.51352015008912,A,-104.41291572927148,D,1.4229534861854134,71.82057710495141,C,C,157.79519114743505,-63.63606531102979,92.25554297204218,1
Male,Divorced,None,B,-92.50491480860555,71.13798893067023,D,-143.09819103642317,-264.98461127451657,-45.545133654474874,E,-121.71148625617158,B,24.42877484221639,-117.08931035514165,A,E,11.852949346022504,137.63187259435824,13.646462028830175,1
Male,Single,Jewish,A,-21.998019755338944,-52.872818982949866,C,-72.02269407597379,-118.79408736777745,91.84071930112593,C,-19.957172369640354,B,-9.782363396500989,11.463015464232747,D,B,-116.31157543878112,83.64522544546917,37.22830649657059,0
Non-binary,Married,None,C,-34.080932223619556,209.99519867161123,D,40.3691463527029,127.74167269250847,122.72996802504737,D,173.2865134001084,C,163.36439200024276,10.014278954226748,E,C,153.34147494279227,28.30959188479741,-10.722923321082542,1
Other,Divorced,Hindu,C,-20.22294195783189,91.81248087095886,C,-93.09796977324216,8.424120088709627,-109.05489697861275,C,150.63305840331262,A,13.7850760038236,-15.38654690772065,A,E,-49.06167370904153,-0.9584106569339033,85.46051702634384,1
Non-binary,Single,Jewish,C,-5.827919683818554,71.58776230420358,A,12.968324514976567,89.05517596866308,-63.44721775321053,E,-10.21720845921049,C,-61.40662942006949,-141.61905177850323,B,D,98.24208047316465,-82.58788961836729,146.4097761357404,0
Other,Divorced,Muslim,E,-104.50607844624955,79.08388542164042,A,118.24849928710472,-63.94427677715074,-52.830979133033296,D,121.45619541844852,D,63.47515656225716,142.4456370374838,E,D,-25.325208003493373,82.83265292259505,9.683592563625568,1
M,Single,Other,C,-74.5401616186401,-82.8497239293731,D,91.62413062314307,139.5557110388724,15.513331329009326,A,-200.0942269514605,A,15.398633503448139,17.639063754605814,E,C,-40.136996433999286,-1.9067634424556588,88.60574128164455,1
M,Single,Muslim,D,114.03963249326713,-33.474510770213925,B,-23.13732856973328,99.0109903910091,-148.653784675937,A,-75.18640453911571,E,-97.42580327607679,-219.07102046281258,E,C,43.21562581231011,-113.81718609855369,151.65810951210443,1
Non-binary,Divorced,Other,E,-111.42633579018705,8.787187392080648,B,151.8856252838341,39.60240705434208,66.89672528306305,E,45.30626547188625,A,-92.43329485245168,38.10458857860366,C,B,107.8261908919842,-77.19531902863359,-229.40414930170223,1
Other,Married,Muslim,B,40.652587739354765,7.624619967234055,B,115.25708319318957,-15.72301372588221,44.99787763378861,E,209.42369603031256,C,64.1170307889907,50.461987600014055,B,E,-39.62628025154705,33.871778933910875,20.00450395088464,1
Other,Single,Christian,C,-2.1369196222392093,-18.700862468558505,A,-59.08507859023129,-33.07434154181115,44.675562725302186,B,-23.902757275820036,C,90.87993402463978,-4.861948152607652,A,B,71.50107193213039,94.28056016002648,36.36485128343022,0
Other,Married,Other,B,-231.85331482082017,22.880157051298923,C,-74.84326150658869,145.51967064437306,51.79508347815058,A,206.26618394391477,C,151.64601844604064,118.4230004180666,B,A,94.86148304328735,137.3007800404999,-59.11473415165799,0
Female,Single,None,B,4.211616847012299,-64.42737724441496,A,-70.80014934298259,35.41206979963298,81.61670749687147,D,-155.90323426049514,E,12.49716694316071,23.540256700550792,C,E,-110.92176216347538,-32.397630887950676,103.99617445096109,1
Other,Single,None,C,-109.58811823170672,89.49792070466323,D,90.77233776293721,58.166793723279554,100.02640981028819,E,-87.79235020368482,D,65.49805055597965,130.5454988047013,D,A,-130.45966020858876,48.096799492018874,-164.82832796730023,1
Other,Widowed,Christian,B,18.29086838944532,-98.97861464551919,D,60.558509635955524,-169.1456040187842,146.6689538491531,A,7.217216720074539,D,-134.81639199084324,-45.05239540809096,C,D,-110.83157458068705,-85.1440947388295,86.09948999575654,0
Other,Single,Buddhist,B,-101.77645843560579,-67.91005498872224,A,68.11903254229847,66.99954048730906,64.19507343616256,A,-62.8132055670556,B,52.30123686404522,175.02331369662286,C,B,213.19445044413317,21.8434716403166,67.28276761263155,1
M,Married,Muslim,D,244.51671258484265,18.50034212305535,D,118.20460048035844,-163.8623609699629,-5.287369546074915,A,24.468428835110963,D,86.98702124402277,-164.8646412030722,B,E,69.11726461157883,-71.48005622653433,114.42127614744733,1
Female,Divorced,Buddhist,B,43.78377530149377,-35.628201510910905,A,-103.8005214137579,13.911934442025425,-73.76928396339675,A,24.820334120964638,A,43.95907739997856,-175.9480252268117,C,A,-46.1885945244975,-28.766173950565022,27.237342787885783,0
Male,Divorced,None,A,213.01004632738315,183.2189717594396,C,-9.769105199095883,-142.9450671582689,-98.82948357490842,A,-45.08335193543197,B,8.449890823690907,-64.41981043624702,B,D,-196.36748355286704,-107.37479891569053,-43.11805179584331,0
Non-binary,Divorced,Christian,E,-62.21730254049661,12.657420003234998,E,-90.60947807492323,-81.82945998615199,-52.51872505769509,B,80.49464958697389,E,65.68121530994746,59.34957534541587,B,E,-57.68043053640769,80.93615689045585,146.31972576637807,0
M,Single,Muslim,E,7.3135607429271445,55.43356949836632,C,80.31552763844391,136.7704939946492,3.873998392218285,C,17.472404678395836,E,-48.34192350090454,120.3509639725145,C,E,-48.34710046198834,-118.99532330763161,68.35577153071002,1
Male,Married,Other,A,-67.92487791870944,-181.13844601407084,D,105.98117556025211,-8.3441146998571,230.02162298943142,D,95.45082371632694,B,153.82895093189137,-130.61169234719435,E,C,-15.050107821679951,45.57455267766788,149.86716664602403,0
M,Divorced,Hindu,A,-97.905901707387,131.1459554371508,D,23.889867708676007,-13.527142298740024,-97.0422079683407,C,34.43812893785512,E,60.05038280107288,95.64603926253751,C,A,139.50868446579295,193.7419913054569,7.136570528081126,1
Non-binary,Single,Jewish,A,-116.35437691309714,96.38823416475181,D,160.05417182432902,-91.82312079760331,99.04905107399912,C,25.075873791412622,E,3.8236931114536876,-141.23860927027965,D,E,-51.563043899474295,-60.68842632688296,133.67897087703818,1
Male,Single,None,B,52.98384443117449,87.19598085574277,A,-71.73352080967459,154.55717121748611,-37.438960346609676,B,290.3080885425693,E,-16.73289575894198,-91.30297464341555,E,E,43.56690033274781,-150.57899616548337,11.41142009594578,1
M,Married,Jewish,C,-103.03883382458447,-33.44598674844407,B,81.20705122050317,8.21839895310304,120.52848118515674,E,43.19128837550078,D,-108.20487776068973,13.502921388981939,C,A,-148.95908239875857,-46.78259953309085,-58.81180463585254,0
Female,Married,None,A,145.93519173750374,-108.44060421156661,D,-73.15293981592386,-103.01654870355867,-108.90649298239185,A,-64.04395820526513,B,42.18065699085034,-48.62497129941853,B,B,-70.45195346713842,-57.692212688375974,10.094805398410928,1
Other,Widowed,Muslim,E,-108.8255621500336,17.363655072695558,A,-105.02426237703659,-44.706880134048404,60.58688792574339,E,26.360810677364586,A,30.205934420475188,61.71744193154497,B,C,-74.80798152981853,-51.992373429449835,-309.7346052254068,1
Other,Married,Jewish,E,70.18430299657533,-101.7421511335177,A,157.01732019131194,-47.13605207609889,-64.81308633048312,B,-16.94763667246679,A,-51.56319919440598,79.80339552573743,A,D,-131.8082238039383,45.6391683873136,77.71326994336283,0
Female,Married,Buddhist,D,-35.61374111853648,-73.21734202475893,B,4.357318049421936,-20.338149954626715,-6.569691560910608,E,-51.401054943802635,D,-220.91217762472473,224.81097669121164,E,E,-48.03752687061545,-210.34794707879848,-79.31932996028597,0
Female,Divorced,Christian,D,45.31486153314858,-19.801078511466283,D,-2.142640705711361,-21.519889919702926,116.07811294160477,D,16.403992094884124,E,114.75633029993963,-37.75771030835916,C,E,17.22098426498136,72.24302163674166,11.607863271578523,0
F,Divorced,Jewish,C,-120.12734004549495,-13.33698260403518,C,6.412278286702909,59.164874903005646,-174.5108012070138,C,-157.351458743167,A,-34.870116556588535,-62.82451185410927,A,B,-192.83455200868224,46.21749836164291,87.7086819346989,0
Other,Married,Other,A,-45.49720781531995,-84.2592274436054,D,-18.369443080487045,-152.4840867925755,113.91639792839383,E,-24.467170953934748,D,31.26640559693771,9.540448030976739,A,B,-227.05239801039446,-32.138525888757805,45.303635901612914,1
Male,Widowed,Muslim,D,74.8562847061586,23.937326718166297,C,52.034798785588436,-78.53290751446038,-110.25972017644175,B,211.83611690684558,A,-174.9037468776272,39.808649620558725,B,D,-2.2839215216704276,144.67540842203618,-150.32052824086085,1
M,Divorced,Buddhist,D,-75.4555201926401,19.291173028355537,C,49.813511003345354,133.37439362768785,-29.742230791961894,A,-97.98075309133638,B,-141.09153532598097,166.17139981415212,B,B,-36.99538291529462,-135.4889304682785,-2.967525298277077,1
Non-binary,Divorced,Hindu,D,-113.79596028946636,-145.75772072445474,D,-60.60253126833815,-146.61873236014014,6.46336214548066,C,-62.21831994678566,D,-169.6261376854089,81.38642083281977,A,A,187.71011237550326,-45.918748865455356,32.67989761464687,1
Non-binary,Widowed,Jewish,C,-71.41159872956355,-174.86123533034691,E,88.62867870626249,-122.8746526145773,33.82140945430671,E,-117.80148806552869,A,-114.40250767078301,-129.22016369043422,B,C,-110.95459536822017,42.318942810343366,168.58781030559777,0
F,Divorced,None,D,39.96502407178042,70.83138160377109,E,-100.38457537883423,65.55726071642954,85.56415520485346,C,-21.764476924843525,E,50.60378032554335,74.40736227963319,A,A,10.738474800647174,86.77108707751839,9.61608107894443,1
F,Single,Muslim,C,1.5063664182680836,22.293993405977517,A,0.8276186464554747,46.936185241858034,116.24589534198155,A,169.54798153314118,C,-69.81146526202512,-21.796659105976037,C,C,28.828664505831124,79.55211193654159,161.98174686716357,1
Female,Married,Buddhist,D,-28.3092941678847,0.45381067750033044,B,-126.10492159174713,121.73986692016445,-29.603361263850807,D,106.46684392935286,C,157.7040547055644,-69.12595616351052,C,C,16.29679875472389,12.733822730376335,-82.54618735801051,1
Other,Widowed,Muslim,A,-78.11570285913831,11.131121362043556,D,-141.69073099697894,-171.49105739592144,-24.86579691782158,D,79.69454031103635,D,-35.027291037700564,-18.63867783247403,D,D,-30.22905645220377,-15.116174095071692,-51.676164114392144,1
F,Married,None,E,61.1668825801769,88.56309837991185,A,16.052678556463217,171.71169356376316,34.617355693558466,D,-76.17414805992075,C,259.13940187908173,2.2629933767522883,A,D,-73.23587146292927,-33.554641635176615,-18.21758799515094,0
F,Divorced,None,E,-101.63517266227838,-54.49213039674742,A,60.681704494349,27.28125062770272,81.54293283786649,A,36.1815298008994,A,152.21495491328534,125.23500382846949,B,B,-246.24112631053055,238.1036289733935,-6.302404413330523,1
Male,Divorced,Buddhist,A,35.136476760520374,102.45221365801187,E,-15.729126032149237,90.42993701673528,-66.24947169341058,D,-76.55903436890144,A,-32.04151678699919,32.98464004187407,E,A,54.77277435058704,58.56961725402111,129.69975094661876,1
M,Married,None,C,42.32107026719512,-33.84501075764854,D,-25.537274667107695,13.965892121489123,211.73002581166554,E,30.548170986504697,C,-20.06748137584895,21.1453946649553,E,B,-39.483689092481036,-45.15918159966683,-37.96220398441808,1
Male,Widowed,Hindu,E,62.964433608481855,215.4236704004652,E,124.32118679463507,-38.96968884493492,-299.10900235758714,C,-11.78326722040445,A,-10.498353004236922,9.53393302209192,A,C,-25.660163824791592,128.0479025724184,6.486413315197737,1
M,Divorced,Hindu,B,1.889565823895627,17.892379386406912,A,21.40593583848438,114.36059158813543,-41.95160188184526,D,-14.400626368839864,B,36.04855456192887,-34.278634573482464,B,A,-150.70316259497295,-14.196407572829997,187.38159101223403,1
Male,Single,None,D,-68.77368747261602,15.086617866802424,C,6.833252363859682,66.78948171650421,-21.26091549888583,A,80.97330747832503,B,-27.200809957012183,151.36928687316092,E,B,-47.277540843231954,92.60163676305706,-90.89517578113798,1
Other,Divorced,Jewish,A,-107.80348622036897,-58.16166031730228,E,-41.46721185375159,-10.741604711449511,-123.90881633006924,C,-72.92518454154146,B,-123.4312290623226,-10.571540913647077,C,C,-60.18748229489438,6.492216981008793,-91.18515909223882,0
Other,Widowed,Buddhist,A,-64.22946535384253,-111.29804753891376,E,65.05642251483243,85.41091063046792,-181.7759537624494,B,-2.5669154514609915,E,42.45672862132578,-79.33131946648582,D,A,-62.86125960147436,-73.90564950432412,-15.424237776814568,1
M,Widowed,Christian,D,6.890955735239794,145.4761321917279,B,-50.11408417285727,82.87628002105217,50.75579180416666,B,163.97625559106942,A,-138.8638203558327,44.30912356630326,C,E,-25.517139635490686,-26.75980570187643,169.3653971872291,0
M,Single,Hindu,B,-5.24782565632199,-191.56364385792918,A,39.129614741460315,-80.29018530227525,125.82205200884454,B,35.527909509671005,B,-341.84611517920894,-91.05791323289581,B,D,-48.391389687149506,64.39776137589709,2.505154211334208,1
