marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Divorced,54.55169891590194,27.082677964172635,A,-76.92634670413734,A,28.647373755233218,B,-172.22448568465796,-48.241048142137345,-138.35506877376287,-48.91311639057331,119.84104756763503,D,D,A,C,E,-99.45737141138812,-75.07899163433785,0
Married,-227.5102073135057,-162.4126627462149,A,76.87322936636117,C,65.28078130537162,A,179.78304790445068,100.59642539737608,19.905245670608455,24.07550864456464,77.24885015556673,A,A,B,B,B,-165.65875038018592,160.33282262332725,0
Divorced,-29.420901493909184,90.52478603852006,A,19.948684659665886,B,99.23748465758263,A,184.28475780668023,-36.14120256373495,51.1394846800875,-4.851448845163222,-5.202988508588289,C,A,A,A,C,57.42104888020976,138.00479430060426,1
Widowed,-18.87998507067691,133.13424513915623,C,-212.85156403700776,C,-2.015080878003678,A,47.900310216985204,-22.3150981412244,337.45758702819825,-81.13488071042836,65.43395595064932,A,C,C,B,B,104.65140424693473,225.53907738865382,0
Widowed,-174.2993411874051,-82.37464696525039,C,66.53453190064971,D,-33.6108789655211,A,35.53782390553082,173.50217039306457,175.74411011973768,-116.64140872801005,-8.870461500231643,D,A,B,B,A,-21.69698804474212,-3.299764749115244,1
Widowed,64.69907778008864,2.941824221725923,D,223.6017710442689,B,-60.46365039659245,E,-159.71850030259338,135.95329281008563,-49.67623672159714,-81.34154950295007,28.453874334978423,A,A,A,C,C,-44.35889129457065,-81.0130056413733,0
Married,48.41440227264627,-33.146178831320796,C,-252.73159038200154,C,91.19005578060089,D,90.56485985479979,-53.74312103365154,-108.06722656707093,98.41417069695689,69.17597287947177,A,E,D,D,A,17.196245680289874,7.014339602039768,1
Single,15.969642531757017,220.0425555769895,C,-158.38820655747665,D,-234.68951926567624,B,-50.79561591698158,10.816153242972568,-23.78529329954939,-73.47987007798503,80.29933517344267,B,A,B,E,B,-305.46000680956627,134.62144851423233,1
Widowed,-22.402270138847175,-157.13496435581533,A,18.497218582286763,A,122.47369318262137,A,-63.78858437883531,10.383741354712969,7.746599989797313,47.88976660814824,80.5216127878644,D,E,A,D,A,-73.01568904831005,-33.03597326178293,0
Married,47.82555141450106,-97.53595652926934,C,-35.04567953531693,C,44.4212460198923,B,-21.74186285814429,-221.06097392214977,93.54020062057172,-22.41567278047404,-36.30505988218231,E,E,C,E,A,6.267403783400248,-174.8755800288744,0
Single,99.28217808469992,-86.10106817054854,B,72.30807941940333,C,37.01726091459091,A,-58.74401699479811,-70.99886639216191,22.3852874624403,84.28942824032212,-151.6507781446272,A,C,E,B,A,-73.78626339903687,-121.29140272601508,1
Married,-63.80711486392905,-96.02687033853034,E,43.04044649293727,B,-15.111352242885445,C,17.595562167724268,-67.45021894863197,-32.92658857374908,245.25999907106413,-59.97585077779419,B,D,C,C,A,88.77862282285925,40.43461707280715,1
Married,92.08560775397126,119.0282119820224,B,176.55829941730914,A,-119.03791394606864,B,139.31943267519515,-86.04723949940943,66.39710536595355,211.69741031620345,-20.349215588508812,E,B,A,D,B,-39.57602445956195,121.5424803013891,1
Married,100.42350364347747,48.59010181517566,A,111.35785787379271,A,180.05181827945975,A,-50.29012367933533,-36.00537617125855,-35.07571732101456,-117.20552805657785,62.449952677002095,D,D,D,B,A,-90.3555699539158,-82.37480810145331,0
Divorced,-147.59476806640373,104.14964227668342,A,-65.14349250321153,A,-91.06664684961959,D,112.65133252063548,-47.45675360797575,13.324523252589787,121.57192725283767,28.103412335392175,B,D,D,E,E,53.22713705623187,167.31425075590542,0
Married,93.59209427892718,-45.520418871472806,A,89.252750786157,C,-118.55811585668651,A,-128.22973058535177,-61.95353481932878,-76.25105386111777,51.38252943482361,15.427070742233278,C,D,E,A,A,80.07329391439468,173.17700611118835,1
Divorced,69.00651628928392,73.0092486643726,D,-87.94947511184039,A,79.66475241082843,C,16.05823329135769,71.2744346094592,20.14063957873112,-33.60065425170666,-98.55213039114979,E,D,D,B,A,-89.817833976415,-77.35128352236295,1
Divorced,-106.66233115409787,-55.57420594417588,B,22.764161114354703,C,59.20212201165626,A,85.98406512473655,10.073194964577187,-112.48263292457321,31.775949570974205,80.14301019833114,E,B,E,B,E,131.69183270038852,1.6175080632399321,1
Widowed,21.36601862120202,59.09485830616808,E,33.298219873751165,C,-93.90203664507527,E,-45.96035524039929,-156.1586409861854,-111.77789114021101,-219.94586364779326,-81.16710364070936,B,D,D,B,C,88.24283279913571,3.9392554673930604,1
Single,-11.028280536423583,0.34261210208815085,C,10.984288124194446,A,-122.23102803105978,D,14.773456213257699,206.17473202183052,-72.38389922686181,37.013335445166064,10.450125306373032,C,D,B,B,B,-116.37848167748336,85.26313848401185,0
Divorced,-1.870861548249772,-77.7917056116502,D,169.92820014213018,C,-98.77035901328321,B,177.06624823352365,-3.7171025742192727,-225.62533578840998,-48.638983523637954,5.526122340086154,E,B,A,E,D,-181.21023125167036,-58.758600761129046,1
Widowed,-36.92013126921056,32.28907690224666,D,-76.97613117767779,C,151.0175992767256,E,-37.48457169495605,113.55373598490476,-1.947332737572427,-106.80750637800888,-62.612666744923864,D,E,A,E,C,129.42198480656438,-144.9702539532854,0
Divorced,-146.44370235056655,238.57528695409783,C,-81.1902545897467,E,9.953152906936143,C,50.30322193889979,125.05088094709012,51.42694509737616,91.32824852397982,-82.68423332254997,D,D,D,A,D,-31.47260551166663,119.8297565850198,1
Married,30.262895325135787,-83.56493635436976,C,-214.87100178774165,C,4.313625583671264,E,176.0231326246812,-51.56378563185275,15.642513539568052,-56.299054880375365,63.54315878807333,D,D,B,A,C,80.15387021336622,63.446022253925626,1
Divorced,-2.718054988760197,77.25417709465944,C,-20.41087669828415,C,166.82455332030588,B,-117.12077594151047,84.14649556288686,181.89995032475406,227.40297318656616,204.14781871622608,A,B,D,C,E,-101.90733571913539,116.13761338702892,1
Single,-42.451470702117476,-127.03588629126503,C,71.40063653389764,E,23.47305096833909,B,-132.3527405294386,-96.78232382169719,2.533317479906089,-25.60799795306975,-2.8155736265358495,C,B,E,B,C,-104.51721604504715,129.8929932403582,0
Married,-118.00140047739251,-62.29507860033425,C,-56.367241220857856,E,135.79062129642318,E,-116.183328679194,12.2487066764737,-39.5871710087206,304.2958839565797,17.448821368008144,D,B,E,D,D,-146.86059127862922,-152.1317096757653,0
Widowed,-7.15058857421617,40.60954766008548,B,-81.3446559936956,C,51.215930779443184,D,144.94245528588036,37.38739871807483,3.6406469823115137,47.16308923391776,23.180456795652585,D,B,E,C,A,38.981241876939,-170.44524001408294,1
Married,-271.63883110635936,54.46923803973608,A,4.872486166905541,A,-41.679440059139594,D,63.9404801040132,-115.74383983726977,9.575980888448424,14.450132563868362,-121.06334158179956,D,A,C,D,E,-165.2540463998844,-95.08740821893181,1
Married,126.42018276312305,135.43899798775644,D,-48.589321862152445,D,-13.863657610917574,E,-33.29789726973212,7.3071537753138776,16.378754883039008,59.34979159916648,26.473443774240934,B,B,E,A,C,-5.546034118460917,145.69480157036438,0
Widowed,-68.47622630536408,31.164824762325328,C,36.82797494444375,C,30.434508032916696,D,13.635957944539825,112.196503057722,-207.77644602732974,174.43234751973995,54.42660338337627,D,E,B,D,B,56.402507366747244,-107.42475649318426,1
Single,89.79322885877254,-60.65328290871604,D,-136.88935211411552,E,136.92531967089684,C,-60.78008265279911,2.532004767558114,77.151363095171,-32.981320311978806,80.55616231748358,B,E,E,A,A,-109.05268328716122,21.5077215648593,1
Single,104.89582484015405,163.43482297282483,D,62.74035714014651,D,137.37478088301296,D,23.763107286118636,115.2950067523099,46.97598019830388,29.935744408945414,18.583413363980068,A,D,B,B,D,-198.33606954400355,120.94173658717654,0
Widowed,91.76386986492292,-69.88931744888724,C,-104.29689644239116,D,-222.97716834182125,E,104.78001851449761,-84.73142141553134,-80.72154980686976,-81.80339256206804,-45.42708860364847,C,C,B,C,C,185.54392082352786,328.77100492451905,1
Widowed,-32.39827647878105,-39.4604353779761,B,146.8222797765536,D,102.25672248013731,B,12.459254302328011,131.65246334960287,-57.74626065518807,-97.96371747260602,-129.48707076783708,C,E,C,E,D,-15.52195862742026,-132.6440373958991,0
Married,38.96720640168521,-77.02226387965527,E,25.654252384328437,B,-28.410527903853794,B,20.20527819891031,46.7598709458381,41.67361241097716,-24.268485082457953,-35.23962235999355,B,C,C,B,D,-47.73766137111128,212.73529782703613,1
Widowed,-52.554264343335035,179.1232157343957,E,47.07376108906154,A,-132.53586249858373,E,9.967799482700885,55.13607402013101,16.36441005061061,-40.13295782269622,83.77821701110021,C,D,D,C,E,-41.57306414133896,-7.754811134210138,1
Divorced,-79.02034111574893,-37.065243551725956,C,10.573018413155074,D,-142.56209036901444,A,106.1135279725408,24.400444166515936,46.487132166584246,-40.681347751777764,99.87885995377084,A,E,E,C,B,35.208638294143526,16.67612557989779,1
Single,-28.08582902575013,49.17476361590482,C,43.15477285406759,D,118.08819774058652,C,77.8309575836607,-237.10395202638165,-101.18273534380103,177.47132026120062,33.30239891801945,D,C,C,C,B,160.05300177327527,-80.32018709640224,1
Married,-213.50382127876787,-28.37182960696071,B,153.6335370693036,C,-19.75404757009236,B,-11.9202098589421,-56.232210736381695,-140.1234213545021,-51.903936911345525,-113.15736653989342,B,B,B,D,A,-170.87297923368604,-27.435310491537734,0
Divorced,-101.38336964814062,-104.61571290069386,A,140.2134901787862,A,104.14722222426805,D,-76.27453543465937,78.89647189556759,82.7622200029675,-106.20775294861558,59.98381516243925,D,C,D,C,D,-147.15105476694586,-72.52663242550885,0
Divorced,-29.972211649019386,-14.350013824336624,A,-10.666507352412378,D,1.2187564148420176,D,19.66404930844353,141.6694538260343,22.982140257670444,74.35964413901992,103.99545714645697,C,B,E,E,C,26.750396775530493,131.59548861565747,0
Divorced,129.0647743806661,-111.90549115708043,D,12.810915135003844,D,-92.79930874225043,C,-1.8021606263803887,-93.62816763528429,80.8122845669369,-25.19188536463276,28.895725265552173,C,A,A,E,D,24.103542236970803,69.34942987966141,0
Married,11.274219219239514,-241.61075801577346,D,81.026366665161,D,-64.6067043460943,D,-122.28732817150683,-3.915007743831066,-220.1558180780389,218.37737242703824,-71.71376695544262,A,B,C,C,A,-17.171924412273402,-34.18525030187021,1
Single,-18.815097722696137,-132.89277652133308,C,-53.64640856355268,B,179.43358567104212,C,64.97360900258066,124.4990511012289,125.90766777843987,-132.07514986043503,-77.70863570637619,B,C,D,C,A,-34.8145960038388,139.9897145404447,0
Married,-28.257814747743744,-124.08671111790524,D,-96.96172387255574,A,-73.14821796509914,B,-187.44251578630096,72.54731343171827,-105.08216893673207,91.04045962506618,193.1625411680094,C,A,A,E,A,-4.7934751511944285,-190.93469395171422,1
Widowed,4.397550889927762,150.73551805295776,A,21.162831935583494,C,-20.462376656234486,E,-15.75110361366071,-6.7999389801819605,65.07012776918172,98.89873557496344,75.57270446834595,C,C,D,C,E,65.84535132018004,-94.07376368814529,1
Married,-84.43668937130798,47.24312066380538,E,-17.40939275802759,B,-98.13125269173273,E,3.130723497274516,63.56307154991428,159.98270673464702,-109.87640851212286,-61.42585644918852,E,B,A,B,E,-6.6706808958559805,-23.232391547457677,0
Single,-97.73667223654766,-23.872382236341856,C,60.673559485871166,A,-65.53280994509461,B,9.675610188405996,-9.018931133468207,-191.70016932934638,80.116156044817,210.22324754297208,A,D,D,E,E,-29.38534461334399,-3.739622508711731,1
Divorced,-57.203299813302685,-114.2182584043334,D,-189.35005147650404,C,-223.7939511368788,B,16.275358941126605,-114.49938747597925,-46.02285440762161,15.724050318746515,284.8646308904135,E,D,B,D,A,74.8375876190287,-171.94591504344697,0
Widowed,174.20643163770782,77.9780477370884,C,0.2718339187527962,A,80.46333907572665,D,86.36787181380053,-2.141774820049277,-217.57603706260312,151.80566715851222,-81.18410568080546,A,C,A,E,C,-43.37037401166867,-2.3539906525722354,1
Widowed,43.32570897383033,-223.4247562928607,A,-10.267968346155747,D,23.981981437963356,A,61.66770669820881,36.824552771598604,-125.86108715865849,19.59921469622297,26.51929315976757,C,D,C,C,C,39.58692990453958,154.0154686504267,1
Divorced,81.66207689435247,-115.77374786882184,D,17.733726200842074,C,180.42576853802942,D,99.31124328623326,109.11358943103981,-16.822109221217257,49.496624969441456,-20.349986492637264,E,A,A,D,A,-141.8503880986701,5.516733374110985,0
Widowed,200.8374867029195,86.19038451699998,E,-158.39839660411346,E,117.32511817324165,C,-56.18523500095252,-11.820760455025763,32.782027627873774,-176.38899683521922,51.86418292617698,A,C,C,A,E,217.11101686538635,127.71277128819125,1
Widowed,162.51634144707222,51.217654678290145,D,101.46062330247292,A,-93.82970844110906,A,153.11615857720483,-70.35709986048026,96.95175887532767,-36.94629453040573,-14.837500320958375,B,D,D,C,D,2.3474094558181533,80.2672613500129,1
Divorced,277.9542154971092,-7.132943382678196,D,102.512772948839,C,11.45993385259797,D,131.25653496057313,2.4637629192781,76.95601894963133,19.14604108690948,-159.21754317014427,E,D,D,D,A,58.80494057573531,-94.088327539088,1
Widowed,117.58562491525977,-83.56394811110256,A,47.14543302825585,A,25.480707953836728,A,-12.515174788686464,-177.1326359919543,-54.49153633654665,-158.9568812616291,15.27369476646411,C,C,E,A,C,-57.320574713069696,-154.6072594604443,1
Widowed,92.4824684002347,4.406823244947663,E,-89.02690013286698,C,94.15600081552348,C,174.17426992932928,-18.913349864273425,-35.57117640248332,-90.40622997624229,141.4883387646485,E,C,C,B,D,0.5700696478600483,-221.24195365267533,0
Widowed,21.40413784492695,139.77424215849035,C,212.10992012525173,E,4.926047069946546,E,-1.9475235922164535,-82.14247915314809,-117.62040691824029,192.4046100583388,11.970960775222906,C,B,E,C,E,-67.90147773107824,-55.444861384675114,1
Widowed,131.2663984407444,33.823227975461826,E,-31.2191972882986,C,-138.68110546931737,A,-79.43618484903314,9.10187128420312,64.46581166574641,26.2080126126912,-29.070054304233743,A,C,D,E,B,175.645282393064,-141.38711489911623,0
Single,152.16256424439948,-1.226417305899472,C,109.77162238203945,B,-68.8750717016256,A,67.54871355489726,-80.01444294172343,4.321876765343548,134.67007068453532,-101.31421466326766,C,A,A,E,A,-2.002497944867058,102.33435236824167,1
Married,96.38891940411887,-160.88907504435969,D,29.527161272016034,C,-4.443984895932033,E,-84.5189660628101,-69.61132938612543,200.3999951539849,19.16547859964182,104.31515408831373,A,B,C,B,A,3.2509340809831464,-34.82147952903628,1
Widowed,-27.90889374089452,-124.32430743829974,D,-74.06613079475667,B,-174.71353002808954,B,-2.593915938544769,-159.30256564611653,60.4854267644243,80.17460259444397,169.68753651937644,E,C,A,A,C,-153.6482417011121,53.45842928262593,1
Widowed,83.96328631503374,-4.174365192498092,D,-146.16981791683085,D,90.93135353681878,A,49.81188040707089,2.542564460995333,-50.080780603763955,78.16341655235782,-127.5129217068274,B,B,C,E,E,74.68911247207262,-112.11413969577653,1
Widowed,282.08278315846076,-49.80263179070001,A,67.0764135013685,E,168.9944903926731,B,-9.554922735108299,-6.884543565366038,-136.72240628524136,-76.81550580525058,40.594919795930004,A,B,C,A,D,22.761639748910955,181.0414532315558,0
Married,82.9351991631844,154.97921509379185,A,131.76729682488804,B,99.43498212101859,E,75.84302327221982,-200.09742613417637,115.03053469798814,-134.93479304775303,0.4279182574113308,D,C,D,A,A,117.36649314453432,54.0752285469979,1
Widowed,59.53431369553884,74.4416493376856,D,-68.44317212940516,D,53.18902992870689,B,72.94434208337125,-17.206034388169943,42.6870627771767,239.36899227639952,151.51482438662754,A,E,B,E,E,45.26258986302424,72.70036605511618,0
Divorced,29.83101353504728,-143.7043398509746,C,-187.73759433331887,C,221.28980944111234,A,-202.24276070966627,14.6885392025502,-35.73748195745405,27.815997801490006,-25.319284912072398,C,A,C,A,B,-100.00288131461761,105.51826071174976,1
Widowed,-9.754415138537631,-39.23878009269914,A,70.66124160934191,C,-13.412868421712718,E,-149.39429311261333,-51.81865442446989,88.30539081158481,19.784301123128223,61.02172337467495,B,B,E,C,E,-259.3902219637274,70.04313604113759,1
Divorced,224.51232802657032,102.81997718572869,A,-39.529432521094535,A,94.89833618370113,B,41.37847019495748,178.87940290430896,0.9786010979365206,-37.945307630932696,-117.49080108419314,B,B,B,B,E,-117.6418420652003,172.42283801366,0
Widowed,-87.4292213973937,-36.24280837278519,D,-50.70641480341088,D,76.8327289273064,C,-27.058937559035652,-77.39419399673176,-9.925300657149332,118.82334985278817,-121.5538521377029,C,E,B,D,A,61.46595777671462,-63.154090277919416,0
Widowed,52.721996495757075,133.4368415298357,C,-5.710294798361636,B,80.12216257711583,B,-2.596430134710456,70.1965379154682,81.50103012588814,56.30321308336176,46.58364720342941,A,B,B,C,D,123.76074255563539,47.382246490836295,1
Married,193.65318221749973,-155.8675588522974,A,90.4431402440301,D,-48.50317099232416,D,-88.59931121729457,-6.817397293176167,8.870994907031408,-91.5341581101901,-1.4374684307957302,B,E,D,D,D,60.42652629217127,-25.337210881719592,0
Divorced,-48.19186029956342,-74.78650287456905,A,-165.00406406471865,B,25.12671096001229,E,-45.70219395705738,-17.351039356352167,61.284770241983985,-16.08902778598291,-200.44623020976232,A,B,A,B,A,45.80907126366762,-299.4839302071295,1
Married,19.028131877239254,-13.380004558313452,D,4.410011072497969,A,108.17740303038732,E,-51.3738007814311,-73.52685139789082,-28.42889728863664,-199.90503956728182,40.51789065586412,A,B,D,A,A,7.50145930431541,29.544009274892403,1
Widowed,135.20264213113168,-75.39287982641511,B,132.26904705157014,A,-25.740470825584094,B,-104.10921356151775,104.63751286065755,12.412912425777979,-78.51220068374808,-24.74522293463402,C,E,D,D,B,75.06905949034775,214.3876180513676,1
Widowed,170.0222794078583,33.91830665612306,B,73.80373899075562,E,-82.71448770067352,B,-10.36299886385442,14.821666742005213,10.119136980646134,-86.87967049943988,-34.002077094562615,B,C,B,D,D,-9.155113361477426,-122.46908246329744,0
Widowed,-11.94841581020955,132.54937366473223,C,21.406922376305566,E,-223.56909323021523,C,151.31683572532594,-30.778838549178566,-16.46400672089685,-15.115220009884425,68.56916677412353,C,E,A,D,A,-72.21159302111036,116.27106465534114,1
Widowed,-130.34566622758945,66.46734857708313,C,108.55943303558986,A,98.4954210087055,E,7.7811586628236995,-66.6300223464323,-109.93575398197746,-111.52880777984085,-20.330579799759523,E,A,B,E,A,24.618802241432476,106.38144872966832,0
Divorced,-14.061251603869271,111.15622302332851,B,-170.69074238542916,A,157.66187061335793,B,-47.01888931614513,-97.60405079549167,-1.5160250776927433,-127.4594439570981,-23.817484823878463,B,B,E,D,B,-217.01972443138393,-80.95596806852377,1
Widowed,-73.86932667150278,-70.03007253629406,E,-101.20806491653245,B,68.64460010817687,D,107.24449662619948,-3.849522857377033,39.65152856863728,-29.42994835922476,-48.567241000213485,B,E,C,E,C,-120.03495942109777,134.68460383391235,0
Single,106.02703913013198,-15.489361676293653,A,26.822563509683654,C,-77.36586241022029,B,72.59160579233207,-80.75086128483248,9.29011852424013,24.37387922920263,16.190623774142114,A,B,E,D,B,-9.68372815384247,-86.90317283080732,0
Married,-104.12756913862687,107.72464088488924,A,-78.12192961948863,C,9.82806958109224,B,-168.41094134494224,58.80754759899583,43.23631270250661,88.78490087447126,-113.0941487269314,D,B,D,B,E,-59.01215913202418,86.35791839510117,1
Divorced,37.46696580203042,-23.321998292969216,D,23.91667689552568,A,-88.07466257865002,B,61.88823446109988,-237.68392805159885,30.80852853851753,132.84430052949313,125.12690817440361,A,A,A,C,B,-5.507587678830153,-138.85127993251953,1
Divorced,192.2987563200397,-43.67510355110295,E,-24.260068639999684,E,-25.51092923449218,B,-107.48296641792763,-13.989510038865358,-60.80737896631945,-80.67356798798365,-162.30698600403656,C,A,C,D,B,129.14012798389172,-83.37411199239192,1
Divorced,-63.11969271019204,-75.12175504511322,A,19.079217130645066,E,-31.838908103222035,E,-81.78624901451397,-75.7075797369801,19.623114848189203,51.607443663471884,60.79161103820713,C,D,B,E,D,15.081610255558603,-29.05683790215684,1
Divorced,84.19105576586985,-179.38737978109125,D,13.026677053282723,D,4.939042751351302,B,-37.497253819572066,-154.07884269979522,62.07018159310117,-44.54396138304033,-178.5640948868121,A,A,B,D,E,-102.66903549992932,-130.70652186947237,0
Single,92.07844916294125,113.4833763360944,B,47.84668762895914,A,-117.19777647662808,E,-14.727510575878739,63.41048208322238,-12.68109684271182,23.10071804687924,44.64582712842445,C,C,E,D,E,95.6356127143862,-135.06658596545742,1
Married,-150.30717598916127,-41.46843648765062,A,-22.018769461507777,A,-90.91623183582449,A,11.218850606257238,20.484038666487976,11.569992119689426,-174.7491235101855,-51.058229715280724,C,B,A,E,E,81.61635730391744,17.307296878402465,0
Single,23.193284456001688,-30.912757369396825,E,-86.71674143707425,C,160.32461967239723,E,68.71020490044822,122.45443871834792,52.623296793261865,75.70004778896612,74.21308112971103,B,C,A,B,A,-11.403404292701099,46.50005449511564,1
Divorced,79.70793074316647,29.73171727265606,E,25.978799947280695,B,88.06500769205824,E,-17.189029487238084,189.06309916556808,-155.66248028300453,74.190606380045,-17.48276547281432,C,A,B,D,C,10.746853652392238,-162.66218446521742,1
Married,75.56247094403847,-38.682863782938355,C,-98.36042968236814,D,135.42592342551168,B,-57.84751224290069,30.5076187001417,18.406935112722607,47.712017956254684,27.58145689839998,A,C,D,D,C,-60.493146391043,82.64968124271127,0
Single,-24.08711596124903,-0.028308669896241388,E,41.89691127510476,B,-102.83738261443185,D,150.63683899405646,55.97510971002968,97.28600560015805,81.53128915852538,-171.23565168376382,E,E,E,A,B,-31.23970489892296,-25.27974205397928,1
Married,-167.5381545259373,71.75815055167246,B,10.366115672665604,D,-41.667312374980725,B,-28.669443202205752,-78.1146853216373,-27.383973839880188,16.528295317509805,55.2372780084212,E,C,B,A,E,98.50144892547412,87.90322836108118,1
Married,96.724617160678,-3.9315898909773805,A,-78.21995085272259,C,-143.37804969589206,A,-109.40071623665875,120.98180234588136,-82.49858396853,-72.28538518341338,-129.24103569738287,B,B,B,E,E,-51.301324996084375,-165.18071623433713,1
Divorced,-35.12475516179086,114.58260092305596,A,58.77545917977467,E,9.143144878263671,E,61.49168070337991,97.13221821860388,-95.76084419865714,-33.412516305581946,-31.55922608262135,B,D,D,E,E,137.23959876501053,-237.6017604238564,1
Married,-76.52960604043041,-32.801241218031706,B,-175.436178243976,A,-83.4031955084243,C,69.25725586509779,111.67317040859042,105.90102703509254,5.404750192513451,48.10083416636015,E,D,B,D,B,-111.74927407556486,195.38413553353425,1
Single,85.51077323344258,-70.07673716420807,C,-85.53146722965155,E,-37.00113920122873,D,36.26106458405099,31.198388883080742,-72.48646259274759,-15.100966937421347,-78.17223172058553,B,B,B,B,E,-162.11349325793054,55.687766356149304,1
Divorced,-23.648847063576916,-71.01436877265512,C,-208.265715060117,C,50.70737429925794,E,136.45292926544755,4.3039495484499195,8.774328956861957,63.782112442673835,-131.54127684062345,E,B,B,B,B,-23.365847764429596,-43.77150860408621,1
Married,109.42308658897069,162.61116130401768,B,-57.631036195891085,C,-58.11261075533659,B,-39.49793950891418,-35.546697020846814,-29.962047194297675,-3.1059897128720158,27.0029659909985,E,A,C,B,E,74.00019081743699,-14.518470098180053,0
Single,-101.2780102485333,-84.67759021530532,B,-105.73501433220997,B,-93.5183514588477,E,-214.51648593168184,39.6832818429301,-27.147202057876108,-54.6299229377868,-77.20606018149515,D,D,D,C,D,-34.17972400430792,-51.81497791818388,0
Widowed,128.98921829748323,263.6527952183957,A,12.811445706734128,D,103.55043870100344,D,-106.56864286643814,47.82762778182351,-316.990903195569,84.02655045467633,77.3180229109906,A,E,C,A,E,-77.1825194480594,-55.804958649171844,1
Divorced,211.00142936593912,-89.28724160037011,C,84.132698051707,A,-83.4485896214914,A,-30.821945723277295,-101.08041071149805,24.179291208873835,-42.629717369286965,-69.77904666289079,D,D,D,A,D,-211.13638939411055,-5.787333425671593,0
Married,-58.44094095803419,-83.84977218880032,E,16.95702987997996,E,203.5411736024889,C,-24.50298221282608,-121.98059267545958,-54.912395805254796,-48.51882697483633,93.18712998654081,C,B,C,B,C,28.542171146100387,106.65682005605844,0
Divorced,16.810282368746304,-39.02835326700998,D,-18.058709675762515,D,-205.1226133698425,D,146.8483970356914,186.20338194758773,162.6217284621912,-108.42924233742059,76.06011931066267,B,E,C,D,D,124.74260229870899,-13.34887842154072,0
Widowed,22.310433325143215,123.66736848717721,B,-67.90138836660365,E,209.5834036209393,A,124.44478900504478,-32.19251848254644,57.12036078607986,-4.658657117997992,-40.90907988976823,C,C,B,C,C,-111.48476047127711,105.83153329752916,1
Divorced,-196.5939825291017,-46.84565531606534,D,56.45173023943285,B,-123.80234711353376,E,19.249962310357194,103.87028568611171,-17.09294895678254,-135.98526582381368,-87.1359225393354,E,D,A,B,A,230.8140438446129,38.43644477379169,1
Married,14.793067033331395,74.79558256402346,A,-160.95300777567056,D,-11.153152756719892,E,-14.166643538174695,-266.4946656568431,158.2092930602771,24.770405941223963,-153.60278094884185,A,B,A,E,A,42.92204165006575,-29.62662860079713,1
Widowed,-188.47014779747906,110.91190390968151,E,-86.52294294294222,D,-145.1953085926622,C,129.38052479532388,-2.689725957661601,-126.86657409658461,21.22370665835863,87.60772772069693,C,D,E,A,D,-87.60090134523603,-46.84355116055791,1
Widowed,-3.7051333857770574,-15.731129147637098,D,-38.66499682827226,A,-50.03454266872179,D,-111.68522041306635,-271.8698517197547,-7.291801582464245,-107.2905008471763,-26.8412202783219,E,C,C,C,B,112.27336443340128,-92.05221241935547,1
Married,107.97504348177705,211.8582870926918,A,-1.2761778090101958,D,36.3938857512935,A,18.590513107926352,143.03362563271355,20.876089552970818,164.7163611495978,32.7080524296278,C,D,A,E,C,71.16284505047715,103.34827727043223,1
Single,25.16717410751012,14.172200671634306,C,2.8502939754872543,C,-114.59647415015202,C,-57.52651648678203,-99.73688739664568,91.09670808856343,9.107226349499099,54.903158506095714,C,A,D,C,D,58.47979096856163,99.21171775281373,1
Divorced,-124.00777221271966,108.2871755518362,E,8.13856225665533,A,-31.338997466796485,D,-101.80313766712746,27.694319176644488,97.31033178722228,123.42956038994129,-157.20806503503334,C,D,E,E,A,-25.793246894134263,-72.26411522081702,1
Married,-221.52479916585827,84.46639923402624,E,55.26061450380807,D,62.340886261586036,D,76.51298759871067,57.301886926258646,-84.40130289978528,-33.498477115237506,48.30610841019902,D,A,B,D,E,45.39680842292757,24.664676548817557,1
Married,93.38989258990394,12.767239664253227,E,29.77016549911719,C,255.1902423781581,C,-37.19677043569901,129.20726332921362,-103.29481307391104,63.410112797539455,-113.14959380439524,B,A,C,B,D,40.78974026001375,175.6032363431532,1
Married,-72.43937246603382,159.04856419830716,E,-175.1738287043356,A,-24.911008171739006,D,72.63098633073682,244.02162628069078,55.9906540405896,6.473415636285146,-181.17935970522728,B,E,D,C,E,-21.521934804269836,159.3993941302981,1
Divorced,-181.52144016877554,-46.39173180379342,B,-160.45773536559886,A,95.93284455022739,B,-3.981961105762035,99.54112164997667,-1.35657116829007,87.92940241262544,-114.50097157413914,C,B,A,D,B,-139.17677755129097,63.517134535538425,0
Widowed,-84.77694392759521,16.11960897005732,E,-22.112810878024945,A,-117.64464902729873,B,-74.89718840282843,140.02810161212506,-90.92384600281058,-84.8728893080891,91.53069440400931,D,B,D,C,B,39.13223427617859,-33.923244799367566,1
Married,-53.950031674677255,144.59330420164525,D,-68.98619632390803,E,-262.1903775491853,E,120.0231086001726,62.49191784162272,-172.27717319912554,-127.23516132004411,49.46754297445307,A,B,E,D,E,-5.6061480268647195,-83.84976828332147,1
Widowed,-92.39061156349374,14.761725786526437,E,66.45973141871924,E,-120.56767132687925,A,43.14659588410133,110.7696748673687,-16.76432398484255,-146.0133187365293,66.13806976526578,D,D,A,E,B,-30.52120384075939,-48.92994971860903,1
