marital_status,genero,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Widowed,Other,Hindu,A,E,C,B,B,-1.0367185371196936,D,16.65385156002493,C,C,209.12957744501531,E,25.98611943168913,E,E,-67.93079635663015,0
Widowed,Other,None,B,D,E,D,A,-97.17634098589184,D,-26.472200236411986,D,A,112.75928991559287,A,-43.10718360487291,B,C,182.9269907143799,0
Married,F,Hindu,C,C,C,B,B,10.29937359096656,C,-5.146764610127271,A,B,115.18378481494402,A,-50.22830074009818,D,C,-3.227775478183782,0
Single,M,Christian,C,C,C,D,B,121.8818107033365,A,7.915126315960021,A,C,-84.19293622802985,D,-67.61769745044788,D,D,-87.20694873109714,0
Single,Male,Muslim,E,E,D,D,E,-21.085313219388993,E,-64.88374077970721,C,E,-22.336942204156585,D,293.77022590773635,C,C,86.04347446593887,1
Widowed,Other,Buddhist,D,E,D,A,B,-204.85533230110434,C,-111.74545716640392,E,C,110.17454855725333,A,90.67891848686583,E,E,-53.23780758596334,0
Married,M,Christian,A,D,C,E,B,-85.25485911573708,A,-51.72745914010929,D,C,79.51951376053346,A,-28.543244627358504,D,C,100.84825633288202,1
Widowed,M,Hindu,D,E,D,A,E,53.352599827992584,A,87.53945696977435,C,E,-140.13334895867692,E,153.475873103558,E,B,-53.187772067988504,1
Married,Other,Hindu,D,D,B,B,C,-101.67495330035278,E,-1.3405908725249283,E,B,-51.31164369338113,B,-31.355576173210004,C,E,-85.24757051474771,0
Widowed,F,Other,C,C,C,D,D,-89.44040239981803,C,-86.63492489693688,D,C,-49.064549488402406,A,-141.91699225216627,E,B,122.43561138652228,1
Married,Non-binary,Jewish,E,E,A,D,B,99.57780444670006,E,112.50594344527545,C,C,-19.014001907055885,E,-12.200992636656666,D,E,54.92191658461868,0
Single,Female,Hindu,D,A,B,E,A,38.78369716001722,A,97.47314846386571,B,E,-108.00704823726018,C,-38.30101336201812,D,D,241.84878712484132,0
Married,F,Jewish,A,B,A,C,C,2.6440989962147983,D,57.36687134523402,C,B,37.63644432084024,D,62.60586596251498,E,C,138.59023755101836,1
Married,Male,Jewish,E,B,A,C,E,171.3549087872616,B,183.14235154062547,B,A,9.232238812263798,A,83.45519011450395,A,E,-56.69075295099132,1
Widowed,F,Muslim,A,B,A,D,B,90.06880501300041,B,-21.368838344050012,A,A,-89.19142656267046,A,-227.30129012339864,A,D,-51.597447061195034,1
Widowed,M,Buddhist,A,D,C,E,B,84.40968905388436,D,70.70793928440939,E,D,-161.10496615683775,D,219.82245508745098,E,B,24.337242091396305,1
Single,Other,Muslim,C,D,C,A,A,10.943012739692572,C,-130.20938973409483,E,C,-57.23401139444887,D,115.94139592193275,D,A,-8.533034948945282,1
Married,Male,Muslim,B,A,D,E,C,0.04301705564971833,D,68.14300686922083,B,A,18.335535494301876,D,-14.365608098543948,E,D,-15.570378695935588,0
Single,Other,Buddhist,A,C,E,C,D,44.48342551951811,C,14.357923405600035,B,E,-119.44001003163845,D,45.06254239636061,C,A,26.67510709826098,0
Widowed,F,Buddhist,A,C,D,D,C,-110.3028065805467,B,-13.876361036859,C,C,-29.92668017404503,E,198.44338573538278,C,B,-52.641235148994305,1
Married,Male,Christian,E,B,E,A,E,-86.46896771559568,B,-25.386269765501417,B,A,-13.473381212291342,C,120.5563011852838,E,A,-3.0470103568929496,0
Single,Other,Buddhist,C,C,E,B,C,26.545497635113712,E,84.01740855156902,A,A,-59.285126367216776,E,133.75815746743157,A,A,2.9390472568239496,0
Single,Female,Other,E,A,A,D,C,-10.54403768431576,E,86.36375973308186,B,B,-2.6686931746552,D,21.392532112786995,E,E,-9.069958864368466,0
Single,Female,None,B,D,C,E,A,37.54658551604659,D,34.0606847239247,B,E,13.341587345204944,B,-6.435471711334291,C,B,-125.80013741957981,1
Single,Non-binary,Other,D,C,C,A,C,-66.677175582119,C,232.8451803790258,E,E,-28.26729277523648,D,28.834062422135204,D,A,-81.89074425070085,0
Divorced,Male,Buddhist,B,E,A,E,A,106.88045759849881,C,-65.8185383533288,E,E,28.27685078778365,C,-71.09239859296211,C,A,70.02101254074424,1
Single,M,Hindu,D,B,B,E,E,-147.64887905269157,D,-78.70320219681949,C,A,2.0523281850360826,A,-120.56061273116512,C,A,9.782165548394534,1
Divorced,M,Other,A,B,D,C,B,-153.79998017915398,B,26.034393622064027,D,A,-160.74275388751096,C,13.843278083810045,A,E,-134.27608305287944,1
Widowed,Non-binary,Christian,D,A,A,E,A,62.090835525855525,C,120.325419568502,A,A,-44.61666069478196,E,118.20177300799118,C,E,-89.81453542088538,1
Widowed,Non-binary,Christian,D,A,C,A,A,146.72440384492893,E,15.75690456378542,E,C,133.72924226091155,C,239.76173735482234,C,B,102.1831579087563,1
Single,Male,Christian,B,C,E,D,A,-61.93024622904275,E,108.0771894075025,D,C,-95.85575206805161,B,-119.4919778819245,B,B,-1.3005328180938676,1
Divorced,M,Hindu,D,A,E,C,C,102.56046364957258,E,195.3522356974554,A,E,-21.021238691381892,D,89.01438996941489,B,D,-42.936119141975325,0
Married,M,Christian,A,A,B,A,A,-136.16720812715346,A,-165.2460328379503,D,E,149.0682819692097,A,127.28180051708846,E,A,-52.33799480842409,0
Married,F,Buddhist,E,E,E,C,B,-29.204672273920888,A,-41.0459157429046,C,E,-5.080109552940128,B,-125.16775393472194,D,E,2.0550208792333216,0
Divorced,Female,Jewish,E,C,E,C,D,2.8779090839075505,A,-22.721136268246553,B,A,-139.34257334217295,D,18.55772813627757,C,C,51.10049937427493,1
Divorced,Female,Buddhist,E,A,D,B,E,-193.42158498174913,B,128.18539266276215,C,A,-35.86693491221136,C,-81.24741431763499,E,E,-18.548638826808247,0
Widowed,F,Other,C,C,B,D,B,29.680683593152818,A,4.653227366280851,A,E,127.65575508196451,E,90.68625232059932,C,E,9.25638703853202,1
Single,Male,Christian,D,E,B,A,E,-100.0981069901556,A,-48.93286180504933,B,C,-63.79950593552258,D,120.58333547000488,E,E,26.255466755584017,0
Divorced,Male,Muslim,C,B,D,E,E,-88.07824874132552,A,-170.59825624463826,B,D,-123.82503065872194,B,201.7266457494453,B,A,2.824269078509258,1
Widowed,M,Jewish,E,D,A,C,D,48.335156592444925,A,-11.20984153402363,C,A,-2.9905948280832346,A,34.885320494352726,E,A,131.36694214945513,1
Divorced,Other,None,D,A,E,B,A,-68.88682102958151,A,19.2318854104466,A,B,-22.35594894832689,C,21.903006177022956,C,C,-140.89326488792176,0
Single,Non-binary,Muslim,B,E,B,B,A,31.96518037823191,C,-81.81829631015431,E,A,-30.203116667216616,C,-94.10122013336488,D,E,-159.08059962174852,0
Divorced,M,Jewish,D,B,C,C,E,83.63601921737043,A,-69.16683287606163,A,B,-9.836879562581474,A,26.012532173519194,B,D,-107.78773538118209,0
Single,F,Jewish,C,C,E,D,C,84.4715183277977,D,-114.92268234359402,E,C,-46.7054241930672,E,-23.33246112376256,B,D,90.31280436007057,0
Single,M,Muslim,A,C,B,D,E,7.028910608645125,C,14.18265015673227,A,B,-268.65977606780086,B,-129.59912409240584,E,E,147.41781755703192,0
Married,M,Other,E,A,D,A,A,-28.950613169648193,C,-84.53860772079959,A,B,-195.07520073866996,B,-2.7996799384196693,B,C,10.41613666518715,1
Married,Other,Jewish,E,B,E,D,C,-10.849198099790202,D,80.45812984653165,E,A,-155.88164099904355,E,10.669316248484549,D,E,-73.30556955619491,1
Divorced,Male,Hindu,D,B,B,D,B,10.340732976313689,C,35.98841847595543,B,B,9.786149119114242,C,202.3997808751656,C,B,66.38267247679823,1
Divorced,Other,Jewish,E,B,D,A,A,-78.30969548144674,D,101.87817941249659,B,C,10.415421986343262,D,76.73421647047272,A,D,-152.7437609684333,1
Widowed,F,None,C,D,A,E,D,-23.977621526608814,D,110.53605055948317,B,D,-161.9646462823572,D,-8.7741388483888,A,B,230.78332580810525,0
Divorced,M,Other,C,B,A,B,A,-26.326107724763386,B,-133.7243828561131,A,C,-74.80029510680527,A,72.22173223994182,A,A,-50.98735562420234,1
Widowed,Other,Muslim,D,E,C,E,B,-51.03411415733553,C,131.0245681354519,E,E,-42.66226873950663,C,-75.06800274616265,C,D,9.755044761061137,1
Divorced,Male,Jewish,C,C,A,C,C,-78.61540360306375,B,-1.4632793076966237,E,C,157.67226657000407,B,-97.47923144959923,D,C,37.97223183255468,0
Divorced,Male,Muslim,B,B,C,A,D,52.23555793926447,A,-105.98907303778053,E,C,-61.063535595277486,C,-59.025350349932445,E,B,118.92502428288473,0
Widowed,Non-binary,Christian,B,B,A,B,C,84.53098800988919,C,-2.8097345366187456,D,C,25.387076003808172,D,-145.2518674376413,C,A,66.13355851628215,1
Divorced,Other,Buddhist,A,D,C,E,A,133.07942612045778,C,47.22744931203182,C,C,12.367406660025098,C,72.3389529662025,D,D,-65.62209154293964,0
Widowed,Female,Jewish,B,E,A,E,C,166.61340836064386,C,-110.54562090623621,C,B,-29.412001414346143,B,1.7114109754332338,C,B,72.76816023437479,0
Married,Male,Buddhist,E,C,A,C,A,-223.55114574594555,D,-69.15611196404771,D,A,126.01080006637864,E,-37.256004431269915,C,C,16.338088731298768,0
Single,F,None,B,A,B,B,D,-116.2620270363488,D,-34.983001226043214,C,E,176.1281561998995,A,-9.48902772033431,A,B,6.86551842976719,0
Married,Male,Muslim,E,B,C,C,E,-82.10623038711482,E,12.732393005496636,B,E,66.34316345243514,E,12.987958551541965,E,A,-131.5603340651759,1
Divorced,Other,Christian,A,C,C,E,D,207.83507884685957,B,83.23524022640521,E,A,10.190018502095068,D,-132.4046511175211,E,D,-65.90535986969005,1
Widowed,F,Muslim,E,B,E,A,D,-184.1861691940683,E,33.730664410982726,E,D,-17.855016667411697,A,9.325792629622887,D,D,43.42571599490183,1
Widowed,Other,Jewish,B,A,D,B,C,52.176892724442666,E,17.6938337332037,B,E,87.36175839833076,C,-65.71705615745327,D,C,-15.547051705683554,0
Divorced,F,Hindu,D,A,C,E,A,178.11317450426338,A,-33.41546426321513,D,C,160.77276772535876,A,-17.134733343701132,E,A,29.015379585150146,0
Single,F,Buddhist,A,C,E,D,B,20.093555190737007,A,335.77487339354184,B,D,54.90982355943077,A,7.714144421223798,D,A,-46.428559658440285,0
Divorced,Male,Hindu,A,D,D,D,A,39.16524039451656,A,92.8609712867835,D,E,27.645988049687027,B,-17.923244306529167,D,D,143.8243763103501,1
Single,Female,Other,A,E,B,D,E,45.4247705093303,B,118.26172851812828,D,A,-60.28018991834302,B,79.07739953772717,D,D,-90.93510659312149,0
Single,Male,Christian,C,D,E,B,B,56.08018213046995,A,-10.91187850737361,D,A,2.673981863012535,E,41.22367208190651,D,D,-64.32936505485813,0
Widowed,Other,Other,B,E,A,C,E,62.44883641398986,D,-123.2811943259045,D,D,81.06963728139748,C,-178.2250916045002,A,E,15.866901716515805,1
Divorced,Female,Christian,D,B,E,D,D,59.070065650465345,B,-147.84472453742464,E,B,57.48225038202735,A,233.6607834145577,A,C,-4.229621269568639,1
Single,Other,Other,E,E,C,A,A,-21.47913005966131,B,-25.77810323261131,A,B,-148.55874732771446,C,111.53771629240323,D,E,238.01598308985854,0
Single,F,Other,C,A,C,E,A,46.02455676077874,A,0.508688558319318,D,D,-183.2813327973932,D,105.33454700673268,D,B,85.80867568445836,0
Divorced,Male,Muslim,C,D,E,A,D,-8.72510320168768,B,-134.8784814531789,E,C,17.42682525890529,B,-71.04988630184604,C,B,11.451361208994472,1
Married,Female,Other,A,C,C,C,C,-19.572170725204185,C,-12.701033588221607,A,B,69.97146391767964,D,-41.13720786089123,C,E,39.34500437076112,0
Divorced,Non-binary,None,E,A,A,D,D,-76.14429499129523,A,-21.6472702447337,E,A,-86.6755583465537,D,134.1757787098636,A,C,-89.42183771667031,1
Married,F,Jewish,D,E,E,B,D,-87.30469204972287,D,157.58022554309434,B,B,-56.0741804549828,A,1.8577773793415324,A,D,200.56296248008616,1
Widowed,Non-binary,Hindu,E,B,E,A,C,18.274246223521367,D,155.01426672479292,B,B,-40.02705953328679,B,-39.93714704384475,A,D,11.87157504908398,0
Married,Other,Buddhist,B,B,E,A,D,30.548511751237406,E,-166.21715253117677,B,A,7.803250775733391,D,56.203444737182586,C,C,-82.59681160600377,0
Divorced,Female,Hindu,E,C,B,A,D,92.31743063141997,C,-70.97937072835578,D,D,60.0907566397493,D,48.18339017793424,A,E,5.160044315388206,0
Widowed,M,Muslim,A,D,A,C,D,-210.69821301674688,C,-39.12367802029575,B,D,33.46724881073941,E,-19.765688626933066,D,B,-88.0540063840316,1
Single,Non-binary,Jewish,A,B,D,D,B,-5.374078035535379,D,-198.64316780490924,C,A,77.57363020251398,A,-69.40545711427492,D,A,-159.01755756519373,1
Divorced,Female,Hindu,D,C,E,E,D,-124.16760131923542,B,-160.68801615862046,E,A,-28.150504280280224,B,265.59168049103994,B,C,5.7892692736866636,0
Divorced,M,Buddhist,C,D,B,C,B,82.32166391407938,D,-3.821510495130107,B,A,88.65075703793964,B,12.463295930906053,A,A,98.88648999887384,0
Married,Male,Other,A,D,C,C,E,-13.951293861650015,A,-143.81306835364552,C,E,30.86369014570109,B,-141.34944942827775,B,B,22.80244485686337,0
Married,M,Jewish,E,D,E,B,E,-15.98410219879419,A,31.186715943435438,A,E,-1.8165375982457215,B,40.51832893613881,D,C,-122.79277862090882,1
Widowed,Female,Muslim,D,B,A,A,E,36.00705612982395,A,5.705153635089501,A,D,130.38418670687605,C,46.95274639554722,D,D,-155.35450600334468,0
Married,Other,Christian,C,C,E,D,B,-91.50476489025415,D,220.61592541620897,D,D,26.515207113786726,E,-249.89171640149746,D,E,31.191619052220588,1
Married,Non-binary,Jewish,D,D,D,B,A,39.83767633175361,D,-29.114986113322633,D,C,109.51458835013923,D,25.87732356525517,B,B,-27.51379783903158,1
Widowed,Other,Jewish,A,A,D,D,A,-77.39498701472725,E,77.8736579139012,D,E,-3.09382237860075,E,51.63543222009769,B,C,-31.01796480825133,0
Married,Other,Hindu,A,A,B,C,A,-139.76192369514013,D,39.2085410351563,B,A,81.31302401933233,B,72.44428421303365,B,C,122.28491980098181,1
Widowed,Female,Hindu,B,A,B,B,C,-251.9126875986434,A,-24.200221729046483,D,B,-185.9151406496334,E,-16.1158143406083,A,D,-147.4102520672848,1
Married,F,Hindu,D,E,E,A,B,46.63977624190325,B,-14.420143902337717,A,D,-131.12340492488914,B,207.41203348409982,E,B,-47.365496873940835,0
Married,F,Muslim,E,A,E,B,E,-13.112340466857727,E,177.3694159788878,A,A,70.94188867220355,D,-57.47870449545043,D,C,-66.06985356404039,1
Married,Male,None,A,E,A,D,D,100.2893755073351,D,65.43543370874984,D,C,-123.85363515439765,A,-142.68942583260508,D,A,-58.901602046683486,1
Single,Other,None,D,B,B,B,B,79.84298902672911,A,6.464056662917536,A,D,-120.91385174936624,D,13.960916275422687,E,C,113.59708000331953,1
Married,F,Other,A,E,B,C,B,-40.30009183114247,D,-105.46599820350669,B,B,-67.98238776536122,A,85.11224220178836,D,A,23.629306499514936,1
Single,Other,Buddhist,C,D,D,D,D,-83.20140011653739,D,28.881664015386516,C,D,-114.34944356785188,C,286.1744375051221,D,B,-147.84152231667463,0
Single,Other,Hindu,A,E,E,C,C,-191.35929046906205,E,90.08998466157999,E,C,-7.412094644253843,D,-113.53766829495949,A,D,-1.1096734480205592,1
Single,F,Muslim,A,C,C,D,E,-52.5155630745763,A,49.5043064988166,D,E,-5.681461934732123,D,-50.61329007913441,D,E,-124.17681574669423,0
Single,Female,Jewish,C,E,B,D,B,-12.367830099968337,D,99.21974353348372,A,A,27.84453929194941,D,-39.23578375986624,D,A,-10.74711554191229,0
Divorced,Other,None,D,D,A,E,C,-96.38934441541527,A,101.26629614664124,B,A,62.195123697975816,B,77.07947721728445,D,C,69.64488201745837,0
Single,F,Christian,B,E,E,B,E,139.4624217500023,D,-222.1508899992556,B,C,-186.85272906949996,A,-216.89742434928428,A,B,127.77697676048687,0
Divorced,Female,None,A,D,D,B,C,13.625903536575738,E,80.78002830435594,D,A,-204.2675604421767,E,19.71263327729475,E,A,-57.78061998117684,0
Single,F,Muslim,B,D,E,E,D,112.5191632192139,D,-1.3170303354638948,A,D,-93.08681315147729,B,142.25697787234913,B,C,-36.94846961431232,0
Divorced,Female,Jewish,B,D,D,A,E,127.36071243641153,D,-19.699243517610558,B,A,2.2881504134539705,A,-8.233797483331749,B,A,23.601938711058022,1
Single,F,None,B,C,A,B,C,-158.49456877047754,D,22.559259644581893,C,A,83.77433691280059,E,69.82662258945656,B,D,-56.09984431427614,0
Divorced,Non-binary,Buddhist,C,C,E,A,C,-63.436051608874386,E,14.091431366376545,B,A,82.75257636633079,E,18.133691884051007,E,A,195.7937196196207,1
Single,F,Muslim,A,C,B,E,E,79.65274931576656,B,-30.28751036817603,B,C,-101.79303992917409,D,99.83381850086089,C,B,66.89244831360318,0
Single,Non-binary,Christian,C,C,D,B,B,120.78080278521159,D,127.41159854697742,E,B,-50.169414848565154,E,-69.19202105935493,B,E,-83.68083536432538,0
Single,Non-binary,None,A,B,E,C,E,88.78517078958271,D,-75.9214597818887,C,B,190.01741317953818,C,-199.88745240178852,B,A,-10.28697067842607,1
Widowed,F,Christian,D,B,E,C,A,133.23727712907078,C,18.157484225081273,E,D,213.8485968965622,C,149.04702465391088,C,C,111.20055354012923,0
Divorced,M,Buddhist,D,C,C,B,E,22.892753453631375,C,-25.088712254771124,C,C,-0.4665664218767959,A,-23.34323167735633,C,E,24.791681406433653,1
Single,Other,Hindu,B,A,D,D,A,-94.06724539731513,A,-34.18390285254522,B,E,128.5406974650508,A,-139.3076937947102,A,B,-135.56236266643828,0
Divorced,Male,Muslim,A,C,A,A,D,-118.63860829947102,D,-1.4283943582881393,D,C,-128.52783602800423,E,-59.3449911655789,D,E,161.3322588744846,0
Widowed,M,Christian,D,B,E,C,D,68.74427796568341,A,-131.35331389918957,D,B,-12.189276919114539,C,53.686366569096954,B,E,277.6673641963541,0
Divorced,Male,Other,E,A,E,B,A,109.51347308460306,A,-50.05220964806557,D,C,-84.22572393698758,D,-190.01023519804846,C,A,-20.1695531530413,1
Divorced,Non-binary,Jewish,E,C,A,C,D,-41.789250409223236,B,179.57829105330563,A,A,-200.16381760645655,A,-168.24752732192917,B,E,-14.388746511816406,0
Single,Female,Hindu,A,E,E,C,D,-60.14881169004973,C,-47.73230754648642,E,B,7.984764964784937,C,27.41425187458908,D,E,96.10698512530024,1
Widowed,Non-binary,Other,D,E,C,B,E,-85.09139632366312,E,83.79423730428296,E,E,117.52146314423706,C,-175.1088459307466,C,D,52.90679179066061,0
Divorced,Other,None,B,D,C,A,E,-89.18267408414896,B,-108.51741596940427,B,B,-142.90360617762764,D,-94.05570517482631,A,C,-82.140818305836,0
Widowed,M,Muslim,E,B,E,A,C,16.21249660425129,A,-181.70479684350786,B,D,65.65533442883891,E,-170.05806225065788,E,E,67.30253528631275,0
Married,Female,None,E,C,E,C,D,-33.68511715393713,C,-35.34289942504026,E,A,-115.81113849245996,D,-91.7629338223028,B,E,-61.57791589637791,1
Married,F,None,C,D,D,B,B,-32.58311623203165,D,-71.5214259885597,C,D,217.03855443308467,C,-59.89457285244492,D,C,-86.24579641650364,1
Married,Female,Buddhist,A,B,A,E,C,-138.19240565734506,C,-45.95216356325496,B,D,-14.392036359785191,D,2.502364373527793,D,C,113.02004901118505,1
Divorced,F,Other,D,E,B,A,C,-78.97763052706166,B,160.6353948915228,C,E,-27.45547986548495,A,-52.53784384611498,E,C,-59.67275735158141,0
Single,F,Muslim,D,A,B,B,A,-154.5342804783068,C,95.97990182003066,A,D,-19.19331482910333,E,-19.53544051207955,E,D,217.07393923859536,0
Single,Other,Other,C,A,B,E,B,-64.10978397054706,A,-208.58266894029254,B,D,34.01904987798766,C,-156.83005525164486,A,C,-35.45487769587582,0
Divorced,Non-binary,Muslim,E,B,E,D,D,30.520723944541434,E,73.00056917779342,A,E,85.04577748553925,D,-83.60490478541352,B,D,-163.7171438835027,1
Divorced,Non-binary,Other,E,E,B,E,E,-276.6005560594481,A,35.715988740048346,A,E,-63.93638264975993,D,-136.72683730627793,D,E,-220.4627040608953,1
Widowed,Other,Christian,D,A,E,A,A,117.45922237340652,D,-174.74820694708515,C,D,-61.79978936584066,A,155.9506032872448,E,C,27.447156775146926,1
Divorced,M,Muslim,D,A,E,C,E,18.026119102598315,C,40.636022858036974,C,B,-34.69867314085137,D,-101.63492432389212,A,B,17.742116044551747,0
Divorced,Female,Jewish,C,B,D,D,A,-158.27107714059542,D,-7.223229225116457,E,A,-0.5525097758489586,E,54.66010737281039,D,B,81.95019861233678,0
Single,F,Hindu,B,E,E,E,D,70.01996015571439,B,33.55898235814577,A,C,97.23124807099501,C,141.8310258874909,D,D,17.728409157454422,0
Divorced,Non-binary,Christian,B,A,E,C,A,-33.44337699268563,B,63.982637513782414,D,C,152.68824610806823,A,17.20656823655606,B,A,35.65253507933495,0
Married,M,Jewish,A,D,C,B,A,138.8473900480614,D,-280.201885648025,D,C,-117.161987782888,B,-21.88494676361549,B,E,50.749033041531675,1
Widowed,F,Jewish,A,D,B,E,B,-180.78507846079518,D,-116.21133005118452,D,C,128.34265531577051,B,-32.65804174060026,C,A,154.13582645392438,1
Divorced,Other,None,D,E,E,A,C,8.966924530744489,A,9.65119022408558,A,E,-63.65695485252497,D,36.18519566738757,A,C,80.35247967663257,1
Married,F,Christian,A,B,C,E,A,15.275412315973593,A,-128.76299623817926,A,A,-47.62682513139679,E,116.0015601715384,C,E,3.418487417323526,0
Widowed,Male,Buddhist,A,C,A,B,D,-172.6202488212563,E,-21.995273262795344,D,B,-39.61669219963934,A,-47.70872365524008,B,C,-249.95852139541444,1
Married,Male,Jewish,E,B,B,E,D,-38.00110789745849,A,-60.92049809524814,D,C,111.29401371483124,C,-76.6690889475266,E,A,93.65563251138926,0
Single,Other,Buddhist,B,B,D,D,D,307.65652704453447,B,-152.1008827703339,A,D,191.81554488687107,E,51.03585890077762,E,E,-46.43532641414315,0
Widowed,Female,Jewish,B,D,A,D,A,7.63780778583331,C,88.64742280168983,B,E,-27.07930726424791,C,-96.58847937237476,B,A,-161.35396968484318,0
Widowed,Female,Buddhist,B,A,E,C,D,-60.8664158314284,D,-195.6601994049232,E,D,-87.37313652689804,D,-57.41206052527508,B,A,-40.243872756916986,0
Married,M,Muslim,C,A,A,B,C,43.45471519593637,A,58.8096311527095,A,D,86.48142359562031,A,118.9704986723168,E,E,-86.67765612661317,0
Single,Other,None,C,E,A,B,C,51.55668128415821,E,128.8029862361999,A,A,-106.82488380278119,D,109.0195372150931,D,A,-49.68265064107892,0
Widowed,Male,Christian,D,A,D,B,A,-132.04290538058558,C,-44.03434012744931,A,A,-72.13654855284966,C,-92.29542018792668,E,A,-62.80505254653929,0
Widowed,Non-binary,Hindu,E,C,A,E,E,-123.8623602225721,C,-174.79168205343416,B,A,75.18788721755591,C,-178.76187727282334,C,A,61.0647999995647,0
Married,Non-binary,Jewish,A,D,B,B,D,-102.54726725152581,D,75.23506002188607,D,E,160.43529278371543,B,146.38882305725065,A,D,-57.48631219678671,0
Divorced,Female,Jewish,C,A,B,A,A,-12.874341525843116,B,78.7762813140532,A,C,11.572404369751638,D,-35.745879066106454,B,A,-24.97426187682257,0
Married,M,Christian,E,A,C,E,B,141.94863694352492,C,22.026073747512996,C,B,-37.44696307629691,B,-44.89213965615938,D,E,-86.73381103984813,0
Divorced,Female,Muslim,D,D,C,B,E,-40.82580989945671,C,21.180722783518355,D,E,-144.51482143550652,E,51.726894219831884,D,A,-92.92742071857303,0
Widowed,Male,None,B,E,C,C,E,-107.4481451794111,E,-55.64285853766878,A,E,203.18075288959517,C,-185.1674159866117,D,E,57.76055175805919,1
Widowed,F,None,E,B,E,C,B,-0.21954174518459663,D,-123.68964142553745,E,A,-208.07962631625486,E,-92.38283943053173,A,C,-12.71521807898424,0
Married,Male,Other,C,A,A,B,D,90.99381289891733,D,-20.20467436594008,E,B,-71.83403633193838,A,-20.68759822532438,C,A,72.18009530822953,1
Widowed,M,Hindu,A,B,E,C,A,24.75125929613127,D,61.046870914384876,C,A,-19.446014776895307,D,132.71570049815696,B,E,-117.98478573747548,0
Married,Female,Christian,E,C,B,D,B,-6.73923125089224,B,121.49609867924316,B,C,-109.25575343272367,D,-66.28462191442239,A,D,116.81959709624911,1
Divorced,F,Jewish,C,A,A,D,D,56.94878872907848,C,-111.3675918911337,C,B,-26.3078485909798,A,114.43819133462281,B,E,48.66178901868745,0
Single,M,Muslim,C,B,C,E,A,-80.38027419880494,E,-53.14117267264147,E,A,-48.84220740686504,D,143.17517242628065,D,E,-20.56542770283761,0
Widowed,Male,Buddhist,E,C,D,D,E,-39.88083197933865,D,-37.84195901054517,B,C,122.78091036720977,A,63.48955084376219,A,B,78.99557179101366,1
Married,F,Muslim,C,D,B,C,D,-188.8132515273598,A,67.79364500229177,C,E,-206.90099870496877,A,-64.94073596316387,C,E,-94.65834338621832,1
Single,Male,Muslim,B,B,E,E,A,91.18377774476252,C,-38.67132178906876,E,A,-83.4749262532146,D,44.603349206278864,E,E,33.43453366868671,0
Single,Other,Muslim,A,B,A,C,B,-59.546206991808305,A,93.6288975545986,A,D,80.0784044125412,B,93.31746268119664,E,C,301.9151987508848,1
Widowed,M,Christian,C,B,C,B,C,-63.68177797063035,D,18.883477100285198,D,B,113.32257936646374,B,-19.24471893120424,B,E,-34.483446899045326,1
Married,F,Buddhist,B,D,C,C,C,-189.3214717470829,B,138.40096023473697,E,E,53.61820448572786,E,57.09540475600489,D,C,-35.2931390350319,1
Divorced,F,Other,D,A,E,C,C,-109.90439783407146,B,-63.077340186711965,C,B,-81.41173296029372,A,23.85718320435761,E,A,240.71630592069786,1
Married,Male,None,C,E,E,B,E,131.73445325895995,B,87.24190509212873,B,E,198.3164689328387,C,13.404053466858146,D,D,88.30292208956581,1
Married,M,Other,C,B,D,B,B,269.7352512437138,B,13.41029920840018,E,E,65.59466434001546,C,-179.3906705311951,B,D,-156.54983062614653,0
Widowed,Female,Other,A,A,D,A,A,-119.41033940968549,D,-52.69757889756441,A,C,56.42758231484029,C,135.50467240377895,B,C,-127.0339635992589,1
Single,Male,Buddhist,B,D,D,E,E,116.68450408153394,B,16.13159246112411,E,B,-46.91911469517137,A,133.0901619002991,B,B,179.49786519776274,0
Single,Other,Muslim,A,D,B,E,B,16.523672523553184,C,-65.3244585092118,A,A,-54.85463312874901,C,297.05607485860537,A,A,86.90211937551084,0
Single,F,None,E,D,E,E,A,-38.20646694768864,C,-48.964634284183546,C,E,126.29371769896322,B,142.85471106196357,D,C,-43.36532322060947,0
Single,Female,None,D,B,D,A,B,117.31665833636507,E,99.56539862441637,A,A,35.584977960566704,C,-236.88748549745614,B,E,-3.950233559007038,0
Single,Female,Muslim,D,E,E,D,E,-150.00082362707738,B,149.56961405862253,B,B,28.582283410258558,D,7.764021914994518,D,D,151.40592606947783,0
Widowed,Other,Christian,B,B,B,C,A,-99.64854882173098,B,-180.38730585817632,C,D,153.75656612654132,C,-49.98214947500286,B,C,2.592898305725341,1
Divorced,Non-binary,Buddhist,A,E,B,D,C,-101.80155726963793,C,83.73132874823833,C,C,-9.876471171865001,B,178.47313959457068,B,D,59.18293398773432,0
Divorced,M,Christian,B,A,D,E,A,-12.100334329554814,D,199.8290995588598,D,B,25.75852588451209,B,142.30519972959982,A,D,99.19678058813444,0
Divorced,Female,Muslim,B,D,D,D,E,92.94833177523248,C,-134.05236696474293,A,D,-1.8538612678820203,B,-195.12318636610843,E,A,10.637544027189659,1
Widowed,Female,None,A,D,B,C,B,-219.76102023627612,C,-21.784863887550028,B,E,-62.83449722984822,D,-82.3180087215631,E,E,9.335028918457153,0
