military,religion,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
No,Christian,18-25,C,-184.05617610385565,-221.17522887753984,-120.35991398914021,D,E,B,-11.686272603836393,C,B,B,73.33123741259627,237.1486340877695,193.07144918854172,0
Non-Veteran,None,65+,D,-160.41699254335154,54.42370171751962,59.23001977708433,B,A,C,-181.19113884240994,A,A,E,38.369366167379205,39.49635915586663,-68.33423222931224,0
No,Buddhist,51-65,B,-8.445041387535491,1.360593625008907,-36.3588962147395,E,A,C,-7.138691739250576,C,A,A,9.449757161990872,31.72563206344866,-7.9008398817415655,0
Non-Veteran,Jewish,36-50,C,76.93661551657766,-26.24959763317219,-159.30494608066385,D,C,D,116.6037753059821,A,D,D,-109.38372132304188,-182.34146914096277,-26.847672389500755,1
Non-Veteran,Christian,18-25,A,74.0550130694602,-132.58342126632,-93.16970072591862,D,D,B,-103.63117471467913,D,A,C,82.06913259893915,-73.8660324886193,72.54313901614923,1
No,Muslim,18-25,A,-146.38834581987734,-119.28968364284411,132.16827644234553,C,E,E,-36.977788056034946,A,B,D,97.15637945593225,100.80891173281863,-88.04053594789926,0
Veteran,Other,36-50,B,-9.15813976219923,16.08338795571969,-1.3474306063881878,C,D,B,-173.07644537393634,D,D,C,81.2923716390059,19.376026277456198,12.713245258869362,0
Yes,Christian,65+,D,-41.99170671245804,40.172438541560254,83.95724298391055,A,C,E,9.942133442234393,C,B,B,-126.9152656536003,-111.09844062216128,-80.57120104250758,1
Non-Veteran,Christian,65+,A,60.409621586992934,-45.266623293393316,69.00981371126991,E,C,A,-236.02765486871155,C,C,A,125.79713521054006,-169.5899639081477,185.34637267456839,1
Veteran,Buddhist,36-50,D,156.5013662191215,43.670359263193276,68.9925806746158,C,A,A,-83.81907100869643,D,E,B,13.306686878763788,-180.84801565343258,-36.40231672446731,1
Veteran,Other,26-35,B,-193.356513194906,-74.96704205064795,-40.02599665388621,B,D,B,-49.07329927801316,B,E,E,60.527025759230966,-105.61842369613854,22.00917130191015,1
Non-Veteran,Muslim,26-35,B,-132.68089639995898,68.38553627278665,-41.39721329487554,B,B,B,-12.502544082294035,C,C,E,-114.59798117285307,12.318903085566635,-71.0097616886796,1
Non-Veteran,Christian,51-65,B,40.670958241257,-42.812437547362215,77.86212561452577,A,A,B,22.358405278318134,D,E,A,-4.054248336686911,59.55791622065204,16.88767917457862,0
Non-Veteran,Other,51-65,D,-112.82305154496632,-87.68607028248309,20.74548349752204,A,E,B,55.08766532595675,B,D,C,94.92614912181358,-34.1005689582344,102.78652246587076,0
Yes,Jewish,26-35,E,87.35590779397383,-25.867552118685218,-40.989788029759076,C,D,C,-34.58975061567855,B,C,D,-1.4112792305824655,86.90131276640496,-93.424118173027,1
Non-Veteran,Jewish,26-35,E,164.3125923158849,-41.73972079751813,17.57453100716589,D,E,A,90.32319916247316,B,B,B,-1.3509705193006922,0.6309370183097001,220.70922144014148,1
Veteran,Hindu,51-65,D,86.88552013180644,-147.3469125835168,112.1355889086493,C,B,C,49.149378270715374,E,D,D,-47.827591636129185,109.85744110954359,-22.56265739507436,0
No,Muslim,18-25,D,-62.71932935662859,-121.23330148932693,56.98865048779955,C,B,D,-100.0315528353638,E,D,D,91.18694871972005,-55.33420469961459,-16.752574740877115,1
No,Other,65+,A,209.31630544603212,-45.656965941624804,-59.03966072797149,B,C,D,-19.691755469221786,E,B,D,-85.34898121209986,1.67575983543816,63.392228152416365,1
Yes,Christian,18-25,E,35.858002088099326,50.4674485223856,-138.64494712955397,E,D,E,104.74392848233084,B,A,E,60.54249913973789,294.1394760852242,62.51393057685151,1
Non-Veteran,Hindu,18-25,D,193.72247239435177,43.08230222577312,52.58072260873961,A,B,C,217.82906696352106,B,C,B,-5.449817197909166,162.8546084245898,-76.79655377114923,0
Non-Veteran,Buddhist,51-65,C,90.96115906927552,110.00337966196226,-93.28828362569917,B,D,B,123.10941701369278,D,B,E,-62.97131220796758,-39.59337278264662,125.80205982888202,0
No,Hindu,36-50,B,70.15765948129977,111.60561077709552,86.69525938349358,B,A,C,-118.09809625730585,C,D,B,-24.39429460572825,6.649653353085261,53.53484340566174,1
No,Christian,65+,B,-144.5644326326732,110.44755358064606,-3.4983356287530536,D,C,E,83.62671835215775,D,C,B,-182.3871629655355,18.896149843458442,-28.39984739990954,1
Non-Veteran,Jewish,36-50,A,97.78822903380072,208.25346729477423,36.21792063808342,E,E,E,-153.25117125525432,A,E,D,-162.65229526013002,21.193103616881373,-162.39136852587018,1
Yes,Buddhist,18-25,B,5.880888719361566,-30.12621431004792,19.087563247155224,B,C,D,-145.25608863578964,A,C,D,32.78587772289767,-43.99076818906201,10.332774064519139,0
Veteran,Muslim,18-25,E,-145.77299235891633,-103.6612104176734,-168.4456572787824,A,A,A,76.05901856496509,C,D,A,10.462503906699427,-58.040941300680004,34.423361532175726,0
Non-Veteran,Buddhist,51-65,A,-91.80293401087182,100.03484270994652,9.65168861713991,B,D,E,-80.27325828048714,A,C,E,49.771369010077805,-174.8056656471636,71.14921301504582,0
Non-Veteran,Other,65+,B,-73.62098489026863,219.52531244483944,-110.30073129925722,A,C,D,-22.39824324676131,E,C,E,210.44496047240094,-63.277127608099285,121.07307258877744,1
Yes,Jewish,51-65,A,-27.26481505139792,56.8141790058555,34.2297305776188,A,B,A,-64.12686378945916,A,D,A,-121.78844190937197,7.7908254839307824,-152.17109408159203,0
Non-Veteran,Buddhist,18-25,E,53.55150065307871,-6.5755681614447195,-69.91137991031802,A,C,A,-42.03067613532403,A,C,B,-106.07620032000595,-137.22438935999622,-12.522257281342483,1
Veteran,None,51-65,D,26.29925510167041,145.7412764697462,-14.818004919830274,E,A,A,104.90571846254927,A,C,A,-315.8497596823853,163.58695801309833,-209.03067515698282,0
Veteran,Jewish,36-50,B,-105.78209806050056,14.467302740127753,164.36039180347328,A,A,B,-58.793945732245355,D,C,C,91.64729936300098,20.320988246862598,80.43853575551027,1
Yes,Buddhist,65+,D,-4.606289008022598,66.86318451931838,-122.76781825157063,B,B,C,-192.87828195833836,D,E,C,26.700923140030426,-34.89146291159484,34.11201323909648,1
No,Muslim,51-65,B,126.37070957065532,-77.01099346483652,42.257247201819496,E,A,D,23.341862781271452,D,A,E,-10.18059274920258,-14.994603104153365,-231.31339127288078,1
Yes,Buddhist,36-50,E,25.368520815406427,-56.623921342452356,0.7313892131005808,A,C,A,-66.43549462396624,E,A,D,28.155306221760203,-104.26604998589784,-96.3748651185808,1
Veteran,Other,51-65,B,121.46011249689114,-232.85406661402806,-15.378838932741019,D,C,B,-141.74512744371853,D,B,E,-124.17706521749258,-182.6463343386158,-31.11611612542336,1
Veteran,None,65+,C,39.30298469613877,-30.061426579632027,-28.84116332996965,C,B,B,38.934446275556056,A,D,A,-67.82379975379276,32.96652973404395,-150.29969821770635,1
Veteran,Hindu,65+,D,-100.916632603894,-123.36788277893069,62.1142680171041,B,C,D,-17.52296591089586,A,A,A,-270.42927966575456,-11.18223469258765,-347.05791883229585,1
No,Hindu,18-25,C,58.04323761974506,-94.37041830201979,64.68405958551577,A,B,D,-79.06829864588465,B,E,E,2.935794835867262,18.93639349979993,178.09375300105933,1
No,None,18-25,A,-162.06640542363579,-187.4339183822701,-151.96439543336007,B,E,A,70.8564363039579,E,D,A,-20.140878834061184,-127.4578110949224,-101.83388663414739,1
No,Other,26-35,B,-70.60107219361122,-129.64217281020495,6.643848942992742,C,B,B,5.220984944426864,D,C,C,-117.4514138953763,27.447828402614515,-96.54533781126162,0
Non-Veteran,Other,36-50,A,46.31578118812503,412.82059867648104,74.30639041714585,A,A,D,-72.00121889310522,B,B,C,-146.0160102026519,171.88664422865787,-84.08340483413905,0
No,Other,65+,C,200.26365568502436,-7.664335556709799,-27.956914386696834,A,D,C,39.74757937979494,C,D,D,-31.027000223095907,-54.503960201007786,38.64487654770535,0
No,Muslim,18-25,A,11.42409474064591,93.23068554892153,-24.15807632295122,C,D,B,-119.17856156756596,B,E,E,66.92476147387532,-50.72912339279778,-105.83210081393631,0
Non-Veteran,Muslim,26-35,A,4.608508495223541,-23.66177763275684,34.018346526144654,D,D,C,72.15460739012914,D,E,E,-83.19190455663735,-8.899924069516572,21.145037893442982,1
Veteran,None,18-25,B,88.93883914173989,129.10235930615133,-2.9639052242501562,C,A,A,-32.101774551767,E,B,C,7.928807517962852,-15.954859875601768,-109.98493298497283,1
Yes,Other,51-65,B,160.27768775480538,-152.32219102500594,-44.005963091197984,D,A,B,-295.1980156772288,B,C,D,167.06001726546214,30.710413368217083,-34.388944090933684,1
Yes,Other,26-35,C,83.90158979386358,-232.925571336173,74.26261319451316,E,A,E,-59.16257674681206,E,B,C,1.770891779572552,-28.554747404596302,26.028716494931587,1
Veteran,Christian,26-35,E,-78.26131353590392,168.83949233247824,34.685452773174674,C,A,E,13.428084240475629,C,D,D,37.16734077070325,-42.60429823744686,-76.28366073145351,0
Yes,Buddhist,51-65,A,78.32184806385062,-262.63265669686007,52.4405117135794,D,A,B,40.8302978053516,E,C,E,-57.93696797990761,-84.74209588886575,185.5220496107898,1
No,Buddhist,65+,A,-79.41476272909584,-59.14114055156476,23.90458792673731,E,B,C,38.790683869158755,E,B,D,-160.04503882339463,72.11946632325532,106.92946566874923,1
Non-Veteran,Other,65+,A,-27.39188806937206,71.45048620079488,-163.14379268600666,D,B,C,55.49371207192303,E,B,E,11.834609079301392,58.19998010517047,0.15810661696554862,0
Yes,Hindu,26-35,A,78.20292885374863,9.608694278131653,8.082585341454498,C,B,C,-93.94993626605522,E,A,A,78.6293996110764,-26.143740861880495,-18.720890769418368,0
Yes,Muslim,26-35,C,-193.64175800208844,22.99162292751715,-118.0236278555737,B,E,A,34.55038799464972,C,A,E,57.78093862313982,-229.82462622306977,49.98440471951084,1
Veteran,Buddhist,51-65,A,-14.359930750423622,-18.478636689529942,76.03441952659514,E,C,A,106.6265567893139,A,A,E,-35.79621340336821,3.1268551479498816,-98.49947684507679,1
Yes,None,18-25,C,42.12693903741137,-7.761340567609028,134.47947377014918,D,E,B,23.771608442702497,A,D,E,-35.16160954006453,-45.92566158783826,-3.652271089417015,0
No,Jewish,51-65,B,109.88443993161512,-29.408811857654634,-8.67375819241811,C,E,B,-4.671701930233321,E,D,D,-187.13206325540298,-161.45510932838775,50.821661520982495,1
Veteran,None,36-50,C,17.419159791065084,70.17727058790948,-62.6045758298035,C,B,A,114.11633412721677,C,A,B,157.33090308692113,-14.20746696873798,-93.78147068215594,0
Yes,Christian,36-50,E,-287.39947452273225,71.88808884251266,15.475811939355683,C,E,E,-23.04918075559906,A,A,E,-63.468452758029855,73.57681767418029,27.34056271960496,1
No,None,36-50,A,2.3480686219656532,79.44408950884498,17.540183403070277,A,B,D,-76.87578137958896,E,D,C,-127.6080188538944,-59.419872692720745,-47.42016555444685,0
Yes,Muslim,51-65,A,147.02739899965854,-165.9889301322419,-119.03643553563089,C,C,C,64.01644647012705,E,D,D,46.99068277036864,125.52261427947369,83.4904552782753,1
Yes,Jewish,36-50,A,35.4975519268659,50.51251258317963,8.975912088371436,C,C,A,19.548799043560138,B,D,B,67.626064943671,-68.66268649641492,-57.38994974829041,1
No,Muslim,65+,E,-15.3027778901069,-8.339650476263994,-56.67366158060533,A,B,D,157.8826259189842,D,B,B,-169.78503676129503,-207.321897143113,-12.656908493224957,0
Non-Veteran,Christian,65+,C,-48.177880958650974,-71.27023135645578,-39.966890801755014,D,D,D,156.0646525909626,E,B,B,122.99844326724907,106.91607262668236,-86.57415068681942,1
No,Other,18-25,D,-72.18856582827203,-37.48991167433986,49.01652615178014,C,D,A,-3.8689067306595764,D,E,A,30.89487189234856,106.38589354958535,-56.439136576565176,0
Veteran,Buddhist,18-25,E,129.13030033233105,6.242814218180475,34.17561742387933,A,C,C,5.325044995653609,C,D,B,-42.01919118940131,92.15871575132341,-116.71121799596868,0
Yes,Hindu,65+,A,-211.43888936147087,92.86038119054164,144.6060035365295,D,B,C,-182.8747526623158,C,A,B,-64.43951741973437,-59.43457578169161,2.2205895576800194,1
Veteran,Christian,51-65,E,-123.47992939422161,78.04806671562305,53.48849007106401,C,B,A,16.22750855573723,E,C,C,32.186294459304904,29.752275986899672,-15.094575730404886,0
Veteran,Muslim,65+,B,-138.5934890798296,-118.62992784343798,30.1653171152859,A,B,B,-54.10047125854711,B,A,C,178.5174672632776,-58.560854102100734,-60.15060539627278,1
Non-Veteran,Muslim,18-25,D,41.68339868059793,-105.53130371623031,145.7741877064208,C,D,D,8.796475707841582,D,E,D,-137.14348794526992,127.05827414317011,-103.74723513695432,1
Non-Veteran,Muslim,18-25,A,64.83487673143048,-102.47942483618343,-22.13113805033502,A,D,E,39.30549799058349,E,A,E,-29.14661034138537,-69.30191737546816,170.52389091596322,1
Veteran,Muslim,51-65,D,5.872752647689623,-29.870364465239497,-2.845147957581314,B,D,A,10.459810845726164,B,A,B,-16.72760612687606,7.160080397909551,-221.82293239001157,1
No,Muslim,18-25,B,-21.11478528543466,-20.76767069725044,164.26318333592891,A,A,B,17.490459871100615,E,A,B,57.06927170098742,-109.19007716143061,-154.90207435933718,1
No,Muslim,36-50,B,171.72587376907978,-83.4518020336757,-65.74847991504386,D,A,A,-88.62120883987807,C,D,C,-60.30648835988961,24.244065873809994,112.84723008655337,1
Yes,Jewish,51-65,D,-19.10636825482556,-221.5667571043297,-67.29231837110076,B,B,E,-74.25053980386978,A,C,D,8.80371309097142,-23.565392864230805,160.29341977411238,1
Non-Veteran,Other,26-35,C,-39.6641724339088,-25.165163722167083,200.393212065918,E,D,B,-48.18414799508131,D,B,E,39.67338224406255,80.26681389593652,-9.583457452234477,0
Yes,Other,26-35,E,176.2844214830165,34.428128600119145,-186.414530482264,E,B,B,49.87115012844825,A,D,A,3.7935658014063005,-28.476785500880126,-29.617242864635905,1
No,None,36-50,D,-83.98727189507659,146.28442328553317,-35.30534350097729,A,C,E,73.8164728838129,C,A,A,-37.10927067993551,73.49843065255565,-51.19002806444611,1
Veteran,Buddhist,26-35,B,-58.99443060393589,28.94102096142475,11.493425033689011,D,A,D,126.5262248139476,A,B,B,150.08438933548,-16.781994601200655,9.828551588270775,1
No,Muslim,65+,D,104.68934966719372,-37.27359960799071,-209.44875890943985,D,D,D,16.784149141577906,D,B,E,29.39328750381758,-189.44049629837505,-140.65405576013984,0
No,Christian,36-50,C,-8.052092901542785,225.80481471016984,97.14719431568167,C,A,D,-29.42317452093295,C,D,D,83.22194485127997,-28.851392954102845,99.55125914546154,0
Non-Veteran,Other,18-25,A,92.37700744408545,29.730091831181788,37.06178878491413,E,D,D,-66.10882999688138,D,A,C,-124.98598297601357,-13.084351584240018,84.14682200671488,0
Non-Veteran,None,65+,D,36.0652925494001,113.53299511461414,174.23095674929692,A,A,D,-121.30152525153244,B,B,A,-124.91246668281593,121.16859501797556,-108.16991676209946,1
Yes,Muslim,51-65,C,-72.45171578138144,52.473219598329244,67.33868360721817,A,A,E,96.72536861649279,E,E,C,-78.06494025778305,-111.9471158399494,57.41609607658613,0
Veteran,Other,18-25,D,-87.19274376005224,25.616809781697935,44.68818380625161,E,D,C,-36.65446529393433,C,C,E,-198.2407326095457,39.64807997927634,-5.096719393279873,1
Non-Veteran,Jewish,18-25,B,51.45489711939229,36.04637402632365,200.4108308219403,C,A,E,5.061443366598149,B,B,A,-0.40722008079577554,-300.5477361989702,74.25664185556865,0
Yes,Hindu,18-25,E,-23.884193144958623,41.321063703391545,50.142332786995624,A,A,E,-0.20620976921489031,D,A,B,48.60757488861862,-62.604843879138514,-104.21170072763208,0
Non-Veteran,Christian,36-50,B,-55.055611675771196,28.818602785567133,-18.370667425750284,A,B,E,63.249140516631996,C,D,D,-30.495808157070982,-51.41074005949196,-55.49822262743336,1
No,Christian,51-65,E,76.189877604987,98.97321333650308,-59.0439372776395,B,A,A,-80.15672370706717,A,E,E,-4.785279636965072,213.47528699481438,23.37750444326387,1
Yes,Christian,18-25,E,82.5335162992441,-64.29581795213397,-58.397426500397266,C,C,B,-41.29230546712173,A,D,B,66.94844855356348,-51.28347619432475,136.33402824984336,1
Veteran,Jewish,18-25,E,18.928071059026678,15.568315248008382,200.4855792523855,A,C,D,81.54025504386718,C,B,A,-8.778425010852391,79.40218569856687,-264.4650509765941,0
Veteran,None,65+,E,-108.36780140225983,58.139989900640096,-77.5753201592696,E,E,D,-20.472287616491904,E,D,D,-107.59673111434762,77.0123764559856,-31.453161309503297,1
Non-Veteran,Muslim,51-65,C,-56.76801382720195,-100.16566086333667,124.07733663193838,C,C,E,71.48447888472325,C,E,C,-40.69416647859977,80.22279163425982,-164.78152499023483,1
No,Buddhist,26-35,E,97.44552932836147,165.62751053338872,-35.17654771884317,C,C,B,-43.538144389128085,D,E,B,48.91464482764816,-17.371783748033167,2.8667612021522806,0
Non-Veteran,Christian,65+,B,-162.88422896565794,-65.21116394558396,-2.860943184029225,B,C,B,102.07645428900258,A,B,A,-80.10773445897138,50.9681352530827,94.95950560710327,1
Veteran,Jewish,26-35,E,59.42559210093889,8.220210859639149,35.84450623122442,C,B,D,-152.4849658472664,D,C,E,-92.01947728277263,136.8024616998924,-29.751472590486056,1
Yes,Buddhist,65+,A,73.831147729998,50.71763780794471,110.3252571900678,A,A,B,-113.66430971676313,A,E,B,-118.93986476010332,62.39113220643143,-92.19144686758132,0
No,Buddhist,26-35,D,-102.50502354332474,115.41958567792845,-115.78937808117738,A,B,B,-188.6816522726743,D,D,A,-195.15891060542495,50.54537009551318,-5.128506309987285,1
Non-Veteran,Muslim,51-65,D,-88.02735591321252,-94.8678496839261,-182.90772964905497,A,E,B,-77.78364014434644,B,A,D,31.36647615826175,-26.80562437838875,64.53167712714449,0
Non-Veteran,Jewish,36-50,C,-35.10632145825257,-113.9280371982659,-6.149819035447276,D,D,B,85.69797074518709,D,E,B,40.0001513081131,70.45245235875758,170.61955495729893,1
No,None,65+,C,20.834210548229557,-49.86332461288375,-222.54400786277117,A,C,B,-27.297865639402797,C,C,E,-13.297468658169329,-112.41761187562554,43.09611045246463,0
Veteran,None,18-25,C,71.38926363620764,56.88069774264262,-97.58036838046382,C,C,D,74.68907939918124,B,D,A,21.136851429351168,47.11662161972485,1.432897744074148,0
Yes,None,51-65,C,44.95252284171551,-86.38400195699397,-16.66603890992994,B,E,D,51.798666287496395,A,A,A,48.19472308374684,-67.28676557234485,74.79891031062954,1
Veteran,Muslim,36-50,C,-19.707256088801422,-76.04241163360949,20.455264667004993,D,C,A,89.49822380735587,C,E,C,-154.07556290245884,-172.44517839075615,-75.29256391799042,1
No,Hindu,51-65,C,33.96245880900558,-81.48322118195988,45.932285830239984,A,E,E,-44.39721072508252,A,D,C,-68.69607840588618,-4.9995354695471805,193.75491394042587,1
Yes,Muslim,51-65,D,-112.93659724112295,-152.515086107753,-126.20275980310109,A,A,C,28.486328087197897,B,D,C,138.90800841077572,44.269079846379746,51.9484422130943,0
No,Buddhist,26-35,A,176.14690227891177,-167.16185396124988,78.86639885996699,B,B,B,-21.899685635191105,D,A,B,-119.11747838208025,67.27005387729552,-110.86539106473545,0
Yes,Jewish,26-35,E,87.18287868322402,-71.66018563123482,-10.775852478232245,E,A,E,-108.62933520821112,D,D,D,-27.012572727450113,-18.365740373455317,-10.82575153432392,0
Yes,Hindu,26-35,A,-97.87855442916546,-181.85733888509023,-33.34219324941899,D,E,B,-138.71802059380428,E,E,D,-65.93558052172928,-42.55325546299926,104.25402176986698,1
No,Hindu,26-35,D,-88.43685323215502,152.91256286259244,-31.67255993688793,D,B,B,130.78992488366893,E,D,D,50.538502083943285,11.373087774891557,-33.36336789408674,0
Veteran,Jewish,18-25,B,-138.88426402610483,-37.385141243751505,188.56210441823777,B,B,E,-6.6645496451729205,C,D,D,82.1143068977478,-28.77314358245212,0.06702972539267227,1
Non-Veteran,Muslim,65+,B,93.99732723499757,-59.76826083713448,131.79800255684137,E,D,A,-25.683082502541865,E,A,E,59.08870154131258,52.32577665398581,87.36166223532886,0
No,Buddhist,36-50,B,-56.36829006759283,-99.08674345190619,245.8754987745461,B,D,A,-11.753502577849588,E,A,D,152.38851876153043,-22.68450806574329,116.44286798083556,0
Yes,None,18-25,E,165.5976330920763,89.90533234496144,39.78379045824788,D,C,A,-32.98167747846964,C,B,B,86.88697305131429,140.54304854639977,70.43877610662666,0
Yes,Muslim,51-65,D,69.10578864331576,-40.22108464310612,53.45020238060221,C,C,A,98.91101320369073,D,B,E,55.495199074718336,105.47679604333828,34.12503459139663,1
Yes,Muslim,36-50,D,-98.72855198405928,-206.50061286314792,-222.1470233393858,E,A,D,105.49772491303028,E,D,C,-53.08702490031612,-212.0297632657207,-173.4520393604281,1
Veteran,Muslim,18-25,C,48.16693132631354,19.164334386422347,8.815044279925097,B,B,D,142.66596008397786,A,D,D,-175.0470333986402,55.317228299810765,73.6517125611546,1
Veteran,Muslim,65+,C,177.1853547770057,18.954596262205015,60.565979401390756,A,B,E,-135.13501732216986,B,D,D,89.41327314074562,31.431528802345404,6.6071588229026075,0
No,Buddhist,65+,B,-22.87114829300058,-170.41482597348846,161.93181600478837,D,B,B,66.94479232080101,A,E,B,39.578577994359996,-88.21616865319002,-47.4060840822333,0
No,Jewish,36-50,C,49.83681453268066,-4.850577324977503,-48.353526479983174,C,E,D,-60.14765657273847,D,E,A,48.83481376099183,45.835496642781116,4.749536024075414,0
No,None,18-25,E,165.82351161511235,166.66101782179783,-46.88050010208005,A,E,A,-226.10217296171052,B,A,A,71.77886432679,-25.69989686986101,78.50655952438524,0
Veteran,Jewish,65+,E,90.60589345432972,136.80982156803609,-176.69770001799054,B,E,B,151.75750854296658,E,B,E,-49.213500903107395,-42.46430466235661,90.43147789833014,1
No,Other,18-25,C,-222.45031890244186,-73.96808244272117,-2.9132012961080984,C,A,E,89.76730462836822,A,D,B,101.53495507621702,-98.3125646752419,16.188091588894725,1
No,Other,36-50,E,-55.31127555462769,-141.65697089304697,-120.74597737114343,E,D,A,34.05240085208328,E,E,C,-28.176845129383484,107.73254997856722,165.87149390127718,1
Non-Veteran,Hindu,18-25,A,24.118158426789574,129.9380173009728,-40.249022911618326,E,A,E,33.61805145223066,A,D,B,22.3073361795675,-11.450626201166509,23.750105791457106,1
Non-Veteran,Christian,36-50,D,-101.87438954862083,35.91751962948562,-31.24099787157877,A,C,B,-124.4243535193524,A,C,A,52.01803025994458,33.641251578135666,16.389096351468062,0
Non-Veteran,Christian,18-25,C,-89.12927140521099,2.1461408039552277,-135.26787595609377,B,C,C,173.93475896366218,C,D,E,188.61845452390293,-122.83267704207152,80.32463060363507,0
No,Buddhist,36-50,D,-1.8114296108661894,-18.159068431412983,26.691579678674852,D,A,C,128.1577628741303,C,E,C,-74.20086260456704,18.570546413294117,150.07094534942286,1
No,Buddhist,36-50,B,-35.64988914070871,-65.34665998577506,-10.431888218408892,B,A,C,-47.42782814283056,D,C,A,-183.98530368588465,50.12824023061114,-305.58086350795526,0
Yes,Christian,51-65,A,125.47327354310178,4.751679211461222,-113.17219709441149,D,D,D,29.34064384691608,E,B,B,-183.35044235324827,27.783947369606814,96.39080556998206,1
Non-Veteran,Hindu,51-65,B,-17.0881664935517,5.569400237069607,87.58331695244974,B,A,A,-163.20000821925754,A,B,B,-115.81813181825173,-32.93816571238974,-137.40049874685278,1
Veteran,Hindu,36-50,B,47.35494048894884,-20.305540934315573,127.90370027314741,A,B,C,-69.41516081203383,A,B,C,38.58212792837759,-59.685597591226056,-89.68855873762645,0
Non-Veteran,Christian,51-65,E,-163.14235293500266,-132.24088984408343,22.819926028346515,E,C,C,19.78518269058092,D,B,E,115.56497320716265,-24.562894450490873,86.447121471223,0
Yes,Christian,18-25,A,-33.398417589876686,-135.45017417231392,-150.98890560673775,E,D,B,-75.8980463838519,E,C,C,9.572944163835706,15.419046039542506,27.056173991104714,0
No,Jewish,65+,D,-162.2248439574766,184.36913019257273,4.090449899261534,A,C,B,92.46973941871191,E,D,E,21.0168540382093,61.112115248356616,-104.60743442538151,1
No,Hindu,51-65,E,-28.897294890979232,-152.87652842599482,172.7863763665407,B,D,A,39.69899126626057,B,C,D,32.883513532817574,120.22329006488597,-294.43718044711875,1
No,Muslim,18-25,E,-74.0484330542775,-46.78122539235806,-12.868019603737583,C,E,D,60.92558553546069,E,A,C,49.50215544260752,-1.8994447837212256,-105.84605106626925,0
Veteran,Muslim,36-50,C,-125.68041040187146,-257.4059337670413,-0.4339388984404386,E,B,D,132.12344313043587,A,D,D,55.136279552144515,124.548250806896,-50.05213199306363,1
No,Muslim,26-35,D,-44.277012762051186,-17.31055860062445,-109.6757792908837,A,C,E,-164.89982310489597,E,C,D,12.045945803263809,-43.66920014197125,62.47235949011466,0
Veteran,Buddhist,26-35,B,80.63653323294493,-14.085075740724504,28.604539726723026,E,E,A,65.9996826822929,C,D,D,295.4556991484057,-69.06794674356127,106.07647259072266,1
Non-Veteran,Jewish,18-25,B,44.32320819723566,0.11525181293484937,-20.814961571380916,C,B,D,-174.76226513446272,D,B,D,-29.68221035672187,-91.85972148356508,-67.46325472775501,0
No,Jewish,51-65,B,20.014433901289955,-86.97889521452902,29.941938100308914,D,A,C,133.82451249550172,C,C,A,53.76134248683751,118.36037992948067,108.34160802949637,1
No,Christian,26-35,E,-18.924528913974196,-71.65072821338273,-41.3691733286759,B,E,D,64.62091320830494,C,D,C,13.227870901247735,-6.248562206484013,91.91084969537438,0
No,None,26-35,C,84.258719465614,-59.176649305363306,44.33245402250252,A,E,B,130.31344145755725,B,E,A,96.66793895789571,-120.64495985083173,-80.00357917861302,1
Yes,Christian,26-35,D,-38.85091789758434,101.38490720223226,-188.5903081039798,C,D,A,-132.27291748834975,E,E,E,-106.39302145674196,-73.0668004755053,90.77734672659355,1
Non-Veteran,Christian,65+,C,-17.118911976201193,-61.8332169847127,-50.170233487213245,D,B,D,101.57272161082986,E,A,A,-91.03239917685887,-89.35713033570923,119.86323467927369,1
No,Jewish,36-50,C,-40.767636987172274,-66.45705986437959,-99.74152928154095,E,E,A,64.31764007610445,B,B,D,-27.922655651260957,32.06034885928613,77.53454850578623,1
No,Hindu,65+,A,-61.60037195323399,100.64174152818963,-19.8967241193614,E,A,D,-7.5927003358979155,C,D,D,-38.02669911980017,-164.76108298925777,65.74745604852954,0
No,None,26-35,D,67.19479284082381,-37.705796598826026,-105.91227911602812,B,E,A,-46.09176717929362,C,B,D,-17.64322133991315,104.1873657957634,-105.71800770179551,0
Yes,Buddhist,51-65,A,-99.28785269681481,-191.62253413261266,-27.85358884962935,C,D,B,-60.87777607111094,C,E,E,85.09691534858376,-122.38190561282146,-60.118331070912966,1
Non-Veteran,None,18-25,A,110.41395563639253,-193.01548239571386,-8.654558527379725,A,E,D,132.59542955216858,B,D,B,126.03546692435101,28.48084613973908,114.60037376154656,0
Veteran,Buddhist,18-25,B,67.10305135788435,199.90639166771928,94.7935239799393,C,B,B,-84.0633688351028,D,E,D,86.00053235647796,97.8169130408491,166.43413269104659,0
Non-Veteran,Christian,18-25,C,-9.660157851402646,-85.2385113653089,81.22929066707472,E,E,E,57.80996459183119,E,B,A,175.4477444301768,-222.11713486672423,-96.1070803135183,1
Yes,Other,65+,A,-19.302602924094053,-40.72184493645604,63.121704217637095,B,E,C,102.12806463374551,A,C,A,49.03464196186037,62.22160641184655,13.157123881284033,0
Veteran,Hindu,65+,B,-162.63039010159704,-148.28360169302067,-24.463402216578253,B,E,D,190.34737925447774,B,D,A,-228.27589586979943,88.71142194454777,73.49590209359894,1
Veteran,Hindu,65+,B,73.11137042410834,75.95158632791819,66.90809941311147,D,D,C,-231.44715412662688,E,D,C,-4.796948172039474,19.41195110694276,85.57731789774245,0
