Veteran,Disability,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Yes,Both,Single,-3.7921496959644427,119.60693706758447,C,E,-63.77133915159767,174.95075247802296,-52.926475014427986,-35.237067112058426,B,D,98.51488577413195,D,-160.2321408820199,83.39526686949885,A,-93.94962385774811,1
Non-Veteran,Physical,Married,-39.34679526720825,-119.25363664593078,D,E,19.715129417920195,-22.050255417738384,118.9423813711378,-206.62571270039146,D,E,-57.646172733411085,D,-35.443639255600644,-8.094181125971426,B,80.84534995175883,0
No,Mental,Single,77.19950744919288,77.12631472058679,E,A,61.067812258247415,-35.782766225594486,-59.01360536302148,-61.37567156502539,C,B,133.86138332784807,E,-79.56608163209405,148.2983804247855,D,71.22443737846145,1
Yes,No,Single,126.6958617338133,-64.80030123996558,A,A,-107.19523084631611,-212.03489262323987,-9.334921208871009,-71.28018888770012,E,A,20.83551709621723,E,70.44488986117592,134.24427596363148,A,-54.17719739968423,1
No,None,Single,43.26656630294635,-133.1305069521099,B,A,76.36333594316423,-39.3626654780008,-68.04929825443963,6.528646207936414,D,B,54.62192103190853,B,7.471502780045683,20.656990224694834,E,-49.5070139902012,1
Yes,Mental,Single,124.38694859564909,-15.731084255950723,D,D,-198.91735144447907,-51.01841948073863,-89.74007413736803,-76.52019552052597,D,B,47.65060876998143,D,-7.274228592991634,-113.49577548458167,C,60.61272571781958,0
Yes,Both,Divorced,-33.471558348102285,-262.3329171465277,D,C,-123.10637321801445,-11.846740283488382,217.23311454185853,-69.38397447382528,B,D,-19.899605099406944,C,-10.34275150495875,-49.63516758032563,A,-149.49529705013444,0
Non-Veteran,No,Single,-128.9679166078109,-31.89096952095322,A,D,82.36509796757657,77.29848121631449,-99.90569534720649,14.388997190641224,E,E,113.87272326548381,A,189.2820475970297,10.19244996141292,C,117.45737907559565,1
Yes,No,Married,-46.8890354750199,-103.70920203137955,C,E,-248.52008422838048,-34.2841372671139,37.07460275362141,-37.50103857081142,A,B,23.014009220360535,A,32.40339554607659,146.10944820176584,A,-0.016270654603109745,1
Non-Veteran,Physical,Widowed,-61.93224645418071,-77.54172864823127,E,D,4.490811057175638,-16.484904768141124,-33.71760514691069,-78.99891120146945,B,A,13.155085321417026,D,11.141277756816812,-5.079836419073106,D,243.3516906716353,1
Veteran,Yes,Single,94.447829429578,61.838490826586735,D,C,158.49729771561013,-90.683889539983,-25.476493856209757,-140.45169690139343,A,E,-80.04050580729199,A,122.36379561019746,99.63752957997531,B,112.69866106529547,0
No,Yes,Married,-24.133016464671766,-26.305608930079565,B,D,18.616534344302398,83.5329646184816,66.96835278813037,54.37945586154977,A,B,-16.831469548823964,E,29.528509992063146,-3.4211449001903214,C,62.49905972263037,1
Non-Veteran,Yes,Single,19.06724994415166,-0.3796285691625816,D,C,-60.16624122073109,171.0231003229068,20.30014402841049,-93.21854033028568,A,D,24.565157448761934,B,-102.43194334773196,-84.70635698350854,C,31.60081731832439,0
Veteran,Mental,Widowed,-6.899300508443705,100.47009783362722,A,B,189.74503807753044,94.57779179491062,66.73763295447804,12.917037187201588,E,E,31.79399919151345,B,26.13010460738619,-122.29266978247897,B,23.749008820373014,0
Yes,Yes,Married,258.59486466039687,-11.178348084514395,D,D,45.13699596023645,151.29908959998676,-31.758555052173715,31.37899945459545,B,D,-122.93649768861653,E,30.95537069448148,131.64107163773332,C,50.903377826261284,1
Yes,Mental,Widowed,-105.55432878562159,-154.39968685397622,A,E,-147.2656027290572,-77.4257276363447,88.36724517445317,-412.98108615107793,E,D,-99.45422943838422,A,-83.43456803455575,-121.82606573223904,A,-220.2165308833332,0
Non-Veteran,Physical,Married,65.80474402119317,164.28379113038918,A,C,56.20781243200293,85.57770856802948,-139.59309407445033,12.404472604886152,A,D,-151.70788906803213,A,-89.46637142967136,-120.84028127563296,A,-46.1869139969545,1
No,Both,Married,110.52780356951095,134.28613178547099,C,C,15.68129788736685,-89.63703455196678,235.64594921061618,125.70567785712703,B,A,-106.43936296127183,E,66.85876004063466,-35.84946069900552,D,-166.00841419213208,0
Non-Veteran,No,Divorced,21.713099965984224,-316.13025851949925,C,D,104.94026982167188,-15.335919026335713,-3.2252938627957204,76.9220595336473,C,E,-76.17063474447541,C,-96.64140998138052,-7.611101866348897,D,-118.46228926429765,0
No,None,Married,-3.881193563594999,39.9177450253894,A,A,46.623795823945734,-57.7961199242647,38.961013154795005,-167.0335748549887,D,A,35.35076562843511,A,-158.2511591725568,-215.10210258359868,C,-26.35949460214841,1
Veteran,No,Married,20.332515240501582,89.4773582111387,E,E,54.502276418031556,53.804550022960775,126.0479646100756,125.03972337659994,E,A,-15.937610294855709,D,166.10887202893278,109.44097871580946,C,-48.497157546082384,1
Yes,No,Widowed,114.11912119580228,91.75481430279986,A,D,55.78591368833171,40.67753390463104,134.46145776935487,-49.43508829092975,D,C,155.59621614330467,A,-106.56236105226652,-41.40211710499774,C,126.87805035787282,0
Non-Veteran,Yes,Widowed,-7.6645740723817966,155.86613973407987,A,E,-111.07911774867215,57.27044186622725,58.82875766263845,-124.66163679406877,D,A,-36.80126472991701,B,17.235381159552738,-157.53949514516827,D,-318.8527370591584,0
Veteran,Physical,Married,-82.61242598816509,-64.11352937961394,A,E,-65.25061439562091,27.32377668005985,74.51501788937097,-91.53218039226178,D,C,-80.37525657366228,C,-94.0011640587894,-26.530165670827515,C,-44.53354407989834,1
Veteran,No,Single,-114.76248366738746,-117.03354460169501,A,E,70.07956010017125,82.57370292063162,-179.55963479839056,-10.204458318499974,A,C,45.2580807705084,E,-9.817610309581053,-70.09100022621737,D,-40.38112225263007,1
Non-Veteran,Both,Widowed,-204.0752727382327,73.70373514028239,D,A,-39.30113116263072,47.064479813664136,-26.162215717202542,-93.48928797135174,E,E,-117.70258118348806,A,-103.10284880446278,88.00641008873434,E,127.5888598221687,1
Non-Veteran,Both,Widowed,13.243892221057617,-156.02687632280177,E,B,-145.31256419673218,-60.313314774544345,-26.885730695264936,-28.66581936318957,B,D,2.3838563296596704,C,-35.704137408382245,14.804371233622653,B,-36.31451239297141,1
Yes,Both,Married,-14.958256999145275,0.562809843081997,E,E,85.24489168835686,84.42518948690359,171.21267379603182,87.30711565612512,E,A,6.642260620056334,A,108.3599586239446,-70.68991451917874,B,-77.67628090644767,0
Non-Veteran,Physical,Single,-1.3838792691855497,145.59103342885155,C,A,134.58061747951123,-158.09795342849498,151.89268606049035,-103.90295729488442,C,C,-2.2392870819848842,B,-43.93478159774061,25.819381974450806,A,172.58461220458383,0
Veteran,Yes,Widowed,103.54928245834336,1.4564342253468567,C,D,44.904172747297224,101.08834846951471,-24.488583871665163,176.4233958275427,D,B,-104.30220196417615,C,-108.2330529800857,66.98225195928546,A,-37.91956392770738,1
Yes,None,Widowed,-9.275502099201733,-73.77072235287618,A,C,-56.78386633822294,42.96227686946572,-92.39973853008597,-23.18375965134786,A,E,-38.62728687098546,B,-122.99143050946952,45.04961286102001,A,-28.459435393223746,1
Yes,None,Single,-60.86235797246054,-200.5207728628924,A,E,52.53566151013804,94.65856433495128,12.901311760096812,48.37236689597118,C,B,86.85529947355425,C,-113.62144345275446,98.61447714206626,D,-59.91955759222154,0
Non-Veteran,Mental,Divorced,49.004153917135426,-46.10726266515323,B,B,162.6358400317541,-111.6085627123163,4.945916768323075,73.54428969204938,D,B,-118.38997391131024,B,-183.32435108884135,-139.83794704106825,A,180.7165184495411,0
Veteran,Physical,Widowed,23.653530740034924,-43.04777581362123,A,C,99.45742427851539,-18.47806126463673,49.989894726432944,18.170121904336266,D,B,163.84061202528426,B,53.378327346006905,19.442707313210825,B,130.211134953262,0
No,Yes,Divorced,-152.8642326906154,-109.54411736371985,D,E,-55.87945061120312,79.44764332867913,-35.07919305281806,-44.686410804434516,A,E,5.152380094732671,B,-12.176300888510955,-201.13868736235327,D,-0.9279440897155143,0
No,No,Widowed,51.250844471734716,-89.18590020019218,A,A,53.39961934973696,-6.753005561978289,-53.97202046635427,-36.42094842949483,C,D,130.22099891510425,A,52.92648532325443,101.57648471262706,B,40.48339633851386,1
Veteran,None,Married,-6.089154612087171,-72.80351775348053,C,B,220.92122684503482,38.98310585845581,116.88590524061586,88.30737527004516,B,E,103.81436133313015,B,-46.29714224457536,17.823761538746247,A,-44.59931504216982,1
No,Mental,Married,204.06776804340385,132.2544721937026,D,E,-14.543082953112219,66.78771921660325,-130.05220361829117,-27.774641054620535,D,E,82.48425622200682,A,89.66028671694703,15.515717276636048,B,183.09800612271093,0
Veteran,Both,Widowed,198.74032538768768,-26.070971585827586,E,C,88.19060833948421,110.63874738026762,-31.113170279580004,126.56049843777626,C,A,-107.66657099969956,B,82.47622289518952,-63.70197740038074,D,47.774227206410785,1
Yes,Physical,Married,122.98618794154117,128.73848303775804,D,A,-24.457125433882727,19.83075165390511,16.861718754498916,-46.9691457475599,E,C,-74.89420453238111,B,107.79574245347831,47.59077529048526,C,-114.34366577421645,0
Non-Veteran,Yes,Married,202.44077493103498,-34.450458925781376,E,A,148.67360645025806,14.543066616461884,-40.175234107656344,-46.802145526004274,D,A,118.79572700581863,C,-108.30896955594618,-86.07642065768563,D,111.35821042350705,0
Non-Veteran,No,Divorced,145.58924451864812,101.48423626716621,B,A,-32.19074306932024,5.244625299865969,3.767197112430666,59.00751944386153,A,E,-82.94113255258951,C,-199.72818073757543,-74.97286370584234,A,199.49747430319255,0
No,Physical,Single,-102.11812741893158,80.18725894697728,A,E,25.558404755806585,-179.9388996297594,31.505462401050416,4.989445064228433,E,D,194.50908085169317,B,33.5643854648877,-204.89681782599547,A,140.488044725314,1
No,None,Married,175.47634796344673,-20.399975842557332,B,A,-93.33301462813014,10.126111888303308,-170.13807277118102,-156.40549408462917,A,D,-90.30730052986095,E,-0.7378428961719817,-16.408337118067696,A,13.319636041250254,1
Veteran,None,Single,-94.18760798200306,25.19793492182884,A,E,12.577711668829702,-185.66415562593136,-124.48300609482001,36.19934147224863,E,B,15.859171025772037,B,-94.39410762688131,27.212667406725803,B,-66.57163134996159,1
Veteran,No,Single,-350.95919754139777,120.68638011662635,D,D,-95.69958217037203,-97.51471100333367,-126.28832711741111,103.263477296551,A,E,-0.37100131554460736,E,-61.90735976930066,-103.69981272296292,C,-127.42672612160351,0
Yes,Physical,Single,43.60333624857526,-26.024339381415267,E,B,42.775450878017715,47.940819607979094,21.968582987607345,-106.56399740152398,E,C,33.35533277245223,C,-11.697768544063319,19.676127194868922,A,-104.99774278427539,0
Veteran,No,Married,-26.18672737590566,-98.3103649651324,D,B,203.24524663763205,112.03621663201717,135.8124540791706,7.118694963514133,B,C,-81.46647360992031,B,84.39132334491697,172.43156091722088,E,-217.38530834879285,1
Non-Veteran,None,Single,-75.38454209975856,-101.54960528729791,E,C,-33.128366608182844,-30.273659256922897,256.4650811804301,97.99590924797268,A,D,50.670853074945896,C,-70.68050618954554,-2.814984780184814,E,-87.1970489098174,0
Non-Veteran,Yes,Widowed,45.4603000556186,-0.2586679950139637,E,C,-91.88688416840574,-58.89948116695396,43.37693987957907,-59.73903588784341,B,A,-11.122319323382099,C,-114.1538544571473,-119.90888450863741,E,2.321055174478217,1
Yes,Both,Widowed,-65.25278390277668,95.2437312560502,A,A,-118.68372265772248,48.65474895934913,41.80173981749478,174.1956839871195,C,D,-49.98250691647623,E,50.87249779000882,-21.55680172260196,D,130.50671207192119,1
No,Yes,Single,39.74544834954602,206.91765212094953,D,D,157.58484410175265,-47.52774590803512,-132.37250721506143,-24.92585612256756,E,B,0.34188432632612814,E,6.632695312920179,85.65688768854017,C,-116.36376755998816,1
Non-Veteran,Yes,Divorced,38.46557635893419,-8.237829596685684,D,A,-34.91324807729942,-61.47639936369406,-39.07821958553525,-272.2878453799871,A,C,122.53176756915376,D,91.71874730106234,-101.58166714398563,E,78.55575573136477,0
Non-Veteran,Yes,Married,-33.75985084932711,66.65521478519663,C,B,58.47296204754816,-48.08687624725702,-41.87942398957464,72.32118500317529,E,D,61.35695978858061,D,-74.96971722519972,-29.037186457728847,C,177.4018521326841,1
Yes,No,Widowed,-24.1325819535425,-107.01761928130249,D,A,96.21048747985797,42.37917686612157,120.50471002182397,101.19226419565102,C,D,73.04588177861216,A,147.67326467947123,25.19246649020852,C,55.89059841809203,0
Veteran,Yes,Single,26.265851677462265,12.900767390846832,E,A,19.615173630635887,49.93455439873981,183.77629757559205,-95.67284571980325,C,B,110.66334993521671,D,139.2151194956183,-21.88689850459161,C,-153.17335013789335,1
Yes,None,Married,-152.2053209064701,62.06811121427081,E,D,64.3182043970753,57.672065663453296,-35.48546366511868,59.72113356379262,A,A,100.5202455305241,A,-65.68852243580888,-130.2652110531829,D,-42.90534404712365,1
Yes,None,Single,84.66322429148798,-71.51333072401806,B,E,-158.06524888744408,-22.76649446413058,32.65971668851473,-269.69166845792915,A,D,-7.413031837516051,D,-94.78067359791537,-125.19481707856572,E,-166.59801723319646,0
Veteran,None,Widowed,-63.00172513777454,-21.610227843310632,E,A,133.70250739908582,223.72808124697366,23.504777364465735,-62.8668263673809,E,E,43.231306932490135,A,-66.50753788901497,-135.73429573463028,A,188.0048452573115,0
Veteran,None,Divorced,-33.86062497130343,66.88844363175917,D,A,-14.627715791581625,-62.77553107861351,-16.750173220852542,-37.97982732525463,E,B,13.584900142530579,B,3.7677913196265296,104.98900114902447,C,34.49630204424192,1
Veteran,Mental,Married,85.17855276348325,-18.654816454065116,D,E,-38.19588488853235,100.44138239921435,-8.263111144453363,-45.41067766960532,D,D,-84.65799487775708,A,-51.00048250146472,67.05185201804198,B,-106.37357186143741,1
Veteran,Both,Married,-268.36888180535584,35.054813487819914,B,D,-185.62835479201368,94.09888468990435,180.57831379917667,-15.858502315981369,C,E,-93.22462626891998,A,132.5190776967357,-57.93875111433046,D,113.03054019069027,0
Yes,No,Widowed,-46.599150856547226,-81.04741618415716,A,D,-163.74248816170117,-41.542630758385584,132.31446908601882,-80.57360246405854,C,A,-107.93806158154449,D,-116.51335820984117,56.60696843800349,C,159.74391313832106,1
Non-Veteran,None,Widowed,34.020764968869635,-85.64846193332892,E,D,-28.702421487226072,-53.58626168703922,-134.87675882014406,-8.905215075435365,E,B,159.94329506671713,E,-118.73318187606515,-71.72841118275859,A,-23.148799039279176,0
Non-Veteran,Yes,Single,-101.61733911271138,-225.65730581365236,E,B,76.06610008488352,-82.46178515269413,-17.03025904569856,-39.26161385087984,E,C,-23.42055612436791,C,-71.93450645862018,120.09329429106666,A,45.734815182734586,0
No,Yes,Single,194.12340179027376,44.49673823002627,E,C,-188.01378691584745,-9.633291914888222,33.77360530257255,210.87091852382395,E,C,55.074335490985426,A,-146.04910079913478,-301.48676638445437,C,4.924716343031158,1
Yes,Mental,Widowed,181.39632804164913,42.25912763727361,E,C,-1.9250101932353554,81.4083238631587,80.32151661196417,48.45416888754259,E,B,-104.55990094471967,B,34.032077963254416,-123.28050440885059,E,34.908845657458635,1
No,Yes,Widowed,103.37886885874363,152.0626774276087,D,A,-58.48775073332278,-17.853593083774093,-161.93551892272166,115.43821248348254,A,C,-32.374298786210986,C,56.35323976214056,-20.47569038498173,B,235.55527014215696,1
No,Both,Widowed,-248.15597800798676,21.773895403218084,E,E,155.02253832384554,-28.209804607702527,47.61813100564577,-103.01155406446527,E,B,73.21948069064264,A,141.89359738770156,110.386148777503,C,74.27690575685804,1
Veteran,Mental,Divorced,24.525123559290897,-8.53540159345398,B,C,139.70929633937158,175.26667411926275,71.53505109621526,143.00634001783536,B,D,113.69794059958926,A,-51.965272355241346,108.36561252128733,A,40.01993436063649,0
Veteran,Both,Divorced,-14.412894381918715,12.2540630973998,A,C,67.31947224650054,35.47709873730058,21.462182731710815,-166.4789428714193,B,A,-193.30421491054835,B,-29.397703389532943,-44.74637586325,C,-54.2287311094374,0
Veteran,Both,Married,-7.149355786165776,-32.017069613794504,E,B,-30.320762871078742,-63.090411713500416,28.47250347382728,-13.323136791992521,E,B,-79.63093914226228,B,75.72739329813294,-37.323841572905,C,39.53862674055786,1
Veteran,Yes,Widowed,-15.505556194461406,79.82023552276513,B,C,-7.893688166323775,69.1195212566449,121.86154239155611,39.69500258374048,E,D,-176.13423717550106,D,169.6809422287628,96.68557335776225,A,-110.39267040084401,0
No,Mental,Single,-14.5628237616067,-142.87766695039227,E,D,-97.56222638986378,168.14365692791,-80.50427701723937,-25.025728630558792,D,A,162.75210945862696,A,-47.10182394709452,-111.09523251792068,B,30.58635779211584,1
No,No,Married,153.99577024950176,-16.42719660527496,B,D,-181.54834639415137,13.296476468055468,1.694773241034719,129.14397509877597,A,C,-70.00411344454145,B,80.24895978432663,-52.4904631023746,D,-53.507046964449636,1
No,Both,Single,95.78219344025085,-24.346798105297925,D,E,11.705406568259361,-152.56935131006168,-26.337070304691863,-58.45100751814771,E,B,-175.1119251218699,E,-101.0689092577587,-47.59078205358317,B,78.01066747527639,1
Non-Veteran,None,Divorced,100.88406029490082,-57.575142799438794,E,C,-131.31160849357573,-113.25624123143223,106.84235808128027,-18.478748426885428,A,A,75.39544393198912,A,27.951436475393848,32.68120761818114,C,-55.45522573845745,0
Non-Veteran,Physical,Widowed,149.80628143384723,-99.81037618271732,D,B,76.8850031947912,33.332528868644964,-34.68169421963309,2.376483446462692,B,D,-135.23733242328072,A,41.98679524303971,79.23626596860963,E,-128.45231991704304,0
Non-Veteran,Mental,Single,-36.799300053795754,-95.03584155712768,A,E,137.88402969255594,-29.574717988808164,63.136552760893714,-107.68676730483642,D,E,165.51305344906677,C,-29.57527075597509,180.0338774771201,C,17.24618449174212,1
Yes,Both,Single,-3.819872587919939,-130.372227066569,E,E,-64.03901573541592,-234.82682445172415,-76.63605940477736,12.299938774836619,C,C,7.312366875369396,E,-108.76031140431208,-8.908392749339741,A,-27.59405709744915,0
Yes,None,Single,-35.76861633818807,11.82780058768707,A,D,-122.23595231731777,2.372051146715658,81.53625213375598,-163.91740412278787,E,B,-127.52318282939734,C,104.59546095998431,148.8904947544889,A,-56.00236954190431,0
Yes,Mental,Widowed,-7.019082605266772,-45.98046372590227,D,B,107.58636609019487,52.773964789927,-12.765719736489366,45.14972066432521,A,E,-56.61319930023202,D,196.19973817245258,-129.94684984540143,B,-74.68756490386554,1
Veteran,Both,Married,6.04295744631694,-42.49241837533826,A,B,-212.4258795346436,-7.9696682707101685,135.90191250654772,118.6125472473337,D,E,-339.08523505774554,E,97.9795956154464,10.778694602423522,C,-90.24869172834023,0
Non-Veteran,None,Married,13.244339937511013,-76.84660658047315,E,A,37.866749956371244,-47.99282850659833,-19.785551884328644,-6.183152272123356,D,B,-97.08840866177702,E,10.167401824575041,40.93454350695914,E,-105.47651522328687,0
Non-Veteran,Both,Single,2.7024442145348555,-112.26650772082884,E,A,-68.19933572044063,79.09935015932072,-76.99358192577928,-58.77841617528463,B,E,-25.850786285948267,B,107.3168589670457,-47.01556795168101,A,-128.54608003014835,1
Yes,Yes,Widowed,58.25106356331684,113.97785552545405,B,E,-165.1592386604857,-78.4266757837375,-22.980278400818264,113.53542102673204,C,D,-91.51838364361133,D,-74.54956931135305,205.58846063662753,D,-69.31094697055705,0
No,No,Divorced,125.24438613943114,-87.65761086628709,B,B,31.204293010708504,-143.12345087599076,38.851181500248295,-32.75872235371015,A,E,113.58538353219558,E,-88.77412116352521,1.523662983469292,C,-159.33280466655876,1
Yes,Yes,Divorced,-81.76590417824745,-86.70807652236437,B,E,-76.47327083483624,-49.05515683853946,110.85137329848153,-43.22714702137922,D,D,-12.466834992298459,D,-201.9150752005105,41.39312724018513,E,30.732507958959225,1
Non-Veteran,Physical,Married,-76.4739718805107,-29.52125673342917,E,B,34.96174143001022,-19.776156346998448,80.81589797469371,84.25537481195052,E,E,-67.96950907151538,A,101.6975243343666,-65.8746658654384,A,166.5231644307839,0
No,Both,Single,-41.44299411992772,-50.357413937572346,B,E,33.298473802545345,179.37347679857228,15.004240065115226,53.63214064057623,B,B,83.03006119457078,A,-36.45552768924241,-143.55792141036588,B,218.32980518305294,1
Veteran,None,Divorced,37.401415800686756,-24.86560623512577,D,D,-15.904465245123106,43.84073324933112,23.529188918135148,-2.3684821034757753,E,C,-43.315280774807164,A,24.739187633959446,-46.96400794405436,C,40.486568644213534,1
Veteran,None,Single,108.85542332768597,77.98062906451808,D,A,-110.26590591296561,25.08213579195883,-131.12503473588538,-40.725181533831886,B,E,-80.05990404882401,D,-91.63485494533327,41.46981204332795,D,122.30716254624873,0
Non-Veteran,None,Married,-67.2595704844054,1.6597833257475059,D,C,42.615903105828224,113.02077400724602,-77.03603788727672,28.747358657392653,A,D,-17.841164841691775,C,37.38151805278827,-77.6995616706429,C,-62.47898301372835,1
Yes,Both,Single,-94.92966235254428,-120.89248008612799,A,C,-241.33029319733598,-77.98467400548685,10.983043839086182,153.19404615923284,B,C,46.52981425346401,C,79.32243379106212,-65.49450280669853,E,-181.22728694039364,0
Yes,No,Widowed,-52.80876262898809,157.71501119900523,E,D,-3.0084974002463025,184.60084587007404,104.67745765245844,-45.06795049427791,B,D,150.95293394577936,E,-80.4314456433551,-23.245010918443565,C,62.08777466074425,1
Veteran,None,Widowed,2.8004661739765115,72.96866002232734,C,E,-39.98735906818806,78.46139329399527,38.77477943689953,-154.92424544346557,A,D,86.16398392842626,E,164.73205033241084,-41.11213441216004,D,110.2674504985622,0
Yes,Both,Married,-70.79610879106897,-48.00183785044388,E,A,-17.646236697837885,-39.3975617255624,-8.32285779210569,-94.0002657495407,E,E,-141.28696248849204,D,-101.65542877087282,87.87094521120676,A,-41.7409639038793,1
Veteran,No,Married,52.62756399798003,-57.87640895371815,A,A,-26.374846376462312,73.3590839794937,187.5235309954152,43.60097102362525,B,A,-97.38045208485194,B,-82.2648063430744,69.42018393061375,E,-137.70256915750855,1
Non-Veteran,None,Married,185.3484751661824,21.726159626536703,C,D,152.22639768599498,61.65731855315983,60.56347232198892,-90.20798503284759,B,C,32.4439482870523,B,-129.67126561050353,-53.95134718827459,D,112.95211081900791,1
Veteran,Yes,Divorced,47.396291114448466,79.59876812281792,A,A,-8.96156222409741,-153.80327841230368,-28.062274589460255,-172.0897154668754,D,A,-34.7766711955877,E,-123.52905083245768,54.25405032563444,D,-3.005545878869614,1
Veteran,None,Married,47.616401618243216,183.33119025541743,A,E,141.74943681173434,61.359114884555524,124.00975861875571,35.80153693919676,C,D,47.351208370820984,A,33.41203023844055,46.91655424100591,B,-81.1804176041525,1
Yes,None,Divorced,14.587538424596506,-140.17418634041366,B,A,-81.37057290677656,-39.577776315641735,52.40268643231445,7.3276962811232496,D,C,80.90548063859327,C,79.07879264231056,-99.54991332086975,D,1.5844557587534214,1
Veteran,Yes,Single,50.69716356386095,-20.686764731149882,A,C,58.76124004902653,109.73265538352513,-29.114021327839918,-45.86917770765954,D,B,-68.95724439450824,B,-73.67390206804932,-140.0069371610138,E,63.13448276184338,0
No,Yes,Widowed,33.26921242547668,-120.78988911744662,E,A,-117.47508915998131,120.74219185591542,-285.76389926024615,-6.568159085016139,B,E,10.33950298100859,C,-149.83004607349446,-105.20326961629256,E,26.678936584617535,0
Non-Veteran,Yes,Divorced,-53.306847323784304,95.67786910964303,A,D,25.457079092799074,38.4324430494806,-100.54038101345924,-12.33938063994299,D,D,-81.85282271791051,C,194.38087572814365,-42.76350942496441,A,-95.00673985507818,0
Yes,No,Single,-123.56987521811101,40.51757307653404,A,D,-113.85209769717342,107.99376393689101,-72.70101442843607,49.85315860068474,A,C,-31.94005831753108,A,68.26634463014936,-80.26563865719754,E,50.570525358333185,1
Yes,Yes,Widowed,117.40329930103417,-31.708595528299643,A,C,13.873165550032715,-7.853364792711348,53.357413483618274,182.8152477907296,C,C,62.950692767092676,E,-184.9792891147829,118.12908507442216,C,283.9052661810764,1
Veteran,Yes,Widowed,141.31978224661984,70.41640880133062,C,A,-47.296441597190366,-143.7002227668323,-126.85283914215557,85.39788632468533,A,D,-77.90328943847236,A,-38.54210103050176,-25.851818480310907,E,142.8071008927854,0
No,None,Widowed,110.18874984208833,123.33949989702575,B,A,15.412659786095187,4.171958572856589,-115.53077806073411,-113.13428341492855,D,D,-42.77101137428253,B,260.68427258573746,46.92652206202071,D,84.02202792361115,0
Non-Veteran,Both,Widowed,-107.53327340425167,-70.01289694623497,E,D,-26.121789833574148,20.227475011562774,7.636265620826027,55.52849786185959,E,D,11.930504979425477,B,9.337404417124219,49.25110713863829,A,53.36089679034639,1
No,None,Married,-40.48285660219392,167.59491729916226,E,C,200.10101835452468,-42.19879992281437,-36.36735847655006,-30.86540890031881,E,C,-49.54366542859632,D,85.42320211418777,-34.65112197084755,B,37.84242062907498,1
No,None,Married,61.409732669423214,-124.80332640606457,D,A,0.04916581180760221,-192.77720999866838,71.74460711690257,-23.241544985085323,C,E,-30.547696824658193,E,84.15183854606005,6.994878036576449,C,-81.0975345328142,0
Veteran,None,Divorced,91.6479136302365,28.391556909928717,E,E,-56.13481265009865,-0.4710378176911064,25.77352558967656,-131.07289685129325,C,E,80.96167095543139,C,-97.1104217082889,-245.68329435684393,C,16.325425466909984,1
No,Mental,Married,22.5931651394714,-59.56206016104393,A,C,11.405984673593608,-92.05430540934996,-53.211024136545426,33.20367314624909,E,C,-188.11542152808684,D,-66.90982855094104,-53.49351086824184,A,-115.84637991690884,1
Veteran,None,Single,-197.60580761770004,149.65492593723891,A,D,131.9617150012332,93.80032415037502,240.11536118913338,-94.2143228524152,D,E,-98.0541838145778,C,-131.34166691141886,13.846437629904232,E,-155.24746419688955,0
Non-Veteran,None,Divorced,-126.13895412639084,-121.67768002958516,A,E,81.91619522297273,81.921067761862,109.45264631583275,-44.54844723789785,D,E,53.70238035685892,B,43.15910988771744,-27.64229509657345,A,-69.12065199346061,0
Non-Veteran,No,Single,56.73567278388616,28.308771165726103,C,E,171.9382651669556,-14.101142671634303,-9.58660756368509,-168.07303908234817,D,B,-53.35394069334799,E,2.3517034282784075,-156.85517105067478,D,6.882716030222063,0
Non-Veteran,Physical,Widowed,104.3573320967176,102.84218822958506,D,C,-25.334976416542922,8.798380853356656,-27.73422121094043,33.670886055032305,A,C,3.525834571771517,A,54.7731644753578,-152.0856712689573,C,-68.41466859858886,1
Non-Veteran,Both,Single,29.155100010160655,139.93676878594113,E,E,25.864058885815215,-132.6640075607163,165.56570712422268,58.410640869790356,A,D,1.5117780211324259,B,-54.07847877025852,-111.3072524948419,B,-119.62032788507703,0
Yes,No,Widowed,35.24460853685537,-49.55870814097977,E,B,41.09061913518769,-107.40267738999161,-8.480970304064552,-11.032978919518106,B,A,69.51770518593209,A,-55.50376699248447,61.810645445503496,E,-80.2507796155869,0
Yes,Yes,Married,71.27916490334091,4.984366357102081,A,A,30.75766205522243,162.7494210604181,-113.96011372402018,-102.65102691133008,D,C,68.3633565839367,D,14.98420429649758,-142.8995408812207,E,10.901611983545816,0
Non-Veteran,None,Single,32.98320523698715,-41.36856610040904,C,C,54.80853651829879,18.937789685274506,-33.159244190003726,-14.57098342779658,B,E,-85.17504749491478,E,-13.26021611081284,-120.83724448188929,D,4.769860093742246,0
Yes,No,Married,37.86742329702847,-37.943452130643216,A,C,-45.829281156733,-0.306988836386905,100.35826305336653,-103.00266377866973,A,C,91.37104407294072,C,-23.357316661042894,-20.017754279130475,E,-177.27292109466936,1
Yes,Physical,Single,63.12658728586465,-80.61382264055585,C,A,-116.02129344437742,-94.08044191603119,4.377895691241559,-166.01703474000007,B,C,38.003409770702824,B,-128.79417354441952,52.34773346896067,E,62.93032058861932,0
No,None,Single,44.27854367658821,116.31745554324144,C,C,-125.29424999733891,141.08229744055575,-191.7528904840389,-14.092798946318402,D,D,-94.27564081177502,D,58.31411186044073,-84.70765367928537,E,29.081598966249256,1
