nation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
China,A,-47.225461973827315,E,-25.49677327129089,E,D,-110.1775404025067,D,1
Brazil,B,187.7271256222626,A,-2.4032987645752866,A,E,-83.09501999084189,D,0
Germany,A,-23.253865180154897,A,23.360392106823408,C,B,2.8590033887962316,B,0
China,D,-71.11048986283272,C,13.773511704044134,E,B,-70.49485258114223,B,0
Brazil,C,58.89866507633534,E,18.99363320209546,C,C,19.218827756881147,B,1
US,C,222.86095908731514,B,150.23924268687225,C,E,-27.422053025712493,A,1
Other,B,35.14348611758969,D,181.73253065956138,C,A,8.813950026692961,C,1
Other,A,33.721076647725155,E,138.1787156758904,E,C,106.99700259084426,A,1
India,E,-56.66625378703976,B,12.185120827885116,C,B,37.47254758525004,C,1
Other,C,-17.171301832495868,D,12.9136352546681,D,E,-187.4090788965849,C,1
India,C,41.999837670182814,A,157.92977480280115,D,A,18.187464253897765,D,1
UK,E,-62.100581869540285,C,55.89533426544031,A,B,124.14758829392171,C,0
India,B,-17.69189601705064,E,-275.8262510302625,B,D,-24.033961990401856,C,0
UK,B,-68.32191070863908,A,25.625124207392542,E,B,-69.25340692122495,B,0
Mexico,A,35.33024140102782,A,13.58773866762295,C,C,-95.99713937230636,E,1
Other,A,-65.18365719981819,E,73.69360390789306,A,A,-100.06985354791892,A,1
UK,A,-83.3080918700398,C,183.70827044850347,B,C,86.86998841345121,B,1
India,D,-121.90574525701672,D,39.284247146231024,C,C,6.087212499137662,A,0
Brazil,A,100.60171241620426,B,-142.4461055140217,D,B,-21.143706911779333,A,0
Other,D,27.97992362237991,C,-39.97656102543189,E,B,11.444645800626798,C,1
China,A,11.570398569152148,C,-64.91643390876857,E,E,124.6189763572563,B,1
China,E,-37.7150352661253,B,131.4547464063903,C,D,53.57402333425571,A,0
US,E,-69.1103150000761,D,-136.68341259422144,B,C,21.980914609768693,C,1
Mexico,E,-181.07035836221152,A,-10.114571993078425,E,C,-249.73812339977192,D,0
UK,E,-83.71213964047676,C,-65.93394912134427,B,D,84.39436996217017,B,1
UK,D,-84.02074903009854,E,40.82158553407045,B,A,52.41273139659624,D,1
Brazil,B,49.79386062243787,A,174.33211877920976,C,C,190.2542879905235,D,1
Other,A,-20.416771135296198,E,-81.6029051257805,A,E,47.55582405602212,E,1
US,B,-7.174228809529735,A,100.29260436957954,D,D,-19.26031374355825,C,1
Brazil,A,176.68435728130748,A,50.13760041290249,A,C,168.33172509865778,A,1
Other,D,-124.7713029006414,A,28.39908342681689,D,D,-93.27117991726743,E,0
China,A,-96.00131745976796,E,-49.08877952203696,E,A,131.11072709703961,D,1
Brazil,E,137.3774137533997,B,173.3029080205628,B,A,52.43208252655369,A,1
Other,D,-27.89280782658668,E,14.319080366389347,D,B,-16.037752658136885,A,1
India,A,-3.581627351684015,C,-57.0433860559914,D,E,141.19499529755973,C,0
Germany,E,22.34543505844612,C,-26.91928599726838,B,B,167.97862168083856,C,1
US,C,-184.66105169568655,A,-56.667217318345045,E,B,-172.59041219768662,C,1
UK,D,148.52765441770995,A,-68.20881358781483,E,A,-31.24065035953447,E,0
China,E,-70.60590325655927,D,170.03775925705017,A,C,-17.288222041296077,A,0
Other,C,156.70676633126993,B,-0.3911886997526805,A,E,-75.18730120254294,E,0
UK,E,89.26430602404692,E,57.94989213922068,E,A,75.85150156176019,C,1
China,B,104.39918727349516,D,-172.65910187084282,C,D,9.54065237370072,E,0
US,D,214.3466258781551,D,-199.41196690754845,D,A,148.69642437173113,D,0
Other,E,-126.01417586266885,A,41.243549680831386,B,E,-84.99181496696553,A,1
US,D,102.53242595543117,C,6.405854421771124,A,C,-108.83240704351635,E,0
Germany,D,171.61702024321977,C,5.973489655445106,A,A,-125.81709469990456,A,0
Other,A,-5.6588182693671225,A,42.12666475117047,B,E,86.53152099647511,D,1
UK,C,-12.046856029642873,C,8.058573424162287,B,D,-11.586633283053837,A,0
India,A,5.43752470954847,B,-29.251402330759806,E,D,82.03972337207645,E,1
China,E,-82.05182309066798,B,46.83009446544602,B,A,72.8918792121001,C,0
Brazil,C,59.64987426893734,A,-166.1108622628467,E,E,113.40343643063677,B,0
India,D,2.5668749496270404,C,147.54123839762246,D,A,-0.5250594319242794,D,0
Mexico,C,-74.22904162707844,E,163.85975680237152,E,E,-195.32034366312251,D,1
India,E,-37.02131364125816,E,-198.7842395597566,E,C,175.04761152971454,A,1
China,A,71.85978158556262,C,43.55419695259231,D,C,95.03781042197981,B,1
UK,B,79.43350039726495,C,-77.8717264839463,C,E,-37.61001791175413,A,1
Mexico,E,-0.24896210014079845,A,-118.07460233804142,B,A,36.26805953342308,D,1
China,D,2.3059847162812863,C,106.1376857924339,C,C,-176.6373769085711,B,1
Brazil,A,-27.650251712937063,D,-96.54504524700555,D,A,-9.617971061668147,C,0
India,D,-82.60685922161335,D,-34.6289400947007,C,E,-20.95397083163145,E,1
Other,D,-77.79414389963564,A,-28.66784791558736,C,B,40.86808876944109,C,0
Other,C,-79.90290214681004,E,201.4991750944515,C,D,-123.80490467517507,C,0
US,C,65.52746075319088,C,71.81877476727256,C,B,79.84769635161459,E,1
India,D,35.96955926189905,B,-54.170051056548004,E,D,-67.80559507582481,B,1
Mexico,C,-60.8727197001855,D,-50.64845825010477,C,D,40.31191182260036,D,0
US,E,-238.26925258131467,C,133.14287358475076,B,C,-13.995920608059034,A,0
Germany,D,-144.1132822009465,A,77.31465804344047,D,E,28.771662750371707,D,1
India,B,-106.2854447502667,E,-108.97364372936312,D,E,120.53581413590354,C,0
India,D,118.41535038642215,A,-19.748865392698534,B,E,-97.03961211459678,D,1
US,E,193.61575376147985,A,59.92242581975841,D,E,-17.919094913043477,C,1
Other,B,-78.74819706758281,C,64.7632537536624,D,E,105.81043730200655,E,1
US,C,-159.66306627091197,E,133.37995215382963,B,D,-13.427418253938352,C,0
India,C,-117.84848533881673,A,5.101003762444094,B,B,-141.16428222312277,C,0
Brazil,C,2.6733067216258295,B,-94.89900020766878,D,E,-25.710177949196634,B,1
UK,B,-91.65123488951086,E,72.19717254545593,B,B,47.23781976520022,D,1
China,C,16.022759015690372,E,99.67572536408521,B,A,-56.7886649504668,B,0
US,E,-61.577377899233234,E,58.29533906574383,D,A,2.4809030069563245,E,0
Brazil,C,11.445185719081111,B,8.55543035840027,A,D,-231.2860604648945,A,1
Germany,E,15.939918369054121,E,-40.40636858133382,A,C,69.64877527796527,B,0
UK,E,115.13981482163484,B,174.70628952932734,D,D,-29.944296848026415,E,1
US,A,177.46685793395446,B,127.73735912815054,D,E,41.72547521257719,C,0
UK,E,4.968285069283384,E,-1.3531722542811673,A,A,-101.7466865110306,B,1
US,C,-200.5718514319787,C,-74.80436304806804,A,D,-102.96502680201817,E,1
Brazil,A,124.87705477117386,D,-76.40250863244698,D,B,-65.55942861314257,E,0
Mexico,A,-31.08734186173979,B,167.2414134325733,A,E,-62.62114620250282,C,0
India,E,-5.750056174913453,A,-0.45347035991602996,B,A,150.35960407088552,A,0
UK,A,206.8427844874387,C,140.65645165825686,B,B,-128.5870641794254,C,1
US,B,148.7708017531183,D,50.27430934302176,A,A,14.303189744752757,D,0
Other,D,56.30514145302171,A,-99.89068510733512,D,A,-131.62239776232306,E,1
Other,E,27.032885492556062,A,129.4072298418055,A,C,12.579095256777247,A,1
US,D,111.32836009434823,B,33.94354804468565,A,B,-199.823149972297,B,0
Brazil,E,130.86623257029026,C,114.7347803560233,D,D,-7.100500760302538,B,1
Mexico,D,7.523253543825417,B,21.61644632588285,A,C,99.90419168599695,D,0
Germany,C,-201.61744206138547,C,95.01795634158873,D,C,82.66795372097769,D,0
US,D,100.83430575054008,E,88.40309069938559,D,B,-59.02375984777769,E,0
China,A,-182.68932399793763,C,-84.70949812047218,A,D,-42.42788441664905,A,0
US,B,64.78264210270879,E,187.59563666533566,E,A,17.423175913444787,B,1
UK,A,37.93972715353939,E,34.92615554415223,D,C,118.5716553387454,C,0
India,C,-64.04243871146988,C,116.62825436351699,B,B,-3.653871437878246,B,0
UK,A,61.721671724329106,A,89.3212945254652,E,C,-91.08219533872189,A,0
Mexico,B,144.61398561642577,E,87.07655159848359,E,A,65.45429699423109,C,1
India,B,-51.30034523722403,B,249.85030107363153,A,D,-24.72153848790805,C,1
Germany,D,138.41919478499963,D,-22.76713241834461,A,E,-9.136175836101708,A,1
Brazil,B,39.5036538319291,E,19.351458177313127,A,B,76.01369297977334,D,1
India,D,-24.883436796604013,A,149.1098249820093,B,B,-93.17841628938258,D,0
UK,D,41.020058551388125,A,147.97356060658748,A,A,-61.74850891435683,A,0
India,B,-5.784556774692252,E,13.690149014871707,A,E,147.01316682678763,C,1
US,E,-53.472626590178685,A,36.21711641446536,D,D,-77.24828468257212,A,1
China,D,-22.715447147834833,D,137.90093331632937,D,A,-65.8889868100283,A,0
China,E,-14.433468490858688,E,230.65794292623818,D,B,40.15721170097868,A,0
Germany,B,162.1482406951409,C,-95.55782955549668,E,A,93.38871243065567,B,1
Other,D,-137.41696764428667,A,133.14913469758994,E,E,76.77066644278669,B,0
Mexico,E,38.06472772399051,A,29.778949903719543,D,A,-42.14741317594363,A,1
India,E,-3.2305539077837,A,-64.20944070183664,A,B,0.24179708329459482,A,1
Other,E,-148.98497962088265,D,49.40913992399587,C,D,60.16823029309578,E,1
China,C,87.18399432823858,A,-67.68484469404628,C,B,-139.21289695355142,B,0
Germany,D,87.09306335827462,B,-102.4417394192197,D,A,207.93245012250514,C,0
Germany,D,-109.58226940751521,C,-131.64886164818975,E,B,-126.95226240462716,A,0
US,D,-15.366978297746572,D,77.9928854181862,E,A,-83.0399208452477,D,1
India,A,-88.5021274138972,A,171.54651125516187,B,B,51.16891405189988,B,0
Other,A,21.611813207407288,C,107.09695864435788,D,C,-110.03515754446799,E,0
US,C,-42.35229306249619,D,-66.09527862275216,C,E,-15.2982444013217,C,0
India,D,55.082013639513605,E,179.05439257615046,D,C,-57.247633692673524,E,1
UK,D,-130.47304826152384,A,-11.794935268829738,A,E,197.20441219606892,B,0
Other,A,44.22211823340943,C,-6.17274383466962,B,C,-138.23112823763583,B,0
UK,B,-17.437621587514133,C,-49.52069502685959,D,D,-85.17274534691026,D,0
Other,E,-93.31855738338626,B,-16.78106266446527,D,A,61.794535415603235,B,0
US,B,-84.21623808866799,A,142.00347130577256,E,A,100.83618645926342,D,1
Brazil,B,-49.17037448409449,C,-22.999173522687947,B,A,5.229286880331103,C,1
Germany,B,1.5484416114552801,C,-99.32561644590193,C,E,-111.46191594238294,B,0
US,E,-30.10153807916221,E,-228.535022165048,E,D,-81.88866539490263,B,1
UK,A,51.282208003717166,C,-65.6449638164591,C,E,1.6055392432561786,C,0
UK,D,160.04931378147538,C,-174.55631403510355,A,D,-2.650915198290127,E,0
Other,D,-39.73693811306357,C,-130.5850439273271,D,B,28.901547619598176,A,0
India,A,192.6949402974315,E,-88.29013110464497,A,A,-106.37934987820455,E,0
Brazil,B,-148.91996878003002,B,-116.67688799713456,E,E,44.564222549056716,B,1
UK,B,12.554015967371726,B,-28.735411622196068,A,A,-2.971990789371275,B,1
Brazil,A,203.47092503315466,B,-92.06513535423714,E,E,65.95022940730775,E,1
Mexico,A,-23.14452433895928,D,63.2019051228781,C,E,16.03439436942316,D,0
Brazil,E,77.55108371256698,C,-68.05340161065433,C,A,235.22071298112874,E,1
Mexico,E,-42.13040392795224,B,-75.39056455449598,D,C,-143.60330016559303,B,0
US,D,15.415619282876417,B,-62.502198524608055,C,C,-64.06243568488534,D,1
US,B,-99.6688502281175,A,-165.16541819262457,B,B,123.48303273865729,B,0
Brazil,E,26.798658132562263,A,12.192812851477067,C,E,-94.12694900425285,D,1
China,A,-34.0060043919708,D,58.213230220706244,E,C,144.45719997117362,D,1
Other,E,82.73643266201243,C,236.9089942423809,E,E,-127.58974757883831,B,0
Mexico,C,-199.30636465081605,B,-76.24998276512176,A,C,79.14747198804872,A,1
India,C,95.68005538542461,C,-47.211264658382504,A,D,49.953697860737876,A,0
Brazil,C,-15.35449788755116,E,77.36990687076899,A,E,-30.23205213848779,C,0
Other,C,-30.986306966787495,D,-31.656889434858126,E,E,-45.79095677607606,B,1
Germany,C,35.1398883581388,A,-137.07754781186307,B,E,-20.709882839373044,D,1
China,A,-102.40075741103345,D,-87.90220705012395,E,A,-62.85577498887166,E,1
US,B,181.62535597721848,B,-111.0219487926976,A,E,147.18324224228454,D,1
Other,E,-190.7537180022108,D,128.56063239666787,D,C,127.26163222157369,D,1
Other,C,54.86226656137858,A,-36.27053030890213,A,B,-1.4220238220640309,E,0
Other,A,-93.20046493708003,B,-74.46191559208638,D,A,40.59660058403597,A,0
Other,B,-24.904086094479787,E,-65.79668202176876,A,D,177.01386277923106,B,1
India,A,167.9967485211926,A,119.39140306628096,A,A,8.795714202675143,E,0
India,C,-111.78062582456445,E,72.82848906288443,A,C,46.373926027265846,A,0
UK,E,-62.423892710290495,C,-25.56606234977513,A,D,85.84635148041832,A,0
Brazil,D,-12.144452044556253,E,-15.86068666898703,C,B,22.589474137508557,B,1
India,E,68.3194412333357,A,-81.99193697235133,B,A,118.52883533116638,E,1
Germany,B,23.358488328931195,E,-108.11242466441587,D,A,-42.67123792449093,B,0
Mexico,B,110.17090566133251,A,-131.46091439856497,C,A,272.3313763585358,E,1
US,C,-73.06505708525363,D,-153.74243751017843,B,E,79.68905271137574,C,0
India,B,23.87652599285105,E,49.06613066536799,D,B,-47.000614613055646,A,0
Mexico,C,16.467840140203947,C,-3.505566842104636,E,C,134.29252568051288,B,0
China,C,107.60346113342733,E,91.8896701298426,D,E,-157.65918673221742,D,0
UK,B,149.38005801289003,A,8.604508789032197,C,A,-38.18705585447152,C,0
India,B,38.15516036441783,C,120.61610975394179,B,E,40.479309451962806,C,1
India,A,-174.1524667458161,C,158.61889670181856,E,C,-93.80256484108527,B,1
UK,E,-75.48746951080808,C,128.25700466295643,A,C,12.71827222054426,A,0
Germany,B,13.781087568029212,C,-177.27525498790328,E,D,3.394426123416109,D,1
Other,B,57.758752517613445,D,-149.03226008336884,A,A,-53.589887090096724,C,1
Mexico,E,167.37790597078052,A,33.649634708472334,A,B,103.66270945937536,C,1
Other,E,-110.56935698572875,A,-31.676502334488653,A,B,39.769433954991115,C,1
Other,D,-21.994301731490577,C,184.23704380507868,E,B,-15.055494261212093,C,1
India,A,85.1184725656422,C,-23.753183346937654,B,C,-48.95653677104633,A,0
UK,E,-3.2335416702928206,E,-62.45217749919972,D,C,-28.564837708903383,E,0
Other,A,-70.88793961670169,E,17.922382884118953,A,C,-84.0026024080275,B,1
Germany,E,-124.35603601657014,A,-94.73129059055574,C,C,-160.37886711327874,B,0
Other,C,62.18981793139668,D,214.8605417958811,E,B,-14.327446980054487,B,0
UK,E,36.34809305127663,D,-8.064236590684295,C,E,-21.03769995016763,C,1
Germany,C,-90.93538746811075,D,-86.60002174576124,E,C,-97.6580940902799,A,1
Other,A,67.03639981325107,D,60.89692462997432,E,D,168.3505205913595,C,0
Other,B,-135.18911397200986,D,-35.98657322757527,D,E,69.84925746277473,B,1
UK,C,209.28548824433588,D,-15.224698444220225,D,C,-121.61235121392775,E,1
UK,E,197.7895666511663,E,19.18195844857164,D,D,108.06235919371107,C,1
US,A,72.93000185036487,B,79.13023136662126,C,A,-26.85523584440203,A,0
UK,D,-25.773660849478897,C,78.92091217619473,D,E,-47.282070017321374,D,1
Other,B,203.36366419240406,B,30.40822192897197,C,C,-51.45859642207068,A,0
China,C,-165.83233833826094,B,68.36227149857918,A,B,62.459018827469016,B,1
US,C,108.95998332312142,C,-121.69974018987355,D,B,-102.97017394122916,B,1
China,D,-12.56433396739288,A,-66.11518406159506,D,A,-158.42562169444227,B,1
Mexico,A,126.55528203492779,D,-89.98828990792515,B,C,-41.70753600190626,A,1
Germany,B,-2.657312171156724,D,39.03563290981952,E,B,-70.60215737643651,E,0
Mexico,E,3.9313419658299207,B,-70.3503404901902,A,E,168.86588995273937,D,0
China,E,-51.38522635120759,B,82.15509662857569,E,D,93.23605079699296,A,1
Mexico,B,201.4109129229413,C,163.66730844461966,B,E,-142.15524415107916,A,0
UK,B,-46.89163362288339,B,100.86154942350572,C,B,-90.33140718348388,D,0
China,B,-125.87102908158401,B,33.92939273923739,A,D,-2.1136097590049063,D,0
US,B,-62.09818170797231,E,50.65083809936034,B,B,-25.305293315168054,B,1
Brazil,E,53.996829858295705,B,-334.0201363943321,A,E,-52.406629483316316,B,1
India,C,47.73818764785283,C,142.6342343583646,E,E,-47.33814590361515,B,1
Other,B,-22.415439389173443,B,116.7204276360434,E,B,-96.72074820226534,D,0
Other,A,-146.14545041797774,B,-12.821865141680838,D,B,7.36324870489633,E,1
Brazil,E,128.49100612546792,C,-91.84609072031932,B,B,-27.133391610362658,A,0
Other,A,-38.76951740647849,E,-94.3109759598113,C,A,38.26718019690456,B,0
US,C,-32.49222613669247,B,57.94486940508423,D,E,-146.44206611452114,C,1
UK,E,139.97449239038113,C,46.1196462556698,C,D,-56.702820515819354,E,0
US,D,62.40551971168055,D,96.20570762676616,D,B,40.47031032283474,C,1
Brazil,D,183.88904375595692,D,-10.84437713614858,E,E,-95.42089617744152,A,1
China,C,-106.70078606234097,A,-107.47892242537431,E,A,13.907963549354324,C,0
US,B,45.84666481407759,D,116.11700910045852,B,A,15.73024836686096,B,0
UK,C,109.76624205284547,A,-0.32662195519553283,C,B,-152.06504674017185,C,0
Other,E,43.09496072366867,D,15.250522994695908,D,B,112.63609532694166,B,1
Mexico,E,-10.908685176722479,C,13.119248276681446,E,E,77.71607098801067,E,0
UK,C,-44.1496418358288,C,-188.00165090280308,D,D,57.943929610161724,B,1
US,E,16.776940575249615,D,-139.32298022998398,E,A,-106.06727718778683,C,0
UK,C,-67.17002526962548,B,-293.3417824783135,B,D,46.07923294823629,A,1
Mexico,E,72.95886892265747,D,-104.73859639702113,A,B,-0.8703373371765266,D,0
Germany,E,-103.81386359661226,E,133.2740241861168,A,E,-179.9278896129786,C,0
China,D,-153.25101481953774,D,98.82865456974996,A,D,-28.1808389593527,B,1
Mexico,B,144.58407519745955,D,-7.614836818681504,A,D,-40.38124949334542,C,0
India,B,100.76523878543202,B,49.356722106927734,B,B,-14.841177381996618,B,0
Mexico,B,-4.238668017713244,E,52.11870517135885,E,B,139.13419968206762,D,1
Other,A,-61.34937696025303,E,-0.9606539267682377,C,B,-113.36179246740026,B,1
Germany,B,-91.30984119062184,B,52.32507389346311,E,D,132.26477220679146,D,1
Mexico,B,-123.35376221979357,C,-159.6879824868179,A,D,100.25782186469934,C,1
Germany,B,-106.34505619783043,C,-3.7553058178098233,B,C,-133.01915005237552,C,0
India,C,-19.701194344414013,A,89.71540769149088,A,C,-43.00829509358091,E,0
US,C,42.76873493600432,E,-15.987937853086542,C,E,-96.80965022384301,C,1
Brazil,A,-107.97969270041088,B,33.50242379451308,A,E,-141.8303536904154,D,1
Brazil,B,223.87013957438714,D,222.7897234231404,C,B,-159.9963935062104,A,1
US,D,-97.43539854714119,C,117.704118025763,A,E,9.975164130589084,E,1
Mexico,A,-16.298691203642232,A,-127.6905148588364,C,E,105.55922834962594,A,0
China,C,-140.9391422301366,C,-1.6508416884040054,E,C,-65.36107545165538,D,0
Other,C,218.81744722141363,D,97.02821897215415,E,A,40.711752840508694,E,0
UK,D,-17.53278078401233,E,-213.61618181226086,D,D,-62.352378909477125,D,0
India,B,9.411358696035322,B,-54.36111024178234,D,D,-12.437401626878177,E,0
Germany,D,82.74020001102109,A,-225.3752565855206,A,A,-4.7193913202548625,E,0
India,A,274.2542841957185,E,-237.2910159847018,D,B,190.70916801530686,A,0
UK,D,-181.16804898697723,A,41.656608379555884,B,A,190.6432277159988,A,1
Other,E,9.27401290374325,B,-35.68538416062313,B,C,54.60560336042561,E,0
Mexico,D,83.65528965582382,E,-30.412501545033543,E,A,-126.26351507054048,C,0
UK,D,-20.99044789234443,B,-29.50713256766778,C,E,-98.40483654491567,D,1
US,A,45.71615508996334,A,-224.58328564333684,B,A,-83.80383884220586,B,0
UK,C,33.29466934839058,E,83.84556400322839,C,C,36.39355315736412,A,1
Other,D,166.58614681617067,A,-11.89352149761004,E,C,-98.29883988236989,B,1
US,D,56.87231550505237,A,91.21522473062143,D,D,-56.745129694401456,E,0
Other,A,-120.99199220414718,A,-12.473908393946125,C,B,95.18616552418506,B,0
Mexico,B,39.22019641378237,E,-7.233016235698623,C,E,65.97711517645885,E,1
Other,C,141.78748300927563,D,104.01725633766168,C,B,-54.994481283168724,B,0
China,A,-125.86560141101664,E,50.26969618831145,E,C,-135.08971410252295,C,1
Germany,D,22.297255052576237,C,201.2964979865621,B,D,-68.24118761066595,D,1
Brazil,D,-23.55343103220618,E,-179.29690467758854,A,E,122.1696953253593,D,1
China,E,116.43788687905912,C,93.50138036776599,B,C,72.1013644408267,A,0
China,D,-183.7967982008237,C,87.29250541972225,D,C,164.99986229525467,A,1
Other,E,26.153090045582456,D,-194.49422130898324,A,D,-41.39616376530237,C,0
China,B,-1.9435002966429538,E,122.45808411341368,B,D,-2.8843419863865796,E,1
Other,A,-86.12400696992883,C,32.634524768571644,C,C,36.10806454184034,C,1
China,D,60.4439658840147,B,0.002972014185986443,C,B,-19.330307186324088,B,1
China,A,201.3056965156685,B,-124.2179915487545,D,A,71.24631745484629,D,1
UK,A,-23.35195005991669,D,77.10386243711437,C,D,181.77484508865612,C,1
India,B,-103.62504279370273,A,3.809865559667156,E,E,66.4728950354258,E,0
Other,C,-13.039111276066182,D,-52.11481097354691,E,A,-16.039188062058198,C,1
Other,C,-34.096754303117486,A,-107.22693927777492,C,B,38.392845584746965,A,0
UK,B,-77.56764325086115,C,-13.283709646803828,D,A,-10.680488125287292,E,0
Mexico,E,214.87332717138776,A,4.8860178849177,E,B,-8.812191854690814,B,1
UK,E,55.90647722376133,E,-48.56722373700005,B,E,-164.0139289911856,B,1
US,C,95.76350417143703,E,-82.85419033107722,E,E,-9.843396635198573,A,0
Other,B,151.7278862477194,A,37.711843628574314,E,B,274.25731496226615,A,1
India,E,252.54596916284737,B,-23.580508238524747,A,A,-126.61770300661257,C,0
Brazil,A,-84.40741434972009,C,-102.34725506587898,C,E,-6.9207597692577645,C,1
Germany,C,-224.3276784110518,D,52.5117358279669,E,C,-0.31108504788642116,E,0
Other,A,125.41689959655378,A,156.22923652294543,B,A,12.943098043157558,C,0
Mexico,B,-50.47134494382705,B,-133.83937518976498,C,D,-27.368338231712606,C,1
China,C,-83.49303401883512,E,-172.86066228842378,D,D,136.93206620163414,E,0
Mexico,A,-81.629900120711,C,33.881389565375564,E,B,-80.67856183285835,B,1
Other,B,-30.204406472262523,E,-176.40032615247765,C,E,-225.13002510687278,C,1
Other,E,37.999817208668944,A,-155.2617242227662,A,C,-39.3072353164627,B,1
Other,A,101.93359866262959,B,45.63365840904304,A,E,9.16399632180513,E,1
China,B,-2.2275643246973096,B,-85.2729691680785,C,C,36.935607865409374,B,1
US,E,-45.848733161804255,B,79.67697397511499,B,E,-155.6299121539061,A,0
Mexico,B,65.35237136200571,C,49.46607850709333,E,A,169.85242532316587,A,1
Germany,D,13.246057160964925,B,6.306789141488116,C,D,-67.14496118201193,B,0
Mexico,E,-78.51773733955525,C,33.504595045631845,E,E,-32.302691995099224,D,1
Germany,E,91.67330399432518,B,163.4686313585996,C,A,83.56450702418994,C,0
Other,A,-5.246883570279941,E,-62.7519993621803,B,A,81.61779562203961,A,1
Brazil,A,-1.5169040668523854,C,54.21537388869506,B,D,-86.02847318149091,A,0
UK,B,-304.25428084187024,A,-24.67945230130902,D,B,131.91365723410883,C,1
Brazil,B,-108.37240504203733,A,27.660073145790022,D,B,-28.57697075159243,C,0
Other,A,138.72315672251017,A,-135.32246294430252,C,B,106.83550522950271,B,1
China,C,108.21197761228592,C,73.03317321327427,B,A,-47.741283178753704,A,0
Germany,B,32.065689112246964,C,-5.806699459836322,E,E,-20.08463564912282,B,0
Brazil,D,0.8202609783839974,C,-1.2138603506523065,C,A,-90.30079039516825,D,0
China,C,-353.53904042796086,C,-6.582644035188731,B,E,60.0467850688611,C,0
Germany,A,5.857318168921073,C,154.83392623278493,C,D,43.934667183296966,D,1
India,E,70.38154388017203,B,95.80505380561057,B,E,148.68555951579782,B,0
Brazil,E,-52.06127860063936,C,-172.45189047729298,B,D,-73.6049154561077,C,1
China,C,-5.253035726655487,E,-131.1922997846117,A,A,-119.95058706061626,C,0
Other,D,-22.38893358312419,D,42.968854910684854,A,E,125.95492654841969,B,1
Mexico,A,169.71942130380359,E,132.68363022895824,D,A,9.499210551230092,A,0
Germany,C,-78.42612719838742,B,92.41583695144854,A,C,-164.5011225359915,A,1
Mexico,A,-30.53668332325159,C,-143.00180185560862,A,E,25.535477411925523,D,1
US,B,76.46938951761597,C,-172.7446172274935,E,D,-111.71320894837547,E,0
India,C,-204.54588758733848,C,-60.81779234617181,A,C,-4.029761644680834,E,0
Germany,E,76.82533069783723,C,115.37069396065766,E,B,-169.41679782833955,E,0
China,E,-200.64987066951966,E,35.182634030452434,B,A,119.8854192635337,B,1
Brazil,E,-183.79531259432227,C,-33.474732361045184,A,D,265.95490075115254,A,0
India,A,40.2869027897766,D,83.90044989447112,C,B,76.27399613163873,E,0
Germany,B,-249.2484813945267,B,80.49114149741116,B,B,27.829376474045347,A,0
China,E,-221.79621804926137,E,-29.074210228434872,C,B,-45.86033145921433,B,1
Germany,C,-219.02966359784006,C,-238.5251871534462,B,B,96.6614581726602,A,0
UK,B,11.812155989272268,C,-2.846732591929447,B,E,-71.19414967790877,A,1
China,A,-27.84744111741736,A,109.19282704459418,B,E,-113.22609715745051,E,1
Germany,D,-55.321795420877095,C,-144.27197650497376,E,B,-24.31411953092118,A,1
China,A,-11.2216296239575,D,-107.03182801326167,C,A,-28.03006673196856,D,1
India,C,-70.3725564789598,B,22.48912233569675,C,E,114.9341146553795,B,1
Germany,B,-67.46994855958019,E,-43.55511275476188,D,B,45.10472798313645,D,0
Other,E,-168.38833021267084,C,-128.99094171213443,A,C,-61.922972392456174,C,0
Other,A,-88.04446304165616,E,-31.734942863732574,E,A,-86.30520178234141,D,1
US,D,-5.794242169368829,A,114.49087699815448,D,D,79.49264337957686,C,1
UK,B,93.87624430508215,D,-12.419427398046247,C,B,-34.77807040370215,C,0
India,C,-146.72016901973728,A,-149.0525179324575,D,C,-85.28420931797054,B,0
Brazil,C,-28.387482350522003,A,193.57941906032764,E,B,-35.19186951397305,A,1
Germany,A,48.35406816029773,D,-88.2278148880235,B,D,-105.10473058419991,A,1
US,A,146.0827232265448,D,117.40761056206262,D,D,19.456833429290228,E,0
Germany,B,104.71611404190928,C,39.808898987164945,A,D,113.90082251070606,D,1
India,E,-1.3876075752528705,A,216.13407821906358,A,E,-126.46963194866115,A,0
UK,B,-21.673699572771625,B,-38.905754924801585,B,C,124.50931523523529,E,0
Brazil,D,-111.96602941912688,D,155.36150288312706,D,B,70.03280963438765,A,0
China,D,-2.1016101942476704,C,-49.07239980419317,C,B,-35.42364281774264,B,0
China,D,93.17035622101496,D,44.21372815105021,D,B,-54.734085258986966,B,1
US,A,-9.250273983497367,A,105.31868465356496,C,A,-88.59513809035138,B,1
US,B,66.98085361982426,D,-21.56212246803215,E,A,-17.187692468533506,C,0
Germany,E,55.60740856703475,D,-116.52314188097088,B,A,71.71521593185976,D,0
US,E,154.45143896536982,B,65.59221609547492,E,A,-174.6625580774542,B,1
Brazil,C,-48.110276656045784,C,-94.63734639071913,C,D,-28.68862362941465,C,0
India,C,68.21289041065786,D,-45.16704522201808,B,D,66.75896397681598,C,1
UK,E,-90.49001508361582,B,50.62729700851533,B,E,99.87659382631477,A,1
Other,D,200.6332518644662,C,-28.2710584129292,A,A,-62.351064636061146,A,1
