race,birth_year,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Asian,46,F,-91.53773105411169,42.109347354486296,99.39100371311775,B,48.51567781790209,D,19.278919288772002,52.19968782560884,E,D,119.508224163449,-100.47897543699322,-7.102547050929019,-30.632822932101618,A,241.21567146110664,0
Black,28,Male,-26.069926836459086,47.99198022882091,40.6036188308981,D,-181.28518721907193,A,-141.8142482126774,-47.42191101753621,A,E,-130.98451277369756,-13.524187261878279,-62.608485122169725,86.76539902458103,E,-9.655507537020894,0
African American,89,Other,35.849611920689725,119.26712490711706,-4.029926634470242,C,-78.03458940727792,C,94.57089138898401,-58.52329028148671,A,D,-137.27658716585393,-154.69007304441013,177.19433891662493,17.452818964501617,A,-74.9942801049285,0
Asian,49,Female,225.44725268459112,-140.41357061942765,-117.12193014967957,D,-225.17941822448165,C,266.34091272091104,36.310894229710875,A,C,82.38040429153091,0.817667589328709,57.699862521335255,-61.18075346538541,E,-81.44738581725225,0
African American,64,F,87.68969618919674,-14.134356276096163,-70.30304349997866,A,132.70822337810333,C,-20.27705720884041,-80.25395398751255,A,D,-60.72608989957352,67.17486667086024,148.40327132938404,-69.36960294306546,A,168.9983123567599,1
Asian,82,Male,-21.2490764220811,21.022766582914947,-132.16002812652115,C,85.42320705539416,D,35.16205397759418,-54.40454190872297,E,E,-45.540340094741126,-18.61710237363138,30.046200168790772,-77.70121322261716,E,-115.47948901261111,0
Other,78,Male,-41.18203480896388,-127.55594295218593,-160.80234951593576,A,137.26632243183218,A,137.29808550480664,2.623508714195805,D,E,-35.48606096303338,1.647864743382096,4.949659971778166,194.6572636500473,C,54.06597219561519,0
Hispanic,47,Non-binary,-131.79432038880077,-78.94346184528607,57.547983194618745,B,155.4432121604479,E,128.1781466604443,123.24724888785002,A,A,-109.1071588401874,72.46774406912988,-56.618473182213535,-17.60719633018087,C,-79.95618886697733,0
White,99,F,26.07165645938635,-47.2651026854162,-123.93407639597298,D,24.83086224747471,A,-233.3885121346833,26.620784656374173,E,A,4.224599236977988,105.77477254585827,58.91787762127932,-49.433896797347145,C,59.011935504761226,0
Black,82,M,-22.7614382069777,-24.57470421713602,-53.601307634566616,B,49.820935764471194,B,89.31447244987622,52.30168302877364,A,B,-111.95939055979574,-10.93602605308729,40.91759883843034,-8.017109939191311,B,-56.636603509362736,1
Asian,59,Male,-26.41502954197776,-22.278711921884753,-45.16778404350053,A,132.98510227640818,C,14.900031986020268,-135.1597616974839,A,C,-63.587782548720284,-102.54548228335587,8.833775396549749,91.47551819410864,E,-155.34976346638666,1
Other,52,Female,0.5133555154192597,-72.56105206535784,44.345906390901106,E,-125.67146877732283,B,-143.50261449209242,-136.08451851285227,B,D,53.6639434157299,86.81843473414632,-95.86808385589003,-14.906019644896718,E,6.230282601557585,1
Other,63,Other,81.74281510483922,139.74667787350694,64.88788694037198,C,235.87434390410723,D,-24.85094406140997,10.465939953658921,A,E,-109.23448829060783,223.50686535635035,92.40267918785581,-34.40690514546987,E,65.23194951481868,0
Asian,71,F,21.63869598916775,-88.06768420051942,-11.509143870288336,C,110.05802390497468,E,205.66567019769462,71.56646532041947,D,A,59.23259536097708,10.667581522994798,135.29302283061674,46.5378776793711,D,-211.76263324960755,0
Other,57,F,-26.735064378725976,170.87275745925857,-247.96441403480483,D,3.534409761830398,A,-93.19433073217303,-23.58943253101351,E,E,-17.147994606204282,-33.87566342417341,-30.370777798575517,-113.25847517405205,D,105.83386523440225,1
Other,29,M,156.63306648080018,2.166095449685329,-46.57846765751816,D,-67.22782826744795,A,-81.26886131120632,-37.463712982177356,C,C,94.0373180793455,12.29250166984261,-32.42079302404284,-27.289779001696434,A,-22.278040779514352,0
Black,94,Female,-89.0451653032431,11.750224868313202,139.91533690646895,B,-118.76746799487388,B,73.79033215182051,-167.01203011886773,E,D,-22.452643838908816,-122.99262355094874,-71.5537510698122,-31.523413479486145,D,-104.31439171797605,0
Black,38,M,-4.559324164685866,-82.17066744465154,-172.2700083866537,A,-49.067597367225154,D,-258.94576286002047,162.69563487727038,D,C,-116.2850367534554,-42.21082809753113,55.44715451499651,-13.00071117542988,E,10.71910795435409,0
Hispanic,71,Other,-26.920377459072746,107.49068207044017,-212.31488858042593,D,32.65206426542085,B,-217.84333532637993,-74.3472824326774,A,D,170.29972526328766,-21.31725113065568,76.43961208186616,38.31028516471362,C,-128.00154120866242,0
Other,37,Male,14.829084550900419,-95.52023576343629,-48.60504776067949,A,-1.7912440193905195,A,-13.335329763656828,64.37009567899979,C,C,173.44023709505686,-0.4938521979154722,121.30168301367266,180.62754102622407,C,-88.83382767372811,1
White,72,Female,40.974019251673745,-73.8350714811808,168.9092366606124,E,40.60926657918788,C,20.764842519961174,23.467421136477785,B,C,-38.39067122306598,15.642903738242357,25.29633266261896,1.3248886489765528,A,-102.30965911668513,0
Hispanic,96,Female,82.41864933526196,-7.112980082413854,92.73382336697445,C,6.416798807256782,B,-183.58690391200577,-180.77432295941267,C,C,-91.91280381983314,-3.5247041720421945,-43.556058914242726,-182.91501642346122,D,-36.10167023721676,0
Hispanic,82,Other,195.2294808416909,34.318793381851854,115.77534895173795,D,-137.8498165165573,E,4.731720430422126,-184.27167755679073,E,D,-104.84100309227617,-90.93608447787776,-62.87346044987998,-28.71773895916636,E,25.716690064983638,0
African American,57,Male,-29.586778676325032,-171.52412180649273,-9.270373002521902,C,-195.47074133020027,C,51.603222912326416,-6.600858553740007,C,A,-97.6422618652667,71.60503317967411,-31.69471609922057,-44.79526550328623,C,82.2305039689057,0
African American,26,F,-97.91053622356753,-42.6996227290753,1.6159500279681327,A,48.106609794278945,D,-109.95978206403831,-224.31813057082653,A,D,49.81075979416186,187.29198711599176,-61.651770068698276,99.58007023733487,C,-87.4496863425694,0
Black,64,M,116.69533907550233,111.39796030927376,-121.35140219583967,D,84.03378442674713,C,-85.92161140201165,-83.34112262838558,C,C,-58.91899690536191,32.769766893117286,-226.89656535976334,148.61040059760293,A,-177.9257393411455,0
African American,56,M,51.12304117552733,79.81513830669316,61.58987980993942,E,101.44520673436024,A,87.87715715563371,-87.65025557180324,E,B,-2.82280758890691,-61.75350003611728,-28.86642712706422,39.56477548466252,B,-64.30366059995079,1
Black,71,Other,-10.96707657171703,60.587214283500046,-118.41310806236092,C,20.60101159466635,C,161.13100098472182,26.816077335818534,C,C,133.87668859068825,42.916597784359325,19.055332620269724,122.56357510687464,B,39.46342751665465,0
Asian,24,Non-binary,-170.13707780951023,-12.607423420879622,127.4757766617579,A,93.17985633809984,B,-171.4340639040376,-171.3666049953376,B,E,27.765982656961885,-8.255622654002034,-67.05058081411902,-59.83848213877793,E,-132.1067935960121,0
Asian,65,Male,125.17910405546458,-113.63423238679675,-99.22425522126676,A,18.057941514890842,A,-21.905627122852927,-6.905513996156147,E,B,27.736681901232018,124.51108257224912,25.929134218158744,-37.99000286857742,D,-82.34195020831449,0
Other,43,M,7.548264258725504,159.51167794891649,-20.456606831427955,A,78.01506461176162,E,-18.678693153937598,-64.92254927818652,D,D,-128.0425138592501,6.367878755872073,61.23638561497773,8.033472693634979,A,-16.959445195285166,0
African American,91,Female,265.82516960166646,-36.78722303685926,90.71722648289462,D,-84.23641925942914,E,72.86146882444756,22.248772092239964,E,E,-82.62005874997055,36.46676121999186,103.92782824265656,33.21076992615835,B,-16.929385476654858,0
Hispanic,36,Non-binary,-119.4988884321597,26.866100359207095,-150.19598094837602,D,103.84584110039732,E,83.63024388111486,136.48809611828568,B,A,-20.55190908723316,75.59547305873895,73.64224957739872,215.38449369082366,B,-142.82973041778317,1
Asian,47,Female,-113.09251595902434,-8.052719705573715,72.33667936665007,E,-28.50262432886127,E,-243.77255977957032,109.51350524479429,D,A,23.292673102978096,31.020756885529416,15.484618428072114,54.08770144189424,C,-147.429672359441,1
Other,40,Non-binary,-55.18448679408806,-31.600754626456336,-15.260507382378602,B,105.37079158352395,A,-17.225350577239784,-51.88703533513909,D,D,43.70715437566324,9.366034526585814,-106.66819796177833,-152.3845863392747,D,128.9426426942239,1
Asian,78,Female,124.91859313239637,-94.08594345896893,66.89177704889372,C,-162.8822738176029,A,19.830442058663905,100.57559206672977,E,E,-15.359609533884736,22.31274247326,-151.4919546379446,-63.161094890559845,A,-16.713725056886616,1
Hispanic,81,F,122.31522655953351,64.16346747359307,-99.3404590525468,E,102.9489856473952,A,45.999366780917065,-19.841401194165392,E,B,11.10583817015506,39.294466287756734,63.77387502452573,-81.75260859137215,C,55.93992308549226,1
White,69,Male,144.05372713388732,-45.19585982065461,-77.1124249044161,D,176.76064278148354,A,58.78827969838929,89.87596048167109,D,E,46.02505876412888,55.75136015340153,-45.31359858818076,-177.65630408750008,E,-68.806609728933,1
White,75,M,-80.21687306608132,1.644816319473882,-37.405250185711786,E,155.08068698232574,B,-88.95600406260094,-74.73487008211949,E,A,-229.6264966169084,-18.850123592448433,-66.08082397249497,20.15507761386904,E,-195.1039128483865,1
Black,40,Female,6.785091782197117,50.88494538462408,-6.62922931095788,E,-123.40162186841867,A,-31.62979490524269,-41.25258200694794,E,A,-6.679556529409057,-1.268982316225189,73.56850955642587,-2.15252956128257,B,-103.22864420642624,1
White,49,Non-binary,-35.56161223519623,176.08286219238494,211.72219273495685,D,-81.45546677930213,D,144.31543161503257,-114.8696352613394,E,E,116.8335827562436,48.0716015890478,-12.607771315124626,-82.2355167929289,B,-102.31898244703173,1
Other,46,Other,-23.65941065830045,162.09855400071282,133.76680185291877,D,94.15974829650845,A,-29.63809217281781,162.43621764783157,C,E,76.0434016967297,-138.97870573336905,155.60419262971246,27.032216543827005,A,-73.01941126082745,1
Black,85,Non-binary,-2.9156667832592964,-2.1346315992920744,-10.221393211145442,C,9.782275297168109,D,-76.47015359427596,-3.3667990135511485,E,A,-49.758957707687635,-172.28646222075383,-123.13358765089559,72.6057386288633,E,99.26432961508142,1
Hispanic,74,Other,19.292629547510813,88.66044128600753,131.6177975451568,A,74.26992136930251,D,-85.60455236445466,22.10303058808051,C,C,79.50150712939372,-43.23958075478554,34.841922148808365,-40.442030351489414,B,6.97931107193195,1
Black,86,Male,-211.84540307495334,87.98906889077482,-21.245597280281665,B,5.708154566828141,C,241.0075770877039,86.12376285533638,B,C,-8.870828069060215,-41.08060826145199,2.1484497467622115,46.79723486169415,E,-132.56641637033115,0
African American,61,F,-29.622142640523595,-25.509560070121662,-188.53181959274704,A,-181.36564834913983,A,64.09438427466604,108.99544601751501,B,B,67.62172649267815,31.987870993195134,-29.81066349774063,-89.60636093372052,C,112.29861587889232,0
Other,93,F,-64.9544293655046,-82.93713446527653,119.06353146328759,D,64.75063621316323,D,143.33714739179652,-48.65655671451411,C,E,-27.898660144709876,-154.51087145914235,-82.09858159625581,19.878646069350772,A,100.00215981797842,1
Other,43,Other,143.85012217320508,-26.506716900930314,-46.990013001366705,D,154.2639565799572,D,163.7341228027556,-28.226820488384956,B,C,-38.242352067051556,-25.405640097550357,177.46439998852125,-69.95545587048116,C,-34.415568799541084,1
Hispanic,44,Non-binary,-56.327798232591256,-4.72121874946273,3.187636053179971,B,-103.61616973502208,A,-142.00780949243003,-203.6363787231107,B,D,-9.524243051647362,-26.671401942127442,47.59760741104491,76.79127531332827,D,-19.85703687993879,0
Hispanic,81,Non-binary,10.448021044281305,199.93363797430592,-36.28610911269764,A,-44.900837930949116,B,-60.912664453116165,0.9020747256565702,D,E,145.1795569686757,-9.89268494258886,74.73634287909361,14.986638383329757,A,-133.17709919112934,0
Hispanic,85,Female,131.19501387175902,18.866145185275393,-94.84569806458157,C,108.04756472350306,D,-30.5139966073305,-25.392571914534614,D,B,0.798686340314392,-35.303487354647665,128.9613712295307,204.00145910758945,D,72.20307595187359,0
Hispanic,63,Male,39.28579049656969,38.1977833965626,-68.15025331697726,C,-35.42506776366373,A,-2.666360933924627,-22.984112568870735,A,B,159.30665240358252,-176.10400141596344,59.96066491028461,22.451704573158167,E,51.131478879012924,0
Asian,64,Other,-118.70353344411497,26.51986547587219,34.47346936302914,A,-38.351501581484584,E,112.11030558435505,-124.46009652522679,E,B,27.132469818608307,46.79351150721985,2.5105722964746096,-138.4773966284073,E,54.13770757332665,0
Hispanic,51,Other,-78.68416742635928,-163.98318370932387,-126.8343177953752,E,-168.8947474619238,E,-17.884254325926445,8.631959700456727,E,E,-28.53214328515041,57.41646346040778,83.44108665848171,-139.24885999982453,C,-4.3856192628402795,0
Black,80,M,43.73284629080606,-44.990864833654584,-137.78742965152463,B,-72.02762953269625,C,54.490011713086986,57.074865974955976,A,A,61.91110618437896,84.47860606837504,-119.19276414160936,67.2341973751396,E,-77.63624894450123,1
Asian,77,Female,103.81958668463056,27.6103352674302,-76.52466182794774,D,144.6808077910403,D,-17.751100482674513,24.50993591613713,A,E,5.753360130087195,-117.12839821180235,-59.56207992437499,-64.18755486287913,B,187.15360812321333,0
Asian,28,Other,51.01694576536313,165.9581610157348,74.40980671479551,E,109.19956189888819,C,95.42172077041087,-54.134251904196795,E,E,-88.77783153044605,30.548953681485052,41.31191785489412,0.5943177119984271,D,59.871636158727306,0
African American,95,Female,180.74281524916216,221.58845189905782,-169.41532647365963,D,-77.90882582100302,D,49.621240229165245,-48.894240408231305,E,C,184.89289787274097,-132.46282006342437,-25.656929771204357,-66.76470175530346,E,-5.917247161885679,0
White,32,M,63.982976018026285,-184.29487051361906,-59.06178856525721,D,45.3955026018887,C,137.75107686856788,54.658553592802605,A,B,-84.80502845041642,-60.332059977044075,39.56170755749188,17.597664526479942,A,-73.89543593812458,1
African American,58,Female,-102.1585041117545,-110.84272401159924,-239.7410428008472,D,33.87874979807323,D,155.0894206138465,-113.27329388131811,E,C,7.748497822535345,-48.57674148435931,136.8178322318648,52.2205620704107,D,-75.28377908157789,0
Other,28,Other,-145.08048101659128,62.25490846887113,54.35892459175693,D,20.731281195461634,E,-72.37427167823462,-74.9066743350706,D,B,-26.834839957904162,17.30528076474579,-53.46262099516878,35.86120861462412,E,-142.60985202229298,0
Black,81,M,-79.08317071888933,-75.29635334945793,-32.82502266674756,A,-54.281887665470094,D,36.83111990506248,-68.55404526391189,E,E,-5.55639181604058,-124.6301703354639,100.62221722025706,-99.765697758579,D,-135.17971119017153,0
Black,96,Male,-54.13039949958925,2.184278682683365,69.63834549844377,D,93.7413140696699,B,23.3837194886214,-36.01992341484235,B,D,89.28870619428729,25.753859394535965,-9.120943163581474,-99.06107652476527,D,-85.85381154536753,1
Black,58,F,42.82744611188857,-8.537002639604633,-11.979851649992385,E,-44.79446575529015,A,-23.619519649721664,-88.0311370370588,E,B,67.70885539314207,45.46866152159774,80.84586189532877,-149.0687639172323,D,-56.73084881287779,0
Hispanic,48,Non-binary,-38.023765479035845,128.5141456086208,204.92962863223053,A,-108.87895160960794,A,-73.99915732089096,-145.74999428499405,D,A,215.07411002926915,24.013637967115326,67.16258700864938,-75.68331795872186,B,-125.3286321754356,1
Hispanic,94,M,6.927494266496562,2.198499737142684,-39.15249250032281,D,-0.642971477673076,A,-20.59933600803829,78.34719176274558,B,A,-42.32021538558754,-148.25055472171047,249.57208110039022,49.20526430620832,A,119.32061824605844,1
Hispanic,60,Female,-210.33042981483572,-12.862357866599536,-44.11780444146777,A,-144.42713173001425,D,-267.12068579784943,-23.181583467994848,C,B,-55.25958995688135,37.31077719077966,-88.63226237842558,-102.60534057336217,C,71.55010875588563,0
Other,42,Non-binary,30.970244232169996,160.2218203643634,-24.052054468895925,C,-38.6121438667638,B,106.68867679693064,-10.938941814324862,B,A,123.88888164789718,65.15745030319754,-56.574847068371255,39.05049058675858,D,92.54269173825699,0
White,40,M,25.843118459290864,-63.6983923443707,70.31372838158708,B,-153.65416066388244,E,52.02360613859527,11.040372279379454,B,B,33.36844317210582,12.87901176396631,135.32522286678778,26.019656370320643,B,-57.040009460854094,1
White,32,Non-binary,160.10253357730326,48.7057744481522,98.15921982183221,E,68.78417134551037,C,217.9073504596758,113.53525760477868,A,D,-16.336526743353144,-93.62578563400847,-162.01516251545553,243.12905311943229,E,132.4408502630883,0
Black,93,Other,22.789291102814584,-43.936727714998455,99.15155834364032,D,-28.620722065464893,D,-95.56369657433322,177.2803253366116,E,C,21.73068859379866,-41.690023257944794,93.31810269144174,11.279182260693611,A,-143.55475171585135,1
Black,66,Non-binary,-25.40741847293525,-23.226087316155127,194.29672407217276,C,-248.26079711668777,A,10.925749573924156,201.48125843316248,D,D,-5.2478698493571905,114.06825484443628,-200.04898523665747,-90.90810347711056,A,50.04567381932225,0
Asian,30,Male,-19.04368243916436,-88.6762323501504,-126.38347667221927,D,17.14181350163671,A,5.951830140003691,-28.536022644306406,A,E,-20.213146481622815,39.35118934538344,55.088107982481475,138.29170929095935,D,120.60948414267385,1
Other,27,F,-90.55391015631776,146.1280217642028,-66.0360005306125,A,21.06576129526317,C,-65.37466289325522,11.884561078610862,C,E,-77.98101235655494,-103.66034348638709,29.079512388946483,107.28838222267456,E,116.42320891588793,1
Other,40,Female,-113.55699860324846,-17.060266182868087,0.37981943508378424,E,61.4849081550023,A,3.1662729882687013,-156.29519646828277,A,A,28.28649854358614,160.92287075089413,-118.50749062313528,71.18947232676751,C,-10.11995321965455,0
Black,93,Male,-73.62195173754387,-23.388357505176117,93.22689711119106,B,-77.73443717891945,C,-61.091691154733354,-99.67126463375568,B,C,28.61593197468382,-17.899985358406905,-127.83430652189239,-102.56408715825201,E,57.27175428863984,0
Asian,40,Female,-153.96434580695228,-241.76309874862554,-127.09627884720598,A,-33.94689967915735,B,79.74801986083074,-39.93779945512897,A,A,0.8698074482314924,33.945417000541084,-68.16548811025133,-144.03252858758998,D,103.1918486445329,0
African American,34,Male,-98.69632915345325,-12.12480703621033,-78.14168331294961,D,-125.30817727210224,D,50.408204549317134,-123.73645800360622,A,C,67.36412246472867,-61.42005767076496,79.79809597207428,121.85381536923983,E,-67.35576891027364,0
African American,39,Female,193.22466237159378,91.29487989913243,-268.8416336630006,B,-12.371025688445556,A,-111.0033434423563,-56.903351769793396,C,B,-166.79907401360137,96.61763167221116,37.972178826585775,40.30226695823753,E,81.04181984368242,0
African American,71,F,151.6200673069059,-141.72070791123173,-22.211423476690186,B,28.654963042293424,D,196.7026597447322,33.893296873615206,B,B,20.760282344211916,-52.765284957552524,-23.31689453576586,-66.72150053657919,E,-46.52257797588191,1
African American,52,Female,225.18236901986612,-74.43871991668306,-27.190106466159346,B,-95.26053524673729,A,-141.1085963235046,82.71963955883855,B,C,-5.817348131627287,-27.34097807629512,-9.22045078379635,43.87826340313168,A,13.002316984671793,0
African American,41,Male,55.29271313731363,19.805999560340677,-35.20086594172248,D,-53.54918290614925,A,31.78332796454694,23.822162433576352,C,D,-55.853638838971,-65.55352705399696,-62.876684057278624,-136.27309520496843,C,50.679365594104596,1
White,53,Other,222.46662209205647,-68.66645016944966,35.293295708014924,B,-30.436138928767498,D,-170.854513180553,-15.511626380714752,E,C,206.29802764914308,200.26582037673086,-69.99241512719178,-90.58391089936814,A,29.363000693372886,0
White,83,Female,-59.649531534868416,46.39351606836223,-80.74474603558942,E,-95.90573023439141,C,-59.981200911590236,151.43921333567712,C,B,79.70506704998412,78.43997257509176,-143.071750660962,168.89393803835478,C,30.071938164090362,0
Asian,62,Female,-117.59695283101404,-81.70140987877299,121.80808949631268,D,-25.577184216417425,E,19.53776716688162,-107.73341236186515,D,A,-92.85601378970708,-176.0991287700419,106.09365738593888,37.29038118523616,A,56.66077946137823,0
Black,23,Male,12.402817614599314,-44.869444906891985,-62.60724433718179,E,-199.08826459474486,E,103.87496222443527,168.6077669694318,D,D,15.650565076914885,-54.66217650470927,37.8907093327437,7.891182444498746,C,25.83972057783971,1
Hispanic,74,Other,-127.94865022822593,39.733102998716625,-39.59309814059364,B,-171.71875520370804,D,155.826878531294,-60.116654292473605,C,A,-21.706272219469668,136.11776817483917,42.57556343557934,-18.605015614236823,E,20.1259342772744,1
Hispanic,82,M,-129.70174374997057,153.41158967174252,-105.78071045010317,E,-129.10808839072234,B,-31.61125315203057,-5.145672901702649,C,D,14.977078072284074,166.44514816258337,162.57553273133908,-12.789045338360117,B,46.621086792555424,0
Other,76,Female,41.02908043889833,13.087970203492727,-66.49462597925823,C,29.789806564304204,E,77.28773120502456,-98.83056600606064,E,A,-162.52296668368032,-36.34271132697429,201.86935874873572,-119.07259862272173,E,-84.25739267708012,0
Other,50,Other,-85.96425441911684,-64.27433321089369,69.49773673396079,C,-108.7446287920306,A,125.9528831815521,-144.52900055352856,E,E,-92.03113340261648,129.89851308826474,-88.86070630583593,-25.467205787558377,B,-173.45042662721804,1
White,90,M,78.1331757363685,92.330573935574,-5.109429439683518,D,94.03229506482818,A,-166.82378576716422,67.95083304553573,A,D,140.6564077086802,115.3184718044869,-97.47487630216952,94.5784130075967,C,184.24816899658626,1
Black,47,Female,29.685547276698742,-122.9706588128342,194.05392879207372,E,-29.40113150341463,B,-87.01150589071148,3.9830134963748507,B,B,-0.8787452790481755,77.97846248983281,26.116047221436855,127.53843254385333,E,45.12755000868587,1
Other,52,Other,-49.08916975764072,170.67826289951253,21.182230023499997,D,-18.243040205655596,E,73.66058116738141,-213.30508215408517,A,C,31.968766181228965,-147.45465828003276,169.70465695087768,13.003743936754454,B,262.4255019838999,0
Hispanic,55,F,-21.629369302343477,87.02204014989266,13.227643508660208,D,-148.34217192581661,C,-118.99158605461697,-188.35940061839932,D,A,24.44556275264159,-95.20686882106232,179.6134566162919,15.52609459770536,B,-158.1741904215499,1
White,96,Non-binary,149.82243627626625,74.31589782661443,-108.13768396231254,A,-94.14115838673662,D,-76.336787750515,-211.54435870152207,A,A,85.0387578642689,37.628441431608636,-108.66716197892119,-130.37021807481992,D,-82.53864345924818,1
White,79,Other,82.4471117448306,-57.9775163871833,4.87382538067495,E,129.47222013039655,B,-117.20898425802646,-42.59571114665353,E,C,-85.3264963078398,-35.3787454277588,14.927560538141277,-166.96346458824172,D,-64.74942074118682,0
Hispanic,26,Other,34.89164757412363,129.86238840898855,-95.02832668586838,C,-40.3065367739678,E,87.1279595823253,-156.58745380135682,E,C,-78.6728444372058,-125.22257253718898,127.0847035408489,-178.63004824115066,A,55.288366949950394,0
African American,46,Female,5.138218883726837,14.308406824611126,21.268822257191182,A,-86.81953963312449,E,-91.5361672873695,61.62994344762487,A,C,72.01020174972302,-50.23351031060251,-42.744759643460014,-198.11378957846412,C,-11.95872901944136,1
African American,23,M,187.98344657488724,-8.145760858282545,-62.79621606536999,D,-102.78850592492464,D,-133.34392582707991,-7.515889511657596,C,B,124.05721824074935,16.16389245984744,46.3897629676521,56.27427814117658,A,4.036575985327133,0
Black,67,Female,-72.476326105546,-22.875019390024963,-24.309109458063627,C,-121.04983264742313,C,108.16679734979566,-93.23146746977967,C,A,66.85744705998236,-216.35123985686184,-210.3682989543597,-17.89443085783637,A,-10.481252237313196,1
White,85,F,-35.83230448187463,53.08207746591233,-43.41002895268215,B,-76.96119089814117,D,-51.88051592286597,18.904781428781426,E,A,-114.3775923695914,43.98801943862999,-81.07477791409956,-214.1204709938988,E,-2.48665693876717,1
Other,20,M,-4.481573833848953,-79.13824346462498,81.1333738118316,E,-103.3149716103981,A,107.41224972461755,33.45731252984901,E,B,-75.89726320076501,-51.15153939259333,-110.60316005826816,-59.367273965560855,D,-19.889339115008095,0
Other,36,Other,60.44275837551252,16.470792546788562,23.896686807652067,A,-39.84287677411626,C,106.68467923485056,-73.24478100918653,B,A,62.81628144124802,24.66736214395109,-88.9707954139916,-4.863846428443586,A,-53.8396578747866,1
Asian,39,Non-binary,-15.635944322435154,-76.92856966241978,178.23449103210126,D,-135.0457232745307,D,-29.01286398721187,-7.096467035095117,A,B,-89.54343428674522,-83.90596593744202,-43.6683030821716,-114.94692966876268,B,13.366930577341417,1
Asian,70,M,-305.66638627616084,43.9491795342207,103.97531740233832,A,52.85894998037174,B,-212.49364070118605,180.28097898728717,D,A,70.02640622949296,11.843593836453065,110.38655382853663,106.25689659985082,B,89.40713849443988,1
Hispanic,99,Non-binary,-91.4506805379676,234.4773197634988,173.85900098823686,C,-28.700906848717405,C,-11.081763836884457,93.09324238533712,C,A,75.0406417689508,-50.02088860803039,-118.73177576333998,127.07237576529617,C,65.87571312803433,0
Asian,55,Non-binary,-94.9893237318059,-183.9792332723486,-123.20131111032069,B,-101.94256829735875,B,-4.123932573691952,-31.77980706642252,C,D,-63.44326165696839,-38.63649962881958,62.449664222723555,-28.34752197843182,B,186.97284048815862,0
Asian,56,Non-binary,-40.32004540444082,84.53130650210426,92.56468209830827,C,136.01980942288588,D,96.96172921547607,-87.81519030921132,A,D,19.692909507765435,161.07467949724895,-71.55620766696839,-45.83913035332808,E,26.76451914016735,0
Hispanic,42,Female,-236.02893806890987,165.02961445120675,-35.72608809325416,A,67.69045704084162,A,-56.06959994865994,-121.35358138159135,A,E,-53.643399453891014,-39.41018060797972,-92.86346680941098,104.23357954304429,C,14.313706171504547,0
Other,51,M,-78.45290267446042,-112.10303930983756,6.705427956362541,D,93.01665805492708,E,-152.93113883804736,-50.61042095301285,E,D,2.729109774065877,25.5850037427156,-27.692509165284697,-97.7553832035835,C,37.06925139103742,1
Asian,80,F,135.87574276799955,55.066376049367484,-41.873358233851135,E,81.0447963567033,A,80.99958221550007,-76.15407536983446,D,B,-119.82019759238949,169.38708532843455,113.77662020796946,115.00116711907471,A,-80.73496377767391,0
White,19,Male,-134.49979131926665,-3.1858110875092374,-16.62747309888195,D,28.973896590000365,B,171.18308080787978,-128.90228513851136,B,E,-19.64080735287485,113.14103242947189,197.48829875927015,55.83486902637487,C,12.907958101489065,1
Black,99,M,-20.231294957775166,-93.27867614219456,67.15306186224352,C,169.6354457074099,D,3.371450749062012,69.69490118749842,A,C,125.16077186931072,42.518189929853804,-29.637610303090128,31.228788489039406,D,-79.49835200595355,1
African American,30,Female,-10.564937140965137,81.45504229511256,118.86662013389859,D,78.88227839454233,B,65.31122009145332,84.02235699180193,A,C,-259.8323683705086,-30.79475906262402,-111.22644748817021,-235.44945218476187,D,-140.1307512908409,0
African American,43,F,7.684365460418828,89.9400082469523,31.797062958077838,E,-24.85343901004182,B,103.59338159727093,87.16231948975006,B,C,-12.098661860119055,-72.63919655223465,-77.4926584789992,-111.89708801389946,A,113.92532964651139,1
Hispanic,23,F,25.04089156248662,-6.991689161022897,-29.53769796919712,A,-10.899485448523983,A,28.61632218905539,-119.33814261211724,A,D,-21.116788556125663,-110.63675632464616,104.42626997466596,-32.43895095212571,D,32.170608493140826,1
African American,87,Non-binary,75.39435543420655,-57.92024439467956,77.74775261506113,C,124.10140792261495,E,71.878666459091,-147.728970380289,E,D,136.10414747283747,31.89322004745486,-114.54052050170841,85.21077295037551,D,17.10515000073493,1
Other,74,Other,-62.91292744653026,-20.37450321827429,67.86087336345578,B,18.834438194652783,C,-29.59122859369409,122.40160884409494,E,A,-84.35749511431526,-25.6471564514701,-93.43039881521062,84.20615648403329,C,-51.74328880569307,0
Hispanic,55,M,34.07048860792021,-146.30118031176593,107.18003816045105,D,-73.76288131524143,E,-177.12003866310786,37.564907273684476,A,B,120.55413216704223,-21.528872405781005,-77.70065117251718,33.57829824577116,E,-86.67267417860653,0
Hispanic,73,Other,-52.447901749898506,60.58662739689549,50.70439101173258,D,-58.55164187089454,E,99.12644944831221,26.307362272526603,B,D,-45.507928650810605,-48.040287134312756,-134.5977313443379,-94.27473059495198,A,101.1651484534109,1
Hispanic,61,Male,-80.04120083058461,48.91633213878387,-26.029579174393568,C,-136.08294646596264,E,-33.782966653219745,118.13856799795566,C,B,-34.92221624711167,-130.528361428813,133.4387506359016,187.063123594579,C,-105.32069324105895,1
