race,Veteran,nation,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,target
Hispanic,Yes,India,21,C,52.64220901594919,-77.19156267680988,70.58413100480048,C,0
Black,Veteran,China,75,A,-3.3636605149344803,-47.61945714121714,-56.279767685707164,E,0
Other,Non-Veteran,Mexico,48,C,163.54161095082972,-124.91346886048389,-95.260383629224,D,1
Other,Non-Veteran,US,26,A,-0.7156850228803304,267.8640493838685,13.292034634524944,A,0
Asian,Non-Veteran,Germany,45,C,148.46676359115065,-78.68637102733219,14.915344243937904,E,0
Other,No,China,40,C,-64.23522305766114,-119.60846571725287,-1.1326695045718158,B,1
African American,No,India,35,D,-89.4578816154079,94.39697311147513,-15.268847073114156,C,0
African American,Non-Veteran,Germany,35,B,-8.763021016401115,-64.04730065527406,87.68695803369727,D,1
Other,No,Brazil,58,D,126.51412489818341,-30.17238401895515,225.0011402445613,E,0
Hispanic,Yes,China,39,C,78.478542209567,-25.595755836559064,24.04465208084223,B,1
Black,Yes,Brazil,31,E,20.140208056053797,22.202073377800964,80.46869714074498,D,0
African American,Yes,Other,50,E,-105.92314951475419,-118.26178306416644,-6.901605892695607,D,1
African American,Yes,Brazil,47,C,-154.17332190338453,19.929106669672485,-131.63554785944967,E,0
African American,Non-Veteran,Mexico,37,D,27.353892263534874,-61.15590908390911,130.24667507219897,C,1
Hispanic,Veteran,Brazil,43,A,34.338174431587944,-52.41571519609876,227.27298626766026,E,1
White,Non-Veteran,Mexico,59,A,-55.17095488836369,210.10420600142078,158.3555818244038,E,1
White,Non-Veteran,Brazil,50,C,-233.48327362231313,63.619053450069394,139.11469402199276,C,1
African American,No,Brazil,67,C,-130.78981841497395,-93.51461359826696,118.45186575196622,A,0
White,No,Other,70,C,162.68066166518759,-185.18933644076134,127.95194135609566,A,0
White,Non-Veteran,Brazil,46,D,-159.39566119129586,-82.83149416819667,-40.78812996239782,C,0
Hispanic,Yes,China,26,E,60.27925116453537,55.58690866160073,55.65341908722829,D,0
Other,Non-Veteran,India,35,A,-26.82227545602487,52.52933096486843,-8.211902655762525,B,1
African American,Veteran,Germany,21,E,-121.98319066997037,97.01197734112877,45.83092278397544,D,0
White,Veteran,Other,74,E,-17.366577695433698,-15.583162793063737,-10.002459756014053,C,1
African American,Veteran,Germany,30,B,109.1201279408466,126.88845149186297,-36.51344289635913,A,0
Asian,No,UK,75,A,-33.89294714613064,-88.49398338229427,-24.358516871386097,B,1
Hispanic,No,UK,61,B,-55.9252360458089,107.79355220484852,-89.82646099897482,B,0
Black,Yes,US,55,D,69.72258037248986,8.141508245180491,-24.67215328807049,C,0
White,Veteran,Germany,32,E,-87.66361804522886,27.306956227071723,-46.25564936659382,D,0
Asian,Yes,Other,32,C,27.704862088830456,19.396584310730816,112.82116199760432,B,1
Asian,Veteran,UK,46,D,38.36373083092125,-160.56661873171157,-38.53574771530049,E,1
Black,Yes,Brazil,70,D,147.57133603517227,174.84720061001823,-3.1709870245099214,C,0
Other,Yes,Brazil,76,E,69.96434550119037,42.257136500602186,-65.1315487840818,E,0
African American,Non-Veteran,Other,76,C,-135.64572842764977,-136.4562783845794,63.813324353367165,C,1
African American,Veteran,US,29,C,-26.499710402906068,19.466344081970156,-56.855924014004664,B,0
African American,Yes,China,35,A,80.33484710886934,-11.417434907802251,90.35047138938302,D,1
Asian,Yes,Brazil,55,C,103.78261572499868,78.47255510053142,-127.56058197172138,A,0
Other,Non-Veteran,Brazil,23,C,-26.105552536376464,160.67750035662337,-125.24503664134909,A,1
Hispanic,No,India,47,A,55.28157247925951,-98.79663004067669,-93.82772655001328,D,1
African American,No,India,64,C,-24.28924348149339,-70.27939661751775,192.34577330817166,B,1
Hispanic,Yes,Other,77,A,-196.48310538140353,-33.43132143218476,-72.61343916108292,E,1
African American,No,US,32,B,114.87795971652358,261.6869183354502,-89.75238718593856,D,1
Black,Veteran,India,51,A,-91.03352095399944,-22.914214011224352,-26.54973669949438,B,0
Black,Non-Veteran,Germany,28,A,17.01200706834433,-163.60666517869888,-135.3856044077018,C,1
African American,Yes,Mexico,21,B,232.4849000750932,-80.32319240240527,-75.79040951416123,A,1
Other,Veteran,UK,31,A,18.12585168480026,-23.045487635864,77.9249435209587,B,1
Other,Non-Veteran,India,46,B,-192.95743453055854,32.50924209803393,-5.666892175718629,E,0
Asian,Yes,Brazil,53,C,-17.452048506214528,74.87256865178381,92.30762670442036,E,1
Hispanic,Yes,Mexico,72,E,91.32707098412371,-108.76604879038881,92.95495727759938,C,1
White,Veteran,China,61,D,-76.16410635393672,35.686497081052785,-54.59529810361939,D,0
Hispanic,Yes,UK,26,D,-35.61672691697188,6.21627746542094,45.41853724133872,B,1
White,Veteran,Other,21,D,-156.68756323303023,-16.66709836189263,-66.78665630312139,B,1
Hispanic,Non-Veteran,Mexico,73,C,54.671710989377345,47.73129429035871,11.629500127573365,A,1
African American,No,US,62,C,10.364504135885399,49.0013041665686,-18.756576619326953,A,1
Asian,Veteran,UK,26,E,20.186635589671695,81.79209627073051,-153.73649991423986,B,1
White,Yes,Brazil,59,A,-83.74940616718324,36.30343548878992,62.006815649159485,D,0
Hispanic,Veteran,US,66,E,3.5970190503391093,48.98453743207875,-156.65165450414167,E,1
Other,Yes,Brazil,49,B,-123.93041088331171,31.690278079041313,-121.12101454200169,A,0
Hispanic,Veteran,Other,44,C,-127.5522869157381,-148.6409377334689,19.087592068060825,D,1
Other,Yes,Mexico,52,B,-152.1472060485315,112.44311409355923,-106.07194697888087,E,1
African American,Yes,Other,61,B,-170.95559106097642,53.82586614610173,-30.188546041057197,B,0
Black,Yes,Germany,49,C,92.0796207085935,-201.22574163436457,92.93112359065482,B,0
Other,Veteran,Mexico,59,D,-5.000915561184933,145.37309172202407,-80.93611887166425,D,0
Other,No,Germany,76,E,74.59453310457639,-40.750371119669666,-89.18805585087478,B,0
Asian,Non-Veteran,India,52,A,-39.572782799358286,55.05993633360379,17.5086643048752,E,1
Black,No,Other,66,A,-199.28040904707052,-14.90180114482344,80.40198819768754,E,1
Black,Non-Veteran,UK,21,D,5.814786149969666,-14.342390841215751,-114.27781804372874,B,0
White,Non-Veteran,India,67,A,-76.72121766002229,-13.523089241684602,-41.25669488572984,C,0
White,No,Other,27,E,-90.01669964348844,15.295895637537138,145.2046115974203,C,0
Asian,Veteran,Mexico,65,A,4.591551379565642,-22.2756416214798,152.76581283576058,E,1
Hispanic,Veteran,China,35,A,-83.59780536183773,-77.9115938923563,-33.02152444332326,D,0
Asian,No,Brazil,63,B,-60.9138743008505,5.087884569257762,38.2322658140277,D,0
Black,No,India,76,C,-90.07859455859726,114.27587818821472,-16.03082197730264,E,0
African American,No,China,34,D,46.6591078563552,13.606057110978231,97.10997663919554,D,1
White,Non-Veteran,China,57,A,70.5668349537411,38.35290897647383,-101.40569145110594,C,1
Black,No,Brazil,72,C,-225.19331802521845,131.62283246673877,5.632810781896773,C,1
Hispanic,Yes,UK,74,E,105.65769362674997,24.741374408772966,-59.13816884474078,A,0
White,Yes,China,33,B,3.392775511850804,-98.97773194496395,80.60275973213726,C,1
Hispanic,Yes,India,46,C,-92.46106130264249,-138.42108933243878,-22.137355359599237,C,0
Black,Yes,Mexico,49,C,-83.04776062032622,-37.41425559683035,104.19877068888239,C,1
White,Yes,Mexico,18,D,127.72885483463912,-71.44235909964083,0.6599541526493632,B,0
Black,Yes,China,65,C,25.26183364029148,108.46554911266229,44.38638245336776,C,0
Black,Non-Veteran,US,59,C,-18.491934983862755,23.99508301037992,74.48759318471019,E,1
African American,Non-Veteran,India,78,B,46.49631253406282,-126.95822581492769,-7.51258713795583,B,1
Asian,Yes,Other,49,A,-57.42476318752415,-19.505664476517588,66.11268257714286,A,0
Other,Non-Veteran,US,28,D,-4.293446738268482,-57.513753691609416,28.91876330994128,A,0
African American,Non-Veteran,India,42,A,-51.23466012387997,-11.04034350143477,16.118962678654622,E,1
Asian,Yes,China,39,D,-118.93152177252335,20.709750199669855,-81.492408128558,E,0
Asian,Yes,Brazil,54,C,-44.92697173727086,8.84351278864333,61.44331422069208,D,1
African American,Veteran,Mexico,25,B,33.480178228446206,46.40289363757206,194.36350273567592,C,0
Other,Non-Veteran,US,61,B,150.9001247792217,118.91353897036208,-108.73364135456836,C,0
Asian,No,Brazil,74,B,51.148566852757924,131.47456390910085,-54.13413611739233,C,1
Black,Veteran,Other,71,E,55.963730169360915,116.35195622440047,-12.736580471317039,E,0
Black,No,US,63,D,189.78446043072557,-82.52088780559471,12.214850015980092,D,0
White,Yes,Brazil,64,C,-33.2563205694839,-9.96634479165773,94.12464990102654,D,1
Hispanic,Veteran,Mexico,71,E,124.43528717288532,160.26778129001033,69.91498394474567,B,1
Asian,Non-Veteran,Germany,44,E,128.01015775540887,34.466022272462645,-140.5639670494685,A,1
Black,No,China,55,B,114.86066425768415,-104.65429866376054,103.39923699616993,B,0
Asian,Veteran,Other,75,C,-1.0243801720247434,75.72558343127342,-116.90586740379551,C,0
Asian,No,UK,47,C,73.72849439196885,26.60317806238327,94.21836729250536,A,0
African American,Veteran,Brazil,31,A,-80.23679965816065,-155.46595258354495,25.19396860094834,D,1
Other,No,Germany,29,C,121.718201298926,-87.39267842000325,106.60120248867997,D,0
African American,No,Brazil,66,B,-299.3682340377638,8.303613397478605,-177.00854203378714,D,1
African American,Yes,UK,30,E,-76.47775318199999,-31.34291579901451,-131.0102210321882,B,0
Other,Veteran,US,72,D,-67.90387694396982,78.19290546751205,-65.83627037430422,D,0
Black,No,Mexico,74,B,99.44591664062116,19.950141760897232,-160.9619745553411,D,0
Other,Veteran,Mexico,54,C,-48.86199338916803,89.94704702700575,107.02574136887908,D,0
Black,Non-Veteran,US,59,E,-30.81134221107679,89.39739045059818,-60.581655460967085,C,0
White,Veteran,Germany,31,B,65.28138785384152,40.487294422586054,21.243717669164504,A,1
African American,Non-Veteran,Germany,66,C,-189.49686465033372,-22.81684533980746,-63.976050726577384,A,1
Other,No,Germany,60,D,181.29844857049983,-74.12447583551649,-60.54914082349057,D,0
Asian,Non-Veteran,UK,68,D,57.99033432762513,-168.80725838102725,-75.90416064996784,A,1
Asian,Veteran,Mexico,45,C,67.6539274125214,-84.92913580217004,50.741022215511755,E,0
Asian,Yes,Brazil,78,C,-60.53761561624842,-86.34512321782927,52.3174526075185,E,1
White,Yes,China,20,D,-24.106582564346574,185.00284154136162,36.229179443406544,B,0
White,No,Brazil,24,E,-18.810623979889645,140.53012300081028,-81.17836456655641,C,0
African American,Veteran,Mexico,54,A,-5.310818726126838,-10.590950243508415,-70.10749519180987,A,0
Other,Veteran,US,42,D,-74.86593137341623,187.58822512251797,7.269554741613253,A,1
Hispanic,No,India,43,D,-59.87884129620765,16.00948233382154,51.18619074601809,E,0
White,Veteran,Germany,20,E,132.53124881225165,-50.95550537453708,-204.63246559165032,A,0
Black,Non-Veteran,Germany,25,E,70.23474134019769,119.23842266520224,130.8859332742002,B,1
White,No,Germany,45,A,-105.05120841112767,89.96452970104276,142.60979190887556,D,1
Other,Non-Veteran,India,20,B,-217.07864896304292,-67.04277263767425,-80.69486041260429,C,0
African American,No,Brazil,61,B,36.43986630832967,63.13226043632271,-63.388084249247335,E,0
White,Non-Veteran,US,71,C,18.520459798677827,-42.7413025558344,123.58097540868505,A,1
White,Yes,UK,21,E,38.914095834071844,-4.102093047082038,46.56168089250075,E,1
Asian,Yes,UK,63,B,7.293056609353951,140.0590062173484,22.386227202234373,E,0
Asian,Non-Veteran,Germany,74,A,109.50907875357522,-44.869346262750796,-184.73760064641823,A,0
African American,No,UK,19,C,195.2450498103557,-26.99192196616175,-129.81964591319272,B,1
Black,Yes,China,49,C,18.27145909095441,104.29186084942556,124.6494936709578,D,0
Other,Non-Veteran,China,43,D,192.4182263922458,45.19325116910333,-56.94211306805261,A,1
White,Non-Veteran,India,65,C,-165.18576177062926,-75.48879161990901,130.72147306775523,B,1
Other,Non-Veteran,Other,49,C,63.4347778303175,11.267941132927996,-93.33449391028036,E,0
White,Yes,Mexico,47,E,-147.11195377869703,116.48963525335535,41.01584804447012,C,1
Black,No,Mexico,20,C,96.0123197042322,-95.87282562324272,56.42425167215789,B,0
Hispanic,No,Mexico,22,B,78.67458814828744,-14.052809698591961,42.21554523467086,D,0
Other,Yes,Germany,30,D,-102.04021182989828,-83.71691109888863,125.41196947425799,B,1
Black,Yes,China,27,D,9.813177167149169,-11.481312683764228,116.04127579411849,E,1
Asian,Non-Veteran,US,44,D,-318.67126872882017,-38.38484754984901,-33.22845998540875,C,1
Hispanic,Yes,China,58,C,148.6258447345653,136.91637274009705,111.01846712581998,D,0
White,No,Brazil,69,E,-80.6524042270267,-55.992936136515624,144.5486110102648,A,1
African American,Non-Veteran,Brazil,43,B,-37.97804761598589,133.95403069186938,-133.37418377354408,A,1
African American,No,Mexico,67,D,-7.865540600302497,105.20686664355327,2.307776034720166,B,0
White,Yes,UK,75,E,-28.03012510161991,24.05531315814163,141.34813141401608,A,0
Black,Veteran,UK,53,D,27.651236306663264,152.2618805889886,59.99079433413909,D,0
White,Non-Veteran,UK,41,E,-63.940011505129945,-182.0120443690143,-26.2125493631005,B,1
Hispanic,Non-Veteran,China,71,D,49.7409085035335,-14.355784133878222,175.19673754484236,D,1
White,No,UK,50,D,-35.842910478885535,-95.48018476966462,58.88716739546782,E,1
Other,Veteran,Other,65,B,69.52608899908363,6.359137212267727,-3.4943448354131155,E,1
White,No,Mexico,46,A,6.344590446741566,173.5565234073539,87.46570166430995,A,0
White,No,Other,68,D,-76.9498895403248,-36.02566984849301,-210.55963193716315,C,0
Hispanic,Non-Veteran,Brazil,68,E,-48.329593741787605,33.16881807162842,75.83307201628729,A,0
Asian,Veteran,China,75,E,-152.43254309396292,15.907444539993632,-171.15517555327565,D,1
Black,Veteran,Brazil,28,E,18.846990001187717,21.428872512993554,-159.86690204724226,C,0
Asian,Veteran,China,50,C,-17.74869222261567,-44.846074582554195,-6.552344320109064,C,1
Hispanic,No,Mexico,48,C,61.9896350391572,-4.3462264417813445,2.757381672023295,E,1
Asian,No,Other,27,E,6.421644992293388,-31.874526180425196,-40.73623506802399,B,0
Hispanic,Veteran,India,53,D,24.012495810915436,68.50160287532671,60.12963332642449,C,0
White,No,India,70,B,-67.49048357034222,-13.436092923808133,36.55177672272928,D,0
Other,Non-Veteran,Other,60,E,-19.51228416348022,-41.82170338691337,67.07782057542283,C,0
White,No,UK,39,B,3.2390724431515006,0.5102102024726851,-89.25621608820674,D,1
Other,No,UK,61,A,-150.6335393158089,-67.50299920986345,136.74416629069563,C,1
Other,Non-Veteran,Brazil,44,B,-27.267098920339993,-57.977232754981976,83.90689431871155,D,0
White,No,India,75,B,-23.831694944440397,62.44252671742354,84.88228053157128,E,0
White,No,US,39,D,4.637183047318864,-42.65921294312881,-181.27840723814072,C,0
White,No,India,47,C,110.87802717793198,-132.21800447934896,-75.1493977899919,B,1
Asian,Yes,Other,39,E,-175.31533079791944,186.07538153593234,-49.685301052953044,B,1
Asian,Yes,China,51,B,110.61443613431297,-233.65891172825522,-17.762214116404188,B,0
Asian,No,Other,74,A,-123.0584381542347,100.19520903416188,-35.77025788482807,A,1
African American,No,UK,38,A,20.037289056273092,-162.8658247292459,-143.94330672507098,E,1
Black,No,US,21,D,41.05179011747588,-46.76981936416595,-9.154373413812943,A,1
Other,Yes,UK,26,B,155.31924632368475,136.640889384427,-48.069502424877214,C,0
Hispanic,Veteran,Mexico,58,D,96.39133591904002,28.12909892794813,-47.3249703454141,A,1
African American,Non-Veteran,Germany,42,B,32.218818791804814,21.202373677337455,85.64348263134734,A,1
African American,Yes,Other,70,B,-27.418543164788638,-77.65993964246468,57.44749911765415,A,1
Asian,Veteran,Other,50,E,149.38825966752776,-151.9732499234213,56.472817075951575,C,1
Asian,Non-Veteran,Brazil,70,E,50.73134410605085,16.640351377107212,26.806530101592518,D,0
Black,No,China,34,C,-101.36979199385317,6.279698567055355,170.82112914529273,C,1
Black,Non-Veteran,Germany,59,A,114.6722806534449,184.73061221836892,-40.01233380695612,E,1
Other,Yes,Germany,30,C,86.09459040571316,74.24870459312477,-261.48452162644713,D,0
Other,Non-Veteran,US,78,D,86.19661416556816,-7.240222166539128,139.85616181856707,B,0
Hispanic,Yes,Other,25,C,-5.225447217837549,-59.335480440743524,109.63670806113659,C,1
Hispanic,No,Other,28,A,34.07260602830455,153.23047605542297,-111.70260185301014,E,0
Black,Non-Veteran,US,43,A,-1.2330753149866933,28.41720366781492,-129.52765058649348,E,1
Other,No,India,64,D,-86.05085759703127,-102.51705319868547,59.40847011145093,D,0
White,Veteran,China,73,E,-49.47017427549469,-85.80023266722097,130.86151683098697,E,1
White,Veteran,India,42,D,-16.936951423870184,98.9690810829291,-58.180217248996,B,1
Other,Non-Veteran,US,35,C,-131.08923586906457,-2.35171081983154,-144.06399095777772,A,1
Black,Non-Veteran,UK,69,D,66.05620412737477,-28.610660589136007,-67.1390862538807,C,0
Black,No,Other,74,B,8.699976065461303,49.81423026081098,1.3472617410106447,E,1
White,Yes,Mexico,79,B,55.70250730970058,83.32086674903505,34.99772002313751,E,0
Hispanic,Veteran,India,37,D,72.07456784079223,-141.48168662367002,-74.16152847404862,A,1
Other,No,Other,50,D,-74.55934747644459,157.55037165079594,-63.94359334251713,C,1
Other,Veteran,Germany,30,C,41.89548340155429,93.88006854539923,-233.16995109348372,E,0
African American,No,China,78,C,174.75323315516619,-73.2293261578362,-50.87983217612747,A,0
Other,Non-Veteran,UK,57,B,-31.096097723881332,-3.9043524656136386,-82.19614128202747,D,1
Black,No,Mexico,59,B,-63.47384648658093,271.4718732347174,-46.04053135210501,D,1
Asian,Yes,Germany,46,B,82.62002633673245,-73.32677077780085,70.15951178294952,D,1
Hispanic,No,Other,78,C,-45.86650966694532,-220.64426102393386,-76.79259141561965,C,1
White,Non-Veteran,UK,57,C,5.203859503797082,-165.6160796797497,148.26030091643904,E,1
Black,No,China,73,B,-35.78956918894546,-7.266117881284097,-209.83641859173926,C,0
African American,Veteran,Brazil,25,A,-91.18562929466863,100.9116983797159,-118.74786211742905,B,0
Asian,Veteran,Germany,50,A,-150.8572196555987,-10.92685729117595,39.88608151552137,B,1
Asian,Veteran,Brazil,64,E,-80.7826932411608,216.30500504538114,247.6282499874369,A,1
White,Veteran,UK,65,E,-72.48695418131352,-100.97175945101493,-92.06214575907626,C,0
Hispanic,Yes,Mexico,70,E,-102.49485304485508,-88.97730906223524,18.102546504999136,A,1
Black,Veteran,China,52,D,32.50718779425936,-24.802870714265453,-31.53825040062102,D,0
Other,Yes,Other,47,D,-115.28166629548421,82.18428992563929,100.47972122678131,E,0
Other,No,Other,68,B,22.715037779177788,-47.064138545939926,31.893921632765434,B,1
Other,Non-Veteran,Mexico,26,B,44.83384870504366,-107.39760145333206,25.771715168206484,D,0
African American,Veteran,Brazil,45,D,140.81368381860278,-15.882700256266732,75.30054336616529,A,1
Hispanic,Veteran,Mexico,34,A,42.08260531697792,-205.4024065661783,-34.35601992819287,A,0
African American,Veteran,Other,65,C,26.01568274109357,-61.33198562219214,61.20685687209697,D,1
White,No,China,25,E,98.48296761970782,85.81805608014773,50.39654118747753,E,0
Hispanic,Yes,Germany,53,A,2.109444000669936,38.109373632423164,-94.33867337532213,E,0
White,No,India,46,D,-14.49313482968745,-18.021468373256397,-138.405178992739,E,0
Asian,Yes,China,71,E,-2.5172870691495057,-141.40245779308424,-110.06948413742847,A,1
Asian,Non-Veteran,China,20,D,-147.65259257778428,-30.02254909051491,-198.5134731479684,D,1
Black,Non-Veteran,Mexico,38,A,43.66033974563965,-91.85465429954711,97.90344650889405,E,0
White,No,India,49,C,-3.175057795829237,51.047091143470155,-172.29781762815753,A,0
Black,No,China,69,D,-60.41225870343232,29.650242182594212,106.52862885220887,B,1
Hispanic,Non-Veteran,Germany,20,C,53.10850303314042,-64.91885302688203,-31.02079259971875,C,0
White,Veteran,US,62,E,31.003814103285244,103.07976413442852,118.34409880301106,A,1
Hispanic,Yes,Brazil,26,C,-5.08605849082838,56.340675796304794,23.260708020257674,E,1
Other,Veteran,Other,59,A,44.595097607669096,-16.345173964183104,170.4606534565397,C,0
Other,Veteran,UK,36,B,-30.734181023234274,-34.720285415917566,20.278796049573643,C,0
Black,Veteran,UK,48,C,225.1330577646435,6.718762962897393,-13.795653409235864,B,0
Hispanic,Non-Veteran,UK,62,E,29.20200372379996,19.31062044300738,-202.20736975480568,E,1
White,Veteran,Other,54,C,-45.994962183255225,-69.73588426407613,201.2999173617231,B,0
Black,No,Other,76,E,-148.35295058991048,27.979407359403535,-66.19978189908397,C,1
Other,Veteran,Mexico,23,C,9.666984589803386,-28.890675782073444,-33.578564145788974,A,0
Asian,Non-Veteran,Germany,38,C,-97.26104029599287,50.42823449732753,3.54788669282073,A,1
White,Non-Veteran,Brazil,45,B,149.76457441146047,-47.41615575573504,-151.29707484446826,A,1
African American,No,Germany,75,D,-278.5397551523263,-68.12035719856075,22.73944351511668,D,0
Black,No,Germany,28,B,0.05296071783039428,17.744795867689515,-12.14777910893479,C,0
Hispanic,No,Mexico,50,C,39.348915851260735,238.36723437012589,98.50201522304849,B,1
Other,No,Other,58,E,123.39267472520083,-88.16403285467759,14.160334183877376,D,1
Other,Veteran,India,66,C,131.46111748267856,-162.6018632606198,20.57906314578047,E,1
Other,No,Mexico,45,C,-285.33280297457685,-81.6051538068564,-8.779535805311792,E,0
White,Yes,Brazil,27,A,-44.0210781052171,-138.59790474929176,-14.6045130166371,C,0
White,Yes,US,73,A,73.88190936275953,-27.78965467211326,-17.733289094039044,A,1
Hispanic,Yes,India,28,E,209.32479033444307,-67.89432086691536,173.17382535696052,D,1
African American,Non-Veteran,Brazil,48,E,-5.2780824998149685,10.292505083838478,-47.64529174303262,C,0
Asian,No,India,62,D,-23.840115175494017,-93.11048314306456,-68.8699433270308,C,1
Hispanic,No,India,60,B,14.390702149843113,-120.29107706621376,-4.639837761932327,A,1
Black,Veteran,India,68,C,225.38571358590536,11.065035509845204,-121.58231912310092,E,0
Other,Veteran,Mexico,18,A,18.066176055746414,78.94217867985246,134.42090371303794,E,1
Black,Non-Veteran,UK,34,B,-209.5053589818006,-35.825254187231785,40.74233247914213,E,1
White,No,US,36,E,-0.7961761105710548,-100.33648574625167,-170.314179886774,B,1
Hispanic,Yes,Brazil,72,E,66.72220648595916,18.080600468069907,43.99191356963714,B,0
Other,Yes,Other,36,E,-31.67459996930156,0.4846934820764185,56.756901361041855,B,1
Black,Veteran,Other,54,E,-224.75585148986755,-47.41002501358974,67.41781517883697,E,0
Black,Veteran,Germany,44,E,105.71370235136574,-81.88524416966135,102.13735796914452,A,0
White,No,China,23,C,-6.988266907811913,-99.34184365766403,207.2034083208212,E,0
African American,No,Other,69,A,-24.74405883428608,25.408001833142247,-130.72914492637534,D,0
African American,Non-Veteran,Brazil,66,A,-75.22057892261212,273.4712034783354,-4.622675439513002,C,0
White,Non-Veteran,Mexico,31,D,-9.35747192913287,-98.55376888071862,-55.642194719383795,A,1
African American,Yes,US,76,C,164.13743000256378,-115.75147464149964,-28.164734769560614,D,0
White,Yes,UK,68,C,78.14485354278503,1.316970411912867,-102.11871767567627,D,1
Hispanic,Yes,India,52,C,-147.28210595517172,-46.99299352509475,-55.21473753609101,E,1
White,No,Other,24,A,12.698367678562409,83.09188885801703,72.16846026192898,B,1
Hispanic,Yes,Mexico,19,D,-10.644393353482991,-63.58179716587006,-98.31478393654658,E,0
Hispanic,No,India,74,D,114.70188249303304,7.087047622800046,-44.73250886311245,E,1
Black,Veteran,Other,46,E,-152.74530287819582,-102.19149016375152,-177.72407595890976,E,0
Asian,Non-Veteran,Mexico,37,E,-78.06385374060349,49.825941168372914,-27.70350416867445,C,1
African American,Non-Veteran,Brazil,39,D,243.74447211261142,-50.13920979984834,-7.046931398843505,D,1
Hispanic,Veteran,US,54,E,-65.69682021025596,-56.04407885097829,14.672453016652332,A,0
Hispanic,Yes,China,28,D,59.46438579652743,-58.31760906152776,-73.77517919384846,B,0
Hispanic,Non-Veteran,China,57,B,-28.773797246554246,-67.3960736506603,-16.606698242439837,E,1
African American,Veteran,UK,34,E,-16.110758159601907,113.57728944573961,-93.37752925565927,B,1
Asian,Yes,Brazil,39,E,-3.166199211398407,127.50643660882429,174.63970128207845,A,0
Hispanic,Non-Veteran,Other,33,A,4.374121894323143,36.921221581353606,-204.69814044367246,B,1
White,Yes,UK,45,E,105.13102484569117,-37.6428756902318,-133.72641693582997,B,0
Hispanic,Yes,Other,46,B,-100.52626651612033,0.3954925715678771,-1.8925549780862077,E,0
Other,Non-Veteran,Mexico,20,B,-5.053179446071469,-203.4470321500889,43.83583483951763,E,0
Black,Yes,Germany,69,E,-167.43178007615944,-86.58111520799685,59.22679638479783,E,1
Hispanic,Non-Veteran,US,53,A,-27.8102277166978,63.69267995386417,19.80846394226209,D,0
Asian,No,India,66,A,-33.10489771455733,-60.04868322763338,-67.14973105383503,B,1
Asian,Veteran,Germany,74,D,225.110036612898,-73.50809249890865,-95.1173160545618,C,1
Black,No,UK,68,E,185.70537791759048,-178.87755286245252,-332.0869239592177,E,0
Hispanic,Veteran,UK,39,D,-1.5104312628928689,-31.877549945548196,-5.804811666454972,B,1
African American,Yes,Brazil,79,D,-84.90458924686884,-59.25766084905032,-289.99427220546977,E,0
Black,Yes,India,46,D,70.68095292217184,-121.62321191745824,-90.08291248199792,D,1
Other,No,Brazil,68,E,99.17266384356272,-16.893431097672718,16.613018564037453,C,1
White,Yes,Other,32,C,130.33726223524883,-206.78509952175835,-120.73783049530596,D,0
Black,Non-Veteran,Mexico,50,A,206.59091470112472,-29.804634942183256,17.53259788375497,E,0
White,Non-Veteran,Other,28,B,4.607310033158774,-21.817348800935548,67.81295752070913,E,0
African American,No,Brazil,70,A,-200.6924443321554,-157.323436731164,132.24981432552022,A,1
African American,Non-Veteran,Germany,62,D,1.1398543566098776,-105.06219731874408,41.67986318940204,D,0
Other,Yes,US,71,E,-137.05078067775185,-237.37116035477078,-35.61846318697625,E,0
Asian,Veteran,China,39,D,13.668928219254905,97.11870783531056,7.237096796273966,D,0
Other,Veteran,Brazil,44,B,11.127997153311588,-31.20777218164407,11.238928074869783,B,0
White,Veteran,Mexico,33,D,50.46348825663295,-68.46564181460467,-1.7074142874461944,D,1
Hispanic,Non-Veteran,Other,63,E,20.085587486850248,89.25294684074431,132.65478566239807,E,0
Asian,No,India,72,D,107.49096348438631,70.83895228827608,-20.245732935421245,E,0
Hispanic,Yes,UK,61,D,122.7568692194155,90.0225879688019,115.53927329929006,B,0
Other,Veteran,Germany,67,E,-192.75212784919827,64.52161786793401,-21.210080508326154,D,1
Hispanic,No,Mexico,54,D,-64.5667794895634,27.502877416287987,-120.85541127499016,A,1
Asian,Yes,Brazil,77,A,-225.13977018926946,68.31710313646106,167.28208172540394,C,1
White,No,Mexico,26,E,-170.61640042262442,-51.35962710286749,-152.3677579418894,D,1
African American,No,China,35,D,-57.36137097686591,29.678692438879473,-8.789903580673379,D,0
African American,Veteran,India,59,B,-128.39982835550217,3.327668663092725,99.77059649672339,C,1
African American,Non-Veteran,Germany,33,D,39.56310569313419,285.22426173691935,-4.753310674690561,A,1
African American,Veteran,China,51,E,-64.91464340183305,-153.99997087445314,123.14812140696407,B,1
Asian,Yes,US,49,D,-42.51182049884365,46.84140422377476,-111.5987289781717,E,0
Hispanic,Yes,UK,32,D,5.7418553933308,41.8363686996558,85.56364834273388,C,1
African American,Non-Veteran,Germany,54,B,17.925491775287927,-111.52936210312738,-131.89715017243856,E,0
Other,No,Mexico,63,B,47.78134395191252,-27.382249041399525,-57.45078580046447,C,0
Asian,Veteran,US,60,C,-106.45651853631462,35.55799700935005,28.34520010760841,B,0
