disabled,orientation,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Physical,Homosexual,36-50,C,105.8678930850979,A,B,A,C,A,C,28.7623736619527,-55.816814966371766,1
Both,Heterosexual,26-35,A,-31.093307641901603,A,C,C,D,D,E,26.142380804034488,27.585863623618657,1
No,Heterosexual,65+,A,24.064492994094135,B,A,E,D,B,C,131.47742919393804,52.59040259605053,0
None,Heterosexual,51-65,E,244.48190512947514,E,B,C,A,A,E,-28.638265514317744,21.968710494793743,1
Yes,Other,51-65,D,-51.815397356629575,D,C,A,D,A,C,-89.98736073161523,63.51594166328891,1
Physical,Heterosexual,51-65,C,60.80216363309664,D,D,E,E,E,D,11.99086262063265,96.64317044765073,1
Mental,Bisexual,18-25,B,81.48139456655036,C,D,C,E,C,C,91.91905122228653,-65.63876708210461,1
None,Heterosexual,51-65,E,112.0700102624019,A,B,C,C,C,B,-124.89449825916435,83.79438973921238,1
No,Other,65+,D,-56.131107702962936,A,C,A,C,E,E,-109.65450898472685,85.26695363422188,0
Physical,Heterosexual,36-50,D,-19.520067066191412,A,B,A,C,C,B,-24.963484261615143,66.18845940977384,1
Physical,Homosexual,65+,D,69.43673380617355,A,C,C,D,C,C,-22.193981630487556,-163.38989318809485,1
None,Heterosexual,26-35,E,-23.563816751673244,A,E,C,A,A,A,69.11667509175692,-7.617231587815673,1
Both,Bisexual,51-65,A,80.441882786495,A,E,E,E,E,D,35.847236601442134,-111.99847870503119,0
Yes,Homosexual,36-50,D,-23.85326169433561,A,A,B,C,B,E,-14.295345735406178,-131.9019740246336,1
Yes,Bisexual,65+,A,322.4182717517774,E,B,B,C,D,A,-23.164039997438408,68.53445248255372,1
No,Bisexual,26-35,C,39.63938512613262,C,A,D,D,D,B,-35.64623923772541,63.33511978943173,0
Both,Heterosexual,18-25,B,-98.65754027672627,C,E,C,A,D,A,18.17384508926104,23.65568897925459,0
No,Bisexual,26-35,E,-45.599432138020745,A,A,E,B,E,D,16.07561716513788,23.89420907749845,1
Physical,Homosexual,26-35,D,-39.67791604050942,E,E,D,D,D,E,10.311009154239786,86.22521417924514,1
No,Bisexual,65+,B,88.82046538652165,B,E,A,D,B,B,-3.209420241476206,-222.75192378137655,0
None,Bisexual,36-50,E,-103.50667693335751,A,B,B,D,E,C,-163.8049603769572,85.95258859694013,1
Physical,Other,65+,E,-100.4668507185959,D,D,B,C,A,D,42.56877252108783,-111.55570508457704,0
Yes,Heterosexual,26-35,C,58.76528999360586,A,E,E,D,E,A,122.99915356236806,15.550575590605481,0
Mental,Bisexual,51-65,C,30.427475874351305,A,E,E,C,A,E,167.3635168190897,128.71336973428666,1
Yes,Heterosexual,36-50,E,-109.23955984930535,C,B,D,C,C,C,81.59923994930625,-58.80909212834007,0
No,Heterosexual,26-35,B,55.42945271439167,E,A,C,D,C,A,66.2912883748404,-34.486268852044674,0
Mental,Homosexual,36-50,E,-159.02799169380015,A,B,A,E,B,B,-48.4929474366396,-52.183038822249436,1
Physical,Homosexual,26-35,E,-50.62735262398178,E,D,E,D,A,E,116.24572830835919,-31.230629774254137,0
Both,Bisexual,18-25,E,-44.913148927599465,E,E,D,E,C,D,63.180707133254344,17.9607788943518,1
Physical,Homosexual,18-25,C,55.346179932705574,B,B,D,D,B,E,37.13985065540778,124.98316099127993,0
None,Heterosexual,18-25,B,64.83912769410394,D,A,B,B,D,A,56.91992219460486,130.62674501064166,1
Mental,Homosexual,36-50,A,102.4554419873637,C,B,B,D,D,D,-6.855382272567426,105.82609039916039,0
Mental,Bisexual,65+,E,87.1448496002424,E,D,A,B,D,D,176.62882212836703,122.85898919878638,1
No,Heterosexual,18-25,A,34.37131114828421,D,B,A,E,A,C,-20.889113191424403,90.3770801624898,1
None,Heterosexual,18-25,C,43.54221789120914,C,D,A,B,D,D,149.30573980853694,116.65834448626646,0
None,Bisexual,26-35,B,40.04738353644516,C,B,D,A,E,A,53.30862094519133,-114.21959385795046,0
None,Homosexual,26-35,B,176.88900257360646,C,E,B,C,B,D,-125.96168119419406,-126.8881000475822,1
Physical,Other,26-35,E,-184.35135934366568,A,A,A,C,E,B,166.71887920016414,140.87853174518642,0
Both,Heterosexual,36-50,E,-57.60155092354069,B,A,B,E,A,B,13.366804974224413,-133.1441596117225,1
None,Bisexual,65+,A,-157.83799928296392,D,B,E,D,B,D,222.92262068673358,-6.029025933873653,1
Mental,Homosexual,26-35,B,28.47164995405623,A,C,E,B,A,D,-67.03164036518159,-0.006465889635745785,0
None,Homosexual,51-65,C,164.9151723167144,B,B,C,D,B,E,-142.74718268328726,-23.892069078084504,0
Both,Bisexual,18-25,D,169.75319877297642,E,C,D,A,C,A,139.9680448697887,90.95327206392723,0
Physical,Heterosexual,51-65,C,-86.14564143341254,A,D,E,E,B,C,103.31573892277515,-79.19480039612023,0
No,Bisexual,51-65,B,50.95070045283212,B,A,A,B,E,A,-157.47637989953296,-131.12820373260766,0
Yes,Heterosexual,36-50,D,-57.916514631316296,A,B,C,D,D,C,-106.4105050133213,193.56356531685378,0
No,Homosexual,18-25,B,-59.68805364191974,E,C,E,C,B,A,113.70202718024471,-141.92474853659115,0
No,Homosexual,36-50,A,-75.53179601123993,D,C,E,D,E,D,90.86481217613002,-67.01582502814347,1
No,Heterosexual,51-65,D,-165.0359580754308,A,C,B,D,A,A,-15.12290917278445,-104.53654481765307,1
Both,Other,36-50,B,-51.31675028200263,D,A,C,C,B,E,70.63283694738394,-43.63500772525919,1
Yes,Heterosexual,36-50,A,29.39957978476093,A,C,C,E,D,C,120.548118485803,17.026937040807162,1
Yes,Bisexual,26-35,B,1.1578790493624975,B,B,B,E,D,B,-236.31545749156749,48.376381504076925,0
Yes,Other,26-35,D,41.24397817345093,B,A,A,D,D,C,-200.70398725925247,15.421254443118565,0
None,Heterosexual,65+,C,19.85403412233819,B,A,C,A,A,B,-47.05041292626849,-80.05449474582622,1
None,Bisexual,65+,D,-45.15944969451097,B,C,E,A,C,E,51.098548149533364,-105.04208375020963,0
Yes,Bisexual,51-65,A,-16.618026978251095,B,A,D,B,A,D,-9.792701591604331,6.402949663959161,0
Yes,Other,36-50,A,-0.13653687044162244,B,A,E,B,E,A,-1.4298933666595939,-154.86904331101158,0
Both,Other,26-35,D,-99.10555839990121,E,D,C,B,C,B,34.84724593195326,122.79793708160834,0
Yes,Other,36-50,C,23.314753216677033,A,B,E,B,C,B,74.15679404416913,11.353810388401095,0
Mental,Other,36-50,A,-86.8646422297064,C,E,B,E,B,D,-142.64988594267516,-105.80164429747182,0
Both,Heterosexual,36-50,A,-30.301171006049653,E,E,D,A,D,E,86.39128579336374,-88.10606356687138,1
Physical,Other,36-50,E,40.639474284329005,D,E,A,A,A,C,49.01400001439878,-11.420944272025569,1
Mental,Heterosexual,26-35,E,68.34836581825408,A,D,D,B,B,C,77.57581978966486,84.03311941316318,0
Mental,Homosexual,36-50,A,94.79815508142586,B,E,E,B,C,C,-19.188133822873414,133.46265080721543,1
None,Heterosexual,36-50,E,95.53911853388792,D,E,C,B,D,D,-7.203116078915467,-80.06969302850312,0
Yes,Bisexual,51-65,A,9.016980646566383,C,C,B,E,C,E,37.468346439623645,82.27728558816162,1
None,Heterosexual,26-35,C,-10.830606279257776,E,A,C,D,A,A,75.62842489430892,78.78791421925648,1
Physical,Homosexual,18-25,B,-37.937484518194445,C,A,E,D,A,A,-52.119583731140814,-91.14230332167651,1
Physical,Other,36-50,C,-92.45212092209508,C,E,C,A,C,D,-49.187468512869316,48.294798765582414,0
Physical,Bisexual,18-25,C,42.84200290210008,E,A,A,D,D,E,-164.01581974097064,133.97293909555324,0
No,Heterosexual,51-65,C,76.05926522875319,E,A,D,E,D,E,-221.53535896057232,108.06577095983405,0
None,Heterosexual,36-50,B,30.409814613020263,E,D,A,A,C,A,25.57368260830452,-14.855385280174712,1
No,Heterosexual,26-35,A,-68.10013057639863,E,B,E,A,C,C,-88.34450923464907,-4.143046377495458,1
Physical,Heterosexual,18-25,C,144.70311184876564,D,C,B,C,D,B,-145.3583188917081,-129.91235277581487,1
Yes,Bisexual,36-50,E,250.82600331248872,B,D,B,A,B,E,-202.05827253206218,-110.94284696286097,1
Both,Heterosexual,51-65,C,90.71003844519416,A,C,D,C,C,D,-70.73411119932483,19.07528916775158,1
None,Other,26-35,A,-63.26880713494428,B,C,D,D,A,E,110.99169056574263,-37.663593376113155,1
None,Bisexual,26-35,D,-22.125466546335595,A,D,D,D,E,D,11.054380709038385,-60.336753138360734,1
No,Homosexual,36-50,B,93.54235712447192,D,C,B,E,B,A,97.8800136262194,108.60539919969041,1
Physical,Other,65+,D,11.797948636189176,A,A,C,E,C,C,-49.48692424951198,131.18742818694128,0
None,Bisexual,65+,E,-146.8975633512692,C,C,C,D,E,A,-118.58609868608995,48.973049245456586,1
Both,Heterosexual,18-25,D,-22.132566140238755,D,E,D,D,B,A,36.61854612957438,-121.13704671167469,1
No,Bisexual,65+,C,65.51029667874377,B,A,B,A,E,C,-32.08434777956169,46.51653650144808,1
Yes,Homosexual,36-50,C,34.076778419572655,A,B,E,E,B,E,-78.88110415093492,126.82671330518987,1
Both,Homosexual,51-65,B,26.546636873556917,D,B,D,E,E,B,-38.1408847938921,-26.075110467364105,1
Yes,Bisexual,18-25,E,223.16872615723292,E,D,C,B,A,E,201.25877257207713,-48.785633002071194,0
Mental,Homosexual,26-35,C,142.21249463848716,D,B,B,E,C,A,-58.1015330352802,91.51879882846308,0
No,Bisexual,18-25,B,-121.61784463907286,D,B,D,D,C,D,-56.53205959982384,-68.92752002150256,1
None,Other,51-65,C,22.431266770013327,D,D,E,E,A,A,-132.30471201702287,53.80126607107447,1
Both,Bisexual,65+,B,12.21529729389145,D,A,E,A,A,D,-36.151950013799116,204.14284307746527,1
No,Heterosexual,51-65,C,-75.47543357714139,E,B,E,E,B,C,-89.2963881119577,-117.09459650662279,1
Mental,Bisexual,65+,C,46.78754854919801,D,E,E,B,C,B,-66.7654227847364,-86.19862243622637,0
Physical,Heterosexual,51-65,E,-91.89144267206706,A,D,E,D,C,C,-42.51244841377536,54.31426644768798,1
Mental,Bisexual,36-50,A,-147.28297644163922,B,D,D,D,E,B,14.841691531782661,39.20275103903093,1
Mental,Homosexual,65+,B,63.603439258339534,D,B,D,C,A,A,-48.20858130523552,2.9713586083105414,1
No,Bisexual,26-35,B,59.66325835734831,D,E,A,E,E,B,359.40688744219005,115.95913537703728,1
Mental,Other,18-25,A,-143.48319083134186,A,E,C,B,D,D,88.34817364560772,17.48912178980251,0
Both,Bisexual,65+,A,86.5388019346511,E,C,D,B,A,C,112.60662661620226,-90.55760748495787,0
Mental,Heterosexual,51-65,E,42.372081878602685,B,C,B,D,D,A,-64.66708918559986,-44.394711673053536,0
Physical,Homosexual,18-25,B,-43.10195109982024,C,D,A,C,C,A,-336.8773821858167,87.03516222078623,0
No,Heterosexual,51-65,A,-90.4093459709654,A,A,C,E,A,C,-114.19913526029293,97.19991559599673,1
Yes,Other,18-25,A,-31.744190364072928,C,A,C,B,D,A,101.21860798112634,30.100826315864886,1
Both,Heterosexual,26-35,E,49.810603229441654,D,D,A,D,D,B,159.0330871643143,199.78939424796954,1
None,Homosexual,26-35,C,169.10349758850802,C,D,A,A,C,B,-127.60628753791742,-125.02308633882022,0
Both,Heterosexual,51-65,A,-46.42608012308694,C,C,C,A,B,E,2.7728712802040936,-90.993200902242,1
Mental,Bisexual,36-50,C,78.11652921018005,E,E,D,B,D,A,-32.96425355960364,108.90636408244401,0
No,Heterosexual,65+,E,201.89533941230917,D,C,E,D,B,E,-63.88617496369145,-125.41396264134892,0
Yes,Bisexual,65+,A,80.78012653240312,D,D,C,B,E,C,168.35718936571635,-109.64805379091402,0
Mental,Heterosexual,36-50,E,-6.244117543924643,C,B,D,D,C,D,-31.371867896071837,-5.283622545246723,1
Physical,Bisexual,36-50,E,221.1794147672407,B,A,E,B,C,C,-89.09276564479963,84.41293476638194,1
Yes,Heterosexual,51-65,A,-30.659578277963277,B,E,A,D,A,A,82.91706395821716,-138.70639408219373,1
Yes,Other,18-25,C,42.98178848068479,C,C,B,E,A,D,106.3886428992737,-98.62305597314962,0
No,Heterosexual,18-25,A,28.11754860053039,A,C,E,B,C,A,29.98981901342893,174.24147136679287,1
Physical,Bisexual,18-25,A,91.75932634679522,D,A,C,D,D,E,-26.713575343962003,127.75990697740119,0
Yes,Bisexual,18-25,E,180.01866772244853,E,B,A,C,E,D,63.166555885477,82.20156319077529,0
None,Other,51-65,B,106.48504699199708,A,B,A,D,E,C,-71.62299421752009,14.917878640065227,1
Both,Homosexual,36-50,D,-88.08614706878747,A,B,D,C,C,C,32.267104878746544,-72.98485805715953,1
None,Bisexual,51-65,B,-47.10849819784247,B,A,B,D,B,D,28.70063765309499,-11.802986816726243,1
None,Homosexual,51-65,C,159.5934340272637,B,A,B,B,A,D,44.61910784083097,20.163355612572158,0
Physical,Homosexual,51-65,A,22.373570206151108,B,A,E,E,B,C,-80.52143620862505,-16.15778923790052,0
Yes,Bisexual,26-35,A,-35.12416562174968,D,D,E,D,D,E,-141.24335310505072,74.2841395167865,1
Yes,Homosexual,26-35,B,-2.9824550138556605,E,D,C,A,B,E,97.04167843118823,41.55618049648471,1
Both,Homosexual,26-35,D,-37.02855964390122,B,D,A,E,E,E,-101.42277170466782,101.7404847804106,0
No,Heterosexual,36-50,A,121.868873083085,C,B,C,E,C,E,-0.5625970221770052,-34.810898001480524,0
Both,Heterosexual,51-65,E,76.04272670100708,D,B,E,D,D,C,-93.34601897875456,35.596569111318296,1
Yes,Homosexual,26-35,B,80.7736740359189,C,E,A,A,B,B,-29.9135662106866,-57.28138941141445,1
Physical,Bisexual,36-50,D,107.7759119575206,B,A,A,A,A,C,-42.309675418490244,-62.466768764311865,1
Yes,Bisexual,18-25,E,188.4419087044912,A,A,E,C,C,C,-47.61562463367291,-65.39938340716155,1
No,Heterosexual,36-50,D,114.11838731789237,A,C,A,C,A,C,31.004291546591833,0.2702107833491901,0
Yes,Bisexual,26-35,D,44.992901634341436,A,D,A,B,B,C,-54.32026169375008,13.349851158701695,1
Physical,Bisexual,65+,C,-23.362445281071796,A,B,A,B,D,C,135.7605469238094,57.83644569113571,1
None,Bisexual,26-35,E,9.104381699269657,E,A,E,C,A,D,-197.13538230526854,80.60194896538982,0
Physical,Other,65+,B,263.7331325033755,B,A,A,E,B,C,0.1217189289671076,31.60815524053454,0
None,Other,36-50,C,-41.064861886612064,B,B,E,E,D,B,-108.18530904518325,-117.81595830440025,0
Physical,Other,18-25,C,143.4369694780655,A,B,E,B,A,B,116.53988185476148,23.040028088597595,0
Yes,Heterosexual,51-65,D,2.3818122395748773,E,B,A,E,E,D,-73.96444936494893,37.379614584972046,1
Mental,Bisexual,51-65,D,-39.13082606151904,B,C,C,B,E,B,-52.907166477470724,76.75113481346476,0
None,Bisexual,26-35,C,-42.182492391285216,B,C,C,A,B,E,-117.51354238452913,77.77882928974546,0
None,Heterosexual,51-65,B,99.85321791942535,E,E,E,D,B,B,30.116018721582527,-42.3054560465069,1
None,Bisexual,18-25,D,-15.022322231981974,D,B,A,D,C,E,46.433979952947055,6.006854379318559,0
Both,Homosexual,18-25,B,-153.8380057365199,A,A,E,E,A,B,-24.67336906851108,12.10550225550013,0
Physical,Other,18-25,D,148.93703198550023,A,C,A,B,D,B,-14.898007184521097,7.0398477090455,0
Yes,Homosexual,26-35,D,55.48001107386283,C,A,A,C,E,A,121.2739924356586,118.82594078497848,0
None,Homosexual,65+,B,120.19998734216288,B,C,A,E,E,C,-117.83697449640546,-25.247055315189094,0
Yes,Homosexual,36-50,C,93.04809677115264,C,E,A,A,E,C,10.027548923914404,-87.775932885157,1
No,Bisexual,51-65,E,-1.29884348923864,B,C,B,C,C,C,-16.380480780802277,-178.14442605444535,1
Physical,Bisexual,36-50,E,-49.32910332385331,E,B,B,B,A,C,163.00853204514263,-169.29139463318356,1
Yes,Heterosexual,26-35,E,-87.28241541340822,B,E,D,C,B,E,-19.492645398867957,-110.5931501151898,0
Both,Heterosexual,51-65,D,55.48566125660852,E,B,D,E,A,A,23.200289086444954,164.89836021221657,1
None,Heterosexual,36-50,A,91.90637010350206,A,C,E,D,B,C,-24.922275158277092,30.07831896620734,1
No,Heterosexual,18-25,A,110.20602974813158,E,A,D,E,E,E,-122.88220784963144,28.440970388023462,0
Physical,Heterosexual,51-65,C,47.468500577958906,C,A,E,E,A,E,38.663444894018724,-22.838845571771493,0
None,Other,26-35,C,-165.83234432539896,C,A,E,D,E,C,-113.07432627841764,-83.62243867270239,1
Yes,Homosexual,26-35,E,-84.17600689888283,D,C,B,E,B,B,-178.29324272630137,126.06461877823698,0
Mental,Bisexual,51-65,C,101.4792606227126,E,D,E,E,C,E,-37.389293948592886,23.62632648060356,1
Mental,Other,36-50,D,92.04167075517567,B,C,C,A,C,A,-101.93883757605033,-87.80252646765379,1
No,Bisexual,51-65,D,-86.87810999661359,A,D,E,D,B,A,-96.88646302195293,93.33524710695441,0
Yes,Bisexual,51-65,B,62.50426141085883,D,E,E,D,B,B,44.402035440678375,9.310654141908993,1
Mental,Other,18-25,D,95.03216065770533,B,C,E,D,A,C,14.182078385291888,23.791622293322096,1
No,Bisexual,36-50,A,114.72944782995708,C,E,A,A,B,A,116.45846330470124,-8.935495939751515,0
Mental,Homosexual,26-35,B,37.79129444003894,C,C,E,D,E,C,8.048045710048044,-162.37479124672126,0
No,Homosexual,51-65,E,16.8271441740223,E,A,B,B,B,A,90.43911759476111,-45.11672025905169,1
Both,Homosexual,65+,B,65.91975304038003,A,A,D,A,A,C,-22.657504493509613,-157.0271351552519,0
No,Homosexual,18-25,A,3.7625064234499788,A,A,D,D,B,A,-193.15636825612543,-139.579780977574,1
None,Heterosexual,51-65,A,152.70175995222306,E,C,B,B,E,C,64.00739271237148,-49.01035738129326,1
Physical,Other,65+,A,-7.346465089398289,A,D,A,D,B,A,9.424011901032294,-50.777803126540654,0
None,Bisexual,65+,E,-2.5419977859042735,A,A,C,A,B,C,305.2361765993588,108.9675253276715,1
Both,Heterosexual,18-25,A,87.77002000683292,D,C,D,D,D,C,67.22667162995222,7.011781921368717,0
Yes,Homosexual,36-50,B,75.84114689147793,B,D,B,D,E,C,15.12622879973632,-144.52163852702154,1
No,Homosexual,65+,C,-126.31705255250077,B,E,B,E,A,C,30.187928454265005,17.296039838834123,1
Yes,Bisexual,36-50,D,24.111491718586986,E,A,B,B,B,A,-29.8395446967579,40.58723729008624,1
None,Other,36-50,B,-68.28006645303041,E,D,A,A,D,A,-60.86371515869935,-53.6793511805491,1
Yes,Bisexual,36-50,E,-82.20402827704359,E,B,B,E,B,A,-77.04264227833627,80.75501541482836,0
Physical,Heterosexual,26-35,A,60.4477760654507,B,A,D,E,A,C,-28.62632994132993,165.5331994364965,1
No,Bisexual,51-65,C,123.64243400758434,E,C,B,E,A,A,47.82418972787547,90.58840363534883,1
Yes,Heterosexual,36-50,E,-293.9133723446981,A,B,B,D,C,D,92.28295557699704,14.544556282222256,1
Yes,Other,65+,C,-137.2548249787992,C,A,E,B,B,B,-200.23618547062352,190.741480536446,1
Both,Bisexual,26-35,C,28.3716483545088,B,D,D,B,D,C,36.55704671626999,-27.264036988128915,1
Both,Bisexual,65+,D,-48.850962437883574,A,B,B,D,B,A,95.69218917652799,-9.60519758799349,0
Yes,Bisexual,65+,B,82.89744141896264,E,D,D,B,B,B,-53.7965146883168,113.99148971902864,0
Both,Bisexual,65+,B,-13.305063747650317,A,E,C,B,E,A,-100.3054827340712,211.50178141046166,0
None,Other,51-65,D,56.098318298001494,E,A,A,C,D,B,1.5525962052714182,-31.08886156090062,1
Yes,Heterosexual,51-65,B,-61.49963814335613,C,C,E,A,B,D,-104.8961853057786,-53.73089801160313,1
No,Bisexual,26-35,D,67.80134418388569,E,A,A,A,E,A,-67.35382508037284,67.25276006643887,0
None,Other,51-65,D,-17.080375053108433,A,E,A,B,C,B,15.84707339824355,-197.62706837547418,0
Mental,Bisexual,26-35,A,21.12487757343721,E,E,B,B,D,C,146.43447678489568,92.45342586524389,1
Physical,Bisexual,18-25,B,94.8133111765418,E,D,B,A,B,E,8.42168517389317,70.60734178450745,0
Physical,Other,36-50,C,54.5648791901853,D,E,E,C,D,B,-65.13595298438642,13.244867868884025,0
Physical,Heterosexual,65+,B,-92.52763728976483,D,E,C,A,A,E,7.841142382315597,-120.05816736811798,0
None,Bisexual,36-50,E,102.47168733550905,B,E,C,E,D,C,29.723926558329588,65.05486307858523,1
Yes,Other,26-35,D,-91.13483214366687,D,E,B,C,A,D,-107.08592344745537,175.14427061606756,1
Physical,Other,65+,B,78.8577829638624,E,B,A,B,C,C,19.852782834026677,19.718747437046286,0
Mental,Homosexual,18-25,D,9.47120249451969,C,D,A,D,E,E,47.03331901521031,-12.179687730702263,1
Both,Other,51-65,E,31.41290486579128,D,B,E,C,D,E,-90.65258275652486,68.4007121395001,0
Physical,Homosexual,26-35,A,-94.34831007038426,D,D,C,E,B,C,-206.3388091874962,-68.8748892587115,0
Both,Heterosexual,18-25,E,-85.48941935950424,A,B,D,A,A,D,-88.91795175578974,117.0868779061668,0
No,Bisexual,65+,B,-95.96705028766148,A,C,C,B,E,A,-65.03068503470799,158.34918094041032,0
Both,Bisexual,18-25,B,119.14540924969035,E,C,C,B,B,A,94.4511570995198,-12.780846054221689,0
Physical,Homosexual,36-50,D,62.61445792813647,E,D,C,E,E,A,166.03592527648078,73.40144500660607,0
Yes,Bisexual,65+,E,-79.80080708433896,E,B,B,D,A,D,67.03875567146707,-71.98895990988227,1
Physical,Homosexual,26-35,C,-93.72476113478578,E,B,B,D,C,B,-99.37358996910368,28.81869386252071,1
Physical,Homosexual,51-65,E,98.07923614985185,B,D,B,D,B,A,103.79544586285338,12.341177074844838,1
Physical,Other,51-65,A,-82.4679144180449,B,B,D,E,E,E,69.59544606456942,140.9902406033231,1
No,Heterosexual,65+,C,65.18307532602675,B,A,B,A,D,A,44.89094076100462,71.37761626939769,1
None,Heterosexual,36-50,D,10.118486645803367,E,A,B,D,A,A,-60.06061684778683,-41.524630632923966,1
No,Other,65+,D,-31.484832341318953,D,A,D,A,D,E,-28.719387570171783,101.86702855210588,1
Yes,Homosexual,51-65,D,209.4814054803634,D,A,B,D,B,A,-249.0961442483701,41.963322612172725,0
Mental,Heterosexual,26-35,C,83.85015580828893,C,A,D,C,A,B,-144.8385693968736,-33.55323824932866,0
Yes,Homosexual,18-25,B,-65.45704804353154,A,B,E,B,A,B,12.783045415866232,-1.7127259540513837,0
Yes,Homosexual,36-50,A,-49.21421658567869,E,A,A,B,E,B,134.6073790574693,23.111975271257094,1
Mental,Other,51-65,B,-66.64112236339479,C,C,E,C,E,D,-58.12078256227069,-66.99070956714411,0
Mental,Other,26-35,C,-60.48149295250555,C,B,E,B,E,A,-15.039387175637051,28.01527260536489,1
Yes,Heterosexual,65+,C,75.49871197902242,E,E,B,C,D,C,109.93892813868558,117.07643147522879,1
No,Bisexual,51-65,C,14.632430934608633,A,B,C,C,E,A,-3.44645652264491,22.018383103801536,0
Yes,Bisexual,51-65,D,-5.950726348515458,B,D,C,D,B,B,-45.59065544844929,-61.35027527421432,1
Both,Bisexual,65+,C,23.68380959071887,A,E,A,A,B,E,86.60429836956264,44.677002578038596,1
Mental,Bisexual,65+,D,-110.47575919717512,C,A,A,C,D,A,-108.11860015403525,54.698525369940384,0
No,Bisexual,36-50,D,-61.15651144428438,C,C,A,E,A,D,59.8741998691328,-86.75454547543501,1
Both,Other,51-65,E,124.85792764417201,A,B,B,A,D,C,-50.89383997661332,-3.216570582272528,0
Mental,Homosexual,51-65,B,-109.18487064242271,E,C,B,C,C,B,-135.1965690334024,85.61158150052763,1
No,Other,26-35,C,28.17012578568826,E,A,A,E,E,B,-118.84512842075614,-168.17326343401257,1
Both,Homosexual,18-25,C,-48.25578741173793,B,B,B,D,C,C,58.242769303534516,-101.54481051165243,0
No,Bisexual,36-50,D,15.670810162048191,B,C,A,A,D,B,33.260034906113425,44.921232740717244,0
None,Bisexual,26-35,B,79.97552943657105,D,C,E,C,E,C,51.592998197948184,-171.1384350761864,0
Mental,Homosexual,26-35,A,-22.44252428623403,C,C,E,B,B,B,61.65352895281791,151.6624771697178,0
No,Other,51-65,B,38.46384256846261,D,C,A,C,D,B,-50.86350882147623,-162.35633210060033,0
No,Heterosexual,51-65,D,-58.7837235502915,A,E,A,A,A,B,-49.79519313377973,-108.3507418793922,1
Physical,Other,18-25,B,349.23087679517573,C,A,C,A,E,B,-30.70498960369451,108.5802717495609,1
None,Heterosexual,65+,C,68.05897832741718,C,C,E,C,A,D,-126.45072275664135,-81.88876680379371,0
Yes,Heterosexual,26-35,D,-10.736565716960039,A,C,D,A,D,E,-0.9822666616158996,46.08863471132641,1
Physical,Heterosexual,65+,A,23.383854141315016,A,A,C,B,C,C,10.982892482214124,52.495683045585984,0
No,Heterosexual,36-50,C,137.66154136384915,D,C,E,B,A,B,98.68498903125018,-65.77890085987303,0
No,Homosexual,65+,A,-37.41271890223777,C,A,B,B,A,D,-89.3179560399606,66.7527290005745,0
None,Homosexual,51-65,E,249.68435387706444,A,C,D,D,E,A,71.54472211981026,-26.098641681131674,0
No,Homosexual,26-35,E,-10.496590004003243,C,C,E,A,D,D,-180.42666327065783,12.456209118832637,0
Mental,Heterosexual,18-25,C,136.90066524839074,E,A,C,B,E,B,-99.12764279968177,-110.73628563055631,0
Physical,Other,51-65,E,173.271936518351,C,C,C,C,C,C,-134.58899085653798,20.33485647013266,0
Both,Other,65+,B,-9.244180095252634,E,A,D,E,E,C,106.09690464067599,108.27019344416964,0
None,Heterosexual,51-65,D,27.853942936684067,D,A,B,D,C,C,117.84071771323268,-165.85538225694776,1
Yes,Homosexual,65+,B,131.03676537349105,C,B,E,C,A,D,34.35006754469622,39.10228872879796,0
Yes,Bisexual,51-65,E,-52.72486863589159,C,B,A,C,A,B,-68.96048114721593,128.55030480768218,1
Mental,Homosexual,26-35,E,33.41107496353522,D,A,B,C,B,C,56.73971027619507,-161.39088160125158,1
Yes,Bisexual,65+,B,-189.55068502297533,E,D,E,E,D,C,112.11629819475255,-61.36050003879801,1
None,Other,65+,E,22.944564815085528,C,E,A,A,D,B,14.154906622220572,37.36665636994397,0
Both,Bisexual,36-50,A,-34.49663308268602,A,B,D,B,E,D,-30.3436167697365,27.07813212875738,0
None,Other,26-35,E,-96.87933726355628,D,C,A,D,D,A,-166.49026581882595,170.0257501596331,1
Mental,Homosexual,65+,C,-68.82271388209506,E,C,E,E,A,E,-0.6450091062469187,115.81214245503755,0
Mental,Bisexual,18-25,E,71.47200544341068,E,B,E,D,D,B,61.824732379062105,-7.697741376141823,1
Both,Other,26-35,D,-18.927485810054097,D,B,A,B,B,B,-14.824977580131304,-12.77143139035421,0
Mental,Other,51-65,B,65.35996093613782,C,C,E,C,E,E,-122.04804677948866,89.39097042375462,0
No,Bisexual,65+,A,113.82664245950762,D,C,E,B,D,A,7.154533934794786,-124.92834426344209,1
Yes,Bisexual,65+,D,50.670354613249245,E,E,B,C,B,C,4.0716254111328904,80.3520662834823,0
Both,Bisexual,18-25,A,-83.81814531558682,B,D,E,E,B,B,-72.92879524463574,-165.4276721737125,0
Mental,Other,65+,C,70.03467782724393,D,D,A,C,A,A,-22.252975859168988,115.5123673491036,1
Both,Bisexual,36-50,B,-64.63169940060675,D,E,C,E,B,C,-150.9485785370003,149.58905966084842,1
Yes,Bisexual,18-25,D,-70.57012443364417,C,C,E,C,D,D,48.095808653273906,55.16230444181377,0
Physical,Other,26-35,B,-64.05793939692886,B,C,A,D,D,D,-148.69222861442987,-42.26022938678964,0
