Nationality,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
China,65+,A,33.9629210089526,B,16.771332398208244,88.51808117123672,A,B,C,A,B,1
Brazil,26-35,D,42.789084684705024,E,-213.74265697509952,-104.00493437221947,B,D,D,D,C,1
Brazil,36-50,C,57.88066087696191,C,-21.208479491618203,24.975113387187644,C,B,D,D,A,0
Germany,18-25,A,91.80762149784935,E,-47.47093947000264,-125.03602533590292,D,B,D,E,C,1
Other,26-35,C,-15.249121614176108,D,-14.22935150810541,-19.08974625234685,E,D,A,A,D,0
Mexico,26-35,D,-47.376604069548286,C,142.68667879397765,-95.20150086822665,B,E,B,C,A,1
Other,18-25,D,89.00763437808178,D,36.51329106914141,77.3262101712784,E,C,B,C,C,1
Mexico,36-50,E,-4.561288635417013,C,46.6526722451742,-13.691672832844104,B,E,A,E,E,0
Germany,36-50,A,33.559753802617834,C,180.69708673036396,-5.009699987116136,A,D,B,E,C,0
UK,65+,B,-24.25305656051667,C,-192.4737383494763,76.36361826368322,E,A,B,A,B,1
India,26-35,B,-2.7521864476912525,D,-100.5877187056196,147.66344380380812,A,D,D,B,A,1
Mexico,36-50,C,55.011955068419496,D,92.48767336790605,-118.44121703245123,D,D,E,C,C,0
Brazil,51-65,A,85.40799039032247,D,-3.2454176921052533,-184.61256267716777,B,B,C,E,B,0
China,51-65,E,42.83585519579767,A,-20.313843283157116,-163.04066039916444,A,D,D,E,A,1
Brazil,36-50,B,-144.09095954022,D,117.79656917372496,-35.56615215381625,B,E,C,E,E,0
Brazil,51-65,A,-79.74280652224934,A,-38.07169625761239,-9.134892818287065,A,B,D,E,C,1
China,36-50,B,160.82090374490693,B,24.30454242155618,23.05656229230456,B,D,A,E,B,1
Mexico,18-25,D,-129.9602690664169,B,-6.595827493353526,96.85251942148089,B,C,D,D,C,1
Germany,26-35,A,5.395390685537835,E,77.71693195118124,8.283077665122768,C,B,A,D,C,1
UK,36-50,D,158.90824946067042,C,123.01636751614716,15.927362918314152,B,A,A,D,D,1
UK,26-35,B,-209.05067061653355,D,-105.484686516005,-69.09784063764043,A,E,E,C,D,0
UK,18-25,A,-206.54064017861114,A,-45.04280424407532,57.97427309336312,E,C,E,C,A,1
Mexico,18-25,A,32.98364859381423,D,42.036811703161874,-170.91015580146023,E,B,A,C,D,1
Brazil,51-65,E,-94.98248434817211,D,-93.85686748899971,29.258530551464233,B,D,A,D,C,0
Brazil,51-65,B,-78.53301441025519,C,-51.41497933827319,-95.1770553013402,A,E,E,D,B,0
Other,65+,C,21.51987028550409,A,51.219112713759365,-52.31078336407968,D,B,E,E,E,1
China,36-50,E,-110.17223860739878,C,54.52894179027331,-116.11659693286127,A,D,E,B,E,0
Mexico,36-50,B,126.71906465766658,D,-152.53330104159255,-107.52826682850447,B,E,C,C,E,0
Other,36-50,B,-35.16508207583951,B,154.2213371749122,4.3022680103861255,C,E,D,B,A,1
UK,26-35,A,-89.02582194624877,B,109.11009235156084,26.745547619123233,A,A,E,D,D,1
China,65+,C,172.8329565071444,D,-82.7398640401368,20.10918912392064,E,E,D,A,E,1
Mexico,36-50,A,-76.10318174570055,B,157.43370372521767,77.59553942786683,D,E,D,B,E,0
China,36-50,E,105.53527716691885,B,25.867342505800377,52.50392816421695,C,A,E,B,A,0
China,18-25,D,-35.554679033377866,D,62.9608798032707,-101.90367871081902,C,C,C,E,B,1
Mexico,51-65,C,18.37708613508429,E,-200.03345475810144,86.41297908770444,B,B,A,A,E,1
UK,51-65,A,-16.563025020893527,E,-75.95283666042937,-105.33563712718193,E,D,A,C,C,1
Germany,36-50,B,72.91660982647441,C,55.42083776300109,92.6772373916234,C,E,C,C,C,0
Germany,36-50,A,-3.1421764509185413,B,-39.66660305053054,-128.04634898999984,C,B,E,A,D,0
Germany,65+,E,-47.48288058353651,A,-106.33311551411342,-233.63106695472177,E,A,D,D,D,0
Germany,18-25,B,131.22330984897343,E,81.6819207817549,-73.73067745305723,A,B,B,C,B,0
Brazil,51-65,A,-129.68761677450468,C,-44.39305559072126,-206.19784031643337,D,D,D,D,C,0
UK,26-35,E,-11.97114843629527,E,-20.15300348487233,35.00543009977127,E,D,C,A,D,0
China,51-65,B,24.61453928266641,B,-66.17000263807984,70.44567162051314,D,A,A,B,A,0
US,51-65,C,-20.205060031919288,B,-25.039489338543703,-120.30384118891114,E,D,C,C,E,0
UK,18-25,E,16.244965189114826,D,-47.035192268828354,-41.014795219473065,E,E,C,A,D,1
US,36-50,E,-151.53413019268825,B,-10.614186012192278,45.71010216211003,C,B,D,E,C,1
Other,51-65,B,9.63953437912693,D,-7.16040053975157,-29.475187655602948,C,C,C,B,D,0
US,51-65,E,-26.627615942611683,C,-68.48888286744324,81.5222399320896,D,E,A,D,E,0
Germany,65+,E,34.09271707312444,E,128.38862972220443,46.732266915390305,B,E,D,A,B,1
India,51-65,B,8.47362945632825,E,-37.761864938908914,-147.9078238620742,E,B,B,E,B,1
UK,18-25,C,-45.14793294248963,B,28.245960668338704,30.56718704864348,C,E,D,B,A,0
Other,26-35,E,-162.30464443154077,B,20.55857941747025,-30.15722490718093,C,D,D,B,A,0
Germany,26-35,A,-10.636340180876717,A,103.10682550669608,13.839936739550346,B,D,D,E,B,1
Germany,26-35,C,-85.14828541644718,B,50.25638437632559,-173.8665240001345,B,B,C,C,A,0
Other,36-50,C,149.64720599015715,E,-47.05931908348394,97.4644889692131,D,C,D,E,E,0
India,18-25,C,11.953832197553341,B,-70.3295681756154,-124.83607045114474,E,E,B,D,C,0
India,36-50,C,-26.192946414309397,B,59.67830477405101,83.61848331865913,D,C,E,B,E,0
US,36-50,E,0.4005193592632902,D,-118.32343047480106,-194.3028446346926,D,A,A,A,E,0
Mexico,18-25,E,129.93326118454996,C,-164.10574590886768,-294.2372416034561,A,B,A,E,A,1
China,18-25,C,-86.29608354695239,A,-14.787667955049047,90.92801603090416,C,B,D,C,C,0
Other,36-50,A,-56.245683753982256,D,-1.200054598437488,-49.40537879473067,E,B,D,B,B,0
Brazil,18-25,C,150.49116789563794,A,-103.45076547359878,-101.19404277527183,B,C,C,C,B,1
US,18-25,C,-127.96025208850779,E,80.40192667279341,-106.82843641110149,B,E,D,C,B,1
US,51-65,B,-7.159762498859636,E,-140.8476076160885,-11.03536406997081,A,A,A,B,D,1
Mexico,18-25,B,-35.24816286187434,D,222.43192257218513,79.08732680860949,D,E,A,A,B,0
UK,18-25,D,62.10432494499888,E,-137.65085462085972,22.235930240851264,C,E,D,B,E,0
China,65+,D,-57.55796438266205,C,-43.37503544664844,117.76178486999937,D,A,A,E,C,0
US,36-50,D,-92.86104833121311,B,37.83054661871517,41.03927352847306,E,A,D,D,C,1
India,18-25,D,-39.89655978182697,C,-9.102590094145054,-182.96069127414845,B,A,B,C,B,1
Other,51-65,B,-62.10960103112014,B,-91.32813459822405,16.90899894187167,C,D,B,D,C,0
US,18-25,E,-13.011164380107406,C,-169.13073362157965,-142.73449302891567,B,C,D,A,A,0
Mexico,51-65,A,-147.9958912266278,B,18.64787495339346,61.03162957520802,C,E,D,A,B,1
China,26-35,A,-81.0473167709442,C,150.9484822552595,12.049320569044292,A,D,E,A,D,1
Other,36-50,D,34.26328007219113,B,62.00167261699432,-178.91603811113242,E,D,B,B,B,0
UK,26-35,C,-4.355572723450307,A,-36.13566651690529,9.675835846664153,B,B,E,C,A,1
UK,26-35,A,173.2417810200926,C,66.21186377755076,-96.1709752005011,A,D,C,B,C,1
US,36-50,A,-100.54249788206644,B,20.540354166699405,-204.79119742099755,E,A,B,D,D,1
Other,18-25,A,142.22715329584148,C,15.71338984536019,54.19512390317218,D,D,B,D,A,0
Mexico,18-25,E,96.17103710943263,A,-88.2739268223006,-142.2138740143371,B,E,E,C,B,1
China,65+,E,157.11846947466228,E,-66.18722965822683,-30.97126119763004,C,C,B,D,E,1
Germany,36-50,D,-76.52965580348327,B,-12.833531852011932,36.93593071848878,A,E,C,E,E,0
Germany,26-35,C,16.58004575619637,A,56.59193192066264,-18.27802194615655,E,C,C,D,D,1
India,51-65,A,29.060931046130094,C,-53.873405358530945,74.29844410327101,B,A,C,C,D,0
Mexico,65+,D,113.09241198775939,D,-21.281678612084253,57.17913431134703,B,C,D,C,A,0
Mexico,65+,D,-104.54502155519488,E,139.545152193484,-61.434397295537714,B,B,D,E,B,0
UK,36-50,C,93.39549837550166,D,-100.52324669966235,-121.72818126221773,E,C,D,C,D,0
Brazil,51-65,B,120.47573506207128,B,51.54013587660692,-224.15076768456265,A,D,B,B,C,0
US,36-50,E,184.7918100493475,A,-117.30666446074933,-7.786553083687576,E,E,E,C,A,0
UK,65+,A,-74.54739997919798,A,-25.064065638601978,161.11214167837505,A,A,C,E,B,1
China,51-65,E,106.73210245035871,B,-61.09029022969269,116.9426043608136,E,E,D,B,C,1
Mexico,51-65,A,27.947631054006767,C,-68.56456478006947,97.16290323992737,B,A,C,E,C,0
Mexico,51-65,E,-28.82579174898326,E,-45.26306695605665,271.06792491318197,E,D,C,B,E,1
US,51-65,C,1.2366878163544226,C,98.80800433582559,-30.484239154678423,A,A,A,D,D,1
India,65+,E,-28.345477769864424,E,16.661736295405042,43.95524428914265,C,B,A,E,A,1
China,26-35,C,-47.64386722679825,E,77.58976127609786,37.94049529269482,C,A,B,C,B,0
China,51-65,A,37.77955662005961,E,-109.26752644927437,125.72146482995336,A,B,B,C,C,0
India,65+,A,260.42192916399085,B,-43.95658153074468,37.03500763138044,B,B,B,E,D,0
China,18-25,A,-24.600076213694084,C,-84.18274449153029,25.30704785026725,B,B,E,E,A,1
UK,18-25,D,-33.89332765358474,D,52.72776645510439,26.232352067547865,A,D,B,A,B,0
Brazil,18-25,A,68.67598531651063,B,15.640510040573771,30.54379322239794,B,A,B,E,B,0
Germany,36-50,A,-135.2712325419036,A,160.70173276407914,74.94596158263582,A,C,D,E,D,0
Germany,51-65,E,82.56100633877266,B,-116.89111067081568,-26.670402315454034,D,D,E,C,C,1
Germany,26-35,E,-52.672744458116405,C,-92.04732269403434,15.049377538531342,C,A,D,D,A,1
Mexico,18-25,A,13.341954841654522,A,-3.7249574899261306,134.75321691585853,C,C,C,B,A,1
US,36-50,A,95.50769110708835,E,-163.77330535556322,169.9424154085437,E,A,C,A,B,1
India,18-25,B,83.39294350903685,E,130.7043824837949,-75.9430751062166,D,D,A,E,C,0
Mexico,65+,A,-43.00417134411546,E,14.85434721178209,8.965687485736382,C,C,B,B,E,0
Mexico,51-65,D,98.39450569866318,E,-42.71198873225628,127.64018190866993,C,C,A,C,C,0
Germany,65+,C,-102.83087212700335,C,33.079174235452015,33.85546399363532,C,D,B,D,C,1
Germany,26-35,C,153.45757947835412,D,2.8149558944658843,99.97441884596147,E,C,A,D,C,1
India,26-35,D,-182.10815558629994,E,-158.28240769141445,-22.68960695621481,C,D,D,A,A,0
Other,18-25,D,-164.03921215112257,A,90.70952906860664,59.75327266524968,A,A,D,A,B,1
India,51-65,D,50.9448320749459,C,104.36008608215879,86.02836794766327,B,C,B,A,C,0
India,26-35,A,-22.373791438455985,E,-18.753029507565305,131.77211698675654,C,D,C,C,D,1
India,36-50,E,-92.35112321478961,B,81.12810234198106,100.48834829356994,A,E,E,A,A,0
UK,51-65,B,123.35671199925262,E,-105.2767272501669,67.34235044606982,B,E,D,B,B,1
India,65+,C,-39.44963859570703,B,152.20564902181292,-76.69676347531237,A,B,B,E,C,1
China,18-25,B,-58.18579922973246,E,0.864861303642666,61.82015622906243,B,A,D,A,B,1
India,36-50,D,180.7338546472571,A,-52.8854822679642,200.43328330418055,B,E,D,D,D,1
Mexico,65+,B,13.577513091116991,C,19.505361241689123,9.757742970081726,B,D,E,D,A,1
China,51-65,E,-149.08321894380856,E,-60.333640690877964,-13.776828749977355,D,C,E,C,A,1
India,18-25,E,-19.525754091184982,B,73.26285658491048,69.593705650524,A,D,C,B,E,1
UK,26-35,D,-166.5473010721801,A,-147.36031925555488,92.65996767506289,A,C,D,D,A,0
China,51-65,B,-58.7690436810662,A,70.4649065844601,100.91476341134234,E,A,B,A,C,0
China,18-25,D,38.07325212021026,E,-159.06022680248867,-143.6241527893403,C,C,E,E,A,1
India,65+,A,126.10334287508994,D,101.64306952699897,-22.594006176355673,C,C,D,D,E,0
Mexico,26-35,B,-59.26706505493298,D,24.253778556359624,-5.031743690419031,B,C,C,D,E,0
UK,65+,A,-54.17932164287211,C,20.642056605797574,-7.0907141715241675,E,B,A,C,C,0
Germany,65+,C,43.383181506655106,A,187.52005985218568,-90.95481674944284,B,E,D,C,B,1
UK,65+,B,147.8626005609728,D,195.6713989872221,16.161308638802087,D,D,C,E,D,0
Germany,26-35,B,-21.518672564752123,D,12.578369412376189,102.9128393430768,E,C,B,C,B,0
Germany,65+,E,-217.78338250457492,C,64.29649128728767,-159.81796571795402,B,B,A,D,C,1
India,18-25,C,126.81283174936794,C,103.46975411892862,89.3896464541455,E,C,E,D,C,0
Brazil,26-35,B,4.958687783341864,D,-11.067134592421759,75.74278952798115,B,A,E,D,E,1
Other,51-65,A,-26.34432403860158,C,-28.928178804881078,42.5031656887339,B,C,A,D,A,0
Brazil,18-25,B,-62.29162133762055,A,78.05979617364231,-67.1105286556297,E,B,C,A,E,0
UK,65+,A,102.32846083570625,B,-115.2616895655989,73.41159639054045,B,E,E,C,D,1
Germany,26-35,D,57.57782880807147,E,204.4162947167381,112.5239212745236,E,B,D,D,D,1
Mexico,65+,A,-77.34798582795915,A,-50.53396409156188,138.83616994825317,C,B,B,A,C,1
Germany,26-35,D,-24.86225660484244,D,-58.65538921969541,-22.943237103853633,D,B,C,D,A,0
UK,65+,D,15.283751370829613,B,34.48191544506093,-139.92849779342387,D,A,C,E,C,0
Mexico,18-25,D,70.44830310507172,E,-116.95625786725854,67.85118418513643,E,E,D,C,C,1
China,65+,A,-25.875028797980537,B,50.313535137997725,-48.91601695058438,B,C,E,C,B,0
Mexico,18-25,D,102.94885279418952,B,37.528921891556536,9.154106631056905,D,A,A,C,C,0
Mexico,36-50,C,105.42624402170955,D,23.93909817864358,-138.2200719129313,B,E,C,C,A,1
Other,26-35,A,-158.13088952004034,B,31.9018581879712,64.50420720709278,B,E,E,C,C,1
Mexico,36-50,D,-42.202953132080395,E,-30.06384213150588,111.90809597513412,B,A,B,A,B,0
US,65+,D,41.444132656068255,E,-91.58717709092076,-122.96195875225824,A,E,C,A,D,0
UK,51-65,B,-65.85525373638669,D,49.50861681147104,-74.91561642515788,E,B,D,C,E,0
India,36-50,B,-45.02909327184122,A,73.75706634249775,-31.916569068633134,D,C,D,C,B,1
Brazil,36-50,E,215.5755785134455,E,-15.643559864315232,70.6242656491182,C,E,D,E,D,1
Other,26-35,D,-37.16316490007478,D,-84.43063754778825,-23.244665629371244,A,B,B,C,D,1
India,65+,D,128.51833119129324,A,-59.33175126401341,-8.94991435923399,E,E,D,A,B,0
China,36-50,A,175.4037181763545,B,68.10550463535488,26.569045912362103,A,C,B,E,B,0
US,26-35,E,-114.6743329289353,B,-113.7697144715583,8.38632808694579,B,E,E,A,C,1
India,51-65,D,60.82445501198278,C,66.84397494013263,-19.924912958410953,D,A,B,A,E,0
India,51-65,E,189.0967448473319,E,93.64912060036217,-61.05561797828134,C,D,C,B,E,0
UK,65+,A,16.269906039337634,D,-27.86696968363635,-74.82872859329439,C,A,C,E,A,1
Germany,36-50,D,-2.5383291883159576,A,14.351668001505056,4.209865457160052,A,E,C,B,D,1
India,36-50,B,-67.43363761935316,B,62.044794754418135,60.06695977820509,C,B,C,A,C,1
China,51-65,C,-128.73311990667852,C,74.39213954122852,11.90526910718432,B,D,C,B,E,1
India,26-35,E,-122.56466450571237,B,13.273701194175871,135.18563550228743,E,B,E,A,E,0
Brazil,36-50,C,7.0599708504846745,D,92.30307793748456,19.40370769414111,E,C,D,C,A,1
Mexico,18-25,D,28.382933890978514,B,-116.25618268606593,164.53281498769087,B,A,B,C,B,1
Mexico,65+,C,17.844413317198242,B,-51.64060200007754,213.71708859622947,B,E,E,A,A,0
Other,65+,D,-6.702621373279348,B,164.71383650857535,-125.18271786157828,C,E,D,B,B,0
Germany,51-65,B,-120.58808632953388,B,36.493302000546336,68.4021252013715,B,A,E,D,C,0
Mexico,18-25,B,-108.96860289480361,B,-25.652515962825323,195.18173603650243,C,C,B,A,B,1
Brazil,26-35,B,-87.81899697037643,D,-104.90414811761248,-60.931105510349305,D,B,B,B,B,0
China,36-50,A,91.33872577695394,C,-103.63401089732345,106.86155110352121,E,E,B,D,A,0
Other,65+,B,-111.05581815392411,D,65.33737555115174,-200.21845665755615,B,B,D,E,B,0
Germany,36-50,B,55.75964506289179,C,13.648193548531212,62.70360248019317,A,A,C,E,A,1
UK,51-65,D,49.677145878425684,C,109.83024679402895,32.83208369587019,B,D,D,B,C,1
Brazil,36-50,D,-10.508822276873882,C,-122.95047475542027,69.6820459096536,A,D,C,A,E,0
China,26-35,A,-3.4979744143268072,B,-170.34813381536412,-181.81016998801783,E,B,C,B,A,1
Other,36-50,D,-132.05514818924846,C,29.64601501056336,195.12198166365545,D,B,B,B,B,1
UK,18-25,A,71.12009709020116,B,-99.85755569229897,228.850553534846,D,B,B,C,B,1
China,26-35,B,-44.68305634493962,E,117.7689981867029,-78.22608718595099,C,C,A,D,C,1
Germany,36-50,B,-31.547019647705604,C,124.447948179413,84.84899934398136,E,A,D,B,E,1
US,18-25,B,33.433486302750445,D,-10.083225999987897,-153.00338617328728,E,E,C,C,D,1
Other,36-50,B,-92.78974146217313,C,-122.17775194681222,6.624754126753664,B,B,A,A,A,0
US,36-50,C,122.59755893801439,A,94.84817872997424,15.607855669872972,E,B,A,B,B,0
Brazil,36-50,C,-56.676405916260855,C,-37.38214093483272,69.27209484054535,A,E,A,A,E,0
US,36-50,D,59.63654570139616,C,-115.87203037466986,91.7606318515463,B,B,B,C,B,0
Brazil,18-25,D,-105.35473673234948,A,29.551827202798876,-128.06089533709957,E,E,D,B,C,1
India,18-25,C,-37.96836911919382,E,-51.19685979945498,-60.23380824813922,C,A,C,E,D,0
India,65+,D,-66.09983883090634,D,-158.33179103470735,-44.30899001681214,E,E,D,D,B,0
India,65+,E,4.865822313209479,D,24.630600126535054,-1.3645775739430104,E,B,B,E,A,0
India,36-50,E,46.168684422058234,B,42.37045244366571,72.04661940405126,D,E,B,C,C,0
Germany,51-65,C,98.90883356523845,C,-34.89444275310202,84.99800465051635,C,E,B,E,A,0
UK,65+,B,96.18717344406292,E,-138.17093548791212,28.25477848304356,E,B,E,C,E,0
China,36-50,A,-21.741719422389508,B,-62.84896266882042,95.29752004431515,B,D,B,D,A,1
Germany,26-35,B,86.73185256975829,E,-165.02602800414758,-3.912228265883226,E,D,C,A,A,0
UK,26-35,A,-89.82070168239686,D,-92.59578065473673,162.53979962893362,E,E,D,D,A,1
Other,18-25,B,-54.6689850908771,B,-136.92339124412268,119.20328348688622,C,C,E,B,D,0
India,36-50,A,-16.94538449428452,E,-77.63183866404061,110.12216059279199,E,C,D,A,B,0
Brazil,36-50,D,-21.331258508448467,A,-40.22364289242969,27.156752161964125,D,A,D,E,E,1
UK,36-50,C,-57.145734101554645,B,-85.43329251296664,-123.7243664422999,A,A,E,B,D,1
UK,51-65,A,59.57317253667376,E,-104.46163166771545,-101.8046324814787,B,B,E,E,C,0
US,26-35,C,188.79064877702731,A,1.7486722485059507,79.81213305689758,A,C,B,E,A,1
Mexico,26-35,D,-208.15857685600713,C,-29.980292810484045,-54.05415221169818,E,C,E,B,B,0
Germany,51-65,E,121.20646623464661,D,-13.057043767534108,59.52712816279595,D,B,A,A,D,1
Brazil,65+,E,90.40562410133765,A,36.03016800665765,52.62181944901529,B,B,C,B,D,1
China,18-25,E,-40.93007222038346,D,64.10343989757018,117.290609939371,A,E,D,E,B,1
India,65+,C,-102.19313251642852,C,99.65884014814336,142.52277209361264,B,D,C,E,A,0
China,26-35,B,-131.58527400081977,B,-176.71737973467444,73.07533488309758,D,B,B,D,D,0
Brazil,51-65,E,-177.26593438367587,A,-120.01868980266615,-148.90873720051087,A,E,A,E,E,1
Other,51-65,D,-4.108925766849401,D,-163.98940683447373,-19.170477506618283,C,C,A,E,E,1
US,26-35,D,-8.468889473933741,A,-11.800816170411863,-51.8047510570009,B,A,C,B,E,1
Mexico,36-50,B,149.59798864386096,B,-2.1249811385134145,-19.252395015034555,A,C,A,B,E,1
India,51-65,A,74.89221678298645,C,138.54822592548507,258.79317865250044,E,D,A,E,C,0
Mexico,51-65,A,186.301884733658,E,-24.69273823231267,36.33712516097546,E,D,A,B,E,1
China,51-65,D,62.84613790893573,A,-141.88765405877663,201.41608802260237,B,A,D,C,B,0
Mexico,65+,A,125.71103446693894,C,-300.48315591743034,108.92265423931993,E,D,D,D,D,0
Mexico,26-35,C,-70.31591117044381,C,-12.876486557211313,-27.641795332505847,B,B,E,A,B,1
China,36-50,D,-129.70835756968532,B,-36.562810062341796,-74.04137471468799,B,B,D,D,C,1
UK,51-65,E,-137.4702194690905,C,-115.43582912703008,-65.69142894125336,E,D,D,D,B,1
Mexico,26-35,C,9.382796737554363,E,98.7233076949738,75.55841198090374,B,B,D,D,A,1
Mexico,18-25,B,-35.729480858725125,E,-38.8873760130167,-32.44135293904419,A,D,D,E,B,1
India,65+,B,125.43191001874084,D,6.525583139933963,142.08244365298341,B,E,B,E,E,1
Mexico,26-35,D,-69.37788438504788,E,17.544034122789675,-12.074457627515217,C,D,D,B,E,0
China,65+,A,19.36538590288044,C,36.12013604672277,-57.44674866636266,C,D,B,E,E,0
Mexico,26-35,A,13.950279819733344,D,22.89257577051245,144.34423138343325,C,A,E,E,D,0
Other,51-65,B,-72.08951250015217,C,32.969078246871064,-71.82046611593155,B,E,D,A,C,0
US,26-35,B,-97.90675883724576,D,71.93827720040161,31.807283630003695,D,A,D,B,A,0
China,26-35,E,-238.3382205924127,C,-41.969848192062436,74.9031780337731,A,A,C,B,E,1
US,26-35,E,-123.23248572075558,B,-105.4206866890676,-110.26589061800236,A,E,E,C,B,0
UK,18-25,C,-59.958306731782784,E,-39.75617436651792,118.10934134986628,D,A,B,C,D,0
India,51-65,D,72.37029189035262,C,146.51969358060904,-58.12094793731778,A,B,E,D,E,0
Other,18-25,A,95.17500483703634,C,92.30416664325058,164.39455402413415,A,C,C,D,E,0
Other,65+,D,-122.3094730014276,E,106.11965175487666,23.397505321447834,D,E,C,B,A,0
India,26-35,D,-16.98912080558123,D,-35.90686192412774,-29.805259079370344,D,C,D,E,A,0
Brazil,18-25,E,-41.17389955110028,A,60.1230039761123,-81.99440808249447,E,C,E,B,E,0
Germany,65+,E,28.998645472919932,E,-108.12259839105572,-116.49729274444563,A,D,A,A,D,1
India,36-50,C,176.50119081107894,B,-68.760764236212,35.57039923572331,D,D,C,E,C,0
Other,51-65,D,-11.595019543958877,E,-17.19492417682803,-3.297459168709798,A,B,C,A,C,0
Germany,26-35,C,155.9892906580323,E,-39.43358726000058,63.36078244635698,E,B,B,A,D,0
Other,65+,C,-117.21626185910483,D,139.05401411305738,44.99580043368663,C,A,A,B,E,0
Other,18-25,E,88.90044629724636,B,205.51013867210003,40.98388467424666,E,E,D,A,D,1
US,65+,B,46.90538142742171,C,31.07771407797431,21.3414845672562,C,E,B,B,D,1
Germany,36-50,C,152.6782061001609,E,2.406684147054465,-43.8048070033602,E,C,D,E,B,0
Mexico,26-35,C,-11.62741424572125,A,-142.39779972637595,-86.90390560627536,D,C,E,C,E,0
US,26-35,D,-17.445623788191156,C,-66.70236151229766,163.61445858362546,B,A,B,E,D,1
US,65+,C,-81.01267903610567,C,0.5896343629299413,183.71336690412625,E,A,C,C,D,0
UK,51-65,A,199.2236322778552,D,-167.77176683050908,53.81104759232967,B,C,C,A,E,0
Brazil,18-25,C,-68.14043939348629,C,-116.33101119572436,-32.2590509391619,E,A,B,E,E,0
Mexico,26-35,B,-66.16562487969907,B,-62.96274935309254,175.16275736841857,D,E,C,B,A,1
Other,51-65,D,29.74760153544791,A,-28.742918648029935,33.69100375349443,C,A,C,D,A,0
UK,65+,E,-49.57397322437833,D,46.92317579505089,-170.83869707615273,E,B,B,A,C,0
US,51-65,E,64.73287972031726,B,-55.81963125205226,-217.91359398991196,A,D,E,D,B,1
Brazil,36-50,A,-57.66845584257455,C,37.75045710168853,-188.37623900059018,C,A,E,C,A,1
US,65+,B,-24.348734842424317,C,44.205307727766176,94.84571100983568,B,C,B,C,C,1
UK,26-35,E,128.85168889663913,C,26.097959431379437,-71.3303464858975,C,E,A,D,D,0
Brazil,65+,D,-199.60858785440993,C,-24.887320050094214,60.260828791367885,B,A,E,E,A,1
Mexico,65+,B,-49.87827821432568,D,136.9777103614942,-32.13176405788575,B,A,A,D,D,1
Mexico,26-35,E,8.628901294189442,C,-128.90134158442063,44.51560436486543,B,E,B,B,B,0
Mexico,51-65,E,48.29615492937564,C,46.43947582208328,118.16784242492606,A,E,C,B,A,0
China,18-25,A,87.20105730783165,E,141.53249440944066,52.46577085846553,C,D,B,A,B,0
Germany,36-50,C,146.48333020137062,E,-143.33173319183996,59.93416744233049,A,E,D,E,C,1
Mexico,26-35,D,36.27467805164618,B,44.120092772092164,-33.86208912547489,D,D,E,D,B,0
China,51-65,B,11.626570180308388,D,36.69190553101162,110.18769008877611,E,C,D,E,B,1
Other,51-65,C,132.74924085359322,C,-80.98811721363087,-0.8073169228354126,C,B,C,D,E,1
US,18-25,A,35.02518450131464,B,27.513893149881575,-144.32894584360133,A,D,C,B,C,0
US,18-25,B,34.56089741513955,D,-159.246260968776,51.31495249883421,D,D,D,B,E,1
Other,36-50,B,88.57780229465065,B,29.231697105979986,310.0608067165574,C,A,B,D,E,0
US,26-35,E,36.091243266519214,C,100.20325121311949,283.2293567232752,D,E,D,A,B,0
Germany,36-50,A,-208.9035922644831,E,-5.6353142257496,-75.22645535483629,E,D,B,B,C,0
Brazil,36-50,C,63.55313531690571,D,35.98397808675028,85.50681913325003,A,B,E,B,B,0
Brazil,26-35,B,103.05555025981414,A,123.0242835032498,126.60221149095914,E,B,C,A,B,0
Mexico,36-50,A,-56.591494842192155,E,31.400499227574674,-2.8542596221592453,B,E,E,D,C,0
India,65+,A,-96.08712556715845,E,-99.11589183535389,-16.538514209886156,A,A,B,A,A,1
Other,18-25,B,53.370099480663036,B,-211.83609646075098,101.41787210970101,B,E,A,A,B,0
UK,65+,A,72.05860461620335,A,-134.4327684539232,-109.32406560748235,D,E,C,E,B,0
Brazil,51-65,C,29.742369444102483,C,34.388795328021295,-134.53007055377216,E,B,E,B,B,1
US,65+,D,10.187654451927322,B,111.41706111410991,87.97139981928481,B,B,B,B,C,1
UK,18-25,E,113.66751150350942,A,-38.47747466950657,130.98951254633678,A,E,E,A,E,1
China,36-50,C,153.20350737233647,D,-129.00850815338148,147.0064092790061,D,E,C,C,D,1
US,26-35,D,-122.85925175952465,D,-44.81259985374674,170.73718953076894,E,E,A,D,B,0
China,36-50,D,102.30994108002545,A,-52.73064841968495,159.35713564026887,B,D,E,E,B,1
China,18-25,B,15.681283154332604,B,54.23268465346042,-22.4664040830312,A,B,C,D,D,0
Other,26-35,E,-120.52581493848946,C,-35.403882156615,145.58926173191597,C,A,C,E,A,1
Brazil,51-65,D,-59.955930832734495,A,116.1339548633364,-27.06388918856725,A,B,D,C,A,0
Brazil,26-35,C,-147.33602683955846,B,-41.73612679824743,-134.14977593507666,C,E,A,D,B,0
US,18-25,C,-85.81046219610415,B,-45.82272730489086,-37.23311014117544,E,A,E,E,B,1
India,18-25,C,-50.785010467888625,D,113.99868759682539,-11.745360829243065,E,A,C,A,B,1
US,18-25,D,-157.5676336433738,E,10.926305038888277,-98.37264895492223,A,B,D,C,E,0
