age,disability,gender,feature_0,feature_1,feature_2,feature_3,feature_4,target
55,Yes,F,E,91.36011061273904,D,A,C,0
20,Both,M,C,67.66890363359099,B,A,B,1
38,Mental,Male,E,218.5340420528451,B,B,B,0
27,None,Female,D,-55.17295992626635,A,D,E,0
56,Mental,Other,E,81.09010763532255,E,E,C,1
62,None,M,D,-19.385015659215245,C,E,B,0
27,No,F,D,-28.033026090589026,E,C,B,0
55,Mental,Male,E,-81.09622208838739,E,D,A,1
61,Mental,Non-binary,D,-97.223872990722,E,C,C,0
57,Physical,M,A,102.09710707561463,E,B,E,0
79,Yes,F,B,-184.6844160205121,D,D,A,0
69,Yes,Male,E,-201.4024868320522,D,E,C,1
21,No,M,A,-60.52927420995999,B,D,B,0
26,None,Female,E,104.20301862359722,C,C,E,0
68,Yes,F,C,-102.2670460038774,C,C,A,0
18,Yes,Other,C,24.79221563703007,E,E,D,1
49,Mental,Non-binary,C,91.25711555002154,A,A,B,1
70,Yes,Other,A,9.4845168629016,A,D,E,0
71,Mental,F,E,-119.38967923695887,A,C,A,0
24,Both,Non-binary,C,118.69638689302518,B,E,C,0
40,Yes,Non-binary,E,43.19123040335393,A,D,C,0
50,None,Non-binary,C,-99.65784550615486,D,B,B,1
43,No,F,D,-125.95903269317678,C,D,B,0
45,Mental,Non-binary,B,121.3133645964165,D,E,E,0
57,No,Other,C,-79.55036412437391,D,A,B,1
50,None,Female,A,108.26971230325564,A,E,C,0
22,Both,Female,C,159.5533786300543,A,D,B,0
73,No,F,E,-125.98181415258742,B,D,E,1
70,No,M,D,-162.25595193712712,B,C,D,1
32,Mental,F,B,-110.06500913391979,C,E,B,0
45,No,Non-binary,A,-26.54420002623385,B,E,B,0
63,Both,M,E,-17.76927368128337,D,A,E,1
29,No,M,C,57.43545425685854,C,C,A,1
34,Physical,Non-binary,B,50.12432587760921,C,C,C,1
61,Both,F,A,-202.43238612162364,E,C,A,1
49,Yes,Non-binary,A,-175.8563077526004,C,D,D,0
48,Physical,Other,A,6.551307494461353,D,C,B,0
33,Both,M,B,113.38133508149045,E,E,D,0
70,Both,Other,A,75.16811653422998,A,B,E,0
22,Mental,F,D,-83.51514921822906,A,B,B,1
65,None,Other,B,127.50173042022885,A,A,A,0
73,Physical,M,C,92.42173315262782,A,B,E,1
59,Both,Non-binary,A,-85.88137490044836,B,C,A,1
51,Physical,F,B,-142.90216303024965,D,C,A,1
46,None,Male,E,-84.67127041860043,B,A,B,1
28,Both,Female,D,37.682442570770164,D,E,C,1
53,Both,Non-binary,D,-7.51994339178886,D,E,E,0
28,Both,Male,D,33.75767591162611,E,E,C,1
52,None,Other,D,-42.35266999086764,C,A,E,0
24,Yes,M,E,3.0852480275759087,A,C,A,1
79,Both,M,A,3.5852181420330593,B,A,A,0
60,Mental,Non-binary,E,157.59340775500078,C,A,C,1
27,Mental,F,E,134.26208375779285,C,C,A,1
31,None,Female,B,-83.2665491081421,A,C,B,0
53,Mental,F,A,-34.26696429990999,C,B,E,1
41,Both,Male,C,100.5990177862758,B,A,B,1
47,Both,Male,D,-13.975946756794636,D,C,E,0
42,Yes,M,A,139.94787732930092,D,B,E,0
69,Mental,F,A,93.20788629813256,A,A,B,1
76,None,Other,B,-39.31072921548398,D,A,D,0
30,Physical,Other,A,-132.66310865195788,B,A,B,1
65,Physical,Male,D,-76.20436107539004,D,A,D,0
56,Physical,Other,B,178.0183478063044,B,A,C,0
28,Both,Non-binary,C,-141.8099662853873,A,D,C,1
27,Physical,F,A,-23.11203134538817,D,D,C,0
35,None,Other,B,-22.233061235340077,D,B,B,0
26,Both,Non-binary,C,-26.519738672961434,E,A,A,1
55,Physical,Non-binary,E,22.871614360515576,E,C,C,0
34,Yes,Female,B,55.43294356010997,D,E,D,1
78,Both,Non-binary,A,83.5122003618654,B,C,C,0
21,None,F,C,136.32087929656305,E,C,C,0
61,Physical,M,A,105.12086463019644,E,E,D,0
48,None,Other,E,-30.641909436716304,E,C,E,0
31,Physical,Male,C,-162.3464628156426,B,B,E,1
46,Yes,F,A,5.989851977290868,A,B,C,1
60,No,Other,D,107.69423229414818,B,E,A,1
46,None,F,D,-78.0252205933791,C,D,A,0
53,No,Female,C,100.98898362822585,A,C,C,0
55,Yes,M,B,-27.83625691731914,D,A,A,1
68,Yes,M,E,160.51377606412714,C,D,D,0
34,Yes,Other,B,29.193184443261465,C,B,D,0
44,Yes,F,E,66.77476039082431,B,C,E,1
25,Mental,Non-binary,C,-9.904475686076104,D,A,C,0
72,No,Female,B,-245.17325105581648,A,E,D,0
32,Both,Male,A,48.347346311537045,D,A,A,0
61,No,Non-binary,E,74.78502662860978,E,B,D,0
37,Mental,Female,B,-108.462644953655,B,D,E,1
34,Physical,Male,B,-7.667296213572106,A,B,D,0
26,Both,F,B,-219.41159372606685,C,B,B,1
38,Mental,F,D,94.18328418235123,E,C,D,1
29,Both,Non-binary,B,102.47256854463322,D,E,D,1
62,None,Female,A,43.46164559801073,B,E,B,1
23,Both,M,D,-59.164079461082885,D,C,B,1
79,None,Female,A,-116.36541131899176,B,C,B,1
56,Mental,Other,A,-186.7561200529364,B,A,D,1
34,Yes,Female,A,-72.53884508892104,A,A,E,0
64,No,M,C,-26.560440319025354,B,A,D,1
74,None,Non-binary,D,169.81346006290238,A,D,E,0
67,Yes,Non-binary,E,28.76905546890746,B,E,C,0
67,No,Male,D,-143.03623973108978,E,D,C,0
27,No,Male,C,-152.23826533544263,B,D,E,1
63,Both,Male,A,22.574955562738737,B,A,E,1
48,Yes,M,B,105.3353719552782,E,C,A,1
27,No,Female,C,162.4478798861825,C,E,C,0
52,None,F,E,-112.05628447164338,E,E,B,0
35,Mental,Other,C,258.6085038079441,D,D,C,0
62,Physical,Other,A,-49.751775062158366,E,E,D,1
43,Yes,Male,B,-4.278198283172287,D,B,C,0
20,Both,Male,A,-139.74001514714257,E,C,A,1
77,None,M,B,11.109026737032334,C,A,B,0
76,None,Other,A,95.11746259120795,D,A,C,1
48,No,Male,B,-197.9839459152025,C,D,B,0
72,Yes,Female,B,-80.16551665475596,E,C,D,1
25,None,Non-binary,A,131.75455125353204,A,B,E,0
29,Both,Female,B,43.67075311017374,C,B,A,0
32,Mental,Male,B,115.9889001273305,A,D,E,0
50,Mental,F,E,29.427908870047403,E,E,A,0
38,None,M,A,19.373338224814116,C,E,B,1
55,None,Male,D,-114.65466426691601,E,A,A,1
18,Mental,Other,E,32.22527391104742,C,E,C,1
35,None,Other,E,-14.029944036666825,A,B,C,0
34,Physical,Other,C,-55.88270324549809,C,C,E,1
50,No,Female,B,59.226233904701054,A,A,A,0
37,Physical,Male,C,42.62690664148126,D,A,A,0
38,Yes,F,D,61.39778393166399,E,E,D,0
66,Yes,Other,A,115.22064717069635,A,B,B,0
53,Yes,Non-binary,D,4.737809663665889,C,B,D,0
51,Mental,Other,A,23.62030165898214,E,C,E,1
30,Mental,Female,D,77.52832393035126,C,E,E,0
49,Both,M,A,-16.925414624693666,C,B,E,0
32,Both,M,E,-26.7659008902437,B,B,D,0
76,Physical,Female,B,-43.095414819786946,E,C,A,1
38,Both,Non-binary,C,-80.0898742667738,E,E,D,0
59,Physical,Other,D,62.704739655210474,D,E,A,1
29,Both,Male,E,-22.04964367174463,B,E,B,0
65,Physical,F,D,-244.91321385596564,C,D,E,0
37,Physical,F,B,126.28431636695237,B,D,A,0
27,Both,M,D,-17.223534752790513,E,D,C,1
43,Mental,Female,D,-121.0450633789862,B,E,B,0
21,Both,Female,B,177.75350320319004,C,B,E,0
19,Physical,M,B,-13.499038535820123,D,D,C,0
51,Yes,Non-binary,D,-6.123775584470495,D,D,E,1
47,Both,Other,E,102.4788806433403,B,B,C,0
38,Yes,Female,B,-128.73315427351108,A,B,C,1
73,Yes,M,A,9.107988280996652,E,B,D,0
68,Yes,Male,E,75.03120005779334,A,B,C,0
73,No,F,E,91.04157049579781,B,A,E,1
34,None,Other,A,-0.23440931758050504,E,A,C,0
55,Mental,Other,E,-127.01687446166434,D,E,B,1
51,Physical,F,C,-97.16205233564473,A,E,B,1
75,Yes,Female,D,-96.73810844519542,E,A,C,0
72,Yes,Other,E,-70.42719381782142,D,E,D,0
70,Mental,Other,E,-39.19240389145496,C,C,A,0
75,Both,M,C,-31.204628862684807,C,D,D,0
36,Mental,F,E,24.000021499777898,B,C,B,0
22,Physical,Other,B,-108.72936357447864,D,A,C,0
74,Mental,Female,E,-45.29444917634544,D,C,C,0
55,No,Male,E,75.92861366414641,D,A,E,0
29,Mental,F,B,-188.9692090314769,A,B,D,0
28,Yes,Other,E,32.48175079354546,E,B,E,1
66,None,M,D,-149.07308363164776,D,C,A,0
29,None,Non-binary,A,-24.73736893414343,B,C,D,0
33,Both,Female,B,-23.612739873549522,E,D,C,1
74,Yes,Female,D,-13.876246268571164,C,B,A,0
70,No,Other,B,-52.28948046987737,A,C,C,0
52,None,Female,D,39.74064616391851,C,B,A,1
24,Yes,Female,E,16.5750668671307,B,A,A,0
26,Yes,Other,E,-105.13653321937764,D,C,D,1
45,None,Non-binary,B,180.17860905921538,E,C,C,1
54,Mental,Non-binary,E,-218.7384022094399,C,B,C,1
67,None,M,C,7.255965449468015,E,D,A,0
25,Both,Female,A,-50.36752204179755,C,B,E,1
36,Mental,Non-binary,E,-19.722003301462905,D,C,C,1
65,Yes,Male,B,47.95769281410067,D,B,D,0
79,None,M,C,-118.91880197135652,C,B,E,1
30,No,Female,C,-29.18311169155332,D,A,D,1
43,Both,M,E,147.1428357620039,A,A,D,0
38,Yes,F,C,-0.301520256101657,D,E,B,0
33,None,Other,C,-16.143539551347473,A,D,B,0
24,Both,M,C,-50.31618302393508,A,B,D,1
78,Physical,Non-binary,B,-78.52196377510946,D,A,A,0
30,Both,Male,D,63.67145366013611,E,A,B,0
41,No,Non-binary,D,8.480864391477413,B,C,E,0
62,Both,Female,B,100.71012124392315,E,B,C,0
38,No,M,C,-38.91499740715358,E,D,B,1
64,Yes,Other,A,-39.639382398235206,D,B,E,1
35,Physical,Non-binary,B,55.21157132119405,E,E,A,1
40,Yes,Other,B,-108.00429909190031,A,C,B,0
26,Physical,Non-binary,B,-6.763491349746717,A,E,A,1
74,No,Non-binary,E,-44.71906937341709,C,C,D,0
45,Yes,F,E,-1.5381134288394893,D,C,B,1
28,Mental,Other,B,-15.72663507271807,A,C,D,0
27,Both,M,D,-76.56280459434657,B,D,A,1
43,Mental,Other,C,-58.78584826341452,E,D,B,1
26,Physical,Male,A,-29.281860285047273,B,E,E,0
22,Yes,Male,A,-19.888628370050817,E,E,B,1
48,Both,F,E,-24.097608675904077,A,C,A,1
45,Mental,Other,E,100.42013620359633,C,B,E,0
35,Yes,Female,A,31.134613526950623,B,E,C,0
57,Yes,F,C,-10.672196439371472,D,A,E,0
39,No,Female,A,149.10286595790296,C,B,D,1
37,No,F,C,-140.11148339303216,B,C,D,1
32,Yes,Other,D,-11.918559312158598,B,D,A,0
19,Mental,M,C,1.862951570543998,B,B,D,0
47,Physical,Female,D,195.5917776513058,B,A,E,0
40,No,F,E,-97.0679990278858,D,B,B,0
56,Both,Other,C,48.89930471006797,A,B,B,1
19,Physical,Female,D,-200.54546996016867,E,A,A,0
30,No,Non-binary,E,179.01830459869075,B,C,E,0
50,No,M,A,-189.83297565787169,C,D,A,1
66,No,M,B,-149.996753097072,B,A,E,1
44,Yes,F,B,53.56654139928089,C,E,D,0
34,Yes,Male,E,-39.45651327296004,E,E,D,0
28,Yes,M,E,61.67975494360998,C,B,A,1
43,Yes,Non-binary,E,-79.85749684904638,E,A,E,1
51,Both,Male,B,37.34943424413188,B,D,D,0
46,None,Other,B,29.28897357787142,D,B,C,0
21,None,Male,A,30.02072487962001,A,C,A,0
46,No,Male,E,-46.335476942776936,A,A,B,1
79,Yes,Non-binary,C,51.96865181281751,C,B,D,1
57,Physical,Other,C,-51.55009362816377,E,A,A,0
32,Physical,Other,B,-93.74923983405776,D,D,C,0
60,Physical,M,B,-174.1282205108047,A,D,D,1
43,Both,Male,B,-5.866706149963515,B,E,E,0
75,No,Male,D,-59.46546666701027,C,D,D,1
49,Yes,Female,E,46.81546929348463,C,B,D,0
33,None,M,C,44.31017133295641,E,B,A,1
40,Yes,Female,D,-91.18518154283522,E,B,B,1
21,Both,F,A,-71.3049209533732,C,B,A,1
45,No,Non-binary,B,92.71686772054979,E,C,A,1
51,Physical,Male,E,-93.11610638335772,D,B,C,1
54,Yes,Other,C,14.993852737955487,C,A,C,1
44,None,Male,B,-24.224267281240486,E,E,C,0
60,Yes,F,C,32.63448792998952,D,B,A,0
51,No,Male,D,-114.47346020115161,E,C,B,0
34,Mental,Other,A,39.26335775233253,C,B,A,1
66,Mental,Non-binary,B,-144.3670162595281,A,B,D,0
64,Physical,Other,C,162.38345453512778,A,C,E,0
68,Yes,F,B,-24.683745229718756,D,B,B,1
55,Physical,Other,E,140.32700267485262,C,A,C,1
70,Physical,M,B,52.40023966505116,E,C,A,1
64,Both,Female,D,-127.56398686343138,E,D,C,0
68,No,M,A,-128.0605806467587,C,C,C,0
71,None,Non-binary,D,100.75417843371824,B,E,D,0
76,Mental,M,B,-80.44540963876031,B,A,B,0
60,Yes,Other,B,-85.60926194942901,E,E,E,0
50,Mental,Male,B,81.92667214537501,D,D,C,0
39,None,Female,E,12.943174834575153,D,C,B,0
79,None,Male,E,96.54021855790339,A,D,D,1
63,Both,Other,A,14.638778431211602,E,C,B,0
57,Yes,F,C,17.089646273714678,B,D,C,1
21,Physical,M,C,-157.3575891123954,C,E,A,0
52,No,Male,C,30.941627672193917,C,E,E,0
38,Mental,F,D,-27.36811948793449,B,E,A,1
23,Physical,Other,B,-112.05722581712578,C,A,C,1
51,Mental,F,B,52.46468723520802,C,C,A,0
70,Mental,Female,C,7.559954425091756,E,B,E,0
20,Physical,Non-binary,A,5.96517264236655,E,A,C,0
74,Both,Other,B,216.00640415219007,D,C,C,1
33,None,Female,A,-35.728223527731835,A,A,E,0
75,Mental,Non-binary,E,-53.613664156083,C,A,D,0
48,Physical,Male,E,166.24303442295735,D,E,A,1
51,Both,Male,B,-178.2653557476187,D,A,C,1
61,Yes,Male,C,119.03864041836565,E,A,E,1
27,Yes,Female,A,219.81674336132647,B,D,D,0
68,No,Male,E,42.16952020999102,B,B,A,1
45,Yes,Non-binary,A,112.827449089133,E,A,E,0
35,Mental,Male,B,99.54966768283147,E,E,A,1
56,Physical,Female,B,3.5928862707170004,D,B,D,1
29,Both,M,C,60.73722911690962,C,D,C,0
70,None,Male,C,434.87924310780295,E,A,D,1
37,Yes,Female,A,-152.96795276558024,E,E,B,0
37,Physical,Male,B,-49.26866865159341,A,A,C,0
78,Mental,Male,A,-22.193612573528927,B,E,C,1
74,Both,F,E,-47.280136427297755,D,B,B,0
19,None,Non-binary,C,-51.277749273353,A,E,B,1
41,Mental,F,B,-55.09823541145573,A,B,D,1
55,Yes,Male,E,99.74668658931904,C,C,C,0
55,None,M,E,-85.53590920055521,A,C,E,0
26,None,F,D,99.30266199257687,D,E,D,0
72,Physical,Female,E,164.9090674973201,A,A,D,0
38,None,F,D,-34.089635560359596,D,B,B,1
64,Both,F,B,160.32266842830464,B,E,C,0
71,None,Non-binary,B,3.6372074765356,E,A,A,1
28,None,Female,B,6.679579719115093,E,D,D,1
37,No,Female,D,87.65825345625365,A,A,D,0
57,No,Other,C,123.83609472042707,E,D,C,1
53,Both,Other,D,-67.38694652219418,B,A,D,0
20,Yes,Female,C,-19.727277394674633,D,B,C,0
23,None,Male,E,-94.84934396159781,C,C,C,1
75,Mental,Non-binary,C,-38.27521644420324,C,E,D,1
37,Mental,Non-binary,C,-108.1844710709157,C,E,C,0
46,None,Other,B,-46.81966908340415,D,A,A,0
35,No,M,E,-94.31660937877237,B,B,A,1
55,No,Female,E,-115.34845374114653,D,A,D,0
62,No,Other,B,-306.2191981666594,B,E,A,0
70,Physical,F,B,14.72880628606103,A,C,A,0
50,None,M,D,31.564623954333175,C,B,C,1
56,Physical,Non-binary,B,-8.580756340754789,E,E,B,0
72,Physical,M,C,37.68923078047151,D,D,C,1
69,None,Non-binary,B,-124.03743084185434,B,D,D,0
39,Both,F,C,96.94551901305309,C,B,A,0
53,Both,M,D,101.02009722125098,D,A,C,0
18,Both,Other,C,-103.1205924357095,A,A,E,1
70,None,F,B,-111.9585012246375,A,E,A,0
35,None,M,D,74.73902957889379,D,B,D,1
23,Mental,F,C,-77.38454906356814,E,D,D,0
18,Physical,Non-binary,E,167.79654713058986,C,B,C,1
57,None,M,B,204.22891359612515,D,E,E,0
59,Mental,M,E,2.8284595838238333,C,D,A,1
47,Mental,F,C,-5.800839406390815,C,A,B,0
25,Mental,M,B,-39.88229126544151,B,A,C,1
40,None,M,A,-78.96630081970206,C,D,E,1
71,Physical,Other,D,-65.61166462718526,D,C,D,0
46,Both,F,E,-122.87629866432259,E,E,B,0
76,Yes,M,E,44.13014384202726,E,B,E,0
29,None,Other,D,92.22653623667891,E,A,B,0
56,Yes,Male,A,29.26437219754241,D,D,C,0
48,Mental,Female,B,52.11268833306,D,A,B,0
26,None,Non-binary,D,-159.16831319480985,D,C,E,1
32,None,F,C,-20.406364849215286,A,E,E,0
22,None,Other,E,8.949741542943936,E,D,B,1
34,No,Non-binary,A,-23.689809979363467,B,C,B,0
49,Mental,Male,B,-54.52294185462967,E,B,E,1
63,None,Male,C,25.215293832863463,C,E,D,1
27,None,Other,A,-94.11636360836837,A,D,E,0
72,Physical,F,E,-46.494535480753974,E,B,C,1
78,Yes,F,D,112.78752289231973,A,D,D,0
58,Physical,Non-binary,E,-58.59708632982855,B,D,D,1
50,Mental,Non-binary,B,49.49241651664802,D,D,A,0
77,None,F,D,-80.77264248856223,A,C,E,0
56,Yes,F,D,44.978104822508044,C,C,A,0
18,Mental,Male,D,3.2019080752380678,A,E,A,0
70,Physical,Non-binary,D,-84.75792530011678,A,D,E,0
22,Yes,Other,A,-26.87601629940569,B,C,E,0
45,None,Female,C,-134.2757500652997,E,E,D,0
67,Mental,Other,B,-18.77571683795707,A,B,C,1
19,None,M,A,27.01316829676708,A,D,C,1
19,Yes,Male,D,-184.77031443363634,B,A,D,0
68,None,F,B,-52.44499693698613,B,E,B,0
65,No,Female,E,14.672228068241278,D,A,C,0
51,No,M,C,-50.16527182471753,C,D,B,0
65,No,M,D,12.755718147228903,B,D,C,1
32,Physical,F,B,63.66077778434648,B,D,A,1
50,Yes,M,A,128.9003332709753,A,E,A,0
28,No,Male,B,-170.49943143441436,E,A,A,1
31,Physical,F,B,39.39057274023471,E,C,A,0
41,Physical,Male,D,-203.91052721372648,D,E,B,0
60,Yes,Female,E,132.99960201882058,C,B,C,1
47,No,Female,C,159.49821660930274,A,B,E,1
26,None,Male,D,-149.0872774474182,C,A,B,1
47,Yes,F,E,-73.08759537471656,A,B,B,0
66,Yes,M,A,-22.661254808502868,A,B,A,1
79,No,Non-binary,D,-159.30402326599096,D,E,E,0
18,Both,M,C,67.451292928678,C,D,A,0
37,None,F,C,27.31802439629706,C,D,E,0
72,Both,M,B,40.05478479813496,D,D,B,1
38,Yes,Male,E,-102.10536676871129,B,C,C,1
22,No,Other,D,7.373933859090181,D,A,E,1
22,Mental,F,E,-172.72738267313642,A,E,A,1
48,Yes,Other,B,-67.43905800470277,E,E,D,1
78,Both,F,B,-50.5060962659341,C,D,A,1
77,Both,Female,E,-60.93065741530352,C,C,A,0
33,Mental,Female,E,-140.7384259109455,C,D,E,0
68,Physical,F,B,-75.33462932599863,B,B,D,0
79,Physical,Non-binary,A,123.23193696326231,B,D,C,0
64,Mental,Other,B,26.137921981532276,C,B,A,0
72,Yes,F,D,16.8341742504844,E,C,C,0
29,Both,F,C,-39.96649329206484,E,D,C,0
45,Physical,Non-binary,C,17.265878387800278,E,C,E,0
33,Yes,Male,A,54.434426871672116,D,E,A,0
47,Both,Other,C,-87.76998894880977,B,C,A,0
64,None,Other,E,61.818155269499144,D,A,E,1
49,Both,Non-binary,A,131.07831786765848,C,D,D,1
50,Mental,M,E,128.34336379729316,D,D,B,0
41,Yes,Non-binary,C,-24.41264013554259,C,D,D,1
78,No,Female,C,-61.20637201024888,E,D,C,1
39,Both,Non-binary,D,63.80364106176955,E,B,C,0
29,Yes,Female,E,22.894362524994882,B,B,E,1
20,Physical,F,E,-106.30690344586415,C,E,C,0
51,No,Other,C,-142.37709326202346,A,B,D,0
47,No,F,B,80.79165069584315,A,E,E,1
39,Yes,Other,C,62.92989396954537,B,E,E,1
49,Physical,F,D,-3.727856214153685,E,A,D,1
49,None,Non-binary,B,74.95341653470045,C,C,C,1
77,Mental,F,A,-69.83864633765732,C,A,B,1
72,Physical,Male,D,56.967087610820286,E,A,D,0
18,Yes,M,E,10.171414246953512,E,C,E,0
49,Physical,Female,A,-8.978568300544627,A,D,B,1
74,No,F,D,-61.53468581847834,D,C,E,0
45,None,Non-binary,E,166.8501229915034,E,B,D,0
55,Physical,F,A,87.75545534178386,C,B,B,1
56,No,F,E,-131.60615588360182,A,A,D,1
53,Mental,Male,C,121.0539487411338,C,A,D,0
79,None,Male,C,-141.67256983429206,D,C,A,1
51,Physical,M,E,3.706043456450086,D,A,C,0
45,Yes,Male,D,134.97162894283835,E,D,C,0
31,Physical,Non-binary,A,-53.50821012428069,C,C,A,0
51,Mental,Male,B,69.22921458704946,D,B,B,1
62,Yes,Non-binary,E,-177.22982748895217,A,E,D,1
24,No,Male,D,115.61051599856964,A,D,B,1
67,No,Other,C,-137.80109240224098,D,B,B,0
43,None,Female,A,-187.50912081472478,E,B,C,1
50,Both,Male,D,-25.50239375357185,E,B,A,1
43,Mental,M,C,-60.43953389658392,D,B,A,0
28,Mental,Non-binary,C,128.90649067653857,B,C,A,1
64,Mental,Other,C,-53.025352972348,D,E,E,0
40,Physical,M,A,9.946814814503238,C,B,B,0
53,Mental,Other,E,140.00890635399466,B,B,E,1
47,Yes,Male,A,37.175238399381314,C,E,C,0
29,Physical,M,A,-87.81356348087833,E,A,D,0
53,Physical,Male,C,181.30243618287776,A,D,B,0
78,No,Female,B,40.940880448231184,C,B,E,1
61,Yes,M,D,79.50391199732529,B,E,C,0
60,Mental,F,E,-64.84418804909352,D,B,D,1
56,Yes,F,A,-20.93907527662847,E,C,A,0
26,No,F,D,137.25548416663736,E,D,D,0
44,None,Female,E,73.26254113516288,C,A,C,1
54,Mental,Male,E,12.2764080151426,A,B,E,1
65,Yes,F,A,34.06601186731538,C,B,A,0
45,No,Other,E,-126.57700623653166,A,C,A,0
70,Yes,Other,D,-27.71371291148673,D,D,A,0
72,None,Other,D,-274.5681406692295,A,C,B,0
32,Mental,Female,B,92.53440805643012,B,D,C,1
46,Physical,Female,E,-138.7383050988641,B,B,A,0
46,Yes,Non-binary,B,130.02789226872957,A,B,B,1
67,Physical,Other,E,-167.77562021991648,B,D,B,0
54,Physical,M,D,27.24959733755429,D,B,A,0
51,No,Female,B,-70.54780019361748,A,D,E,1
39,Both,Female,B,9.475363383913072,D,D,B,0
55,Mental,Female,B,44.33047560555918,E,E,E,0
26,Mental,Non-binary,A,19.676496900613717,D,C,C,0
46,Mental,M,E,9.096281623311606,D,E,C,1
46,Mental,Non-binary,C,-6.1001226718859485,E,C,A,1
24,Both,F,B,118.7384339493515,B,B,A,0
21,Both,Non-binary,E,7.928487126724059,E,C,D,1
57,Mental,Non-binary,D,82.33632516953861,D,B,B,1
49,No,Female,C,119.00571600239778,E,A,E,0
49,No,Female,D,-1.410776838553108,A,A,C,1
45,No,Female,C,-130.1625522527822,B,E,D,0
38,Yes,Non-binary,E,192.0464707581946,B,B,D,1
28,Yes,Female,B,49.466545761267916,B,A,C,1
73,No,Male,E,167.44583460201954,E,D,B,1
78,Both,Other,D,-171.85971788216156,C,D,C,1
19,None,Male,B,-58.30499472753088,D,D,A,0
63,Mental,M,B,-154.39781689347026,D,E,D,1
63,Yes,Other,D,40.09481880288916,A,E,B,1
19,Yes,Non-binary,A,29.495755358853508,A,A,A,1
54,Physical,Non-binary,D,-17.772743301454604,B,E,E,0
54,None,Female,C,174.03567473085613,A,A,A,0
76,Both,F,C,30.09184684061829,D,D,A,0
49,No,F,A,126.51993980764524,E,E,B,0
39,Physical,F,C,-16.554955698286964,C,E,D,1
58,Yes,M,E,-48.668800748178874,A,A,E,1
41,Both,F,E,-112.91267556624189,A,D,C,0
77,Mental,Other,E,-44.87125285355312,A,E,E,0
34,None,Other,C,17.213580759569496,C,D,C,1
51,Physical,Non-binary,D,79.55286298332668,E,E,D,0
76,Yes,F,D,-10.86425440070246,E,C,B,0
50,None,Non-binary,D,-115.84254387559747,C,C,D,0
42,Yes,Female,A,-84.37988382661116,C,D,A,1
28,Mental,Non-binary,A,-123.2138578006057,A,B,A,0
71,Mental,Female,D,-37.212405893225046,A,E,E,0
60,Yes,Non-binary,E,45.28621428141842,D,A,E,1
53,None,Female,B,77.4574191908861,E,C,A,0
79,Both,F,D,131.52639128976185,B,C,D,0
62,Mental,Other,A,81.92163695945035,A,E,A,1
77,Both,Female,C,-30.07709792695024,E,B,B,0
44,Yes,M,C,-0.877554260162703,D,D,B,1
38,No,Male,D,8.516601217088946,B,B,C,0
29,None,Male,D,148.81332874090697,B,C,E,1
66,Both,Male,C,49.189139557057885,A,A,B,1
39,Yes,Non-binary,D,19.52942616338503,D,A,C,0
20,Mental,Female,D,-61.752976948753734,D,A,D,0
59,Mental,Other,B,-136.61272335263217,B,B,D,1
22,None,Other,C,-18.293536413038705,B,A,C,1
51,Mental,Female,C,-48.14950687813701,B,B,D,1
74,Both,Non-binary,C,65.00680960439912,E,E,C,1
30,Yes,M,E,6.212711140010166,A,A,C,1
30,Both,Non-binary,C,101.40824812491407,C,A,C,0
27,No,Non-binary,A,74.35654778458922,D,C,B,0
59,None,M,D,-146.19035343182162,C,A,D,0
45,Both,Other,B,88.0766891255448,E,E,D,1
78,Yes,Male,A,-91.38340122976119,A,D,E,1
67,No,Male,B,-61.31973836670556,C,A,E,1
79,Yes,Female,B,-100.57363946801088,C,D,D,1
38,No,Male,A,46.86527731639691,C,E,B,0
40,Physical,F,A,118.43277552422829,B,B,B,1
55,No,M,A,-233.23530378103038,C,E,A,0
66,None,Female,D,44.389138768879896,B,D,C,0
41,Mental,Non-binary,D,61.233594646215806,D,B,D,0
21,Yes,Female,E,-128.76699637322915,A,A,E,0
79,Physical,Female,C,33.511425595707024,D,C,B,0
36,Both,Other,A,142.38451616824673,E,D,A,1
20,Physical,Male,B,159.98905055904916,A,D,D,0
79,Physical,Female,E,121.82369308546599,D,C,E,0
29,None,Other,B,131.41936830854394,A,C,E,1
71,No,Male,D,-67.51267078790934,B,C,D,0
77,Mental,Female,B,107.3376981955612,C,C,C,0
78,Both,Other,B,-93.10144783847444,D,A,B,1
22,Mental,Male,B,5.723593165275885,A,A,C,0
67,Physical,F,D,69.61350177328814,D,E,E,0
22,Mental,Other,C,-6.152701119431426,E,A,E,1
38,Mental,Non-binary,B,39.135597053101755,C,D,E,0
61,None,Non-binary,C,-86.08443192769946,A,C,C,0
57,Mental,Female,E,185.3551448699659,B,A,B,0
49,No,Male,A,-62.90714506846681,A,D,E,1
42,None,F,B,-115.94608563673776,D,C,E,1
68,None,M,A,42.73297522662084,B,C,B,0
54,Both,Male,B,-135.69883886401982,C,D,B,1
28,Mental,Female,C,65.93123771185526,E,D,A,1
43,Both,M,B,101.55226572033274,D,E,D,1
77,Physical,Male,B,-137.05488914738322,C,B,E,1
24,Both,Non-binary,C,149.1601758273943,B,D,A,0
30,No,F,B,-91.05644697113829,B,B,C,0
73,No,Non-binary,C,-8.65562966941934,C,A,D,0
53,Both,Male,E,1.9058286824505766,E,E,A,0
60,None,Male,D,32.85099429220002,E,B,B,0
52,Both,Female,C,47.0550334868573,B,D,E,0
