Veteran,Disability,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,target
Yes,None,65+,A,E,-65.81716058247954,25.054356120792825,-123.13137812271447,1
Veteran,No,65+,D,D,58.03048330698063,-69.68560421447802,69.22188832088491,0
Non-Veteran,None,18-25,B,B,-81.05331871598051,31.315660040188547,-128.99020728286717,1
Yes,Mental,51-65,A,B,-85.30950758819284,-40.868309937932764,118.06214631940873,0
Yes,Physical,36-50,C,D,-16.43539601857066,13.801421460277227,12.623208729802466,1
No,None,36-50,B,B,11.248285253897386,-4.589156619186381,59.55718914463761,0
Veteran,Mental,26-35,E,C,107.29581053834394,19.719999508118814,-71.9653616091692,0
Non-Veteran,Both,26-35,B,D,155.22569222363867,231.2592271963187,116.86656066382619,0
No,Both,18-25,B,B,18.527283424689717,41.735495219186056,-119.9147910777193,1
Veteran,Physical,65+,B,E,-112.92454041256703,-50.2248321279671,-146.84992948611068,1
Yes,No,26-35,D,E,26.585810173063855,9.021144009751442,16.0090967491055,1
No,Both,36-50,B,A,28.616169365798154,58.064050492080476,-74.61424917877454,0
Yes,Mental,18-25,A,E,143.809067100835,64.50741612932683,106.81679557109571,1
Yes,Physical,26-35,E,B,186.39062901104825,-118.93119680039337,-49.05102793206551,0
Veteran,Mental,26-35,B,C,5.685659621908545,21.53804153158809,91.03900882515129,1
Non-Veteran,No,36-50,E,A,29.927294288328937,-86.13132396992127,-65.18365640928405,0
Yes,None,65+,C,A,78.86841914984916,44.90010221853709,31.31601077080846,1
No,Mental,26-35,D,D,114.50549502330499,-79.03887336993746,34.374701698458296,1
No,Mental,65+,B,B,68.38268339561287,5.6250074254824325,-216.5503584119449,0
Yes,Mental,51-65,C,D,-213.9069751133222,66.2348210352425,36.21849911339427,0
Non-Veteran,Mental,18-25,B,A,161.14378280201637,-43.57161418523354,75.40228864290816,0
Veteran,None,26-35,A,B,-41.04070127868213,-51.09156926427182,1.9197558292837258,1
No,No,36-50,E,E,-43.111554069429744,-78.38674639028386,64.39751090234402,1
No,Both,26-35,D,A,13.071629227618315,-136.38532810075628,-59.96421789136851,0
Non-Veteran,Physical,18-25,A,A,-231.20289673298095,9.216949474310047,108.58357947979734,1
Veteran,Yes,51-65,E,A,-125.20327891214764,-10.704814073854465,-162.5403220041094,1
No,Mental,36-50,A,B,166.73878789475057,-36.864896350511,-20.2562551751768,1
No,Both,18-25,C,A,-122.22321374470413,-154.97815800637693,124.46919453514889,0
Non-Veteran,Yes,51-65,D,C,-40.25231322588883,-24.017274127084143,156.85424370415595,1
Yes,Both,18-25,B,A,-119.00215995458647,77.79023798958706,-18.18658869407669,0
Yes,Both,36-50,A,E,-89.31762942743013,-61.81759543707439,121.0758667047201,0
No,Yes,26-35,D,B,-180.4875032985216,-211.79669130598361,-3.290222943665374,0
No,Both,26-35,D,C,50.159566582138105,-25.24074434492493,19.15695821363432,0
No,Physical,65+,D,D,127.65941351775444,95.0645664989507,-40.04039506133354,1
Non-Veteran,Yes,18-25,E,E,116.58774410952006,96.11350798764835,227.3864053988373,0
Veteran,None,26-35,C,A,-211.91731292337644,15.95253534128713,-80.90381248802856,1
No,Physical,36-50,A,D,108.0922882342509,48.448607350896985,-0.9643204104009142,1
Yes,Both,26-35,C,C,82.2748429701359,13.134273450790456,-130.53284056773245,1
No,Yes,51-65,E,E,-14.587371026121101,-61.94799431750231,-105.98112875878967,0
No,No,36-50,D,D,-112.12656202957353,73.57486167025185,114.70517398093332,0
Yes,Yes,51-65,D,D,26.852197773120217,66.81188408272949,41.1731177387395,1
Veteran,None,51-65,A,D,28.46375070965015,-58.399934335863556,11.319163516841058,0
Yes,Both,51-65,C,B,-52.515998314638836,138.92397768566843,73.90954719314456,1
No,No,36-50,E,A,-352.62184760057227,116.14126808167602,65.28891008109191,0
No,Yes,36-50,C,B,-12.403221783358607,-74.29050754238085,-8.501414866729066,1
Yes,Yes,51-65,D,A,38.62529040461759,183.41915298290522,-93.0947745632484,1
Yes,No,51-65,E,A,-12.391174249534208,-104.89086575567745,-32.676307568283065,0
No,Physical,65+,B,B,-8.057758272626327,31.905807878740482,-78.35315129059782,1
Yes,No,18-25,D,A,8.151014776326523,12.4846682749287,-0.2327338671877767,0
Non-Veteran,No,36-50,C,A,175.3306802009614,75.73073125174706,19.78345368879492,1
Non-Veteran,Yes,26-35,D,B,125.33557861067428,-75.24081503868881,20.891843059294516,1
Non-Veteran,Physical,36-50,C,C,-13.945889855413423,108.30176808249223,128.13060943826952,1
Non-Veteran,Both,65+,B,D,13.941621098874393,-219.3202324639457,-57.15093770669421,0
Veteran,Mental,36-50,C,B,-27.79154824989944,-3.511206517859881,-39.5032538572903,0
Veteran,Physical,51-65,A,B,-31.74268234694405,-200.78429297447977,226.11673643313958,0
No,None,36-50,C,D,-92.27018429231994,-56.03215819207898,2.6099452646647836,0
No,Physical,36-50,A,D,-109.74023406181361,0.3398125919407759,-197.6032158876421,1
Veteran,Mental,26-35,B,C,98.14784352014291,94.08600658258737,-114.68555240860023,1
Veteran,None,65+,D,C,-24.06703876596635,97.19848242798925,89.00705260486151,0
Yes,Yes,26-35,E,C,12.594036047658374,95.76855211877526,50.02992381681719,1
No,None,26-35,E,B,-95.5141506830321,12.18607610518143,-6.231718418561345,1
Veteran,Mental,65+,C,D,-209.25247943577628,-10.746938987988178,-110.0292615479495,0
No,Both,18-25,D,D,-5.256583651291331,-109.82534812673576,-205.51972749644887,0
Veteran,Yes,65+,D,D,-166.38525852283382,-2.849073861104754,38.53475190100535,1
No,Both,65+,C,C,-236.6403212433844,-97.90641013971751,16.74657251701898,1
Veteran,Mental,65+,C,B,-116.07632450560513,-153.55579956498343,-93.31268033697991,1
Veteran,None,18-25,C,A,-51.605198904196534,70.77265640215975,-26.18069156107768,0
Non-Veteran,Mental,26-35,A,E,14.760908652626364,-50.264821956022466,84.6823716562972,1
No,Physical,65+,E,D,-174.5705732914611,-40.06112628195389,31.32643846681285,0
Veteran,Yes,36-50,C,D,-104.16686173053652,-103.03558846790621,45.45227102982807,1
Non-Veteran,No,36-50,C,A,-8.62124117100731,94.18909075217773,-244.1170773047574,0
Non-Veteran,Both,51-65,E,B,132.5668414854106,-21.6822882437016,68.13051186869102,0
Yes,None,65+,D,D,84.96020819763895,-191.50918130378864,-73.81067588347575,0
No,Both,36-50,A,D,-33.13433382019561,-2.0969300137417433,3.4199005432718783,1
Veteran,Physical,36-50,D,C,219.34612285023633,75.17643120792332,-111.2416737522231,1
Yes,No,65+,B,D,77.3676359718082,105.90437512161084,-68.21261388821006,1
Non-Veteran,Physical,51-65,B,C,24.13375487638878,89.56552231303968,14.048974646466691,1
Veteran,No,65+,A,B,-62.69506202155829,22.286398756790895,32.98785676214853,1
Yes,None,65+,B,B,288.247737165322,-137.55276999465556,-99.9795565720893,1
Veteran,Both,65+,E,A,60.932937171229995,-36.07421601492404,146.5721489104338,1
Non-Veteran,Yes,36-50,B,B,-98.03721833559105,-33.8272459782679,-41.688857415188345,1
Non-Veteran,Yes,36-50,A,E,-149.5657108468089,65.74496132185527,-53.42656402357899,0
Non-Veteran,Yes,26-35,A,A,-93.89778392715603,-144.63585098679516,-203.89053808717986,1
No,Yes,36-50,C,E,71.60666286487974,-115.3723745014678,83.16533364779775,1
Yes,Mental,18-25,C,D,-203.84298055119623,-143.42350811967134,-19.98960459339856,0
No,None,51-65,B,A,40.31571355786273,99.05808600357169,-115.79222736886695,0
Yes,Yes,26-35,D,D,-94.00773743541332,-137.90808207047357,209.01762917760877,0
Veteran,Physical,26-35,A,C,-9.270796631225572,128.74182989208992,108.66967976474106,1
Veteran,Physical,51-65,D,C,8.564259865535192,-50.138737443860556,-75.81040863250072,0
No,No,18-25,D,D,77.4100436445194,-104.66623417345697,-105.8651290700964,0
Veteran,Mental,36-50,D,A,-11.576479854034929,54.88692156503154,64.93388496125341,0
Veteran,None,65+,A,D,59.51271231577925,133.85825525767208,-2.0038645939064317,1
Veteran,No,36-50,E,E,5.115405639901703,67.24142598317644,139.79812775949665,0
Veteran,Yes,18-25,C,D,77.32814865557201,-199.4974120546605,-33.524493515271466,0
No,Both,51-65,E,E,-176.98854202873883,112.42836524631463,-89.76927229956124,1
No,Yes,51-65,C,A,31.37373180013964,-7.758369014256278,-47.40499062122308,0
Veteran,Yes,51-65,D,C,28.186101302110362,-94.01475196751127,-117.71984752420761,1
Non-Veteran,Physical,51-65,C,C,122.98944461621166,-37.067897177372295,142.52893286532893,0
Non-Veteran,Both,36-50,A,B,32.616171891727696,-16.898219988765806,75.449341261891,1
Yes,Yes,65+,C,D,78.9765163107576,-31.278517409645083,101.98187892240094,0
No,Mental,36-50,E,E,-36.116359676874815,-46.30592879272283,-140.28603619990253,1
Veteran,None,36-50,E,D,225.0924545812207,-13.34308390264436,-79.4585110204658,1
Non-Veteran,Mental,18-25,E,C,-157.22046469941338,-25.550638345933063,42.52101700407645,1
No,Mental,51-65,B,C,-67.0089309718565,130.74867955616887,49.327464532619636,1
No,None,18-25,E,A,-34.992767232514325,-235.22682003682976,206.93784311623523,1
Non-Veteran,Physical,36-50,E,E,138.371834775607,124.29587611257472,-34.977506690090216,1
Non-Veteran,Yes,26-35,D,D,235.84435351624268,33.240230580463425,74.5159255769967,0
No,Yes,36-50,C,C,-14.284549901194582,34.060143027248465,-21.512127711194477,1
No,Yes,26-35,C,C,-158.72835905507867,23.151573831150888,-10.942854874585382,1
No,Physical,36-50,B,A,68.05004816418193,-40.73398641665742,41.13438456598109,0
Yes,None,51-65,D,B,-11.217587830445835,-204.28532056656246,178.3125410917711,0
Yes,Yes,51-65,D,B,-94.4837566247849,-296.0540605400733,-66.96433333664214,0
Veteran,Yes,51-65,E,B,-5.153073206951279,15.14856500128382,9.416581085190732,0
Yes,Mental,65+,B,E,-120.86440661234772,40.27960735943726,-121.41833964026922,0
Veteran,Mental,65+,B,E,-76.0922049986801,-59.2833495100355,6.466774241774524,1
Veteran,None,36-50,E,B,21.23005550270962,-9.402800073204347,115.92968512984085,0
Veteran,No,36-50,C,B,-48.9475411684402,-61.04846601555715,26.642129340861935,0
No,Both,65+,B,B,-86.00774445387653,-81.1022380973039,-59.8285963635147,0
Veteran,No,51-65,B,C,61.99337738457468,90.85555593023021,-20.300778715043606,0
Non-Veteran,Mental,65+,D,B,38.03933180753746,-95.4161416486744,137.59965643272193,1
Veteran,No,65+,E,A,41.684674485771495,-53.81216130817299,40.41092646169965,0
Veteran,Mental,26-35,D,C,69.52951827580075,-79.2629667504604,1.880747079974587,1
Non-Veteran,Both,18-25,D,D,82.8762760704354,0.2585157293843818,226.6196416027932,0
Yes,Physical,65+,D,D,123.01871336033435,-157.46512504628106,87.6205809388069,0
Veteran,Mental,36-50,A,C,-5.8346878141954415,125.79261795530836,121.02940492952605,0
Non-Veteran,None,18-25,A,A,15.846128159196752,-64.09057117070903,-41.0559102218472,0
Veteran,Mental,18-25,B,C,-125.12588105516944,-16.163078788838394,35.72180971430497,1
Non-Veteran,Physical,65+,E,A,-71.79842982188585,23.170403680530484,-84.68436659513199,1
Non-Veteran,Mental,18-25,B,E,-119.66228094246642,-64.428323124717,5.818457215612038,0
Yes,Both,65+,D,C,-103.90648499938526,46.21930711740134,-47.14958580434102,0
Veteran,Yes,18-25,A,A,159.60629700290966,98.68802237791924,144.05549398065494,1
No,None,65+,E,A,100.84957749367449,-19.337813606730666,-25.08952895428075,1
Veteran,None,18-25,C,B,-50.74210850851711,47.347563204018414,-42.33026300417532,1
Non-Veteran,Yes,18-25,A,A,-117.78208829192435,149.28925486823823,6.488687153577787,0
Yes,Mental,36-50,A,E,79.88074332620992,80.37603458815485,-59.0257227342612,1
Non-Veteran,None,65+,B,C,-88.70740160823804,-192.0060751294909,-88.02977154591261,1
No,None,51-65,C,D,25.70028671753251,29.218406904576018,-33.92963315959779,1
No,Yes,18-25,A,A,-60.038355548453914,-179.40343142449987,189.2440475265484,0
No,Yes,26-35,D,C,-163.17025836793863,112.45282142243892,-43.13967258153204,0
No,None,65+,D,B,58.544184650636396,-140.5606506799891,-58.90745693755582,1
Yes,No,36-50,B,D,-23.486049586436437,152.2156806829253,-83.19991251833156,1
Non-Veteran,Both,51-65,C,E,-25.180089929030956,-101.63243944491234,-56.241237027050616,1
Yes,None,26-35,B,D,-20.53751632837942,-161.5877319188326,-224.91558502630312,1
Non-Veteran,Mental,18-25,A,E,-31.753645191139373,59.972357254345624,24.330954964691433,0
Non-Veteran,No,65+,C,A,-133.2379200921044,-172.92691112726217,-55.65173643997869,1
Yes,Mental,26-35,D,B,72.24464322769072,79.12083987102301,69.91245680835668,1
Yes,Physical,26-35,C,D,-151.37763913053226,3.048134897015,-21.394107764762975,0
No,Yes,18-25,B,C,-22.330476981092545,14.66747965034867,-162.8660617954639,0
No,Mental,65+,B,E,3.51968908085378,159.45037426768127,-165.4723863970415,1
Yes,Yes,26-35,B,A,63.42368976006628,112.48541517590363,50.90101573957215,0
No,Physical,18-25,C,A,-87.37605032097534,-127.43928712160859,-81.7135000615322,0
Non-Veteran,Mental,26-35,C,D,-28.139010764671664,75.61137164665891,73.60493688399397,1
Veteran,Physical,26-35,E,E,-63.799333735714214,-121.33859991345301,116.54138637507518,1
Yes,Physical,18-25,E,D,60.37583626306288,82.4490139709342,-154.4943869347601,0
Yes,Mental,51-65,D,E,61.59514437461744,29.368733142998128,-129.64934740319916,1
Non-Veteran,Yes,65+,E,C,120.5268362762338,29.42641222690132,-8.441620821421862,0
Veteran,None,18-25,D,A,143.27607272818622,-69.85266047427915,-211.1887669472157,0
Veteran,No,36-50,E,D,-16.581637752716937,90.54968906213261,113.82097714388111,1
Yes,Both,26-35,A,C,-72.32152774854809,140.78546437845077,87.85023882582061,0
Non-Veteran,No,65+,E,B,0.701059310943418,84.22108997423653,170.67425331650844,1
Yes,Mental,26-35,A,E,21.754569649777167,54.634815639387355,-17.45701988697158,0
Yes,Physical,36-50,C,D,141.14886756731676,80.30512819669372,82.15646828848602,1
Non-Veteran,No,65+,E,A,21.43741736788095,-100.67013095563915,-114.51549091825903,1
No,Physical,18-25,C,A,-7.824861282884537,58.78968926252769,121.58812935730867,0
No,Yes,18-25,B,C,156.53266596526245,-181.25255557926332,164.7800113602652,1
No,No,36-50,E,D,-138.78755932877692,-39.25591442294258,-217.45662038475234,1
Non-Veteran,None,51-65,D,B,145.95202757386997,-135.1575025718802,-13.374407441376283,0
Non-Veteran,No,18-25,C,B,119.00039952619974,56.809455972153465,-84.88857498009862,0
Veteran,Both,18-25,C,E,-113.8036456172205,85.01367684492791,-164.1097119511054,0
Yes,No,18-25,B,B,128.7342824118248,-75.54086121992486,-112.67218037390722,1
Veteran,Both,26-35,B,C,-33.98235761729228,-63.89460507446556,-16.77342024410624,1
No,Mental,65+,C,A,8.752578217263334,34.734416649839254,-18.645151916464656,1
Non-Veteran,Mental,65+,C,D,-4.409760587129755,-25.94284948505799,-28.433934545285872,1
Non-Veteran,None,51-65,C,B,-78.93481308161081,17.335024492722724,-71.77431362998966,0
Non-Veteran,Physical,26-35,D,B,-25.060675457614096,58.003605697511496,202.25690118650868,1
No,None,26-35,B,E,129.3460945201111,-3.7860109321121898,-37.69716041539586,1
Yes,Mental,51-65,D,C,-8.494288881430295,-96.66221282744966,89.93630942870323,1
Veteran,No,26-35,A,B,86.9756229657674,0.03490123791307163,-127.00511771461855,1
No,Yes,18-25,B,A,21.73865405943422,91.75488813277221,-66.29904605498041,0
Yes,No,51-65,E,E,-31.789984639002206,-98.88888957085484,-17.25606871615432,0
No,Physical,18-25,E,E,104.73380363856005,-220.42178781811853,-68.82371209073641,1
No,No,36-50,A,A,-137.02731439142966,29.819944443916086,123.20062145871773,1
Non-Veteran,No,36-50,D,E,286.44691609718944,72.67982838724092,-25.9677934294438,1
No,No,26-35,B,C,-176.92306479889086,-3.047041472320169,110.56344611135505,1
No,Physical,18-25,B,E,128.91372550092674,-5.238665628563712,-34.100705519608375,1
Yes,None,18-25,D,A,222.58538565214852,-212.69356452085225,-21.615261263144497,1
Yes,No,26-35,A,E,-121.84331054189035,130.20325004561838,-34.85671061170474,1
Yes,None,26-35,A,D,-72.8816074779808,-265.45281520502215,124.17198742487594,1
Veteran,No,65+,A,C,-120.55991523282235,153.27907117546724,-76.81093189847681,1
Yes,None,36-50,D,E,34.16015667949419,97.35362453395446,-92.02739296414289,1
Non-Veteran,Yes,26-35,D,D,-150.22348403656875,-5.890986997942363,38.05424949117762,0
No,No,18-25,D,D,166.1683360196855,-0.753782106395606,-76.51086847028989,0
No,No,51-65,A,D,-31.3871131618244,-53.60919041742163,-6.812099007231885,0
No,Yes,65+,E,E,233.65662808472996,133.45822275848437,90.22828094088888,1
No,None,65+,B,E,-212.13823078367352,108.35068792235703,-54.53834078328795,0
Veteran,No,65+,D,E,82.1335047868143,15.545965833379768,67.36757990615085,1
Veteran,Both,26-35,C,B,9.759854613557488,55.64106123949735,-215.434850644212,1
Yes,None,65+,D,E,121.02989059924447,11.205213291703608,-47.08408953654812,0
No,Physical,51-65,E,B,125.50013976284147,-50.89437043795966,-28.371620870257196,1
Non-Veteran,Both,51-65,E,D,8.505801400638122,68.60252078296809,-130.6142280408059,1
No,Both,26-35,B,E,194.75670780047903,-99.3801206358803,-60.01115440522064,0
Veteran,Both,18-25,C,B,-57.63537939469059,-87.55838094788682,70.25631460987319,1
Veteran,Mental,51-65,D,E,-143.36312139054598,138.17794103301367,57.234340604967784,0
Non-Veteran,No,36-50,A,B,-50.49682095356503,-34.34702055244358,22.465951213595346,1
No,Both,26-35,B,D,-82.67888982621582,-13.228927047520447,167.49566991301015,1
No,Mental,65+,D,C,-67.39117051509275,-16.53823290770601,-6.5329144192384465,1
No,Yes,51-65,E,A,-10.052895580787276,-216.82351407649674,-114.71684515725875,0
No,No,65+,A,D,31.884265043112208,-54.93769804530131,-102.27667131540852,0
No,Both,18-25,C,D,118.47542119596257,-33.7068764873327,-139.16005076792152,0
Non-Veteran,No,65+,E,E,-151.87647198177027,-60.17439394467511,4.827975563578528,0
Yes,Mental,36-50,A,C,523.0237684102392,154.1174489906662,25.97128304136505,1
Yes,Yes,18-25,C,A,27.11938079476452,-16.672805048595013,-19.78092720808831,0
Yes,Yes,18-25,D,B,24.725791406487737,58.31623218640222,-6.998417907648917,0
No,Mental,36-50,A,B,141.26715561213823,81.9878995575526,-42.136093993812246,1
Veteran,Both,18-25,E,B,5.651051534144118,-106.09297972409433,-12.428123361342056,1
Yes,Mental,26-35,E,E,66.91384931942258,101.31283847891395,104.83167091487901,0
Veteran,Yes,51-65,D,E,68.99386817428108,-50.309548980821816,-63.66670960454106,0
Yes,None,18-25,B,E,-8.403721105934665,-128.64566927228879,-144.43079153346645,0
No,No,18-25,E,C,-77.48482912408245,-74.96520522944755,-44.26360131555378,0
Non-Veteran,Mental,18-25,C,C,65.33362644386406,155.09131511422694,45.196750652183496,1
Yes,Physical,36-50,A,C,-129.14684165884591,87.64398483012917,-41.59297172912074,1
Non-Veteran,Mental,26-35,B,E,-100.00201135765596,116.65866320152469,-160.60113347254148,0
Veteran,Yes,65+,A,B,119.47060730336263,-23.81174250509991,22.399082181536826,0
No,None,65+,E,A,70.41692544803068,16.86181184104314,-105.10697028424482,0
Non-Veteran,No,51-65,D,A,-75.72353323042178,-51.04409164210762,119.48571775647872,0
No,Both,36-50,D,A,-20.691553321452965,-0.16348421619486941,-193.544342699439,1
Non-Veteran,Both,65+,B,A,101.70382584973707,-47.3544979431903,134.48316889952483,1
Non-Veteran,None,18-25,E,A,-12.60640589491583,-81.91723387119067,-13.706874535057413,1
Non-Veteran,Physical,51-65,C,A,46.86200819556019,-180.24183246351905,-74.96108267387778,1
Veteran,Mental,36-50,B,B,89.99709187810329,108.0739570647947,83.43347662058889,1
Yes,Physical,26-35,D,B,-50.66507910651116,-122.0173782055054,-17.046803900706472,1
Non-Veteran,No,65+,A,B,193.70691764623126,-66.23970492344348,-34.18714834776479,1
No,Yes,26-35,D,E,-46.53717047744136,-51.08070283673815,-129.53961875493434,0
No,Both,26-35,E,C,-30.718505038393946,84.17433318110908,82.96960516909034,1
Non-Veteran,Mental,18-25,D,D,-13.887703932386028,31.719661267917992,-6.816691032183512,1
No,No,26-35,A,E,-52.51212536504237,-2.5337540283635085,-84.32529156312467,0
Yes,Yes,51-65,D,A,-91.68974121663736,-129.2770377853099,10.64060820629284,1
Yes,No,26-35,D,C,-84.87985098021508,0.3499405368763541,138.28573365908628,1
No,No,36-50,B,C,-74.07300154424689,8.399201928209028,41.006787036048216,1
Non-Veteran,Both,26-35,D,C,11.313933208031868,121.33184878759427,109.1487293939242,0
Veteran,Physical,36-50,A,E,-26.739718177131834,-163.6817399085254,209.18409326551156,1
No,Both,65+,C,A,-124.76967548020366,-189.82714830723114,24.485762008843864,0
Yes,Yes,51-65,B,E,73.06141071322256,-70.74640603434304,44.22554112111071,1
Yes,Mental,26-35,E,A,-68.28474916844606,-42.6595205136562,34.65538032858318,0
Veteran,Physical,36-50,E,D,87.01012915363911,180.31707893402847,145.5105549163975,0
Yes,None,26-35,D,C,48.83975797278884,-63.44543557870909,-77.47728241957226,1
Non-Veteran,None,36-50,D,E,-115.03313063446967,-89.84479430772907,-31.311688905007212,1
Non-Veteran,Mental,36-50,E,A,33.684862270466795,142.06913458691523,110.36239987428382,1
Veteran,Both,18-25,B,D,220.62206440771237,-166.83280689922157,12.61456423448701,1
No,None,51-65,C,D,53.2600468416833,-5.552125792319137,141.03925453916156,0
Yes,Yes,36-50,C,C,-83.77961319080765,11.142060420650928,39.725127267926894,0
Yes,Yes,65+,A,D,-29.977929934014824,96.02089044612148,-9.457469719695581,0
Yes,None,18-25,B,E,77.82161999936466,-8.86747596583324,19.249701395248696,1
Yes,No,65+,D,D,2.9702666896617806,-97.7803334824544,6.2666742464089475,1
No,Mental,51-65,D,E,31.190521357223417,-183.09573555848908,-157.42248800907058,0
No,Mental,65+,A,C,-93.814968908525,62.83107498541114,-36.80209604248847,1
Non-Veteran,Physical,26-35,C,D,-36.46094985686873,-11.839532572586268,-50.72672521880113,0
Yes,Physical,18-25,A,A,45.51233833102559,-43.86172544907209,44.70959102171959,0
Veteran,No,36-50,C,B,30.817091407654353,67.54997220922927,104.95616765052903,0
No,Physical,51-65,A,D,165.84761046198497,46.721795946137945,-18.82002466323413,1
No,Yes,51-65,E,C,-83.49262181753531,33.28058157529149,-158.66492015923023,1
No,Both,26-35,C,C,-164.2144988784918,22.03359367483919,129.81540073091563,0
Veteran,No,65+,D,D,155.74744469373712,31.852002924030792,-48.933967421023205,1
Non-Veteran,Physical,26-35,E,A,-55.42053394642726,131.94990875245202,-161.86544442135585,0
No,Yes,65+,B,C,-158.38870996118249,-103.206382435358,-20.929439697562884,1
Yes,No,36-50,D,A,175.49122415781122,15.97569621661562,30.714104319497515,0
Non-Veteran,Physical,26-35,E,B,-25.69929418356387,-46.10109852501449,-39.46634412750852,1
No,Physical,65+,D,D,134.39758144224925,-123.18786323803815,-9.12158803385415,1
Yes,Mental,26-35,C,A,-29.797792156253145,298.0510389123206,8.957135050928544,1
Veteran,Both,65+,E,D,-75.24213794371445,-52.75426855796327,5.055735318585556,1
Yes,No,51-65,A,A,63.3965069847237,40.14428326712173,-9.058014601812769,1
Non-Veteran,Yes,18-25,E,C,-26.470762871507098,-108.58289995383426,-21.122619775290687,1
Veteran,Physical,65+,E,D,-93.13759375692182,1.7238237032309842,-204.41561908117137,1
Veteran,Both,51-65,B,D,-142.91287404447058,-213.74144512821394,9.81533838010337,1
Yes,No,36-50,C,E,38.194895496063616,-49.60207189834843,-57.92788072032891,0
Yes,Yes,36-50,A,B,-157.982831714412,-76.23855516079954,80.10755430781865,1
Non-Veteran,No,65+,E,A,-145.6704764222095,-64.68770054766344,164.91429559639872,1
No,Physical,36-50,D,D,99.89542094789593,70.56708384906882,-49.78767294983197,1
Yes,Yes,65+,A,C,-93.25022110082405,6.376931799952768,-64.9881288670906,1
Veteran,Both,65+,E,B,73.29937412265504,157.83002505151202,-76.49142787075188,1
Veteran,None,18-25,A,E,-50.669945322901796,63.384888976841694,-8.114044525528328,1
Yes,Physical,65+,E,E,33.322590925498055,147.06536467703296,-153.31797139528658,0
No,Physical,18-25,C,C,11.786119848146873,108.52881967474973,40.38598815194637,0
Yes,Mental,51-65,B,C,128.4702600938248,-124.94833218470967,11.562422297192956,0
Non-Veteran,Both,51-65,C,C,47.2664187877205,90.74724314233859,-97.60996987243233,1
Non-Veteran,No,51-65,B,A,-68.53784991846213,-52.25494363096275,8.527008225520756,0
Veteran,Both,18-25,E,C,71.83003691139966,-123.02421835920796,-56.951306350930096,0
Non-Veteran,Physical,51-65,E,C,-63.40237461323285,-163.83939763410257,-281.28754350271197,1
Yes,Mental,65+,B,A,93.68592450576823,-139.7078927248894,-169.02139864385512,0
Non-Veteran,Mental,26-35,B,C,-159.26706783605232,32.23968314815223,27.913396431343905,0
Non-Veteran,No,18-25,E,D,-81.55397603358095,269.12734164134423,89.1861594923538,0
Veteran,No,18-25,A,D,-28.366833193390033,-144.6577750527408,-18.243326439928538,1
No,Physical,18-25,E,B,26.27221810374931,12.650132923076205,72.73664413476033,0
No,Mental,18-25,A,E,45.574684122368744,-3.2830496765494313,115.72051110882033,1
Yes,Yes,18-25,A,C,124.10092845813094,57.30583886594436,53.433031977418025,0
No,Mental,26-35,C,D,-39.84587827819219,116.90611428131787,-17.806571046643178,1
Non-Veteran,Physical,65+,B,C,77.2263267099081,-66.6543299400438,140.16318499627747,1
Veteran,Physical,26-35,D,E,-47.34612789371362,126.22582415783661,-58.150791373844825,0
Non-Veteran,No,51-65,D,A,159.57298119245695,76.83876978246596,-114.72005446720352,1
Veteran,None,26-35,C,D,-102.09818657230795,128.12175814692313,-183.9752015126419,1
Veteran,None,65+,A,B,117.58417052696433,24.38223676331599,110.49302885149758,0
No,Both,36-50,B,E,45.47489389283305,103.16053600093076,70.91793444198177,0
No,None,65+,A,D,88.31758732145538,-35.05351437299176,-174.28585928907316,1
Non-Veteran,Both,51-65,D,D,65.35648871477548,-91.38787894303898,14.392620793472224,0
Non-Veteran,Yes,26-35,D,B,93.71053965320213,188.89397271601328,5.1150729173663,1
No,Mental,51-65,B,B,-181.68519975870134,175.93429962198067,17.2409487276851,0
Non-Veteran,No,26-35,C,E,-44.30373336694925,43.32208151523558,-133.75134507321906,0
No,Mental,26-35,E,B,-238.0409884601506,66.3737196808467,42.956152348724686,0
Veteran,None,51-65,B,C,77.68353501924094,-41.9768465989223,21.291028455540857,1
Yes,Mental,18-25,C,C,-108.83378324099067,-33.956919932531456,138.7600634072689,0
No,Physical,65+,E,E,-34.079489186947974,35.12358368381144,-39.75656084794298,1
Non-Veteran,Both,26-35,C,A,175.09298675603472,-79.94629095482861,-38.90973724211007,1
No,Mental,26-35,E,D,186.13849500908609,40.477943098133785,27.25621342549595,0
No,None,65+,E,E,-167.85477702449333,-22.50535285287492,106.3204665328312,1
Non-Veteran,None,65+,E,E,63.46810876036575,46.30894183841552,-33.2078760512022,1
Veteran,Physical,18-25,A,C,-181.03187498958587,29.65478668406808,25.7388351329414,0
Non-Veteran,Yes,36-50,C,D,-81.37077174102154,214.94924089774443,-148.10128298971946,1
Non-Veteran,Yes,18-25,B,E,60.99115674527433,-123.3960321418752,-72.85455005820774,1
Veteran,No,65+,A,C,202.90116574370788,-64.19412315243136,65.44115425590596,1
No,Both,51-65,A,E,-83.40678371520053,-25.49780772900709,201.26849454064342,1
Yes,Both,36-50,B,D,61.372935947142025,-159.4732418275539,-21.902385204845892,0
No,Yes,26-35,A,B,15.689554540263718,52.44796758550571,208.3679087571777,1
Yes,Mental,65+,B,A,117.12408048744128,123.54128523588071,82.69913299935287,0
