age_group,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
51-65,32,A,35.95589454598767,45.83148294054117,E,A,E,118.01122512102997,E,-32.99504624133579,-0.22078832849376706,-73.19320673039749,101.20419156441159,-44.51724351920673,108.79966194728341,D,14.914994844412297,C,E,1
65+,95,E,-86.93387234929097,-189.41279057164445,B,D,C,-22.49530617652246,C,-27.94050195744728,-25.263230397611053,102.59695872690946,172.1745070156516,-170.95669063228746,8.35711342880837,E,17.136818801276142,C,E,1
18-25,25,C,-21.364031282971894,87.77694899659015,A,E,C,-49.15320595191952,A,25.788325415288178,89.97887322286992,-92.04868615738178,196.19095380894584,131.5582095659692,-54.61749789740096,B,-60.84998613097336,C,E,0
65+,51,E,-61.99553819779935,-90.20089814197539,E,B,E,-33.400051673321165,C,40.485845548281446,174.89742311743404,66.06276459443521,87.0763096489509,-182.92559207110287,74.71832823776758,A,112.79701034172449,B,A,1
51-65,40,C,48.46505112880088,-58.733071339328404,A,E,C,100.56279259165812,B,140.48029284741634,77.40608467288291,-27.39639011817775,-115.19215315600475,92.08331493798715,-32.87848627954487,E,14.247096362944218,A,B,0
18-25,30,D,86.66464945233844,130.92668664763792,A,E,A,-83.91079431284545,C,72.03066124026888,50.39196602850213,82.15891687601122,195.12323242810265,17.648072586272168,-78.0152862524555,B,163.3595987357062,B,A,1
65+,85,E,96.33560804155066,32.81422118231323,D,D,E,64.62460224894464,A,-49.37418732441576,-127.31334169828519,21.776343469683948,135.34370454572525,147.89132130969688,83.85460621147605,B,-53.791205281433086,D,D,1
36-50,83,D,29.55857093175614,43.873555180259174,A,E,E,-62.483592727772155,C,112.9498865293343,-42.931035112115616,254.21890051878125,-147.16468693197726,169.79342485565203,7.84022757662821,C,139.6374876056047,B,B,0
36-50,82,B,-17.79496805184577,2.7646081032284173,D,D,E,-96.46403647768678,E,-71.73369274979993,232.53856976578425,131.92098946233622,-151.02193115494296,-187.63678105762628,-54.55609799285831,A,-41.63874581940827,D,C,0
65+,83,C,64.33196897941565,99.08973411174577,A,A,E,125.86895638444841,A,112.97718212262922,52.38168303109454,-69.77467570758263,17.55434509666412,-16.08587059638544,205.30922382482473,C,-17.766653338250475,A,A,1
36-50,81,B,-7.63238061284528,-32.129656108769545,E,A,D,5.606942973661277,A,-95.48025805816489,286.21329803024906,-21.431296251995857,182.57976280307653,-68.22991590423865,35.67715633103874,B,69.36360699450708,B,D,0
65+,95,D,318.12996638498913,27.972193084620546,A,E,D,-4.416793454241012,E,-127.8994846858285,24.076879020970324,-102.21588559493901,10.245150692165366,-50.609371815066005,-43.59615229684108,E,-83.92034834022124,B,A,1
65+,85,E,116.98041546671195,137.15247350249845,D,A,B,-10.01429011088391,A,71.85332434851185,78.79627805026995,-8.655552409998354,-83.55791001304456,78.05342411055396,159.14224347511228,B,-34.452485264505576,D,B,0
65+,54,A,16.486506921214577,206.0019869043022,D,A,B,64.93348175834711,C,-38.84190842146856,64.63725289055297,-76.78573284436668,-43.870439501387835,21.546426080749267,87.5458468953436,E,-74.64607002566534,C,B,0
26-35,75,E,-52.78601381762792,102.8848249114189,B,C,C,-217.4748822213033,D,4.746077632210823,129.56212449560783,-74.53951744431787,62.99101946902501,208.83197182309306,14.791919265083095,C,64.57712640846759,B,B,0
65+,64,B,-58.58221851700826,106.80122698849969,B,B,C,-90.68558559089594,E,18.45239783284628,-20.363900423793012,42.63919598560133,121.4646413365639,183.16937397949178,96.2851846280211,B,-66.4603827508689,B,A,1
65+,19,D,57.019408914985746,-116.4936629900134,D,E,C,8.904323986578103,D,-137.2615375380639,31.045016933067153,-51.59517675947159,230.77110767222365,-246.80575991468467,17.689706038861214,C,57.79888824820808,A,B,0
65+,23,A,-57.2986813475329,-203.78265782837005,B,B,E,-37.12320911982795,B,-16.3758260755209,11.0570470299542,54.57874670412385,172.04106863843307,22.388463110433886,182.70148300336115,B,-85.4041400584417,D,E,0
26-35,55,D,46.18501247189691,234.42330795976596,D,D,D,-183.25251620491449,A,-49.2944690134928,-49.04696556680822,-56.37119326929319,38.688738888285016,117.14286547193451,15.344457416119381,D,25.842728042614276,D,B,0
65+,28,D,-179.83330398124457,40.375758955742285,C,D,C,-103.4504518959418,C,-32.88015426532968,-99.85234410560454,73.99514176602472,-183.85990139069563,143.24408614680902,-1.625042010857063,C,-63.13846083958809,E,B,1
51-65,47,A,27.572567605854374,-36.487656682801074,B,D,C,106.37034730162878,E,-45.54880785062058,-15.721156695341637,34.941168969411585,-107.607526930786,11.595419392299002,-5.756368051395483,A,-191.67152039892696,A,D,1
51-65,83,D,-102.67959079195154,-127.53191495937679,D,B,B,128.74019165387273,B,88.80456391175717,-73.3020785488005,80.0967146218054,20.91209439434621,-33.30812597607141,18.147655829002563,E,-106.18955868742547,D,E,1
18-25,97,A,-50.47200150223251,-119.52099833001557,A,D,B,46.23932964179064,A,-69.2443248246953,-50.19617813173295,34.35048931096459,-80.2712311105634,-163.0077563811522,-77.2224003458238,D,-45.59475206582261,A,D,1
26-35,61,E,153.87049089897886,-115.31617265349479,A,C,B,-129.63823839012522,E,-97.22355512629261,44.56484230412842,73.6469865895981,117.48630341453598,-113.2278441253131,94.71384938140497,E,-96.48658456169771,A,E,0
26-35,54,C,21.824484022858975,-183.89376119227333,A,B,C,-31.607172411925816,A,-75.90722941416831,-50.941974915208846,69.46141839119278,-46.87053386381968,-135.7696024631366,-109.12313237307893,A,-35.09063819187481,D,A,0
18-25,74,D,12.336774598088029,-51.741788044631285,B,B,E,81.02709413012887,B,-121.13387335247762,103.22886824141999,104.0918103406501,34.514896230615186,33.3507229367075,-82.55490759528624,C,-88.94907636053621,D,A,0
65+,32,D,-114.82695107768551,-13.014767077209951,A,E,A,107.05604403325262,E,43.47970706160621,98.0544979854698,212.23850490605122,186.25617246361452,-65.32619651629659,153.2526493096089,B,69.08756413760295,A,D,1
18-25,61,C,59.18159949433998,127.88655537543674,C,A,C,64.24466692773392,D,45.35884113789814,-42.99421471607506,96.19907407089312,125.7746989533796,152.487474665594,67.0834777042231,A,93.77253035831917,A,D,1
51-65,87,E,-34.59670395731999,41.4855083316279,E,B,E,294.0048177840073,E,-133.59099202214236,-25.732185739741336,-75.59593032710914,-74.36880047955356,52.85936961031925,3.485827405440714,A,-28.60870890313413,C,C,0
51-65,30,E,86.65306153869517,6.229277965315532,B,D,C,-27.882073723972773,C,-95.92338953586005,-87.80405123132316,65.58851159007179,-185.7418809759894,-63.259079312184475,-5.217027661469186,B,-8.7325724430106,E,C,1
65+,45,A,11.817357650097762,-261.8909097787053,D,A,A,179.75138733825992,C,-164.40036564952817,167.11540738770367,-20.068541095943544,-34.191712194368385,46.95112043269749,96.16681924842848,E,33.84071319206392,C,D,0
18-25,68,D,11.751660388757177,-106.95268901147612,D,B,A,-102.5752623247629,D,-120.2007317524914,32.44202955133832,-50.75989370531229,46.43488374818382,149.80553136805614,-96.94572554015181,B,0.9489633715507558,D,A,0
36-50,19,D,-54.6272471725313,15.003500857725621,C,A,B,88.61688776107623,B,150.02811498092717,128.22376614792609,-105.5479151747315,-110.47182534411503,-64.75306966429632,-55.72570821591917,E,68.23324824927005,C,D,0
65+,73,A,5.723442737403774,-146.18043114781173,A,B,D,59.64265166254661,D,-235.2648995502293,42.260761198989776,107.59225433536692,-28.091206114797945,-83.54723951257493,47.1655903774494,D,-93.87775502524596,B,E,0
36-50,20,A,-67.21921769588707,49.09557834809522,B,E,C,70.52422209938585,E,-39.80024544744474,-4.085708889781242,2.747341715005453,-222.32290221958593,238.93013220485656,120.87092135358957,B,60.95994432578705,D,B,0
18-25,67,B,85.56690773486099,-295.43829188633543,A,D,C,130.22612252706287,E,14.02329973122799,98.76797264826656,162.14968056764286,143.1658278800641,-24.318681469507062,-86.78079675581046,B,-52.77155632642789,D,D,0
51-65,37,E,-82.22539424061027,86.04465861151088,B,D,D,50.812249764200644,B,24.446575798019047,54.34389636634167,-146.5538764027771,-160.18565780472093,-80.72201273682154,-22.131855605888394,A,24.54275061968304,E,D,0
65+,84,C,117.13060821068618,-63.36844715839208,C,D,C,50.76364317769681,A,210.53216381981863,-82.41598425046563,18.848291265680594,-38.02868884249316,-32.490566445677324,-5.7180929456534555,E,-143.4449028560411,A,E,1
18-25,67,D,90.62069698655321,123.29872284783735,E,E,A,19.54107609398138,D,-69.42065731848092,132.42601760673728,-32.77514062136154,63.123577012180974,-30.802338972745357,-14.566698332853461,B,20.261647146520424,A,C,1
18-25,56,E,110.40274657216489,-31.830474478866538,B,C,C,46.90080262610952,B,38.486202337376525,37.9703561850033,126.07772181764167,88.60648747947639,-61.374302373092284,-39.01600514046691,C,99.2427610446699,D,A,1
36-50,69,D,12.554855235688688,168.19074914361317,B,E,B,-130.93841668690004,E,118.15815256826842,-21.000165968031585,132.34211889982382,85.84560274997231,23.87426094878864,-92.00020610983324,B,-118.98088278635421,B,E,0
51-65,26,C,-79.24683595274514,-30.188468891713022,A,C,E,18.05977749751629,E,-124.37360927441583,214.97892430324174,-65.47729620077328,-30.20464712950298,-97.89813358884363,-37.294864853779224,E,-12.785453510409416,E,B,1
51-65,41,B,14.995426454178274,-66.69533452788986,D,C,E,-154.46447378001702,E,-94.82586702118016,-98.35272105190107,-80.35515795472065,49.23404007793499,-181.48894374609924,-110.3251783023302,E,84.78322546368197,B,D,0
51-65,25,E,72.62454388135887,-79.04853803816557,A,E,B,-21.310459414340706,D,-50.223777959458225,-71.43987896859034,-84.73801017588332,124.46181891261101,238.8073820122455,125.84971484207466,E,13.924367424599337,A,B,0
65+,83,B,-37.740349547664906,-3.009113468648367,A,D,D,-91.77591249589692,B,52.66738522174539,166.09679769553088,10.476508050682964,62.987731810815994,57.81977048932268,59.919259474860695,E,45.86264744997365,E,C,0
51-65,47,D,-3.8620028420588066,-193.05260726232333,A,B,A,-60.47290351626297,A,-78.24042800742669,51.90684541392433,90.99042545431467,-4.940256149836702,55.382437410381634,-74.4258838180401,E,-124.50737876040535,C,A,1
36-50,61,C,189.3434184831699,-230.88513022571746,A,B,D,175.17328255787194,E,92.22963582090254,-58.7211420603004,46.39063755412337,-33.169209790350784,-5.74088627275282,137.84112226220074,B,12.944549910427208,E,C,1
65+,60,B,-64.21114425472251,-165.0728129193266,B,E,B,-42.860889446240314,A,-39.490796807503365,-46.77714191748334,30.74271358879601,32.6844792258509,200.73592176673168,-76.59804183524346,A,-86.2327308101351,A,C,1
36-50,42,E,-198.8644956695792,51.83527662686275,C,C,E,11.24951875453599,E,26.53073519904589,-14.232070035766323,-79.50564195410887,-68.2576644415433,-94.89442239544458,-157.72089204161276,A,96.32519414332276,E,D,1
18-25,64,A,-72.45686518648499,165.99739566096795,B,A,D,219.24444461776721,D,10.492181765540177,-145.9240671368939,12.437349932869916,208.45902838227545,28.753580530286378,-2.0533026326359685,C,126.66906346878248,A,A,0
51-65,21,A,-124.11306366673851,4.479731530394266,E,A,C,-73.03450956547852,A,78.51697125539143,53.03477816007091,-107.66862898462186,-221.93720010664825,-68.5945332223212,32.813099323087215,D,77.63426347701088,A,A,0
65+,73,E,7.433326691447934,-74.56260376938482,A,A,E,24.83438163701725,B,96.93574633088195,32.63547866477715,22.815595361324107,52.70706872553952,65.21610968143388,-76.98442242334662,B,3.1849655603921416,E,C,0
18-25,22,A,-46.7551728707186,-201.9961017178516,A,D,D,93.60964028506659,B,-33.86942103133389,54.005102478519895,-35.340246397044346,146.62466226408227,22.966955056073143,187.79391333882364,A,-70.13851271760441,C,A,0
26-35,76,D,1.1558048354920172,-204.3142975912687,C,C,A,98.13684645775322,A,6.5063264366383695,-150.2398169916768,-42.78520629267341,151.9363587178054,12.379940947832193,-91.08542152965462,C,3.5148072538133666,D,A,1
26-35,60,A,3.789156836758874,5.5847388013620405,B,A,D,-6.048772118797718,B,68.34614197964927,-87.07752853164337,-68.25679031445392,233.58459850844645,-74.25025994210391,-18.362343426137965,E,-51.20311978040506,A,B,0
36-50,58,C,75.68511877620875,-135.01480982611636,D,D,C,25.19620207686184,E,-95.63118326084005,-38.95912025633667,-40.784066163059755,3.3881147040983635,-20.20162249490673,41.2458112699675,C,55.35020828347976,D,D,1
18-25,71,B,-198.86939906426454,142.7795542936932,C,D,D,-66.33524643986925,C,-218.60412057166965,-99.03030582157899,-6.50301528893473,-221.15531486099664,49.760189561005866,32.031545589292534,B,-68.8304641270242,C,C,0
51-65,73,B,-18.169112398330046,276.4301339722532,B,C,B,68.68985541253942,C,51.79332335786027,-32.47651828333278,142.21813986953094,46.200706238057684,214.72316034414482,-8.781163707149432,D,-17.553041490917305,A,D,1
51-65,18,A,50.25134893664836,-90.27782109123977,E,C,B,-69.05870253271905,A,-8.955503122170873,106.41469900187457,-48.655733552583634,-7.1796945095714815,-150.9853957103485,55.365652153603165,B,78.56623974126461,E,B,1
26-35,19,B,25.873628260545388,27.329834815568592,A,E,A,142.21080573756703,A,-69.00399638528377,-36.85623616848137,-164.72633238328226,42.73213174448485,126.32816347915545,-11.877076605233711,A,-20.783424862923713,D,B,1
36-50,61,C,79.15074840207251,-118.09403366159157,D,A,C,-32.45208649088634,D,144.83667112532714,-19.734913182492416,-155.95546817079887,10.31987564133556,-108.709074690805,41.04745228838503,B,-2.377270080338088,C,A,0
36-50,92,E,-132.35779931239787,89.04550072348398,A,E,A,41.79488039273776,E,-80.93524759207644,-182.30951836819318,-89.74243586737178,-3.4025111034903825,-49.53590474256755,-12.703725947358121,B,114.61293378544617,B,D,0
51-65,75,E,-82.97242240830982,-20.22635360912596,E,B,D,-25.502911096377908,D,142.15629479087804,8.804051354041043,-103.78002515895317,-105.93818962704414,149.78801585760397,105.08562565247321,B,-23.261085887356565,C,E,1
65+,44,E,30.612832840036237,-135.05134450820114,B,B,B,65.24398593589457,D,-155.85166842663597,107.46737943983054,-9.906042114587102,-186.58353238463042,-130.19540323683216,-10.663363914781733,C,-51.60225726042162,E,E,0
26-35,65,B,212.7655156980337,94.61270919762099,D,B,E,71.50480084109164,E,-76.54532602744491,-175.2990737750383,85.85766082953306,-19.671322610143314,134.81424126798817,-189.70174871979003,A,23.889323721058776,B,C,0
18-25,85,D,2.8006274254490187,12.225599255485031,A,D,E,-124.69396372801388,D,68.73713741966768,87.87142020375289,127.69429644630588,79.24321464890924,22.585117147837845,128.11127782715127,D,166.06412965704033,E,A,0
18-25,40,B,-132.8480509194065,114.48988827327824,D,B,C,-9.904980664941421,E,-15.996512504602656,107.48351694378215,-19.139749371404104,-37.73035853152912,61.7172951483678,-122.83296306180856,E,41.55582611835373,C,C,1
51-65,44,D,-153.30063702879016,-25.652875574641413,A,C,B,14.857821043409347,E,-92.8349033291001,-45.92043857890423,-87.69157091237506,-122.7610943900744,80.00666039735351,-46.93455351842398,A,101.27623058667272,C,E,0
65+,92,A,42.19803261434971,5.755869791101,B,A,D,101.31278029481663,A,68.45320336338338,167.68091435596898,-85.30351136387799,164.42650260662532,-162.1478303351093,39.42600194150725,C,-35.17867571527798,E,C,1
26-35,95,D,-23.750581555595023,64.97838341962154,A,D,E,-229.2714334868554,A,-78.44597781554785,-182.67038317999152,-74.658219531665,-59.14077553876575,7.531576301190119,2.9896776604001496,E,155.316675399789,B,A,0
51-65,82,D,-81.46319226055977,-25.881891586982125,A,E,A,-130.56933344974757,B,-64.80585865118968,168.6155026738226,-60.26708018670106,46.53232862648605,5.012044471697269,-33.4012097801891,B,-54.75864443616392,A,E,0
26-35,80,A,-7.628608688554121,-24.151973840595815,E,D,B,-5.797349109198952,E,87.02411832644414,-149.24894379860768,22.488292685523966,12.750851893253792,-11.794820065032612,-97.77635672800915,B,-1.7913719754583137,E,A,0
51-65,44,C,-142.81385990489312,-159.18070778091192,D,B,A,-220.86264921593104,B,135.4687449417802,-196.55688304482342,51.48428605500901,-134.15523543060502,52.85710448085463,10.138787315978684,A,116.9405187496932,C,B,0
36-50,68,C,67.5318587516168,-29.177574395110618,D,D,D,56.83173392764944,E,-41.84542070786922,190.11886744456535,10.362619895148592,17.99178145627814,79.17182356304289,-11.34726166380534,E,-128.19565995271006,D,A,0
51-65,49,E,-1.5332868183142323,49.33638173789555,E,A,E,23.168451811336862,E,125.07475149149248,-50.78477170807788,134.17225259412234,4.18335655654339,41.69084662966865,-26.57575309778448,D,110.27461032387127,B,A,1
36-50,29,D,-139.43501301957605,-173.6439198584605,D,A,E,-284.1998487875915,C,231.92980359837972,-54.19772954516032,101.75630753653235,33.20105495177936,-1.3906777393596028,-27.85051376703938,D,-31.227222799528786,C,C,0
51-65,31,A,-61.51295183450047,137.25180990984666,B,A,B,-30.22987291782102,E,84.81683153439585,-115.16309547113552,-99.85927430619557,116.23418790444006,-74.52643405346717,143.08682882025238,B,125.4917569828565,A,C,0
36-50,99,A,-289.4037476716624,34.38602722436209,A,A,C,-162.31364479172763,A,-87.50060009261803,-53.703398750966045,-58.16743251671763,-71.68610903021437,-62.05510999700803,234.99457240803966,A,163.14592943796572,E,C,0
65+,85,D,88.66769076099985,37.909606352749115,B,E,D,25.097908508112702,B,137.56440783163265,155.90918547939737,-152.63825894729314,-81.12381337645448,66.80352648675246,83.46750826355927,B,133.06413182953412,A,C,1
18-25,46,C,1.6776635990268085,132.26181821139164,B,C,B,14.742015231268994,E,-47.84036058671883,-75.24296168106046,-10.778163859113988,72.69626973504431,-54.853409891115135,-45.102771991769224,B,102.294155503937,B,D,0
36-50,96,B,-15.73227349815334,-116.96126528807171,D,B,D,-8.742166118030102,D,-83.97024743050736,88.4522685282596,-105.63327131614832,21.77038180679631,-7.511351557969105,109.68418714224755,A,-67.15372342140618,C,C,0
36-50,45,B,175.14683160512627,-125.82877244087365,A,A,E,-26.088588096114528,C,130.53091058746998,10.819550222582066,-7.934892056891314,178.64369840616666,-40.24115712993538,11.54256484096571,B,-150.87729778602593,B,B,1
65+,75,C,-65.87733183502145,136.4857720618766,C,A,E,75.93668125922973,B,100.68306811109676,127.06950914563879,85.18029851733273,-116.76205065333119,31.489867876425343,-138.44967800777306,B,-84.96057838089328,D,C,0
26-35,66,D,198.35850686966157,227.11367876110754,A,A,D,-11.656309240314584,C,71.05357627803146,40.02496528581647,-17.92458632090009,205.00145997503728,-85.80867924950998,102.94130612954773,E,-1.4439215286020768,B,C,1
36-50,80,A,-112.61989344839915,-77.80291804936027,A,D,E,-28.479772395768233,D,-54.967116498640046,69.3401731472019,114.82240973637865,11.757065094632715,139.6043905461426,105.41681251033353,A,-85.78497838037497,E,E,0
18-25,82,A,-84.29271628208286,245.21054042075465,D,B,E,110.34589806355173,B,67.40446731957695,-26.4646903116865,-19.348141821961864,33.35039405263424,16.864499737899347,-93.5186485890097,D,-7.035098741092165,B,B,0
26-35,27,C,166.80759430500606,-5.376733185142362,C,D,B,-63.2083494949374,E,120.64593719952596,39.37936445460453,-88.54148125341817,-60.84110683171616,-5.479211082446344,-76.66343036416774,E,11.559874083156865,B,D,0
18-25,53,B,-71.97076482922566,163.57281314540347,E,C,C,85.1658633802554,C,13.802487421920246,-82.20617635901488,-49.79961154324483,-166.58791793124107,-101.03973953305186,-41.010868306881825,B,49.70040237765284,B,A,1
26-35,79,D,-116.03979107079758,164.39143151088211,C,B,B,-16.9300441152856,B,42.36926844763571,44.334641578584474,-201.15920051905346,183.95748584428594,110.76449324614357,19.32439922759886,B,-21.25064761597634,D,B,0
65+,71,A,64.24589202066181,89.38108271018048,A,A,C,84.05762666476619,E,-145.00115561149252,-100.95697869905953,-37.35033919872356,54.79929549500575,-57.92864221209749,155.5216147892157,D,-14.624540776807047,C,B,0
65+,71,D,-42.010806136433935,-88.99935965105652,D,A,D,-82.56457267638228,D,-8.112759002186813,106.8303788436478,83.09435400630717,-41.81796502678796,56.71251256167228,-222.70827772111934,A,-47.456716766943494,D,C,0
18-25,47,E,-56.020709730686804,-92.06911174595659,A,D,A,-117.83583775203846,D,84.9605116305005,12.80905327137354,92.55294089885757,30.065175581794385,-54.12711048800577,-6.47083002837516,B,-86.73700702852099,D,A,0
18-25,52,C,87.66454096443927,-177.08999993105087,E,E,C,114.15648903312157,C,-98.21632275007131,164.84245304662969,130.22592954501218,-75.30162874614254,77.89381484389338,-5.321809535628326,E,-42.67966934194426,E,B,1
26-35,90,B,-219.22871759090205,85.81593009145591,A,E,C,-4.128499874747438,B,-13.294311565662978,143.20036068780664,178.8695383288947,-181.41621834888966,19.51627839909636,51.604026977226894,C,-22.641692259189746,B,E,0
26-35,38,C,-89.522037501111,-38.55261154655712,E,C,C,164.38585741097666,C,71.51207336935109,-61.90548598444712,-49.455785816973886,-40.77816136190432,-77.02843145100526,22.198002767299474,C,101.55028178138753,E,A,1
18-25,81,E,133.918546916086,83.82212580405685,C,A,A,42.4180120630584,C,-106.07317009171564,-27.32119567768801,155.04966679342314,-125.99102349843034,27.793062248911397,-60.36057726768031,C,-100.96474163360594,C,A,0
65+,46,A,-72.6947292481431,124.24929419882076,D,E,C,-0.9192510684533605,A,79.70309855005861,19.693882086309078,-171.18473658345698,-65.13886563275544,-81.01471500632552,144.89769031103285,D,-190.48486079187845,C,E,1
18-25,56,E,102.95351333965253,-20.585192774609943,C,C,A,34.67982883457827,B,141.08927864263515,55.6302144829606,-83.39921328753054,-55.94922850743041,0.762668717528858,-105.67680640393722,C,10.47377170550014,E,C,0
36-50,64,E,-141.62168046952846,77.65037108299938,B,D,E,-9.719514845216318,A,-4.938876729274484,126.94849618411446,-45.84647606295035,133.70566768726383,-22.003360720738513,118.4637291183582,B,-99.05410555104179,C,B,1
26-35,47,A,-49.224575154312156,-20.23382851129428,D,C,C,-2.4120366118413337,D,111.98652690531021,-62.76475683956432,-121.03483425122474,-68.92442679872319,42.51512389543724,87.30803488537252,A,-59.99490649188331,A,B,1
36-50,25,D,148.29099959075972,-45.53250935714095,C,B,B,202.27543299892426,C,13.388849444654,-7.413092510106499,41.2393433439289,106.15506344090568,-112.8795005436348,91.89282386405014,C,-105.72611696760657,E,A,1
36-50,89,B,-101.88170058950814,-6.242246739910858,D,E,A,55.769232688474546,C,-22.455446763849558,-51.8117596204592,-74.9126271077764,-30.953953644391568,116.05864129663684,97.3463645139785,B,39.18651442393147,B,E,1
36-50,72,C,-8.779658698923253,-89.42933116819538,D,A,B,-130.5290854492551,B,73.32516870597232,22.34794353584166,34.80900671302575,43.98099162314234,-52.686356063949205,-60.52178505046324,D,69.35510317652607,E,C,0
51-65,64,E,-87.2982269971794,139.54942174134547,C,C,B,-213.20820821256862,C,-17.85127593641837,-113.35698297175244,74.58585703476226,56.91908118572451,106.99405087130225,69.60423654539238,C,41.070559455354356,D,E,1
18-25,55,B,-155.4564974174883,-105.03119733062309,E,B,C,-42.60975704605674,A,-115.06052063340412,90.73903106756966,112.87682124255467,18.486342210926246,-144.97161200587803,-211.52260566638012,A,132.0843357776154,D,A,0
36-50,29,D,14.877840173996537,-128.5429870227248,A,A,B,-14.396320774029045,E,-6.867440196920896,56.51688087309212,-234.01329191023243,-115.90414793200222,15.414063345596416,43.51742055763909,D,172.1690941356392,E,C,0
36-50,25,D,250.08619443835696,120.15719395693303,E,E,A,76.26655336987069,E,-150.73441127090777,-4.765933917047023,36.93424184528846,53.05266181547606,-110.27439092602984,-114.58516420730558,D,-9.899998228901367,A,E,1
65+,81,B,-64.77676244562986,-22.749886966390324,C,C,E,32.6058995032049,A,-101.83379797555361,11.25575343979028,102.9975391768633,39.20966638752957,-154.6889289419931,-77.57548050458016,A,19.700239583112296,C,E,1
26-35,78,C,-118.99971292359555,-82.76410001443017,D,B,C,1.8536746730601892,D,-113.30221850386815,-71.92121116004739,38.93600370638477,96.67433827774774,170.63710648959054,-21.790956922964924,B,-106.50212635359422,B,A,0
65+,68,A,1.2066161120323735,-34.57741568495825,B,D,C,174.1504747990723,B,-93.82540884660736,37.71784291264097,67.3397267177859,-183.0598824734514,36.16095253882147,-45.84252582696576,D,-62.22410875088001,C,D,0
26-35,28,B,-18.799763525877584,-110.02796660874252,C,D,C,164.88784086590633,E,47.77242314591702,-4.312231124985084,107.47399501041517,20.329845656430567,-81.71936367921681,187.72787401237855,B,-167.34483867379095,E,D,0
18-25,44,A,168.56528718134885,-79.24942225001891,B,B,B,203.08097702286275,D,-66.56351971819666,22.721196659874863,-33.53737220123449,-47.27010370919053,-73.01638494007383,-57.632353233079755,A,4.316736799823576,C,B,1
36-50,54,B,111.48123835964017,194.15403844036447,D,E,A,-216.91643286805453,D,-111.15175827563482,28.501455923409765,-111.3384830915757,146.1359541970632,116.57093066238357,187.14851913827516,C,32.03657183286312,C,D,0
26-35,70,A,-200.8926807632272,54.23889117356664,C,E,B,40.43853607440257,D,-111.2683315593826,-62.422970105026266,-78.76986890981216,-78.86034152552298,-57.166431033717046,-42.64494406006757,B,2.59028247718094,A,A,1
65+,50,C,-105.0197280629864,-17.886106907855783,C,C,A,-103.40554182405737,E,93.75235535583623,223.42694190562722,24.01232921860589,192.1522078600471,-4.717476788860112,146.45012078136014,B,7.618881054780894,E,C,0
36-50,61,B,75.58646846326502,23.225687074192425,A,D,E,-87.14909129341666,D,-91.02118868671091,-36.151919184119386,-13.454274914617756,-58.97693335406792,178.30658911422304,93.33128358209233,B,-135.640535206765,C,A,0
65+,89,B,51.52737924992147,-90.3075302966498,C,C,D,-63.00450240271017,C,-27.374676937767727,-22.688859890954834,144.3074505451764,24.29557595431577,119.24283634149677,51.58271716995203,D,-111.28296580450272,A,D,1
36-50,23,B,15.249025253891887,-18.47097216603854,A,E,C,-155.54401297076495,D,207.62306080461715,112.22618946628305,42.07244154478943,24.227954124456115,196.11090056043926,-11.783204614023834,A,109.66165928863848,D,B,0
51-65,84,D,200.84963201652144,72.82022862059789,C,B,A,80.85792157757015,A,-54.76488277255428,-32.90849477240887,-95.53302060911506,30.834388306246453,126.0318415693729,76.90089740153458,A,-109.70327296601236,D,D,1
65+,59,E,-1.6544383093171757,-35.727170240609865,D,E,A,27.060889742558143,A,55.850213218529774,-147.4553037530213,22.310533141439514,121.69197235382595,31.33491900456767,5.493147348836314,B,28.849430174265812,A,D,0
36-50,54,A,-73.77503778491935,19.969214375229573,B,B,A,-24.374106835305177,E,-15.849682137102599,94.62133831608207,-59.080351911708675,-40.86339257633922,110.90521797688626,-43.33546927324098,C,61.6856961443869,E,C,1
36-50,97,C,-26.00910128170589,68.48574831415141,E,E,A,106.23398359854744,B,171.7417434940422,36.62177389242428,125.2022867453993,-70.85087772675726,-131.10649910616502,80.26290522514769,E,80.50489663100942,B,D,0
26-35,73,A,60.03015618209064,13.215657327626282,D,D,C,-9.39457548766482,C,-21.52224601371042,-59.35995974296881,9.226271172560553,12.591604430251127,-55.6045910044906,-33.53029918186301,B,55.83744381026213,B,E,0
36-50,98,E,-2.7237476378253667,-129.64472987056027,A,A,E,90.75575506213507,D,43.57314999687723,-87.4183384512045,-123.34934453443826,163.99392335113342,169.02753986715695,-154.2017885670467,D,56.240104259072844,D,E,0
65+,41,A,-93.51878098846504,47.56164728050417,E,B,E,23.611193149196552,A,-52.21775762772949,-56.96156245764122,-16.62328925770739,183.8357271451629,-48.420638868177925,121.51500933143133,A,-15.67344984979377,B,B,1
51-65,33,C,-85.93572406766373,141.350502714363,A,A,D,33.22427804484249,E,-60.42540555380494,200.4725304613368,-163.26014918263326,48.83301930795952,58.22829607682743,-47.776372818615044,A,99.91745230624971,A,D,1
18-25,74,D,62.67772273694684,25.35631316187431,E,C,D,-4.095884968713256,A,70.31251797485311,-111.38514124108563,-48.13401539956276,-11.665574148291173,59.84687556568944,-69.32584547092432,E,-142.9551487786703,A,D,1
