nation,ethnicity,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Brazil,Black,26-35,D,-4.786396513750485,-3.9528547800869895,96.32908827538661,C,C,A,B,A,-65.63582440855733,1
Brazil,African American,65+,C,-85.79427264776534,80.22808290828422,-67.04633139100356,E,C,A,C,E,17.107312904265875,1
Other,Other,51-65,C,-3.498920388836014,205.92614261748747,113.7780829230977,B,D,A,B,E,-71.9739858190016,1
India,Black,65+,C,-63.613171377061896,171.98939015930793,157.26391887199782,C,A,E,D,D,-39.74280667311373,0
Mexico,Other,18-25,A,-38.53163066192582,-162.47662480088445,59.730274806616514,E,C,E,B,D,198.4437854289344,0
India,Asian,51-65,E,-110.64171804312288,-55.012794269856855,-79.46895381509074,E,A,D,C,E,-47.2598864205999,0
Mexico,Other,36-50,E,104.07122494516008,0.8948736623123609,-120.63407009440614,C,E,A,D,B,58.669114861219015,0
India,African American,65+,A,-57.17751751545984,-116.08244836408184,68.90751237983534,E,E,B,C,A,77.06012718058157,0
Other,Asian,18-25,C,-95.53576325645702,7.682462546589836,-52.94569099656452,C,D,D,A,B,-149.02523516123068,1
Germany,Black,51-65,B,-30.427411722997082,-80.65289613128367,158.68205518103088,B,D,B,B,A,-76.47938546947796,0
UK,White,36-50,C,161.72916683583276,72.96981693452888,37.72207778524733,C,E,A,B,D,-67.13757509428083,0
India,Hispanic,51-65,B,32.19627428162325,-51.4979534106404,31.95695975742036,C,D,A,C,C,-15.944600544964366,0
India,Asian,26-35,D,44.02788581446361,194.46167103129005,-17.596038276928272,A,D,C,C,C,-213.87532517294022,1
UK,Other,18-25,B,40.276183719870296,-12.163104898686807,-52.303751975481106,D,E,A,C,D,-29.602082707521404,1
US,Asian,36-50,B,88.62851259389946,43.11037149140331,147.22665404372717,D,B,D,A,D,77.54111032762845,1
China,African American,36-50,B,-71.51609223976234,26.716032747587516,203.1340628929551,A,D,B,A,B,-12.407167843854095,1
Mexico,Other,51-65,E,16.722247553625053,15.353411518512608,92.00129313524667,E,B,E,B,C,-39.29481499342174,1
India,Black,18-25,D,-46.01830309631946,43.34634737252839,67.5176013150939,D,A,B,E,B,-17.25037024855585,0
Other,African American,26-35,A,-17.090574283202926,74.60478680863697,50.23581330031638,C,A,A,A,D,50.451738262174615,1
Other,Other,18-25,D,-60.859224849664926,30.786284926063605,92.62924475561132,A,A,A,B,E,-130.09077018915193,0
Germany,Other,18-25,A,113.60216194407037,-108.74434109881005,72.85349273681395,E,A,C,B,C,80.24161245398781,1
UK,Other,65+,E,-134.34455605015592,122.54801373403205,-98.42671263075071,C,C,E,C,C,34.31344963026953,0
Brazil,White,18-25,C,-53.74561621376508,41.31400844757505,-94.53593644981045,B,C,B,C,B,107.41496739944995,1
US,Other,26-35,E,-18.86879352817673,-147.86343903677664,-107.28512385563423,B,A,E,C,C,288.60543791097535,1
Mexico,African American,51-65,A,-113.13933622330174,-59.14499158648633,139.85799894887654,C,B,B,B,B,-31.654749276679624,1
Germany,Black,65+,E,-24.69346056127067,-91.07145882147398,-55.28330125386094,B,B,B,E,A,-36.510398493168616,1
India,African American,65+,B,61.455244220417256,52.56655577317765,141.5261694045961,E,B,C,A,E,6.532697293065951,0
UK,African American,26-35,B,-9.561269443493087,-43.80493477162721,111.9355787873476,E,C,A,D,B,-89.1074219715993,0
Mexico,Asian,51-65,E,-41.99254317458923,173.37730443430732,-92.28726069358935,C,D,E,C,D,35.07294065984043,1
UK,Asian,51-65,D,97.64619606656765,25.362110136085008,-105.79653921048696,A,D,D,C,C,-1.8712328565388279,0
India,Asian,65+,D,65.6361810046587,144.09056763775615,-77.59138436002347,C,C,C,B,D,36.333837563068634,1
Brazil,Hispanic,36-50,A,117.60880512749914,-6.130153858784449,59.40608407617295,E,E,D,A,C,6.583213289606488,0
US,White,26-35,C,63.152904941938324,-95.97658178976009,-42.479154719461704,C,B,D,E,A,120.71781709509457,0
US,African American,26-35,E,114.60781999316943,97.49328007163966,-231.1812219173409,B,B,C,E,E,-94.17431961471287,1
Brazil,Hispanic,65+,C,-118.91318783147283,45.99515278533246,30.203777550657563,C,D,E,C,B,71.18986391238883,1
Germany,Black,51-65,A,275.24044263420745,-27.755161183534067,-108.24572447992402,B,C,B,B,D,-122.9626182060832,0
Germany,African American,65+,B,-42.13074087437842,94.45286610905481,78.90809868421208,B,E,A,E,E,50.14514990816763,1
UK,Black,65+,A,-43.540070483702756,60.34608328866599,-8.97517876956281,A,D,B,E,C,-239.83338866623902,1
Brazil,White,36-50,A,-3.959938020983057,17.473403365842223,-138.88410942639973,A,A,C,C,B,-73.77937176512707,1
Other,Hispanic,65+,B,134.0212068262109,32.87376324959338,38.47707522271291,C,B,D,E,A,-95.84718262512439,1
China,Hispanic,18-25,A,101.13538826613917,-167.80902940767712,-106.76960131122699,B,D,E,D,C,-56.17305452776663,0
Germany,African American,18-25,E,-15.514392497443596,-151.0341832533103,73.15327821070086,B,A,B,E,D,64.77790994243075,1
US,Hispanic,65+,A,-18.12130233235375,130.1608494500005,38.63528248212035,E,E,E,B,E,-132.36495817854222,0
US,African American,26-35,D,64.52082983643514,36.85745083300473,-72.28885972468684,A,A,D,E,D,-97.49221775326907,0
Other,Hispanic,18-25,E,-178.33578884452112,-234.8384815770667,193.22343907377484,D,B,E,C,A,3.797070221459136,1
Mexico,Asian,65+,B,-143.96845823331762,-130.92857608706444,48.12364993887453,B,C,A,A,B,62.28504000397431,0
UK,Hispanic,36-50,C,-42.60289104545531,11.0810289965574,-90.33173145279856,C,A,C,B,D,10.034331770863426,0
UK,Hispanic,26-35,E,59.93226280862953,68.38415959632657,110.26823849800735,C,D,C,E,A,203.6381925212531,1
Brazil,Other,36-50,B,-29.32179903900296,-100.8954520052274,-106.76273176591684,B,B,C,C,A,82.1914617654436,0
Germany,African American,65+,A,-106.50095160417452,7.22565050553442,8.070532562307472,D,C,E,D,D,-53.9188755439147,1
Brazil,White,65+,A,47.43131904818293,73.53062548275922,142.44785768897904,C,A,E,B,E,-2.697002506442248,1
Mexico,White,36-50,D,-90.10261334792892,117.2558215391591,-42.27035663405846,B,A,A,A,D,124.22460331679824,0
China,Black,36-50,E,-30.270830394899413,-58.46409312528045,65.59941714171825,C,E,A,D,B,68.68606810282985,0
US,Other,65+,E,21.704794278392452,167.85185740532503,105.25691830640913,A,D,C,A,E,114.66929035060474,1
US,African American,36-50,A,58.145661044047394,-124.37524763215497,134.7913531854568,D,E,B,A,B,121.82123579365829,0
China,Hispanic,51-65,C,122.83793315136695,30.116735489374978,85.69127100546453,B,E,C,B,A,44.57711423069465,1
China,Other,51-65,C,38.23186480741422,30.85499456770553,102.54761105014263,A,D,D,D,C,207.8527311590805,0
Other,Black,18-25,E,-142.8256172216525,-118.25299669473468,180.84300393135945,A,B,E,C,D,90.73189248322771,0
China,African American,65+,C,-90.56401642483401,-34.84638797495091,11.470006201042406,E,C,C,C,C,15.760940045076275,0
India,Other,36-50,C,-184.87111992078925,56.25524047074039,-173.07655955065255,D,A,D,B,C,159.87216910984517,1
UK,African American,51-65,B,-82.06439464467927,102.3270426049156,12.732877793691147,D,D,C,E,D,114.83907184597454,0
UK,African American,51-65,D,133.75480350375122,3.3598446427931674,111.95327234556662,E,E,D,C,E,64.0591077470824,1
Brazil,Asian,18-25,D,-145.97009403189006,-74.2107555714816,-76.55720905696715,D,A,D,E,C,133.54753975799292,1
Germany,White,65+,E,62.820427454046914,-0.30358350482329677,-31.00026241420232,B,C,B,B,C,17.526221358391272,1
Mexico,Asian,26-35,B,-238.6316014573851,-1.4089176903514522,30.851475617157973,B,C,C,D,B,-55.676968524014256,0
UK,Asian,26-35,D,107.21632114409732,108.31161712139026,115.47745930063891,B,C,E,C,B,102.9003898165179,0
US,Black,18-25,D,49.15839069449026,-165.82082566137737,-26.816475987246886,C,E,E,D,B,-307.8139167617518,0
UK,Black,65+,D,-81.49089031096453,215.87000567939288,-205.58089062167534,E,D,E,D,C,253.34170289585535,1
China,African American,65+,C,26.310755805209666,87.21332781418772,-66.06415518635868,C,C,E,E,E,-117.47643177168302,0
Mexico,White,26-35,B,20.471253327064673,79.7833802599675,15.524449050326119,B,D,C,C,A,117.15510064657349,0
UK,White,51-65,A,212.08076593969722,12.520904230330036,253.33850214618394,C,C,B,A,E,-135.33873228827892,0
Germany,Other,36-50,E,108.92020994850806,27.9775789649643,56.62804300356852,A,E,B,E,E,-104.52587964339051,1
Mexico,Asian,36-50,D,-20.935107871040014,78.89836323165287,187.97842006048168,E,B,C,D,E,-87.30933477609804,1
China,African American,36-50,E,12.675727404104098,92.33869502202653,3.315829269389556,A,B,E,E,A,34.15480303438353,0
India,Hispanic,26-35,D,-113.18170734747805,326.8842866379844,-25.015529057918222,B,A,B,C,D,-16.95570984340623,0
China,Asian,36-50,B,-92.26340135888975,-196.22048192683607,-55.839999403758334,E,E,C,C,E,-54.31382165044636,0
Germany,Other,65+,B,62.0426044861089,118.0991709178729,48.374500790809414,E,B,A,B,A,-145.76714437020718,1
UK,Hispanic,65+,D,2.1327496213514547,-7.829112117979708,68.05403857614681,A,B,E,E,A,44.73980017288973,0
UK,Black,36-50,B,79.46587894645307,118.1310451740363,-38.286551664981495,A,D,C,D,A,-119.36515185721342,1
UK,Other,26-35,D,38.683974409819136,43.98292077818484,-39.15138639326295,A,C,A,E,C,-8.95979325744236,0
Other,Hispanic,51-65,D,-84.91824341550237,199.65576439231154,241.11816108654344,E,D,A,A,D,-69.87349507981375,1
Brazil,Hispanic,26-35,E,168.542771713429,74.19894519401112,137.2776031502559,E,A,A,A,C,-65.59803726952497,1
UK,African American,65+,D,-10.184537404633845,135.07163900422336,-89.54692470333397,B,C,D,C,B,-3.459137510467293,1
Mexico,White,26-35,C,-60.610465862967814,197.57684007251115,121.61598126179747,C,B,B,A,E,67.96262130794582,0
Brazil,Asian,65+,A,215.25715954138244,-105.83105872449838,-80.45358758722273,D,B,B,C,C,-72.33982256485164,1
UK,White,26-35,B,-12.48007867347826,-112.08778009540423,51.56989608950059,B,A,E,A,B,-71.47130719665597,1
Mexico,Black,36-50,D,20.3366463319452,112.25093529473864,20.574597919939606,D,A,D,C,C,-50.30455709574966,1
Germany,White,36-50,A,-52.31248883514916,28.350017547955638,178.6507787479517,A,C,C,E,E,-103.43832617556379,1
Germany,African American,65+,A,26.6547288623934,61.32136670936077,-40.84554548300341,E,D,D,B,A,-119.13394345061083,0
China,Hispanic,18-25,E,-65.34445561715702,-85.7200538475905,45.75163635653541,C,E,A,D,A,-37.55767427031692,1
India,African American,18-25,C,-92.95328464544009,191.93551098176843,-91.68180002227527,B,C,B,E,E,-14.755176513754215,0
US,Asian,65+,A,143.79024377218423,236.64645126895576,-78.28276183110219,B,D,B,B,A,-120.98474536315477,1
UK,Other,51-65,B,-74.18380937127962,-90.64659515032241,-48.15616454577973,C,B,B,B,D,113.12311913990499,1
Brazil,Asian,18-25,A,0.2939430995912591,-122.46210852830114,109.98037845765995,C,B,E,D,A,132.37730916999547,0
China,Hispanic,36-50,D,10.873730445357603,28.582282134351132,-57.0656776398703,D,D,B,A,B,17.519797352903417,1
Brazil,Asian,18-25,B,-38.695250217592374,18.488093804614778,51.05704894959524,B,B,E,A,A,183.12188864261682,0
US,African American,51-65,D,-101.71178329902048,-27.74446118124044,-0.2931411753465738,D,E,B,C,E,51.28359310846382,1
Germany,White,51-65,B,-9.535982314148605,156.64176628412105,68.8647460120141,E,D,B,E,E,19.40956266078303,0
UK,Black,51-65,B,91.93651589829143,156.76345227025595,-27.510450930632498,C,C,E,C,C,-72.55514308168361,1
US,Hispanic,26-35,B,-63.3905435403622,-51.93634432781715,-161.85715302335325,C,D,B,C,A,-70.40588120978316,0
Mexico,Asian,18-25,A,7.27700487657257,-93.51557143852125,11.628743103856323,D,E,E,C,E,-33.18318445188421,1
US,African American,18-25,A,-66.92412919003452,112.42477708391651,-70.5768805384696,A,D,A,A,D,119.5959969717619,1
China,Other,65+,A,101.08938012293005,-27.41506615423121,5.200712890165562,E,A,D,E,B,-61.84606124978077,0
China,Asian,26-35,E,80.7220285776598,221.62952400149098,-41.10784829476998,D,E,C,A,A,-231.61201261353375,0
US,Other,65+,B,53.63834235641009,238.16312238574665,39.1494346177103,D,D,B,B,C,-222.3411620083452,1
Mexico,Black,26-35,A,-52.878402634352675,-51.918629694835886,153.42477813108948,B,C,E,A,B,-50.985118279263254,0
Brazil,White,18-25,E,178.87322280455223,-202.6785873533437,68.9291682148607,A,D,C,E,B,-17.02818047654729,1
UK,Hispanic,65+,D,-53.94701666018506,-7.69369308439537,88.07181427288504,A,E,C,A,E,-2.100095115626197,0
Germany,Black,26-35,D,-190.1078583725322,-30.071935826089234,10.374458420711736,E,C,A,B,B,30.064234051456324,0
UK,Other,36-50,E,83.06689197670694,-56.60996091547691,223.1107968473862,B,C,B,C,E,94.38635151200353,0
US,Black,26-35,E,4.777144762781262,79.08449020725219,-63.916718577087906,E,D,A,A,A,66.80419394899519,0
US,Asian,36-50,B,-115.23939228307579,-18.308986341360175,-64.304490531309,A,B,C,E,E,132.14845710719928,1
UK,Asian,18-25,E,95.6087964020366,-45.94630463154854,23.856487971555264,A,A,A,E,D,63.4896678817794,0
Mexico,African American,51-65,A,46.659708021441546,86.94741901201418,-32.4482555915105,D,C,B,B,A,14.3956536019058,0
Other,Asian,36-50,A,-138.75014770655508,-104.98081216471368,108.32974408564309,A,D,D,C,B,-28.874326624879775,0
China,Other,36-50,A,65.30903208711189,-13.863464591450478,146.26204672550338,C,E,E,C,A,-24.58601639153131,0
Brazil,Black,51-65,D,125.34907191910212,172.5376184332564,-12.528336105488114,E,C,C,A,E,188.17765206887756,1
Germany,White,18-25,B,119.8466287554923,-26.39745924445985,42.42469393829868,B,A,C,E,D,132.4752113120059,0
Mexico,Hispanic,36-50,A,-43.30567852664349,-103.76197633974351,99.41793408237827,D,C,D,D,B,42.90391762628567,0
Mexico,Hispanic,65+,E,39.39524499505191,110.92479589106796,191.274700544941,C,D,D,A,C,40.01960082374173,0
UK,Hispanic,26-35,B,39.14133032990075,-114.108433041892,-68.92981198686718,B,A,A,B,A,-22.01076638938239,1
China,Asian,51-65,E,17.226086512772792,-5.480365048887763,32.20981641451249,A,E,D,E,A,65.33082670669928,0
Mexico,Black,18-25,B,91.37573410869932,-51.61482262546907,-118.90621496876695,C,C,A,A,B,-63.39839517347401,1
Other,Black,18-25,B,-199.67072186456457,120.71325631347815,63.24663256811603,C,A,C,C,A,-81.59175964439565,0
US,Hispanic,65+,A,-52.57408976098669,-33.58876550367269,17.894800988090225,C,D,D,D,E,-19.24418169369721,0
Other,Asian,18-25,D,-237.69028276766008,119.14917209428101,148.44469463876862,B,B,C,C,E,39.62798438311269,0
China,African American,36-50,B,75.20899171888718,83.20993507457001,-21.337686952064814,E,E,A,C,D,32.71410093381072,1
India,Black,36-50,D,-3.8606654062483323,117.19575281503019,-42.53286652024658,E,B,A,E,C,-19.49057887795997,0
Brazil,Other,18-25,C,6.809887262593441,-0.3671752841899103,51.199842315861034,D,A,A,B,B,101.0390896901146,0
China,Black,65+,E,146.83247531456968,-35.782386631635234,143.80016988122003,A,B,A,C,C,32.80582567950526,1
UK,Asian,18-25,B,-87.05533659089953,-141.68452756611487,16.5628494868211,A,E,C,E,B,51.83509446861093,0
Germany,African American,18-25,C,-18.123839076056093,-74.31804196795828,-98.6390252419627,D,A,C,A,D,45.97777997272042,0
US,Hispanic,18-25,E,55.86389371197043,-185.04945821630722,5.490996541311434,B,C,E,A,D,83.66083946539486,1
China,White,26-35,B,53.98443274573669,148.83560475491754,-98.78219189412845,E,E,A,A,C,-72.06870782592691,1
Mexico,African American,36-50,B,-74.84693424443957,179.19691638995602,15.151590166550754,B,E,B,E,A,220.36380693238436,1
UK,Hispanic,18-25,B,-18.413748930152376,-52.09779490943542,63.09784823698673,A,B,C,D,B,17.13655711621347,0
China,White,65+,D,-33.22126822716729,-141.97476860874096,-15.898819158415204,E,A,D,D,C,-23.78419047530545,1
Germany,Asian,51-65,D,8.264973669657161,-57.64782002251828,-195.54495551731657,D,E,C,A,D,111.797986099649,1
UK,Black,65+,A,-82.15977334795413,27.16284796495037,-106.61806185834199,A,A,E,A,E,-79.0404327390007,0
China,Hispanic,18-25,D,-20.344229979842652,-145.20036203238732,-147.6159015965823,B,E,B,E,A,-18.05796932459315,0
Mexico,White,26-35,A,-130.92089467233546,-1.75809425412539,-101.33738347649606,E,C,C,A,A,-84.18936543874223,1
Other,Hispanic,18-25,E,67.90618522709065,-0.7391461740174362,-103.43415955506153,C,B,B,D,E,-63.738406755421074,1
Brazil,Hispanic,18-25,E,73.46795280105421,47.82088487113631,39.83455224627857,B,E,B,E,B,26.905388705704457,0
Germany,Hispanic,26-35,C,57.19804093405166,15.025289097312983,-21.50739045236275,A,B,A,B,B,-57.19970957475839,0
Brazil,Other,18-25,B,-1.3972837072433713,-30.40232527844014,-0.3631313067408773,A,C,E,E,B,-58.902188051655926,0
India,Asian,36-50,D,-148.06653403878164,-47.5520709096543,97.72217518656464,D,E,A,C,A,94.29924141568473,1
Other,White,26-35,E,55.39885870581678,123.4130658107732,-121.45061122523894,A,B,A,C,E,5.126573398357244,0
Mexico,Other,65+,E,77.85993110667101,36.74665678352293,13.21228686595168,B,B,C,A,A,40.265001279427395,0
Other,White,36-50,B,-106.51192110700678,-101.99251314990528,112.71608602234468,A,A,C,B,A,-105.62858485399809,0
Mexico,White,65+,D,-58.836649561005586,-115.00617484661204,-53.75895357249808,B,D,D,C,B,-92.51476902665871,0
Germany,White,65+,D,-87.68175584156329,32.77026785654088,-68.49488071250852,C,E,C,E,A,136.2047231884681,0
Mexico,Hispanic,65+,D,98.97358346235967,-54.96594509268948,124.1333460027473,B,D,B,C,B,110.85810859749145,0
India,Asian,18-25,E,64.75144561202342,15.246337261766651,62.735852662403836,B,B,C,A,A,10.840401225004538,0
UK,Black,26-35,C,-59.90864841779533,-95.25268906666679,-149.80939723784746,B,C,E,D,B,83.21174270116293,0
Other,White,18-25,B,-29.749493492908424,114.4474884113651,91.54311095821333,B,A,E,D,B,-83.06965233324665,1
UK,Asian,65+,A,71.68690987253748,14.334158856757586,154.98648733138597,E,D,E,D,E,-71.54338655888762,0
UK,Other,65+,B,-50.283375592576874,-22.308862601507997,38.542578721824896,B,D,C,D,A,-95.54408582641307,1
UK,White,51-65,D,-29.671392089894688,-216.93079979806566,22.974832916402875,C,C,C,A,C,-116.84787507434065,0
China,African American,26-35,D,137.6943029021652,55.89998954624015,145.16937689559612,C,C,E,A,D,-194.4598466361878,0
US,White,36-50,D,34.09574577493796,164.0991115498037,-78.07539195015953,B,B,C,E,B,-200.96336704690648,1
US,Hispanic,51-65,C,-2.6482304399552925,77.27177219003542,51.50056349599272,D,D,D,A,A,-91.99965114477297,1
Brazil,Other,51-65,D,-22.53574223911137,43.25026320342639,-177.64664146178154,E,E,B,A,E,54.589490631193826,1
India,African American,36-50,B,-60.705892364376744,-27.576639383636547,-182.60065268343104,E,D,B,A,D,-24.600486728747107,1
US,Other,65+,C,124.6086345082569,-51.46272030812541,121.98683047882066,D,B,A,B,C,95.89375502098471,1
Other,African American,65+,B,-9.700664002180142,-243.43528484100906,125.51971843850079,A,A,B,C,A,47.0570674562799,1
Mexico,African American,65+,B,-31.761368255702283,-149.2516966741418,-216.7407108223129,D,C,A,C,B,56.96827198988428,0
Other,Asian,36-50,E,-51.65627872693801,-84.53051947945333,-20.718159242051826,A,E,C,C,C,41.47739763083597,1
China,White,26-35,D,-123.12375084508041,-28.82364880179211,-34.099628572116195,A,D,E,A,D,25.543820633588055,0
UK,African American,36-50,D,16.973994090292408,177.84820692319116,3.2132248992086394,D,E,A,A,A,-59.60794562116871,1
Germany,African American,26-35,D,-7.035058766873867,-3.579348276485809,-39.554382954848,E,A,D,B,A,67.45340034904744,1
UK,Asian,65+,A,56.66693430094154,105.23082208617944,-93.48433078231679,A,D,E,B,A,97.83278220306708,1
UK,African American,26-35,C,65.60112044774837,-98.09349036929007,33.96761918323994,C,A,E,B,B,-7.037497504305001,1
UK,Other,65+,E,218.66412120540696,-93.16804244283543,142.24050269867698,B,D,E,B,C,-1.72405031054565,0
Germany,Other,36-50,B,-9.71803041455866,-160.25632709878386,160.4574000392323,D,C,D,B,A,118.42742724516799,1
Brazil,Black,18-25,A,25.793605793193624,104.17946037685527,-74.45243002533215,B,C,C,B,B,34.35559191123024,1
India,Asian,18-25,E,-51.1947395500017,-0.5975251484106633,3.6569052894430083,B,E,A,E,D,-33.12840022222548,1
Other,Other,18-25,C,182.12572696880682,-90.43546196243456,-52.02535456620174,D,D,D,E,A,49.570161805288336,1
Mexico,Black,18-25,C,-9.893388259683606,116.67792416354328,93.85420424764203,A,D,E,E,D,-47.55556511681622,0
UK,Hispanic,26-35,C,-63.944078842707476,168.64976135641155,-91.96327509237629,B,C,D,D,C,-126.93039856949868,0
Germany,White,36-50,C,198.07153241059368,99.97606269456605,-69.46667354982151,C,D,E,C,D,-18.591778813563746,1
US,White,65+,E,-75.65240035930437,-40.16127898894702,12.305551002293761,B,E,D,C,C,86.46678631598068,1
Germany,White,18-25,B,-28.152216874201834,-29.830202855219273,-52.03035347192758,A,E,C,A,D,187.84557753485237,0
China,Other,26-35,A,88.0952160383305,112.90070368027696,61.50380200046014,E,E,D,A,E,-109.33885888395605,0
China,Hispanic,18-25,A,-178.827796621454,103.72157272415978,179.25212315926439,B,B,D,D,B,-22.599515436630753,0
Other,Black,18-25,B,65.19716067382659,9.532627588614199,-53.400555170001596,D,C,E,A,D,-15.709414996582627,0
UK,Hispanic,51-65,D,-145.85012860705083,7.678541506755736,-89.34182376854247,E,D,E,B,B,58.09164445651,1
US,Black,18-25,D,35.99626136284596,24.255488732592397,22.114706765658852,A,A,D,E,C,-94.29008348774522,1
Germany,White,65+,D,72.88445163540342,25.758176379557824,36.360026526063706,D,B,E,A,E,-102.01917269436001,0
China,Asian,51-65,C,38.694153466137145,-119.28853018025558,-93.2519946762819,E,C,D,E,B,152.11340877714704,1
India,Asian,26-35,A,32.088866343662914,7.825450134779048,55.97312291694204,A,E,D,B,C,-127.58174748781788,0
Other,Black,36-50,C,-1.005259071767002,85.88564741241667,-58.48197627009862,B,B,D,B,C,154.4299719159108,1
US,Asian,51-65,B,59.562363504937565,45.16455880094063,-77.36888696451463,C,B,C,B,C,95.32894625190819,0
Germany,Black,65+,B,-128.29289659689118,-74.75499516184206,146.50471081595583,A,E,C,E,C,37.27154826960092,1
India,White,65+,C,-48.818915639300606,68.26328520197562,-132.64721355826367,D,C,A,E,C,-66.73725306376083,1
Germany,African American,65+,C,23.669463476315446,-136.6543723876531,16.75163929267557,C,E,D,C,B,-94.25670819597839,0
Mexico,Hispanic,18-25,A,45.144596275194424,-24.77303609917637,226.22251787098566,C,A,B,C,A,-104.07781337350808,0
US,Asian,26-35,A,-6.601243778418085,14.744125476689756,150.17070737624215,E,C,C,E,B,-226.22513194514994,1
US,African American,51-65,E,121.22457558083515,102.3374082794872,53.11395541704579,A,C,D,D,E,-81.05016334913412,0
Mexico,Hispanic,36-50,A,144.86096834887695,44.40477735488482,33.93863660332537,C,A,E,A,D,42.52834860016928,1
Brazil,African American,26-35,A,-57.68800381618132,25.998847399649456,8.025050672502237,D,E,A,B,D,154.58172115498442,0
China,Hispanic,65+,B,50.20960489726486,-39.217394831637485,-46.296086820533056,A,C,E,C,E,81.55389170735648,0
US,Other,18-25,E,79.97841556629105,68.29242658703608,-118.50023293383416,C,A,B,B,B,-64.38059406717956,1
Mexico,African American,51-65,C,160.85380400712432,1.486540355616113,-74.37674228458813,D,D,C,D,E,-54.97356511334074,1
Mexico,Black,26-35,A,-191.58286992404172,-122.3017739562338,-84.3443257977184,B,C,A,A,A,24.391601986663485,0
UK,Hispanic,18-25,E,-182.5756169331661,-25.17482953463578,-25.101724347597514,E,D,B,E,B,152.11759932382313,1
China,White,26-35,B,142.6201500472155,-37.03629206563222,59.52103369411219,D,E,A,E,B,55.50904960018062,0
India,Asian,65+,A,24.522953641849988,53.04953425286188,-63.30207644038629,E,D,D,D,B,30.99304854929073,1
Brazil,Hispanic,65+,B,44.07585568513221,-43.127727855841194,-33.46527150169646,D,E,E,D,C,45.68395395694281,0
Mexico,African American,26-35,D,86.37944623683767,221.35997246774542,20.849929963183126,E,D,D,A,B,130.4731285232392,1
Germany,Asian,18-25,A,40.45344339496279,-155.10158449138655,134.0054635860635,D,D,E,A,B,61.6990987056946,1
UK,Hispanic,36-50,E,96.77931616196757,194.8407842336179,43.8327695199947,E,B,B,E,D,-36.222508822919316,0
Mexico,Black,18-25,C,-3.0262509586179163,69.81579801671045,64.83385588290986,E,C,B,C,C,-120.48280527079653,1
Brazil,Black,26-35,B,61.12877333793859,-71.99114731395073,-226.09304220849893,A,A,C,D,C,53.51085988528846,0
China,White,51-65,E,-75.6636892291587,-87.37667438951955,-128.09204499884783,A,D,B,E,E,72.2785017230695,1
Other,Black,26-35,D,-117.68677422619784,16.812822688270717,81.76682924665747,E,E,D,E,C,-100.30422633573406,1
Germany,Other,18-25,B,25.23352360091814,41.33140924411167,-29.11212025846477,C,C,C,A,D,72.34372056439932,1
US,White,18-25,E,-132.5560962881394,-96.10675627215356,146.01247091754817,A,A,D,E,C,99.5960352222186,1
US,African American,18-25,B,168.27984782625103,315.3407299782047,66.86747159749466,C,D,B,E,B,-176.10332828342982,0
China,Asian,26-35,D,-13.96527783861488,-118.18217507459859,50.54305188835142,B,E,C,C,E,-5.240784852256765,0
Mexico,Black,36-50,C,169.6603960540785,-58.08162870646784,-14.570157658883613,C,B,E,C,A,43.470928358119565,0
US,Other,51-65,B,-26.431256185111916,-54.374869653839056,-117.17540625921865,C,A,E,A,D,48.589903295874315,0
Other,Other,51-65,E,9.686743790276111,43.86963998630417,249.7839683452508,A,E,E,C,B,13.573976711226363,0
Germany,Hispanic,36-50,C,-137.32219178930424,-41.0434426503098,-44.713992591394636,D,D,B,D,C,-42.2702322485719,1
China,White,65+,D,-65.68641153397337,-0.997878877252556,116.02839871340068,C,B,C,E,B,41.78575970370879,0
Germany,Other,36-50,A,185.47306266250706,-40.5628142960137,-12.902136240041347,A,D,A,B,D,16.145954850652316,1
US,Black,18-25,D,-36.93236009345058,38.7867364047638,-17.813675019853456,A,C,B,C,C,-109.91135807521175,0
China,White,18-25,E,87.4645213262163,-25.93503135409827,4.145412063329206,A,B,A,D,B,-33.36774691768974,1
Other,Black,65+,B,16.41062723299854,-179.77583636592328,160.25239191524022,B,A,C,D,D,1.380385060451353,0
India,African American,36-50,D,-13.221459694260842,-49.2727218880994,-53.035724735030485,A,E,C,E,D,-144.46053010341654,1
Brazil,White,18-25,B,-238.8710167839983,-29.77198565242843,73.51044633659045,B,B,D,B,E,-91.31754232084275,0
India,Black,65+,C,83.33969870315386,-10.609640955252523,23.326069897789377,D,E,B,B,D,-136.8283086565262,0
Other,Hispanic,36-50,E,80.48916470935545,12.997806282577912,108.7646979068617,B,D,A,A,A,-15.201026779689105,0
China,Hispanic,18-25,B,-5.211594099316682,80.40244012307826,10.687538573606755,C,A,B,D,A,-28.289837532514927,0
China,Other,26-35,C,-14.693212033679062,106.18563866727271,83.88235185543097,A,B,C,A,D,-40.00412801016546,1
India,White,65+,D,-75.44672465501819,93.1214824693574,-5.412143503277733,D,A,C,E,D,-86.43777050342656,0
US,Asian,26-35,D,106.65684504606779,99.71230476141871,152.291097725552,C,D,D,A,B,16.73370959641722,0
Mexico,Other,18-25,C,41.17693222468243,42.9794759550286,-5.301861076893253,B,D,E,C,A,26.67377281846984,1
China,African American,65+,D,39.56433138372412,112.12415531280435,-35.78311667400614,E,D,B,B,C,67.8642010931014,1
