birth_year,civil_status,sexuality,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
31,Single,Homosexual,Non-binary,B,-11.146514098610142,89.79582481919185,B,E,C,C,-130.0139612613582,4.501650660430233,-119.17320566264114,C,1
55,Single,Bisexual,M,C,20.102574371788307,220.85742713323367,A,A,B,B,-118.07937123229864,127.20112961231887,76.01819466652728,D,1
56,Single,Heterosexual,Non-binary,B,-74.9029579724027,134.56839450065982,E,E,D,A,-20.06734034053409,-11.010888939856626,193.64919226283132,D,0
18,Widowed,Heterosexual,Female,C,22.548881866627937,114.07597725081273,D,D,A,A,-6.261046717748197,-47.75145272019621,-187.8897588665611,C,1
51,Single,Other,Female,A,83.29417083678649,10.893336716451946,E,D,C,E,-50.59379434128138,27.048010788996258,-135.90891717285865,A,0
21,Married,Other,Male,E,15.212009886943642,21.065430761030697,D,B,C,B,144.18119613112611,-7.048616781784394,6.856615578698462,C,0
90,Widowed,Heterosexual,Male,D,132.37311117772376,-40.849367839725325,C,C,B,B,-23.937688869726937,-115.29560770049909,-206.62634183083495,D,1
94,Divorced,Bisexual,Female,C,-60.29470529630834,33.713929329637374,D,D,B,C,-52.68718707003025,94.70546451195648,-120.16779366970192,D,1
99,Widowed,Other,M,E,-159.67234415618057,33.291486992575386,D,A,B,B,-285.12449261820797,-113.90974994772172,-29.01526506711051,E,0
68,Widowed,Heterosexual,Other,D,-170.82684817850017,7.720907840236801,B,B,A,E,143.83251333378638,123.88707531567991,153.1317036179585,E,1
47,Single,Bisexual,Non-binary,B,169.2902112680552,-14.528076722630919,A,B,D,A,128.3686796203368,-6.69038371866695,162.5593515479589,C,1
64,Widowed,Other,Female,C,-52.37482682981366,26.588333942064722,C,B,B,A,-11.95833926825078,-100.29648441040638,-96.87087438022326,A,0
65,Single,Heterosexual,Female,C,33.07381916795993,106.90289157547662,C,C,E,D,313.3732306124606,80.03324781782395,-147.91498597349235,B,1
59,Single,Other,Male,D,-32.18294381527618,50.54527039926694,A,C,E,B,-104.9639362519094,118.3809327771182,-85.71125965210622,B,1
43,Married,Homosexual,Non-binary,D,75.41131001275558,125.66382109928765,A,C,D,C,94.88416122437613,-65.98047952350962,-32.66189083169438,E,1
88,Widowed,Homosexual,Female,A,34.27595504213805,-31.97833439035534,E,C,A,A,65.46940903419602,-28.276364929380225,-197.5423080986639,D,1
72,Widowed,Other,F,D,9.43227722564823,-115.62124625597437,E,A,A,B,194.82715297613856,124.09795974836786,89.29120289726069,A,0
63,Divorced,Homosexual,Other,B,96.20685390054116,76.84008390186811,A,E,D,B,5.611152261775984,31.849896143756528,233.8950260303426,B,0
69,Single,Bisexual,Other,E,99.71301844969395,36.50976360838706,E,A,E,E,-21.016992081790193,-171.74046871445753,-26.75671900927418,D,1
18,Widowed,Bisexual,Female,E,28.122008585383824,121.23565577460045,C,D,E,C,156.9215114404772,54.85433623132604,122.57649937233165,B,1
35,Widowed,Heterosexual,Male,E,-122.80050368436157,30.85581016996522,C,B,E,E,-99.03825707897272,153.81072080764793,-63.94687250323169,C,1
83,Divorced,Other,F,A,-29.38487508689195,18.149824650576445,D,C,B,A,-152.49273192789227,79.61310395943562,125.01390146092595,B,0
77,Married,Heterosexual,Non-binary,C,-176.7788313558272,-84.12769681102779,C,D,D,C,36.78260054653705,55.64675766090249,-149.41905308221445,A,0
57,Widowed,Other,M,C,49.58884641878119,96.02933354348271,E,C,D,B,-42.732778917340255,40.14005718196947,-98.94845481348628,B,0
82,Divorced,Homosexual,Female,D,76.3772166377377,-91.81497515919828,D,C,A,B,-131.78823105946083,164.94840134955967,-81.02493547185105,B,0
21,Widowed,Homosexual,Other,A,114.42593395405271,249.26034042550245,C,E,E,A,42.026556419107834,67.29803647129195,14.330044594079622,D,1
48,Divorced,Homosexual,Non-binary,C,61.14167246276333,-13.005297104109356,E,D,C,E,-5.767707872050699,120.86299079554408,76.10702355368673,E,0
68,Married,Homosexual,Female,A,-129.11081528308037,23.059859068380543,B,A,A,E,-45.36882522997863,-21.764033408614928,-78.83330339174967,B,0
90,Married,Homosexual,F,E,124.12897889873497,-250.96960951575414,B,E,A,D,50.67053807154277,33.193846284462666,-14.191652596178628,E,0
98,Widowed,Other,Female,A,42.04330951386034,47.6178994430314,C,C,C,C,-169.71399007393543,-82.73111028958543,-138.96056972565452,E,1
90,Divorced,Other,Other,D,15.01403893267706,108.16493787052848,E,E,E,D,-106.91029441292324,31.242740631343196,217.86378092424812,C,0
98,Divorced,Bisexual,Non-binary,D,-88.07178984556091,-19.105837948351837,B,C,C,D,18.181296167182666,-48.53178730516819,-266.4566858775348,E,1
60,Single,Homosexual,Female,A,42.05583550632348,-177.43414418244657,C,B,D,C,17.094330148162914,-153.44319533508744,45.55622579128055,C,1
35,Single,Bisexual,Non-binary,A,-67.50620482392394,-75.5348152497937,A,D,D,D,17.29303125761183,-57.78353464176492,148.4014238136062,D,0
44,Single,Bisexual,M,A,-204.598485191097,-195.19754403111196,D,E,D,D,-60.533965195911954,-143.74669592879167,-19.88352157126979,E,1
71,Single,Other,F,A,-10.899192659958437,-22.787359869687943,A,E,B,A,-116.2004412772806,-12.393143726017291,-0.4980398467684003,E,0
57,Married,Bisexual,Other,A,39.14015533314772,-45.03290361948636,E,D,D,C,-20.935771570289933,-101.76632857992745,27.445500765909646,E,1
95,Widowed,Heterosexual,Male,A,183.79464228977753,-91.48355580330934,B,A,A,B,-114.63278685360743,-62.65564850348164,-51.292532742801086,D,1
99,Married,Homosexual,Other,D,142.10248875645922,-134.214651069516,E,D,E,D,-86.17032893021982,-64.06232225356796,6.638140435194238,B,0
24,Single,Other,M,E,32.39045209380088,11.857333973025662,A,A,D,B,134.53751001251038,-66.00848392269589,157.81044385966226,A,0
55,Single,Bisexual,F,C,-118.43656371954823,2.8098542883375632,D,D,B,E,-35.8535752942084,-126.97409978731203,135.4008865961616,D,1
72,Divorced,Bisexual,Other,D,5.677217164712455,96.47876662561161,E,D,B,C,-139.6300231466838,-7.168513050634084,41.071030162234266,D,1
58,Widowed,Other,F,E,51.52010938680425,-172.46425190085816,C,A,B,A,90.06424561195908,170.05390427820487,37.22061387317557,B,1
43,Widowed,Bisexual,Female,A,13.158039152797357,-62.80706232591747,E,B,C,C,-98.31787437697817,58.49839892363652,-154.7913685704018,D,1
32,Single,Bisexual,Other,E,22.38560275497402,49.530465097075535,A,B,E,C,-41.488208873355156,12.801888822610504,-6.102702275601826,C,1
35,Divorced,Other,Non-binary,D,181.98542770362982,-193.5954179266307,C,C,A,B,-115.7431497742686,-78.06041616890815,-24.900229252705962,A,0
50,Single,Homosexual,M,A,-0.9102156566513493,-33.6318598132648,A,A,E,A,-65.4918189373103,11.781090583619614,12.458478071629528,D,1
93,Divorced,Heterosexual,Female,E,-82.79285223130535,-201.44268854187374,A,C,B,D,-61.48301538548259,-67.62220649822103,-30.4986353605199,E,1
32,Single,Homosexual,F,E,-64.38105827041095,-52.57326903608281,B,A,C,D,-16.552397962574254,66.44190504341991,-177.33112578755208,E,0
39,Single,Homosexual,Other,A,-31.784935878366667,4.856945870912847,D,B,E,D,-257.58259683148924,86.47312793668418,-88.85851101296134,E,0
52,Widowed,Other,Non-binary,B,-128.24905917648246,47.09340454654724,B,C,C,A,-57.77455879301394,-78.66416826864918,99.53174037384593,E,0
49,Widowed,Other,Male,D,125.27415880961723,-31.32252699469906,E,C,A,B,168.98503095826243,-54.516907527354874,-124.89822468015583,C,1
27,Widowed,Heterosexual,M,B,110.17902205002166,46.238062655939984,D,D,D,A,-58.25045581524487,79.8453952997036,-104.96493471836494,B,1
51,Married,Homosexual,Male,D,-135.46650241343775,-15.337809013617534,B,D,D,A,24.016640744297302,-27.768457346926382,-70.19114254513919,C,1
95,Divorced,Heterosexual,Male,E,59.17610121936448,57.62964562722994,C,A,D,B,-109.94548076287742,-68.19317048674908,-116.2914696170126,C,1
41,Widowed,Other,Non-binary,B,-48.685448965538065,-34.05508334631253,A,A,E,D,73.8729445420708,-159.087381671838,-12.08927837386573,C,0
35,Widowed,Homosexual,Male,D,-86.66082504111971,127.87741607684997,A,D,E,A,107.65227003133671,-89.0606239074909,-118.35035215292477,D,0
80,Widowed,Homosexual,Female,C,77.96281628795208,-47.01133973371034,D,A,E,B,66.15575921294682,-129.50538700727927,-26.320697517314233,A,1
75,Single,Other,M,B,11.704411565183326,-25.952147471494246,E,B,E,C,-49.294394201043524,-225.8154860627743,34.27515878069583,E,0
23,Widowed,Bisexual,Male,C,-113.52189716711298,-252.5197000206222,C,A,D,E,-77.83978147246164,-46.55425579161687,-236.49390175576625,B,0
70,Married,Heterosexual,Male,D,-4.532374966999392,122.54773180313494,D,B,C,A,64.7298681794802,102.47628966229556,62.118432045583475,A,0
41,Widowed,Bisexual,Female,D,-136.42283094990415,-30.1480259277473,C,E,D,B,-235.76011450427404,85.21862262990484,81.41855994132435,E,1
28,Widowed,Other,Other,B,58.17858286841413,-74.06438868076415,D,A,D,A,-82.68543560535493,-96.92400270006758,-71.96080543342677,C,0
20,Married,Other,Female,C,147.11244211840415,-38.28003951803182,D,A,B,B,-48.42023895600508,-6.81638636672903,190.9918265616792,A,0
54,Single,Heterosexual,Male,D,-5.563026395990967,58.859403257026,B,D,A,E,89.49422704386008,-141.50654352242395,-155.88048961957176,E,1
20,Single,Bisexual,Other,D,134.49019759047877,-81.59006994193392,A,C,E,E,80.00706600008168,53.55690192674947,-63.30009122861943,B,1
63,Single,Homosexual,Other,C,45.03593251540575,73.97819764625362,D,C,D,E,29.18807990072965,6.104178780111933,39.411621078722135,C,1
88,Divorced,Homosexual,Non-binary,C,-180.7161018054467,44.65260740905089,C,B,B,B,28.26219501836391,16.69317731710924,-120.38759247085164,C,0
82,Single,Heterosexual,F,D,1.6215894272882871,-71.4249534263369,B,A,D,A,174.1041741613893,18.823322060580637,19.838404834221837,B,1
33,Widowed,Heterosexual,Male,D,2.8993209021656674,0.6381358429926646,B,C,D,E,-16.99185488585442,11.81211304411275,-14.57583799621635,A,1
95,Divorced,Homosexual,Female,A,-4.617197524300934,75.7662129472942,A,E,E,D,17.672524041884593,-13.625209740383026,179.00847634404428,A,0
31,Widowed,Other,Male,E,-130.30080873900832,-83.54795264736131,E,D,E,A,130.07928177015322,-81.38049553617849,74.67556544175952,D,0
40,Married,Bisexual,Female,A,73.90697068416601,-173.82308788363187,A,D,B,E,-84.16267167863535,10.06726255843246,-65.21763587543794,A,0
85,Married,Homosexual,F,A,-10.073263996793118,127.01445859276099,D,D,C,A,101.04989168316307,17.96639254173145,-86.35583448892463,D,1
35,Married,Heterosexual,Female,B,-7.872161694652435,45.92976882185281,C,A,C,C,34.758108007963365,115.3646533643538,-248.50589224803562,B,1
71,Divorced,Other,M,B,-320.40383457037825,-134.00982916631597,E,E,B,E,-12.530295130001228,44.14786136301396,43.20869739900085,A,1
94,Single,Bisexual,Female,D,30.35270504637497,-81.8608205305776,D,D,E,D,72.23138458269341,-29.7284163016805,174.35223727182114,B,0
18,Divorced,Other,F,A,106.64270165799734,12.943322741108856,D,E,B,A,-21.368857959411645,144.36824452704477,-18.145068830549192,E,1
93,Divorced,Heterosexual,Other,B,-32.436090715712126,35.697402285235654,C,A,A,D,-98.11768228736899,-83.8590415884475,-127.56345402385958,D,1
77,Divorced,Bisexual,M,B,39.85878456864029,-2.4573334717955495,E,B,B,A,-24.59195672029011,-66.56157421714406,-100.20848698447868,E,0
50,Married,Heterosexual,Male,A,9.292625278545149,91.80200054718574,D,C,E,C,-30.22262023292094,283.1789159469976,121.4737788481581,A,1
90,Married,Bisexual,F,B,35.83788599551787,-20.643283718676773,A,E,C,C,111.05169068587645,-40.00391119434682,-61.37557851430826,E,1
36,Single,Homosexual,Other,D,46.12501889902003,-91.63167189357753,D,D,E,C,-111.75682460291875,-13.722629828751026,70.82579738977341,D,0
97,Single,Bisexual,Other,D,16.3588935947277,148.3513318648724,B,A,E,A,-42.04866978345336,122.2301231523123,-184.21392745138965,E,1
39,Widowed,Bisexual,Other,C,26.789574201051174,-127.57818300404595,E,B,A,E,123.22206690735375,56.23021730390006,-52.127756110164135,A,0
53,Single,Bisexual,F,C,32.11379551989666,-216.7878056140987,B,C,D,C,-75.27540993112108,-42.43293138277877,86.34052159097088,E,0
68,Single,Heterosexual,Male,E,19.620937109803403,-52.648876655449705,E,A,C,D,-73.05669499080663,-50.78697009021038,-109.46700807428466,E,0
63,Single,Homosexual,Female,E,-128.98292850787257,-115.41020659173384,D,C,B,E,-98.38009142269935,16.36458992689498,13.29359858403206,C,1
23,Widowed,Homosexual,Other,B,0.6515957977642959,147.51227763979503,B,B,D,A,-79.78013981954388,-19.7255476855261,-94.42828647599475,A,1
18,Single,Homosexual,F,C,-203.4347333847449,33.81586215886888,C,A,B,C,-2.57010690624278,-190.26201296936108,-44.661380029927784,B,0
67,Single,Homosexual,Female,D,-38.27409376354301,80.50288503174812,C,A,A,D,-100.76674238785384,-60.62749522007953,64.3190047981307,A,1
25,Divorced,Homosexual,Female,D,27.84241958184094,129.09315411827748,E,E,E,A,155.5988030929641,136.60497118390572,253.13309967576038,E,1
90,Widowed,Other,M,C,-10.10775049501395,-4.045601632098418,C,B,B,C,-117.72747826056032,-0.22893559390631887,-268.27628969899126,D,1
72,Divorced,Homosexual,Non-binary,E,19.74313278869802,-15.448502523740009,E,A,E,C,-120.63969774478637,208.9112151736605,93.9221028171698,C,1
43,Married,Bisexual,F,C,5.720375735658899,-67.10200040789903,A,C,E,A,-114.41144966928005,59.12582465272707,-162.96767974833224,E,1
28,Divorced,Homosexual,Female,A,-15.365662425613014,53.78279364410754,B,B,B,C,59.191233750150744,56.95033649043443,-21.570463213760995,C,1
97,Married,Homosexual,Other,D,21.91669491728487,230.98105340146026,E,A,D,C,-72.90185898781854,0.20260161389075582,22.74838590971607,B,1
50,Divorced,Other,F,C,-256.99981906959323,-245.95191844626777,B,D,A,B,-90.66067766238713,73.49801542157033,-28.613842150162988,E,0
49,Divorced,Bisexual,M,C,35.86221029210243,-49.36012085460887,C,C,E,E,43.88986097131979,64.6612688443254,-36.68062998820474,E,0
90,Married,Other,Other,A,-17.812071986207282,-31.206473417290887,D,C,B,B,-95.07741020512174,116.03429536570201,-6.7472835366195225,A,1
83,Widowed,Bisexual,M,D,-210.23823360783265,-141.27637775493412,A,C,A,B,154.48039214892134,25.62305719812373,117.18214563632361,E,1
74,Widowed,Heterosexual,Male,D,88.58069103907087,-92.17245569035268,B,A,B,C,175.38506074945522,-2.7642055356719126,240.12806318288318,E,1
36,Single,Homosexual,Other,E,190.95474312234276,-27.083343778884405,E,B,C,A,-50.10982864702637,128.52783807717373,68.51606152106386,A,1
48,Single,Homosexual,Non-binary,A,60.10226713070323,-32.18869849760069,E,D,A,E,55.38652257580472,-252.5847351822748,5.650954648899228,C,1
47,Married,Other,Female,B,32.243575466875804,223.41382713143756,A,E,B,B,-79.61650479599285,-42.26669387063222,-26.43761366316772,E,0
59,Widowed,Other,Female,C,26.774397086638018,-18.31249420821036,C,C,C,A,11.367955706907741,-18.03766958128326,-43.64450536630288,A,1
82,Divorced,Other,Male,A,-119.97285181612254,202.38048696828778,C,E,D,A,-34.160835883909,116.06466034181821,161.4408924603215,E,0
73,Widowed,Heterosexual,M,D,-83.31891796600335,-55.93274923489885,C,D,D,A,139.7296155982769,55.067524733810814,-219.77633287946188,A,1
20,Married,Bisexual,Female,E,-112.87757768986746,-69.85922585061091,A,D,C,C,-172.81740715839794,193.61085128947207,19.416501960018397,B,1
72,Single,Other,Other,B,97.10884043389191,-132.1980330841011,E,E,E,D,111.83519353994109,200.35735855205448,-12.434880859674085,A,0
40,Married,Other,F,B,139.47665713116888,3.2020348743436533,E,D,C,E,28.040259572280934,130.65348366219186,141.0498206795567,A,0
75,Married,Other,Male,E,-146.5851716696463,-152.7900619883281,B,D,B,E,-79.66275926304353,224.8871562223791,-57.88142841013881,D,0
66,Single,Homosexual,Female,D,53.896377699877284,-33.59304207047329,A,C,D,E,-81.79865879846862,-12.164863387694268,16.079392893780717,C,1
67,Single,Bisexual,M,A,-56.25692196696232,-21.63174551952008,B,B,E,D,214.41035736020942,65.6147752207056,-99.6687229666903,B,0
87,Widowed,Bisexual,Male,A,36.32644911991444,150.84317813339027,A,C,B,B,64.95501755092532,30.699072601674587,137.86278783763692,D,0
36,Widowed,Homosexual,Male,A,-263.89641422458243,-68.76831311795583,C,C,C,D,-81.04742202318535,12.653097062911373,-142.1232723678258,D,1
30,Divorced,Bisexual,Male,E,-248.52192535047814,-45.78816014544887,E,B,E,A,-19.59777043708861,203.4970418005942,102.74476245822373,D,1
29,Divorced,Heterosexual,Female,C,-164.34450985447856,-72.74144632483828,D,A,A,C,-48.506456213440245,97.41008061781766,230.34220629753537,A,1
69,Divorced,Homosexual,Non-binary,C,-72.96063677831823,-134.49667940109484,E,E,C,E,-59.52795514308171,156.3812216040722,-38.380249236995034,D,1
81,Divorced,Bisexual,Male,A,-53.073692247779526,-3.911303775606509,D,E,A,A,-10.885488634353292,0.6252328532469031,133.4702445168221,E,1
39,Widowed,Heterosexual,F,A,77.78209836045987,32.00556358173021,E,C,C,A,-187.04718340245978,-46.357870410936385,-153.40994352322545,A,0
73,Married,Homosexual,F,B,-120.70013212353861,42.75600887265622,B,A,A,B,-101.0935622275665,-128.55360258598316,78.60483739051676,E,1
91,Married,Other,Male,A,-126.82431729647101,-37.43645611559305,A,C,A,A,74.50416598610903,-53.42526803665073,-9.836152323773852,A,1
95,Married,Heterosexual,Male,C,73.34910567599654,126.3488307502552,A,E,D,A,-38.55969328541748,-11.82890891263497,32.46967752159957,D,0
21,Widowed,Bisexual,F,B,42.36437809272277,-7.336831290415495,A,C,C,D,-54.083999592506004,-54.41346914833027,-77.43006993593036,B,1
83,Married,Other,Non-binary,A,-82.24355898170654,-59.39902796523877,E,D,C,B,-237.55880219239188,-13.201484950137834,63.842455618241026,A,1
91,Divorced,Bisexual,Female,B,-74.23378976127923,51.27104815217386,B,C,E,B,4.706971828050644,-143.39579747844368,-16.305798907811067,A,0
25,Divorced,Heterosexual,Male,B,18.80622680808853,-140.3104605208906,D,B,D,A,109.25656428677752,35.0254603274398,123.05985137506022,B,0
72,Single,Other,F,D,-29.761170262605745,-23.244517656218317,E,A,A,A,-10.169734540967731,6.857886548375065,6.154259382849127,A,1
53,Divorced,Other,Female,B,-5.036140877072732,-78.74121870645901,C,A,D,C,35.949475849408174,180.84110128504506,-38.2100534116588,D,1
97,Married,Bisexual,Female,D,-128.4087643339856,183.79146430400027,D,B,A,C,31.78859586295341,44.4785552240411,92.75719971996818,D,1
36,Divorced,Heterosexual,F,E,-123.50169225514209,177.14615132591854,B,C,A,A,39.4179452325208,-73.52625240976388,-91.698748466278,D,1
77,Widowed,Other,Female,D,-117.52795662330671,25.004742061266267,A,C,C,E,-100.84271097431206,-31.498900243206773,-7.673551579971545,C,0
91,Divorced,Other,Female,C,-41.242944022589505,-15.748573475024353,C,A,B,A,54.09540115111851,-39.76654140925583,18.357482448732434,B,0
31,Single,Heterosexual,Non-binary,B,86.51891434946339,87.85387809130987,C,E,A,C,-37.255565036979895,22.88064068806468,74.40289696257283,E,1
98,Widowed,Other,Female,A,4.859062369813756,144.49344165393413,E,C,E,C,-11.09506891256052,-134.49829714145125,-19.477565027349613,B,1
36,Widowed,Heterosexual,Female,C,-168.42506483467676,92.96492851746316,C,A,E,E,108.21118336154628,-86.64623524483986,-9.76314543856135,D,1
71,Married,Bisexual,Other,D,35.829449716476866,89.78522624011293,C,B,E,D,51.45257037836751,-73.10017525829308,-46.23000027175956,C,1
59,Married,Other,Female,B,58.46874007416959,-38.265550778034445,B,D,B,D,139.72583414312336,8.03188600143466,29.757000887297146,C,1
40,Single,Homosexual,F,A,10.924569785428664,61.48233353795577,E,E,A,E,-42.80912861149163,-115.95938555809786,85.66878241158207,B,0
89,Married,Heterosexual,Male,B,-170.76042175428074,86.63858401515148,D,D,B,A,-120.44460574617786,78.58508034553758,-116.72913063558781,A,1
43,Single,Homosexual,M,D,53.08986349270193,53.38431096089239,D,C,B,C,-33.4929535869941,-34.348710365747394,51.730130080575854,D,1
90,Married,Bisexual,Non-binary,A,134.8586420936372,30.93588048420026,E,E,A,C,115.00149920058666,94.3382748150152,210.9712546449568,B,1
29,Widowed,Heterosexual,Male,A,28.9435601184201,32.802655698830044,A,A,D,B,180.3178324011902,59.96054908756805,250.86086712379537,C,1
54,Married,Heterosexual,M,D,22.245020222465996,-53.23637047052577,D,B,B,D,-26.24415538613265,-103.37604808082122,87.84621960581346,B,1
65,Divorced,Bisexual,Male,A,183.56029115030995,-23.000634535252605,E,E,E,B,180.2991207295778,102.38998121639493,-3.3157885249136196,D,1
32,Married,Homosexual,M,E,-216.19658889527753,68.77642062076151,E,B,E,B,-60.02327026891238,215.0059599445566,91.48525679856849,B,0
20,Divorced,Homosexual,Male,E,-190.16619356341482,77.91597925096596,E,A,E,C,-25.88230474139837,87.96634184378532,-206.33210217190526,D,0
61,Married,Other,Female,A,-9.034450916089293,-28.399113741738013,A,C,C,E,2.674696982278662,-124.27387814019339,118.64429792411669,B,1
89,Married,Other,Female,D,-6.458606403280759,-9.965296098323144,A,D,A,D,-44.35146761744894,0.45889059436542806,-110.97032082614608,D,1
69,Widowed,Heterosexual,Non-binary,E,7.289678365098899,-166.6564748308729,B,B,C,D,-69.92424610284571,-4.430974140267807,65.7281142720175,C,1
88,Single,Heterosexual,M,C,-135.89630444704937,-104.03937181872902,D,C,E,C,-0.6209750394131932,-68.2290561231217,56.47773308828315,A,0
97,Married,Other,M,A,167.19059679917046,181.42350074506842,A,A,D,E,14.467436035389944,17.532986133175175,-8.184948749154342,C,0
62,Single,Bisexual,M,C,-26.683336535216878,-21.94869833888675,E,B,A,B,-86.75723549218765,-56.646094461769266,-77.14528314790232,E,1
78,Married,Other,Other,B,177.9444206972254,154.13422169191105,C,E,D,A,271.56945866399707,-113.53763882517767,-154.17266280048162,B,0
77,Divorced,Homosexual,M,B,4.666055742833974,-16.72624182486706,B,E,D,A,31.305422392707243,-17.947120326844065,59.91189708778898,E,1
22,Single,Homosexual,Other,E,129.00914713299727,-41.986732569120335,C,C,B,E,-203.24954953806218,1.0684049698824198,-35.421507664416865,A,1
66,Divorced,Homosexual,M,A,101.06454998285908,20.18741582125905,E,D,C,B,17.729275884938623,33.50165636632398,73.44392176108393,C,0
87,Married,Homosexual,Male,D,-138.23159213066828,170.84919206310653,A,D,C,D,48.74822547337941,-143.2588972728729,4.119339000870585,D,0
47,Divorced,Other,Non-binary,A,-52.0310685884324,29.452602660453557,E,B,C,D,-94.4816672680975,8.602930638874701,-59.36655325340251,E,0
70,Widowed,Bisexual,Male,A,63.32417805376671,-31.165083769507433,E,D,A,C,135.66609645896605,-21.82177421738053,61.56531313358881,C,1
89,Married,Bisexual,F,C,-191.69009070802335,44.27167606372661,E,C,C,C,-37.18744213151724,56.14436837347561,-62.895676914049545,C,1
41,Divorced,Homosexual,M,E,54.77392548419052,-47.08225264741727,E,A,E,A,117.4671424303236,189.5405136469948,99.709371487495,D,1
80,Single,Bisexual,Female,C,23.941070133677364,-95.76595916686387,D,C,A,E,-135.08642705444612,-27.353468375173385,42.097737318105175,A,1
89,Divorced,Heterosexual,M,B,203.75083941348203,164.41778596856736,A,D,A,D,-36.90972303026351,-164.27632197732194,14.506463990048033,D,0
46,Married,Bisexual,Male,A,95.95799069812455,5.571107192323996,C,C,E,C,-62.3614696465672,-78.5012996852706,-100.8998663980023,C,0
23,Widowed,Other,F,C,13.572639591559113,-21.982183773523754,A,B,E,C,242.97269617272372,-146.57627846331482,67.86528815682009,D,1
54,Divorced,Homosexual,F,A,86.90658374738425,-20.052211532751166,D,A,D,A,7.718578587265691,48.93761677215323,0.48373209838382253,D,0
46,Married,Homosexual,Female,C,-77.5517693199017,24.272314755809884,A,E,A,C,-139.23821366576917,66.50604017778214,55.14135730759288,D,1
54,Widowed,Bisexual,Other,B,16.566968856316535,89.86099647397027,B,D,D,E,-17.387073425623022,-129.66620090153748,7.327485097001777,E,0
89,Married,Other,Male,D,-120.53098339186712,74.51618625007625,B,A,D,C,102.18349559790025,-38.93937525591866,-67.25152445561585,D,1
23,Married,Homosexual,M,A,2.0538257312229966,54.64957544927075,C,C,B,D,-7.1595171986178885,43.10627218115043,-160.30896543417472,A,1
47,Widowed,Heterosexual,Male,D,-235.11619202529351,-194.8839765442865,B,E,D,C,111.00543431734573,19.929619499766122,-17.470077414556656,B,0
25,Married,Homosexual,Male,B,-32.50940275350826,120.71872724292227,E,B,C,E,-111.05903990446144,117.54193324809347,168.23917668973982,B,1
89,Single,Other,F,C,75.49953905117677,-16.981438402165974,E,C,D,C,124.13445726800813,16.60409960024887,7.8610897592755595,E,0
23,Widowed,Heterosexual,Non-binary,D,6.443818880662359,99.58464653038104,C,A,B,B,3.3638198528823855,87.55038641600929,-154.37042528113346,D,1
75,Married,Homosexual,Female,C,-62.79227332122841,67.79445087464782,B,D,B,E,-29.729961819120597,64.72725863819949,-34.25905729712593,C,1
60,Divorced,Other,Male,C,-146.0180081698472,-64.47739700564713,B,E,D,A,-48.135410642412275,96.02807633479172,-63.3981600246709,E,0
26,Single,Homosexual,Other,C,47.483317869737576,115.75104942770031,A,D,B,D,-33.60693118578018,164.8836321693721,48.04294921698794,A,1
55,Married,Other,Female,A,15.038051474020783,-128.35322368596533,B,E,D,C,-116.81537476100405,10.54747276423138,-55.53595062200042,C,1
29,Divorced,Heterosexual,M,E,125.95680564779137,116.23667536288431,A,D,B,A,-20.682086744597374,-162.55403851109023,-128.5213279170827,C,0
93,Divorced,Homosexual,Male,B,-80.18438638667045,55.29823470193258,E,A,D,A,-112.72155699117828,161.69543239987144,128.21508163058533,C,0
79,Widowed,Heterosexual,Other,A,75.43039611525344,98.40168508827658,D,B,B,A,142.56322595417035,-11.054652321461516,49.32026992481037,B,0
94,Married,Homosexual,F,D,-73.38401067411425,-76.85125444711413,E,C,E,B,17.505072682598836,11.515129135230923,169.68428942569335,E,1
33,Single,Other,M,B,-31.45411370334459,-60.463605101666765,C,A,C,E,27.92610700534347,103.44750039700814,48.215237587079976,B,0
23,Married,Other,Male,A,-146.334244532375,21.253600365315563,A,B,C,C,70.4119868064384,-7.7985003398722625,-22.45383614226808,A,1
60,Divorced,Other,M,A,32.754198655538914,-221.95742578520208,E,B,E,E,-38.313929104266286,-233.52774111972985,-30.774258958417228,D,1
58,Married,Homosexual,F,B,95.9636267482613,-84.20789260719779,D,D,C,D,-16.379110506130893,-93.38273895407903,61.056999850693416,C,1
56,Widowed,Bisexual,Female,D,133.07999073770108,-110.73646821184965,B,D,C,B,36.22559244883783,-188.4049377862299,-7.272770608159029,C,1
34,Married,Heterosexual,Male,A,-143.71885585292716,-42.52580864760469,C,B,D,C,230.44297174055956,26.85303897891103,260.81165500533956,E,0
91,Divorced,Homosexual,M,E,-34.99516215344064,-4.444773909923757,C,E,B,A,47.701789609033014,241.1103820262848,30.979902026902312,A,1
48,Widowed,Homosexual,F,B,17.6509045827772,151.074320629503,B,B,B,E,-116.1753025553296,32.61281917400345,-111.42034610805416,D,0
27,Divorced,Heterosexual,Male,C,-56.17990054767608,56.7453439305503,B,D,D,E,213.82861582062338,55.37044260085209,-112.10993953946439,A,0
94,Married,Other,Non-binary,B,26.304157797357714,-18.8629855354645,E,B,B,B,-88.18831913549016,199.5588918376234,46.620517602626535,C,0
30,Divorced,Other,Female,E,19.853523905817656,19.336637073112247,A,C,E,D,-155.6840022892937,69.61481730934274,5.263898758138665,C,0
26,Widowed,Homosexual,Non-binary,E,-80.5872342563066,165.02951104209774,D,E,B,D,-95.82459010943586,-83.00007707811984,-101.5703676581291,C,0
