religion,gender,Veteran,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Jewish,Male,Non-Veteran,Asian,-200.6373182037458,-93.8196950354376,-21.494596371225523,E,40.61686258988397,A,C,145.21302656729833,-29.531992151981246,1
Buddhist,F,Veteran,Asian,5.526000276927865,24.706267331051347,-114.30078057581423,D,71.77390052823917,A,D,5.254019047855325,-27.541633071228816,1
Other,Male,Non-Veteran,Other,-47.48447364802646,-205.37915501008627,-126.96584428661795,B,53.44100622919507,D,D,-108.83353729365686,-28.22579873939971,1
Muslim,Other,Yes,Black,41.478622440199324,-17.36009475107979,67.14605761071454,B,64.01721969502485,E,D,-27.034997516459875,-93.12792001012947,1
Christian,Other,Non-Veteran,African American,74.93751719657593,116.30872562336512,-287.3531169125394,D,-143.46713832546877,E,D,-56.27826593462481,-67.23564382145183,0
Christian,F,Yes,White,-94.66651397120748,-218.77675816394725,-266.5255920717089,D,159.91174862866347,C,A,-124.7540199012005,195.30186659524506,0
Other,F,No,Asian,23.94923056372626,76.15392403850687,24.497822168153945,D,-73.62705103067125,C,B,-7.901341949129252,119.53718033807581,0
Christian,M,No,Asian,151.02795005127817,86.00195434861989,-190.57408700307704,B,-209.6194349154228,B,A,-46.44950944176503,47.17762109565925,1
Jewish,Male,Yes,African American,-95.22989527245718,198.46855395680734,125.04806802551163,B,-54.54749833650039,A,B,-64.7829126071944,225.0048529908482,0
Other,Male,Veteran,Black,44.891503422513416,14.168137569053984,-59.79332678798465,B,210.45219279595048,B,A,49.86846373937183,96.68231595042049,0
Other,M,Non-Veteran,Hispanic,-19.458757612143017,16.975503042723005,-136.98847007831975,E,-105.91144243786783,C,A,313.5127928628698,22.021169056452614,1
Other,Female,Non-Veteran,Other,0.402194797632497,-98.56463596838259,-56.703648047350455,C,113.84262350727705,E,B,73.7484625240272,-91.36869239106605,0
Other,Male,Veteran,White,-10.795805635902076,-49.47830363545915,94.20275532997958,A,-177.97206440939053,D,B,-103.56162943849887,-97.73185223568773,0
Buddhist,M,Veteran,Black,12.430770912650726,24.841161317779974,-97.75359535961462,E,-66.39731211211615,E,A,-27.731711926931453,100.91851091463184,1
Jewish,Non-binary,Non-Veteran,Black,-49.99250811061134,-14.538615952124717,-172.44064473366603,B,253.18849764386235,B,C,-36.0875391108405,-55.87448429979389,0
Christian,Female,No,White,-45.358158607621604,177.0700270318565,-138.4170547587105,D,46.933629637859354,B,D,18.403281773947803,-114.04589289655401,1
Christian,Male,Yes,African American,107.45491448298603,-32.38202171457221,76.67732930659625,E,-17.862364341086618,B,E,15.009813491155077,-2.3514116313890083,0
Other,Other,No,White,64.35328635730563,55.79221223530635,-94.01265471460324,C,65.30289077455738,C,E,27.853072109413272,33.404622682275836,0
Christian,Other,Yes,Hispanic,41.8024755435177,-49.45862757368085,75.49712265791193,A,-12.18660621578216,B,E,-64.38942932028375,30.199586799350538,1
Christian,F,Veteran,Hispanic,13.29000202951863,238.71036686103452,-151.42783100003822,D,34.08016017478996,B,E,-77.07107938922177,-95.20757163149489,1
Hindu,Non-binary,Non-Veteran,White,153.1110300009047,-63.191708655875026,25.125006567587015,C,-129.25056773951914,A,C,-102.33806969592563,4.328851366172057,0
None,Female,No,Other,68.12241844766274,42.16679849590616,-119.10394250640586,E,113.11233605661445,B,A,92.50611594803718,177.4741289976184,0
Other,Other,Non-Veteran,Other,59.705177128433405,-0.10242408117498339,-96.58374557205272,B,-76.94712018502601,E,A,-38.95206165985471,43.11187243676622,0
Christian,F,Veteran,Other,24.344035468835212,170.99639771413734,21.55314837983852,E,-87.23084557885274,E,D,41.945863725754485,-139.1691530048465,1
Christian,Male,Yes,Black,-92.81026578733919,28.58259388388904,111.3199615158553,B,46.84136979031989,C,D,-90.60927219579565,-121.26005110790048,1
Christian,Non-binary,Veteran,White,22.39056094096375,-57.39522343791251,-22.511915466537243,A,-33.29234041562491,A,C,142.84844294426873,7.417770790663831,0
Muslim,Male,Yes,Asian,16.842273596315074,11.263161149162523,-76.43051498699916,A,-43.97190898231891,B,C,-52.510044199103454,-134.2497939924144,1
Muslim,Non-binary,No,White,28.174931467197517,-36.12901224726435,-53.28495704170923,C,-74.53722119595363,B,C,0.33986917055334076,20.517213834840664,0
Jewish,F,Veteran,Hispanic,-100.00610737887759,-131.8102468785337,39.65697068469715,B,29.216258868978066,D,E,42.871729552604705,7.231989607518598,0
Muslim,F,Non-Veteran,Other,-46.67840250097715,-6.523636112707525,81.36828047968748,D,23.48110243264792,C,E,-59.27542152017088,8.646087764380129,0
None,Female,No,African American,193.12662567943164,-13.634154587150613,-22.17727096257546,C,-4.268217866879373,E,E,-142.59133937406267,70.11907698737787,1
Hindu,F,Non-Veteran,Black,120.2214289185803,-12.494188361051407,-63.282080349475876,E,-38.62258720401254,C,A,-10.06185105564664,-113.59457057542596,0
Muslim,Male,Yes,Asian,-208.26268405267902,-55.166281874452736,-91.82916168428766,D,-40.83847780147698,B,C,101.15054396018326,-86.33471785479071,1
None,Other,No,Hispanic,136.71609445940203,-89.38792469923757,-84.6115394532535,E,53.79905691181771,A,D,-98.11014142040878,78.50784419973273,1
Muslim,Male,Non-Veteran,Hispanic,-50.63982393205284,-47.08879109248095,13.770813978230048,A,-87.52171424163706,B,D,-119.22365134009678,-24.68973533000877,0
Christian,F,Non-Veteran,Other,81.45037010543807,58.650814994568194,55.555929087249325,B,-19.29904357576724,A,D,89.2477464889528,94.10785882750518,1
Christian,Male,Veteran,Hispanic,172.92521696376062,-182.2074554134501,129.5856538462395,D,146.15370688166766,A,B,-169.9589971939407,61.781811576917804,0
None,Non-binary,No,Asian,143.86208736064253,-127.66643365032438,83.12759438804385,D,9.848655705514519,D,D,-81.76171523172746,-33.886269682093946,1
Jewish,Male,Non-Veteran,African American,-140.7245937009751,-38.629393970125875,172.57295623028688,C,-9.886915958933148,A,B,26.18971264109164,101.36459165817537,0
None,Other,No,Other,93.22092275587963,-14.10741330185948,93.9796487055922,D,5.787941801594934,C,A,-52.03706053660434,148.05220202097462,0
Jewish,Female,Yes,White,3.718772361568096,30.718473114244155,94.54497343758702,E,-99.10569276136853,D,A,105.90660904656957,-29.117253258137882,1
Jewish,Other,No,Hispanic,-151.88364657909722,113.49028783729693,43.76119608904238,A,-117.7962126333437,E,B,-138.9297088774687,79.46467315459154,0
Jewish,Non-binary,No,Black,-95.30566564527854,-146.3573031847723,80.98675247131473,E,84.63307192682889,D,D,54.48516288066483,36.78888653206978,0
Hindu,F,Veteran,Asian,-86.46426583286613,-133.56624610883577,-57.358481882495425,C,51.00567755444487,A,E,46.16835731815998,146.09123645695792,1
Jewish,M,Yes,Hispanic,10.902341845499826,-16.536878972952763,156.1195301943826,C,107.04183776514886,E,B,-161.68664525209127,145.93892998581794,0
Muslim,Male,Yes,Black,-153.7068063479399,-200.6582498641369,45.16351438585953,B,-101.83922449722051,B,D,87.23890337176927,-14.19036309140567,1
Muslim,F,Yes,White,30.467220338879912,-77.05685764031502,58.24258616845574,D,-168.19528323615665,E,D,-20.51166115690549,61.956223828698775,1
Jewish,M,Non-Veteran,Asian,44.47876461827324,-36.70339243636424,-119.19474321367099,A,-5.816517977974527,E,B,6.838499398613103,-22.514304132884696,1
Christian,F,Non-Veteran,White,13.309742434642203,-40.74761991096392,-81.24221543747136,C,76.11430689910293,B,D,200.1458693334453,179.896986384917,0
None,F,Non-Veteran,Black,-173.36657788124546,-69.66307511752777,57.81906954094092,B,50.99986685295816,C,C,66.83292558138744,80.39997638557175,0
Hindu,Male,Veteran,Other,-34.55989041505593,-70.1575118320456,85.46948044776724,B,83.73397132190013,C,B,-21.514403209253246,-18.266228444984506,1
Muslim,Female,Non-Veteran,White,-43.61634631978747,95.74868073448411,-214.3489190199677,C,109.92233014482599,E,E,-147.64719210861676,-173.6193560845139,1
None,Male,Non-Veteran,Other,-30.22817527217645,26.06319688753996,9.832861252194618,A,39.05430223452662,E,C,93.66052651377113,85.32043282576164,1
None,F,Yes,Hispanic,-148.6404412702511,3.9951699274401538,-55.64903822552496,E,-1.6634281710271173,C,C,-43.404468829342676,30.925322711587217,0
Other,Non-binary,Yes,Asian,-54.66719869272787,88.51218937185918,-208.85639066664606,E,165.60280396839792,C,A,-66.99583872439482,20.247580935746825,1
Other,Non-binary,Non-Veteran,Other,0.7977970162588832,-18.36894996419493,18.4555981303634,E,28.713104987765682,E,D,-15.199731339815575,-131.2575784680537,1
Muslim,Other,No,Other,123.7280699571432,142.16637005706082,-11.696287346657487,D,-178.44166386291064,D,B,101.64676672882884,-56.42611962012206,0
Hindu,Female,Veteran,Asian,-134.58284125895094,152.65878369801027,191.9372628590891,D,55.65167738874581,D,B,-129.20587220631646,-8.765845649555885,1
Jewish,Male,No,Other,-143.73631656734727,31.887657119761233,8.450814920940946,C,175.11390478176403,D,A,88.4488306651811,-122.67342565747126,0
Other,F,Yes,Asian,80.75484121670564,50.78783205712594,177.01195867976242,D,-13.5348994184442,D,E,66.47624766655693,272.3533964879905,0
Jewish,F,Non-Veteran,Black,84.73762547273842,-20.581952551237865,53.425018962672375,E,129.0914451984158,E,D,-259.5573725245041,-21.182722578387974,1
Other,Male,Veteran,Other,3.8461764896917154,-160.64510194658212,88.06140206471446,A,172.26041989029227,E,B,-33.926318326555375,47.90515047861494,0
None,Non-binary,No,Asian,-120.28733172755217,167.84290161001778,38.96320814260741,E,-163.23296619857302,E,A,124.04519134747008,133.63280457297023,1
None,Non-binary,Veteran,African American,-130.4707137361001,-67.54302945798581,113.56988801513033,E,118.75963767923791,B,B,8.974663527460583,42.384913959195835,1
Hindu,M,Non-Veteran,White,-94.86059998709165,-21.741963331488954,32.6781811423728,C,-85.07088278847593,B,B,-50.249450211887456,60.61185426989834,1
Other,Female,Non-Veteran,African American,7.554267481966182,-41.839431517345574,-26.157274024912603,A,-195.9653973621505,B,E,14.759164223470226,22.87908589988267,0
Christian,F,Non-Veteran,Black,37.03993822200348,72.29387125585679,7.532311073928163,A,-139.99963788783552,E,A,-20.088230749139697,78.79811228372758,0
None,F,Yes,Hispanic,54.373172667082216,75.71383311790518,43.01082568648927,D,-46.648121700693366,B,D,-153.57692964755557,-47.39425859573261,0
Buddhist,Non-binary,No,White,-100.88579573819518,64.81629075523058,203.70185444396344,D,-158.7688290273209,E,E,105.61361089662948,4.800275928548754,1
Hindu,Female,No,White,95.0124073065303,8.2895694239865,158.70568095750062,B,-0.8777542644926419,A,A,141.6110290325734,72.70002709781366,1
Muslim,M,Yes,Asian,-21.077880772874614,-50.49176494799761,-218.42292118052296,B,81.2420438199945,E,A,88.70322469243914,166.61679876039545,0
Jewish,Female,Veteran,Hispanic,34.49784941521712,108.48779355283402,-141.55795129411288,B,11.71017680928438,C,C,134.9920581211733,-17.69715180399937,1
Other,Male,Veteran,African American,30.22808353806467,-12.601604660718921,40.40469234281468,D,-119.16116711516432,A,B,97.94716012909436,-43.37571456279713,1
Other,Non-binary,Veteran,Hispanic,-51.32261662668114,99.78226755020512,-230.5964854312994,D,46.35938786235174,D,B,61.37991382743041,-75.89241786604953,1
Buddhist,Other,Non-Veteran,Other,62.634698725442604,-172.74795244656443,72.02632862049371,D,-88.77836904818435,B,B,-4.047073255103145,84.47734396836336,1
Jewish,Female,No,African American,-96.06073888168115,-8.82468453690182,76.60984972823564,C,160.99940973256105,E,C,-65.23910002288501,-50.68825388281264,1
Jewish,Non-binary,Yes,Asian,178.10251634187367,75.87107337417012,72.81042877710028,B,-109.24170789966811,B,D,-109.57698972830505,-88.89085619310137,1
None,Non-binary,Yes,African American,34.61924970995702,59.13077415243917,115.1721224594215,E,-78.01513010799638,C,B,-132.85773430728722,34.73064960859767,1
Hindu,Non-binary,No,Hispanic,-76.77332476098113,95.9709300163485,21.851380285827478,C,199.39842877424718,C,D,-34.497305946153986,74.14861435114511,0
Other,M,Yes,African American,95.94104960117853,83.87886588317357,-126.72333957669228,E,-156.32572011284574,E,B,-54.66211418700713,-44.497683561346406,0
Christian,F,No,African American,-146.74591783375018,-89.06229967454733,-69.93419173193733,A,-5.320954150390619,C,E,158.7278827699839,117.03900853477978,0
Christian,F,Veteran,Hispanic,6.6684683751875795,71.88038432528839,-139.10203689217568,C,35.4518588092267,D,E,-74.49603465511564,-162.15384095452137,0
None,Other,No,Hispanic,-147.52411150730782,78.34499628661861,69.0411811955829,E,-161.53344556074012,C,A,-59.45360494894237,-60.26764478646839,0
Other,Female,No,Hispanic,-79.1190468165853,217.11541078164402,6.437940163434887,D,97.75355732124015,C,D,116.92585553938342,28.365658207571208,1
Hindu,Non-binary,Veteran,Asian,1.9702088687103527,80.98201139984866,83.98767765656459,D,-175.1506575608795,C,D,-64.20598574429162,-52.5502378040491,0
None,F,Non-Veteran,Other,-80.79505894061356,21.27895657790112,64.66489502358053,A,29.152101445859053,A,B,49.44257403703601,169.48475657309558,1
Christian,F,No,Black,-38.57184025385689,-13.937647955206176,-113.27444751296028,E,12.938245624802175,B,C,195.45058380802888,-102.35680894420499,1
Buddhist,M,No,Black,-0.1559320866612154,-31.432304920833737,47.435153019859975,B,-80.40669672379403,B,B,218.8441313471824,140.6387245460737,0
Other,Male,No,Other,111.60316109952859,-60.04355539948797,-88.65189230077975,D,77.88395372699097,E,A,-60.380111243660416,-21.235789751148452,1
None,Non-binary,Yes,Hispanic,-37.85078374358549,-237.5018824345788,77.55296246220273,E,217.36389133771127,C,E,-13.12985312438013,-73.10424984539293,0
None,M,No,Asian,-54.550143840631584,-45.74853796048663,-133.844756938979,A,-243.52368567102945,A,E,103.3828989925156,-55.12509730975667,0
None,Male,Veteran,Black,-51.800309612735475,-153.8633285847888,-15.734670932078007,D,5.434867715995432,C,D,-85.42489291860107,168.708248951213,0
Muslim,Female,Yes,Asian,-25.533246921211294,215.63418395333377,90.53080457794044,B,-86.35089054276375,D,A,-40.03403428164308,-274.7421122136671,1
Other,Non-binary,Veteran,Other,38.913109278487525,133.86624998613055,-20.613406007625652,A,14.890177324322254,D,C,-4.341437714717969,-197.05206247833948,0
Christian,Other,Yes,Asian,25.151078470040595,-235.4971710224552,123.6471685194324,C,-31.289251959873244,E,C,-56.671528885992785,225.8567081992135,0
Christian,Non-binary,Non-Veteran,Other,27.8755613294553,162.35666128099217,146.5024623948141,B,33.78147161098396,D,B,-79.0644609349789,-35.42863921545525,1
Christian,Other,Non-Veteran,Other,-188.93116831351884,172.3245954260637,-126.09115346294779,C,14.160380608178343,D,C,-244.26771102623798,-81.03969293020545,1
None,Other,Veteran,Black,35.87895278387489,-12.046295949967305,-7.596161437226703,C,113.78352991793837,C,D,-144.38100642714468,-38.355767783860045,1
Other,Non-binary,Yes,White,8.339079769632114,-40.78823092028824,71.93893492665539,D,58.38930611541957,A,E,-45.21313546905878,55.69460821714727,0
Buddhist,Non-binary,Yes,White,-79.11776251615676,-50.57846114487887,-52.361922398359695,D,70.44477707931603,D,E,50.152187159298514,-112.15328054849732,1
Other,Female,No,Hispanic,128.22313860955785,163.5367204200978,-29.0235946844275,A,42.727069219501644,A,C,-59.37037037017373,-101.31956599430187,1
Christian,Male,Non-Veteran,Black,146.84665023565876,-33.326982245095124,-14.400765353444564,E,42.529116331731366,B,C,-67.66268123652159,41.29843011529821,1
Christian,Other,Veteran,Asian,120.8657980342259,56.06123650695304,154.03702595097576,C,96.07680022648944,D,B,149.26145157962517,-67.76127302067617,1
Hindu,F,Non-Veteran,Other,-29.07783454841827,-180.7356589602863,-16.032124918099406,A,-65.44940601640977,C,B,-37.43505356792453,47.2176132248648,1
Hindu,Female,Non-Veteran,African American,78.33435289013426,7.650508508456723,-117.06021062604759,B,34.984602352225316,B,C,-140.25232166194633,-145.26708055830304,0
Muslim,Other,Non-Veteran,Hispanic,-126.49773548914818,-46.112300186602404,31.013397341236747,D,40.5199909876755,E,D,-46.97525555800753,31.275706803432847,1
Christian,M,Yes,Asian,-15.947982327158632,72.2307116254995,-60.38990565324775,C,-4.939650553361348,D,A,-91.57321999491316,55.78011164797046,1
Christian,M,No,Asian,59.217287197187815,95.13319025731153,1.1011007940827398,B,-153.27821563395366,C,D,147.6996088601636,-7.652034820697836,1
Muslim,Male,No,African American,-91.01225422303301,4.537760082785403,73.54277938231306,C,80.71015066490436,D,B,-38.33739890408778,48.228581493134264,1
Jewish,Female,Yes,White,151.07496477039703,-141.50141129945183,146.64320335107328,C,56.69011222842085,B,E,67.0756699414104,-13.422424795127451,1
Hindu,Other,Yes,Hispanic,207.5011333105182,42.86214534499804,56.92530407681771,A,-162.8046028421868,D,D,40.718075899991284,102.57224557375828,0
Hindu,M,Non-Veteran,Black,-13.81298930851281,27.077060794745588,54.61060423402906,D,50.97318283647746,A,D,78.22166679955687,-8.591270253071128,0
Buddhist,Female,Veteran,Black,-38.43816408283,-71.4242506307635,-81.93596985156488,E,116.35381344203606,B,D,36.95864585386819,-151.8516037853485,1
Buddhist,F,Yes,Other,-137.0512880436174,-206.43311500562382,-199.5799311408834,E,-129.6883389440103,E,A,-30.79855577184401,-60.06776018931072,1
Christian,Male,Yes,Hispanic,-2.861048441665411,-104.22634300215931,-21.400746497114813,B,36.04113702587752,E,D,-26.205048886664123,-51.91844414779088,1
None,Female,Veteran,Other,54.00983720005591,-90.79620550243658,-224.75102009490442,B,-140.01631788038074,D,C,-23.569782855926345,-95.09941871361761,1
Buddhist,Non-binary,No,Asian,-46.126225376670845,-108.03498937726785,-41.41554117543289,B,89.90575586523391,D,B,-20.646355275111723,-90.92268372164763,1
Jewish,Male,Non-Veteran,Other,44.70999840204063,-43.59312020813473,-14.853480242725325,E,-71.52689650850321,B,D,-39.59516893822691,-98.30059426485944,0
Muslim,Male,Veteran,Other,115.27392515773487,79.21762272989024,42.902453218436484,D,-11.84323198105943,D,E,275.01505988707066,83.51785486913865,1
Christian,Male,Veteran,African American,6.204941721361115,-12.172343115312579,36.357776958751806,D,-143.89063365010114,E,C,147.98684145809807,-34.4983204013516,0
None,M,Veteran,Asian,-122.656443373372,208.4594862984555,-131.186238169179,B,36.25196647596534,E,A,-122.83076992564918,13.289716891377507,0
Muslim,M,Yes,Other,-81.51688230488047,-38.18131590116888,41.18176445388568,E,-112.28794259330597,A,C,-47.769561328993625,-34.14801449409002,0
Other,F,Yes,Black,-5.080886494751303,-174.93382487067944,18.81818920940735,D,97.25375178141766,B,E,2.4741921751582585,66.44216870101457,1
Other,Male,Non-Veteran,Hispanic,188.9832494617217,-252.4832647049553,58.74491342932302,A,4.258995504113783,E,E,-96.66362273843697,-78.8543230211393,1
Christian,Other,Non-Veteran,Other,2.4855939473578537,-216.1837575141543,-75.70456617954756,C,-32.24934858282969,E,C,-50.13167410725925,11.508337405432217,0
Other,Other,Non-Veteran,Other,-59.89776936305772,21.13227763223466,103.62668808651676,C,143.4100950976599,D,E,-28.00164730681699,145.87646979474175,0
Buddhist,Non-binary,No,Other,-39.186089641489716,-11.93816038972901,-83.56257283536563,B,-206.30907410637823,E,D,-104.19376079305576,-26.681508988312657,1
Muslim,M,Veteran,Other,-85.9883543882427,46.9430836605851,29.258697873268357,C,-113.66050201608164,E,E,-100.97195144752943,-106.51147946639068,0
Jewish,Male,Yes,Other,119.4804378628518,-47.38667455937663,29.723665526768013,D,90.4710341894383,B,D,84.91608652975562,-109.41492055116989,1
None,F,No,Hispanic,31.754165773055238,47.07232539208781,-149.50052124934007,D,47.37587878505033,E,D,62.37360846644984,155.4224180069033,0
Christian,Other,No,Hispanic,-55.230213400296876,-170.6121664351639,-66.18549030869893,A,69.07779943185794,A,E,1.9497592212346384,-32.50293251563869,1
Other,Non-binary,Veteran,Other,-68.10001761489255,-24.98742213266597,-38.50662712043402,A,140.0441898832721,C,D,8.658850479062577,38.62406638340109,0
Buddhist,M,No,African American,-89.57042961462535,53.18578228469574,-156.39396297587658,A,-40.07625317471008,C,C,54.01766789804974,-40.39854508495845,1
Muslim,Female,Veteran,White,-151.02775306747554,71.98110117430844,-185.5411959809034,A,-87.24551344656565,C,D,-160.09688437950695,38.01001717002584,0
Christian,M,Non-Veteran,Hispanic,-79.54357233128138,-41.0307303723058,118.06832220237942,C,18.70393428815339,B,E,-78.89739921961704,62.40394569619434,0
Other,Other,No,Hispanic,125.56996294231324,-40.97729789757072,-89.17750110662047,A,253.33712080268862,C,C,-4.442883101681881,-65.20607473749202,0
Christian,Male,Yes,Other,46.404115668851176,-163.14480887049695,39.10695552480956,E,-128.28652136424347,C,A,100.68671157854826,-166.7469412031966,0
Other,M,Non-Veteran,African American,76.26686650002117,-144.07220257913104,98.86305646290691,B,-118.61297877545603,C,D,63.1102016055286,-30.897680036946962,0
Jewish,Other,Veteran,Black,72.82864662924003,-6.598190568338805,42.866565399594116,B,210.1103708056273,C,D,30.793773497510283,67.68405499210017,1
Christian,Other,Yes,Hispanic,-124.43708334274626,3.755267499187563,-23.894748931459308,B,62.67715208192467,B,D,-35.87242081283396,81.03451310166217,1
Buddhist,Male,No,Hispanic,18.482687374745584,-56.275733524947526,66.12467266174309,D,-26.117761263250767,B,E,-39.0019803679287,-102.17713927534315,0
Hindu,Female,Veteran,Asian,-76.88285795644583,136.60185882224565,-113.15487318709391,E,-97.21958277857738,D,B,8.87016137997853,153.15458319188554,1
Muslim,Male,Yes,Asian,-271.31057575146207,-96.0701357086246,167.11296008489052,B,-13.468520890867094,E,C,2.058183024683256,110.0243377745847,1
Hindu,Female,Non-Veteran,African American,169.23956922623773,-73.18222863346281,165.68141224231152,A,-47.861650457718895,A,A,-134.80593526804478,-40.589680490944716,1
Other,F,No,White,-44.14302926425036,39.35460976855446,45.1181847208211,A,-48.60500651435062,E,D,-27.097163210759522,-277.14773148701113,1
Other,M,Veteran,Hispanic,-155.72590526891676,-86.17574970768374,146.71284000232717,B,218.75077158827602,A,B,-89.90416525528578,-51.47625104969734,0
Christian,Female,Veteran,Hispanic,-44.39598238246724,24.282224737642633,115.22621682147694,A,-41.56622771551153,D,D,-11.971630394602748,-11.510485957263493,1
None,Male,No,Hispanic,-86.73454862056037,-54.9645869248521,-41.56763834326938,E,103.32930931645483,D,B,8.206570114576394,66.48954292411665,1
Hindu,Male,Non-Veteran,African American,-22.430171690152893,151.42483156213905,-78.23607110747159,A,158.23556251205036,E,A,30.791309707049656,-136.0454126842584,0
None,Male,Veteran,African American,-117.9631584258326,7.569971864512576,-42.237587337765184,C,87.34817919604797,E,A,71.89451615433569,-201.7137581839617,1
None,M,Non-Veteran,Asian,68.52477549120344,-51.227197845178885,-38.14075619869735,D,-147.54710429520614,B,D,-9.89494372939116,212.41237817566204,1
Other,F,No,Other,9.025081241389497,9.205690821287222,61.588571599382426,E,-168.92670419915072,A,A,-92.37268621922571,-74.30660456289365,0
Jewish,Male,No,Other,-128.60213850275005,23.84756827230266,24.91517306932389,B,-185.60150582007054,A,D,126.0168875511743,0.8251017616908622,1
Jewish,Male,Non-Veteran,Other,-16.748640660416825,-43.80119012661228,75.13209101707884,C,-132.46918013190998,B,A,-18.89560096718843,-140.5946524719167,0
Jewish,Other,Non-Veteran,Black,57.904691591237004,161.74965646020033,157.52493707195185,E,-209.35800280211984,B,C,-80.9128326123421,-153.0086969336959,1
Other,Male,Veteran,African American,36.406640175071914,-1.8138320312277931,191.76913565622934,D,-38.23943420529235,B,C,-15.592607121713145,-7.938289827117992,1
Hindu,M,Yes,Asian,-15.320675665575651,-91.94631722567608,-67.14407230140485,D,83.41266688182529,A,E,-99.15459006634332,-52.57895319644188,1
Buddhist,F,Yes,Asian,-64.79528549105011,141.92871862390757,-171.2591455008634,A,-93.93841030521699,B,A,119.95346897887367,128.89232774219536,0
Christian,Female,Non-Veteran,Other,-82.2675138457847,-161.77532169717094,6.638444525406875,C,163.9750611857948,B,D,69.64427969423704,263.6655037625476,0
None,Female,Yes,Other,23.22992362513884,-238.00621724583695,127.5693054056112,A,-88.31158357399401,B,A,62.62394830759009,-70.64031037381415,0
Other,Other,Non-Veteran,African American,-180.36653503952093,-119.23874215715944,-18.974578894899977,C,15.290153010168412,D,D,103.00597861715039,-2.8665316040549396,1
Other,Female,Yes,Black,59.04322071444974,-44.63526833084377,52.955124000891296,B,60.213463225035866,E,D,2.4435662094270754,-71.16684083904737,0
Muslim,F,No,Asian,-43.16389490952383,72.82424289141193,-86.93035544521463,C,76.22028023555546,C,D,-15.921940169206323,14.79520189971458,0
None,F,Non-Veteran,Asian,45.366016723727384,28.8174604942337,201.42151224170894,C,41.784381592879136,A,A,134.48261309356883,-83.62439320152917,1
Christian,Non-binary,Veteran,Other,-33.9197225258184,-103.17174789556285,52.6138220089749,C,56.53602944482926,D,A,-198.05088131891543,167.1865298214287,1
Other,Non-binary,Non-Veteran,Other,-22.272316904937295,-60.89759601726505,-20.49835956952812,C,145.07740753848927,D,B,112.6177097141191,221.56137870293122,1
Other,M,Yes,Other,252.5097754471026,-132.38529391016016,-3.351711221358121,D,116.99838708602167,E,D,-152.9378985339075,83.2120595422062,1
Muslim,Male,Non-Veteran,Other,-83.15591952891381,-34.16092590601862,-30.062084134290494,C,2.4737857040504423,B,A,111.01018148844481,-92.8494588976918,0
Buddhist,F,Yes,Black,244.31106247269514,-42.78074833242202,73.27022278669071,D,-50.0410234495307,C,D,86.51764957144906,-13.583015480327399,1
Muslim,Female,No,Other,122.2450716217418,79.04770356636568,88.08515519632097,B,96.52521617700225,A,D,136.08701374144613,-25.681061660047483,0
Hindu,Female,No,Other,-167.23949430712943,21.216276771542528,90.71285121225495,A,-61.400346076283356,C,C,113.11839695850159,-76.82909696757646,0
Hindu,F,Yes,Hispanic,-65.12222668225516,126.79140535617715,-81.25001027886303,B,16.756710521613112,D,B,64.67907229453247,-14.619768492665116,1
None,F,Veteran,Other,-78.87943939838969,-186.893525829189,17.6695890460868,B,-201.24697435340906,E,D,101.07259256258885,-82.03109072754178,0
Jewish,F,No,Asian,6.428597215365728,37.226260140353,112.70592518831903,D,-18.168272769973523,E,E,136.04215905839652,219.67676638785912,0
Buddhist,Non-binary,Yes,Asian,-11.341342142750724,-95.3529319356305,-82.38218178581921,D,75.52725147871669,C,A,57.308998325677805,63.68803291179725,0
Other,M,No,African American,64.42983539152604,103.26883752737774,-38.41629708998887,D,-5.429313894745292,D,D,47.842172582453806,-94.13889146151465,0
Muslim,Non-binary,Non-Veteran,Asian,-37.58399878616187,31.30006808870417,171.69382658678788,B,-30.932473491608743,C,D,-89.53385169338739,-0.6304297855393025,0
Christian,Other,Veteran,African American,-82.0937636061062,-78.05335766609032,-119.7040523749467,D,82.93815681634216,A,D,-105.75270470296391,111.03953762913623,1
None,Non-binary,No,White,-81.40837979887947,-145.21725919653235,224.37883309781134,D,-39.40159677057218,A,B,45.56749627968008,151.11749729975102,1
Buddhist,Other,Yes,African American,74.26476547833812,157.1905472217303,-138.45688621560302,D,18.16827742120638,D,E,-104.43650962781972,-37.15724740389713,0
Jewish,Female,No,Black,128.42718546779685,-160.00958302201076,-38.913018179071855,C,22.911799250065297,C,C,140.3884104632699,32.60501677971659,0
Other,F,Non-Veteran,Hispanic,-107.32305580816055,234.78480460703346,53.967909735012896,A,-86.21824365510822,E,A,120.3041923402088,64.23841796676972,0
Buddhist,Other,Non-Veteran,Asian,111.2554422009361,110.79434978139953,-33.852019115958285,A,-100.0513050450033,E,A,13.853915488149465,-4.378272857176821,1
Hindu,Non-binary,No,African American,-76.1720505119542,-65.07112922937593,-104.16007329759958,E,-113.5971478612663,E,A,21.190782742104258,-110.06314561652574,0
Jewish,Female,Veteran,Asian,97.46320362928475,112.01909943082656,151.42565241356155,E,-29.400033240263358,E,A,4.87364603505547,-97.15643203162789,1
Other,Male,Non-Veteran,Asian,72.12552371139577,-14.823661398247829,24.897887657420146,B,22.573403806094802,A,E,-65.80862526260984,144.29161806891364,0
