age_range,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
18-25,Jewish,D,C,A,A,-188.30789135382346,B,-101.07137275892315,C,A,E,D,-93.79287279339829,0
26-35,Christian,E,D,A,B,-100.18005955766513,A,79.38479352194061,B,B,A,A,5.223334956909279,0
65+,Muslim,A,A,B,A,15.290900480500284,E,-139.17740934715917,B,C,B,E,168.0902587454074,0
26-35,Buddhist,D,B,C,B,-4.372816993135242,A,-5.07642290578596,E,B,C,A,-36.28725931253396,0
36-50,Christian,C,E,A,D,-86.89643591448936,C,126.16659492355878,C,B,B,C,-11.08228425503062,0
36-50,Jewish,E,C,D,D,-74.14188838464618,A,7.616055833653973,E,A,D,B,-89.11401070722266,1
26-35,None,D,E,B,E,2.9511323653809467,A,-53.08595523375856,A,C,B,D,-109.35268365932865,0
26-35,Other,A,A,D,B,-144.24612136515478,C,213.38517160125173,B,E,B,E,119.7062787844406,1
51-65,Other,A,B,A,C,28.68436436223871,B,-8.29275684359987,C,E,C,D,159.62555771276845,0
51-65,Buddhist,C,A,D,A,113.15434916475249,D,-100.47205041415377,A,C,C,E,26.751996098112844,1
65+,Other,A,E,D,C,58.29134754694355,E,-150.63692547660878,D,A,D,E,-147.90754639350166,0
18-25,Other,C,C,C,B,13.966323048322973,B,121.82796878102022,D,B,B,B,-156.33948955125305,1
26-35,Muslim,B,D,A,A,32.56047305667338,A,63.407477756578714,C,D,A,C,34.14598934578628,1
18-25,Jewish,E,C,A,C,30.164696872814332,B,-48.344607239673294,B,C,B,A,172.79299919954025,0
65+,Other,C,E,C,B,-54.421015234497915,A,-45.947641333465846,E,B,C,A,174.9774526434073,0
65+,Christian,C,B,A,B,-229.08258724712823,B,9.84333108624811,E,C,E,D,-16.588176381565283,1
26-35,Jewish,C,E,E,D,-24.63833438282297,A,-84.59574199372037,B,C,C,E,-84.13070690340314,1
26-35,Other,D,E,B,D,-16.060223812961546,D,-44.60080242606751,A,D,E,A,56.35280770454488,1
51-65,Buddhist,D,C,B,C,-52.4568502815172,C,-74.55782180036373,C,A,E,B,64.93380896334227,1
36-50,None,E,D,D,C,66.36712298270257,E,139.99000893768766,D,A,C,C,-41.458194576261604,0
51-65,Muslim,D,D,E,D,-253.06865132545803,B,-2.458954824579859,B,E,D,B,-161.16245505301532,1
51-65,Hindu,A,B,C,A,-135.32992819629243,D,163.6252394473082,E,B,B,C,74.22636251699501,0
65+,Hindu,B,D,A,E,2.8470914910937175,C,-235.65701349224892,C,E,E,E,48.92789320284943,0
26-35,Muslim,E,E,B,D,-88.31541042088071,E,-34.35529711127528,C,C,C,B,120.61798268182535,1
26-35,Other,E,E,E,E,-197.71699491324432,C,-199.91562432210645,C,A,A,E,-55.84905878304269,0
18-25,Jewish,A,A,B,D,26.067287366056647,C,35.44199696766329,B,D,D,E,8.394504229486541,1
51-65,Hindu,A,D,B,E,-27.765751445479893,E,-17.65735000321461,E,C,E,B,34.72982849783945,1
65+,Other,D,A,B,E,-29.43880869801101,E,-106.61786463113043,D,D,E,E,-50.24669798826693,0
26-35,Christian,E,B,E,A,-145.00625654077842,E,124.2751898666464,A,A,E,D,-132.43849962658493,1
65+,Hindu,E,E,A,C,26.842970843353626,C,8.138755949415923,A,D,B,D,55.73160601767603,0
18-25,None,C,D,C,A,-46.017646854468786,D,-112.12499854819326,C,A,D,C,225.1131158552244,1
51-65,None,B,D,A,B,45.534077777110284,C,-1.1314814644726854,A,A,B,A,-152.08717481466982,1
51-65,None,D,B,B,A,-21.718925263155935,A,78.54378981721042,A,B,D,D,68.68937209729616,0
51-65,Buddhist,C,C,E,D,43.9521087400737,A,-67.6014089818557,E,D,E,B,119.52491665860579,1
36-50,Jewish,B,A,E,C,35.54014048258973,B,-62.13435252662026,E,A,E,E,84.31115998337535,0
65+,None,E,D,A,B,26.905309227752777,B,-164.980913366892,A,A,E,E,30.429128790096517,0
18-25,Hindu,E,A,A,E,9.994149922703063,D,-110.45325484307864,C,B,E,A,-65.59670010136563,1
65+,Hindu,A,C,E,B,38.22818652911431,D,-15.871094374645795,E,C,D,B,-136.98853350271065,1
26-35,Hindu,E,E,D,C,-96.21613090611493,C,-112.55653695451397,D,B,D,B,-189.79251888606674,0
18-25,Jewish,D,D,A,B,-68.09368296925236,B,279.73528281606946,A,A,A,C,-112.11471250618898,0
18-25,Buddhist,C,A,D,C,-14.47812220522888,D,-5.420564824851184,B,A,A,E,-210.3104513215891,1
18-25,Buddhist,E,D,B,B,-67.48855425991692,E,130.09693163228906,C,A,B,B,61.62634211786442,0
51-65,Muslim,B,D,D,D,32.02776747233834,C,70.01168300209574,B,D,D,A,75.37654741052305,0
36-50,Buddhist,B,C,A,A,12.211933402161584,E,47.66660212070804,E,D,D,E,-8.476130509515219,1
51-65,Other,C,E,A,C,41.9055370898252,C,-69.87703671537486,E,B,B,D,-109.79472615439663,0
51-65,None,E,D,D,C,46.972278292548836,C,-12.025683760853621,E,E,B,C,56.760891169014215,1
65+,Hindu,E,B,B,B,123.42283611073115,A,-78.87533664116633,C,B,B,D,6.179941892309942,1
65+,Buddhist,B,E,B,D,-34.431381899977396,D,-108.96754667779149,E,B,E,E,-116.43379150530338,0
18-25,Buddhist,B,D,A,A,22.623410516594102,D,-30.964341689655022,D,B,C,D,-21.249580196161194,1
36-50,Other,B,C,B,E,-286.2608146942915,E,169.165781582548,E,A,B,E,-9.352793637480247,0
26-35,Muslim,C,E,B,C,35.96073153973677,E,-158.64709271429814,A,A,A,E,61.58700642806538,0
18-25,Other,C,C,E,B,13.499387968291481,D,-40.56917248515414,D,C,A,A,215.91283360816726,0
36-50,Buddhist,E,E,C,C,-32.04435227232088,C,-172.10861102466455,C,C,D,D,18.5899223095078,0
36-50,Hindu,B,C,B,A,24.525950826354443,C,42.475595347113014,C,A,A,D,16.545281837433073,0
18-25,Hindu,A,B,D,C,-4.2188095533973575,B,46.71926952173324,E,D,B,C,194.81764271797627,1
36-50,Other,D,B,A,A,-42.50539837415882,D,145.65549823596103,D,D,A,C,-138.0897973728883,0
26-35,Other,B,E,B,C,75.0082272136494,E,67.62696876179429,B,B,B,C,196.54724703836348,1
26-35,Muslim,C,B,D,C,-86.74561683623374,E,-67.54256862509904,B,B,B,E,71.44927287690382,0
36-50,Buddhist,E,A,A,C,-232.98532969691212,B,-340.1784027048121,D,A,E,C,148.8479530053457,1
18-25,None,C,A,D,C,116.11669668219969,D,-9.538716151864861,D,C,A,D,-100.34194512628385,0
18-25,Muslim,C,E,E,E,117.72507124420086,C,14.157195269994775,D,B,C,A,-59.303063255187816,0
51-65,Jewish,E,E,B,C,-113.79330548022273,A,97.3936981834391,E,D,E,C,104.3499350916919,0
65+,Hindu,A,E,A,B,11.847135922438138,A,140.01513231506817,C,C,D,A,-4.82340667922074,0
51-65,Christian,B,E,E,B,94.79796092075645,C,50.958285272499616,E,A,B,C,101.68309450355405,0
26-35,Jewish,E,D,C,A,-39.116383637268285,C,-5.858511923841189,A,A,C,D,-162.37367186317252,0
51-65,Muslim,C,E,B,C,-23.21905227373875,D,22.625798145124325,C,B,B,C,-70.60108810163192,0
18-25,Christian,C,C,B,C,-54.370218511321,A,117.09502794624093,B,A,B,B,89.25198815818405,1
36-50,Christian,D,D,B,E,52.842847895163345,D,-34.27895669083888,E,E,E,A,-99.70749389125064,0
18-25,Other,A,D,E,D,6.4562054017501564,D,-99.05548742017302,E,C,A,D,128.91748632420683,1
65+,None,E,E,B,D,85.19501571961234,A,-8.361959751875702,D,C,A,B,-27.768900878891582,1
18-25,Jewish,E,C,E,B,14.556575027049718,A,-101.13866540399752,D,A,D,D,-60.2105914036326,1
65+,Muslim,E,B,C,C,-41.91340760138743,A,-85.2746534635786,B,E,E,B,-67.86273471774473,1
65+,Other,A,C,A,D,-48.67137503327149,C,-113.0880199453111,C,B,A,B,-82.6461408365805,1
51-65,Muslim,B,A,A,E,54.591234495912,E,-207.6202765700283,A,A,A,D,20.57519250776728,1
65+,Christian,B,D,C,E,-50.46174649437557,B,-133.77728386768175,E,B,B,D,-8.63115356439956,0
18-25,Buddhist,A,D,A,E,30.96230955337809,A,-86.3844635810328,C,C,B,E,-212.88844670196755,1
51-65,Muslim,B,E,A,A,32.601023023380236,E,187.19886108516914,C,B,B,E,6.097472046704067,0
36-50,Hindu,E,B,B,C,111.74548437480834,D,-24.959798150427712,B,B,B,C,15.533321766402041,0
26-35,Other,A,A,A,E,150.98174748355584,C,127.19831198025797,D,A,B,B,-165.15291207848327,1
18-25,Hindu,E,C,E,B,-161.89974180857362,D,39.25854424481422,C,E,E,D,-141.51269316952417,0
26-35,Buddhist,D,B,E,A,79.02978691057466,D,-50.24281025179136,E,B,C,C,-9.03471654730227,0
51-65,Buddhist,E,D,E,C,32.53795631254216,A,-79.81235451584696,C,B,D,E,-25.153472617545912,0
18-25,Other,A,B,E,D,55.955149145501515,A,-147.27176687095763,C,D,A,D,-12.100895629961233,1
51-65,Other,B,A,C,C,33.872050444782005,C,21.373059055538825,B,D,E,D,-4.243804453577122,1
18-25,None,D,E,D,C,-53.492301734187166,A,-54.54379754335985,D,E,E,C,45.425997813909916,0
51-65,Buddhist,D,C,A,A,-67.12945589935426,B,-197.79447072522728,E,C,A,B,-0.021457727705236868,1
26-35,Other,D,A,A,B,-217.84194046480332,D,33.79567972800942,C,B,D,B,-34.49564063402113,0
51-65,Jewish,E,C,A,C,-9.453080419617446,E,-178.04981034592612,A,B,A,C,93.11920314210326,1
51-65,Other,E,B,A,E,19.37442422605127,C,-0.9395401961090675,C,D,D,D,-108.26612790677186,1
36-50,None,C,D,A,D,-137.73760252037985,A,-49.71785415041102,B,C,C,B,-199.24221488464582,1
36-50,Hindu,B,C,E,D,-52.639054009827206,C,91.71049250608175,C,B,A,D,-20.802917398357565,0
36-50,Hindu,B,D,C,E,-78.20549307433478,D,-74.80069823488562,C,D,A,E,-36.044234348584176,0
65+,Buddhist,D,B,C,A,142.25598218297944,C,-134.87829819361914,A,A,B,C,-40.71789028681137,0
65+,None,E,A,D,E,-171.9027507826044,C,-234.39288232904718,B,E,C,C,28.338208975064948,0
65+,Buddhist,D,C,D,D,67.39126984469023,E,-62.9795998532408,E,C,E,A,18.117223345750098,0
26-35,Jewish,D,B,C,E,-11.159053510646153,D,-58.67575965516413,D,C,E,E,-48.57361167121494,0
26-35,None,A,B,C,D,-93.04053196928369,B,-118.02867372435568,B,C,B,E,180.25707210323992,0
18-25,Other,D,B,E,C,162.39159816227237,B,-110.76995311725912,C,E,D,A,-93.58696743640293,0
36-50,Buddhist,B,A,E,D,-9.213450805649394,B,64.08472899102591,B,B,D,E,-25.840400585964325,0
51-65,Buddhist,E,D,B,A,118.62790451774437,A,110.88790666914238,D,D,B,D,213.619014523239,1
26-35,Other,B,A,C,C,-1.50591946394458,E,26.848976206602,C,C,D,D,90.4255620128928,1
51-65,Christian,E,D,E,E,8.817379107261877,E,10.489626501499504,A,E,B,C,-5.611260305917025,1
51-65,Buddhist,C,A,A,B,47.44466742500078,E,57.210022481224854,A,A,C,B,174.07270065282964,1
51-65,Christian,C,D,D,B,125.46917270169837,A,-85.81366317605442,D,C,B,A,159.90754316677908,0
18-25,Christian,A,D,A,D,-84.82022923080291,E,-59.407639002153644,B,C,E,E,-15.50669833703034,1
36-50,Jewish,B,E,B,A,62.42390486169938,C,-51.78871810774176,A,E,D,C,-92.54782900882772,1
65+,Jewish,C,E,E,E,16.20437980354151,B,2.9686768553571254,D,C,C,E,50.929887718797495,1
36-50,Jewish,A,B,E,A,72.41743648098937,E,-44.581458615980466,C,D,D,D,15.553876397156497,0
18-25,Jewish,C,A,A,C,-115.3872240468501,A,-79.11817975995979,A,B,E,D,11.495552418548106,0
26-35,Muslim,D,C,B,B,77.37393726315486,D,59.89431840376428,B,A,B,C,-51.78809593266182,0
51-65,None,A,D,C,E,-17.05482843155218,B,23.126767177513283,A,C,B,C,156.1444788957861,0
18-25,Muslim,C,D,B,E,-114.037477698137,D,-176.7318168962803,C,B,E,E,9.476039410272607,0
26-35,Buddhist,D,E,A,C,49.740894315441096,E,-23.39944350911192,D,E,A,C,-152.60121943197674,0
26-35,Hindu,E,B,C,C,-112.83618609138348,A,195.62121650733758,A,C,E,A,-39.447478085122825,0
51-65,None,D,C,A,E,-114.88140921200858,D,-39.7548231140929,B,A,A,A,13.266820740491339,0
51-65,None,D,B,C,A,37.349144651984005,B,-9.953015062904347,C,D,B,A,9.408943668083026,1
65+,Muslim,A,A,C,E,7.505139415865811,E,103.31794589519565,E,D,A,B,-143.2800825212934,1
51-65,Jewish,E,A,A,E,85.703644516121,B,250.53059536738252,B,D,C,E,-29.82456744294974,1
36-50,Christian,D,C,D,B,-73.98206134799909,A,-154.9861996575532,C,C,B,A,5.504604446487376,1
51-65,Hindu,C,D,E,B,27.828600405192184,C,66.06129559102258,A,B,C,B,35.94171433315395,0
18-25,Jewish,E,E,C,C,-68.14271407589116,A,-69.8005250198561,A,C,C,B,112.30021550048185,1
65+,Muslim,B,C,C,E,59.26928011645326,C,20.26061860146975,C,A,E,A,209.90355357694204,1
26-35,Jewish,C,D,C,A,153.38287125002154,A,26.42130324834219,A,A,C,B,-7.367914155399159,1
65+,Christian,C,B,A,A,160.98969062102205,D,-79.2952665572139,B,B,C,A,-1.489589383070581,1
51-65,Other,A,E,C,A,-30.583237724723705,C,-55.51385101541426,B,C,E,B,-29.512869040540153,0
51-65,Christian,E,A,B,B,-144.79429823698788,A,-163.00693320277335,E,C,E,C,-5.049189197763497,1
65+,Hindu,B,C,C,D,21.507987097159102,B,-184.66102406463537,D,A,B,A,114.98846544747619,1
26-35,Muslim,A,A,A,E,-7.625875907317278,B,111.06100315172536,B,C,B,C,-56.66086620613856,0
51-65,Jewish,E,B,D,C,1.5443099149377935,A,-99.00513122216122,B,B,A,E,54.47349427756147,0
51-65,Hindu,E,A,D,A,-148.18939543504507,B,72.3958103883441,E,E,A,C,-37.457946846938455,0
51-65,Buddhist,D,A,B,E,70.81814711680101,C,-12.990019927655178,E,B,D,D,18.626452720373436,0
65+,Muslim,A,E,C,E,56.970316879083235,A,-200.39390003908753,D,A,E,B,-100.33535527292672,1
36-50,Jewish,A,C,E,E,-188.18151288743826,E,95.13649753489058,C,D,B,D,-26.05992537498773,0
26-35,Muslim,E,B,C,A,61.79009133385127,E,-49.492974072151874,A,E,D,B,51.864434273690186,0
18-25,Jewish,D,B,B,E,32.81039588462065,D,-18.872156204541906,E,D,E,A,-65.69264834566845,0
18-25,Other,E,E,E,E,8.303201708621366,A,35.75534246336711,C,C,E,E,56.18434165053719,1
51-65,Buddhist,A,D,B,D,-222.2937712401056,D,-37.19534083160668,B,D,A,E,-109.74445289499914,0
65+,Christian,D,A,B,B,191.3878138201672,E,-86.91354795448672,C,B,D,E,-43.352870620443355,0
18-25,Muslim,D,C,E,E,-68.32791707988235,C,97.7209131434854,B,C,A,E,-193.40191982271938,1
65+,Hindu,C,E,C,D,156.32907460897175,E,87.73254847619386,A,A,E,E,78.75990122084994,0
51-65,None,E,B,C,D,1.3042060206430754,B,157.60093975463974,E,B,A,C,27.964919817647978,0
26-35,None,B,A,B,B,11.710051326939597,A,38.26778518382172,D,D,E,B,208.0085919471876,1
26-35,Hindu,A,A,D,C,-27.910413481875533,D,91.2250643201988,A,A,B,B,38.723893915056095,0
65+,Buddhist,E,E,D,C,99.73428927280955,A,-172.34282729156243,D,C,A,B,97.42978534859142,1
65+,Christian,D,C,D,D,-89.28501806012308,D,-73.246804727957,A,C,C,B,-183.34362312836922,1
36-50,None,E,C,E,E,-64.28529791917927,E,52.18793487192007,A,D,C,A,-256.11274882248756,1
36-50,None,B,B,B,A,55.286164082930945,C,-42.76557845799974,A,E,E,E,84.45647154716703,0
18-25,None,A,B,B,B,42.342831531833205,E,-59.162954628882645,A,C,C,E,-105.10239404687773,1
65+,Buddhist,C,D,B,D,-55.213072376919925,C,77.36913802298474,C,D,D,E,75.35483691712783,0
18-25,Jewish,C,C,D,B,-32.56067206923498,B,71.51024613617288,D,C,E,D,-7.286983115206083,0
65+,Hindu,E,E,E,B,144.39528498853875,A,-21.388159033136063,B,C,D,C,-126.345360474554,1
65+,None,E,C,B,D,59.19395029216301,C,116.72207803070333,D,B,E,E,18.47318854254223,0
51-65,None,C,D,D,A,190.16638378445256,A,81.99809753262114,A,A,A,D,96.57218889310468,1
18-25,Jewish,A,E,A,D,-78.28822362686677,E,-56.29641996388936,C,A,C,D,-0.24547374948220768,0
36-50,Other,C,D,E,C,-14.377392413996354,D,166.80083966490938,A,B,B,A,-71.10103212389417,0
26-35,Buddhist,C,B,D,B,-63.1141889687548,A,51.158532293396554,A,C,C,B,-108.14953632141184,1
65+,Muslim,E,E,E,A,39.7685015821581,E,142.63720299656418,C,D,B,E,54.442137774937216,0
51-65,Muslim,E,A,A,B,90.32700185634623,E,53.93173381905467,B,E,E,D,65.7810788608821,1
36-50,Hindu,B,A,E,E,-53.18929274413819,C,108.5775799781289,D,D,E,E,68.58311367164372,0
65+,Other,E,A,B,C,-80.7575740948215,D,189.48755249450906,A,D,B,B,-60.052423968984314,1
18-25,Buddhist,A,A,E,D,-0.1254907602054347,A,-173.530378348373,D,D,A,D,-119.81420199646806,0
18-25,Other,A,E,A,D,-146.55517555557603,D,-315.80467845467547,B,B,E,D,-68.13043006070288,0
65+,Buddhist,B,D,D,E,-52.74806213638917,D,-136.63070337080066,B,A,C,C,90.254523391453,1
51-65,Muslim,A,C,A,C,-16.373578321006317,D,21.424531963222133,E,B,B,D,-85.03669290503119,0
65+,Other,A,E,A,E,-40.783935286972024,E,-156.6791879744706,E,E,D,A,-35.809239931577565,1
51-65,Buddhist,C,A,B,B,14.808333270164717,E,-142.02114752279647,E,C,C,B,138.87093877476846,0
36-50,Christian,E,E,C,C,30.46063671481196,C,163.89651351528082,E,C,C,B,70.24687949111853,1
51-65,Muslim,E,C,C,B,-52.54502693564805,D,188.20966619908776,B,C,A,E,-78.78376785369657,0
26-35,Muslim,D,E,C,E,219.52947927937902,D,17.733093366442183,D,A,B,A,64.8417158036587,1
36-50,Jewish,B,A,D,A,-73.56963170461462,D,68.9994313301059,E,B,B,D,-31.634224085906894,1
65+,Christian,B,C,A,B,-100.00748434927422,A,152.12401127171447,C,E,E,C,32.58723979475741,0
36-50,Christian,C,B,D,A,-125.75682332534383,A,49.50588270788162,A,D,C,A,27.513035079889548,1
51-65,Hindu,B,A,B,C,-28.4178567978019,A,-54.647594202680736,B,E,B,D,-145.8025205696893,0
51-65,Buddhist,B,A,A,A,39.84382066299436,B,8.0242608775763,A,D,E,D,119.69316834545984,1
51-65,Hindu,E,D,A,B,103.24611863831514,A,20.56929472836582,E,E,B,C,-60.2935926592617,0
65+,Buddhist,C,C,A,C,-185.96948144163997,C,-24.763233917416358,D,E,D,A,-57.564267115286306,0
51-65,Hindu,A,E,D,D,-28.594513007346833,D,55.5277579766227,C,D,D,A,-14.843029570852295,0
51-65,Muslim,E,C,D,C,45.464262287174826,E,-108.81283843294266,D,D,B,B,28.413076180768975,0
65+,Muslim,D,B,C,C,-178.35272685060585,C,57.229226963973275,D,E,A,C,153.7541095932359,0
18-25,Buddhist,B,A,D,C,-92.67991252891579,A,-26.939440070083855,D,D,D,B,-71.51417144358219,1
36-50,Buddhist,E,B,C,D,75.30237297553455,D,82.5610384251942,E,C,A,E,-25.600294838455085,1
26-35,Jewish,D,C,B,A,-56.94080765660112,D,52.35043019524818,C,A,D,E,-2.697109214535459,1
65+,None,D,D,A,C,18.668953202131345,C,-82.42636171193388,E,C,C,B,78.58722672567791,0
18-25,Jewish,B,D,C,B,-5.652455746129534,A,0.7383093390439242,C,C,A,A,42.542279517733874,1
51-65,None,A,E,A,E,38.10596196011498,B,-2.3037597218091213,D,A,E,A,119.43742789523478,1
51-65,Other,A,D,E,E,108.63752789314844,B,-98.67674565957023,A,C,A,D,281.24340251194155,1
36-50,Christian,A,D,B,A,-92.93065210336626,D,129.55021507333467,B,C,E,E,-2.540509841663868,0
65+,Hindu,E,B,B,D,90.4953904203607,D,40.87238475537046,B,A,D,A,-113.32117006193884,1
36-50,Christian,B,A,D,D,-60.6305578122853,E,-40.65782195377574,A,D,D,E,163.06049949233787,0
65+,Other,A,C,B,D,-27.921609655623726,E,11.888388650253418,E,C,C,E,-35.059056203508845,0
26-35,Muslim,D,A,E,E,89.54853124557775,D,101.41556804350115,B,C,A,E,89.36872932711184,1
18-25,Hindu,D,C,D,A,-73.08277420317097,E,113.09420925366516,C,E,C,C,50.5666737013803,1
18-25,Muslim,C,C,B,C,78.7025594831058,B,56.66618012073194,B,C,A,D,-86.63061269680331,0
36-50,Other,C,A,D,C,11.760607373341452,B,271.3314506046049,E,D,A,D,-327.6478740074697,1
65+,Jewish,B,C,D,D,-123.2003271385119,A,232.27398837596428,D,A,C,B,-127.25665154944714,0
51-65,None,C,A,D,D,7.108174079577788,A,106.3980861515435,A,C,B,E,15.810994124985017,1
51-65,None,B,B,C,B,78.83954196050075,C,-60.561627231298424,D,D,B,E,-58.378117650021956,1
65+,Buddhist,A,A,E,A,-93.13997802387263,E,-174.1644916367649,E,E,C,D,23.77351263822447,0
65+,Buddhist,D,E,C,B,-4.076737143682387,E,89.20879789669843,B,B,B,E,120.17577884524823,0
36-50,Other,A,B,C,B,-113.80243475303291,C,-74.90053284969314,C,E,E,E,-116.97323189935447,1
65+,Buddhist,E,D,C,A,13.153502292625738,D,78.80183882349637,B,B,C,E,105.28855427152757,1
18-25,None,D,C,E,C,41.26801167613382,C,-74.43263188623575,B,C,C,B,49.328915053267195,1
18-25,Jewish,D,C,D,A,-54.557594469722716,A,23.34557926811672,C,B,A,D,-135.36854957123617,1
65+,None,A,C,C,D,-17.597146080010226,B,114.43324392752834,E,A,E,D,-77.53077851638854,1
51-65,Christian,D,B,C,A,94.45505027311744,B,77.01347947327746,E,C,D,B,-19.47728572480164,0
36-50,None,B,A,E,E,-107.44747697288146,A,-60.93475560176965,B,A,B,E,163.4211825561596,0
18-25,Muslim,A,E,D,D,-59.57656996552518,B,243.0696737748514,B,B,B,E,28.98981945607837,0
18-25,Jewish,A,E,A,D,112.94698777669325,B,8.326323613575724,D,B,E,D,-19.155572705198722,0
51-65,Jewish,A,D,C,E,45.163007393408634,E,-72.42999206198665,A,B,E,D,-132.4652859621664,1
26-35,Muslim,D,A,A,C,12.15666986486687,B,117.9137267197613,C,E,E,A,-188.47645738230023,0
18-25,Christian,D,B,D,E,-175.53045598416944,B,12.319568712232307,C,D,D,D,-77.93900327275031,1
18-25,Other,B,B,A,E,-185.44174900639607,B,-332.72323838098316,C,D,D,C,67.89087524585989,0
36-50,Christian,D,B,C,C,-44.851612609241236,C,155.30744549193767,D,A,B,D,43.494754814978414,1
18-25,Muslim,C,B,B,A,117.12531047550117,B,24.780975429638655,E,B,D,B,-40.546848244117164,1
36-50,Muslim,B,C,C,A,98.32718429746677,D,-124.0072842689506,E,B,C,A,-49.945406736032076,1
36-50,Christian,B,C,C,D,-36.519841178170104,E,-155.1648021062308,C,E,B,D,-109.11345039855387,1
36-50,Other,E,C,C,A,-29.01592765406712,B,-168.69320107968312,C,C,B,B,16.48031700892016,0
51-65,Jewish,B,C,B,E,94.15704393905102,E,29.26306940379525,E,D,A,A,199.3690871684278,0
51-65,Jewish,E,A,E,A,-136.05886872490854,C,52.48199631363188,E,B,A,B,114.41743010044496,0
18-25,Hindu,A,D,D,E,140.23541937523044,C,-118.53942336926903,B,B,E,C,-67.01513624708655,1
18-25,Muslim,B,A,D,B,82.88242165270717,E,-68.40534003701966,B,C,D,E,28.480864289820403,1
18-25,None,B,C,B,A,-170.24650812486365,E,-9.821630005996534,D,A,B,B,147.36168966003194,0
26-35,Christian,A,C,A,B,-65.25235978474458,E,36.09259343938085,A,C,E,B,-33.63488629657338,0
36-50,Hindu,E,E,A,D,102.11859100915784,D,-148.14664243408615,C,B,D,C,-143.12443674054532,1
26-35,Christian,D,D,A,E,182.10763203263923,C,41.193524349099,A,B,E,C,3.14113390841613,0
51-65,Christian,C,C,C,B,110.8793693515657,E,22.31794894796574,A,B,D,A,52.478914595898885,0
51-65,Hindu,E,B,E,B,20.22994397884992,A,58.25839877328597,B,A,B,A,-79.06575750258676,1
51-65,None,C,E,D,A,3.5912393393265956,E,102.1194889182436,D,B,A,B,-19.006250901448237,0
51-65,Buddhist,A,A,A,A,144.91108369318277,C,126.50282649408098,B,D,D,A,17.914291763765576,1
26-35,Buddhist,B,D,A,D,-223.54475360057245,E,-59.82476708751285,E,C,C,D,104.81733138630645,0
65+,Other,D,C,E,A,116.78947127563863,B,49.74025659553962,E,A,C,E,120.80688208451538,0
18-25,Jewish,E,D,A,E,-2.389778157213741,C,37.8048509297833,A,D,A,C,40.32362512129432,0
51-65,None,E,E,A,B,-51.989354083737915,E,165.1323847157668,D,D,E,B,-119.4727127686172,0
26-35,Hindu,E,C,C,D,-51.72934100835469,B,-79.60109272297721,B,A,C,C,217.18895780240763,0
18-25,Christian,D,B,D,D,3.035260558795267,E,199.8416804961123,D,A,E,A,-73.70171722978814,1
65+,Christian,B,E,D,B,28.458100247622376,D,-26.034511418767792,C,B,C,D,-67.42228446075413,1
26-35,None,E,B,B,B,-105.38886473039642,C,-42.27064384537144,D,D,B,A,21.612404122596082,0
65+,Buddhist,E,E,B,E,-162.56590063461974,E,2.7016261119688694,D,E,B,B,-115.0869885292299,0
36-50,Other,B,C,E,B,-36.440427046905384,A,-34.04776251654161,A,C,B,A,66.89275319295132,0
65+,Muslim,E,E,A,A,-141.1711022852825,E,75.32013238498352,E,B,B,A,-109.32367993138112,0
65+,None,D,E,E,B,191.62736795925923,A,16.163544996125964,D,D,C,D,-56.2892261760274,1
65+,Hindu,E,C,A,C,27.90935124618834,D,-200.68247652382843,C,D,D,D,-176.0411392567868,1
26-35,Jewish,E,A,C,E,-94.50990600823297,C,-190.09395024139147,A,E,D,C,-82.41437937350351,0
36-50,Muslim,A,C,E,C,147.26823467472948,B,-145.59852158919298,B,C,C,C,15.168117485737712,0
36-50,Hindu,E,E,B,C,133.4612338753006,B,-39.448027863035904,B,C,B,A,4.6257910231818915,1
18-25,Christian,A,C,A,E,111.90498836040774,D,-46.4472541645454,C,D,D,B,11.459116217520169,0
51-65,Buddhist,E,D,C,C,-84.65368621906275,B,119.24924212935689,E,A,E,E,-49.1028315586854,1
36-50,None,A,D,D,E,92.67645419649814,C,-6.430400851504952,D,A,A,B,-34.21273948552737,0
65+,Christian,E,C,B,A,-0.5892909135475064,D,27.336733713236544,E,B,E,A,54.51542895513713,0
36-50,Other,A,D,E,C,105.0951153285161,E,-66.90963834218525,E,D,A,B,96.60924762288504,1
51-65,Buddhist,B,E,A,C,62.359337934596034,A,-108.40594116691436,D,E,A,A,46.23948347083924,0
65+,None,C,D,D,E,-45.32894169041091,C,-9.99085845718086,D,C,E,A,-107.6366966992452,1
51-65,Buddhist,D,D,D,C,-9.388237830262444,E,34.86142265426474,E,E,D,C,-51.10597254410582,0
51-65,Jewish,C,C,B,B,78.1714548075331,D,27.178368835504152,D,D,C,E,-38.60426548639938,1
65+,Jewish,C,D,C,E,-21.8069196148004,D,-117.96014972535794,A,B,A,B,149.75972982577954,0
18-25,None,A,A,A,A,-113.35590329561171,D,-47.562057401999105,C,E,A,B,18.329596900302032,1
36-50,Muslim,C,D,B,B,66.04434465699687,B,-166.5512326769342,B,D,D,D,56.80693381626896,0
36-50,Buddhist,A,A,E,E,48.414912626618246,D,-5.579985488583552,A,A,A,D,-33.754421627994915,1
18-25,Jewish,B,B,C,A,94.20508723691887,B,-22.0069300164719,D,C,E,B,73.21600396376479,1
