disability,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Mental,65+,140.9204431916341,-106.43976845271202,84.44684826316924,C,144.05766657941192,E,A,A,B,D,-29.999737719785923,E,0
Both,65+,6.61204691915297,113.41694585024915,84.66032695798192,A,6.546142350825181,D,A,D,E,C,-161.21425964549857,E,1
Both,26-35,34.7666797921962,-3.0244567352562384,204.45053799194577,D,-167.16839441896255,E,E,B,C,B,-29.85426826282303,B,0
Mental,26-35,-81.97335266337608,-4.920199753432549,-24.60535897595549,A,-6.11181609196176,A,C,A,D,D,-144.93721972884882,E,1
Mental,18-25,-19.240348835413375,-122.98431216680092,63.13143172882671,C,70.72535277439023,E,B,E,B,A,-87.19026747998232,E,1
Both,51-65,38.175893259275604,64.39139564993418,30.64272281924165,E,102.47370186024303,C,C,C,A,B,64.20955584191593,B,0
Mental,65+,36.50010517450774,25.191758450932113,61.71427453346929,B,-77.61791298985334,D,C,E,A,E,-98.4966942499864,B,1
Physical,36-50,25.75645606659877,-32.61271872355207,44.31035337595895,D,-42.14958487744532,A,C,D,B,B,132.83187974645912,A,1
No,51-65,-218.68966001405497,44.512203075824,-303.256412203536,D,-149.74338655551347,E,A,A,D,E,183.98728897734412,B,0
Yes,36-50,60.26134797878571,-231.28236244453117,-218.82318833936046,A,-85.10865807217303,E,E,B,D,E,-97.68046179858565,C,1
No,18-25,31.921785245363036,24.87499712367294,-126.0940517991952,E,-209.68529461190397,A,A,D,B,D,43.3058149103681,E,1
Physical,51-65,-212.49970058707075,-61.001173693179126,-51.65661113237488,C,-99.30026720798983,E,E,A,B,D,27.214401865742538,C,0
No,26-35,-11.592536348312048,-76.90712287120084,77.85911689536452,E,122.48237262891814,C,D,C,A,D,2.249179875692403,A,0
No,26-35,73.5984458705969,-43.53328925600495,-213.29798088202287,E,30.845682390958324,E,A,A,B,E,36.14398431988217,B,0
Mental,65+,28.09674424512488,77.83563682145139,-45.40334487795822,E,-111.64380220186467,D,D,D,D,C,-97.26409047010281,E,1
None,51-65,-70.04754431115168,49.93678678637712,122.86098765416456,C,-82.89610440930247,B,D,B,D,A,2.6477826150835884,A,0
No,51-65,139.4362657760926,12.81905030185496,-34.302334349120144,A,29.307523381087382,C,B,A,E,B,-136.5674938499167,B,0
No,18-25,33.7000659613411,107.29192628072475,-18.25884920830512,C,-188.25261347678745,B,E,D,B,A,99.35574842082477,E,0
Mental,65+,22.12485026054751,27.60391457083291,-198.44011150386027,A,-130.10406879463443,E,E,B,A,B,36.39483525261208,B,1
Physical,18-25,-17.839771620641447,-128.30555523733992,-66.94842283371014,D,-193.04491497420443,C,E,E,C,D,9.847483926545056,A,0
Mental,18-25,-9.695174247676649,35.36767269737568,45.876426877124494,A,-117.59489904658842,C,D,B,E,B,169.1348476303981,E,1
Both,65+,280.9840115533265,-91.81114717602401,-108.5151049563875,E,-21.410626731267413,B,E,E,D,C,-98.4642723679659,A,1
Yes,51-65,-39.29106688351611,14.135674931561551,-110.93036363385815,A,56.05512598246417,D,D,E,D,C,61.176636522396564,A,0
Both,51-65,-16.353827248241508,91.99204088256195,-85.40225771119724,B,29.279951191976966,E,C,E,D,E,-155.3493933770191,E,0
Both,26-35,-28.695122830314883,-104.41597129921215,-71.06651443863775,B,172.84555504528493,C,B,B,A,B,159.07145175218662,E,1
Both,18-25,-66.23921276307654,52.446507861957414,64.31662496499145,D,62.966529080636505,A,B,B,E,B,-78.8244391937853,C,0
Both,65+,185.76828538285716,-77.70641484069174,38.15917663695767,E,24.534907261589225,E,A,A,C,C,140.82982380000473,D,0
Mental,51-65,-48.01495433608559,-59.11141726590316,-8.848608505895742,C,119.6164790006969,B,C,D,A,D,35.778887509892584,B,0
None,65+,-43.94144610669527,133.3606528861371,23.715275720893086,D,-14.539800734127347,C,E,C,C,B,-185.49823406478433,C,0
No,18-25,-59.38575884109404,-199.55821961676813,-33.14404608410153,A,4.953888890893065,E,C,D,D,D,-129.37881527649577,E,0
Mental,26-35,98.05929883208164,-192.2959992323558,-204.68225111758505,A,61.90752709146283,A,D,A,C,E,-19.573212739639043,B,1
None,18-25,81.13347137502491,-147.77146872490624,-140.4812886167911,A,-6.183565370228025,E,C,B,E,E,-104.58227442329786,D,1
None,18-25,-1.262611778387016,-69.84104655838925,-11.267745652172273,B,39.326729495990534,E,B,A,E,C,-34.560185171861285,B,0
Both,26-35,30.584108021088152,-77.7355436145322,31.913600670568254,B,128.2560809413306,C,E,E,D,A,-122.85527195463384,E,0
Physical,26-35,44.59630230175179,26.173908484257442,6.634536723255212,D,34.93612399250072,B,A,E,B,C,-61.571848397718334,E,1
Yes,18-25,-32.34141096350642,88.87420323275433,26.729554983285315,A,-53.96979644279152,A,E,E,E,A,-82.80087302086618,C,1
No,26-35,10.857449012770637,-83.2342851709546,106.19559965691958,C,10.61076297124449,C,A,D,E,A,154.06432693486778,E,1
None,36-50,69.34894251758185,41.62202264743239,-59.9492777631173,B,-49.76975403232651,E,B,E,D,A,-92.82534854482819,D,1
Mental,26-35,211.46757486106358,-27.268750278191668,-52.77642232316169,A,-183.6437962679511,D,E,A,B,C,16.495577139015154,A,0
Mental,18-25,-174.16307542048094,-13.562349217304554,-65.59487681372815,D,-23.88270010573086,E,A,A,C,A,34.20640399516556,B,1
No,36-50,-20.3512503313753,42.02337736976277,184.15944000121956,A,-50.18640916359928,C,B,B,D,D,-58.79031835105045,E,0
Yes,51-65,-183.67859728070368,-185.06587292947376,31.587126241962366,C,-9.724457034670499,D,A,B,E,B,5.797135707305934,C,0
Physical,26-35,-10.250573336306406,118.80219861193548,-48.08207945083283,D,-39.292198957881645,A,B,A,C,A,91.23158315590271,E,0
Physical,36-50,-46.314870648537365,-19.472014268429874,-34.42045249679703,C,-66.00578036630395,D,A,B,A,A,-35.04069711788166,A,1
Mental,18-25,-21.318601124513968,-19.197850275187704,38.683584590041285,B,3.2859559156193527,C,A,B,C,D,-40.1808614508496,B,0
Physical,18-25,-93.039749838841,9.873251952074567,83.66522193730287,E,12.164513138262203,A,B,E,D,C,-5.47200284226846,E,0
Yes,65+,163.17602941481334,142.66376876703802,-102.87485615035064,B,91.12725296889225,D,D,B,C,D,206.96813458255514,B,1
Physical,65+,-20.50078389416976,-90.8323373558011,-213.56307020712543,D,-326.2520653549187,B,D,D,A,B,1.0044043249507815,C,1
Mental,26-35,-140.9625599607216,25.848486335830046,50.6898839842181,C,56.84503924379237,B,E,E,D,B,1.9153471593435347,D,1
Yes,18-25,-14.641024679071629,16.615563875665774,-45.62570079793036,D,-125.52196115767329,E,A,B,E,A,1.8006720287279603,C,1
Both,51-65,-149.52493934750143,29.769382610814066,-9.546534848795392,C,-105.53062869271139,A,B,E,B,A,8.429937085046433,A,0
Mental,26-35,-71.42467002455393,116.25061598757102,121.80149202126339,D,-99.37322855018212,D,E,A,D,C,0.1986814770681818,E,1
Mental,36-50,-104.43680668895294,-121.91365511100368,-39.46858764928518,E,-191.1478333322045,B,B,A,A,C,12.735052045686954,D,1
Both,65+,-28.739778764232764,-51.68108091586614,59.489582384207175,E,-101.78637598496267,B,C,A,D,A,-48.692419136184014,C,1
Yes,36-50,4.743440139789366,-156.71649316504235,22.364502215002734,B,-224.73819395923047,B,B,E,A,C,-27.03496607373762,A,1
Both,18-25,-195.2683729701488,3.5688825478493333,81.76982555507655,C,219.12828824009324,B,C,B,A,C,114.95286439624381,C,0
Mental,26-35,-86.18178557743515,-160.3565249266384,129.00228274587997,C,241.95366924474195,E,A,B,E,B,126.21341828650436,A,0
None,26-35,-94.35158000030623,20.832397603532954,-1.2797102429243397,B,-31.857019613287964,A,B,D,D,A,-33.17894403667504,E,0
Mental,18-25,91.7224467309849,-40.227870646479616,-3.5683402661282346,C,-28.483070629733366,D,B,A,E,A,-9.434184211075152,C,1
Yes,36-50,2.0671988311239327,162.49079284417803,71.97036245297987,D,-53.43377294237741,B,B,A,D,D,-28.54164574954474,B,0
Both,65+,-18.04276589239507,-101.62549219460921,131.10630855423463,A,-227.75589016252576,C,B,D,C,A,5.010120368871621,B,0
Yes,18-25,-95.2751237452824,-74.63771578005375,-80.74720924182418,B,107.47037343237733,A,B,D,A,A,-41.06533090150526,E,0
No,36-50,23.724776272447336,-152.97294104977942,-22.118148765118026,B,67.5373670532728,A,C,A,D,B,207.6151052917313,E,1
Physical,51-65,74.73234721105791,-20.407129815344444,35.497581433159624,E,-46.83537521206579,C,B,C,B,C,77.0525414682545,D,1
None,65+,-38.431778465323255,-330.2422387361924,-50.707993951412135,A,-30.203174245267515,C,A,E,E,D,-64.34209756106779,D,1
No,51-65,-120.98054893350536,0.4812740307054293,-58.91781101916762,E,-3.230161504619765,D,E,E,E,A,-27.854640677994364,D,0
Yes,65+,59.47113168208218,-76.57168672052896,120.5323753301592,E,45.2938301861339,C,B,D,C,C,-124.1979550289489,A,0
Yes,18-25,-2.255467749709901,25.110591849130152,-86.69207070912928,E,23.523109987883934,A,B,D,E,D,89.47898028369326,A,0
Mental,26-35,31.787804125805803,1.0756692393769136,124.09391997387812,E,24.119921499509562,E,C,A,C,D,26.583734153557415,A,1
Both,18-25,15.030992505783292,214.8211529525045,-15.497039103165536,C,53.911005413764556,B,C,E,C,B,-13.009665572913162,C,1
Physical,51-65,-37.94147327503731,-43.792664742201815,37.05368726639621,C,112.10711448271951,B,C,C,B,C,28.260783524874082,E,1
None,18-25,-105.81535846752736,-69.47551020979145,-86.46265855547945,D,-83.85004827183722,C,E,D,B,B,38.86270600783243,B,0
Both,18-25,-138.83315237125268,-75.8160403578338,0.40641215642869316,B,76.02962510947695,E,C,E,D,D,181.26929488070923,A,0
Both,18-25,40.534161126331995,7.204586993473594,0.6433022398688186,D,-90.37684038339506,D,B,B,B,E,-118.79386841198556,C,1
None,51-65,-76.42694898372417,-84.18809897903127,258.9439486443406,B,-171.6467350805391,A,E,A,D,E,7.952914618721304,C,1
None,18-25,-113.70883775710543,184.96526198459472,12.080206393310196,A,37.15462404411464,C,C,E,D,D,58.3798999800814,E,0
Mental,65+,120.42835364685513,85.17587513538449,-172.79958036592032,A,-17.66982133944844,B,C,A,A,E,75.44099846797671,C,1
Both,65+,17.446373321816633,33.27595098004306,231.57027472721518,E,-17.858904762599877,C,E,C,D,C,217.78164379127628,E,0
None,65+,231.72002555651957,-110.83525122804446,35.04307790206127,E,-12.108242140876058,B,D,A,E,D,49.21566535791364,A,1
Both,65+,87.971695133919,26.012989905958605,109.96738302501498,C,-101.26182344830931,D,A,A,C,D,-114.40199672568774,A,0
None,51-65,74.6482546787544,-149.39273793097416,79.790167467587,A,-16.306473331628155,C,E,C,B,C,-21.671097503599807,C,1
No,18-25,178.75969387579553,-0.48074357066044326,116.29579756882245,D,98.57000647604723,C,D,C,C,E,91.25327138347187,B,0
Physical,26-35,27.31903561755602,-120.66767357541978,-8.050950681242592,E,-76.84934283342315,B,A,D,C,C,99.4569090698524,B,1
Mental,65+,-64.73178307211681,38.09243180912682,15.915379473989713,A,119.46560381673078,E,C,B,D,C,-56.92696579390829,B,1
None,26-35,-8.24856572586185,-68.03491839969564,8.578305827231093,E,113.74060780636685,E,C,E,D,D,45.191483677879404,A,1
Yes,51-65,65.34475237007015,-10.989870736357457,90.44783642452707,E,104.16203182048885,D,C,C,D,C,-78.23748013401766,C,0
Both,26-35,-33.189186038837704,-2.9467636131032755,55.53373137968648,D,50.593476385002745,D,B,A,D,A,64.29542906877005,B,0
No,65+,-159.26103446989163,-112.84676371924462,145.85222018376322,E,6.154636028185221,A,B,D,E,E,-16.846078237321898,A,0
No,26-35,-76.58400265501467,-107.34496685014881,-93.56185149344213,A,-157.13172771022627,A,E,C,E,C,-252.6884823395019,B,0
Physical,26-35,-59.88727209702213,31.286406187181793,12.538451451990099,E,68.68285763698782,C,A,B,E,A,51.662184138816436,A,1
Mental,36-50,144.43793728140898,-76.10001035878136,116.91810096693396,D,154.14512219730665,B,C,D,A,C,83.77546688025346,E,1
Yes,65+,223.18670579316685,-210.2499300111853,61.00267746659197,E,-39.123462056118655,E,D,E,D,E,119.20861573353665,C,1
No,18-25,67.91116988442401,134.65640451177154,42.36017285617326,D,115.59300864853606,B,D,C,E,D,-101.35243488622866,D,1
Physical,18-25,13.136506850344473,-20.397065689271997,-159.1125273674268,A,-64.59798880450806,E,C,E,A,E,197.17563886657118,B,1
No,36-50,-85.72222110972879,-92.53732877802177,-120.73877287695325,A,-8.618466889762635,B,D,A,D,C,-113.2825038817084,B,0
Mental,51-65,18.234508149569784,-17.007283327894342,-236.36041777428983,B,51.400200528432016,A,B,E,B,E,89.39340741193638,C,1
Physical,26-35,159.5728474191159,-72.76330660152145,-189.1984822550153,A,-73.76555030028618,E,D,E,E,D,59.61767247657327,C,0
No,51-65,229.02230038398508,-89.07105988395853,-182.41314054965417,C,-29.65575138858048,E,C,B,A,B,-49.652888721906685,D,1
Both,26-35,-168.2377728683986,14.5147111716481,-56.5673336938905,D,154.1302115928239,C,B,C,D,B,-17.18159344862999,C,0
Mental,26-35,100.36384219990495,47.93229474638531,19.982983306324208,E,-27.755238571695646,B,B,A,C,C,7.574181411034915,D,1
Both,51-65,-56.094175576162066,-180.44982822658665,-48.822057337639265,A,-114.8008782451506,D,E,D,E,D,-93.3296712911974,C,0
None,18-25,97.05327031642885,91.74592412541892,123.40782337042087,A,-102.00334796197126,B,D,C,C,E,51.08795471150881,C,0
Yes,18-25,-81.03572387128959,-2.2793465121272103,-75.96095113340206,E,-147.20487200418506,B,E,C,C,B,-40.656713663260106,B,0
Physical,18-25,68.71525335137167,49.29183588284796,-167.74300734162387,E,53.68618347320844,E,E,D,C,D,-26.43552890149093,C,0
No,65+,43.18204331044342,-78.52909654058176,34.26422232564411,D,-102.18908702053729,C,D,B,D,D,128.64489403033846,D,1
No,26-35,-120.89791999242357,-51.47453090429518,75.40946812423451,D,-8.718448931317454,C,D,E,D,B,-78.05467700015197,C,0
Physical,18-25,-140.6229775415197,15.188309112580967,117.94180071824158,D,131.75764558284598,A,D,C,E,A,-14.587302527024331,B,1
None,65+,47.96494368864211,136.91325108665396,2.271612447372653,C,-6.61867858520606,E,B,D,D,A,9.949059643476536,D,1
Mental,65+,-155.0142338210582,36.320211555812364,-26.579091737838965,E,47.031102218736244,C,A,D,B,B,76.83536868885821,E,1
Yes,18-25,-57.48246484934564,43.17990551506416,-68.02264497731714,D,155.0052836455712,C,B,C,C,A,37.95556620803846,C,0
Mental,65+,5.179760752137762,-7.2725962899219825,-69.06582444650493,E,177.9384297319234,C,E,A,A,B,1.488765960782692,A,0
Mental,26-35,69.58847612483896,162.05683476379303,-53.93296823668425,E,-147.27363701848904,D,A,B,C,A,-122.25237838736005,C,1
Both,65+,114.59763447132107,-84.6358186310593,8.79667137375761,A,-3.1248376665247486,A,C,D,A,A,-60.472317144620206,C,1
Mental,26-35,-179.31525836071748,23.194921140134095,144.04357645361398,A,23.412214172342846,C,D,D,D,E,-156.46304122772509,D,0
None,65+,17.25407521689132,28.87074902872383,-8.064198692879046,B,210.54149402005513,A,A,D,C,D,-83.60512539645968,E,1
No,26-35,-141.39328205534173,-59.31963514869818,-58.24302641351291,B,70.59176128445583,E,D,B,D,A,-18.01877628328932,D,0
No,51-65,-40.8838447401878,-257.10368583920683,54.368069959614715,D,-37.77247500137341,A,E,A,E,D,-70.11030553828328,B,0
Both,65+,98.78743360041783,-93.02021718802085,-80.03026317198598,C,99.29889178498124,B,B,E,B,D,127.14301119079737,B,1
No,36-50,-107.83874139841107,69.68150774681406,-57.32311741884206,B,-3.851918366146285,E,C,B,B,A,80.3635488784907,B,0
None,36-50,-264.74507375223044,155.76090740614234,-88.85521092246445,C,41.818238221273944,C,E,B,E,A,133.55814784999131,E,1
Physical,18-25,-5.576952058681943,20.68541369886606,90.74196296125132,C,-142.50314508966628,E,A,D,B,A,-28.66966893836364,B,1
No,26-35,65.84540369902884,-127.95514833039736,18.948360473828664,B,-154.9094495421847,A,B,D,D,A,146.48050389168296,A,1
Physical,36-50,75.97133068894661,89.71210407319788,-178.11560351036528,D,9.521920963860673,C,B,C,E,A,-28.75336194535557,E,1
Yes,51-65,68.38578037287552,-65.47304535927412,99.66366165627528,C,-78.16293716817096,B,E,C,E,A,38.513322953479026,C,0
No,36-50,-70.64397395924567,-127.16649320873937,-18.229653645733087,A,74.34442853015437,A,D,E,E,B,-119.18210692374376,C,0
Mental,18-25,-31.699540155582994,-40.436189997408604,-163.52564439739496,E,-84.23597884835156,A,D,D,E,C,293.0162750318872,C,0
Both,65+,44.31364335490453,45.24646354752663,13.237310624412052,E,167.90862551405021,B,D,A,B,A,-178.64664923738158,E,1
Mental,26-35,21.557774751598902,-16.80600984615222,25.658021475303862,A,-30.466776999424887,D,A,A,E,C,127.73698800036064,C,0
None,65+,-241.51204818788318,22.8355347462775,26.646800589554097,E,149.65160185863516,A,D,D,B,E,-90.65443402831596,A,1
Both,36-50,61.41462274212459,-0.44628569629368253,273.8329942712764,A,127.63725841115044,C,A,A,E,C,-86.33526215518378,E,1
Both,51-65,-68.662881120972,-132.09547137796164,-29.825937152249615,D,-189.54941461054582,E,E,D,B,E,8.040739907422727,D,0
Yes,36-50,-35.709402124638885,-18.930464599510778,107.44736008653378,E,-135.84155790213842,D,B,B,D,B,-84.41469266805079,B,0
None,51-65,50.71290837313393,-6.588846047004254,55.79882803177993,C,221.87522660456946,C,A,C,E,A,-133.37216169519502,E,0
Physical,26-35,-21.788944946534055,36.5362492500701,-226.87060320552192,C,-21.62568315215025,C,A,B,C,E,-1.342971293722034,B,1
No,18-25,-161.79015370320639,-97.61442399865115,-69.99616920167536,A,-31.93968966854322,E,C,D,B,C,77.808154404622,C,1
Yes,26-35,101.14362007765192,-280.2640477008048,74.84360368807128,C,-69.35507133107208,D,C,E,E,E,49.310759657645946,B,1
Both,36-50,58.13219313485951,79.62302426460336,15.14891635953993,D,53.71645913474461,E,E,A,B,D,-0.8331069325141071,C,1
None,26-35,47.24237502193226,1.7183448529962582,-17.495299642889712,C,-19.938005700826704,D,E,C,D,C,93.23477041359087,D,1
Physical,18-25,15.207499486417062,-0.10818335601732998,71.39386219164902,D,8.11230887040271,A,A,B,E,D,267.70039590796347,D,1
Yes,26-35,5.160877398360018,-68.88737670679997,37.46567168939911,D,118.05549946048848,D,A,A,A,C,130.83136756552685,B,1
Mental,26-35,101.97787570067828,85.94639040873403,116.62052192646473,C,-4.202720748593394,C,D,B,E,C,61.48182611366384,C,1
Physical,18-25,-5.218322652482035,-9.466759540754417,-28.89444281271438,E,-9.653025942650466,B,B,E,E,C,-79.90215310029775,C,0
Physical,65+,120.28771640004705,86.93335420589324,-68.89365043003312,E,118.79403457994961,E,A,A,B,E,26.259844602932414,C,0
Both,26-35,60.09240695011617,-43.255739139503504,-152.42383642757437,D,78.62852355655892,D,C,A,E,D,9.5992856947382,E,0
No,18-25,20.64415738312395,122.90517170061408,69.42532457527352,E,69.51652359100842,A,A,C,B,D,88.35153673088438,B,1
Yes,26-35,44.3014324005307,33.25867518624357,54.532522672966564,C,93.4369333113359,D,E,B,B,D,2.348369365313838,A,0
Both,36-50,0.30241898489064767,-5.1181232046778,23.045872099162743,A,105.45848129299533,E,A,B,C,D,-113.5802958249873,C,1
No,51-65,164.32130286242156,2.643708875406296,55.21725233493334,A,99.15196773761274,B,D,A,E,A,-189.1466632354372,B,1
No,36-50,124.92566875250499,40.83830902065697,-136.13993420115708,D,-37.07661174935416,B,A,D,A,D,-61.709499627214704,B,1
None,51-65,31.154966648984793,-182.41354328329024,-12.306589770051767,B,-38.92590106261481,D,D,B,C,A,-143.71495963782448,E,1
Both,65+,61.34398524003163,73.39993500016729,39.352562587189226,C,-85.23175839038916,E,C,B,B,C,-9.65403689270287,B,0
Both,26-35,45.973452728088155,7.0647308591422195,5.1692863204713095,E,38.25821507555954,E,A,A,C,B,36.00616390967237,D,1
No,26-35,24.719688783214565,-39.371423222455185,32.30039249457452,C,-81.80704730414425,B,E,C,C,B,21.107015356825045,B,0
No,51-65,25.77390377126766,-56.023097894202266,28.448663349756075,A,-119.9670832721214,A,B,E,B,A,-123.6487822454846,D,0
Yes,26-35,-122.25838531504742,-90.50384173448444,-223.1595217130441,A,-8.342758053645362,B,A,C,E,A,-94.29367610951913,E,1
Physical,65+,18.81848358371785,12.597199925193731,194.51718419349672,A,80.16555050584616,E,D,E,E,E,96.69129949056222,B,0
Both,26-35,-49.69771977404874,66.51179583427867,-186.02925846802836,C,-26.173648395814382,E,B,A,E,C,9.557500067386945,C,0
No,26-35,-87.21806066914797,-73.00495742856037,29.593356294504325,A,-159.11365559048122,C,D,D,B,B,44.16469804795174,A,0
None,36-50,20.602853551398873,-80.26358460716288,11.539734727361633,C,-74.26758577182284,C,E,E,B,C,9.455849585413915,D,0
No,26-35,-79.45861610035311,88.89980526124943,67.06064485134146,B,203.970488396465,A,B,C,D,D,-168.4685990860912,A,1
Physical,18-25,-17.029731839045013,-45.26759718369939,5.764155488738501,B,-74.35347899819588,A,B,E,C,E,26.074011463729363,A,0
Yes,26-35,-71.0419444608014,-199.52289744025646,85.09634827043926,C,-0.06270743871216386,B,E,A,D,C,-55.537806194006414,D,1
Mental,65+,-60.88642033440941,-114.48249924261908,-13.381717366262858,B,-3.0289291799361653,E,A,C,B,A,131.14032424737016,D,0
Both,18-25,-4.628011576293562,-24.389770097785693,112.23235358482842,E,160.45535480026143,B,D,C,D,E,-7.816211684351047,A,1
No,65+,-12.540179225404966,77.56299973285245,39.67836891780284,A,19.685760695532746,C,A,D,E,B,-58.29400819973433,B,1
Physical,26-35,75.7731233661369,36.975350577768715,94.56719069292096,C,131.85708629450843,A,A,B,C,C,81.25144927984549,C,0
Mental,18-25,12.66761317995323,72.72382609885598,108.41165864567131,D,-22.29843223318747,E,B,E,B,C,47.289395936429514,B,0
Mental,18-25,103.6355828836718,29.85588656577291,51.05567627519403,B,-176.0966493280074,B,D,B,A,D,55.062965425360154,D,1
Yes,26-35,148.8374901281456,27.40238844581569,-64.32796179757938,C,58.6040558079131,A,E,D,A,E,-32.32964488966827,B,0
No,26-35,121.0830690855578,110.12717759428475,-92.49684770074535,D,192.18038804992256,C,D,D,C,D,144.5198476721675,E,0
Yes,36-50,-44.66098955101451,17.353491040198822,-106.54182538612554,B,75.52249407872733,E,B,E,D,E,-113.61590006131652,C,0
No,51-65,23.433408792758513,-182.95929094495196,-145.40800765977187,D,-12.515728376962237,A,A,E,D,A,27.82295771647255,D,0
Yes,26-35,43.72973448756578,-35.84303568805994,-46.3789681812566,E,-150.47994911991867,B,E,E,C,C,143.47017003351777,B,1
Physical,18-25,70.58745155300824,-64.74707462618568,-175.93575546746527,D,-10.506530653200135,A,C,E,D,A,-157.404435838655,B,0
Yes,65+,126.99041438257876,164.99086501791936,134.06600485168957,D,-24.53903149850818,A,A,C,E,B,-17.556991655992523,C,1
Yes,65+,298.05785506550535,16.557710499051428,-156.8950391587248,B,-133.92435429569846,E,A,E,C,C,50.45633209187898,B,1
None,51-65,54.48529389050966,-56.88627094476041,-37.055755880589324,D,319.2380628125436,C,E,D,D,A,-17.2632914879949,B,0
Mental,18-25,144.80799654168678,43.36417835886794,-219.389224940523,B,-125.66432212320431,B,C,B,B,B,-101.95778489482402,C,0
Mental,65+,63.32578410506855,39.991501731786876,-111.35638041975578,E,-19.745614842450543,D,A,D,B,E,81.72363037407187,C,0
Physical,36-50,-168.29294044799872,-140.45264080752887,36.29900587728905,C,-137.17694746257098,C,E,B,E,A,-49.6823250645715,A,1
Yes,36-50,-232.54916869732125,-64.97632271799849,-88.57378857284614,A,94.04851174370124,B,A,C,A,E,-80.30062405426864,C,1
Physical,36-50,-65.3388590255598,172.0695021119433,-58.29838904636364,B,19.158181630967807,A,A,C,C,B,-69.99371965696014,D,1
Yes,65+,311.3061985337735,51.38147883189183,5.823716311235211,E,-16.89475572349273,B,B,A,A,D,2.662230715868289,B,1
None,18-25,-94.22852453199746,1.544854398774481,-54.428969475155654,E,-121.42036950132571,E,B,C,B,A,-148.70864553777196,C,0
Physical,36-50,78.26757019664079,98.2681528015515,57.38990069699038,A,-64.31122885037392,C,E,D,C,D,-169.60188482562992,C,0
Physical,18-25,33.42768665958017,-110.58831034960737,-41.93814087727252,C,89.51930065107587,A,E,D,E,B,-15.109437596589498,D,1
Physical,36-50,49.498992579337255,186.7955599098204,-89.77321384818119,C,106.15914784769747,A,A,A,A,A,-44.42821141735744,B,1
Physical,26-35,204.4636199866491,111.2806390769608,-164.66771494491402,B,142.94438011946042,D,D,D,B,D,23.806318302010883,E,1
No,65+,33.84382506212578,-172.16518312200802,103.05247921850847,A,4.956897448960383,C,E,D,E,B,40.4636946855514,E,0
Yes,36-50,-37.39722368847839,179.27645458521255,17.074588348743422,E,1.8512679501338687,D,A,E,B,E,-112.08576246992435,C,1
Both,65+,-72.81673091346237,-161.54478124504095,-68.29735180079601,B,-59.94847081849497,D,C,E,D,E,-92.65996855355102,A,0
None,65+,28.671356986939635,224.1784951516142,159.02462848010268,D,61.16394290156146,E,A,D,A,D,41.138037568494276,D,0
No,51-65,153.539146033643,-77.57142373163212,-9.248395704157174,A,-56.49123777188196,A,B,C,D,D,15.687559145491479,E,1
No,65+,97.81665380707449,-61.897983914706764,71.90818675005897,E,-91.49980953682065,A,D,A,A,D,95.55652187939398,C,0
Yes,36-50,-90.16424277068637,-76.23410886689813,23.694497479269984,B,68.9480461162255,E,C,B,D,E,-56.376998385680345,B,1
Mental,51-65,178.64573124766338,-82.71795196529594,-114.48374430539421,D,8.030675875181734,D,E,A,D,C,55.241826233217026,E,0
Both,36-50,-88.16574452277413,-101.14436131436346,-124.4442127101044,D,-29.872067774450944,D,C,E,B,E,76.3557821740863,B,1
Yes,18-25,54.621970102848906,49.79145373693001,28.613181787993096,C,58.26500654256659,B,C,C,E,E,42.653233011076864,B,0
Yes,36-50,-61.36799740972395,170.58923258965802,5.232369031638706,A,143.51421946250267,B,B,B,A,E,-6.479319521139121,C,1
Mental,26-35,-225.8987569782891,-92.38583131300683,225.33460480321003,B,-57.77770132447249,C,B,E,D,E,39.01522819680067,C,1
Both,51-65,23.102998947058026,89.23100677623313,-2.3652012009112062,B,-97.83353296951329,B,C,E,B,D,-67.54408088437006,C,0
No,26-35,55.201556866847625,-23.44946350975035,10.305060667264767,C,-205.13990547040507,D,E,A,C,C,17.037339792285707,D,1
Yes,36-50,38.64818191171614,134.13560767274916,0.6805490419721024,D,-72.29583945250579,B,D,C,E,E,17.18229201614262,C,1
No,36-50,-0.590053568592725,-75.3498537124688,-185.79151846666608,A,126.62091341032165,C,A,A,B,A,209.7982753468582,E,0
Physical,26-35,-133.91474042254345,93.98390064724617,191.43512001851641,B,-68.21388006644897,C,C,E,E,D,24.980225066118003,A,0
Both,36-50,58.18726771887703,-28.538857192610934,-117.51491979798854,D,12.644129608769065,D,E,C,D,E,-49.69521900290399,B,1
Both,65+,5.654105154021463,-119.81315437478494,59.63305625395879,E,104.72757872275335,A,C,E,D,B,-211.54744217321942,E,0
Both,51-65,-15.310548932789308,67.39180797911153,-171.71691189913216,E,28.484418711218666,C,E,A,C,E,-79.06816439293031,B,1
Physical,51-65,133.1561266034657,99.5601665948867,-108.9473156469674,B,-6.290909398179807,C,D,B,B,B,-157.99299838367912,B,1
Both,26-35,-44.825125183763674,-5.393796348506254,-153.4446857160952,C,-1.8658549572982623,E,E,D,A,C,-57.46118610689701,C,0
Yes,65+,101.08516756562528,88.30684753334819,-61.85004617932424,E,-7.016283555259309,B,C,D,E,B,-49.77010239399334,E,1
Mental,36-50,6.003770412867942,-7.868616680152646,-77.01191052700575,A,109.39806860587925,A,D,A,E,E,-41.3958015930285,A,1
