Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
No,-7.346141372595579,D,144.83207427701475,52.372584903492324,-102.52626990354423,A,13.237949561461338,-208.50351586806119,-24.469003942845696,B,E,E,A,D,1
Non-Veteran,11.822325714011956,A,99.78667887547013,-83.15881396966522,79.05873054370286,B,-123.18108466010034,-13.517984109023896,281.9002659597755,D,B,B,E,A,0
Non-Veteran,-72.58267728643045,E,-103.842460632364,147.848432859747,120.85701919415581,D,-31.36099953062899,-100.99440522505306,119.48238851819151,B,C,E,B,D,0
Veteran,-137.79515463313993,E,-11.295282358461755,-91.32704494848343,-15.001814046238088,A,-121.30794188329597,35.86648989621593,-14.511190430969004,E,A,A,E,B,1
Yes,-68.13531372810569,D,-134.92327547662245,-8.998295525977065,32.80863599107018,D,286.4903049107927,-111.61353235790634,-191.45216834340297,C,C,E,B,A,0
Non-Veteran,-59.557608438686785,D,0.8251106058390301,-45.30877832046545,-17.065956234072626,C,-95.5522200265886,-52.18439591220556,-110.81812502856552,C,C,A,B,A,1
Yes,-256.1404959629641,D,182.81174106513097,-63.18530758011709,84.05649235677734,B,32.104093728770714,4.707086232256268,-12.762212074552021,A,B,E,A,E,0
Non-Veteran,1.5334800638018853,E,-7.817494234701179,-110.33740561268917,43.15318800158058,E,23.100571312303597,-39.24568663523462,4.174485109409224,E,B,B,E,A,0
Veteran,140.4231280714432,D,-237.40083085698865,-128.97174200659373,-32.51962225680259,D,-23.258719835110004,-91.14840167129445,114.74480238363508,D,D,C,E,A,0
No,107.98421591388423,B,-115.99655572615903,-216.07485534241678,-68.1468697915774,D,-317.0258352488561,-243.12415895310787,19.350799871623565,D,B,A,D,E,0
Non-Veteran,-107.78211003541382,C,37.96179455838779,-44.808879918843736,-12.043104752934624,D,184.17588137134555,74.84830877906187,131.1474784198814,A,B,B,B,B,1
No,76.28289715486392,A,-13.753146243081977,3.0261058982324642,103.7002984914843,A,-30.184275782118952,60.36894598207181,-207.95399912039892,B,A,A,E,C,0
Veteran,-42.83969507487263,A,58.48998777435672,249.73412973639478,-49.667681817370536,B,64.08549618452662,-17.000525548776654,-131.05222967928387,E,A,E,C,B,1
No,141.7171464431241,E,-19.741847397081482,109.94403644217832,91.79619462023915,D,-56.76956619598502,-58.4728155953733,128.06103825865074,D,A,E,A,C,0
Veteran,40.994914919148414,C,-30.104596341944884,64.93046656781164,-94.42389634268622,E,3.793156132456408,82.55936084939684,93.22459526274666,C,C,C,A,B,1
No,-92.55624378446218,B,-1.7304359515048087,19.73661586257264,49.21229295707203,E,-47.085239027265565,-210.17844042705306,211.38208398706837,C,E,D,B,C,0
Non-Veteran,97.64438548105497,E,100.2488162395704,134.00204538535948,-114.53731484226357,E,-106.17686212642464,-15.043103222394159,38.408024117942475,B,A,D,D,C,0
Non-Veteran,32.71274009678651,B,-104.75867073987317,-188.1325511768231,120.67920235466545,C,-118.32255846722515,209.39198055412217,108.17708324955623,D,D,D,E,A,1
Non-Veteran,-29.433507867020282,B,-163.8819194499615,64.40452225122621,-103.80949978223231,A,-111.99300846252495,61.966445116554816,13.411695778613558,A,C,A,E,C,0
Non-Veteran,154.39485738543146,C,-22.221242594379824,50.85526853924518,-153.8502510743177,B,-112.29684698034718,-185.04546602789858,-116.11857596217519,E,B,B,C,C,1
Yes,46.1064743449836,A,-26.466628101376372,-29.835497960566116,86.21903699860754,E,127.03583170295418,119.00853506017748,125.48412893976541,C,D,D,A,B,1
Veteran,45.03610062619076,A,-126.20847810593283,121.67163088666904,23.129751664933263,E,-9.516198861775772,44.04499353199513,-67.71614995965245,D,D,E,A,D,0
Non-Veteran,-57.72129506868565,B,-188.2778073779545,52.97797573928802,26.38101555798484,B,-84.57553921455279,7.956335223198821,213.23429853060455,B,E,C,A,D,0
Veteran,26.100277488380296,C,3.3591415393286965,28.172963011477425,-167.71829474354297,D,245.75217431123266,149.8367843677111,-60.11180655083114,D,C,C,B,E,0
Veteran,148.6150715699905,B,-7.027252454076042,177.12062336377642,61.530637809343936,D,66.92951054436196,147.30644123839733,116.22894824733534,C,C,C,C,B,0
Yes,-169.28771649212598,B,-148.02906047706173,45.19047438297072,249.72118146389818,C,-11.403359983938206,-12.216035947241574,-43.90226410381716,A,B,B,A,A,1
Non-Veteran,-20.256706226291715,A,124.04936666546868,-43.571927956521456,125.8603409970978,B,97.47595480549934,-176.55620267287344,17.165700518846176,A,A,E,D,B,0
No,-75.40220045053708,E,-9.173718915593689,82.7493721262147,80.47916626455921,B,-157.43169065449888,-1.4872549563912727,29.460320565750347,B,B,D,E,C,0
Yes,-28.105936243790204,B,-110.9324968156825,64.1650560354097,-45.03519716618282,C,40.33044335110321,-7.728348278805439,2.0005766717211646,B,E,A,C,C,0
Veteran,65.89131091989947,B,-76.95766518234693,225.13520827257088,-34.622360743828835,B,53.68523624925179,51.503215768182145,0.7132324342657194,C,C,C,C,B,0
No,-128.1007712842944,E,-55.91696272380463,28.64372612430706,18.62065444946645,E,46.14708308824296,-69.66434995123137,37.86601127509795,A,E,E,B,E,1
No,42.23806253513143,C,-108.95476069689296,1.2012355302239344,-198.9291395615971,C,-92.95711440834663,-158.7976080606279,130.3986678698339,C,E,A,E,A,0
Yes,21.983224476518856,C,169.3448100067319,-107.77216254616107,103.98408062027653,D,-22.48761059618805,157.39288151525213,47.49307159431844,A,A,E,E,B,0
Veteran,29.74421893847243,A,89.28071811294073,64.8539211205246,5.41556854571591,C,-107.9600305904307,57.32120064428277,94.38740966748274,D,E,A,A,A,1
Veteran,60.0633512528319,A,-120.89128408769571,210.45570065544786,-8.958800396630208,C,15.075326886109734,-12.386242306178405,-47.66029581948414,E,A,C,D,A,1
Yes,-50.17483940073577,C,-156.13292874679985,38.405111042525775,-69.26461513419136,C,-267.56306602135203,72.44719054001007,169.44829684662156,D,B,D,E,E,0
Yes,100.80933765295228,D,43.00641449756383,21.180871034620573,13.159319778131975,E,4.451596379602641,-40.722629268217446,-11.256966462120905,D,B,A,E,D,0
Veteran,31.80568824301747,C,138.19308048389104,-226.74162323460064,18.255794541803063,E,-199.51261707882887,-146.3311554770605,-99.7508458410245,A,D,A,B,E,1
No,7.1815185495873015,A,132.53451176945674,26.85895401724865,-143.68163752164,B,48.383816303557445,9.266890368604875,20.2171706340772,E,B,D,C,C,0
Non-Veteran,393.94594497578225,B,-16.580080638657016,-95.93490410882323,-203.39519384100342,C,154.37814188099935,-199.7469413051363,-56.18403815292897,E,B,C,A,B,0
Veteran,2.8472847501923946,D,85.4527615448325,-151.97112922298183,-148.6606605106209,B,-14.001784318068283,130.34040344711403,200.29484992983808,E,E,C,A,D,0
Veteran,113.6238925017278,D,99.26285228007144,99.62900666107804,-9.384109753209614,E,-12.692659343846286,-99.39653713039111,-44.45431808704588,A,B,B,D,D,0
Non-Veteran,5.45160964168236,B,-59.068387977059885,-56.563545837708965,73.61044218778945,C,-91.85263236383511,37.3510246596657,-150.5166979398757,E,A,E,A,A,1
Yes,59.05751420813924,C,-59.45671517776857,-221.17152859641197,-56.09578501747128,C,12.873107866444226,-19.75950249187647,-25.25863782016492,C,B,A,D,B,0
Veteran,80.91394268727797,B,-146.30503483842662,30.454075851298906,116.70790106792435,D,48.82149256145919,15.736912807157111,41.213033481759375,B,E,E,C,C,1
Veteran,-19.085723038206755,B,-42.835344595344,78.761955806159,-11.433311140103843,D,93.39291210251363,-37.992657936971405,98.16275781602957,D,A,A,A,E,0
Non-Veteran,-27.35319689348339,B,130.6485979679227,130.2343150166455,141.37609447795842,A,-12.708167428558765,27.855094943800545,24.01379136688914,C,E,D,C,C,1
Veteran,71.94766438402385,B,-56.003824401128334,97.80988061842794,97.37186924914934,D,-107.28649554825415,34.21546339730469,-229.63937217126303,A,C,C,A,E,1
Veteran,-297.58298039023856,A,-42.36827002934026,-98.95969584603318,-208.8484790110548,D,-180.57378339092446,46.263368891065696,-37.69547337828576,D,A,C,D,A,1
Non-Veteran,87.00984866943413,E,83.5499359100153,-94.48344556155678,-47.35886568731216,C,-16.567576455230412,-111.16313192619545,-89.01236271077447,B,B,D,C,A,0
No,96.64647470247543,B,19.571528678518842,-42.73797400508768,-4.505789932353784,A,2.2708068359620137,-80.63735019642193,-0.4746078229464778,B,B,D,D,A,1
Non-Veteran,-34.34492295024293,D,28.966096656900298,-84.77449464799524,-55.91714823449675,D,-143.01435976449997,-165.60220037343785,-38.24275378237912,C,D,E,A,E,0
Non-Veteran,-86.35725539803572,A,-108.9978787527512,112.1107028075546,209.02799795250777,B,64.64913502350292,-211.8447316981889,39.15127320258211,D,E,C,C,E,1
No,-39.06831989986772,E,75.41985446639802,-6.586143430573917,38.97803492945646,E,-55.035591543340075,90.61904938759116,10.825150549322645,C,B,A,B,A,0
No,-42.62965167609869,E,110.30332644132636,-132.6725070607264,123.1123257064662,D,-86.26952940553005,-39.67880126819941,108.41190659104348,D,C,A,B,C,1
Veteran,-5.403381045183747,C,-35.01524994763345,-58.30054213399804,-93.27571429313276,C,133.27583302095988,122.62338331905237,86.40083193156187,E,A,E,C,B,1
Non-Veteran,-13.03518183804028,C,-9.327033839208422,41.493990173404924,153.63380821143707,C,12.138574286496308,71.7831771795297,4.575602957327577,D,B,E,B,E,0
Veteran,15.086439647893842,A,-116.00694987888983,-96.93724494349408,79.39192357075576,D,-80.18404248147239,23.312274918287525,109.80802431094094,E,E,C,B,C,1
Non-Veteran,108.79936248847075,D,-129.9374579820585,-53.656666677904006,-0.8793074917863276,E,-70.93866784687263,17.992630531377536,-116.20869717282048,C,C,A,C,E,0
Non-Veteran,191.83903515471007,E,47.57431419459897,1.7066702098847863,4.605429265186952,B,-25.568328666651947,139.70920750910506,185.4954598373548,B,B,D,C,B,1
Yes,64.5660084599687,B,-109.71608882428048,10.245934026345752,-48.33631160966965,C,98.1508445769706,61.859964201404,-7.250498816006146,A,A,A,B,E,0
No,-24.14682548010033,D,-119.7420897781534,136.49550387510408,28.275002498409414,E,-12.869177885172933,-49.50643048496805,23.126394743517515,C,A,B,D,B,1
Veteran,-61.32159729722534,E,-187.11017130807943,103.00858061587135,29.7770613967695,A,-99.24523260384854,-97.14122564011296,-135.1393460929779,A,A,B,C,B,0
Non-Veteran,-5.730484750519233,E,24.28040740046386,123.39090161615975,58.450075936062376,B,39.682684895434626,-158.40770250185003,-88.97907797859816,C,B,B,B,D,0
Veteran,-35.30913074824334,E,-111.3744222531294,82.56064402730757,-51.034207805466934,D,-146.078384230785,-8.526966935935553,-51.14152665545287,D,E,E,B,B,1
Non-Veteran,78.62867504401775,C,-31.015088273192436,-102.86091494578544,-170.58379158745248,D,98.70746184983716,155.46965834804695,0.749852423534071,E,D,B,C,E,1
Veteran,129.0285786571815,D,-36.02246067635615,10.350284786968189,-105.80606775896906,A,-134.40546946502548,-121.72879409029589,31.60346044527878,C,B,B,A,B,1
Yes,-4.2964086242204,A,-96.16293439377728,91.0107742217962,14.377289869132696,B,55.520550705541424,49.13430316071869,53.52627594413827,B,D,C,A,C,0
Veteran,58.513065479844194,A,79.64529031676321,128.41262179230722,277.29502141724913,A,143.60326245830535,-195.1721564873352,29.25230816697676,E,A,A,C,A,1
Yes,-93.79623473926864,C,23.913081302078933,-174.52126670010733,-21.507120615292894,B,-121.13712630486609,-3.343867903384474,-14.091283149581702,A,A,C,C,A,1
Yes,80.41317506010314,E,143.91306168490726,222.32647689925096,-37.22415656507514,B,63.26763879643402,-53.1403155797737,-7.510111737530124,D,D,D,A,C,0
Non-Veteran,-34.89665136049665,D,-64.26960013042383,32.91653161111975,64.31580244115695,D,-107.16804703026112,66.28175024572326,80.7425635511376,B,B,C,D,D,0
Non-Veteran,-107.8555992674731,D,52.720661842414486,22.40489490206241,29.740985887468913,D,-16.71842053815449,-12.250493385247688,-21.923488705145672,A,B,D,D,D,1
Yes,-0.8157492719531833,D,-85.05052104401291,-165.3626645615653,5.066689785395767,C,-31.249269476440972,-43.52943867658573,-32.15604356841487,B,A,C,C,A,1
Non-Veteran,-71.6672454660146,B,96.07347219370651,-14.09706637721038,-74.34618752497887,E,-25.094410336267654,-48.18183605839211,-82.99234958027904,E,B,A,D,B,1
No,15.521203445074724,E,-55.079905847921914,-123.79542100084741,-26.118274399920814,B,178.47070378816827,-30.02300369246654,43.613158217809115,C,B,C,E,A,0
Yes,-200.1418298839145,B,-119.2772899846106,-126.33852038661739,-78.2271617503488,C,-72.32828781994961,7.640891684677134,-174.4344848952266,D,D,B,A,D,1
Yes,-86.76480197434783,E,-15.18991026584941,-27.67637743295192,-154.94200295455073,A,19.36648532519437,76.83712971393123,143.37901717018758,A,E,D,A,D,1
Yes,113.4144529971223,C,-105.94053871507482,-139.1947872210932,12.509005589989075,E,-27.914631041591175,-32.132063090426065,28.660693153971078,A,C,D,C,D,0
Veteran,-17.230526212436352,B,-105.41575060122665,-41.23564066509602,-94.07009269953359,A,-5.8330479902204795,-15.004795246181665,37.933454752565815,D,C,C,C,D,1
Veteran,-16.898450332556347,A,48.701214909279614,-178.28821142536856,168.74268354036093,B,-14.247169764700804,44.133257399789436,80.0657341799966,A,A,C,E,D,1
Veteran,-41.288726023638375,C,-13.824325855422334,-60.22125065324355,-112.56297348667314,E,-66.89777859826252,10.557481171671117,-107.74623226823077,C,D,D,A,B,0
Non-Veteran,101.26723375935262,C,-22.212770793060713,-3.8679813823385687,-28.859532120088655,C,-48.45557814410236,-85.14012918690013,57.370149555596214,A,B,A,B,D,1
No,-39.64450219824716,A,136.97336292668572,48.79822252231315,-164.5323759410132,C,-64.24781967643469,-103.61471888784573,-41.777929916858156,A,C,B,D,D,0
Non-Veteran,-43.548689688209706,A,-188.0302064302812,-103.23524729060895,-16.344052176584036,A,-10.812049148590997,166.1914441660447,-4.873042091287519,E,D,E,E,A,0
No,187.11196454487236,A,-129.78512701094306,-96.52862667812158,-0.9275783740501574,B,104.1209625227512,13.846186454201948,16.71328995490234,D,B,A,D,A,1
Yes,123.13461780322419,A,110.01894363210776,17.91302826659511,42.33543954063386,C,-34.07388052780403,58.68305173007996,-155.3510471473715,C,E,A,D,E,1
Yes,152.85374530325697,B,10.328813448682226,117.23206756109413,125.5429310102665,E,15.320932694671155,7.897048236740595,159.62851592314513,E,A,D,E,A,1
Yes,18.391716302917498,B,-55.641140926900604,-58.22162996887994,-72.58789782302661,B,132.82003161426974,-53.8839647673086,-229.39636429468445,B,C,C,D,C,0
No,90.72256746383759,D,22.134416249215448,17.08318455890896,-37.09784347000401,A,-40.98236112097416,296.8735459712344,-62.964224176677675,E,D,B,E,E,0
No,102.41939145928689,E,-83.86148754469382,175.3650023186261,39.00729893194803,A,-66.22673694072604,43.65903463656863,-119.191863810441,A,C,B,C,A,0
Veteran,32.98079479822048,B,-134.18472190238654,-183.65837916108674,-26.76123354835748,D,161.70450358670342,-43.052692367420356,56.37151262199216,A,B,A,D,C,0
Yes,84.7711857543014,C,123.22048948243638,183.40413093433244,19.20274073405293,C,-82.66138386221797,97.6786225213193,-115.30389137070385,A,A,E,B,E,0
Non-Veteran,249.50602777595253,B,104.76366645685835,104.79248256296698,0.9144328021095928,B,-19.800309960057916,123.33034724559768,-69.27993409236217,D,A,C,A,E,1
Non-Veteran,-158.12847582210046,D,-224.02046590929496,50.12825277551638,200.39560245351788,B,-102.79336807504215,-40.613801635425,-126.12453175188759,D,C,D,C,B,0
Veteran,58.17599297684504,A,-27.14590437504185,78.66730750637939,54.89230616061525,D,-11.0440778712934,-88.30529503646932,53.78413993974333,B,A,E,A,E,1
Non-Veteran,69.19833472997357,E,58.26485082956398,-109.21483796845924,44.84654334206579,E,-2.6264607445223036,70.35021007815965,84.50246431720184,A,E,E,C,D,0
Non-Veteran,162.7954213438586,C,-99.62380868517303,142.51013783693708,70.33575834881269,A,65.45536092818148,-85.03337521440622,91.934886514769,D,D,A,D,B,0
Non-Veteran,57.94035408684724,C,148.3177388921643,-106.97698924742443,-183.86167844558966,D,43.38894077273387,-78.3498108939838,4.398221699919662,D,D,E,D,E,1
Non-Veteran,-32.7194375350504,C,14.629318569048651,-66.72790021269203,-50.56450674018623,E,93.22515537159941,156.28654308207732,-21.894345847920114,A,C,B,A,B,1
No,-185.7210426290466,D,-59.51044984982844,-69.02222736762621,-2.6142517426950467,B,78.70207963368664,-84.80525223479492,-265.50443012398796,E,B,D,D,C,0
No,-55.166376496174166,A,184.39047132803387,-44.0219727844667,-15.304453402135273,A,-52.856518191970196,65.27645744559709,-57.23357168135886,B,B,B,C,C,1
Non-Veteran,70.6891727479371,A,30.99606147290064,129.27143541706351,-161.63259336825806,D,165.40008318888846,-35.697849507200544,-59.175986609162145,E,C,B,B,D,0
No,0.8144524284303498,D,-145.9859224048974,173.9452993098626,-81.81008471095099,E,-46.416538156959454,41.99142461538493,39.79215026314852,B,B,C,E,E,1
Non-Veteran,-140.77878933507122,A,14.207833020532531,-8.767218737390719,-121.69642787481054,A,-119.85869132102196,-35.2944426926534,87.52391218031713,B,A,A,A,D,0
Yes,57.86816563911108,C,187.18100035524904,13.54433398395738,149.40718191938947,D,-116.39520158247241,-117.20278344647323,-140.61746636812092,A,E,C,E,E,1
No,-129.93469497661408,B,15.812038090631955,-148.235978287582,125.3700638631425,E,-122.35306769811312,2.88695539412651,47.15344318518871,A,E,A,C,A,1
Yes,-28.53790304231556,A,86.33507004219152,-181.83553665651598,39.1405492789177,E,71.64630549845651,59.68824287982068,-57.40889439812601,E,D,C,E,A,1
Yes,-149.09858372501873,E,-89.2421111868739,-52.29544734631527,-180.92918082888372,A,49.602495192204884,77.7476015850794,102.94251694350523,C,E,D,A,A,1
Non-Veteran,-66.96359310551563,D,68.5951767506277,-9.904253094048796,20.050377715338506,A,20.65875257613528,-67.85953201773125,-130.12848871903904,A,A,E,B,E,1
Yes,168.2151605791566,C,50.82144526041654,-154.12906945024247,55.77525934439984,A,-35.688725789790496,-12.620701705596193,-13.140769595756296,A,D,C,C,E,0
Veteran,65.5881948640513,B,99.20210818236781,-218.53824799855423,122.55045740634264,B,107.84918491519342,19.380617277340072,-149.97090247533995,C,B,C,B,A,1
Yes,54.00855943222792,D,204.53047669739183,37.449843176521725,191.34155899608223,E,-7.639029981997999,122.1038770238379,-105.76264555161077,A,B,A,A,A,0
No,-91.48691830932219,C,28.28080829733583,152.17997714536773,-137.02333634141797,E,-32.75285037154961,12.161302402650076,-47.704489834850214,B,C,C,B,B,0
Veteran,13.25141704252716,C,89.23407615208997,82.31784786055688,-31.076407864060897,C,98.55182300586631,138.0496105564335,120.41409817958136,E,E,A,C,E,0
Veteran,70.72231712345149,C,58.905599864338335,282.73323772741554,-48.32588401318813,D,2.3842066484895303,115.62178669142938,-88.48320778430096,B,E,D,C,B,0
Non-Veteran,-18.785133546648066,B,101.09228582717442,-42.257144881307106,54.14642221768037,C,-162.7339455346029,11.981286410201335,104.64697283001396,B,E,C,E,D,1
No,78.73857874604388,A,102.02084922903556,-55.06178432325797,81.68680635413324,D,28.982113021519755,15.346007973253126,25.75599142936234,C,E,E,D,D,1
No,30.2531034267003,A,-26.20572942074052,122.05945576140726,7.9156906958476965,D,-183.47734671880877,26.12607611788258,45.50530182045099,D,E,E,B,A,0
Yes,14.250429333674475,D,-187.115856135961,-43.31514934030254,24.85431914023552,B,-103.56184234338673,7.1330112414694895,-58.303299862882376,D,D,D,B,E,0
Non-Veteran,-72.92055617933796,D,22.306306629563153,79.9357376321791,-10.239840642200942,D,-14.61943418297238,37.75302837542412,-54.428208371689834,E,B,E,D,C,0
Veteran,98.2250914693815,D,5.347631724334505,-320.6199779690429,84.35810530486023,B,94.9841732739569,14.285360272103473,2.7540032187842014,A,D,E,D,D,1
Non-Veteran,86.17701551175607,D,52.375949935489494,-112.54578587549989,-51.50196576860818,C,68.14652224763603,-31.746033290949672,50.65851863122196,C,C,B,C,D,0
Veteran,193.78874476791304,A,78.7677373757997,19.443142508035486,-57.882066137009446,C,77.36062362435574,147.90857192689816,-9.283072105622733,A,C,C,E,A,0
No,-20.779423508584465,D,124.65826942464258,-28.858263495513853,-6.4786080300432465,D,105.56377131598586,87.84742681302488,80.40166856008767,A,D,E,D,D,1
Veteran,-101.78820227801353,B,-75.3493100860376,29.464862538903482,-117.80344341046411,A,-115.76187087791058,-13.45167377905287,-22.986393320773303,B,C,E,E,B,0
Non-Veteran,-120.28921595347832,C,22.073593667692105,65.02102157513627,0.7400609390539147,C,22.015955458397627,-97.45899945097025,98.26609119252811,C,A,E,C,E,0
Veteran,-185.38689881425853,E,69.8862720175131,64.93251606691702,93.76178960779717,B,-123.0853705042245,-132.99872695605558,72.79738413382154,C,B,C,C,A,0
No,-78.91536150637457,A,24.166184485388655,83.9855319040886,-17.44898731906462,C,18.845598367062685,-14.937547969743573,-27.692961305427517,A,C,C,C,D,1
Non-Veteran,-213.4781113617449,E,-115.97755478705957,-45.65283889811685,-218.1109363128408,D,-24.717399655713322,-59.32914259020116,164.82277578435426,A,C,A,E,D,0
Non-Veteran,1.488121720623882,B,15.285414286072324,-96.25528881169801,36.0477695568358,A,-79.80549276736933,-109.16702980613017,-209.02477577494975,E,C,A,B,B,0
No,-167.90171439349,A,31.456369136592027,21.322793155727467,38.94176762752705,A,101.03124969669632,-81.29721598194185,235.15625186218455,C,B,C,C,E,0
Yes,-11.659957090154128,D,36.967209781407355,3.3887588014706385,22.821620677938878,D,40.370645075123946,66.19629093587103,-70.64703410578925,C,E,C,A,A,1
No,190.2535632696834,B,-128.3439901041134,142.92654847393055,84.71305186690233,E,-122.78475017018813,148.75036728181954,-60.57232976599782,E,A,D,B,B,0
Veteran,106.47977602351877,A,-18.588219622394753,-145.9793921347926,-80.63052621015639,A,-219.90364745171001,-70.14234750136168,-102.59333674379134,C,E,B,C,E,0
No,-129.61361618278815,C,-40.58536636879265,-5.911500547456473,191.90319335164332,C,-65.62442959038489,-61.755722751138364,-49.801106232105305,E,C,C,C,E,0
Yes,41.419050622594625,D,-89.97748230971922,31.86677868446762,-54.39189624655996,C,-61.165087372454764,-48.5285402772024,34.1934225097499,A,B,D,B,E,1
No,135.27864622099028,D,-18.133501014010523,16.834000648675225,128.48436484689026,C,-158.32666580344227,-23.394981175775747,-92.0211625401342,E,C,E,E,C,1
No,-62.72548248402057,A,17.05923536864627,-174.7242871964255,103.74834349272825,D,7.46753813675962,39.04495025328822,-94.14839468703565,D,B,C,B,C,0
Yes,-112.72650453486102,C,-97.54917186797225,-133.2143943455109,-89.05601998988905,B,110.21207251014403,113.44348041418355,-67.15925641319538,A,B,B,C,E,1
No,-106.31526817178963,E,-108.83636264255443,121.71840217721004,93.7228839283556,D,-55.7436480672414,62.26242573361446,-60.1736705484428,C,C,A,C,D,1
Veteran,36.341961136569445,A,-40.52533203365211,-63.29522733366496,-58.075447761630485,A,-151.06010246155319,191.49678493866995,-71.0020042787911,E,A,B,C,D,0
Yes,-241.86580623168544,C,138.4120942125411,-63.570537801816904,76.93710075897722,B,-36.715804106824706,-11.660830777593961,64.2787384561379,A,D,E,D,C,1
No,-134.7446013678711,A,125.56181977515762,-100.41598317431668,-20.598833144685873,B,-96.80090715427409,116.78225504976987,-32.61323341922317,C,C,C,A,C,0
No,10.687833632980539,C,63.65590733317852,129.1327909506337,79.94486634225578,C,-157.67124666333342,-46.53154827375715,-80.8718243693991,E,D,D,D,E,0
Yes,-153.51419821107544,D,45.0905567634174,-7.56803470361522,-3.9610723621850537,B,31.639620831462807,-46.863208560479954,142.1797071994254,C,B,A,E,E,0
Yes,-207.8987529464989,C,118.07337476069083,-98.11657231785254,51.53320643976477,C,1.9405765188538915,-44.967363990334285,-7.512488401193548,E,B,B,C,C,0
Yes,210.3467560636282,E,-72.48530875500931,23.453698335557224,99.10175531185084,E,30.547652384921655,83.59247986738181,41.24803968498229,A,E,C,C,C,1
Non-Veteran,-147.81372704914503,D,-55.741725891600204,-41.740350477680224,9.902243035765474,E,88.53359308754835,-40.525553945074975,145.82826891696945,A,C,E,C,A,1
Non-Veteran,-20.882490304319187,B,-14.437662768409526,74.11566444237289,-40.937841943587436,D,148.95198413877847,-81.73883380387167,-113.57589233992394,E,D,D,C,A,0
No,62.64453144459622,A,10.210353008791508,-34.52673011793512,124.26723317712079,B,19.354864569102517,18.612463560123636,101.31364872539592,A,C,C,D,E,0
Veteran,100.55154198284208,A,196.13098573486016,122.9208892561466,-49.88480236562764,C,-30.275892749623225,5.236908664789902,74.17421171626602,B,D,B,E,A,1
Yes,-11.612072625762753,B,30.136928470804474,27.64924414140039,-140.97746262354255,A,-10.103185952457501,-129.79314588185565,67.98061908510458,A,E,C,C,C,1
Yes,-31.812561628744866,E,-15.80282195750964,122.68565180898068,103.58394024763238,E,-2.1681147037569617,-11.832096270589894,-116.45775614682164,C,D,C,C,E,0
Yes,75.83616863020588,A,-3.589855090604319,-196.19644641987705,-365.5991303805837,E,68.2023231792343,25.496543690974654,124.76191216544423,B,D,B,C,D,0
No,-88.97845793577186,C,-6.067654215364227,-129.6918179903064,-9.23806283864578,C,140.74239385182622,-29.4889921615491,19.164022900210608,E,C,C,A,A,1
No,125.61802657846488,C,-76.7032924409095,-71.25198661206682,41.06144022458923,D,-45.113162761163686,35.53347812983635,-15.601836137249137,E,E,B,E,D,0
No,-7.122815649308426,E,-9.28245874064107,90.76647165411109,33.22892132221638,D,29.880777826570572,-46.12219816740654,-5.121854293488501,C,A,C,D,C,0
Veteran,92.96705796351316,B,51.92605121012136,110.72312131286455,-18.77748830254678,D,17.75061702820681,69.0966022994639,47.70766822870464,D,E,D,A,E,0
Non-Veteran,144.79375836353194,D,-44.715600983997646,-153.42338287143883,-29.668440166034106,E,-28.64967435752734,114.96525662940742,94.26760107081991,D,C,B,B,E,0
No,55.83339988177015,D,-8.645122026944886,68.02294303447329,55.25051688070496,B,237.96929699186094,28.34912089022209,-135.7571017933699,A,A,C,C,A,1
Veteran,-26.97444102504533,B,128.5835560126355,38.32640398677562,61.448386300564906,B,-9.81190535855559,60.80218459686684,-61.62027856665806,D,E,B,E,C,0
No,-1.2559087136246623,A,-13.5862124618994,-44.70634517274054,-197.21738433596937,B,-28.8940043527884,-77.4272622484772,45.955247118652245,A,A,E,B,B,0
Veteran,193.06756195110614,A,97.1493694235771,151.68259571901663,39.04282483347858,A,-18.169352101520168,5.402092796137605,31.867404536266648,A,D,D,E,B,1
Veteran,-154.951518944488,B,-145.0950252538635,90.21061119804463,-102.24767451440518,E,159.03970092539754,121.21082294416317,-7.78978671874331,C,A,B,E,C,1
No,132.99607332449915,A,25.944300866613514,-78.2311020508311,2.148082924807121,D,-12.72749256630089,28.31263540197273,85.07196733170304,A,C,A,C,C,1
Non-Veteran,57.661784617535396,D,-89.37400199918575,144.23544772866026,122.03581165253104,C,-38.089599123602866,102.17434880381346,51.29360763389457,E,D,A,D,C,0
Yes,147.58315637554006,C,-18.626620136486363,-21.412949887108297,81.12496284949185,D,65.23135954507217,61.37751598849699,-56.12338079608088,E,D,D,A,C,1
Non-Veteran,28.49982396091159,A,131.9682465404011,24.851040428575242,-28.157704157449757,E,-115.55389610144016,-137.568133125375,14.68796874821825,B,E,C,C,C,1
Yes,131.40823359225,A,106.59679645286553,216.211722288549,69.10251733598523,E,4.009811264304109,-74.414606523465,71.88592703189528,D,B,B,C,B,0
Veteran,162.28187596053536,B,128.9175336264194,32.580014034784966,157.92737682179504,A,-87.57397522277176,-29.461698053158457,14.021132924702414,D,C,A,D,B,1
Veteran,67.11688898550814,E,-63.27742353526442,88.67101349871204,-104.48658374841087,B,137.17959371471667,236.6444885051747,211.1066491969789,A,E,D,A,B,0
Veteran,-10.65167732048216,B,-88.04426891886237,-14.071236111248886,-103.76926805226805,C,-147.72764316048037,121.12185880959387,-112.94870474536734,C,A,B,A,B,0
