Nationality,sexuality,marital_status,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
UK,Other,Single,51-65,C,D,164.9771697262206,C,-120.43616960203624,39.39780425858952,-56.02780611212408,E,E,E,-30.570632385650963,9.352859132277553,62.4177913851252,1
US,Heterosexual,Widowed,18-25,C,D,49.09739878168431,E,-100.28948707161231,-136.63239144867381,36.645540689686854,A,E,C,-17.165577416976987,120.6175448955574,-9.164606579900378,1
UK,Other,Married,51-65,E,B,113.53345969891994,A,132.33943101278265,-121.75298868682817,215.63302081963576,A,D,D,100.80597936604548,47.749320481321064,-89.03490344791763,0
Germany,Homosexual,Divorced,26-35,E,A,44.55009380916458,B,14.438015634588028,-171.9224378863563,-126.83279587402845,E,C,C,-3.2332129800159275,9.059050180529162,-156.12181814621502,0
Mexico,Bisexual,Single,36-50,B,D,31.08066956749232,D,164.12156177724327,-29.726841928146623,35.75415465851773,E,A,E,58.2561047846668,194.9771783372098,-175.09015691803617,0
India,Heterosexual,Married,18-25,C,E,32.33801071838754,C,190.82700788271143,-0.8403042054763878,-46.59751401283042,D,C,C,-127.27221694020052,-63.91976861474298,56.53314176745038,0
Brazil,Other,Single,51-65,C,D,52.362281639815365,A,93.10438604183626,-156.74887813649326,-106.80418258482479,B,B,B,-94.29392206824647,-280.31255362138336,61.5774330059089,1
Other,Bisexual,Divorced,26-35,A,E,7.295467884546894,D,32.104782777129486,-36.92904757535561,-66.43700877047675,E,A,E,101.97650303367797,3.792214956221665,-52.411187094918965,1
Brazil,Homosexual,Married,65+,D,A,41.51266914479203,B,66.12178952436942,-25.914648883118964,-123.39252676504266,B,E,A,-19.204938542607795,99.5993294145437,-190.40772480121265,0
US,Bisexual,Divorced,26-35,E,D,-82.73493089069491,D,-92.74559431192641,-4.73871321908377,-158.1358021143048,B,E,D,42.7841778473763,-136.0512971738777,-21.807681122005715,0
China,Heterosexual,Married,18-25,E,C,3.230819790112837,B,181.15500281159217,50.15182009118179,-116.58160648276976,D,B,C,34.03403819161437,-178.9775903052554,-118.30320194777168,0
Brazil,Other,Divorced,65+,A,E,22.331302476728595,E,-209.55484728140456,115.85041329155959,-68.07639713190078,D,B,A,-104.25017724079804,-187.91181543398747,57.03730773098711,0
Mexico,Heterosexual,Single,26-35,B,E,-114.51948833604607,E,-111.17074089710381,123.65609030023906,61.744527056196,C,B,E,-257.8478240941799,109.50531010625613,36.46438013512844,1
Brazil,Other,Widowed,65+,B,B,79.64021832734221,E,5.982350026098083,-57.48149730513341,-40.96864661699276,C,C,D,-9.398571603224399,-130.85706379606103,133.77481492982113,1
UK,Bisexual,Widowed,26-35,D,C,-49.18178044077672,C,103.94418564188423,111.7769374538649,-49.254790067298806,A,E,E,-92.01938277489097,6.083815907043517,23.528236588577663,0
US,Homosexual,Married,65+,B,A,28.578676176473667,C,-72.63158064210921,-183.19702486012355,-1.2790307283631672,B,A,D,5.446623517009787,-7.186829474002463,165.41411743607205,1
Brazil,Other,Widowed,51-65,E,E,-8.377801295597285,B,5.970141965571089,-118.81196235362866,-181.96916976188513,A,B,A,-69.85607651805674,-19.8590499852667,121.81005027074492,1
India,Other,Single,65+,A,B,-221.30276599095185,B,51.952762318443355,150.51095768870624,-80.6788924245796,E,B,A,-113.88764551531314,-51.56012281765749,41.50032679303582,0
Mexico,Heterosexual,Divorced,65+,B,D,17.174947380969048,E,-9.51082498578118,-122.1898235113026,-48.532583416604695,B,A,E,21.39266792891644,193.87947899522257,-30.451599090371428,0
Other,Homosexual,Widowed,65+,A,E,-13.448082289190227,B,56.31675589462171,98.96903989791271,-133.63111272705547,B,C,D,13.018877335313384,-82.28835093652125,46.67813045680057,0
Brazil,Heterosexual,Single,18-25,A,B,-28.411900511265515,E,50.92967270121398,117.28656780651434,-80.273824579273,C,A,E,-25.906523863020332,-133.57579263723548,50.388450406405994,0
US,Heterosexual,Divorced,36-50,B,D,-34.28851394012944,A,49.46639723774448,-185.89116763627146,67.08456751699748,D,A,B,-197.56970605551683,-27.26313648773413,-107.35871646155772,1
US,Bisexual,Married,18-25,C,B,55.09885619427827,C,16.184081193730808,30.03508730184039,-37.346994481266904,B,E,A,-18.25260332848643,-89.12155328984475,110.86634381159644,1
Mexico,Homosexual,Single,26-35,A,A,163.75334257002382,A,36.60353768015272,33.17311956662448,-205.22997348362097,A,A,D,-53.53610720652803,-11.439106483939732,-82.67577376985723,0
Brazil,Bisexual,Single,36-50,A,E,197.6331105740928,B,-94.33079900369856,-79.66840281636065,-89.74836904406015,E,E,A,62.31667397027124,45.15336134809995,-19.57529319496767,1
Mexico,Bisexual,Married,26-35,E,B,60.25902019424015,C,108.5859748653404,-17.3745928443491,-104.9855057732701,A,A,B,265.7323047667756,-120.18498595635833,-24.0075403928124,0
China,Homosexual,Single,36-50,A,D,-109.71879516586974,C,10.534690557572567,-99.91361431172872,-119.20148328791637,D,D,E,-26.14927399555574,-56.68581458675305,-38.07005156019079,0
Germany,Homosexual,Married,26-35,D,A,-131.16009226068314,D,16.39066818441167,-90.90731646421312,-152.5951966868817,C,A,B,110.60670982657142,-54.76202601339693,-122.95203823899506,0
Germany,Bisexual,Single,51-65,E,C,-33.09769452649188,A,-19.282152497036716,-122.88406852432578,8.886314409431392,E,E,B,-54.72308754252592,-89.9072714707545,32.549952928453415,0
India,Heterosexual,Married,65+,A,A,-23.596770839635806,B,33.70066748547117,-120.23119390668431,-69.98421739563264,D,E,A,-94.2763207720947,42.556046816655595,-42.440097363980065,1
India,Heterosexual,Divorced,36-50,A,D,-10.893759219472809,A,31.20242152292928,17.24527512846303,-68.10688113548383,C,D,D,125.24131165824927,257.2262910590042,-29.29710316344098,0
Other,Bisexual,Divorced,18-25,D,A,51.98619628136707,B,13.75824770082568,69.25072216481342,-70.93758593999408,D,A,B,-89.8353276767173,8.04081897861764,-187.99114362572428,1
Germany,Homosexual,Divorced,65+,D,B,-226.75503398020086,C,41.07253516358727,94.80303304010565,102.16655647267065,B,A,B,-37.979409217119525,5.465685302092352,-131.66974908258874,1
Brazil,Other,Single,18-25,C,C,-202.1003418614794,D,-61.29356748390313,49.83702855550261,-96.24666259631918,A,E,D,12.709504429195295,20.134649630159434,-64.03563608819701,0
UK,Heterosexual,Single,65+,C,B,182.27386517669697,A,-10.388562798130192,-11.288528247617249,87.96962694682934,D,D,C,18.225978345695957,131.74322613770312,52.31955340297946,1
Mexico,Other,Divorced,18-25,E,A,-39.61428717011907,C,-9.952716653115008,-249.51926512254383,-10.795206891585464,B,B,C,61.11265705315461,96.41938283543286,35.68415548421781,1
Germany,Homosexual,Married,26-35,C,C,-84.94718614976816,B,-74.57515562822975,7.487741074069329,16.907457397464995,C,D,A,223.24887716555918,-16.561580910709,-73.50905242944621,0
India,Heterosexual,Married,65+,A,B,57.53865109477779,C,117.93936779436956,72.21344076104256,-2.3152340461665024,E,D,B,-122.7289928364737,168.78442548007766,37.583147561746856,0
Other,Bisexual,Married,26-35,B,C,46.57074027138688,E,10.384680401111288,-67.91586796785906,26.633560727614142,E,A,E,-58.60726540540387,-6.203862925258179,-194.46326733464238,1
UK,Bisexual,Married,18-25,D,E,-7.731685097857429,E,47.909885632495346,-132.57227466067818,16.395567894974473,D,C,B,-82.45883086935515,85.23050334972818,-123.8852527320034,1
US,Other,Widowed,26-35,E,E,76.42087835936961,B,136.43598480083972,107.86053376406134,-24.753480785287586,C,A,D,-60.896895571902064,113.39126317161376,11.341900400858657,0
US,Homosexual,Divorced,18-25,B,E,-105.28791621820301,A,-171.8461536548697,-42.10126624086354,-101.48722202541582,B,E,C,-24.278423646508074,84.67895711759593,-193.88547998065462,0
India,Bisexual,Married,18-25,B,C,-136.09062528727821,A,-60.21415063062485,-127.1700508280335,-3.153592554229111,D,E,D,-58.54754280340527,-11.034358822946793,-84.43079711901312,1
Other,Homosexual,Married,18-25,E,E,-44.811351691242,B,-237.54772031234603,59.128452574335675,134.42493011549303,C,B,A,6.101986226465464,67.14844685874739,-26.789820363862116,0
US,Homosexual,Widowed,51-65,C,A,-84.27419320052687,A,-80.91957490889467,35.804114422129615,-209.54226216262674,B,B,C,113.16844498715939,-122.33342816932694,119.25815623593721,0
Brazil,Bisexual,Widowed,36-50,E,A,-89.12364743532513,A,47.171174089883344,77.37294955848314,-206.34804102903965,A,A,A,-213.15669635495146,-73.67160521230402,139.00991399393342,1
US,Homosexual,Single,18-25,C,A,-63.925551070535924,A,-13.392368792741447,15.283064639539685,-15.007946292305943,C,E,A,6.482714373688644,42.54745002302428,108.34990767733285,0
India,Bisexual,Married,36-50,A,B,-134.18070714868622,A,-58.39679850589824,-28.574530029699076,-87.4648271046081,C,C,C,-45.741990063836354,61.3215987879819,-59.24866967852876,1
India,Other,Married,65+,E,A,147.52411134286504,C,79.91301296523497,59.071398652967765,-104.61116019812387,A,A,B,-13.798557717023519,71.10049156893527,31.56171261209012,1
Other,Other,Widowed,18-25,D,A,-146.4176232755811,B,258.1449152550523,-4.93800101986309,-23.293184148322663,C,A,B,-39.15234275560173,-30.389218002936317,-203.12484353536234,1
Other,Heterosexual,Widowed,26-35,E,E,72.77730832522977,D,-35.66030491226745,-78.62661457330174,11.291501396216042,D,C,E,-103.18179980080183,-15.648249042535042,-145.1894709618207,1
UK,Homosexual,Widowed,26-35,D,E,48.1247502027694,E,-14.939103077840885,-36.12077050822313,-230.68116629831178,B,D,C,69.94935470805261,-23.13245911742776,24.582215271019134,0
Mexico,Other,Single,18-25,A,D,-41.29986984301712,D,-47.956939068243344,-138.81369713543214,-16.89028473088795,C,A,B,71.62994780759999,26.591275219932548,-74.64591916985758,0
US,Homosexual,Divorced,26-35,A,A,146.07989101212,B,-4.819153056901899,0.7405872783829935,-66.07385486651637,B,C,D,28.8452071951601,87.22920994672477,97.58308731596121,0
Other,Homosexual,Married,65+,B,A,31.583407544705118,B,67.63234660941552,-106.0339474794467,87.2013774463394,C,D,D,50.60132136659341,-58.761187953680796,-265.8051112570434,1
Germany,Bisexual,Married,18-25,C,E,-67.23067411068577,C,83.63905497399796,23.90289189137635,169.40942677743615,D,C,A,-135.54499318165043,0.7102337785128119,-143.2076221816675,0
UK,Other,Married,65+,D,A,58.623345551043904,D,-42.11479327447442,-86.18557006507052,-34.92048798806164,B,C,A,0.6434939926608917,-5.554348992866045,75.70690139701142,1
Germany,Bisexual,Divorced,65+,A,B,-215.94184200191373,E,-25.958870603429713,-67.5074396165743,-120.89146125635526,A,C,D,-78.14313643606084,-46.784663973030206,19.618750263886067,0
China,Bisexual,Married,51-65,C,E,-152.3092966791553,C,-75.50586276792937,-123.25045332177172,153.6971294000803,C,E,E,17.834029279772917,17.608590823958604,-97.7547734014378,1
UK,Homosexual,Widowed,36-50,D,E,-119.39721089064153,D,-78.58622676561544,50.39514288852052,167.1925393127206,C,B,C,-101.80479148424307,-54.63138419476539,93.22103199679333,1
India,Homosexual,Divorced,65+,A,A,-4.992190261985574,D,12.278476356532906,86.81862612435492,-85.26369555475254,E,D,B,-2.9159985707923592,-185.32444093642218,-99.66428337405047,1
Mexico,Bisexual,Married,65+,E,A,-155.4174613452075,C,-55.60551809654779,82.65926058678852,-193.22520484537637,E,B,B,-179.16786325142,-84.96232678888734,17.6894114914691,1
India,Bisexual,Married,18-25,E,D,40.05559067415352,C,-99.50128342031749,-21.65927266387311,230.8083803522793,E,A,A,-89.69897166649515,3.6325894594952826,-255.3971580767353,1
Germany,Bisexual,Married,36-50,C,E,44.03472623958354,E,-30.296671317930233,14.632784534416915,-125.32064722008212,B,A,B,169.16749576771534,-30.63563060664815,-88.24341603558776,0
India,Other,Divorced,36-50,D,E,-140.23332281134765,E,6.786645786269394,93.2324810003634,6.975700774725162,A,C,C,58.12907040624814,23.489653017334042,-17.656205419852444,0
US,Bisexual,Widowed,51-65,E,C,84.84676019700142,E,-163.10253818920614,-260.0437810757019,43.33817850714648,E,D,C,259.2267793746488,-34.97325837630024,69.57308805779019,1
Brazil,Heterosexual,Widowed,18-25,D,E,-58.914827878675894,B,204.3754940867426,-81.89697863658023,-25.089700838836592,E,C,C,66.72958245809895,-14.130255197679919,12.473271989407431,1
Other,Homosexual,Divorced,51-65,D,A,113.06155153769595,B,91.30873289464078,-25.4535368060315,-147.07044027666888,B,B,A,-45.2529562078259,138.72960766548616,148.50214281574745,0
Brazil,Bisexual,Divorced,51-65,D,B,-7.846674770950121,C,49.48930858300765,59.612742443214984,-36.12865226289287,E,E,A,75.28991569334879,136.62548748103617,-65.39325532826949,0
UK,Heterosexual,Married,65+,E,D,204.922810137895,A,0.463744795202863,94.03509831200965,54.44661081144411,A,A,C,31.528430981094214,-113.52987238455732,-147.74015309449743,0
Germany,Homosexual,Married,36-50,D,E,104.30180483956599,D,85.29976313314766,-30.890064074796115,135.17377104659042,A,A,D,57.02566749897563,-14.583922039962275,-29.056446234094107,1
China,Bisexual,Widowed,18-25,E,E,41.73528190969832,A,-56.09453017082965,-17.360342930334042,29.99481099886017,D,B,A,30.409501933436438,-103.03672239876005,-56.289238609917646,1
UK,Other,Divorced,51-65,E,A,11.578696102095263,E,49.31217322055429,15.044996257921134,-62.08134484839219,D,A,A,-166.57586395639456,60.21920629760062,-96.52628662241189,1
Germany,Homosexual,Single,18-25,B,C,99.83766622112502,B,-63.04428093734818,0.9237016570848874,-148.92934832200976,E,B,D,-169.1136572304346,33.676042485879414,108.00594866589704,0
China,Bisexual,Single,26-35,D,C,30.290383392859138,E,-238.59062086581116,-78.84113995783416,8.10912365657093,B,D,B,-50.305090564588994,-63.750148495147755,23.99303111257468,0
UK,Homosexual,Married,51-65,D,B,-44.624971194921606,D,-100.25225077495543,-91.7063426215724,92.63878038740219,C,A,D,-20.157126728378262,-169.06316780880977,27.48850666633564,0
US,Homosexual,Married,65+,A,B,-152.58865255799805,B,29.616665227847292,-105.45092857017767,136.21703960968605,E,C,D,-33.47720356355624,214.66025869571124,-70.24850865701521,1
Brazil,Heterosexual,Married,65+,C,D,18.083661928843433,A,-83.2514523754567,-10.157712571410324,4.091825685889295,D,E,D,39.90234005022536,-93.04358047908462,30.476774602930647,1
UK,Bisexual,Divorced,26-35,D,C,75.83018802387949,C,48.4548607035856,218.8185829516809,66.91553651281362,A,D,C,156.83206556582027,-200.97252018006913,20.59919220379329,1
Brazil,Heterosexual,Divorced,51-65,E,A,-83.7446040076551,D,152.83787670897433,6.230432512482395,-27.42616203087919,B,A,A,8.62309823792745,-69.01810428887181,-83.60430402520372,0
Brazil,Heterosexual,Single,18-25,B,A,84.37518240693792,D,97.81842627960245,-22.810038684405104,28.599913134374365,B,C,C,-137.70015824844967,66.63729638175823,-298.5206726178019,1
UK,Homosexual,Widowed,65+,D,C,-100.4720982724629,E,130.15576777484517,14.029115171652471,-50.34424285814,C,B,D,302.6023226288383,72.22635101891417,86.68672386230178,1
UK,Homosexual,Widowed,18-25,B,D,42.409740696778044,C,59.12513048007523,-249.36727559191056,-68.78356630099057,E,B,A,-160.65382987909737,-135.37118529678986,-82.45267254568489,1
US,Other,Single,36-50,B,C,-128.39980892093484,B,-1.2259131884690004,43.52569720827525,78.45538615598943,B,C,D,-41.66693246373978,0.3969593370088708,-107.64567963485572,0
UK,Bisexual,Married,26-35,D,A,219.910695244761,E,-151.06385681555156,56.583539717693256,-18.50337723461436,D,A,B,-35.37751802402284,137.36463462178622,-8.753372462604347,1
China,Homosexual,Single,26-35,E,E,-214.48671858814205,E,11.099531527506686,-8.017012647445377,18.972878697560954,E,A,D,-3.0966483953720396,51.65493018739562,46.69239300554337,1
Mexico,Other,Divorced,51-65,C,E,127.0927970019113,A,133.89006116542004,64.66118110529723,130.32342306920253,D,E,D,-159.6425574827548,-116.12736602667593,-41.45762141890996,1
UK,Heterosexual,Divorced,18-25,B,B,12.511490946230245,A,95.61361080906401,109.57759163355828,-113.17901464719289,C,C,C,79.75434458885005,-160.83720091707272,8.824445007608539,1
Other,Homosexual,Single,65+,A,C,54.479535795367084,C,-42.768916064874816,-143.80131028539168,-303.35354070664494,E,A,B,-95.7789330926946,-81.41609734568934,4.974022574275313,0
Germany,Heterosexual,Married,51-65,A,E,112.55625533684297,D,-79.52045982743255,29.78939734604853,-133.79944575481196,C,B,B,74.01591446086823,169.42626142561764,-134.1020030693548,0
Brazil,Bisexual,Married,18-25,B,C,-79.94988583912507,C,104.54143044547808,-61.76855591661348,135.89870417029508,D,B,B,103.63216161418063,-23.345384640506804,72.11123365208556,1
US,Heterosexual,Divorced,36-50,D,C,-221.9391639940347,C,-56.90351533366448,-4.489692716636949,-82.70016312383318,D,C,E,9.155169117217104,-119.94128119681613,-56.30656804555001,0
Germany,Heterosexual,Widowed,18-25,C,D,43.163803782499045,B,124.8835262081396,-157.34913644170058,-30.179578603940904,C,C,A,-131.83865755161634,28.160955477702203,-24.028454588134572,1
UK,Heterosexual,Widowed,26-35,E,E,-58.75940897338307,E,22.135574600962922,248.13651579435577,16.44832885129425,D,A,C,42.11029091979867,-138.06299866974487,102.2498596570627,0
Other,Homosexual,Divorced,36-50,D,A,-49.715159024243945,B,76.09027401144893,-159.67627490810247,38.629469252977835,E,D,A,-21.835119816552417,40.14138157244119,-26.99806418271472,1
UK,Homosexual,Divorced,36-50,A,D,151.70419884228204,B,-21.653262071168587,144.38025335050716,-181.91758967948886,B,B,B,4.819930617068478,12.408116087154344,-129.06707946214934,1
Other,Bisexual,Married,18-25,E,A,27.898630520979584,B,51.320351037434584,128.03658602734387,99.094532481481,A,B,A,105.40661508495643,-49.183774932093584,129.8328048922322,0
China,Heterosexual,Single,26-35,B,C,52.98964997148066,A,36.566125060786554,221.14171589113874,24.816951945025174,C,C,D,-148.26725523248842,94.4531216761735,243.29534124570654,0
UK,Other,Single,65+,C,B,86.58350347573658,C,103.66663976212303,-138.3777629489581,-24.08916547372573,B,C,D,-138.6426977040863,-29.720533876360207,-38.428309687587515,0
Brazil,Heterosexual,Widowed,18-25,C,D,-108.42037408756102,C,-187.13059264984886,-121.74909085525528,57.061226346214724,B,C,B,62.73587606957047,-158.84686802451938,-190.3004664593047,1
China,Homosexual,Divorced,65+,D,B,-34.87087324409379,A,-14.601928704794373,-35.11719857832442,55.52516884827966,A,D,C,-189.59810985645277,132.54582796186435,166.98531663314222,1
China,Heterosexual,Married,18-25,B,B,123.8019162079613,B,-35.42015851117067,184.20904606989743,89.61392161482648,C,C,B,240.82649388695833,-25.22357200778113,-15.427467875293194,1
Brazil,Heterosexual,Single,36-50,E,C,-46.41653146434155,A,-56.90997802004142,17.022171294778463,183.80453991803196,A,B,E,127.39004954974304,107.31927681262876,125.06273410810647,0
Germany,Homosexual,Married,51-65,D,C,-1.4624680288086405,E,97.98348135322763,-36.25542391006805,-15.381602673364783,C,E,A,-18.344306285524063,103.59518543786959,18.06730712905394,1
Germany,Homosexual,Married,26-35,D,E,123.43818506742403,B,-10.874747772960895,75.6652500036071,105.59785167301759,C,A,C,197.70086905868914,30.81250190843296,58.52096102513917,1
Other,Bisexual,Single,18-25,C,A,99.92996777853486,E,-53.98011347877555,-52.82166490190869,103.85091756552995,B,A,C,113.62081931925572,34.893585615280266,-249.82417360527518,0
Mexico,Homosexual,Married,36-50,B,B,195.73371679688142,D,-1.695434718305171,10.841810308025817,-157.05864852129093,D,C,C,58.9972319116849,117.17542860441681,0.9134400136701489,1
US,Other,Single,36-50,E,A,-124.20023119881802,A,-152.79150710293627,-28.184089894994752,33.86318304558596,E,E,A,90.83835333784607,113.44358937332737,19.510765844732997,1
US,Bisexual,Widowed,18-25,C,B,-39.02275457555692,B,41.438928698929736,197.72570353638986,174.90560259940474,A,A,A,40.757959794737125,-53.55912507437199,9.815292859563774,0
China,Bisexual,Married,36-50,C,A,-121.99565370691793,D,38.052437427256244,30.368642575857347,112.6366618931656,A,B,A,145.99368329931437,-98.18192650897902,-97.19888330320978,0
Brazil,Heterosexual,Divorced,36-50,B,E,-79.62312911026723,D,-178.0329672767365,-121.78721391581038,-14.480662560594167,A,E,D,-164.6119792512144,143.52106744076124,63.13528737554449,1
Other,Heterosexual,Divorced,51-65,D,C,-7.293105272641862,C,-73.51649928987894,100.74729095539072,-101.47307141394603,C,B,A,183.92038192300927,12.36329061218821,-78.44955131736272,1
China,Homosexual,Married,65+,B,B,-177.19448017473977,D,48.69964561338688,-26.533791702901784,-178.48025513753254,B,E,B,-157.83776262108648,-58.49644481079115,99.14269933314148,0
UK,Bisexual,Married,26-35,C,D,-104.67269379766088,D,37.42856519081326,56.92872849966803,19.329350115380247,C,D,B,-91.59981321463846,30.90330780919696,74.88031893153853,1
UK,Homosexual,Married,65+,A,E,29.06674196812663,D,207.16349465328335,-143.6831539501966,-46.0557905799864,B,A,E,16.584142589611574,-17.40239143713797,68.07818847557697,0
Germany,Homosexual,Divorced,18-25,B,B,-15.835713467394996,E,-109.72231716883785,-38.922048542533524,92.03795751961461,D,E,A,77.86547767981392,116.94183227504766,-337.0398098159089,1
Other,Bisexual,Single,26-35,A,D,19.87115611177674,D,-49.07899526031482,208.40199298654917,-41.865816719055864,B,D,D,-84.60130242026929,42.196439754341114,45.80177116897703,1
China,Bisexual,Single,36-50,E,C,103.73682991025359,B,-60.37916160156276,122.84956067323304,46.806922324505145,E,E,A,216.52805301718666,-146.920501673346,-117.85019286930094,0
India,Other,Widowed,26-35,A,E,37.788297933832524,B,53.49842096362703,25.664546308810916,-266.86856581169275,A,A,D,85.17898075289546,-78.07449374006141,118.17083512666193,1
Brazil,Bisexual,Single,26-35,D,B,103.60462766186362,E,-50.70606052961296,-78.58239824372946,-5.394771996971638,A,E,A,-36.45955753110594,-80.03176101242006,-212.12913499937818,1
Germany,Heterosexual,Single,18-25,C,C,44.597007791226396,A,-3.660685011209392,115.70580448878091,87.10582072896958,B,C,C,-95.29620907991185,19.491347121891067,-25.092964236483002,1
China,Bisexual,Single,65+,E,D,-5.335111622859371,A,-133.3144001945024,-47.85482505113524,-98.56643926935796,D,E,A,-1.5040844010095966,25.64592202016907,-116.90965708347731,1
Other,Bisexual,Divorced,65+,C,B,-34.779224913309534,E,-73.31082069914441,-151.2044418545899,1.5972672421850471,A,E,E,72.94646658987017,-177.90041243695563,21.21678324866458,1
India,Heterosexual,Single,51-65,C,D,-151.46618653355154,E,142.8410937306525,-158.15925608099374,-222.6371469902938,E,D,C,-135.67546220293977,83.23302036579446,-3.19929068956299,1
Germany,Heterosexual,Single,26-35,C,B,-127.9118838107921,E,52.289972804252926,-44.92001602920621,-4.1174511559003735,D,B,E,-51.62480363612174,-166.6816734100786,-91.7187584033586,1
Other,Heterosexual,Widowed,65+,C,E,0.8310609769012227,E,-41.33353303197078,10.616143805960778,176.59551102816,A,D,E,-65.73144783140069,127.23702342924568,75.25432338668018,0
Brazil,Bisexual,Divorced,26-35,D,C,-14.507044108653666,C,124.52355143469633,4.915865835692683,133.32294603003402,E,D,A,-46.238051379638314,-103.86376651680342,99.62186700323721,0
UK,Other,Widowed,51-65,D,A,89.01823912412745,A,191.67903778780234,78.55433861864027,-5.460829853402168,D,B,C,-77.04038280752737,-12.37404210011896,32.64041838570481,0
US,Other,Single,26-35,A,D,166.5047318153549,D,-79.28128889923069,-92.42733787869695,-90.74253498673123,D,D,E,-204.87477439450416,-49.52571676181975,44.98684845216936,1
China,Bisexual,Single,65+,E,E,45.01975527825405,A,67.27985465344571,-150.82261265303737,116.87744835026844,D,D,D,-114.49496470350053,-166.914379245091,-8.158260635756177,1
India,Homosexual,Single,51-65,D,D,113.72919008086902,C,26.38933359571206,-138.69539421572753,-174.22381062356672,A,D,B,2.034399390699059,-111.70241747237873,25.863636809718393,1
Brazil,Heterosexual,Single,26-35,A,E,7.885794338911949,D,-46.793726889621986,-51.37595809722163,-90.79344448557406,E,E,A,-19.540351750288192,-80.28512743218226,85.6688675158857,1
India,Heterosexual,Single,26-35,E,B,1.1441673915017203,B,-98.84633679637047,90.48745984068226,174.3405226173832,D,D,C,-111.23900690033506,39.00748031483231,-79.68552323508192,1
UK,Heterosexual,Married,18-25,A,C,17.284078508363713,E,47.065305831975394,-81.81786810507086,31.941881794070188,E,C,C,-47.27830823439907,-152.64809647287512,-0.950413021306034,1
US,Homosexual,Single,65+,C,D,-99.08037179114034,E,1.8895830090045935,-6.707632526629828,26.789017389149087,D,E,B,80.86516885118719,-150.88880209070888,-194.25495147215202,1
Other,Homosexual,Widowed,36-50,D,E,9.662776334288392,E,-176.46691962347376,132.41143691907405,62.53746480554396,A,C,E,-11.050467225297101,-103.32208066558944,32.110423292382606,0
Mexico,Homosexual,Divorced,51-65,B,A,186.08202825411243,E,-48.762511438001354,1.0529230122245186,-9.821977839564298,D,D,E,197.20040038077138,-36.223680336755834,-110.95956325859132,1
US,Homosexual,Married,36-50,E,A,-17.32493650142662,D,-140.34988191684727,121.1870814937583,91.80237048268222,A,C,E,95.04825220829494,41.945884373193124,20.954643659195206,1
China,Bisexual,Married,36-50,D,E,0.7021064184818825,E,-40.20914059049774,29.745891083683073,121.09488721262889,B,E,E,-114.02125293865039,-12.255905526248013,-147.0981031324231,1
US,Bisexual,Married,51-65,D,D,-193.45543932408393,D,-51.77740052531023,-101.92747396654988,60.77582927220541,B,A,E,5.074980703053197,29.559805256376286,-53.177670004314805,1
US,Heterosexual,Widowed,18-25,B,E,14.585034611652514,C,96.68180265226741,6.38826752437288,51.52951563040079,E,B,E,-105.53773946799208,-37.80322335671754,104.35989585961438,1
Other,Homosexual,Single,18-25,D,A,-4.637910868087517,D,-108.98586726242485,65.37808299186247,23.690244424910222,B,C,B,-133.4016889218988,-40.01947322475042,-89.92543482354287,0
China,Bisexual,Divorced,26-35,B,B,-25.624169252367874,B,-74.83274953053791,69.27483948334073,97.5510081458014,D,B,D,-10.378619451009422,9.51976805791263,-34.903870202986795,1
Brazil,Bisexual,Widowed,65+,E,C,-57.58711444636118,E,97.80817141663714,-185.03771834700385,-98.0664417770758,E,C,D,71.21409428688489,21.261618347852878,-89.98866477919539,0
Germany,Other,Married,51-65,D,A,68.17089408732497,E,145.4942403574056,-19.09959496113086,-72.31016043337654,B,B,A,-34.00105194916791,180.32588006843682,177.92208024752173,0
Mexico,Other,Married,65+,D,C,-28.84261749972722,E,-111.35694998927939,227.0554775324564,-14.353116294728787,E,E,B,-94.75845827882847,-11.08053318838423,17.77464345038114,1
Mexico,Homosexual,Divorced,18-25,D,D,47.629148635346034,A,-57.66641740671691,-0.17131020991767135,-187.30250210435992,E,E,B,95.76699504615233,26.262761676193342,106.12777579469952,0
India,Other,Widowed,51-65,C,B,6.172981382232587,B,105.36929579719867,135.41743372015802,-35.04987695238439,A,D,A,-156.12949186045537,-7.671763841875083,-113.6597152519572,0
Germany,Other,Married,65+,D,A,-8.67533340773166,A,-19.153268187837273,-8.528578392974092,-44.772502884207825,C,E,E,81.43012587959106,224.6575528109119,-108.94323030679769,1
Other,Homosexual,Married,51-65,A,D,-101.67765066824992,C,52.60399836071065,11.376580416362577,72.35483349702564,C,B,E,26.284898746470457,-124.39904817485328,47.60575718819605,0
India,Homosexual,Widowed,18-25,A,E,116.49685118416353,E,-195.24598410323833,114.9796105597025,-207.67425488547758,D,D,C,-136.85142271101728,-87.6038048911472,31.499319246549323,0
UK,Homosexual,Married,51-65,E,E,3.2808607489194084,E,-81.13895580244571,-41.189340692522855,-134.0795586090704,A,A,C,210.417553953224,20.840607378666096,-28.61066208531201,0
Brazil,Bisexual,Divorced,18-25,B,B,134.56161587516715,B,-151.86572062142935,-5.748096705149621,-6.1070439531104705,A,D,C,11.227533056882336,-118.6976947887366,-169.27292448777072,0
Germany,Heterosexual,Single,36-50,C,B,53.92323755778526,B,28.148822116074747,-86.57497703769891,-2.9821035212027667,A,E,D,123.2768466391674,88.60397821236258,45.439909849274216,1
