Gender,country,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,target
M,Other,21,123.36618085192721,D,D,C,B,0
Non-binary,India,50,-137.14987226934988,B,A,A,D,0
F,Brazil,81,-27.611880323544014,B,E,A,B,1
Non-binary,Mexico,92,-115.89438737110713,B,C,A,B,1
F,US,50,16.957807550124222,B,C,C,C,1
Female,UK,59,-167.86493749891696,B,B,A,C,1
Male,India,27,-152.01382000733074,B,E,C,B,1
M,Other,49,-90.14426337982087,A,B,A,A,1
F,UK,33,-74.72805862844145,C,B,B,D,1
F,Germany,40,-18.24591079352324,B,E,C,B,0
Other,Brazil,94,93.99868982278473,E,C,E,D,1
M,Germany,72,-20.396315375217306,E,C,E,A,1
Female,UK,83,-101.72728358497476,E,A,D,B,0
Non-binary,China,27,50.402470235251975,A,C,B,C,0
Female,UK,62,65.85072780297783,B,C,A,C,0
M,Brazil,90,-34.78848606925688,C,D,B,C,0
M,India,39,45.577685068558885,C,A,B,E,0
Female,China,82,-43.08163307233826,A,D,D,E,0
Female,Germany,34,1.1015445595568294,C,B,D,A,1
Male,US,19,-155.72627284138812,A,C,A,B,1
Other,UK,35,153.18769137125722,E,A,A,A,0
Male,Mexico,48,-308.67192177490216,C,C,C,D,0
F,US,96,64.38474373767485,C,A,C,A,0
Female,Other,40,-3.1471574140477547,A,E,D,C,1
Female,China,94,-70.58849628385576,C,B,E,E,0
Non-binary,US,23,19.322464986056172,D,B,A,C,0
M,UK,41,59.04271197675261,E,B,C,B,0
Female,India,18,-102.69880417147878,A,D,E,E,1
Male,US,78,-119.17663378105165,D,A,C,B,1
Male,UK,69,-7.3544679062442535,B,E,B,D,1
F,Germany,98,-6.2329173457454115,E,C,A,C,0
Male,Other,99,157.90691507060362,B,E,E,E,0
M,Brazil,85,52.37134766693219,E,D,B,A,1
Male,China,88,185.52666249854016,D,E,C,B,1
Non-binary,UK,80,92.23469133142261,E,D,A,D,0
Male,China,30,28.54877118377151,D,A,C,A,0
M,Germany,69,-95.69748886127229,C,C,B,B,0
Non-binary,UK,43,12.334350501513631,B,B,A,A,1
Male,Mexico,60,-21.925708417309668,D,E,A,D,1
Female,US,79,-17.496926989437206,D,B,D,C,0
Non-binary,China,88,-139.09963640967155,A,C,A,A,1
F,UK,97,75.35425963425352,E,C,B,B,1
M,Other,71,172.24724890373025,C,E,E,A,0
Other,Mexico,86,70.86472675979113,D,B,D,C,1
Female,China,70,11.733473004781219,C,E,A,A,1
Other,Germany,36,-18.381867858034205,C,D,E,E,0
Other,India,24,-90.92673550030612,B,D,C,D,0
F,Mexico,59,-167.97086158204144,B,B,B,D,1
M,Brazil,21,-9.707585091638519,E,E,C,C,1
Other,Other,94,4.448704913621431,C,D,A,C,1
M,Mexico,89,-33.20693723125488,B,C,A,B,0
Male,UK,39,-118.39563640482278,B,A,A,B,0
Non-binary,China,72,52.0435138768961,C,C,C,E,1
Non-binary,Brazil,44,26.35566153105211,C,E,D,A,1
Other,Brazil,51,-87.22700901711015,D,C,D,B,1
Female,US,85,132.86647032217854,E,D,A,B,1
F,Germany,27,13.163501750234113,B,A,A,A,0
Non-binary,Mexico,62,50.50389320700752,E,D,B,A,1
Male,Germany,33,22.70349045254444,C,D,C,D,1
M,Other,73,-90.52777256200064,D,D,E,C,0
F,Other,57,-52.80701662243128,B,C,B,E,0
Female,Germany,99,108.11648206790336,E,C,C,A,0
Non-binary,UK,74,37.37935744654711,C,E,B,A,0
F,Other,98,-107.4975091181184,E,B,D,C,1
F,China,92,-246.59815187225763,B,B,B,E,1
Other,Germany,34,26.454046470979563,B,D,B,D,0
Other,Mexico,69,-106.34197022226341,A,B,D,A,0
Male,China,57,-9.121987776378122,B,D,D,C,1
Non-binary,Mexico,37,20.478167620580635,C,E,A,C,0
Male,Brazil,91,45.086015987010285,D,A,A,C,1
Other,China,47,75.35468591561751,D,C,B,A,1
Female,China,70,43.63140715483227,A,C,A,B,1
M,China,20,-210.85435028372603,C,C,D,B,0
Female,Other,59,-12.913003062125366,A,E,D,E,1
F,China,48,94.48426751512363,D,A,E,A,1
Non-binary,India,31,-39.14894526247067,B,C,E,C,0
F,Mexico,22,-74.41056333286578,E,E,E,E,1
Female,US,20,41.717785145342084,C,A,D,B,1
F,Other,67,9.606927287060456,B,B,B,D,0
Non-binary,Brazil,67,-51.63246531495449,A,B,C,C,0
Male,Brazil,54,-133.68957250879066,C,B,B,E,0
Female,Mexico,18,48.1006803327459,D,C,A,E,0
Female,Mexico,94,-82.83744817659614,C,C,C,D,1
Other,China,33,205.07237545792466,C,D,D,B,1
Female,US,33,2.121138612616651,E,A,B,B,0
Male,Mexico,69,-8.318698423688929,D,C,A,B,0
Non-binary,UK,30,-83.17512609550877,D,C,A,D,1
F,Other,66,57.47382308932587,B,E,C,A,1
Non-binary,Mexico,98,-28.595653838987843,E,E,D,D,1
Non-binary,Germany,75,52.631389695135866,A,E,D,A,0
Male,India,84,-33.70889542203877,C,B,A,A,1
Other,Other,85,19.563213844681567,E,D,B,C,1
Non-binary,Brazil,90,-122.07157856067903,D,A,E,E,1
F,US,20,-58.45270135093209,C,E,D,D,1
Non-binary,US,95,65.12136160873666,A,C,A,C,1
Male,India,30,-7.380440904114481,D,E,E,A,1
F,Brazil,38,60.80268906559011,C,E,C,D,1
M,UK,61,-22.29436824754878,C,C,B,E,1
M,Brazil,50,-101.24200201627909,C,E,A,D,0
Other,China,19,-16.188651237557135,B,A,B,D,1
Non-binary,India,60,-94.17583427104273,D,B,D,D,1
Female,India,99,-43.607070339623355,E,A,D,A,1
F,Germany,22,148.717015907434,E,C,A,B,1
Male,Mexico,69,-106.72081179171231,C,B,A,A,0
Non-binary,Mexico,97,37.43634453468867,E,E,D,E,1
F,US,48,-39.56553550427698,D,C,A,A,0
Male,Mexico,96,-9.81001487192001,C,D,E,B,0
Non-binary,Mexico,72,3.7839080060932675,D,E,D,E,1
Other,US,89,-5.83420979155558,B,C,E,C,1
Non-binary,India,54,-129.26979208927497,E,C,B,B,1
M,Brazil,51,-96.87584368714332,A,A,E,D,1
Female,Mexico,71,2.051322037149594,E,B,A,A,0
F,US,42,54.432169357715864,B,C,D,C,0
F,Brazil,99,92.02510971082958,C,D,B,E,0
M,Mexico,97,-17.85893742919719,E,A,C,C,0
Male,China,77,-71.01690569414187,C,A,C,C,0
M,Other,87,-182.1793632971416,E,E,D,E,0
Other,Brazil,22,115.03706786631417,B,D,B,C,1
F,Other,88,2.8515492231161907,B,A,C,E,1
M,Germany,27,-28.771610603539767,C,A,A,D,0
Male,India,52,-97.34183120632203,A,D,A,D,1
F,India,65,171.67609307161206,C,C,C,E,0
Female,UK,93,-171.90507522886332,B,B,D,B,1
Female,India,18,-253.47510066363438,E,B,D,A,1
Male,India,48,-33.31872387964746,B,A,B,C,0
Other,US,33,-86.07648673553862,E,A,A,C,1
Female,Germany,46,-62.95500258402753,B,C,D,C,0
Female,Other,62,-27.268669194109602,D,C,C,E,1
Female,US,50,-64.39821259058533,C,E,D,B,1
Non-binary,India,63,164.86668252426526,D,E,D,E,1
Non-binary,India,82,-120.07760269036523,D,A,D,E,0
Other,Other,30,43.63533850482272,D,B,A,E,1
Female,US,69,53.528379702915565,A,E,C,A,1
F,US,19,-60.15598585218026,D,C,E,D,0
M,US,92,-189.94423944957157,E,B,E,A,1
M,UK,44,131.06328390463457,E,D,C,B,0
Female,UK,82,90.78056658903061,A,C,B,C,1
Non-binary,US,90,-180.6405542427589,B,B,C,B,0
Female,Brazil,78,-20.532840279246862,B,B,C,D,1
Other,China,55,199.92688214312858,C,D,A,A,1
Male,China,59,-19.73573173428352,D,A,B,C,1
Other,Brazil,29,-66.8366366456709,E,B,D,E,0
Female,Mexico,40,-66.67915812975058,B,D,E,D,1
Other,UK,99,179.67361207548478,D,D,E,D,0
Female,India,32,246.58389102117303,A,A,B,C,1
Non-binary,China,51,75.35037217278244,C,C,C,B,1
Female,Mexico,65,92.11674346812758,D,A,B,B,0
Male,China,60,68.80513137229394,B,A,B,C,1
Non-binary,India,96,81.92493717362707,A,A,A,E,1
F,Germany,83,-79.00578191042281,E,E,B,A,0
Other,Other,79,133.875014904531,C,A,D,E,1
Other,Mexico,77,206.57447455729695,B,B,A,C,1
Male,Brazil,47,2.6532959289921236,A,E,A,D,1
Male,Germany,94,-138.54133462236615,A,D,A,B,0
F,US,47,-48.00971176558013,B,B,A,C,0
Non-binary,Other,34,172.76999782271605,E,A,A,A,0
F,UK,91,74.90314067077489,D,E,D,C,1
F,Brazil,55,68.8299286049589,E,B,D,E,1
Male,China,54,-68.99133729873705,D,C,E,D,1
F,Germany,62,131.08693598802645,C,B,D,D,0
Other,Other,60,-203.11462693289627,E,E,C,C,1
Female,Brazil,28,9.296814959834856,E,D,D,B,0
Male,China,51,103.03595676104331,B,A,A,C,1
Non-binary,India,21,166.08416227872252,D,C,E,E,1
M,US,21,25.511158493298392,B,D,D,D,1
Other,India,78,112.22596274756074,D,A,C,C,1
Non-binary,UK,77,34.20793764142573,C,D,B,A,0
F,Germany,56,-15.815375694125846,D,E,C,B,0
M,Other,36,-200.2159847802344,C,A,A,B,1
Female,China,24,16.85006611679728,C,E,E,D,0
F,Brazil,46,124.77298989020629,B,D,D,A,0
F,China,54,-235.40153913447415,A,A,A,B,1
Non-binary,Other,61,121.66571985192085,A,E,B,D,0
Other,Other,19,-15.212311811569041,D,C,D,A,0
M,Mexico,77,-25.51557171963397,C,C,B,B,0
Male,Mexico,76,20.382033194728916,A,D,E,D,1
Other,Other,78,25.13030555011569,E,B,C,B,1
F,China,18,5.794652474553769,A,E,D,D,0
Non-binary,Other,45,-207.65567881352806,B,E,E,E,1
Non-binary,India,67,40.152499091552286,B,B,B,E,1
Male,India,88,117.37487829858424,D,C,A,C,0
M,China,49,-133.56657059427883,C,B,A,E,0
Other,Mexico,66,113.05934681963426,D,E,B,E,1
Male,Other,99,98.75453779459636,C,B,D,E,1
Other,China,30,39.89862287931315,C,E,A,A,0
Male,Other,60,53.82879223286532,D,B,C,A,1
F,Brazil,22,-26.425742422643467,A,A,B,A,1
F,Mexico,85,-235.62883854318244,D,B,D,C,1
Non-binary,Other,83,-6.911511226482688,A,C,B,B,1
M,Mexico,50,98.00718139078668,A,E,A,E,0
Non-binary,Other,82,5.418949457354795,A,B,D,A,0
Male,China,19,-59.35364543875274,D,E,D,C,0
Other,US,73,-60.289995781116524,E,A,B,C,0
Other,Mexico,46,175.31299874054616,A,A,C,B,1
Non-binary,China,21,-122.34963120325423,B,E,A,C,0
Female,China,64,82.34846287427304,C,E,B,A,0
F,China,81,33.56722515634094,A,A,E,C,1
Other,Germany,42,103.52311276218225,E,B,C,B,0
M,US,25,-46.06080423039491,B,D,B,A,1
Female,Mexico,42,-65.911016628142,B,B,E,A,0
Non-binary,India,52,47.18739636435293,D,C,E,C,1
Non-binary,China,82,-178.1887634931395,B,E,E,D,1
Non-binary,Brazil,87,-60.61024122665677,D,B,A,B,0
Male,India,90,-152.7377533755063,B,A,D,C,1
Female,India,99,23.06466274596915,B,A,D,E,0
Male,India,95,-127.96351000588737,B,E,C,C,1
M,India,48,-52.163499443909785,B,A,E,E,0
F,China,59,-27.21116020514065,B,E,E,E,0
Other,US,38,127.28375363925464,A,A,A,C,1
Female,Other,30,-14.51889186496437,C,B,C,D,1
Other,China,47,53.683837445601846,C,A,E,B,1
Non-binary,Mexico,41,3.689928936795749,D,D,B,D,0
Male,Mexico,68,-3.4488651970705537,B,D,A,D,1
F,Mexico,22,187.26104870152508,A,C,E,C,0
F,Brazil,97,-5.868062344428417,C,D,D,A,0
F,China,18,40.17277825343466,B,D,D,B,0
Non-binary,US,99,-74.36166538135492,B,A,B,E,1
Female,China,43,-229.98026942835193,C,C,B,A,1
Other,Mexico,21,88.41188407774114,A,D,D,B,1
Other,Germany,30,-0.2864207285151863,E,B,A,D,0
F,US,37,-149.51071885982213,D,C,C,D,1
Other,Brazil,31,-135.46435777093075,B,A,A,A,0
Male,Other,36,88.4540969959065,A,E,E,D,1
M,India,35,-34.835672194394434,B,B,B,A,1
Male,UK,64,146.42320068404157,D,C,D,E,0
F,China,86,-52.73834125924455,C,E,D,A,1
M,India,69,174.56030311935223,D,D,B,C,0
Other,Other,59,58.813359984681554,E,A,C,C,0
Non-binary,Germany,92,200.34153747911253,E,E,D,E,1
M,China,71,133.6467287221724,D,D,B,A,1
M,Germany,45,-115.84668735920802,A,A,B,E,0
Female,Other,51,98.26918106484642,D,D,D,A,1
M,Germany,30,-106.76672974103793,E,E,E,A,0
Male,Brazil,61,-86.37954860279885,E,B,C,D,0
M,China,18,73.05921114326412,C,B,C,B,1
Male,Germany,64,-144.03557999930425,B,C,E,A,0
Male,China,24,-33.457080893778,D,D,C,A,1
F,Germany,54,23.892631021379408,C,E,A,C,1
Other,China,32,-47.160703888831954,B,D,A,C,1
Other,Germany,61,44.896517470342786,C,B,E,C,1
Female,Other,49,57.046779578526674,D,E,A,A,1
Female,India,58,-50.52101546748917,E,B,D,D,0
Other,Brazil,53,54.206790881415564,B,E,A,A,0
Non-binary,US,29,-146.74603387030794,E,B,A,E,0
M,Mexico,64,97.10398367033267,D,B,E,D,1
Non-binary,UK,51,26.119940869421924,B,A,B,C,0
F,Other,61,-63.16523681106938,E,A,D,C,1
Female,UK,64,14.723019565129968,C,C,B,C,0
Non-binary,Germany,61,107.33647901626719,A,E,E,C,0
Other,UK,22,-252.41311637096447,D,C,B,E,0
Male,US,41,-139.17675722615112,A,E,A,B,1
F,Mexico,47,103.07787876612886,B,B,C,E,1
Non-binary,China,39,197.17171541835944,E,E,E,A,1
M,Brazil,57,-3.598569695151446,C,E,D,A,0
Male,China,69,3.5583128576545278,C,A,C,D,0
Male,Brazil,20,128.23242182938728,C,E,B,A,0
M,US,41,-20.197317448455287,C,D,D,E,1
F,UK,18,54.39273903108218,A,C,A,C,0
F,Mexico,67,10.096108329771642,E,C,B,C,0
F,Other,58,80.0952805133796,E,B,D,C,1
Male,Brazil,27,18.711587342088677,C,A,C,B,0
M,US,31,-6.35687236078233,B,D,E,A,1
M,China,91,-32.123075618238076,A,E,D,E,1
F,Germany,79,70.11661661455477,C,B,A,B,0
M,US,29,-24.40949739151201,C,D,D,A,1
Female,Mexico,82,-88.05741690357569,B,A,D,E,0
F,China,45,129.77444068693706,E,E,E,E,0
M,India,79,-206.33684874919442,E,B,A,B,1
Male,China,79,155.9213230738086,C,B,A,B,1
Other,US,61,-66.8769350372802,D,E,E,B,0
M,Other,67,132.81897777284516,E,D,A,B,0
Other,China,87,44.433045373155515,A,D,B,E,1
F,Germany,63,44.479519030248134,E,C,A,E,0
Female,US,89,203.80507698635148,D,E,A,A,0
Male,Other,53,55.28632680988874,C,E,A,D,0
Female,US,59,-30.82169233372373,A,A,E,D,1
Other,Other,76,42.36369811692008,B,A,B,E,1
Non-binary,Germany,80,-174.81327579763018,B,E,A,C,0
F,US,38,49.164736990773655,E,A,B,D,0
Other,US,61,33.24654311376549,C,B,E,C,0
F,Brazil,20,302.150207683487,E,D,E,E,0
Female,China,27,23.325331280812495,E,D,E,D,0
M,Germany,33,11.382952324538028,D,A,C,C,0
Male,Mexico,20,-37.5755788603355,E,A,C,A,1
M,Brazil,48,-88.80652782729231,B,B,B,B,1
Other,India,95,-54.40654659559387,E,A,E,E,1
Male,India,57,124.17655806664989,A,B,C,D,1
F,UK,83,-75.33168738063793,B,B,E,A,1
Other,Mexico,88,112.05224952206181,B,E,E,A,0
Non-binary,Mexico,25,-52.044622622623315,E,A,C,C,0
Male,Mexico,82,-30.92848372935319,B,D,E,D,0
F,India,53,21.909704860674736,B,C,E,A,1
Female,Germany,62,78.05217379492143,D,A,E,D,1
Non-binary,US,63,-105.42611274186868,E,A,D,E,1
Female,India,99,-38.749264540109365,A,C,B,C,1
Other,Other,43,85.165095390099,A,D,C,B,1
Other,Germany,74,-1.6490966193867511,C,B,B,E,1
Male,Germany,72,-89.10346300744703,C,B,E,B,1
Other,Mexico,39,146.14499252116414,D,B,A,B,0
M,US,59,75.79429980281775,B,C,A,E,1
Male,China,48,100.67333869472832,E,A,B,B,1
Male,US,82,-56.29148150045056,B,A,E,C,0
Other,India,45,23.01859886588733,B,B,E,B,1
Male,Other,79,223.2740430271653,B,B,D,A,1
Non-binary,UK,96,85.25476206198195,C,E,E,C,1
F,India,33,152.94075643532955,B,A,B,D,1
M,China,38,-1.8080676432981595,E,D,D,C,1
Female,Other,82,8.55068967285167,D,E,A,D,0
Other,Brazil,81,-99.92297508419504,C,E,E,C,0
Male,US,27,-111.6412852446772,B,B,E,A,1
Female,India,24,133.49106412589978,B,C,A,B,0
F,UK,70,97.69672016757383,C,A,A,C,1
Other,Germany,80,11.040589776144339,B,C,B,B,0
F,UK,66,101.34139635981023,A,E,C,B,1
Male,Brazil,89,65.79428080083606,C,E,D,A,1
M,Brazil,76,84.57549542825016,A,B,C,E,0
F,Mexico,67,74.34346184094798,D,C,D,D,0
Non-binary,China,44,179.96617103294471,E,B,E,A,1
M,Other,55,91.887969829382,C,B,D,D,1
M,Germany,19,64.47120805473718,C,E,D,B,0
Non-binary,India,38,-170.10296121001105,B,A,A,E,0
Non-binary,Germany,48,97.6237273985366,A,E,B,C,0
Female,Brazil,93,70.6764417281402,D,B,C,A,0
Male,Other,55,269.7903697046383,B,B,A,C,0
Male,China,28,33.94810235180811,A,E,E,C,0
Female,Germany,33,-2.771012335043914,A,C,B,D,0
Male,China,97,-61.468471521711955,B,C,A,D,0
F,China,41,-86.35280953046089,D,B,D,A,1
Other,Germany,55,185.9158537220828,B,D,D,B,0
Non-binary,UK,80,-19.295805850023473,D,B,A,E,0
F,India,86,-122.55206637401326,B,D,D,A,1
Non-binary,UK,32,96.93718063548671,B,C,E,D,0
Non-binary,China,74,87.38878746867617,D,D,A,E,1
Female,Mexico,57,137.53566790004064,C,D,E,C,0
M,India,26,109.52877405904893,B,B,B,E,1
F,Brazil,30,-149.6393664229272,B,A,A,C,1
Non-binary,Other,65,-4.003459747125366,A,D,C,B,1
Female,Mexico,31,-129.40338969190336,A,D,C,C,1
Non-binary,Mexico,82,-228.19305232573498,E,D,A,D,0
M,Mexico,44,133.86852496872567,B,D,D,A,1
M,US,39,-41.62903868293499,D,D,C,C,1
M,UK,84,-12.612911055183051,B,E,B,D,1
Male,UK,20,-1.9251594135659231,D,D,B,C,0
F,Other,33,159.7740008376424,B,B,A,C,1
Non-binary,India,55,-3.7147696724093646,A,E,E,E,1
Other,India,96,-74.45211035505787,C,C,B,B,0
Other,Brazil,86,142.24732782962138,D,C,A,D,0
Female,Germany,57,-71.6935575456104,B,E,E,D,0
M,Brazil,85,178.3056624134216,A,B,A,C,1
Non-binary,China,70,-47.4994043143541,E,E,D,D,1
F,Other,23,96.21637482991763,A,E,A,D,0
F,Germany,88,-84.79694384640362,B,C,C,B,0
Male,Brazil,74,-57.57058405090937,D,E,C,B,0
Non-binary,Mexico,18,21.417995707484614,B,C,A,C,0
M,Other,27,-23.583854766925278,E,A,B,C,1
Non-binary,Other,94,44.02486426015172,D,D,A,A,1
Non-binary,US,78,-61.364313130065874,D,D,E,D,1
M,Germany,30,-96.18818615155179,C,A,D,B,0
Male,China,90,-105.24060387386155,A,D,A,B,0
Female,Brazil,60,78.62832391244456,D,B,A,D,1
F,Brazil,59,182.91525781034753,E,B,D,E,1
Female,US,34,62.93719884000577,E,C,A,C,1
Male,China,63,125.9253954224458,D,B,B,C,0
Other,India,28,-30.566394530607212,B,C,C,D,0
Male,China,74,-1.2472581631985604,C,D,E,E,0
F,Other,63,-10.840989180644279,D,E,B,A,0
Non-binary,China,52,-63.24594859283847,E,B,C,E,0
Non-binary,India,18,-37.19410996177814,A,A,C,C,0
M,US,82,-118.81216148928802,D,E,D,D,1
Other,India,50,-85.72696407340077,B,B,A,A,1
F,Other,50,-5.3736101207698725,E,C,B,E,0
Other,UK,94,-214.391522017488,C,A,C,D,0
F,Mexico,72,139.94304116925403,E,A,A,D,1
F,Mexico,45,-187.584749577144,B,A,B,C,1
M,US,84,111.97409247526393,D,C,C,A,0
Other,US,93,-79.14661278078462,A,D,D,B,1
M,US,38,-30.588491632010932,B,E,B,D,0
Other,Mexico,93,-36.3749366534383,E,C,D,E,0
F,UK,45,90.51667374908929,A,C,E,C,1
M,Germany,64,15.45932309593239,B,C,B,E,1
Non-binary,India,75,62.990133698380355,E,D,D,D,1
Male,India,97,-40.93162902939645,E,D,A,E,0
Non-binary,China,29,64.32996777978242,C,B,A,E,0
Other,Mexico,85,-115.80551368099378,C,B,B,D,0
Other,UK,49,-218.47582781461853,E,E,A,D,1
Other,India,35,-80.86282673528873,B,B,B,E,0
Other,India,64,247.50988352929335,B,C,B,D,0
F,Germany,79,64.63413517930024,C,B,A,C,1
Other,Other,45,21.193608155753033,C,C,C,C,0
Female,Brazil,91,-69.48605280466961,A,D,A,C,1
Other,Mexico,32,-3.561061126703856,C,C,D,D,0
Female,UK,35,83.105111795383,B,A,D,C,0
M,Germany,35,58.054616264385736,A,C,E,D,0
F,Other,67,123.75360445471513,E,B,C,A,0
Female,China,23,53.320437947130905,D,B,B,D,0
Female,US,93,58.59841980533756,B,C,D,B,0
Female,Brazil,61,-107.1952858248945,E,C,E,B,1
Male,India,24,-32.946492001747814,C,C,A,E,0
Female,Other,52,29.16871107057907,E,A,C,D,0
Other,US,89,-88.41173748955131,B,B,B,E,1
M,Mexico,93,-21.261096687534927,B,A,A,E,0
Non-binary,China,70,-64.66964037868095,D,A,A,E,1
Female,India,82,35.02394347833154,E,E,B,A,0
M,China,22,45.462302793642905,C,D,B,C,1
Female,US,51,-95.50258686178417,C,D,A,D,1
Male,China,26,-152.54335000800742,C,E,E,E,0
Male,Other,62,3.046777295857516,C,C,B,A,0
Male,Brazil,43,324.84789587674493,D,E,D,C,0
Non-binary,Mexico,65,146.42348258327485,D,A,E,D,0
Female,Mexico,48,-233.41411543300362,B,E,E,A,1
Other,Other,97,11.741866954447469,B,A,A,D,1
F,Germany,95,-105.65433108302065,B,A,C,B,0
Male,US,94,37.737066550693726,C,C,E,B,0
M,UK,96,-90.77073571446282,C,C,E,E,1
Female,Mexico,72,-175.02259172456033,A,D,E,B,0
F,Brazil,83,-8.066551097040273,A,A,C,B,1
Non-binary,US,26,60.65205824646838,B,C,E,D,1
Other,Germany,27,64.66650270716052,C,A,E,C,0
Non-binary,Other,24,-25.734424441704117,D,D,A,E,0
Non-binary,US,46,-43.01195870541889,C,A,C,D,0
Male,Other,46,-34.37725623731757,B,C,B,B,0
Other,India,90,158.83487119812156,A,E,D,D,1
Other,Mexico,34,81.81419307123903,C,A,D,C,0
Female,Mexico,57,-80.35356006757202,B,D,E,A,0
Other,Other,90,131.1319002405649,B,C,A,A,0
M,US,89,47.97227361628313,D,D,D,B,0
Male,Mexico,31,128.3465510017335,B,B,B,E,0
F,US,39,52.59808596417855,A,D,A,B,0
Other,China,64,-110.26975163033292,D,A,A,D,0
Non-binary,Brazil,84,18.75433985074542,E,C,E,D,0
Other,US,56,-54.349302509470846,D,E,E,D,0
F,US,66,0.7194528965234678,B,B,D,E,1
F,Other,26,26.399469690143885,E,D,C,E,1
F,Germany,62,-24.075053896274646,D,C,E,D,0
Non-binary,India,53,23.584549142638746,C,A,E,D,0
M,Germany,92,-145.40303246958447,B,C,B,E,1
Non-binary,Brazil,72,-26.201789409487358,E,D,B,A,0
Female,Germany,18,-77.53165577328986,A,A,D,B,0
Non-binary,Mexico,52,49.694489702965114,B,E,D,B,1
M,Mexico,95,37.917979646320084,B,B,B,E,0
Female,Mexico,73,-56.30869130084144,C,C,E,E,0
Male,India,98,46.72106398174189,B,B,E,C,1
F,UK,90,181.19938408714506,B,B,E,D,1
Male,US,34,34.01645568720424,D,C,C,C,1
Male,Mexico,26,-52.65371252251241,C,D,A,B,0
M,UK,50,46.622399043612894,B,A,C,B,0
Male,UK,61,-33.52571722444625,D,E,B,C,0
Male,Other,78,135.46912526545577,B,A,A,D,1
Male,US,37,-21.336959002741526,E,D,D,A,1
Male,UK,49,88.91891930189331,D,B,E,D,1
M,Germany,88,-110.21026738117199,A,D,C,E,0
M,India,50,78.45613286781555,A,B,E,B,0
M,US,33,-99.3816744662246,E,D,C,B,0
Female,Brazil,88,-161.16186634475284,C,D,C,E,1
Non-binary,India,48,-116.84212672885232,E,B,D,A,1
Male,Brazil,76,2.674725067945599,B,D,B,B,1
Non-binary,UK,41,154.46214396410664,A,C,A,D,0
Other,Germany,74,-142.51222434414865,C,C,E,B,1
Non-binary,Brazil,77,28.697191245886057,E,B,A,A,1
Male,China,74,78.94574738654777,E,B,D,D,1
F,Germany,62,-165.39523782387627,D,B,A,B,0
Female,Germany,26,-140.5746443875633,A,E,A,C,0
F,Mexico,54,68.33781262811,E,D,B,D,0
Male,China,26,-8.814830724728374,E,A,A,A,0
Other,Mexico,54,47.22127177424617,C,E,A,C,0
F,Brazil,62,6.419244109359649,D,C,A,D,0
Male,Mexico,51,-70.53113119807244,C,E,C,C,0
Female,India,36,59.90231669112387,E,C,A,B,1
M,Other,97,-156.51203378277788,D,C,A,E,0
Female,Mexico,85,-58.01753187314348,C,C,C,D,0
F,China,23,-131.17768304708034,A,A,C,A,0
Other,Brazil,33,-45.314886389879554,B,E,D,A,0
F,India,44,71.69651391124275,D,E,E,C,0
Other,Brazil,70,52.42957837181773,E,C,A,C,0
Male,Other,26,-148.26572175640447,E,E,E,A,0
Female,Other,42,127.03402044105367,A,B,B,C,0
F,India,90,-9.441019696532775,E,D,E,A,1
Other,Mexico,25,-28.73931722780256,B,B,C,D,1
F,Brazil,51,59.74465573687803,C,A,D,E,0
Other,Brazil,43,118.10538753760791,A,B,B,A,0
M,China,75,128.60725222000923,E,D,C,E,1
Male,China,21,-60.44332228571321,B,E,E,D,0
M,Mexico,28,93.44156154454271,B,B,E,B,0
Non-binary,US,30,60.78546957717668,B,D,E,A,1
Non-binary,UK,57,-130.2801480921925,E,D,D,E,0
Female,Brazil,31,-30.117773231615523,A,E,B,A,1
Male,Germany,31,153.67913521791647,C,B,E,D,1
Non-binary,Germany,31,28.802580784595115,E,D,A,C,0
Male,Other,46,-34.22293819308202,C,D,B,C,0
Other,Brazil,52,13.892877011586197,E,B,B,A,1
Non-binary,UK,33,-3.2390960073110278,C,D,C,D,0
Female,Mexico,34,33.637273126463796,E,E,A,D,0
F,Mexico,31,-13.300631915863667,C,C,C,B,1
M,Mexico,57,-105.50232269566699,A,C,D,B,1
Male,China,65,-120.71807836587716,B,D,C,E,1
Non-binary,UK,82,-47.97849502137193,E,B,C,C,1
Other,India,72,-99.92440954909827,C,A,D,D,0
M,Germany,45,-66.50831183074976,E,E,E,E,1
Other,US,19,-67.54005098113184,E,D,E,A,1
F,China,73,-80.35287442469541,C,C,A,E,0
Female,US,99,134.81276986848388,B,E,D,E,0
F,China,63,48.08017470254557,A,B,D,A,0
Male,UK,48,145.68276961887662,A,C,C,D,1
Male,Germany,21,68.40815346553927,D,B,B,E,1
Male,Other,29,50.265103951129255,C,B,C,E,0
Male,US,76,-84.05822803910145,A,E,D,B,1
M,Other,58,-39.98553857962365,E,D,D,A,0
M,US,39,24.67863590164959,E,B,C,B,1
M,Mexico,64,-77.75960139559578,C,B,A,B,0
Male,UK,34,-220.90114551063377,D,C,D,A,1
Male,Mexico,47,-4.6929226845460255,A,E,B,E,0
Male,UK,73,107.06059953335938,A,A,B,B,0
Other,India,39,-63.191355437107035,E,E,A,D,0
Other,US,48,-19.951893660426652,C,E,B,D,0
Male,US,81,7.246696609072199,C,E,B,D,1
F,US,77,-96.7259634477868,A,E,A,D,0
M,Other,95,-10.18699633220893,A,D,B,B,0
M,Other,75,105.85628635036024,D,B,E,D,0
