age_range,disabled,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
18-25,Physical,Germany,D,E,B,-35.38407781992432,C,B,-18.876361189930886,117.19034227511851,63.16054121466734,A,1
65+,No,Other,C,D,E,-60.636997679911545,B,E,-65.64038496047534,-97.60271050542335,15.319475480288222,D,1
51-65,Yes,US,C,D,B,-38.03735317972438,E,E,-108.18906525194134,-133.0553489805701,43.33267519424628,B,1
36-50,No,UK,A,B,A,-29.15571536201246,B,B,-183.73998588787043,9.595313862710238,-24.385411134275834,C,1
18-25,Physical,Mexico,B,C,E,-129.44471027047493,B,B,-119.61488139671594,115.49409468332881,60.501698560210826,A,1
26-35,Yes,US,D,D,E,-20.20586622887143,A,D,117.93769640711358,-14.684079937036973,62.49593533182919,B,0
51-65,Both,UK,B,C,D,69.4119368582804,B,D,-74.28371956163163,173.93971945379732,5.417051093001379,B,0
36-50,Both,Brazil,E,A,E,-98.2280360943409,B,D,-0.16578636202069089,28.878430285583956,51.45210213118556,E,0
18-25,No,Mexico,E,A,A,53.987529290046155,E,D,61.82299472144024,-80.90599112414998,12.317268949709224,B,1
18-25,None,India,C,B,A,52.87038275140756,E,C,115.82652705370752,-40.560392675415066,-147.18876543693128,B,0
51-65,No,Brazil,D,C,B,100.68514892357807,A,D,67.39213043230264,-72.48303556437436,-32.09565166989846,A,1
51-65,Physical,India,D,D,A,83.8038254690884,B,E,137.26834582416188,-92.45386588643518,94.45335616328079,E,0
65+,None,India,C,C,E,40.447693248348585,A,E,214.52796149688055,-16.105002638582015,-116.54673902839157,D,1
51-65,Physical,Other,A,E,E,-266.2024324964867,B,B,85.53288448507851,-40.54557388076236,-58.812711170356025,E,0
51-65,Mental,US,D,D,E,-14.425517899840488,C,B,63.55697652326451,-32.323302949222224,76.5910553633504,D,0
18-25,Both,China,D,A,D,5.081362640224408,D,A,150.461763857209,71.44903846850438,65.92642596619048,A,0
18-25,Yes,Brazil,B,E,D,-56.44591154390335,E,C,-45.41763749236556,19.20016429060319,64.49404175460144,E,1
26-35,Physical,Mexico,D,E,B,7.592018145077072,D,D,-85.99964167627277,31.656657549939165,90.40365686690842,E,1
36-50,None,US,A,E,E,71.73414031108479,C,D,-158.9927414242579,-77.30664188380324,4.139368902093745,B,1
65+,Both,Mexico,E,E,A,75.15202550657872,E,B,-66.73750707803764,-140.90882480289295,-122.76355794215242,E,0
36-50,None,UK,B,A,A,-225.4650729581491,B,C,370.6424379159428,-152.96965811959188,84.05822635662665,E,0
36-50,No,India,C,E,B,-62.079941765160264,C,C,29.165159684895354,3.944665567276015,60.30741231948926,E,0
18-25,Both,Other,A,E,B,-189.49767018652147,D,C,-78.66933775208878,27.983216659032763,16.41158695088891,E,1
65+,Yes,India,A,A,A,63.9100947735221,A,B,173.18528696979584,103.79967741211915,-84.67622374677492,A,0
65+,No,US,D,A,B,50.84888709038425,C,A,131.30519262955102,-50.88378029127236,105.81751251712892,D,0
18-25,Mental,India,B,B,D,-98.3460993560463,B,A,-163.58685697747774,-3.962553331558933,-196.00455871771237,B,1
36-50,None,Mexico,A,A,E,-78.78342756372945,B,B,-60.82777297836225,-70.35468734487043,0.49785094564485205,A,1
26-35,Both,Brazil,B,D,B,148.59269732380116,E,C,150.123094927373,-61.378017383340634,141.7305817504081,B,0
36-50,Physical,Other,A,E,B,21.21783265452491,D,B,-155.16435907998576,-69.2191971438572,-18.91942241219208,E,0
26-35,None,UK,C,A,E,109.62486789322476,D,A,9.033348383349903,-55.58055394025341,61.923972600957136,C,1
26-35,Mental,Brazil,C,C,B,65.99658656782597,D,E,-79.97889815625298,-108.41019433512685,120.56478911407214,E,0
26-35,Yes,Brazil,E,A,A,112.88161857316726,E,D,23.411909572363513,90.311686555208,118.61603264718244,A,1
26-35,Mental,India,D,D,A,79.45000284273482,E,A,56.1905690604805,-30.779423509887582,-24.951340846563014,D,0
65+,Mental,Mexico,C,E,A,-10.653691423052146,D,B,172.39651941085364,54.842743888933164,16.672804244653538,C,0
18-25,Yes,US,E,A,A,-11.140933553209779,E,C,1.6529970146942086,49.243968785374065,-41.32479621535269,A,0
18-25,Physical,Other,B,C,B,-59.91587538648212,B,E,37.611829041356316,-89.8013093548218,-162.68811189702305,E,1
65+,Both,India,B,A,D,21.29308827745607,D,C,-20.357865833290198,-1.5846079733018164,-45.82374186818233,B,0
51-65,Yes,India,A,C,C,-10.19987935523251,A,D,102.01070891530375,71.62045593937036,28.885530548043945,B,0
26-35,Mental,UK,E,C,B,-18.725046809461006,E,B,65.11720733941637,120.97663035399988,-49.80971567754949,D,1
26-35,None,Brazil,E,D,E,-75.96940163386186,C,B,-65.75885667842033,7.02966554135303,30.834173856319204,A,0
18-25,No,China,E,D,E,97.50316512535584,D,A,-150.11249114175632,46.80931965969251,151.2095064647466,A,1
18-25,None,Brazil,E,D,A,49.98299433788079,A,B,-203.05479991052303,118.63172775845705,161.23656719257704,B,1
65+,None,Germany,D,B,A,82.03668392613419,D,B,-25.19307322531129,-24.19442946265506,-106.82252604999958,C,1
51-65,Both,Mexico,B,A,E,-106.34087368365057,D,E,-80.32266091018289,83.74210870134621,39.68083773749011,C,1
26-35,No,Brazil,D,B,E,-70.52031568341525,B,C,-71.49635959871705,-98.51536138463045,-34.16893761466259,B,0
26-35,None,India,E,C,C,-23.903952257867857,E,B,172.70076135603614,-95.93889221512877,-95.1801647370475,A,1
26-35,Physical,Germany,B,B,E,104.85390086084088,B,A,153.64242084911712,83.67719550891196,-114.3341666198919,C,0
65+,Physical,Mexico,E,E,E,-40.2511403707214,C,A,-71.03270758358343,166.0157026161419,-36.05470772924366,D,1
26-35,Physical,UK,B,D,B,18.92897576201391,A,D,19.714515418739758,148.58328708111486,-18.202231988442325,C,0
18-25,None,Mexico,A,C,D,20.392602970109824,B,C,-119.93201330888417,-238.91136201849372,157.91297802944786,E,1
36-50,No,UK,C,E,B,56.42188650676127,A,A,-44.4579104130672,122.82715636946291,154.01861417502093,E,1
18-25,None,US,D,A,A,126.38000847074812,B,B,-213.44990958131982,11.120833152779069,13.356158650086222,E,1
18-25,Both,Germany,B,A,E,63.98435398637773,E,A,-50.8512580782039,-10.10534344056315,-125.74337274047036,E,0
65+,Mental,China,D,D,A,-100.50759597543014,D,B,-71.42379421779265,150.1768084419362,-94.3376614784331,D,0
26-35,Physical,Mexico,D,B,B,88.33078917379507,E,D,-50.13014578939783,-4.85651162235609,1.8995930443145044,A,1
65+,None,UK,A,A,C,7.474555063388999,D,E,-91.18570365326478,-167.92188448143142,23.70833128241308,A,1
36-50,Both,Brazil,E,D,B,-313.1469884345215,A,B,24.474569470888476,-64.23865407778872,-124.31155003665113,C,0
51-65,Both,US,B,D,E,-18.486042180877632,A,A,189.01805606980992,216.56423260504033,-154.63854914863344,B,0
65+,Mental,Mexico,C,E,A,-26.038575907352605,A,E,60.04298281510601,-115.77244726276605,18.662505678669543,C,1
36-50,Physical,India,D,B,C,-93.55499791262066,D,D,-42.58763765522461,22.76958557659224,81.28310776165615,C,0
65+,Yes,UK,D,A,C,203.70049646743752,D,A,-77.37256827787147,-79.86851370299325,-65.40969620596117,B,1
26-35,Mental,US,C,D,A,19.147153910407987,A,A,-22.655419989681178,42.48315646907546,-125.79424994879645,A,0
26-35,Mental,US,A,C,C,1.1403571153775691,D,A,129.59485322782933,49.07926197781773,-164.09846012983982,E,0
51-65,Mental,UK,E,A,D,122.70639607621334,B,D,-286.1273752744128,-53.50879085836109,-38.72454434487123,B,0
65+,Yes,Mexico,A,C,D,-117.98704403720342,E,C,-90.99280237689686,-105.61339061610728,-105.82754509141084,C,1
36-50,Physical,Brazil,B,C,E,5.4866912181211385,E,D,-95.43971304787424,-68.75752279172805,-95.3521895866921,A,0
36-50,Yes,Other,A,A,B,113.5671720905314,A,C,63.85487355182008,8.65979380521364,65.27424795283194,B,1
18-25,Mental,Germany,B,E,A,-11.313503824020943,D,D,2.1523457960337993,57.42838042405912,-40.79651479132501,D,1
65+,None,UK,E,B,E,-56.331322057685206,E,A,65.92964984985049,41.81628811315245,72.64721504398828,A,0
51-65,No,China,B,D,A,-97.73109865198492,B,B,-51.0350828805817,-153.32653590792958,-78.55484150218388,E,1
36-50,Yes,US,A,E,E,58.90247452636882,B,B,3.1303325272549913,3.0885929975890147,207.4785160621278,A,1
51-65,Physical,India,A,D,C,-140.0231689611226,E,D,54.70580234310602,-101.34943994886399,-23.168230791943692,D,0
65+,None,Other,D,C,D,11.694332217854575,A,A,-103.93779180294756,-60.51675425829861,-85.20684670683355,A,0
36-50,No,Mexico,C,D,A,-200.13425180907595,D,B,-156.066606198316,109.31742317175701,-88.89801235846976,C,0
18-25,No,Germany,E,A,C,69.40168328758199,A,D,43.79016506665421,-65.61722148814489,73.4790903234765,D,0
51-65,Mental,Other,B,B,B,34.516793646112625,B,C,26.617602020351395,74.98923477285858,-28.997698669557835,A,1
18-25,Both,India,E,E,D,17.64194841850708,B,E,136.51917738641708,-55.851877446614004,111.51557578313718,E,0
65+,Both,India,D,C,E,-48.804343379848476,C,D,-83.6686141928365,36.85472215622478,85.11027339009478,E,0
18-25,Yes,India,D,B,C,-13.20581218310741,C,D,-45.76868720552971,-52.171925169212315,118.64357255445583,C,1
65+,None,US,C,A,C,-4.621870972935244,D,C,34.47649020374301,-9.507074251267786,71.78285007478398,D,1
65+,Both,Germany,C,E,D,-143.4931624203054,B,A,5.902453061043774,44.9480222113977,-134.06209194852468,C,0
65+,Yes,China,A,D,E,-80.040799341997,B,E,-73.58430523019722,28.182998769903783,-28.0328678524079,A,0
65+,Mental,Mexico,D,A,C,19.497014009876334,A,D,44.830498811514744,20.110915333181786,-55.88399686716811,D,0
26-35,Both,UK,E,C,E,-151.09889287981528,D,D,99.31621034220677,-110.28047405300494,51.440162614472705,E,0
18-25,No,China,E,C,A,-25.95888836388059,C,A,22.62495165060138,-23.956565222061585,-76.63885336277217,C,1
65+,None,Germany,A,C,C,-119.6352640552047,B,E,-29.291957089087234,-41.65040866979206,-88.9239911321928,A,0
18-25,No,Other,B,D,A,-22.748494455917267,E,E,-175.8914478831539,48.17708002642936,-33.949380873767886,E,0
18-25,Mental,Brazil,E,D,C,-6.259497059999165,C,E,84.82658369292184,119.77296831481365,97.66166370964162,A,0
36-50,Yes,Brazil,B,C,D,33.640283134583775,C,A,32.70608302986247,-97.5399052007073,117.83023022839262,E,1
65+,No,Other,C,A,C,59.11294090527323,D,C,86.04264180559397,33.40190407771972,-238.7175948360483,B,1
26-35,Mental,Other,B,B,A,182.4821723431517,A,A,-37.66519439731869,-211.8020624442898,22.269532919831008,E,1
26-35,Mental,Mexico,E,D,A,-21.342698523577614,B,A,-4.607494087732567,51.51265626491268,-42.97060740610656,E,1
18-25,Both,India,B,E,B,11.80988271066869,B,A,-20.19709786269882,-157.67362134974445,-57.60180070417251,D,0
65+,Yes,India,B,B,B,86.83644484952735,C,A,-128.03914186621236,14.515322771944113,-131.31866029914696,C,1
65+,Both,Other,A,C,B,-58.28716690647651,A,B,-104.13155025542832,-166.3878906454243,-133.54008940089204,D,1
65+,Mental,Other,B,B,C,-58.78202779724773,E,D,6.345596114165371,-25.58719458330609,69.25149226339097,D,1
26-35,Physical,Germany,D,D,E,-15.241887339421153,E,D,-93.42131068729064,162.51239997651746,111.54049495653777,A,0
51-65,Mental,US,D,B,C,138.54924081540904,B,E,-12.613633272972754,-69.19501440158623,36.004025771326766,E,0
65+,Yes,Brazil,C,B,D,-10.67740109669822,E,B,-128.07664158372882,-12.569045335121476,-82.06856775573908,D,1
26-35,Physical,US,B,B,B,-22.798864338888798,E,A,1.2117489298421653,-156.99139468632802,19.741841610956364,A,0
18-25,Mental,Mexico,B,E,B,113.72254291124622,C,E,-114.24721482886022,100.3031297331439,142.4894141568336,B,1
65+,Both,China,A,C,C,36.70455128007212,B,E,-11.253444028607932,118.78199497772613,1.0285914065065256,D,0
26-35,No,UK,A,D,D,-64.24333438293571,B,D,129.18859851243695,-18.393455396356106,-34.948060825516606,B,1
36-50,Both,Other,B,B,B,118.53978788923013,D,E,-7.63357480285963,-14.568802055813586,0.4657654713457523,E,0
65+,Both,Germany,C,C,B,52.39137100969881,C,E,-50.11200457889803,-104.57581016089117,-249.4487665623141,C,0
18-25,None,Brazil,E,A,C,-51.142223931757094,E,C,-29.70863957996826,54.02478493678843,31.437204144401186,D,0
36-50,Both,Mexico,A,A,D,-50.64923422261097,C,A,-40.84824483304109,2.4419091532118546,95.44260053672144,D,1
18-25,None,Other,D,E,A,-24.640360204269818,B,D,128.20239226232647,37.42708144568476,-155.79982200268958,C,1
18-25,Physical,India,D,D,C,191.103126281544,C,C,117.63145589938556,-65.54361514059393,-4.391370572420199,E,0
26-35,Mental,Other,A,E,A,-103.28702778429087,D,A,-164.0719659750065,-58.17412512948845,-14.666982738032793,B,0
26-35,Both,UK,A,B,C,62.241123112082796,B,B,-28.321668102184216,11.650838530993967,240.53083764654198,B,1
51-65,Yes,Mexico,D,E,D,-18.975766146769647,E,B,24.809082420649467,-34.677322016510104,51.98144023547928,E,1
36-50,Physical,Mexico,E,A,E,61.722065922133226,C,C,-203.763062629125,102.6276465679253,9.731100668586597,A,0
36-50,Mental,Germany,B,A,B,6.525663453425504,E,B,-157.95442743110917,-65.70548436724913,21.60127300354302,C,1
65+,Yes,US,B,B,D,-24.567105761995823,B,B,39.84615858862463,20.768326290838978,80.81940429225773,A,1
65+,Yes,Germany,E,C,C,143.0991599758215,E,E,81.92641762460379,123.31290679855229,18.21073169990968,D,0
51-65,None,Brazil,B,B,D,-117.90030334486643,A,E,-5.771913700365597,47.85275633392476,104.60695017097399,C,1
65+,Yes,China,D,B,B,-91.14552128538213,E,A,166.37472610079766,19.19760064892176,-93.76224650157971,C,1
26-35,Physical,India,A,D,A,-108.36939866919009,B,A,15.624599410501409,-10.45676649633758,-347.03055789628394,B,0
36-50,Yes,Mexico,A,A,C,51.15248052398075,E,D,32.500559632201856,-11.813051205887975,-23.109379725010974,A,0
65+,None,Germany,C,E,C,-10.011302978497378,C,C,154.34010876174952,19.695840703011044,67.58300345069554,E,1
65+,Yes,Mexico,D,A,D,-144.32342175459306,D,D,-190.25339430582636,149.1765840315824,4.41815159373737,B,1
18-25,None,UK,B,E,A,-75.44055854315498,E,A,-79.7959316561446,-53.59954333318846,-80.05716303655261,C,0
36-50,Physical,US,B,A,D,50.07875209465149,B,D,174.49414345944663,253.35258764124106,-152.73006414964684,D,0
36-50,No,India,E,D,C,59.98590239120143,B,B,-211.6035841972313,-68.11765264973461,-34.575064214276416,B,1
26-35,Mental,China,A,E,B,-19.06800749947294,D,A,-107.47424878853506,-60.10307288506031,-194.72509846161762,E,1
51-65,Mental,Other,B,D,E,19.273744086904802,A,D,-2.3987459279298435,-46.50942539066692,-156.87800303519842,A,1
18-25,No,Mexico,C,A,A,-96.04234749523071,B,D,22.106161351508856,-30.945843320855214,158.03394993297078,D,0
26-35,Yes,US,E,C,A,-51.76571448178638,D,B,75.05169689567578,-27.03798152386261,-38.18164342237629,C,0
65+,None,Other,D,B,C,-16.6865239543366,B,A,30.25512332110486,36.876626916534306,126.01063487011004,B,0
36-50,Mental,Brazil,B,D,A,93.1290612745859,C,B,-121.40357129319503,4.437611714516743,-78.57421883949374,E,0
51-65,Yes,US,D,D,B,-0.4394595716381602,A,E,-3.794692132027735,-43.09419439648099,-85.88519185537014,A,0
65+,Mental,UK,C,D,D,130.0803445782749,A,D,2.596014464349026,-55.2190980237943,42.252698149693515,A,0
65+,Physical,Brazil,B,C,B,-24.42543188460715,D,A,184.57769490226303,-190.1056000223857,-106.76065289478139,C,0
18-25,None,China,D,B,A,97.34013766034147,D,C,58.9490398670104,-60.19968225881682,13.518652352966786,E,1
65+,None,US,C,D,C,-33.83481255894946,A,B,-86.21457577852631,49.71596403823617,187.0793790253019,C,0
65+,No,UK,C,B,A,67.63960376208601,D,B,91.38754058704599,-72.28272272250129,-41.7988173737918,E,0
18-25,Mental,India,B,C,A,-58.405220203444394,C,D,113.57130765407337,112.31661144749643,134.54169314411791,D,0
36-50,Physical,Other,C,B,B,45.66321447029789,C,C,-36.9773112896392,110.87047500553399,-81.43491718242544,A,0
18-25,Physical,India,A,C,B,272.04551732391576,D,D,-163.63473561809494,-224.2059406950081,-176.4870854647163,E,0
36-50,None,US,A,E,A,272.8825849035097,E,C,-101.115962342771,172.48872074696996,-34.11492497421864,A,0
36-50,No,China,E,E,A,26.90992425621852,D,E,-29.83807083435202,-1.7300035137676018,212.8443036852722,B,0
51-65,None,UK,B,B,D,100.12920025817643,A,A,-81.98061286759634,-104.45000905284397,45.19472216878038,D,0
26-35,No,Germany,E,C,E,-19.14568837130651,C,B,-53.706610154079684,107.61389146133796,-235.38152328031566,D,0
18-25,Physical,Mexico,B,D,B,-29.353098507564702,D,D,-35.85081347696244,-12.64501149514119,3.5413165299181544,E,1
36-50,Mental,US,A,B,B,76.77652358330414,E,A,-138.9172065067361,-56.43253477829142,11.81654665110555,D,1
18-25,Yes,Brazil,D,E,E,49.34823693215172,D,C,-96.35426530827085,-79.73995415074776,-64.97131457385636,D,0
26-35,None,Other,A,C,C,85.95298955045571,B,E,-26.021906408264574,16.829157397417877,58.327451875048176,D,0
36-50,None,Germany,B,A,C,163.98428025520715,B,D,-49.60482165877541,21.479400480498924,-1.5109227573458033,B,1
65+,Physical,UK,A,D,A,161.19505595729996,A,B,17.16738798266297,-131.09462019538455,-159.77008403173528,D,0
65+,No,Germany,A,C,A,-58.135431371708925,B,D,-57.56049826505121,-38.85272585617084,48.45703321525098,A,0
26-35,Physical,Germany,A,D,E,38.76804340627527,A,D,-91.16019506739319,147.85441995908212,-74.9218771668126,B,1
65+,Both,Mexico,B,E,A,-73.21454137197408,E,C,147.64365740691036,89.6583898834196,-15.853082544775216,E,0
51-65,Yes,China,C,D,C,-81.85823897861475,B,D,-144.0515046318718,199.57150482532694,-173.43703032350524,C,0
36-50,Mental,Germany,A,B,C,-41.2185334816253,A,B,42.60601255868524,-159.49489982178812,-61.76597811262023,D,1
36-50,Yes,UK,A,B,E,55.36125665523021,D,D,115.80747093719994,-172.19708538907534,152.7135324684328,E,1
26-35,No,India,B,D,A,201.96046625043093,D,E,-95.57984120921206,-17.048547717983766,40.5396441019749,C,1
18-25,None,Germany,B,D,A,0.8788371973082373,B,B,171.50526419704292,160.52068406554667,27.60318110837867,D,1
18-25,No,Mexico,B,A,E,-88.9277094972454,A,B,59.489651318625484,-153.7027911741211,33.7932037585085,A,1
65+,Yes,UK,A,D,B,-6.495156340594503,B,D,27.598243633858733,-93.28693012780256,-99.95224373874139,A,0
51-65,Mental,Mexico,A,E,B,-19.298907563360526,A,B,36.52616157020516,125.38055114747748,-223.26911880120156,A,1
26-35,Mental,UK,C,C,B,-97.51237433905347,A,C,49.37117275326031,61.68464227993988,206.8154233605079,B,1
51-65,Physical,Other,C,C,A,-66.04865090989523,A,E,-134.5443946727506,-286.63746892338435,-91.63084565192067,B,0
18-25,Mental,Mexico,B,E,E,118.61416606622632,E,E,105.57409590031233,-172.07733918930498,43.81718605253788,B,1
51-65,Yes,Mexico,A,C,C,45.30390004785948,A,B,-50.521200729596636,-116.55207197527919,-89.73589111997929,B,0
18-25,Mental,Brazil,E,B,B,84.06727247021695,E,D,0.821560945769499,-50.2495223254742,-23.987796262051592,B,0
18-25,Physical,Mexico,D,D,E,214.4835861711222,E,C,-54.29851579802338,-42.74980138334665,37.93317117239587,E,0
36-50,None,Other,B,A,B,105.89380355639845,D,E,128.50256908024863,-2.0669151657957747,1.7860581246074505,A,1
51-65,Yes,Mexico,C,D,C,17.217622855286816,D,C,-9.11627009295138,-19.82579233094975,-17.064552549685114,B,0
65+,Mental,Brazil,C,C,B,-89.1447786043591,A,A,62.69308426158491,59.946394863987415,170.04910086440677,C,0
65+,Mental,Germany,B,E,D,-133.28346689130743,D,D,-13.805006059869124,-126.24716788573632,-42.84294294989344,C,1
26-35,Physical,UK,E,D,D,16.949010939625957,D,B,5.071324832204168,181.6548679829314,-63.59508745813021,B,1
26-35,Physical,Other,E,A,A,71.50283726534109,A,A,-3.183552416376138,-8.227486916947345,101.99109263006156,C,1
65+,No,UK,D,D,A,-46.64487370680784,C,E,24.744865327957605,-58.82421633055744,71.45107212876441,E,1
18-25,No,Other,A,A,E,26.16289684478564,B,A,-13.690540267950894,127.39140317238467,97.83285281043433,D,1
51-65,No,China,A,E,A,-111.85698861733565,C,B,28.315750959898217,-138.99651515849624,123.85726629983888,B,0
36-50,Physical,Mexico,E,C,E,-175.24368439047015,A,B,108.68329402097767,103.89214257611555,191.19636233822357,B,1
26-35,Physical,Brazil,B,E,B,-75.18824891321934,C,C,-105.29983955418504,-35.68473583198926,-161.586373373703,E,1
51-65,No,Other,D,B,A,183.27629048956916,B,B,-80.41776981514073,118.43434533473398,-179.0039058065749,B,0
65+,Both,Mexico,D,E,A,2.4808448329883257,A,B,-54.40072029134836,39.41325185085993,-62.40231942913258,D,1
65+,Both,Mexico,C,C,D,-1.085735139496852,A,B,-152.20283253913942,-45.87516513313387,-97.26688224883067,C,0
18-25,No,Germany,A,D,E,144.2950837912873,E,E,-214.2846288619706,48.01549781103196,77.77847521905571,A,0
65+,Mental,UK,B,A,D,-64.54042421569905,C,D,59.39749545042468,10.75732280045102,26.65376928483737,B,0
26-35,Both,Brazil,A,C,D,-43.20906878520191,B,D,-18.977188375184458,124.46856485064195,-51.06271082479691,A,1
65+,Both,Brazil,C,E,A,157.36856260749158,E,E,3.759351535659558,19.532630266367075,-48.54949119569948,D,1
51-65,Physical,Mexico,D,D,D,67.1573076747855,D,B,-42.100348986660805,-184.406391585022,181.6813308593467,E,1
26-35,No,India,B,A,E,89.574533711754,A,A,-26.356672659369572,27.11100811818095,63.19145546414076,C,0
65+,Both,US,C,C,E,-106.80809452076394,C,C,-213.54647790144168,60.21432483297625,2.0195214087289375,A,1
51-65,No,Germany,A,E,C,37.010291117318225,A,B,2.551165854940666,27.39254465180699,-125.21717277041687,A,0
26-35,None,Mexico,B,E,D,-70.83398864659107,C,B,40.38193839501335,105.07890135533533,-47.28273141587657,A,0
18-25,Mental,US,C,A,B,145.92936430681567,D,D,-24.7215468032665,-64.40207131634429,47.00802542198471,C,0
26-35,Both,China,B,E,C,75.04483891371102,D,A,-51.5890811060366,-105.59133861943808,-8.850628855093468,E,0
36-50,Yes,Germany,B,D,C,76.99994229417435,D,D,79.92410603169911,-20.6982125095964,-109.20502865451598,D,0
51-65,Yes,Other,B,E,A,191.9831608491908,C,D,5.687989334889887,49.79153430209929,-200.3518858709235,C,0
18-25,Physical,Other,B,A,E,-132.26225011672895,B,D,160.73643546351914,-116.12104778619864,-74.42888758658722,C,0
65+,Physical,US,E,A,C,-29.647787794950325,B,C,38.40238320028226,-102.52395192812797,-11.16118720129204,E,0
36-50,No,India,C,C,D,37.22365209798807,A,C,-95.36685966548045,-129.93833937842888,17.298061883814846,E,1
18-25,Both,US,B,E,D,0.01616626825781172,C,B,248.6670990378088,-64.62248969738295,76.01879779341974,E,1
18-25,No,Mexico,A,D,E,-13.256354463532233,B,D,-81.627805254414,114.01981727647758,16.860713972620747,C,0
51-65,Mental,Germany,C,E,B,-163.995177205741,A,D,248.9551390910926,-68.60958928444593,-90.15457213953663,D,1
65+,Physical,Germany,E,B,E,-30.88130938263719,D,A,48.36997837919204,138.81973723007394,23.180875651133086,A,0
36-50,Both,US,A,C,A,-66.1590923901338,E,C,70.32305074570367,175.7508028549621,3.3072031379279005,E,0
65+,Mental,UK,E,A,D,-61.46164490442594,D,C,72.31853190309782,-110.30429614683845,-126.14431800497967,C,1
26-35,No,Brazil,A,B,B,-147.2781824878452,B,C,116.80532299687958,-36.200574737811166,-77.42724069692372,D,0
18-25,No,UK,E,D,B,187.8609359943557,C,A,-38.93341167496033,68.40737618896809,104.17819297537174,B,1
36-50,No,China,C,B,B,131.24222532592896,C,B,-4.254923888693677,-155.96567612427782,-85.15250939164358,A,1
26-35,Yes,US,D,D,A,-88.75647251860158,D,D,86.8574496178597,40.59805198085158,129.04586681566835,B,0
26-35,Physical,India,D,C,A,272.20937594432297,D,D,84.88500752829032,-98.23123003565908,116.89078304338065,C,0
36-50,Both,Other,A,D,E,24.80358323418574,E,D,8.22255279246083,-156.61449568622203,5.743769880478751,E,0
65+,Mental,China,C,C,E,-82.14335548351323,B,A,17.906090022198374,18.80278351814713,62.605282673782334,D,0
51-65,No,India,E,E,C,49.11937803607746,E,B,-51.02291774284253,61.5880883579233,16.949057228891707,D,1
65+,No,Mexico,C,E,C,-39.85705916921025,B,C,-52.81653392600153,-9.93626409331972,29.80942783470222,B,0
18-25,Mental,Germany,B,B,C,87.85790314692656,D,E,-7.345286107000945,-105.03608343755172,-20.31911301599439,A,1
18-25,None,UK,E,D,C,-108.48457675932475,B,E,128.44749103824023,-215.67276113395147,113.35265596771451,E,0
36-50,None,Mexico,E,E,D,-64.46026141804435,D,A,155.938406080315,24.341469564040608,67.26418808126562,B,0
18-25,No,India,E,B,B,48.456070088491245,A,B,70.32675393829241,34.29137271589036,-97.27481798461233,B,0
51-65,Both,Other,C,C,E,-63.170415131031696,C,A,-46.38575734796219,67.9772959415922,-77.07328465378276,A,1
26-35,Mental,Germany,A,A,B,-62.876131534609506,C,B,-17.474253912610774,-134.0661183771761,80.46809100048145,A,1
36-50,Yes,India,C,E,B,91.54749346797941,B,E,77.35155960936085,-93.17442870838755,36.6741462282339,E,1
51-65,Mental,Brazil,B,C,E,30.343520921292455,C,B,189.48777808982817,-17.04072568922831,105.65084484708336,C,0
36-50,None,US,A,B,D,22.415661898825842,E,B,3.3924926483975923,-10.404960305487197,103.42128854954551,D,0
18-25,Both,Other,C,D,D,36.7561489225095,D,C,-18.18409575913009,-110.11166728064347,-114.8776909049467,E,0
65+,Both,Mexico,E,B,D,-110.73257964834376,D,E,-6.1727309849639,146.01349981307678,-30.959157163675144,B,0
18-25,Yes,Brazil,B,D,D,-194.38781236417418,B,C,21.481366573793455,10.37026521087404,-156.99447039449385,A,0
51-65,Both,India,B,A,B,-123.98215325659206,C,B,-39.463941242020866,-17.140969844599084,-17.308432858974303,A,1
26-35,No,Mexico,B,B,B,24.753806413983355,A,B,56.12079711567994,-17.124305580636975,5.083668787652364,B,1
36-50,Physical,Germany,C,D,B,176.027277373689,C,E,-108.05421585157104,94.32306821161146,-89.98080498740836,C,0
18-25,No,Germany,B,E,E,87.6883915136049,B,B,-96.76858639896516,109.12664618737087,84.09793631326689,C,1
36-50,Mental,India,D,B,D,-150.54630505142848,D,B,52.11086933388871,42.29885563052515,-81.7698546997475,E,0
36-50,None,Mexico,D,E,E,83.30997343589121,A,E,-25.707387605023296,-151.70335654416243,-99.28047805199213,D,0
18-25,Mental,India,D,B,A,-29.667600517903413,C,E,-105.1101617955255,58.48993517947735,-114.98871580938001,D,1
18-25,Physical,US,A,B,D,-148.38481640638688,E,B,33.8506683285122,38.78734647198913,-207.2468432340523,B,1
51-65,Both,Germany,E,B,A,62.22276341181053,C,A,-80.5401062138354,-42.31384564234505,-110.59706444367308,C,0
51-65,Physical,Mexico,C,E,A,118.64130379591495,C,A,-4.5658258248266215,-41.268610572035136,13.079330113725742,C,1
51-65,Both,Other,C,D,B,-3.9903615629641993,A,A,-79.39221962658152,-67.0622638701805,50.01477225237467,B,0
36-50,Both,Germany,B,A,D,99.78866089611931,A,C,-57.98104504929506,32.72105893280872,168.8499406046473,D,1
36-50,None,Mexico,B,E,C,83.59783753082245,C,A,-108.84583113197914,-85.73726933552894,-120.63007048666634,D,1
65+,Mental,China,A,A,C,197.6211652665806,B,D,-19.359882907706798,157.72635469983297,-43.62091311285571,E,0
