Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Mental,-82.08912865180238,B,C,A,A,-88.54533152731409,-118.77797883461206,C,110.55791270049171,A,20.1463654769473,B,B,C,29.84109854507155,-53.90072210165505,0
Mental,264.1601387047,B,C,D,E,62.457973261807176,156.93006818590135,C,22.09977680977095,B,5.826908101767605,C,C,D,-130.79028852570843,58.20999434727949,1
None,-36.79850903075088,E,E,E,C,-159.80128914149762,-58.107527387647295,C,-32.505986234179915,C,12.13348061470341,C,C,A,-34.431691440459154,-31.924998725178384,0
No,51.12521857276957,B,C,D,C,-50.49233529068575,-56.075687804622596,A,-196.76427669838267,B,-201.20260405602366,E,E,D,92.05600434020631,-4.9565552242413515,0
None,79.52364590738938,C,D,E,A,109.20757679745998,43.50349612168645,D,-16.7507299089768,E,-4.822633260546989,C,B,C,-168.06648370166297,62.84936994211272,0
Both,-12.90813735628622,E,C,A,C,-51.62688162593126,132.86072625767272,B,83.42572620074368,B,-270.42320786615505,A,E,A,43.23936491073588,160.98230435278185,1
Both,-18.419036816578462,B,B,A,A,-20.880866013838936,185.84310594344396,C,92.37938250682927,B,73.5600703214453,C,C,C,126.8019143757839,80.99038173518069,0
No,107.66815794278098,C,C,D,D,79.13176499785808,-82.4384494573756,C,47.81566781307862,B,-26.432650187738886,D,D,D,-60.401620969362845,-23.301724539603146,0
None,-16.622833262902184,D,B,E,B,103.23210832588782,-132.33913891001393,B,57.938311724662995,E,-107.17451211173292,B,D,B,-62.921090819739376,-50.19531208102572,1
No,-85.61438674594159,C,A,B,B,15.968687880615779,158.41505259874808,E,186.63525872608076,C,-57.38421021115245,E,C,D,-35.32203895928006,29.81394465389438,0
Yes,19.419716836123705,A,E,C,D,-51.20073548637556,-71.04041303921089,A,-1.2799416019435261,E,-72.94842086318725,A,D,C,35.52859775179578,14.136749299111875,0
No,-2.2620842775454113,C,A,E,E,-51.99654277922371,123.82938417345046,D,59.0762978221909,E,-22.827030923529136,C,B,E,194.55562799330428,85.54944831532896,1
Mental,97.35196709527247,E,B,A,C,64.43846592449925,9.295771463356713,C,28.835724964305715,A,-22.28261583227692,B,A,A,-15.859442330057405,-26.903789956337125,1
None,138.9950226608326,C,D,B,E,65.00772364360826,-153.7253991637169,E,69.51316129136485,A,123.70703842053668,B,C,C,-43.435004112699396,-75.40625191021765,1
Mental,58.92942299356626,E,D,E,D,66.95266416795998,-126.26393750967233,A,41.14354406713478,B,93.9656536303141,E,D,E,-73.95076602615042,44.02978209163294,0
Physical,-32.28539801450807,E,C,E,E,-167.89465643004152,16.737979553052675,A,-166.5241848486241,B,-107.7573365739321,B,B,C,-38.25639605007234,221.7460833117748,1
Mental,-30.596471604700415,E,D,A,D,46.7716259873412,-89.10016039702522,D,141.5666898372592,C,104.43397979847855,B,C,B,-105.80072076310849,-27.909417900838474,0
No,-66.55771284604346,D,C,C,A,72.35833175452754,133.82410149890435,C,53.049951042860556,E,-61.971780659537586,C,B,C,-83.93998351037747,-97.21538280355988,1
Both,131.44432299116093,D,A,D,C,24.86684839764045,36.49591549109494,C,-21.970476754151107,C,-50.79227340438324,A,C,C,43.59426614448726,108.00876971860242,0
None,-47.42300025213711,B,B,C,E,192.58183636152168,52.55017220814352,E,77.49118687064637,B,169.04476079979239,A,B,E,-69.5626860419439,115.61078596606981,1
Both,-20.195664358711447,B,C,B,B,-185.39007448486544,-25.851749262069745,A,-47.51984215348604,A,18.50565372325037,E,B,B,-45.364248630643175,-69.876693612215,0
Physical,-77.63958102903929,E,B,C,E,-232.50850750983636,44.09741932865512,A,-116.35290807536607,E,37.40491165135328,C,C,B,59.844651175730235,27.07799196202791,1
Physical,-94.16943308071546,A,B,A,B,39.78210770105572,-66.29885484472256,B,-144.08262387000147,D,13.603023816965429,C,A,E,156.424837859617,48.4688578610292,1
No,-61.53609756475906,B,B,C,C,93.10480648794295,82.22726838006511,A,-46.25351720357685,C,-67.53939776857064,E,E,D,10.797687789401817,-132.63578241015438,1
Physical,-65.85113949646806,A,E,E,B,114.29861610905603,-109.76489340469564,D,86.71860752232793,C,20.86145642574451,E,A,E,-57.695248702332066,83.95208255628192,0
Mental,-29.75601550098296,E,D,C,A,-82.02144078647565,-4.406251651009715,A,-215.33985281151956,D,71.38307796886274,B,A,C,-44.992533369348166,-34.81836395118215,0
Physical,-37.53930494853754,A,A,D,C,-172.18899282314655,61.183670835306316,C,-8.094144960237031,D,15.00802955599939,C,C,A,222.21720471495212,-31.74449329344991,0
No,-43.79450336423438,C,D,D,E,-1.1958179438774585,-29.092385333659553,D,20.56469449305217,C,228.48014713681658,C,B,A,16.662317882037243,177.86736260994547,0
Yes,102.12013299253273,D,E,A,D,-28.17818156993017,-108.23468214210222,B,-65.65346488534047,D,-206.98519576432693,D,D,C,41.89116858924594,-6.733226334895451,1
None,-105.26471761639434,B,A,C,C,209.4119484602252,74.21003161512355,D,7.770629113201251,E,-175.086769719692,D,C,C,27.732198455651787,-103.05145585824735,1
Mental,267.0278657855669,B,D,B,B,95.10010405372229,105.40939632021453,B,63.426695288301694,B,4.67477611910543,D,B,E,-94.33412490229476,-108.16567616688121,0
No,-29.68577452716546,D,C,A,E,22.77055152969289,-34.04038319591488,D,-137.57690888208168,A,53.27939042271533,E,E,A,247.468057908287,-48.742008548063374,0
Yes,26.209280240130937,A,A,D,D,91.71064386688217,-49.26823995860103,B,102.99998792190617,D,130.0715520971937,D,B,E,-74.75456787135307,117.34278501384003,0
Physical,-88.25266216264616,D,D,C,A,-104.59058825339945,173.11592835763966,D,-69.3694877989474,B,-85.50703422601782,A,E,B,-137.91660735882567,23.527150234484363,0
Mental,-90.84481414952023,D,E,A,B,-82.4678516397033,-163.34219394933933,A,-146.85951160495,D,133.21811697233065,B,E,A,14.980846814533258,156.18745673279219,0
None,-82.10456102881336,A,E,C,A,-35.96706014305863,141.60973849114166,E,-65.8998028831899,E,-82.54353081793167,A,C,A,77.91168303009628,-144.4195079500512,0
Mental,121.66551155921084,E,D,B,D,-186.98200615300934,-122.17046718000839,B,54.106313082614975,B,17.536863579085736,C,A,D,173.7387896540543,50.041889689211686,0
Yes,1.4729827879238087,E,D,E,B,14.003130026564914,52.59291016277853,E,-27.425409668168793,D,-130.70652259889016,C,A,D,-104.95173251200089,-51.23212730509997,1
None,116.958243190848,C,C,B,B,-153.99678499345288,160.13701145566483,D,76.89765389457757,A,11.064342780259393,E,A,E,-24.292596648447716,-15.159472039256597,0
None,53.497724628635225,E,B,A,A,-6.077635915065998,-89.59153658205415,D,132.68593420848433,C,-39.95728969175626,D,D,C,-68.73601019154263,72.63085162098376,1
None,83.21701870019334,A,D,D,B,108.81755270868692,205.78912190592163,D,-59.57244007847681,E,-120.34861028196158,E,E,A,97.23104025375478,-36.59382086222788,1
Mental,-90.9627441336042,C,E,A,C,-75.66423783180983,154.13546197863087,C,42.35796966270964,D,28.893198316488782,B,B,B,-38.57725166746193,-88.35425215506214,1
Mental,-56.054125584058845,D,D,A,C,33.675131011380344,-106.42179522778655,B,-55.31381485638225,C,-16.188044955485804,C,A,A,-57.98697026703724,30.637866407161894,0
Both,-39.140128258447994,C,A,A,D,-123.98987397047705,235.1706930653595,B,203.2046265563465,A,-47.75202730396559,E,D,D,47.31382807736756,-2.186046655435891,1
No,135.27965630335075,C,E,A,E,-61.740378391691394,-13.633547541326163,E,-225.85179451433012,E,-19.769132425266704,C,A,D,72.55481265123379,165.30422425485514,0
Yes,18.566194640747618,E,C,A,A,-54.734011312134214,90.00369922048114,B,92.32333856588025,E,-36.416722587532355,D,E,D,55.09634761976564,98.372703437713,0
Physical,98.11786016821206,C,A,E,D,-52.25261908827732,-42.91089770691711,E,22.603539104217422,E,107.2826014413693,C,E,C,-33.67432515291535,147.0321206770414,1
None,42.259558918026144,B,A,A,B,42.20296180262888,36.289987839288145,E,9.296364270786684,D,-112.24437762627306,C,C,C,52.20647919268917,-110.32899802070722,0
Both,-44.65507082614595,A,B,A,E,110.23752212395242,122.63808953557395,B,34.479297171898146,D,90.36503018996353,D,C,B,48.200457720873224,96.74220907739432,1
Both,167.3663010824435,B,D,D,E,-95.35708035434929,-63.172215741930785,B,-242.031313933028,C,171.93819331357136,D,C,E,124.73297967090538,53.61973670952285,0
None,29.74608734158487,B,C,A,B,52.88850675827164,-159.7669101711975,B,90.0086108911997,D,142.37298402789366,B,E,C,-209.8448734631093,-70.76938595340036,0
Physical,15.05996376474835,E,A,C,B,-203.84708644933576,43.53974960555537,E,207.23388890890357,C,64.19871194745063,A,B,E,-29.704387938168235,-33.39484200380359,0
No,45.728669835874065,A,D,C,D,163.0707581263969,12.293629346919815,D,192.13386709110324,C,102.1059639843266,E,C,E,84.52256113982429,79.21417081148337,0
Physical,-148.86228343762016,E,B,A,E,-60.397612924251675,-38.08157871361013,C,2.323110123051765,C,-68.5824983541662,E,C,C,2.040653848038228,-152.08163940685344,1
Physical,-160.03751779669963,E,D,B,B,6.795136992082885,-3.833857381317703,B,-63.65421296457677,D,-76.35387674906222,E,D,D,-70.97715863883872,101.04389638994336,0
Physical,-107.60603376530038,A,A,A,E,69.36907217690403,133.96502519805426,D,-110.36535552509766,E,1.4141356011080357,E,B,D,120.78918250757602,-74.36436738592705,1
Mental,49.90989154535727,C,A,A,E,121.2731116859779,58.58218703863074,D,58.339664458008414,E,62.85600549995647,B,A,A,4.222562251980209,-22.6039725948069,1
Both,6.80475279442714,B,B,C,A,-1.7507470506260936,-3.8847940385899706,E,80.36245903963815,E,155.88337876439485,D,B,D,36.79544602782296,-282.7973188288597,0
None,128.07562698209586,B,B,E,E,83.59876037222564,-129.84136589131876,A,-56.28271777682574,A,164.08057521528468,C,A,A,45.64140423164445,-25.75124180069822,0
Both,5.402921025462602,A,D,E,B,5.266122093353093,132.39008265042267,D,-201.40543326490254,B,29.714007626711027,B,A,D,-182.00397706588984,45.28546561442194,1
Mental,-7.867115285642521,E,A,B,D,150.73946592749638,15.459780378259067,D,-116.76563640413349,B,172.0284841512886,E,C,C,-209.82789316061582,69.76291469091831,1
None,-53.25243634003737,E,D,B,A,18.436318498750545,10.78721116992407,D,123.86758895849496,D,23.236242136362325,E,A,C,-144.820963457459,-98.85742561513273,1
Physical,34.07288181811967,D,C,E,D,-32.423164036751295,126.7978322622921,C,-147.5508864527406,B,36.6061386577744,E,B,A,28.839989958233065,-163.0107958613065,1
No,69.28159966021063,C,A,E,B,-209.98391416243032,83.30153212836815,C,-113.27623570203444,E,55.48535771914206,E,E,C,-135.38044054784967,199.07636387386748,0
Yes,19.251664474978394,A,E,D,E,77.80413893042902,60.65436472011301,B,164.64914824766475,E,50.35877227048901,E,E,B,-26.97548687590246,-41.694380311090164,0
Physical,83.84900142041997,E,B,C,C,-72.91536071947156,14.97082094472514,B,118.27929026417927,C,212.45720730671636,A,A,B,-83.8966173589467,15.220534326901358,1
Both,-81.09312828519113,E,D,E,D,24.696238127068067,56.62607489922259,A,-4.138023025909623,A,-67.99637825843534,D,A,A,-95.64437386575261,-66.8779724565808,1
Mental,-8.13162514616793,D,C,B,D,-12.003313380029349,13.58919573557556,C,77.38435154578653,B,122.67879473172741,C,E,D,-66.37782286589001,60.07849208404724,0
Physical,-109.79304562927767,B,D,E,B,46.89054832468006,-1.7145588963346405,A,67.26534806035825,C,149.47810160068167,B,A,A,60.14517675280483,2.4710361671503414,1
Mental,-66.7565221832294,C,B,B,A,36.76556420496336,76.09983399431964,B,-17.328310140102808,E,-136.11240748817767,D,C,A,138.8086195220916,119.73855965842748,0
Yes,59.254917803752285,A,D,C,E,-6.856381916579918,34.350701142276264,E,-94.74732615096691,D,-130.66265952142246,E,D,D,-309.14233107101035,46.205122174019294,1
Mental,-147.74017523207158,B,C,A,E,28.801394950041914,-91.70207779964235,D,29.623683572119553,E,137.35442560314067,B,C,D,-67.2259125790098,96.24615565050453,1
No,39.68989423458641,E,A,B,E,175.64590559619896,-47.34991555877912,D,10.697710211192728,E,15.149970191723538,A,B,C,52.10694478143222,225.77952712255768,0
Physical,-57.43905081807459,A,C,D,E,-18.999509062257776,-192.1384284622333,B,-46.02365090086614,B,126.07686494609733,E,C,E,60.611320546256394,-9.661328004025812,1
Yes,26.25113098154468,B,E,B,A,-59.40619485801363,-12.298475219824283,A,87.33940458178974,B,151.74815288129813,E,B,A,195.22990718778323,-121.96028249102164,0
Yes,219.81947393490208,C,D,B,B,256.8630775426645,-59.3995325734497,E,-72.76142863390214,C,-56.256595180943414,D,A,C,25.194952158015795,-84.02128529618054,1
Both,5.125074512413094,B,A,B,E,-99.17056406243049,44.56381636390215,D,-19.719405895335427,D,118.51938609083561,E,D,C,64.46657330532628,41.41558728327988,0
None,-98.60505763934655,E,D,D,B,-23.67026054120625,-94.52652447896894,E,133.86876211310647,B,-58.914457071307645,D,A,C,-123.05232615780608,105.19721652033114,1
No,49.450943548471045,B,B,B,A,-129.3013808109396,18.466461547686038,A,-25.068755695015305,E,-0.6619363006778592,B,D,B,85.12232129965882,111.5980444713636,1
Both,32.28371859875616,A,A,A,B,32.84779027590102,74.97851932516275,E,-73.44807869203281,A,57.64144081779457,C,C,E,-182.18461332351828,-69.62578804185875,0
Yes,55.55204276094048,D,B,D,B,-91.51818876055118,-226.88087549157245,D,89.67036237885405,D,20.05107387987877,D,B,B,48.153694071098165,-34.86642587022114,1
No,83.11255762086594,D,D,C,D,8.608988625291918,13.693028866233353,C,-67.5354755253447,C,-93.142155311764,B,E,D,-17.881104966414835,89.97492347798926,1
Yes,-75.66210612580875,E,A,D,E,29.019137804472688,-56.24604869158104,C,121.96178149594903,A,59.94474995374451,C,E,E,-30.175985754957125,48.76247401987307,1
Mental,140.63799755934753,D,C,C,A,-24.37405732860971,-128.68075793894866,A,36.323071871404494,C,4.044446992811158,B,C,E,-185.48499032376915,-97.83233123981373,1
Physical,-125.73211200263272,D,A,E,B,62.35264341467569,-62.8539445328196,B,-57.54564138088437,E,-18.92326641468645,D,C,D,-93.11114648949011,-33.634223626194014,1
Physical,58.92744634765968,D,D,E,E,-80.13735003940099,18.33815766112626,A,-68.99537459393268,C,-103.70402306601957,A,E,B,-17.359960466021295,129.25410600003087,1
Physical,-208.9849364629076,B,D,A,B,124.41368910213002,-17.021264930416656,C,-141.28444782573823,B,-111.42648646473481,E,C,E,-126.84373057202069,-81.47484185059993,1
None,85.20373002311791,E,B,D,A,74.51671108820754,-16.45497363963586,D,-40.54691000150072,B,130.13660501597852,A,A,E,56.14987496091297,-77.06369050058275,0
No,-13.443557962157701,B,B,D,A,3.776965147122531,158.61563391922456,A,155.47435656548964,B,16.826435123655166,D,B,D,-116.67414624056067,-42.24528733026304,0
Yes,-172.34633590959896,B,A,D,E,146.73806432028346,-11.577769857465057,B,-6.652325441986349,A,-92.10768078379486,E,A,A,147.72116532502153,-72.7418203994779,1
Yes,-43.345347220796405,A,A,E,D,50.87343139660888,-114.47032223513204,A,-17.329020429239666,D,71.93088037806791,A,E,D,-48.61785311010918,65.98094137447976,0
Physical,-10.02858712509616,C,A,E,B,-16.973489412125804,-117.00112323403911,C,-61.435169696918415,A,-75.51827003457859,B,B,A,-93.24736442359473,26.99196651662331,1
Both,-8.21971728842879,D,C,C,E,-155.57130603203152,-41.17042920749712,A,-28.22974921482212,C,0.42596397842864836,E,B,D,-42.75330007514972,50.743028302540814,0
Yes,-138.76760723409097,B,D,C,C,-26.648025754075494,-162.26058658587363,C,-146.39786067500134,A,54.851884595376745,B,C,A,1.7538233040412798,71.41012061744601,0
None,34.75527815578248,B,A,C,E,-56.63127860520982,86.69824039158492,B,-1.9230553026994113,E,215.72070573478666,D,C,E,-78.92341386718552,80.7971314837854,1
No,9.592427211106601,D,B,E,D,26.405343598993937,-151.32665675481906,E,-222.3926921268197,D,19.131704308734097,E,D,A,-140.9112914300361,4.50727531547873,1
None,-156.36387686869205,C,A,C,B,-97.89725755522858,-31.57097762020898,B,-11.511739330507211,B,90.33089540657777,A,B,A,-86.55227345399167,18.01219733391444,0
None,-85.74526265963205,E,E,D,E,15.391833265766882,38.652018315968014,C,-93.87919693064202,D,64.64238507660521,B,E,B,-48.6167899772091,-92.74432704220514,1
Physical,101.5697548406583,B,E,B,B,8.690821480752206,51.225883137393794,D,-177.6674245818047,C,-5.885588535098947,B,D,C,8.604876537467986,-186.30432503821692,0
Physical,93.13465724144439,D,A,E,A,47.68163368715727,-18.697745996339695,A,7.433967481785753,D,-73.31353265119581,C,D,A,-63.106059353463486,-0.1109977474041259,0
No,150.63541424150404,A,E,A,A,-127.0089903605359,-20.827451271014947,A,40.49812763533808,C,39.288049807095085,E,D,A,-68.33629081402627,41.184665935713056,0
Yes,10.954401939758176,E,C,C,D,74.86755136559627,26.46040992619737,A,-33.28220908176508,A,90.54624860565876,D,D,E,41.62029990070184,-3.610038203416825,1
Physical,-118.95037104159553,A,C,E,C,6.71882665289795,-182.84184497794612,C,20.67365095102206,C,192.5910537221701,C,A,E,37.7678107051867,308.1068368565008,0
Physical,122.05991773955401,D,B,B,C,-41.5120142582692,151.85325151988133,A,40.92793672536948,B,233.1404887057253,C,E,C,-103.65201889696945,-233.73461880423042,0
Both,2.866097272722443,A,D,E,C,24.328657663340746,-95.03745020010452,E,-114.58514377757048,E,-45.41829520340172,B,E,B,68.03122401128955,-81.80667261520585,1
Both,79.97639938236692,B,B,C,E,-41.980195465035635,21.219964036802505,E,-67.42857490544246,C,-85.11990766469566,A,D,D,-50.13864032316946,-95.48874437799702,1
No,-90.20298405082691,E,E,C,C,-18.692138386971386,34.16597621051271,A,53.06737382685848,A,64.92219830368252,E,A,B,25.42983511532231,-271.19109680971474,0
Physical,-30.410554291719333,D,D,C,B,85.82865457980658,-16.236584844237758,A,-58.731981680114664,E,-141.83488475883058,E,D,A,-15.669613173421466,112.83177903894408,0
Both,-79.96229517257191,C,E,C,C,87.00280525060667,57.68900975258885,D,-8.6329586497077,B,220.22093154266625,B,C,B,-156.00517027841641,67.41336335851987,0
None,-95.74629058348118,C,D,A,D,-26.228066178715792,-87.00609977021881,B,22.864318797842017,A,107.06135318021491,E,A,D,85.12301100168031,10.812664421415501,1
Both,-88.93518036066278,B,B,D,C,-80.90423893698113,-121.49933177151789,E,1.6188824196451859,B,-18.31266847944383,A,E,E,-119.41640170277034,102.58481095139562,1
Yes,-133.15410894331325,E,A,B,A,16.683153065141674,-4.240589296662557,D,166.11567743651767,B,60.401521320531174,C,A,B,1.2052463583745716,64.34407915207294,0
Physical,-121.13773375216634,E,D,D,E,-212.04294091229264,-251.28100884022467,D,189.30019723085658,D,-90.40366958956665,B,D,E,-32.79169259151712,-121.8881001095434,1
Yes,-16.927789717902016,E,E,D,C,65.38382305457402,160.69571317428023,C,-229.21099020499813,C,-103.08172655189757,E,E,D,-37.23364509826529,159.83668031299027,0
Both,79.76539120364106,B,E,C,D,-1.9430424889487288,79.97301208727687,E,-163.22469007353655,E,156.85269510120452,A,D,C,107.02545706941319,20.089657304188894,0
Physical,-74.15591351865531,D,A,C,A,122.45484252436046,-3.6210622262835495,D,-11.280831635511387,E,50.35612839852068,C,B,B,8.473521977159534,-32.11220728068342,0
Physical,151.19739210720354,E,A,D,B,-137.60311685970143,160.60733420159883,E,66.08827955276246,C,-24.353912631079858,B,B,A,-164.68211616214657,89.85536898078334,0
Yes,-14.234376432263401,D,D,A,A,69.3445414454574,-67.90570671563621,D,-219.19068544949943,A,45.39122574276994,D,A,C,-89.610288423476,160.81729070213157,0
Both,30.63740263204994,B,B,A,B,162.0197094738292,-34.17976967995609,A,72.19505198968528,D,-118.22627892441363,C,C,E,-11.691333032613697,-81.8666315185681,0
Mental,-28.961166816575673,E,D,A,D,-119.46277277731905,140.3191987072187,C,186.5267019466572,B,-160.6651199230097,C,B,E,29.222840767226682,-38.16298635664092,0
None,66.37957724137405,E,D,C,C,7.82672016057287,-68.68970137170184,B,24.037903678101845,E,-20.50526404354883,D,E,C,-61.5425687226146,-1.2403644645717122,0
None,150.41628916746822,D,D,A,A,-102.6463020935708,-3.697647947384994,D,13.931332546343059,B,-11.72016633495538,C,E,A,-83.66290736570508,30.005177076488206,0
Mental,-42.83337212161392,A,A,E,B,175.66665495494144,-32.89371562952894,A,38.31183948978503,D,-129.78086399830096,D,A,C,-84.08601943808938,-47.52782361208399,1
Both,27.234792453178258,D,A,C,A,13.542626245847597,84.59857530727488,E,156.60789214184544,C,103.0925481857087,E,A,A,-15.516982563588158,-140.09427951577587,1
Yes,-27.771813396416135,B,C,D,B,-14.886286185415596,-79.91199851696551,B,-131.62399054927866,B,-81.10109036395457,D,D,B,-151.0503147163634,-40.46388116271689,1
Yes,7.2077779770441275,A,D,B,E,-54.17434658547933,47.707242391847345,D,-45.171607177710385,C,79.55661965409946,B,C,D,-96.61398208800789,-161.42519042096174,1
No,1.6539712046869044,C,C,E,B,64.2982965088378,-206.05172776863205,D,98.29038297719077,C,13.058198122195897,C,D,C,159.18838149203256,182.24428716153892,0
Physical,-69.07987458229094,E,E,C,A,-69.94290218287573,51.734742213730826,E,-96.87449163265136,C,-306.0517039109723,D,D,A,-2.6705434097190475,-159.1657008892866,1
No,99.63700872210327,B,E,E,B,-46.56055547614538,64.11287699610575,D,-154.30340096535173,C,-47.683790598917696,C,A,A,242.9657788140331,-211.69861035963876,0
Yes,143.85082962171808,D,B,B,D,235.82877354387315,184.52773098500936,C,-173.88192403032625,B,-66.84972079850438,E,E,E,74.07844284253285,-76.73839800463892,1
No,-143.18610515324423,D,B,B,D,-80.70770094447963,-51.21758111084207,B,2.849935482766864,D,-7.7805360362358,A,C,D,-39.33869774406131,-103.17023447659746,0
No,-1.830483027295384,A,B,A,D,123.24076057672637,9.908147831056706,C,201.2201374753769,E,60.7658081463726,B,A,C,-77.23968741767322,48.29331069397308,0
Yes,-43.565006935382776,C,D,E,A,186.14885924631838,-135.7105121120326,A,-22.649079944949023,D,-25.797575382950992,C,B,D,-56.85369723047074,53.45778986440555,0
Mental,-182.3066770866413,E,B,C,D,153.7162923390589,-178.37818420922804,A,86.39815301859454,C,71.18851801288419,E,B,E,-26.559000342060596,-92.3716433060339,1
No,-39.00275873742351,D,B,B,B,-93.21012233854925,38.80208620028018,E,-59.56489662463166,B,-189.95256720860064,A,C,C,-57.06145562106557,92.98788257508942,0
Physical,47.12228354927177,D,C,C,A,23.960585547820735,-72.08275878180312,A,-67.56635425325214,D,13.089760624780448,C,A,D,58.17002310651338,-77.75644125340843,0
Physical,-6.983178844894295,A,D,E,A,113.23048325417653,1.8882127210507724,D,-33.60896417551632,B,-1.1280858088191097,E,B,C,25.687333425574298,120.41865135141714,0
Physical,-22.99372661293944,C,C,B,C,33.42498489204361,-143.3909528572452,D,-116.34782408547548,B,56.94061985157241,B,B,B,182.8714913115743,-69.04131519218225,0
Physical,-161.84440231836996,C,B,C,A,-10.715546771041087,78.4019768149641,E,49.009320245074086,D,114.62045469976134,C,A,E,-59.25702760431714,142.8745433597743,0
None,-52.313773040859054,C,C,A,B,304.41004584769325,67.49391151255143,B,141.57267936497402,B,19.521988964006947,D,A,D,-81.13004892571432,-34.2137577947044,1
Both,-206.6424758104648,E,D,C,C,15.116786288864597,-40.92463360252385,B,-114.50049249743995,E,120.2250784482441,C,A,D,70.83005621981113,77.13574445121284,0
Physical,2.4646203092159906,B,C,E,B,-64.66067224347785,165.12549643894624,D,72.87128152614564,C,130.690353129934,B,D,D,-69.6292153952762,-94.95861842822134,0
None,58.891946355719625,C,C,D,C,123.5219162929196,-47.498679407432384,C,-50.17097928863205,A,157.43558274604348,C,D,A,52.19575977174391,14.870791720354182,0
Both,11.82956658309012,E,C,D,A,-194.9758453835452,-162.17937554019892,B,-17.080741896738868,D,-40.217265492866524,A,E,D,153.05912125454165,-200.19123709002344,1
Mental,15.717163285147235,D,A,C,C,-22.209447340762054,-228.87470878710005,E,43.97177039904785,C,123.71828917609764,A,B,E,-170.40003002633514,-152.043509308555,0
Physical,17.65405750251495,A,C,E,A,-37.48990597339685,65.79216893078814,B,299.9084768521893,A,3.482550833626938,D,B,B,29.64414080047213,129.27907815170622,1
Mental,101.21121784779292,B,E,D,B,10.166171203841127,-1.148930131379189,A,-102.72716098440686,B,-74.86210418515259,A,C,B,30.902884933648107,-54.20621310734809,1
No,-57.270023048690355,B,A,E,D,-69.08394259986085,-125.98475654474797,D,-60.66238294121449,C,53.828213041986075,E,B,D,-42.158690985122846,-218.92021931116682,1
None,171.23883327826826,D,C,A,E,-63.32854980557382,-38.90696655944993,D,114.10529654553214,D,39.814851227623485,A,C,D,41.70054767364601,26.83391509890426,1
Mental,-197.63806923857553,A,D,A,C,-78.57678211959825,-25.46967369633476,B,-11.790650545751799,C,122.00652819623966,E,A,A,16.031535423242243,-164.53394241181437,1
Mental,41.66463490994465,D,D,D,D,16.45370242490099,65.6473249391256,C,-272.31311981284887,C,170.99483814545502,B,C,C,-143.87565178334373,-71.67185044690731,0
Yes,-67.0144034088528,E,C,A,C,76.52958396319838,53.03518683484455,A,-75.64130497525797,B,-36.21760100950948,B,C,C,-94.77428698352742,66.52037492765501,0
Physical,57.61030553144263,B,B,A,C,-52.021994522013685,-184.99529745482022,A,-41.91847911943589,D,22.518207333850725,B,C,E,24.693492674320368,-93.4119185439182,1
Yes,86.06481241042631,B,C,D,A,-68.24489213069863,-33.71119493547589,C,52.273703231231835,C,117.8767434676121,E,C,E,-145.67528839592282,-75.62919270559509,0
Mental,-67.5913359410489,A,E,D,A,-15.77583523329402,-267.42551171604805,A,29.93731598531922,C,-180.0309708282146,E,B,D,-9.273466692219957,-54.77585817127668,0
Physical,-99.45959748051355,E,B,B,C,-0.47474636286662864,-104.94590796599755,A,-19.677942134261237,E,-82.73958658174283,D,E,B,-38.94591850483289,-135.51420783342306,1
Both,-237.29260849030857,E,E,C,C,25.36520503742594,56.81553486870909,D,163.5702632448768,E,-7.305254809792894,D,D,E,98.94865182165968,60.21803553760745,1
None,23.035532905404366,E,B,D,A,1.610885059939685,-49.451841754004136,E,-225.3531493506809,A,5.066453373532172,A,D,A,3.5481861853842793,63.48461872284076,0
No,-114.6750728349517,C,B,B,B,-205.50663424821192,70.15370871413273,D,-45.826698518373185,D,-79.52321769089855,D,C,A,156.58841047750784,131.92828810678478,0
Physical,62.79169496834931,A,D,C,A,-160.34204037752139,-3.334251261412422,A,-48.74813599322472,C,61.777008135889254,D,A,E,-109.12331604241187,-131.43075444859548,0
Both,42.39759058285997,A,D,E,B,70.2344638946522,4.6914311791994034,A,-11.67330185957653,B,151.58009761961785,C,B,E,82.23418673070591,39.5603779335646,0
Physical,37.13944374102355,E,E,A,C,-159.3757915673789,101.96592927549119,E,0.12657642830380247,C,-21.003845148580755,A,D,E,88.78807151272704,9.55185837362245,0
None,48.80777760894659,E,A,C,B,-61.68758157012266,25.245641633590804,B,118.3008866699246,E,49.87047844766276,E,A,E,88.27990788877167,200.93817229457636,1
Physical,25.433280346201148,D,E,B,D,-87.03293199098798,4.865346488472606,B,-23.613531990730838,A,-167.30884860546567,C,B,E,-24.344404064514283,-40.18688319420842,0
Yes,14.103127689552014,D,A,C,A,-27.79797622662794,120.11325155644002,B,-31.666913755932747,B,32.805741096649434,E,E,B,-124.24363657008684,-16.51263552383438,0
Mental,113.96924440479204,E,E,D,D,-139.86693264667807,-15.61175549705998,E,55.15391809227819,B,49.1999741326023,B,B,E,3.5709656764103794,-65.39924175094256,1
Yes,-41.078387711388196,D,B,E,B,-128.63556584061018,-82.71144600465573,A,188.20435975779787,A,51.4545861923301,E,B,D,-192.36390228511007,63.27152837804416,1
