anos,age_range,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
82,65+,Yes,E,C,D,41.08328953984987,-109.89413801118219,A,1
41,26-35,Mental,E,A,B,48.67065345662393,-121.44448283966219,A,1
40,36-50,None,D,C,D,75.93336396574799,8.953721812998918,E,1
51,26-35,Physical,C,C,B,120.9364408502261,-67.36479521733496,B,0
25,65+,Physical,D,B,A,-216.2359800494307,6.782982288150164,E,1
53,65+,Yes,B,C,B,142.50052430026108,77.25321033629228,C,0
81,26-35,No,D,A,B,100.87685689215071,156.10889855076152,A,1
76,18-25,No,E,E,B,-58.74165467141026,124.4850710790871,B,1
50,65+,Yes,C,D,B,53.80390277086191,-137.8268614787589,D,0
55,51-65,None,D,D,D,25.62710785062946,-26.874559610580434,B,0
75,65+,None,D,E,A,94.15758124774088,47.29191727190863,B,1
85,36-50,No,E,A,D,-65.8141817866375,217.12342834720647,A,0
90,36-50,Physical,B,E,E,-17.527849578794587,121.88345422842382,D,0
64,65+,None,E,C,B,9.755592183274745,37.27302399939321,B,0
65,65+,Yes,D,A,E,16.0686266318131,-35.92796163360342,C,0
52,51-65,No,D,C,D,-102.06290049005847,-155.33254238802684,D,0
62,26-35,Physical,D,B,D,-25.1878181886126,49.77193548002502,D,1
18,18-25,None,D,D,A,13.248220682435694,-74.88758220828852,D,1
37,26-35,Mental,C,B,E,-31.368098374462356,-132.76503827424747,D,1
98,36-50,Yes,B,D,E,89.5277799426328,55.34048621399595,B,0
33,18-25,No,A,D,D,-192.47609183250609,-137.00383365163523,B,0
73,51-65,Yes,B,B,E,-123.99426968718718,-22.974054901499688,C,0
57,26-35,Both,A,B,A,-106.47681476739179,-49.89786782898758,D,1
72,18-25,Yes,A,C,A,87.9608353909737,87.81531081777658,A,1
77,26-35,Both,B,E,C,-50.914299385676664,76.92624916486288,B,0
56,36-50,No,D,B,A,108.46104080676584,-12.690607972918336,B,1
82,18-25,Mental,B,E,A,0.6494055840327989,-44.633795335536995,E,0
43,51-65,Mental,C,B,C,-12.510363350309461,79.07530110323981,A,0
51,36-50,No,D,A,B,-108.40022801193349,50.76183094680333,A,0
72,26-35,Mental,A,E,E,103.17730611213634,59.9973829454729,A,1
35,65+,Yes,B,A,B,-138.1548222253555,65.75871639519991,C,0
90,51-65,Mental,A,D,D,-37.69536205991013,16.47976257849756,E,0
38,36-50,No,B,C,E,-19.87301073309057,-131.55914210849113,B,1
69,26-35,Yes,E,C,C,-109.76226213944776,29.736607620552213,E,0
38,51-65,No,A,C,C,131.71488837183568,1.9186318268058535,A,0
99,51-65,Both,B,B,B,-14.649864743077574,-50.564622605358444,C,1
99,26-35,Yes,B,A,D,2.3682795853082586,6.460877993571359,C,1
20,65+,Physical,A,D,E,-89.9406870478526,163.0332879377941,C,1
81,65+,Mental,E,D,C,-5.620565017265432,-34.145042653769586,A,1
57,18-25,No,A,E,E,142.67472075319588,-59.65019456029042,C,0
56,36-50,None,A,B,E,2.2048016574143507,-39.02894071639932,D,1
44,65+,Mental,D,A,D,17.055809113862992,7.856279426301933,A,1
56,36-50,No,D,D,C,14.557458800865344,15.01245672886376,C,0
78,51-65,Both,A,A,E,-79.41808411329848,-46.554615541228515,D,0
71,18-25,Physical,A,C,D,61.121428287096165,185.16488243173518,E,1
49,36-50,Physical,E,B,A,93.35508846527728,-74.770098256326,E,1
36,51-65,No,E,C,D,18.572759273639484,18.650180109688776,D,0
68,26-35,None,B,A,D,-90.44733192093355,116.51039178953637,C,1
61,36-50,Mental,C,E,A,-206.19590810047143,73.65362934679085,B,1
65,26-35,None,C,E,B,86.25764504446992,140.01440391407175,D,0
90,18-25,None,E,E,B,69.77944610857537,-40.40378398011915,A,0
70,65+,None,B,A,A,-160.31137680646754,111.32038061457776,A,0
77,51-65,None,E,D,B,-85.20574632123795,-121.54190033411952,A,0
37,51-65,Both,D,D,D,-31.324686376278294,-43.498250494013085,E,1
31,26-35,Yes,D,C,E,-54.53908292653096,38.362864545289554,E,0
87,36-50,Physical,A,A,E,-70.81269211612332,-112.97346883670633,D,0
57,36-50,None,A,E,D,-5.317848868533083,271.22991748955786,C,0
71,18-25,None,E,A,B,36.37076313531947,-54.68824671035648,B,0
27,26-35,Physical,C,E,C,-73.16765035794313,-131.75090801699318,D,1
75,51-65,Both,E,E,C,77.11912851278979,73.86258684204175,A,0
96,26-35,Both,B,B,B,-148.91773292298092,115.07571113532353,B,0
50,36-50,Yes,C,E,D,-122.68133664365553,82.80487004669216,A,0
33,65+,No,B,A,A,109.65793470494025,-93.28825729208702,A,1
25,36-50,Physical,A,E,D,0.2059857825914278,-106.97746802731302,C,1
73,51-65,Physical,C,C,B,36.500349041762966,-127.7149551737175,A,1
69,51-65,Mental,D,A,A,-85.94720891207895,41.03735680157265,A,1
62,51-65,No,B,A,E,91.47759875613485,75.22257765392271,D,0
89,51-65,Both,C,D,A,-12.071404116695383,4.143232558310282,A,0
47,65+,Mental,E,C,D,-61.4150509497245,-82.48412555253455,B,0
24,65+,No,B,D,B,-24.369053738156055,49.962946363941576,C,1
42,18-25,Both,C,D,E,174.94210301691297,-145.93458522955362,C,0
58,51-65,Physical,C,C,E,-72.59516491345724,-27.723366433557477,E,1
93,26-35,Physical,C,D,E,121.90879579582568,-68.29450344635892,A,1
62,51-65,No,A,D,C,-38.54666321591733,34.564506879108464,D,1
40,26-35,Both,D,E,A,42.54239233339654,14.647682157626383,E,1
79,36-50,No,A,D,E,-23.601145438514067,-298.67624409901003,E,1
42,65+,Both,B,C,B,-15.825738344114889,-147.67498330548298,C,0
68,65+,None,A,E,D,-14.831881058125502,-134.41061399848917,A,0
55,65+,Yes,A,B,A,-161.3567240454502,-79.93975812952966,E,1
35,18-25,None,D,A,D,58.28102533612797,-156.8290275330383,C,1
20,26-35,Physical,E,C,D,1.4163643281767602,0.9329914850558113,E,1
80,26-35,Physical,B,E,E,201.31383174124022,-76.5485134506511,D,0
22,65+,Physical,D,E,E,-90.91180092848889,-11.212989471207768,C,0
50,36-50,No,A,D,E,5.402110955593309,35.69822791556454,A,0
58,36-50,Yes,A,B,E,94.1001897339636,-182.73679214802848,B,0
52,18-25,Both,E,B,D,-16.853173830592567,-6.509625203354104,B,0
41,51-65,Yes,B,D,A,-131.1641769518532,-49.427723498255396,B,1
56,36-50,Yes,C,A,D,-58.09281879711542,-58.75300735816699,C,0
28,51-65,Both,B,E,B,42.98845230902419,177.58742337632424,B,0
18,18-25,None,A,B,B,-123.52937675505096,70.85882525872542,D,1
53,65+,Mental,C,E,D,33.54810422069787,-51.733771967259145,A,0
84,26-35,Physical,B,E,C,-115.4655112826818,3.1371646451041726,A,1
90,51-65,Physical,B,C,E,-71.48969244432544,61.69946163192992,D,1
56,65+,Mental,E,E,E,-58.77719757489779,30.098654897212956,A,0
84,36-50,Both,E,B,A,187.4672700200673,-15.762697401980835,C,0
84,51-65,Both,C,D,B,-2.0073226698256277,-141.6975658903246,A,1
85,65+,Mental,B,E,B,-66.92700556263567,68.96775885871864,E,1
92,36-50,Mental,C,A,B,36.426370291678595,155.86070632695044,A,0
99,26-35,Yes,B,C,D,-22.703275703509977,-176.04961229488882,B,1
31,18-25,No,C,E,A,80.62179514965528,-67.76995471133549,E,0
34,51-65,Mental,C,D,C,72.4910842197895,-115.70852190923522,B,1
82,26-35,Yes,B,C,B,-249.59865545324558,7.512746648852392,B,1
36,65+,Both,C,E,E,13.130939326035532,111.61909863726052,E,1
61,51-65,None,D,E,A,50.035390323978234,-18.849165740717737,A,1
66,65+,Physical,E,E,B,-69.69507234502872,-4.713327127588114,C,1
94,51-65,No,D,D,D,-19.786137239476563,-30.217044704437455,C,0
81,51-65,None,C,A,B,52.159182812778106,-108.90464404072236,B,0
67,51-65,Both,D,B,C,-261.01052420855854,49.470280712310405,A,0
78,65+,Physical,C,E,A,18.279842252645967,214.3030646845059,A,1
90,18-25,Yes,B,A,B,-55.755193577554365,-74.7789022136001,A,1
81,18-25,None,A,B,D,-58.45934580990081,-183.91368667452258,A,0
40,18-25,Both,B,C,A,43.91075822756254,-4.268886272841552,D,0
70,26-35,Yes,E,E,E,-123.10652383646135,10.700181047640616,B,1
86,65+,No,A,B,C,71.27429552512274,2.2053731213865504,E,1
96,26-35,Mental,C,B,B,-33.89587502820667,51.468221052118466,A,1
63,18-25,Physical,B,B,C,21.486622940507914,2.6159495060659577,C,0
47,51-65,Mental,C,C,A,-47.06134582791333,-69.01584789608687,D,1
18,18-25,No,B,C,D,239.46680748113667,-1.8009755182575515,D,1
79,36-50,Yes,B,B,D,44.47057569810035,101.42588405828721,E,0
86,26-35,Yes,D,D,C,-97.66275350304858,-21.348410814220962,C,1
91,51-65,No,A,C,B,-68.77386837983984,64.42654069272538,D,0
85,51-65,None,D,A,C,-56.75920015965612,75.3866486879807,E,0
84,51-65,No,D,D,C,-3.6975788890610795,-7.164028272330728,A,1
69,18-25,Both,E,D,C,11.206368829624571,28.895852778926766,E,0
62,26-35,None,D,C,E,-26.102881189798826,79.03443889952993,B,1
93,65+,No,C,C,B,-113.66923769122018,-21.449182809228436,A,1
58,26-35,Physical,A,C,A,190.0820422424743,162.0923403572791,B,0
82,18-25,Yes,A,C,C,-35.23637315428868,-105.9357460491366,A,0
38,26-35,Mental,D,A,D,-30.93007426924678,-87.58505144482562,C,0
21,36-50,No,A,D,B,-79.79431153475609,-90.38624185454603,D,0
87,65+,No,A,E,E,-108.35551189285222,-118.66887031030875,A,0
33,18-25,Physical,B,C,A,86.93902010361629,-40.05485360801802,B,0
42,51-65,Physical,B,E,E,-9.077988280706537,-210.23536964352067,D,0
40,36-50,No,D,A,E,50.85502873473759,61.04788717734867,E,1
25,51-65,Physical,D,D,D,-32.399665984452945,63.130290663338165,D,1
77,65+,Mental,C,D,A,-174.16790572600345,-68.89181172940046,A,0
23,51-65,Mental,C,B,C,1.0427255051550715,51.4470837908141,E,1
90,51-65,Both,C,A,E,-185.27794658712412,21.27504250652839,A,0
92,18-25,Mental,A,B,C,-174.66661399184534,-88.63282579681373,C,0
89,18-25,No,B,D,B,-122.16846503132406,91.74353553216848,D,0
52,26-35,Mental,A,D,D,-180.80910498977804,-119.492830826083,D,1
97,51-65,Physical,D,D,C,-110.49008186947535,105.20738986728566,A,0
35,36-50,None,C,E,B,-17.55715412554186,-173.0357153868317,E,1
92,26-35,Physical,E,C,D,22.3973808120238,-46.74761335896823,A,1
91,65+,Both,C,A,A,-101.95487491824751,-167.0352153600327,A,1
60,26-35,Yes,E,C,E,-156.47630530410893,17.732882107839547,C,1
97,51-65,Physical,A,C,E,152.04968103596502,86.28670055220708,E,0
47,51-65,Yes,B,D,C,8.920079933960267,106.05148331268728,B,0
99,36-50,None,E,D,B,-30.220457221596963,-32.04994140332828,C,0
57,36-50,None,E,E,A,74.44934034142355,-60.193048316756325,D,1
27,36-50,Yes,C,C,C,63.79482761577508,62.21850138900463,B,1
27,51-65,Mental,E,B,A,-34.66044842200518,36.02361706024549,D,0
19,26-35,Both,C,B,B,-97.10005290268636,-100.42337168408433,A,0
31,26-35,Physical,B,D,E,-167.94266560277399,-125.09743932804176,C,0
63,51-65,Both,D,D,B,-107.19632194350821,-35.4239167581461,E,0
73,65+,Both,D,C,D,3.9916410652073306,-70.15270345532738,D,1
23,65+,Both,D,A,E,17.957895154548105,-67.36207638124172,C,0
28,36-50,Yes,B,A,A,17.654680722905386,12.770031249713936,E,1
38,26-35,No,B,D,B,-37.70186632898287,3.4324506382729445,D,0
81,36-50,None,C,A,B,166.20287847981382,-161.243960380906,C,0
91,51-65,No,E,B,A,-74.9047386599904,54.84555810888037,C,1
20,26-35,No,B,A,E,-99.95711509735436,20.090740355692468,A,0
34,36-50,Mental,C,E,A,-104.87063685189648,-87.39589870279285,A,0
45,26-35,Mental,B,A,B,11.424970730421755,-109.17061844717766,B,0
53,26-35,None,C,A,A,11.930992954877526,-15.595405145268417,B,0
60,26-35,Mental,E,A,D,-78.33534589785549,4.127034667468493,A,1
95,51-65,No,C,B,C,-116.97855291556121,9.276969128235118,A,1
31,18-25,Mental,E,B,B,-106.77460011075499,69.5298988909098,A,0
52,36-50,Yes,B,D,A,-213.41389199715758,39.362961503487526,C,0
81,18-25,No,E,E,B,-36.95132943724537,-186.15440063144607,E,0
81,18-25,None,D,C,A,200.76233473892654,-1.4386451004043137,B,0
90,51-65,None,C,C,A,13.726896786717413,-130.4317976572616,C,0
21,36-50,Physical,C,E,C,4.461256694778803,90.95464090727053,E,0
99,18-25,Yes,E,E,C,86.67374837255369,134.76712945578768,D,0
82,36-50,Mental,D,D,D,183.4413244987199,-17.00673242318807,B,1
91,26-35,Mental,A,B,B,-117.4751072953661,147.57266010774984,D,1
24,36-50,No,A,A,E,-4.506578892367804,5.831700698982521,D,0
59,18-25,None,C,E,B,35.97908178049663,-26.432709530304916,B,0
18,36-50,Mental,A,E,D,-130.7872639710096,60.258471877676016,B,1
84,65+,No,A,A,A,16.74036561387439,113.48683283480543,D,1
41,18-25,Both,E,C,A,-40.10305585157074,36.188330714544456,A,1
60,65+,No,C,D,C,31.363932220194528,81.57447800328949,D,0
39,26-35,Both,E,B,B,30.87343084929367,1.339385830225036,E,0
87,65+,None,A,B,B,23.80169179196798,-17.52227613603672,A,1
66,18-25,Physical,A,B,E,97.04721469331542,-47.83064178170919,D,0
82,36-50,No,E,D,E,48.19016999019569,122.13174782739058,B,1
39,26-35,Yes,A,A,C,-109.25868041617079,142.9085534455085,C,1
23,36-50,None,A,E,A,-15.276995930490653,-51.37699888440711,D,0
19,36-50,Both,C,B,C,-55.959062709036054,-164.46708459304625,B,1
24,65+,No,C,C,E,13.15292421088487,39.87252967049439,D,1
67,36-50,Physical,B,B,D,171.56300778439152,-77.1966306718242,A,0
60,51-65,None,C,A,C,-124.82520436582962,119.40087580625169,E,1
53,65+,Mental,B,A,A,-18.313385471251046,-42.12144817426097,A,0
65,26-35,Yes,D,A,D,-99.36954368459628,-7.670886137939835,C,1
44,65+,No,B,D,C,-27.23448299882606,9.91779132493466,B,1
97,51-65,None,D,A,D,-1.463166299389368,73.53961228579253,D,0
97,26-35,Physical,C,E,A,-129.7261971307245,60.63992080331197,A,1
62,36-50,Both,E,E,C,105.81252381911541,123.18580701428945,C,0
95,36-50,Both,A,A,D,-0.21132856884298032,133.71006044154328,B,0
74,26-35,Yes,E,E,D,-40.249927144564666,-51.94333029525858,A,0
96,51-65,No,B,A,D,68.96907453567768,-68.8792998506354,C,0
20,18-25,No,C,E,A,59.09024481461923,-68.00232795620028,D,1
41,51-65,Yes,E,D,E,133.1571908509097,-59.58670009419149,B,1
82,36-50,Both,C,E,E,188.24980438882292,43.380469560804045,E,1
94,36-50,None,A,E,A,69.17784593448887,-10.044771176874775,C,0
48,26-35,None,D,B,B,39.527240734292235,13.92825554730056,C,1
88,65+,Yes,D,B,E,50.8613424716082,-182.27574819193504,B,1
98,36-50,Physical,B,B,D,-52.145010782280885,-59.30987266950353,C,0
63,36-50,No,C,D,B,86.68246249446815,73.1660844093877,D,0
82,18-25,Yes,E,A,A,-137.2122558866355,-78.51591171014738,E,0
37,26-35,None,D,A,C,-28.747283273269254,-27.953345073664366,E,1
88,18-25,Yes,E,D,E,-108.6175805833214,-306.15537779458566,B,0
70,26-35,Mental,A,E,B,-47.58409100926719,-53.35220155244674,C,0
25,36-50,Physical,C,B,E,-66.86899881848653,16.557761654481055,E,1
85,65+,Both,D,A,E,158.53663808564642,58.05499244078539,D,0
60,65+,None,C,B,E,137.69392573456832,-46.09697732128637,D,0
44,18-25,Both,B,E,A,104.7142340532764,94.65728942468891,B,0
44,36-50,Both,E,E,D,2.761906535030167,105.67802075547135,A,0
79,51-65,Yes,B,E,E,-67.44886416524531,-186.12081765190126,C,0
95,26-35,None,A,C,C,42.96264399020566,6.608069177390681,A,1
63,26-35,None,C,B,A,-76.98287662348015,68.64321668877695,C,0
20,26-35,Yes,C,A,C,-4.813738944224861,108.92480601028535,A,1
28,36-50,Physical,E,B,D,-28.06093900959968,-6.731403756046947,C,0
91,51-65,No,B,E,C,-85.83810969272776,-186.637111374429,B,1
27,51-65,Yes,D,E,B,-25.727781997039646,-25.496045490349868,E,0
25,18-25,Yes,E,A,A,-58.00532353025404,131.09596407278175,B,0
90,51-65,None,B,D,C,-33.38287914483305,-10.050277057171202,B,0
71,65+,No,B,B,E,147.82983841273193,36.945418744224305,B,0
65,65+,No,B,A,C,-121.09169389966279,-152.71364145897462,B,1
18,18-25,Yes,A,C,C,-145.49637315108487,135.55291939078472,A,0
21,26-35,Physical,B,A,A,80.01357821636545,53.121561440461704,E,0
98,36-50,Yes,A,B,E,-155.97703138582898,47.910425172769,A,1
32,36-50,Mental,E,D,E,-116.38932587952169,113.97692937673499,C,0
99,18-25,No,A,C,E,149.1261426791612,13.624491391519697,A,1
85,65+,No,E,E,A,74.27806172390203,-165.99037858141267,E,0
78,26-35,Mental,A,C,D,220.60644152484477,-40.69021604685236,B,1
59,26-35,Both,B,B,E,0.8444501219031255,10.21004282033184,D,0
35,51-65,None,C,C,D,91.5428952717662,-89.54776237548201,D,1
48,65+,Yes,E,E,B,-118.59419520002797,95.02442226344307,B,1
90,65+,No,C,A,B,-45.021164808077806,24.604763396716717,E,1
64,36-50,Yes,C,E,B,-61.63972041854922,-65.05376715138948,D,0
27,65+,Mental,E,A,B,-100.28894149894943,25.046664694102162,B,1
48,65+,No,C,E,C,23.29905777027998,-94.15795280032636,A,1
53,65+,Yes,D,C,B,122.95001149211559,18.266162277318067,C,1
92,65+,Both,C,C,B,-172.26858261941987,82.44301743817472,D,0
77,51-65,Both,D,D,A,80.64962334540569,-18.216975471206336,B,1
24,26-35,Both,A,D,E,-17.866712263969,-121.14328914049194,C,1
18,18-25,Yes,A,A,B,-125.18994563960013,31.161233859402852,A,1
44,36-50,Mental,D,A,A,64.89302043337105,-219.83424974121033,E,0
39,65+,Physical,C,D,B,-91.58976602221198,-22.70840335654098,B,1
61,26-35,None,B,C,C,127.93583734870519,41.82867430349438,D,1
74,36-50,Yes,B,C,C,95.32739447388838,-141.43372855256345,D,1
72,51-65,No,B,D,B,58.07503423066112,-3.6810337273449583,D,0
96,51-65,None,C,A,D,73.81118991353549,33.79680230898431,A,0
45,36-50,Mental,E,D,B,-120.72260728587436,-228.03390121522747,A,1
85,51-65,Both,C,D,D,-123.30721601059346,172.55672137315548,C,0
78,51-65,Both,A,A,D,-28.727080112552894,-69.59210729518179,E,1
63,18-25,Both,C,E,E,155.6291020589325,79.33590282059424,A,0
31,36-50,None,A,C,D,-127.93199202859795,-2.1440212506004563,D,1
92,65+,None,B,C,A,125.98494914511764,-58.75289207208332,C,1
45,65+,Both,D,E,A,185.58794787515833,-13.645917380371724,E,1
99,26-35,Both,C,C,D,116.54606440862798,-17.69512951160543,B,0
28,26-35,Physical,B,C,E,-205.84189586888658,-50.347921382238326,C,1
47,36-50,Yes,D,A,D,71.46660685821662,-4.954492485859136,A,1
59,36-50,Physical,B,A,D,10.857887148335463,-94.32854050491166,B,1
96,26-35,Yes,E,E,C,100.71895729209399,49.87919640847618,E,0
97,51-65,Mental,D,A,C,-16.329626424093526,55.14052746626671,A,1
63,51-65,No,A,B,A,-42.34555475788876,82.74752157600318,E,1
49,36-50,Both,C,B,D,109.79805349033231,-127.71428898978697,E,1
50,36-50,Mental,D,E,D,-160.08005452698086,106.8346428605999,A,1
61,18-25,None,A,C,D,184.206535146098,71.45408784519411,C,1
33,26-35,Yes,A,A,A,-19.04469779868507,-113.67413167543754,E,0
60,65+,No,A,C,E,82.21349098370037,249.9416639215402,B,1
93,65+,None,B,E,E,81.83232123773092,-8.72126513994648,C,1
58,18-25,Both,E,E,A,-7.337066718943361,-44.61484031855941,E,0
59,26-35,No,B,D,E,-46.860797919507334,-78.520002107555,E,1
65,51-65,Physical,D,B,B,80.86301332621358,-15.190282881434355,B,0
98,65+,Both,A,A,C,68.65397595132042,45.434130132202164,C,1
27,51-65,Both,C,B,C,35.85285863520428,93.32113435802117,E,0
75,26-35,None,B,D,B,9.342840929174482,146.17149718578128,D,0
80,26-35,Yes,A,C,D,50.820105974317705,-74.37317489800719,B,0
23,51-65,Yes,D,C,E,-21.75322830542038,40.51083806797945,C,0
74,26-35,No,E,E,B,139.33777273429823,9.986831964280452,D,1
27,26-35,Mental,D,A,E,-57.641734973379485,-29.62272506231428,E,0
43,51-65,Physical,E,A,A,-94.8948205430875,10.722210443533426,A,0
74,65+,None,E,E,B,144.67749686496126,154.6611094866959,C,0
56,18-25,None,D,C,D,46.99558588824348,149.23904952867036,B,1
93,36-50,Mental,D,A,E,-56.704834861387155,131.369784904964,E,0
38,65+,No,B,E,B,-84.267519333139,23.642838445003253,C,1
71,51-65,Both,C,E,A,-153.38689919149607,-115.62857218526254,D,1
43,26-35,No,B,E,E,97.852843031884,-139.10617846231094,C,1
44,26-35,Mental,D,B,B,-26.014649604527314,-140.93272881431983,E,0
81,18-25,Both,E,C,E,148.67725779178923,106.96687012786794,C,1
54,36-50,Both,A,B,B,29.056855729146747,62.56040968772004,A,0
39,36-50,Physical,B,E,A,-149.4730515216023,-77.49897482548211,A,0
86,51-65,No,C,C,E,-35.20063706446174,-91.20800971727934,E,1
87,26-35,Mental,B,E,C,35.558373860226666,-50.8072887666541,C,1
21,51-65,None,B,B,E,123.9971910493812,-55.51534679035238,B,1
46,51-65,No,A,E,C,-20.90653384057716,35.88240125501267,D,0
98,65+,Yes,E,B,E,-129.88113731696794,62.74055247933062,D,1
66,65+,Physical,E,A,A,65.24316323348553,-58.61370813176805,C,1
71,26-35,Mental,C,E,B,-9.102257091934826,11.865168236059679,B,0
29,36-50,Mental,C,A,E,-106.4647418866781,108.74797663332178,D,0
39,26-35,None,D,C,D,-39.12594573379061,0.04384789472754833,E,1
47,36-50,Both,C,A,D,15.37660125361007,-103.98679374464912,D,0
44,36-50,Both,D,E,A,-75.01316176734163,-26.24765090051479,D,0
51,65+,No,A,D,B,106.35451694886613,138.1094506989174,E,1
19,18-25,No,B,D,B,85.51676293327334,-51.514330047474466,C,0
84,36-50,Physical,B,B,E,164.13333217744645,-1.1963176725589229,D,0
21,51-65,None,B,C,C,-26.695765660594255,-176.38584636597614,A,1
53,51-65,No,C,C,B,154.37467221934392,15.789679225432732,A,0
45,36-50,Both,D,C,C,-31.55628167479693,30.52795101334811,C,0
51,36-50,Physical,C,A,D,15.467911473452844,98.19541384720345,D,1
19,26-35,Mental,D,C,A,40.11746080393713,-185.2737040051845,E,1
82,18-25,No,E,E,A,-9.777351346040566,-16.332839373661358,E,1
51,26-35,Yes,A,E,D,-109.76901568992498,-126.31452672697799,C,0
56,51-65,Physical,A,D,E,118.51898194005963,-42.66849248306904,C,0
61,51-65,Mental,C,B,D,135.85039322758456,-17.94213564231198,B,0
42,18-25,Both,C,B,D,-177.8604987754727,-56.137151829520036,C,0
89,26-35,Mental,D,E,A,13.17947164976385,11.999267795498323,D,1
31,65+,Physical,A,B,A,-85.62196394558498,-3.6511529010452994,E,0
28,26-35,No,E,B,A,-9.948681066946797,-96.04718741420164,D,1
98,18-25,No,D,A,B,-127.5414473280879,-6.071037825311012,A,0
47,26-35,Mental,A,B,B,138.54189896394183,1.2155883241791468,B,1
25,51-65,Yes,C,A,D,-23.92384001359168,-49.35454316088952,B,1
20,18-25,No,D,D,A,-69.25805292546858,-130.3810278059533,C,1
49,51-65,Both,B,B,E,46.687307401742416,-49.48992746133415,E,1
22,36-50,No,A,B,C,-44.80647242222936,-109.86098967750961,E,1
51,26-35,Physical,E,E,A,125.0124859001832,28.48301973747113,C,1
95,65+,None,E,D,A,110.38357573611918,139.4759275288888,C,0
45,26-35,Yes,D,A,A,-68.79800212906501,86.24769279435567,D,1
91,18-25,Both,C,B,A,-106.79769279050602,17.71697162212724,C,1
68,65+,No,E,A,E,-23.194657008451887,-11.753965514410158,B,1
88,18-25,None,D,C,C,123.43312979724995,164.58038836907326,D,0
24,36-50,No,D,A,D,4.507426057132104,1.4430825107840055,E,1
93,26-35,Yes,D,B,D,-32.3845290239438,21.603207696407836,E,0
36,65+,Yes,D,A,E,-45.31757074682288,144.5998828786596,D,1
21,51-65,Physical,C,E,A,14.20254487853935,83.00866120207608,B,0
63,51-65,Mental,E,D,B,-87.9326190082872,-24.51911063870768,D,1
23,51-65,No,B,C,B,-40.386750506241036,40.64266312032606,D,0
39,65+,Both,D,D,E,-74.44026820177388,-42.79960755515641,B,0
92,18-25,Yes,D,B,A,93.75381548674233,15.777970699087268,D,0
99,18-25,None,C,A,E,32.63201932125126,2.3485707708063353,C,0
27,36-50,Yes,C,B,A,99.18578720785558,-33.5844705696616,E,1
79,65+,None,C,C,A,17.09344483524557,-75.39684415837328,A,0
18,26-35,No,B,C,C,-270.8375590730928,-16.189299184872393,E,0
32,18-25,Physical,C,C,A,-49.859991084235574,126.34641646362404,D,0
81,36-50,None,A,D,E,46.10789869107864,-24.582934563185972,D,0
59,26-35,None,D,C,B,83.71292346673485,-39.79917150945768,A,1
91,51-65,No,C,E,A,55.42629398060727,123.89100677583794,D,1
73,51-65,Physical,B,D,E,1.1456169973873802,197.25855035812089,B,0
80,26-35,Physical,C,B,B,75.28139868052615,-16.475189972390623,E,0
50,51-65,Mental,C,B,D,187.51943039006778,-135.39639229079881,A,0
53,65+,Physical,B,C,D,-35.579554285217746,35.48874210570181,A,1
57,51-65,None,E,B,A,37.892102941487984,158.8404409283156,B,1
89,51-65,Mental,A,E,A,-121.11723995237111,58.479601319158256,C,0
24,65+,Physical,B,B,C,-30.959799467888573,-109.63970212721827,C,1
76,36-50,No,C,A,B,-132.5821329697318,176.80440894831526,E,1
50,26-35,Mental,C,C,B,52.03336917993469,106.86789451996141,D,0
96,65+,Physical,C,B,A,-24.307050578724724,-16.147554650009614,E,0
20,65+,Mental,D,D,D,13.401945974131937,42.91996060646579,C,1
93,26-35,None,A,D,C,-132.47484643798185,117.39521572187658,B,0
94,18-25,Physical,E,B,C,48.18821066569885,29.582784151973712,A,1
22,51-65,Mental,A,C,B,143.50263557962,-127.95284991464209,A,1
54,51-65,Both,C,D,A,43.44406877038978,66.45681029335961,C,1
24,26-35,Mental,B,A,B,-66.62870521351411,82.19363967986033,D,0
98,51-65,No,C,A,A,25.860775143875163,-212.24565708503192,C,0
99,65+,None,D,E,C,-171.16934396519218,97.36447760618405,C,1
52,51-65,Mental,E,A,A,27.48509353941501,26.64264528626151,E,0
19,51-65,None,E,C,B,-67.7881061803584,-82.14758949333756,B,1
52,36-50,Yes,D,D,B,35.85620881150512,-47.81631209618354,A,1
92,18-25,No,A,B,E,94.06529500554745,29.825717797725517,D,0
50,26-35,Physical,E,E,E,-49.07459026024916,-67.84531149834221,E,0
79,65+,Both,E,D,E,6.337239387386201,-24.36721567989461,B,0
96,36-50,Both,A,A,C,28.134661048486446,50.56938218867476,A,1
51,26-35,No,A,B,E,-174.61417722298273,231.77829767383895,C,1
42,65+,No,B,D,E,-183.46567357290894,-18.028064348944003,D,1
87,65+,Mental,A,C,B,158.17310687013153,82.52056870681122,A,0
65,36-50,No,C,E,D,-109.01837888969432,-154.93003918325329,E,1
43,36-50,Yes,C,A,C,-55.60768574729219,-100.49993337563299,C,0
47,18-25,Mental,A,B,A,43.39583203220757,-27.957682145311725,A,0
67,26-35,Both,D,E,D,0.2799581524200756,-31.295025492182262,B,0
28,65+,Both,D,A,A,55.84849598167361,15.98696314175839,D,1
34,18-25,No,D,D,C,-32.680545485516575,-53.028313435099825,E,1
18,18-25,None,E,B,E,64.14990681702012,232.68797279438718,E,1
72,26-35,None,B,E,A,205.43844851644474,44.160018024797296,D,1
70,51-65,Both,E,B,B,188.18525786689338,-58.89010987447351,D,0
49,36-50,Both,C,A,E,110.02951048563506,-18.22876195888966,C,0
