sexuality,genero,feature_0,feature_1,feature_2,feature_3,feature_4,target
Heterosexual,Non-binary,E,D,128.85707651196162,E,62.380166470365886,0
Other,M,A,B,-29.005888352052967,D,-91.29350158285146,1
Homosexual,Male,B,B,118.4856407299996,D,-22.800114096015978,0
Heterosexual,F,D,E,-32.77261638844638,E,-13.065650580153928,1
Bisexual,Male,C,C,-124.22295425444882,E,168.14234204751645,1
Heterosexual,F,E,C,-67.22346702331508,B,50.55600862892725,1
Homosexual,Other,C,A,-167.23577892543486,A,29.89546973780658,1
Homosexual,Non-binary,D,C,-68.70603809906159,A,-49.389776521804016,1
Other,Female,A,E,-126.17401545744893,C,-42.959308367027496,0
Heterosexual,Female,D,A,-111.10552545339047,A,-62.268004990764304,1
Homosexual,Non-binary,D,E,5.867608226004252,C,-61.31162262357891,0
Bisexual,M,A,A,33.81476731475415,A,-149.82187326080714,0
Homosexual,M,C,A,201.1127981610536,C,65.20488338511403,1
Heterosexual,Male,B,D,-47.84700509182471,C,-62.84908509285195,0
Heterosexual,Female,C,D,16.29392197377831,D,41.459693690634616,1
Homosexual,Other,C,A,113.45230599092237,B,14.64954029781663,0
Other,F,E,A,136.6589507740705,A,66.02875856447761,1
Homosexual,Non-binary,C,C,-116.33058025787868,B,41.08316816318783,0
Heterosexual,Non-binary,B,E,165.54011420118624,B,109.65622044514225,0
Homosexual,M,E,C,56.856109028041416,D,-70.02168168384951,1
Bisexual,Non-binary,E,A,-121.01140999325119,B,92.87118925068854,1
Bisexual,F,B,A,98.75524131033579,E,-16.100939328718322,1
Other,Male,C,D,-208.5930802355866,C,-179.85872357664078,1
Heterosexual,F,B,E,-83.51329094430696,A,-77.86475317803576,1
Other,M,B,C,-135.18873723165854,E,104.67448787012918,0
Homosexual,Female,D,D,-60.588273160840856,A,14.035784296207051,1
Bisexual,Female,C,A,25.32144969046527,C,-135.85658015928576,1
Other,Other,A,E,-148.53131127924212,E,27.34250107605089,0
Heterosexual,F,A,A,-55.32651368691056,E,94.7173195829919,0
Heterosexual,Male,C,D,-84.60343906500074,D,75.43439356822158,1
Heterosexual,Non-binary,E,B,130.00337846115187,D,146.0339321803001,1
Homosexual,Female,D,C,-8.631183271548412,E,-93.40259734758821,1
Bisexual,M,D,D,-23.83610446010743,B,59.093270760954574,1
Bisexual,M,C,B,-118.34441836176941,B,-66.08337227779334,1
Heterosexual,M,A,C,-54.920531747131015,A,-21.97972245259204,1
Bisexual,Female,D,D,-12.489839663207235,C,-106.60420862238107,0
Heterosexual,Female,C,E,16.134986779414792,B,28.81679100867018,1
Bisexual,Female,D,E,65.40905861935421,E,-28.134867277020128,0
Bisexual,M,E,C,115.29389348064882,C,4.192943917794795,1
Other,Male,E,C,82.28271313022617,C,-93.91482303658341,0
Other,Other,C,A,55.34966691227247,B,-104.5877529179331,1
Other,F,E,A,-55.64280543833109,C,-26.043868141216308,0
Bisexual,Male,E,C,-137.6445271578655,B,-37.86219398921197,0
Homosexual,M,D,E,145.34995716339333,D,-86.54936057656705,0
Bisexual,F,D,D,-20.006596343592467,B,177.57225340578785,0
Other,Female,A,C,62.80032373832827,A,39.660827231187476,0
Heterosexual,Female,B,D,46.93720813792873,C,-13.618587310064449,1
Bisexual,F,D,B,-97.30473591156196,E,32.37640146715572,0
Homosexual,M,D,D,-66.43333601060114,C,-57.59376471140874,0
Bisexual,Male,B,E,-44.52221731527683,D,55.7191343675574,0
Heterosexual,Female,A,C,-91.04702782867682,D,127.75083450305354,1
Heterosexual,Non-binary,A,E,169.58937149979892,C,-114.04611710105301,1
Heterosexual,M,B,C,-60.85030943396905,D,-15.590778217734186,1
Other,F,C,B,64.81841711962268,B,-65.70481502162102,1
Homosexual,M,B,A,106.93338965495786,D,-194.3925759372061,1
Heterosexual,Other,A,C,-103.27366678129377,D,191.07741624654898,1
Other,Other,A,C,-270.5978466787251,B,-22.098735610882468,0
Other,Male,A,E,-65.92823023106726,C,171.94449285080884,0
Homosexual,Male,C,E,82.79688088493683,A,212.8886980522902,1
Other,Male,A,D,-168.66130757812041,D,-104.94054685566341,0
Other,Female,E,D,-155.94840501491979,D,52.552088557222966,1
Heterosexual,Female,D,B,211.7001823540394,C,-244.20211725195063,1
Heterosexual,Other,B,D,108.54625842786179,E,87.317151340794,1
Other,Non-binary,D,E,66.8918429321657,D,37.38074614044608,1
Other,Female,E,A,-222.16070046620914,A,18.771507192594438,1
Other,Female,A,E,203.09095541873018,E,37.77958505332767,0
Heterosexual,M,A,D,-124.86019011180464,E,-81.06948563692416,0
Other,Male,A,C,28.181991231232566,B,-169.86159997841824,1
Bisexual,Male,C,C,62.33701464082926,E,-179.49258563932054,1
Other,Male,A,E,-59.478764327720604,E,-53.77347814166916,1
Other,Male,B,E,111.05260172726813,C,145.82472052163803,0
Bisexual,F,B,A,-161.49266269997366,C,61.82035485913872,0
Other,M,E,D,121.60724109201513,C,-26.52187439487633,1
Other,M,A,E,-30.078650320022394,D,38.1997004564235,1
Bisexual,Male,E,D,-45.67851640028303,A,83.5556830417555,1
Bisexual,Non-binary,C,E,-139.5388967187714,A,-111.79207190746028,1
Bisexual,Female,C,E,-155.5596783391974,B,-89.90777631395407,1
Bisexual,Female,A,E,77.52767961329067,D,-152.5713277156997,1
Bisexual,Other,A,E,-39.789836067210786,A,-27.2990845900932,1
Bisexual,M,B,A,-59.85654299056008,D,69.13363870053615,1
Other,Female,C,A,-64.8407311052391,E,-33.99026647785986,1
Homosexual,M,C,C,112.57231082585231,B,1.7958601606392393,1
Bisexual,Other,C,A,75.01690946008979,B,-136.73457849591162,1
Homosexual,Male,E,D,-15.206277772218046,C,34.04315865119073,0
Heterosexual,Female,E,E,-9.401412614307327,B,87.62544229696466,0
Bisexual,Female,E,B,91.04562186397291,B,-83.33655782431367,1
Other,F,A,D,-141.05968270925953,B,91.76766807207522,0
Other,Female,C,A,-46.95107405972421,B,-59.75647438051883,1
Homosexual,M,E,B,-12.072993152153803,A,-118.50935176178005,1
Homosexual,Non-binary,D,A,-86.33027030204966,D,176.91932489853505,0
Homosexual,Non-binary,B,E,-136.58447963999504,D,-108.9954440581918,0
Homosexual,Other,E,E,-160.48088781136903,D,-194.6260401899114,0
Other,Non-binary,E,D,131.585115876405,A,-111.63258123099835,0
Bisexual,Male,E,A,65.86372629578759,E,-139.53075030326104,0
Other,Male,B,C,-26.24325234251855,A,79.32184515327776,0
Heterosexual,Other,A,B,-48.149001119440186,E,-69.78924837598717,0
Heterosexual,M,C,E,-53.246895148997616,B,31.596741779998048,0
Other,Male,D,A,66.29143557256548,A,74.86589492498838,1
Heterosexual,Male,B,C,37.06163957034626,E,58.960612178751724,1
Bisexual,M,D,E,16.25469266501931,C,27.460651073243003,0
Homosexual,Non-binary,A,B,70.07112749016402,B,-112.79109318220608,1
Homosexual,Male,A,B,-32.95674802747344,B,138.4415394494242,0
Heterosexual,M,B,C,214.00324276746042,B,-108.81471859679017,0
Other,Female,D,B,166.3495377858275,C,-20.137364688596893,0
Heterosexual,F,E,C,-205.23739870471593,A,-107.32385523980558,1
Bisexual,Non-binary,A,D,8.659013127678303,D,-2.9965321283692425,1
Heterosexual,Male,E,B,-132.80171125830773,A,6.397600934092816,0
Bisexual,Male,E,B,-10.775200639529578,C,-137.91595008208776,1
Other,M,C,B,53.30812627203031,E,13.430719115819956,0
Homosexual,M,B,C,-115.8466820668313,B,-74.32546515518659,1
Other,Female,C,B,-17.586764337489114,B,-0.16874901946721677,0
Other,Other,D,C,118.01657866147997,C,-22.93232529323945,0
Other,F,D,B,-114.92604188849049,D,197.18957305501348,0
Homosexual,Other,E,A,114.42638337145952,D,-49.17103927468524,1
Homosexual,Non-binary,C,D,135.60319710327119,A,-208.26254103364997,0
Bisexual,M,D,C,17.27783287293108,A,115.3991097923255,0
Bisexual,Non-binary,D,A,130.11762705247574,C,55.72281011081921,0
Homosexual,Non-binary,D,D,1.7922546019147507,A,-29.61620107188593,1
Heterosexual,Female,C,A,124.11719665393646,A,84.60623040595604,1
Other,Other,A,C,-20.963984884906804,D,70.38357458108597,1
Heterosexual,M,B,A,44.08353590157539,B,44.986924613739816,0
Homosexual,F,C,A,-61.14161417312442,B,-219.0091814005975,0
Homosexual,Female,E,C,-74.91740988035406,B,59.27931090677675,1
Bisexual,Other,D,A,-221.75341598243725,D,-135.48465247070845,0
Other,Other,E,B,60.90370025737707,E,105.99444104326268,1
Other,M,B,A,86.30212240316769,C,-166.24907244814423,0
Heterosexual,M,D,E,113.16441063015246,B,105.1806002709097,1
Other,M,D,A,46.395265097251894,C,-86.07215427468765,1
Other,M,D,D,113.97006010222282,D,-22.137765874411308,1
Bisexual,F,A,B,-160.63183134255294,D,96.55389697792968,1
Homosexual,M,D,A,43.675396564252836,C,-144.96896595872192,1
Heterosexual,Non-binary,A,B,-214.5078752576867,B,162.87035180384305,0
Bisexual,Non-binary,E,A,39.73537227214665,B,-167.33175882718595,0
Heterosexual,Other,B,A,-124.67949529774636,D,20.955122604504943,1
Homosexual,Other,B,E,17.788627250621474,B,-129.33940925715973,1
Bisexual,Non-binary,E,B,-4.7674528785156465,C,-81.9406508673168,1
Bisexual,M,E,C,-90.38770590714905,C,24.174387895983383,0
Heterosexual,Non-binary,E,A,72.96982048833695,B,-10.905330855842497,1
Other,Other,E,E,59.79769083630687,D,159.4165947271608,1
Bisexual,F,B,A,11.443452662275408,E,139.2996394363489,0
Bisexual,Female,D,E,-110.28572275717845,A,4.692310727816022,1
Bisexual,Non-binary,D,A,-248.53993186991227,D,-20.256609371213457,0
Bisexual,Female,B,B,-138.1182767665912,B,-31.333081632324834,0
Bisexual,Other,D,E,-92.69989214687239,B,98.38021432628842,0
Other,Male,A,B,58.72057705203444,D,-8.234202790640662,1
Heterosexual,M,C,A,178.53530562993942,D,163.4076989210042,1
Heterosexual,M,A,D,46.75966179132393,E,52.80087922285974,1
Bisexual,F,A,B,-100.30326087157863,C,-66.64358337574984,1
Heterosexual,Other,B,D,-206.72930727100427,A,1.9937550986583032,0
Heterosexual,Male,D,E,-48.10254965546795,E,72.53998887577438,1
Heterosexual,Male,D,D,-57.91205910513886,E,-5.738275345713385,0
Other,Male,E,B,28.12206100878431,B,-73.70584432249737,0
Heterosexual,Non-binary,B,C,-138.71244170222843,A,-167.24118480782718,0
Heterosexual,F,D,D,-52.202459397841025,E,208.34681094254415,0
Other,Non-binary,A,D,101.37465903979496,A,-17.712878110416323,0
Bisexual,Male,D,E,-25.769136686411876,C,-70.31455519465297,1
Heterosexual,Female,E,C,-43.80439999717855,C,-101.53475479992558,1
Other,Male,D,D,76.59703105261814,E,116.98935600308769,0
Other,Other,A,D,87.87232775942628,E,-41.2801417064762,0
Other,Male,B,D,1.346026820332739,E,0.9239383654739924,0
Heterosexual,Male,C,E,-88.254597634614,D,-64.31599794696403,0
Homosexual,Non-binary,C,D,-25.903799089990997,C,-1.0876270382944306,1
Bisexual,F,A,C,-26.057391508847015,D,53.887877142455,0
Other,F,A,B,33.607631625777195,E,-195.88739339512017,0
Homosexual,F,B,C,55.268407891072414,D,-108.15644090627427,0
Other,Non-binary,D,E,-89.19095979021142,A,-122.4814580368952,1
Bisexual,Female,B,A,33.7597963483052,B,-141.0599956106078,1
Bisexual,F,D,B,136.47208542127248,B,-72.93666863137315,0
Other,Male,C,D,76.78129989630456,B,187.31789248220764,1
Other,Male,A,C,103.07054901324038,D,8.65908173098578,0
Homosexual,F,D,B,21.788889238535738,E,84.36101239935654,0
Other,Male,C,B,88.09298602120502,D,-150.3848408830389,1
Other,Non-binary,D,E,-14.046332346413962,A,-66.63905202043668,1
Bisexual,M,D,E,-129.4655317745428,D,89.54429622665779,1
Heterosexual,Male,C,B,138.12826743781875,B,-121.11567362145283,1
Heterosexual,Non-binary,D,C,-21.568454860575372,D,-38.24642695813048,0
Other,Other,C,A,0.8767143906250642,D,138.54507962466803,0
Heterosexual,Female,D,A,95.91668270053205,C,-148.04573267513143,0
Homosexual,Other,E,D,180.81553919789994,D,-92.18727484442825,0
Bisexual,Male,B,A,26.120977489227716,C,-36.678747630331344,0
Other,M,C,E,69.98417357812187,A,62.92561157022517,1
Heterosexual,F,A,A,52.989254881230664,A,-2.945332565361313,1
Homosexual,M,E,B,-44.84141636599465,C,-16.499858405766656,0
Heterosexual,Male,A,B,32.844122045999974,E,127.28992966603879,0
Other,F,E,C,-24.627794318785725,A,-91.50568707628561,1
Homosexual,F,E,E,47.182496951464685,B,-5.851194009160962,1
Other,Male,D,A,63.53815385572694,A,4.983802609251427,0
Homosexual,M,A,C,50.45994792146552,D,-91.11418432263496,0
Heterosexual,Non-binary,A,D,142.87626750755135,C,-195.81029980911248,1
Bisexual,F,E,E,-108.18140268639986,B,75.00908220674182,1
Homosexual,Male,E,B,26.362094140382418,C,-375.82968848247003,1
Heterosexual,Other,A,E,73.95524939988437,A,-53.57773212883463,1
Homosexual,Other,E,C,-234.42883836465768,C,33.108415477079575,0
Bisexual,Other,B,D,-5.621234081142711,E,78.09099775307071,0
Bisexual,Male,E,E,-81.11372867476909,C,56.093459654516806,1
Homosexual,Other,C,E,17.430789419800906,C,-58.69771167682657,0
Heterosexual,Male,B,E,3.1256976210687295,C,-1.6830268412126603,1
Bisexual,Male,E,E,-19.602468167241987,E,43.33915006205975,1
Other,Female,A,E,185.2662280635564,A,-234.0115719280107,1
Heterosexual,M,C,B,21.99712910051261,A,142.28587421701536,0
Homosexual,Non-binary,A,E,-138.77159428060546,C,-93.16854298191767,0
Homosexual,Female,B,A,-46.725956091834206,E,10.303287385584424,0
Bisexual,M,A,C,-49.55383492110996,E,66.59590651718622,1
Heterosexual,Other,E,B,63.89026996011976,B,-46.70087921428527,0
Other,F,A,D,-24.759211049296564,E,-14.57097178846502,0
Other,Non-binary,E,E,-112.66878529226486,A,235.63068569654084,1
Other,M,C,C,-255.17546630204046,C,-241.46814058518308,0
Heterosexual,Female,D,D,51.44621076183616,C,-152.647210065026,0
Bisexual,M,D,C,-98.58169084637817,E,-27.542731828060624,0
Other,Other,D,C,86.18209273309307,D,83.82201671204965,1
Homosexual,Female,B,C,-79.24089255234846,C,151.06373342251243,1
Homosexual,Male,A,B,115.26546362037054,E,-30.83302717191122,1
Homosexual,Male,B,D,-104.57111649254686,D,-9.88497197794516,0
Other,Other,B,E,76.00185609064208,C,-98.87098281900046,1
Other,Other,E,A,129.89932133537,B,-3.3387800916210244,0
Heterosexual,M,C,A,-100.60518345965693,B,10.578651990104703,1
Heterosexual,Female,A,E,-7.230483569537967,E,-60.06709613538178,1
Bisexual,M,D,E,-54.966546353196186,D,15.84513432493528,1
Bisexual,Non-binary,B,A,84.66164830134805,D,-34.52657269525676,1
Bisexual,F,A,E,-60.7523962068948,A,23.352151451032334,0
Other,M,B,B,76.91866903590832,E,-47.5542316684886,1
Homosexual,Male,E,C,35.151641410659444,D,56.14505042924384,1
Homosexual,M,E,B,-34.508895396699224,B,-65.58577990629195,0
Bisexual,Other,C,E,36.33653951407923,B,132.88851401468983,0
Other,Non-binary,B,C,29.440761945698213,C,-178.6351513936932,1
Bisexual,Other,A,B,45.75190809894027,B,-34.59715287211759,1
Homosexual,Male,E,A,-24.506118884825405,C,68.26224621217528,0
Homosexual,Non-binary,E,B,-99.27758025831207,E,109.22963225847964,0
Other,M,D,D,-77.33549854415533,B,41.77711088653863,1
Other,Other,A,D,69.46912245344404,A,-13.523081431659739,0
Heterosexual,Female,E,A,-38.84019576556333,B,43.4588619927437,0
Other,Male,A,E,7.48002602640327,E,-23.514810879169932,0
Heterosexual,Other,B,E,175.57575995661324,A,43.41975093262547,1
Homosexual,Female,B,D,58.57982507846338,E,-110.31931077157833,1
Homosexual,Other,A,C,6.517168199361236,D,41.396289472692374,1
Homosexual,Male,C,C,18.013834069785766,D,-6.093605539120106,1
Heterosexual,F,C,C,83.3307771048863,B,153.05974280173106,1
Heterosexual,Non-binary,D,B,-86.39312809224788,A,-100.67971784351175,1
Heterosexual,Male,E,E,-48.141235623279215,D,186.12132431696244,0
Other,F,A,C,97.92969870475888,A,53.646199618201315,0
Heterosexual,Non-binary,A,D,260.43431225565894,A,135.83318744580572,0
Heterosexual,F,B,B,-11.17137154796997,C,39.50984917196209,0
Bisexual,Other,E,D,-77.48441191103042,D,102.66213295309056,0
Homosexual,F,B,B,-3.658742030581426,B,18.841151802869753,1
Bisexual,Other,E,C,82.98840403371621,A,-51.11418783188045,1
Heterosexual,Other,C,A,177.54143496608702,C,-89.6138370006771,0
Other,Non-binary,C,E,-13.858969680628471,B,17.472871570445253,0
Homosexual,Male,E,D,162.28445016433415,B,38.51502290737163,0
Bisexual,Other,C,D,-74.38574043519988,B,53.38260529160135,1
Homosexual,Female,D,C,53.123658603258484,A,-138.02383010477547,0
Bisexual,F,A,B,-113.31071885784839,C,-147.23718044486188,1
Other,M,B,C,79.0924734979636,C,182.3441067752553,0
Other,Female,E,D,154.22896057640557,A,-43.70709826577946,1
Other,Female,C,A,1.5965509075754114,A,187.5368548783462,0
Bisexual,F,D,A,-110.08990857152472,D,28.844139675905257,1
Heterosexual,Female,B,E,128.58936117140487,B,6.053977225574995,1
Heterosexual,M,B,A,80.85819199064298,C,-153.88713049809405,1
Bisexual,Non-binary,A,A,73.46269145815984,E,-30.695898118847552,0
Other,Male,C,B,33.010991447630836,B,73.99621630248572,0
Homosexual,Other,C,B,-6.6349602313468345,B,-76.81213623452142,0
Bisexual,M,B,E,46.74132985119061,A,-51.38159036058655,0
Homosexual,Male,C,D,104.13462236081534,E,2.3726287620292346,1
Bisexual,Female,D,B,-65.82735737165541,B,-27.07145818563391,0
Other,F,C,B,106.53435163946622,D,14.288988330169818,1
Bisexual,F,B,C,11.593199389352216,E,-43.787903944748756,0
Other,Other,E,D,40.7553984468616,A,-23.656029792707074,1
Homosexual,M,B,A,61.06071728504532,E,-13.575908447807599,1
Heterosexual,F,E,B,115.10126270772861,E,-88.50729552095589,0
Other,Other,E,A,-277.728493659972,B,6.922905877707857,1
Homosexual,Non-binary,A,A,-143.88418599729795,E,-241.76919487958344,1
Heterosexual,Female,A,D,-17.93408168459871,A,-33.8632319067117,1
Homosexual,Male,D,B,9.639873864117414,D,-176.29684112844745,1
Homosexual,Female,E,A,-123.92957513244292,C,-24.967130440914033,0
Heterosexual,Male,D,A,-27.627821102109586,B,60.3665268480707,1
Homosexual,F,A,C,37.472601222293534,D,110.52641136976413,0
Heterosexual,F,A,A,-134.03814742277805,D,-58.779598976784875,1
Other,Non-binary,D,B,-3.006765709620646,A,107.9633558914358,1
Other,Female,E,A,-42.20119309700195,E,193.2317755614299,1
Homosexual,Other,A,E,-270.6421963159718,A,-9.312402162628752,0
Heterosexual,F,D,D,-25.610895896507536,A,162.503645901626,0
Heterosexual,Other,E,D,159.92918338192294,E,31.223705778896683,1
Other,Female,E,B,194.26286968733763,A,21.98016581142234,0
Bisexual,Male,B,B,135.5403784151407,D,-206.19622100624687,1
Bisexual,Male,C,D,-135.70615319371174,B,-0.9215907636579233,1
Homosexual,M,B,D,-170.88740706462553,E,131.93683996600606,1
Heterosexual,F,C,D,-55.43201711779817,A,18.532127536342035,1
Homosexual,Other,E,D,-58.073188844154856,E,24.69466401163409,0
Other,F,C,E,107.1029617012381,C,-196.94240351870465,1
Heterosexual,Male,A,D,-121.26818719136064,B,-304.63713324986367,1
Other,F,A,A,-78.07611624565764,D,83.67529912684462,1
Bisexual,Non-binary,B,A,-52.19624782784271,C,-182.79573063938145,1
Bisexual,Non-binary,E,E,27.990084099481905,C,-196.80959515095094,1
Bisexual,Other,E,B,-38.89216480728534,C,-67.5533581887647,0
Homosexual,M,E,A,79.28761969005154,B,-83.83186068734005,0
Homosexual,Male,A,C,42.26828194126268,A,1.4508706155098008,1
Other,M,C,E,-172.3765234932336,E,132.75100506892335,1
Other,Male,A,B,95.34553793686806,D,81.35964806593867,1
Bisexual,Male,E,D,227.2731149586462,D,148.20211795783385,1
Bisexual,Female,C,B,-222.17128503021644,D,58.560220396393845,0
Homosexual,Female,E,C,-70.07541833381778,B,-90.52944153494997,1
Heterosexual,Non-binary,C,B,-19.331096577185995,B,-137.5932253831166,1
Heterosexual,Non-binary,B,B,52.45210296018074,C,-158.63485788445962,0
Homosexual,M,A,D,-27.748573866571753,A,128.25240040004698,1
Heterosexual,Male,B,E,113.7530726676174,E,-7.067582337095173,0
Heterosexual,Male,D,E,-64.87423827039984,B,-46.0366068347525,0
Heterosexual,Non-binary,B,B,-22.514697593624554,C,126.85697546371995,0
Heterosexual,Male,A,E,-169.90201823552363,D,134.00301996435735,1
Other,M,E,C,45.47108964127038,D,47.316766039978994,0
Homosexual,Female,A,D,173.7569801436057,E,-63.59006340014738,1
Heterosexual,M,A,B,-141.5987909366743,D,-18.739002990880355,1
Heterosexual,Male,A,E,90.96791414781468,B,166.95969790719374,1
Homosexual,Other,D,A,50.033048651072534,A,223.49678331890425,0
Bisexual,Male,B,B,47.12435473586653,E,-105.54669966644556,0
Bisexual,Other,C,A,13.482396509820067,D,-1.4218479416339163,0
Bisexual,Male,C,E,63.88641126785005,C,-28.270551612786004,0
Homosexual,M,B,C,169.54190402996161,B,-3.453021493112065,1
Heterosexual,Other,A,E,-20.72455166050412,C,-63.83417363860784,1
Homosexual,F,E,D,17.26727683928831,B,-60.50921642342354,1
Homosexual,Other,A,D,-73.94121878138712,D,-73.94832409672429,1
Homosexual,Female,E,C,122.85991182076974,C,69.1504822086259,1
Other,Male,B,D,-158.87867788027714,C,-248.83763977572397,0
Homosexual,Non-binary,E,E,264.35037644293163,B,-127.23963226555937,0
Other,F,B,E,-102.06795223350362,E,-64.88144753401203,0
Homosexual,Other,C,D,27.02150148769923,D,35.38839876357392,0
Bisexual,Non-binary,E,D,-112.90683518382758,D,-5.292979431017817,0
Bisexual,F,C,A,27.493569165427513,D,84.72988426398314,0
Bisexual,Non-binary,E,E,82.89121546947759,A,-133.49814651929003,1
Heterosexual,Female,E,C,-119.39310434373628,C,92.18365202309754,1
Other,Male,C,E,25.923572544470986,E,161.476756564388,0
Bisexual,Female,D,B,37.508547478239244,B,8.999417210205813,0
Bisexual,Female,A,A,-80.75470575772478,A,10.016494039712653,0
Heterosexual,Non-binary,E,D,-60.05307900600282,E,96.1421793633964,0
Other,Other,A,B,-56.568585189712294,B,179.0975178813562,0
Bisexual,Non-binary,C,D,-3.424905139472772,D,-27.460749067118684,0
Bisexual,Non-binary,A,C,143.2800399728166,D,17.418074165443787,1
Heterosexual,Non-binary,C,B,4.113821090042329,D,63.084554010710804,1
Heterosexual,F,C,C,-11.921801901811492,E,-131.9554772670747,0
Other,Other,E,C,138.2550604258181,E,123.7102510186481,0
Bisexual,Male,D,B,74.75114261748388,C,-10.471010342257523,0
Bisexual,M,B,A,18.368458456602824,B,17.15861778927701,0
Other,Non-binary,D,B,68.12994361750232,E,63.5817486005079,1
Heterosexual,Female,D,E,9.240789048955053,A,-33.62300288056859,1
Bisexual,M,E,A,105.06829125287962,B,52.31148364774651,1
Heterosexual,Other,C,B,84.32627996102256,E,-138.4163723831894,0
Homosexual,Non-binary,E,E,145.82215108454506,A,172.579919651029,1
Homosexual,Non-binary,D,C,1.3700911309560928,A,20.444630835854387,0
Bisexual,Non-binary,B,B,96.16561552489601,D,92.07698682882369,0
Homosexual,M,C,B,-34.408928330180885,C,88.22370139871299,1
Bisexual,Other,B,A,-93.99793567700578,C,-129.1091797322194,0
Homosexual,Other,A,C,-96.19596594009006,C,102.64337115072763,0
Homosexual,Other,D,A,-69.55600336458986,B,-47.22379965750498,1
Other,F,D,A,33.23020016049479,A,18.3272192030408,1
Heterosexual,Other,D,C,-43.70609017729086,D,162.81849729055676,1
Bisexual,Non-binary,D,A,32.247111902011724,A,66.4466187262583,1
Bisexual,Non-binary,D,E,149.79828013975538,B,89.4553060269996,0
Heterosexual,Other,B,B,-85.43325422490618,E,-108.06709771528374,1
Bisexual,Female,C,E,-91.9235484589269,C,-23.104808825246792,1
Bisexual,Other,D,A,-14.883385862282363,E,167.4639763453969,1
Heterosexual,Male,C,A,-74.47559027102427,B,17.62209535137047,0
Homosexual,F,B,B,-62.01503325300292,E,96.08391811706771,0
Other,M,E,E,-46.14502493009142,E,33.89058708738757,1
Heterosexual,Male,E,A,-10.219065761711414,B,227.40195378657444,1
Heterosexual,F,B,C,-52.095317857148835,D,128.30621828855016,1
Bisexual,M,A,A,163.32996516055186,B,35.79773432993703,0
Homosexual,F,A,D,79.71750884852914,E,-31.432383238200597,0
Other,Female,B,E,-113.96696525196855,B,1.6641529679995035,0
Other,Male,D,B,-20.784661826972272,C,-106.1107844823697,0
Homosexual,Other,E,C,16.00100960520078,E,-148.5559330611859,0
Heterosexual,F,E,E,-29.53895957053695,E,161.3213620330202,0
Other,Other,C,C,-9.228369802009768,A,-77.83477375419643,1
Homosexual,Other,A,B,16.27772633874396,E,-53.49565971930497,0
Heterosexual,Other,B,E,-139.36419494842036,D,170.0291056058618,1
Other,Female,C,A,-96.74925350410098,E,-118.09020028040177,1
Other,Non-binary,A,C,-6.794902151670688,B,76.47023619104698,0
Homosexual,F,A,C,87.06943963091031,E,-97.99770916395336,1
Heterosexual,F,A,B,18.81007666166763,A,93.93924739968766,0
Heterosexual,Male,D,A,231.4964887279671,E,19.270565036484555,0
Homosexual,Other,D,D,-105.41342409716401,D,-131.57255145917588,0
Homosexual,Non-binary,E,D,-110.3353428123425,E,26.06109370270435,1
Heterosexual,Other,C,B,-66.13934010278075,E,-1.3191212716351695,1
Other,Male,B,C,-121.15696651944543,B,-36.34969504039969,1
Other,Non-binary,B,C,12.156653444167247,E,-15.490650912483872,1
Heterosexual,Male,A,E,53.22646632459382,A,73.44656783230037,0
Other,Other,B,C,111.38123952465632,E,49.82569771307539,0
Heterosexual,Non-binary,D,E,79.58879964762089,B,-10.219766272251698,0
Heterosexual,Non-binary,C,E,15.05465257300088,C,30.426997122864968,0
Heterosexual,Non-binary,C,A,-161.74001353697588,C,106.27266691490127,0
Other,Other,A,B,-56.12865359200473,B,89.1647066353205,0
Other,M,B,E,3.145876711210075,D,28.73142319427243,1
Homosexual,M,A,E,-7.808689428894594,A,-116.80024859844774,1
Homosexual,Other,E,A,-101.50011149107763,E,-102.93496931670474,1
Heterosexual,Female,D,D,-102.08284553128276,C,-122.3397350374292,1
Bisexual,Non-binary,D,A,-58.21595855525992,E,-92.48481271676475,1
Heterosexual,Male,E,E,-76.15062730922953,C,218.3281189942791,0
Bisexual,Male,A,E,20.885136494769416,D,9.630740439281581,1
Heterosexual,Other,D,E,50.09035845319666,B,-19.903306140499648,0
Heterosexual,Male,E,A,85.64905923341219,E,-62.41628882008208,0
Other,Other,D,E,212.60972287138097,B,8.633802620547335,0
Homosexual,M,E,D,96.42339183523318,A,-24.487727934297272,1
Homosexual,Other,D,B,-23.031466091835437,E,110.26380457857805,1
Homosexual,F,A,D,-40.92479962518995,C,41.27222823526295,0
Bisexual,F,D,A,51.25953640046406,B,-5.6047711096132495,1
Bisexual,F,E,A,-30.117373413017308,D,-18.972286736083085,0
Heterosexual,Male,E,E,30.93303489413018,A,164.33133380175303,1
Other,Male,A,E,16.37862185469965,A,74.10716207592449,1
Homosexual,F,B,A,-1.7542508801181502,D,-151.48640503268004,1
Other,Other,C,A,-41.66758797104626,B,-7.901819133615994,0
Heterosexual,Male,D,A,-248.0683522955487,D,-156.93994173541878,0
Other,Male,D,B,180.5050839037751,E,89.38079737177095,1
Heterosexual,M,B,D,-48.79840464384838,C,173.1643848618022,1
Other,Male,C,E,-52.22707787045743,E,-80.4897476510832,1
Homosexual,M,D,E,-81.53713775645464,D,28.99458981998552,1
Heterosexual,F,D,B,9.441119331145673,B,-185.83819366041516,0
Homosexual,Male,C,E,62.5724060267268,E,76.77757735591616,0
