nationality,civil_status,Veteran,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
China,Married,Non-Veteran,Bisexual,54.70051161378504,B,C,B,E,-163.47421363435296,80.4896775779587,109.09148581510514,1
US,Married,Yes,Bisexual,-117.11121649890504,A,A,C,D,-129.40040874757793,57.77770448106391,-67.29796998769183,1
India,Single,Yes,Bisexual,219.56391111274706,E,A,E,C,-66.99293754105739,26.967853822057585,-38.63309044061509,1
Brazil,Widowed,Non-Veteran,Homosexual,49.3342399485684,C,D,D,E,4.814234837490259,2.084388362217551,-91.6837392605617,1
US,Single,Veteran,Heterosexual,-92.81581166601289,B,A,A,B,-140.24134487653694,-25.064155386459504,-17.66509091482539,0
Other,Divorced,Veteran,Homosexual,-133.67049354214623,C,D,B,C,-22.70923947880235,50.730564022427615,18.22294551468809,0
US,Widowed,Yes,Other,-7.64445444460372,B,C,C,C,-44.564290191941566,-16.53630960650784,73.39189998662215,1
China,Single,No,Bisexual,-90.81942351357398,A,C,D,C,144.91770875444567,-213.85802355068046,-37.07958850025946,0
Brazil,Married,No,Other,-216.18344012802498,E,D,A,E,102.29443546487414,85.49076338102158,-22.65236804341993,1
Germany,Widowed,No,Homosexual,-163.31229559575547,A,D,D,C,55.37345313431824,72.65800335496938,-126.34322817027315,1
Mexico,Single,No,Heterosexual,127.79797311204,D,D,A,E,38.79341403581938,-93.41694696286392,94.71653524582331,0
UK,Married,Non-Veteran,Heterosexual,-7.837100242172617,E,D,B,D,-52.355365202708434,198.7096968354615,-3.5657151508202776,1
India,Widowed,No,Bisexual,-11.568246949135506,D,C,E,A,174.8229739735481,117.40382759926491,-88.78074938915259,0
Brazil,Single,No,Heterosexual,40.588520007341636,C,C,E,E,57.05933022582151,-64.07805490947231,-49.5570995119014,1
Brazil,Married,No,Heterosexual,38.837791655823025,A,E,C,E,-7.5026810513660696,-47.133276264187685,-145.45354589898196,0
Brazil,Married,No,Heterosexual,70.28633011944719,D,C,A,C,-202.8101881364321,-70.08227933015976,0.776190134847044,1
Other,Widowed,No,Homosexual,121.51846973305491,A,D,E,C,-147.8897767034437,7.62366171358913,163.44856881715447,1
India,Divorced,No,Homosexual,-30.985932038688922,D,C,A,B,25.64350788807279,-98.91622832857614,-11.264622740118952,1
India,Divorced,No,Homosexual,44.02255202029291,C,C,D,B,-4.368028341532092,-43.50817315417141,102.81935898778156,0
Brazil,Single,Yes,Bisexual,175.09584062179638,D,E,A,E,-82.92258429400596,-184.7459192106906,-54.610003654961446,1
Other,Single,Yes,Heterosexual,71.77680955567402,A,D,C,E,-97.79488443522384,-24.869404198419883,70.91616275157018,1
China,Single,Yes,Bisexual,89.38098951287063,A,A,E,B,142.56840633087177,64.36371721701943,4.845891920294111,0
Brazil,Single,Yes,Homosexual,65.66183332717344,E,A,C,D,-21.864411611973935,-90.70705000607616,10.357576409268333,1
China,Divorced,Yes,Heterosexual,-19.45489366458746,E,E,A,E,137.3975425396517,9.713951595932967,232.14449375319418,0
India,Widowed,Yes,Bisexual,215.26773571410183,A,C,C,E,-15.893339611940432,88.5563973930563,-120.34828075472095,0
UK,Divorced,Veteran,Homosexual,-22.001940245803965,E,D,B,A,271.91204925617683,267.62780891820535,23.924721094994066,0
UK,Married,Non-Veteran,Homosexual,-91.67794936321265,A,B,B,B,-28.585974459600276,212.43716897477807,154.0019909292351,0
Brazil,Married,Veteran,Other,-10.920346506069313,A,A,B,E,167.3339361024917,-39.75187413562021,164.8227034342769,1
India,Single,Non-Veteran,Bisexual,-74.81588330561605,D,D,C,B,9.42629852433411,-5.990926894064566,-123.30239960949223,1
Other,Single,Non-Veteran,Bisexual,-104.72097201560986,A,E,B,D,128.65881625348405,-29.447295960437764,168.2704564741273,1
Other,Single,Yes,Other,-72.04145285023631,C,D,C,E,22.311125339370346,37.87235458607305,-53.87535939862317,1
UK,Single,Yes,Heterosexual,-138.29009333703252,B,A,A,B,-29.299836915124743,-19.78792799094104,118.56711525737644,0
Brazil,Married,No,Heterosexual,-227.48655280229735,A,D,D,D,-70.11483021086869,48.32210493899088,20.271464495021007,1
Brazil,Widowed,Yes,Heterosexual,-152.71600744434048,D,A,A,B,70.31503006603441,-3.1173301845725816,-152.40945821361314,0
Germany,Married,Yes,Bisexual,28.18342073791281,D,E,A,D,-123.46681566224471,-163.10700909771327,48.1159567738377,1
UK,Married,Veteran,Other,3.7468222347546183,C,B,E,B,-118.58076194107146,192.46908517735258,63.84600313149201,0
Brazil,Married,Yes,Bisexual,-10.407501832479479,A,B,C,C,2.2519835987795065,142.7627633494248,-17.95576756932671,1
Mexico,Married,No,Heterosexual,114.15944710457484,C,B,E,D,37.03117635256167,22.523344235578517,70.83837685123461,0
Germany,Married,Veteran,Heterosexual,-110.60857005408546,B,E,E,A,-83.1956677287473,140.75408853284216,36.08118971240181,0
Mexico,Widowed,Veteran,Homosexual,-174.35165443813548,C,E,B,E,-16.43787115916095,-6.300976248964349,279.06458559870197,0
US,Divorced,Veteran,Bisexual,-33.00166646052853,C,C,E,C,-73.58614466804664,42.0432072426757,90.61353593565089,1
Germany,Divorced,Non-Veteran,Homosexual,-43.71407323438931,E,B,C,E,155.54294180866708,-31.20249222191841,23.062197466021956,0
Germany,Single,Veteran,Other,-78.78532656027392,A,E,C,D,-162.55975437478736,-116.37568878764549,212.20795710254913,1
UK,Married,No,Homosexual,-92.77722080187299,A,B,A,A,17.198789889128843,31.278628316023593,-16.217574121716098,0
Other,Widowed,No,Other,36.03254872508808,E,D,B,C,-85.19444751578212,-92.91285052365737,158.31996477009625,1
UK,Married,No,Other,-34.937252301285476,E,B,E,B,-78.15945634367584,219.23641458942734,-86.1990754545279,1
India,Widowed,No,Homosexual,-48.432244348784224,B,E,B,A,17.127248565127836,38.24757282970664,-28.369137587295246,0
China,Widowed,Non-Veteran,Bisexual,95.69383199991776,E,D,B,A,3.0124890665012107,28.26597763118287,-172.35689188313953,1
Germany,Married,Yes,Other,41.78739939476862,A,D,A,B,-220.37831290511414,73.49143336739543,200.36268124263123,0
Mexico,Widowed,Non-Veteran,Heterosexual,39.175619999534376,E,D,A,C,79.77689653046198,-64.988520990974,178.6973985806519,1
Mexico,Married,Non-Veteran,Bisexual,83.39532996470432,A,E,C,E,29.28124002230701,-29.060995721461154,-89.99654794362262,0
Mexico,Single,Non-Veteran,Bisexual,-147.65731752546904,A,B,E,E,50.61577459385075,-5.34684559037232,-37.88211701216649,0
China,Single,Veteran,Other,-63.17764287471584,E,A,A,D,116.7103598894875,41.79316011339513,-181.54486143248846,1
China,Widowed,No,Homosexual,-30.233960948690903,B,B,A,E,-140.9820661018665,225.17461071326807,-140.84180858408857,0
US,Divorced,Veteran,Heterosexual,-23.650432538814545,E,D,D,D,-3.2035727340036013,-12.88460560711535,149.12938141486688,1
Brazil,Divorced,Yes,Homosexual,107.84278715391639,A,D,D,E,-307.00775788998175,3.573677249074999,197.64527246259468,1
Germany,Married,Veteran,Bisexual,141.6769652241964,E,B,C,B,6.461127771177076,78.09886615786682,-99.82297222640472,1
UK,Divorced,No,Homosexual,144.1022151404269,C,D,A,E,-77.07784142386429,26.216529064532434,-12.289112310132781,1
China,Married,Veteran,Other,-23.38848113085144,E,A,E,C,14.171051480660793,-39.681628513667675,260.135159614349,1
UK,Divorced,Veteran,Heterosexual,41.54885478778139,D,C,B,D,-213.1109041088192,-103.88535041248541,-271.0023477671775,0
US,Divorced,Non-Veteran,Other,-4.504859821667393,C,B,B,E,22.3993316418884,141.4628916423004,25.609251857849614,1
US,Divorced,Veteran,Bisexual,-10.307475355442342,C,C,C,C,39.38802876058492,-19.459091027044852,-139.3865146485694,0
Germany,Married,Yes,Homosexual,48.56870369299472,D,C,E,D,-49.638494578150144,-50.798150190415015,-16.74581720798473,0
US,Married,No,Heterosexual,-56.30662111780952,E,A,B,D,168.72686506289213,50.84165016526523,79.61712798590527,0
Other,Divorced,Veteran,Other,10.534757046309407,A,A,D,E,-234.78465291099343,42.69364040044486,-218.43909862419744,0
India,Divorced,Yes,Heterosexual,66.6812182698336,B,B,C,B,114.5466982271251,146.64275853103692,-43.07196910612486,0
Mexico,Single,Yes,Other,9.153807995007329,A,E,D,A,-14.406210225964408,-38.96454680443491,-16.969131412249123,1
Brazil,Married,Non-Veteran,Bisexual,-0.4345047283357288,B,B,D,D,-49.65659134359824,-64.8897950967406,-55.62048965173809,1
Brazil,Divorced,Yes,Bisexual,-79.23238907553257,E,A,D,C,212.96173347746947,-135.50729975597528,-117.14682301152601,1
India,Single,Veteran,Bisexual,-18.961135062565145,A,E,D,E,40.93936948574014,-118.9877972419264,11.1962010740872,1
India,Single,Veteran,Bisexual,-66.81294664096751,E,A,E,C,209.17307182880415,55.6209902632798,52.03157909493312,0
Brazil,Married,Non-Veteran,Homosexual,59.10662801827673,E,C,C,D,59.97563789148016,44.83357831362054,-23.12549433404934,1
Germany,Widowed,Yes,Other,94.22324003601712,D,E,B,A,164.78650580858684,-66.70618977327506,43.13978569360542,0
Mexico,Divorced,Non-Veteran,Other,82.60402230640996,A,D,C,E,44.18863167664455,-16.41125093820267,-35.14580667496207,1
China,Divorced,Yes,Heterosexual,-60.527477903688045,A,D,C,E,-42.45249798949399,-25.490268216057977,40.49713655062611,0
Other,Single,Non-Veteran,Heterosexual,-89.94498229968634,D,C,C,A,-10.679490371274502,26.430042897626194,-153.99146020302985,0
US,Divorced,Non-Veteran,Other,26.86983908362516,C,B,C,B,99.41318252518042,35.95105959065997,-77.27886643536146,1
Brazil,Single,Yes,Homosexual,-46.737439478206724,E,B,A,C,8.79437745131187,55.25147091196332,-34.54167679476794,1
Brazil,Widowed,No,Bisexual,116.64827276258347,D,A,E,E,170.19510754709466,156.68233418937027,-31.9587940344187,0
Other,Divorced,Veteran,Homosexual,54.37037982613383,D,D,B,A,24.1168768191655,-40.269634096265044,-91.09079981431476,1
Other,Divorced,Veteran,Homosexual,104.82038445623014,B,B,E,B,-74.2472116656316,-64.15886658646328,-220.34321059410763,1
Other,Widowed,Yes,Bisexual,66.52853218044143,D,B,E,D,-113.21028024496968,-170.28642051981032,-69.52871418614424,1
India,Divorced,Veteran,Heterosexual,-36.341195984631,C,D,E,A,-33.1914146896533,33.484400246849106,-37.92317225726645,1
Germany,Widowed,Non-Veteran,Other,-124.48939665345355,C,E,B,C,-64.58621671780392,0.7029915825273929,-75.37493529466765,1
Germany,Married,Veteran,Heterosexual,108.29494420946142,E,C,C,C,5.793990374928555,-97.09039901182057,140.95445665898546,0
China,Married,No,Bisexual,79.01750765072542,E,D,D,C,75.17044128395146,-2.0084987208502674,69.94787866096192,1
Mexico,Divorced,Yes,Homosexual,-120.63912948366433,E,A,A,E,182.49416831983675,-92.46753327252921,-191.06336340412201,1
UK,Widowed,Veteran,Bisexual,44.98035137783387,A,B,B,A,27.836732638046364,-34.915290175952066,158.70749017365304,1
China,Married,Veteran,Bisexual,-53.056902937576886,C,C,D,B,132.71168400172198,-61.52054999491132,11.806232435793946,1
UK,Single,Yes,Bisexual,22.033118889288396,D,E,C,B,-104.1131172656877,27.976183887554072,83.29391170756071,1
US,Married,Veteran,Homosexual,93.72604638657138,B,D,B,C,49.17401754083157,-50.37448747037951,44.94839733422063,0
China,Married,Yes,Heterosexual,61.690134940344066,C,B,C,E,-8.894563652175792,-109.5532188485961,-17.754488508600215,0
Other,Divorced,Yes,Heterosexual,-232.68584197022588,A,A,C,B,36.826606574968764,-77.48621376893404,-18.9384679586877,1
US,Married,No,Heterosexual,-125.47532832287278,A,B,D,A,204.75373239015897,14.891729263868125,-72.4147272223122,0
China,Divorced,Veteran,Bisexual,96.46149270061653,A,E,A,D,-37.45179970183501,151.52108947325027,55.70655008477377,0
China,Divorced,No,Heterosexual,-25.993262409327105,A,D,D,D,122.00567891448367,-119.66531264704932,-22.141111725826555,1
Mexico,Divorced,Veteran,Homosexual,87.61024966745416,D,A,E,B,0.16428642473883898,-147.8839455898556,-259.20760709662994,0
Other,Divorced,No,Other,-160.64542781808757,E,A,D,B,-41.3800136035442,-113.84811916082253,187.59376156368901,0
India,Single,Non-Veteran,Bisexual,-19.24195929116126,C,D,E,A,80.51132732451498,-274.91277886146946,57.23537066571593,0
Germany,Married,Non-Veteran,Heterosexual,46.14986112082716,B,D,C,D,-18.8435345746346,170.50785662165364,132.5481631712391,1
UK,Widowed,Veteran,Bisexual,-70.00139044420119,E,E,A,E,-17.986887810357306,98.022245029554,278.446264878233,1
Germany,Single,Yes,Heterosexual,118.93909862079046,E,E,B,E,65.38389052985012,-1.099102765172076,77.59255774463959,0
Mexico,Divorced,Non-Veteran,Homosexual,35.80414697957258,B,D,E,A,41.0775257679787,20.80389538148344,-108.81489011748255,0
China,Widowed,No,Heterosexual,79.50975793984247,B,E,A,C,-81.93536184653051,-32.876701586995594,-62.779755065869566,1
Germany,Widowed,Non-Veteran,Heterosexual,-14.340799039557567,C,C,B,E,25.47719197143673,38.827775490898,-4.833579437217474,0
Mexico,Divorced,Non-Veteran,Heterosexual,-61.86087105674396,A,E,E,B,35.9288967134719,21.452764053279815,202.488844374409,0
Other,Divorced,Veteran,Other,-22.59199902956325,E,A,C,B,86.26022830636938,108.88206680890984,-77.18619810016355,1
Other,Married,Yes,Other,-28.02003158478475,D,B,C,A,49.69395720339435,52.4293432704482,38.74691350172193,0
India,Single,No,Other,-34.28012698815733,D,D,D,E,-30.67158542650285,-64.93121578550142,29.43704368981916,1
India,Widowed,Veteran,Homosexual,51.294783780565126,D,D,B,A,38.52482278447504,-211.69837249513495,-100.95766797669054,1
Other,Single,No,Other,-14.43299380407156,B,B,E,C,18.98174156743926,-1.0254942789677013,-30.470643357440412,1
UK,Divorced,Yes,Heterosexual,8.054495213586547,E,A,A,D,87.84474017537352,-10.245742023988385,86.69389031257253,1
Other,Married,Veteran,Other,-55.11905864861794,B,A,E,E,-35.60965439020863,-257.00742283061754,-43.41327365648478,0
Brazil,Divorced,No,Homosexual,14.666073712972205,B,D,C,D,-66.81562321576786,14.96921313896124,35.81201404916337,1
Brazil,Single,Yes,Bisexual,-118.3711995868612,D,E,B,E,-82.42283265337119,214.02571660842463,-54.52615079405073,0
US,Married,Veteran,Heterosexual,-65.97021873064033,D,D,C,A,5.7828122464983505,8.888171911466257,-69.44977987695398,0
China,Married,No,Other,24.791439429705523,E,D,B,C,86.75434310582885,-151.72547616064483,9.237803606693058,0
Brazil,Single,Veteran,Bisexual,-11.435289789595467,C,A,C,D,-117.58904015404548,-23.60328314440028,136.57956651323084,0
Mexico,Widowed,No,Bisexual,260.52656091123913,D,A,C,D,76.69322352278866,170.17371262779625,80.01058111720056,1
Brazil,Single,No,Homosexual,0.46456944043081294,E,A,A,C,142.5297538871773,-56.245408003541286,34.754054846959306,1
China,Single,No,Homosexual,105.09609241505929,C,D,D,C,-55.592741371543354,-3.589032578708358,-28.078534401723545,1
UK,Widowed,Veteran,Heterosexual,-49.50092627967975,D,A,C,B,-12.964632741294608,91.31688838464666,-240.37351957398337,0
Other,Married,Yes,Bisexual,110.89590790964603,C,D,D,A,20.05516366415681,92.6278067643253,10.374362914422747,0
Other,Widowed,No,Homosexual,74.51175174626864,E,A,A,D,-113.84633751060178,-64.53461863737621,-26.570835753336734,1
Mexico,Widowed,No,Homosexual,9.247936565765198,C,B,C,E,-4.985690266960197,16.645237677821452,-165.74658325900884,1
Germany,Widowed,No,Bisexual,168.39592398584406,D,B,E,E,-49.55840110695247,24.951117637545707,-181.78531359037325,0
Mexico,Married,Yes,Bisexual,83.5143462777514,B,D,D,C,-51.43494536789244,54.77150248004481,-12.301464533443298,1
India,Divorced,Veteran,Bisexual,90.25767522644308,C,B,E,C,34.07228115516184,-78.78582393157315,-15.065935907906406,0
Brazil,Divorced,No,Other,53.68153196555141,C,D,A,E,133.4247660939355,31.232343327468627,-186.4789724021623,1
Brazil,Divorced,Veteran,Bisexual,62.093760940640884,E,B,B,A,168.05995666691427,41.0319025798508,-24.182534837889115,1
Brazil,Married,Veteran,Other,9.488196030053214,C,C,E,A,52.08772161416494,88.77722926844075,-49.39004414556681,1
India,Divorced,Yes,Homosexual,-6.931900274492237,E,A,C,B,3.4056337808530373,-2.6347586862462875,-54.30228894601748,0
Other,Widowed,Non-Veteran,Homosexual,258.11159438095217,D,C,D,B,38.91909351834476,-23.837891163970397,147.689613932775,1
Other,Single,No,Bisexual,105.6113614224836,B,C,B,D,-35.92882823371964,67.20765396915172,66.20290481735567,1
US,Divorced,No,Other,-136.86024300205176,D,C,E,B,-80.63498717129669,-118.48944820188039,187.7953109387446,1
UK,Divorced,Yes,Homosexual,-81.82643253903956,E,D,E,B,-61.667043186279614,-80.8475525437939,31.21480618351861,0
US,Single,Veteran,Bisexual,-12.053519929572055,D,A,E,D,-46.648851558584,-20.858142180770855,-102.098242797876,0
Mexico,Single,Non-Veteran,Homosexual,-41.19230617565906,B,B,D,C,46.00046261000805,49.487572935024204,191.03606998674798,1
Other,Single,Veteran,Heterosexual,-68.61123772636488,B,C,C,A,69.5022766252278,-70.74703706277936,-110.43504274286471,1
Other,Widowed,No,Other,161.6265604692321,D,D,D,C,-155.54383036987355,180.39147866340352,5.496879986452772,1
India,Married,Non-Veteran,Homosexual,101.78948580053577,A,E,D,C,103.38547487151124,69.29341909489233,71.92102939072147,0
Mexico,Married,No,Heterosexual,88.56604396612536,E,E,D,E,9.641702838035561,-71.98339635135518,-136.82031414152118,1
UK,Widowed,Yes,Homosexual,84.67558636560591,A,D,B,B,-66.42049615907834,-33.88065045092986,-145.72233055516273,1
UK,Widowed,Non-Veteran,Homosexual,56.2640842147952,E,D,C,D,188.14173011735517,-85.96407610290565,275.7484016217723,1
Mexico,Married,Non-Veteran,Homosexual,8.610144460196473,B,A,C,E,51.42686315572996,97.05619719499727,-33.62976917480852,0
Germany,Widowed,Veteran,Heterosexual,-16.386323443519085,D,A,A,C,4.72480685291752,19.19383506016966,24.857611731693883,0
US,Divorced,No,Other,-115.35164352223622,E,C,B,B,-126.05470270172164,-106.5288575486833,148.89176503850962,1
Other,Single,Veteran,Heterosexual,-61.056757805101334,D,C,A,C,28.735770337477685,-20.006117550209837,62.15768746864413,0
Other,Divorced,Non-Veteran,Bisexual,7.094832049245949,A,E,A,D,-83.52176182043435,206.06873658649837,-28.30211383608669,1
Other,Divorced,Veteran,Other,-8.809635494731644,A,A,B,E,-0.40821935923595093,-117.48272265282185,29.132267487358043,0
Mexico,Single,Yes,Bisexual,128.57876273555368,C,B,C,E,-23.1003332093458,140.26872696387213,158.68039325171526,0
Brazil,Married,Veteran,Other,25.440967112035175,C,C,B,A,43.12589137470519,127.76979336534427,-9.530065984075778,1
Other,Married,Yes,Homosexual,25.866243251660787,C,A,C,E,-6.092893839689281,-42.054134751448935,-63.486014220811896,0
Brazil,Widowed,Non-Veteran,Other,124.80947001023894,E,E,C,D,58.980109408054346,6.407961955116089,33.89826759134345,0
UK,Widowed,Non-Veteran,Homosexual,19.221921123145087,C,A,C,E,23.43273287071084,-134.51886865880988,43.6854158622487,1
Brazil,Widowed,Non-Veteran,Bisexual,-74.78280973970705,C,D,A,D,-52.28069019933825,-19.688620477710767,-38.59401978454148,0
Germany,Widowed,No,Homosexual,186.9727852525616,A,B,D,B,46.85350901341006,-48.890958599103094,-29.9874482915575,0
China,Divorced,Veteran,Other,112.0324353686515,E,A,A,E,53.734327753197675,144.43172456218062,21.790990089095562,0
India,Single,Veteran,Other,94.44751120978543,A,E,E,B,229.82431858219843,-10.031881493638707,192.19586295904696,0
Germany,Widowed,Veteran,Bisexual,-47.25031491618832,D,A,C,B,-46.862863520597216,28.075063660372653,8.993447045637675,0
Germany,Divorced,Non-Veteran,Heterosexual,-67.68842569192917,A,B,D,C,89.45762588560117,-192.63899888032992,41.671799921648656,0
Mexico,Divorced,Yes,Homosexual,96.3911202164525,B,B,C,B,6.035318547474286,-136.93555490449546,19.044446261510856,1
Brazil,Divorced,Yes,Heterosexual,-161.11550666175722,C,E,C,E,52.26424767079949,55.30420100643857,121.82701467455237,1
Other,Single,Non-Veteran,Homosexual,-124.1099674402705,E,B,E,C,35.35976532021854,200.89159253561655,-63.56371743569862,1
US,Divorced,Non-Veteran,Other,4.8865050468989395,A,B,E,D,16.506410741466297,-21.90142598809425,115.3160387887539,1
Brazil,Single,Veteran,Homosexual,67.84892892188559,D,D,B,C,-38.88536943552603,85.54516519399711,10.61251491850496,1
US,Divorced,No,Heterosexual,119.7764109734534,C,A,B,D,98.79001291270573,45.384421526690524,-47.18244633108555,1
US,Married,No,Homosexual,98.9014725346623,B,A,B,C,25.187514335438987,-5.380570032868378,51.70991775827298,0
US,Widowed,Yes,Bisexual,229.74630252687223,A,B,A,B,13.645449535152956,171.05296884504418,98.36190457375011,1
India,Married,Veteran,Homosexual,121.27692405710138,C,D,A,D,42.27248880602061,-77.86263354734213,48.00024868815966,0
Germany,Divorced,Veteran,Heterosexual,-15.018918301480856,C,D,A,B,74.17751383783144,-47.136154532955814,-5.257754071241533,1
Germany,Single,Yes,Homosexual,19.07880963673298,A,D,C,C,146.31876147579166,174.84465468757318,177.72583304617328,0
Germany,Married,Veteran,Heterosexual,-51.03073132175139,E,E,A,C,99.66778393268085,85.39381279380078,43.098818807397585,1
China,Widowed,Yes,Heterosexual,73.0202509329425,A,A,B,E,33.22758993063997,56.00889261939797,52.527353920634766,0
Mexico,Single,Veteran,Other,6.652709109914658,E,A,D,D,38.815012804420626,39.738286216534036,-84.05229672619328,1
China,Widowed,No,Other,-23.888539395368763,C,D,A,B,-121.3329495212871,75.31958524633012,-93.95816782180144,0
China,Widowed,Veteran,Other,74.38815225741331,C,C,C,D,65.36338272395734,-58.22342173632109,176.33761380766032,1
Mexico,Married,Veteran,Heterosexual,64.72687314969617,E,E,B,C,35.349541799352515,71.73226659810463,22.086854169606905,0
Brazil,Married,Non-Veteran,Heterosexual,213.86843454047963,A,A,D,B,-45.846790133115555,-84.51910995642298,-15.069727113125374,0
India,Widowed,Non-Veteran,Bisexual,-165.00151591397568,A,E,A,D,17.056092492525522,-48.12364328975641,49.23319106669112,0
India,Single,No,Other,-36.654264596095494,A,D,B,E,187.03798757282993,117.50164858468901,111.29736925057634,0
China,Married,No,Bisexual,-53.93771780981487,B,E,C,A,14.101499645727863,15.782630814165286,-195.6117015262763,1
Germany,Single,Non-Veteran,Heterosexual,-91.48142415828883,A,C,E,B,162.6799134359171,-87.12532148133124,-22.01192316219814,0
UK,Married,No,Homosexual,-21.132973747177537,C,C,D,D,-0.08156785796935201,213.8079044295254,-13.719725521284671,0
US,Single,No,Other,22.833637244537556,B,E,A,B,-34.73414702436078,49.92844249974884,33.219951646958954,0
Other,Single,Yes,Homosexual,-29.93798395498452,D,E,D,B,-45.985634926508006,-176.18317614120096,-74.06393803154039,1
China,Divorced,Yes,Bisexual,59.09366040792147,B,E,A,A,-34.25346060491169,156.58892700190162,-18.897809584360356,0
Other,Widowed,Non-Veteran,Homosexual,-91.23923473976885,B,C,C,C,9.845708151744331,-62.888432082519074,145.80167460587597,1
UK,Single,Veteran,Heterosexual,-42.7103352663844,B,B,D,A,46.85844285270489,-82.52418523331015,-23.94871066822256,1
UK,Married,Veteran,Homosexual,112.02001468037524,E,B,C,D,-279.8475486276661,250.0852721720634,-40.157029735568024,1
UK,Married,No,Bisexual,-10.046436518504196,A,A,D,A,5.703106478567862,-44.88074483860833,-47.28754249618552,0
China,Married,Veteran,Bisexual,-48.815176180217264,D,A,E,D,-138.991356300379,-29.115801945924975,-100.20245375290757,1
India,Divorced,Non-Veteran,Homosexual,-39.58161945691927,E,B,D,C,-35.20170805208319,65.60872529776431,-47.737263387875686,0
Germany,Single,No,Other,-160.24158677155822,B,E,C,C,51.41491543326179,9.175689591352329,-56.2180265346662,0
Other,Widowed,Veteran,Heterosexual,87.32458542674793,C,A,C,D,27.789600738423964,-91.57001458447212,-36.260949535487775,0
Brazil,Married,Non-Veteran,Heterosexual,86.68764322818694,E,B,A,C,203.48504334353814,-232.99826463955688,-118.29243541364451,0
US,Divorced,No,Bisexual,109.08530136890971,C,C,B,A,75.20976604796691,35.04831008305521,-142.60167166773016,1
India,Widowed,No,Other,140.14911893720537,D,A,B,D,30.297419694803647,87.52690905660826,28.922802407565634,0
UK,Divorced,Veteran,Homosexual,122.79150092561221,C,D,C,B,-144.95535638883047,136.29883628628298,-42.41645001716423,0
Brazil,Married,No,Bisexual,122.6476613085708,B,E,B,E,-45.67608930521657,263.4520380742776,-48.17133233845497,0
US,Divorced,Yes,Bisexual,-30.326767541655602,A,C,C,D,119.54002137545103,128.26708915533848,38.10569848907805,1
China,Single,No,Homosexual,-19.967229637259916,E,D,E,B,135.75146126009417,-134.97675919672818,-79.18816621140671,1
US,Divorced,Yes,Bisexual,-146.5049138950569,C,E,D,D,-23.628556104816656,-35.51584480123095,-82.06388433740416,0
Other,Single,No,Heterosexual,-9.760141175769085,B,C,D,A,-9.226297647317669,-115.51651477689413,-96.24257492305446,0
UK,Married,Veteran,Homosexual,127.83670354583352,D,E,D,E,88.00774592692161,99.37374621093105,-32.90289520441206,0
Mexico,Divorced,Veteran,Other,-43.82059620121745,C,B,A,B,0.9400177854845683,104.51807210597033,81.27757267036371,1
US,Single,Veteran,Bisexual,-14.085058906731646,B,E,A,A,15.48744124260045,-77.41332774240291,-28.209274161265952,0
US,Married,No,Heterosexual,60.12819012024504,E,E,D,B,1.8538138884047226,-25.828051899432086,-126.13257971838819,0
US,Widowed,No,Other,46.06074451543546,B,E,D,B,-86.04344317467776,73.97511317953823,-81.75087547363081,1
India,Single,No,Other,0.605402112272159,A,A,B,E,-77.893181423534,-82.91287475538424,-219.90973776311534,1
Mexico,Married,Yes,Homosexual,48.39317422456574,B,D,A,E,-84.25368261768067,142.19910985145304,224.78499618108518,0
Brazil,Single,No,Other,121.43466384628772,B,D,D,B,132.09008474277792,100.30012645365912,168.02607578146947,1
China,Divorced,Veteran,Other,-158.0305364635955,E,D,A,A,81.62351019567625,11.384656097194618,56.60550125968703,1
Other,Married,Non-Veteran,Other,7.816519862827015,C,A,C,A,36.48836024891239,-20.199431114634915,76.80992862146518,1
Germany,Widowed,Non-Veteran,Heterosexual,-106.13286001693703,A,E,B,E,60.637681232612465,-109.5665998372834,-135.51194776200975,0
UK,Widowed,Yes,Bisexual,14.083354700367593,B,A,A,D,128.3725023319419,-88.05348542207236,-114.69374920756763,0
Other,Single,Non-Veteran,Other,-48.80660194103344,E,B,C,E,-135.7189417156534,-141.73563005966926,32.769259082242506,0
US,Widowed,Non-Veteran,Bisexual,91.8470373356007,D,B,E,D,69.55741612124187,62.80681647234266,8.665713681961334,0
India,Married,Yes,Homosexual,-158.61284750851513,A,B,D,E,-146.8766253595361,-17.09158257981859,-95.25409607194246,0
UK,Divorced,No,Other,91.33765424432458,D,B,E,C,-54.78161519773139,-14.674370433863881,27.860415245344385,1
Germany,Single,Non-Veteran,Homosexual,-13.436622064634939,B,E,E,B,-100.79968130407345,-70.56377172591516,-55.76307760371887,0
Other,Divorced,No,Other,6.464641904126961,C,D,B,B,-173.1431783370333,59.100378530171895,61.44714093142728,0
Mexico,Married,No,Heterosexual,52.131554186020814,C,C,B,D,-116.27963506355317,241.45226647296477,-11.641541815909823,1
China,Married,Veteran,Other,-48.335670941239954,A,C,A,E,128.1624307692278,-74.41641816689584,25.768545308237684,0
Germany,Married,Yes,Other,91.35277545005013,A,E,C,A,-79.01678395470414,256.40485803458415,-128.4454298858421,0
US,Divorced,No,Bisexual,-42.38919149687001,E,A,E,C,-28.75044942353318,140.16529385489747,-156.15052932672967,1
Other,Widowed,Non-Veteran,Other,133.54370062440805,A,A,E,A,198.01548854739679,102.68199895669952,177.04388977846156,0
