Gender,AGE,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
F,77,18-25,-93.91281502466691,-231.00975070614967,A,-24.6827013418097,-103.10216198986492,-19.625601723278134,E,67.03236962140323,D,D,-274.2961752956151,D,0
M,33,36-50,-33.88965870318103,-145.54739481090772,E,-47.298534186325845,16.028486677965553,-61.71897981789938,E,108.05156617938434,C,C,105.89761209521049,A,0
M,50,18-25,-74.98002560907759,61.04602104484555,A,-87.36674632689791,40.480665672080576,-17.077456545955577,B,-202.93417372186678,E,C,-63.77814325183243,A,0
M,24,26-35,-21.4422178862175,45.07074277372106,C,-41.51171708697143,33.61674067347572,-84.07875396013031,B,-40.425123712525036,C,A,43.868987702224786,C,0
Male,49,36-50,85.62509326788089,64.90391974567913,A,94.8250205549316,59.111909047003806,47.667843706129794,D,-108.25783552404683,C,D,-25.601962864932766,D,0
M,35,65+,-61.88723804875276,109.2601684453478,E,11.175680637669135,-40.56076207261695,-150.18243149449395,E,20.455839184420654,B,B,-191.46999751573594,E,1
Female,23,51-65,-55.79594611462161,41.11268913353148,A,-44.8359667437812,69.11507163249595,142.8597264663908,A,-108.33393315399826,D,C,109.90285724276528,A,0
Non-binary,54,26-35,127.29422121282118,-107.72029892301154,D,94.62847009097901,88.85093779395496,-34.810781191192284,A,37.77773381888131,D,E,-98.37982695806564,D,0
Female,30,18-25,56.84609852128867,126.9688411495667,E,-183.91931836824332,193.74824102357883,-67.63162121424826,A,-30.95405401090849,B,C,-201.67223506946192,C,0
F,38,26-35,-122.10103812677468,26.75236187685278,A,-89.25517820818662,-50.38617838807274,28.049750201104107,D,-97.37009531455006,D,A,-72.48852150381738,E,0
M,37,18-25,-94.37153337455,38.05099196938861,A,55.906164619607466,44.721403890336035,140.27184626896474,C,-85.19617808111596,E,C,80.2301044847699,B,1
Non-binary,62,65+,187.78257043138134,-37.33421765055704,D,34.673838414413716,-213.175778525024,-54.705242313667,D,17.888642338529667,B,D,12.046700570510232,B,0
Female,68,65+,-32.91613648997122,-167.64060012788698,E,-61.90988669456334,-176.93964633092995,81.79654215886696,A,-33.290319786377296,E,D,-118.4657274446578,E,1
Non-binary,74,36-50,-11.41097679020145,-112.43477037079997,E,40.8374278754047,39.42807070318635,-144.36855333060385,A,13.91983196045629,C,D,-160.4566805398267,C,0
Non-binary,57,26-35,6.693088533887151,50.0867901916647,A,86.44241864832374,-25.044035087348803,83.62266552243618,B,1.9794615644023017,A,C,17.99920321449469,B,0
M,51,65+,61.52512629790059,6.077944826856647,C,-78.80006407304774,-46.03404893113684,113.83298295224233,E,-97.4368313172694,A,C,-6.376464869735766,C,0
M,32,18-25,-4.863125601112161,55.46330861341438,B,-44.77734236076508,84.87660234989016,-124.50726056601935,C,55.78754563051419,B,A,-51.386111663380106,A,1
Non-binary,57,65+,46.86771124510487,194.47678342336926,C,45.24884065793752,38.644351789563885,67.6844802605091,C,-25.95002601550471,E,C,-85.77692382536823,C,1
Male,66,18-25,28.45691592866627,-113.59429375132515,B,-42.37109457496146,-169.70262263128063,-170.05202551006568,C,37.51120022711891,D,B,23.68724190405747,C,1
M,33,18-25,-34.04036242640453,139.82429129479038,D,99.069612193202,26.878660706504025,243.80828741530743,C,-88.45737732603482,C,A,-141.76030994116,C,1
Non-binary,52,51-65,34.77308677504071,10.199053836758628,E,-52.72780414340967,101.40101837671331,3.9442240642593447,E,-14.868313857974504,B,E,-42.67784247896301,D,0
Female,63,65+,-86.09295590026669,-31.624772739956807,D,99.06433544221619,83.61655629473834,90.29150118601885,B,27.98950596464089,B,C,-36.396499902116446,B,1
Other,77,51-65,12.55296699160807,-233.63321459363692,C,-33.36725338999993,74.01541701233502,-107.44402703895761,B,17.562341266781427,E,D,91.04987158828875,D,1
F,55,26-35,-128.98286407618124,-26.380003222979482,B,110.40501960277854,53.820020740034394,135.74296182791863,C,-32.44645281351683,A,B,49.085685924304876,C,0
M,68,26-35,3.410481305439117,-78.16113137662562,C,96.71473183864664,-157.77356619873117,-90.53974207815601,A,8.667968370166742,C,B,41.17412083102051,B,0
Non-binary,22,51-65,-74.44756669442214,35.92005908533999,C,-20.198415374780012,37.08251219516905,105.59259901409648,D,21.821297721945612,D,C,-129.7620476639316,A,0
Non-binary,76,65+,58.59594397908936,131.2544535138322,C,50.47314251125392,30.41486946064923,-50.21713813257149,C,1.099245943289437,C,C,160.0330036188479,D,0
M,73,65+,64.51626416137279,-78.29938552517463,E,54.69181308168469,46.41794444918816,72.43752639463476,B,6.844936395331123,E,C,49.31875804986165,A,1
Female,50,51-65,103.17349789155506,78.58998101062794,E,-43.74728019424378,-133.42366353360094,68.02010182311213,C,19.250615100985076,D,B,-19.683851883459557,D,1
Other,61,65+,-68.7792906875568,-29.071791517703726,A,-120.10812006642382,23.734629269348282,-6.8846803765038755,D,-166.60818719535132,E,A,-37.14128591818258,C,1
Female,19,26-35,5.192656880308637,-118.89997517756952,B,41.17532078930594,20.275689870990327,145.36609342446675,E,181.9015123354142,D,C,155.82023596817993,E,0
Other,76,36-50,38.72195878134747,-157.43792058833705,B,-11.352877578843673,63.16525301503345,96.00568795320855,A,52.3144035532808,A,A,7.408780340396428,B,0
M,78,65+,-62.47079601650687,-1.5867069291562834,B,133.94499871152814,-137.0585994840944,-42.08209898286914,D,37.42881208112686,A,B,98.10043043116052,A,1
F,28,65+,-58.65784581481815,36.86864220057791,A,-85.41775239126198,96.23497512067073,-165.8988141883148,B,-3.446261416395196,C,C,121.75119413111692,B,0
F,76,36-50,-152.60434271334668,29.379697547261035,C,31.196412133404362,47.74180059250146,-60.648829819911235,D,5.175411871711152,A,D,56.31884844132223,A,0
F,23,26-35,-47.520223832189494,-147.74820887170227,B,-243.1641959205273,10.057631963397247,-117.46720084287546,A,31.259661771099623,E,D,-28.61850746449303,D,0
Female,70,65+,-5.890787373044804,0.35354613187026485,A,100.94564505452277,-23.564207334653165,123.71683382208025,C,90.62752458072254,B,D,-22.1611593273463,E,1
Female,44,36-50,-123.29250399839282,-45.20615097880944,A,-142.43050627446607,-53.086779892033206,69.26819361204899,C,22.818512690434332,E,E,-57.80315826120111,C,1
Female,72,26-35,21.348567525962416,-55.988039615383364,C,-18.049444723818088,13.314596269117363,-112.18461612934686,A,-8.333070608689294,D,C,44.93611936430869,E,1
Non-binary,48,65+,-67.4784848053085,41.24767945770097,C,70.84672631475586,-51.123925326263155,27.866830445249512,B,24.72040047750747,E,C,-361.55465856032095,A,0
Male,69,36-50,-171.50503977975967,18.297439931282604,B,-111.08452082759754,-18.858017136834917,13.260532370647873,B,77.40242373322317,C,B,125.3937421494037,A,0
M,29,51-65,122.70691163974712,88.2332696924971,E,-22.080068775510554,-4.930179700840521,-125.48206106286852,B,46.262929492311144,C,E,251.51074235367705,C,1
F,32,51-65,53.944961115314804,239.00385087876415,D,-104.78875351115158,96.91526566634504,17.925236986248482,B,-67.96259264403274,D,E,-18.93695684355403,E,1
Non-binary,26,51-65,27.475576570653555,70.67940878931324,C,85.22283523089574,129.52387366866358,-63.86826049172913,E,-155.86117774730332,A,D,-241.9188596644398,D,1
F,78,36-50,-175.3318378881368,9.615679319303354,C,-80.0698664662934,88.0788067611197,226.60852581057483,A,-4.430476007484171,C,E,27.692119831412125,D,0
Female,76,36-50,-123.1040634394296,-6.598864035860069,C,-81.72984705566108,14.934799412626285,-231.90244639321054,C,-5.44320532687479,B,C,-51.294263332346425,B,1
Non-binary,60,26-35,-20.28975339339795,113.13430910144928,D,-62.34271763788654,30.37205145258632,-42.6059465865968,A,28.43871301488466,A,D,42.476066729352354,A,0
Non-binary,42,36-50,3.8014862204402458,7.8571035114636425,A,-92.13599218671331,-171.7333904533425,-22.645434822043025,A,-98.53320291625135,E,D,157.4951909247536,B,0
Male,56,26-35,-66.80509724608501,-88.32758895938572,E,-86.47129356319422,-23.707356171622187,75.42871577796109,B,120.19607468139239,D,E,-143.39820498084333,C,1
Female,75,26-35,87.14450605351095,-52.323195852531676,C,-137.66222054590676,20.6750040503836,191.28339573021944,C,-90.46850890876246,D,B,8.279754028602673,C,0
Male,32,51-65,111.41844492490472,124.47037751846707,D,-29.839952002947445,-194.63055743739054,1.1311527583857666,A,59.04179389033275,B,A,-192.26643738899853,C,1
Non-binary,52,18-25,304.1555892903627,79.11056323121247,B,1.1446249200969074,-169.58675298009894,112.75713973974648,E,-111.27776387767642,C,E,18.783076495178175,A,1
F,61,36-50,-63.571279143187695,7.540574514522071,E,179.56281862903037,54.88381276978749,186.39511488894007,D,-16.975053835596555,D,B,-163.61432194874516,C,0
M,34,65+,-29.115647314274142,-138.23591044817744,D,33.820213370980355,-12.091456487382384,-109.98066265607753,B,-111.64131963903236,B,B,70.85082473703041,D,0
Female,53,51-65,-20.015951117901874,-3.0826859908399555,A,158.64575054484754,-233.69136711418602,-49.226651761498296,A,111.59536479574,B,E,182.78017889034734,E,1
M,74,51-65,-8.051060697124273,-20.519281818547007,B,42.57353445257286,-100.9148520200094,23.04350401663118,A,-51.418813722697706,B,E,139.8694793504879,A,1
F,76,65+,41.25178000591435,57.28520735557024,B,37.148404062765344,103.66017377423917,-7.439390919650987,E,-99.23163278081188,C,D,-43.63788515319149,C,0
Non-binary,56,26-35,-96.99425499767621,45.27246756209971,A,-55.55496761433777,48.48199735997036,17.368690338190213,B,-94.21385976923169,A,A,-21.107172301766138,C,1
Female,65,26-35,123.93832391111803,210.37448521705136,C,-120.2787530387519,145.25179219340708,28.170413137372314,C,72.70414608830617,B,D,38.00823036687714,B,0
M,25,65+,144.3949316866633,53.37547423904889,D,-27.113029412127364,236.68338022039168,126.9362686882853,C,-94.90839436987274,B,E,-207.282361604094,C,1
M,49,36-50,42.815832038653184,5.814095557948827,D,84.36910462016,91.11997708963196,-30.99092263127259,D,-48.339189879054935,A,A,-10.000185347762907,B,0
M,29,26-35,-178.44591118553606,146.70050938879936,E,13.4752755078552,-192.36568937381367,8.6614746468571,E,-5.128314482263949,B,E,-100.43195300672636,A,0
Other,64,65+,-28.12684029686588,-25.22359488339997,D,-26.240322452890258,36.33482968708478,-58.849351246560985,E,134.15484335544107,D,E,86.78176258531026,D,0
Non-binary,28,26-35,-87.99831196720727,151.15050312255298,E,-70.55352252788745,21.27709551379681,70.10806068409785,C,60.951765986095744,B,E,-81.99671972643974,E,1
F,19,18-25,-1.3413662067786243,-38.09687615310595,E,4.894996528230963,10.348194023305789,84.33738384468145,C,-130.94674061788385,B,E,-25.911345437829898,A,0
Male,56,26-35,-7.7784430029494604,34.37645215792674,C,-57.243897814840025,-111.33840336673416,-53.03466169701064,D,90.86606458273315,C,D,-143.98065223034004,B,1
F,33,18-25,-32.540379872035935,-74.2339514508044,A,106.30420389385206,-47.30272568990127,33.04607316665667,A,-97.92975485154794,C,B,-159.85521140112047,C,1
M,41,51-65,71.65206018549189,-76.81632903435153,E,110.69074943759647,169.43576018315113,-10.16569625498306,B,225.03646955919146,E,A,-35.0111105856182,D,0
Male,25,26-35,64.54746116634958,-71.71356800587775,A,101.99760545707292,104.75643157049966,-129.13209679240632,E,4.658320089649066,B,A,2.711040646409698,C,1
F,64,26-35,-8.777145638719814,-20.37599922010157,B,-64.68541884155556,148.235893976869,72.85823404965797,B,-41.129733111977814,E,A,94.22174830957836,D,1
Male,21,26-35,63.575906240725836,31.381036024503107,A,62.778099707894796,-8.309082747011928,143.60299030544667,E,51.68632739335721,A,B,30.72564523243092,A,0
Male,31,65+,11.818213046253083,-6.84041636403866,B,52.334352226895085,31.70218368562286,127.86309154195959,A,-31.255741182405867,A,C,-41.66557283980888,C,0
Female,74,36-50,23.769620756254085,-200.59891921844138,B,2.3451486937100063,91.90234860732852,99.88709687065219,A,159.43867171348316,C,C,-55.713384037302625,B,1
F,77,36-50,117.66261279620159,32.81012263744508,A,20.910934034450506,-7.542243202713321,144.25574309036529,E,153.9114441622802,B,B,12.427109087959124,D,0
F,54,65+,104.25088085020715,-14.839195101468542,D,-77.97344838612459,-21.1197036130118,41.322506354321554,B,32.7473071365751,B,B,108.98934846944404,E,1
F,33,26-35,71.01954311312821,54.44149995173806,A,81.18314023573676,-171.13316327358925,84.11699067446017,E,-184.99951012180614,D,B,-48.47862799334135,A,1
Female,34,65+,-244.18916311738735,74.59120730172212,A,27.486568436970472,-15.0576800452724,-104.50115186240384,D,-120.02314723457125,A,E,-102.79045678131955,C,0
M,75,36-50,0.047629774482205685,108.47607429527937,A,-80.91265223918504,-64.18107324314445,-124.30199751207938,D,-1.6661830524197851,D,C,12.61294633363756,B,0
Other,76,65+,-129.139071477535,37.128064410629165,C,-61.05149252348141,-31.142716938823362,42.55020836888362,C,-78.84471647888958,C,C,-142.09849636359755,D,1
F,44,18-25,-32.96829742249903,-3.3014299691571205,A,51.77061398453997,-59.73445066304757,-16.65665702942285,A,-43.96933260109518,A,C,24.626339262230417,B,1
F,59,65+,-29.228451122765968,138.28059465038154,D,-66.69325099122607,89.79803498160989,140.401626686442,D,74.11518745464821,E,E,3.045166109003171,D,0
F,63,26-35,26.464142597117966,-24.940250152380564,A,-211.35350835553447,-21.488582440718737,-14.600598731525233,C,-41.73365754975361,D,D,90.609713975087,E,0
M,49,65+,40.00106737006287,-85.89228646504588,D,-46.05973658190587,-3.275517702941813,-119.39385168962406,A,155.52556390655204,A,D,-56.195467793228424,A,1
Non-binary,76,26-35,65.51578660164566,92.13037644668033,E,-170.41289502722555,20.45888088194739,8.352995894231482,B,-50.177257879615475,A,E,141.77062031096378,B,0
F,33,18-25,-51.28049392913726,-70.97142004077371,E,94.52601796113643,-65.59073248814909,-13.052444695621404,B,35.479076234036185,A,C,147.3449862617393,C,1
Male,56,65+,106.21365935679525,41.22845108173118,A,215.92337026880898,131.63179308235362,186.42445593314773,C,34.969833404996386,E,E,128.17329600167847,A,1
Male,23,51-65,68.62641204043501,-154.44566558269835,C,-0.4163709375390479,34.79458581400349,-28.980421414208184,D,23.70063497402869,C,C,-21.308237571850057,E,0
M,37,36-50,-41.60374765975122,10.578514311970869,D,-66.58374354322731,132.25160367408603,-10.24023191001104,E,-52.82918705841405,A,C,-22.604817312036847,A,0
Non-binary,73,18-25,-4.490783164301262,62.37626670894959,A,135.61555298240557,198.9709378985143,-16.91614527853889,E,25.75885034493462,C,A,-62.542802777969776,B,0
M,22,26-35,130.4106487655247,-50.858607615241155,D,66.57941475810021,-123.54538675910618,155.86281138202648,C,-193.31926407304434,E,C,112.62528481456746,D,0
Non-binary,71,26-35,27.73218228056772,135.68266241937857,C,-6.646913168094279,-197.06175335695977,-133.82929357429043,C,-32.61806704650657,E,A,50.28261196585908,E,1
Female,60,65+,-107.0637245674288,108.57909943853423,B,15.808038330899615,136.89175821600924,-140.24312200824602,C,73.82293957169095,A,A,25.902368081230243,E,0
Non-binary,54,65+,14.73767841521566,-57.05944335011633,E,1.6647417926546406,170.64198950329296,126.92325143049187,B,121.18634433162458,C,C,69.17369079344337,C,0
Female,44,65+,-5.234095158385334,-148.52281520134008,D,-55.88687099195118,101.75059074782567,151.1412209476557,C,175.02075960907948,E,B,-42.098069502370535,E,0
Non-binary,76,36-50,-81.06090676200458,-32.01057234898606,E,-45.05900148407133,-241.36111171450025,-43.835633025309704,D,-88.31105025270372,E,A,25.88674137364613,B,0
Male,34,36-50,-34.75859866821734,-76.86725758934702,A,39.98037435151975,-52.042818228658895,43.57286164363558,E,22.273753992909672,A,B,60.98747320675029,C,1
Female,42,18-25,-138.26492924628607,-201.12816540331448,A,64.14086258367014,-18.60288734989898,119.32700502739333,A,-43.77608156606887,C,E,223.1161700127459,C,0
Female,49,26-35,-51.830893078461905,139.88361027129622,B,-22.888012375031863,-132.00975152663673,-23.86332554442409,C,-55.169676805735065,C,E,-123.30597011704256,E,0
M,72,18-25,-48.83446897866269,100.36567527631767,B,127.42920316781058,143.8532392120004,-2.5643845924402813,D,-23.71549226988517,A,C,-18.220776221352857,A,0
Male,32,51-65,68.00334087579247,127.99612558404621,A,-22.78843544640076,-137.88241624994228,-9.097906839399108,A,2.299165915729835,E,A,41.57506204484755,B,1
Other,32,26-35,-85.45236074086458,83.986101471851,D,-92.44578345210412,-34.84371231746378,73.76355144201271,D,149.95379603672387,E,A,-19.521435112577855,A,0
Female,19,26-35,-73.86970198939495,56.93774466469365,D,25.189549268756384,72.18447230846706,6.666485761241939,C,22.65323509574822,E,D,-114.62649196962376,B,0
F,43,36-50,-106.63829225226192,-65.38271616338805,E,-60.012708351754675,86.55722078640966,32.800226058175845,D,120.2183037248896,B,B,127.5633780856439,D,1
Other,44,51-65,-56.66478830575168,-71.18649145172681,A,204.90613249226848,-47.83660403994935,-131.11588528929215,E,-63.13808359011798,E,B,78.60635601789588,B,1
Male,34,18-25,13.170561333359379,-35.52609046971411,A,-95.30903014958595,-118.58120019902971,-186.90188274275846,C,84.0651674463397,D,E,-96.96046160458843,E,1
F,72,36-50,-126.72395730662333,-169.57786831724425,A,159.33811440008,-169.38424587267852,-14.961896506913202,E,-9.904251983638453,B,A,-26.003499107856943,A,1
Male,18,18-25,-5.5470105950156725,113.7853807330215,B,56.13517321172768,-169.7444443375822,-109.49363236576153,E,53.50088948900327,E,E,66.32219064755576,D,0
Female,20,26-35,-144.84051569213617,15.879898870245679,C,-201.03834252738673,14.526135460429652,47.31637007111405,B,-133.9086489494105,E,E,-23.09915451455421,D,1
Male,31,18-25,42.80704810600117,74.0220139164258,E,-0.19857317643703865,102.16157021544339,-43.938122459728206,C,42.970562056933204,D,C,104.82970642325438,E,0
M,45,36-50,-64.15967107888814,30.07422643103972,D,42.91987712901693,170.69257559850024,-63.79392546546906,A,153.46969442644726,D,D,144.05096332473278,D,0
M,41,18-25,122.8833438498899,198.23386773837893,D,-42.25426709418825,-159.1347478253712,-42.25920444630586,B,26.257813205707453,B,D,30.198752853808852,E,0
Female,38,26-35,40.49672416023967,-24.02095778105687,C,63.95801141254685,-35.62172140417836,6.2821100232768305,A,83.66234434804738,C,B,132.87435219156464,A,0
F,45,18-25,-118.1129208189504,26.25644188657528,D,81.09904357781089,-54.32516407684125,48.79851099359532,B,-126.85989787261809,C,E,90.79662404876855,E,0
Non-binary,42,18-25,-0.6354420045147691,-2.142664583169414,E,60.26535816483379,97.59662624408134,-48.37996018593508,B,105.86132294032654,C,C,3.1214456547962612,A,1
F,68,18-25,68.86094616945874,255.09807678917844,C,-91.64120619892367,-89.61849211585127,177.87042562910514,C,50.01586039140567,A,A,-30.423240875562605,C,0
Other,45,36-50,76.4762331284429,-54.219087723054784,A,-75.62470235663106,88.03202148380265,-47.50353874546306,E,-32.39717034110523,C,E,-147.12561920607308,E,0
M,34,18-25,-97.5792418174149,24.810302032073782,E,-73.44314796585387,-11.83847075038401,42.307634077410256,D,65.85687465350729,C,E,24.276373785236075,E,1
Male,49,65+,-53.43432411884584,-69.19513621537597,B,167.9327964039055,-1.36214227292364,126.0181199887288,B,-45.868254029207556,D,D,10.787154358604576,E,1
Female,43,65+,-121.47443080669174,-200.2300277329685,A,-53.943813790018005,-5.061395607897616,-22.56278409470252,B,1.3442282147420266,C,E,-73.05171060296948,E,1
F,22,26-35,36.10245526797879,19.221277755240166,D,-10.169079057792768,159.92911514442937,-62.228974927976296,E,41.61451747568468,E,D,90.14962727055547,E,1
Non-binary,76,65+,-99.91664109803197,122.66381006150023,D,-36.88801451715946,35.65421973088475,68.68450349688918,B,249.56511465852938,D,D,-51.40074690666472,B,0
Male,58,65+,10.94276982697912,81.67491445186675,E,158.50350135093214,-104.78583581910314,-145.91376031271457,B,123.58804139148592,C,E,-25.59941950755143,D,0
Non-binary,48,65+,90.87835160975692,-186.26252556974475,E,-19.43847626425193,3.4620738330373038,6.263575461338535,E,134.8146025271484,D,D,44.00622312662127,E,0
Other,64,36-50,129.37066294656648,172.64081805661257,E,-104.41655394559473,-115.69777213711443,-93.91720463692153,C,-65.76447523760585,E,C,-32.582556607433524,D,1
Non-binary,48,18-25,2.697107834566715,48.72112197477653,A,163.56857567838088,-54.63273138649001,-205.02623066851336,B,-37.73076507857846,A,B,-40.67064876808734,A,1
Male,33,65+,52.58509459602701,-87.1657283942178,D,18.22929350965505,-105.48494201535993,161.65558874903783,E,108.08217580959993,B,C,-5.580930481398184,D,1
F,50,18-25,-150.94843835883722,4.1004175316134805,E,41.19135863080964,2.5393967179803045,21.016350244534127,E,-101.7924540899308,C,B,91.63298231415996,E,0
Non-binary,29,51-65,158.78714190905973,-116.51220027740376,E,-82.88202213635401,-27.91773119730666,120.4869698328191,B,-62.992589682153564,B,C,7.527324838541465,E,1
Other,35,65+,26.39491825416755,-141.31176851529753,E,94.32012731981541,48.48095660516275,-148.13401956334374,A,-61.63073830875351,B,B,133.34566141235226,C,0
Female,58,18-25,96.47182847954932,45.45367559710406,E,-242.1175335980696,-40.28650098380277,-120.85779897928903,D,-86.93006530959457,D,A,168.67168793912,D,1
F,55,65+,-131.46541486710282,-47.726032358428064,E,144.26915985913132,-20.347290747471618,6.153088557327059,C,-49.39710014356281,B,D,74.47858998584475,D,0
F,62,18-25,-83.2466079139526,5.182600856683484,C,-27.694140656530397,110.87295210022054,35.006716036373156,E,-158.86348574452177,D,E,-20.41858658167523,B,0
Female,28,18-25,-7.104946747992286,64.99292071811934,E,-169.44212160450707,-52.03456628464382,-4.236244790907357,B,-0.09993722389913073,C,A,-37.791186234798715,E,1
F,73,51-65,43.75311860322726,53.39243656200851,E,68.22084993924085,95.1671034961907,104.84191386413733,C,217.75587949205334,D,B,-59.331783248144944,B,1
F,70,51-65,-98.96620710354131,-106.33513353747529,B,-114.94539065942485,117.6075817065134,110.26817777918833,A,-7.052114275694023,A,C,29.547086678070528,A,1
Male,56,18-25,157.1367817388073,46.33259313080825,A,80.86548490038344,162.6102792854532,-83.25156677614832,A,250.35559583206793,A,D,-94.70843954391349,A,0
Male,36,18-25,89.95843475618658,89.62918860795584,D,74.15365876009352,8.979517705578823,43.398646483607486,A,-48.913249848824435,C,A,-125.18589643665894,E,0
Non-binary,22,36-50,58.139685020644315,-27.328648216227936,E,134.52551784926712,-36.20452250872381,5.543901906487321,B,87.00617114083397,D,A,-43.78577061182723,A,0
M,59,51-65,146.08611298250395,-71.31506305043285,B,114.88377489864827,-78.66938052909005,-128.87206922130528,D,-8.63791115904848,A,B,41.7263794773049,B,0
Female,25,51-65,20.759949128443484,33.21670364085595,D,-93.81941829479901,-17.636191917878577,-26.224102300805498,D,47.231672737547015,C,B,-55.30005814713167,D,0
Non-binary,64,26-35,-13.507840857171253,36.6534458130157,A,-24.760195832970552,69.1862177775225,28.04114748069256,C,166.23163745299235,E,B,-27.288137867891255,A,1
Male,53,51-65,118.24223051421787,145.09983150757125,B,67.02984151842632,53.14960335565255,-95.55990285243466,A,51.506965963152155,B,B,53.324877275667085,E,0
F,24,36-50,150.32535381271455,-104.16529688589662,A,143.68892835974685,-100.4581759504201,-141.0697473013389,B,-104.45254431822593,C,C,58.20048182786818,C,0
M,30,36-50,-12.193105582973395,51.92139242113063,D,28.22173087015646,33.48940672030024,-69.25393708630673,E,-90.30513779177136,B,C,212.09336178143272,C,0
Male,77,51-65,16.00961708143836,-45.80418995926859,E,-196.29807069298658,174.39685481122947,76.94135221234995,A,36.01586541690519,B,B,-44.29043354857256,B,1
Male,70,36-50,51.257062747680706,-70.56321607605106,A,84.95999648478505,-50.994599073607226,61.271489541833965,E,38.21771475994025,E,C,13.106403623981755,D,1
Other,32,36-50,-185.92499596698468,-156.09238752200577,B,108.06189745613919,-41.3045979152677,19.860407097903483,B,203.64002883262037,E,A,124.31204629449167,E,0
Male,71,36-50,40.1514783216492,135.885950653314,B,79.15475129523624,111.2498759074769,-44.891697991121156,B,-36.17263674179206,D,E,146.24137013238877,A,1
Other,63,18-25,161.4850973310372,35.96510957769658,B,212.43477361506092,-32.566296221393884,-194.77363872909567,E,-249.68097692567883,D,A,-81.5748076007257,E,1
F,46,65+,-63.80528348497987,97.9708431042996,C,116.44818720222518,-161.63652431051435,-118.77678494687503,E,-96.5851056718329,D,E,120.75179072515594,A,1
M,24,18-25,-140.9835643654777,71.83661669824231,D,43.19827196365543,154.29692264333116,8.11834054666371,D,-67.76878489494258,A,C,-204.26001961846612,B,1
F,27,51-65,12.835709995096334,-135.07233050197001,B,104.42592515254799,-153.95531290369811,-163.50808520268959,C,40.83563044280883,B,C,43.158312468595675,D,0
Female,40,26-35,-29.497695975652988,-91.70028070149836,E,-24.957087286738336,-46.98343781080718,71.48882528578463,D,-6.024427011466899,E,E,30.08594158778325,C,0
Male,41,26-35,117.49857658068312,30.429060551248426,B,-59.514970323530825,-230.3934455145523,28.266382879985752,E,75.33049572834327,E,D,-48.389238591899215,D,1
Other,48,36-50,-79.58827686676054,-43.31620142077273,B,-116.79095798181898,-113.63427547815199,-34.19847235891365,D,183.34225329295637,E,A,-47.957522876883274,A,1
Female,68,65+,139.01009059822016,48.902974864848964,B,18.457324115398706,113.43551810600681,135.2513424234437,D,210.01681332666914,A,B,-71.80231932502933,D,0
Non-binary,60,18-25,40.73291195847605,113.15033366222495,D,73.9851488019703,-85.52046883111406,6.951682231995135,A,-109.0934082919381,D,C,-2.4499772713095154,E,1
F,32,51-65,-49.855962484303824,-123.91463620053804,C,-163.8590211489602,-37.91198097935291,-81.09193982192248,B,-148.79158026781477,B,D,-99.82373091771858,C,0
Male,40,26-35,-40.094875338560726,2.397984576018872,B,32.46772275479615,-125.33838965301769,104.9357743792791,B,173.2722491243646,B,A,-55.12167973374893,A,1
Non-binary,51,26-35,-16.811017239925395,155.1849187897528,B,-94.0786964186715,125.32147313193053,-121.90536848196278,A,41.58964448645756,C,E,47.623407294843474,D,0
M,65,26-35,132.80873857808174,74.51551678106817,E,83.53403292895867,20.460477109573606,-173.8648745154088,A,115.52097297152282,B,E,-92.36011079147866,A,1
Non-binary,43,51-65,67.4371660049544,31.9875811305509,D,-107.91803325607525,166.84648056915987,141.45485122995586,C,-15.120951935765584,A,A,121.12389366567587,C,0
F,36,26-35,-39.55625092899556,-103.94411254532292,D,-176.37325011046926,-131.99093893264995,-23.545624105542743,D,-31.12546075269685,A,E,117.30970576059474,C,1
Female,27,65+,20.256798464929783,-63.47894727805422,D,68.8644120321299,-1.7656997551554903,31.01532442697596,D,53.608205671684686,E,E,-79.59639389738453,C,0
Female,27,26-35,-136.44554963113362,33.13941008316172,B,35.215597792344525,107.68169525068616,92.67898438777382,A,-90.31884299100473,A,A,154.69405604332164,C,0
Non-binary,36,36-50,136.45674112286176,-9.510858726476226,D,-146.8376804078054,241.99073981527056,-38.25299068037189,D,-140.91552252329595,C,B,65.14419937213628,D,1
Non-binary,37,26-35,93.35382893002951,204.82740368441225,D,212.6820138865663,-89.1136961105754,-45.063243731726814,A,37.80701713321944,D,D,94.57416252054863,A,1
Male,60,18-25,-28.143634934153855,22.863784603480422,E,-2.933288705188239,-215.37547386968373,-42.77059003416236,A,-24.934475935186935,B,D,61.57669623070191,B,1
Non-binary,33,65+,-222.78785043214393,28.50263659073199,B,147.41795451394825,27.10929589772071,6.70162090814115,E,-111.66632178117209,A,C,244.70560065147225,B,1
M,35,65+,-156.2552934035692,-122.44336373067168,C,-157.15735077779144,92.07736028540842,82.95759486679073,A,7.804859036888804,E,C,117.49412364543007,A,0
Female,44,36-50,-60.90909150243514,88.71825908620288,D,-102.81047102133425,41.927042914822664,86.0416533023189,E,-144.4225868667541,B,B,-162.7091100342444,C,1
Male,40,18-25,85.53364035237566,-29.108680953371675,A,56.47807913672697,-181.17153808892837,-145.24958077565913,A,41.35405793105154,E,E,72.14826239688638,A,1
F,79,65+,-42.41416303872691,-53.38717161194779,D,190.721500068649,89.69673368743283,-4.694095807002503,C,-17.694711399124706,E,C,213.84128869553018,B,0
