SEX,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Male,18-25,C,B,111.82478803158268,C,E,88.50151665540606,-148.30058852930762,132.5423520149921,A,-13.963252585643527,-12.562116244789989,A,-52.883304840535075,A,-115.2089428306444,A,0
M,51-65,B,B,94.38524944402428,C,C,-50.88982553630197,-17.94691937700419,-11.654006401250625,C,-73.88676005509637,136.17628598751455,E,-154.84013974228768,A,-32.10588311379261,A,1
Non-binary,65+,D,A,136.06850024693154,C,D,46.567010260267985,-160.1819870503785,98.27396674690887,A,40.62156780687859,-9.064519758729633,D,94.40702636972736,E,129.21174733749388,A,0
Male,51-65,B,C,45.23560697349795,A,B,28.25081206756653,13.02341627233981,-84.29151981191502,D,17.498306693282892,-12.419355221463881,B,-111.95371296998435,E,-144.99132675945236,C,1
Male,18-25,B,D,73.7826248729579,A,A,-170.34781189423978,98.20137857289822,54.694146546555885,E,7.273448103062402,-117.14504026543918,B,-94.73357614522452,A,39.579633059335016,A,1
Male,18-25,D,A,-110.69324559344538,B,B,-105.25638042548779,69.64224041817731,-23.805716732852815,D,79.76119027616457,190.49421035844935,C,58.19255924109898,B,29.88616510385028,E,1
Male,51-65,B,B,50.027287643101396,B,C,178.0616924643263,-206.84816956803388,-95.1739441826401,E,91.59498415217644,-45.67887466409143,B,49.199097191181515,C,-159.6790468453602,D,1
Male,18-25,E,B,-168.14846796610158,D,B,-146.56648507036192,-227.64047085735868,119.60351178767881,B,89.65484037292413,5.442813171854777,A,5.471797576165978,A,-44.24588592810919,B,0
Non-binary,18-25,B,A,-156.7528944173911,B,B,-121.76839981519636,-65.60645239901216,37.47271806467916,E,76.78115426900153,-119.94951673171035,B,-148.17889869204916,B,6.325083234188683,A,1
Male,36-50,B,D,-118.95674312243136,E,C,-111.03018022680541,-191.01467437974864,-72.56504225408305,E,40.03335734826286,-22.022657592843913,E,-0.9340667474239163,C,40.875822667288205,C,0
Female,26-35,C,A,3.598726818172883,C,B,-101.71947079737132,-93.37254295529443,-22.87216305784729,B,30.336572346446584,33.82537387139383,B,-21.974165775499227,C,86.85891933191205,A,1
Male,36-50,E,B,38.038436458802735,B,D,115.84499937814184,164.79768564072842,86.61243649545992,E,120.86047699436995,33.82974341827958,A,17.701742941607137,C,150.90649968976953,E,0
Other,65+,D,C,123.40451894144013,C,C,-42.85503521906475,162.8965023837132,250.98569913930478,E,-204.81369135398944,55.24371637312804,B,-38.54569055491635,E,85.52941102317301,B,0
Other,65+,B,B,-148.9265144549066,A,D,65.35907201377418,54.68510618674115,8.801297974995942,D,8.238616308079846,37.83348802595764,E,114.97765640502904,A,-15.54031593474616,B,1
M,65+,B,E,218.32801004981758,C,A,16.2357801136375,89.42999539453047,5.236951476182914,B,28.964115883710946,80.30214788314913,D,191.39007617115215,B,99.1945093696891,E,0
Non-binary,65+,B,E,-21.393559780836675,C,C,97.80905890582525,114.23590007908533,100.23733089522904,D,-10.017817162970749,-149.24380214544405,E,-65.82170769389415,B,-35.903806746006886,D,1
F,18-25,C,A,12.43557603710428,B,B,142.08395564401403,-126.05455055835264,10.119066435201978,A,8.624636941325711,-95.04147293053855,A,-161.55883250198463,C,90.01543601655622,C,1
F,26-35,B,A,103.39621105817609,D,E,-41.27766284436491,-207.35706499275315,17.36154346876067,B,-34.798373423652166,-97.65720273968698,B,95.6346956806742,B,-60.667298890549915,D,0
Female,65+,C,D,-136.13421749617592,B,E,16.782397728512613,184.47824400523785,-21.81772389985327,A,-122.46048651273557,-24.106889114496372,C,285.055573219285,A,27.51635843177165,C,0
Other,18-25,A,E,8.645559952581502,E,E,108.4190093941476,151.81742092814426,128.44255725767513,E,-39.100013575903866,-99.39535760774095,C,-93.99520590842376,A,-109.39409537283646,E,1
F,26-35,E,D,11.78275043621657,C,A,-16.05312099836841,-51.820702890804114,-148.5857467640939,E,74.05741802985081,-87.6425980182356,E,145.78221352569528,D,5.135635882574112,C,1
Male,36-50,D,A,38.580961997824375,A,D,44.69531474415844,96.49349468417142,11.802712418779176,A,-55.61317584449451,71.25269765961184,E,-44.21777742214522,E,-198.79744619114314,E,0
Non-binary,26-35,E,B,66.17188898584746,B,A,-121.15893705203734,-82.18225008374277,-89.4565662532761,D,-139.0869480094971,-90.67780306050618,E,-74.66404474978035,D,-74.78657975258915,C,1
Other,36-50,E,B,103.32140563015362,D,B,-2.1786599500612023,16.793395944625587,108.12804808806102,A,-120.5065369361807,153.95904626586284,C,-65.50903723541653,A,5.454919180956203,E,0
Male,36-50,E,A,54.17938617313881,C,C,-136.7797475991899,62.66401141423231,-191.13746071614847,D,-170.56245096319017,-148.91915569164,B,124.79414488043781,B,76.79971510286767,D,0
F,36-50,A,C,34.59277434681475,C,A,-94.47676605552996,99.3625323632827,55.990594022503615,E,-27.85817924683638,-24.55852682433006,E,-28.201168157524048,D,-86.04314977060582,D,0
Female,36-50,C,C,128.35543988314794,B,A,39.002350149239675,-11.692544541754796,60.58056880621556,E,-207.5645725311699,-92.13689762707935,E,155.85687901124356,D,-112.18349295855128,E,0
M,36-50,A,B,56.51057350409792,C,E,51.57981128365875,140.06643707726826,-116.63224869780173,B,-174.72382380568695,-106.56908686550106,D,100.10101516984342,B,16.990029070317867,B,1
Male,26-35,E,C,-91.60163450507804,A,E,134.8210286055695,43.92937431962014,-17.05451565098235,A,-42.40191048201808,-60.93048392179745,A,59.631373494042684,C,8.686072884249706,B,1
Female,26-35,A,D,76.34612152402639,B,A,-7.550577479922556,37.41261676733721,43.60346197918571,A,46.436674371695936,39.396648493578766,E,-59.66170282701447,D,220.01020030307345,B,1
Male,18-25,D,A,92.69734639454583,A,E,-11.93398116408317,9.187637239563944,-65.84762398884897,B,27.835227178543125,30.09743807410431,E,0.5895712422766141,E,7.959191023780249,D,0
Female,18-25,A,B,-22.583346856706736,D,B,-50.21562742834871,-70.67587497644958,-104.98202109381461,B,53.23912467912378,66.27446140378451,B,5.834533188579873,B,-151.9207908595543,D,1
Other,65+,C,E,-53.0090427618975,E,A,5.076305007168833,-20.049038831757844,32.02538534684518,B,-169.95810058194127,106.94172913870244,C,-12.271675965764306,B,-53.27722292484219,B,1
Non-binary,18-25,A,B,-73.80665502715024,B,A,-27.67458282250976,-132.71094971215476,-71.68328729975744,B,-65.76706939292934,-64.79350454097865,C,-48.981152915911665,E,-71.64962457430816,D,1
Male,36-50,A,A,-126.8525616745764,B,A,110.45432248746707,39.677976449147465,98.9758954851444,D,-158.92623861489682,37.77519362018089,D,-162.1622582270417,A,58.43604237540222,A,0
M,51-65,A,E,-110.94774445321312,B,B,-228.07168415037938,-53.54114632422785,-186.3062436203749,B,-64.67221148364058,-85.48940355785763,C,22.269989070677898,A,31.325102842062986,B,1
M,18-25,E,E,-109.56541049331214,E,A,-23.91360062364344,74.67744355758342,-13.780930872320548,D,57.627580355860594,-162.52718169046378,A,-116.37010972554987,B,-29.72824798057465,B,0
Male,51-65,D,B,185.27409373024935,A,D,-154.35383817721646,-31.634297934152876,109.99199925299317,C,-84.18530917215257,-88.45921319893137,D,-146.3195732160467,E,-156.05447489949628,E,0
M,26-35,B,C,9.553119844560216,A,A,39.90543370749185,-147.17539279921965,-40.556008475026935,E,60.00265718124711,93.05317695229988,D,98.81039366652045,D,-40.79059548719799,E,1
Male,65+,A,D,-48.74142918784571,D,E,26.052700361145863,-26.991970641283224,39.05532244967859,C,-127.87155747789309,39.82928845712736,D,-156.40129629588807,E,101.50985077162638,B,0
M,65+,C,B,-82.39755398775755,A,E,-30.542266921884742,103.40533000853726,-7.836740014314716,C,-134.09266669249226,3.3726034687317568,B,43.80562957186353,B,95.48642253361402,E,1
Male,65+,A,C,-184.13183778872312,D,C,-79.66282166188869,162.28113586728136,46.78397488856376,D,153.09417193813474,-30.403420828887924,E,121.81459458941784,A,162.20613367161283,C,0
Other,51-65,D,A,8.568432810385424,E,C,-136.97530290604357,-206.9277827389782,-69.94450170241747,C,-80.2076874222307,-6.777167821025118,A,58.85967841282182,E,15.504125451066528,D,1
F,26-35,E,A,53.42711269206559,D,B,54.559962510208685,49.30076383127256,-27.458228677872974,E,-25.171137261382846,22.260854739889947,C,-48.28603951724505,A,16.92799793696821,B,0
F,26-35,E,D,-63.283639444130216,D,D,-15.967093932658013,29.204713869351068,226.47797639990208,A,-37.22118771169562,0.07137819079579759,A,-37.54945083057225,A,8.251728970575325,E,1
Non-binary,18-25,A,C,151.3489143544253,B,E,-8.393952889466542,-110.73733692054219,-61.21041197481679,B,-124.43064246834861,-20.928630294608602,D,-64.36549267812553,C,-45.805034233748756,D,1
Female,65+,B,D,23.920861389600244,B,B,118.50475857405927,49.096128066360684,-30.6037511008821,C,-168.40557820756425,13.575056205135022,A,-62.68721157048678,E,26.587446056625687,A,0
Other,36-50,B,A,58.80976241816659,B,E,-93.81468448326295,-54.30777872730859,-1.0711639203902767,E,-72.79463781608297,-49.43978969653575,A,-29.54207805986088,C,23.010795751152322,E,1
Other,18-25,E,C,59.99697182442184,E,E,-45.4706340194008,-37.11072853379657,73.87444693676693,E,-35.15884598479553,-147.20306116574622,C,86.88690804667092,B,60.784831516874526,E,1
Female,18-25,A,D,-224.53301550370193,B,A,-10.196735115893357,39.91666671695025,39.51892101094029,D,-90.27728543699496,-160.177006146389,E,-60.926167164381,E,-165.4442252750323,C,0
F,18-25,C,B,-35.06519510199214,C,D,-19.697220312833856,164.53482342289277,129.4912111667221,E,-57.29741918940399,110.09100984928557,D,-73.31456294794239,E,28.16564361904732,D,1
Female,65+,D,C,-22.150293968699245,B,C,-69.50231722312104,-5.934453323386006,-16.878788541654384,C,-25.305209018787693,-60.757299455357774,C,-103.29849598281618,E,130.99133265027302,B,0
Other,18-25,C,E,-26.08707120471174,D,E,90.21770267764161,-111.4056413085802,-143.94567750335693,D,-40.32028778376533,-61.65374840767591,D,94.74735595273049,D,55.367596556665625,A,1
F,51-65,E,B,100.13831369723685,A,A,-17.171214789175846,138.91505318384975,19.075496983350824,C,114.61780694166433,-66.88479422512663,E,13.32159588134219,B,-74.49646066311666,D,1
F,18-25,C,A,-152.94711442647971,E,A,-205.87690151716092,0.6651714673935512,66.46432973270498,D,39.02162116498927,85.44937305886796,A,57.15094197836685,B,-20.463081752696525,A,0
F,26-35,D,D,18.06990911826446,C,D,114.3187196460937,-2.3578909372433547,-232.0419700788356,A,82.0439538548647,-180.73051426952279,A,62.5783562884739,B,-85.37693269734652,D,1
Other,51-65,D,D,1.6847912989068254,D,E,58.7051133540097,30.266183990117597,-56.531843042727616,E,-166.83461502594653,-166.5419749125707,B,119.25371342499571,E,-17.797897077503798,E,0
Male,51-65,B,D,57.14429990550497,A,E,132.70686589022606,-122.31933383226308,78.74286326028047,B,-46.49813506401365,-50.882369699730944,E,116.81811766917285,B,136.9452459989392,D,1
Other,65+,A,E,32.54473859895851,B,D,74.58929604016123,-241.26931169157834,130.04776087212764,E,184.58657254860947,-89.47608434278878,B,-46.305674465753405,C,18.6557572981395,A,1
Female,18-25,B,A,-100.63710324318969,D,A,-141.16475035873003,-15.81440826315992,103.5429084856394,B,49.70991333422932,-82.64178418634762,B,48.86271406008631,A,-32.58501742004285,D,1
M,26-35,C,A,8.76859094733701,E,B,28.032619258273662,16.11878963277988,61.84458123607895,C,-261.8401655500022,88.63282628196535,D,-1.575943424628284,B,-0.7265529679799393,A,0
Non-binary,65+,E,D,108.87366866438448,E,E,67.49271800669443,174.5139325805488,204.75352310672358,E,-116.46123300958946,-38.79079824642077,C,-13.338091913245737,D,97.74010990945415,A,0
Female,18-25,C,D,-28.92958607084778,B,A,122.54512749037431,48.62203317236789,-37.82971171034242,A,4.021054660199921,-68.71553856124606,E,163.00587748485032,D,46.05614306622326,D,0
Non-binary,36-50,B,A,94.69512393357782,C,B,-4.117506105222003,59.221790018578645,-121.78088329723677,E,89.16058748113115,-103.70187032765172,C,111.07744445543241,D,-58.89457459624315,D,1
Female,65+,E,A,86.33532624542438,E,C,32.942591733773675,147.30831224627886,-8.321621607600852,C,87.32225881226154,-91.53770320589906,A,11.919359769672072,D,-56.85674306424598,E,1
Non-binary,26-35,C,C,-82.21047271366587,D,C,-71.07110799995213,-178.76474630018168,-91.54732842881114,D,62.04379707188332,138.86487098296416,E,-122.11114306430466,A,-110.40485659402547,E,0
Non-binary,36-50,C,A,-64.79120081163087,D,E,-97.78708701460312,-139.41528857977428,6.390567311508083,B,-25.081432427750812,60.19658856549628,D,190.78427748242265,B,-38.15487168928824,D,1
Other,51-65,A,D,190.64182904646538,B,D,170.77525495873837,39.83278157438194,19.961813184890804,D,-2.639706720205468,63.08040825818936,A,-32.26590088375193,E,71.7151007462847,B,0
Other,51-65,E,A,-5.40914923673893,A,D,10.651329112679218,-70.41826803286779,57.00987187458043,D,131.9644318704207,3.088999787646743,E,-27.349469966937257,C,74.03436069107158,A,1
Non-binary,51-65,A,E,-41.13079785934928,A,D,-212.82052503427497,153.65668850366703,41.4364573983825,A,150.58464995338596,7.32950360438631,E,3.4121771560672807,B,-5.497164612373454,C,0
Other,36-50,E,B,-62.793403550930684,D,A,59.870521493201835,141.6505400397809,-60.85400864774799,E,-120.22035087245374,122.07526079740573,C,48.63570342013009,E,22.394016260454695,D,1
M,18-25,B,A,-5.971956420009311,D,E,-174.33451088699755,-13.922668143160966,-76.70156444916488,D,31.7475399637736,14.715491635022937,D,-55.070286562648754,E,-127.21720726085837,A,0
Female,18-25,B,D,-233.4443141283762,B,B,-98.2036981601744,200.66139812324036,36.284874583800416,C,-62.59364155049547,117.45302304339799,C,-3.2279248125275446,E,-186.47634824814062,D,1
Male,51-65,B,D,-212.42712745623584,E,B,-25.890395427133395,-86.87213340997229,39.59405617919325,E,59.23804095994466,-86.73581116341697,D,-34.52972084173949,C,121.14574940601929,B,0
Other,65+,C,D,61.54885642631187,C,E,-94.37482845181385,-113.16030175200605,-100.30590158882411,E,167.2509327803708,137.39848850765273,E,9.42753730143066,C,5.904974727874635,A,0
Male,26-35,A,B,120.34351057096346,C,C,-3.943292563331121,9.60151679269019,65.87318930567315,B,134.98220623948905,-66.15225737332344,B,75.96367562916903,E,-181.19910515835144,C,0
Non-binary,18-25,B,A,-32.47278402251038,D,E,36.82305837499981,-28.37519939470374,-89.75678111536838,C,62.14338473347577,-155.9330781446168,A,33.767609007351496,B,43.121697055245036,A,1
F,18-25,A,E,-71.38808475162072,E,B,106.30468880920097,-7.275277977166359,21.02648474804851,D,-116.22989114730464,-38.16475600059604,D,-15.05066351955151,D,-44.626614994680416,D,1
Other,26-35,D,C,-31.981607715553707,B,E,-149.9795164490667,-38.85193780255264,-21.4209201014474,A,-9.05772562907352,13.090476369628522,C,-105.57673640278315,B,58.05222547804097,B,0
M,18-25,A,C,6.425065031134876,B,B,42.47563953177611,-51.64453947013266,-81.41730691255518,A,-130.52291244928279,33.057710256574126,C,127.98001354272104,D,-8.262408989266275,E,0
Male,18-25,D,C,52.11173032529551,B,A,-91.72194810722296,-65.99804480935467,-22.394193105787828,B,-85.40392009145721,11.098567977632134,A,147.79245130787697,A,-39.55309398405314,A,1
F,36-50,B,E,-188.1646769433222,C,C,239.47649213986213,99.70979854892607,-130.06496533104408,A,-85.58924492071465,-6.069712985489767,B,38.601510223425095,E,2.8649287011055935,D,1
Female,36-50,C,D,-238.9981581207561,A,B,144.80266275364093,-72.93435325579851,-68.43194880627902,A,182.38552879852438,-8.039988697699457,B,85.75482158775365,B,-51.718824169280076,E,1
M,65+,A,E,31.090408850127933,A,A,-90.28486499756468,-10.716894732284937,10.612664019124692,C,-14.461050995022951,-144.9529058651549,B,-38.42714525867672,B,-180.98894160086175,A,0
Non-binary,51-65,B,C,-62.877343615620106,D,D,-59.55673599948123,-17.800689579566885,-82.95805177190849,C,28.3843960635344,-88.43305717768189,C,221.50844543376454,E,25.39479462355048,E,1
Male,26-35,E,B,22.4331476154068,B,B,-40.598731106089154,-131.6561297817518,-124.18777405399643,B,98.52745270210626,-43.04767539797553,B,-31.18204372589436,B,-179.17423721565794,A,1
M,18-25,C,D,-34.73708033298101,B,E,50.672145554546724,-35.86368185431757,101.69766370713134,D,-31.03301789403041,-137.88750084388818,A,52.07916548068366,E,-30.92979112245773,B,0
Non-binary,36-50,D,D,-142.64395471754335,E,D,120.72985848142115,72.70755381414062,143.79282901236638,A,-117.16369255388526,-8.478622458744809,E,-24.913306520943863,E,-198.6905505796381,A,1
M,36-50,D,A,145.49593317649686,A,A,51.46730280279559,97.41633402043594,-15.24370032072399,E,-41.60033003419504,-233.1597161996482,A,-25.2009223553402,A,95.0159394621339,C,1
M,51-65,C,E,9.835864052286562,A,B,38.17645694551744,-62.709149025563626,-69.19992945316514,D,61.44251790663222,-52.68723774031552,B,5.677083311863884,C,76.98114326405279,A,1
Other,51-65,E,B,-9.557336302585394,B,A,-42.93852284845005,156.90649657464897,7.766595092913452,B,-16.124584316883166,-72.17803296794355,A,-86.38303449830572,B,-167.6619675527816,D,0
Other,36-50,B,E,-62.25809039516205,D,C,-44.20189369466003,-73.38028437487426,29.507541662739456,E,-127.14368546653631,-8.035986562220353,B,-68.13366032018264,D,47.17974624119637,C,0
Non-binary,26-35,A,B,-53.98601356855216,A,C,59.3083952178401,-54.161164727822474,41.08965045089528,C,116.6656614768341,-17.7325569910676,E,-39.47371399746294,A,-140.88661453646094,B,1
Female,18-25,C,B,-72.71892411547371,B,B,-167.7552683648013,86.75870422146933,-31.395656199707524,C,-145.5049403969104,164.67789887200328,D,96.35775365102945,D,191.70749836855808,E,0
F,51-65,E,B,20.307402674142423,B,D,132.65468910812675,-48.411138531065596,74.89851515173257,A,180.9690383763434,-135.414254899409,B,140.3343998810189,C,69.70370283382671,D,1
Female,18-25,B,D,-11.820143521502004,B,C,-28.640210774803975,-67.40446410013483,74.94521676924015,D,-142.93191764535905,206.0053650533189,E,-19.765334603596685,B,50.665391162678496,D,1
Male,18-25,B,E,114.52025065768836,A,D,-91.23821032886872,70.0715753940146,92.83648088907096,D,81.13225637191476,-190.69819364777788,C,-157.23758033783787,C,22.11276913231794,E,0
Non-binary,51-65,A,E,233.49891825348385,A,D,173.42134867415737,103.22319496144563,-19.594024756254495,D,208.70481156778447,-101.71362059573785,E,39.07391306889032,C,34.2337888296006,E,1
Other,65+,D,B,-2.908052844180509,A,D,28.2672548802619,-128.70299609913616,-6.069512301262586,A,141.21299731917077,-116.8242170331907,B,-21.55575827926738,D,10.735405577143492,B,1
Non-binary,51-65,A,E,-52.163213134283694,B,B,-183.37878881243523,143.72203496612443,23.072945732444314,A,-216.11357136748285,-11.978431166425013,E,3.5649320454120526,E,117.62999445591235,B,1
Female,36-50,A,A,-176.66995755675813,A,A,29.102203164271945,117.48932168498223,24.777613779570842,C,50.8253854016711,36.55372916399387,D,-232.65107833887902,A,-69.54462902571564,A,0
F,65+,A,A,82.94235915954445,C,B,59.107077972303436,57.12992551081396,-79.92392771411721,D,-119.23825721297906,194.08698066935318,D,218.7091966205969,C,23.981263474679622,A,1
F,65+,E,C,17.44388732779259,C,E,10.177272399335905,22.86075804964367,-148.18177299795002,D,-120.0597455952751,-93.82449431157458,E,26.408152049730543,A,-9.623080679703081,D,0
Male,18-25,E,B,12.285402627208036,B,B,-84.91153751518877,-94.83745918718976,46.02675114238139,A,-35.784125158604155,89.23393242203004,B,-51.070908874577405,B,-34.924358349186576,A,1
Male,36-50,D,B,-190.2003646001059,A,C,107.34848926092423,-86.51061487951517,70.00478835712876,A,-19.409488010520786,-12.043109420213801,E,-99.81269261842202,D,-83.56203314172372,D,1
Other,65+,C,A,54.19638508221131,A,D,75.47747000337743,-191.39803735597917,-139.1686698334329,A,109.24805143922325,131.504914362525,E,-162.09959940472132,A,-42.83335018361921,B,1
Male,36-50,A,C,190.3260115870882,B,E,-65.07570418660409,60.06471281673937,7.163059547535728,E,-32.91921433329014,73.1194990835786,B,-155.3883190583105,E,97.06656946278453,C,1
Other,26-35,E,A,-57.987051542720245,E,B,120.32125321022325,-69.18885774854199,-124.61794715042825,E,163.3333192789547,-173.1414572867144,B,-105.36193192909072,E,252.84039206158943,D,0
Other,36-50,D,D,-192.99524924795196,D,A,-57.32357389179725,-56.66760358965372,-72.42569093362438,E,112.08270952400837,-13.0317910607468,D,140.86517691280977,C,18.875023613966864,B,0
Non-binary,18-25,C,E,0.18650580986721532,B,C,-57.0202855398638,-28.170201533645184,167.6233656217033,E,217.12069344682595,-36.73047112619216,A,55.04165236184547,E,-29.32204361823036,E,1
M,18-25,E,E,18.792491474859126,E,E,80.21132228378931,85.43292960818856,31.423359661616633,C,62.18585699511851,151.69460752253062,A,-57.15139279842087,C,-22.179179365356344,A,1
Male,18-25,A,E,77.35981484569673,D,C,104.0631280088522,-175.67604952335302,-78.48177819078353,C,-17.434292531266927,179.29588709972225,A,-136.84549073702877,C,-41.39333221345987,B,0
Female,26-35,B,A,92.33607848808752,C,E,119.9688368917873,122.44586154812596,73.66930674799855,B,-54.5272875008565,20.835911485965163,B,-47.77790619930162,D,-130.80884745584166,A,0
Other,26-35,A,C,-86.33561118701115,D,D,-50.27934512787374,37.869409781018845,-95.1726628405471,D,42.320084414080426,-46.44287316485478,C,-253.62348773020295,E,-153.4819816863409,E,1
Female,36-50,B,E,56.05288680518772,C,E,-143.19340100088948,-87.73853861952266,65.77717894390257,E,14.41177825896891,143.23883012782952,B,203.78611388041668,C,155.488541271461,D,0
Other,51-65,C,D,101.58178127388796,D,D,80.57237074902648,64.82785346518047,21.10750954924859,B,-77.7624631268363,62.960577595511715,E,87.12742697882861,C,-138.19828922945996,C,1
M,65+,D,A,-36.5674172636575,A,E,-53.42885957062361,-89.36397176596711,-71.85852822146553,E,-53.33530746955151,29.40150844401662,A,-17.902364114617995,B,-43.654111743504835,C,1
Other,51-65,A,C,-91.14095400653461,B,C,-67.8513324181865,-21.867670157425035,-19.032596680521465,E,34.65845509316849,57.80787058476439,E,-49.332800284809984,D,-31.125447381185662,C,1
Other,26-35,B,C,128.21964321872358,D,B,64.20972315256577,-32.14682219834369,132.53020811822202,C,33.888352379431105,4.221725142479128,E,-150.2715384219394,C,-50.837235023322634,B,0
F,51-65,A,D,59.37019709674151,E,D,-77.70740305301594,140.12133944231195,-75.38666179847058,A,86.20351930521932,38.99695803523676,B,46.18512298735697,E,-120.01668035499982,E,1
Other,36-50,B,C,183.67074686567335,B,C,-43.14390666947595,-41.35457802935014,5.693758555919899,A,-75.33336455677484,-73.00680056821899,D,-35.22781611378175,D,-103.26920637366833,C,1
Male,51-65,B,E,-113.15899060381365,C,E,65.7016136976633,-27.196543326078732,29.137330928016965,E,130.1636056329634,141.5710354967248,E,-87.98335260978702,A,35.31291161270328,D,0
Non-binary,65+,A,B,-108.5785268150906,E,E,24.904014072019017,-183.04897786368625,-96.31858467642147,C,89.45436698292927,-87.33996156517317,E,-34.21307716294938,E,-49.95702555682639,D,1
Other,36-50,E,B,68.8526065277369,A,C,16.84906849939532,110.88916185529978,-27.915551367242763,A,-88.89116614854458,-3.763829621482087,E,-41.87456653807214,A,27.564736349933177,D,0
Male,26-35,D,D,-0.7217351972279799,C,B,-179.57736477550935,21.130777369930616,-51.35781987977182,E,38.90412946794232,-163.1999906815978,C,-72.0045528126013,C,133.23492614285905,D,1
Female,51-65,A,B,-58.60526227422018,D,A,-106.34594506646793,-160.25739692180474,82.39281274246017,B,-85.66706594353461,29.852252748416987,C,15.280700313620384,A,-77.48609217272492,C,1
Female,26-35,E,B,-101.2468777308109,A,D,-95.64214311006053,-66.57744217045757,-72.70330248407555,B,-75.04778223991678,-11.033435106972323,A,140.64063084948864,E,137.0700368921093,D,1
Female,26-35,B,E,-34.807113238059664,D,C,-8.407861426576384,32.00442123881486,-116.31449007991033,C,-1.2332385972630286,91.22589775839027,A,-68.56939874943362,A,-153.38801749370643,D,1
Female,51-65,B,E,-26.769068258189982,C,C,41.06010566834794,-73.69689085387513,92.80205926913109,C,195.33843676733574,30.93606584256598,B,2.96615618161367,A,27.00048334663418,A,1
F,51-65,D,D,-153.14494293639092,C,D,-44.340759541524896,50.10323346105948,45.97137865231883,A,198.48982212721313,116.83103954597883,A,12.679477725963226,B,-69.61322798102684,D,0
M,18-25,A,A,-116.39785011026997,D,D,203.03443309761255,-118.22613325362279,-1.7836540031436494,A,-43.9715434226844,94.44754810613314,C,-14.309889337792125,D,-96.7671754362764,A,0
Other,36-50,E,B,90.49310090604156,A,D,-144.40754142217585,42.221590228360945,121.38353821341867,C,43.907175408901324,36.46468661723511,E,-11.290640763424244,D,-237.061943690905,A,0
M,36-50,E,D,-101.9234777292635,B,C,28.889028057175487,122.13994221542433,-140.28746891358145,B,210.34987784780932,78.12702716863794,B,114.10101639075503,E,103.21986834152823,D,1
Female,26-35,A,B,-146.363659632799,D,B,-115.14272424247578,138.46267708507332,54.13116251717861,E,38.77456872083729,-51.76057521256162,A,9.840560406331775,E,-51.277652031642404,B,0
Female,65+,C,D,-10.987012111211056,A,B,-46.65016181396882,83.71598985985659,48.02551254399519,D,-16.730342136400232,156.8452742335519,E,-40.63024647550707,D,-142.61317640761354,D,0
Non-binary,65+,C,D,-158.68209569306248,B,E,-9.673557876691662,-75.38491911224476,-35.678321288072006,C,-78.93881694952609,-46.39610579939368,C,-213.0131075659846,A,37.076205332846904,D,0
F,51-65,C,A,-44.3202427602809,C,D,14.294428787884003,0.6402366328497964,-49.4414284510817,C,-126.1067418569404,-8.470705912408336,E,-56.97665991854617,C,-36.007378237758225,A,1
M,18-25,D,B,91.01542032554852,B,E,-73.86759018398567,129.54924042644598,170.50625554810418,B,109.81002626263532,-46.53680284011639,D,72.94058105837844,B,159.41678651173285,C,1
Non-binary,26-35,B,B,80.97719045752257,A,E,27.41895205617529,62.270894709028134,39.25119030880309,B,-29.27593525195305,-15.623318607947818,D,42.39566476299698,A,-42.17056034323412,B,0
Female,51-65,D,B,-23.664514439123533,B,E,-91.02775003453768,87.4591146241855,-21.881017893723396,E,101.46226595636834,-164.8564050114106,E,-149.71630549822848,C,-13.542065450077157,C,0
F,26-35,B,D,-3.1860335915323867,D,C,-140.64253633679778,104.68701987039293,3.015907072350149,A,-101.80534005195987,20.728812193622442,A,-81.12366732510574,A,-87.54936105760537,C,0
Non-binary,18-25,B,A,59.03683828162514,A,E,-28.858693256317224,-19.171285445018977,2.8937312360183802,E,58.0142558780465,-38.94985781836261,D,103.64699814614873,E,46.08898905183006,D,0
F,51-65,C,E,46.449342949138995,B,C,-1.4169569279202514,-1.9146937105869826,159.5682424009274,B,-156.4721557212927,3.554529674904806,C,-161.08218939195146,A,-52.90887561217242,A,0
Female,36-50,E,B,23.429614814483507,C,A,-4.080431263424282,65.11462954942455,18.524045566652944,A,-271.7348071235709,-107.2820828877296,A,-134.89519781802932,E,17.64268577046028,A,0
Non-binary,18-25,E,A,-118.99070050791698,C,C,200.50049100770352,-126.01824626020344,89.03495929851681,B,-125.05734843048577,-51.90667167748154,A,1.7215776068881083,C,53.876601442149195,A,1
M,51-65,A,B,-30.67347754727729,D,C,-43.891122647752745,24.748412566069693,168.0994145862035,D,-50.225409881824554,-126.33596341394899,B,-57.76412312413831,E,-72.38277840939766,A,1
Female,51-65,E,C,-44.02369865175032,A,A,-73.33613620606005,-72.79428748715767,-146.74892333960003,A,51.97625046106341,152.60570838960473,E,57.44413815436516,E,-204.30578951168533,E,0
Other,18-25,A,B,-43.5403034280618,C,C,-49.527149609501336,65.99447055095023,-143.20876892689338,C,-146.7699301430851,-19.805492718399847,C,-71.05316664301237,E,-9.24214656993362,B,1
Female,18-25,B,C,45.114784620270434,C,C,183.31959260991752,-154.72688450097755,-32.901365571881556,B,58.12893682749952,132.88414365136128,B,148.17511622760145,E,-27.425447619416516,B,1
