Gender,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
F,51,D,-4.497355355462903,E,A,-34.351003254516435,E,D,-11.42898682527741,B,C,94.15343151518722,0
Female,83,B,30.16744862753779,A,D,-15.54381526981319,C,D,168.5276804397399,C,E,25.140811137246526,1
Other,80,B,-10.317593565459708,A,A,89.05863858293091,D,D,62.71040710900544,C,B,-17.405873341472685,1
M,57,C,76.9712810353924,D,A,21.650443471599193,D,A,3.35369534260846,B,A,-27.35117271116938,0
Other,28,C,77.64595015305277,E,A,-218.66988029378012,C,D,129.68660796992233,C,A,81.31099861977845,1
Non-binary,56,C,45.35083700425581,A,A,113.60252328800044,A,B,58.85582728796054,C,D,-107.55599741802435,0
M,23,D,-75.23282081115313,A,A,-353.34478447045046,C,C,-25.971367289151303,E,D,-18.568947841190877,0
Female,97,B,-0.4421965322375986,E,A,-70.09748617095333,E,B,24.169169414098494,E,E,3.4953250786635004,1
Female,62,B,-30.866095981361426,D,E,-40.461554444073435,E,D,66.7286059397683,B,A,47.614327577512576,1
F,50,E,157.6041652318105,A,A,-110.49274657308933,B,C,269.83875127984754,A,B,-20.292693011527152,1
Non-binary,78,D,37.25422948776831,B,B,6.09560754662182,D,D,-22.823770580916932,E,E,-69.83995058834786,1
Male,91,A,-49.244217158537865,D,E,-138.0209730077004,C,B,86.66735569121255,C,B,-49.0215004497724,0
Male,71,C,-255.94812583225792,B,C,36.3862279588401,E,A,18.009958691961593,C,A,99.52867549486132,1
Non-binary,77,B,6.943081905650232,E,A,-72.20025775341563,B,B,22.1661988071287,C,E,8.84727650511174,1
Male,85,D,16.898025728687866,A,D,88.55522461892186,A,A,-122.85742911304169,B,D,14.503028757158079,1
F,51,A,-113.01555179722091,A,E,5.011728571649226,A,C,-2.340648905417151,B,E,-16.679885282319315,0
M,61,B,-34.36356606266293,D,A,-20.80036010480119,E,E,-7.792221010614359,C,E,-49.59738495541502,0
F,25,C,-163.639133338895,D,C,-96.400836246237,C,D,194.45444029890632,C,B,56.88935453397366,0
M,71,E,-74.59208043923037,C,C,-77.34472729858591,B,D,-103.53893374092135,C,C,-159.36817327182348,1
Female,68,D,-151.35359105116655,B,E,-93.15224061138242,C,A,-30.993382914141414,B,C,-145.73477939643865,0
F,21,C,-63.75630848809879,C,C,-132.6240705504259,C,B,94.8902553078203,C,C,-68.34729898632061,1
Other,70,C,0.8158960192490985,B,B,-118.68029927142585,D,A,90.43805036118452,C,C,100.67273309232398,0
Female,34,B,5.155761351365177,E,E,22.96212428481057,E,E,13.209657947946143,B,E,-33.283723630872856,1
Non-binary,66,A,-177.17498084662972,E,A,-4.92577114797348,A,A,35.91012930697335,A,C,-85.67696535783281,0
Female,71,A,77.56032513884921,E,E,-61.27026044966601,A,B,-39.52742870451867,B,A,-38.549753428780534,1
Male,90,B,-105.71437830181345,B,D,-70.1331453441749,D,B,-23.09726637746422,B,C,94.81502332345875,0
Non-binary,48,E,81.4205022154783,A,A,41.39814441238399,C,A,-12.10405895764099,D,B,102.01381583191286,1
Male,29,C,110.63000452230077,E,E,74.82780813838724,D,A,-133.0819942356159,D,B,30.01101324264301,0
Non-binary,52,E,-24.107163091913346,A,E,-157.77566533143576,C,B,-47.19338407462145,A,D,92.61565945671404,0
Other,90,D,-89.45872085764253,E,E,117.67801687995791,D,B,128.11783321614402,A,A,-69.58393042141087,0
M,18,A,47.9094059691228,E,D,-116.41795753983952,D,B,181.94590361746177,E,D,-7.007531812920129,0
M,99,B,-28.41474469451444,C,C,98.94310061693874,A,D,13.084668810330252,C,A,-75.13712611509278,1
F,19,E,-96.72155121559628,D,D,-75.79298179659759,E,C,269.7672115739013,C,D,-139.02211320229037,1
Other,46,C,81.20132169455535,D,A,51.80839669952404,A,D,-71.73604361702084,A,C,199.72138539822708,1
M,89,A,-55.42103576477123,A,E,-20.92512690524322,B,E,34.51801354905041,C,C,-80.6226523133123,0
M,99,C,-65.84404768297797,B,E,-9.07941167166801,E,D,-155.68799439736395,E,D,-53.77763981625577,1
Other,61,C,-51.549512464761094,B,A,67.32607445866002,D,E,-13.226274158384111,B,A,-99.92125047713972,1
Female,32,B,149.6427701887748,A,A,94.81969406283555,B,C,102.91606446032277,C,D,-99.83983965556887,0
Male,55,B,-169.58872491639184,A,B,-66.51686759470077,D,D,36.85357567373693,E,A,147.34835190214366,1
Male,31,E,-126.48757532737478,B,B,-30.799616617398247,A,B,31.585659527974713,D,A,170.07903494510532,1
Female,44,A,28.7797144395809,D,E,66.10998850370993,A,E,86.33180454507149,B,D,52.91710962654654,0
Other,37,C,78.83014134116264,A,E,101.56908226137789,C,C,92.02049261927698,E,D,1.8766387533483964,0
Non-binary,26,B,-152.39655353322732,C,B,-80.41061700589222,B,C,33.950926573379064,C,C,30.632383853006402,1
Other,77,E,-99.35679507455218,E,A,-169.8657807782129,E,B,-0.3192428179282738,E,A,5.915032303943714,0
Other,65,D,-180.75435270607264,B,C,-8.342765146235296,A,B,20.17311494433773,C,A,-0.8758284605941792,0
Other,60,E,92.55381251884313,B,E,216.07217345295498,C,E,14.215820629322204,D,C,8.708514206076941,1
Non-binary,60,A,22.885226499970013,D,E,55.023473672622266,D,B,179.77089598594696,D,A,129.0268498234028,1
M,73,B,65.198280059651,E,D,88.09425480224185,D,B,-13.864070048852614,E,B,92.00252261495467,1
F,65,D,89.7354683034759,C,C,-18.73854037373535,D,A,-187.0243452874168,B,E,-71.32227023836924,0
Male,44,C,40.06564300446704,B,D,28.567984545765597,D,B,-154.89967490271573,E,C,54.87128623098159,0
F,55,B,-68.62726832018909,A,E,180.1448854877175,C,A,182.31782400854675,E,C,-125.7968991372054,0
Other,31,A,-26.36401871783594,A,B,79.71544456275397,B,E,10.057538556279333,D,A,-73.32929807196676,1
F,33,E,-126.3049953096806,C,E,-15.371207238130975,A,C,-47.24465981785453,E,D,-4.268431223772336,0
M,82,E,76.63810120977176,E,A,131.8131817152675,D,C,-151.13850378669107,E,A,8.411705595995436,1
Female,54,C,100.63982383297379,E,A,41.958097165701844,B,E,348.768742075068,A,B,-91.04557439861922,0
F,97,E,-69.27010111621328,E,D,-25.039675298124646,C,A,-189.76356889427618,D,B,-17.516616823417568,1
Other,83,B,77.59529761859037,A,D,56.49264793978479,B,E,94.45550147264512,C,E,134.6724325426865,0
F,18,C,-156.13305423800793,B,C,5.366446690241555,D,A,-86.79707688989485,C,E,-15.412932770489379,0
M,33,C,-112.53504623394133,E,B,79.67168651157479,C,E,27.56403867550975,B,D,-54.33287216380318,0
Other,88,D,6.323299034341252,A,C,-169.20205451191168,D,E,64.31162164020556,B,B,3.9989204534101557,0
M,39,B,68.25118155064338,E,B,17.02035887050983,D,B,-39.96028832525621,D,A,169.61481246036098,0
Female,58,A,-149.51865470872517,E,A,-232.67485651371135,B,E,-70.876012324166,A,D,-83.53246091830516,1
F,53,E,-114.96674937439124,C,D,82.19303029313213,C,B,91.46731113391786,D,E,-15.28783072250727,0
Female,80,A,65.26302724290063,A,E,-130.60206851722296,E,B,212.6481208221791,C,A,162.36349950266725,0
Non-binary,55,A,-43.82828396110246,C,B,107.26339279667289,B,E,-241.79066037993712,A,B,-81.5427456080061,0
Female,32,E,-171.39301327154053,B,D,133.0023641809208,A,C,23.723720815878192,B,B,53.260430821842284,0
M,53,C,-67.56476233953592,D,D,92.03155092647518,C,B,-207.93341810030182,C,D,-36.32303710740858,0
M,62,D,-119.21920783157263,B,E,52.8192246780001,A,C,73.62588068004744,E,D,-36.191491684820505,1
Male,95,A,-80.41745555777682,E,B,26.780392365122157,E,D,1.438788541785303,B,C,-68.65693394857153,0
Male,51,C,-9.079617122927589,B,B,74.15596744049866,A,A,-142.50143998958893,B,A,13.795002330013872,0
F,85,B,82.79820977640563,A,B,-144.10204584002534,D,A,-51.54384562631946,B,D,-191.6622691611382,0
M,98,B,153.21343738010833,B,E,81.55701853370697,C,D,-106.99764948161383,C,E,74.8212745453529,1
Male,51,B,-171.0059232793623,E,E,121.33874944770938,D,E,-68.82085954884633,A,D,-111.69662130200273,1
M,32,A,1.5253263380241822,D,E,31.15546885196548,D,B,-92.56937875265221,A,C,-65.16379076485967,1
Non-binary,77,D,-174.20801782768999,C,B,-148.1886282087165,D,C,-40.37788929692519,B,B,55.92550906115854,1
Male,26,D,153.34376410734504,C,A,-106.79689956468135,E,A,19.2645010662721,E,E,55.9954897549726,1
F,65,C,114.9776002576053,A,C,-22.9594054322179,A,B,87.28195283394976,C,A,-69.72653466634591,1
M,90,C,-4.91507009340255,B,A,-228.1109794290328,C,E,17.996835348836697,C,A,133.06509104598416,0
Female,85,D,-33.45118266363023,A,A,-190.39822954849095,A,E,80.16987533072445,B,E,-85.7511103980491,0
F,59,E,-37.24084315487745,D,B,-83.95626378645169,D,D,-21.121551742619538,A,C,-257.3321607425007,0
Other,92,E,39.74306129809922,D,A,-8.412827291473556,B,C,130.042588526242,E,E,-38.814947683880256,1
Female,52,E,-107.90435007324832,B,E,-9.981532271084758,E,D,141.37317217839737,A,A,-13.067928738493482,1
Non-binary,28,A,90.38743871599975,C,C,-37.2464434771806,A,D,75.8868445748638,C,D,-22.064231902666105,1
F,22,C,17.48195449668655,C,E,87.65121773688102,C,D,-82.12251466728507,B,A,-25.551624560163305,0
Other,73,C,-188.71377438540603,A,A,-230.8467326702661,E,E,-108.92697105560485,C,E,-28.492714265773145,0
Male,60,A,-207.17298654623147,C,E,65.97242165613997,A,D,-88.97819332345371,D,C,-10.099568224270874,1
M,27,C,110.02935805822449,E,D,147.01131272351753,B,E,73.85659150058304,D,B,-9.028090658112843,1
Non-binary,93,A,-51.544259573878435,B,D,-169.57118179651874,C,C,-22.80708773055503,B,C,-137.63094277506082,1
Other,37,A,127.15352220230606,D,C,-32.17849487310826,D,B,-37.78906356198036,A,A,-81.04253694160724,1
Male,55,C,32.234674126075,D,B,-67.28055199699364,B,B,-120.09836931972484,A,D,-127.50161029178389,0
F,46,B,-147.26982956008038,E,B,-53.00030269609937,C,C,228.83114281308386,C,E,-150.0016895017479,0
Male,88,A,-20.894095284921733,C,E,74.54924752059185,A,A,-228.413520348097,E,D,-120.96834452037362,0
Other,22,B,-26.986208329195765,A,C,-33.623659278128194,D,E,-282.9586788719455,A,A,-15.26196793819995,1
F,91,A,113.87222421511301,B,C,12.17685028061471,D,A,-123.8629299835696,A,E,37.50269004811071,1
Other,51,A,117.789570420529,C,E,-214.16271559390205,D,A,64.50457594409177,E,C,-156.6825421237385,0
Other,53,D,152.08056262088903,B,D,131.31005709481965,B,A,13.429920592023329,D,B,-7.619571882621312,1
Female,21,C,-31.921534288701793,D,E,0.5023760282143354,B,D,-92.46761354777108,D,A,-8.232437327794175,1
Male,67,C,-59.0639448157555,D,A,24.316838294247248,E,D,96.32898452807932,D,C,40.74850955637392,0
Non-binary,86,E,96.44910662322553,C,D,58.8224649031853,A,E,-0.6797610924481872,A,C,-142.0352272044966,0
F,47,B,47.884661030012964,A,E,-68.30041639993397,A,C,3.500629709046346,C,B,28.478393965230026,0
M,67,D,43.09010132141643,B,A,-20.463319335304732,E,A,186.24127060521593,E,D,149.46964730780513,0
F,34,D,-58.97312100190639,D,B,63.612305565239694,E,A,111.68571820500802,B,A,-90.96259214897073,0
Male,52,C,-32.04910724535334,A,D,80.25499931855137,A,C,-29.491371589589466,C,E,-2.837681778647974,0
Other,93,A,-14.439099902713338,D,D,-0.5769303201323027,A,A,100.40212606720331,C,C,-210.36065381399646,1
Male,66,D,-61.78749555771046,D,C,20.07309484680098,B,A,81.22144709610683,E,C,-101.18882508442584,0
Male,62,D,-244.4326791192398,E,B,-32.02747137745924,D,E,-24.494581780248456,A,B,-97.50560625832453,1
Female,52,D,88.28656021834867,E,E,117.79155352027892,A,A,141.33509341507155,C,C,-7.467575405275174,1
Male,58,A,-61.32616179512841,B,A,102.77916543379536,C,A,105.93196987402858,D,E,103.47619083651307,0
Female,48,C,-76.05934681632218,B,E,91.08545832021626,C,D,-224.2951656369597,D,A,61.5480773129019,1
Other,23,C,-110.15727981887706,B,A,-61.01696034203727,D,A,-81.1222298778155,D,D,0.39598148484501783,0
M,83,C,-33.2375387563977,C,C,82.35010416968024,C,B,-171.43191782140056,A,B,-41.78396619666865,1
F,52,C,48.50946706792178,C,B,-82.12858940201022,D,A,-155.2354993880529,D,E,-72.09131041103404,0
F,74,E,-118.77922201839203,A,A,-1.5366344866562245,D,B,-33.598527843422815,E,C,39.08459303525816,1
Other,54,A,-86.21390558137279,E,E,55.526966332542024,C,A,-107.0768743083361,D,D,14.801289877432067,0
F,44,D,-101.82368035744109,A,A,-29.025260687537152,C,C,33.570738805489256,C,A,85.02561968904936,0
M,52,A,95.85849807489849,D,A,-61.96299357192358,A,B,-49.98035927482846,E,C,-34.640774611624785,0
Other,92,A,206.96061311717418,D,E,-29.67250216231257,B,A,77.1967023616706,A,D,-5.089397351400832,1
Non-binary,40,D,87.0244489229493,D,B,191.2722982819805,E,A,56.43274811318618,C,A,65.59910525087233,1
Non-binary,88,A,65.03328178912064,C,E,-16.487879246463987,A,B,-245.76167453340184,A,E,-75.37407533482478,0
Female,82,C,-11.297735493882398,B,A,-118.1186516791438,A,E,-45.97008286408994,D,E,-35.050469488135256,0
Female,56,C,252.36610706556894,B,C,-144.13176962587042,E,E,248.3814209313487,C,E,20.21018284005935,0
Male,52,B,59.995544361120366,C,C,38.847016962936095,D,D,-107.30220771918404,D,C,56.4125854159408,1
M,68,D,-155.07128905376481,E,C,-29.55694012873314,D,D,-45.97064625950261,A,B,30.972445571035745,0
F,75,C,-134.55111005967612,A,A,52.17471387969452,D,E,-14.263082651051453,C,A,-85.73664333058527,1
Other,18,E,71.40352850559769,A,B,192.0379952614377,B,B,121.71427430112882,B,B,-63.96711816996211,1
Non-binary,98,C,79.96275558130542,B,E,79.4369996865651,A,B,82.18912185479553,D,E,-27.20831617047514,0
F,20,A,23.837547922678485,C,E,69.45175916953778,E,B,-145.40562252710328,A,C,158.09310334398202,0
Female,66,B,96.30069920693775,C,C,-51.183877351937014,C,E,41.870665579502806,D,A,115.9048716158047,1
Other,91,C,-162.81644815561913,C,A,-167.99539375332296,A,B,-129.92955708024525,D,D,28.978810720009733,0
F,78,C,-1.2112505605141817,B,E,96.33253924465791,D,A,-48.97337265374635,D,C,4.097045178244862,1
Other,75,E,60.18117858313581,B,C,68.35602273005595,C,D,-44.67657886741569,C,B,106.15839789879067,1
Male,70,D,69.08860229032679,E,E,132.8995715829396,B,A,47.44834364957554,B,B,102.61995051169255,1
Non-binary,45,A,-4.349479665152345,B,C,166.2451249492779,C,A,-14.841391502337295,C,C,-113.2821798521041,1
Male,26,B,96.02346626165898,D,B,-88.30056714325207,A,E,137.47949416729875,A,C,-24.1422272531396,1
F,74,A,23.002439045546463,A,D,-132.91435472828294,B,C,162.6991914511966,C,B,63.314345197196516,1
Other,73,C,-232.09620600558418,B,C,21.688381094351254,C,E,-74.20776642254458,E,C,139.72997727007655,1
Non-binary,80,E,-70.49945814138066,D,C,-13.423811215758294,C,D,75.9738891483273,A,B,-84.42067577741392,1
Other,84,D,2.719351029137667,D,B,-1.667752068058926,B,C,66.15674102786959,E,A,-186.29711803540096,1
Male,92,C,-3.8471257506574825,A,D,-2.89261264290799,D,E,121.23884876990925,C,E,-124.80626062033879,0
Female,91,A,55.4283394345217,D,A,101.25453805240996,B,A,162.90820576715657,A,C,19.628755517292575,1
M,89,C,-10.933722360876708,B,B,-11.70335229318442,E,A,10.820589040611907,D,B,-3.7164096829683086,0
Other,31,E,50.51390935632371,C,A,-5.067001988824803,C,B,-35.50526958479255,B,E,56.91436124786949,1
F,61,B,227.96290293361713,E,E,-123.9160308950775,A,A,-6.525331629932558,D,D,152.5232154415908,1
Male,41,B,19.46071800365921,E,B,49.53915783233535,A,B,-1.2513484224182163,D,D,12.52838018937443,0
Other,30,E,88.3291216906874,A,C,-240.02885396987003,D,D,113.04390455710904,B,B,-129.27428819156918,0
Male,92,C,-67.81063437168542,B,C,-246.51579623970017,C,D,15.729319709443024,D,E,-139.24799122617898,1
Other,68,B,-10.28743124891692,E,A,73.19744127721303,E,E,-125.40966064245207,A,A,-31.313331651937247,1
Male,46,D,-40.373166699612774,A,C,106.82938082418727,E,D,-156.11807731728263,C,E,-88.02883594799157,0
M,82,E,-68.23516376321959,A,E,-8.328750454787293,E,E,95.03357428443779,C,A,-20.977502344869478,0
Male,47,C,93.83668960887145,C,A,19.984923923223082,C,A,-98.65744613131199,C,E,-55.37147406874294,1
Male,64,B,69.40022109157614,C,D,165.77268984825304,A,E,128.47373099467862,C,C,-191.13256390945315,1
Non-binary,21,D,45.52930766954622,C,E,-5.818667720220587,E,D,-138.6798354154212,C,A,-12.83011594508657,1
Female,22,C,-45.85016813961361,E,C,79.63177173452671,E,B,-101.39292779759627,B,B,143.9750781551488,1
F,95,A,42.02266933034423,A,C,-116.14762614386642,D,A,-7.376633383189271,A,C,-219.97526610069346,0
M,39,E,38.813916074769686,A,C,68.88649667791118,D,A,-45.20466635653469,E,C,-22.41939885187117,1
Male,24,C,-67.46348921702644,B,D,-19.958398860124248,C,B,-193.8611545781665,C,B,61.34930318100168,1
Non-binary,18,C,-11.050848066904681,D,D,35.5610871997197,B,B,70.8432834841092,C,C,-124.69423563854637,0
F,53,B,-125.65447828583751,A,E,-75.16537058263924,D,D,-140.77974941881342,E,E,122.51577084898462,0
Female,77,C,121.99932058208545,C,C,92.85986066287157,B,A,18.6064204735859,A,E,-1.695577494578612,0
Other,48,B,-48.982626903035616,A,D,69.93278318968873,C,E,152.279048241145,C,C,-15.132620600892619,0
F,47,A,-12.613214407199273,B,D,127.66091300527069,D,B,179.22026075989552,D,A,-215.47006760119132,1
F,31,A,-26.583408837220716,A,E,-97.24955545305009,C,C,73.19216645453339,B,A,65.75822316954878,0
Female,20,D,-92.41188311986403,D,D,-130.78573476105447,D,B,-23.806501698467354,C,B,114.49863661360753,1
Non-binary,94,A,-132.39481885685163,A,D,69.64119927236241,C,E,-43.93072207842187,D,B,57.32142475562845,0
Other,97,A,112.67903994596982,D,D,-49.079997324652595,C,A,5.902881487740533,C,D,-19.19752678394058,1
Other,21,B,-45.14117873505103,C,A,9.82127211554883,D,E,148.11348343074286,E,B,-80.6725604311951,0
Non-binary,30,D,-151.68660567985128,D,A,-31.82198362002208,E,A,-51.78982782770938,A,C,109.91445706696767,1
M,32,B,80.57853553586301,D,E,-42.375652090970284,E,A,2.120320572411523,C,E,20.697068095313025,0
Female,84,E,-136.96470855927666,A,B,91.37501227777123,A,B,-55.91029718291088,C,A,-65.38831328549045,0
Male,99,A,-38.14544542108083,E,B,245.22334049327682,B,D,-35.894761509491104,D,E,45.31807730878752,0
Male,21,C,138.51439325695299,E,E,21.97493893878118,D,D,-63.27901140494713,C,C,-69.54733512199329,0
Non-binary,94,B,17.09860537499294,B,C,-169.42130893570973,B,B,-102.60346384985041,C,B,113.48131899367671,0
Other,55,C,128.691572693924,D,A,28.455593143907766,B,B,-180.36122997296377,D,E,-3.693788646283206,1
F,70,A,-109.132780637155,A,E,38.805478574506566,B,D,-116.23362198086224,D,C,109.893592620175,1
M,85,E,53.08357792090983,C,D,-64.76182558135612,A,C,-69.78569102498024,B,C,-28.59170119216755,1
Male,80,B,-169.6417533773372,E,B,-91.44636699292461,E,C,-152.70739322465755,E,D,-142.54097499958027,1
Female,53,E,-17.730847142471557,E,A,-85.75916685732348,B,B,211.6013426866206,B,B,105.94384546321207,1
Non-binary,72,D,-41.671751761838635,B,B,-108.89834557355846,C,D,-7.832083645612922,B,C,72.58082554647018,1
Other,99,C,178.82368597894845,B,D,183.7320358137585,C,C,-179.01208428764403,C,D,-104.81305336710005,1
Male,87,E,-91.71586349802737,A,C,149.500643832741,E,D,150.15915244060116,D,A,-9.34397612537162,1
Male,53,D,14.845656693209868,D,A,10.417870557018235,A,A,-14.290832146430658,B,D,-13.094396181353703,0
M,46,E,13.558197477938075,E,C,69.32314633258119,D,E,-5.97856579119333,E,A,-82.39002555319462,0
F,51,A,155.24427786329892,A,E,124.13692974439097,A,D,-6.35678971843988,E,E,116.59361748259911,1
Male,97,B,-0.4392896632619953,B,A,-196.6324157678354,C,C,33.6417269298088,E,A,-17.71899564140822,0
Male,39,E,-83.68655652527993,A,E,-142.6118525843599,B,A,-40.852069915353695,B,E,105.67626506226246,1
Other,73,E,-6.871893020648985,C,B,-9.53798524022504,A,C,58.49626599997513,D,A,39.412009127850254,1
M,46,A,-143.46327607719252,D,B,-80.991679884147,A,D,83.34928182256353,C,D,33.570325770150696,0
Female,36,A,-63.81161191208473,B,C,-84.73363052685518,C,C,103.93554892122931,C,B,-29.196224148960397,1
Other,39,E,35.907703089783475,B,B,84.18748669422462,C,B,-27.615901335257327,E,E,-43.91772493884037,0
Male,25,D,-105.66024776721383,D,C,158.23017372314223,A,A,18.77012629580004,B,D,-196.841923274935,0
Non-binary,61,E,67.35826241050388,E,A,152.6721346448754,D,E,54.509622343237176,D,E,48.36615635239403,0
Other,31,B,67.93131884547105,D,C,-61.4696572980183,E,C,89.16301635719933,C,B,99.21973637849737,0
Female,58,E,30.57294184426121,B,B,-92.45084959205944,E,D,-4.054642523334313,E,D,1.6518865173808337,0
M,23,D,77.23764727111848,D,A,69.24507880074164,B,A,-73.92854453403194,D,C,-2.7962025255445737,0
Other,42,B,-124.69060846949951,C,B,62.396619786581674,D,C,107.94968380072704,B,D,-123.5929357162207,0
M,31,B,63.04281638259213,C,A,-116.02529337888292,A,E,-52.78132602539812,E,E,-83.06996899538495,1
Other,53,D,-56.49195279815805,D,B,251.02422865228115,C,A,33.71488633017955,B,E,113.85762474019683,1
Non-binary,28,B,32.050415015896945,D,C,96.4120124415674,B,C,-30.756481967749377,B,D,38.53832381817981,0
F,79,D,31.874002457369222,E,C,132.19397241119069,B,C,50.2506305697086,D,D,-147.60768130605624,0
Male,84,C,-22.542674480534394,A,B,39.06104607473121,C,E,-203.9994208804222,C,C,12.417413739765855,1
M,45,D,157.00801485326528,E,D,-22.55025580092648,D,A,52.617212980215996,D,E,140.90324067704088,0
Other,57,C,-169.61707104438128,A,A,12.928224547532496,C,B,8.036462003270461,C,C,14.251000917627143,0
F,28,C,34.68474077907719,A,A,14.694592119325133,D,E,-24.465748456727027,E,E,-125.26390504301801,0
M,91,D,-83.74446900049881,B,E,-93.3951559360349,E,D,102.5252950336494,E,D,-47.329014803957456,1
M,82,D,20.570593687884504,D,C,-87.89677710733643,D,A,-129.79430934386204,C,A,37.594992999362645,0
Other,82,E,-60.414640630553585,A,A,153.2703781435383,D,A,-142.94746518911828,A,E,-106.7493357814501,0
Male,55,D,-41.84612354339709,E,C,67.99226801622989,C,B,41.33744372289551,C,C,80.75760404895492,0
Other,48,B,78.08653256488837,A,E,106.63602893992075,C,A,-34.675093633763595,A,E,213.61702050802967,0
F,78,E,28.699761947745124,A,E,79.79016650723933,D,D,134.74060358577438,C,A,-166.00663642643428,1
M,89,B,-75.26666754340195,D,D,39.044631743168004,E,A,15.506250646686926,D,C,-81.0931535688868,0
Non-binary,96,A,-37.832068723976334,B,C,-115.48110604760946,B,D,99.42569589461364,A,A,17.174207067307083,0
M,92,C,33.38531794961627,A,E,-64.85443444706364,A,A,30.77854689531867,C,A,-12.294644439577173,0
Male,90,A,109.23097735099545,C,E,-176.69758163113173,D,A,1.3012470259819753,B,D,-71.74721169512421,1
Male,83,C,-71.68775657957227,C,D,-172.43344273578478,E,C,-67.97943833281612,B,A,48.71841669506081,1
M,69,C,-64.61805637221646,D,E,-11.297729783577923,D,E,-72.94790280281393,C,D,30.36874729739038,0
Other,38,D,-106.89027532153948,B,C,6.1138460866038935,D,C,118.5876189516671,B,A,-10.874277155343673,0
F,81,B,77.84404727585678,E,C,-64.00766031979906,B,B,-78.27189397482427,D,E,147.75325936977222,0
F,21,D,-161.09629348438204,A,C,-182.24048418294507,E,A,-100.47417319723692,B,B,-84.51565206728112,1
Male,62,A,-81.83606985657191,A,C,12.666214162169082,D,B,-78.31183962059357,B,D,-28.901051967359997,1
M,33,A,-121.90083568576011,E,D,4.7103122159164625,A,D,186.1696789322887,E,A,52.035894292379346,1
M,93,E,59.631118981798515,A,B,115.41486063057111,A,C,-100.14431931434795,A,D,-17.285881980568142,1
M,86,B,-70.0303011139253,C,C,16.852916455625376,E,E,-22.566922819207655,C,A,193.95469650088663,1
Non-binary,86,B,80.28622898813687,E,E,-63.69016204821796,D,B,50.79748006762873,D,E,-71.16473026378698,0
F,66,A,11.851144249595125,A,A,11.329230209266033,B,C,-12.3288215884869,E,E,-45.12202425364488,1
F,23,C,-105.31312095539866,E,D,-195.60326584775493,E,D,56.71684720765406,C,A,112.36701604380394,1
Male,65,E,68.41705050129366,D,E,92.1997136547741,A,A,114.59686059469337,A,B,-4.987458199720698,1
Female,99,C,-29.891351819850165,E,A,99.85758937197568,C,C,-39.6144157346916,B,A,21.24180392554796,0
M,49,C,44.06305767774676,D,B,-46.01012416672041,B,B,71.62557521360647,A,A,34.716743877586076,1
Other,78,C,9.591006958700818,C,C,-122.60999011251425,E,D,112.28000824763885,B,C,-30.100588801358402,1
M,69,B,-161.42532937493812,B,B,-58.66136529334026,C,E,174.75114420999157,B,D,-52.42144564860721,0
Non-binary,33,A,-162.38823649958806,A,B,-70.07531299888925,E,A,5.451859237265768,C,E,110.49555554106097,1
F,79,B,48.0281831361323,B,B,54.89560661594882,B,C,-54.6111972349265,D,A,-59.42980461557566,0
Female,30,E,-22.721688307839838,C,A,56.39986837314213,A,D,-35.750187491824455,E,A,-125.56255379575872,1
F,93,B,-17.31593479094871,A,E,-31.494339796537503,C,A,165.41678892777028,D,B,-37.88451051274828,1
M,50,B,-101.88989270578861,B,E,-91.74809490379332,C,D,-41.27875714252834,C,C,105.40923845944823,0
Other,35,B,-26.229992830132794,D,D,-8.417220144875337,A,A,104.70351091756159,A,D,57.56216215050509,0
Non-binary,32,C,-161.5741744587499,C,D,-100.93919079989861,C,D,84.32665155803116,D,C,-114.20158430832052,1
Non-binary,87,C,-15.034953515113889,E,E,-127.02860935944902,D,B,-34.49761698208939,A,B,36.977171326889675,1
M,66,C,-128.23931181854263,B,D,-23.518724064333888,E,B,-71.24287515058695,A,D,30.56221953236946,1
Male,91,E,139.2597657271309,A,C,-75.67160653394411,A,C,26.38529574254654,E,C,-81.10019098093831,0
Female,62,A,-30.170215171046156,B,E,-9.510295974499668,D,D,103.28391330416747,D,D,163.82732886199904,1
Non-binary,48,E,24.768817075169526,B,B,-56.02338735767782,B,E,-17.80268282699118,C,B,70.33278496722177,0
M,88,A,-89.7049356467337,D,D,-134.28381909382645,B,B,-162.0367332639138,E,B,-68.11119052954919,1
F,38,B,25.28833579055152,A,D,17.520138335894952,A,E,-61.10803742248534,D,A,-105.05266790658479,1
F,90,B,-21.458303259766208,A,D,-117.04413655179135,D,D,-39.87576176726394,C,C,-80.92618844198797,0
F,21,E,-5.545666057315143,D,A,-91.08568059908765,A,D,167.5301269342281,E,D,-33.70873681558536,0
Other,87,D,30.741112790476755,D,D,-89.74097990619629,C,E,-28.443398007330998,B,A,40.300919030453535,0
M,80,D,-107.42089541827633,C,A,-245.29401334330697,D,A,-101.72973364072588,D,C,35.0383513985342,0
Other,62,E,35.042717023344224,C,E,-86.74878220719194,E,D,-21.907771532030587,D,D,-34.39329649507456,0
Other,76,B,17.337070993715425,B,A,121.10320802495862,E,B,-136.36095838788864,D,B,26.8710229993859,1
Non-binary,36,B,4.013091889588545,A,B,-72.1948116138134,A,A,-139.67959669165498,E,A,-222.5085020740417,1
Non-binary,49,D,-128.09283728760954,C,C,-74.03040397542115,E,D,20.20640241377542,C,E,12.536303064678597,1
