sex,faith,military,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
F,Jewish,Veteran,62,C,C,45.6693484561436,A,C,C,C,C,A,-144.92105224666366,-109.31626543891096,E,D,B,B,B,1
F,Muslim,Yes,75,A,B,132.65226580804998,E,B,E,A,D,A,50.163117376774856,69.18048836144575,D,B,D,E,C,1
Female,Jewish,Yes,81,B,D,-224.55787868073674,E,D,D,B,A,B,-133.78794400793288,-47.5021886784611,E,C,A,A,C,1
Other,Hindu,Veteran,60,A,C,51.440759495845235,D,C,C,A,E,E,-304.5868031636485,0.5516141004813035,A,B,A,D,B,0
Other,None,Yes,30,E,A,109.88657888533224,E,D,E,A,D,E,268.56748798707696,-43.53315719989608,B,C,E,C,D,1
Non-binary,Jewish,Veteran,33,B,D,198.04857154641454,A,E,A,A,D,E,-79.99289138913699,39.66014456591433,D,C,D,B,D,1
Male,Buddhist,No,70,E,B,-26.500393707106635,E,D,D,C,C,E,42.553684423465846,40.26108082448606,D,D,D,B,D,0
Non-binary,Hindu,No,96,C,D,253.53407907712784,D,D,D,A,B,E,-75.7382206270767,-100.84742135997023,A,A,E,D,A,1
Non-binary,Hindu,Veteran,63,A,B,55.29058644235495,A,C,C,D,E,B,28.384232486165452,-105.20690846564658,D,C,E,C,A,1
Non-binary,Jewish,No,68,C,D,-197.2501774972765,B,B,C,A,C,C,117.64392346766451,-52.50060747789276,B,E,E,B,A,0
Other,Other,Yes,58,E,D,41.25648373491357,E,A,A,E,B,B,130.6208041416625,54.90259894856195,E,A,C,A,C,1
M,None,Non-Veteran,37,E,C,-26.65303537429166,B,E,E,D,A,B,11.961607766506251,1.5424768218234037,E,B,D,E,B,1
Male,Christian,No,42,E,C,135.5993633218591,C,D,A,C,B,C,-78.03992520065727,187.72548730595128,B,B,A,C,B,1
Female,Other,Non-Veteran,81,D,D,-73.69053043581609,A,A,C,E,D,B,114.05620052655652,165.2945421770147,B,E,C,A,C,1
Other,None,Non-Veteran,46,E,A,43.43542186194263,B,D,B,C,A,E,-96.7718549917304,-38.85178114269599,C,B,C,E,E,0
M,Buddhist,No,48,A,E,16.536105246843267,E,C,E,D,C,C,-82.90696089757542,43.53555816907008,D,C,E,D,A,0
F,Christian,Veteran,55,E,C,69.86770419204994,D,D,C,A,D,D,63.76579889821864,-18.28665124737034,D,E,D,B,E,0
Non-binary,None,No,27,A,A,51.831500560281164,B,E,E,A,E,A,105.99729007501715,16.480914658862922,B,A,C,D,C,0
Male,Other,Yes,77,D,C,-177.7231376004351,A,D,A,D,E,E,79.50415189331117,-66.01518083216645,A,B,D,E,A,1
Non-binary,None,Yes,62,D,A,59.472763218049806,D,E,D,B,C,D,163.69853214487128,5.291935909308173,C,D,A,E,C,0
Female,Other,No,36,B,B,26.149701876943414,C,C,B,D,C,E,17.09547266466345,-162.47092204581654,E,B,C,C,D,0
Other,Other,Non-Veteran,51,C,E,16.842203125473784,D,B,A,D,B,A,4.901625363663116,-26.071210877199512,D,D,A,D,C,0
F,Other,Yes,44,C,A,-30.747484220683052,A,E,A,D,C,E,-55.63804682311307,-0.29138977586733916,C,A,D,C,A,1
Female,Muslim,Non-Veteran,20,E,A,8.873611764722288,B,B,B,B,C,B,-159.9560308789506,-18.003243594669815,B,E,D,A,E,0
Female,Jewish,Veteran,46,E,E,36.44997020238592,E,A,D,B,E,A,-35.28278848013516,20.443681159598913,B,B,C,A,D,1
Male,Other,No,22,B,A,-5.886608457435334,B,B,C,A,D,A,-47.369312542860584,133.12189170324967,A,A,D,D,B,0
Non-binary,Christian,Veteran,30,E,E,21.234384790223924,D,A,C,B,B,E,-35.32337690376936,-61.43346860996862,C,E,C,D,A,1
Other,Muslim,Non-Veteran,86,A,D,11.545556687230423,B,E,D,D,E,A,-50.75389618550786,124.81948987871141,B,A,A,E,E,1
F,Buddhist,Non-Veteran,34,A,A,63.78663657690101,C,E,D,C,C,D,176.73449951517114,15.3310766163509,A,B,B,A,B,0
Other,Hindu,Veteran,20,C,D,-49.60139143915125,A,A,D,E,D,A,103.16861910522775,-111.01861855453336,A,A,A,E,A,0
Other,Other,Veteran,38,E,D,-119.18705559592149,D,E,E,A,B,B,69.03138686252043,34.97046438866901,A,C,D,A,D,0
M,None,Non-Veteran,61,D,D,126.22273757776634,B,D,E,E,C,B,141.5936457302589,-22.819141109620205,B,D,D,C,D,0
Non-binary,Jewish,No,84,E,A,-109.09752086788286,B,A,C,A,D,B,7.310946492320522,-32.541364591298866,D,C,B,E,D,1
Male,Other,Veteran,89,D,A,-25.419751122355798,D,D,C,A,B,C,182.080228746086,-55.19623056587645,E,E,E,C,E,0
Other,Hindu,Yes,69,A,A,125.7177098918999,B,A,D,C,B,C,12.79576604643862,72.28865329891978,B,C,D,C,B,0
Other,Hindu,Non-Veteran,48,C,A,6.39379861848508,B,A,E,B,E,D,-28.722219607809922,-6.8164643791398625,A,E,A,E,B,0
M,Other,Yes,60,C,D,-168.27799670271477,D,A,E,C,D,D,-5.914874136290054,-44.59091847850953,C,C,C,E,B,0
Female,None,No,59,B,A,37.245364004278535,C,E,A,A,D,E,45.994627910735566,-151.63207752376923,E,C,E,E,B,0
M,Christian,Yes,93,E,B,-123.10425747710656,A,C,C,E,D,B,90.08376862534713,-30.500211142689565,D,A,E,E,D,0
Non-binary,Christian,Yes,41,C,E,-5.893285161914192,B,A,C,D,A,D,-77.88426395384072,176.67844493915186,E,C,B,C,B,1
Other,Buddhist,Yes,90,B,B,145.21150411334,A,E,E,B,E,D,187.7003365154037,-123.49869276240608,A,B,A,A,C,1
F,Other,Non-Veteran,51,D,A,59.1989246283951,D,B,C,C,B,B,19.801801695019165,19.29005241825482,B,C,E,C,A,0
Other,Hindu,Yes,20,D,C,-46.83141677831535,D,E,B,D,D,D,130.8398872932105,14.93524825407206,A,D,B,A,A,0
Non-binary,Hindu,Yes,87,A,A,-109.5684463824369,E,E,C,A,C,A,43.01622131266002,41.66078440594214,A,C,D,D,D,0
Female,Jewish,Yes,58,C,A,-5.810313006078387,D,A,C,A,E,B,-90.14159643894388,174.85400526894455,A,B,C,C,B,1
Non-binary,Christian,Yes,54,E,E,111.56186272852264,E,D,E,B,D,E,15.203892172722478,33.782653783808904,D,B,A,D,E,1
Female,Jewish,No,24,B,D,101.01837212614402,A,E,B,E,A,D,118.12491195250054,-51.57136543007289,E,E,E,A,C,0
Non-binary,Jewish,Yes,36,A,B,-66.35557351735164,D,E,B,D,C,E,-29.812945379309152,37.75648713936571,D,E,E,A,B,0
Female,Christian,Yes,59,A,A,185.4876814350386,B,D,E,C,C,A,47.84985601969159,0.2651645554201753,A,C,C,B,C,0
F,Muslim,Non-Veteran,51,C,E,89.18706352871996,B,A,E,B,D,A,37.25292795103986,-124.2087494595449,B,A,D,D,E,0
Female,Jewish,Yes,18,B,A,-76.03627647141603,D,B,B,C,C,D,-107.1303323123887,68.73177520907728,C,C,C,E,A,1
Other,None,Veteran,64,D,B,12.717875276571355,D,C,B,E,A,D,47.00419742160842,-111.04348394526689,C,A,D,D,B,1
Other,Muslim,Veteran,74,B,C,110.5348193108177,E,D,D,A,A,E,-53.45409427432413,-175.57304486398334,E,E,B,E,E,1
Other,Jewish,Non-Veteran,90,A,B,-82.23127697991549,B,E,D,E,B,A,-69.48652703150273,-32.424975603961265,A,D,A,C,E,1
Other,Jewish,Veteran,53,D,D,38.412338731902054,A,B,D,E,E,D,83.4518935565062,-10.082972670064335,A,A,D,D,C,1
Female,Buddhist,Yes,77,E,B,111.94103480619724,A,E,E,E,A,E,83.81533631240174,-131.97699735839402,D,D,A,D,E,0
M,Other,Non-Veteran,55,C,A,-38.840846640353874,C,B,B,A,D,D,-79.37217396729068,54.73342548451628,D,E,E,C,E,1
Non-binary,Hindu,Yes,38,D,C,87.30899154576723,B,A,A,C,D,B,215.69713410438237,13.86648201174765,A,C,B,A,B,1
Male,Buddhist,Non-Veteran,85,A,A,101.77011908453699,E,C,D,E,E,A,-133.73950866285375,30.18396045336828,C,C,B,C,D,1
Non-binary,Hindu,Yes,96,E,D,-58.94092985332159,C,A,B,A,C,B,50.41815967747401,110.83108059448776,D,A,A,A,C,1
F,Hindu,Non-Veteran,46,B,A,99.148638809653,E,C,C,B,B,D,164.19358440649285,-68.18219121056205,D,E,A,C,C,0
Other,Christian,No,45,D,E,28.159061365604547,A,C,E,E,C,A,-78.64936188133832,-61.67607473905139,E,E,A,A,D,0
F,Muslim,Non-Veteran,74,B,A,-48.530103775760644,A,D,A,C,E,D,-81.78091591313733,177.88083924775339,D,B,D,A,D,0
F,None,No,81,B,B,161.34919645897412,E,B,C,B,A,B,57.83390291912956,66.29002746115388,D,D,A,B,E,0
F,Christian,Yes,65,C,B,9.839262819513104,D,D,A,C,E,D,73.5891876430705,-148.78296925369574,E,C,B,C,A,1
Female,Muslim,No,40,C,A,-22.307810042460307,A,C,C,E,B,C,45.11648380452913,117.2490236190337,C,B,E,D,B,1
Female,Muslim,Non-Veteran,91,D,C,107.63426972832323,A,E,E,A,A,C,123.64413380624153,28.2924509765901,C,C,C,A,C,1
Male,Buddhist,Non-Veteran,90,E,A,-4.867157007443321,A,C,E,B,A,C,-18.184848225279747,-134.05738197376172,D,D,A,B,A,1
Male,None,No,36,E,B,-96.24751107086816,E,C,E,D,B,B,78.82627899824746,18.753288466148966,A,E,D,B,C,1
Male,Jewish,Yes,82,E,E,-41.75110938029141,A,E,D,E,A,E,46.25112974032681,-58.30187577460846,C,C,B,E,B,1
Male,Christian,Veteran,74,B,D,164.33186400418816,E,A,B,A,D,B,21.174236144301336,6.2596662711093085,E,D,E,E,E,0
Female,Other,No,47,B,E,-9.732993443771074,C,E,D,E,C,B,157.22576585703288,8.36107747249233,B,C,D,B,D,1
Male,Other,Veteran,65,A,A,101.02578022555227,C,E,D,D,E,C,-148.65216798668982,77.19121907578973,C,A,A,C,B,0
Non-binary,None,Veteran,54,A,A,42.94189419563602,C,B,D,C,D,D,64.29723028997398,12.510424102671925,C,A,D,B,B,0
Female,None,No,83,C,E,-136.8924772776608,C,E,E,B,E,C,-15.387285730723525,54.8044877656113,B,B,A,A,A,0
M,Other,Veteran,84,A,A,-60.17563696772579,C,C,A,B,B,B,118.08344210577835,-61.86135350947344,D,E,D,A,A,1
Female,Hindu,Veteran,76,D,B,166.42878506807935,B,D,E,D,D,A,41.4490813439951,-106.03546783644259,E,B,E,C,D,0
Male,Buddhist,Yes,42,E,C,-41.16997627103809,E,E,E,E,E,A,-7.356707504715441,27.709891201954285,E,D,B,C,A,0
Other,Other,No,69,D,A,56.26445168229811,D,D,A,A,C,E,-30.440795757010708,-184.7030325111686,B,B,A,D,A,0
Other,Buddhist,Non-Veteran,24,C,B,231.2714977982744,C,B,C,B,E,A,-30.835246472849658,53.44523776762669,A,D,C,D,C,1
Male,Christian,Yes,51,B,B,172.08334983592766,E,C,B,C,D,D,-2.141332663431584,36.7355223717792,A,E,C,D,E,1
F,None,Veteran,34,B,A,88.94130805378754,B,D,E,C,A,B,0.6015818346249533,238.01700712235183,B,E,E,C,A,0
F,Hindu,No,97,D,B,14.519497595127962,E,E,B,D,D,D,-53.67386371436784,215.44886583915596,A,E,C,C,A,0
Male,Hindu,Non-Veteran,87,C,A,89.21204517633666,A,E,D,C,A,E,50.92864141806094,100.56011687509074,D,A,D,C,E,1
Other,Jewish,No,24,B,A,-33.304251796332395,B,B,D,D,A,C,105.83767887538052,55.87851081007882,B,A,D,D,D,0
Female,Hindu,Yes,61,E,A,141.21817019461838,C,B,A,E,A,E,-234.00716452653754,-52.46018301443338,D,E,B,A,B,0
Male,None,Non-Veteran,45,C,B,-75.66515157860026,D,B,C,A,E,A,-42.638762427700634,95.05202421541665,A,A,A,C,A,0
Female,None,Non-Veteran,98,C,C,26.362960918489126,D,C,D,C,A,D,17.493601721568503,26.922937191700303,B,E,A,E,A,1
M,Buddhist,Non-Veteran,26,E,D,-41.55700438453769,D,B,E,D,C,D,-55.45195110042226,211.7446614032627,E,D,E,A,C,0
Male,Other,No,70,C,A,284.05203021256455,B,A,D,A,D,D,-140.33585221028966,-127.86911805426678,E,C,B,D,C,1
Female,Muslim,No,32,D,B,-29.058011442874047,A,C,E,C,C,B,63.921535713823076,57.34640646484704,C,B,C,E,A,1
F,Christian,No,78,E,D,-110.280673487659,C,A,B,C,D,B,-91.33501541595204,86.15735395500297,A,A,E,B,D,1
F,Hindu,Veteran,88,E,E,21.1003984204813,A,C,C,E,C,C,114.29194008663326,92.3174578229936,E,A,A,B,B,0
Female,Christian,Non-Veteran,60,E,D,160.326496374331,D,C,D,B,E,E,-98.1842450640025,27.855366054461474,B,D,B,A,D,0
Male,Christian,Non-Veteran,55,B,A,-58.18184968853798,D,B,B,A,B,B,-158.50249959474502,88.17528702892636,E,E,E,B,D,1
F,Other,Yes,33,A,E,15.258610738911887,B,E,D,C,D,C,53.23352167632264,80.8712994496368,A,E,C,D,E,1
Male,Buddhist,Veteran,89,B,D,166.65702175961155,A,B,B,E,E,B,70.05539135434057,8.241390796763529,D,A,D,C,C,0
Non-binary,Christian,No,81,B,C,90.07662023335644,B,D,A,E,A,B,-65.8286283923205,-121.0077551312556,A,A,C,E,E,0
Other,Buddhist,Veteran,36,B,A,-39.553295386407875,D,C,C,D,B,E,9.412074820560758,90.83288422611976,A,E,A,C,A,1
Other,None,No,45,A,D,-161.28932651709803,A,E,D,A,E,C,76.25080236971384,-139.39182047679714,D,D,D,A,B,1
Male,Hindu,Non-Veteran,44,A,A,21.334920270984718,D,D,D,B,A,D,0.10103728984738113,-131.21849600185533,C,E,D,D,E,0
Non-binary,Jewish,No,21,A,E,-82.54187305561732,E,A,E,E,B,E,70.36793067862749,3.1599656830408205,C,E,A,C,D,1
Male,None,Yes,84,D,B,52.445611049251376,C,C,C,B,E,D,67.70254129531065,98.43162018817729,C,A,B,A,A,0
Female,Christian,Yes,62,D,C,-41.29988285455715,D,D,D,D,B,C,8.16461874702276,-183.13101579560694,C,D,D,C,E,1
Other,Jewish,Non-Veteran,39,B,A,54.66611949091485,D,C,D,A,C,C,62.17700788333404,-0.1263597803219621,A,B,C,A,B,0
M,Jewish,No,58,E,A,102.14034698791406,D,A,A,A,A,C,15.510683867415453,27.23309956780802,A,A,B,E,A,1
F,Muslim,Non-Veteran,96,A,B,99.75622402846804,C,D,B,E,A,D,35.49807624703028,59.68587586524047,A,E,E,E,D,1
F,Hindu,Veteran,67,A,E,51.032305147715654,A,C,E,C,E,A,91.46901963302155,-23.297096537688933,D,C,B,C,D,0
Other,None,Non-Veteran,61,B,E,124.46355408287037,C,D,D,A,D,B,-11.804811202672267,-38.516673346478626,E,C,B,D,B,0
Non-binary,Muslim,No,20,B,D,-191.51828627657432,C,C,B,D,B,E,-108.65014298140463,44.91448396328951,D,A,C,B,D,0
M,Other,Non-Veteran,56,C,E,-156.5633813583961,E,C,D,B,B,D,51.15571064189594,61.50117990972678,D,E,D,E,E,1
F,Christian,Non-Veteran,20,D,D,35.21846742580073,C,A,D,C,D,B,47.50936994843383,240.96176616157464,E,B,C,E,A,1
Other,Hindu,Non-Veteran,58,A,D,190.35671060921572,A,B,C,A,C,A,118.16155293754649,58.45062460913214,B,C,C,A,B,1
Male,Hindu,Non-Veteran,35,A,C,-128.8733020535014,A,D,D,A,D,A,-54.794122955952716,184.43939027359664,A,B,B,E,B,0
Male,Jewish,Non-Veteran,26,D,D,66.92316368894593,E,E,D,E,E,C,90.65357937569793,-28.053948308012572,D,D,D,D,E,1
M,None,Yes,27,B,B,174.14870918223866,A,C,E,C,C,D,11.939847636266704,16.20533686781389,D,E,A,D,D,0
Other,Christian,No,20,B,A,-55.92723883609153,A,E,E,E,E,A,-66.29005392808445,-145.71927675993496,A,A,C,C,C,1
Other,Christian,Yes,90,B,D,-39.73637823799269,E,E,A,D,B,A,198.82137168773758,118.4767961361597,C,E,C,C,A,1
M,Christian,Yes,99,B,E,11.104130153588432,D,D,B,D,E,B,88.89495819386671,102.5534551545243,A,D,D,D,A,1
M,Hindu,Yes,79,D,E,181.05041001865473,E,A,B,B,E,B,-120.74087456133257,-153.81893894752082,A,A,B,A,C,1
F,Muslim,Yes,24,C,D,43.31623416929488,A,B,C,C,E,B,-32.50998224157315,62.113925710986976,C,E,B,B,C,0
Female,Jewish,Yes,60,C,B,64.27197270445785,A,E,B,C,A,D,214.46151512381343,25.88369804310993,E,C,B,A,A,0
Other,Buddhist,No,92,E,D,47.647769493003686,A,B,D,E,C,A,-24.870618980390642,-17.465132128373437,A,E,D,A,E,0
M,Other,Veteran,49,E,B,-16.062259669442298,C,E,D,D,B,B,-176.8628034438722,55.15696356278159,E,E,C,A,A,1
M,Buddhist,No,76,E,C,-120.44047788848124,C,C,D,D,D,C,-6.514894410172749,-119.0326236980124,E,A,D,C,B,0
Non-binary,Muslim,Non-Veteran,71,B,B,123.02657726085258,D,B,C,B,E,A,-275.4870747850452,70.17466358509303,B,E,E,E,B,0
Female,Christian,Yes,96,C,E,56.55250076852714,C,B,A,D,B,E,56.18547374038882,-98.2232791697177,E,A,B,B,E,1
Male,Muslim,Non-Veteran,25,C,D,-68.31006139412261,E,E,D,C,A,C,-96.38173661714734,-46.000976747589924,D,D,C,A,E,0
Non-binary,Hindu,Veteran,85,E,D,97.14719537013936,D,C,B,B,D,E,22.702508024450612,62.020665627089286,E,B,E,A,B,1
Male,Jewish,Non-Veteran,43,D,D,78.72971110803151,B,D,C,C,D,E,-33.83273521194041,-165.57107229962384,C,A,E,B,E,1
Other,Buddhist,No,73,C,C,43.644524369094924,D,B,C,E,A,E,217.87145948978065,-86.41918894376973,B,C,D,E,B,0
Non-binary,Muslim,Yes,42,D,D,-24.032612587588385,D,B,D,D,A,E,62.06381465837669,-27.721763182948767,E,A,C,A,A,1
Female,Hindu,Veteran,99,C,B,-26.79636449584542,D,C,E,A,E,C,38.71815517627911,165.38167531401982,E,E,E,A,E,1
Non-binary,Hindu,Non-Veteran,77,A,A,40.312358832457065,A,A,C,C,E,D,45.937056132460405,41.73218753739952,E,B,D,B,B,0
Non-binary,Christian,Veteran,33,E,E,-126.28327391628527,D,E,B,D,D,E,135.47097903717724,-55.54858932587874,A,E,D,D,B,0
F,Other,No,51,D,B,35.5527321572852,A,C,C,A,C,C,269.7856954160651,-153.52948627965586,B,B,B,E,A,0
F,Muslim,Non-Veteran,62,A,E,24.889748325831697,D,C,D,D,E,E,56.97736848958351,15.998535476817807,C,C,B,A,B,1
F,Jewish,Veteran,34,E,C,-156.8003995907926,A,B,B,D,A,E,-1.1877416147269002,53.079323009082636,D,E,D,B,C,0
Male,Muslim,Yes,88,A,B,44.25833646836462,E,B,A,E,D,E,-155.84720471812793,-244.22127614695853,A,C,A,E,E,0
Male,None,Non-Veteran,37,A,E,11.393259355091235,A,D,A,E,C,E,-29.69503041503081,107.51698118305428,E,A,A,D,B,1
Other,None,Veteran,81,C,B,81.23885571809141,C,B,A,B,C,B,-119.7486839140153,124.36828823218693,A,A,D,D,C,1
Female,None,No,27,E,A,-130.38263484064487,D,E,A,C,D,C,8.609359413674984,27.552902577009075,A,D,A,E,E,0
M,Jewish,Veteran,34,D,D,97.84120299619201,C,E,E,D,E,E,125.12272935668545,52.43443982833795,E,A,C,D,B,0
Non-binary,Muslim,No,75,D,D,36.60459932739262,D,D,C,D,B,E,146.11056532306813,67.68750540742658,E,E,C,B,D,1
M,None,Non-Veteran,20,A,A,-11.643015844780066,D,B,B,A,C,C,19.345363766220352,56.69273660962168,B,C,E,E,D,1
F,Other,Non-Veteran,21,D,A,67.70211559212107,E,B,B,C,A,A,-115.72791264956355,26.447956999128998,D,B,D,D,A,1
Male,Jewish,Yes,23,C,A,-35.81020377187377,E,D,D,D,D,E,63.825647692060706,-80.05938742445842,B,C,E,A,D,0
Other,Other,Veteran,40,E,E,42.05660015765748,A,A,E,D,E,B,33.444965941207,69.63674194521761,E,D,C,B,B,0
Female,Christian,No,82,A,D,-44.34161322827875,A,A,D,B,D,C,1.5112127516944402,-24.846844220220692,B,E,A,A,B,1
Other,Buddhist,Veteran,97,E,C,164.2657475718272,D,C,E,B,E,B,35.60936239875983,-104.56125224130903,C,B,A,D,A,0
F,Hindu,Yes,23,C,D,-103.89750310852239,B,B,B,A,A,C,-167.1632190361055,-47.91626388825515,D,A,E,A,B,1
F,Jewish,Yes,36,A,C,-155.90963174539922,E,C,B,C,B,B,93.33150846948956,-103.66058955722761,A,B,A,C,E,0
Female,Jewish,Yes,37,B,E,18.559899030605337,E,B,A,B,E,E,116.7563417968586,4.253565036148348,A,A,A,E,C,0
Female,Other,No,94,C,C,59.48470325357965,C,C,C,E,E,D,-114.87078443875322,-4.958066389973497,D,C,A,D,B,1
Non-binary,Other,Yes,60,B,D,126.15879131353667,E,C,C,A,D,D,-163.16029016614897,-219.57840452202174,C,A,C,A,E,0
Non-binary,Christian,No,34,D,C,19.356033950554462,E,C,B,A,C,B,44.22248845168307,112.34733089505656,A,B,A,E,E,1
F,Christian,Non-Veteran,30,E,E,-77.31911586290094,C,A,C,A,A,B,-38.93592345446428,-13.22410481034279,E,D,A,E,D,0
M,Other,No,33,E,B,-189.85954491495173,C,B,B,E,B,E,-24.407715266491376,-22.007062632382972,B,B,C,A,A,0
Female,Muslim,Veteran,55,D,B,100.35341125004862,B,E,E,B,B,D,-59.67070329251628,84.47214489095616,B,A,E,A,A,1
F,Hindu,Yes,74,B,E,-87.74949450017235,E,C,C,B,D,D,122.79467184321058,-69.7437425490762,C,A,A,B,C,0
Other,Christian,Yes,98,E,C,-203.84336674079412,A,B,E,E,E,D,-43.6491248512835,29.250858051708978,D,B,E,E,B,0
Non-binary,Other,Veteran,99,A,B,-35.82574679251271,D,C,D,D,C,E,23.840452286049672,69.2983774069501,A,E,C,E,A,0
Other,Jewish,Non-Veteran,60,C,B,-119.50235660466579,D,D,A,D,D,E,-61.6258570029666,60.06574450450668,D,B,D,A,A,1
F,Other,Non-Veteran,33,E,C,43.2672169272729,B,D,E,B,C,D,3.9067793556291255,83.56380914542058,B,A,B,E,C,1
Non-binary,None,No,29,B,E,-169.13548973287297,D,B,C,C,D,D,100.49036563927218,-135.66443043997663,E,A,E,B,D,0
Male,Hindu,Yes,23,C,C,153.0333312725378,E,D,C,A,C,E,99.33678940228319,6.7134018606350185,A,C,E,E,B,1
M,Buddhist,Veteran,22,E,C,-18.54939661803101,D,D,D,C,C,B,95.22541808928484,55.7400246265234,C,A,A,A,D,0
Other,Buddhist,Veteran,81,C,E,32.08098440135401,C,D,E,D,D,A,-76.37666821395742,-78.38079687635036,E,E,B,E,A,1
M,Muslim,Veteran,78,D,C,75.85695211481863,C,B,C,B,C,B,207.76806274278908,101.54042501518093,D,A,D,E,C,1
F,Jewish,Yes,97,D,B,53.6411360087941,A,C,C,B,D,D,-181.83021097050306,96.50195165793417,A,B,A,D,A,1
F,Christian,No,56,D,A,-9.535692630402119,D,D,A,E,C,E,-123.78389053735863,117.20091802847597,D,D,B,E,C,1
Other,None,No,27,B,E,-68.63400008673118,E,C,A,C,D,D,233.09179354923936,77.81989653600428,D,D,C,E,B,0
Female,Christian,Veteran,96,D,E,94.679039827122,D,C,D,B,D,A,-49.1804825972119,36.43975875855503,A,B,D,C,E,0
F,Other,Veteran,83,B,C,9.119776618267172,E,A,E,E,D,E,86.7962692813589,-116.08201183443742,C,D,B,D,B,0
M,Buddhist,Non-Veteran,38,C,D,-138.1711343255225,A,D,C,D,B,D,-13.55575075071617,-55.89473474403515,C,E,A,E,A,1
Other,Hindu,Yes,54,B,D,93.7815821826808,D,E,D,A,E,C,43.4355046045881,248.03707236045716,D,B,A,D,A,0
Non-binary,Muslim,No,33,D,A,-112.57544747549868,B,D,C,A,A,E,69.00265928794144,182.85075353433135,C,D,D,E,E,1
Other,Jewish,Yes,89,B,C,170.01700041664884,E,E,D,C,D,D,35.045963361413754,71.77759740445944,C,B,A,E,B,1
F,Hindu,Veteran,92,C,E,109.88516769020174,D,C,B,A,C,A,-33.32319826472651,-92.81472425339335,C,B,A,D,C,1
Female,None,Veteran,89,B,A,-135.50669706019983,A,E,A,C,C,A,144.8551159452778,-84.64538344566537,C,D,B,C,C,0
Female,Hindu,Veteran,99,B,B,-106.33930702323487,D,D,C,A,E,C,-210.6964652358239,-58.86734115914258,B,A,C,C,C,1
Other,Muslim,No,42,C,B,-12.82314855675099,D,A,D,C,A,C,-19.00884420581368,-66.91794292421456,C,B,D,E,E,1
M,Christian,Non-Veteran,76,E,C,-127.70910041794272,B,E,E,D,D,A,-55.16903052165307,57.42157456002954,C,C,A,D,E,1
Female,None,Veteran,65,D,B,-103.24073746637825,D,D,D,A,E,E,-13.091848151060697,62.811433932690264,D,E,C,E,D,0
Female,Hindu,No,97,D,E,63.90286242178917,A,A,E,D,C,A,-40.26537702350799,-84.18355723748789,C,B,E,A,D,1
Non-binary,Buddhist,Non-Veteran,35,E,E,-68.73908042786388,D,D,C,D,E,E,-204.9011604136397,6.522453178613503,A,D,C,B,D,0
Other,Hindu,Veteran,26,A,D,42.56452086003381,A,A,D,D,E,A,-32.948130942059336,16.330487725384494,D,B,C,E,B,1
M,Jewish,No,36,D,B,-23.579771726377768,A,B,E,A,A,B,-84.69048540058752,53.59695577253141,D,A,C,A,B,1
Female,None,No,69,E,A,-101.87228186654644,D,D,B,D,C,E,-102.29248837910517,129.81826474489412,D,A,D,C,C,0
Other,Jewish,Veteran,80,A,A,-163.747611210177,C,D,B,A,D,E,-98.19957431495394,17.644446267340797,C,C,A,A,B,1
Male,Buddhist,Veteran,90,D,A,86.90807310135912,E,E,C,D,C,E,140.57379386074683,-151.32568596444466,E,C,B,A,A,0
F,Buddhist,Veteran,42,B,A,-56.04897879621035,C,A,A,A,B,D,-133.56022115277827,93.04775178422175,D,D,E,C,C,1
Non-binary,None,Non-Veteran,75,A,C,-84.81220888293896,E,A,A,C,D,C,-6.100223823764179,7.067102500494656,A,A,D,C,C,1
Male,Muslim,No,64,A,E,-144.52669309552974,D,C,A,B,D,B,3.2630007983282345,31.00094927478649,A,C,E,D,D,1
Non-binary,Muslim,Yes,56,E,A,-97.86884822910726,E,D,E,A,B,C,-145.2019401735531,-17.169997506700753,B,D,B,E,A,0
Female,Buddhist,No,55,B,E,-29.101584573534407,E,E,C,B,B,E,25.2593080049044,289.7108398423327,A,A,B,B,A,0
Other,Other,Non-Veteran,65,E,D,-60.534813132982954,B,C,E,B,B,B,-2.8958052870402073,10.571486392971991,A,D,A,E,B,1
M,None,Non-Veteran,87,A,E,164.5662050932015,B,B,B,B,A,B,72.76730690251131,-51.10271327900849,D,E,D,E,E,0
Other,Buddhist,Veteran,94,C,C,-160.07942910465042,D,B,E,B,C,A,116.22728983678465,37.424074929787174,D,A,D,A,E,1
Non-binary,Buddhist,Yes,19,D,A,-41.62477812371023,E,E,E,E,A,C,129.03439423274042,190.42194894410304,A,D,D,D,D,1
Female,Jewish,Veteran,73,B,C,-16.78942007457791,D,E,A,B,D,D,6.824991166596421,-15.168545389849406,D,B,D,A,D,1
M,Jewish,No,76,D,D,53.405746740121764,A,D,C,C,B,B,-18.362715117800843,-80.17657427074658,E,D,A,D,E,1
Non-binary,Christian,Yes,25,D,E,37.91828645916402,D,E,A,A,A,D,-41.21520884339173,-6.716008993977263,C,E,D,B,C,1
Other,Other,Yes,84,C,E,-102.94044711430703,B,C,C,C,C,A,60.239861459363134,-16.725472451966155,D,C,C,D,E,0
Male,Buddhist,No,61,C,E,-80.22314901086943,B,A,D,C,A,B,-6.954303046934789,13.826401555792922,B,B,A,E,B,0
