ethnic_group,Gender,birth_year,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Hispanic,Non-binary,25,Bisexual,63.6129519165552,-95.17162045052781,-18.81477573570699,113.94819365591533,C,57.372806131743914,1
Black,M,62,Other,-50.58875853860355,-6.003147474643127,16.022160998627673,-89.39954139429092,A,-70.92830795010472,1
Black,M,63,Homosexual,-49.75931439413548,-98.74432723412046,-52.04241994969454,27.69805994771748,D,-38.69016008525155,0
Hispanic,F,73,Bisexual,203.45034524121073,257.0937571258561,-123.49757868381379,19.222832381707057,B,65.92154506169486,1
Black,Female,77,Bisexual,107.91138329264582,-42.78121786281926,10.622471849677444,55.7728281227519,E,-5.736181738815002,1
African American,Female,18,Bisexual,-86.61163112118233,-167.48201101745676,-1.1219618210329276,-130.90900250700847,E,178.07192864148297,1
Other,F,36,Bisexual,140.65373694365258,-41.733664822457726,-35.14335869838997,1.5700628013291258,D,40.16757342090236,1
Other,M,55,Homosexual,-251.93787817169962,45.71857238315009,-27.20333118657675,24.384675779886038,C,-31.987658752280524,0
Hispanic,Other,42,Other,52.0954897135268,97.4644424695499,-24.30552074588454,-18.714103126755298,D,-0.39211546061050623,0
Black,F,76,Bisexual,-40.496442314972356,-53.27033404811655,41.32772706565451,0.5247362450910747,A,-0.3407522570486213,1
Black,M,64,Homosexual,-182.24507796115415,60.97110731397068,219.80967848409517,73.21810165644506,E,-162.5915845098084,0
Hispanic,M,44,Bisexual,39.53484887124933,-102.9367821937709,77.5007094231743,19.97160598715532,D,-107.57905903155695,1
Asian,Non-binary,43,Other,-69.50042880992332,-144.2655163218892,-72.29466840924562,23.06599088905229,A,145.45936793366,1
Other,F,30,Other,78.1927991421077,-43.24776416634747,-61.60567489618581,-139.66392124765355,D,-59.27487145173108,1
White,M,36,Other,4.008748683910555,-49.56919820067067,68.33666527068446,-43.471487179773035,B,185.43105700914987,1
Black,Other,26,Heterosexual,137.25462160928618,-47.15764988328889,38.032486954213475,26.81230732685684,C,18.48315214237772,0
Hispanic,M,49,Heterosexual,-121.28590223635676,14.382643955490138,-117.7982114994881,214.4304625640154,C,46.7529716748122,0
Black,Female,21,Heterosexual,34.14090329571748,-70.52081532645525,6.309892917611666,26.01003163245069,C,35.029472328795755,1
Asian,F,50,Heterosexual,220.3147086924416,-73.59908221703884,105.09773699162581,-63.8984110131878,E,-191.91486198596277,1
White,F,21,Other,-69.4643518233237,-96.71041676134465,48.155642290166504,34.578833440433385,D,-106.03692966789724,0
White,F,28,Other,-141.55778719038975,137.82479438367133,-118.44373500737639,22.057509008104276,C,-76.77470962136852,0
African American,Male,46,Homosexual,94.66853859733193,-12.300329905644244,-139.74068548617683,137.06081427028977,D,-90.96137576643635,1
Other,M,42,Homosexual,-65.17597808565617,39.007299931960624,45.018057865804074,108.34463616643421,B,-54.73963236890141,1
Hispanic,Non-binary,76,Other,107.34512838482688,-134.12012080489822,62.62598588146121,-15.638175964306352,B,34.62192938394908,1
Hispanic,Non-binary,49,Heterosexual,0.1868250831128053,-156.02375366023284,21.37569062263155,-2.596880240149909,D,36.87972455267114,1
Black,Male,74,Other,-120.05105471759762,165.85808116747904,21.89811494483191,-187.38964320111074,C,12.141325559080714,0
Asian,Female,49,Homosexual,63.201506014360554,-19.380161646925444,-173.505956538594,-76.71581828830863,C,161.50418875262903,1
Other,Non-binary,24,Heterosexual,159.30375885863506,-47.78510744659106,107.95946930174031,-222.69966314961783,D,-198.38283431858284,0
White,F,59,Bisexual,-23.018676379167527,72.98805075879899,-151.66954048235974,27.860993256212762,E,-195.752106347482,1
Hispanic,Non-binary,41,Other,26.766683781428945,83.16656626193402,-122.8080707883479,-163.0211759246833,D,164.06675943515555,1
Asian,Female,55,Bisexual,-3.238304379817108,42.18486401645796,63.23204281969317,174.74073917798302,C,47.02361374118308,1
White,Other,23,Other,1.7340399068451546,127.25600902344476,-31.101225554012267,-18.980656919730627,B,16.296104085363947,0
Black,M,48,Homosexual,-89.98894838335517,55.219805565229244,142.50537666056792,-109.32070813348193,E,-53.13419701548674,0
Asian,Non-binary,56,Bisexual,85.90176126759374,-116.4834329257844,46.591756284650934,-6.876726995764545,D,-41.94515622923194,1
Other,Female,58,Homosexual,20.216597195100032,53.155834429114904,-132.39340674597779,-13.328434315943607,E,-192.5311249318024,1
Asian,Male,35,Homosexual,14.676381942901065,50.1270203890936,30.657184038013654,-53.450134126795334,C,23.63471798324381,1
Asian,Female,34,Homosexual,-106.6068655872019,-61.97977050740538,-71.87714667192608,209.38744359070841,D,-212.00785048509232,1
Other,Non-binary,72,Heterosexual,-45.48570892299713,-2.263013862653423,62.547398382462525,-61.124546235609415,B,33.39989287822214,1
White,Female,38,Heterosexual,6.533292816356672,91.61141920025806,99.26815951249283,74.1830260871207,E,4.102150414224132,0
African American,F,22,Other,-0.9455846626985464,35.93877212319743,98.29446079605368,75.63602795698961,E,0.18913769243150994,0
Other,Non-binary,65,Other,-13.629174168844656,95.87317879562673,107.8284070661853,70.50490163011693,A,44.14499270581905,1
African American,Male,76,Homosexual,25.715776046980533,212.70052849808886,147.45098942508005,102.18093589247606,E,20.474973202158964,0
Black,Non-binary,19,Other,-103.80300668948894,70.82191740942272,214.81772412124354,37.28508422841425,C,70.12349068684235,0
Other,Other,41,Bisexual,20.475195535912658,31.55190934636592,42.255796101696895,55.176584900535794,D,21.856405785562718,0
White,Other,79,Bisexual,-121.53375802897388,41.83494743619471,-64.80813023044516,20.14587554580793,B,-153.9428287318216,0
African American,Male,56,Other,-47.877590489093855,-30.232528142641424,-104.67576669779265,81.63145803275833,A,41.36325224689954,0
Asian,M,67,Heterosexual,-202.1358526934548,48.515043821417926,34.910729506620555,74.07094977729356,D,118.25029161092253,1
White,Male,46,Other,2.411757069803282,-33.40025079471491,131.21141718252193,-1.5075525433636408,A,34.16773839277633,1
African American,Female,52,Other,45.92630334674542,50.48044759902031,51.51290482252663,-4.881457204804463,C,-5.6927758966628925,0
White,Other,69,Other,14.710769426017519,-191.96977423045223,115.09439816874776,-25.503140195896318,D,68.46257720387509,0
Asian,Female,79,Bisexual,-12.995066767093263,-137.9095306475298,-81.40048676701153,111.59363732544215,C,-25.984877128156132,1
White,Other,75,Heterosexual,-122.10089677405686,-241.33629553544728,118.64828337960063,-8.595429903218136,E,-4.403736895649286,1
Black,F,61,Homosexual,-4.114041612827979,35.61212765736117,86.70722999161421,-60.044737342252674,A,-102.62763435599433,1
African American,Non-binary,72,Other,-116.09558812075326,-153.0370200257595,-110.3862125893009,39.784497406059074,C,22.151080143570873,0
Other,Male,68,Bisexual,-36.14187553494539,66.04387892753276,16.077293831646333,12.921320479722626,D,30.167061924878745,1
African American,Female,66,Bisexual,-7.250871156187523,-16.736095671519045,98.33501920663392,-33.88207252228293,D,-131.29081686561457,0
Asian,Female,28,Bisexual,-34.88898684051841,-20.01346188044679,105.55119813138919,-7.470957583020506,C,-1.9146957711000612,0
Hispanic,M,73,Bisexual,-141.7522326476686,33.13724591526446,-199.62424836515964,170.30327519556238,B,200.50809912527407,0
Hispanic,M,23,Bisexual,81.9198438003913,-172.45742336677534,59.18746758123681,55.153225413810844,E,-113.34067255227076,1
African American,M,32,Heterosexual,85.68266685756178,106.71026596787205,109.17447954372486,-21.41960419923117,D,35.26974533735398,1
Hispanic,Non-binary,76,Other,16.584131046083005,98.83461147032257,-173.38644085572764,-111.27659504151019,A,37.46102515351992,1
Black,Male,76,Homosexual,20.2147672992763,12.733556479224225,-1.4739607915551085,-106.45840355306918,D,23.00064192148806,0
Asian,Non-binary,21,Homosexual,-108.79878603628525,31.505717173918484,25.399111101727463,-96.67241118039776,E,-10.814718689372322,1
Black,Male,59,Homosexual,42.02796760806118,-111.4326597298889,38.92321569170829,13.673167623217275,E,55.49182610986928,0
Hispanic,Non-binary,73,Bisexual,157.04692222086675,-43.99430241175574,-16.23252921125213,249.20062096797673,E,-111.1946223059821,1
White,Female,25,Bisexual,39.76389126612296,121.7653443141333,125.9984117063899,25.133346616639358,C,58.88547685986135,0
White,Non-binary,53,Bisexual,88.23705050203192,126.79259605603445,12.97515091689649,-50.82740645621372,A,-157.60108783297895,1
Other,Female,64,Other,91.73326903188183,-76.8304205556603,-139.4919627266851,-152.39858937345628,D,108.25156839570849,0
Asian,Female,63,Bisexual,109.02662972603866,-157.8179763273528,123.08269496217305,-180.85376763677056,D,12.230322066600387,1
Asian,Male,23,Bisexual,-140.34844829356942,-234.9326020001341,-30.807274707516,-38.46754195022352,D,-112.25272793133445,0
Black,Other,19,Other,107.61033832706737,-49.76174758692848,49.454050384203754,-19.132832609388544,A,213.78786877224357,0
Hispanic,F,54,Homosexual,143.38107910303762,-104.96297617912309,-113.0410168573433,229.93891871198366,D,24.506174570796112,1
Black,Non-binary,68,Heterosexual,-44.59735440706996,-105.8427641101231,8.951448896571963,-80.84607444880537,E,10.950527753078704,0
Black,Non-binary,57,Homosexual,-26.883825059752063,34.75325974309673,-33.41702938130823,14.660577148253957,A,-13.919373258084292,0
Asian,M,64,Bisexual,166.4643403979274,-82.25161021039709,-18.009173116866243,204.41700737395308,D,-91.8435724620045,1
Hispanic,F,53,Heterosexual,-4.330580789918686,-77.94002931646597,-17.505465797899777,12.592697380254803,C,48.86695482716568,1
Hispanic,Other,52,Heterosexual,-43.97194471698787,28.027122307304815,-20.8043794670784,-164.2703453901763,B,35.13887685740071,0
White,Non-binary,27,Homosexual,143.37538812682433,61.86780810461754,146.39766229587642,36.69751955153997,D,7.708531505619763,1
Hispanic,Female,19,Homosexual,-126.99360529117187,-89.83054563300598,55.126631524794064,196.90228988806342,D,-157.01317623164783,1
Other,M,65,Homosexual,-37.276188157051685,-118.22679168770667,57.54266646169467,-135.3636049867802,A,-13.09293110939071,1
Hispanic,Non-binary,53,Bisexual,-81.04738242317312,-1.3312407665759431,31.749640233217935,-65.09761223806552,D,-39.584349562095255,1
White,Non-binary,41,Other,114.40686998043805,128.84285800353206,-74.35941531926333,-135.68018814793913,B,-219.09761571327846,0
Black,Male,50,Other,-226.8328316617201,131.88478369750607,-55.5652410679449,154.12235817211192,B,-262.1863168141073,0
Asian,Other,21,Homosexual,-37.3323931342963,69.93240387078407,181.13611106058843,-82.77076833210232,C,55.40982615291672,0
Hispanic,M,65,Heterosexual,-164.81953719756842,-4.287794824463969,94.35641417068713,22.842132139931433,E,108.37151779868744,1
Asian,M,53,Bisexual,-92.74439526954946,-41.2152336877732,-17.381413930778876,-37.065702951469476,E,16.031136891852675,1
White,F,63,Homosexual,-120.45298278436061,-8.415265350994362,-35.52972106787568,-156.1717791917383,A,132.33416101656707,0
Asian,Female,75,Other,-159.8279523731867,40.49047889613633,1.0383025151851575,-70.86827869532671,D,107.15066535511004,0
Asian,M,33,Other,-224.53404496852482,-127.77970967682771,-147.1357419803174,-216.0982419050694,E,154.5922654724347,0
Black,Non-binary,48,Homosexual,65.72544586962339,-89.75696619025123,73.83848350226206,-155.26580623227912,C,-80.8971234388186,1
Other,F,62,Heterosexual,40.91994637870066,-35.30007987108389,155.3805737960318,-65.8418700078245,A,134.49393003591078,1
White,Male,50,Other,158.31362301079045,-153.88680986333233,-52.914038102747405,60.4539169248689,C,17.323939527891245,0
Black,Non-binary,74,Heterosexual,51.0921233884067,77.9942675152494,46.28614099926431,-18.402667657024814,E,43.713953482535814,1
Hispanic,Other,76,Homosexual,-126.04508431417875,-67.03128496944045,113.94619773978356,-200.4329878592019,D,-90.02254956230396,0
Black,Other,65,Bisexual,-16.96885969830395,-75.43985617716949,163.50981044896776,-136.67449920168596,B,56.79724470374955,0
Asian,Female,50,Homosexual,-64.48529982604761,23.5969073006168,171.3492005870582,17.693492658864805,E,-29.372607697401286,0
Black,F,61,Homosexual,-34.323611876851515,168.49603931958538,-194.50052281078644,-46.96209706303796,E,121.19180028321612,0
Black,Other,50,Other,-44.469086527011314,-106.4610538610791,-103.49379811871842,15.701448166206713,E,30.54194027369428,0
Hispanic,Other,64,Homosexual,18.069722788597804,2.485142238398437,-78.93634513893284,-15.071173270945486,B,137.00290897115482,1
Hispanic,Non-binary,22,Bisexual,199.52026442044541,39.76010570858313,121.64795679084858,-75.37642408236856,C,48.41802537235493,1
Black,F,66,Other,-131.44244556492117,65.32868618830233,43.73676449531694,25.515913299460678,E,22.77426391731012,1
White,M,44,Heterosexual,-129.7694098279229,-65.37763904620626,-120.95082736591887,34.01814986837531,C,63.01837563231732,0
Black,F,47,Bisexual,-65.46334555840703,-42.20840074193782,94.73906078111749,-24.609555056149883,E,-3.9496977945155254,0
Hispanic,Female,32,Homosexual,129.29801242599413,78.37567999818117,35.61973589921165,38.78707751803089,A,186.26213233122087,0
Black,Male,69,Other,53.09243081232081,29.60114801464645,34.3676059984987,-133.43290270138183,C,18.620796759812833,1
Asian,F,39,Homosexual,161.30692903757227,108.13828553723309,104.45859068720765,152.69007209342448,D,51.4392315259797,1
African American,F,59,Bisexual,83.25356606964783,13.380841862894474,-2.6717629639202816,89.75327505470011,E,34.97091606116234,1
Black,F,76,Heterosexual,-75.42278915183292,-30.201211063266815,-88.07744774616278,-95.16983934155958,E,-7.967284345716258,0
White,F,31,Heterosexual,-134.6853762554387,117.57652605716993,25.243175739172514,1.1662943346789478,D,-10.26369485010949,1
Hispanic,M,32,Bisexual,-179.74737847435924,243.43488551648454,101.85713977860348,-104.20008866771677,E,-89.23776174772131,0
Asian,M,44,Heterosexual,173.01974162592154,0.6207014725855345,152.32596891094155,-5.13806193971085,E,-16.762183391699626,1
Hispanic,Non-binary,24,Homosexual,18.236563117045705,-73.86613871250165,198.65192512532647,-181.78067654201615,C,38.55953164006857,1
Asian,F,63,Heterosexual,-47.575341194339146,56.0720780931114,-8.193593495988438,7.0562983309597715,E,7.592548260385756,1
Hispanic,F,78,Other,159.96977858270884,-60.503689607498856,-216.738568488979,-55.489031683228326,C,69.40828539701413,1
Black,Female,36,Heterosexual,-46.03335208475089,-113.13608907892481,116.79999915648156,-185.4958159508674,A,32.88664917774986,0
African American,F,45,Other,-57.374806056607284,225.92323849825294,-54.69380744002517,29.28017191263531,A,-269.10680943173514,1
African American,F,40,Bisexual,25.884052464175678,62.4004661672814,-37.75528669250065,69.10835249209548,B,20.273896780057214,0
Hispanic,Male,68,Bisexual,14.18146211036104,79.3905616141699,135.05311434410686,124.0956211754952,D,-45.6297389874001,1
Hispanic,Male,43,Homosexual,-98.3038451974945,41.678863690608004,95.55757860572305,-38.78899265730013,B,31.573890102025086,0
Other,Other,74,Homosexual,30.86969555529014,-9.512540771951297,-82.2527214021553,-79.71342377561275,A,-222.4080781511328,1
White,Other,26,Bisexual,22.549107611382972,-168.70400053104066,-82.05393279529059,-67.692142255987,C,-77.08984009639089,1
African American,Other,45,Bisexual,-40.62941516771141,-46.19353192324399,23.774595155020325,-222.42565796699506,E,94.53907984326216,0
Hispanic,Male,78,Homosexual,-84.04239355033496,-114.33908595994482,-141.9739321891048,-82.19274015385182,C,-55.70173730891636,1
Black,Female,51,Other,33.61280557331257,57.36346995703886,-41.2159651746348,-115.70941058468811,E,-155.78084857776545,0
White,Female,28,Other,-42.63778799237997,83.29991123769167,-70.1585142401797,-114.38654652162859,A,10.921472124762717,1
African American,Male,18,Homosexual,19.84436204435362,150.7635685687849,-4.4666998419868635,-122.95550505502943,D,126.76439025022721,0
African American,Other,48,Bisexual,12.92045014759692,8.55202605700429,120.51954217957159,-15.393416844478173,B,50.27293951970236,0
Other,M,47,Other,226.87999550294822,-114.02356732214514,23.078106697909643,19.625031327697666,D,128.71908823390936,1
Other,M,62,Bisexual,116.48870744250172,-9.299234290050268,-180.6374225614741,-47.561999118222325,D,115.3538311466483,0
African American,Non-binary,20,Bisexual,23.797486848176515,23.386097729975543,-9.043814933272026,-147.52936520929813,E,-158.60513193234303,0
Hispanic,Male,39,Heterosexual,61.80785063490178,47.97376690973129,78.69082499062715,95.38863657544037,E,122.46861881592766,1
Asian,Female,29,Bisexual,77.92018539614457,89.44589423841637,79.31148092095874,70.84793707177015,D,126.06114436994409,1
Hispanic,Female,43,Homosexual,14.368297230361893,-27.822932839275712,74.82957000716469,37.654296413777146,D,50.08520951998135,0
Asian,F,67,Bisexual,16.92920551935605,-19.446570699153636,341.0953114769746,47.77254219236885,E,143.99591428564807,0
Hispanic,Male,41,Heterosexual,-20.47829815444682,53.07661961356228,-96.10683695761746,152.17417362597448,A,14.686412515577556,0
Asian,Non-binary,78,Heterosexual,-102.9999630187099,68.81049582247387,-64.17038371414144,53.06628093640432,A,-66.92509485791594,1
Asian,M,48,Other,58.65794052045739,160.11568362633827,-3.4147628439539703,-63.978240511444675,E,-50.128048495056646,0
Black,Non-binary,35,Other,-139.07848919153255,-51.41816794298346,160.34722700503843,-188.11750101859593,E,109.10640847223137,0
White,M,23,Bisexual,-125.56992474846633,-96.32113779119166,-121.41484242761369,131.81470201489566,D,55.178555068655065,0
Asian,Non-binary,69,Bisexual,52.76718370114648,64.34734912352079,-36.35734982275271,42.54302520926686,A,74.73584427112634,0
Asian,F,26,Other,33.68756882098617,-126.76254141643209,47.883287282855036,-50.34078315611982,E,22.18205643437465,1
Black,Male,65,Homosexual,82.53501932099606,-71.0663282668143,3.598928526497812,37.75450769967217,B,58.929353264760785,0
White,Female,39,Homosexual,64.24973295652008,24.521256293199183,170.42421178904172,22.86537058055287,B,-75.65660335252421,1
Asian,Male,25,Other,30.951737558894855,-72.34205585064514,-91.73016101117855,69.26315270409641,B,-141.6756328067214,0
Hispanic,Non-binary,41,Heterosexual,-11.932461006428257,147.90125854684038,5.121491969526058,27.553695564382092,C,-37.124010714742624,1
Asian,M,61,Homosexual,-58.543080812766625,-19.895723908703413,-63.19673055504054,-66.42018628314315,B,-126.0393870744025,1
Other,Female,22,Homosexual,147.726410937369,-54.36698525154826,168.8044983705121,98.88936729845358,B,-147.91692455201718,1
White,Male,39,Bisexual,-30.40596437437365,54.3811317178043,-66.58752141869856,68.86689308188106,C,58.74320160860758,0
Black,Male,37,Bisexual,-42.79612991838121,58.40980054103435,66.35805033343854,48.82786303505667,A,-94.43169934159216,0
Asian,M,74,Homosexual,96.88025227191805,181.87488263441864,16.23512325869651,39.46878379940081,C,52.90549569492939,1
African American,Other,43,Bisexual,-111.6495736270287,100.86847509820475,-15.71818399792861,-242.22064938079956,B,21.722930111587726,1
Asian,Other,72,Other,57.06138605860305,-53.71346983877303,119.36024034238253,-66.64221098627038,A,72.83605058171212,0
Other,F,19,Other,58.32249972485782,-155.01692558013673,175.51714508592454,188.78392417273167,C,-42.55812606732592,0
African American,Other,43,Other,-55.464069402590276,-25.21390252430937,7.042882158561889,-10.441341262745727,A,-133.06383378867835,0
Other,Other,41,Bisexual,112.99611430503845,2.923316511053155,-87.569013446752,-58.573116924460514,E,216.3888687948124,1
Hispanic,Male,61,Bisexual,-27.380998914928778,-10.042038232754539,-49.722979268407,-62.47284224337191,B,-91.88020287457603,0
Asian,Non-binary,21,Heterosexual,-111.93132378932422,296.83138567633483,-25.980017103473312,-11.690378506602025,D,-174.48601918341754,1
Hispanic,Non-binary,19,Other,-168.39941643518182,-110.71898489213226,-90.65207167655127,-2.8416495495663763,A,-43.58332104918843,1
White,Male,54,Heterosexual,-64.4632900712894,50.44522302907269,135.73418129069026,-161.37870325885396,D,69.4862851970631,0
African American,Female,67,Heterosexual,3.0977165164435263,-30.483085681454646,209.38062769614177,-122.8083046538234,A,54.62199644441248,0
Asian,M,24,Heterosexual,291.0704149334021,-44.42612032254441,66.21200133968067,-21.0136858864852,A,114.24536194120152,0
African American,Male,58,Bisexual,38.285579988888905,-180.37895432480025,-85.52893355829909,148.8288462747153,D,-10.82706358278758,1
Other,M,70,Homosexual,-124.65667515297505,-107.84751890932924,69.32210828637743,-87.80657032497705,D,57.41438534176656,1
Asian,M,63,Bisexual,-200.88752942266558,47.27802968509597,143.8123211453813,49.21301206390005,B,-13.281372098486663,0
White,F,75,Heterosexual,-7.16234370476674,-86.33908167051135,-4.785677492341439,73.62949813294443,E,-71.81056123365754,1
White,F,44,Homosexual,24.617877418912666,-252.54042933586786,-98.58024425475055,6.61831138299659,D,-87.85335127588468,0
Black,M,63,Homosexual,-128.27379908340046,-97.88316825868567,32.684566290707856,54.918737240568575,E,-37.491648764062155,1
Asian,Non-binary,33,Heterosexual,48.12431319723337,30.75466898435541,20.02328023042849,101.37684120845745,A,-81.36831276456147,0
Black,F,49,Heterosexual,80.76245992046118,-41.15346347854245,-54.15849339911901,-118.36908963786352,D,-159.10106594493658,0
African American,Female,77,Other,-112.9365603420654,-28.951185075575975,107.49208425967159,-51.37757716665856,D,-190.42838339308247,0
African American,Other,48,Homosexual,51.62017824033735,46.717132665284566,163.9807304625936,64.586913293369,B,47.72355317140811,1
Asian,Male,66,Bisexual,36.13389878548087,66.06460258666596,-100.60719832660956,25.303840032412968,B,-84.43165357336807,0
White,Female,75,Heterosexual,172.7915239235037,58.78377058951496,22.626994546538707,143.499607532762,E,61.46315762638219,1
African American,F,44,Homosexual,179.9806648480198,-23.740389341944336,-177.53653272602423,86.94806507512426,D,71.34367796638253,1
Asian,Non-binary,30,Other,-129.8952527127114,184.50496706674042,-46.03769734149664,25.10374451090609,C,26.636811019600003,0
Other,Female,53,Bisexual,-27.53689539999382,46.429638505686356,49.04230826761361,36.2171903063113,B,-24.272516258300897,1
Hispanic,Non-binary,61,Heterosexual,138.87368762540893,105.13843756283782,-183.99729844954135,31.424196941306864,E,10.15953652241803,1
Hispanic,Non-binary,61,Bisexual,103.87948654158743,94.91599954591393,-4.366820561020153,11.419969302797444,A,184.65897342650484,0
Black,Male,38,Other,-130.5534398156351,30.531768459276172,3.1514788407714898,-106.72731102540362,D,0.5248871472473113,0
African American,Other,47,Homosexual,-15.20226127830719,-94.80662930525143,119.34184509105503,54.48728765132819,B,80.99886057994604,1
White,F,45,Heterosexual,71.29693060471156,-31.43404255862566,-29.16961185251851,-7.574907872841026,B,106.27316535793723,1
Hispanic,Other,79,Bisexual,72.39033061695972,94.57670515062934,-17.22982047118577,13.51499311887408,D,-39.2057758988797,0
White,M,29,Heterosexual,-116.86581659382533,-143.96238218240168,87.7254228926024,55.95240805225844,A,85.22236705749063,1
Asian,Male,57,Homosexual,-237.19900268376276,-191.7377831243308,168.87395408820126,-53.76453614324844,E,146.98012719686045,0
Other,M,79,Bisexual,19.22099978852201,17.275256055001975,-58.114744825757306,102.13308468638816,D,-126.4824619363615,1
White,F,62,Other,-56.61066928389295,142.73452126646347,-7.969559605390939,21.941271377441556,C,104.76596790410466,0
African American,M,67,Heterosexual,-185.95862370236998,-211.11466312635355,43.07505840640321,-20.53224687783932,D,-83.74456198816236,1
White,Non-binary,23,Bisexual,-134.5368419629524,110.68024472795219,11.317553953805668,30.04766059398753,D,-10.035921644840448,0
White,Non-binary,28,Bisexual,-60.11006100994619,132.4575230015853,12.895816284759764,55.957497037675665,C,62.335955732705564,0
Black,F,32,Homosexual,-119.64371977328472,-12.498302842104955,48.112565208156525,-21.22071506434035,B,14.442703913906552,0
African American,M,18,Other,141.03350114298172,-46.9397128899212,-168.2733322339017,-18.705301368100322,A,53.663568415557805,0
Asian,F,32,Homosexual,-10.161029302870567,46.287954053763364,-156.83024855447343,110.76388355497753,B,123.18996761845655,1
Black,Other,79,Homosexual,17.160494074190346,40.67305769821728,101.01048036190721,-128.9441787927155,C,34.91272090831146,1
Asian,Non-binary,43,Other,-76.74702732589265,111.63197661832164,43.70753530136889,-98.85841204709946,E,97.78864877939745,0
White,F,66,Homosexual,-18.3908771530898,-120.91859211697509,-87.33771403641659,-70.43014419278578,E,94.99829634388574,1
Other,Male,28,Homosexual,-10.274677332002803,-96.36615510467801,16.226255452511385,67.28338674185537,C,-2.6404701920634754,0
White,Female,59,Bisexual,26.05481680556199,94.30702699802637,141.9530722150564,-35.2170060442628,D,86.96240974782981,1
African American,Other,54,Heterosexual,-65.47462493207846,-196.20101875578194,141.41693474758628,-199.86899595838176,A,109.10188778861318,1
Other,Male,56,Bisexual,16.27928868689765,76.17086755008158,-71.28363383368391,140.91094979552662,A,-134.574164707717,1
Asian,F,60,Bisexual,38.71575670835113,-150.93612237661767,-64.71804358700504,-206.17660977534703,D,-78.18988553543026,1
Hispanic,M,38,Bisexual,83.34824428935659,-6.7593272816118235,6.624305702496507,84.86249210082232,A,256.36877437293026,1
African American,Male,78,Other,-44.079980128012416,-72.04024451335283,-74.92234203168678,32.702820668952796,C,41.96651200450853,0
White,Female,29,Bisexual,-81.59003305308158,-9.058277081695364,154.86086327834303,121.14326983268644,B,245.517731611264,0
African American,Other,46,Bisexual,116.06058121378983,-163.16073654287274,22.368445952937773,-49.64923338917585,B,9.636258794631589,0
Other,M,77,Homosexual,46.42732191962436,39.86275785530598,-54.995659790317674,-85.00473036673652,A,-1.410300567571779,1
Black,Female,19,Homosexual,-50.173919514148146,71.86669415696852,14.569870241711621,5.728657833981286,D,-211.97980646952766,0
African American,Female,39,Heterosexual,97.76235734150406,47.58136597063313,-11.96780181628496,11.700918872815754,C,-46.54725948963669,1
White,M,57,Bisexual,-83.65810693029076,-90.44902038640895,-72.33152104765242,64.73176770052174,C,-112.91110606914802,0
Hispanic,Female,77,Homosexual,-68.96075727267454,255.33332509572756,-29.505366845723817,121.18833738801513,D,-153.05611788302622,1
Black,M,61,Bisexual,-126.74397051990375,14.310766634608099,34.104152961560345,6.989512570876253,C,-15.821248231185214,1
African American,Other,33,Homosexual,11.713596036148223,-172.94637814250794,77.5768409310619,-106.96693143872497,E,-78.17635614923788,0
Other,Female,27,Heterosexual,219.90743169656733,36.97802580910462,-82.72552375230686,38.26110627412223,D,-6.231199463069985,1
Hispanic,Female,25,Homosexual,-77.20094395369931,147.19900938455845,92.52704767649608,92.8148306656806,B,-22.537242501336543,1
Asian,Male,59,Homosexual,12.055516376564293,72.47686110009201,-93.630783213979,35.969990402521866,C,-36.96673901630444,1
African American,Male,38,Heterosexual,-22.294365745923724,42.0449135871894,-78.86641370174002,-173.71459417517033,E,10.424405472183066,1
Hispanic,Female,76,Other,66.47740178594864,-30.359129529557983,122.7776608939851,6.392786497671382,A,-156.39864641083489,0
Hispanic,Other,20,Bisexual,-15.711028134815233,-124.60508991503414,-135.35749539730847,-1.6958385273516625,A,-30.710887852355306,0
White,Other,33,Homosexual,-74.88874366740153,-109.48571589539671,-16.96675085874871,17.838486044853592,B,6.954262477884092,1
Black,Female,25,Other,5.562151754971537,-168.13091647756565,23.924172589777488,189.28798148745477,C,68.50487115328917,0
White,Female,54,Bisexual,135.80735027450038,41.444059468088696,144.60960541483487,0.20153242152946477,B,12.982256440552668,0
Other,Non-binary,20,Other,-103.08169967884942,14.030652571155585,107.88906021363988,121.6788331877325,C,-107.11973904392649,1
Asian,Other,62,Bisexual,-77.45748303885348,55.01878765928305,-88.47841689454513,-64.6093541609904,B,54.20896033436671,0
Black,Other,63,Bisexual,105.27761611984454,34.184150087542484,13.78665882660134,37.65274034433934,A,-160.25070287490598,1
White,Male,40,Homosexual,-65.12989036375141,-18.803571593957546,-98.09930775287839,-55.78432092554593,A,-68.32041759086773,1
Other,M,49,Heterosexual,-205.26353453657902,71.81814576775244,-69.3631164595818,-95.98951156957853,B,-76.32001037875177,0
Black,F,46,Homosexual,-30.88140456025127,65.21405275290196,30.102638457461417,19.553222962271146,B,140.36299901959325,1
White,Male,70,Homosexual,67.71931827660521,15.535100568278676,-42.01214251926997,-105.12183250421259,A,114.99091942000746,1
Asian,Male,60,Heterosexual,110.60711147041258,12.407872750046174,162.30941725826014,17.008443627709067,D,-24.354239996341384,0
Black,F,26,Homosexual,-31.514880865842766,-42.96877039376141,28.370796844369988,-136.04057790867765,A,196.09548089423149,1
